[00:00:09.488 --> 00:00:11.169]  Vulnerable has no price.
[00:51:13.002 --> 00:51:14.804]  That aired last night at 7 p.m.
[00:51:15.184 --> 00:51:17.966]  and that was on Millennial and at Tech & News.
[00:51:18.506 --> 00:51:22.049]  But I'm just gonna translate a little bit of what the speech was into English.
[00:51:22.649 --> 00:51:27.953]  On the first part of the speech, it was, I have to tell you this is a serious moment to the national level.
[00:51:28.434 --> 00:51:38.301]  I have to mention it too, that this is about an epidemic, not because of the number of cases, which are in a controllable range, it's because the virus has not been present in the world before.
[00:51:39.082 --> 00:51:39.342]  And then,
[00:51:40.327 --> 00:51:48.055]  He follows up by saying, the good news is, this virus is curable and treatable and we have the medicine enough to attend to it here in Mexico.
[00:51:48.875 --> 00:51:51.538]  So that's what it uh... Well that's total fear mongering!
[00:51:53.134 --> 00:51:57.095]  They always act like they're trying to assuage fears, but they're actually hyping it.
[00:51:57.635 --> 00:51:59.675]  Every new virus is a new virus.
[00:52:00.516 --> 00:52:04.997]  I mean, there's literally, scientists say, millions of new flu viruses a year.
[00:52:05.337 --> 00:52:07.997]  They identify tens of thousands, but they can't go out and find them all.
[00:52:08.037 --> 00:52:09.078]  They guess there's millions.
[00:52:09.518 --> 00:52:14.039]  I mean, you've got thousands of different bacteria in your mouth alone in viruses.
[00:52:14.399 --> 00:52:17.760]  So he's saying, oh my gosh, it's deadly because it's so new.
[00:52:18.900 --> 00:52:19.800]  But go ahead, sir.
[00:52:21.238 --> 00:52:32.266]  Uh, anyways, uh, an hour and a half after I got off air with you yesterday, they rebroadcasted it on the news, but they also cut out the part of his speech where he said this was good news and they do have a vaccine for it.
[00:52:32.286 --> 00:52:44.495]  That was cut out, and it gets straight to the point on, uh, what the Mexican citizens should be doing down here about washing their hands and, uh, no kissing, just the typical things to stay away from people.
[00:52:45.356 --> 00:52:50.060]  So... Well, yeah, I mean, folks, the reason this has to be taken serious, and there's, again,
[00:52:51.354 --> 00:52:57.840]  Hundreds and hundreds of flus every year that get people sick around the world, but you know they say in different hemispheres there's two different flu seasons.
[00:52:57.860 --> 00:53:07.029]  There might be as many as 20 or 30 flus that get widespread and what they call pandemic when a certain percentage of the population has them, but it's only pandemic and then it makes you sick.
[00:53:07.049 --> 00:53:11.093]  It's not pandemic and the idea of killing people, but
[00:53:11.952 --> 00:53:17.756]  The reason you have to take this serious is because the swine flu epidemic of 1918 killed 40 plus million people.
[00:53:18.177 --> 00:53:21.139]  Then they have the 76 swine flu that also broke out at a U.S.
[00:53:21.159 --> 00:53:21.839]  military base.
[00:53:22.360 --> 00:53:25.202]  Clearly a bioweapon that's been looked at and it was a designer virus.
[00:53:25.482 --> 00:53:26.343]  Scientists have reported.
[00:53:26.743 --> 00:53:31.707]  And then they tried to make the whole population take the swine flu vaccine and it killed a bunch of people.
[00:53:31.767 --> 00:53:32.807]  That's the Washington Post.
[00:53:33.228 --> 00:53:34.849]  You can just Google swine flu deaths.
[00:53:35.289 --> 00:53:36.471]  Swine flu vaccine deaths.
[00:53:36.511 --> 00:53:37.852]  He'll pull up all the articles on that.
[00:53:38.212 --> 00:53:38.893]  Anything else?
[00:53:40.034 --> 00:53:43.358]  What part of Mexico are you in and are you seeing sick people in your area?
[00:53:45.004 --> 00:53:49.026]  I'm not actually seeing sick people in my area because I'm staying inside my house.
[00:53:49.086 --> 00:53:54.388]  But yesterday when I was out, I'm in the state capital of Magarit, Mexico, which is Topeak.
[00:53:54.868 --> 00:54:00.030]  And I am noticing there's a lot of people walking around with their masks on, a lot more than normal.
[00:54:00.550 --> 00:54:05.532]  So I don't know the severity of what's going on here, but I'm just staying in my house now, so.
[00:54:06.512 --> 00:54:07.813]  And that's all I have at this point.
[00:54:08.353 --> 00:54:13.115]  Okay, thank you so much, Steve, for calling from Topeak, Mexico.
[00:54:13.175 --> 00:54:14.015]  Thank you so much.
[00:54:15.757 --> 00:54:17.818]  Now, I just want to be clear about this.
[00:54:17.838 --> 00:54:19.419]  I want to be clear.
[00:54:19.499 --> 00:54:23.282]  It is the World Health Organization saying this could be a deadly pandemic.
[00:54:23.322 --> 00:54:24.062]  That's the headline.
[00:54:24.502 --> 00:54:28.285]  It is Politico reporting administration declares flu emergency.
[00:54:28.625 --> 00:54:34.328]  An unusual Sunday briefing at the White House, administration officials said a public health emergency is being declared.
[00:54:34.789 --> 00:54:36.650]  That's martial law for those that didn't know.
[00:54:37.570 --> 00:54:39.051]  But the question is, will they drop the hammer?
[00:54:39.551 --> 00:54:40.332]  How intense will it be?
[00:54:41.750 --> 00:54:46.132]  So when they declare it, that means they've taken the safety off the gun that would engage martial law.
[00:54:46.913 --> 00:54:48.233]  But officially it is martial law.
[00:54:48.253 --> 00:54:49.334]  Let me say that again.
[00:54:49.574 --> 00:55:01.660]  In an unusual Sunday briefing at the White House, administration officials said a public health emergency is being declared in the United States in order to mobilize maximum resources to combat fears of global swine flu pandemic.
[00:55:02.628 --> 00:55:13.723]  The term sounds more severe than it really is, said Homeland Security Secretary Janet Napolitano, who called the measure standard operating procedure, adding, I wish we could call it a declaration of emergency preparedness.
[00:55:14.044 --> 00:55:18.350]  The same measures, she said, were taken at the inauguration in case of a flood or hurricane.
[00:55:19.491 --> 00:55:21.032]  And it goes on from there.
[00:55:21.092 --> 00:55:21.773]  Some of the other news.
[00:55:21.833 --> 00:55:25.336]  Mexico declares emergency on swine flu as death toll climbs.
[00:55:25.376 --> 00:55:25.896]  Bloomberg.
[00:55:26.317 --> 00:55:28.879]  Deadly swine flu spreads across the Pacific.
[00:55:29.139 --> 00:55:30.360]  They keep calling it swine flu.
[00:55:30.600 --> 00:55:32.021]  This is a never-before-seen.
[00:55:32.061 --> 00:55:33.462]  I mean, in a way, Calderon's right.
[00:55:34.663 --> 00:55:36.204]  Because every new virus is new.
[00:55:37.666 --> 00:55:38.987]  But this is really new.
[00:55:39.287 --> 00:55:43.951]  There I am criticizing him, but the more I think about it, this is bird flu, swine flu,
[00:55:45.072 --> 00:55:47.954]  And human from all over the world mixed together magically.
[00:55:48.254 --> 00:55:56.560]  And if you know how these things normally mutate, the most common thing is, say, South Korea, where they have big geese coops right next to the human sewage slurries.
[00:55:56.600 --> 00:55:57.560]  They call them honey pots.
[00:55:57.901 --> 00:55:59.342]  They put all the sewage in there.
[00:55:59.702 --> 00:56:00.782]  The bacteria eat it.
[00:56:00.802 --> 00:56:02.544]  It heats up to 135 degrees.
[00:56:02.904 --> 00:56:05.205]  Then all the bacteria die and it's great fertilizer.
[00:56:07.947 --> 00:56:11.970]  And within all of that sewage they use for fertilizer on their rice crops and others,
[00:56:13.177 --> 00:56:17.398]  It's a perfect place for different flu viruses to merge with each other.
[00:56:18.358 --> 00:56:23.800]  Okay, well, flu viruses from Europe, Asia, and North America all merged in Mexico.
[00:56:25.941 --> 00:56:31.062]  And then I've got the Mexican government and other reports here saying they first identified this virus on the 18th of March.
[00:56:31.942 --> 00:56:36.284]  That is, uh, 38 days ago?
[00:56:36.304 --> 00:56:38.864]  I don't know, what's March 18th to the 25th?
[00:56:38.904 --> 00:56:40.645]  That's like 38 days?
[00:56:43.339 --> 00:56:44.059]  It's off the top of my head.
[00:56:44.119 --> 00:56:47.461]  The point is, is that you've got 30 plus days here.
[00:56:47.481 --> 00:56:51.943]  You know, they never shut the border, they never warned anybody, they never did anything.
[00:56:52.404 --> 00:56:53.784]  The border's still wide open.
[00:56:54.765 --> 00:56:58.367]  And if this does become some type of mega-massive pandemic, Mexico will collapse.
[00:56:58.627 --> 00:57:01.948]  I've had state senators on there saying basically it's already martial law on the Texas border.
[00:57:02.589 --> 00:57:08.112]  They've got troops down there waiting for Mexico to collapse, saying it's a good chance it'll collapse, just because of the corruption.
[00:57:08.632 --> 00:57:10.773]  And now you throw a flu in on top of it,
[00:57:12.202 --> 00:57:16.886]  I mean, this is a serious situation, and hey, I'm in Texas.
[00:57:16.906 --> 00:57:28.635]  45 miles south of me, there's a town north of San Antonio, right by New Braunfels, that's got a shirt that's got the schools shut down and everything else.
[00:57:28.655 --> 00:57:30.496]  Alright, let's take another call here.
[00:57:30.536 --> 00:57:31.157]  Who's up next?
[00:57:31.637 --> 00:57:32.778]  Chris in Tampa, Florida.
[00:57:35.063 --> 00:57:38.484]  And I guess he's going to give us natural protections for bird and swine for them.
[00:57:38.504 --> 00:57:44.946]  We got Atlanta call with Dre Cobb County cops posted up all over.
[00:57:44.966 --> 00:57:45.426]  I want to know.
[00:57:45.446 --> 00:57:46.286]  I'm going to go to him first.
[00:57:46.326 --> 00:57:47.406]  I don't know what that means.
[00:57:47.706 --> 00:57:48.727]  Let's go to him first.
[00:57:48.767 --> 00:57:50.547]  Dre from Atlanta, Georgia.
[00:57:50.567 --> 00:57:51.307]  You're on the air, sir.
[00:57:52.548 --> 00:57:52.808]  Yes.
[00:57:52.868 --> 00:57:53.588]  How you doing, Alex?
[00:57:53.848 --> 00:57:54.128]  Good, sir.
[00:57:54.148 --> 00:57:54.668]  What's going on?
[00:57:55.268 --> 00:58:01.370]  Yeah, you're back home from work and on Highway 120, on each light, like stoplights,
[00:58:03.041 --> 00:58:06.122]  Uh, I'm like, uh, there's a cop poster there in Clough County.
[00:58:06.182 --> 00:58:08.843]  I mean, it's like eight cars and then like a 20 mile radius.
[00:58:09.363 --> 00:58:15.145]  And don't I could think of, well, maybe like, maybe it was a parent for maybe a containment.
[00:58:15.805 --> 00:58:16.365]  Oh, yes, sir.
[00:58:16.426 --> 00:58:16.986]  They admit.
[00:58:17.066 --> 00:58:18.726]  In fact, in fact, I have, stay there.
[00:58:18.746 --> 00:58:19.667]  We're going to come back after the news.
[00:58:19.687 --> 00:58:20.627]  Can you hold, Dre?
[00:58:22.515 --> 00:58:26.536]  Hi, this is Ted Anderson introducing a new way to listen to GCN on your cell phone.
[00:58:26.596 --> 00:58:32.217]  If you own a smartphone like Blackberry, iPhone, or Arnold G1, there's a free application called Flycast.
[00:58:32.597 --> 00:58:38.418]  Simply download, install, and within minutes you'll be listening to your favorite GCN shows from the convenience of your phone.
[00:58:38.658 --> 00:58:43.880]  Go to GCNlive.com, download the Flycast application, and begin listening in a whole new way.
[00:58:44.020 --> 00:58:46.540]  The place to go to is GCNlive.com.
[00:58:46.640 --> 00:58:50.141]  Again, that's GCNlive.com, application, Flycast.
[00:58:51.471 --> 00:59:00.758]  We the people grow cotton, we fabric, engrave ink, embed strips and fibers to protect from counterfeit, then carting to a private bank, having it led back at interest, forcing taxes to service debt.
[00:59:00.798 --> 00:59:01.519]  This capitalism?
[00:59:01.579 --> 00:59:07.684]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[00:59:07.844 --> 00:59:08.624]  Hi, Ted Anderson.
[00:59:08.664 --> 00:59:11.766]  I'm placing a free silver dollar in a book that explains our monetary system.
[00:59:11.806 --> 00:59:12.766]  Call for your copy.
[00:59:12.786 --> 00:59:12.826]  800-686-2237.
[00:59:12.866 --> 00:59:16.528]  It's time to understand the system.
[00:59:16.588 --> 00:59:17.168]  Call 800-686-2237.
[00:59:18.308 --> 00:59:21.390]  That's 800-686-2237.
[00:59:21.870 --> 00:59:24.891]  Would you give someone $100 for a $10 bill?
[00:59:25.271 --> 00:59:29.493]  If you're taking vitamins and minerals in a pill form, that's exactly what you're doing.
[00:59:29.713 --> 00:59:31.854]  Hello, my name is Dr. David Friedman.
[00:59:32.214 --> 00:59:38.178]  According to the physician's desk reference, many vitamins and minerals in a pill form are 10% absorbed.
[00:59:38.478 --> 00:59:45.762]  It doesn't take a mathematician to figure out for every $100 you spend on these pills, you're flushing $90 down the toilet.
[00:59:46.042 --> 00:59:48.083]  Start absorbing the nutrients you swallow.
[00:59:48.323 --> 00:59:55.448]  Introducing Chews for Health, a delicious tasting chewable containing 16 super fruits, seed vegetables, and antioxidants.
[00:59:55.688 --> 00:59:57.589]  You know, you work hard for your money.
[00:59:57.849 --> 01:00:00.110]  Isn't it time to start getting what you pay for?
[01:00:00.431 --> 01:00:01.071]  Order today.
[01:00:01.271 --> 01:00:01.451]  1-800-210-1922.
[01:00:01.491 --> 01:00:08.053]  With Choose for Health, your body gets to keep the nutrients you swallow.
[01:00:08.274 --> 01:00:14.656]  The first 300 callers are going to receive a free copy of my best-selling CD, America's Unbalanced Diet.
[01:00:14.676 --> 01:00:14.756]  1-800-210-1922.
[01:00:14.836 --> 01:00:15.776]  Or go to orderchoose.com.
[01:00:21.567 --> 01:00:24.552]  ...cycles, but one lawmaker wants to change that.
[01:00:24.572 --> 01:00:26.455]  Thank you for listening to GCN.
[01:00:26.815 --> 01:00:29.179]  Visit GCNlive.com today.
[01:00:29.820 --> 01:00:30.521]  Check your watch.
[01:00:30.641 --> 01:00:31.603]  It is 5 o'clock.
[01:00:35.652 --> 01:00:38.315]  On IRN USA Radio News, I'm Jason Walker.
[01:00:38.615 --> 01:00:39.976]  Rough weekend so far.
[01:00:39.996 --> 01:00:43.860]  In Michigan, a house fire has killed four children, injured two other people.
[01:00:44.300 --> 01:00:47.924]  In New Jersey, five people are dead in a multi-vehicle crash.
[01:00:48.344 --> 01:00:52.108]  Three people have been shot and killed on a college campus in Georgia.
[01:00:52.328 --> 01:00:55.511]  The suspect is a widely respected professor.
[01:00:56.051 --> 01:00:59.837]  Two sheriff's deputies gunned down at a shooting range in Florida.
[01:01:00.117 --> 01:01:03.723]  Suspects, later killed by officers, no word yet on a possible motive.
[01:01:04.163 --> 01:01:09.191]  Tornadoes racing through eastern Kansas, downing power lines, destroying numerous homes.
[01:01:09.531 --> 01:01:11.014]  No major injuries reported.
[01:01:11.975 --> 01:01:19.721]  12 junior high kids hospitalized in Southern California after drinking bottled water from a vending machine at their school.
[01:01:20.141 --> 01:01:26.226]  Authorities say the students became very ill after drinking Aquafina water at a school in Santa Clarita.
[01:01:26.566 --> 01:01:27.908]  FBI now investigating.
[01:01:28.488 --> 01:01:30.630]  IRN USA Radio News.
[01:01:32.287 --> 01:01:33.528]  Well, my name is Michael Delosier.
[01:01:33.648 --> 01:01:34.968]  We live in West Georgia.
[01:01:34.988 --> 01:01:38.290]  I've been with Andy Willoughby's Three-Step Plan for the past three months.
[01:01:38.550 --> 01:01:44.212]  I love that Andy Willoughby's Three-Step Plan has some credibility because I find that people are asking me, how can I get there?
[01:01:44.232 --> 01:01:51.916]  I thought, wow, if all these people want to actually build a business and they're all coming into Andy Willoughby's Three-Step Plan, I thought, well, this is really great!
[01:01:52.256 --> 01:01:52.896]  I gotta do it!
[01:01:53.156 --> 01:01:55.197]  And the Lord blessed it and it's just been wonderful.
[01:01:55.357 --> 01:01:58.498]  With Andy Willoughby's Three Step Plan, I make a friend and a business partner.
[01:01:58.818 --> 01:02:05.621]  I want to build a business that I can minister to my family and I can minister to others and have some flexibility to go on mission trips.
[01:02:05.801 --> 01:02:07.002]  It's just a great program.
[01:02:07.202 --> 01:02:08.802]  It's really been a blessing to me.
[01:02:08.902 --> 01:02:09.662]  It's been fun.
[01:02:09.963 --> 01:02:10.583]  It's brilliant.
[01:02:10.903 --> 01:02:13.904]  The way it's all put together, especially with the credibility there.
[01:02:14.024 --> 01:02:19.106]  If you enjoy people and giving people an opportunity to change their life, then why wouldn't you like this?
[01:02:19.346 --> 01:02:21.008]  Hi, how in the world are you anyway?
[01:02:21.188 --> 01:02:21.989]  I'm Andy Willoughby.
[01:02:22.109 --> 01:02:30.658]  Go to 3stepplan.com or call 800-637-6122.
[01:02:30.678 --> 01:02:30.718]  800-637-6122.
[01:02:32.640 --> 01:02:37.525]  For the first time, the FAA releasing detailed records on the cause behind the U.S.
[01:02:37.605 --> 01:02:41.910]  Airways flight Hudson River landing in January, and of course, bird strikes.
[01:02:42.455 --> 01:02:43.976]  New York Senator Chuck Schumer.
[01:02:43.996 --> 01:02:50.059]  New York City's own JFK Airport has reported the most incidents with serious damage.
[01:02:50.339 --> 01:02:52.820]  It took a near catastrophe to shed light on the problem.
[01:02:53.792 --> 01:02:58.894]  Hopefully, it won't take a full-blown tragedy to make us deal with it.
[01:02:59.494 --> 01:03:07.656]  Unruly passenger aboard a flight from New York to Israel forced the pilot to make an unscheduled stop in Boston Friday.
[01:03:07.996 --> 01:03:13.318]  Witnesses say that passenger attempted to break into the cockpit at one point of Delta Airlines Flight 86.
[01:03:14.819 --> 01:03:16.301]  206 people were on board.
[01:03:16.562 --> 01:03:19.266]  Several men were able to subdue that passenger.
[01:03:19.686 --> 01:03:23.432]  Meanwhile, a spokesman says it was not an act of terrorism.
[01:03:23.893 --> 01:03:26.176]  That passenger has been arrested.
[01:03:26.497 --> 01:03:29.461]  For the latest news analysis, log on to IRNnews.com.
[01:03:32.273 --> 01:03:35.994]  Did you know the average household owes over $25,000 in credit card debt?
[01:03:36.334 --> 01:03:38.775]  And 65% of those households can only afford the minimum monthly payment.
[01:03:38.835 --> 01:03:40.555]  Are you in a debt trap you can't get out of?
[01:03:40.675 --> 01:03:41.596]  I can't keep this up.
[01:03:41.736 --> 01:03:42.456]  I need relief.
[01:03:42.636 --> 01:03:43.816]  Now you can rest easy.
[01:03:43.856 --> 01:03:46.717]  Debt Relief USA has helped thousands of people just like you.
[01:03:46.797 --> 01:03:51.478]  If you owe more than $10,000 in credit card debt, call the debt specialist at Debt Relief USA.
[01:03:51.498 --> 01:03:51.718]  866-452-5550.
[01:03:51.858 --> 01:03:52.779]  Get debt free now.
[01:03:52.819 --> 01:03:53.319]  Call 866-452-5550.
[01:03:53.339 --> 01:03:54.539]  That's 866-452-5550 for Debt Relief USA.
[01:04:02.438 --> 01:04:03.499]  The President speaks.
[01:04:03.679 --> 01:04:04.660]  Here's Doug Wood.
[01:04:04.720 --> 01:04:09.704]  President Obama made fiscal discipline within the federal government the topic of his radio address.
[01:04:09.924 --> 01:04:15.108]  He said fiscal discipline is one of the pillars of a new foundation for lasting prosperity.
[01:04:15.148 --> 01:04:18.330]  We do everything that we can to create jobs and get our economy moving.
[01:04:18.751 --> 01:04:21.453]  We're also building a new foundation for lasting prosperity.
[01:04:22.248 --> 01:04:30.452]  A foundation that invests in quality education, lowers health care costs, and develops new sources of energy powered by new jobs and industries.
[01:04:30.912 --> 01:04:31.572]  I'm Doug Wood.
[01:04:31.892 --> 01:04:39.976]  Chrysler reaching a tentative deal with the Canadian Auto Workers Union on a new contract designed to cut costs and help the automaker avoid bankruptcy.
[01:04:40.336 --> 01:04:43.117]  Union members holding a ratification vote this weekend.
[01:04:43.497 --> 01:04:49.260]  That deal, one of several agreements Chrysler is seeking to avoid liquidation and gain new federal aid.
[01:04:49.780 --> 01:04:57.406]  Former Freddie Mac chief David Moffett will return as a consultant with the company following this week's death of executive David Kellerman.
[01:04:57.846 --> 01:05:00.248]  Moffett resigned from Freddie Mac just last month.
[01:05:00.648 --> 01:05:10.796]  A company statement indicating Moffett will advise interim chief executive John Koskinen on directing the finance division and overseeing the issuance of financial statements.
[01:05:11.096 --> 01:05:16.620]  Freddie Mac continues to search for a permanent chief financial officer and chief executive.
[01:05:17.220 --> 01:05:21.422]  Next week on Wall Street, Downdustrials lost 55 points.
[01:05:21.762 --> 01:05:25.784]  In the meantime, on the tech side, the Nasdaq gained 22 points.
[01:05:26.705 --> 01:05:30.647]  I'm Jason Walker, IRN USA Radio News.
[01:05:31.839 --> 01:05:36.643]  The new multipolar inline and portable water system new from hempusa.org.
[01:05:36.863 --> 01:05:45.268]  Now you can restructure and degas your water supply from any source rendering chemicals harmless to the human body by polarizing the molecular structure.
[01:05:45.489 --> 01:05:50.172]  Imagine a softer, smoother water with increased oxygen that helps the nervous system and brain.
[01:05:50.412 --> 01:05:51.913]  There are no filters to buy.
[01:05:52.133 --> 01:05:57.294]  And it can be taken anywhere, making it our number one new product from hempusa.org.
[01:05:57.454 --> 01:06:03.676]  This water system will descale all piping, hot water heaters, and appliances due to heavy buildup of hard minerals.
[01:06:03.856 --> 01:06:14.699]  Detoxification may result with restructured water by easily entering the fine capillaries of the human body by dissolving stones and toxins, with extreme positive effects on plants, vegetables, and fruits.
[01:06:14.759 --> 01:06:18.460]  Improve taste, color, size, and yield with approximately 30% less water usage.
[01:06:19.780 --> 01:06:23.321]  There are multiple sizes also available for farms and commercial use.
[01:06:23.541 --> 01:06:25.721]  Visit hempusa.org or call 908-691-2608.
[01:06:25.781 --> 01:06:26.061]  That's 908-691-2608.
[01:06:26.141 --> 01:06:27.242]  He stands for truth.
[01:06:27.262 --> 01:06:28.282]  He stands for justice.
[01:06:49.036 --> 01:06:51.417]  He stands for what's right.
[01:06:51.477 --> 01:06:53.778]  This is the Alex Jones Show.
[01:06:53.958 --> 01:06:57.740]  Call Alex now, toll free at 877-590-5525.
[01:06:57.860 --> 01:07:07.444]  Now live from Austin, Texas, here's Alex Jones.
[01:07:07.564 --> 01:07:15.527]  Just unbelievable fear-mongering by the mainstream media.
[01:07:18.360 --> 01:07:20.041]  Mexico on lockdown.
[01:07:20.702 --> 01:07:21.742]  Civil emergency.
[01:07:22.383 --> 01:07:25.044]  They've announced a health emergency here in the United States.
[01:07:25.865 --> 01:07:28.066]  And if they're telling the truth, only 80 people have died.
[01:07:28.106 --> 01:07:31.689]  That sounds like a lot, but 15,000 a year die in the U.S.
[01:07:31.769 --> 01:07:32.349]  of flu alone.
[01:07:33.209 --> 01:07:44.777]  It's well over 200,000 in an average year, according to the World Health Organization, the WHO, over there at the United Nations.
[01:07:47.623 --> 01:07:50.751]  So, we're continuing to take your phone calls.
[01:07:50.791 --> 01:07:52.656]  Going back to Dre in Atlanta, Georgia.
[01:07:53.237 --> 01:07:55.743]  Yes, Dre, under this health emergency...
[01:07:56.651 --> 01:08:06.854]  They have done drills before, it's called Operation Dark Winter, that's coming up in the next segment, to during smallpox or pandemic flu outbreak, to lock down all the cities.
[01:08:07.514 --> 01:08:21.138]  And then they can have some of these kind of false alarms, too, to practice locking down the cities and federalizing things, and then they can use that as a cover for martial law takeover drills that could be for political reasons down the road.
[01:08:21.178 --> 01:08:22.399]  And they're announcing all over the news,
[01:08:23.879 --> 01:08:26.580]  The Arizona police to be federalized.
[01:08:26.620 --> 01:08:28.181]  State police merging with the feds.
[01:08:28.641 --> 01:08:30.202]  New York police merging with the feds.
[01:08:30.242 --> 01:08:33.243]  The Army to patrol the streets of Schenectady, New York.
[01:08:33.503 --> 01:08:36.784]  The Marines are helping at DWI checkpoints two weeks ago in Tennessee.
[01:08:37.905 --> 01:08:40.706]  They found out the Army was running checkpoints of U.S.
[01:08:40.746 --> 01:08:41.846]  citizens on highways.
[01:08:41.886 --> 01:08:43.067]  The governor said don't do it.
[01:08:43.107 --> 01:08:43.507]  The Army.
[01:08:43.527 --> 01:08:44.407]  This was in the newspapers.
[01:08:44.427 --> 01:08:46.068]  We posted this at Infowars.com.
[01:08:47.475 --> 01:08:48.976]  Just said, you know what, we're going to do what we want.
[01:08:49.136 --> 01:08:50.016]  Shut up, Governor!
[01:08:50.417 --> 01:08:56.520]  Because we're already under this emergency, under this control, and they use things like this, whether it's real, i.e.
[01:08:56.600 --> 01:09:02.663]  a real deadly flu, or a manufactured deadly flu, or it isn't really a deadly flu and they're just hyping it.
[01:09:03.343 --> 01:09:07.525]  Either way you cut it, they get more power and control in the nanny state through this.
[01:09:08.006 --> 01:09:10.067]  Going back to Dre in Atlanta.
[01:09:10.087 --> 01:09:10.707]  Dre, go ahead.
[01:09:12.173 --> 01:09:21.419]  Yes, but concerning more than anything, though, is a lot of people in the Atlanta area is sick and already have the flux symptoms already.
[01:09:21.859 --> 01:09:26.563]  And I know the news is saying that a lot of people are starting to get it, but I think it's already here.
[01:09:27.023 --> 01:09:29.925]  And I think our government is trying to prepare.
[01:09:30.888 --> 01:09:35.113]  Well, that's how it works.
[01:09:35.173 --> 01:09:39.919]  It's exponential depending on the flu model and the incubation period of the flu.
[01:09:39.939 --> 01:09:41.421]  It could be two days, it could be a week.
[01:09:42.262 --> 01:09:43.704]  It could be as long as half of 180 days.
[01:09:43.744 --> 01:09:44.364]  What's half of 180 days?
[01:09:46.947 --> 01:09:51.891]  We're talking about 90 days till this thing peaks in the United States.
[01:09:52.431 --> 01:09:58.836]  And see, they're saying that they first learned about it in Mexico on March 18th, this strain.
[01:09:58.936 --> 01:10:00.797]  They just told us that in the AP today.
[01:10:01.658 --> 01:10:03.779]  Claiming they, you know, earlier they said they found it last week.
[01:10:03.819 --> 01:10:07.542]  Now it's 35 plus days ago they're saying that they found it.
[01:10:08.583 --> 01:10:09.763]  And so, I don't know.
[01:10:09.823 --> 01:10:11.625]  I mean, this is just getting pretty crazy.
[01:10:12.205 --> 01:10:15.127]  And we know they've been drilling for martial law and preparing for a long time.
[01:10:15.147 --> 01:10:19.771]  Then you got Baxter mixing it, bird flu, with regular vaccines in Europe.
[01:10:19.791 --> 01:10:27.597]  I mean, I've been really talking about that a lot the last few months and I'm saying that I... In the cards was a staged bird flu outbreak.
[01:10:27.617 --> 01:10:33.782]  And now this one, curveball from the New World Order, bird flu, swine flu, and human flu all mixed together.
[01:10:34.122 --> 01:10:35.223]  That is a designer virus.
[01:10:36.613 --> 01:10:38.635]  Yeah, that's what my fiancée said.
[01:10:38.655 --> 01:10:41.437]  She said, uh, oh my god, that's man-made, uh.
[01:10:41.758 --> 01:10:46.222]  Flew there, and as far as I say that, it really, really, uh, brought a change in life for me.
[01:10:47.239 --> 01:10:48.640]  Alex, I want to tell you, you're the best.
[01:10:48.900 --> 01:10:51.220]  I've been listening to you for almost a year now.
[01:10:51.340 --> 01:10:52.481]  I follow you all the time.
[01:10:53.321 --> 01:10:57.562]  I wish you keep the formulas of all the stuff they're talking about, and I really want to thank you for that.
[01:10:57.862 --> 01:10:58.523]  God bless you, sir.
[01:10:58.543 --> 01:10:59.423]  I want to thank you for listening.
[01:10:59.463 --> 01:11:00.323]  Please spread the word.
[01:11:00.743 --> 01:11:01.664]  You know, I'm not perfect.
[01:11:01.704 --> 01:11:02.644]  I don't get it all right.
[01:11:02.824 --> 01:11:03.844]  I try to get it right, though.
[01:11:03.864 --> 01:11:04.945]  I try to research hard.
[01:11:05.345 --> 01:11:07.745]  I've been researching this flu probably the last two days.
[01:11:07.765 --> 01:11:11.187]  I've been researching it all week, but I really got on it the last two days.
[01:11:11.847 --> 01:11:12.847]  Probably 15 hours of research.
[01:11:16.909 --> 01:11:20.006]  I've interviewed all these doctors and scientists over the years and studied the establishment.
[01:11:21.113 --> 01:11:24.054]  And I'm very upset in my gut.
[01:11:24.374 --> 01:11:25.254]  And what is the gut?
[01:11:25.314 --> 01:11:27.435]  It's the integration of all the info.
[01:11:27.455 --> 01:11:36.818]  And I'm not trying to freak folks out, but I'm getting calls from friends and people that live in San Antonio that the flu is down there and that people are sick all around them, and the flu season's over.
[01:11:37.479 --> 01:11:42.600]  And Paul was just down in San Antonio visiting family and his wife, and now has respiratory illness today.
[01:11:42.620 --> 01:11:44.441]  Now it may be allergies or may be a cold.
[01:11:47.722 --> 01:11:50.303]  But again, they're saying it hadn't killed anybody in the U.S.
[01:11:50.343 --> 01:11:50.483]  yet.
[01:11:51.793 --> 01:11:55.796]  So, but why is it killing so many people in Mexico?
[01:11:55.856 --> 01:11:57.357]  Because they've got a lot more poor people?
[01:11:58.798 --> 01:12:08.305]  You know, a common cold in places in Africa where they're on the edge of starving to death, a common cold will come through in places like Rwanda or places,
[01:12:10.762 --> 01:12:12.643]  Well, I mean, just nations all over Africa.
[01:12:13.983 --> 01:12:17.885]  And we'll just, you know, kill in some cases hundreds of thousands of people per nation.
[01:12:18.385 --> 01:12:19.506]  So, we're healthy.
[01:12:19.966 --> 01:12:30.591]  Drink more orange juice, take that elderberry concentrate, super antiviral, colloidal silver, oil of oregano.
[01:12:31.271 --> 01:12:34.953]  These are all things, garlic, that have been proven to be very antiviral.
