[00:00:14.178 --> 00:00:15.299]  Today, that's 1-800-426-6186.
[00:45:54.271 --> 00:46:05.799]  And if you received a 1099 from a bank because of mortgage or other debt forgiveness, the vast majority of the time, I can show you how to completely erase it so you pay no taxes on what the IRS will consider to be taxable income.
[00:46:06.119 --> 00:46:08.961]  Call us for a free consultation to discuss the many possibilities.
[00:46:09.422 --> 00:46:12.384]  Call 1-800-34-NO-TAX.
[00:46:12.664 --> 00:46:15.666]  That's 800-34-N-O-T-A-X.
[00:46:15.986 --> 00:46:18.748]  Or go to my website at TaxHelpOnline.com.
[00:46:19.108 --> 00:46:23.171]  Dan Pilla has been protecting taxpayers from the IRS for three decades, and he
[00:46:24.452 --> 00:46:35.782]  Americans, do you know where your food comes from?
[00:46:36.202 --> 00:46:37.703]  Is it safe, secure, and healthy?
[00:46:38.124 --> 00:46:42.027]  Did you know most of our food is not contaminated with genetically modified ingredients?
[00:46:42.588 --> 00:46:50.915]  We at Baker Creek Heirloom Seed Company have been helping people get pure garden seed for 12 years and carry over 1,200 varieties of GMO-free heirloom seed.
[00:46:51.596 --> 00:46:54.939]  Go to www.rareseeds.com for more information.
[00:46:55.399 --> 00:46:56.720]  That's rareseeds.com.
[00:46:57.500 --> 00:47:02.104]  Baker Creek Heirloom Seed Company was started in 1998 by a 17-year-old as a hobby.
[00:47:02.544 --> 00:47:05.506]  It was developed out of a passion for preserving our vegetable heritage.
[00:47:06.187 --> 00:47:12.251]  The company now offers the largest selection of pure heirloom seeds strived every year to bring back varieties like our forefathers grew.
[00:47:12.952 --> 00:47:16.435]  In times like these, we can't trust the government to keep our seeds safe.
[00:47:17.115 --> 00:47:20.918]  Every year at Baker Creek, we work to preserve the best of the oldest for future gardeners.
[00:47:21.644 --> 00:47:24.867]  We also offer affordable seed collections for long-term storage.
[00:47:25.307 --> 00:47:30.251]  Go to www.rareseeds.com and get your seeds from America's pure seed source.
[00:47:30.731 --> 00:47:32.252]  That's rareseeds.com.
[00:47:34.414 --> 00:47:37.537]  Are you tired of searching for great talk radio?
[00:47:38.097 --> 00:47:39.078]  Search no more.
[00:47:39.578 --> 00:47:42.561]  We are the GCN Radio Network.
[00:47:47.324 --> 00:47:55.687]  Yeah, we're shouting at the devil saying, hey Obama, you said you were going to stop the torture and the secret arrest and no more indefinite detention and rights for detainees.
[00:47:57.787 --> 00:47:59.588]  Now you've gone back on all of that.
[00:47:59.608 --> 00:48:03.829]  And there's all these idiots that say, they're Al-Qaeda, they can't have rights.
[00:48:05.570 --> 00:48:06.310]  You know they're now
[00:48:07.051 --> 00:48:08.871]  Saying in all the big court cases that U.S.
[00:48:08.911 --> 00:48:19.134]  citizens don't have rights and they're going to use and are using all the anti-terror laws of the American people and all the major training manuals are about gun owners, conservatives, and veterans, dummies.
[00:48:19.854 --> 00:48:27.036]  They get you sold on it for foreign cave dwellers and saying, yeah, take them, you know, Arab's rights.
[00:48:27.056 --> 00:48:28.056]  They're not Arabs.
[00:48:28.096 --> 00:48:29.356]  They live in Central Asia.
[00:48:30.577 --> 00:48:32.677]  Take their rights when it's really for you.
[00:48:32.737 --> 00:48:35.818]  Those Central Asians work for the CIA.
[00:48:37.577 --> 00:48:39.478]  Against the Serbs, against the Russians.
[00:48:39.819 --> 00:48:40.739]  You were set up.
[00:48:41.060 --> 00:48:42.981]  You were the targets, dumb-dumbs.
[00:48:44.622 --> 00:48:49.105]  The free market, our free society, our private property was the target.
[00:48:51.087 --> 00:48:51.827]  Look at these headlines.
[00:48:51.868 --> 00:48:54.730]  AmeriCorps, paramilitary propaganda ad.
[00:48:54.810 --> 00:48:57.892]  Wait till you hear the audio from this and the video is even more incredible.
[00:49:00.186 --> 00:49:04.110]  Obama continues torture and torture-related murder in the bogus war on terror.
[00:49:04.490 --> 00:49:09.094]  Other story about Kurt Nemo up on InfoWars.com and PrisonPlanet.com.
[00:49:09.134 --> 00:49:13.378]  And Bilderberg wants global Department of Health and global Treasury Department.
[00:49:13.398 --> 00:49:17.562]  We're going to go over all of this coming up in the next hour.
[00:49:17.602 --> 00:49:20.445]  But right now, back to the phone calls.
[00:49:21.906 --> 00:49:23.328]  Let's go ahead and talk to Matt.
[00:49:24.609 --> 00:49:25.770]  And Matt, where are you calling us from?
[00:49:28.228 --> 00:49:29.229]  Hey Alex, can you hear me okay?
[00:49:29.249 --> 00:49:31.330]  Yeah, where are you calling us from?
[00:49:31.350 --> 00:49:32.091]  Missouri, sir.
[00:49:32.311 --> 00:49:33.572]  Okay, welcome to the Airwaves.
[00:49:34.273 --> 00:49:35.053]  Yeah, thank you.
[00:49:35.333 --> 00:49:43.840]  I'd like to read you two passages that describe everything that you do and what we all need to do in our fight against evil and the New World Order.
[00:49:44.420 --> 00:49:48.904]  And the first one here is Ephesians 6, verse 10, Armor of God.
[00:49:49.733 --> 00:49:53.035]  Finally, be strong in the Lord and His mighty power.
[00:49:53.835 --> 00:49:59.438]  Put on the full armor of God so that you can take your stand against the devil's schemes.
[00:49:59.998 --> 00:50:11.404]  For our struggle is not against flesh and blood, but against the rulers, against authorities, against the powers of darkness world, and against the spiritual forces of evil in the heavenly realms.
[00:50:11.684 --> 00:50:13.224]  Now, how does that combine with Romans 13?
[00:50:13.264 --> 00:50:17.365]  They take out of context and say, all governments of God do whatever it says.
[00:50:17.725 --> 00:50:20.726]  Then the Founding Fathers were wrong to rebel against King George III.
[00:50:21.146 --> 00:50:23.307]  We were wrong in the 40s to rebel against Hitler.
[00:50:23.627 --> 00:50:25.587]  We were wrong to rebel against Napoleon.
[00:50:25.607 --> 00:50:30.929]  But no, the entire Bible is about standing up against wicked government.
[00:50:30.989 --> 00:50:32.809]  Again, give folks that famous verse again.
[00:50:34.131 --> 00:50:51.776]  Ephesians 6 verse 10 and another one that describes why we need to fight these people and why they're in the positions that they are and why they worship Lucifer would be Luke 4 verses 5 which I'm sure you've heard before and this is when Christ is being tempted in the wilderness.
[00:50:52.276 --> 00:50:54.937]  The devil leads him up, says, get behind me Satan.
[00:50:54.977 --> 00:50:58.579]  He offers him the whole world, all the kingdoms that work for him.
[00:50:58.599 --> 00:51:05.801]  But according to Romans 13, out of context, Jesus should have hit his knees and said, hail Satan, because I've got to follow the will of God.
[00:51:06.181 --> 00:51:07.662]  All government is of the Lord.
[00:51:07.682 --> 00:51:09.623]  Hence Satan is God of this world.
[00:51:10.043 --> 00:51:10.883]  Hail Satan!
[00:51:11.163 --> 00:51:12.123]  Hail Satan!
[00:51:12.444 --> 00:51:13.224]  Hail Satan!
[00:51:13.304 --> 00:51:17.245]  All the Baptists and all the Catholics all hit their knees under Romans 13.
[00:51:17.665 --> 00:51:22.706]  The favorite verse taught everywhere as the federal government takes over all the major denominations.
[00:51:22.946 --> 00:51:23.806]  Hail Satan!
[00:51:23.826 --> 00:51:25.067]  Hail Satan!
[00:51:25.427 --> 00:51:26.667]  No, don't shout at the devil.
[00:51:26.987 --> 00:51:29.248]  Worship the devil because it's of the Lord.
[00:51:29.508 --> 00:51:32.048]  He's the God of this world.
[00:51:32.588 --> 00:51:35.189]  And nothing bites like I do.
[00:51:35.809 --> 00:51:39.590]  Nothing screams out loud in the dark of night.
[00:51:39.970 --> 00:51:40.570]  I'm sorry, sir.
[00:51:40.590 --> 00:51:41.010]  Go ahead.
[00:51:41.030 --> 00:51:43.251]  Absolutely.
[00:51:43.351 --> 00:51:54.556]  It says over and over in the Bible how, uh, that Satan is the prince of this world and, uh, he can give, uh, you know, these people a bad... And it's up to the Lord to bow down to the government.
[00:51:54.696 --> 00:51:56.736]  No, it's the good Lord.
[00:51:56.856 --> 00:51:57.917]  They don't listen.
[00:51:58.617 --> 00:52:00.258]  Don't listen to the caller, people.
[00:52:00.639 --> 00:52:01.299]  No, no, no.
[00:52:01.659 --> 00:52:02.900]  Don't rebel against government.
[00:52:02.920 --> 00:52:04.021]  You'll go to hell if you do.
[00:52:04.882 --> 00:52:10.586]  The Christians were evil that didn't bow to Caesar that he burned at the stake in the Coliseum.
[00:52:10.886 --> 00:52:12.067]  They were bad!
[00:52:12.087 --> 00:52:13.548]  Don't listen!
[00:52:14.088 --> 00:52:15.069]  Okay, I'll quit being sarcastic.
[00:52:15.089 --> 00:52:15.529]  Go ahead, sir.
[00:52:16.720 --> 00:52:19.444]  If I could, I'll just finish Ephesians 6.
[00:52:20.565 --> 00:52:21.386]  No!
[00:52:21.526 --> 00:52:21.807]  No!
[00:52:21.867 --> 00:52:22.567]  Don't read it!
[00:52:22.648 --> 00:52:23.128]  It's evil!
[00:52:24.029 --> 00:52:25.151]  Bible verses are evil!
[00:52:25.171 --> 00:52:26.372]  The government says don't read it!
[00:52:26.652 --> 00:52:28.194]  You've got to follow what the government says!
[00:52:28.454 --> 00:52:29.656]  Romans 13, don't!
[00:52:29.736 --> 00:52:29.996]  Don't!
[00:52:30.237 --> 00:52:35.463]  Go ahead and read both verses, the earlier Ephesians and the next one, because I've been interrupting.
[00:52:36.092 --> 00:52:37.292]  You want me to start over?
[00:52:37.392 --> 00:52:38.273]  Start over, yes.
[00:52:38.333 --> 00:52:43.154]  Start over with the blasphemy according to the government-run churches that say bow down to government.
[00:52:43.354 --> 00:52:53.216]  This is blasphemy and heresy you're all about to hear right now because the church has turned into a government-paid operation and that is of the Lord.
[00:52:53.516 --> 00:52:55.917]  This caller is evil that's calling in.
[00:52:55.957 --> 00:52:57.377]  Go ahead, evil caller.
[00:52:57.397 --> 00:53:01.978]  Okay, be strong in the Lord and His mighty power.
[00:53:02.338 --> 00:53:04.259]  Put on the full armor of God for me.
[00:53:04.944 --> 00:53:05.284]  Day of evil?
[00:53:05.304 --> 00:53:06.045]  I'm gonna be raptured!
[00:53:29.486 --> 00:53:31.207]  I don't have to fight evil.
[00:53:31.787 --> 00:53:35.228]  Of course, there's nowhere in the Bible that there'll be a pre-rapture, but so what?
[00:53:35.508 --> 00:53:36.669]  I'm supposed to lay down?
[00:53:36.769 --> 00:53:38.269]  Stop reading that Bible!
[00:53:38.529 --> 00:53:39.189]  It's evil!
[00:53:39.990 --> 00:53:42.751]  The churches say that we should bow down to the leaders of the world.
[00:53:43.151 --> 00:53:44.431]  Continue, heretic!
[00:53:45.652 --> 00:53:49.793]  Stand firm, then, with the belt of truth buckled around your waist.
[00:53:50.633 --> 00:53:52.074]  Breastplate of righteousness.
[00:53:52.134 --> 00:53:52.894]  No!
[00:53:53.714 --> 00:53:57.236]  Stand with your feet fitted with the readiness that comes with the gospel of peace.
[00:53:59.404 --> 00:54:00.645]  No, no, don't do it!
[00:54:00.705 --> 00:54:01.746]  Romans 13!
[00:54:01.786 --> 00:54:02.847]  Submit to the government!
[00:54:03.007 --> 00:54:03.788]  Do what they say!
[00:54:03.808 --> 00:54:06.330]  Don't listen to Matt!
[00:54:19.745 --> 00:54:22.047]  And the devil, and this is Luke 4, verse 5.
[00:54:22.467 --> 00:54:24.648]  Oh, not another one!
[00:54:25.028 --> 00:54:25.869]  Go ahead.
[00:54:26.289 --> 00:54:30.492]  The devil led him up to a high place and showed him in an instant all the kingdoms of the world.
[00:54:30.972 --> 00:54:39.958]  And he said to him, I will give you all the authority and splendor for it has been given to me, and I can give it to anyone who I want.
[00:54:40.638 --> 00:54:44.541]  So if you worship me, it shall all be yours.
[00:54:46.562 --> 00:54:47.863]  Why not turn this bread into
[00:54:48.530 --> 00:54:51.642]  The stones and the bread, why not jump off and have the angels lift you up?
[00:54:53.109 --> 00:54:54.650]  Do not tempt the Lord thy God.
[00:54:54.690 --> 00:54:55.711]  Get behind me, Satan.
[00:54:55.891 --> 00:55:01.914]  But see, according to Romans 13 misinterpretation, he should have hit his knees and said, all government is by the authority of God.
[00:55:02.254 --> 00:55:05.156]  Hence, he should have hit his knees and Jesus should have hailed Satan.
[00:55:05.496 --> 00:55:09.198]  But see, that's how blasphemous Romans 13 is if you're a Christian.
[00:55:09.378 --> 00:55:19.964]  But even if you're not a Christian, folks, just a sociologist, you understand that all the major churches of the world are now under government finance, government payoffs, or government 501c3 status.
[00:55:21.884 --> 00:55:35.360]  And they literally get up there and spew, under the clergy response teams, pure government propaganda when the First Amendment says Congress shall make no law respecting an establishment of religion or prohibiting the free exercise thereof.
[00:55:35.821 --> 00:55:41.908]  We were the first country to say the government isn't going to run religion, which is exactly what Jesus said.
[00:55:42.529 --> 00:55:43.850]  So they twist all of this.
[00:55:44.411 --> 00:55:45.431]  I appreciate your call.
[00:55:45.492 --> 00:55:47.253]  It's good to hear from you, my friend.
[00:55:47.273 --> 00:55:49.715]  And of course, I'm being sarcastic through all of that.
[00:55:49.775 --> 00:55:55.440]  I mean, to say that we should go along with whatever government says is a giant, stinking lie.
[00:55:56.801 --> 00:55:58.723]  Look at the Christians in Rome and the Colosseum.
[00:55:58.743 --> 00:56:00.924]  Look at all the prophets being killed or imprisoned.
[00:56:01.185 --> 00:56:01.965]  Look at Jesus.
[00:56:02.706 --> 00:56:06.309]  But again, the salt of the earth, Christians are supposed to be involved.
[00:56:06.529 --> 00:56:08.611]  You know, the government said slavery was the law.
[00:56:09.788 --> 00:56:15.591]  In 1800, and Christians with the abolitionists wouldn't go along with it, and they broke the law to save blacks and others.
[00:56:16.211 --> 00:56:21.794]  They broke the law, you know, when it was illegal to protect slaves, and they went and said no to the government.
[00:56:21.814 --> 00:56:24.355]  We're going to change this, but not according to Romans 13.
[00:56:24.395 --> 00:56:26.956]  We should still have blacks pulling plows out there right now.
[00:56:27.697 --> 00:56:37.521]  This is how sick you are that go to these devil churches with their big mollick steeples and their phalluses to, you know, to the sun out there.
[00:56:37.561 --> 00:56:38.742]  Just go worship your sun.
[00:56:39.551 --> 00:56:40.612]  You're 666.
[00:56:41.392 --> 00:56:43.874]  He who has understanding, let him reckon the number.
[00:56:44.294 --> 00:56:45.134]  Captain Cook.
[00:56:46.055 --> 00:56:53.499]  Captain Cook, did you sail and discover the Botany Bay there, Captain?
[00:56:54.220 --> 00:56:55.200]  You're on the air, sir.
[00:56:55.260 --> 00:56:55.761]  Go ahead.
[00:56:56.281 --> 00:57:04.646]  Actually, sir, that's Captain Cook, America's politically incorrect superhero, and... ...fighting the New World Order since 1989, and...
[00:57:06.647 --> 00:57:18.416]  I just wanted to say that, you know, Archie Bunker, being portrayed as a bad guy when really he's the good guy, is just a small sample of the cancer that started back in the 70s and has worked its way up to being a big cancer.
[00:57:19.196 --> 00:57:22.699]  No, the government's good, oh please.
[00:57:23.059 --> 00:57:24.901]  Sir, you want to be damned to hell?
[00:57:25.221 --> 00:57:28.003]  You better worship government, boy, you'll lose your salvation!
[00:57:28.023 --> 00:57:30.405]  I know, I'm Al Qaeda, you know, what can I say?
[00:57:30.425 --> 00:57:31.826]  I think the government's
[00:57:34.193 --> 00:57:35.534]  A bunch of rogue criminals.
[00:57:35.854 --> 00:57:37.095]  Oh no, don't say it!
[00:57:39.616 --> 00:57:40.297]  I'm sorry, go ahead.
[00:57:40.917 --> 00:57:41.818]  No, it's okay.
[00:57:42.498 --> 00:57:44.459]  No, I think the government's a bunch of rogue criminals.
[00:57:44.499 --> 00:57:45.540]  No, I don't think it, Alex.
[00:57:45.640 --> 00:57:46.200]  I know it.
[00:57:46.860 --> 00:57:49.102]  I think what we call television nowadays is a...
[00:57:50.140 --> 00:57:51.201]  Great waste of time.
[00:57:51.401 --> 00:57:52.782]  No, it's good for your brain.
[00:57:52.802 --> 00:58:00.006]  Don't Google television... television Alzheimer's with all the thousands of studies and it literally rots your brain.
[00:58:00.046 --> 00:58:00.466]  It's good.
[00:58:00.506 --> 00:58:01.267]  Watch more.
[00:58:01.287 --> 00:58:02.748]  Drink more fluoride water.
[00:58:02.788 --> 00:58:03.948]  Take more flu shots.
[00:58:04.369 --> 00:58:04.809]  No.
[00:58:05.229 --> 00:58:06.270]  No, Captain Kook.
[00:58:06.330 --> 00:58:07.230]  You are a kook.
[00:58:08.011 --> 00:58:09.532]  Turn your firearms in.
[00:58:09.712 --> 00:58:11.793]  The founding fathers were against firearms.
[00:58:14.035 --> 00:58:16.256]  Anything else, Captain Crunch or Kook or whatever your name is?
[00:58:20.547 --> 00:58:22.269]  Well, your phone's cutting out, Captain Cook.
[00:58:22.329 --> 00:58:23.691]  We'll be right back with the next hour.
[00:58:23.711 --> 00:58:24.112]  Stay with me.
[00:58:24.867 --> 00:58:28.868]  Hi, this is Ted Anderson introducing a new way to listen to GCN on your cell phone.
[00:58:28.948 --> 00:58:34.550]  If you own a smartphone like Blackberry, iPhone, or Arnold G1, there's a free application called Flycast.
[00:58:34.950 --> 00:58:40.752]  Simply download, install, and within minutes you'll be listening to your favorite GCN shows from the convenience of your phone.
[00:58:41.012 --> 00:58:46.214]  Go to GCNlive.com, download the Flycast application, and begin listening in a whole new way.
[00:58:46.354 --> 00:58:48.875]  The place to go to is GCNlive.com.
[00:58:48.975 --> 00:58:52.476]  Again, that's GCNlive.com, application, Flycast.
[00:58:53.826 --> 00:59:03.112]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, then carting to a private bank, having it led back at interest, forcing taxes to service debt.
[00:59:03.152 --> 00:59:03.893]  This capitalism?
[00:59:03.953 --> 00:59:10.097]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[00:59:10.237 --> 00:59:10.998]  Hi, Ted Anderson.
[00:59:11.018 --> 00:59:14.140]  I'm placing a free silver dollar in a book that explains our monetary system.
[00:59:14.180 --> 00:59:15.080]  Call for your copy 800-686-2237.
[00:59:15.100 --> 00:59:16.161]  It's time to understand the system.
[00:59:16.181 --> 00:59:16.441]  Call 800-686-2237.
[00:59:16.501 --> 00:59:16.841]  That's 800-686-2237.
[00:59:29.409 --> 00:59:33.751]  Have you ever noticed that celebrities are endorsing weight loss products and health aids?
[00:59:34.452 --> 00:59:37.133]  Do you think they endorse these products for free?
[00:59:38.274 --> 00:59:38.954]  I don't think so.
[00:59:39.254 --> 00:59:43.096]  I'm here to tell you, I'm not a celebrity and Life Change T doesn't need one.
[00:59:43.336 --> 00:59:44.157]  Think about this.
[00:59:44.577 --> 00:59:46.619]  The product speaks for itself.
[00:59:47.160 --> 00:59:48.261]  What a concept!
[00:59:48.721 --> 00:59:49.762]  Our product works.
[00:59:50.323 --> 00:59:52.385]  You get healthy and you'll lose weight.
[00:59:52.885 --> 00:59:53.526]  Summer's coming.
[00:59:53.746 --> 00:59:54.727]  Look and feel good.
[00:59:55.287 --> 00:59:55.748]  Order now.
[00:59:55.768 --> 00:59:55.808]  928-308-0408.
[00:59:56.308 --> 00:59:57.069]  Write this down.
[00:59:57.089 --> 00:59:57.129]  928-308-0408.
[00:59:57.149 --> 00:59:57.770]  Or you can
[01:00:05.077 --> 01:00:05.918]  You can order online.
[01:00:06.098 --> 01:00:06.578]  It's easy.
[01:00:06.898 --> 01:00:08.339]  GetTheTea.com.
[01:00:08.579 --> 01:00:10.820]  That's GetTheTea.com.
[01:00:11.101 --> 01:00:16.344]  You have nothing to lose, but the excess around your, uh, anyway.
[01:00:16.704 --> 01:00:17.404]  Life Change Tea.
[01:00:17.705 --> 01:00:18.705]  It speaks for itself.
[01:00:19.226 --> 01:00:21.367]  That's GetTheTea.com.
[01:00:24.129 --> 01:00:26.810]  And the city of San Marcos implements new rules.
[01:00:26.870 --> 01:00:29.172]  This is the GCN Radio Network.
[01:00:29.572 --> 01:00:31.533]  Home to hard-hitting talk radio.
[01:00:31.553 --> 01:00:32.434]  Radio 590 KLVJ Austin.
[01:00:35.931 --> 01:00:37.112]  Fox News Radio.
[01:00:37.392 --> 01:00:38.113]  I'm Ron Flatter.
[01:00:40.195 --> 01:00:44.259]  Pomp and circumstance, caps and gowns, protests and arrests.
[01:00:44.439 --> 01:00:50.264]  The scene at the University of Notre Dame today, where President Obama became a lightning rod just for being there.
[01:00:50.344 --> 01:00:53.707]  The bones of contention, abortion and stem cell research.
[01:00:53.747 --> 01:00:55.909]  We get this live report from South Bend, Indiana.
[01:00:55.989 --> 01:00:57.491]  Fox News Radio's Jennifer Kuiper.
[01:00:58.365 --> 01:01:06.412]  Ron, the president jokes about one controversial issue, honorary degrees, saying he's only one for two as president, but a more serious tone on the subject of abortion.
[01:01:06.432 --> 01:01:17.701]  When we open up our hearts and our minds to those who may not think precisely like we do or believe precisely what we believe, that's when we discover at least the possibility.
[01:01:19.478 --> 01:01:21.639]  He also mentioned embryonic stem cell research.
[01:01:21.719 --> 01:01:26.280]  Some non-student hecklers in the crowd were quickly escorted out of the Joyce Center Arena.
[01:01:26.640 --> 01:01:29.721]  A couple dozen protesters have been arrested on campus for trespassing.
[01:01:29.961 --> 01:01:30.221]  Ron?
[01:01:30.681 --> 01:01:36.263]  A call for President Obama to reconsider his plans to close the prison at Guantanamo Bay, Cuba.
[01:01:36.423 --> 01:01:39.824]  Especially if it means moving terror suspects where they're not wanted.
[01:01:39.844 --> 01:01:44.905]  It's been a position stated by some in the administration that there's no problem incarcerating terrorists here.
[01:01:45.325 --> 01:01:45.846]  It is a problem.
[01:01:46.026 --> 01:01:47.346]  It makes whatever town that has
[01:01:47.366 --> 01:01:50.787]  As a terrorist, a potential target for terrorists.
[01:01:50.867 --> 01:01:53.968]  Senate Minority Leader Mitch McConnell on Fox News Sunday.
[01:01:54.049 --> 01:01:59.771]  Democratic Congressman Peter King of New York concedes the shutdown of Guantanamo should at least wait.
[01:01:59.791 --> 01:02:00.731]  There's going to be other cases.
[01:02:00.791 --> 01:02:02.272]  I don't even know if the tribunals are working.
[01:02:02.292 --> 01:02:13.896]  That's why the reports coming out of the administration, there could be up to 50 of these detainees who are very violent, very dangerous, but there may not be enough evidence and the government may be looking for a form of preventive detention.
[01:02:14.665 --> 01:02:16.827]  King today on CBS's Face the Nation.
[01:02:16.847 --> 01:02:22.072]  Attorney General Eric Holder last week said dangerous prisoners would not be released in the United States.
[01:02:22.592 --> 01:02:26.876]  The price of gasoline rising 25 cents a gallon the past three weeks.
[01:02:26.916 --> 01:02:30.619]  The Lundberg survey saying unleaded averaging $2.30 a gallon nationwide.
[01:02:31.100 --> 01:02:32.681]  You're listening to Fox News Radio.
[01:02:32.981 --> 01:02:33.702]  Fair and balanced.
[01:02:37.037 --> 01:02:40.400]  News Radio 590, KLVJ, it's 502.
[01:02:40.580 --> 01:02:43.123]  I'm Sarah Huderberg, topping Austin's news.
[01:02:43.503 --> 01:02:53.492]  Austin Police Chief Arda Cervedo tells East Austin residents during a community meeting that the department continues to investigate Monday's police-involved fatal shooting of an 18-year-old.
[01:02:53.732 --> 01:03:01.399]  Officer Lenny Cantana was the shooter in the incident, saying the two men, Nathaniel Saunders and Sir Smith, made threatening moves toward him.
[01:03:01.892 --> 01:03:04.794]  However, he did not turn on his dash cam video at the scene.
[01:03:05.274 --> 01:03:10.137]  Chief Acevedo says he is taking that into consideration during the ongoing investigation.
[01:03:10.297 --> 01:03:12.519]  Maybe he screwed up completely, maybe he didn't.
[01:03:13.308 --> 01:03:15.930]  I can tell you that he screwed up with that camera.
[01:03:16.150 --> 01:03:18.151]  I wasn't on and I got a problem with that.
[01:03:18.171 --> 01:03:22.053]  Chief Acevedo says the investigation will take between 60 to 90 days.
[01:03:22.433 --> 01:03:24.654]  Emily Trubniz, Radio 590, KLBJ.
[01:03:24.694 --> 01:03:28.897]  The city of San Marcos is implementing new rules for noise in their city's neighborhoods.
[01:03:29.237 --> 01:03:35.660]  Assistant Police Chief Lisa Dvorak says the new rules are a response to 2,700 noise complaints last year.
[01:03:35.740 --> 01:03:36.961]  You're going to have a gathering.
[01:03:37.361 --> 01:03:38.762]  There are things that you can do.
[01:03:39.301 --> 01:03:46.443]  To keep the noise down and still have a really great time and have your friends over and enjoy being able to socialize and have people at your house.
[01:03:46.663 --> 01:03:54.225]  Dvorak says the new rules allow officers to use their judgment about whether the level of noise at neighborhood parties or gatherings is excessive.
[01:03:54.926 --> 01:04:00.447]  Some federal tax hikes under consideration are raising the ire of the chairman of the Texas Workforce Commission.
[01:04:00.567 --> 01:04:03.728]  Tom Paulkin is calling the proposed tax hikes on the U.S.
[01:04:03.808 --> 01:04:06.549]  energy industry a job killer for Texas.
[01:04:07.096 --> 01:04:19.419]  More than 100,000 Texans are currently employed in energy-related fields as oil and gas extraction, petroleum and coal products manufacturing, along with pipeline transportation.
[01:04:19.679 --> 01:04:27.701]  Hawkins says the energy industry can help lead Texas out of the economic recession, but not if taxes are raised that push those employers out of business.
[01:04:28.181 --> 01:04:30.703]  Diane Hodges, News Radio 590, KLBJ.
[01:04:30.743 --> 01:04:35.006]  The KLBJ radar weather watch calls for lows dropping to 54 tonight.
[01:04:35.327 --> 01:04:37.088]  Right now, 75 degrees.
[01:04:37.188 --> 01:04:38.229]  I'm Sarah Hudeberg.
[01:04:38.549 --> 01:04:40.110]  KLBJ News Time is 5.04.
[01:04:41.051 --> 01:04:43.673]  Through the rest of the day, we'll continue with clouds in 77.
[01:04:44.153 --> 01:04:45.795]  Tonight, clear 54.
[01:04:49.798 --> 01:04:52.000]  Belly up to the bar, and let's talk!
[01:04:52.720 --> 01:04:55.062]  Jeff Ward, 3 to 7, on News Radio 590, KLBJ.
[01:04:59.735 --> 01:05:00.675]  Do you trust electronic payments?
[01:05:00.975 --> 01:05:02.036]  If not, you should.
[01:05:02.456 --> 01:05:06.478]  For years, writing checks was considered the safest way to send and receive payments.
[01:05:06.798 --> 01:05:11.420]  But every check you write has your name, address, and account number printed right on it.
[01:05:11.760 --> 01:05:19.963]  With an average of eight people touching your checks during the clearing process and identity theft on the rise, it's time to reconsider the way you pay and get paid.
[01:05:20.223 --> 01:05:22.905]  Direct deposit and direct payment are safe and reliable.
[01:05:23.266 --> 01:05:28.250]  Payments are made automatically on a predetermined date and flow through a secure encrypted network.
[01:05:28.750 --> 01:05:30.411]  And they're environmentally friendly too.
[01:05:30.772 --> 01:05:32.173]  Ask for direct deposit at work.
[01:05:32.493 --> 01:05:39.038]  If it's not currently offered, HempUSA.org is now offering free shipping worldwide to better serve our customers.
[01:05:39.358 --> 01:05:45.543]  Our goal is to get these fine hemp products to you in the least amount of time so you can enjoy what the powder seeds and oil can do for you.
[01:05:45.563 --> 01:05:47.585]  HempUSA.org has a warning
[01:05:47.585 --> 01:05:47.825]  I think so.
[01:06:04.096 --> 01:06:12.199]  And it creates an alkaline environment where cancer can't grow and parasites cannot live, and brings funguses, viruses, and bacterial levels down and to a halt.
[01:06:12.379 --> 01:06:14.059]  Try our powder seeds and oil today.
[01:06:14.219 --> 01:06:18.360]  Call 908-691-2608 or visit hempusa.org.
[01:06:18.560 --> 01:06:21.241]  If the body has the proper nutrition it will heal itself.
[01:06:21.541 --> 01:06:25.363]  Ask yourself, why does our government not allow this crop to grow in the US?
[01:06:25.623 --> 01:06:27.983]  This product is also great for pets and animals.
[01:06:28.143 --> 01:06:29.404]  Call 908-691-2608 or go to hempusa.org today.
[01:06:35.575 --> 01:06:43.417]  Prepare yourself for a talk radio experience like no other.
[01:06:44.398 --> 01:06:45.778]  He stands for truth.
[01:06:47.138 --> 01:06:49.019]  He stands for justice.
[01:06:50.359 --> 01:06:52.040]  He stands for what's right.
[01:06:52.820 --> 01:06:55.161]  This is the Alex Jones Show.
[01:06:56.101 --> 01:06:58.942]  Call Alex now, toll free at 877-590-5525.
[01:07:04.486 --> 01:07:14.951]  Now live from Austin, Texas, here's Alex Jones.
[01:07:15.812 --> 01:07:19.073]  Alright, this is going to be a very serious second hour.
[01:07:19.854 --> 01:07:22.275]  We'll continue to focus on your phone calls at 877-590-5525.
[01:07:22.295 --> 01:07:22.335]  877-590-5525.
[01:07:30.211 --> 01:07:33.692]  And again, the Bilderberg Group and what their agenda, we've learned more over the weekend.
[01:07:34.273 --> 01:07:39.655]  From Greece, suburb of Athens, they're on the coastline, where the world leaders met.
