[00:00:06.476 --> 00:00:06.556]  1-800-340-7091.
[00:48:32.045 --> 00:48:40.508]  So tell us what's going on at the G20 and then why is Obama, for the first president ever, stopping first for an audience being summoned by the Queen?
[00:48:41.161 --> 00:48:45.584]  Well, London is reasserting itself as the actual financial center of the world, right?
[00:48:45.644 --> 00:48:46.725]  New York is collapsing.
[00:48:46.965 --> 00:48:48.606]  London, they think, is going to hang on.
[00:48:48.966 --> 00:48:53.269]  They think the euro will go down, the US will go down, and the British will come out on top.
[00:48:53.409 --> 00:48:56.532]  Therefore, Obama has to kowtow to the Queen of England.
[00:48:56.552 --> 00:48:58.273]  Now, you look at this group of 20.
[00:48:58.353 --> 00:49:01.335]  This is basically the old group of eight, right?
[00:49:01.375 --> 00:49:04.057]  It's Europe, Japan, United States, Canada.
[00:49:04.437 --> 00:49:06.538]  But now we've got other big third world countries.
[00:49:06.638 --> 00:49:10.221]  China, India, Brazil, Indonesia, places like this.
[00:49:11.307 --> 00:49:16.550]  It represents about 90% of the world in terms of economic activity, and a large part of the population.
[00:49:16.730 --> 00:49:27.055]  Now, the dominant personality is Gordon Brown of Great Britain, joined by Alistair Darling, the Chancellor of the Exchequer, and Mervyn King of the Bank of England.
[00:49:27.075 --> 00:49:33.639]  The basic idea is to assert a world currency dictatorship, a world financial dictatorship,
[00:49:34.059 --> 00:49:34.439]  We're good to go.
[00:49:53.746 --> 00:50:01.748]  Well, what they want you to do is privatize, deregulate, bust unions, lower the standard of living, destroy your labor legislation, destroy your child labor laws.
[00:50:14.171 --> 00:50:14.952]  All the rest of this stuff.
[00:50:14.992 --> 00:50:17.233]  Used to be called the Washington Consensus.
[00:50:17.533 --> 00:50:19.594]  But now it's got to be austerity.
[00:50:19.654 --> 00:50:20.534]  Super austerity.
[00:50:20.615 --> 00:50:23.876]  And naturally, they want to motivate this with the polar bears, right?
[00:50:23.956 --> 00:50:25.217]  Your kid is going to starve.
[00:50:25.797 --> 00:50:26.458]  No health care.
[00:50:26.838 --> 00:50:27.998]  But you can be comforted.
[00:50:28.098 --> 00:50:30.920]  It's all being done to stop global warming and help the polar bears.
[00:50:30.960 --> 00:50:37.583]  Now, the leading edge is Gordon Brown, when he came here to Washington, demanded $500 billion for the IMF.
[00:50:37.724 --> 00:50:39.825]  And out of that $500 billion, the U.S.
[00:50:39.845 --> 00:50:41.966]  was supposed to cough up $100 billion.
[00:50:42.026 --> 00:50:42.346]  Think of it.
[00:50:43.260 --> 00:50:43.980]  Food stamps.
[00:50:44.241 --> 00:50:47.262]  We got 20 billion more on food stamps in the stimulus.
[00:50:47.943 --> 00:50:49.664]  Even though one-tenth of the U.S.
[00:50:49.704 --> 00:50:53.806]  population is on food stamps, three million people in Texas live on food stamps.
[00:50:54.527 --> 00:50:57.569]  One out of every eight people in Michigan lives on food stamps.
[00:50:58.009 --> 00:50:59.590]  We could manage 20 billion for that.
[00:51:00.618 --> 00:51:02.400]  But a hundred billion from the U.S.
[00:51:02.440 --> 00:51:05.222]  for the International Monetary Fund.
[00:51:05.583 --> 00:51:12.249]  The other dimension that you talk about, this world currency, it is this paper derivative, because that's the only thing you can call it.
[00:51:12.789 --> 00:51:15.232]  Special Drawing Rights, SDRs.
[00:51:15.432 --> 00:51:17.534]  It started back in the 1970s.
[00:51:17.934 --> 00:51:20.917]  It's a basket of currencies, and they want to have more of these.
[00:51:20.957 --> 00:51:21.898]  Now the idea then is,
[00:51:22.711 --> 00:51:22.912]  Yes.
[00:51:35.672 --> 00:51:42.374]  The printing press at the IMF turning out more and more trillion-dollar certificates of special drawing rights.
[00:51:42.414 --> 00:51:51.478]  So, with that, they think that they can control the world, essentially buy up any assets they want, feed it into these zombie banks, keep the derivatives going, and so forth.
[00:51:51.738 --> 00:51:54.779]  Let me hasten to say, though, this is crazy.
[00:51:54.939 --> 00:51:55.719]  This won't work.
[00:51:55.819 --> 00:51:57.320]  They're headed for the biggest panic
[00:51:57.975 --> 00:51:59.336]  The biggest disintegration.
[00:51:59.356 --> 00:52:01.397]  This is a bottomless depression.
[00:52:01.717 --> 00:52:02.858]  There is no recovery.
[00:52:03.158 --> 00:52:05.399]  There's nothing automatic that's going to cause a recovery.
[00:52:05.419 --> 00:52:09.962]  The recovery will come when these lunatic policies are reversed.
[00:52:10.002 --> 00:52:11.303]  Now, the other things they want to do.
[00:52:11.883 --> 00:52:13.004]  No protectionism.
[00:52:13.164 --> 00:52:16.626]  That means, suppose we get a dollar panic.
[00:52:17.421 --> 00:52:19.702]  And everybody wants to flee the dollar.
[00:52:19.742 --> 00:52:24.083]  We would then need something like exchange controls and capital controls to save the dollar.
[00:52:24.503 --> 00:52:26.004]  They'd say, no, you can't do that.
[00:52:26.424 --> 00:52:31.926]  How about a modest protective tariff to protect re-industrialization here in the U.S.?
[00:52:31.946 --> 00:52:36.907]  Because if we can't use the dollar to buy things automatically, we're going to have to manufacture here.
[00:52:37.248 --> 00:52:39.088]  And they'd say, no, you can't protect yourself.
[00:52:39.408 --> 00:52:40.749]  Everybody's got to be free to dump.
[00:52:40.989 --> 00:52:41.909]  So we don't want you to do that.
[00:52:41.929 --> 00:52:42.749]  Look at Obama.
[00:52:42.989 --> 00:52:44.350]  Look at Obama with the stimulus.
[00:52:45.190 --> 00:52:49.512]  787 million, and they said, you know what, we've got to buy all the goods from China and other countries.
[00:52:49.773 --> 00:52:53.394]  We're not allowed to buy American under World Trade Organization agreements.
[00:52:53.454 --> 00:52:54.755]  Congress has given up its authority.
[00:52:55.115 --> 00:52:59.637]  Meanwhile, China, with its near-slave labor, that's a built-in tariff and with their low currency.
[00:52:59.657 --> 00:53:04.000]  So this is designed to de-industrialize us and feed the real economy into Wall Street.
[00:53:04.040 --> 00:53:10.123]  And that was when Tony Blair, when Gordon Brown came and gave his address to the Joint Session of Congress, because that's what he did.
[00:53:10.463 --> 00:53:12.244]  The big thing was, no protectionism means
[00:53:13.084 --> 00:53:16.345]  You can't defend yourself in any way from these things that I'm doing.
[00:53:16.385 --> 00:53:18.886]  The other thing is this global regulator.
[00:53:18.946 --> 00:53:21.828]  The idea is they want to have a bubble economy.
[00:53:21.888 --> 00:53:23.428]  They want to have a casino economy.
[00:53:23.468 --> 00:53:24.609]  They want to have more derivatives.
[00:53:25.009 --> 00:53:29.030]  But they want it to be a heroin addict with no side effects.
[00:53:29.511 --> 00:53:31.672]  To be a drunk and never have a hangover.
[00:53:31.692 --> 00:53:39.755]  In other words, keep this paper-based, derivatives-based, hedge fund-based, casino, bloated, fictitious, cancerous system.
[00:53:40.734 --> 00:53:41.454]  None of the defects.
[00:53:41.474 --> 00:53:43.035]  So we have to have global risk management.
[00:53:43.055 --> 00:53:51.440]  And they're saying they're gonna, Wall Street Journal reported, they're gutting the old IRS tax system and getting rid of the home mortgage exemption.
[00:53:51.920 --> 00:53:54.402]  So he lied when he said only people $125,000 or more.
[00:53:54.522 --> 00:53:57.383]  You know, that's a spin when he says $250,000.
[00:53:57.763 --> 00:54:01.065]  That's two people together in a household.
[00:54:01.345 --> 00:54:02.146]  So it's a lie.
[00:54:02.186 --> 00:54:05.308]  It's not just people making $125,000 a year or more.
[00:54:05.588 --> 00:54:06.808]  They've now analyzed it.
[00:54:06.888 --> 00:54:07.789]  It is basically
[00:54:08.630 --> 00:54:11.433]  I think you have to pose the question from the point of view of class consciousness.
[00:54:11.453 --> 00:54:14.056]  In other words, an awareness of what are the groups in society.
[00:54:14.277 --> 00:54:14.957]  That's all it means.
[00:54:29.963 --> 00:54:31.304]  Who should pay for this depression?
[00:54:31.424 --> 00:54:33.825]  This depression is going to cost several quadrillion dollars.
[00:54:33.845 --> 00:54:34.365]  Who should pay?
[00:54:34.645 --> 00:54:37.246]  Should the American people pay through the system that you just described?
[00:54:37.686 --> 00:54:38.807]  I would propose something else.
[00:54:39.487 --> 00:54:42.829]  I put out a statement to the group of 20, which goes like this.
[00:54:43.069 --> 00:54:55.434]  If you want to have an economic recovery, the first thing you have to do is take that 1.5 quadrillion, that is 1,500 trillion, of derivatives, which are toxic with negative value, wipe them out.
[00:54:55.715 --> 00:54:57.235]  Shred them and delete them.
[00:54:57.295 --> 00:54:58.896]  The Madoff money bomb.
[00:54:59.256 --> 00:55:02.059]  Yeah, the AIG bomb.
[00:55:02.099 --> 00:55:04.522]  They created 3 trillion out of the 1,500 trillion.
[00:55:04.562 --> 00:55:07.205]  The point is, they're a criminal class of Madoffs.
[00:55:07.245 --> 00:55:10.328]  Yeah, and they're creating... It's the problem of fictitious capitalisms.
[00:55:10.368 --> 00:55:14.573]  You're creating things that are paper instruments outside of production against production.
[00:55:14.733 --> 00:55:41.800]  But they love that, that's why they wage war with their phony environmentalism against production because this is literally a group of charlatans or magicians that create Ponzi schemes and then have world armies and world laws and world regulators to back up their fraud as they wage war and they admit they want a post-industrial society because any real industry or jobs competes with them and means the people are sovereign and aren't institutionalized dependent on their world monopoly of currency and credit.
[00:55:42.060 --> 00:55:43.802]  Right, so I say, wipe them out.
[00:55:43.943 --> 00:55:46.205]  In other words, there's only one thing to do with derivatives, right?
[00:55:46.245 --> 00:55:47.167]  Shred them, delete them.
[00:55:47.527 --> 00:55:48.709]  You can use them for wallpaper.
[00:55:48.749 --> 00:55:50.070]  You can use them for wrapping fish.
[00:55:50.411 --> 00:55:52.373]  You can use them for birdcage liner.
[00:55:52.694 --> 00:55:54.175]  Lots of good things to do with derivatives.
[00:55:54.215 --> 00:55:56.258]  Now, somebody might say, how dare you?
[00:55:56.438 --> 00:56:00.563]  How dare you attack the validity of contracts and the sanctity of derivatives?
[00:56:01.641 --> 00:56:03.843]  Take Herbert Hoover, of all people, right?
[00:56:03.863 --> 00:56:07.805]  Herbert Hoover, the most hidebound, the most impotent when it came to dealing with the Depression.
[00:56:08.166 --> 00:56:13.469]  He recognized in 1931, he said, look, you know, there are these reparations payments and these war debts.
[00:56:13.850 --> 00:56:19.473]  There's this huge mass of debt sitting in the middle of the world system that's crushing production and employment.
[00:56:19.774 --> 00:56:25.377]  If we want to get out of this Depression, we better at least freeze all payments on those reparations.
[00:56:25.458 --> 00:56:25.858]  And he did!
[00:56:26.358 --> 00:56:29.620]  That's the famous Hoover Moratorium of 1931 to 1932.
[00:56:29.800 --> 00:56:39.346]  It should have been made permanent, but the problem was that the conference that was held at Lausanne in Switzerland in 1932, to do something about this, punted.
[00:56:39.707 --> 00:56:47.372]  They did not take any effective action, and by January 1933, Hitler seizes power and you're on the skids towards World War II.
[00:56:48.232 --> 00:56:53.916]  Think about it, you people at the G20, and make sure your congressmen and senators know that you're thinking about this too.
[00:56:54.376 --> 00:57:01.681]  The only thing that that G20 needs to do, in terms of clearing the decks for recovery, wipe out those derivatives.
[00:57:01.981 --> 00:57:07.544]  Don't find ways to manage them, make them better, neutralize them, sanitize them, no.
[00:57:07.964 --> 00:57:08.685]  Wipe them out.
[00:57:09.221 --> 00:57:10.642]  It's like a black hole, right?
[00:57:10.862 --> 00:57:12.003]  1.5 quadrillion in derivatives.
[00:57:12.283 --> 00:57:15.065]  Doesn't matter what you put into it, it's still a black hole.
[00:57:15.185 --> 00:57:16.986]  It's still gonna eat the world.
[00:57:17.126 --> 00:57:18.867]  So the only thing to do is to get rid of it.
[00:57:18.887 --> 00:57:27.473]  Well, it's admitted that the big central banks and brokerage houses have been taking a lot of the bailout money and leveraging it again with naked shorts and other derivatives because they can't help it.
[00:57:28.073 --> 00:57:38.617]  You know, they get all the money and bonuses when the Ponzi scheme still has value in people's eyes, and then they hand us the Ponzi scheme once it collapses.
[00:57:39.197 --> 00:57:42.198]  So usually a Ponzi scam artist runs off with the money.
[00:57:42.458 --> 00:57:51.221]  Instead, they're standing up there with NORTHCOM and the military, saying, we're going to do this, and if you don't like it, we'll declare martial law, like they told Congress on October 3rd if they didn't pass that.
[00:57:51.900 --> 00:57:56.322]  Now, one of the great inventors, really, of the modern derivative is this guy Scholz, right?
[00:57:56.342 --> 00:57:58.823]  He developed the Black-Scholz model of valuing derivatives.
[00:57:59.303 --> 00:58:10.388]  And he said recently, in the presence of Paul Volcker at a conference in New York City, he said, you know, the current existing mass of derivatives ought to be torn up, burned out, gotten rid of.
[00:58:10.548 --> 00:58:11.229]  I would agree with that.
[00:58:11.549 --> 00:58:16.091]  Senator Warner of Virginia in the Senate, in hearings a couple of weeks ago, asked Bernanke
[00:58:16.651 --> 00:58:21.633]  Don't you think there should be a bright line prohibition of credit default swaps?
[00:58:21.673 --> 00:58:22.533]  Now those are derivatives.
[00:58:22.833 --> 00:58:23.494]  Let me just tell you.
[00:58:23.514 --> 00:58:27.335]  The IRS is skimming the wealth of the American people for the Wall Street bankers.
[00:58:27.415 --> 00:58:31.297]  Taxpayers are being raked over the coals and forced to pay for bailout after bailout.
[00:58:31.417 --> 00:58:34.458]  First we went after the Fed, now we're going after the Internal Revenue Service.
[00:58:34.678 --> 00:58:37.039]  On April 15th, the Republic strikes back.
[00:58:37.420 --> 00:58:38.081]  We're good to go.
[00:58:53.783 --> 00:59:03.070]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, then carting to a private bank, having it led back at interest, forcing taxes to service debt.
[00:59:03.110 --> 00:59:10.055]  This capitalism or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[00:59:10.175 --> 00:59:14.098]  Hi, Ted Anderson, I'm placing a silver dollar in a book explains our monetary system.
[00:59:14.298 --> 00:59:15.179]  Call for your copy 800-686-2237.
[00:59:15.239 --> 00:59:18.880]  It's time to understand the system.
[00:59:18.940 --> 00:59:21.222]  Call 800-686-2237.
[00:59:21.262 --> 00:59:21.982]  That's 800-686-2237.
[00:59:23.563 --> 00:59:28.285]  Don't be a victim of sudden cardiac arrest due to inflammation of the arterial walls.
[00:59:28.645 --> 00:59:34.949]  Our hemp foods are anti-inflammatory and gluten-free and can greatly benefit the health of the human body.
[00:59:35.717 --> 00:59:44.079]  By calling 908-691-2608 or visiting hempusa.org, you can benefit from this wonderful natural food source.
[00:59:44.739 --> 00:59:52.181]  Our customers are also purchasing this natural food for long-term storage, camping, survival and emergency food rations.
[00:59:52.681 --> 00:59:54.562]  Call 908-691-2608 or visit hempusa.org today!
[00:59:58.883 --> 01:00:06.147]  hempusa.org believes that now is the time to plan for the future and food will be your greatest asset.
[01:00:06.768 --> 01:00:13.552]  People spend money on all kinds of things, but our warning is prepare now for food shortages in the future.
[01:00:14.389 --> 01:00:16.351]  So don't delay, call today!
[01:00:16.371 --> 01:00:19.275]  908-691-2608 and see what our powder, seeds and oil can do for you!
[01:00:37.568 --> 01:00:38.228]  We're good to go.
[01:00:58.402 --> 01:01:06.415]  Pakistani officials say militants suspected in a kidnapping fired rockets at police giving chase, killing a senior police official and five other people.
[01:01:06.836 --> 01:01:12.625]  Separately, officials are searching for 11 police officers abducted near a major US military supply route.
[01:01:13.024 --> 01:01:19.890]  The Space Shuttle Discovery landed safely at Cape Canaveral in Florida Saturday after a 13-day mission to the International Space Station.
[01:01:20.311 --> 01:01:24.334]  An earlier landing time was cancelled due to thick clouds and strong winds in the area.
[01:01:24.675 --> 01:01:31.241]  Mission managers later said the clouds had broken up enough and winds had shifted, making it possible to safely land Discovery.
[01:01:31.441 --> 01:01:33.423]  This is IRN USA Radio News.
[01:01:34.773 --> 01:01:37.857]  Men and women, if you've got 10 to 30 pounds or more to lose, please listen carefully.
[01:01:38.158 --> 01:01:39.700]  Guys, many of us tend to overeat.
[01:01:39.740 --> 01:01:41.983]  We eat too much red meat, fast foods, and processed foods.
[01:01:42.163 --> 01:01:44.567]  This keeps the belly flabby and keeps our bodies overweight.
[01:01:44.787 --> 01:01:46.709]  Ladies, have you ever said, I feel fat today?
[01:01:46.890 --> 01:01:48.051]  Or do you have this bloated feeling?
[01:01:48.212 --> 01:01:51.256]  And how many of you have been trying to lose the same 10 to 20 pounds for years?
[01:01:51.476 --> 01:01:54.197]  There's a healthy and faster way to lose weight than any diet pill.
[01:01:54.457 --> 01:02:03.920]  It's called EverCleanse, a clinically proven weight loss and detox formula that helps you lose weight and get rid of the 5 to 25 pounds of waste that some experts say is trapped to the colon walls like spackle or paste.
[01:02:04.140 --> 01:02:06.241]  Two weeks of EverCleanse may be equal to months of dieting.
[01:02:06.521 --> 01:02:07.081]  It's simple, too.
[01:02:07.361 --> 01:02:09.662]  Natural, tasteless crystals that dissolve in any food or beverage.
[01:02:09.882 --> 01:02:14.543]  EverCleanse will flatten out your midsection, reduce love handles, and bellies and bloating have been disappearing in just days.
[01:02:14.763 --> 01:02:20.145]  You see, EverCleanse gets rid of the weight you can't take off by exercising or starving yourself on a diet, and it's not something you have to
[01:02:20.225 --> 01:02:20.445]  I'm good.
[01:02:34.580 --> 01:02:39.523]  A shooting at a North Carolina nursing home has claimed six lives and injured a police officer.
[01:02:39.983 --> 01:02:46.727]  Reporter Diane Chase of WBT Radio in Charlotte says many law enforcement personnel are still on the scene.
[01:02:46.747 --> 01:02:54.192]  Several law enforcement agencies, including Carthage and Whispering Pines Police, the Moore County Sheriff's Office, all at the scene now.
[01:02:54.352 --> 01:02:59.599]  Chase says police report two other people, including the suspect, have also been injured at the Carthage facility.
[01:03:00.020 --> 01:03:02.022]  She says shots were fired around 10 a.m.
[01:03:02.203 --> 01:03:06.048]  Eastern at Pine Lake Health and Rehab Center, a 90-bed facility.
[01:03:06.448 --> 01:03:08.992]  Further details have not been released by police.
[01:03:09.787 --> 01:03:17.454]  He liked her for Vice President, but Senator John McCain isn't ready to endorse Alaska Governor Sarah Palin for a presidential run in 2012.
[01:03:18.435 --> 01:03:26.001]  On NBC's Meet the Press, McCain says he has a great affection for Palin, but also mentions three other governors as potential candidates.
[01:03:26.762 --> 01:03:31.406]  For the latest news and analysis, log on to IRNUSANews.com.
[01:03:34.705 --> 01:03:44.847]  If you're paying your credit cards with credit cards, or maybe some other crisis in your life made you fall behind on your bills, there is a light at the end of the tunnel with Consumer Credit of America.
[01:03:45.087 --> 01:03:49.648]  They can help you find your way out of the debt trap and find financial freedom.
[01:03:49.888 --> 01:03:50.348]  Call now.
[01:03:50.368 --> 01:03:50.648]  877-348-FREE.
[01:03:50.668 --> 01:03:51.008]  That's 877-348-F-R-E-E.
[01:03:51.028 --> 01:03:52.348]  Or visit them on the web at ccofamerica.com.
[01:03:52.368 --> 01:03:52.768]  877-348-FREE.
[01:03:52.788 --> 01:03:53.768]  Not available in all states.
[01:04:04.651 --> 01:04:11.335]  President Obama says more needs to be done by General Motors and Chrysler to become more, quote, lean, mean, and competitive.
[01:04:11.715 --> 01:04:19.420]  Speaking to CBS Face the Nation, Obama would not give specifics on what he will announce Monday concerning more government help for the automakers.
[01:04:19.660 --> 01:04:20.641]  They're not quite there yet.
[01:04:20.941 --> 01:04:29.566]  There's been some serious efforts to deal with a combination of long-standing problems in the auto industry and
[01:04:30.405 --> 01:04:31.226]  The current crisis.
[01:04:31.466 --> 01:04:37.511]  The two companies have received $17.4 billion to date and have asked for another $22 billion.
[01:04:37.911 --> 01:04:46.338]  Obama said what will be needed is, quote, a set of sacrifices from all parties involved, management, labor, shareholders, creditors, suppliers, and dealers.
[01:04:46.718 --> 01:04:55.585]  GM and Chrysler have renegotiated contracts with the United Auto Workers Union to reduce hourly wages to bring them close to those paid by Japanese companies in the U.S.
[01:04:56.025 --> 01:05:07.611]  GM is in talks with bondholders to reduce its $27 billion in debt by two-thirds, while Chrysler is trying to restructure $5 billion of the $11 billion it owes the government and banks.
[01:05:08.512 --> 01:05:17.077]  A conservative legal group is suing the giant insurance company American International Group to force top executives to return at least $165 million in bonuses they were recently paid.
[01:05:20.203 --> 01:05:28.771]  Washington D.C.-based Freedom Watch says it's filed a class-action lawsuit in Los Angeles federal court on behalf of all AIG stock owners.
[01:05:29.411 --> 01:05:32.474]  I'm Mark Thomas, IRN USA Radio News.
[01:05:33.678 --> 01:05:34.859]  Hello, this is Steve Schenck.
[01:05:35.039 --> 01:05:37.321]  Alex has told you you have to get a supply of food.
[01:05:37.461 --> 01:05:41.443]  But Alex and I have decided that there are some of you that we really don't want to have food.
[01:05:41.623 --> 01:05:45.306]  If you're a politician who voted for the bailout, don't call eFoods Direct.
[01:05:45.386 --> 01:05:53.872]  If you agree with one guy screaming about global warming instead of 650 climatologists who know the Earth is cooling, don't call eFoods Direct.
[01:05:53.952 --> 01:05:57.574]  If you think growing food for cars is better than feeding people, don't get food.
[01:05:57.794 --> 01:06:03.558]  If you think waiting for a cop to show up after a crime is better than defending yourself and preventing the crime, don't call eFoods Direct.
[01:06:04.138 --> 01:06:07.541]  If you believe the official report on 9-11, you won't need food.
[01:06:07.741 --> 01:06:11.943]  If you think the warnings on the Alex Jones Show are foolish, don't call eFoodsDirect.
[01:06:12.143 --> 01:06:17.907]  For the rest of you, go to eFoodsDirect.com or call 800-409-5633.
[01:06:18.067 --> 01:06:23.951]  You can't possibly know or control what government, corporate America, or others will do, but you can control what you do.
[01:06:24.131 --> 01:06:26.412]  Complete your supply now, eFoodsDirect.com.
[01:06:26.432 --> 01:06:26.492]  800-409-5633.
[01:06:26.512 --> 01:06:26.552]  800-409-5633.
[01:06:34.833 --> 01:06:42.916]  Prepare yourself for a talk radio experience like no other.
[01:06:43.877 --> 01:06:45.237]  He stands for truth.
[01:06:46.638 --> 01:06:48.478]  He stands for justice.
[01:06:49.859 --> 01:06:52.220]  He stands for what's right.
[01:06:52.280 --> 01:06:54.621]  This is the Alex Jones Show.
[01:06:55.581 --> 01:06:57.322]  Call Alex now, toll free.
[01:06:58.903 --> 01:07:15.954]  Alright, when we start the next segment I'll go directly to your calls from around the country and the world.
[01:07:15.974 --> 01:07:19.416]  I want to make this clear to everybody out there.
[01:07:21.326 --> 01:07:25.507]  Private banks have already engaged in fractional reserve banking for hundreds of years.
[01:07:25.847 --> 01:07:29.548]  For every dollar they have, on average, they loan out $10 of fiat, imaginary debt.
[01:07:29.848 --> 01:07:31.548]  Then they get real assets when you default.
[01:07:31.588 --> 01:07:32.548]  They want you to default.
[01:07:32.828 --> 01:07:34.349]  They want third world countries to default.
[01:07:34.389 --> 01:07:38.410]  They do this over and over again throughout modern history and ancient history.
[01:07:38.890 --> 01:07:42.631]  Now they've created a whole other level of fractional reserve banking.
[01:07:42.651 --> 01:07:43.331]  These derivatives.
[01:07:43.411 --> 01:07:44.551]  Total made up crap.
[01:07:45.111 --> 01:07:54.395]  That they then leverage to the sun, more than all the wealth in the world, many times over, and they buy up real assets through that fiat value, through that made-up Ponzi value.
[01:07:55.235 --> 01:08:03.478]  Now, they are bankrupting the world by design, where they'll be the only creditors of choice when they engineered the thing with this tsunami of liquid cash.
[01:08:04.178 --> 01:08:05.499]  That's what's going on right now.
[01:08:05.539 --> 01:08:13.642]  They're openly all over British and European news, and even some US news, admitting what I've been telling you for 14 years on air, what Webster's been talking about for decades.
[01:08:14.528 --> 01:08:15.028]  This is it.
[01:08:15.769 --> 01:08:20.910]  They should all be going to jail, not opening up a world government they run.
[01:08:20.990 --> 01:08:32.895]  But this is the culmination of all their work, and it's only going to get worse from here until you wake up to the Republicans aren't going to save you, the Democrats aren't going to save you, they own both parties, they play the left-right paradigm off against each other.
[01:08:33.195 --> 01:08:37.737]  Webster Tarbley, I want to go to calls and then later get into solutions, but G20, what's coming up?
[01:08:37.837 --> 01:08:39.057]  Obama going to the Queen?
[01:08:39.397 --> 01:08:40.198]  What's really happening?
[01:08:41.198 --> 01:08:43.199]  Well, it's a world financial dictatorship.
[01:08:44.624 --> 01:09:01.530]  500 billion for the IMF, hyperinflation of SDRs, a world dictatorship of regulation which will be how to keep derivatives going at the expense of everything else, and no protectionism, and really no national sovereignty.
[01:09:01.570 --> 01:09:02.410]  So it's going to be a
[01:09:03.354 --> 01:09:04.014]  A disaster.
[01:09:04.234 --> 01:09:17.338]  And they've ordered hundreds of third world countries, they've blown out by design, we have their own documents, to do this, like Argentina and others, and every time they follow the orders, things only get worse, and worse, and worse, but the bankers consolidate the wealth.
[01:09:17.358 --> 01:09:18.339]  I mean, I want to explain that.
[01:09:18.439 --> 01:09:19.839]  There may well be resistance.
[01:09:19.899 --> 01:09:26.401]  I think, realistically, the Obama regime thought that they could get Europe to cough up more troops and money
[01:09:27.352 --> 01:09:27.592]  I think?
[01:09:48.450 --> 01:09:53.933]  And there also may be resistance coming from who knows who, maybe from Russia, maybe from China, and I think all of that is welcome.
[01:09:54.493 --> 01:10:00.236]  Anybody who stops Obama and Gordon Brown from implementing this plan, I think, is doing the rest of us a favor.
[01:10:00.256 --> 01:10:04.018]  Yeah, let's be clear, they always make it black and white, like America's the good guys, these are the bad guys.
[01:10:04.058 --> 01:10:07.599]  No, America has been seized by a group of corrupt bankers.
[01:10:07.619 --> 01:10:08.320]  Correct, Webster?
[01:10:08.380 --> 01:10:08.900]  Absolutely.
[01:10:08.960 --> 01:10:16.984]  So, the City of London, in this process, they've got their operation going, they would like to re-emerge, but basically, Wall Street and the City of London are trying to
[01:10:17.564 --> 01:10:24.947]  Reassert this dollar dictatorship over the world and I don't think it's going to work because certainly there's an absolute physical certitude.
[01:10:25.427 --> 01:10:28.928]  The 1.5 quadrillion dollar derivative bubble cannot be bailed out.
[01:10:28.968 --> 01:10:31.009]  There is no power in the universe.
[01:10:31.049 --> 01:10:36.070]  There's not enough wealth in the entire solar system, right?
[01:10:36.230 --> 01:10:42.012]  It's 1,500 trillion compared to a world gross domestic product of about 50 trillion.
[01:10:42.032 --> 01:10:42.752]  So do the math.
[01:10:42.792 --> 01:10:43.152]  What is it?
[01:10:43.172 --> 01:10:43.473]  200 times
[01:10:45.486 --> 01:10:45.766]  Whatever.
[01:10:45.946 --> 01:10:46.927]  You got your calculator.
[01:10:47.327 --> 01:10:49.989]  It's hundreds of times the world domestic product.
[01:10:50.029 --> 01:10:50.909]  So, impossible.
[01:10:51.109 --> 01:10:51.630]  Can't be done.
[01:10:52.150 --> 01:11:12.062]  I mean, if Madoff would have just put out a check saying he had 50 trillion, 6 billion trillion, infinity trillion, would we just honor that check and then give him our houses and our children and our labor and just say, you're a banker, you made all this fiat stuff up, we love you, we worship you.
[01:11:12.816 --> 01:11:13.417]  It's impossible.
[01:11:13.497 --> 01:11:17.805]  And of course, it means, among other things, the destruction of world civilization.
[01:11:17.845 --> 01:11:22.372]  But I think before we get to that, we're going to get into this phase of dollar hyperinflation.
[01:11:23.394 --> 01:11:25.257]  The whole system remains based on the dollar.
[01:11:27.563 --> 01:11:32.965]  With the dollar being what it is, we've got this injection of 10 trillion, 12 trillion in the banks.
[01:11:33.425 --> 01:11:41.447]  Just about 10 days ago, Bernanke injected 1 trillion dollars of new liquidity into the banking system in one day.
[01:11:41.827 --> 01:11:48.429]  They do this by open market operations, in other words, by buying treasury securities so that securities come in and the cash goes out.
[01:11:48.469 --> 01:11:51.230]  Now, that was the biggest dive by the U.S.
[01:11:51.270 --> 01:11:52.350]  dollar in 25 years since 1984-1985.
[01:11:52.370 --> 01:11:53.330]  It was the biggest dive
[01:11:56.774 --> 01:11:58.075]  In recent history of U.S.
[01:11:58.115 --> 01:12:04.477]  Treasury security, so the tremors of hyperinflation and the panic to get out of the dollar are already coming.
[01:12:04.497 --> 01:12:12.821]  Yeah, but for people that aren't a top-degree economist like yourself, top of your class, Webster, for folks that don't understand, monetizing debt, explain what that means.
[01:12:12.861 --> 01:12:16.802]  The private Federal Reserve bought from the Treasury, backed up with U.S.
[01:12:16.842 --> 01:12:18.603]  taxpayer money, its own debt.
[01:12:19.136 --> 01:12:19.637]  Yeah.
[01:12:19.677 --> 01:12:20.838]  Treasury securities, right?
[01:12:20.918 --> 01:12:21.979]  They're issued by the Treasury.
[01:12:22.079 --> 01:12:22.299]  U.S.
[01:12:22.319 --> 01:12:24.001]  government obligations.
