[00:00:14.446 --> 00:00:16.989]  8-8-7-6-6-6-0-6-6 today.
[00:51:28.833 --> 00:51:31.916]  Billionaire club in bid to curve overpopulation.
[00:51:33.146 --> 00:51:46.554]  Now, remember how Margaret Sanger and others, when you read her documents and her letters, it's all, we've got to make them think we're helping them, and we're helping the children, and that we care about them, and that we... And we've also got to run the equality groups, and claim that there needs to be equality for blacks.
[00:51:46.914 --> 00:51:48.715]  This is how we'll get control of their communities.
[00:51:48.995 --> 00:51:52.137]  Right now, they've got their own stores, their own businesses, their own colleges.
[00:51:52.377 --> 00:51:53.458]  They're becoming wealthy.
[00:51:54.339 --> 00:51:59.522]  I mean, folks, blacks had 10% illegitimacy in the 1940s.
[00:51:59.862 --> 00:52:01.803]  They now have over 90% illegitimacy.
[00:52:02.483 --> 00:52:04.985]  Whites had 95% legitimacy.
[00:52:05.705 --> 00:52:14.011]  Now it's past the halfway point where less than half of whites' children are born into a two-parent family.
[00:52:14.031 --> 00:52:16.533]  You say, oh, attack one-parent homes.
[00:52:16.573 --> 00:52:16.993]  We're not!
[00:52:17.373 --> 00:52:20.456]  The issue is you're three to four times more likely to end up in prison or on drugs.
[00:52:20.756 --> 00:52:21.877]  The system knows that.
[00:52:22.277 --> 00:52:23.878]  We are homo sapien sapien.
[00:52:23.898 --> 00:52:26.680]  We're meant to be in little tribal units with a man and a woman.
[00:52:28.407 --> 00:52:29.768]  We want to beat the New World Order, folks.
[00:52:30.008 --> 00:52:31.948]  Stop fighting with your husbands and wives.
[00:52:32.229 --> 00:52:32.749]  Team up.
[00:52:32.769 --> 00:52:34.549]  It's the family against the world.
[00:52:36.630 --> 00:52:37.871]  That's how the elites operate.
[00:52:38.111 --> 00:52:41.552]  But they teach you to implode your family so the state can have their way with you.
[00:52:43.113 --> 00:52:47.915]  And I have the mainline textbooks where they say, the family belongs to the age of barbarism.
[00:52:47.935 --> 00:52:53.097]  I remember about a year ago, I mentioned a textbook I covered on air that the University of Texas uses.
[00:52:53.888 --> 00:53:16.341]  University of Texas at Austin for all their social workers that says families are obsolete, belong to the age of barbarism and are a disease, all family members are mentally ill, families are mentally ill, everyone needs to be re-educated, and people didn't believe me so on theprisonplanet.com forum hundreds of textbooks got scanned and put up all saying the same thing.
[00:53:16.381 --> 00:53:17.422]  It blew everybody away.
[00:53:18.002 --> 00:53:19.863]  It's always worse than I'm telling you!
[00:53:20.509 --> 00:53:33.132]  Now, listen to how this is all put out flowerly and nice, but this goes further than ABC News that just said, oh, the secret rich, you know, they had a secret meeting to help black children, but they won't say what they met about.
[00:53:34.772 --> 00:53:47.695]  And then played weird Superfriend music in the background, with Ted Knight announcing them, the Superfriends and the League of Justice, with the heads of Ted Turner and David Rockefeller literally on superheroes' bodies.
[00:53:48.965 --> 00:53:55.529]  The average moron on fluoride and Prozac and shot up full of mercury watching that, thinking, oh, they're meeting in secret for my own good!
[00:53:57.330 --> 00:54:03.294]  And they're only having to report this now because we keep exposing their secret meetings and making films about how they're meeting to carry out eugenics.
[00:54:03.594 --> 00:54:07.656]  My film, two years ago, released, endgame, documenting it all, now major news!
[00:54:10.718 --> 00:54:14.040]  Billionaires Club in bid to curb overpopulation.
[00:54:14.781 --> 00:54:14.921]  Oh!
[00:54:16.001 --> 00:54:19.123]  And you actually read what the Bill and Melinda Gates Foundation says they're doing?
[00:54:20.243 --> 00:54:21.444]  With 80 plus billion dollars?
[00:54:23.145 --> 00:54:30.769]  They say it's for creating mosquitoes that fly out and bite people and then inject them with viruses to sterilize them.
[00:54:32.149 --> 00:54:33.510]  You can't make this stuff up!
[00:54:35.231 --> 00:54:37.712]  But when you hear on the news, oh, helping black babies!
[00:54:37.872 --> 00:54:41.074]  Oh, and Bill Gates' daddies, they had a Planned Parenthood.
[00:54:41.434 --> 00:54:41.614]  Oh!
[00:54:41.954 --> 00:54:43.975]  They got awards from Hitler and gave awards to Hitler.
[00:54:44.095 --> 00:54:45.056]  But they don't tell you that part.
[00:54:46.269 --> 00:54:53.659]  Billionaire Club and Bid to Curb Overpopulation America's Richest People meet to discuss ways of tackling a disastrous environmental, social and industrial threat.
[00:54:54.080 --> 00:55:03.093]  Some of America's leading billionaires have met secretly to consider how their wealth could be used to slow the growth of the world's population and speed up improvements in health and education.
[00:55:03.953 --> 00:55:06.374]  And they admit the education to teach you not to have kids.
[00:55:06.774 --> 00:55:09.856]  And see, that's what the global carbon tax is.
[00:55:09.896 --> 00:55:11.676]  They brag that carbon isn't bad.
[00:55:11.897 --> 00:55:13.017]  We're carbon-based life forms.
[00:55:13.057 --> 00:55:16.458]  The planet's based on carbon dioxide, oxygen, water, and sunlight.
[00:55:16.478 --> 00:55:17.399]  Those are the four ingredients.
[00:55:17.679 --> 00:55:24.962]  But by taxing that, they say they're going to shut down the amount of resources that are available to where you can't afford to have a child.
[00:55:25.202 --> 00:55:27.383]  This is why they have to bankrupt the world economy.
[00:55:28.277 --> 00:55:31.420]  Openly read the writings of the former Treasury Secretary.
[00:55:31.720 --> 00:55:33.221]  Henry Paulson's a big eugenicist.
[00:55:33.642 --> 00:55:34.302]  All of them are!
[00:55:34.563 --> 00:55:35.523]  This is a cult!
[00:55:36.044 --> 00:55:41.569]  And so stealing and thieving and setting up tyranny is all good because it's for your own good.
[00:55:41.609 --> 00:55:44.071]  At the end of the article they say, why all the secrecy?
[00:55:44.411 --> 00:55:52.338]  They wanted to speak rich to rich without worrying anything they said would end up in the newspapers, painting them as an alternative to world government.
[00:55:53.683 --> 00:55:55.044]  Because, see, there already is a world government.
[00:55:55.424 --> 00:55:56.145]  See that little statement?
[00:55:56.165 --> 00:55:57.225]  They don't say there's no world government.
[00:55:57.245 --> 00:55:59.367]  They say, oh, an alternative to the world government.
[00:56:05.731 --> 00:56:11.955]  And it just goes on here to go over how they have to reduce the world's populations.
[00:56:12.235 --> 00:56:15.717]  Now, let me tell you how cold-blooded these people are.
[00:56:15.837 --> 00:56:23.422]  Let's say you believe that the world population has to be forcibly reduced by 80% as the United Nations Biological Diversity Assessment
[00:56:24.746 --> 00:56:25.867]  1996 and 1989 state.
[00:56:27.127 --> 00:56:27.988]  And that's conservative.
[00:56:28.028 --> 00:56:33.190]  Most of the... Well, Dr. Pianca here at UT says forcibly, you know, use Ebola to get rid of 90%.
[00:56:36.391 --> 00:56:38.392]  But he at least is somewhat moral in his evil.
[00:56:38.872 --> 00:56:40.933]  He says, I'm ready to die and so is my family.
[00:56:40.973 --> 00:56:41.754]  We all want to die.
[00:56:42.174 --> 00:56:44.295]  Well, Pianca, don't let me get in the way.
[00:56:44.655 --> 00:56:45.575]  You think there's too many people?
[00:56:45.655 --> 00:56:46.276]  You go first.
[00:56:46.456 --> 00:56:49.337]  Oh, but you have an important message to impart.
[00:56:50.307 --> 00:56:57.034]  With all those biology students that write white papers saying you're too liberal, all humans must die.
[00:56:57.434 --> 00:57:08.685]  Yeah, just Google Dr. Eric Pianca, student PhD white papers, human parasites, and you'll read hundreds of published PhDs
[00:57:09.617 --> 00:57:12.718]  Of people 5, 10, 15 years ago, who guess what now?
[00:57:12.778 --> 00:57:14.579]  You Google the names of the PhD students?
[00:57:15.279 --> 00:57:16.799]  Guess where I found out most of them work?
[00:57:16.859 --> 00:57:17.960]  Bioweapons labs!
[00:57:18.480 --> 00:57:20.060]  Oh, yeah, it's no big deal!
[00:57:20.440 --> 00:57:32.024]  They just write white paper saying, oh, I don't, I don't, you know, Alex Jones, in fact, that's how I first learned of it, when they were attacking me, sending me threatening emails, saying, read my, my PhD from 8 years ago!
[00:57:32.873 --> 00:57:36.836]  Dr. Bianchi is a genius, and you just can't grasp that he's trying to save the Earth.
[00:57:37.076 --> 00:57:41.099]  Humans are a parasite, as you will see in my PhD.
[00:57:41.159 --> 00:57:42.760]  And then we post our little PhD.
[00:57:43.280 --> 00:57:44.561]  Humans are a parasite.
[00:57:44.761 --> 00:57:48.123]  We would be better off with total extermination of the human population.
[00:57:48.323 --> 00:57:50.585]  By the way, I work in a bioweapons lab now.
[00:57:51.105 --> 00:57:52.866]  And you can go look at her in a white lab coat.
[00:57:53.046 --> 00:57:54.107]  You ever seen 12 Monkeys?
[00:57:54.467 --> 00:57:55.628]  They're throwing it in your face.
[00:57:56.008 --> 00:57:56.749]  It isn't funny!
[00:57:58.117 --> 00:57:59.017]  You understand me?
[00:57:59.057 --> 00:58:05.741]  What you're hearing is the most hardcore, key, on-target, sinner of the New World Order information you'll ever hear.
[00:58:06.441 --> 00:58:09.503]  And the only reason you're hearing this is because they don't have total control yet.
[00:58:09.683 --> 00:58:11.824]  They can steer the planet, but they're not in control yet.
[00:58:11.984 --> 00:58:15.065]  But they almost are with their global government, cashless society.
[00:58:15.285 --> 00:58:18.767]  They're gonna use phony carbon taxes and fake terror to do it.
[00:58:18.787 --> 00:58:19.307]  Stay with us!
[00:58:19.347 --> 00:58:20.488]  Second hour, straight ahead!
[00:58:22.449 --> 00:58:26.671]  It's no secret that Genesis Communications Network depends on listeners like you.
[00:58:26.791 --> 00:58:29.652]  Now you can do even more to hear Genesis shows in your area.
[00:58:29.712 --> 00:58:34.133]  Simply call your local radio stations and tell them about your favorite GCN programs.
[00:58:34.253 --> 00:58:34.794]  It's easy.
[00:58:34.954 --> 00:58:41.496]  Log on to GCNlive.com or call us toll free 877-807-4048.
[00:58:41.576 --> 00:58:42.256]  Make a difference.
[00:58:42.336 --> 00:58:47.638]  Call your local stations and contact us through affiliate relations at GCNlive.com or call 877-807-4048.
[00:58:47.718 --> 00:58:48.079]  Call today.
[00:58:52.120 --> 00:58:53.200]  Hi, this is Ted Anderson.
[00:58:53.361 --> 00:58:57.742]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[00:58:57.922 --> 00:59:03.625]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[00:59:03.725 --> 00:59:07.146]  Gold has outperformed paper investments, yet no word about IRAs.
[00:59:07.366 --> 00:59:09.967]  If you would like to have gold for your retirement, call 800-686-2237.
[00:59:10.087 --> 00:59:15.009]  Don't get left behind by rising inflation and low returns.
[00:59:15.149 --> 00:59:15.429]  Call 800-686-2237.
[00:59:17.990 --> 00:59:19.471]  Secure your future and call 1-800-686-2237.
[00:59:19.511 --> 00:59:24.875]  I was drinking more than I should, and I knew it.
[00:59:25.575 --> 00:59:30.078]  I just made excuses and wrote it off as stress from work or problems at home.
[00:59:30.719 --> 00:59:31.819]  I thought I was functional.
[00:59:32.260 --> 00:59:36.242]  But then I realized that just being functional wasn't any kind of life at all.
[00:59:36.262 --> 00:59:41.126]  That's when I heard about a free CD from the National Institute for Alcohol Recovery.
[00:59:41.646 --> 00:59:45.929]  Turns out it's different from anything else out there, including 12-step or hypnosis.
[00:59:46.519 --> 00:59:49.761]  It's based on the latest research and it really turned things around
[01:00:03.851 --> 01:00:05.052]  Check your watch.
[01:00:05.092 --> 01:00:05.812]  It is 5 o'clock.
[01:00:36.105 --> 01:00:38.587]  IRN USA Radio News, I'm Mark Thomas.
[01:00:39.008 --> 01:00:43.371]  There's progress in the search for victims of a deadly jet crash in the Atlantic Ocean a week ago.
[01:00:43.791 --> 01:00:50.397]  Brazil's Navy says it has picked up three more bodies from Air France Flight 447, bringing the total number recovered to five.
[01:00:50.797 --> 01:00:54.340]  Pilots have spotted more bodies and ships are being sent to retrieve them.
[01:00:55.174 --> 01:01:03.678]  Hundreds of Pakistani tribesmen, furious over a deadly suicide bombing at a mosque, have laid siege to several Taliban strongholds in the northwestern region.
[01:01:04.098 --> 01:01:06.659]  Officials say at least 11 militants have been killed.
[01:01:06.940 --> 01:01:11.822]  The clashes appear to be the latest evidence of growing anti-Taliban sentiment in Pakistan.
[01:01:13.067 --> 01:01:15.770]  Secretary of State Hillary Rodham Clinton says the U.S.
[01:01:15.850 --> 01:01:20.015]  is considering putting North Korea back on a list of state sponsors of terrorism.
[01:01:20.195 --> 01:01:22.718]  Clinton made the comments today on ABC's This Week.
[01:01:22.858 --> 01:01:28.664]  President Barack Obama has pledged a very hard look at tougher measures because of the North's nuclear stance.
[01:01:29.245 --> 01:01:31.327]  This is IRN USA Radio News.
[01:01:32.944 --> 01:01:34.385]  My name is John Demartino.
[01:01:34.465 --> 01:01:38.366]  I'm from Colorado, and I started using Andy Willoughby's 3-Step Plan.
[01:01:38.466 --> 01:01:48.350]  It's extremely encouraging for me, and they've given me training on exactly what to say, and I don't have to be a salesman to talk to people that are calling me.
[01:01:48.370 --> 01:01:51.932]  It's made me feel like, wow, let's do business.
[01:01:52.152 --> 01:01:56.354]  I can only conceive of growing and growing and growing now.
[01:01:56.574 --> 01:01:57.494]  I'm 56 years old, and I feel young.
[01:01:59.935 --> 01:02:00.836]  I feel renewed.
[01:02:01.017 --> 01:02:01.697]  I'm happy.
[01:02:01.738 --> 01:02:03.800]  I'm excited about my financial future.
[01:02:03.820 --> 01:02:10.248]  In a short amount of time, less than an hour a day, if someone wanted to, they could have a system.
[01:02:10.549 --> 01:02:12.591]  This is a stress-relieving business.
[01:02:12.952 --> 01:02:14.273]  Hi, how in the world are you anyway?
[01:02:14.414 --> 01:02:15.475]  This is Andy Willoughby.
[01:02:15.735 --> 01:02:19.539]  After five years, the 3-Step Plan is a proven success story.
[01:02:19.880 --> 01:02:24.725]  If you're tired of worrying about money all the time, go to 3stepplan.com or call 800-480-2102.
[01:02:24.745 --> 01:02:24.785]  800-480-2102.
[01:02:32.867 --> 01:02:35.108]  White House says there are hopeful signs about employment.
[01:02:35.408 --> 01:02:42.050]  Senior Presidential Advisor David Axelrod told CNN's State of the Union far fewer jobs were lost last month than the month before.
[01:02:42.510 --> 01:02:47.612]  Axelrod made the statement from Paris, where he was traveling with Obama on a tour that included a major speech in Egypt.
[01:02:48.012 --> 01:02:54.554]  The advisor said Obama had stated previously that employment would be the last element to respond favorably to the economic stimulus money.
[01:02:55.014 --> 01:03:00.656]  Axelrod said, quote, let's see how the stimulus package works before we begin talking about whether there's a need for another.
[01:03:01.610 --> 01:03:02.030]  The U.S.
[01:03:02.070 --> 01:03:07.051]  Supreme Court has been asked by Indiana pension funds to delay the sale of Chrysler to Fiat.
[01:03:07.231 --> 01:03:10.632]  The pension funds sought the delay to allow it time to challenge the deal.
[01:03:10.792 --> 01:03:12.533]  The request was filed after a U.S.
[01:03:12.573 --> 01:03:19.054]  appeals court in New York approved Chrysler's sale to a group led by Fiat, a union-aligned trust, and the U.S.
[01:03:19.094 --> 01:03:20.155]  and Canadian governments.
[01:03:20.595 --> 01:03:25.016]  A ruling by the court in the Chrysler case could set the precedent for the General Motors case.
[01:03:26.055 --> 01:03:31.520]  For the latest news and analysis, log on to IRNUSANews.com.
[01:03:33.101 --> 01:03:38.286]  Here's a word about Israel from Dr. Jack Hayford, President of the International Church of the Foursquare Gospel.
[01:03:38.306 --> 01:03:41.849]  To go to Israel is to change the way you will ever approach the Bible.
[01:03:42.229 --> 01:03:48.314]  The Bible becomes based in an entirely deeper and richer way because you have been where it happened.
[01:03:48.695 --> 01:03:51.077]  You'll never be the same when you visit Israel.
[01:03:51.704 --> 01:03:56.403]  To start planning your trip to Israel today, visit www.goisrael.com.
[01:04:03.717 --> 01:04:09.261]  The administrations of President Bush and Obama have mishandled the bankruptcies of both General Motors and Chrysler.
[01:04:09.422 --> 01:04:17.648]  So said Senator Richard Shelby of Alabama on Fox News Sunday, claiming neither automaker should have been given government money before filing Chapter 11 bankruptcy.
[01:04:17.768 --> 01:04:21.832]  General Motors and Chrysler's best bet would go to Chapter 11 then.
[01:04:21.852 --> 01:04:23.193]  It would have saved a lot of money.
[01:04:23.533 --> 01:04:25.995]  Not a political restructuring like what's happened.
[01:04:26.215 --> 01:04:36.042]  On the same show, White House Chief Economist Austin Goldsby agreed, saying there was no sense in the Bush administration putting billions of dollars in to prop up companies to let them go bankrupt afterward.
[01:04:36.202 --> 01:04:41.266]  Shelby called the current restructuring political, saying a lot of money could have been saved without the government loans.
[01:04:41.646 --> 01:04:49.012]  The Alabama Republican said bondholders for both automakers have been sacrificed and unions, despite pay cuts and layoffs, have fared better.
[01:04:50.296 --> 01:04:53.457]  Lawmakers are taking a close look at the latest unemployment figures.
[01:04:53.657 --> 01:04:55.377]  Correspondent Terry Moore reports.
[01:04:55.657 --> 01:05:06.319]  In a congressional hearing, Keith Hall, Commissioner of the Bureau of Labor Statistics, called the job losses moderate and expressed cautious optimism about a light at the end of the recessionary tunnel.
[01:05:06.419 --> 01:05:14.000]  It's hard for me to project, but I will say this sort of moderation is consistent with an improving job market.
[01:05:14.040 --> 01:05:19.081]  As far as whether it will continue to moderate in the future, I can't say.
[01:05:19.441 --> 01:05:23.847]  Specifically, the nation's unemployment rate jumped to 9.4% last month.
[01:05:24.028 --> 01:05:25.570]  That matches the rate of July 1983.
[01:05:25.710 --> 01:05:28.213]  I'm Terry Moore in Washington.
[01:05:28.414 --> 01:05:29.255]  And I'm Mark Thomas.
[01:05:29.295 --> 01:05:31.378]  This is IRN USA Radio News.
[01:05:35.231 --> 01:05:39.052]  You don't have to be in the military to enjoy military surplus savings.
[01:05:39.372 --> 01:05:45.174]  Right now at MainMilitary.com, you'll find savings on the top must-have military supplies.
[01:05:45.534 --> 01:05:47.114]  M10 gas masks for $12 or 3 for $30.
[01:05:47.174 --> 01:05:48.595]  Gas mask hoods $4 or 3 for $10.
[01:05:48.835 --> 01:05:49.975]  Mask filters $6 or 3 for $15.
[01:05:54.096 --> 01:05:56.157]  Save big on British chemical suits, only $12.
[01:05:57.157 --> 01:05:59.018]  Israeli gas masks, $20.
[01:05:59.258 --> 01:06:02.639]  Trigger finger gloves, $5 a pair or $36 a dozen.
[01:06:02.899 --> 01:06:06.040]  Snowshoe binding for $8 or $48 a dozen.
[01:06:06.220 --> 01:06:07.260]  And so much more.
[01:06:07.541 --> 01:06:10.982]  Even hard-to-find surplus items, all at surplus prices.
[01:06:11.242 --> 01:06:15.983]  Preparing the whole family has never been so affordable at MainMilitary.com.
[01:06:16.303 --> 01:06:17.724]  MainMilitary.com.
[01:06:17.904 --> 01:06:20.745]  One of the last surviving true surplus stores in the country.
[01:06:21.105 --> 01:06:25.707]  Shop now at MAINEMILITARY.COM or call 877-608-0179.
[01:06:25.727 --> 01:06:26.007]  That's 877-608-0179.
[01:06:26.067 --> 01:06:29.248]  Prepare yourself for a talk radio experience like no other.
[01:06:29.408 --> 01:06:30.469]  He stands for truth.
[01:06:30.529 --> 01:06:33.770]  He stands for justice.
[01:06:33.830 --> 01:06:35.771]  He stands for what's right.
[01:06:51.269 --> 01:06:53.650]  This is the Alex Jones Show.
[01:06:54.550 --> 01:06:57.411]  Call Alex now, toll free at 877-590-5525.
[01:06:57.451 --> 01:07:01.112]  Now live from Austin, Texas, here's Alex Jones.
[01:07:13.869 --> 01:07:19.850]  I rarely do a whole hour without taking phone calls, but I did because I was going over eugenics, and it's so important.
[01:07:20.471 --> 01:07:21.971]  It's what our whole society is based on.
[01:07:23.271 --> 01:07:29.733]  I know we have callers from Africa, Austin, Florida, you name it, and your calls are coming up this hour.
[01:07:30.173 --> 01:07:32.373]  Carl, Ben, and many others will go to Africa first.
[01:07:32.394 --> 01:07:33.754]  877-590-5525, 877-590-5525, or locally in Central Texas, 836-0590.
[01:07:43.932 --> 01:07:48.314]  Look, I didn't even get into all the other news I wanted to cover.
[01:07:48.374 --> 01:08:00.719]  How they're selling the public that humans are bad and so sterilizing us, having one-child policies, having all these new green taxes openly paid to private banks and to Al Gore.
[01:08:00.779 --> 01:08:04.640]  Yes, he owns one of the big carbon trading companies, actually two of them, controlling stock in it.
[01:08:05.080 --> 01:08:05.961]  How this is good.
[01:08:06.461 --> 01:08:09.322]  This is sick neo-feudalism, ladies and gentlemen.
[01:08:10.140 --> 01:08:17.003]  And when you hear about Bill Gates, you know, his wife, they gave $40 billion to help Planned Parenthood in Africa.
[01:08:17.463 --> 01:08:19.864]  And, oh, Warren Buffett outdid him.
[01:08:19.904 --> 01:08:21.405]  He gave $40-something billion.
[01:08:22.385 --> 01:08:26.807]  When you actually go through and find out, they put that in tax-free investments.
[01:08:27.407 --> 01:08:28.768]  So they don't have to pay taxes on it.
[01:08:29.048 --> 01:08:35.490]  Then they take the extra money off the top and fund the vaccines and the rest of it, and the sterilizations and the birth control.
[01:08:37.431 --> 01:08:39.112]  Very, very sick, ladies and gentlemen.
[01:08:40.379 --> 01:08:41.521]  And so that's what's really happening.
[01:08:41.541 --> 01:08:43.484]  So after I take some calls, I'm going to get back into this.
[01:08:43.524 --> 01:08:47.590]  Also, TV shows like ABC News, Earth 2100.
[01:08:47.991 --> 01:08:50.935]  And I went ahead and finally watched this.
[01:08:50.955 --> 01:08:53.259]  It just came out last week.
[01:08:54.130 --> 01:08:57.232]  And it's the Earth is going to completely die because there's too many people.
[01:08:57.572 --> 01:09:02.054]  If we don't reduce the number of people, the Earth will die and we will all die.
[01:09:02.434 --> 01:09:06.956]  So the yuppies watching go, yeah, we got to start killing people or we won't have our SUVs.
[01:09:07.056 --> 01:09:07.797]  Total bull.
[01:09:08.137 --> 01:09:09.998]  Teaching you to have artificial scarcity.
[01:09:10.298 --> 01:09:12.039]  Teaching you to give up your liberties and freedoms.
[01:09:12.079 --> 01:09:17.862]  They have this other video produced by George Soros and a bunch of people called The Home Project.
[01:09:19.321 --> 01:09:20.802]  They're copying our model.
[01:09:21.262 --> 01:09:25.906]  The model I literally pioneered 10-12 years ago with the first big viral videos on the web.
[01:09:26.246 --> 01:09:28.027]  That is, the first viral political videos.
[01:09:28.948 --> 01:09:31.790]  They had other ones, you know, with Kibble the lightsaber jumping around or whatever.
[01:09:34.011 --> 01:09:35.853]  Or, you know, bloopers videos or whatever.
[01:09:36.313 --> 01:09:41.597]  But, you know, I had films and videos online 10-11 years ago that were getting millions of views.
[01:09:42.637 --> 01:09:44.258]  We pioneered that unknowingly.
[01:09:44.639 --> 01:09:47.741]  And now, all my films are the most viewed on YouTube and Google.
[01:09:48.467 --> 01:09:51.949]  The Obama Deception, last time I counted it up, when it had been out two months.
[01:09:51.969 --> 01:09:52.829]  It's been out about three now.
[01:09:53.329 --> 01:09:59.212]  When it had been out two months, I spent about 45 minutes counting it up, and it had 15 million plus views.
[01:09:59.652 --> 01:10:02.814]  And I had Psychology Today on the phone with me doing this big cover story.
[01:10:03.594 --> 01:10:04.955]  You know, kind of a hit piece, I'm sure.
[01:10:05.675 --> 01:10:08.317]  And he said, so your film's had about a million views online.
[01:10:08.377 --> 01:10:10.198]  I said, no, it's 15 million last time I checked.
[01:10:10.698 --> 01:10:11.578]  Oh, sure.
[01:10:12.038 --> 01:10:14.199]  I said, here, Google Obama Deception right now.
[01:10:15.780 --> 01:10:17.321]  And I said, okay, click on the first link.
[01:10:17.964 --> 01:10:18.505]  What's that say?
[01:10:18.845 --> 01:10:19.265]  2.2 million.
[01:10:19.666 --> 01:10:20.606]  What's the next link say?
[01:10:20.646 --> 01:10:20.967]  A million.
[01:10:20.987 --> 01:10:21.808]  What's the next link say?
[01:10:21.828 --> 01:10:22.248]  2 million.
[01:10:22.268 --> 01:10:23.809]  What's the next link say?
[01:10:23.829 --> 01:10:23.809]  500,000.
[01:10:24.170 --> 01:10:25.051]  What's the next link say?
[01:10:25.071 --> 01:10:25.871]  You want to keep counting here?
[01:10:25.891 --> 01:10:27.092]  You want to keep counting here?
[01:10:27.112 --> 01:10:28.614]  Is that what you want to do?
[01:10:30.155 --> 01:10:31.376]  They can't stand that!
[01:10:31.657 --> 01:10:33.098]  They can't stand they're not in control.
[01:10:33.258 --> 01:10:36.461]  They can't stand that nobody can challenge them.
[01:10:36.681 --> 01:10:38.042]  That nobody's able to resist them.
[01:10:38.983 --> 01:10:39.724]  They can't stand it!
[01:10:45.805 --> 01:11:03.830]  And ladies and gentlemen, that's why George Soros, with millions of dollars of funding, with a bunch of other big companies, you can look at all the globalists, and all the effeminate, decadent, New World Order companies, mainly, you know, designer clothing, that fund this anti-human, the Earth's gonna die, humans are bad, we gotta restrict everything we do, and it's like a cult.
[01:11:04.070 --> 01:11:12.152]  People won't water their yards, even though they're on well water, like we're running out of tap water, like we're running out of aquifer water when it's replenished.
[01:11:13.239 --> 01:11:14.379]  You're being taught you're bad.
[01:11:14.399 --> 01:11:15.860]  You're being taught to live with less.
[01:11:16.340 --> 01:11:17.580]  Sure, we should have cleaner systems.
[01:11:17.600 --> 01:11:18.741]  Sure, we should develop new systems.
[01:11:18.981 --> 01:11:20.001]  That's not what this is.
[01:11:20.021 --> 01:11:22.702]  This is about a control group hijacking humanity.
[01:11:22.902 --> 01:11:30.144]  If you read the Royal Commission on Population put out by the British government in 1949, you'd know they actually stopped clean
[01:11:31.246 --> 01:11:40.930]  Power systems from going in in the third world so that they would increase their numbers to actually hurt their population so they'd eat up all their resources so they could be controlled.
[01:11:41.150 --> 01:11:47.893]  Then they said they'd use soft kill weapons to wipe out the larger mass after they use the huge population explosion to hamstring them.
[01:11:48.214 --> 01:11:49.714]  This isn't about environmentalism.
[01:11:49.874 --> 01:11:51.715]  This is about cold-blooded control.
[01:11:51.935 --> 01:11:58.998]  And until you've read UN actuaries on this, don't you sit there and laugh at me, some of you people out there, and tell me this isn't true.
[01:11:59.159 --> 01:11:59.719]  It's true!
[01:12:00.399 --> 01:12:01.740]  And you're being attacked by it!
[01:12:04.803 --> 01:12:06.644]  There's all these programs, all these shows.
[01:12:06.664 --> 01:12:08.366]  They're brainwashing the kids in schools.
[01:12:08.666 --> 01:12:12.869]  I got stacks of mainstream news where the cops are training kids to tattle on their parents.
[01:12:13.150 --> 01:12:15.011]  And cops are saying, spy on your neighbors.
[01:12:15.472 --> 01:12:16.813]  We're in deep trouble, folks.
[01:12:17.193 --> 01:12:20.195]  And the same programs happening in Africa and Australia and the U.S.
[01:12:20.476 --> 01:12:21.537]  are happening everywhere else.
[01:12:21.837 --> 01:12:22.718]  This is global.
[01:12:22.858 --> 01:12:24.459]  We're under a new world order.
[01:12:25.120 --> 01:12:29.103]  They talk to you like you were little kids for decades and told you the new world order didn't exist.
[01:12:30.620 --> 01:12:30.980]  Remember?
[01:12:33.703 --> 01:12:40.590]  And then now they're all over the news saying, oh it does exist, it'll save the global warming, it'll save the currency and stock market banking problem.
[01:12:40.770 --> 01:12:43.513]  It's the very bankers that run it that created the crisis!
[01:12:44.594 --> 01:12:46.996]  Please, what I'm telling you is absolute fact!
[01:12:47.156 --> 01:12:48.938]  We're all in great danger here!
[01:12:50.484 --> 01:12:55.027]  And I know they taught you to be smug and smart-mouthed and arrogant and on power trips.
[01:12:55.467 --> 01:12:56.948]  I know they taught you not to care.
[01:12:57.188 --> 01:12:58.749]  I know they taught you you were the elite.
[01:12:58.929 --> 01:12:59.809]  You're not the elite.
[01:12:59.989 --> 01:13:10.955]  You stupid, fat, dumb soccer moms calling in to local news stations saying, kill all the blacks and Mexicans, abort their babies for the environment and so we won't have thugs.
[01:13:11.476 --> 01:13:12.396]  You are idiots!
[01:13:13.057 --> 01:13:14.157]  Even if you were cold-blooded.
[01:13:15.038 --> 01:13:19.080]  Don't you understand that anything that can be done to them can be done to you, you fool, and it is?
[01:13:20.185 --> 01:13:20.925]  You're idiots!
[01:13:23.107 --> 01:13:27.409]  You think you can go around crapping on everybody and it ain't gonna come back on you, you stupid twit?
[01:13:28.009 --> 01:13:31.291]  You really want- You go look at those little black kids you're wishing weren't alive!
[01:13:31.431 --> 01:13:32.732]  You look at those human beings!
[01:13:33.052 --> 01:13:34.113]  Those sweet little humans!
[01:13:34.713 --> 01:13:35.794]  You're filth!
[01:13:36.814 --> 01:13:37.655]  You're trash!
[01:13:39.356 --> 01:13:40.716]  Let's go ahead and talk to Carl.
[01:13:41.217 --> 01:13:42.057]  Let me tell you something.
