[00:00:00.009 --> 00:00:02.750]  Go to GCNlive.com to order online now.
[01:49:25.793 --> 01:49:26.795]  P Memory.
[01:49:26.835 --> 01:49:28.156]  Just the letter P Memory dot net.
[01:49:28.396 --> 01:49:30.359]  Proven results from just one lesson, guaranteed.
[01:49:31.772 --> 01:49:35.173]  No gimmicks or magic pills, just pure science and real training that makes sense.
[01:49:35.233 --> 01:49:40.816]  Memorize what you read, what you really need, such as daily tasks, new languages, and even entire books.
[01:49:40.856 --> 01:49:43.837]  Dramatically improve natural memory, attention, and thinking speed.
[01:49:44.117 --> 01:49:56.121]  Go to pmemory.net now and read hundreds of testimonials, download a free e-book explaining how memory really works, and get 10% off by mentioning Alex Jones, School of Phenomenal Memory, pmemory.net.
[01:49:56.602 --> 01:49:57.362]  It's not a method.
[01:49:59.682 --> 01:50:03.980]  It is a new method, not a classical system there at the end.
[01:50:04.739 --> 01:50:15.626]  Okay, also, survivalseedbank.com, in a real crisis, having non-hybrid seeds means having the ability to grow an endless supply of nutrient-dense food to feed your loved ones.
[01:50:16.166 --> 01:50:21.390]  There have been times in American history, for example, when seeds had the greatest value of any barter item, even silver or gold.
[01:50:21.410 --> 01:50:28.694]  There's a war on against non-hybrid seeds, waged by the global elite, who want to control the entire population of the food.
[01:50:28.755 --> 01:50:31.336]  Governments are storing seeds at secret seed banks.
[01:50:31.356 --> 01:50:32.037]  Well, they now admit it.
[01:50:32.777 --> 01:50:37.241]  Solutions from science is now trying to get the seeds out of the globalist's hands into the hands of the people.
[01:50:37.561 --> 01:50:39.263]  Go to survivalistseedbank.com.
[01:50:39.283 --> 01:50:41.404]  Survivalseedbank.com.
[01:50:41.444 --> 01:50:41.905]  Stay with us.
[01:50:46.068 --> 01:50:47.930]  Thank you for listening to GCN.
[01:50:49.471 --> 01:50:51.513]  Visit GCNlive.com today.
[01:50:54.480 --> 01:50:56.061]  Hello friends, this is Alex Jones.
[01:50:56.181 --> 01:51:00.802]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:51:00.902 --> 01:51:03.663]  We need to be independent, and food and water is the key.
[01:51:03.863 --> 01:51:06.744]  You'll never have to stand in a bread line if you have your own bread.
[01:51:06.924 --> 01:51:11.626]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency.
[01:51:11.866 --> 01:51:12.787]  If you simply prepare.
[01:51:12.988 --> 01:51:15.932]  No one is going to take care of your family in the final equation but you.
[01:51:16.232 --> 01:51:23.142]  You know eFoodsDirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[01:51:23.262 --> 01:51:26.366]  And they do it at almost half the cost of last year's grocery prices.
[01:51:26.506 --> 01:51:26.767]  Call 1-800-409-5633.
[01:51:29.190 --> 01:51:31.431]  Or on the web, go to efoodsdirect.com.
[01:51:31.651 --> 01:51:37.713]  Visit efoodsdirect.com and look over the fine list of high-quality, prescribed, and dehydrated foods they have to offer.
[01:51:37.913 --> 01:51:41.654]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[01:51:41.674 --> 01:51:43.014]  Again, 800-409-5633, or on the web at efoodsdirect.com.
[01:51:43.034 --> 01:51:43.614]  Take action today.
[01:51:43.654 --> 01:51:45.635]  The first step is getting storable food.
[01:51:57.125 --> 01:51:59.047]  Waging war on corruption.
[01:51:59.527 --> 01:52:02.370]  Alex Jones on the GCN Radio Network.
[01:52:08.895 --> 01:52:09.556]  Big Brother.
[01:52:10.216 --> 01:52:11.257]  Mainstream media.
[01:52:11.978 --> 01:52:13.079]  Government cover-ups.
[01:52:13.739 --> 01:52:14.560]  You want answers?
[01:52:15.320 --> 01:52:16.241]  Well, so does he.
[01:52:16.882 --> 01:52:20.605]  He's Alex Jones on the GCN Radio Network.
[01:52:21.065 --> 01:52:25.129]  And now, live from Austin, Texas, Alex Jones.
[01:52:27.401 --> 01:52:29.762]  We're now into hour number 3.
[01:52:29.822 --> 01:52:34.103]  We've been live at PrisonPlanet.tv since 20 minutes into the show today.
[01:52:34.123 --> 01:52:41.986]  We'll just continue with a 3 hour, 40 minute simulcast of the 4 hour radio show until the end of the transmission.
[01:52:42.006 --> 01:52:44.167]  People again watching live at PrisonPlanet.tv.
[01:52:45.087 --> 01:52:49.889]  Not only do you get the Obama Deception, all my other films are super high quality, but the at least 2 hours a day we do here live.
[01:52:50.769 --> 01:53:03.757]  Simulcasting the radio show, with all the documents and video clips, and Jason Bermas, 9 to Midnight, with the new show, The Info Warrior, produced out of these studios, out of this chair, over this microphone, 9 to Midnight, also simulcast at PrisonPlanet.tv.
[01:53:04.337 --> 01:53:06.599]  I was plugging a sponsor and got cut off by the break.
[01:53:07.059 --> 01:53:08.460]  It's SurvivalSeedBank.com.
[01:53:08.500 --> 01:53:09.060]  Great folks.
[01:53:09.140 --> 01:53:09.701]  Give them a call at 877-327-0365.
[01:53:09.721 --> 01:53:10.561]  There's that number again, 877-327-0365.
[01:53:10.581 --> 01:53:12.482]  Okay, I said I want to take a lot of calls.
[01:53:12.523 --> 01:53:13.163]  We are taking your calls.
[01:53:19.887 --> 01:53:22.169]  I want to get into this announcement of a world currency.
[01:53:22.850 --> 01:53:25.212]  It's being done with a whimper, not a bang.
[01:53:26.233 --> 01:53:28.114]  And Paul Watson and I was doing another article.
[01:53:28.194 --> 01:53:32.898]  We cover this in the Obama Deception, and it's just all coming out mainstream news right now.
[01:53:33.399 --> 01:53:35.281]  But right now, let's go back to your calls.
[01:53:35.681 --> 01:53:37.983]  Brian in California, thanks for holding her on the air.
[01:53:38.483 --> 01:53:42.587]  Hello Alex, it's a pleasure talking to you, and I wanted to thank you for everything that you do.
[01:53:42.607 --> 01:53:43.928]  I want to thank you, sir.
[01:53:43.968 --> 01:53:44.569]  I'm just doing my duty.
[01:53:45.194 --> 01:53:57.904]  Okay, uh, I was going over my copy of, uh, Morals and Dogma, and I got into this section about, uh, the 28th Degree Freemason, uh, where they reach the Knight of the Sun or Prince of Depth, and something really intrigued me about the number 9.
[01:53:58.144 --> 01:54:07.211]  You know, it's, uh, a number that is really regarded by them, and they indicate that it's, uh, the ancients regarded it as a number with a sort of terror.
[01:54:07.251 --> 01:54:14.117]  They considered it bad presage, as a symbol of versatility, of change, and the emblem of frailty in human affairs.
[01:54:14.892 --> 01:54:25.902]  Well, we have a number 9 that's coming up, a date with a number 9 that's of extreme significance, where I feel that it's a possibility they might just put in a false flag event.
[01:54:27.183 --> 01:54:29.285]  Well, remember what happened, it was...
[01:54:32.059 --> 01:54:42.562]  You know, 3-3-3 on the Madrid bombing, and then 7-7 on the bombings in England of the trains and the bus, and then 9-11 and all the... And they are!
[01:54:42.622 --> 01:54:44.183]  I mean, it's not us that believe in this.
[01:54:44.203 --> 01:54:50.405]  It's the globalists believe in numerology, they believe in all this esoteric architecture.
[01:54:50.985 --> 01:54:51.745]  They're into it.
[01:54:53.206 --> 01:54:55.107]  But a lot of folks then obsess over every date.
[01:54:55.127 --> 01:54:59.208]  They only attack at certain dates, and that tends to be when they think the stars are aligned as well.
[01:55:00.034 --> 01:55:08.982]  Yeah, because I was reading up on the 9 and it says, when multiplied by itself or any other number, it gives a result whose final sum is always 9, or always divisible by 9.
[01:55:09.603 --> 01:55:13.706]  When you add up 9, 9, 9, which is the date that's coming up, it equals 27.
[01:55:13.746 --> 01:55:14.187]  27 being 2 and 7 is 9.
[01:55:17.341 --> 01:55:18.422]  Totally Freemasonic.
[01:55:18.722 --> 01:55:23.445]  So I just wanted to run that by you and wondered if you had covered that in numerology, because I missed yesterday's show.
[01:55:23.465 --> 01:55:24.506]  No, but that's a great point.
[01:55:24.546 --> 01:55:26.508]  I mean, they thought all hell was going to break loose on 666.
[01:55:27.488 --> 01:55:28.489]  Why is that their number?
[01:55:28.589 --> 01:55:32.312]  The Egyptians had that as the mathematical calculation of the sun.
[01:55:33.368 --> 01:55:39.431]  And so that's why 666 is the number of the beast, the number of the pyramid, the number of the symbol, the number of compartmentalization.
[01:55:39.952 --> 01:55:43.934]  And 999 is also, 888 is one of their most, you know, high holy numbers.
[01:55:44.854 --> 01:55:46.235]  The Asians believe that as well.
[01:55:47.475 --> 01:55:54.199]  And, you know, a lot of, you know, big South Korean and Japanese and Chinese corporations do things on 888 or are obsessed with that.
[01:55:54.219 --> 01:55:55.079]  There's a lot of restaurants called 888.
[01:55:56.020 --> 01:55:59.442]  And, you know, people call that superstition, but this is how the elites operate.
[01:55:59.822 --> 01:56:00.782]  This is what they do.
[01:56:01.923 --> 01:56:02.724]  And it's very ancient.
[01:56:03.164 --> 01:56:11.290]  And just as a sociologist, or as an anthropologist, or as a behavioral psychologist, if you're as a layman studying that, and studying the elites themselves, you need to study the enemy.
[01:56:11.891 --> 01:56:14.493]  And they certainly believe in all of this and are very, very obsessed with it.
[01:56:14.513 --> 01:56:18.136]  So I think that is a very valid point that you have brought up there, Brian.
[01:56:18.536 --> 01:56:19.056]  Well, thank you.
[01:56:19.417 --> 01:56:28.102]  Also, you had mentioned a couple of weeks ago, I know you try to keep this short, you mentioned a couple of weeks ago, a couple of months ago, you were going to be covering the tax movement of some sort for sovereigns or something.
[01:56:28.142 --> 01:56:30.243]  Yes, I told my producer to set up.
[01:56:30.263 --> 01:56:32.485]  Yeah, we got a bunch of guests coming up in early April.
[01:56:32.525 --> 01:56:33.005]  Excellent.
[01:56:33.105 --> 01:56:33.665]  Excellent.
[01:56:33.685 --> 01:56:34.706]  I've been waiting for that, too.
[01:56:34.726 --> 01:56:36.647]  That's something that I've been looking into also.
[01:56:36.687 --> 01:56:39.589]  But we're going to have Larry B. Kraft on and Joe Bannister, you name it.
[01:56:39.749 --> 01:56:40.189]  Thank you so much.
[01:56:40.209 --> 01:56:42.211]  Thank you very much, Alex, for everything you do.
[01:56:42.331 --> 01:56:42.531]  You bet.
[01:56:42.551 --> 01:56:45.953]  And we've asked Bob Schultz to be here in studio with us when he's in town soon.
[01:56:46.013 --> 01:56:47.194]  So we'll work on all of that.
[01:56:48.866 --> 01:56:55.629]  But when we come back, I'm going to continue with a few more calls and I'm going to get into this big global government announcement that's happened.
[01:56:56.029 --> 01:56:57.330]  It is a very, very big deal.
[01:56:57.370 --> 01:56:58.290]  Very, very important.
[01:56:58.650 --> 01:57:00.551]  New global currency openly being announced.
[01:57:00.991 --> 01:57:02.112]  We'll explain what's going on.
[01:57:02.132 --> 01:57:02.592]  Stay with us.
[01:57:04.633 --> 01:57:09.155]  How would you like to finally be debt free without paying another cent to creditors and not
[01:57:12.244 --> 01:57:12.764]  I don't think so.
[01:57:29.753 --> 01:57:30.314]  We're good to go.
[01:57:51.474 --> 01:57:54.116]  Call 718-615-0123.
[01:57:54.156 --> 01:57:57.097]  That's 718-615-0123.
[01:57:57.437 --> 01:58:01.060]  Or visit them online at DebtCrisisSolutions.com.
[01:58:01.160 --> 01:58:03.841]  That's DebtCrisisSolutions.com today!
[01:58:03.861 --> 01:58:10.425]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[01:58:11.204 --> 01:58:16.548]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[01:58:17.088 --> 01:58:23.292]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:58:23.572 --> 01:58:25.413]  Well, Obama's already fudging.
[01:58:25.553 --> 01:58:27.955]  He's fudged since day one in this election.
[01:58:28.015 --> 01:58:38.862]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[01:58:41.207 --> 01:58:42.488]  It's not about left or right.
[01:58:42.868 --> 01:58:44.269]  It's about a one world government.
[01:58:44.729 --> 01:58:51.073]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:58:51.634 --> 01:58:59.419]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:58:59.899 --> 01:59:01.040]  The Obama Deception.
[01:59:01.480 --> 01:59:02.661]  The people strike back.
[01:59:04.522 --> 01:59:05.042]  You worry.
[01:59:05.422 --> 01:59:07.143]  You see the signs and worry about the future.
[01:59:07.483 --> 01:59:09.704]  You worry about economic turmoil and food shortages.
[01:59:10.124 --> 01:59:11.925]  How to be prepared while preserving your sanity?
[01:59:12.245 --> 01:59:13.445]  Your answer may be at hand.
[01:59:13.865 --> 01:59:17.046]  Author Linda Runyon lived off the land, isolated from civilization.
[01:59:17.446 --> 01:59:22.328]  She knows that as long as the sun shines, there will be plenty of free food all over God's green earth.
[01:59:22.688 --> 01:59:26.009]  Perhaps the only sane insurance is knowledge of wild edible plants.
[01:59:26.669 --> 01:59:28.010]  The cost of learning is minimal.
[01:59:28.350 --> 01:59:30.951]  Wild food grows everywhere and you will see it everywhere.
[01:59:31.251 --> 01:59:34.192]  It's every bit organic and more nutritious than our modern diets.
[01:59:34.690 --> 01:59:42.874]  Well respected in her field, Linda's approach to teaching this subject includes books, flashcards, and video with an emphasis on health, safety, practicality, and joy.
[01:59:43.334 --> 01:59:47.736]  Learn how to identify it, where and when to find it, how to prepare, use, and store it.
[01:59:48.157 --> 01:59:51.858]  Go to Linda's website, ofthefield.com, and take advantage of special offers.
[01:59:52.178 --> 01:59:56.160]  Or if you're not online, call her 24-hour, toll-free order line at 888-51-EAT-FREE.
[01:59:56.200 --> 01:59:57.561]  That number again, 888-51-EAT-FREE.
[01:59:57.581 --> 01:59:59.302]  A little knowledge makes starvation impossible.
[02:00:06.124 --> 02:00:12.150]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[02:00:12.750 --> 02:00:15.793]  It's Alex Jones and the GCN Radio Network.
[02:00:17.214 --> 02:00:23.720]  I am just going to cover this for about 5-6 minutes with Jason Burmas, then we're going to go back to your calls, but it's very, very important.
[02:00:25.021 --> 02:00:28.884]  This is the big national paper of Dubai, and at a banking conference,
[02:00:30.037 --> 02:00:33.739]  November 6, 2008, the article is The First Barons of Banking.
[02:00:34.360 --> 02:00:35.920]  We'll put that up on screen for folks.
[02:00:36.501 --> 02:00:51.529]  And in it, Nobleman Baron David de Rothschild, his son's been on the show, only for global government basically, the head of the Rothschild Bank, and in here it says he calls for a one world government regulated by the banks, a new world order.
[02:00:52.330 --> 02:00:54.531]  It's all in that article on your screen.
[02:00:55.892 --> 02:00:57.373]  Here's one from the London Telegraph.
[02:00:58.333 --> 02:00:59.074]  This came out.
[02:01:00.296 --> 02:01:03.639]  November 10, 2008, carbon trading must be globally regulated.
[02:01:03.659 --> 02:01:10.907]  People ask, well how do you know, you know, they're calling for a new World Bank, how do you know that they're calling to, that you'll pay your carbon taxes to them?
[02:01:10.927 --> 02:01:15.371]  Because I've seen probably 50 plus articles, no exaggeration, that say the same thing.
[02:01:15.391 --> 02:01:16.572]  So that's the London Telegraph there.
[02:01:17.796 --> 02:01:19.017]  Here is the London Telegraph.
[02:01:20.038 --> 02:01:24.102]  This came out March 16th, or yesterday.
[02:01:24.283 --> 02:01:30.489]  IMF poised to print billions of dollars in global quantitative easing, a new global super currency.
[02:01:30.529 --> 02:01:34.293]  So they just issued their own currency directly, not just sucking it out of U.S.
[02:01:34.313 --> 02:01:36.615]  taxpayers, but they back it with that.
[02:01:36.976 --> 02:01:38.197]  So there is that article.
[02:01:40.563 --> 02:01:44.024]  Then, earlier I was mentioning these articles, and again, these are just some of the big prominent ones.
[02:01:44.544 --> 02:01:47.585]  In making the Obama deception, you Google the term New World Order.
[02:01:47.605 --> 02:01:49.586]  Well, let's do it right now.
[02:01:49.646 --> 02:01:55.628]  Guys, go to Google on screen, type in New World Order, and then click News.
[02:01:55.668 --> 02:01:56.549]  This is not web.
[02:01:56.989 --> 02:01:59.409]  And last time I checked, it was 5,000 something.
[02:02:00.610 --> 02:02:01.950]  Just articles in the last month.
[02:02:01.970 --> 02:02:04.251]  You can go look at the date on it, and it was 5,000.
[02:02:04.771 --> 02:02:08.853]  Now, here we are, right now at PrisonPlanet.tv, New World Order, click News.
[02:02:09.810 --> 02:02:12.632]  He's clicking news and it says results.
[02:02:12.652 --> 02:02:15.895]  Go over there and it will tell you how many hits.
[02:02:16.515 --> 02:02:18.917]  Just a month ago it was 5,000 something.
[02:02:19.597 --> 02:02:21.179]  It says 57,485 articles.
[02:02:30.127 --> 02:02:47.654]  485 articles, and folks, I'm telling you, I have read conservatively 20, 30 a day where I'm like, don't even cover them anymore, I'm so conditioned that it's no big deal, and it's like saying, hey guys, the sun's coming up, you know, I'm not going to read articles on air about the sun coming up this morning, while I'm being attacked in newspapers saying I'm insane, none of it exists.
[02:02:47.674 --> 02:02:50.495]  So the newspapers, schizophrenically, are simultaneously
[02:02:51.195 --> 02:02:55.919]  And federal training documents for police are saying pocket constitutions are signs that we want to kill cops.
[02:02:56.200 --> 02:02:57.160]  New World Order doesn't exist.
[02:02:57.180 --> 02:02:58.101]  We're totally insane.
[02:02:58.121 --> 02:02:58.562]  We're dangerous.
[02:02:58.622 --> 02:02:59.803]  Ron Paul's bad as supporters.
[02:03:00.063 --> 02:03:02.005]  Bob Barr, all libertarians are basically terrorists.
[02:03:02.245 --> 02:03:02.825]  Doesn't exist.
[02:03:03.806 --> 02:03:09.351]  While exactly what we've said the old-timers 50 years ago, because the globals were planning it then, now we're here, it's happening.
[02:03:09.411 --> 02:03:12.013]  I've been saying it for 14 years, because I have the globalist documents.
[02:03:12.854 --> 02:03:14.496]  Look at Time Magazine.
[02:03:14.516 --> 02:03:15.536]  This is in the Obama deception.
[02:03:15.877 --> 02:03:16.657]  New World Order.
[02:03:17.836 --> 02:03:22.278]  And it says, a global bank of the world that we'll pay our taxes to, that will control every nation, including the U.S.
[02:03:22.718 --> 02:03:25.880]  Financial Times of London, and now for a world government, published by the Bilderberg Group.
[02:03:25.900 --> 02:03:39.787]  And I keep going back to this article because they say, we kept it secret for your own good, it is authoritarian, that means non-freedom, tyrannical, and we are setting up a world government for the bankers to save you from global warming and the banking collapse and terrorism.
[02:03:40.107 --> 02:03:43.309]  Everything they engineer, everything they foster, everything they create.
[02:03:43.729 --> 02:03:45.990]  And then, meanwhile, Burmess, let me have that article you've got, please.
[02:03:46.611 --> 02:03:47.431]  We've got this.
[02:03:47.571 --> 02:03:55.816]  People are... The Star-Ledger, and it gets into Obama Serves Conspiracist a Feast of Bilderbergs.
[02:03:56.256 --> 02:03:59.178]  And CBS News carried the... Politico's huge, folks.
[02:03:59.198 --> 02:04:00.579]  They called me three days last week.
[02:04:00.619 --> 02:04:01.819]  I didn't get the message till Friday.
[02:04:02.160 --> 02:04:03.540]  Called the guy, missed his call back.
[02:04:03.580 --> 02:04:04.301]  Talked to him Saturday.
[02:04:04.321 --> 02:04:05.241]  He'd already filed the story.
[02:04:05.522 --> 02:04:09.104]  But they did quote our websites four times in there as sources.
[02:04:09.824 --> 02:04:12.886]  And it's the fairest article I've seen so far that at least they admit Bilderberg exists.
[02:04:12.966 --> 02:04:13.927]  Usually it doesn't exist.
[02:04:14.287 --> 02:04:15.348]  Alex Jones is insane.
[02:04:15.688 --> 02:04:16.348]  He's dangerous.
[02:04:16.408 --> 02:04:17.609]  Watch out for him.
[02:04:18.049 --> 02:04:19.350]  White supremacists talk about this.
[02:04:20.070 --> 02:04:20.711]  They didn't say that.
[02:04:20.731 --> 02:04:21.892]  They admitted secret meetings.
[02:04:22.492 --> 02:04:26.574]  And we prove he wasn't at the secret meetings they claimed he was at Bilderberg last year.
[02:04:26.915 --> 02:04:30.437]  That's why the film, 15 minutes in, we spend 10 minutes on Bilderberg.
[02:04:30.797 --> 02:04:34.342]  Because we're showing he's controlled by the same people that Bush is controlled by.
[02:04:34.402 --> 02:04:41.471]  But Burmese, this is amazing that they really are coming right out in the open now, but they preconditioned the public for decades it didn't exist.
[02:04:41.511 --> 02:04:47.379]  So even when it's being admitted, polite folk won't talk about it because that's crazy talk.
[02:04:47.859 --> 02:04:51.181]  Yeah, I mean, you like to focus on that Time Magazine New World Order article?
[02:04:51.441 --> 02:04:54.664]  They actually have another one called Obama's New World Order you can pull up.
[02:04:54.704 --> 02:04:57.866]  I mean, that's the second New World Order article they did in about six months.
[02:04:57.926 --> 02:04:58.846]  It's all over the place.
[02:04:58.886 --> 02:05:00.327]  There's been about 30 or 40 I've seen.
[02:05:00.347 --> 02:05:08.333]  Yeah, and for the Obama deception to be as huge as that political article was huge, Opie and Anthony did an hour on the Obama deception yesterday.
[02:05:08.613 --> 02:05:10.234]  It's all over the torrent sites.
[02:05:10.254 --> 02:05:14.317]  Folks, when I tell you that we've been going mega-viral for years now,
[02:05:16.001 --> 02:05:19.164]  I mean, our Alexa ratings on InfoWars are just skyrocketing.
[02:05:19.244 --> 02:05:20.325]  Everything's skyrocketing.
[02:05:20.405 --> 02:05:21.686]  Everything's going insane.
[02:05:22.967 --> 02:05:25.930]  Everywhere I go, in Austin or other cities, I'm just mobbed now.
[02:05:26.330 --> 02:05:27.751]  It has gone supernova.
[02:05:28.232 --> 02:05:30.253]  I mean, this is an incredible responsibility, Jason.
[02:05:30.473 --> 02:05:37.099]  Yeah, absolutely, and I just want to thank everybody out there for making the Obama deception go viral before the DVDs even hit the streets.
[02:05:38.260 --> 02:05:46.965]  AOL covered it yesterday, and they did a poll, and thousands of people did the poll, and 70% said they didn't even know what Bilderberg was before they read the article.
[02:05:47.185 --> 02:05:50.367]  And then another 70% said, well, is there a problem with this?
[02:05:50.407 --> 02:05:52.088]  And 70% said, yeah, there's a problem with this.
[02:05:52.108 --> 02:05:53.028]  This sounds suspicious.
[02:05:53.388 --> 02:05:56.550]  So, who knows how many people you just woke up this week alone, Alex.
[02:05:56.610 --> 02:05:57.571]  I mean, great job.
[02:05:58.191 --> 02:05:59.932]  Well, I wish I'd have been interviewed by the Politico.
[02:05:59.952 --> 02:06:00.752]  It would have been even better.
[02:06:01.152 --> 02:06:01.513]  Absolutely.
[02:06:01.673 --> 02:06:02.813]  But that four-page article... You know what?
[02:06:02.833 --> 02:06:04.274]  Before I forget, my wife made a good point.
[02:06:04.354 --> 02:06:05.274]  Call the Politico guy.
[02:06:05.374 --> 02:06:05.934]  Apologize.
[02:06:05.954 --> 02:06:06.795]  Try to get on in three days.
[02:06:06.815 --> 02:06:10.517]  Say, isn't this a... isn't a follow-up needed here?
[02:06:10.877 --> 02:06:13.058]  Because this thing has gone so viral, even for Politico.
[02:06:13.658 --> 02:06:15.639]  Call him up and tell him I apologize.
[02:06:15.659 --> 02:06:18.000]  If he wants to do another interview, any time, give me a call.
[02:06:18.820 --> 02:06:21.862]  But... I mean, it feels good, but also...
[02:06:22.975 --> 02:06:23.856]  It's kind of scary.
[02:06:24.377 --> 02:06:34.267]  And every time I've had this tingly feeling in other areas of our fight here, I mean, it's crazy, Burmese, to have kind of the eye of Sauron looking right at us.
[02:06:34.427 --> 02:06:36.550]  It is a little nuts, but you kind of get past it.
[02:06:36.590 --> 02:06:41.815]  I mean, it's always a good feeling to make a difference and infiltrate into the mainstream media.
[02:06:41.855 --> 02:06:43.938]  You did that with Dylan and Corey with Lou Strange.
[02:06:43.978 --> 02:06:44.138]  Yeah.
[02:06:44.318 --> 02:06:57.314]  Yeah, I mean, it's a little scary at first, but again, Alex, to be at the tip of the spear, the first person to come out with a truly critical piece on the Obama administration, not this false, you know, left or right attacks, not playing, you know, Rush Limbaugh.
[02:06:57.334 --> 02:06:58.255]  No, just that he's a puppet.
[02:06:58.275 --> 02:06:59.236]  Here's the man behind the curtain.
[02:06:59.276 --> 02:06:59.997]  Here's his real agenda.
[02:07:00.017 --> 02:07:00.438]  He's a liar.
[02:07:00.698 --> 02:07:07.382]  Exactly, and it's funny because the comedian that brought this to Opie and Anthony, he's a big fat African American guy, you know?
[02:07:07.443 --> 02:07:14.287]  I mean, you're really, I think it was a great play to put Professor Griff and KRS-One on the film, and I think it's reaching all audiences.
[02:07:14.307 --> 02:07:14.627]  No, no, no, no.
[02:07:14.887 --> 02:07:16.008]  That magically happened.
[02:07:16.028 --> 02:07:17.589]  I mean, God's grace, providence.
[02:07:18.530 --> 02:07:21.252]  We were contacted by KRS-One's manager.
[02:07:22.092 --> 02:07:24.254]  He's coming to town, he'd like to meet you, he'd like to be in the studio.
[02:07:25.034 --> 02:07:26.816]  Then he got here late and couldn't even invite me down.
[02:07:27.116 --> 02:07:29.017]  That happened right at the time where we needed that.
[02:07:29.658 --> 02:07:30.559]  Out of a clear blue sky.
[02:07:30.579 --> 02:07:33.621]  Because we weren't trying to go out and get the token black guys.
[02:07:33.661 --> 02:07:34.702]  They wanted to speak out.
[02:07:34.742 --> 02:07:36.003]  No, it speaks to the youth, too.
[02:07:36.023 --> 02:07:36.884]  No, but it just happened.
[02:07:37.665 --> 02:07:41.568]  And then, Progressor Griff's friend said, Progressor Griff likes what you're doing.
[02:07:41.588 --> 02:07:42.128]  He'd like to come on.
[02:07:42.148 --> 02:07:42.669]  He is soon.
[02:07:42.689 --> 02:07:43.650]  He's been really busy.
[02:07:43.930 --> 02:07:45.131]  But we want to send you this footage.
[02:07:45.411 --> 02:07:47.353]  I mean, that just literally fell in our lap.
[02:07:47.873 --> 02:07:49.253]  And even having Rogan in it, you know?
[02:07:49.293 --> 02:07:53.154]  And then Celente, Tarpley, Jesse Ventura, Willie Nelson.
[02:07:53.394 --> 02:07:55.375]  This thing is really going to go mega viral.
[02:07:55.395 --> 02:07:58.656]  I don't think we're really going to see the effects of it for another, like, three to five weeks.
[02:07:59.136 --> 02:08:01.756]  But, you know, thank God it needs to be out there.
[02:08:01.856 --> 02:08:03.577]  It's really challenging the administration.
[02:08:03.597 --> 02:08:04.017]  Are you kidding?
[02:08:04.057 --> 02:08:04.837]  It's already gone mega viral.
[02:08:04.857 --> 02:08:06.377]  Well, I mean, mega, mega viral.
[02:08:06.397 --> 02:08:09.098]  I mean, when you're booked on five radio shows a day.
[02:08:09.358 --> 02:08:12.659]  I mean, I can see it going that... When AOL comes in... Well, we're already pretty much doing that.
[02:08:12.819 --> 02:08:14.880]  Well, but just on the Obama deception.
[02:08:14.920 --> 02:08:18.122]  You know, a lot of people still aren't aware of our work for some reason, Alex.
[02:08:18.162 --> 02:08:19.463]  They still haven't seen these movies.
[02:08:19.503 --> 02:08:20.264]  They don't know what's up.
[02:08:20.504 --> 02:08:21.765]  And this is a great tool.
[02:08:21.885 --> 02:08:23.806]  Especially because there's a lot of hype around Obama.
[02:08:24.086 --> 02:08:26.688]  People want to check out what the skeletons are in his closet.
[02:08:26.708 --> 02:08:27.188]  No, no, that's it.
[02:08:27.248 --> 02:08:31.230]  It's incendiary because of all this bull... I mean, you go to the bookstore and it's like an Obama cult.
[02:08:31.250 --> 02:08:34.713]  There's posters, books on every aisle, the children's section's like half Obama.
[02:08:35.113 --> 02:08:36.954]  And there's nothing countering him.
[02:08:37.314 --> 02:08:40.056]  Or it's stuff that can't be proven or is from a right-wing perspective.
[02:08:40.296 --> 02:08:51.281]  Yeah, we go over to the local shop to get that kombucha drink we get all the time, and in the background there's a big poster of Gandhi, and right next to that big poster of Gandhi is a big poster of Obama.
[02:08:51.422 --> 02:08:55.964]  I mean, Gandhi led a true revolution against tyranny.
[02:08:56.024 --> 02:08:57.445]  Gandhi was assassinated.
[02:08:57.825 --> 02:09:00.546]  Gandhi went up against the greatest empire in the world at the time.
[02:09:00.806 --> 02:09:02.307]  He is not Mahatma Gandhi.
[02:09:02.347 --> 02:09:04.168]  Mahatma Gandhi was against the establishment.
[02:09:04.508 --> 02:09:05.830]  Yeah, he's absolutely not.
[02:09:05.850 --> 02:09:06.911]  That is not Barack Obama.
[02:09:06.931 --> 02:09:09.313]  Barack Obama is not Mohammed Gandhi or Martin Luther King.
[02:09:09.353 --> 02:09:09.814]  I'm sorry.
[02:09:09.874 --> 02:09:11.576]  Where is his civil disobedience?
