[00:00:00.149 --> 00:00:00.930]  We're good to go.
[01:14:24.184 --> 01:14:27.785]  This is the dirtiest, filthiest crap there is, Aaron.
[01:14:28.105 --> 01:14:29.606]  Can you believe this is happening in America?
[01:14:30.282 --> 01:14:31.043]  It's hard to believe.
[01:14:31.263 --> 01:14:36.568]  You know, I didn't know about all this stuff at first, and then, you know, there's stuff like the Department of Defense, 1404.
[01:14:36.748 --> 01:14:44.435]  As soon as Obama started, they do have national security forces over in foreign countries holding weapons.
[01:14:45.115 --> 01:14:49.839]  And it says they will operate here domestically under NORTHCOM, and it says it will be a multi-hundred thousand man army.
[01:14:50.140 --> 01:14:53.302]  And then the Marines announced, look at this, this just came in Friday.
[01:14:53.643 --> 01:14:55.164]  I can't even cover all of this.
[01:14:55.204 --> 01:14:55.765]  Look at this!
[01:14:56.325 --> 01:14:56.765]  Look at this!
[01:14:57.526 --> 01:15:06.912]  This is a new, they're going to have their new domestic municipal forces that operate in and around the military bases and off the bases, and then they have regular Marines running checkpoints searching U.S.
[01:15:06.932 --> 01:15:07.333]  citizens.
[01:15:07.813 --> 01:15:09.054]  And then look at these cops!
[01:15:09.554 --> 01:15:13.216]  A national police force under the Marines to operate off base!
[01:15:13.977 --> 01:15:15.038]  Oh, hi, I'm the Marine!
[01:15:15.418 --> 01:15:16.659]  And these guys are trained folks.
[01:15:17.119 --> 01:15:21.122]  That's why we just had a We Are Changer I know real well call here.
[01:15:21.422 --> 01:15:22.503]  His sister lives in Austin.
[01:15:23.163 --> 01:15:23.964]  They pulled him over.
[01:15:23.984 --> 01:15:26.265]  They were making the guy drive into a sobriety check.
[01:15:26.305 --> 01:15:27.365]  They hadn't been drinking, by the way.
[01:15:28.266 --> 01:15:30.867]  And she starts calling her brother, Nate Evans.
[01:15:31.308 --> 01:15:32.868]  The cop walks over and says, get off your phone.
[01:15:32.888 --> 01:15:34.049]  She says, I'm allowed to be on the phone.
[01:15:34.449 --> 01:15:36.510]  Slams her face in, splits her whole head open.
[01:15:36.771 --> 01:15:40.413]  She's lucky they didn't gun her down in the back and then say she shouldn't have been out at night.
[01:15:40.993 --> 01:15:47.717]  Because, you know, I heard people on News Radio 590 call her the other day when the cops shot these two guys, saying, good, if you're out at night, you deserve to die.
[01:15:48.547 --> 01:15:52.990]  This is the level of groveling to the police now, where, yes, kill anyone out at night!
[01:15:53.310 --> 01:15:53.891]  Kill us!
[01:15:53.991 --> 01:15:54.491]  Kill us!
[01:15:55.412 --> 01:15:57.053]  You know, I mean, my God, man.
[01:15:57.333 --> 01:15:58.614]  Oh, you're just a cop basher.
[01:15:58.654 --> 01:15:59.675]  Yeah, you know.
[01:16:02.216 --> 01:16:02.937]  My God, folks.
[01:16:03.789 --> 01:16:07.252]  Well, I think they're going to phase this stuff all in with 50 different heads.
[01:16:07.272 --> 01:16:12.936]  There's going to be a kickstart, a head start, teachers for service, all these different organizations.
[01:16:13.056 --> 01:16:15.177]  All drawing paychecks with our tax money.
[01:16:15.197 --> 01:16:18.680]  While we all just sit here... I mean, government is... Bush tripled the size of government.
[01:16:18.960 --> 01:16:21.742]  Obama, in the first two months, doubled the tripling.
[01:16:22.392 --> 01:16:23.053]  It's all over!
[01:16:23.233 --> 01:16:24.655]  They're like roaches.
[01:16:24.916 --> 01:16:28.220]  It's like if you turn your light on at night in the kitchen and there were 8 million roaches.
[01:16:28.501 --> 01:16:29.522]  Just piles of them.
[01:16:29.722 --> 01:16:32.226]  And they're looking at you saying, you're bad, get out of our house.
[01:16:32.907 --> 01:16:33.748]  And I guess it's true.
[01:16:33.788 --> 01:16:34.589]  They are the roaches.
[01:16:34.609 --> 01:16:35.390]  They run everything.
[01:16:36.091 --> 01:16:36.913]  And that's the end of it.
[01:16:37.637 --> 01:16:38.237]  That's terrible.
[01:16:38.637 --> 01:16:44.278]  Yeah, David Gergen's writing since 2006 about how to get government to fund more of these national service groups.
[01:16:44.679 --> 01:16:48.159]  He saw that Obama was coming and knew this thing was going to be rammed forward.
[01:16:48.639 --> 01:16:49.840]  I'm sure for a lot of other reasons.
[01:16:49.860 --> 01:16:58.762]  And then meanwhile, they've introduced three bills where any designate of the federal government can put you on a list, you can't find out why you're on a list, no more Second Amendment, and then they come and take your guns.
[01:16:59.282 --> 01:17:04.403]  You get hit by a SWAT team, too bad if they kill you, the locals will get on the news and say, HE DESERVED IT!
[01:17:05.703 --> 01:17:09.846]  You know, I mean, and these guys are old in Iraq, confiscating guns and kicking in doors all day.
[01:17:10.066 --> 01:17:11.107]  They show up here.
[01:17:11.887 --> 01:17:14.529]  You wonder how people fell to the Nazis and stuff and the Communists?
[01:17:14.609 --> 01:17:16.950]  Because the people go along with orders, man.
[01:17:17.411 --> 01:17:24.115]  They rationalize that it's good, but it's going to get so bad that all of you are going to lose in the end and your family name is going to be destroyed.
[01:17:24.135 --> 01:17:28.298]  A lot of you cops and military are going to go to prison because we're going to beat you in the end.
[01:17:28.658 --> 01:17:42.604]  I just want, I probably won't be here after all this Aaron, but when we finally take America back and take the world back, I do want to make sure we hunt all these people down and give them a proper trial with their juries, but everybody that commits treason, I really think they need the death penalty.
[01:17:43.344 --> 01:17:46.966]  I'm sorry, I really think that they need to at least be given life in prison.
[01:17:47.466 --> 01:17:52.228]  All these prisons full of pot smokers will fill it full of government bureaucrats and cops that broke the law.
[01:17:53.533 --> 01:17:55.114]  Now, you think you're invincible now.
[01:17:55.134 --> 01:17:55.934]  You think you've won.
[01:17:55.974 --> 01:17:58.156]  You think you've destroyed the country and you've had the victory.
[01:17:58.436 --> 01:17:59.136]  No, you haven't!
[01:18:00.177 --> 01:18:00.597]  Right here.
[01:18:00.897 --> 01:18:03.979]  Bill in Congress would ban gun ownership at will.
[01:18:04.419 --> 01:18:05.780]  Now, I know a lot of cops are good.
[01:18:05.980 --> 01:18:07.101]  Do you stand with this?
[01:18:07.561 --> 01:18:09.262]  They got bills to ban free speech!
[01:18:09.382 --> 01:18:10.103]  It's happening!
[01:18:10.203 --> 01:18:11.504]  There's no more time to suck your phone!
[01:18:11.524 --> 01:18:12.744]  Alex Jones here with a question.
[01:18:12.925 --> 01:18:14.365]  What does humidity mean to you?
[01:18:14.666 --> 01:18:16.907]  Most people think of hot and sticky summer days.
[01:18:17.347 --> 01:18:22.070]  But many people are beginning to realize that humidity can be a valuable source of pure drinking water.
[01:18:22.483 --> 01:18:25.324]  That's why I'd like you to visit acolablue.com.
[01:18:25.664 --> 01:18:41.570]  Acolablue is a state-of-the-art atmospheric water generator producing purified drinking water from the humidity in the air using reverse osmosis and a five-stage carbon and UV light filtration system which produces great tasting water at an unbeatable price.
[01:18:42.131 --> 01:18:44.131]  Finally, drinking water that you control.
[01:18:44.431 --> 01:18:45.432]  I use one every day.
[01:18:45.852 --> 01:18:48.293]  Say goodbye to expensive water delivery services.
[01:18:48.533 --> 01:18:49.113]  We're good.
[01:19:11.192 --> 01:19:12.533]  Hey folks, Alex Jones here.
[01:19:12.713 --> 01:19:17.697]  I'm sending out a special alert to all those out there listening with credit card debt and struggling to make payments.
[01:19:18.098 --> 01:19:20.179]  I'm going to give you a very important phone number.
[01:19:20.520 --> 01:19:29.667]  Due to a declining economy and credit crisis, you now have the power to settle your debt and lower your payments by up to 60% or more by calling the bailout group.
[01:19:29.987 --> 01:19:36.752]  This program has already settled over 100 million dollars of debt and are saving individual consumers thousands of dollars.
[01:19:37.072 --> 01:19:43.217]  Folks, if you are struggling with credit card debt and those excessive interest payments, the time is now to take advantage of this opportunity.
[01:19:43.377 --> 01:19:46.159]  Call the bailout group today at 1-800-324-6554.
[01:19:47.319 --> 01:19:49.861]  I hope our listeners take advantage of this.
[01:19:50.121 --> 01:19:55.485]  The call is free and in 10 minutes they will show you how much you can save right over the phone with one simple call.
[01:19:55.725 --> 01:19:57.827]  Let the bailout group bail you out of debt.
[01:19:58.047 --> 01:20:00.928]  Have you ever noticed that celebrities are endorsing weight loss products and health aids?
[01:20:21.493 --> 01:20:24.178]  Do you think they endorse these products for free?
[01:20:25.320 --> 01:20:25.981]  I don't think so.
[01:20:26.281 --> 01:20:30.128]  I'm here to tell you, I'm not a celebrity, and Life Change Tea doesn't need one.
[01:20:30.369 --> 01:20:33.615]  Think about this, the product speaks for itself!
[01:20:34.213 --> 01:20:35.275]  What a concept!
[01:20:35.775 --> 01:20:36.796]  Our product works.
[01:20:37.357 --> 01:20:39.420]  You get healthy and you'll lose weight.
[01:20:39.920 --> 01:20:40.561]  Summer's coming.
[01:20:40.781 --> 01:20:41.763]  Look and feel good.
[01:20:42.323 --> 01:20:42.764]  Order now.
[01:20:42.784 --> 01:20:42.824]  928-308-0408.
[01:20:43.224 --> 01:20:43.905]  Write this down.
[01:20:43.925 --> 01:20:43.965]  928-308-0408.
[01:20:51.795 --> 01:20:55.776]  Alright, I'm gonna get into the attack on the Second Amendment.
[01:21:21.912 --> 01:21:25.553]  Which is an absolute declaration of war.
[01:21:26.073 --> 01:21:28.414]  I mean, this is not just the end of the second, it's the end of everything.
[01:21:29.054 --> 01:21:38.137]  They say, we secretly are going to take your guns, we're secretly going to put you on the list, we're going to secretly not allow you to buy guns, and you can't ever find out why, and there's no judge, no jury, no indictment.
[01:21:38.537 --> 01:21:41.699]  And if you think the cops aren't going to follow orders and carry this out, you've got another thing coming.
[01:21:42.219 --> 01:21:47.500]  Bush didn't dribble the size of the Bureau of Alcohol, Tobacco, Firearms, and Explosives because he wanted to play games.
[01:21:47.981 --> 01:21:49.041]  And Obama is coming.
[01:21:50.492 --> 01:21:51.573]  I can't believe it's come to this.
[01:21:52.073 --> 01:21:58.616]  They'll just pick us off one at a time and there's these right head cops that just love SWAT team and families.
[01:21:58.737 --> 01:22:00.017]  I just can't believe it.
[01:22:00.237 --> 01:22:03.039]  And you know, don't say the government isn't rogue and isn't criminal.
[01:22:03.819 --> 01:22:04.880]  I've heard enough from you.
[01:22:05.260 --> 01:22:08.842]  If I don't see police out mass protesting against the government, you're bad.
[01:22:09.482 --> 01:22:10.563]  And I don't see you out doing it.
[01:22:11.784 --> 01:22:13.004]  And look, you can be mad at me now.
[01:22:13.364 --> 01:22:14.125]  Be mad at me now.
[01:22:14.445 --> 01:22:15.626]  Wish you'd have fought back later.
[01:22:16.613 --> 01:22:17.774]  Everything's being destroyed.
[01:22:17.914 --> 01:22:19.054]  All our liberties, all our freedoms.
[01:22:19.094 --> 01:22:20.355]  I want to finish up with that in a moment.
[01:22:21.735 --> 01:22:24.237]  Huge news, most maximum level alert we've got.
[01:22:24.757 --> 01:22:25.817]  Can you get it out to everybody?
[01:22:27.178 --> 01:22:29.219]  I want to tell you about eFoodsDirect.com.
[01:22:29.239 --> 01:22:32.521]  They're the best storable foods company out there, bar none.
[01:22:32.541 --> 01:22:34.742]  That's where I've gotten my storable foods.
[01:22:35.102 --> 01:22:37.043]  Lasts more than 10 years in climate controlled.
[01:22:37.063 --> 01:22:41.385]  10 years in your garage or attic or in a shed if it's non-climate controlled.
[01:22:42.045 --> 01:22:43.726]  These are in these triple enameled cans.
[01:22:44.306 --> 01:22:46.427]  High-quality dehydrated or freeze-dried food.
[01:22:46.687 --> 01:22:48.087]  Just incredibly low prices.
[01:22:48.107 --> 01:22:48.968]  Non-GMO.
[01:22:48.988 --> 01:22:51.649]  Just great stuff.
[01:22:51.669 --> 01:22:51.909]  800-409-5633.
[01:22:52.449 --> 01:22:55.970]  In these uncertain times, with all this craziness going on, being self-sufficient is the key.
[01:22:55.990 --> 01:22:56.050]  1-800-409-5633.
[01:22:56.070 --> 01:22:56.130]  1-800-409-5633.
[01:22:56.150 --> 01:22:56.791]  Or efoodsdirect.com.
[01:23:04.321 --> 01:23:10.111]  Again, ladies and gentlemen, 1-800-409-5633 or efoodsdirect.com.
[01:23:10.471 --> 01:23:17.703]  The swine flu virus breakout may get much more serious because it's a manufactured virus.
[01:23:18.858 --> 01:23:19.919]  I told you it was that day one.
[01:23:19.939 --> 01:23:22.701]  The media now admits it, and they're saying it's going to come back out in the fall.
[01:23:22.981 --> 01:23:25.422]  With the economy, with all of this, it's good to get prepared.
[01:23:25.442 --> 01:23:28.604]  800-409-5633, efoodsdirect.com.
[01:23:28.964 --> 01:23:30.966]  Also, mysolarbackup.com.
[01:23:31.006 --> 01:23:34.348]  A lot of stuff can happen during these crazy times.
[01:23:34.588 --> 01:23:37.550]  Power outages, hurricanes, tornadoes, you name it.
[01:23:37.610 --> 01:23:38.430]  Government control.
[01:23:38.931 --> 01:23:42.353]  This is like having your own little power plant hidden in your house.
[01:23:42.373 --> 01:23:45.455]  1,800 watts of power on demand in the event of any disaster or outage.
[01:23:46.637 --> 01:23:51.641]  The PowerSource 800 power plant and high-efficiency panel designed to provide endless electricity.
[01:23:52.682 --> 01:23:56.444]  Solar generators like having a silent power plant, as I said, hidden in your home.
[01:23:56.805 --> 01:24:00.167]  The government doesn't own the sun yet, folks, so make your move today.
[01:24:00.507 --> 01:24:01.328]  MySolarBackup.com.
[01:24:01.348 --> 01:24:01.968]  MySolarBackup.com or 1-877-327-0365.
[01:24:01.988 --> 01:24:02.148]  877-327-0365.
[01:24:02.168 --> 01:24:02.749]  MySolarBackup.com.
[01:24:02.769 --> 01:24:03.529]  Now listen to me.
[01:24:13.103 --> 01:24:17.830]  They have three different bills introduced that we've covered here on air.
[01:24:18.632 --> 01:24:20.053]  Three different bills, H.R.
[01:24:20.073 --> 01:24:24.776]  2159, denying firearms and explosives to dangerous terrorists.
[01:24:25.076 --> 01:24:33.361]  Says you're not convicted, you're on a MIAC or DHS report, or any other reason, or one of our AmeriCorps people lists you as maybe an extremist.
[01:24:33.841 --> 01:24:43.827]  As Washington staff says, if we maybe think you might be a terrorist, if we maybe think you might be, no rights, you're not part of the American family, no Second Amendment for you.
[01:24:43.847 --> 01:24:44.527]  That's a quote.
[01:24:44.547 --> 01:24:46.849]  In fact, put my article, Kurt's article, up on screen.
[01:24:49.005 --> 01:24:51.786]  There's the video you can watch of Rahm Emanuel saying that word for word.
[01:24:51.806 --> 01:24:53.647]  I've seen it so many times I now have it memorized.
[01:24:53.727 --> 01:24:54.847]  It's in the Obama Deception.
[01:24:55.227 --> 01:24:57.568]  Bill in Congress would ban gun ownership at will.
[01:25:00.909 --> 01:25:06.791]  And it says on May 13th, Democrat Representative Carolyn McCarthy introduced the No Fly No Buy Act, H.R.
[01:25:06.811 --> 01:25:06.791]  2401.
[01:25:06.831 --> 01:25:10.352]  This is a new bill.
[01:25:10.972 --> 01:25:13.933]  They got another bill where the Attorney General could ban any guns he wants at will.
[01:25:15.494 --> 01:25:16.114]  This is tyranny.
[01:25:17.352 --> 01:25:21.453]  You know, that Kim Jong-il in North Korea, he can do whatever he wants, he's a dictator.
[01:25:21.473 --> 01:25:22.634]  Well, it's the same thing with this.
[01:25:23.454 --> 01:25:28.935]  On May 13, Democrat Carolyn McCarthy introduced the No Fly, No Buy Act, H.R.
[01:25:28.955 --> 01:25:37.338]  2401, a bill that will merge the TSA's no-fly list with the National Instant Background Criminal Check System, which I always told you was a way of listing you as a terrorist.
[01:25:38.438 --> 01:25:40.499]  I told you years ago they were going to merge this with the no-fly.
[01:25:42.335 --> 01:25:43.876]  I'm going to come back in 70 seconds.
[01:25:43.916 --> 01:25:45.298]  I hope stations carry this five minutes.
[01:25:45.658 --> 01:25:48.260]  And then we'll break all this down in detail when we've got a big guest coming up.
[01:25:48.560 --> 01:25:49.181]  Stay with us.
[01:25:52.664 --> 01:25:54.746]  Thank you for listening to GCN.
[01:25:55.286 --> 01:25:58.469]  Be sure to visit GCNlive.com today.
[01:26:00.831 --> 01:26:02.393]  Hello friends, this is Alex Jones.
[01:26:02.513 --> 01:26:07.099]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:26:07.260 --> 01:26:10.023]  We need to be independent, and food and water is the key.
[01:26:10.224 --> 01:26:13.087]  You'll never have to stand in a bread line if you have your own bread.
[01:26:13.288 --> 01:26:17.994]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency.
[01:26:18.214 --> 01:26:19.155]  If you simply prepare.
[01:26:19.335 --> 01:26:22.317]  No one is going to take care of your family in the final equation but you.
[01:26:22.578 --> 01:26:29.483]  You know efoodsdirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[01:26:29.583 --> 01:26:32.706]  And they do it at almost half the cost of last year's grocery prices.
[01:26:32.866 --> 01:26:33.066]  Call 1-800-409-5633.
[01:26:33.106 --> 01:26:34.527]  Or on the web, go to efoodsdirect.com.
[01:26:37.990 --> 01:26:44.053]  Visit eFoodsDirect.com and look over the fine list of high-quality, pre-scribed, and dehydrated foods they have to offer.
[01:26:44.253 --> 01:26:47.995]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[01:26:48.015 --> 01:26:49.516]  Again, 1-800-409-5633 or on the web at eFoodsDirect.com.
[01:26:49.556 --> 01:26:49.976]  Take action today.
[01:26:49.996 --> 01:26:51.817]  The first step is getting storable food.
[01:27:03.627 --> 01:27:05.528]  Waging war on corruption.
[01:27:06.008 --> 01:27:08.988]  Alex Jones on the GCN Radio Network.
[01:27:15.010 --> 01:27:22.172]  We're scheduled to have the inventor of GNU Linux coming up in the next segment.
[01:27:23.266 --> 01:27:24.447]  I know I said we'd have open phones.
[01:27:24.487 --> 01:27:25.568]  We will later, too.
[01:27:25.768 --> 01:27:26.788]  So much is going on.
[01:27:27.409 --> 01:27:29.570]  Right now, let me finish up with the attack on the Second Amendment.
[01:27:29.890 --> 01:27:34.353]  There's one bill introduced where the Attorney General can ban any firearms at will.
[01:27:35.354 --> 01:27:39.877]  It's just like Congress voted to give all its authority over trade to foreign private companies.
[01:27:40.737 --> 01:27:42.098]  World Trade Organization.
[01:27:42.158 --> 01:27:47.420]  Or a UNESCO treaty that gives control of our schools and our policies.
[01:27:48.540 --> 01:27:51.061]  The globalists want an international criminal court with the U.S.
[01:27:51.081 --> 01:27:51.641]  signed on.
[01:27:51.661 --> 01:27:55.383]  Obama says he supports a treaty to waive our rights to the Second Amendment.
[01:27:56.658 --> 01:28:00.960]  And they have the nerve to get on the news and say, we don't get these crazy people buying guns at record levels.
[01:28:01.461 --> 01:28:14.928]  We don't want their guns, while the Attorney General, the White House Chief of Staff, the President, all have called publicly or introduced legislation to ban even single-shot .22s, to take every firearm from the American people, including black powder.
[01:28:15.228 --> 01:28:21.951]  Total gun ban on record, bills introduced to do it, and they just keep saying, what are you talking about?
[01:28:22.572 --> 01:28:23.292]  What are you talking about?
[01:28:23.732 --> 01:28:24.553]  I mean, these people,
[01:28:25.433 --> 01:28:26.634]  You thought Bill Clinton lied.
[01:28:26.674 --> 01:28:27.874]  You thought George Bush lied.
[01:28:28.534 --> 01:28:31.176]  I mean, Obama says he's going to get rid of torture, then he keeps it going.
[01:28:31.236 --> 01:28:35.097]  Secret arrest, secret internment, no rights for detainees, grab U.S.
[01:28:35.137 --> 01:28:40.139]  citizens, use the Patriot Act on citizens, keep warrantless wiretapping going on, hire nothing but lobbyists.
[01:28:40.540 --> 01:28:42.400]  It's all what the Obama deception covers.
[01:28:42.420 --> 01:28:43.721]  You've got to show it to people.
[01:28:45.762 --> 01:28:49.404]  I love this country so much, folks, and this is hardcore tyranny.
[01:28:50.424 --> 01:28:51.585]  I mean, this is the real deal.
[01:28:51.625 --> 01:28:52.385]  Listen to this, Bill.
[01:28:54.974 --> 01:29:01.039]  And little old InfoWars, little old Kurt Nemo gets an email from a listener pointing out the bill and writes a story about it Sunday night.
[01:29:02.080 --> 01:29:03.421]  The NRA isn't going to talk about it.
[01:29:03.461 --> 01:29:04.983]  Nobody's going to talk about it, folks, but us.
[01:29:07.705 --> 01:29:14.751]  And on May 13th, Democrat Representative Carolyn McCarthy introduced the No Fly, No Buy Act.
[01:29:14.771 --> 01:29:18.874]  See, we told you last week this other bill could do that because the language allowed them to.
[01:29:18.974 --> 01:29:19.975]  This states it!
[01:29:20.315 --> 01:29:22.137]  They got three bills to do this!
[01:29:24.005 --> 01:29:26.346]  There's the White House Chief of Staff calling for it to be passed.
[01:29:27.827 --> 01:29:29.228]  What more do you need, man?
[01:29:30.289 --> 01:29:31.430]  They'll still be in denial, though.
[01:29:31.490 --> 01:29:32.871]  They're trained to be slaves.
[01:29:34.272 --> 01:29:38.614]  On May 13th, Democrat Representative Carolyn McCarthy introduced the No Fly, No Buy Act, H.R. 2401.
[01:29:40.888 --> 01:29:48.391]  A bill that will merge the TSA's no-fly list, with over 1,100,000 Americans, with the National Institute of Criminal Background Check System, NICS.
[01:29:49.031 --> 01:29:50.011]  And this is already in place.
[01:29:50.111 --> 01:29:56.594]  Veterans, conservatives, people try to go buy guns, they're told, sorry, and then they go through the appeals process and they say, sorry, no more Second Amendment.
[01:29:57.854 --> 01:30:02.556]  See, guilty until proven innocent, then they appeal it and they're told, you can't be told why you don't get a gun, sorry.
[01:30:02.796 --> 01:30:03.856]  It's already happened.
[01:30:04.076 --> 01:30:08.258]  Just like they were already spying on us without warrants before they passed a law to do it.
[01:30:10.014 --> 01:30:13.320]  Last time I heard, bastards, you didn't repeal the Fourth Amendment.
[01:30:14.122 --> 01:30:14.703]  You're criminals.
[01:30:14.723 --> 01:30:15.284]  You're rogue.
[01:30:15.584 --> 01:30:17.568]  You can pass a law saying blacks aren't humans.
[01:30:17.909 --> 01:30:18.570]  It's a fraud.
[01:30:19.491 --> 01:30:20.493]  I'm calling you out.
[01:30:20.553 --> 01:30:22.277]  You're a stinking criminal fraud.
[01:30:24.324 --> 01:30:30.027]  On May 3rd, Democratic Representative Carolyn McCarthy introduced the No-Fly, No-Buy Act, H.R.
[01:30:30.047 --> 01:30:39.372]  2401, a bill that will merge the TSA's No-Fly list with the National Instance Criminal Background Check System, a point-of-sale system for determining eligibility to purchase a firearm in the United States.
[01:30:39.432 --> 01:30:40.293]  Guam, Puerto Rico.
[01:30:40.313 --> 01:30:50.238]  It was created November of 1993, when the Brady Handgun Violence Prevention Act of 93, Public Law 103-159, was signed into law.
[01:30:50.859 --> 01:30:52.660]  Permanent revisions of the Brady Act went into effect
[01:30:53.499 --> 01:30:55.781]  November 30th, 1998, and require the U.S.
[01:30:55.801 --> 01:30:58.642]  Attorney General to establish NICS, NICS.
[01:31:00.844 --> 01:31:02.805]  And she goes on with a quote, and we have the bill.
[01:31:03.306 --> 01:31:11.851]  It says, we will secretly put you on this list, you will no longer be able to buy firearms, and the states are going to be implemented that you have guns illegal, and the SWAT teams are coming.
[01:31:12.131 --> 01:31:15.554]  So now you just aren't able to go on a plane, you know, old guy on a walker, I've seen it.
[01:31:15.854 --> 01:31:16.915]  I'm on no-fly list?
[01:31:16.995 --> 01:31:17.195]  Yep.
[01:31:18.393 --> 01:31:20.714]  And they call you in and ask you questions and jab you in.
[01:31:21.174 --> 01:31:28.217]  It's all about take your shoes off, be a slave, answer questions, go on a body scanner, humiliate yourself, be trained to be a slave.
[01:31:31.078 --> 01:31:35.420]  And it says improve homeland security sections, governmenttrack.us.
[01:31:37.657 --> 01:31:45.683]  He increased public safety and reduced the threat of domestic security threat by including persons who may be prevented from boarding an aircraft of the National Instant Criminal Background System.
[01:31:45.703 --> 01:31:51.326]  So see, no judge, no jury, no arrest, no misdemeanor, no felony, no indictment, no nothing!
[01:31:51.366 --> 01:31:51.667]  You just...
[01:31:52.600 --> 01:31:53.220]  Secret list.
[01:31:53.380 --> 01:31:53.981]  No more rights.
[01:31:54.641 --> 01:31:55.582]  And folks, here's the key.
[01:31:55.642 --> 01:31:56.542]  It's going to be for everything.
[01:31:56.562 --> 01:31:58.203]  For buying, for selling, for jobs.
[01:31:58.723 --> 01:32:06.567]  This global system, just like Michael Savage can't go to England or Europe, just like I can't go to Canada, they're going to put us all on these global lists where we can't travel.
[01:32:06.787 --> 01:32:07.788]  This is only the beginning.
[01:32:07.828 --> 01:32:08.508]  They've stated it.
[01:32:08.748 --> 01:32:09.409]  That's the key.
[01:32:10.993 --> 01:32:19.361]  Many human illnesses can be attributed to the fact that soil in the United States no longer provides plants with the mineral elements which are essential to human nourishment.
[01:32:19.641 --> 01:32:24.045]  Many studies have shown that the majority of Americans are deficient in minerals.
[01:32:24.486 --> 01:32:29.671]  Deficiency in any one of the more important minerals actually results in disease.
[01:32:30.211 --> 01:32:39.219]  Go to RawOrganicVeganSuperfoods.com today and see the wide range of foods available that are designed to help your mind and body work the way they were intended to.
[01:32:39.559 --> 01:32:43.782]  You can also visit the link on PrisonPlanet.com to see some of the amazing products available.
[01:32:44.043 --> 01:32:45.224]  Folks, you've got to try this.
[01:32:45.544 --> 01:32:51.729]  These foods promote nutritional excellence, health and well-being, beauty enhancement, and truly sustainable agriculture.
[01:32:52.029 --> 01:32:57.791]  Many foods today have herbicides, pesticides, fungicides, and insecticides that were not intended for human consumption.
[01:32:58.011 --> 01:33:03.214]  Go to RawOrganicVeganSuperfoods.com today and see some of the amazing products available.
[01:33:03.474 --> 01:33:06.035]  You are what you eat, so eat what your body needs.
[01:33:06.295 --> 01:33:09.796]  Remember to go to RawOrganicVeganSuperfoods.com today.
[01:33:11.497 --> 01:33:14.058]  In the New World Order's war against humanity,
[01:33:14.685 --> 01:33:16.809]  Barack Obama is the tip of the spear.
[01:33:17.310 --> 01:33:24.322]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[01:33:24.893 --> 01:33:31.075]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:33:31.475 --> 01:33:33.315]  Well, Obama's already fudging.
[01:33:33.455 --> 01:33:35.876]  He's fudged since day one in this election.
[01:33:35.956 --> 01:33:46.899]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[01:33:47.521 --> 01:33:48.802]  It's not about left or right.
[01:33:49.182 --> 01:33:50.582]  It's about a one-world government.
[01:33:51.042 --> 01:33:57.405]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:33:57.965 --> 01:34:05.748]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:34:06.228 --> 01:34:07.388]  The Obama Deception.
[01:34:07.788 --> 01:34:08.989]  The people strike back.
[01:34:10.945 --> 01:34:17.931]  You already know that drinking pure high alkaline pH water is the most important factor in maintaining high energy and vibrant health.
[01:34:18.171 --> 01:34:22.455]  Most experts agree that the water you drink should be at a pH level of 8 or higher.
[01:34:22.715 --> 01:34:27.819]  AlkaVision Plasma pH Drops combine a unique formula of the most alkaline ingredients.
[01:34:28.340 --> 01:34:35.406]  Using Plasma pH Drops is one of the best ways to make your water alkaline, to help you get rid of acid and regain your health and energy.
[01:34:35.846 --> 01:34:40.813]  Simply put, 10 drops per liter of water you drink to raise the pH to the ultimate level.
[01:34:41.233 --> 01:34:46.700]  Alkalizing water helps your body rid itself of acidic waste and increases the oxygen content of your body.
[01:34:47.101 --> 01:34:52.548]  Disease organisms like bacteria and cancer cannot survive in an alkaline, high pH environment.
[01:34:52.868 --> 01:34:58.593]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to AlkaVision.com.
[01:34:58.834 --> 01:35:01.336]  That's A-L-K-A Vision dot com.
[01:35:01.596 --> 01:35:02.317]  Or by calling 269-216-9767.
[01:35:02.337 --> 01:35:02.617]  269-216-9767 today!
[01:35:02.657 --> 01:35:07.281]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[01:35:07.301 --> 01:35:08.903]  Because there's a war on for your mind.
[01:35:20.526 --> 01:35:27.350]  You know, I saw an article quoting Richard Stallman about attacks on the Internet and its infrastructure and free speech.
[01:35:27.971 --> 01:35:40.998]  I told my producer to get him on, and when the two IT guys here at the office found out about it, they were very giddy today, because this guy is quite a bigwig in the architecture of browsers, the Internet, you name it.
