[00:00:00.009 --> 00:00:00.409]  Congruent.
[01:20:42.619 --> 01:20:43.559]  It is a huge subject.
[01:20:43.599 --> 01:20:55.506]  I've been following it now for the last couple of weeks because of you, and you know, you go on the web, you go on YouTube, and you find video after related video after related video, and I woke up, looked outside, because of the awareness now, I'm aware of it,
[01:20:56.061 --> 01:20:56.201]  Yeah.
[01:21:16.576 --> 01:21:17.556]  It's just, it's unbelievable.
[01:21:17.636 --> 01:21:18.377]  I mean, what do we do?
[01:21:18.417 --> 01:21:20.557]  I mean, how do we get more people aware?
[01:21:20.897 --> 01:21:22.258]  And why are they really doing this?
[01:21:22.318 --> 01:21:23.858]  I mean, don't they need a tax cut?
[01:21:23.878 --> 01:21:30.540]  Well, sir, what we know, and I appreciate your call, if you see my film, Endgame Blueprint for Global Enslavement, it basically covers everything.
[01:21:30.960 --> 01:21:32.061]  It's kind of an encyclopedia.
[01:21:33.121 --> 01:21:41.523]  And in there we show, I think it's 20 different mainstream news articles, London Guardian, BBC, Associated Press, where they said, yeah, we took 4,300 U.S.
[01:21:42.283 --> 01:21:43.824]  foster children and radiated them to death.
[01:21:45.049 --> 01:21:49.411]  And yeah, we took 110,000 Jewish kids and radiated most of them to death, others we just cooked.
[01:21:50.391 --> 01:21:51.992]  And yeah, we took U.S.
[01:21:52.012 --> 01:21:54.253]  soldiers and put them in chambers and nerve gas them to death.
[01:21:54.873 --> 01:21:56.834]  And yeah, we sprayed every major U.S.
[01:21:56.854 --> 01:22:01.275]  city with unnamed bacteria and then had doctors in the hospitals to track how they died when they came in.
[01:22:02.396 --> 01:22:03.456]  And yeah, we did this.
[01:22:03.536 --> 01:22:04.477]  And yeah, we did that.
[01:22:05.157 --> 01:22:08.358]  So, they've already done it all these thousands of times, they admit.
[01:22:08.378 --> 01:22:10.079]  I mean, I took a small sampling in that film.
[01:22:12.034 --> 01:22:15.775]  And we go, okay, they've done all this over and over again, what could they be doing now?
[01:22:16.675 --> 01:22:18.816]  And then suddenly they're on Japanese and U.S.
[01:22:18.856 --> 01:22:25.237]  news going, maybe we should spray the people with kind of a Prozac-type chemical to make them calm.
[01:22:25.858 --> 01:22:34.520]  Maybe we should put statins so you don't have heart attacks, statin drugs, anti-cholesterol drugs in the water for children.
[01:22:35.020 --> 01:22:38.881]  Perhaps we should put lithium in all the water supply.
[01:22:40.259 --> 01:22:43.180]  So that, this was in the news last week, so that everybody will be happy.
[01:22:44.140 --> 01:22:47.141]  So we know they're spraying and putting stuff in the water already.
[01:22:47.801 --> 01:22:50.641]  We know there's high-altitude atmosphere manipulation going on.
[01:22:50.921 --> 01:22:53.002]  We know there's low-level spraying going on.
[01:22:54.262 --> 01:23:00.283]  The real laboratory for this is some of the Pacific Islands.
[01:23:01.444 --> 01:23:02.384]  But, look,
[01:23:03.464 --> 01:23:04.605]  They're playing God, folks!
[01:23:04.705 --> 01:23:05.745]  We'll be right back.
[01:23:06.105 --> 01:23:09.367]  Silver is mankind's oldest natural antibiotic.
[01:23:09.547 --> 01:23:13.629]  This very special mineral has been used for centuries by most cultures throughout the world.
[01:23:13.789 --> 01:23:25.234]  Utopia, Texas, is home to a small but mighty supplement company called Utopia Silver, who offers colloidal products produced in distilled water without use of animal protein, nitrates, or saline solutions.
[01:23:25.454 --> 01:23:31.277]  Because our colloidal silver is made up of nano-sized particles, it can be better utilized at the cellular level.
[01:23:31.517 --> 01:23:32.157]  We're good to go.
[01:23:54.412 --> 01:23:54.793]  We're good.
[01:24:07.401 --> 01:24:09.363]  Are you wondering about your retirement portfolio?
[01:24:09.743 --> 01:24:15.729]  Are you confident that the financial advisor is experienced enough to combat climbing interest rates, taxes, and inflation?
[01:24:15.989 --> 01:24:19.892]  Stop guessing and go to the expert, Robert Chapman of The International Forecaster.
[01:24:20.133 --> 01:24:26.959]  When you subscribe to The International Forecaster, you get Robert Chapman's 45 years of experience and concise investment recommendations.
[01:24:27.279 --> 01:24:32.821]  Who needs sugar-coated excuses when you can get the cold hard facts and proven investment leads you can't get anywhere else?
[01:24:33.181 --> 01:24:40.563]  For a free introductory copy to Robert Chapman's International Forecaster, subscribe now at theinternationalforecaster.com or call 877-479-8178.
[01:24:44.088 --> 01:24:48.030]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[01:25:12.362 --> 01:25:17.707]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[01:25:18.227 --> 01:25:24.432]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:25:24.752 --> 01:25:26.554]  Well, Obama's already fudging.
[01:25:26.714 --> 01:25:29.096]  He's fudged since day one in this election.
[01:25:29.176 --> 01:25:40.065]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[01:25:42.353 --> 01:25:43.614]  It's not about left or right.
[01:25:44.014 --> 01:25:45.414]  It's about a one world government.
[01:25:45.874 --> 01:25:52.237]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:25:52.777 --> 01:26:00.560]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:26:01.040 --> 01:26:02.200]  The Obama Deception.
[01:26:02.620 --> 01:26:03.801]  The people strike back.
[01:26:05.712 --> 01:26:10.618]  Since 1991, The Seven Store has been helping you prepare in the event of an emergency.
[01:26:11.099 --> 01:26:18.128]  The Seven Store is unlike any company you have ever seen, offering a complete line of products that will prepare you for any catastrophe.
[01:26:18.508 --> 01:26:21.973]  At The Seven Store, we do something very different for our customers.
[01:26:22.413 --> 01:26:29.196]  Out of hundreds of preparedness companies in the United States, we are the only one who offers the most complete variety of preparedness items.
[01:26:29.456 --> 01:26:38.199]  From storable food, survival, terror, and pandemic kits, water storage, and self-reliant items, The 7 Store is your place for preparedness.
[01:26:38.539 --> 01:26:45.202]  The 7 Plan, our 46-page preparedness guidebook, is your go-to guide to help you prepare for the unexpected.
[01:26:45.522 --> 01:26:49.384]  You can get this book with no purchase or obligation absolutely free.
[01:26:49.684 --> 01:26:53.387]  For more information, please visit us online at the7store.net.
[01:26:53.687 --> 01:26:55.588]  That's the7store.net.
[01:26:55.948 --> 01:26:56.929]  Or call us today at 888-654-3447.
[01:26:57.009 --> 01:26:57.229]  That's 888-654-3447.
[01:27:21.312 --> 01:27:27.153]  Scientists arrested for smuggling vials using Ebola research in the United States.
[01:27:29.914 --> 01:27:31.374]  That's coming up in the next segment.
[01:27:33.615 --> 01:27:34.495]  And a bunch of other news.
[01:27:34.515 --> 01:27:36.075]  Let's continue with your phone calls.
[01:27:36.815 --> 01:27:38.556]  Jill in Arizona.
[01:27:40.034 --> 01:27:40.875]  You're on the air.
[01:27:41.055 --> 01:27:41.895]  Welcome.
[01:27:42.376 --> 01:27:43.056]  Thanks, Alex.
[01:27:43.197 --> 01:27:47.019]  I'm a first-time caller, but I have two little things I want to address to you.
[01:27:47.540 --> 01:28:00.030]  One is, like, about, I think it was three weeks ago, you had a minister on who read you Romans 13 about everyone must submit himself to the governing authorities.
[01:28:01.411 --> 01:28:02.612]  You remember that minister?
[01:28:02.632 --> 01:28:09.297]  I think I was... I had a minister, a Baptist preacher, was beat up at an illegal checkpoint.
[01:28:09.773 --> 01:28:14.074]  Well, he was saying that he was getting letters sent to him by the government to preach Romans 13.
[01:28:14.134 --> 01:28:26.716]  Well, anyways, on that note, if you read that one, that's from the New International Version of the Bible, but if you read the King James Version, it doesn't say anything like that.
[01:28:27.216 --> 01:28:34.598]  So one was put out by the government, totally, and then the other one, the King James Version,
[01:28:36.009 --> 01:28:37.110]  Anyways, that was my point.
[01:28:37.190 --> 01:28:39.331]  And then the other question was... No, let me just back you up.
[01:28:39.371 --> 01:28:40.131]  Look, it's real simple.
[01:28:41.032 --> 01:28:46.294]  All of the major prophets were either killed or the government tried to kill them for not following the government's orders.
[01:28:46.454 --> 01:28:50.657]  Jesus was killed for not following the political and religious leaders' orders.
[01:28:51.017 --> 01:28:51.997]  Paul was killed.
[01:28:52.037 --> 01:28:52.878]  They were all killed!
[01:28:53.863 --> 01:29:06.307]  And so, and Jesus went in and beat the money changers, and it was all about standing up against evil, and Moses said no to Pharaoh, and by the sickening Romans 13 misinterpretation, that was Hitler's favorite quote.
[01:29:06.347 --> 01:29:13.510]  You read Goebbels' writings, he would laugh at Christians, how they would use that, and it was really Hitler started that, and then of course our government adopted it.
[01:29:14.070 --> 01:29:22.153]  The 68 Gun Control Act is word for word, because former Senator Dodd, not the current one, the old one's dead, he had been on the Nuremberg trial as a lawyer.
[01:29:23.266 --> 01:29:29.088]  And so he took it and changed the German to English, changed the name, and only a few lines are changed of the bill.
[01:29:29.468 --> 01:29:31.669]  We have the Nazi gun control law here in America.
[01:29:32.329 --> 01:29:32.969]  So they love it!
[01:29:32.989 --> 01:29:35.911]  I mean, the government hasn't found something the Nazis did they don't love.
[01:29:36.531 --> 01:29:40.632]  Black uniforms, homeland security, it was called Reich security, land security in Germany.
[01:29:41.993 --> 01:29:49.355]  It's all almost a carbon copy with a little bit of Soviet and East German and Chaikin mixed into the management system.
[01:29:49.395 --> 01:29:51.136]  Literally, they admit they've drawn from all of these
[01:29:52.648 --> 01:29:58.410]  And so Romans 13 is a complete, giant, stinking fraud, and that's why they teach it in the churches.
[01:29:58.450 --> 01:29:58.810]  Go ahead.
[01:29:59.430 --> 01:30:08.133]  Okay, and my second part to the question is, we've been talking to some people here in Arizona, and one of the ladies said, why would you want to fight it?
[01:30:08.313 --> 01:30:11.954]  Why not just stand down and let them go ahead and do their tyranny?
[01:30:12.494 --> 01:30:14.315]  Why not bring the second coming in?
[01:30:14.795 --> 01:30:22.337]  And I'm thinking, well, it's not really going to bring the second coming, because Christ is going to come whenever He wants to, not when they say, oh,
[01:30:22.970 --> 01:30:26.334]  We're going to bring tyranny to everybody so Christ will come.
[01:30:27.575 --> 01:30:35.104]  She basically told my husband and I that we were crazy and that we were lunatics and we should just stand down and not worry about it.
[01:30:36.721 --> 01:30:53.392]  Yeah, Christianity has turned from go out and say slavery is wrong and be killed for it, or, okay, take 1st century, 2nd century, 3rd century Christians in Rome killed by the hundreds of thousands over those several hundred years for not bowing down.
[01:30:53.472 --> 01:31:01.478]  Caesar said, you will bow to Jupiter, you will bow to Saturn, you will bow to Janus, you will bow, and they said no, and they said you die.
[01:31:01.498 --> 01:31:06.281]  Then according to the churches today, those Christians are going to hell.
[01:31:07.061 --> 01:31:09.422]  Because they should have hit their knees to Moloch.
[01:31:10.042 --> 01:31:24.668]  Now, it's asinine, but again, look, a cowardly, soft-handed, domesticated people that want to put on their little dresses and suits and go pimp around at church and the guys find boyfriends and the girls find boyfriends, you know, and that's what they do.
[01:31:24.688 --> 01:31:26.689]  You know, the churches are the main homosexual facilities.
[01:31:27.089 --> 01:31:30.911]  And they go there and that's where they find their, and that's their sexual preference.
[01:31:31.271 --> 01:31:36.093]  My point is the mainly Christian churches, the big ones, are for the men to have sex with men.
[01:31:36.793 --> 01:31:38.753]  And I'm not trying to shock people here on air.
[01:31:38.813 --> 01:31:39.994]  I mean, this is what I've discovered.
[01:31:40.474 --> 01:31:41.554]  I mean, take Bohemian Grove.
[01:31:41.594 --> 01:31:43.014]  Christian conservative leaders go there.
[01:31:43.034 --> 01:31:45.855]  It's a giant 15-day homosexual orgy.
[01:31:46.555 --> 01:31:48.595]  And I found the liberals like women.
[01:31:49.415 --> 01:31:54.856]  And I mean, you know, it's just, I guess, it sounds insane, ladies and gentlemen, but everything's insane.
[01:31:55.396 --> 01:31:56.016]  Anything else, ma'am?
[01:31:56.556 --> 01:32:04.138]  So my husband said, so you're going to teach your kids to stand down and let them rape and do whatever they want to your kids.
[01:32:04.178 --> 01:32:05.918]  You're going to let them do that to your kids.
[01:32:06.385 --> 01:32:08.467]  And right now she teaches them homeschool.
[01:32:08.947 --> 01:32:21.438]  So I said to her, well then if you say, stand down, then why don't you send your kids back to school so that they can, so that the government can take control of them and do whatever they want to them.
[01:32:21.969 --> 01:32:22.430]  I don't know.
[01:32:38.410 --> 01:32:42.611]  Well, she says I am actually thinking about sending my kids back to public school.
[01:32:42.831 --> 01:32:43.972]  Oh, it's of the Lord!
[01:32:44.652 --> 01:32:46.032]  Well, I mean, look, you can't help her.
[01:32:46.092 --> 01:32:47.613]  Move on, pearls before swine.
[01:32:48.253 --> 01:32:50.974]  That lady's gonna have a rude awakening when she enters hell, probably.
[01:32:51.974 --> 01:32:55.635]  But, uh... Yeah, no, California says it's illegal.
[01:32:56.255 --> 01:32:57.175]  We're on the march.
[01:32:57.655 --> 01:32:59.256]  The Empire's on the run.
[01:33:00.176 --> 01:33:02.897]  Alex Jones and the GCN Radio Network.
[01:33:05.535 --> 01:33:14.205]  Many human illnesses can be attributed to the fact that soil in the United States no longer provides plants with the mineral elements which are essential to human nourishment.
[01:33:14.265 --> 01:33:18.410]  Studies have shown that a majority of Americans are seriously deficient.
[01:33:18.735 --> 01:33:18.835]  Yeah!
[01:33:40.037 --> 01:33:41.418]  In the New World Order's war against humanity,
[01:34:09.480 --> 01:34:11.604]  Barack Obama is the tip of the spear.
[01:34:12.105 --> 01:34:19.117]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[01:34:19.671 --> 01:34:25.873]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[01:34:26.193 --> 01:34:28.093]  Well, Obama's already fudging.
[01:34:28.233 --> 01:34:30.654]  He's fudged since day one in this election.
[01:34:30.734 --> 01:34:41.677]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[01:34:42.297 --> 01:34:43.597]  It's not about left or right.
[01:34:43.978 --> 01:34:45.338]  It's about a one-world government.
[01:34:45.828 --> 01:34:52.195]  This film documents who Obama works for, the lies he is told, and his real agenda.
[01:34:52.735 --> 01:35:00.543]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[01:35:01.004 --> 01:35:02.165]  The Obama Deception.
[01:35:02.585 --> 01:35:03.787]  The people strike back.
[01:35:05.839 --> 01:35:06.219]  We're good.
[01:35:19.002 --> 01:35:19.442]  I think so.
[01:35:47.356 --> 01:35:50.977]  Stop procrastinating and start preparing with Garden In A Can.
[01:35:51.438 --> 01:35:54.539]  For more details visit GardenInACan.com today.
[01:35:54.919 --> 01:35:56.660]  That's GardenInACan.com.
[01:35:57.040 --> 01:35:57.400]  Or call 866-598-7396.
[01:35:57.420 --> 01:35:57.460]  866-598-7396.
[01:35:57.480 --> 01:35:58.920]  Look at this story from Curt Nemo.
[01:35:58.960 --> 01:36:00.741]  And it's in the New York Times as well.
[01:36:16.772 --> 01:36:21.698]  I don't, you know, I made 22 films and produced a couple more and I can't even remember anymore.
[01:36:22.959 --> 01:36:24.561]  Is it in Masters of Terror?
[01:36:25.697 --> 01:36:41.952]  Or is it in Road to Tyranny or Police State 3, where I show a clip off of ABC News where it goes, in Russia, the foster children, CPS from their parents, are trained at like age 5 to 18 to karate chop, to attack people, to enforce what the government wants.
[01:36:41.972 --> 01:36:43.574]  That's where they get their thug police.
[01:36:44.335 --> 01:36:47.538]  It's like Universal Soldier movie with Russell.
[01:36:48.567 --> 01:36:50.830]  Boy Scouts trained to become Homeland Gestapo.
[01:36:51.451 --> 01:36:58.880]  Now that's our article and you can see them there if you're watching on PrisonPlanet.tv all stacked up about the board of Homeland Security Bush.
[01:36:58.960 --> 01:37:00.742]  And this is not new news to me.
[01:37:01.966 --> 01:37:08.530]  It's just that the first place I saw this was in 2002 in the Philadelphia Daily News.
[01:37:08.570 --> 01:37:21.638]  It was called Secure Corps, a division of AmeriCorps, and it described the middle school sixth and seventh graders training with, quote, M16s for gun confiscation, door-to-door search, fugitive apprehension,
[01:37:22.754 --> 01:37:38.827]  And it described them with dogs in the woods with the feds, and now hundreds of high schools are being converted and run by the Marine Corps and Army, where they go, oh, your school's now run by the Army, and they just show up in Virginia and Georgia and Illinois and California and everywhere, Texas, Michigan.
[01:37:39.808 --> 01:37:40.928]  I cover that every week now.
[01:37:41.549 --> 01:37:46.053]  And then they tell them, you'll be arrested if you don't sign up with the military, and then it's illegal.
[01:37:47.013 --> 01:37:49.034]  The Marines just go, we commit crime, we don't care.
[01:37:49.054 --> 01:37:51.895]  You know, they tell the kids, you'll go to jail if you don't sign up for this.
[01:37:51.955 --> 01:37:54.575]  And you're like, don't you be anti-Marine!
[01:37:54.615 --> 01:37:58.096]  It's good for them to threaten the children and run everything and run the schools.
[01:37:59.517 --> 01:38:02.738]  Ladies and gentlemen, this is directly out of the old Soviet Union.
[01:38:03.778 --> 01:38:09.360]  Ten minutes into errant mayhem in his town near the Mexico border,
[01:38:10.342 --> 01:38:15.266]  And the gunman, a disgruntled Iraq war veteran, see, they're training the kids to kill the vets!
[01:38:16.246 --> 01:38:18.268]  It just doesn't get any richer than this!
[01:38:18.908 --> 01:38:32.859]  I told you 12 years ago that they had government documents, and we got some of them here, and people didn't believe it, even when it had the FBI phone numbers on, you could call, saying veterans and gun owners and those that make frequent references to the Constitution were, quote, constitutional terrorists.
[01:38:32.899 --> 01:38:35.200]  In fact, Google constitutional terrorists.
[01:38:35.421 --> 01:38:37.602]  Let's put that on screen, the actual document from 99Forum.
[01:38:38.843 --> 01:38:40.645]  We got documents in 97 as well.
[01:38:42.066 --> 01:38:44.548]  So they're training to kill the vets.
[01:38:45.509 --> 01:38:47.111]  The vets will say, I'm patriotic!
[01:38:47.411 --> 01:38:49.753]  Romans 13 trained my kids to kill me!
[01:38:50.274 --> 01:38:52.996]  I don't care if Hitler and Stalin did it, it's freedom, baby!
[01:38:55.018 --> 01:39:00.844]  Man, and they're taking over the Boy Scouts, they're militarizing the fire departments to have them tattle and spy on citizens.
[01:39:01.384 --> 01:39:02.846]  They're federalizing everything, folks.
[01:39:04.076 --> 01:39:12.383]  Ten minutes into the errant mayhem in his town near the Mexico border, and the gunman, a disgruntled Iraq war veteran, has taken out two people.
[01:39:12.744 --> 01:39:15.326]  One slumped in a desk on the floor, covered in blood.
[01:39:17.142 --> 01:39:26.484]  The responding officers, eight teenage boys and girls, the youngest 14, face tripwire, a thin cloud of poisonous gas, and loud shots.
[01:39:26.624 --> 01:39:27.025]  Bam!
[01:39:27.085 --> 01:39:27.425]  Bam!
[01:39:27.745 --> 01:39:29.185]  Fire from behind a flimsy wall.
[01:39:29.205 --> 01:39:29.865]  They move quickly.
[01:39:30.545 --> 01:39:32.326]  Pellet guns drawn and masks affixed.
[01:39:32.586 --> 01:39:33.686]  See, they know the kids love this.
[01:39:33.706 --> 01:39:39.488]  They tell the kids, we're going to arrest you for BB guns, and they're always arresting kids playing paint gun in the, you know, city park.
[01:39:40.288 --> 01:39:44.529]  But you can come join the police and Homeland Security and have weapons, young man.
[01:39:44.989 --> 01:39:46.430]  Now tell us about your folks.
[01:39:46.510 --> 01:39:47.550]  You think I'm joking there?
[01:39:47.610 --> 01:39:49.030]  No, I have all the mainstream news articles.
[01:39:49.551 --> 01:39:53.012]  That's in Road to Tyranny, local newscast where they tell kids, tattle on their parents, you get $200.
[01:39:53.592 --> 01:39:55.572]  I mean, I made that seven years ago.
[01:39:55.672 --> 01:39:57.293]  You can't make this stuff up.
[01:39:57.553 --> 01:39:58.213]  This is happening.
[01:39:59.209 --> 01:40:08.034]  So continuing here, the responding officers, eight teenage boys and girls, the youngest, 14, face tripwire, a thin cloud of poisonous gas, and loud shouts.
[01:40:08.114 --> 01:40:08.634]  Bam, bam!
[01:40:08.954 --> 01:40:10.295]  Fired from behind a flimsy wall.
[01:40:10.335 --> 01:40:13.116]  They move quickly, pellet guns drawn and mask affixed.
[01:40:13.557 --> 01:40:19.920]  United States Border Patrol, put your hands up, screams one voice, cracking with adolescent determination as the suspect is subdued.
[01:40:20.100 --> 01:40:21.060]  Now let me stop you right there.
[01:40:21.100 --> 01:40:23.622]  I've noticed with the Homeland Security TV show,
[01:40:25.540 --> 01:40:29.982]  About six months ago, a caller called before it was even on air and said, there's a new Homeland Security show.
[01:40:30.022 --> 01:40:32.703]  And I remember going, hold on.
[01:40:34.004 --> 01:40:35.585]  It'll be set on the border.
[01:40:36.405 --> 01:40:38.206]  And the caller said, yeah, I just saw the ad.
[01:40:38.226 --> 01:40:38.886]  How did you know that?
[01:40:38.906 --> 01:40:40.347]  And I said, I know the enemy.
[01:40:40.987 --> 01:40:42.728]  And my point is, I'm not here tooting my horn.
[01:40:42.748 --> 01:40:44.969]  I'm trying to explain to you, I know their program.
[01:40:45.309 --> 01:40:46.150]  What is popular?
[01:40:47.754 --> 01:40:55.461]  Ninety-one percent in every Gallup poll they've had or higher of Americans, all Americans, you know, of a cross-section of black, Hispanic, white, ninety-one percent.
[01:40:55.882 --> 01:40:58.144]  It's seventy-plus percent of you just poll Hispanics.
[01:40:59.540 --> 01:41:04.524]  So they're against open borders as well, want the border militarized, which is constitutional.
[01:41:04.665 --> 01:41:09.789]  So that TV show to popularize homeland security is going to show you something popular.
[01:41:10.470 --> 01:41:19.397]  Not homeland security trying to take your guns, not homeland security spying on you without warrants, not homeland security training and building up to go after veterans and gun owners and conservatives.
[01:41:19.778 --> 01:41:24.042]  They're going to say homeland security is for foreign terrorists and it's for illegal aliens.
[01:41:25.051 --> 01:41:27.693]  And the parents of these kids are just pleased as punch, man.
[01:41:28.233 --> 01:41:31.115]  You're gonna go fight illegal aliens that are killing people.
[01:41:31.375 --> 01:41:32.075]  No, you're not!
[01:41:34.176 --> 01:41:37.318]  Now, see, they're playing the part of Border Patrol here.
[01:41:40.340 --> 01:41:45.483]  But when you read their training to have the Border Patrol fight American citizens.
[01:41:47.384 --> 01:41:48.965]  A disgruntled U.S.
[01:41:49.005 --> 01:41:49.405]  veteran.
[01:41:50.626 --> 01:41:52.647]  Now, they have these training drills all over the country.
[01:41:53.988 --> 01:41:58.410]  We pulled up on screen and covered the really famous ones in Michigan a few years ago.
[01:41:58.430 --> 01:41:59.270]  AP reported it.
[01:41:59.931 --> 01:42:03.932]  We covered it just a few weeks ago again, where they came in the school and said, we're going to kill all of you.
[01:42:03.972 --> 01:42:06.173]  We're homeschoolers against public school.
[01:42:06.573 --> 01:42:08.014]  And then said, I'm pro-Second Amendment.
[01:42:08.034 --> 01:42:10.555]  I'm going to kill you to terrorize the kids and make them hate the Second Amendment.
[01:42:10.875 --> 01:42:15.397]  And then when the local sheriff got in trouble, he said, well, the feds gave us the script and the grant.
[01:42:15.437 --> 01:42:16.618]  We're just doing what they told us.
[01:42:17.758 --> 01:42:19.779]  So you see, that's how they roll.
[01:42:21.294 --> 01:42:23.615]  Yeah, here's the Constitutional Terrorist thing.
[01:42:23.655 --> 01:42:24.676]  It says, Defenders of the U.S.
[01:42:24.716 --> 01:42:28.418]  Constitution against Federal Government and U.N.
[01:42:28.538 --> 01:42:29.298]  Super Patriots.
[01:42:29.338 --> 01:42:29.779]  Terrorist.
[01:42:30.639 --> 01:42:32.300]  It says, Make numerous references to the U.S.
[01:42:32.340 --> 01:42:32.980]  Constitution.
[01:42:33.020 --> 01:42:35.101]  Claim driving as a right, not a privilege.
[01:42:35.202 --> 01:42:36.562]  Attempt to police the police.
[01:42:36.842 --> 01:42:38.183]  How dare citizens be involved in that?
[01:42:38.203 --> 01:42:43.826]  And it goes on to say, you know, just unbelievable, ladies and gentlemen.
[01:42:45.827 --> 01:42:47.448]  It talks about Second Amendment groups.
[01:42:47.488 --> 01:42:49.809]  So you can go read that for yourself.
[01:42:51.889 --> 01:42:53.169]  Number one threat's the veterans.
[01:42:53.189 --> 01:42:59.471]  They're training your children, the Eagle Scouts now, on their little power trips.
[01:43:03.091 --> 01:43:03.651]  Look at these guys.
[01:43:03.671 --> 01:43:06.012]  Some of these guys are supposedly 16, and look, they're 2.
[01:43:07.592 --> 01:43:10.333]  I mean, I gotta say, these 14, 15, 16 year olds, they just really look...
[01:43:16.684 --> 01:43:22.311]  Well, I'll tell you what, when I was 14, I took over one of them all, and I'll tell you right now, these guys look like a bunch of wimps.
[01:43:22.371 --> 01:43:23.812]  I'm sorry, I just can't help it anymore.
[01:43:24.773 --> 01:43:26.956]  They're probably nice kids, and their parents are just idiots.
[01:43:27.036 --> 01:43:27.697]  Florida heads.
[01:43:27.717 --> 01:43:32.062]  I guarantee you, every one of these kids' parents loves Jack Bauer and fantasizes watching 24.
[01:43:33.976 --> 01:43:38.499]  And these kids are going to be men in just a year or two, and you know who they're going to go after?
[01:43:39.279 --> 01:43:40.420]  You're a veteran with guns?
[01:43:40.880 --> 01:43:42.261]  You want to know who's coming through your door?
[01:43:42.281 --> 01:43:44.282]  It's going to be guys being trained by these programs.
[01:43:45.063 --> 01:43:47.024]  Show, ladies and gentlemen, the training photos.
[01:43:47.064 --> 01:43:47.744]  Go back to them.
[01:43:48.105 --> 01:43:49.205]  This is children.
[01:43:51.487 --> 01:43:58.151]  This is children training to kill U.S.
[01:43:58.191 --> 01:43:58.611]  veterans.
[01:44:01.022 --> 01:44:05.364]  And again, Curt Nemo, Paul Watson have probably posted 50, 60 articles this bad today.
[01:44:05.704 --> 01:44:06.884]  I can't even read them all anymore.
[01:44:07.525 --> 01:44:08.345]  I haven't even covered it.
[01:44:08.365 --> 01:44:09.385]  It's totally overwhelming.
[01:44:09.465 --> 01:44:10.546]  We got Ebola missing.
[01:44:10.886 --> 01:44:11.646]  Total insanity.
[01:44:11.686 --> 01:44:13.887]  I told you the last virus was engineered in a lab.
[01:44:13.927 --> 01:44:14.627]  It's now admitted.
[01:44:15.128 --> 01:44:18.429]  They're saying it's going to mutate and kill everybody in the fall just like I told you they would.
[01:44:18.549 --> 01:44:19.429]  I know these people.
[01:44:20.810 --> 01:44:21.750]  I know these people.
[01:44:24.371 --> 01:44:24.991]  It goes on.
[01:44:25.051 --> 01:44:26.032]  United States Border Patrol.
[01:44:26.052 --> 01:44:27.112]  I'm going to read this again.
[01:44:27.733 --> 01:44:28.613]  Ten minutes into the
[01:44:31.132 --> 01:44:34.996]  Errant mayhem in the town near the Mexico border.
[01:44:37.158 --> 01:44:40.622]  And the gunman, a disgruntled Iraq war veteran, has already taken out two people.
[01:44:40.662 --> 01:44:43.004]  So they're practicing to take out themselves.
[01:44:43.024 --> 01:44:50.151]  You know, when they're done being paramilitary forces and they finally rebel later, when they get old enough, they'll have the new young'uns to kill them.
[01:44:50.411 --> 01:44:52.874]  That's how it worked in Germany, Russia, China.
[01:44:54.141 --> 01:44:57.204]  Because, I mean, let's face it, when you're 18, you're dumber than dirt.
[01:44:57.364 --> 01:44:59.646]  I certainly was, and I was smarter than most people who were 18.
[01:45:00.107 --> 01:45:01.248]  I learn more and more every day.
[01:45:01.268 --> 01:45:02.609]  I get more and more wisdom and knowledge.
[01:45:03.170 --> 01:45:05.652]  I can't imagine how much knowledge I'll have if I live another 20 years.
[01:45:06.213 --> 01:45:07.994]  I mean, right now, I'm not even saying I'm that smart.
[01:45:08.034 --> 01:45:10.797]  My brain burns with connections and understanding and research.
[01:45:11.218 --> 01:45:14.441]  And I look back at myself 10 years ago, I mean, I was a blithering idiot.
[01:45:15.081 --> 01:45:16.202]  What will I be like in 10 years?
[01:45:16.483 --> 01:45:17.564]  These kids don't know.
[01:45:17.604 --> 01:45:18.785]  These are nice kids, I'm sure.
[01:45:26.235 --> 01:45:28.616]  Oh man, the girl is just unbelievable in the middle.
[01:45:29.257 --> 01:45:30.617]  I mean, look at her, man.
[01:45:31.258 --> 01:45:34.860]  When your family's pulled over at a checkpoint and they're walking around with the German Shepherds.
[01:45:35.040 --> 01:45:35.680]  Let me tell you something.
[01:45:36.020 --> 01:45:37.881]  You go to a demonstration now and they've got German Shepherds?
[01:45:39.422 --> 01:45:41.243]  I mean, the government is rogue, folks.
