[00:00:00.349 --> 00:00:01.710]  War on Corruption.
[00:47:45.513 --> 00:47:49.999]  And then they find out about the Barry Satoro and his dad and the communism and...
[00:47:51.364 --> 00:47:52.265]  Here's the bigger question.
[00:47:52.325 --> 00:47:59.047]  We know, Phil, the establishment isn't going to let somebody in like this, knowing this, unless they plan to use it.
[00:47:59.448 --> 00:48:17.896]  The more I look at it, it looks like they picked him and chose him just because he was so compromised, and they've known this the whole time and just wanted to hold it over his head, and then now you and millions of others are sabotaging their little game plan, and you can say, well, they'll ignore us in the courts,
[00:48:18.636 --> 00:48:30.242]  And, you know, WorldwideElegant put up some billboards, but the issue is, in the court of public opinion, I think this is one of the other things that is destroying him right now.
[00:48:30.363 --> 00:48:36.506]  So, we're going to convict him either way, because he continues to cover up the truth.
[00:48:37.401 --> 00:48:57.397]  I think we're going to force, if we can get the number of people to increase, we can, I hit it, you hit it right on the head, the court of public opinion, we can, if we get, let's say we get 75 million people to follow Alex Jones, Phil Berg, our website, if we can on a certain day say, tomorrow, everyone should call the White House switchboard and demand to see the birth certificate, we can blow out their switchboard.
[00:48:57.778 --> 00:49:00.240]  The next day we can call ABC, NBC, CBS.
[00:49:00.680 --> 00:49:02.141]  We can ask people to email letters.
[00:49:02.601 --> 00:49:06.724]  We can get very easy, I think it's five or six people, to stand at a major intersection.
[00:49:06.744 --> 00:49:10.847]  He's holding a sign so it spells out, Obama, where is your birth certificate?
[00:49:11.187 --> 00:49:20.193]  At a busy intersection, and we're going to do this off of obamacrimes.com, a busy intersection at rush hour could hit between 5,000 and 20,000 people depending on, you know...
[00:49:20.333 --> 00:49:27.460]  And regardless, this is a practice action in mass mobilization and taking action.
[00:49:27.540 --> 00:49:29.582]  This is how we save the country.
[00:49:30.463 --> 00:49:31.864]  Again, I go back to what you said, Phil.
[00:49:32.224 --> 00:49:37.709]  They will not release the original birth certificate and this game of
[00:49:38.910 --> 00:49:43.513]  of telling us that we don't have a right to see it or that we've seen it isn't going to work.
[00:49:43.733 --> 00:49:50.236]  Let's play this clip of this congressman where this one lady gets up and then spontaneously everybody's shouting him down.
[00:49:50.637 --> 00:49:56.180]  This shows this issue is mega viral and this video is scaring the establishment.
[00:49:56.420 --> 00:49:57.701]  They admit they're scared.
[00:49:58.021 --> 00:50:00.162]  Why are they scared of something that isn't true?
[00:50:00.442 --> 00:50:00.922]  Here it is.
[00:50:00.942 --> 00:50:05.125]  This lady in red has had her hand up for some time.
[00:50:10.046 --> 00:50:10.367]  Thank you.
[00:50:11.289 --> 00:50:18.947]  Congressman Haskell, I want to know, I have a birth certificate here.
[00:50:19.855 --> 00:50:35.243]  From the United States of America saying I'm an American citizen with a seal on it, signed by a doctor, with the hospital administrator's name, my parents, my date of birth, the time, the date.
[00:50:35.263 --> 00:50:48.350]  I want to go back to January 20th and I want to know why are you people ignoring his birth certificate?
[00:50:49.468 --> 00:50:49.728]  Back it up.
[00:50:49.748 --> 00:50:50.950]  We're going to come back and finish it.
[00:50:50.970 --> 00:50:52.652]  Then we're going to take calls in the next segment.
[00:50:53.172 --> 00:50:57.237]  Five minutes after that, then we have another guest coming up to also talk about Obama.
[00:50:57.477 --> 00:50:58.899]  But here's the Rasmussen poll.
[00:50:59.359 --> 00:51:00.160]  He's fallen below 50.
[00:51:02.263 --> 00:51:06.728]  He has the lowest approval rating of any president in modern history at this point in his administration.
[00:51:07.395 --> 00:51:17.482]  With food prices soaring to all-time highs, as the dollar continues to fall in value, what can you and your family do to guarantee that fresh, nutritious vegetables will make it to your dinner table?
[00:51:17.962 --> 00:51:19.023]  Garden in a Can!
[00:51:19.383 --> 00:51:22.966]  Garden in a Can is your source for premium, long-term, storable seeds.
[00:51:23.526 --> 00:51:25.307]  Garden in a Can is ready when you are.
[00:51:25.547 --> 00:51:27.829]  Plant them now or store them for when you really need them.
[00:51:28.310 --> 00:51:37.306]  There are 16 large hermetically sealed non-hybrid open pollinated packets of seeds along with detailed planting instructions sealed in a can for ultimate long-term protection.
[00:51:37.978 --> 00:51:38.999]  Garden in a Can.
[00:51:39.399 --> 00:51:40.260]  It's that simple.
[00:51:40.600 --> 00:51:42.482]  Fresh, healthy, easy.
[00:51:43.002 --> 00:51:46.965]  Only $69.95 for over a half acre of safe fresh vegetables.
[00:51:47.346 --> 00:51:48.266]  Ready when you are.
[00:51:48.927 --> 00:51:52.550]  Stop procrastinating and start preparing with Garden in a Can.
[00:51:52.990 --> 00:51:56.093]  For more details visit GardenInACan.com today.
[00:51:56.473 --> 00:51:59.015]  That's GardenInACan.com or call 866-598-7396.
[00:51:59.035 --> 00:51:59.075]  866-598-7396.
[00:52:06.880 --> 00:52:08.281]  It is a big idea.
[00:52:08.301 --> 00:52:10.423]  A New World Order.
[00:52:11.123 --> 00:52:15.546]  In the near future, Earth is dominated by a powerful new government.
[00:52:15.626 --> 00:52:18.808]  It's known as the Bilderberg Group.
[00:52:18.848 --> 00:52:21.090]  Could their objective be world domination?
[00:52:21.630 --> 00:52:24.092]  For thousands of years, their dark order grew.
[00:52:24.813 --> 00:52:32.138]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:52:35.154 --> 00:52:40.137]  For the first time in history, the elite's plan for world government is blown wide open.
[00:52:40.598 --> 00:52:44.080]  You will learn the secret that drives the entire New World Order agenda.
[00:52:44.460 --> 00:52:46.962]  Build America is making great progress toward a world government.
[00:52:47.042 --> 00:52:48.183]  Most people have no idea.
[00:52:48.203 --> 00:52:48.963]  They're not after money.
[00:52:48.983 --> 00:52:50.064]  They have all the money they need.
[00:52:50.284 --> 00:52:50.985]  They're after power.
[00:52:51.245 --> 00:52:52.085]  That's what they're after these years.
[00:52:52.406 --> 00:52:56.949]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[00:52:57.149 --> 00:53:00.651]  Or watch it online right now at PrisonPlanet.tv.
[00:53:00.931 --> 00:53:03.433]  Endgame, blueprint for global enslavement.
[00:53:03.913 --> 00:53:04.994]  You have been warned.
[00:53:05.975 --> 00:53:08.917]  Have you ever thought about what's in your shampoo, soap, or detergent?
[00:53:09.077 --> 00:53:14.300]  How about chlorides, dyes, ethanol, sulfates, sodium, formaldehydes, and more?
[00:53:14.600 --> 00:53:19.944]  Even fragrance can indicate the presence of some 4,000 separate ingredients, most of which are synthetic.
[00:53:20.344 --> 00:53:21.425]  Hi, this is Alex Jones.
[00:53:21.805 --> 00:53:30.691]  I was shocked when I discovered I could be inhaling these additives that can lead to coughing, wheezing, and shortness of breath, headaches, nausea, irritation of the skin, and mucous membranes.
[00:53:30.811 --> 00:53:31.091]  Yes.
[00:53:31.111 --> 00:53:32.732]  Now compare a Calben Pure Soap.
[00:53:32.953 --> 00:53:37.116]  All natural, earth friendly, no harsh chemicals, no animal testing.
[00:53:37.156 --> 00:53:41.779]  They're safe and you save 85% of the money you're spending on cleaning products now.
[00:53:42.179 --> 00:53:44.261]  Start saving over $1,000 a year for your family of four.
[00:53:46.002 --> 00:53:46.762]  Keep it natural.
[00:53:47.082 --> 00:53:55.164]  Call Calbin Pure Soap for a free catalog at 1-800-340-7091 or log on to 5starsoap.com.
[00:53:55.485 --> 00:53:59.626]  Try Calbin Pure Soaps and I'll bet you'll never use any other cleaning products again.
[00:53:59.646 --> 00:54:00.966]  Call 1-800-340-7091 for all your cleaning needs.
[00:54:20.254 --> 00:54:21.775]  With a seal on it.
[00:54:22.215 --> 00:54:23.576]  Signed by a doctor.
[00:54:24.037 --> 00:54:26.458]  With the hospital administrator's name.
[00:54:26.738 --> 00:54:29.900]  My parents, my date of birth, the time, the date.
[00:54:29.920 --> 00:54:39.366]  I want to go back to January 20th and I want to know why are you people ignoring his birth certificate?
[00:55:18.083 --> 00:55:22.826]  If you're referring to the president there, he is a citizen of the United States.
[00:55:22.846 --> 00:55:33.312]  I don't know if he really is a citizen of the United States.
[00:55:34.553 --> 00:55:35.313]  Where did it start?
[00:55:41.695 --> 00:55:47.477]  Alright, folks.
[00:55:48.338 --> 00:55:48.838]  That's enough.
[00:55:49.178 --> 00:55:52.239]  You can watch the rest of it up on InfoWars.com or PrisonPlanet.com.
[00:55:52.279 --> 00:55:58.021]  In fact, show folks a smaller bubble of that video so they can see the title of it and find it for themselves on YouTube or on the web.
[00:55:58.041 --> 00:56:02.603]  It's titled, uh, McCassell on Peebo's birth certificate.
[00:56:03.123 --> 00:56:05.644]  Now, the issue here
[00:56:07.711 --> 00:56:09.234]  I mean, this one version has 700,000 views.
[00:56:09.254 --> 00:56:10.256]  Or to be technical, 697,000 views.
[00:56:10.277 --> 00:56:11.840]  The issue here
[00:56:17.051 --> 00:56:24.898]  This is what's scaring the establishment, is they all start chanting and standing up and screaming at him in a spontaneous verbal riot, almost.
[00:56:26.700 --> 00:56:29.702]  I think that shows the numbers are bigger than 25 million people.
[00:56:29.722 --> 00:56:38.931]  You've had a random congressional event with Congressman Castle that the majority, and I'm watching those people closely, get up and are screaming.
[00:56:40.732 --> 00:56:42.577]  And you notice he said he is a citizen.
[00:56:42.917 --> 00:56:45.824]  Yeah, you can be a citizen and be born in Austria.
[00:56:46.185 --> 00:56:49.212]  Arnold Schwarzenegger is a citizen, but he's not eligible to be president.
[00:56:49.252 --> 00:56:49.733]  Phil Berg.
[00:56:52.406 --> 00:57:07.083]  Growing bigger and bigger because they don't know how to respond and they're all saying that we've seen the birth certificate and if we get the word out they haven't seen the birth certificate and the reason they won't show the birth certificate, if they show it he's done because the birth certificate will show he was born in Kenya.
[00:57:07.624 --> 00:57:12.490]  I have on our website the paternal grandmother Sarah Obama's statement in Swahili.
[00:57:12.990 --> 00:57:13.931]  Why doesn't he take care?
[00:57:13.951 --> 00:57:15.752]  Why doesn't he take care of all his family?
[00:57:15.772 --> 00:57:17.173]  I got family that I help out some.
[00:57:17.193 --> 00:57:18.114]  He doesn't even care about brothers.
[00:57:18.174 --> 00:57:19.555]  He doesn't care about grandmothers.
[00:57:19.575 --> 00:57:22.537]  I mean, that right there, boy, this is not a very compassionate person.
[00:57:42.363 --> 00:57:43.843]  Well, his aunt is living in Boston.
[00:57:43.883 --> 00:57:52.565]  I tried to visit with her, but she wouldn't talk to me up in Boston, who's here an avid illegal alien, and I think that's the same status as Obama.
[00:57:52.825 --> 00:57:55.326]  His half-brother's living in Kenya on a dollar a month.
[00:57:55.806 --> 00:58:01.027]  I mean, he gave supposedly Odinga, his cousin over there, he gave over a million dollars.
[00:58:01.647 --> 00:58:08.729]  Odinga lost the election, but then he burned down churches with people in it, and they finally put him in office to stop some of the
[00:58:11.447 --> 00:58:12.967]  And that's the other issue.
[00:58:12.987 --> 00:58:14.328]  You're not just saying that, Phil.
[00:58:14.388 --> 00:58:20.731]  I mean, the Senate letters from Obama advising how to riot, he's like a savage revolutionary.
[00:58:21.292 --> 00:58:23.313]  My God, he's setting up a dictatorship.
[00:58:23.353 --> 00:58:24.693]  Phil, stay there five more minutes.
[00:58:24.713 --> 00:58:27.335]  We'll take a few calls from William, David, Ron, and Daniel.
[00:58:27.355 --> 00:58:29.116]  I have quick questions, folks, for Phil Byrd.
[00:58:29.136 --> 00:58:31.957]  We're going to have Phil Byrd back up again next week.
[00:58:32.057 --> 00:58:36.560]  And yes, the last interview for the new Obama film is Phil Byrd.
[00:58:36.580 --> 00:58:38.541]  We're going to interview him this weekend.
[00:58:39.381 --> 00:58:42.323]  So that will be in the new film as well.
[00:58:42.683 --> 00:58:43.644]  This is huge.
[00:58:44.104 --> 00:58:47.026]  Stay with us.
[00:58:47.046 --> 00:58:52.109]  America's number one source for independent talk radio for over a decade.
[00:58:52.730 --> 00:58:55.992]  We are the GCN Radio Network.
[00:58:56.872 --> 00:59:01.855]  This is Alex Jones with five good reasons you should consider buying a solar power generator this summer.
[00:59:02.056 --> 00:59:02.596]  Number one,
[00:59:02.856 --> 00:59:05.857]  New climate legislation could easily double or triple your electric bill.
[00:59:06.097 --> 00:59:06.317]  Number 2.
[00:59:06.777 --> 00:59:11.698]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:59:11.999 --> 00:59:12.439]  It's true.
[00:59:12.639 --> 00:59:16.840]  Total government control of electricity in the name of smart grid technology is coming.
[00:59:17.060 --> 00:59:17.560]  Number 3.
[00:59:17.980 --> 00:59:23.422]  In some areas of the country, the power grid is dangerously overloaded, especially with the high demand summer months ahead.
[00:59:23.602 --> 00:59:23.822]  Number 4.
[00:59:24.262 --> 00:59:26.923]  The hurricane and dangerous summer storm season is here again.
[00:59:27.163 --> 00:59:30.584]  Every year, thousands of families lose their power from weather-related outages.
[00:59:30.824 --> 00:59:31.044]  Number 5.
[00:59:31.684 --> 00:59:35.328]  A solar power generator provides powerful backup insurance and peace of mind.
[00:59:35.528 --> 00:59:41.033]  Folks, I really believe in the solar power generators offered by Solutions from Science, a longtime sponsor of ours.
[00:59:41.274 --> 00:59:45.838]  You can get more information at www.mysolarbackup.com.
[00:59:45.978 --> 00:59:47.520]  That's mysolarbackup.com.
[00:59:47.740 --> 00:59:50.082]  Remember, the government doesn't own the sun yet.
[00:59:50.323 --> 00:59:52.945]  So go to mysolarbackup.com or call toll free 877-327-0365.
[00:59:59.702 --> 01:00:01.626]  Waging war on corruption.
[01:00:02.087 --> 01:00:04.892]  Alex Jones on the GCM Radio Network.
[01:00:18.470 --> 01:00:20.971]  Obama's approval rating plunging.
[01:00:20.991 --> 01:00:28.615]  No president, even Jimmy Carter or George W. Bush, went down to below 50 in the first 7-8 months.
[01:00:28.795 --> 01:00:29.655]  This is an all-time low.
[01:00:29.695 --> 01:00:31.136]  We'll cover that later.
[01:00:31.656 --> 01:00:34.858]  Take a few calls here.
[01:00:34.878 --> 01:00:37.559]  We're having backup next week so you can talk to him more.
[01:00:38.720 --> 01:00:40.620]  For Phil Berg, Obamacrimes.com.
[01:00:40.961 --> 01:00:43.302]  William in Delaware, you're on the air with Phil Berg.
[01:00:43.362 --> 01:00:43.662]  Go ahead.
[01:00:44.784 --> 01:00:49.427]  I want to thank Phil for taking on the legal aspect of this whole situation.
[01:00:49.807 --> 01:00:59.492]  And Alex, I want to thank you and Jason and Luke out there for showing me what a powerful weapon that video camera is.
[01:00:59.913 --> 01:01:05.576]  Because without that, there wasn't anybody else down there that day actually recording this stuff.
[01:01:06.196 --> 01:01:16.087]  And I stuck four or five different videos from the footage that I got there that day and put them out there and that one just took off.
[01:01:16.388 --> 01:01:17.729]  Wait, wait, the footage of what?
[01:01:17.809 --> 01:01:18.991]  Footage of Phil Berg?
[01:01:20.123 --> 01:01:25.571]  No, I'm the creator of the woman in the red shirt video here in Delaware.
[01:01:25.591 --> 01:01:26.913]  Wow, what a small world.
[01:01:26.993 --> 01:01:31.520]  So you're saying, you're saying you're one of my listeners, you learned from us.
[01:01:31.801 --> 01:01:35.747]  I'm an official info warrior, Alex, and I'm proud to be one.
[01:01:36.227 --> 01:01:43.093]  Well, and now this thing's got millions and millions of views, hundreds of different versions, some of them 700, some of them 500,000 views apiece.
[01:01:43.473 --> 01:01:53.441]  Phil, how exciting that the guy that shot the video, hey, what was it like seeing this huge spontaneous awakening where, I mean, you were in that crowd.
[01:01:53.481 --> 01:01:57.765]  It looks like from the video that like 80, 90 percent of the people are yelling, yeah, yeah.
[01:01:58.005 --> 01:01:59.386]  I mean, what did you see?
[01:01:59.607 --> 01:02:00.607]  It was about that.
[01:02:01.388 --> 01:02:02.448]  ...stage for this thing.
[01:02:02.948 --> 01:02:07.630]  This was a town hall listening tour that was going to be about healthcare.
[01:02:08.330 --> 01:02:13.111]  He put it three days after his vote for cap-and-trade.
[01:02:13.731 --> 01:02:19.353]  Eighty to ninety percent of the people that were there were there because of his vote for that cap-and-trade bill.
[01:02:19.991 --> 01:02:29.098]  Well listen, William, I want to say right now, we will put it in the film if you will send us the footage of that lady and make the point because it'd be higher quality.
[01:02:29.378 --> 01:02:33.642]  Can I put you on hold and give you our FedEx number and will you let us use that in the new Obama film?
[01:02:34.486 --> 01:02:37.568]  Absolutely, and I've got one other thing to plug.
[01:02:37.968 --> 01:02:47.995]  After the meeting, I got up one-on-one with Mike Castle, and the audio is not great on it, but it's actually posted as a video response to this first one.
[01:02:48.775 --> 01:02:54.159]  And I'm asking him about the forced vaccination bill, whether he would vote for it.
[01:02:54.479 --> 01:03:01.604]  He flip-flops on it, and eventually at the end he says yes, under certain circumstances he would vote to forcibly vaccinate us.
[01:03:03.566 --> 01:03:08.177]  And it wouldn't be a violation of the Fourth Amendment, which frankly I think is disgusting.
[01:03:09.079 --> 01:03:10.040]  This is incredible.
[01:03:10.080 --> 01:03:11.120]  You know what, William?
[01:03:11.160 --> 01:03:22.167]  I'm going to put you on hold right now, get your name and number, and I'm going to call you in a little while and give you our FedEx number, but I'd like to have you on for maybe 10-15 minutes next time.
[01:03:22.187 --> 01:03:25.289]  Next week, we do two hours on this subject.
[01:03:25.389 --> 01:03:31.673]  But look, every time I turn around, it is our listeners that are trailblazing on every big issue.
[01:03:32.394 --> 01:03:33.855]  William, you warm my heart.
[01:03:33.915 --> 01:03:34.815]  You made my day.
[01:03:34.855 --> 01:03:35.436]  God bless you.
[01:03:36.198 --> 01:03:42.359]  Hey, thanks Alex, and I also want to put a plug out to the Oath Keepers, because I'm constantly pushing those guys for our troops.
[01:03:42.919 --> 01:03:44.540]  We'll do that, but we've got to say bye.
[01:03:44.560 --> 01:03:45.500]  Look, I'll just have you back on.
[01:03:46.840 --> 01:03:47.740]  Get his name and number, John.
[01:03:47.760 --> 01:03:50.921]  Phil, I'm going to have you back up next week.
[01:03:50.961 --> 01:04:00.903]  My team's coming up this weekend to interview you for the film, but in closing, and I meant to get to other calls, but that caller, look at what a small world it is that it's one of our listeners that did that.
[01:04:01.448 --> 01:04:02.108]  That's wonderful.
[01:04:02.548 --> 01:04:08.411]  Yeah, now the big thing is, if everyone can go to my website and send it to everyone on their address book, obamacrimes.com.
[01:04:08.771 --> 01:04:13.872]  Listeners, go to it, send it to everyone on your address book, and ask them to send it on and on and on.
[01:04:14.293 --> 01:04:16.754]  And if you can make a contribution to us, it's costly.
[01:04:17.094 --> 01:04:19.194]  We want to get sign boards up that mean something.
[01:04:19.214 --> 01:04:21.995]  We want signs going up, Obama, where's your birth certificate?
[01:04:22.396 --> 01:04:28.938]  We want to have bumper stickers with, or metallic things you can put on the side of your car saying, Obama, where's your birth certificate?
[01:04:29.338 --> 01:04:32.759]  Not this easy way out thing, where's your birth certificate, doesn't do it.
[01:04:32.779 --> 01:04:35.340]  So Obamacrimes.com is the place to go, everyone.
[01:04:35.920 --> 01:04:36.560]  Absolutely.
[01:04:36.600 --> 01:04:37.701]  People should support you.
[01:04:37.721 --> 01:04:39.281]  You're doing invaluable work.
[01:04:39.681 --> 01:04:48.224]  And I want to have you on next week for an hour or more with the colonel who you're representing, and to cover a lot more at Obamacrimes.com.
[01:04:48.824 --> 01:04:55.906]  Mr. Berg, thank you so much for spending time with us, and I'm going to have my producer call you in about 20 minutes to lock down that interview time.
[01:04:58.137 --> 01:04:58.417]  You bet.
[01:04:58.457 --> 01:04:58.877]  Take care.
[01:04:58.977 --> 01:05:02.659]  Our website's InfoWars.com and PrisonPlanet.TV.
[01:05:03.039 --> 01:05:04.379]  We have another guest coming up.
[01:05:04.439 --> 01:05:06.020]  Reverend James Manning, stay with us.
[01:05:06.540 --> 01:05:07.661]  This is Alex Jones.
[01:05:07.941 --> 01:05:09.722]  Have you heard of the Millionaire Patriot?
[01:05:09.922 --> 01:05:10.542]  Well, you should.
[01:05:10.562 --> 01:05:15.164]  He has a free handgun and five days of firearms training waiting for you.
[01:05:15.404 --> 01:05:15.844]  That's right.
[01:05:16.204 --> 01:05:26.089]  You can attend five days of world-class gun training at Front Sight Firearms Training Institute and secure a 30-state concealed weapons permit, all for pennies on the dollar.
[01:05:26.209 --> 01:05:33.193]  Plus, if you act fast, the Millionaire Patriot will give you a free Springfield Armory XD pistol in the caliber of your choice.
[01:05:33.553 --> 01:05:40.076]  I believe now is the time that you and your family need to be armed and trained to levels that exceed law enforcement and military standards.
[01:05:40.456 --> 01:05:45.639]  Front Sight provides such training without any boot camp mentality or drill instructor attitudes.
[01:05:45.959 --> 01:05:47.120]  This is real.
[01:05:47.420 --> 01:05:48.161]  Don't miss out.
[01:05:48.481 --> 01:05:56.847]  Secure a Front Sight Defensive Handgun Course plus a 30 state concealed weapons permit for pennies on the dollar and get your free handgun.
[01:05:57.047 --> 01:05:59.209]  Go to FrontSight.com today.
[01:05:59.409 --> 01:06:02.911]  That's F-R-O-N-T-S-I-G-H-T dot com.
[01:06:03.112 --> 01:06:06.014]  Go to FrontSight.com for your training and free gun.
[01:06:06.957 --> 01:06:08.518]  Hello friends, this is Alex Jones.
[01:06:08.618 --> 01:06:13.300]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:06:13.380 --> 01:06:16.122]  We need to be independent, and food and water is the key.
[01:06:16.322 --> 01:06:19.204]  You'll never have to stand in a bread line if you have your own bread.
[01:06:19.364 --> 01:06:25.227]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency if you simply prepare.
[01:06:25.447 --> 01:06:28.389]  No one is going to take care of your family in the final equation but you.
[01:06:28.689 --> 01:06:35.594]  You know efoodsdirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[01:06:35.674 --> 01:06:38.816]  And they do it at almost half the cost of last year's grocery prices.
[01:06:38.956 --> 01:06:40.837]  Call 1-800-409-5633 or on the web go to efoodsdirect.com.
[01:06:44.099 --> 01:06:50.181]  Visit eFoodsDirect.com and look over the fine list of high-quality, freeze-dried, and dehydrated foods they have to offer.
[01:06:50.361 --> 01:06:54.122]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[01:06:54.142 --> 01:06:55.463]  Again, 800-409-5633, or on the web at eFoodsDirect.com.
[01:06:55.483 --> 01:06:56.083]  Take action today.
[01:06:56.103 --> 01:06:57.924]  The first step is getting storable food.
[01:07:06.954 --> 01:07:07.894]  A guy named M.Z.
[01:07:07.934 --> 01:07:11.095]  in Santa Cruz, California, who owns one of our affiliate radio stations.
[01:07:11.315 --> 01:07:13.736]  He got laid off from a job he loved many years ago.
[01:07:13.876 --> 01:07:14.636]  He was devastated.
[01:07:14.756 --> 01:07:23.419]  But it taught him a lesson very early in life, that even when you do a great job for someone, and your boss tells you how much he appreciates you every day, there is no job security.
[01:07:23.559 --> 01:07:29.440]  You are always in danger of losing your job, unless you take charge of your livelihood and own your own business.
[01:07:29.760 --> 01:07:32.261]  Since you are the boss, nobody can fire you.
[01:07:32.461 --> 01:07:33.281]  So M.Z.
[01:07:33.321 --> 01:07:34.822]  has been his own boss for over 37 years.
[01:07:35.902 --> 01:07:36.122]  I think so.
[01:07:58.664 --> 01:07:59.986]  OwnMyself.com.
[01:08:00.146 --> 01:08:03.750]  It takes very little money, and if you're interested, MZ wants to talk to you.
[01:08:03.930 --> 01:08:06.473]  Remember, Chocolate.OwnMyself.com.
[01:08:07.093 --> 01:08:12.179]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[01:08:12.499 --> 01:08:14.782]  Because there's a war on for your mind.
[01:08:26.272 --> 01:08:33.737]  Well, it's ATLAH Worldwide, and he has millions of people that listen to his sermons and watch what he has to do.
[01:08:33.757 --> 01:08:40.621]  He's a very popular pastor, Reverend James Manning, the chief pastor at ATLAH World Missionary Church.
[01:08:40.721 --> 01:08:50.707]  Manning graduated from the College of New Rochelle with a Bachelor of Arts degree, continued to the Union Theological Seminary in the city of New York, where he is awarded Master of Divinity.
[01:08:51.047 --> 01:08:53.149]  Manning also holds a Doctor of Philosophy degree,
[01:08:54.209 --> 01:09:08.601]  From Theology Seminary and unaccredited educational institution, Manning achieved some controversy in the 2008 presidential election after he posted several sermons of his that were harshly critical of Democratic candidate Barack Obama on the website YouTube.
[01:09:08.621 --> 01:09:14.125]  So that's kind of the view of him from Wikipedia, but you never know about Wikipedia.
[01:09:14.165 --> 01:09:17.728]  They got my name spelled wrong and half the stuff on there is a lie about me.
[01:09:18.008 --> 01:09:22.612]  So we have the man himself who I think is very focused, articulate, and also very angry
[01:09:23.928 --> 01:09:27.914]  In fact, early on he was really critical of Obama, and I wasn't sure about Obama.
[01:09:28.374 --> 01:09:37.687]  You know, I wasn't a big fan of Bush, and a lot of stuff Obama said he wanted to do, I agreed with, but then he's lied about everything, and now his approval rating's gone from 84
[01:09:39.429 --> 01:09:43.470]  In a Rasmussen poll to 49, nobody's has ever fallen that fast.
[01:09:43.990 --> 01:09:47.911]  Now it's coming out that the majority of people think he was really born in Kenya.
[01:09:48.351 --> 01:09:49.372]  He's such a liar.
[01:09:49.432 --> 01:09:50.472]  Who knows if that's true?
[01:09:50.492 --> 01:09:52.172]  We just covered it with Mr. Berg earlier.
[01:09:52.392 --> 01:09:54.173]  They won't release the original birth certificate.
[01:09:54.893 --> 01:09:57.354]  Anybody who criticizes him gets called a racist.
[01:09:57.734 --> 01:09:59.794]  It's creating all this racial division.
[01:10:01.315 --> 01:10:03.915]  And this is getting really scary.
[01:10:04.436 --> 01:10:05.316]  So I wanted to get
[01:10:06.666 --> 01:10:13.675]  The view from a critical black American pastor of Barack Obama on multi-fronts.
[01:10:13.715 --> 01:10:15.838]  We've had people on, black Americans who like him.
[01:10:16.139 --> 01:10:18.482]  We have people like KRS-One, Hip Hop Sensation.
[01:10:18.762 --> 01:10:22.087]  Day One said, I see a scam coming a mile away.
[01:10:22.948 --> 01:10:32.930]  And as I said when Obama first got elected, I said, I feel bad because when it turns out that this guy is a fraud like most politicians, it's going to be turned into a racial issue.
[01:10:33.170 --> 01:10:37.731]  So to give us his take on this is a fellow who's ended up being all over Fox, CNN, you name it.
[01:10:38.251 --> 01:10:39.371]  Quite a big controversy.
[01:10:41.012 --> 01:10:43.512]  Dr. James David Manning.
[01:10:43.832 --> 01:10:46.133]  Pastor, it's good to have you on here with us, sir.
[01:10:47.193 --> 01:10:49.214]  Well, Alex, it's good to be here as well.
[01:10:50.535 --> 01:10:53.216]  I'm really honored to be on your broadcast.
[01:10:53.837 --> 01:10:59.480]  I've heard a lot about you, and I've seen what they've done to you on YouTube.
[01:10:59.600 --> 01:11:03.642]  I've heard all about it, but I'm glad to be on the broadcast today.
[01:11:03.962 --> 01:11:04.983]  Let me also add this.
[01:11:05.263 --> 01:11:14.668]  I am traveling, and I'm not in my office, and so I had to stop at a restaurant to make this call, so you may hear some exterior noises.
[01:11:15.228 --> 01:11:16.149]  I totally understand.
[01:11:16.169 --> 01:11:18.010]  You're on the road, came on on short notice.
[01:11:18.250 --> 01:11:20.532]  We'll have you back up from the studio in the near future.
[01:11:20.792 --> 01:11:21.753]  You've got the floor, sir.
[01:11:23.054 --> 01:11:26.456]  Well, again, you know, your intro kind of says it all.
[01:11:26.476 --> 01:11:37.865]  I was very much aware of Obama from day one, if you will, checking out him as a person, what his spirit was all about.
[01:11:39.183 --> 01:11:48.606]  Uh, and was able to deal with that, but I first began to try to deal with the African American or black community, whatever it is that, you know, black folks prefer to be called.
[01:11:48.626 --> 01:11:55.349]  Um, I realized who he was and that the presidential campaign was underway.
[01:11:55.369 --> 01:12:06.873]  Uh, I tried to say to the black folk, um, especially since the church, the Lord has let me pastor for the last 27 years is in Harlem, New York.
[01:12:08.035 --> 01:12:22.906]  And of course, black folk have been so enamored with Bill Clinton and labeled him, uh, Toni Morrison and Maya Angelou had stated that he was the first black president, no black president could ever be better than Bill Clinton.
[01:12:23.730 --> 01:12:37.336]  And then, of course, back in 2001, the Black Caucus, Congressional Caucus of the Black Congress, got together and put together a resolution there in the House determining that Bill Clinton was the first black president.
[01:12:38.256 --> 01:12:44.098]  And then I saw them turning from their commitment to the Clintons to Obama.
