[00:00:06.000 --> 00:00:06.441]  Watch me!
[00:58:24.606 --> 00:58:24.806]  Call 1-800-409-5633.
[00:58:24.866 --> 00:58:26.507]  Or on the web, go to eFoodsDirect.com.
[00:58:29.750 --> 00:58:35.834]  Visit eFoodsDirect.com and look over the fine list of high-quality, pre-stride, and dehydrated foods they have to offer.
[00:58:36.014 --> 00:58:39.756]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[00:58:39.776 --> 00:58:41.117]  Again, 800-409-5633, or on the web at eFoodsDirect.com.
[00:58:41.137 --> 00:58:41.637]  Take action today.
[00:58:41.657 --> 00:58:42.858]  The first step is getting storable food.
[00:58:52.196 --> 00:58:56.180]  Hello friends, this is Alex Jones and I want each of you to ask yourself this question.
[00:58:56.420 --> 00:58:58.202]  Do you really know what's in your tap water?
[00:58:58.422 --> 00:59:06.710]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[00:59:06.951 --> 00:59:12.176]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[00:59:12.516 --> 00:59:14.138]  Now what are you going to do about it?
[00:59:14.358 --> 00:59:20.699]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[00:59:20.859 --> 00:59:31.622]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere, and uses state-of-the-art carbon filtration, reverse osmosis, and ultraviolet light sterilization techniques.
[00:59:31.922 --> 00:59:32.442]  That's right.
[00:59:32.702 --> 00:59:35.002]  Clean water, right from the air you breathe.
[00:59:35.262 --> 00:59:36.823]  Order today by calling 1-800-691.
[00:59:38.783 --> 00:59:39.404]  We're good to go.
[01:00:06.601 --> 01:00:07.222]  Big Brother.
[01:00:07.903 --> 01:00:08.964]  Mainstream media.
[01:00:09.685 --> 01:00:10.766]  Government cover-ups.
[01:00:11.427 --> 01:00:12.248]  You want answers?
[01:00:13.009 --> 01:00:13.910]  Well, so does he.
[01:00:14.591 --> 01:00:18.316]  He's Alex Jones on the GCN Radio Network.
[01:00:18.776 --> 01:00:22.821]  And now, live from Austin, Texas, Alex Jones.
[01:00:37.455 --> 01:00:40.252]  With passion and desire.
[01:00:42.205 --> 01:00:50.631]  I can literally taste it as my teeth clench and lock together.
[01:00:51.992 --> 01:01:00.077]  I can feel my ancestors' victories against tyranny and the great battles they fought.
[01:01:00.337 --> 01:01:03.800]  The struggles of the species.
[01:01:04.660 --> 01:01:07.402]  Everything it is to the human.
[01:01:07.582 --> 01:01:12.005]  I can feel it coursing through my very bones.
[01:01:13.186 --> 01:01:25.016]  My heart, my guts, the sinews in my forearms, my fists that are cracked and arthritic burn with power!
[01:01:28.597 --> 01:01:32.801]  All of you have that same human spark!
[01:01:32.901 --> 01:01:35.583]  Your destiny is to build!
[01:01:36.104 --> 01:01:38.346]  Your destiny is to create!
[01:01:39.006 --> 01:01:43.210]  Your destiny is to be free!
[01:01:44.131 --> 01:01:46.152]  Free of bondage!
[01:01:46.352 --> 01:01:49.175]  Free of lesser men's control!
[01:01:50.576 --> 01:01:52.498]  And I want you to stand up!
[01:01:53.378 --> 01:01:55.719]  And I want you to get focused.
[01:01:55.919 --> 01:02:05.483]  And I want you to stop being afraid of turning your own personal destiny on the power that God has put in each of us.
[01:02:08.257 --> 01:02:17.224]  Do you realize that's why the New World Order hates you?
[01:02:17.624 --> 01:02:19.285]  That's why the devil hates you?
[01:02:20.246 --> 01:02:22.248]  And that's why they're so afraid of us?
[01:02:23.468 --> 01:02:29.233]  We are literally not even an embryonic form of what humanity is going to become.
[01:02:30.114 --> 01:02:34.099]  We have not even become a larva yet, ladies and gentlemen.
[01:02:34.980 --> 01:02:45.975]  And every ounce of my being only wants to see the species do well, and to grow, and to turn into what we are to become.
[01:02:47.757 --> 01:02:53.261]  All of our triumphs, all of our tribulations, everything we are.
[01:02:53.921 --> 01:03:01.567]  And you look at who our heroes are today, basketball players, football players, things that mean nothing today, it'll mean even less tomorrow, or next year.
[01:03:02.827 --> 01:03:05.970]  No longer is it the people that stand up against tyranny that are the heroes.
[01:03:06.010 --> 01:03:09.492]  No longer is it the people that save burning children from a building.
[01:03:10.293 --> 01:03:15.136]  No longer is it individuals who invent incredible new technologies.
[01:03:15.416 --> 01:03:16.037]  No longer
[01:03:17.791 --> 01:03:20.494]  They know how to take your heroes and give you false heroes.
[01:03:20.854 --> 01:03:23.517]  They know how to punch your buttons and manipulate you.
[01:03:23.837 --> 01:03:27.721]  And it's time that you literally break out of that cage.
[01:03:28.142 --> 01:03:31.505]  It's time for you to bust out and break out like the Incredible Hulk.
[01:03:31.886 --> 01:03:33.347]  It's time to get wild!
[01:03:33.367 --> 01:03:37.371]  There's nothing that can stop us if we just turn it all loose!
[01:03:37.491 --> 01:03:39.133]  Yeah!
[01:03:39.213 --> 01:03:39.593]  Yeah!
[01:03:45.211 --> 01:03:46.712]  Feel the freedom!
[01:03:47.152 --> 01:04:00.362]  You can break through the New World Order right now!
[01:04:00.482 --> 01:04:04.024]  You can stop being a slave right now!
[01:04:18.798 --> 01:04:20.999]  All these people that hate beauty.
[01:04:21.779 --> 01:04:23.240]  All these people that hate strength.
[01:04:23.460 --> 01:04:29.543]  All these people that want to turn you into a pile of stupid, dull-eyed weakness.
[01:04:30.043 --> 01:04:31.363]  They make me sick!
[01:04:32.424 --> 01:04:39.487]  Everything in me wants life and green fields and happiness running over.
[01:05:00.834 --> 01:05:06.400]  This is Alex Jones and I want to tell you again about a company that has supported us in the truth movement for years.
[01:05:06.700 --> 01:05:07.862]  Inner Health Botanicals.
[01:05:08.002 --> 01:05:12.006]  This company produces the highest quality superfood around, called InnerFood.
[01:05:12.286 --> 01:05:13.828]  My wife just loves the stuff.
[01:05:14.148 --> 01:05:20.435]  And now, the health ranger Mike Adams has awarded InnerFood his Editor's Choice Award for Best Superfood of 2009.
[01:05:21.576 --> 01:05:24.117]  Interfood is loaded with 20 great organic ingredients.
[01:05:24.437 --> 01:05:25.938]  No fillers, no sweeteners.
[01:05:26.178 --> 01:05:28.959]  It would be impossible to blend this up for a better price.
[01:05:29.199 --> 01:05:30.640]  And their formula really works.
[01:05:30.900 --> 01:05:33.461]  This is the real thing for the great health you need.
[01:05:33.721 --> 01:05:34.982]  Try the NutriCafe.
[01:05:35.222 --> 01:05:39.624]  Their great organic coffee infused with polysaccharides that boosts the immune system.
[01:05:39.984 --> 01:05:42.185]  A truly healthy coffee that tastes great.
[01:05:42.405 --> 01:05:44.666]  And take it from me folks, it really does taste great.
[01:05:44.866 --> 01:05:46.627]  Don't forget to try their other great products.
[01:05:46.967 --> 01:05:49.248]  Go to www.interfood.com.
[01:05:49.468 --> 01:05:57.110]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:05:57.290 --> 01:05:58.910]  It's Alex Jones and the GCN Radio Network.
[01:06:17.008 --> 01:06:23.255]  They are beginning the brainwashing for forced inoculations in Europe, England, the United States, Canada, Australia, everywhere.
[01:06:23.275 --> 01:06:30.822]  We've got a disgusting local newscast I want to break down and analyze coming up later as well in the next hour.
[01:06:30.842 --> 01:06:34.566]  I do want to go ahead and just fire out the toll-free phone number.
[01:06:35.495 --> 01:06:40.299]  Because I'm going to start taking calls at the beginning of the next hour and covering a blitzkrieg of news.
[01:06:40.860 --> 01:06:42.101]  And boy, is it all important.
[01:06:42.121 --> 01:06:42.561]  1-800-259-9231.
[01:06:42.581 --> 01:06:42.681]  1-800-259-9231.
[01:06:42.761 --> 01:06:44.342]  But as they say, once more into the breach.
[01:06:44.362 --> 01:06:45.583]  And so into the valley of death, Road 600.
[01:06:45.624 --> 01:06:48.226]  Forget who said that, I don't know if part of it's Shakespeare.
[01:07:05.117 --> 01:07:09.420]  You know, constantly at night and in the morning I write notes about thoughts and points I want to make.
[01:07:11.621 --> 01:07:12.502]  And it needs to be done.
[01:07:12.522 --> 01:07:14.944]  We need to talk about some of these issues.
[01:07:15.924 --> 01:07:16.745]  Larger issues.
[01:07:18.206 --> 01:07:19.707]  Overall philosophy issues.
[01:07:22.609 --> 01:07:28.493]  But I assure you, new listeners, if you will simply follow your instincts,
[01:07:29.701 --> 01:07:31.442]  Because I know what your gut's telling you right now.
[01:07:31.502 --> 01:07:32.803]  It's telling you I'm telling you the truth.
[01:07:33.504 --> 01:07:34.764]  Because I do tell the truth.
[01:07:35.705 --> 01:07:36.686]  And I do my research.
[01:07:38.707 --> 01:07:39.988]  Does that mean I always get it right?
[01:07:40.228 --> 01:07:40.448]  No.
[01:07:42.189 --> 01:07:43.390]  But I try to get it right.
[01:07:44.511 --> 01:07:45.972]  And we're frighteningly accurate here.
[01:07:46.012 --> 01:07:49.194]  I'd say 95% plus.
[01:07:49.214 --> 01:07:53.357]  I was about to say 98, but it sounds obnoxious.
[01:07:54.017 --> 01:07:54.678]  It's above 95% accuracy.
[01:07:57.802 --> 01:08:01.483]  Most of our inaccuracy is underestimating evil.
[01:08:04.584 --> 01:08:25.349]  It's hard for me to imagine that there are hundreds of thousands of people, conservatively, sociologists and psychologists and criminologists predict, bare minimum, in the world, hundreds of thousands, probably more, that enjoy kidnapping little children and torturing them to death for weeks and then killing them.
[01:08:28.536 --> 01:08:39.645]  That is hard for me to imagine that there are people who enjoy torturing innocent people to death.
[01:08:43.709 --> 01:08:56.139]  But just because that is 180 degrees alien from what most of us believe in, in what most of us love, in what most of us like, in what most of our tastes are,
[01:08:57.711 --> 01:09:02.716]  Nevertheless, those individuals are amongst us.
[01:09:07.500 --> 01:09:09.462]  And there's different debates on it.
[01:09:10.523 --> 01:09:12.665]  Different psychological reports that have been done on it.
[01:09:12.725 --> 01:09:14.427]  Some quackery, some quite accurate.
[01:09:16.169 --> 01:09:20.713]  Some estimates have as many as two psychopaths for every hundred people.
[01:09:23.683 --> 01:09:27.586]  Most of the studies show, on average, about one psychopath per every hundred people.
[01:09:30.128 --> 01:09:32.991]  And guess how many sociopaths there are for every hundred?
[01:09:34.672 --> 01:09:40.097]  Some gauges have 20% being sociopaths.
[01:09:41.318 --> 01:09:44.140]  That is, they don't enjoy killing you, they just don't care if you die.
[01:09:44.500 --> 01:09:49.164]  See, a psychopath enjoys it, and enjoys the power trip of it.
[01:09:59.949 --> 01:10:09.131]  And so what you have is psychopaths, high-functioning psychopaths, in command of legions of sociopaths.
[01:10:11.691 --> 01:10:21.393]  The psychopaths also command legions of people that like to be enslaved and people that like to serve psychopaths.
[01:10:21.873 --> 01:10:23.273]  The whip-me-beat-me types.
[01:10:23.293 --> 01:10:27.194]  In fact, many of their most dangerous operatives
[01:10:28.689 --> 01:10:31.970]  Are the chicken neck ghoul variety that I so loathe.
[01:10:35.052 --> 01:10:37.132]  And then of course they have the sadistic sadist.
[01:10:37.593 --> 01:10:38.713]  They have armies of them.
[01:10:38.733 --> 01:10:48.077]  And they operate, the virus of tyranny operates best in a fat and decadent
[01:10:52.208 --> 01:10:54.569]  Spoiled environment.
[01:10:55.529 --> 01:10:57.470]  And boy, isn't America the epitome of that?
[01:10:58.230 --> 01:10:59.290]  Fat, dumb, and happy.
[01:11:00.651 --> 01:11:06.532]  It's like rotten, stagnant water that you've pumped a thousand gallons of fresh sewage into.
[01:11:06.552 --> 01:11:14.455]  Oh, it's already full of bacteria and filth, but it's going to become pure cess sludge.
[01:11:16.795 --> 01:11:18.596]  Pure detritus.
[01:11:20.070 --> 01:11:21.331]  Liquid E. coli.
[01:11:22.011 --> 01:11:22.871]  Liquid death.
[01:11:24.252 --> 01:11:42.999]  Only the New World Order would come up with an artificial sweetener that rots holes in your brains, kills your cells and mass, attacks every organ, attacks your pancreas, and is the defecation of genetically engineered E. coli bacteria.
[01:11:44.981 --> 01:11:47.042]  Only the New World Order would come up with that.
[01:11:47.442 --> 01:11:49.822]  And everything they do is a wicked invention.
[01:11:50.062 --> 01:11:51.143]  They are creators.
[01:11:53.643 --> 01:11:54.784]  They mimic God.
[01:11:55.584 --> 01:12:00.285]  They counterfeit God, but in a twisted, stinking way.
[01:12:03.306 --> 01:12:03.806]  But they do.
[01:12:06.487 --> 01:12:07.427]  They are creators.
[01:12:10.538 --> 01:12:19.861]  Made in the image of the creator of the universe, but twisted and dark, with a dark logic, a different science, a different language of mathematics.
[01:12:22.122 --> 01:12:31.165]  They come from the gulfs, the black gulfs of pain and suffering.
[01:12:35.000 --> 01:12:40.801]  They hate the light, so they seek to tear it down, to topple it, to overturn it!
[01:12:45.843 --> 01:12:51.804]  Psychopaths, and I've interviewed some of the top psychiatrists that have interviewed some of the most famous psychopaths here on air.
[01:12:51.824 --> 01:12:53.224]  In fact, I forget that lady's name.
[01:12:53.244 --> 01:12:53.984]  We need to get her back on.
[01:12:54.004 --> 01:12:56.825]  We interviewed all the psychos on her own years ago.
[01:12:56.845 --> 01:12:57.385]  It was amazing.
[01:12:57.405 --> 01:13:02.586]  I've got to create a list of all these powerful guests, and then we have them on once, and then we have them on again.
[01:13:03.687 --> 01:13:04.547]  And she was describing
[01:13:06.687 --> 01:13:19.094]  What they, uh, the best cinema description of it would be the remake of the Manchurian Candidate, that whenever he goes under mind control, everything kind of glows.
[01:13:19.134 --> 01:13:20.095]  Everything's like brilliant.
[01:13:20.135 --> 01:13:21.336]  He feels totally alive.
[01:13:22.176 --> 01:13:25.778]  Whenever they give him the program words, everything blazes.
[01:13:26.439 --> 01:13:31.842]  And a psychopath is depressed and unhappy and upset, generally.
[01:13:34.224 --> 01:13:43.933]  And only feels alive when they've got a child chained down, burning them with cigarettes and electrical wires and torturing them and begging and hearing them sob for their mother.
[01:13:44.653 --> 01:13:46.335]  It's like blazing, burning light.
[01:13:46.375 --> 01:13:47.116]  It's like life.
[01:13:47.516 --> 01:13:48.197]  Oh, it's beautiful.
[01:13:48.717 --> 01:13:50.899]  While they're killing the goodness and the innocence.
[01:13:52.521 --> 01:13:54.422]  So you want to know why Bill Gates is so happy?
[01:13:56.444 --> 01:14:00.548]  He's one of the biggest eugenicists in history, folks.
[01:14:02.253 --> 01:14:05.875]  I think it's a fair estimate to say he has tens of billions worldwide for eugenics.
[01:14:05.915 --> 01:14:09.857]  He's probably got more megadeaths under his belt than Adolf A. Louis Hitler.
[01:14:10.617 --> 01:14:14.719]  I don't think he has Mao championed yet, but he'll get there.
[01:14:16.000 --> 01:14:19.282]  He's as happy as a pig, and you know what?
[01:14:21.023 --> 01:14:21.643]  And he likes it.
[01:14:24.082 --> 01:14:30.885]  And he's organized, and he's focused, and he's professional, and he's laughing at you, and he understands sociology and psychology, and he enjoys it.
[01:14:31.365 --> 01:14:35.426]  He enjoys walking through an airport and just looking at everybody he's running black ops on.
[01:14:36.006 --> 01:14:37.607]  It's a little special secret to him.
[01:14:38.247 --> 01:14:50.572]  He is, to the power of infinity, the archetype of the punk busboy who puts a booger in somebody's fettuccine alfredo.
[01:14:51.352 --> 01:14:53.173]  And I've seen a busboy do that.
[01:14:56.147 --> 01:15:02.510]  I saw him in a little dark hallway from my table looking back where the plates were being put up, steaming for the people.
[01:15:02.970 --> 01:15:11.193]  Maybe somebody had given him a weird look because he was so insecure and neurotic and just a biological android, a suboid demon.
[01:15:12.914 --> 01:15:17.596]  And he had that power to stick his finger in his nose and to stick that booger right in that food.
[01:15:17.896 --> 01:15:23.779]  And that's what Bill Gates is, but a giant, powerful, spoiled, wicked little busboy.
[01:15:26.587 --> 01:15:31.971]  And he's gonna stick sodium fluoride in your water, he's gonna give you special shots that are gonna make you feel real good.
[01:15:32.871 --> 01:15:40.237]  Because he is a smiley face, demon-eyed, right out of the pit of hell, and I swear eternal resistance to you.
[01:15:41.938 --> 01:15:51.565]  And I spend my life and I spend my fortune and I spend my soul and my energy ramming straight into you with everything I got.
[01:16:02.230 --> 01:16:07.193]  This is Alex Jones with five good reasons you should consider buying a solar power generator this summer.
[01:16:32.270 --> 01:16:32.550]  I think?
[01:17:01.940 --> 01:17:03.041]  This is Alex Jones.
[01:17:03.322 --> 01:17:05.104]  Have you heard of the Millionaire Patriot?
[01:17:05.324 --> 01:17:05.925]  Well, you should.
[01:17:05.945 --> 01:17:10.550]  He has a free handgun and five days of firearms training waiting for you.
[01:17:10.790 --> 01:17:11.291]  That's right.
[01:17:11.591 --> 01:17:20.081]  You can attend five days of world-class gun training at Front Sight Firearms Training Institute and secure a 30-state concealed weapons permit.
[01:17:20.261 --> 01:17:21.522]  All for pennies on the dollar.
[01:17:21.622 --> 01:17:22.764]  Plus, if you act fast.
[01:17:22.964 --> 01:17:28.587]  The Millionaire Patriot will give you a free Springfield Armory XD pistol in the caliber of your choice.
[01:17:28.947 --> 01:17:35.471]  I believe now is the time that you and your family need to be armed and trained to levels that exceed law enforcement and military standards.
[01:17:35.851 --> 01:17:41.034]  Front Sight provides such training without any boot camp mentality or drill instructor attitudes.
[01:17:41.354 --> 01:17:42.495]  This is real.
[01:17:42.816 --> 01:17:43.556]  Don't miss out.
[01:17:43.877 --> 01:17:52.265]  Secure a Front Sight Defensive Handgun Course plus a 30 state concealed weapons permit for pennies on the dollar and get your free handgun.
[01:17:52.445 --> 01:17:54.607]  Go to FrontSight.com today.
[01:17:54.807 --> 01:17:58.311]  That's F-R-O-N-T-S-I-G-H-T dot com.
[01:17:58.511 --> 01:18:01.414]  Go to FrontSight.com for your training and free gun.
[01:18:02.329 --> 01:18:03.910]  Hello friends, this is Alex Jones.
[01:18:04.030 --> 01:18:08.651]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[01:18:08.751 --> 01:18:11.492]  We need to be independent, and food and water is the key.
[01:18:11.713 --> 01:18:14.594]  You'll never have to stand in a bread line if you have your own bread.
[01:18:14.754 --> 01:18:20.596]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency if you simply prepare.
[01:18:20.836 --> 01:18:23.757]  No one is going to take care of your family in the final equation but you.
[01:18:24.077 --> 01:18:30.980]  You know eFoodsDirect.com is still able to ship storable food that's safe from E. coli, salmonella, genetic alteration, or Chinese imports.
[01:18:31.060 --> 01:18:34.202]  And they do it at almost half the cost of last year's grocery prices.
[01:18:34.342 --> 01:18:34.602]  Call 1-800-409-5633.
[01:18:37.023 --> 01:18:39.265]  Or on the web, go to eFoodsDirect.com.
[01:18:39.506 --> 01:18:45.572]  Visit eFoodsDirect.com and look over the fine list of high-quality, prescribed, and dehydrated foods they have to offer.
[01:18:45.752 --> 01:18:49.516]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[01:18:49.536 --> 01:18:50.857]  Again, 800-409-5633, or on the web at eFoodsDirect.com.
[01:18:50.877 --> 01:18:51.478]  Take action today.
[01:18:51.518 --> 01:18:53.500]  The first step is getting storable food.
[01:19:02.076 --> 01:19:07.638]  This is Alex Jones and I want to tell you again about a company that has supported us in the truth movement for years.
[01:19:07.939 --> 01:19:09.099]  Inner Health Botanicals.
[01:19:09.239 --> 01:19:13.221]  This company produces the highest quality superfood around, called Inner Food.
[01:19:13.501 --> 01:19:15.062]  My wife just loves the stuff.
[01:19:15.362 --> 01:19:21.665]  And now, the health ranger Mike Adams has awarded Inner Food his Editor's Choice Award for Best Superfood of 2009.
[01:19:22.805 --> 01:19:25.366]  Interfood is loaded with 20 great organic ingredients.
[01:19:25.686 --> 01:19:27.167]  No fillers, no sweeteners.
[01:19:27.427 --> 01:19:30.208]  It would be impossible to blend this up for a better price.
[01:19:30.428 --> 01:19:31.869]  And their formula really works.
[01:19:32.149 --> 01:19:34.710]  This is the real thing for the great health you need.
[01:19:34.970 --> 01:19:36.231]  Try the NutriCafe.
[01:19:36.451 --> 01:19:40.833]  Their great organic coffee infused with polysaccharides that boost the immune system.
[01:19:41.233 --> 01:19:43.414]  A truly healthy coffee that tastes great.
[01:19:43.634 --> 01:19:45.915]  And take it from me folks, it really does taste great.
[01:19:46.095 --> 01:19:47.856]  Don't forget to try their other great products.
[01:19:48.196 --> 01:19:50.477]  Go to www.interfood.com
[01:19:50.797 --> 01:19:53.678]  E-N-E-R-F-O-O-D dot com.
[01:19:53.878 --> 01:19:58.300]  That's W-W-W dot E-N-E-R-F-O-O-D dot com.
[01:19:58.540 --> 01:20:01.461]  Or just click on their banner on Infowars.com for special pricing.
[01:20:06.503 --> 01:20:14.907]  They're under attack.
[01:20:15.247 --> 01:20:16.287]  It's on record.
[01:20:16.327 --> 01:20:17.548]  These people are savage.
[01:20:18.408 --> 01:20:19.649]  They're scientific.
[01:20:21.277 --> 01:20:26.260]  Being aware of the enemy, being aware of their operations, will allow us to defeat them.
[01:20:26.280 --> 01:20:32.644]  By the way, ladies and gentlemen, this war is going on all around you, whether you know it or not.
[01:20:33.405 --> 01:20:35.746]  That's why they don't kill me and others that understand their program.
[01:20:35.766 --> 01:20:40.189]  They want to just continue their soft kill operation, slowly turning the heat up.
[01:20:45.034 --> 01:20:48.658]  The ambient background noise of death and soft kill.
[01:20:48.818 --> 01:20:50.860]  Silent weapons for quiet wars.
[01:20:52.082 --> 01:20:54.144]  They want to continue to leave the shopping malls open.
[01:20:54.825 --> 01:20:59.330]  The green hills, the blue sky, the happy girls, football games.
[01:21:01.104 --> 01:21:05.786]  As the background noise of the police girding themselves in black uniforms and masks begin to march.
[01:21:06.246 --> 01:21:07.886]  As the citizen squads are formed.
[01:21:08.227 --> 01:21:09.667]  As the foreign troops drill.
[01:21:10.567 --> 01:21:12.448]  As the banks bankrupt the society.
[01:21:12.508 --> 01:21:16.670]  The FEMA camps are to be introduced as places of refuge.
[01:21:16.690 --> 01:21:18.590]  Places you want to go.
[01:21:19.270 --> 01:21:20.131]  A free medical care.
[01:21:21.767 --> 01:21:32.381]  They make you fear the flu so you willingly come to them and willingly show the vampires your neck as they sink their fangs into the warm flesh.
[01:21:33.562 --> 01:21:34.423]  They hypnotize.
[01:21:35.745 --> 01:21:37.327]  They have you lower your defenses.
[01:21:39.169 --> 01:21:40.030]  Steal your heart.
[01:21:41.309 --> 01:21:48.397]  Fire up your soul like a giant jet engine and rise against the tyranny!
[01:21:48.517 --> 01:21:49.599]  Break the chains!
[01:21:50.620 --> 01:21:53.283]  Awaken to reality!
[01:21:53.683 --> 01:21:59.310]  Awaken to the good, the bad, and the ugly!
[01:22:00.031 --> 01:22:01.933]  Know the truth, the whole of it!
[01:22:05.134 --> 01:22:12.057]  You make the decision to put one foot in front of the other and ask God to put you on the journey to truth.
[01:22:13.237 --> 01:22:14.838]  He will be given the discernment.
[01:22:15.278 --> 01:22:17.039]  He will have the veils lifted.
[01:22:17.279 --> 01:22:19.180]  He will be given great knowledge.
[01:22:19.320 --> 01:22:25.683]  But only if it is to be used to stand against the tyranny.
[01:22:26.263 --> 01:22:28.624]  To warn your fellow men and women everywhere.
[01:22:30.421 --> 01:22:31.783]  I call on the leaders.
[01:22:32.063 --> 01:22:51.644]  I call on those of you who from the day you were born, from the time you were formed in your mother's womb, the creator of the universe and all the dimensions and all that is and will ever be, the I am that I am, has a mission for you.
[01:22:52.865 --> 01:22:58.627]  But you were given free will, and so you have to take that mission up in your hands.
[01:22:59.367 --> 01:23:06.449]  You have to face the fear of the great god that roars on the field in an attempt to stifle your will.
[01:23:07.130 --> 01:23:09.310]  You have to stand against the New World Order.
[01:23:09.330 --> 01:23:10.651]  You have to resist it.
[01:23:11.331 --> 01:23:23.454]  You have to go through the fire and commit, even unto death, even unto imprisonment, to sacrifice yourself in this holy cause of liberty and freedom!
[01:23:24.254 --> 01:23:27.795]  You must pledge yourself on the altar of freedom!
[01:23:28.395 --> 01:23:36.037]  You must commit your entire being and pledge eternal resistance to tyranny!
[01:23:36.797 --> 01:23:45.261]  Only now, at this point, will you be ready to take up your destiny!
[01:23:45.781 --> 01:23:51.664]  Now he sees and will be as it lies to see.
[01:23:51.724 --> 01:24:04.970]  The issue to men out there is... Some of the more dominant Greek city-states were tired of the city-states killing each other and they decided to focus their
[01:24:06.491 --> 01:24:07.552]  Activities outward.
[01:24:08.652 --> 01:24:15.755]  And it's at that time that the state inculcated sports into daily life so that the men wouldn't kill each other.
[01:24:17.336 --> 01:24:21.138]  Because it's not some child chained down to a bed having their teeth pulled out.
[01:24:21.298 --> 01:24:27.101]  It is a vicious man rippling with muscles in focus who is going to kill you.
[01:24:28.261 --> 01:24:29.102]  And it is real.
[01:24:30.922 --> 01:24:34.344]  And it is an animating contest of liberty.
[01:24:34.664 --> 01:24:36.005]  Who will survive?
[01:24:37.711 --> 01:24:41.772]  And so that's why you go paint yourself up in war paint and yell and scream at a football game.
[01:24:42.173 --> 01:24:45.554]  And it's not even bad in and of itself except that you're not in the arena.
[01:24:45.934 --> 01:24:52.756]  You are now learning to live through other men and through other women instead of being in the arena yourself.
[01:24:52.796 --> 01:24:59.139]  And let me tell you what those instincts for war and strength and what those instincts to get up in front of a crowd are for.
[01:24:59.579 --> 01:25:02.600]  It is for leadership to defend the women and children.
[01:25:03.550 --> 01:25:15.375]  But as societies got larger and became agrarian, and as city-states were developed, then it was more sophisticated and more mechanized to have war with your neighbor and survive, and it became a science.
[01:25:16.535 --> 01:25:21.757]  And then the science of war became light years more sophisticated than it was thousands of years ago.
[01:25:22.477 --> 01:25:31.881]  Toward now, the directed energies of the system, of the overclass, using the entire scientific funding mechanisms of the nation-states,
[01:25:33.451 --> 01:25:43.394]  Form a world government that then destroys the nation states and brings in a planetary regime of oppression and control and sterilization and micromanagement.
[01:25:43.694 --> 01:25:49.015]  A hellish global regime where everything you do and say and speak and own is chronicled.
[01:25:49.355 --> 01:25:56.077]  Where societies are squeezed and trampled and herded into control grids, into culling pens.
[01:25:57.222 --> 01:26:00.383]  And everything I've told you over these years has now been said by Pelosi.
[01:26:01.264 --> 01:26:05.765]  And said by Holdren, the czar over science.
[01:26:06.726 --> 01:26:12.048]  These bastards publish full-length textbooks detailing the Griswig operation!
[01:26:13.128 --> 01:26:14.729]  Everything I've said's been validated!
[01:26:15.789 --> 01:26:20.311]  Now, four books he's contributed to or that he wrote in total have now emerged.
[01:26:21.471 --> 01:26:25.373]  In total, 3,000 nightmare pages plus that must be read.
[01:26:26.380 --> 01:26:29.344]  Each new page, a grisly horror show.
[01:26:29.664 --> 01:26:30.185]  You know why?
[01:26:30.225 --> 01:26:35.611]  Because this isn't some nut, some recluse in a backwoods cabin saying this.
[01:26:35.971 --> 01:26:37.333]  This is the elite.
[01:26:37.613 --> 01:26:42.038]  He has been chosen because his textbook, and I've now read over 400 pages of it,
[01:26:43.900 --> 01:26:45.101]  Has been adopted.
[01:26:45.341 --> 01:26:46.462]  He is honored.
[01:26:47.082 --> 01:26:49.764]  They all compete with different plans that are very similar.
[01:26:50.344 --> 01:26:57.989]  And to fine-tune the current eugenics operations, and his plan, along with Ehrlich, has been adopted!
[01:26:58.009 --> 01:27:04.994]  And so when you see headlines like, Bill Gates wants to control the weather to save the Earth from global warming,
[01:27:06.092 --> 01:27:08.834]  See, everything's going to be converted to this fake survival mechanism.
[01:27:09.094 --> 01:27:14.737]  They know you're designed and built around defense, so they create fake wars that are actually meant to destroy you.
[01:27:15.037 --> 01:27:17.779]  They create the fake terrorist, or they fund real terrorists.
[01:27:18.099 --> 01:27:23.282]  They create the fake environmental movement to tax carbon that is part of the entire life cycle in all industry and all life.
[01:27:23.322 --> 01:27:25.123]  Won't you exhale two and a half pounds of a day?
[01:27:26.192 --> 01:27:40.381]  They create a fake climate system where they then use the very climate machines they've created to hurt the environment, create droughts, create floods and freak weather, and then you fund them to publicly fight what they've created.
[01:27:42.122 --> 01:27:47.766]  We'll come back, finish up with this, and go through a lot more on the other side.
[01:27:56.252 --> 01:28:21.906]  You fool me with your kisses You cheated and you schemed Heaven knows how you lied to me It's not the way you seem You look like an angel Walk like an angel
[01:28:35.337 --> 01:28:36.799]  You're wise, folks.
[01:28:36.939 --> 01:28:39.081]  It's not cute getting suckered.
