[00:00:00.069 --> 00:00:02.871]  Alex Jones on the GCN Radio Network.
[00:53:22.951 --> 00:53:45.451]  There was a little bit of conversation that included the word magnificent and then beautiful and so the two words just came together as a comparison of opposites and so I said magnificent desolation.
[00:53:46.733 --> 00:54:14.048]  And the magnificence really was referring to the progress of the human species from coming down from the trees to automobiles, airplanes, rockets, spaceships, and then journeying and two people from the planet Earth walking around on that object that humans had gazed up and looked at for
[00:54:15.890 --> 00:54:18.971]  All of civilization.
[00:54:20.451 --> 00:54:29.193]  So that was a magnificent testimonial to the progress that this human intelligent species was able to do.
[00:54:30.194 --> 00:54:35.355]  But we were there at the most desolate site I could imagine.
[00:54:36.835 --> 00:54:44.877]  It had not changed in hundreds and thousands of years, hundreds of thousands of years, from just what we were looking at.
[00:54:46.871 --> 00:55:00.075]  The kind of rolling terrain, all shades of gray, maybe a couple of more centimeters of dust accrued in hundreds of thousands of years.
[00:55:01.095 --> 00:55:12.718]  Fourteen days of daylight, then darkness, no atmosphere, black sky, Earth sitting up there, almost straight up.
[00:55:13.493 --> 00:55:18.797]  And then the sun moving over because of the moon's rotation about the earth.
[00:55:20.978 --> 00:55:22.819]  Just a forbidding place.
[00:55:23.000 --> 00:55:28.643]  Not at all friendly or hospitable.
[00:55:29.304 --> 00:55:30.765]  So it was desolate.
[00:55:31.285 --> 00:55:32.546]  We've got a break in a moment.
[00:55:32.566 --> 00:55:33.547]  We've got a long summer coming up.
[00:55:33.567 --> 00:55:34.728]  Plenty of time to go over the book.
[00:55:34.768 --> 00:55:36.169]  But I wanted to ask you.
[00:55:37.059 --> 00:55:46.207]  I mean, obviously you had fear, concern on this mission, but what was it like to actually be there and actually carry out this dangerous mission?
[00:55:46.247 --> 00:55:51.191]  I mean, it's one thing to psychologically get ready for it, but another thing to actually be there.
[00:55:53.152 --> 00:56:04.282]  Well, it was for several years, five, six years, the culmination of everything we had been working for
[00:56:06.062 --> 00:56:32.963]  NASA since 1961 when the president said that we should go to the moon and my Air Force career piloting and studying my doctorate at MIT and manned orbital rendezvous was just all pointing toward some humans being able to get to the moon and there I was about to be one of them.
[00:56:34.082 --> 00:56:34.302]  I'm good.
[00:56:44.074 --> 00:56:49.075]  By realizing that fear, worry are all... We've got a break.
[00:56:49.475 --> 00:56:51.055]  We've got a break, Mr. Aldrin.
[00:56:51.075 --> 00:56:52.396]  We'll be right back with Buzz Aldrin.
[00:56:52.616 --> 00:56:53.416]  Stay with us.
[00:56:53.716 --> 00:56:57.697]  Hello friends, this is Alex Jones and I want each of you to ask yourself this question.
[00:56:57.957 --> 00:56:59.737]  Do you really know what's in your tap water?
[00:56:59.937 --> 00:57:08.199]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[00:57:08.459 --> 00:57:13.681]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[00:57:14.001 --> 00:57:15.621]  Now what are you going to do about it?
[00:57:15.881 --> 00:57:22.203]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[00:57:22.383 --> 00:57:33.127]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere and uses state-of-the-art carbon filtration, reverse osmosis, and ultra-violent light sterilization techniques.
[00:57:33.447 --> 00:57:33.907]  That's right.
[00:57:34.207 --> 00:57:36.508]  Clean water, right from the air you breathe.
[00:57:36.768 --> 00:57:38.509]  Order today by calling 1-800-691-6043.
[00:57:38.529 --> 00:57:38.829]  That's 1-800-691-6043.
[00:57:38.889 --> 00:57:41.210]  Or visit A Coloblue on the web at www.ecoloble.com today.
[00:57:41.410 --> 00:57:41.950]  That's A Coloblue.com.
[00:57:53.567 --> 00:57:58.754]  The illusion created by the power elite is a lie that covers even the food they want you to eat.
[00:57:58.894 --> 00:58:03.240]  Will you continue to be their profit center, buying their processed food that makes you sick?
[00:58:03.420 --> 00:58:05.263]  Go to the doctor and buy their drugs?
[00:58:05.703 --> 00:58:07.045]  You don't have to cooperate.
[00:58:07.325 --> 00:58:08.347]  There is a solution.
[00:58:08.587 --> 00:58:16.596]  Interhealth Potaticals, a company that my wife and I just love, have been providing products for the last five years that give you the perfect solution to this madness.
[00:58:16.996 --> 00:58:24.083]  Try their Interfood with 20 organic ingredients full of dense nutrition that gives you the energy you need and will keep you well.
[00:58:24.464 --> 00:58:30.130]  It even won the award for Best Superfood of 2009 from our friend Mike Adams, the health ranger.
[00:58:30.490 --> 00:58:36.092]  I love their Nutri-Cafe, great organic coffee infused with herbal extracts to boost your immune system.
[00:58:36.512 --> 00:58:40.293]  Try all of their truly honest products that will keep you alive and healthy.
[00:58:40.653 --> 00:58:46.855]  Go to enerfood.com or give them a call right now, 866-762-9238.
[00:58:48.116 --> 00:58:51.437]  Click on their banner at infowars.com to see all the available discounts.
[00:58:55.051 --> 00:58:57.635]  Hello, this is Alex Jones with some important questions.
[00:58:58.055 --> 00:59:03.022]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[00:59:03.382 --> 00:59:05.145]  My answer would be all I can get.
[00:59:05.445 --> 00:59:09.991]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[00:59:10.051 --> 00:59:10.512]  We're good.
[00:59:29.593 --> 00:59:33.095]  Food is your ammunition to fight for your freedom and your life.
[00:59:33.415 --> 00:59:34.416]  How much will you need?
[00:59:34.656 --> 00:59:35.256]  We don't know.
[00:59:35.557 --> 00:59:36.457]  How much do you want?
[00:59:36.657 --> 00:59:37.398]  All you can get.
[00:59:37.578 --> 00:59:38.418]  I'm Alex Jones.
[00:59:38.679 --> 00:59:41.440]  I want all of you good guys to live to fight another day.
[00:59:41.741 --> 00:59:43.502]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[00:59:43.522 --> 00:59:44.422]  Again, that number 1-800-409-5633.
[00:59:54.088 --> 00:59:59.130]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[00:59:59.490 --> 01:00:01.831]  Because there's a war on for your mind.
[01:00:06.534 --> 01:00:08.274]  Well, he's buzzed all over in a second.
[01:00:08.334 --> 01:00:11.636]  Hummel said he'd save me in the walk on the surface of the moon.
[01:00:13.366 --> 01:00:14.368]  And he's got a long bio.
[01:00:14.408 --> 01:00:16.610]  He really doesn't need any introduction.
[01:00:17.472 --> 01:00:21.176]  But his new book is Magnificent Desolation.
[01:00:21.196 --> 01:00:23.359]  The website is BuzzAldrin.com.
[01:00:23.679 --> 01:00:27.284]  We've got links to that up on my sites, InfoWars.com.
[01:00:28.766 --> 01:00:30.208]  The other sites, InfoWars.net.
[01:00:32.887 --> 01:00:38.709]  Your book gets into your idea of a unified space mission or direction.
[01:00:39.209 --> 01:00:46.052]  I notice we haven't gone back to the moon except with probes since the early seventies, and you talk about that in the book as well.
[01:00:46.652 --> 01:00:57.316]  So tell us about your idea, you know, with a doctorate and all of this, and as one of the most famous astronauts, your vision of what you think we should do.
[01:00:59.739 --> 01:01:03.023]  It's as you just said, unified space vision.
[01:01:04.084 --> 01:01:08.029]  Not mission, it's many, many missions over a long period of time.
[01:01:08.790 --> 01:01:18.422]  And we came to a real tipping point with the accident of the Columbia on February 1st of 03.
[01:01:19.736 --> 01:01:32.984]  That left us with only three orbiters and we had to solve the problem of the safety of continuing to fly the space shuttle and the unfinished space station.
[01:01:33.985 --> 01:01:36.346]  And what is the future going to be?
[01:01:37.027 --> 01:01:47.393]  Before that accident, NASA was considering flying the shuttle until 2020, another 10 years from now, and maybe even 2025.
[01:01:49.967 --> 01:01:55.371]  And now it looked as though that was just not a good thing to do.
[01:01:56.292 --> 01:02:16.547]  My engineers were trying to work the problem and coming up with a modified shuttle launch system that could take up a replacement of the shuttle orbiter to take people up, but not large amounts of cargo, at least in the same spacecraft.
[01:02:17.481 --> 01:02:30.511]  And we were looking, my group of engineers were also looking for what kind of a space vision should we have in the future.
[01:02:31.491 --> 01:02:46.262]  But the accident and NASA's studies during the summer, combined with the accident board, came up with a recommendation that the cargo and crew be separated
[01:02:47.588 --> 01:02:50.889]  But not just in the spacecraft, but on the launch vehicle.
[01:02:51.730 --> 01:03:05.975]  And I was concerned that that opened the door to have NASA develop two different rockets, one of them just for the crew and one of them just for the lander and the cargo, and I felt that was wrong.
[01:03:08.196 --> 01:03:15.518]  But NASA was pursuing, sort of behind closed doors, what they thought they should do for the future.
[01:03:19.591 --> 01:03:41.651]  When they did come out with their vision for space exploration in January of 04, it involved terminating the shuttle in 2010, finishing the space station, building spacecraft and rockets somehow to go back to the moon by 2020.
[01:03:45.334 --> 01:03:47.375]  I kind of went along with that.
[01:03:47.395 --> 01:03:48.615]  That sounded reasonable.
[01:03:48.695 --> 01:04:09.920]  But then as the progress in the launch vehicles that I disagreed with began to bog us down, I felt we need to look really closely, examine why do we want to go back to the moon with humans when by the time we get there, it'll be 50 years from when we did it in 1969 and beyond.
[01:04:12.492 --> 01:04:23.302]  And shouldn't we be following the shuttle with something that has six to eight people in it but no cargo and lands on a runway?
[01:04:24.043 --> 01:04:31.270]  And shouldn't we be doing other things for a long duration spaceflight in the direction of Mars?
[01:04:31.710 --> 01:04:37.616]  Isn't that where we should try and go with our major resources?
[01:04:38.083 --> 01:04:45.686]  Well, Dr. Aldrin, Buzz Aldrin, didn't Wernher von Braun draw up the space shuttle back in like the mid-30s, the idea for it?
[01:04:45.726 --> 01:04:50.888]  Isn't it ancient, comparatively, in the space age?
[01:04:51.728 --> 01:04:52.268]  Well, yes.
[01:04:52.368 --> 01:05:05.093]  What he felt we needed, correctly, was a laboratory in space and a reusable way to have rockets and spacecraft
[01:05:05.737 --> 01:05:08.800]  Take people and cargo up to the moon.
[01:05:09.260 --> 01:05:15.345]  But that's two things, and we couldn't build the laboratory until we had the shuttle.
[01:05:16.086 --> 01:05:25.154]  And the shuttle was not well designed in the first place by trying to put a crew in the reusable booster.
[01:05:25.934 --> 01:05:31.139]  So it had to be redesigned with solid rockets, and I didn't agree with that.
[01:05:33.600 --> 01:05:50.886]  And it ended up being quite a large vehicle to satisfy the Air Force needs for a big reconnaissance satellite and a one-orbit mission returning to the same place that, because of rotation, moved 1,500 miles to the east.
[01:05:51.426 --> 01:05:51.646]  Sure.
[01:05:51.726 --> 01:05:55.347]  Not to interrupt you, but in the time we have, we're reaching the halfway point here.
[01:05:55.367 --> 01:05:57.208]  I'm going to skip this network break.
[01:05:58.154 --> 01:06:02.256]  You cover a lot of this in Magnificent Desolation, which is a magnificent book.
[01:06:02.717 --> 01:06:12.583]  But something I saw you get really excited about was on C-SPAN, you talked about this monolith on the tiny potato-shaped moon of Mars.
[01:06:12.623 --> 01:06:16.045]  And I knew about its moon, I didn't know about this monolith.
[01:06:16.265 --> 01:06:20.927]  And you got really sparkly-eyed and animated about this.
[01:06:22.308 --> 01:06:26.531]  Tell us about this monolith and why you want to land on that moon first.
[01:06:28.001 --> 01:06:41.846]  Well, I want to land on the moon first, whether it has a monolith or not, because it orbits around Mars in seven hours and is quite close, much, much closer than our moon is to the Earth.
[01:06:42.547 --> 01:06:51.270]  And from that moon, people can control robots, rovers, all sorts of assembly processes.
[01:06:52.102 --> 01:06:58.884]  Chemical processes, fuel processes, and other things on the surface without endangering the crew.
[01:06:58.904 --> 01:07:06.327]  And it's much easier to take people there, actually, than it is to take people to and from our moon.
[01:07:07.347 --> 01:07:11.588]  Because of the smallness of it, it takes longer to get there.
[01:07:11.608 --> 01:07:13.849]  And when you get there, you have to stay longer.
[01:07:13.869 --> 01:07:18.451]  So it's a significant challenge, but it is a major safe
[01:07:20.179 --> 01:07:41.935]  stepping stone before going to the surface of Mars and can be approached in inspiring logical steps from low Earth orbit doing things that increase our capability, some in the direction of our moon but not landing on our moon.
[01:07:42.696 --> 01:07:46.198]  Instead, we have the experience to be the leaders of
[01:07:48.797 --> 01:07:49.037]  It's
[01:08:08.061 --> 01:08:19.888]  Or going elsewhere in space, and that should be commercial, not national, not government-controlled, and that means international.
[01:08:20.668 --> 01:08:36.757]  Yeah, now the Monolith just happens to be a location of a Mars-ology, not geology, feature that is a physical structure, but it is very, very curious.
[01:08:37.818 --> 01:08:41.181]  And it's quite close to where we would like to land.
[01:08:41.621 --> 01:08:51.809]  And Canadian studies extensively of going to Phobos for science, the science team has said, go for the monolith.
[01:08:52.149 --> 01:09:01.676]  So they think that is sufficiently scientifically attractive, and it's close to where you want to be to observe from there.
[01:09:03.395 --> 01:09:05.797]  Uh, the planet Mars itself.
[01:09:23.829 --> 01:09:26.430]  You're on television saying we need to go there to see this monolith.
[01:09:26.750 --> 01:09:28.090]  You're saying it's very curious.
[01:09:28.430 --> 01:09:30.611]  And again, I saw your eyes light up on television.
[01:09:31.111 --> 01:09:33.111]  What is your gut this monolith is?
[01:09:33.171 --> 01:09:36.352]  Or what are Marsologists saying it could be?
[01:09:40.153 --> 01:09:49.575]  My opinion and the Marsologists' opinion don't guide public opinion and curiosity
[01:09:50.499 --> 01:09:53.442]  Uh, for the unusual and the bizarre.
[01:09:54.123 --> 01:10:01.310]  We need lots and lots of public discussion about the pros and cons of going anywhere.
[01:10:01.330 --> 01:10:03.172]  I mean, certainly it's a way to get people interested.
[01:10:03.212 --> 01:10:03.692]  I see that.
[01:10:03.772 --> 01:10:05.594]  But, but what do you think this is?
[01:10:05.654 --> 01:10:10.959]  I mean, tell me what your gut or as a, as a person, a doctor who studies this, what does this look like to you?
[01:10:12.441 --> 01:10:14.783]  It's a big, big, tall rock.
[01:10:18.251 --> 01:10:33.875]  I can say it looks like maybe a crude construction device by some creatures who practiced on Phobos and then landed in Egypt and built the pyramids.
[01:10:35.315 --> 01:10:43.377]  I don't really believe that, but some people are liable to think that.
[01:10:44.175 --> 01:10:44.875]  Well, I'm looking at it.
[01:10:44.955 --> 01:10:52.300]  It's got what looks like really clean-cut edges, and it's got a smooth top, and I never even cover this stuff, Mr. Aldrin.
[01:10:52.500 --> 01:10:54.801]  Buzz Aldrin on the phone with us here from California.
[01:10:55.161 --> 01:11:00.044]  This is just amazing to have you and others talking about it, and I see all your excitement.
[01:11:02.003 --> 01:11:04.847]  Dealing with it, let me ask you in this way.
[01:11:04.947 --> 01:11:08.532]  What do you believe the destiny of humanity is?
[01:11:09.093 --> 01:11:12.137]  Because a lot of people feel like this species is far older than we even know.
[01:11:12.157 --> 01:11:16.883]  What do you believe man's destiny will be if we have the vision to go off-world?
[01:11:16.903 --> 01:11:18.345]  I mean, in a big way.
[01:11:19.810 --> 01:11:32.420]  Well, I think sooner or later the Earth is just liable to be impacted by something that we, as humans with all our technology, could not prevent.
[01:11:33.881 --> 01:11:48.793]  And it would be a good idea, thousands of years maybe in the future, or two weeks in the future, to have a survivable off-planet species
[01:11:49.434 --> 01:11:52.297]  To keep things going.
[01:11:53.599 --> 01:12:07.054]  Not just for the benefit of unborn people, but think of the lives, the history that the human species has had here on Earth, and to have that wiped out.
[01:12:07.234 --> 01:12:09.557]  It's not just the lives of the future.
[01:12:10.526 --> 01:12:16.508]  Well, Dr. Aldrin, was it Saturn that got hit by Shoemaker-Levy, the big comet that broke up?
[01:12:16.548 --> 01:12:22.710]  I mean, they said if that hit the Earth, that would have basically killed all life on the planet, or at least knocked out our civilization.
[01:12:23.130 --> 01:12:24.050]  No, that was Jupiter.
[01:12:24.270 --> 01:12:25.630]  Jupiter, that's right, Jupiter.
[01:12:26.871 --> 01:12:36.534]  Well, and we just might find indications of a very crude form of life that might have
[01:12:38.360 --> 01:12:40.061]  Well, we're a long evolution
[01:13:02.097 --> 01:13:02.878]  Uh, away.
[01:13:03.279 --> 01:13:10.707]  I don't believe that that means that there were rocket ships somehow that left Mars and landed here on Earth.
[01:13:12.009 --> 01:13:16.955]  And, uh... But meteor impacts, you're saying, which we know sent Martian rock here, could have brought it?
[01:13:18.294 --> 01:13:19.054]  Or vice versa.
[01:13:19.434 --> 01:13:26.797]  Going back, because that was so intriguing, you're saying it's similar to some of the things we see in Egypt?
[01:13:27.017 --> 01:13:27.718]  No, no, no.
[01:13:27.878 --> 01:13:35.001]  I'm just saying there is a lot of conjecture as to who built the pyramids.
[01:13:35.081 --> 01:13:45.965]  I'm pretty well convinced that they were slaves that were conned into building this edifice for the pharaohs.
[01:13:46.645 --> 01:13:55.972]  So the pharaohs could get to the other side in the holy land and put in a good word for all the slaves who built the pyramids.
[01:13:56.352 --> 01:13:56.972]  Sure, sure.
[01:13:57.012 --> 01:13:59.434]  I can't talk about a Ponzi scheme.
[01:13:59.474 --> 01:14:02.997]  That was the biggest con game I ever saw.
[01:14:03.017 --> 01:14:08.581]  Well, again, Buzz Aldrin is our guest right now, author of Magnificent Desolation that I hold in my hand.
[01:14:09.724 --> 01:14:13.393]  What I'm getting at is this, and I respect you and I appreciate you coming on the show.
[01:14:13.413 --> 01:14:15.297]  I know we have advanced technologies.
[01:14:15.337 --> 01:14:16.720]  I know we have incredible men and women.
[01:14:16.841 --> 01:14:18.625]  I know we have amazing, candid spirit.
[01:14:19.505 --> 01:14:23.606]  We also know that there are a lot of secret military programs, a lot of advanced technology.
[01:14:23.766 --> 01:14:27.847]  We see astronauts hinting at it, hinting at knowing about things.
[01:14:28.887 --> 01:14:30.948]  And this is not even a UFO show.
[01:14:31.368 --> 01:14:34.129]  We just see other astronauts that say they've seen things out there.
[01:14:34.489 --> 01:14:37.389]  We've seen video from the space shuttle of things flying around.
[01:14:37.829 --> 01:14:42.671]  I was just wondering your view on life in the solar system outside Earth.
[01:14:44.271 --> 01:14:48.452]  We have zero evidence of any life
[01:14:49.176 --> 01:15:16.919]  In our solar system, other than that which we can observe here on Earth, and I think the distances involved to even the closest star, having written a detailed science fiction story about another civilization from Alpha Centauri that had compelling reasons to advance their technology and to visit the Earth,
[01:15:18.021 --> 01:15:25.007]  Uh, they failed in their efforts to do that, uh, for logical reasons.
[01:15:26.048 --> 01:15:31.672]  Uh, but I don't believe they exist there on Alpha Centauri, nor do I believe they exist on other planets.
[01:15:31.692 --> 01:15:32.893]  Sure, sure, it's hypothetical.
[01:15:33.234 --> 01:15:46.685]  I've always wanted... A good story, but I believe the distances involved make it extremely improbable for any advanced life forms to be very close
[01:15:47.413 --> 01:15:55.795]  And within reach for star travelers from Earth for thousands and thousands of years.
[01:15:55.815 --> 01:15:57.615]  However... What about full space?
[01:15:57.655 --> 01:16:14.439]  What about the... However, millions of years, I believe, that certainly creatures from Earth could have the technology to visit the closest star, Alpha Centauri, and other stars
[01:16:15.123 --> 01:16:18.204]  If we have a good reason to do that.
[01:16:18.944 --> 01:16:37.068]  And the demise, the extinction of life on Earth probably is a good reason to want to invest the resources to re-establish civilization on some other star system.
[01:16:37.368 --> 01:16:40.208]  But that's very, very remote.
[01:16:40.748 --> 01:16:41.649]  Sure.
[01:16:41.669 --> 01:16:42.849]  Do any of your colleagues
[01:16:44.585 --> 01:16:46.206]  Do you have suspicions about the monolith?
[01:16:48.888 --> 01:17:00.496]  Well, I've asked them to try and be interested and support the things that I've been doing, and there's very little response.
[01:17:02.117 --> 01:17:10.363]  There's one that didn't fly to the moon, and some others who are shuttle people who are certainly interested in helping me advance
[01:17:11.952 --> 01:17:14.434]  Progress of human space flight.
[01:17:16.055 --> 01:17:18.036]  Mr. Aldrin, I always wanted to ask you this.
[01:17:18.657 --> 01:17:25.421]  We saw the photos of the little Masonic flag to the moon and some of the names of the missions and the numerology.
[01:17:26.202 --> 01:17:27.383]  Is there anything to that?
[01:17:27.463 --> 01:17:29.524]  Or what is the Masonic influence?
[01:17:29.704 --> 01:17:32.506]  We know there's a Masonic influence in the founding of the country.
[01:17:33.547 --> 01:17:35.989]  What is the Masonic influence on NASA?
[01:17:37.870 --> 01:17:39.291]  As far as I can tell, zero.
[01:17:40.821 --> 01:18:07.468]  There were some Masonic brothers of mine in Texas that wanted me to take some kind of a Masonic emblem to the moon in some gesture of... I don't know what it would be a gesture of, but I told them that it was not within my authority to do such a thing.
[01:18:09.975 --> 01:18:10.456]  Absolutely.
[01:18:10.557 --> 01:18:13.203]  One of the astronauts left a photo of his family though there.
[01:18:13.704 --> 01:18:16.610]  Oh yeah, I think that's perfectly legitimate.
[01:18:18.439 --> 01:18:34.442]  I left several things, coins from Soviet cosmonauts killed, a patch from the Apollo 1, messages from 72 leaders of the world, and an olive branch gold pin that was my contribution.
[01:18:34.622 --> 01:18:34.882]  Wow.
[01:18:35.522 --> 01:18:37.743]  Well, again, it's just amazing getting to talk to you.
[01:18:37.783 --> 01:18:39.403]  The book is Magnificent Desolation.
[01:18:39.863 --> 01:18:43.504]  Let me bring up one other subject and then end on a very positive note.
[01:18:43.524 --> 01:18:44.204]  It's a great book.
[01:18:45.171 --> 01:18:46.851]  This has gotten a lot of attention lately.
[01:18:48.432 --> 01:18:58.254]  What do you think of the people that mistrust the government and the system so much that they say you guys couldn't have gone to the Van Allen Radiation Belt and that it was all a Stanley Kubrick film production?
[01:18:59.455 --> 01:19:12.638]  Well, I think they are self-serving individuals looking for attention, preying on gullible people
[01:19:14.031 --> 01:19:29.555]  And they wouldn't exist if it were not for the gullible people who also like to encourage thinking about unrealistic, unsubstantiated things and titillate the public.
[01:19:30.615 --> 01:19:32.575]  And that includes all sorts of people.
[01:19:32.595 --> 01:19:35.096]  I hate to say it, but it includes yourself.
[01:19:36.254 --> 01:19:37.674]  But I sure understand.
[01:19:37.734 --> 01:19:38.675]  That's humanity.
[01:19:38.715 --> 01:19:40.615]  That's the way we operate.
[01:19:41.235 --> 01:19:48.457]  And I'm not beyond using that to help publicize the reality of things.
[01:19:48.477 --> 01:19:52.217]  Well, sure, but I mean, Dr. Aldrin, we have to question.
[01:19:52.237 --> 01:19:54.538]  I mean, that's a human trait.
[01:19:55.018 --> 01:20:01.819]  I tend in the other direction, because I know people that worked actually, you know, on the mission with the RCA cameras and things, and they say they believe it was real.
[01:20:02.299 --> 01:20:05.320]  My issue is, I know it goes in the other direction.
[01:20:05.700 --> 01:20:15.366]  I've talked to people, former head of Star Wars and others, they say there's so much classified stuff, space planes, that the real space program is robotic.
[01:20:16.186 --> 01:20:18.028]  And that most of it's military.
[01:20:18.048 --> 01:20:19.028]  Do you have any comments on that?
[01:20:21.249 --> 01:20:26.313]  Well, a robotic space program is much, much cheaper than a human one.
[01:20:26.713 --> 01:20:31.676]  And if I were financing the military, I would be pretty skeptical about
[01:20:32.358 --> 01:20:38.120]  Sending military astronauts up there with all the expense if I could get the job done with robots.
[01:20:38.300 --> 01:20:54.046]  So yeah, but I think there certainly are limits to what can be done with robots and still keep that somewhat cloaked from the general public.
[01:20:55.607 --> 01:20:57.808]  The people that accuse the government of
[01:21:00.203 --> 01:21:07.270]  Improperly cordoning off areas like Area 51 from public trespassing.
[01:21:08.612 --> 01:21:09.993]  What do you think we want to do?
[01:21:10.053 --> 01:21:17.260]  Do you think we want to open up every avenue of classified defense of our country?
[01:21:18.749 --> 01:21:26.692]  No, but I was just asking you, with your knowledge, Mr. Aldrin, about secret government programs, because that is obviously very, very interesting.
[01:21:26.712 --> 01:21:33.294]  The book is Magnificent Desolation, Buzz Aldrin with Ken Abraham, and it's an amazing book.
[01:21:33.314 --> 01:21:36.035]  You're an amazing person, and we really enjoy you being on.
[01:21:36.055 --> 01:21:41.417]  I'd like to say bye to you as we go to break here in five seconds before we let you go, Mr. Aldrin.
[01:21:41.437 --> 01:21:44.498]  But again, we really want to thank you for coming on with Magnificent Desolation.
[01:21:44.518 --> 01:21:45.238]  We're on the march.
[01:21:45.718 --> 01:21:47.239]  The empire's on the run.
[01:21:48.226 --> 01:21:51.088]  Alex Jones and the GCN Radio Network.
[01:21:53.871 --> 01:21:58.854]  This is Alex Jones with five good reasons you should consider buying a solar power generator this summer.
[01:21:59.075 --> 01:22:02.858]  Number one, new climate legislation could easily double or triple your electric bill.
[01:22:03.098 --> 01:22:08.702]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[01:22:09.002 --> 01:22:13.866]  It's true, total government control of electricity in the name of smart grid technology is coming.
[01:22:14.066 --> 01:22:14.527]  Number three,
[01:22:14.967 --> 01:22:20.432]  In some areas of the country, the power grid is dangerously overloaded, especially with the high demand summer months ahead.
[01:22:21.273 --> 01:22:23.935]  The hurricane and dangerous summer storm season is here again.
[01:22:24.175 --> 01:22:28.379]  Every year, thousands of families lose their power from weather-related outages.
[01:22:28.700 --> 01:22:32.323]  A solar power generator provides powerful backup insurance and peace of mind.
[01:22:32.543 --> 01:22:38.048]  Folks, I really believe in the solar power generators offered by Solutions from Science, a longtime sponsor of ours.
[01:22:38.288 --> 01:22:41.371]  You can get more information at www.solutionsfromscience.com.
[01:22:41.431 --> 01:22:42.814]  MySolarBackup.com.
[01:22:42.954 --> 01:22:44.517]  That's MySolarBackup.com.
[01:22:44.737 --> 01:22:47.041]  Remember, the government doesn't own the sun yet.
[01:22:47.302 --> 01:22:49.947]  So go to MySolarBackup.com or call toll free 877-327-0365.
[01:22:53.476 --> 01:22:54.577]  This is Alex Jones.
[01:22:54.858 --> 01:22:56.640]  Have you heard of the Millionaire Patriot?
[01:22:56.860 --> 01:22:57.501]  Well, you should.
[01:22:57.841 --> 01:23:02.106]  He has a free handgun and five days of firearms training waiting for you.
[01:23:02.326 --> 01:23:02.807]  That's right.
[01:23:03.147 --> 01:23:11.597]  You can attend five days of world-class gun training at Front Sight Firearms Training Institute and secure a 30-state concealed weapons permit.
[01:23:11.797 --> 01:23:13.058]  All for pennies on the dollar.
[01:23:13.158 --> 01:23:14.320]  Plus, if you act fast.
[01:23:14.500 --> 01:23:20.123]  The Millionaire Patriot will give you a free Springfield Armory XD pistol in the caliber of your choice.
[01:23:20.483 --> 01:23:27.007]  I believe now is the time that you and your family need to be armed and trained to levels that exceed law enforcement and military standards.
[01:23:27.367 --> 01:23:32.590]  Front Sight provides such training without any boot camp mentality or drill instructor attitudes.
[01:23:32.890 --> 01:23:34.051]  This is real.
[01:23:34.351 --> 01:23:35.091]  Don't miss out.
[01:23:35.411 --> 01:23:42.275]  Secure a Front Sight defensive handgun course plus a 30 state concealed weapons permit for pennies on the dollar.
[01:23:42.515 --> 01:23:43.776]  And get your free handgun.
[01:23:43.956 --> 01:23:46.137]  Go to FrontSight.com today.
[01:23:46.317 --> 01:23:49.859]  That's F-R-O-N-T-S-I-G-H-T dot com.
[01:23:50.019 --> 01:23:53.001]  Go to FrontSight.com for your training and free gun.
[01:23:54.682 --> 01:23:58.684]  Thomas Jefferson once said, when the people fear their government, there is tyranny.
[01:23:58.965 --> 01:24:01.826]  When the government fears the people, there is liberty.
[01:24:02.246 --> 01:24:10.031]  Our God-given right to life and liberty and the right to determine what is best for our lives and our family's health are in jeopardy if we the people
[01:24:10.291 --> 01:24:12.213]  Do not diligently assert these rights.
[01:24:12.513 --> 01:24:14.475]  They may be taken away and lost forever.
[01:24:14.896 --> 01:24:26.067]  Utopia Silver is known for fighting for health freedom, and we will not meekly allow ourselves to be led as lambs to the slaughter, sitting passively by and accepting the chains of slavery that are being placed on America.
[01:24:26.067 --> 01:24:26.667]  I think so.
[01:24:58.129 --> 01:25:03.914]  Okay, we're going to do five more minutes with Commander, Colonel, Captain, Buzz Aldrin, Doctor.
[01:25:04.994 --> 01:25:15.283]  The book is Buzz Aldrin, Magnificent Desolation, and he's going to come back for five minutes and break down, answer the people that say we didn't go to the moon or it was a hoax.
[01:25:17.184 --> 01:25:19.846]  So, Buzz Aldrin, you've got the floor, sir.
[01:25:19.886 --> 01:25:20.927]  Please break it down for us.
[01:25:22.028 --> 01:25:25.010]  Well, we went to the moon.
[01:25:26.271 --> 01:25:27.072]  Their laser
[01:25:28.078 --> 01:25:55.880]  radar reflectors that are on the moon that we show pictures of that we brought back and anybody who has a laser beam can send it to the moon and it'll bounce back to you and you can measure the frequency change and that's why it's there to measure how Africa drifts away from South America and other
