[00:00:04.699 --> 00:00:06.180]  Thank you, Mr. Chairman.
[01:58:18.735 --> 01:58:21.377]  We won't be on the AM and FM until tomorrow at 11 a.m.
[01:58:21.417 --> 01:58:25.740]  Central Standard Time, 12 noon Eastern on the AM and FM and the shortwave.
[01:58:26.100 --> 01:58:27.141]  WWCR doing a great job.
[01:58:28.596 --> 01:58:29.537]  Pray for my guys.
[01:58:29.617 --> 01:58:30.537]  Pray for everybody there.
[01:58:30.598 --> 01:58:31.638]  Pray for Cindy Sheehan.
[01:58:32.018 --> 01:58:32.899]  Great job, crew.
[01:58:33.219 --> 01:58:35.660]  Great job, Genesis and everybody that makes this show possible.
[01:58:35.980 --> 01:58:38.882]  We will continue to defend the Republic from enemies foreign and domestic.
[01:58:39.122 --> 01:58:40.943]  The Republic is being brought down right.
[01:58:42.584 --> 01:58:44.405]  Thank you for listening to GCN.
[01:58:45.846 --> 01:58:47.807]  Visit GCNlive.com today.
[01:58:50.799 --> 01:58:53.721]  Have you ever wanted to generate your own supply of electrical power?
[01:58:54.181 --> 01:58:57.342]  If so, this is going to be the most important message you will ever hear.
[01:58:57.803 --> 01:59:02.165]  Solar power generators are now available from Solutions from Science in Thompson, Illinois.
[01:59:02.385 --> 01:59:07.968]  These emergency backup systems provide life-saving electrical power when you need it most, unlike gas generators.
[01:59:08.268 --> 01:59:12.751]  A solar generator runs quietly, emits no fumes, and produces electricity for free.
[01:59:13.032 --> 01:59:16.094]  It's like having an electric power plant running quietly in your own home.
[01:59:16.634 --> 01:59:21.057]  Run sump pumps, shortwave radios, computers, and even keep food from spoiling.
[01:59:21.478 --> 01:59:27.782]  Whether it's hurricanes, ice storms, brownouts, or blackouts, you'll never have to suffer through painful power outages again.
[01:59:28.042 --> 01:59:29.984]  When the power goes out, you'll be ready.
[01:59:30.464 --> 01:59:33.285]  With a solar power generator from Solutions from Science.
[01:59:33.665 --> 01:59:37.726]  Go to MySolarBackup.com and get off the grid today.
[01:59:38.166 --> 01:59:39.946]  That's MySolarBackup.com.
[01:59:39.966 --> 01:59:40.306]  Or call 877-327-0365.
[01:59:40.326 --> 01:59:40.366]  877-327-0365.
[01:59:40.386 --> 01:59:40.907]  Don't wait.
[01:59:40.947 --> 01:59:41.507]  Call today.
[01:59:41.567 --> 01:59:42.867]  Waging war on corruption.
[01:59:43.007 --> 01:59:45.128]  Alex Jones on the GCM Radio Network.
[02:00:05.663 --> 02:00:06.304]  Big Brother.
[02:00:06.984 --> 02:00:08.005]  Mainstream media.
[02:00:08.745 --> 02:00:09.846]  Government cover-ups.
[02:00:10.507 --> 02:00:11.328]  You want answers?
[02:00:12.108 --> 02:00:13.029]  Well, so does he.
[02:00:13.649 --> 02:00:17.252]  He's Alex Jones on the GCN Radio Network.
[02:00:17.833 --> 02:00:21.916]  And now, live from Austin, Texas, Alex Jones.
[02:00:27.691 --> 02:00:29.434]  It's Friday, ladies and gentlemen.
[02:00:29.734 --> 02:00:32.077]  Alex Jones here, breaking in with a live report.
[02:00:32.117 --> 02:00:38.286]  I'll also be on for a little bit longer at the end of the radio show today.
[02:00:39.248 --> 02:00:47.630]  Obviously, everyone is reeling right now, and I've been reading the preliminary reports coming out, even from a lot of mainstream media, especially foreign press.
[02:00:48.290 --> 02:00:51.511]  All of this Obama worship is falling flat on its face.
[02:00:51.911 --> 02:00:53.071]  They made him the first U.S.
[02:00:53.151 --> 02:00:55.271]  President to be the sitting head of the U.N.
[02:00:55.291 --> 02:01:06.894]  Security Council, which holds all of the power in the United Nations, the world government set up by the Anglo-American establishment, publicly to establish world government.
[02:01:09.224 --> 02:01:22.912]  That's why the International Olympic Committee, even though it has a lot of globalists on it, didn't give it to Obama because the whole world is sick and tired of them selling him as the savior, the second coming of Jesus, to this planet.
[02:01:22.952 --> 02:01:24.353]  So that's certainly a blow up in their face.
[02:01:24.733 --> 02:01:30.036]  Now they've given him, not just the Nobel Prize, but a Nobel Peace Prize.
[02:01:30.706 --> 02:01:47.738]  When he has expanded the war in Afghanistan, continued the war in Iraq, gone back on his promises there, and of course he's engaged in all sorts of police state activities worldwide, and delivered the biggest defense budget in U.S.
[02:01:47.778 --> 02:01:55.424]  history, over one trillion dollars, and that's before special supplemental funding for the war effort, the actual combat.
[02:01:56.524 --> 02:02:00.127]  So this guy is a complete fraud, and look, the Nobel Prize,
[02:02:01.627 --> 02:02:04.089]  Early on, of course, Nobel invented dynamite.
[02:02:04.630 --> 02:02:09.334]  It saved tens of thousands of miners whose explosives were very, very dangerous.
[02:02:09.454 --> 02:02:14.938]  They still are, obviously, but a lot less with dynamite compared to the more primitive systems they had.
[02:02:15.859 --> 02:02:18.541]  And the Nobel Prize has been given to some good people.
[02:02:18.621 --> 02:02:22.344]  But now, in the last 20 years or so, it's a complete fraud, a complete joke.
[02:02:22.385 --> 02:02:26.968]  They gave Al Gore one for his global warming garbage and his call for a world tax.
[02:02:27.509 --> 02:02:29.971]  They've now given one to this lawyer, a slick
[02:02:30.700 --> 02:02:34.849]  Good lookin' lawyer who can read off a teleprompter, uh, who lies about everything.
[02:02:35.290 --> 02:02:37.374]  They've given it to a lawyer who was in the U.S.
[02:02:37.394 --> 02:02:41.082]  Senate for four years, and it just totally cheapens it and it's a joke.
[02:02:41.162 --> 02:02:42.084]  But, remember,
[02:02:43.112 --> 02:02:58.401]  That, uh, the Watson gentleman who discovered the double helix, uh, in DNA, he won an award from these guys, and he's the guy that says black people, uh, are not human beings, and had to step down from the Cold Springs Harbor IBM eugenics death lab at Cold Springs Harbor.
[02:02:58.921 --> 02:03:06.546]  So that's just a bunch of elitist scum giving themselves an award, trying to prop Obama up, trying to sell him as the savior.
[02:03:06.906 --> 02:03:11.609]  It turns out they made this decision when he'd only been in office two weeks, so, uh, they were
[02:03:12.176 --> 02:03:18.562]  Setting him up to be our world government savior, to bring the United States into world government, to bring the rest of the planet into world government.
[02:03:19.123 --> 02:03:26.009]  Two weeks ago, as you know, they handed the United Nations over to, uh, they, they,
[02:03:26.417 --> 02:03:26.997]  Thank you.
[02:03:47.003 --> 02:03:51.225]  is now announcing that they're getting rid of the dollar or preparing to phase it out.
[02:03:51.305 --> 02:03:53.266]  Notice, everything is happening right now.
[02:03:53.626 --> 02:03:55.947]  And this is only the beginning of going down the slide.
[02:03:55.987 --> 02:04:00.389]  But we're now going down the slide and we're only accelerating the total tyranny in world government.
[02:04:01.569 --> 02:04:14.115]  Meanwhile, Paul Watson is doing a detailed report about this huge, vicious hit piece that is in the New Republic, which is the official mouthpiece of the establishment eugenics left.
[02:04:15.000 --> 02:04:15.580]  We're good to go.
[02:04:29.713 --> 02:04:34.737]  By all these other big establishment organs coming out and attacking me.
[02:04:35.097 --> 02:04:37.219]  So we're definitely drawing blood on the New World Order.
[02:04:37.259 --> 02:04:41.162]  We're definitely targeting the real elite, bypassing their puppet front men.
[02:04:41.422 --> 02:04:46.746]  And they are not happy, so let's continue to expose the bankers and the true planetary government bringing in total tyranny.
[02:04:47.026 --> 02:04:48.587]  We'll be right back with more analysis.
[02:04:48.627 --> 02:04:49.348]  Please stay with us.
[02:05:01.616 --> 02:05:04.218]  Hello, this is Alex Jones with some important questions.
[02:05:04.618 --> 02:05:09.582]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[02:05:09.962 --> 02:05:11.703]  My answer would be all I can get.
[02:05:12.004 --> 02:05:16.827]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[02:05:17.007 --> 02:05:17.928]  How much do you want?
[02:05:18.188 --> 02:05:18.929]  When do you want it?
[02:05:19.309 --> 02:05:20.910]  Now or after the battle starts?
[02:05:21.191 --> 02:05:22.011]  When will you need it?
[02:05:22.271 --> 02:05:24.333]  Can you buy it without proper identification?
[02:05:24.473 --> 02:05:25.574]  Will there be any food?
[02:05:25.794 --> 02:05:27.155]  Will it make your children sick?
[02:05:27.336 --> 02:05:32.400]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[02:05:32.600 --> 02:05:35.783]  You wipe out all these problems if you have a good food supply.
[02:05:36.183 --> 02:05:39.666]  Food is your ammunition to fight for your freedom and your life.
[02:05:40.006 --> 02:05:40.986]  How much will you need?
[02:05:41.227 --> 02:05:41.827]  We don't know.
[02:05:42.127 --> 02:05:43.027]  How much do you want?
[02:05:43.227 --> 02:05:43.968]  All you can get.
[02:05:44.168 --> 02:05:45.008]  I'm Alex Jones.
[02:05:45.268 --> 02:05:48.009]  I want all of you good guys to live to fight another day.
[02:05:48.309 --> 02:05:50.490]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[02:05:50.510 --> 02:05:51.511]  Again that number 1-800-409-5633.
[02:06:00.700 --> 02:06:05.867]  The illusion created by the power elite is a lie that covers even the food they want you to eat.
[02:06:06.007 --> 02:06:10.373]  Will you continue to be their profit center, buying their processed food that makes you sick?
[02:06:10.533 --> 02:06:12.376]  Go to the doctor and buy their drugs?
[02:06:12.816 --> 02:06:14.158]  You don't have to cooperate.
[02:06:14.438 --> 02:06:15.480]  There is a solution.
[02:06:15.700 --> 02:06:23.723]  Inner Health Botanicals, a company that my wife and I just love, have been providing products for the last five years that give you the perfect solution to this madness.
[02:06:24.124 --> 02:06:31.206]  Try their Inner Food with 20 organic ingredients full of dense nutrition that gives you the energy you need and will keep you well.
[02:06:31.587 --> 02:06:37.249]  It even won the award for Best Superfood of 2009 from our friend Mike Adams, the health major.
[02:06:37.609 --> 02:06:43.193]  I love their Nutri-Cafe, great organic coffee infused with herbal extracts to boost your immune system.
[02:06:43.634 --> 02:06:47.436]  Try all of their truly honest products that will keep you alive and healthy.
[02:06:47.797 --> 02:06:54.942]  Go to enerfood.com or give them a call right now, 866-762-9238.
[02:06:55.242 --> 02:06:58.565]  Click on their banner at infowars.com to see all the available discounts.
[02:07:00.745 --> 02:07:04.709]  Hello friends, this is Alex Jones and I want each of you to ask yourself this question.
[02:07:04.969 --> 02:07:06.751]  Do you really know what's in your tap water?
[02:07:06.971 --> 02:07:15.259]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[02:07:15.500 --> 02:07:20.725]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[02:07:21.065 --> 02:07:22.687]  Now what are you going to do about it?
[02:07:22.907 --> 02:07:29.249]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[02:07:29.429 --> 02:07:40.171]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere, and uses state-of-the-art carbon filtration, reverse osmosis, and ultraviolet light sterilization techniques.
[02:07:40.471 --> 02:07:40.971]  That's right.
[02:07:41.252 --> 02:07:43.552]  Clean water, right from the air you breathe.
[02:07:43.812 --> 02:07:45.373]  Order today by calling 1-800-691.
[02:07:47.193 --> 02:07:48.894]  I was just listening to the ad that ran.
[02:08:14.384 --> 02:08:20.047]  It's a local, so a lot of stations probably didn't hear it, but it's the eFoods Direct ad that I cut a year and a half ago.
[02:08:21.667 --> 02:08:27.970]  And I said, will you have storable foods, or will you be forced to go to the inoculation centers?
[02:08:28.711 --> 02:08:36.474]  Now, how did I make an ad a year and a half ago saying they would be trying to forcibly inoculate you with inoculation centers, now being announced?
[02:08:37.094 --> 02:08:38.315]  Now as they ease it out there.
[02:08:39.133 --> 02:08:53.118]  Because we got the secret FEMA training manuals three years ago, a year and a half before it was declassified, of the tens of thousands of clergy being secretly hired by FEMA, and the training manual said, tell them it's of God to turn your guns in.
[02:08:53.498 --> 02:08:57.620]  It's of God to go to the FEMA camp and be inoculated, to submit.
[02:08:58.440 --> 02:09:00.481]  It's of God to do all of this.
[02:09:01.121 --> 02:09:04.182]  And so we then knew that was one of their main battle plans.
[02:09:05.117 --> 02:09:10.099]  Then, in January, we saw them telling local police, get ready for martial law, the flu's coming.
[02:09:10.519 --> 02:09:18.221]  That's why we knew in January, rolled into April, and then it came out, we knew it was level 6 three months before it became mainstream news.
[02:09:18.901 --> 02:09:25.563]  And we've warned so many people about what's happening, that it's going to be hard for the globalists to carry this out.
[02:09:25.904 --> 02:09:32.086]  We're going to go to Dr. Stan Monteith in one moment, but finishing up with Luca and Bridget from Mojave County Minute Men and Mojave County Oath Keepers.
[02:09:35.533 --> 02:09:37.975]  Alex, I want to say one thing.
[02:09:38.015 --> 02:09:40.198]  We need to be proactive, as you know, as you say.
[02:09:40.799 --> 02:09:45.384]  Information is the first weapon, and then we need also start to make this information active in the community.
[02:09:45.404 --> 02:09:48.107]  Otherwise, if we keep it to ourselves, it's not the only thing.
[02:09:48.527 --> 02:09:52.732]  One important thing we're doing this Saturday and Sunday, and this is part of the knowledge we must know.
[02:09:53.092 --> 02:09:54.293]  Pray for the best, but
[02:10:22.415 --> 02:10:24.135]  You know, hope for the best, prepare for the worst.
[02:10:24.275 --> 02:10:24.796]  Exactly.
[02:10:24.996 --> 02:10:25.536]  Exactly.
[02:10:25.556 --> 02:10:30.597]  And just what, for me, it's just like Lucas said, I'm going to do apple seed.
[02:10:30.637 --> 02:10:31.977]  You know, we're aware.
[02:10:31.997 --> 02:10:33.477]  We open our mouths.
[02:10:33.617 --> 02:10:34.518]  We ask questions.
[02:10:34.578 --> 02:10:35.398]  We're not afraid.
[02:10:35.678 --> 02:10:36.558]  We learn to shoot.
[02:10:36.598 --> 02:10:37.478]  We don't shut up.
[02:10:37.738 --> 02:10:39.099]  We're learning everything we can.
[02:10:39.139 --> 02:10:40.139]  We're spreading the word.
[02:10:40.619 --> 02:10:45.260]  And if the New World Order thinks that they're going to be able to take us over without a fight,
[02:10:45.880 --> 02:10:50.764]  I think they miscalculated that there's too many people just like us from coast to coast.
[02:10:50.824 --> 02:10:53.547]  They're going to have a big fat fight on their hands if they want to.
[02:10:53.607 --> 02:10:54.968]  Well, they're going to stage events, though.
[02:10:54.988 --> 02:10:57.050]  They're going to kill their own troops and blame it on us.
[02:10:57.070 --> 02:10:59.052]  They're going to bomb federal buildings and blame it on us.
[02:10:59.372 --> 02:11:01.494]  We're going into a very dark time, but remember,
[02:11:02.145 --> 02:11:05.387]  We know they did it, just like Hitler with Klyowitz and Reichstag.
[02:11:05.747 --> 02:11:07.128]  We know they're staging the events.
[02:11:07.308 --> 02:11:08.749]  We know they've released the flu.
[02:11:09.329 --> 02:11:10.930]  We know they're staging all of this.
[02:11:11.290 --> 02:11:13.431]  This is only another big drill, in my opinion.
[02:11:13.832 --> 02:11:14.472]  God bless you.
[02:11:14.872 --> 02:11:17.153]  We'll continue to check in with you as things develop.
[02:11:17.173 --> 02:11:17.994]  Take care of yourselves.
[02:11:18.014 --> 02:11:18.554]  We love you, Alex.
[02:11:18.574 --> 02:11:19.635]  We love you, Alex.
[02:11:20.115 --> 02:11:21.536]  We love you taking action as well.
[02:11:21.596 --> 02:11:24.398]  And folks, go to city councils, go to county commissioners.
[02:11:25.838 --> 02:11:26.439]  I remember in 1999,
[02:11:30.330 --> 02:11:34.132]  The SWAT team came in and threatened me at a county commissioner's meeting not to speak.
[02:11:34.152 --> 02:11:35.613]  It was on video, on TV.
[02:11:36.554 --> 02:11:37.454]  I said, I'm going to speak.
[02:11:38.235 --> 02:11:45.219]  Then after the SWAT team commander, who was in the same county commissioner building, asked me, was actually across the street, he said, please come to my office.
[02:11:45.579 --> 02:11:47.000]  He said, look, I'm a Vietnam vet.
[02:11:47.260 --> 02:11:48.761]  There's not going to be troops in Austin.
[02:11:48.801 --> 02:11:50.262]  There's no martial law coming.
[02:11:51.103 --> 02:11:52.643]  He said, I would never allow that.
[02:11:52.683 --> 02:11:53.344]  Lieutenant Beck,
[02:11:54.144 --> 02:11:56.945]  They later got mad at him and ran him out, because he said things like this.
[02:11:57.446 --> 02:11:58.446]  And I said, listen to me.
[02:11:58.726 --> 02:12:00.147]  They're paying off police chiefs.
[02:12:00.187 --> 02:12:01.408]  And I gave him videos of it.
[02:12:01.708 --> 02:12:03.249]  Police chiefs I interviewed, they tried to pay off.
[02:12:03.569 --> 02:12:04.589]  San Antonio police chief.
[02:12:05.430 --> 02:12:07.731]  And I said, Delta Force will visit you.
[02:12:07.771 --> 02:12:09.652]  They're visiting all the major cities now.
[02:12:10.132 --> 02:12:12.193]  Austin was about 700,000 people then.
[02:12:12.213 --> 02:12:13.974]  I said, they're going to come to you soon.
[02:12:14.374 --> 02:12:15.195]  He laughed at me.
[02:12:15.215 --> 02:12:18.756]  A couple months later, he calls up and says, can you come to my office?
[02:12:18.776 --> 02:12:20.357]  He goes, here's Delta Force's card.
[02:12:20.917 --> 02:12:22.518]  He said, everything you said is true.
[02:12:22.979 --> 02:12:23.759]  Tell me more.
[02:12:24.574 --> 02:12:26.916]  And then he said, how do you know all this being so young?
[02:12:26.936 --> 02:12:29.858]  So I was like 24 or something.
[02:12:29.878 --> 02:12:31.279]  I don't remember how old I was.
[02:12:31.319 --> 02:12:31.799]  Yeah, about 24, 25.
[02:12:32.660 --> 02:12:35.282]  I looked really young and he said, who are you with?
[02:12:35.302 --> 02:12:36.563]  Are you with the government?
[02:12:36.983 --> 02:12:38.704]  Is this a thing in the government fighting each other?
[02:12:38.724 --> 02:12:40.966]  And I said, no, I'm with the American people.
[02:12:42.671 --> 02:12:50.076]  I mean, they just can't believe that citizens would be involved and informed in running counterintelligence against this global corporate takeover.
[02:12:50.116 --> 02:12:51.417]  Look, somebody's got to do it!
[02:12:51.797 --> 02:12:54.619]  I never claim to have all the answers or be the best at this.
[02:12:55.540 --> 02:12:59.702]  We're just a ragtag group going toe-to-toe with the New World Order and their PSYOPs.
[02:13:00.303 --> 02:13:03.805]  But if you just start understanding, everything they say is the opposite.
[02:13:04.145 --> 02:13:06.387]  Everything they say is a lie or a distortion.
[02:13:07.455 --> 02:13:18.958]  I've got mainstream news, we're going to cover with Dr. Monteith, admitting that they chose a plastic, of thousands of plastic formulas, for worldwide adoption in the 60s, that sterilizes the men.
[02:13:20.798 --> 02:13:24.279]  The White House science czar admits they're putting the stuff in the water.
[02:13:24.859 --> 02:13:28.540]  Folks, the military and the police, I'm not your enemy.
[02:13:28.580 --> 02:13:33.801]  I don't have some macho, head up thing, fantasy of having war with you.
[02:13:35.532 --> 02:13:36.774]  I hate what you do, though.
[02:13:36.874 --> 02:13:37.815]  I hate your ignorance.
[02:13:37.895 --> 02:13:38.816]  I hate your denial.
[02:13:40.799 --> 02:13:42.221]  I just wish you'd research.
[02:13:42.281 --> 02:13:43.682]  This is important!
[02:13:44.063 --> 02:13:45.024]  This is real!
[02:13:47.928 --> 02:13:49.410]  Let's go to Dr. Stan Monteith.
[02:13:50.635 --> 02:13:55.940]  He's led a delegation of physicians from Santa Cruz County to the House of Delegates of the California Medical Association for 10 years.
[02:13:55.960 --> 02:13:59.583]  He's led the battle with an organized medicine in California to address the AIDS epidemic.
[02:13:59.603 --> 02:14:00.424]  This is an old bio.
[02:14:01.725 --> 02:14:06.890]  He's a talk show host on Genesis, written a bunch of best-selling books, made videos, made films.
[02:14:07.431 --> 02:14:15.018]  He's a medical doctor, been doing this for over 40 years, fighting the new world order, an expert on the eugenics, an expert on AIDS being engineered.
[02:14:15.958 --> 02:14:17.860]  And an expert on what's happening with this flu.
[02:14:17.880 --> 02:14:20.582]  For the Balance of the Hour, Dr. Stan Monteith joins us.
[02:14:20.922 --> 02:14:22.483]  Doctor, it's good to have you on with us.
[02:14:22.843 --> 02:14:24.364]  It's great to be with you, Alex.
[02:14:24.485 --> 02:14:33.991]  And this is an exciting time because, you know, I'm getting all sorts of emails from people in the healthcare industry who are saying, look, they're threatening to take away my job.
[02:14:34.031 --> 02:14:38.775]  They're threatening to take away my pension if I won't take this vaccine.
[02:14:39.175 --> 02:14:40.536]  And I say, do not take it.
[02:14:40.576 --> 02:14:41.857]  Just tell them you're going to sue them.
[02:14:42.177 --> 02:14:42.978]  Get the other people
[02:14:45.612 --> 02:14:46.272]  Dr. Monteith?
[02:14:49.173 --> 02:14:51.153]  Alright, we just lost his phone line.
[02:14:51.573 --> 02:14:55.694]  Yes, they've denied the last month that they're ordering people to take shots and it's forced.
[02:14:56.054 --> 02:14:57.654]  Now they're having to admit it slowly.
[02:14:57.694 --> 02:15:01.915]  But again, they deny it to the last minute so we can't build opposition.
[02:15:02.835 --> 02:15:05.756]  If an army's about to attack you, they want to sneak up.
[02:15:06.396 --> 02:15:07.796]  They don't want you to know they're coming.
[02:15:09.957 --> 02:15:12.137]  And this is what they're doing.
[02:15:13.396 --> 02:15:20.721]  While we're getting Dr. Monteith back on the line, MAAC organizes Pittsburgh security for G20.
[02:15:20.861 --> 02:15:23.903]  It says the FBI and Secret Service are running it along with the Army.
[02:15:24.443 --> 02:15:27.385]  Now, we saw this in 99, in Seattle.
[02:15:27.405 --> 02:15:30.867]  When I knew the Army was running this two weeks before, I said they're going to stage riots.
[02:15:31.428 --> 02:15:37.251]  And then it came out, the police had to admit later, 50 anarchists were flown in, funded by a big foundation.
[02:15:38.552 --> 02:15:42.155]  This is all in my film, Police State 2 The Takeover, that we released in 2000.
[02:15:44.335 --> 02:15:45.516]  You want to see the documentation?
[02:15:46.616 --> 02:15:47.677]  And they flew them in.
[02:15:50.098 --> 02:15:54.861]  And they had them attack police before the news cameras to then set the pretext to attack everybody.
[02:15:56.081 --> 02:15:57.602]  Delta Force ran that as well.
[02:15:57.642 --> 02:16:00.604]  That was in the Seattle Post-Intelligencer, Seattle Times.
[02:16:01.584 --> 02:16:03.285]  It was in all three of the papers in Seattle.
[02:16:04.486 --> 02:16:06.427]  Seattle Times, Post-Intelligencer, and the other one.
[02:16:07.087 --> 02:16:09.409]  That's all in Police State 2.
[02:16:11.092 --> 02:16:11.733]  The takeover.
[02:16:11.973 --> 02:16:13.115]  This is the takeover.
[02:16:13.175 --> 02:16:15.558]  And they know incremental is hard to beat.
[02:16:16.819 --> 02:16:18.441]  It's like a frog in cold water.
[02:16:18.762 --> 02:16:19.603]  He won't jump out.
[02:16:19.643 --> 02:16:21.265]  You turn it up slowly, he'll boil to death.
[02:16:21.285 --> 02:16:22.707]  You throw him in hot water, he'll jump out.
[02:16:23.772 --> 02:16:24.693]  That old analogy.
[02:16:25.093 --> 02:16:28.835]  And the troops are brainwashed, the police are brainwashed, the public's brainwashed.
[02:16:29.436 --> 02:16:34.760]  And I told you over a decade ago, the big takeover would come when they fully bankrupted the economy.
[02:16:35.100 --> 02:16:37.842]  Dr. Monteith, we lost you there, and your phone's real low.
[02:16:37.862 --> 02:16:38.482]  Can you speak up?
[02:16:38.882 --> 02:16:39.843]  Okay, how is that?
[02:16:39.863 --> 02:16:40.443]  Is that good enough?
[02:16:40.463 --> 02:16:40.664]  Good, good.
[02:16:40.704 --> 02:16:41.164]  Start over.
[02:16:41.204 --> 02:16:42.885]  You're saying an exciting time to be alive.
[02:16:43.025 --> 02:16:44.466]  Well, it certainly is.
[02:16:44.766 --> 02:16:48.369]  But, you know, really with this whole thing on the swine flu,
[02:16:48.989 --> 02:16:52.172]  Everybody, most people have missed this article.
[02:16:52.192 --> 02:17:06.624]  It appeared in the New York Times on the 12th of September and they quote a number of leading epidemiologists who have said that, you know, that they got a great vaccine, but the problem is the epidemic is going to be over.
[02:17:06.904 --> 02:17:11.168]  It's going to be peaked out before the vaccine is available in the middle of next month.
[02:17:12.091 --> 02:17:14.052]  And that really is true.
[02:17:14.412 --> 02:17:22.637]  In fact, I emailed or just talked to Mr. Hartman and hopefully he'll have those figures on the CDC webpage.
[02:17:22.717 --> 02:17:26.339]  You can see that it's already peaked at its highest level.
[02:17:26.379 --> 02:17:33.063]  They call it widespread level 5 in almost 20 states as of about two weeks ago.
[02:17:33.083 --> 02:17:35.664]  It's already peaked and declining.
[02:17:35.864 --> 02:17:38.846]  The incidence of the new infections in California
[02:17:39.406 --> 02:17:45.651]  This disease is so mild that most people who get it don't even know they've been ill.
[02:17:45.751 --> 02:17:48.533]  What they've done is a bait and switch on the vaccine.
[02:17:49.053 --> 02:17:58.380]  The article that they utilized to demonstrate that the vaccine was effective was published in the New England Journal of Medicine on the 10th of September.
[02:17:58.440 --> 02:18:00.181]  It's called A Trial of Influenza.
[02:18:01.473 --> 02:18:07.178]  H1N1 2009 monovalent adjuvanted vaccine.
[02:18:07.719 --> 02:18:18.688]  In other words, they used an adjuvanted vaccine in Australia to prove that the vaccine works, but they're not going to give an adjuvanted vaccine in the United States at least.
[02:18:19.088 --> 02:18:25.073]  They're afraid to because they know there's so much opposition to it and because it's not licensed in the United States.
[02:18:25.652 --> 02:18:29.534]  So, they used one vaccine and said, gee, look how great it works!
[02:18:30.134 --> 02:18:33.576]  And then, of course, they're going to use a different vaccine in the United States.
[02:18:33.896 --> 02:18:45.121]  Well, Doctor, I want to walk through all this with you, but also, from your years of researching this Eugenics Order of Darkness, Brotherhood of Darkness, as your book title states it, what do you think the master plan here?
[02:18:45.141 --> 02:18:50.804]  Is this just a giant drill for federalization and nation-states to go under UN Level 6 control?
[02:18:51.856 --> 02:18:53.817]  Or could this be something bigger?
[02:18:54.398 --> 02:18:55.538]  It may be a trial.
[02:18:55.638 --> 02:18:59.801]  It may be an effort to make 40 billion dollars for the pharmaceutical industry.
[02:19:00.341 --> 02:19:10.727]  Certainly they're going to do tremendous damage to a large segment of our population because the CDC is mandating that this vaccine or at least
[02:19:11.087 --> 02:19:11.848]  We're good to go.
[02:19:23.537 --> 02:19:28.042]  The CDC is saying it ought to be given to all children starting at two years of age.
[02:19:28.402 --> 02:19:32.146]  The manufacturers are saying don't give it to children less than four years of age.
[02:19:32.186 --> 02:19:34.068]  They get into all sorts of problems with it.
[02:19:34.588 --> 02:19:37.151]  And they don't want to give us one shot of the vaccine.
[02:19:37.191 --> 02:19:43.778]  They want to give two shots of the swine flu vaccine and two shots of the influenza vaccine.
[02:19:44.443 --> 02:19:45.985]  Because that's the seasonal, regular.
[02:19:46.245 --> 02:19:46.825]  Well, stay there.
[02:19:46.865 --> 02:19:49.067]  You're a medical doctor, an expert on eugenics.
[02:19:49.728 --> 02:19:52.891]  I want to get into their larger master plan as well and take phone calls.
[02:19:52.931 --> 02:19:57.395]  Dr. Stan Monteith of Radio Liberty, his ministry, joins us today.
[02:19:57.675 --> 02:19:58.256]  We'll be right back.
[02:20:01.331 --> 02:20:05.533]  For thousands of years, Native American healing has been practiced in North America.
[02:20:05.833 --> 02:20:09.875]  The Native Americans discovered an astonishing healing plant called Ciaga.
[02:20:10.116 --> 02:20:20.561]  This pesticide-free, wild-crafted, all-natural wonder is hand-picked by a medicine man and effectively combined with other all-natural and sacred ingredients into a product called Defense.
[02:20:20.941 --> 02:20:22.602]  These key ingredients not only supply
[02:20:26.533 --> 02:20:27.233]  We're good to go.
[02:20:53.101 --> 02:21:03.044]  Why are you letting that search engine spy on you?
[02:21:03.184 --> 02:21:03.924]  Spy on me?
[02:21:04.044 --> 02:21:04.324]  Yeah.
[02:21:04.364 --> 02:21:09.285]  Don't you know Google, Yahoo, and other search engines record all your searches and store them in a giant database?
[02:21:09.405 --> 02:21:10.886]  You should use Startpage instead.
[02:21:11.046 --> 02:21:11.706]  Startpage?
[02:21:11.786 --> 02:21:12.126]  Yeah.
[02:21:12.206 --> 02:21:13.186]  Startpage.com.
[02:21:13.286 --> 02:21:16.067]  The new name for Ixquik, the world's most private search engine.
[02:21:16.247 --> 02:21:19.968]  They don't record your searches or your IP address, and the search results are great.
[02:21:20.128 --> 02:21:23.029]  Plus, StartPage is third-party certified, and it's totally free.
[02:21:23.249 --> 02:21:25.629]  I don't want Big Brother watching what I do on the internet.
[02:21:25.869 --> 02:21:27.370]  I'm adding StartPage to my browser.
[02:21:27.470 --> 02:21:27.710]  Right!
[02:21:27.770 --> 02:21:30.771]  Go to StartPage.com and start searching with privacy.
