[00:00:00.009 --> 00:00:00.069]  Wow.
[01:26:16.555 --> 01:26:19.956]  It will be shipped out in the order that the orders were received.
[01:26:20.456 --> 01:26:25.797]  So again, theobamadeception.net or call toll free to secure your copy today.
[01:26:25.817 --> 01:26:26.217]  888-253-3139.
[01:26:26.578 --> 01:26:31.959]  And I want everybody that orders The Obama Deception or any of the films I've made
[01:26:33.021 --> 01:26:34.042]  to make copies.
[01:26:34.082 --> 01:26:48.910]  I want you to get a DVD burner, I want you to buy a bunch of blanks, and please get these out to everybody because he is a front man, he is a corporate shill, he is betraying the well-meaning people that rejected Bush's phony wars and fake WMDs and torture and corruption.
[01:26:49.930 --> 01:26:52.172]  And claiming all this executive power and secrecy.
[01:26:52.573 --> 01:26:55.756]  Obama is now announcing all of that is going to continue.
[01:26:55.776 --> 01:26:57.858]  The executive secrecy, all of it.
[01:26:58.179 --> 01:27:00.181]  This is an incredible betrayal.
[01:27:00.321 --> 01:27:03.024]  The lobbyists, the money, the bankers robbing us.
[01:27:03.524 --> 01:27:06.127]  The film gets into the issues that can't be debated.
[01:27:06.367 --> 01:27:08.049]  You can debate if he was really born in Kenya.
[01:27:08.409 --> 01:27:10.391]  You can debate the birth certificate, all that stuff.
[01:27:10.411 --> 01:27:13.054]  The media focused on that because they weren't afraid of it.
[01:27:13.354 --> 01:27:19.656]  They will not focus on his deceit, and his lies, and his betrayals, and the corrupt special interests that are controlling him.
[01:27:19.696 --> 01:27:24.017]  So the ObamaDeception.net or 888-253-3139.
[01:27:25.017 --> 01:27:26.237]  Bob, I want to go to phone calls.
[01:27:26.297 --> 01:27:33.039]  Matt, Glenn, Drew, Michael, Nick, and many others from all over the country and the world that are calling in, but Bob Dasey first.
[01:27:34.602 --> 01:27:36.163]  You've got some more lies of the media.
[01:27:36.183 --> 01:27:40.787]  I want you to go through some of those and then let's get into how they're trying to shut down the alternative media.
[01:27:41.847 --> 01:27:43.549]  We're talking about lies in the media.
[01:27:43.569 --> 01:27:44.650]  Let's just pick one.
[01:27:45.090 --> 01:27:46.251]  What about the bailout coverage?
[01:27:46.791 --> 01:27:53.396]  I remember the last time I was live in studio with you was the day that the House of Representatives rejected the initial bailout.
[01:27:53.416 --> 01:27:55.458]  I think it was like September the 30th or something like that.
[01:27:56.298 --> 01:28:05.244]  I went home and I watched the news, and they were saying that they saw the stock market drop after the House rejected the bailout package.
[01:28:05.964 --> 01:28:13.669]  And the media was saying, listen, look at the dollar value we lost in the market because you didn't vote for this thing.
[01:28:14.410 --> 01:28:15.811]  It was more than the bailout.
[01:28:16.527 --> 01:28:22.271]  I mean, they actually presented that as if that was some sort of a cause and effect relationship or actually had a meaning to it.
[01:28:22.291 --> 01:28:23.632]  And that was financial terrorism.
[01:28:23.672 --> 01:28:30.998]  What really happened is having the President and Obama and the head of the Federal Reserve and the Treasury Department come out and say, we're going into a depression.
[01:28:31.498 --> 01:28:34.320]  If you don't pass this, we'll be destroyed by next Monday.
[01:28:34.641 --> 01:28:36.702]  That destroyed confidence in the market, dropped.
[01:28:37.002 --> 01:28:40.125]  And it's dropped 2,000 points almost since that point.
[01:28:40.485 --> 01:28:44.208]  And then the day after they pass it, they say, oh, we're not going to use it anymore.
[01:28:44.948 --> 01:28:47.871]  Uh, to buy up, uh, bad debt from these mortgages.
[01:28:47.911 --> 01:28:49.912]  We're not gonna say where it's going.
[01:28:50.073 --> 01:28:53.616]  Yeah, and where was the screaming banner headlines in the media that day?
[01:28:54.156 --> 01:28:55.177]  They were lying to us.
[01:28:55.217 --> 01:28:58.199]  They're not gonna, they're not gonna bail out the crooked, the bad mortgages.
[01:28:58.259 --> 01:28:58.840]  Where was it?
[01:28:58.880 --> 01:28:59.661]  It was nowhere.
[01:28:59.961 --> 01:29:01.122]  The spin was elsewhere.
[01:29:01.682 --> 01:29:16.877]  Well they moved on from the $9.7 trillion banker takeover, not $800 billion, Bloomberg reported $9.7, they won't say where the money went, to should we give $50 billion to the auto companies, a pittance, and made it all a debate about that as a diversion.
[01:29:17.796 --> 01:29:19.558]  I mean, take the fluoride coverage.
[01:29:19.798 --> 01:29:21.120]  Oh, I'm sorry, what fluoride coverage?
[01:29:21.440 --> 01:29:21.981]  Where is that?
[01:29:22.301 --> 01:29:25.004]  I mean, there's tons of evidence about how bad fluoride is.
[01:29:25.024 --> 01:29:28.348]  But the feds have spent billions of dollars forcing this in our water.
[01:29:28.448 --> 01:29:33.233]  And where is the front page media coverage giving fair presentation to this?
[01:29:33.534 --> 01:29:34.234]  It's not there.
[01:29:34.975 --> 01:29:35.695]  Where is it?
[01:29:36.115 --> 01:29:41.037]  Instead, in the name of being fair, Clinton, Hillary and Bill Clinton, a bunch of U.S.
[01:29:41.077 --> 01:29:48.098]  Senators are saying, we're not just going to have fairness doctrine and control what you can say and do on the radio, we're going to do it on the Internet.
[01:29:48.158 --> 01:29:52.219]  And Canada's announced they're about to start censoring the Internet to only a few thousand websites.
[01:29:52.259 --> 01:29:54.100]  It's actually in the Toronto Star.
[01:29:54.420 --> 01:29:56.523]  Yeah, and take a look at the vaccine thing.
[01:29:56.563 --> 01:30:04.053]  I mean, just the other day in the paper, they're saying right here in the Statesman that the evidence fails to link autism to vaccines, court declares.
[01:30:04.374 --> 01:30:10.162]  So a court has ruled that there's no evidence linking autism to vaccines.
[01:30:10.702 --> 01:30:24.571]  And then out of hundreds of studies, including government studies, showing that mercury does cause brain damage and goes to the blood-brain barrier, they ignore those and use one guy who claims he found evidence it was autism to have him say he faked it.
[01:30:24.931 --> 01:30:26.112]  As if it's all discredited.
[01:30:26.592 --> 01:30:28.294]  As if we haven't gone, in 1975, from one in
[01:30:31.633 --> 01:30:32.614]  Well, what's the number?
[01:30:32.914 --> 01:30:33.995]  I'm going to pull up the exact number.
[01:30:34.515 --> 01:30:39.019]  One in 2,600 having autism, to now one in 87.
[01:30:39.059 --> 01:30:42.241]  Yeah, and take any issue.
[01:30:42.321 --> 01:30:44.022]  The global warming issue, for example.
[01:30:44.383 --> 01:30:48.506]  I mean, the media presents global warming as if it is a fact.
[01:30:48.726 --> 01:30:50.547]  And that polar bears can't swim.
[01:30:50.668 --> 01:30:57.333]  And that there's no debating, there's nothing you can say, it's a fact, and you people got to deal with it, and that we caused it.
[01:30:57.833 --> 01:31:03.497]  You know, I've got some quotes here from some very famous scientists who just laugh at that assertion.
[01:31:03.977 --> 01:31:11.823]  You know, from the New American, here's one from a doctor in Norwegian, I'm sorry, a Norwegian doctor.
[01:31:11.863 --> 01:31:14.785]  He says, quote, anyone who claims that the debate is over
[01:31:15.325 --> 01:31:21.829]  And that the conclusions are firm has a fundamentally unscientific approach to one of the most momentous issues of our time.
[01:31:22.209 --> 01:31:24.730]  And here's one from U.S.
[01:31:24.811 --> 01:31:32.195]  government atmospheric scientist Stanley B. Goldenberg of the Hurricane Research Division of the National Oceanic and Atmospheric Administration.
[01:31:32.475 --> 01:31:42.621]  Quote, it is a blatant lie put forth in the media that makes it seem like it is only a fringe of scientists who don't buy into anthropological global warming.
[01:31:43.061 --> 01:31:43.601]  I mean, come on!
[01:31:44.001 --> 01:31:46.082]  Because it goes in a 10,000 year cycle.
[01:31:46.542 --> 01:32:00.388]  The last Bronze Age started during a 3,000 year warming period, and then they had a mini-warm period about a thousand years ago, and they were growing grapes all over England, where you can't even grow grapes today.
[01:32:00.408 --> 01:32:05.390]  And they know this from the ice core samples, they understand this, and then the UN claimed they had 2,400 scientists.
[01:32:06.630 --> 01:32:11.494]  That had signed on saying man-made global warming was real, and then they went and questioned the scientists.
[01:32:11.514 --> 01:32:13.416]  The scientists said, no, we were just invited to a conference.
[01:32:13.796 --> 01:32:14.677]  I don't agree with this.
[01:32:14.717 --> 01:32:16.178]  So they say, everyone agrees.
[01:32:16.518 --> 01:32:18.980]  Then all these scientists, tens of thousands, come out and say, no, we don't.
[01:32:19.240 --> 01:32:21.162]  And they say, well, everybody who's credible agrees.
[01:32:21.422 --> 01:32:33.692]  Then they claim you're funded by the oil companies if you cite the science that the entire solar system has been heating up, and now the sun just cooled off, so suddenly the solar system is cooling.
[01:32:33.752 --> 01:32:40.941]  Now here's a quote from a Dr. David Gee, the Chairman of the Science Committee of the 2008 International Geological Congress.
[01:32:40.961 --> 01:32:41.581]  Listen to this quote.
[01:32:42.322 --> 01:32:46.567]  For how many years must the planet cool before we begin to understand that the planet is not warming?
[01:32:47.188 --> 01:32:50.011]  For how many... I mean, come on, that's a funny, isn't it funny?
[01:32:50.031 --> 01:32:51.113]  Isn't that hilarious?
[01:32:51.133 --> 01:32:52.194]  The thing's cooling down now.
[01:32:52.454 --> 01:32:53.516]  But, you know, they shifted.
[01:32:54.229 --> 01:32:54.829]  Now they've shifted.
[01:32:54.849 --> 01:32:57.110]  They said, well now it was global warming, and it's your fault, Alex.
[01:32:57.470 --> 01:33:00.991]  But now, it might be global cooling, and it's still your fault, Alex.
[01:33:01.091 --> 01:33:07.713]  And they're saying it's climate change, as if we don't have four seasons, as if we haven't always gone through cycles.
[01:33:08.153 --> 01:33:12.414]  They can't even predict the weather in Austin, Texas, a week from now.
[01:33:14.302 --> 01:33:25.769]  Well, the insane part about it is that they've built this carbon-based economy, and I'm not even saying oil is a good system because it's toxic in the cracking and the refining of it.
[01:33:26.390 --> 01:33:32.514]  But the point here is that you know when the Super Bowl and Exxon Mobil are telling you global warming is real and we need a tax.
[01:33:33.234 --> 01:33:33.975]  That it's a scam.
[01:33:34.455 --> 01:33:40.662]  And then Al Gore with the World Bank and the IMF owns the major company that we will buy carbon credits from.
[01:33:40.982 --> 01:33:44.846]  This guy stands, and by the way he owns an oil company.
[01:33:45.887 --> 01:33:46.648]  Al Gore is an oilman.
[01:33:46.668 --> 01:33:47.569]  He owns an oil company.
[01:33:48.029 --> 01:33:52.033]  Al Gore owns the major carbon trading company.
[01:33:52.694 --> 01:33:55.136]  That we're going to buy our carbon credits from.
[01:33:55.176 --> 01:33:55.556]  Think about that.
[01:33:55.716 --> 01:34:01.379]  Al Gore owns the major carbon trading company that we will buy carbon credits from.
[01:34:01.399 --> 01:34:02.020]  And here's another one.
[01:34:02.260 --> 01:34:03.561]  Let's say global warming's real.
[01:34:04.221 --> 01:34:05.062]  It's all man-made.
[01:34:05.102 --> 01:34:05.782]  It's all true.
[01:34:05.842 --> 01:34:06.623]  Nobody's lying.
[01:34:07.023 --> 01:34:08.304]  The polar bears can't swim.
[01:34:08.524 --> 01:34:09.484]  The glaciers are all melting.
[01:34:09.504 --> 01:34:10.065]  We're all dead.
[01:34:10.885 --> 01:34:24.876]  Unless we have this tax, they admit that it'll only be on Western nations, and so the industry will move to China and India and 160 other third world countries that will have no emissions controls, so emissions will actually go up!
[01:34:25.336 --> 01:34:35.384]  So explain to me and explain to your audience, Alex, how a factory in the United States, which is producing widgets, which has the EPA crawling all over them all the time,
[01:34:36.064 --> 01:34:44.608]  How moving that factory to China, so they can produce those widgets over there, with no EPA crawling over them all the time, how does that save the planet?
[01:34:44.688 --> 01:34:44.988]  Tell me.
[01:34:45.028 --> 01:34:48.630]  No, it ups the level of carbon, which if you look at the studies is actually good.
[01:34:48.690 --> 01:34:51.311]  We need to have some warming because we're going into this new ice age.
[01:34:51.331 --> 01:34:52.972]  Well, I know the logic is too, too...
[01:34:53.976 --> 01:34:55.778]  Too basic for people to understand.
[01:34:55.918 --> 01:35:04.526]  I wish humans actually had an effect on our warming, because every study shows that all plant life and animal life does better during these warming periods.
[01:35:04.586 --> 01:35:07.609]  Unfortunately, the sun cooled down and we're going into a cooling period.
[01:35:07.669 --> 01:35:15.316]  And the bottom line, ladies and gentlemen, is that the human cause of global warming, or global cooling, take your pick.
[01:35:15.356 --> 01:35:16.257]  Less than one percent.
[01:35:16.417 --> 01:35:17.177]  Is a crock.
[01:35:18.038 --> 01:35:21.440]  It's all meant to make you think you've got to lower your standard of living.
[01:35:21.460 --> 01:35:22.701]  And they brag and say that.
[01:35:22.981 --> 01:35:23.841]  Yeah, absolutely.
[01:35:24.202 --> 01:35:24.742]  That's the thing.
[01:35:24.782 --> 01:35:27.583]  These arrogant bastards admit that this is a scam.
[01:35:28.224 --> 01:35:30.305]  And they think we're so ignorant we can't figure it out.
[01:35:30.625 --> 01:35:37.149]  Remember when I had Rothschild on two years ago, it's an endgame, and he said no, he said... He didn't even know the solar system.
[01:35:37.289 --> 01:35:41.631]  I said, why are the moons of Jupiter and Saturn melting, the ones that are covered with methane ice?
[01:35:41.971 --> 01:35:44.053]  Why are the ice caps on Mars getting smaller?
[01:35:44.893 --> 01:35:50.898]  And he said, well, number one, that Mars, Jupiter, and Saturn are closer to the Sun than Earth.
[01:35:51.038 --> 01:35:51.519]  I heard him say it.
[01:35:51.579 --> 01:35:55.562]  And I said, no sir, it goes Mercury, Venus, Earth, Mars, and then out.
[01:35:55.922 --> 01:36:09.174]  And he said, no, you're wrong, and laughed at me, because he knew the audience, or he thought they were, he knows the general public, he knew, is so dumbed down, just desperately dumbed down, and I got emails saying that Mars is closer to the Sun.
[01:36:09.774 --> 01:36:19.463]  I have been convinced by many years of watching the mainstream media that my truck is the cause of the melting of the polar ice caps of Mars.
[01:36:19.723 --> 01:36:20.884]  I sincerely believe that.
[01:36:20.904 --> 01:36:22.905]  Because I watch the mainstream media.
[01:36:23.006 --> 01:36:24.107]  I know it's my truck that did it.
[01:36:24.147 --> 01:36:27.429]  Well, polar bears are going to drown on Mars because of the... Absolutely, man.
[01:36:27.469 --> 01:36:28.070]  I'll tell you what.
[01:36:28.130 --> 01:36:31.433]  I mean, to believe this stuff, you've got to be just not thinking anymore.
[01:36:31.453 --> 01:36:33.234]  Well, listen, that's what Club of Rome said.
[01:36:33.555 --> 01:36:34.676]  We need a new religion.
[01:36:35.276 --> 01:36:37.157]  So we're getting rid of the Geo-Christian system.
[01:36:37.417 --> 01:36:41.379]  We need to have a religion based on humans are bad so the state can wage war against humanity.
[01:36:41.639 --> 01:36:43.060]  I mean, that's a quote!
[01:36:43.600 --> 01:36:50.584]  And the bottom line here is when you have a group of people who think that humanity is scum, and they want to run the planet, guess what?
[01:36:50.724 --> 01:36:52.265]  Ladies and gentlemen, we have a problem.
[01:36:53.005 --> 01:36:53.766]  We got a problem.
[01:36:57.007 --> 01:36:57.507]  Absolutely.
[01:36:57.547 --> 01:36:58.688]  Let's take some phone calls.
[01:36:58.768 --> 01:36:59.569]  Matt in Illinois.
[01:36:59.589 --> 01:37:00.869]  You're on the air worldwide.
[01:37:02.590 --> 01:37:03.230]  Hello, Alex.
[01:37:03.731 --> 01:37:04.171]  Hello, sir.
[01:37:04.912 --> 01:37:10.358]  Hi, um, I'd just like to start my call by saying I'm 22 and I think all this stuff is unfair.
[01:37:11.299 --> 01:37:26.276]  And, uh, so yeah, so I started, um, listening to your show, like, in 2006, 2005, and, like, I, uh, you know, talked on the internet about it, and, um, someone, uh, bugged my house, and, um, it, it, I was just wondering if you've had similar experiences with that.
[01:37:27.426 --> 01:37:31.370]  Well, sir, I don't know what particularly happened to you, but we're all bugged.
[01:37:32.110 --> 01:37:48.585]  Google admits, and Yahoo admits they have patents and are doing it with the onboard microphone in all new computers, and the little camera, and now Apple has a patent and they're coming out with it where the screen itself is a camera, so you can't escape it.
[01:37:49.346 --> 01:38:11.771]  I was at home, I put a piece of tape over it, and they admit that AI computers, they say, don't worry, a human isn't listening, AI computers are dialing in and listening for keywords, and if they hear a dog barking in your house, Google ads for dog food, or dog health care products, or dog frisbees, this is Google saying this, this isn't me, pop up, and you tell somebody that, and they just can't believe it.
[01:38:11.851 --> 01:38:18.573]  Or I told people OnStar was being used for the FBI and others to dial in without warrants and listen to you, because it's an audio system on a cell phone based.
[01:38:19.473 --> 01:38:22.195]  Or I tell people about all this, they can't believe it.
[01:38:22.275 --> 01:38:29.658]  And then the media, instead of covering what we're saying, they'll focus in on some guy on the internet doing a hoax, claiming that his digital TV converter
[01:38:31.866 --> 01:38:32.647]  Has a microphone
[01:38:50.157 --> 01:38:51.678]  Oh no, the feds have announced it's coming in.
[01:38:51.698 --> 01:38:59.665]  And force everyone to have some little gizmo in their car so they can just, you can be a little bug on their screen the whole day long, know exactly where you went.
[01:38:59.685 --> 01:39:07.811]  Well, they're already using, under the Telecommunications Act of 96, all cell phones, even when they're off, are GPS triangulated by the cell towers and they dial in with the audio.
[01:39:07.992 --> 01:39:19.261]  And the first time I saw it, five years ago, it's in Matrix of Evil, the governor of Wisconsin blurted out, it was in the newspaper, that, oh, we're tracking you with your cell phones at the Emergency Management Center everywhere you go.
[01:39:20.151 --> 01:39:20.411]  Yeah.
[01:39:20.851 --> 01:39:21.691]  So that's what I'm saying.
[01:39:21.711 --> 01:39:28.874]  Now they're going to be bringing it out in the open in a nice conference to discuss the feasibility of taxing you depending on where you go and how you drive.
[01:39:29.094 --> 01:39:32.675]  And of course, in order to do that, you know, you just have to be plugged into the matrix, don't you?
[01:39:33.535 --> 01:39:33.775]  Yes.
[01:39:34.015 --> 01:39:35.015]  Thank you, caller.
[01:39:35.535 --> 01:39:37.876]  Let's talk to Glenn in Pennsylvania.
[01:39:37.936 --> 01:39:38.816]  Glenn, you're on the air.
[01:39:40.837 --> 01:39:41.477]  Yes, Alex.
[01:39:41.977 --> 01:39:42.297]  Yes, sir.
[01:39:42.918 --> 01:39:43.298]  Yes, sir.
[01:39:43.338 --> 01:39:45.098]  Good afternoon.
[01:39:45.638 --> 01:39:46.519]  I just wanted to call.
[01:39:46.599 --> 01:39:47.619]  I'm a first time caller.
[01:39:48.417 --> 01:40:00.963]  And about 13 years ago, my brother was in San Antonio and about two years ago, I injured myself and he told me, he said, start listening to this guy.
[01:40:02.024 --> 01:40:03.045]  He knows what's going on.
[01:40:03.565 --> 01:40:05.826]  So I started to pick up on you and I started to listen.
[01:40:06.826 --> 01:40:08.127]  I got so much to talk about.
[01:40:08.968 --> 01:40:10.668]  You've been listening for 13 years.
[01:40:11.549 --> 01:40:12.449]  My brother has been.
[01:40:14.630 --> 01:40:15.611]  My brother has been.
[01:40:17.943 --> 01:40:21.245]  He was one of your first people down in San Antonio.
[01:40:21.806 --> 01:40:22.006]  Yeah.
[01:40:23.527 --> 01:40:41.241]  Okay, I got so much to talk about, but the main thing is that you had a caller on yesterday that sounded like he didn't know what he was... he had been listening or anything, and he wanted to find out when you wanted to... what the sign was going to be.
[01:40:42.538 --> 01:41:00.693]  Yeah, he was saying that I don't cover population control and reduction, so this credibility went out the window then, and then he said that, oh, there's really kind of no hope and nobody's doing anything, when the state of Texas is introducing tomorrow a bill to declare sovereignty against the feds that have been taken over by foreign banks.
[01:41:00.713 --> 01:41:02.635]  I mean, all we do is talk about solutions.
[01:41:03.596 --> 01:41:09.301]  Well, I hope that the state of Texas passes that and that
[01:41:10.273 --> 01:41:15.576]  Wouldn't it be ironic if the Lone Star State were to lead the rest of us?
[01:41:16.677 --> 01:41:31.446]  The thing is that once we start, everybody's going to have to kick in and give them so much heartache and spread them so thin that we would be able to defeat them at that point in time.
[01:41:31.566 --> 01:41:31.986]  That's right.
[01:41:32.026 --> 01:41:32.347]  I hear you.
[01:41:32.367 --> 01:41:33.127]  I appreciate the call.
[01:41:33.507 --> 01:41:34.948]  Drew in Oregon, you're on the air.
[01:41:34.968 --> 01:41:39.311]  Go ahead, Drew, if you want to be on air.
[01:41:40.948 --> 01:41:41.649]  Oh hey, how's it going?
[01:41:42.029 --> 01:41:42.629]  Good, go ahead.
[01:41:43.910 --> 01:42:00.702]  Well, I was calling to talk about the... I'm in Portland, Oregon, and currently I've been noticing that I went to go get on the light rail that runs throughout the city here, and I noticed that they replaced all the machines with credit-only machines.
[01:42:01.202 --> 01:42:01.823]  Yep.
[01:42:02.443 --> 01:42:07.287]  Not to mention that I use the transit quite a bit here, and a lot recently I've noticed
[01:42:08.482 --> 01:42:11.473]  There have been a lot of police and transit checkers.
[01:42:12.068 --> 01:42:14.550]  Walking around asking for people's ideas.
[01:42:14.570 --> 01:42:18.533]  Yeah, first they train you to go through checkpoints and be searched at airports.
[01:42:18.573 --> 01:42:19.433]  That's dog training.
[01:42:19.713 --> 01:42:21.775]  To be a slave, line up, show us your papers.
[01:42:22.175 --> 01:42:25.498]  Then it's the transit, then it's the trains, then it's the side of the street.
[01:42:25.558 --> 01:42:26.779]  Homeland Security admits this.
[01:42:27.419 --> 01:42:39.548]  And Southwest Airlines, major train stations, businesses are saying no cash now because they're getting ready in the next few years to abolish the dollar, bring in a North American Union currency that is digital.
[01:42:40.208 --> 01:42:43.129]  And that's why they now have the North American Union ID card.
[01:42:43.770 --> 01:42:44.110]  Stay there.
[01:42:44.130 --> 01:42:45.310]  We'll talk more about it when we get back.
[01:42:45.330 --> 01:42:47.511]  And I want to get Bob Dacey's take on that as well.
[01:42:47.731 --> 01:42:50.473]  You want to ride shotgun a little bit with us with Mike Rivero coming up?
[01:42:50.573 --> 01:42:50.953]  Why not?
[01:42:51.513 --> 01:42:51.853]  Alright.
[01:42:52.133 --> 01:42:53.334]  I can see Mike Rivero.
[01:42:53.954 --> 01:42:54.875]  He's waiting in the wings.
[01:42:54.895 --> 01:42:56.375]  He'll be with us in about 10 minutes.
[01:42:56.836 --> 01:42:59.257]  There he is on screen right there, ladies and gentlemen.
[01:42:59.857 --> 01:43:01.638]  So we'll be right back.
[01:43:01.678 --> 01:43:06.000]  He'll be joining us from Hawaii, and I see the Australian film crew right out there.
[01:43:08.174 --> 01:43:10.816]  Companies continue to lay off thousands of people.
[01:43:11.397 --> 01:43:14.359]  Unemployment is the highest it's been in over 30 years.
[01:43:14.719 --> 01:43:18.142]  Statistics prove that in a recession, crime rates go up.
[01:43:18.503 --> 01:43:24.708]  Everyone needs something for that extra edge to prevent becoming a victim in these difficult and trying times.
[01:43:25.088 --> 01:43:30.132]  You need to prepare yourself with DPS pepper spray, available at MrDefense.com.
[01:43:30.312 --> 01:43:37.018]  DPS is the strongest pepper spray in the market and is the same spray used by hundreds of law enforcement agencies from around the world.
[01:43:37.318 --> 01:43:38.198]  Need something more?
[01:43:38.418 --> 01:43:42.060]  The Scorpion Stun Gun is a great way to take down a potential attacker.
[01:43:42.360 --> 01:43:50.403]  Mr. Defense also carries the largest selection of air tasers, knives, self-defense keychains, swords, batons, survival, spy, and tactical gear.
[01:43:50.663 --> 01:43:55.005]  Mention this ad and receive 10% off of your order and a free self-defense keychain.
[01:43:55.225 --> 01:43:56.826]  Visit MrDefense.com.
[01:43:56.926 --> 01:43:59.708]  That's MRDefense.com or call 1-800-313-6400.
[01:43:59.868 --> 01:44:07.393]  That's 1-800-313-6400 for all of your self-defense needs today.
[01:44:08.233 --> 01:44:14.637]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[01:44:14.998 --> 01:44:16.659]  The enemy struck America on September 11th.
[01:44:17.811 --> 01:44:18.651]  Who is the enemy?
[01:44:19.172 --> 01:44:19.672]  Bin Laden.
[01:44:19.972 --> 01:44:20.952]  This is his ammo.
[01:44:20.972 --> 01:44:22.273]  We have to look to the Middle East.
[01:44:22.333 --> 01:44:23.993]  We have to look to Osama Bin Laden.
[01:44:24.333 --> 01:44:31.076]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[01:44:31.476 --> 01:44:31.916]  Some U.S.
[01:44:31.956 --> 01:44:37.598]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[01:44:38.298 --> 01:44:41.801]  I'm aware that some Israeli citizens have been detained.
[01:44:41.821 --> 01:44:44.604]  Either you are with us, or you are with the terrorists.
[01:45:08.809 --> 01:45:14.274]  Millions of Americans are beginning to realize the enormity of the economic and political problems facing the U.S.
[01:45:14.314 --> 01:45:14.835]  and the world.
[01:45:15.095 --> 01:45:18.558]  And for the first time in their lives, they are feeling the need for preparedness.
[01:45:18.978 --> 01:45:25.204]  Ready Reserve Foods has been in continuous operation, manufacturing the finest and dehydrated foods for almost 40 years.
[01:45:25.464 --> 01:45:27.266]  Ready Reserve is the manufacturer.
[01:45:27.506 --> 01:45:32.671]  Unlike other companies that just broker canned foods, Ready Reserve controls the quality from start to finish.
[01:45:32.951 --> 01:45:33.212]  I think so.
[01:45:50.994 --> 01:45:52.675]  Day after day Alone on a hill
[01:46:19.264 --> 01:46:25.906]  Okay, let's go right back to Drew in Oregon.
[01:46:26.826 --> 01:46:30.988]  Drew, go ahead and finish the point you were getting at.
[01:46:31.048 --> 01:46:39.270]  So now, in New York, in Houston, in Dallas, in Boston, in Chicago, in LA, in Portland, everywhere, the transit police
[01:46:39.870 --> 01:46:40.771]  Well, it's not just that, Alex.
[01:47:08.985 --> 01:47:14.028]  I'm confounded as to why Oregon isn't on board with the sovereignty bill.
[01:47:14.208 --> 01:47:18.470]  I mean, we're a really liberal state and we've got Washington and California on it.
[01:47:18.570 --> 01:47:29.256]  I've written to the Oregon representative and asked him about the sovereignty bills and what he knew about them and I got a reply saying, what should I know about them?
[01:47:31.037 --> 01:47:37.141]  I'm wondering where the Oregon supporters are and I'm really not
[01:47:37.987 --> 01:47:41.890]  I'm not satisfied so far with the level of organization and planning.
[01:47:41.950 --> 01:47:43.511]  Well, look, you've got to make that happen.
[01:47:43.571 --> 01:47:44.551]  I mean, take last week.
[01:47:44.611 --> 01:47:46.332]  I said, why hasn't Texas introduced this?
[01:47:46.653 --> 01:47:58.640]  We've got a state rep on Friday who is introducing a sovereignty Tenth Amendment declaration that they know the feds have been globalized and are illegitimate, and that the state's not going to go along with gun confiscation, martial law, or anything else.
[01:47:59.000 --> 01:48:02.763]  I mean, this is being introduced all over the country, and it's thanks to people like you calling.
[01:48:03.263 --> 01:48:05.444]  You know, and the rep asked, what should I know?
[01:48:05.925 --> 01:48:11.628]  Send them some of the other bills from around the country, point out what's happening, the unfunded mandates, and that's how you get them on board.
[01:48:11.688 --> 01:48:12.069]  Bob Dacey.
[01:48:12.089 --> 01:48:13.289]  I'm going to tell you something.
[01:48:13.309 --> 01:48:15.451]  You're talking about this sovereignty thing?
[01:48:16.672 --> 01:48:18.473]  I think it's a fantastic idea.
[01:48:18.733 --> 01:48:23.696]  You've got to have, in order to stop this, you've got to have civil disobedience in all levels of society.
[01:48:23.716 --> 01:48:25.837]  You're talking about individual people, you talked about
[01:48:27.193 --> 01:48:33.998]  Municipalities like when, through your efforts, the city of Austin passed a resolution against the Patriot Act several years ago.
[01:48:34.398 --> 01:48:36.219]  That was spearheaded by Alex Jones.
[01:48:37.080 --> 01:48:39.661]  And at the state level, yeah, the same thing.
[01:48:39.681 --> 01:48:45.225]  Listen, all they're doing is asserting the Constitution, the 10th Amendment.
[01:48:45.345 --> 01:48:51.429]  The state's constituted, the federal government, and when it becomes destructive, they can dissolve it and reconstitute it.
[01:48:51.469 --> 01:48:56.573]  Instead, the feds are illegitimately dissolving the state's real power and bringing us into globalism.
[01:48:56.613 --> 01:48:56.933]  And listen,
[01:48:57.773 --> 01:49:00.254]  Not tooting my horn, it's the audience we're talking about.
[01:49:00.414 --> 01:49:03.736]  What did I do in 2001 after October passed the Patriot Act?
[01:49:03.776 --> 01:49:15.121]  I wrote an analysis of how it abolished six of the ten Bill of Rights, how it was illegitimate, and I said, people need to get together and write resolutions for the states, counties, and cities to say, we're going to follow the Bill of Rights Constitution.
[01:49:15.401 --> 01:49:20.823]  Groups formed, hundreds of cities, over 800 passed it, and seven states.
[01:49:21.384 --> 01:49:23.745]  Again, because you took the ball.
[01:49:24.065 --> 01:49:26.046]  That's right, and we've got to continue to take the ball.
[01:49:26.986 --> 01:49:29.867]  I've said this before, but I think it bears repeating.
[01:49:30.187 --> 01:49:32.569]  When I was a kid, I used to make fun of the hippies all the time.
[01:49:32.609 --> 01:49:34.469]  I was just underneath the hippies when I was growing up.
[01:49:34.770 --> 01:49:35.610]  I used to make fun of them.
