[00:00:00.009 --> 00:00:01.530]  Federal Agents!
[00:41:31.105 --> 00:41:37.668]  Whether you're hunting, playing or responding to an emergency, the food in the 3-Day Responder is easy to fix and ready to go.
[00:41:38.169 --> 00:41:39.610]  Food is an everyday need.
[00:41:40.210 --> 00:41:44.092]  The 3-Day Responder is for the time when food should be the last thing
[00:41:46.374 --> 00:41:51.137]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[00:41:51.177 --> 00:41:53.298]  The enemy struck America on September 11th.
[00:42:14.642 --> 00:42:15.663]  But who is the enemy?
[00:42:16.184 --> 00:42:16.684]  Bin Laden.
[00:42:17.005 --> 00:42:17.966]  This is his M.O.
[00:42:17.986 --> 00:42:19.288]  We have to look to the Middle East.
[00:42:19.368 --> 00:42:20.990]  We have to look to Osama Bin Laden.
[00:42:21.350 --> 00:42:28.118]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[00:42:28.518 --> 00:42:28.959]  Some U.S.
[00:42:28.999 --> 00:42:34.666]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[00:42:35.326 --> 00:42:38.847]  I'm aware that some Israeli citizens have been detained.
[00:42:39.208 --> 00:42:49.071]  ...Laden's connections to the CIA, the hijacker's ties to the FBI, the Saudi Arabian connection, the Israeli intelligence network, warnings and war games, the shadow government, and much, much more.
[00:42:49.311 --> 00:42:50.052]  Fabled Enemies.
[00:42:50.532 --> 00:42:57.794]  Get the DVD at InfoWars.com or see it in super high quality along with hundreds of other titles at PrisonPlanet.tv.
[00:42:58.295 --> 00:43:01.636]  Either you are with us or you are with the terrorists.
[00:43:05.512 --> 00:43:08.897]  More than 700 chemicals have been found in our drinking water.
[00:43:09.037 --> 00:43:14.264]  And did you know that you have greater exposure to these chemicals while taking hot showers than when drinking the water?
[00:43:14.444 --> 00:43:19.150]  That's because many chemicals are inhaled when they evaporate, and others are absorbed into the skin.
[00:43:20.452 --> 00:43:30.757]  KDF Dual Media Shower Filter works with both hot and cold water, and it's designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus.
[00:43:31.117 --> 00:43:36.660]  The KDF Dual Media Shower Filter typically lasts 10,000 gallons or one year, whichever comes first.
[00:43:36.880 --> 00:43:42.943]  Hospitals, restaurants, and water treatment facilities use this media to reduce chlorine, iron, heavy metals, and bacteria.
[00:43:43.143 --> 00:43:43.804]  What about you?
[00:43:44.184 --> 00:43:48.186]  Order your KDF Shower Filter normally, $49 for a special price of only $39.99 with free shipping.
[00:43:50.607 --> 00:43:52.750]  Call the Berkey Guy and order now by calling 1-877-886-3653.
[00:43:52.770 --> 00:43:52.970]  That's 1-877-886-3653.
[00:43:52.990 --> 00:43:55.513]  Or simply click on the banner at GCNlive.com to order online now.
[00:44:09.801 --> 00:44:13.964]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:44:14.645 --> 00:44:15.445]  You want answers?
[00:44:16.226 --> 00:44:17.106]  Well, so does he.
[00:44:17.767 --> 00:44:21.370]  He's Alex Jones on the GCN Radio Network.
[00:44:21.650 --> 00:44:22.410]  Engage!
[00:44:22.851 --> 00:44:26.053]  Live from Austin, Texas, Alex Jones.
[00:44:29.296 --> 00:44:33.639]  Well, in the next 51 and a half minutes, we're joined by the legendary Jordan Maxwell.
[00:44:34.972 --> 00:44:39.673]  Esoteric researcher, master at decoding a New World Order.
[00:44:39.713 --> 00:44:43.095]  We're going to get Jordan on in these interesting times.
[00:44:43.155 --> 00:44:46.976]  Total semi-automatic gun ban bills introduced, racing through Congress.
[00:44:46.996 --> 00:44:50.177]  Total registration, psychological testing to own guns.
[00:44:50.237 --> 00:44:54.278]  The Attorney General will be able to ban any guns he wishes by a simple stroke of the pen.
[00:44:54.398 --> 00:44:57.399]  So executive tyrannical power being transferred.
[00:44:57.459 --> 00:45:00.300]  Global bankers engineering the collapse by design.
[00:45:00.880 --> 00:45:03.521]  Hundreds of mainstream publications announcing the world government
[00:45:04.381 --> 00:45:33.320]  is upon us and it's a good thing like the Wall Street Journal market watch yesterday with the headline North American Union currency uniting US, Canada, Mexico money could result from crisis and they say yes it's true but it will save you and save the economy so this is classic problem reaction solution create the economic crisis then say total tyranny is the solution and paying our taxes carbon taxes on all human activity to the new super private central bank they're openly setting up in Bretton Woods too.
[00:45:34.361 --> 00:45:37.282]  So, joining us, ladies and gentlemen, is Jordan Maxwell.
[00:45:37.302 --> 00:45:38.422]  Jordan, good to have you here with us.
[00:45:39.022 --> 00:45:41.262]  Well, I'm glad to be with you again, Alex.
[00:45:41.883 --> 00:45:44.083]  I don't know what we could add to what you just said.
[00:45:44.103 --> 00:45:45.683]  I mean, that pretty well says it all.
[00:45:45.703 --> 00:45:57.726]  I mean, my God, it's just incredible watching what's going on right in front of our eyes, right in front of our faces, and nothing seems to bother the American public.
[00:45:57.766 --> 00:45:58.846]  They just keep watching.
[00:46:00.009 --> 00:46:04.253]  And it just keeps getting darker and darker down the tunnel, and I'm just amazed.
[00:46:05.193 --> 00:46:06.455]  I don't have any words for it.
[00:46:07.475 --> 00:46:12.660]  But there is something else bigger, even bigger than all of that going on.
[00:46:13.560 --> 00:46:27.112]  This thing that's happening to America is very, very ancient, very old, and I've been looking at this thing for a long time, and it's really, really scary, because the implications are it's not just going to
[00:46:27.850 --> 00:46:34.194]  Destroy the individuality of the people of America and enslave the Americans.
[00:46:34.474 --> 00:46:42.158]  This is a worldwide phenomenon, and it's been going on for a long time, and I've been doing a lot of work on that over the years.
[00:46:43.388 --> 00:46:45.110]  I'm just amazed.
[00:46:45.130 --> 00:46:46.391]  I don't know where to start.
[00:46:46.411 --> 00:46:50.975]  I started in 59, so that's right around 48 years now I've been looking and talking about this subject.
[00:47:01.667 --> 00:47:17.501]  So, getting close to 50 years here, dealing with this, everything you said, everything you laid out, how they would do it, the steps they would go in, you were right, others were right, covering different slices of the agenda, G. Edward Griffin,
[00:47:18.862 --> 00:47:24.847]  Gary Allen, people like that, and now you've been proven right, vindicated in spades.
[00:47:26.328 --> 00:47:32.973]  Now tell us what it's like to see it all admitted, and what that means that the globalists are now emerging.
[00:47:33.033 --> 00:47:34.194]  You always said that was key.
[00:47:34.415 --> 00:47:43.002]  The uncloaking was when they would put the capstone on, and then, so what does it mean that they're now announcing it all, after denying it, and then where are we going?
[00:47:43.742 --> 00:47:44.282]  Oh, I'll tell you.
[00:47:44.763 --> 00:47:48.645]  Alex, like you said, I've been working on this for many, many years.
[00:47:49.325 --> 00:47:59.191]  Back in 1967, I stumbled upon a piece of the puzzle that, at the time, I knew was going to be very important.
[00:47:59.311 --> 00:48:01.292]  I just didn't know why or how.
[00:48:02.233 --> 00:48:10.717]  And since 1967, I've been looking at that one piece, along with everything else, but especially that piece of the puzzle that I discovered in 67.
[00:48:12.230 --> 00:48:15.693]  Been paramount in my thinking and in my research.
[00:48:16.353 --> 00:48:30.063]  And only until the coming of the new president did that, what is it, 40 some odd years of research in 1967 finally come into full view.
[00:48:31.404 --> 00:48:34.286]  It's a story that you would not believe.
[00:48:34.306 --> 00:48:41.151]  And I'm just amazed that all the things that I've been researching on that one subject
[00:48:41.852 --> 00:48:44.334]  It's now in your face everywhere.
[00:48:44.354 --> 00:48:55.103]  I was talking about it many years ago, and another reason I'm not getting into that one symbol and one subject is because it's so big.
[00:48:55.283 --> 00:49:11.476]  It's such a huge subject, but the same symbolism, the words and terms that were used by the Egyptians, used in the ancient Middle East, used in ancient Greece, and in Rome, and then finally into Europe and Britannia.
[00:49:12.023 --> 00:49:13.625]  And finally, into America.
[00:49:13.685 --> 00:49:28.404]  You can trace these words, terms, and symbols all the way back into ancient history, and the implication is that we are facing something which is so awesome, and so old, and so well established.
[00:49:29.451 --> 00:49:50.827]  That this is why we are not able to do anything because people, generally speaking, do not know the perimeters of how old and vast and monumental this apparatus is, unless until you understand how far back this thing goes and what these symbols mean.
[00:49:51.907 --> 00:49:58.372]  Like I said, I've got like over 40 years looking at this one symbol that is just driving me crazy because
[00:49:59.602 --> 00:50:05.829]  Obama's government is filled with this kind of occult symbolism.
[00:50:05.849 --> 00:50:07.291]  The rising sun?
[00:50:07.711 --> 00:50:08.192]  You've got it.
[00:50:08.212 --> 00:50:09.413]  That's exactly right.
[00:50:09.773 --> 00:50:11.255]  Now, let's stop there.
[00:50:12.717 --> 00:50:15.900]  We saw Obama coming, but I didn't realize that in America
[00:50:16.761 --> 00:50:34.369]  Even the Washington Post admits that he's using Hitlerian and Maoist and Stalinist colorations, posters, slogans, and now they create the crisis with Bush, get everybody scared, and then make all the hate of Bush about loving Obama, transferring all that energy into their agenda.
[00:50:35.029 --> 00:50:40.550]  And now it's all just going at light speed, and they're calling him President of the World, Messiah.
[00:50:41.290 --> 00:50:47.131]  Is he a prototype of their world leader, or could Obama be their messianic leader?
[00:50:47.591 --> 00:50:52.212]  Well, I'll tell you, everything you just said is absolutely correctly understood.
[00:50:52.232 --> 00:50:53.252]  You're exactly right.
[00:50:53.873 --> 00:51:01.654]  That the words and terms, and you said it so much better than I could, that the terms, the symbols, the words,
[00:51:02.150 --> 00:51:18.137]  The catchphrases are taken directly out of the Soviet school of philosophy, taken directly out of the communist philosophy, taken directly out of Adolf Hitler's philosophies and words and terms that we use by the Nazis.
[00:51:18.897 --> 00:51:22.559]  And once you see this, it's just overwhelming to me.
[00:51:22.699 --> 00:51:24.660]  It's just... It's staggering.
[00:51:25.080 --> 00:51:26.020]  I feel far-strung.
[00:51:26.400 --> 00:51:28.641]  It's staggering how in your face it is.
[00:51:28.741 --> 00:51:30.022]  It's right there in your face.
[00:51:30.580 --> 00:51:43.364]  But the people have never spent time looking at this kind of an arcane subject of how world leaders use occult terms and symbols to manipulate the human masses.
[00:51:43.544 --> 00:51:47.385]  And so, again, I don't see it as a problem for America.
[00:51:48.126 --> 00:51:51.166]  Now, I see it as a problem for the human race.
[00:51:51.306 --> 00:51:59.209]  The entire human species on Earth is now in serious trouble because the entire Earth is now covered
[00:52:00.411 --> 00:52:07.094]  Uh, with these symbols, words, and terms, and today, uh, around the world, nobody seems to recognize it.
[00:52:07.154 --> 00:52:08.135]  Nobody seems to know.
[00:52:08.295 --> 00:52:08.575]  Why?
[00:52:08.955 --> 00:52:10.736]  Because no one studied the subject.
[00:52:11.596 --> 00:52:13.077]  It's just, uh, appalling to me.
[00:52:13.257 --> 00:52:15.758]  Now, now, let me just ask you.
[00:52:17.588 --> 00:52:23.951]  The global architects, the Babylon Mystery Schools, they believe in a coming world messiah.
[00:52:24.651 --> 00:52:29.553]  And in the prototypes that they've had from India and the Middle East, it is generally a brown-skinned man.
[00:52:29.573 --> 00:52:33.635]  And I couldn't believe it when I saw Obama coming that he could be the one.
[00:52:34.295 --> 00:52:40.378]  And I'm not even getting into a Christian issue here, because the elites have their own messiah complex, as you know well, Jordan, but for the audience.
[00:52:41.178 --> 00:52:44.822]  Is he a prototype to their coming world messiah?
[00:52:45.022 --> 00:52:50.186]  Or do you think the elite are actually trying, currently, to make him be the one?
[00:52:51.227 --> 00:52:52.228]  Well, I'm not sure.
[00:52:52.549 --> 00:53:01.036]  But, you know, on the one hand, I have to say about Obama and his family, I like his presence.
[00:53:01.357 --> 00:53:02.938]  His presence is very likable.
[00:53:03.439 --> 00:53:05.360]  His family is very charming.
[00:53:06.474 --> 00:53:36.006]  And the girls are absolutely charming, and I don't have anything against Obama and his family, but I'm just saying that if you know the symbols, if you've studied them over the years, the words, the terms, the catchphrases, the little small emblems that are words and the terms that are used, and begin to study how these symbols are used, what the words mean, once you have got that down,
[00:53:36.784 --> 00:53:42.126]  Then you begin looking at American politics and American presidential politics.
[00:53:42.326 --> 00:53:43.947]  It's alarming.
[00:53:44.387 --> 00:53:45.607]  It's just staggering.
[00:53:46.008 --> 00:54:02.954]  These are the same terms that Adolf Hitler used, but especially now, the Soviet terms and symbols that were... I was talking many years ago, giving lectures back in 1967 on Soviet philosophy, symbolism,
[00:54:03.542 --> 00:54:03.943]  What do you think?
[00:54:12.782 --> 00:54:16.703]  That I grew up with since 1967, looking at those terms.
[00:54:16.983 --> 00:54:18.144]  What about the charms?
[00:54:18.164 --> 00:54:19.004]  What about the charms?
[00:54:19.024 --> 00:54:20.385]  He carries different days.
[00:54:20.405 --> 00:54:25.806]  A little Norse gods, a little monkey gods from the Hindus.
[00:54:26.186 --> 00:54:27.947]  He always has these charms with him.
[00:54:27.967 --> 00:54:29.428]  What's that about?
[00:54:30.108 --> 00:54:39.911]  Well, I know that's just on the face of it that's frightening and scary, because I already know, like I said, not just America, but the entire Earth.
[00:54:40.524 --> 00:54:40.584]  Is
[00:55:01.599 --> 00:55:05.060]  What the whole entire agenda really is.
[00:55:05.320 --> 00:55:08.781]  And notice he came right as the crisis was peaking.
[00:55:09.041 --> 00:55:11.542]  They engineered it perfectly as he comes in.
[00:55:11.862 --> 00:55:13.122]  He's now got the agenda.
[00:55:13.162 --> 00:55:13.803]  He'll save you.
[00:55:14.483 --> 00:55:14.943]  You got it.
[00:55:15.503 --> 00:55:19.244]  And it's just amazing to me how much people don't know.
[00:55:19.504 --> 00:55:21.805]  They've just no one has taken the time.
[00:55:22.643 --> 00:55:40.662]  uh... to look at these symbols and and were let me ask you this and we're going to come back from break and go through it the monkey charm in in uh... hindu religion what what does that symbolize well if it goes all uh... you know uh... like i said that's just a huge subject on ancient religion and we can talk about that later
[00:55:41.604 --> 00:55:45.505]  Okay, well, let's come back and continue with the world agenda.
[00:55:45.625 --> 00:55:58.410]  Why are they openly announcing world government, world taxation, world regulation, and saying we've got to get behind Obama, and then Henry Kissinger saying Obama will bring in the new world order on CNBC.
[00:55:58.570 --> 00:56:01.491]  Obama will bring in the new age.
[00:56:02.031 --> 00:56:03.291]  Stay with us, ladies and gentlemen.
[00:56:03.311 --> 00:56:04.692]  Jordan Maxwell is our guest.
[00:56:05.592 --> 00:56:08.073]  Hello, this is Tom with hempusa.org.
[00:56:08.945 --> 00:56:16.129]  Most of you have been hearing my ads for the past few months, and it's no secret that the economy is failing and prices are rising in all sectors.
[00:56:16.669 --> 00:56:23.933]  If you've been thinking of a nutrient-dense daily food source and a storable food for yourself and family, the time to act is now.
[00:56:24.513 --> 00:56:30.796]  At hempusa.org, we still believe that food will be your greatest asset in these trying times ahead.
[00:56:31.428 --> 00:56:37.912]  Please call 1-908-691-2608 and see what our powder seeds and oil can do for you.
[00:56:38.192 --> 00:56:40.494]  Beware, be smart and be ready!
[00:56:40.994 --> 00:56:46.818]  Call 908-691-2608 or visit us at hempusa.org.
[00:56:47.359 --> 00:56:53.202]  Families need this high quality natural food source for its low price and long storage shelf life.
[00:56:53.703 --> 00:56:57.265]  This incredible food source should be a staple part of your diet every day.
[00:56:57.665 --> 00:56:57.966]  Call 908-691-2608
[00:56:59.625 --> 00:57:04.047]  691-2608 or visit us at hempusa.org today.
[00:57:05.207 --> 00:57:12.189]  On September 11, 2001, along with hundreds of my fellow troops, I went to ground zero and we knew what to do.
[00:57:12.209 --> 00:57:14.010]  Or at least we thought we did.
[00:57:14.250 --> 00:57:20.672]  Truth Rising is a breakthrough 9-11 film that finally gives first responders a platform to tell their story.
[00:57:21.252 --> 00:57:27.994]  Whitman, EPA director on the 18th, made a statement that the air
[00:57:28.697 --> 00:57:29.838]  We're safe to breathe.
[00:57:30.158 --> 00:57:36.961]  This film follows the growing momentum of 9-11 truth as brave souls throughout the world take action against their global masters.
[00:57:37.261 --> 00:57:40.322]  He had his hand over the radio while he was getting a countdown.
[00:57:40.442 --> 00:57:45.665]  He takes his hand off and you hear three, two, one, and it was boom, boom, boom, boom, boom.
[00:57:46.205 --> 00:57:48.886]  This is an emergency transmission worldwide.
[00:57:49.287 --> 00:57:56.510]  Download Truth Rising at PrisonPlanet.tv and aggressively spread it worldwide or order the DVD at
[00:57:58.848 --> 00:57:59.228]  We're good to go.
[00:58:22.945 --> 00:58:33.391]  If you had had $100,000 in cash and $100,000 in gold and silver back in 1913 and kept them both until now, your cash would actually have the buying power of only $4,800.
[00:58:33.431 --> 00:58:37.393]  But your gold and silver would have the buying power of $3,000,000.
[00:58:37.453 --> 00:58:40.535]  The answer to protecting your assets is simple.
[00:58:40.735 --> 00:58:42.937]  Call me, John Ballman, today at 1-800-GOLD.
[00:58:44.037 --> 00:58:47.540]  Do you have aches and pains or suffer from indigestion or inflammation?
[00:59:08.567 --> 00:59:11.269]  Are you tired of feeling restless from insomnia?
[00:59:11.549 --> 00:59:19.094]  These symptoms are produced by harmful toxins, but with the correct information, understanding, and care, you can cleanse them from your body.
[00:59:19.355 --> 00:59:24.298]  Allomaster.com would like to help you begin the road to recovery with aloe vera.
[00:59:24.438 --> 00:59:32.744]  For over 4,000 years, aloe vera has been known for its therapeutic and healing properties, and is widely recognized as the plant that helps alleviate minor burns.
[00:59:33.024 --> 00:59:40.931]  Allomaster.com picks the best aloe leaves and produces the most potent aloe vera concentrated juices and freeze-dry capsules you can find.
[00:59:41.232 --> 00:59:49.479]  Allomaster.com offers products with 10 times the potency of ordinary aloe products, enhancing the benefits of this ancient cleansing plant.
[00:59:49.739 --> 00:59:53.461]  Turn over a new leaf and visit us today at alomaster.com.
[00:59:53.561 --> 00:59:56.382]  That's A-L-O-E, master.com.
[00:59:56.502 --> 00:59:57.342]  Or call us at 1-800-934-A-L-O-E.
[00:59:57.362 --> 00:59:57.743]  That's 1-800-934-2563 today.
[00:59:57.763 --> 00:59:58.523]  Don't want no shackles.
[00:59:58.583 --> 01:00:00.344]  Don't want no shackles on me.
[01:00:00.364 --> 01:00:01.864]  I sit down with Big Brother and the National ID.
[01:00:20.970 --> 01:00:22.992]  Don't want no shackles on me.
[01:00:23.312 --> 01:00:24.434]  My good buddy Jimmy Vaughn.
[01:00:24.454 --> 01:00:28.338]  You can Google, no shackles on me.
[01:00:28.358 --> 01:00:28.858]  Jimmy Vaughn.
[01:00:33.396 --> 01:00:35.856]  Jordan, before we go any further, fire out your website for folks.
[01:00:35.876 --> 01:00:39.117]  We're going to post it on PrisonPlanet.tv right now as well.
[01:00:39.517 --> 01:00:41.577]  We're live on PrisonPlanet.tv, not just on the radio.
[01:00:42.578 --> 01:00:44.598]  There's several sites out there, but what's your main site?
[01:00:45.578 --> 01:00:47.279]  JordanMaxwell.com.
[01:00:47.359 --> 01:00:48.319]  Try and keep it simple.
[01:00:48.419 --> 01:00:50.639]  Just JordanMaxwell.com.
[01:00:51.139 --> 01:00:53.380]  And I hope we don't crash your servers today like last time.
[01:00:53.888 --> 01:00:54.528]  Well, I know.
[01:00:54.548 --> 01:01:03.594]  You know, last time we were talking about a possible project that the two of us might do.
[01:01:04.174 --> 01:01:12.619]  I would like to do an hour and a half minimum of a 90 minute presentation, put it on film, and do it right.
[01:01:13.140 --> 01:01:20.624]  Because I've never been able to do any of my work with the good technological stuff that's available today.
[01:01:20.724 --> 01:01:21.185]  I don't have.
[01:01:22.498 --> 01:01:36.825]  I would like to do something on this one symbol that I was telling you about, because I am totally convinced that if the people were to see what I'm talking about, it's very difficult to impress anyone just talking about something.
[01:01:36.865 --> 01:01:37.825]  You'd have to see it.
[01:01:38.605 --> 01:01:48.250]  But if I could do something with this subject that I've been working on since 67, like I said, for 40 years I've been looking at one symbol and one
[01:01:48.886 --> 01:01:53.490]  Subject that has kept captured my imagination and today.
[01:01:53.710 --> 01:02:15.167]  It's everywhere It's in newspapers as I said everywhere you look as the symbol that I have been working with and looking out for a long time and the implications are just staggering Hollywood has been pouring today Hollywood is pouring out the symbol everywhere and movies and television and songs especially music
[01:02:16.420 --> 01:02:25.404]  So, you know, I've just got some very, very impressive and important stuff that I really would like to be able to do.
[01:02:25.484 --> 01:02:26.264]  Sure, sure, we'll do it.
[01:02:26.304 --> 01:02:27.124]  We're going to do it soon.
[01:02:27.605 --> 01:02:43.711]  I'm finishing this Obama film, and I've just been waiting for you, Jordan, since we're talking about it here on air, to tell me the best way to quickly come out to California for, say, a week, shoot it in a proper setting, and then get direction from you on how you want it laid out, and we can get it done very quickly.
[01:02:45.772 --> 01:03:13.071]  What I'd like to do is I'd like to have you see, I'd like to do a PowerPoint presentation, which I have it pretty much already done here on my computer, and I have terabytes of material, I mean just enormous amounts of material on these subjects, but I'd like to run this whole story by you and have you see the progression of where I start and where I end with this symbol.
[01:03:13.672 --> 01:03:18.353]  So that for the first time, you will see the importance of what I'm actually talking about.
[01:03:18.973 --> 01:03:29.796]  Because I believe, it's just my belief, that if you were to see what I have amassed over these 40 years, it will be staggering to anyone seeing it.
[01:03:29.976 --> 01:03:32.756]  Well, let me make a wild guess at it, Jordan.
[01:03:33.317 --> 01:03:36.077]  The elite are preparing the earth for the arrival of an entity.
[01:03:36.117 --> 01:03:36.797]  That's what they believe, right?
[01:03:36.817 --> 01:03:37.117]  That's right.
[01:03:37.618 --> 01:03:38.098]  Exactly.
[01:03:40.676 --> 01:04:06.876]  As far back as the ancient world, they were using a particular symbol, the ancient kings were, and the ancient princes were using this symbol everywhere, and as I said, the Greeks used it, it was used in Egypt, it was used in Babylonia, and especially was it used in the Roman Empire, and then of course coming into Britannia and into Europe, it was everywhere.
[01:04:07.598 --> 01:04:34.790]  uh... among the royals of europe and now in america it is everywhere and unless you go back to the beginning and see what this thing really meant and trace it through history and begin to see how ancient this apparatus really is it's not going to really hit you and until you see it and when you finally see it for the first time it will be shocking to the world to know this stuff goes back
[01:04:36.283 --> 01:04:37.624]  Thousands of years.
[01:04:38.364 --> 01:04:44.567]  Jordan Maxwell, why is Kissinger and others hailing Obama as the one that will unify the world and bring in the new world order?
[01:04:44.927 --> 01:04:46.007]  Or is that wishful thinking?
[01:04:46.107 --> 01:04:48.008]  I mean, why would they be saying that now about a leader?
[01:04:48.729 --> 01:05:02.795]  I think that they already, because of the symbols that he's using, because of the symbols, words and terms that he's using, it implies for me that this is a very long, well laid out plan.
[01:05:03.573 --> 01:05:29.607]  That I was seeing already, and back in 67, they were laying out the words, the terms, the strategy, and how it was going to come about, the words that would be used, the symbols that would be used, and now to see this happening today with Obama tells me that this is the combination, this is the final blow on the earth of something that I've been aware of for 40 years,
[01:05:30.180 --> 01:05:33.301]  And the world has been talking about for thousands of years.
[01:05:33.681 --> 01:05:38.862]  It's a very powerful story once you finally see it.
[01:05:38.942 --> 01:05:39.402]  Stay there!
[01:05:39.502 --> 01:05:40.582]  Long segment coming up.
[01:05:40.682 --> 01:05:41.682]  What is this force?
[01:05:41.742 --> 01:05:48.844]  This dark force that whether people believe in it or not, the elite believe in it and everything they do is designed to bring this in.
[01:05:49.644 --> 01:05:50.104]  Stay with us.
[01:05:50.124 --> 01:05:52.025]  JordanMaxwell.com is his website.
[01:05:52.285 --> 01:05:54.765]  Our sites are InfoWars.com, PrisonPlanet.com.
[01:05:54.785 --> 01:05:55.165]  Stay with us.
[01:05:55.405 --> 01:05:56.326]  We're on the march.
[01:05:56.806 --> 01:05:58.306]  The Empire's on the run.
[01:05:59.335 --> 01:06:02.117]  Alex Jones and the GCN Radio Network.
[01:06:05.599 --> 01:06:07.140]  These are strange new days.
[01:06:07.500 --> 01:06:09.261]  Foreclosures are at record highs.
[01:06:09.382 --> 01:06:10.802]  People are losing their jobs.
[01:06:11.083 --> 01:06:13.064]  The threat of a terrorist attack looms.
[01:06:13.304 --> 01:06:17.787]  Food supplies are at an all-time low, and now we have a new untested president.
[01:06:18.007 --> 01:06:24.551]  The time of change is upon us, and to those of you who are in the know, you realize that the most difficult times have yet to be seen.
[01:06:25.212 --> 01:06:27.713]  Self-preparedness is the key to survival.
[01:06:27.933 --> 01:06:28.814]  Internet grocer and
[01:06:30.816 --> 01:06:31.077]  I think so.
[01:06:46.511 --> 01:06:48.713]  Call 903-356-6443.
[01:06:50.394 --> 01:06:56.259]  That's 903-356-6443 from 9 a.m.
[01:06:56.399 --> 01:06:57.059]  to 6 p.m.
[01:06:57.100 --> 01:06:58.100]  Central Standard Time.
[01:06:58.280 --> 01:07:01.303]  Or shop online at internet-grocer.net.
[01:07:01.763 --> 01:07:04.585]  Again, that's internet-grocer.net.
[01:07:05.246 --> 01:07:11.651]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[01:07:12.011 --> 01:07:13.673]  The enemy struck America on September 11th.
[01:07:14.625 --> 01:07:15.645]  But who is the enemy?
[01:07:16.186 --> 01:07:16.666]  Bin Laden.
[01:07:16.966 --> 01:07:17.987]  This is his M.O.
[01:07:18.007 --> 01:07:19.287]  We have to look to the Middle East.
[01:07:19.327 --> 01:07:20.988]  We have to look to Osama Bin Laden.
[01:07:21.348 --> 01:07:28.091]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[01:07:28.491 --> 01:07:28.931]  Some U.S.
[01:07:28.971 --> 01:07:34.614]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[01:07:35.314 --> 01:07:38.755]  I'm aware that some Israeli citizens have been detained.
[01:07:38.775 --> 01:07:40.956]  Either you are with us, or you are with the terrorists.
[01:08:07.165 --> 01:08:12.448]  With rising unemployment and an economy that continues to fail comes an increase in crime.
[01:08:12.909 --> 01:08:14.650]  Are you safe when you walk to your car?
[01:08:15.190 --> 01:08:16.671]  Are your kids safe when they go out?
[01:08:17.332 --> 01:08:20.894]  Everyone needs something to give that extra edge in case of an attack.
[01:08:21.334 --> 01:08:24.817]  You need DPS pepper spray from MrDefense.com.
[01:08:25.317 --> 01:08:29.960]  DPS is the strongest pepper spray on the market and is the same spray used by hundreds of
[01:08:35.981 --> 01:08:36.742]  Great to see you!
[01:09:21.948 --> 01:09:26.812]  We're good.
[01:09:52.225 --> 01:09:58.991]  We are back live with a real legend in the fight against the globalist, the New World Order, Jordan Maxwell.
[01:09:59.031 --> 01:09:59.892]  Jordanmaxwell.com.
[01:10:00.433 --> 01:10:12.303]  And Jordan, I'm about to be out of town for a few days, but if you really want to do that, just try to figure out a time and place how you want to do it, and do it as quickly, but also with the quality that you want.
[01:10:12.784 --> 01:10:17.188]  So I'd be honored to work on a film and present your findings to people.
[01:10:18.900 --> 01:10:21.581]  And I'm honored that you've said that you'd like to work with me.
[01:10:22.402 --> 01:10:32.005]  Separately, in the 27 minutes of airtime we have left here today, I want to explain to people, whether they believe in the supernatural or not, the elite do.
[01:10:32.386 --> 01:10:33.186]  And that's a fact.
[01:10:33.486 --> 01:10:38.308]  And there's different mystery religions, but they all basically have the same tenets as you go up the pyramidal power structure.
[01:10:39.589 --> 01:10:42.390]  But you're saying in your research, the highest level
[01:10:43.416 --> 01:11:10.206]  Cult, is this Sunrise Cult, or the Morning Star Cult, and clearly, you know, Oprah Winfrey, her symbol, governmental symbols, Obama, we are seeing it more and more, and they believe they manifest the power by that, and when you study the beliefs of this cult, let us in on a little bit of your own research on that, and why this is such a dangerous time and so horrifying for humanity, in your research.
[01:11:12.205 --> 01:11:14.406]  It's hard to put into words, as I said.
[01:11:15.186 --> 01:11:21.669]  You need to, it's not something that I could just come out and shoot for a couple of days and it's done.
[01:11:21.829 --> 01:11:23.630]  No, this subject is too big.
[01:11:24.190 --> 01:11:37.196]  I've got quite literally hundreds and hundreds of documents, pictures, photographs explaining this story because it's not easy to talk about.
[01:11:37.216 --> 01:11:41.378]  It's not easy to tell because it's too simple to just mention
[01:11:42.564 --> 01:11:47.287]  You know, a particular cult and a particular symbol, nobody gets the effect of it.
[01:11:47.527 --> 01:12:11.006]  It's when you sit down and you begin to see how Hollywood has used this, how the motion picture industry, how the news organizations, the symbols that are used in government, the symbols which are used in federal and state seals, and going back into the British Empire and tracing it back, then you begin to see how all-encompassing
[01:12:11.582 --> 01:12:12.523]  And Arthur C. Clarke?
[01:12:30.875 --> 01:12:32.977]  And I'm just appalled.
[01:12:32.997 --> 01:12:42.785]  So you're saying, how do you express a huge research that is the continuity of human history and this great mystery?
