[00:00:00.069 --> 00:00:00.430]  Brother.
[00:58:33.236 --> 00:58:38.037]  Thank you for listening to GCN.
[00:58:40.928 --> 00:58:43.270]  Visit GCNlive.com today.
[00:58:45.692 --> 00:58:58.402]  Now, from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[00:58:58.842 --> 00:59:05.608]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions.
[00:59:05.928 --> 00:59:09.489]  And the true perpetrators of this horrendous crime are brought to justice.
[00:59:09.889 --> 00:59:13.069]  Loose Change Final Cut is the ultimate 9-11 expose.
[00:59:13.290 --> 00:59:15.010]  From hijackers being trained at U.S.
[00:59:15.050 --> 00:59:20.791]  military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[00:59:21.191 --> 00:59:26.372]  Secure your copy of Loose Change Final Cut today at InfoWars.com or PrisonPlanet.com.
[00:59:26.592 --> 00:59:30.293]  While you're visiting the online video store, be sure to check out the huge discounts.
[00:59:30.573 --> 00:59:36.397]  On films like Endgame, Blueprint for Global Enslavement, America, Freedom to Fascism, and hundreds of other titles.
[00:59:36.817 --> 00:59:39.079]  We're in a no-holds-bar information war.
[00:59:39.459 --> 00:59:44.783]  Truth is our weapon, and PrisonPlanet.com has the tools you need to take the fight back to Big Brother.
[00:59:48.005 --> 00:59:49.946]  Waging war on corruption.
[00:59:50.387 --> 00:59:53.169]  Alex Jones on the GCN Radio Network.
[01:00:00.168 --> 01:00:08.191]  1-800-259-9231 is the number.
[01:00:08.231 --> 01:00:15.354]  We'll take five or six phone calls, four David Icke quick questions or comments coming up.
[01:00:15.394 --> 01:00:16.835]  You'll be with us for the next 40 minutes.
[01:00:16.855 --> 01:00:21.017]  Then I'm going to do a news blitz and have a little special surprise for everybody.
[01:00:22.526 --> 01:00:25.492]  Right at the end of the show today, you know I love surprises.
[01:00:25.512 --> 01:00:29.840]  David Icke, I want to go to calls in about 15 minutes.
[01:00:31.645 --> 01:00:35.609]  Though everything you say is so thought-provoking, I want to back you up and add to what you're saying.
[01:00:35.629 --> 01:00:54.464]  I'm going to attempt to shut up for the next 15 minutes and let you get into whatever subjects or areas you want, including solutions that you were finishing up with the black management overclass of the Judas Goat class that is tied into the New World Order just as much as George Bush or anybody else.
[01:00:54.804 --> 01:00:55.505]  Please continue.
[01:00:56.385 --> 01:01:05.494]  Yeah, this black overclass answers to the overwhelmingly white network of the Illuminati families.
[01:01:05.634 --> 01:01:08.817]  Well, almost entirely white network of the Illuminati families.
[01:01:09.317 --> 01:01:10.638]  And that's their allegiance.
[01:01:11.079 --> 01:01:17.465]  So just because a black face comes into the presidency or a black face comes into this position or that position doesn't mean
[01:01:18.257 --> 01:01:25.205]  By definition, he has allegiance to other people of that race in that country.
[01:01:25.445 --> 01:01:26.907]  His allegiance is to himself.
[01:01:26.967 --> 01:01:32.713]  His allegiance, therefore, is to those that he gets his rewards from and he gets his power from.
[01:01:33.033 --> 01:01:38.159]  So he's going to play their agenda out, not what he's right for.
[01:01:39.011 --> 01:01:43.232]  Poor black people and others in America.
[01:01:43.573 --> 01:01:44.873]  And that's what we're going to see.
[01:01:44.953 --> 01:01:53.416]  But he's going to play the race card, or it's going to be played for him, as you quite rightly quote Emmanuel there, where anyone who's against him is somehow racist.
[01:01:53.756 --> 01:01:55.697]  I mean, you get this when you challenge Zionism.
[01:01:55.717 --> 01:01:56.397]  You're a racist.
[01:01:56.437 --> 01:01:56.877]  No, I'm not.
[01:01:56.917 --> 01:01:58.778]  I'm against slaughtering innocent people.
[01:01:59.798 --> 01:02:00.858]  But we're going to see all of this.
[01:02:00.898 --> 01:02:06.060]  And this is why those that are standing up against this and
[01:02:06.878 --> 01:02:12.360]  Those that are becoming aware of it, we need to get the backbones stiffened up.
[01:02:13.040 --> 01:02:33.787]  We need to do what we know to be right and not be intimidated by all this stuff that's coming along and will come along to try to intimidate people into silence, including, as you're well aware, talk show hosts, where he's even talking about having to have every side of every story covered and you can't have an opinion, basically.
[01:02:35.677 --> 01:02:36.598]  Well, it's amazing.
[01:02:39.199 --> 01:02:41.360]  It's that comfort zone you talk about.
[01:02:41.400 --> 01:02:43.162]  We have to get outside the comfort zones.
[01:02:43.182 --> 01:02:45.923]  Those are really little prisons used to control us.
[01:02:46.063 --> 01:02:48.565]  And if we don't stop caring what people think about us, it's over.
[01:02:50.377 --> 01:02:50.937]  Yes, it is.
[01:02:51.858 --> 01:02:55.099]  What we've got to do is let go of fear, and what we've got to do is become conscious.
[01:02:55.159 --> 01:03:02.281]  I might be getting into some deep levels here, but there are many, many different levels to this, Alex.
[01:03:02.861 --> 01:03:09.283]  One of them is, very clearly to me after many, many years of this, is that we live in a virtual reality universe.
[01:03:11.881 --> 01:03:17.243]  Virtual Reality Universe, this matrix, is actually founded on a four-letter word, what we call mind.
[01:03:17.803 --> 01:03:20.304]  What we call mind is actually not consciousness.
[01:03:20.764 --> 01:03:34.029]  It is like a computer program, like they're building now biological computers that don't just have the ability to react to input and do what they're dictated to do by programmers.
[01:03:34.329 --> 01:03:39.670]  They have the ability, these computers, to assess information and actually make decisions based on that information.
[01:03:40.151 --> 01:03:40.831]  And if you go
[01:03:41.591 --> 01:03:42.051]  I don't
[01:04:00.672 --> 01:04:01.313]  I don't think so.
[01:04:20.406 --> 01:04:20.967]  I think so.
[01:04:31.596 --> 01:04:33.458]  It's like flipping a switch.
[01:04:33.478 --> 01:04:34.558]  Stay there, David.
[01:04:34.578 --> 01:04:35.099]  We got a break.
[01:04:35.119 --> 01:04:41.504]  We'll come back, continue with what you're breaking down, unlocking the mind to the larger universe, and then we'll take phone calls.
[01:04:41.524 --> 01:04:41.984]  Stay with us.
[01:04:55.655 --> 01:04:58.919]  Silver is mankind's oldest natural antibiotic.
[01:04:59.100 --> 01:05:03.185]  This very special mineral has been used for centuries by most cultures throughout the world.
[01:05:03.345 --> 01:05:11.316]  Utopia, Texas is home to a small but mighty supplement company called Utopia Silver, who offers colloidal products produced in distilled water
[01:05:11.596 --> 01:05:14.779]  Without use of animal protein, nitrates, or saline solutions.
[01:05:14.999 --> 01:05:25.508]  Because our colloidal silver is made up of nano-sized particles, it can be better utilized at the cellular level, and germs can't mutate to be resistant like they can to modern-day antibiotics.
[01:05:25.808 --> 01:05:33.814]  Utopia Silver has a broad range of health supplements, including colloidal silver, gold, and copper, with a money-back guarantee on the colloidal products we produce.
[01:05:34.015 --> 01:05:40.640]  For four years, Utopia Silver has been fighting in the Texas courts against agencies that would steal our God-given rights of healthcare
[01:05:44.158 --> 01:05:48.962]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[01:05:49.222 --> 01:05:50.603]  The enemy struck America on September 11th.
[01:06:05.047 --> 01:06:05.888]  Who is the enemy?
[01:06:06.408 --> 01:06:06.909]  Bin Laden.
[01:06:07.209 --> 01:06:08.169]  This is his M.O.
[01:06:08.189 --> 01:06:09.550]  We have to look to the Middle East.
[01:06:09.591 --> 01:06:11.232]  We have to look to Osama Bin Laden.
[01:06:11.572 --> 01:06:18.317]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[01:06:18.717 --> 01:06:19.158]  Some U.S.
[01:06:19.198 --> 01:06:24.842]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[01:06:25.542 --> 01:06:29.005]  I'm aware that some Israeli citizens have been detained.
[01:06:29.025 --> 01:06:31.207]  Either you are with us, or you are with the terrorists.
[01:06:55.322 --> 01:07:01.028]  People around the world are testifying that their cataracts are quickly disappearing like magic thanks to Can-C.
[01:07:01.168 --> 01:07:11.058]  The original Can-C eye drop used in clinical trials maintains that only the original unadulterated formula is effective in reducing, reversing, and slowing the occurrence of senile cataract.
[01:07:11.158 --> 01:07:15.542]  Can-C can also assist in lowering the intraocular pressure associated with glaucoma.
[01:07:15.642 --> 01:07:19.306]  Can-C is beneficial for contact lens disorders, to treat corneal disorders,
[01:07:19.446 --> 01:07:20.086]  We're good.
[01:07:36.753 --> 01:07:37.513]  Big Brother.
[01:08:01.451 --> 01:08:02.493]  Mainstream media.
[01:08:03.213 --> 01:08:04.315]  Government cover-ups.
[01:08:04.976 --> 01:08:05.797]  You want answers?
[01:08:06.578 --> 01:08:07.479]  Well, so does he.
[01:08:07.499 --> 01:08:11.844]  He's Alex Jones on the GCN Radio Network.
[01:08:12.305 --> 01:08:16.350]  And now, live from Austin, Texas, Alex Jones.
[01:08:16.690 --> 01:08:17.230]  Welcome back.
[01:08:17.310 --> 01:08:17.991]  We are live.
[01:08:18.071 --> 01:08:21.913]  We've got about 52 minutes left in this live broadcast.
[01:08:22.313 --> 01:08:24.194]  We'll be doing your phone calls in about 8-9 minutes.
[01:08:24.334 --> 01:08:28.976]  Anna, David, John, Mark, and many others that are patiently holding before we go back to David Icke.
[01:08:29.517 --> 01:08:35.379]  The sponsor of the day, making this transmission possible, is survivalofseeds.com.
[01:08:35.419 --> 01:08:36.980]  It's all about getting back to the land.
[01:08:37.320 --> 01:08:40.482]  These are heirloom seeds, ladies and gentlemen, heirloom seeds.
[01:08:40.962 --> 01:08:41.803]  No GMO.
[01:08:42.263 --> 01:08:44.164]  They're not even hybrid.
[01:08:44.924 --> 01:08:46.025]  These are, some of these
[01:08:46.625 --> 01:08:48.446]  200, 300-year-old seed variety.
[01:08:48.466 --> 01:08:50.928]  Some of these came over on the Mayflower.
[01:08:50.988 --> 01:08:53.550]  Check out the website survivalofseeds.com.
[01:08:53.570 --> 01:08:57.272]  Grow your own healthy food for just four pennies a day and break free of the New World Order.
[01:08:57.292 --> 01:09:01.435]  15,000 heirloom seeds will provide you and your family seven years of healthy food.
[01:09:01.795 --> 01:09:04.517]  Stop buying New World Order GMO food.
[01:09:04.958 --> 01:09:06.879]  Start growing real healthy food in your backyard.
[01:09:06.899 --> 01:09:07.339]  15,000 heirloom seeds.
[01:09:08.800 --> 01:09:11.206]  A real food insurance policy for difficult times.
[01:09:11.647 --> 01:09:14.533]  Heirloom seeds are the original varieties, non-GMO, non-hybrid.
[01:09:14.574 --> 01:09:16.217]  The seeds date back over a century.
[01:09:16.498 --> 01:09:18.342]  The Mayflower bean came over in the Mayflower.
[01:09:19.488 --> 01:09:29.994]  Survivalistseeds.com wants you to become one of their heirloom seed farmers and sell them back your safe seeds year after year because demand is skyrocketing for the rare heirloom seeds.
[01:09:30.014 --> 01:09:35.437]  The globalists are buying up a lot of the companies, the majority of them, and not allowing the public to buy them anymore.
[01:09:35.638 --> 01:09:40.580]  So it's harder and harder to get them and they're building all these emergency seed bunkers.
[01:09:40.640 --> 01:09:44.283]  I want to ask separately, David, about the whole biological takeover, why the globalists
[01:09:44.983 --> 01:09:54.230]  just just feverishly cross-species spider goats cloned milk in stores uh... to the point of having a label it now cloned or not cloned i showed that on t.v.
[01:09:54.250 --> 01:10:14.324]  yesterday if i could have that other further for me please i want to show that again it won't believe it uh... survival of seeds dot com folks be sure and check them out today uh... and please again visit info wars dot com a prison planet dot com and check out the films like in game terror storm uh... truth arising fabled enemies not only does it support us
[01:10:15.236 --> 01:10:19.358]  But it also gets the word out, and people are really ready to hear the truth now.
[01:10:19.938 --> 01:10:26.422]  David, I want to continue with The Awakening, but I did want to ask you, are you not pleased?
[01:10:26.522 --> 01:10:35.346]  I mean, I'm seeing in the hundreds of interviews I do every month or so, in my own show, and people on the street, that the majority of callers to shows are not even my own.
[01:10:35.366 --> 01:10:36.667]  It can even be a hostile radio show.
[01:10:36.967 --> 01:10:38.528]  The callers call in agreeing with me.
[01:10:40.058 --> 01:10:53.829]  And the people now are really ready to hear the truth, and I see a paradigm shift, and I think that's why the globalists are crashing things, so that they can be the only savior and feed the people and clothe the people, bringing us into this collectivist model.
[01:10:54.109 --> 01:11:00.154]  I mean, is not this whole New World Order takeover a response to their attempt to fully dominate us before we break free of their conditioning?
[01:11:02.585 --> 01:11:14.035]  I've been writing for years that there was a change coming, a change coming that was going to wake up vast, vast numbers of people, like a spiritual alarm clock, if you like, waking people up.
[01:11:15.657 --> 01:11:17.699]  Waking people up is absolutely the phrase.
[01:11:17.899 --> 01:11:21.222]  It's breaking the amnesic state that people live in.
[01:11:21.762 --> 01:11:44.036]  And, you know, going back to what I was talking about before the break, you know, this is a big focus, the focus of my work at this time, and I'm accumulating now enormous amounts of information about the fact that this is a virtual reality universe, and what we call mind is a construct of this virtual reality, this matrix.
[01:11:44.616 --> 01:11:50.380]  And if you are stuck in mind, then you are a program, basically,
[01:11:50.950 --> 01:11:52.811]  I've got a question for you.
[01:12:18.966 --> 01:12:42.092]  When you do that, instead of looking close up at a brick symbolically, as you become more and more conscious, you're moving further and further back from the brick to the top of the hill, and now you see that what you were looking at, the brick, was actually part of a house, which was part of a street, which was part of a city, which was part of a country, etc.
[01:12:42.112 --> 01:12:45.213]  You're seeing what you were in, and you're seeing that
[01:12:46.050 --> 01:12:46.330]  What do you
[01:13:00.100 --> 01:13:01.001]  It's a good question.
[01:13:19.901 --> 01:13:32.317]  So what's happening with this awakening, Alex, is as people break out of the amnesic state, controlled by mind into consciousness, they're starting to see what they couldn't see before.
[01:13:32.377 --> 01:13:35.080]  People say to me, it's so obvious, mate, why didn't I see it before?
[01:13:35.320 --> 01:13:37.263]  Because you were entrapped in mind.
[01:13:37.783 --> 01:13:38.144]  I've got a
[01:13:54.828 --> 01:13:57.170]  Uh, so-called elite Oxford students sometimes.
[01:13:57.570 --> 01:14:01.752]  They're the most difficult people to talk to compared with the general public about these things.
[01:14:01.772 --> 01:14:16.241]  But some old, some old starving person in Venezuela on the street, uh, or sometimes a poor homeless person, I'll talk to them, you'll just think they're some old drunk and it turns out they're incredibly aware and tuned into the universe and even know what you're thinking.
[01:14:16.841 --> 01:14:34.532]  They get it, but people who have been through the system, particularly the elite ones who have been through the system to a greater level than anyone else, they're programming into mind, into intellect, which is a desperately stupid, compared with consciousness, level of awareness.
[01:14:34.612 --> 01:14:41.156]  Because they're so specialized, they're so specialized to be inserted into the interlocking pyramids you talk so much about.
[01:14:41.636 --> 01:14:43.997]  Yeah, this is the whole point, you know, Alex, when you look at it.
[01:14:44.817 --> 01:14:52.379]  The whole system, the whole education system, is designed to turn out mind intellects.
[01:14:53.659 --> 01:14:56.260]  It's about passing exams, which is what?
[01:14:56.660 --> 01:15:05.843]  Taking information that they tell you to believe and regurgitating it out onto exam paper, and the better you do that, the more you progress within the system.
[01:15:05.863 --> 01:15:06.123]  You then
[01:15:07.153 --> 01:15:08.154]  We're good to go.
[01:15:36.596 --> 01:15:37.237]  That's a good question.
[01:15:50.405 --> 01:15:50.485]  I'm
[01:16:06.997 --> 01:16:07.978]  This is wrong.
[01:16:08.139 --> 01:16:12.283]  And they're the ones that are refusing to serve in the military and going to jail as a result.
[01:16:12.504 --> 01:16:21.134]  Because consciousness is getting them to see the situation from the point of view of what's right, what's just, what's fair.
[01:16:21.758 --> 01:16:21.998]  I don't
[01:16:38.909 --> 01:16:42.192]  The physical body becomes a vehicle to experience this reality.
[01:16:42.212 --> 01:16:53.340]  It doesn't become who you are, and then racism and division through race and division through country suddenly starts to fall, and we start to realize we're all one consciousness having different experiences.
[01:16:53.441 --> 01:16:54.081]  Okay, start.
[01:16:54.682 --> 01:16:55.582]  What's happened, Alex?
[01:16:55.642 --> 01:16:58.444]  And the conspiracy is fundamentally set up to do this.
[01:16:58.925 --> 01:17:04.009]  The idea is to get us to identify who we are with our experience
[01:17:04.449 --> 01:17:07.930]  Rather than what we really are, which is consciousness having the experience.
[01:17:07.970 --> 01:17:20.235]  Instead of being our base, you know, galactic programming of this ancient species in this wondrous universe, they're trying to give us the new false programming to stay within that very limited spectrum as you talk so much about.
[01:17:20.255 --> 01:17:23.536]  And we're almost out of time, and I promised to go to call, so we're going to go to break in a moment.
[01:17:23.556 --> 01:17:26.157]  We're going to come back and take calls for two short segments with David.
[01:17:26.197 --> 01:17:27.377]  We've got to have you back soon, David.
[01:17:27.397 --> 01:17:29.798]  We're very thankful and appreciative of your important time.
[01:17:30.158 --> 01:17:32.739]  And I know the audience is, but briefly, in the three minutes before break.
[01:17:33.789 --> 01:17:44.157]  The genetic engineering, the cloning of the milk, all of this that is now going on and happening, the cross-species engineering, the mass poisoning of the public.
[01:17:44.538 --> 01:17:54.606]  Why is the elite pushing to destroy the biosphere of the earth while grandstanding and claiming they've got to have world taxes to save it with carbon dioxide that's a red herring?
[01:17:54.706 --> 01:17:57.288]  Why do they want to destroy the earth and hurt the environment?
[01:17:57.828 --> 01:18:00.089]  Well, this actually goes on for what we've been talking about.
[01:18:00.109 --> 01:18:07.993]  If you take one step back and you start to see what we're dealing with here, from their point of view, particularly from their point of view, the human body is a computer system.
[01:18:09.054 --> 01:18:11.895]  And what we call genetics is actually a computer program.
[01:18:12.816 --> 01:18:17.658]  And what they're doing by messing with genetically modified food and all these other
[01:18:18.323 --> 01:18:18.523]  Thank you.
[01:18:30.322 --> 01:18:49.968]  So if you destabilize it electromagnetically or chemically, you're destabilizing it, you're stopping it working efficiently, you're stopping it being a highly efficient receiver transmitter for consciousness to experience through it and to influence its behavior, you're disconnecting it from consciousness and putting it into the mind.
[01:18:49.988 --> 01:18:54.430]  Which is what the mercury and the poisons and the GMO, and we get the government documents,
[01:18:55.050 --> 01:19:05.204]  And when we get them out of England and out of Russia and the US, it says we've got to poison them when they're young so they never fully develop and they're literally like biological androids.
[01:19:05.504 --> 01:19:12.534]  That's exactly the game and this is why, again, the point you made earlier, I've been talking about this for years,
[01:19:13.263 --> 01:19:23.609]  This massive assault on human freedom, on the human body, on the human mind, is because this period of change, this cycle is coming, and it's waking people up.
[01:19:23.730 --> 01:19:28.673]  And they're desperately trying to keep the lid down so that they can control for the next cycle.
[01:19:29.573 --> 01:19:37.198]  And therefore, they're attacking the young particularly, because they're going to be the adult people as this cycle really unfolds.
[01:19:37.916 --> 01:19:39.697]  And therefore they need to destabilize them.
[01:19:39.957 --> 01:19:42.379]  And that's why their food and drink is attacked more than anyone else.
[01:19:42.399 --> 01:19:44.720]  And that's why we've got the kids being put on Ritalin and Prozac.
[01:19:44.760 --> 01:19:49.202]  David, for PrisonPlanet.tv viewers, I'm only doing it with one segment today because time's precious.
[01:19:49.643 --> 01:19:53.285]  We're going to talk behind scenes for the PrisonPlanet.tv and internet listeners right now.
[01:19:53.305 --> 01:19:54.606]  Then come back to your calls after the break.
[01:19:54.626 --> 01:19:55.026]  Stay with us.
[01:19:56.173 --> 01:19:57.734]  Okay, John, I'm going to skip this break.
[01:19:57.774 --> 01:20:01.957]  David, we are just on the internet audience now because I promised to come back to calls.
[01:20:01.977 --> 01:20:04.359]  Let's put bookends on what you just said.
[01:20:04.839 --> 01:20:10.603]  I just read the other day in the New York Times, 100 million people on serotonin reuptake inhibitors alone.
[01:20:10.623 --> 01:20:14.946]  If that isn't THX1138 Brave New World, I don't know what is.
[01:20:17.168 --> 01:20:42.848]  I mean, they're attacking the police, the military, the citizens, all of us are in this together, and isn't that the great final illusion, is that people that work for the system feel like they're part of the elite, when even high-level elites are being poisoned by their own system, and that's why people say it's a spiritual thing, there's almost this cosmic force, and you get into that, but I just can see that it's there, driving man towards destroying themselves, and it's overall a hatred of the species.
[01:20:43.588 --> 01:20:50.676]  Yeah, the thing is, I say to people in uniform, you know, I say to them, you know, you've got no power.
[01:20:50.876 --> 01:20:53.819]  You know, there's some people that love the uniform because they think they've got power.
[01:20:53.839 --> 01:20:55.301]  And I say to them, you've got no power.
[01:20:55.741 --> 01:20:59.465]  Your power is what you put on in the morning when you open the wardrobe.
[01:20:59.949 --> 01:21:03.412]  The uniform you wear is an extension of the state.
[01:21:03.892 --> 01:21:06.774]  When you wear the uniform, you're an extension of the state.
[01:21:06.814 --> 01:21:09.416]  When you take the uniform off, you have no power.
[01:21:09.697 --> 01:21:11.738]  And the only power you have is of the state.
[01:21:12.018 --> 01:21:16.622]  You're just another pawn in the game while thinking you are higher than the other pawns that you're policing.
[01:21:16.982 --> 01:21:27.991]  And these are the levels of society, these polices of society, which Obama wants to massively increase with his networks of civilian security.
[01:21:28.859 --> 01:21:33.504]  These are the people that need to wake up and need to realize that they have children too.
[01:21:34.224 --> 01:21:49.599]  I know of one who's high in NATO who's just realized, he said he looked in the eyes of his four-year-old grandchild and said, I can't do this anymore because I know what I'm contributing to now and he's trying to get information out about what's going on.
[01:21:49.999 --> 01:21:51.481]  This is what we need to do.
[01:21:52.210 --> 01:21:56.612]  The police need to realize that they are the pawns also.
[01:21:56.632 --> 01:22:10.820]  Well, I was talking to a top doctor who's treated a head of state, and this head of state said, you know, I was grown up to, you know, that we have to exterminate 80% of people to keep the resources, but I look at people and I know it's evil and I don't want to be part of this.
[01:22:10.880 --> 01:22:14.302]  I mean, a lot of people in the system are having an awakening too, aren't they?
[01:22:14.582 --> 01:22:14.922]  They are.
[01:22:15.822 --> 01:22:18.903]  There's so much to be optimistic about.
[01:22:19.003 --> 01:22:20.243]  I mean, the challenges are there.
[01:22:20.263 --> 01:22:20.883]  Of course they are.
[01:22:20.923 --> 01:22:21.823]  They want to push this on.
[01:22:22.104 --> 01:22:32.025]  And they want to push it on faster and faster now because they are desperately trying to stop this awakening manifest to such an extent that their house of cards comes down.
[01:22:32.446 --> 01:22:35.146]  So those challenges are there and they're going to push on through Obama.
[01:22:35.166 --> 01:22:44.108]  But there's so much to be enthusiastic and encouraged about because there is fantastic changes going on in the awareness of so many people.
[01:22:45.017 --> 01:22:53.987]  David, as you said though, in the one minute before we come back, quickly, I'd say Obama has two or three, four months when he first gets in till people wake up to that phase of the illusion.
[01:22:54.007 --> 01:22:57.712]  So they want to start a big war, a biological release or a financial collapse.
[01:22:58.372 --> 01:23:03.659]  What do we do to expose this guy and stop him being able to carry the ball for the New World Order in the first few months?
[01:23:04.349 --> 01:23:06.993]  Well, what we've got to do is keep whacking this information out.
[01:23:07.113 --> 01:23:12.342]  And people who are listening to this information, don't be a cul-de-sac for information.
[01:23:12.762 --> 01:23:15.547]  When you receive the information, there is a responsibility.
[01:23:15.607 --> 01:23:17.490]  Pass it on, pass it on, pass it on.
[01:23:17.930 --> 01:23:19.072]  By word of mouth, you can
[01:23:19.853 --> 01:23:23.694]  You can inform vast numbers of people very quickly if enough people do it.
[01:23:23.994 --> 01:23:25.055]  That's what we need to do.
[01:23:25.115 --> 01:23:30.656]  You're right, and we have incredible power, but we better use it now because they are planning to shut down the old web.
[01:23:30.696 --> 01:23:39.039]  The inventor of the web said a few days ago that it's going to die, they're letting it die, it's being killed, so we need to move right now.
[01:23:39.379 --> 01:23:46.001]  Folks, we're coming out of this break with OnlyPrisonPlanet.tv viewers and InfoWars.com exclusive screen listeners.
[01:23:47.041 --> 01:23:52.123]  tuning in, though we do have tens of thousands tuning in on the free streams and quite a few watching on PrisonPlanet.tv.
[01:23:52.143 --> 01:23:54.004]  We're coming out right now with David Icke with your calls.
[01:23:54.044 --> 01:23:54.445]  Here we go.
[01:23:57.966 --> 01:24:03.969]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:24:04.597 --> 01:24:07.619]  It's Alex Jones and the GCN Radio Network.
[01:24:08.479 --> 01:24:13.582]  The New World Order with its programmers admit that they're colonizing our minds, our souls.
[01:24:14.342 --> 01:24:19.004]  They are keeping us weak, confused, dumbed down, infighting.
[01:24:20.525 --> 01:24:21.766]  But the awakening is happening.
[01:24:21.806 --> 01:24:25.328]  David Icke, amazing guest, is our guest right now.
[01:24:25.668 --> 01:24:27.489]  DavidIcke.com is the website.
[01:24:27.509 --> 01:24:28.529]  We'll put that up on screen.
[01:24:28.850 --> 01:24:31.811]  Let's go to Ryan, first time caller from Georgia.
[01:24:32.151 --> 01:24:33.372]  You're on the air with David Icke.
[01:24:34.099 --> 01:24:35.540]  Yes, how you doing, Alex?
[01:24:35.800 --> 01:24:43.523]  First off, I just really want to tell you I'm very appreciative of this waking me up and informing me of all the information that's currently going on.
[01:24:44.403 --> 01:24:57.489]  And second, I just really wanted to say by far, I've been wanting to say this for a long time, Lindsey Williams, David Icke, Steve Quell, and Tex Mars are by far your most important guests that you have on your show.
[01:24:58.289 --> 01:25:03.111]  And I would just really appreciate if you can even get them on even more because every time they speak,
[01:25:04.373 --> 01:25:12.879]  They get really straight into the point and they inform us with information of how these people are thinking and pretty much what their next steps are.
[01:25:12.919 --> 01:25:16.001]  Hey, listen, I mean, I'd have David on every week or two if he'd do it.
[01:25:16.021 --> 01:25:20.244]  He's just very, very busy, but he has been agreeing to come on every month and a half or so.
[01:25:20.685 --> 01:25:22.646]  So I hope we can continue having David on, David.
[01:25:23.307 --> 01:25:24.527]  Yeah, well, that'd be great.
[01:25:24.547 --> 01:25:25.528]  Well, thanks very much, Ryan.
[01:25:25.968 --> 01:25:26.749]  Thanks very much for that.
[01:25:27.133 --> 01:25:29.935]  I'll give you an example of how things are moving on, though.
[01:25:30.776 --> 01:25:33.098]  I'm coming to America in about ten days.
[01:25:33.118 --> 01:25:34.819]  I'm going to be there for about two and a half months.
[01:25:34.839 --> 01:25:38.782]  I'm talking in Los Angeles on the 16th for seven hours, and then I'm going down to speak in Mexico.
[01:25:39.262 --> 01:25:41.904]  And after that, I'm going all over the world.
[01:25:42.445 --> 01:25:43.165]  I'm going to Greece.
[01:25:43.225 --> 01:25:44.106]  I'm going to Australia.
[01:25:44.206 --> 01:25:47.809]  I'm going to South America, to Brazil.
[01:25:47.949 --> 01:25:48.830]  I'm going to Croatia.
[01:25:48.850 --> 01:25:50.491]  I'm going to all these different places.
[01:25:50.891 --> 01:25:54.334]  And a few years ago, crikey, I couldn't fill a phone box in England.
[01:25:54.734 --> 01:25:55.175]  No, I don't.
[01:26:11.098 --> 01:26:15.240]  I've been to 47 countries now and it's happening all over the world.
[01:26:26.465 --> 01:26:27.426]  I'm going to set that up.
[01:26:27.466 --> 01:26:35.569]  I have to probably talk to you in the next few days so I can go ahead and decide on a venue and set it up and get you over here for maybe a two day event.
[01:26:35.889 --> 01:26:37.530]  The problem is getting a big enough venue.
[01:26:37.550 --> 01:26:38.891]  You can probably get 5,000 people.
[01:26:38.931 --> 01:26:39.431]  I can probably get 5,000.
[01:26:41.972 --> 01:26:43.273]  I need to find a time that's good for you.
[01:26:43.293 --> 01:26:46.435]  I need to nail that down and do that here in Austin, Texas.
[01:26:46.455 --> 01:26:47.696]  I think that's the place to do it.
[01:26:47.756 --> 01:26:49.097]  So I'll let that out of the bag.
[01:26:49.137 --> 01:26:53.319]  David's agreed to come here and speak with myself and he'll do his presentation.
[01:26:53.339 --> 01:26:56.241]  I'll do a briefer PowerPoint presentation.
[01:26:56.281 --> 01:27:01.184]  So that's coming up, the two of us teaming up, because we all have to come together during this critical time.
[01:27:01.244 --> 01:27:02.865]  I appreciate your call, Ryan.
[01:27:03.286 --> 01:27:05.287]  Anna in Idaho, you're on the air.
[01:27:05.327 --> 01:27:05.747]  Go ahead.
[01:27:07.708 --> 01:27:08.489]  Hello, can you hear me?
[01:27:08.789 --> 01:27:09.830]  Yes, Anna, you're on the air.
[01:27:10.726 --> 01:27:13.707]  I have to agree with the caller that was just on, Ryan.
[01:27:15.168 --> 01:27:19.490]  I love it when you have David Icke or Steve Quayle.
[01:27:19.510 --> 01:27:21.210]  I just wanted to say thank you.
[01:27:21.250 --> 01:27:22.111]  I'm a huge fan.
[01:27:23.151 --> 01:27:25.112]  I wish you could go on tour.
[01:27:25.132 --> 01:27:26.292]  I want to meet you in person.
[01:27:27.333 --> 01:27:28.833]  And that's all I wanted to say is thank you.
[01:27:29.173 --> 01:27:31.334]  Thank you to you and David and everything you do.
[01:27:31.835 --> 01:27:32.595]  Oh, thank you very much.
[01:27:32.615 --> 01:27:33.295]  What did I tell you?
