[00:00:00.908 --> 00:00:10.052]  Prepare yourself for a talk radio experience like no other.
[00:52:28.817 --> 00:52:32.999]  With 45 years of experience and concise investment recommendations, who needs sugar-coated excuses?
[00:52:33.179 --> 00:52:35.660]  Get the cold, hard facts and a proven investment strategy.
[00:52:35.760 --> 00:52:39.722]  For a free introductory copy to The International Forecaster, call 877-479-8178 or go to theinternationalforecaster.com.
[00:52:43.263 --> 00:52:45.466]  That's 877-479-8178.
[00:52:45.486 --> 00:52:46.528]  877-479-8178.
[00:52:46.568 --> 00:52:58.404]  SouthSummit.com is the place for top name brand knives such as Kershaw, Spyderco, Cold Steel, Gerber, Ka-Bar, Boker, Leatherman, and more.
[00:52:58.724 --> 00:53:02.667]  South Summit has one of the largest selections of self-defense products on the web.
[00:53:02.807 --> 00:53:12.615]  Knives, stun guns, police batons, pepper spray, LED flashlights, emergency kits, binoculars, and tactical gear are just some of the great products found on SouthSummit.com.
[00:53:12.715 --> 00:53:17.419]  Receive discounted prices on camping and preparedness products from Camelbak, Kelty, and Eureka.
[00:53:17.519 --> 00:53:23.783]  Check out our water storage barrels, water purification systems, and Mountain House freeze-dried foods that have a 30-year shelf life.
[00:53:23.884 --> 00:53:28.207]  Keep an eye on your family and keep them safe with our do-it-yourself spy camera systems.
[00:53:28.447 --> 00:53:32.250]  Mention that you heard this ad on the radio and you'll receive a free LED flashlight with your order.
[00:53:32.470 --> 00:53:34.292]  Visit SouthSummit.com.
[00:53:34.372 --> 00:53:35.593]  That's SouthSummit.
[00:53:35.853 --> 00:53:37.854]  S-U-M-M-I-T.
[00:53:38.095 --> 00:53:39.756]  SouthSummit.com.
[00:53:39.916 --> 00:53:40.817]  Or call toll-free 1-800-234-8654.
[00:53:40.837 --> 00:53:41.157]  That's 1-800-234-8654.
[00:53:41.177 --> 00:53:42.678]  Community service for young men on probation.
[00:53:42.738 --> 00:53:45.040]  You are listening to GCN, the Genesis Communications Radio Network.
[00:53:56.774 --> 00:53:57.637]  On News Radio 590, KLBJ, off.
[00:54:03.312 --> 00:54:04.813]  IRM USA Radio News.
[00:54:05.074 --> 00:54:05.894]  I'm Jody Jordan.
[00:54:06.374 --> 00:54:10.578]  Vice President Joe Biden was interviewed on the CBS program Face the Nation.
[00:54:10.778 --> 00:54:12.879]  I don't see myself as the deputy president.
[00:54:13.280 --> 00:54:15.701]  I see myself as the president's confidant.
[00:54:16.402 --> 00:54:18.563]  Hopefully I can help shape policy with him.
[00:54:19.184 --> 00:54:20.705]  Hopefully I'm one of those people.
[00:54:20.965 --> 00:54:24.828]  Hopefully I'm the last person in the room with every important decision he makes.
[00:54:24.968 --> 00:54:26.249]  He also says more U.S.
[00:54:26.289 --> 00:54:28.611]  troops are likely to see action in Afghanistan.
[00:54:29.332 --> 00:54:35.296]  And President Barack Obama's plan to jumpstart the economy carries an $825 billion price tag.
[00:54:35.696 --> 00:54:39.078]  But economic advisor Larry Summers says the nation can handle it.
[00:54:39.478 --> 00:54:51.925]  It's balanced between very substantial new investments that I referred to, between very important protections to prevent teachers and cops from being laid off, and also tax cuts.
[00:54:52.105 --> 00:54:55.607]  Summers tells NBC's Meet the Press that big spending is needed now.
[00:54:56.268 --> 00:54:58.289]  This is IRN USA Radio News.
[00:54:59.833 --> 00:55:01.673]  Is your credit card debt out of control?
[00:55:02.034 --> 00:55:04.194]  Are you in over your head dealing with monthly payments?
[00:55:04.534 --> 00:55:07.915]  There's a powerful secret that credit card companies don't want you to know.
[00:55:08.175 --> 00:55:15.436]  If you have credit card debt, you have the power to settle that debt for a fraction of what you owe, cutting your payments by up to half or more.
[00:55:15.636 --> 00:55:19.057]  That's bad news for credit card companies, but it's great news for you.
[00:55:19.357 --> 00:55:27.399]  Call the Credit Helpline for free information that'll show you how to settle your credit card debts and lower your payments by up to half or more.
[00:55:28.319 --> 00:55:29.339]  Not available in all states.
[00:56:00.243 --> 00:56:03.946]  Afghan President Harmeh Karzai wants a bigger role in overseeing U.S.
[00:56:04.026 --> 00:56:06.267]  and NATO military action in his country.
[00:56:06.887 --> 00:56:08.008]  He's denouncing a U.S.
[00:56:08.088 --> 00:56:11.150]  operation that he says killed 16 Afghan civilians.
[00:56:11.811 --> 00:56:15.133]  Karzai says civilian deaths strengthened the terrorists.
[00:56:15.913 --> 00:56:21.037]  John McCain says he won't vote for President Obama's stimulus package unless there are some major changes.
[00:56:21.637 --> 00:56:26.660]  The Arizona senator tells Fox News Sunday that he will push to make the Bush tax cuts permanent.
[00:56:27.261 --> 00:56:28.742]  They're due to expire next year.
[00:56:29.494 --> 00:56:35.175]  Now that he has an official residence in Washington, where is Joe Biden spending his first weekend as Vice President?
[00:56:35.795 --> 00:56:37.216]  Back home in Wilmington, Delaware.
[00:56:37.796 --> 00:56:43.297]  He's used to taking the train back and forth every day during his decades in the Senate, and his mother still lives there.
[00:56:43.817 --> 00:56:46.357]  He tells CBS she won't move to Washington.
[00:56:47.058 --> 00:56:53.919]  And Venezuelan President Hugo Chavez is welcoming President Barack Obama's pledge to improve diplomatic relations around the world.
[00:56:54.639 --> 00:56:58.360]  For more news and analysis, log on to IRNnews.com.
[00:56:59.759 --> 00:57:09.887]  If you're paying your credit cards with credit cards, or maybe some other crisis in your life made you fall behind on your bills, there is a light at the end of the tunnel with Consumer Credit of America.
[00:57:10.147 --> 00:57:14.710]  They can help you find your way out of a debt trap and find financial freedom.
[00:57:14.951 --> 00:57:15.411]  Call now.
[00:57:15.431 --> 00:57:15.711]  877-348-FREE.
[00:57:15.731 --> 00:57:16.072]  That's 877-348-F-R-E-E.
[00:57:16.092 --> 00:57:17.393]  Or visit them on the web at ccofamerica.com.
[00:57:17.413 --> 00:57:17.833]  877-348-FREE.
[00:57:17.853 --> 00:57:18.834]  Not available in all states.
[00:57:30.220 --> 00:57:32.781]  The Hamas government is up and running again in Gaza.
[00:57:33.181 --> 00:57:37.763]  With administrative offices bombed out, officials are working just about anywhere they can.
[00:57:38.423 --> 00:57:43.746]  The group says it'll dole out $52 million in aid to those affected by Israel's recent offensive.
[00:57:44.326 --> 00:57:49.928]  Meanwhile, UN humanitarian chief John Holmes says economic life in Gaza must be allowed to resume.
[00:57:49.948 --> 00:57:51.409]  We need the crossing points.
[00:57:52.209 --> 00:57:57.834]  As fully open as possible, and preferably fully open not only for humanitarian goods, but also for commercial goods.
[00:57:58.375 --> 00:58:01.097]  And also, not only to gain, but also to get out.
[00:58:01.237 --> 00:58:09.064]  House Republican leader John Boehner tells NBC the latest economic stimulus plan won't get much Republican support without significant changes.
[00:58:09.464 --> 00:58:12.567]  200 million dollars to fix up the National Mall.
[00:58:13.788 --> 00:58:14.989]  21 million dollars for sod.
[00:58:15.609 --> 00:58:18.492]  Over 200 million dollars for contraceptives.
[00:58:19.304 --> 00:58:21.186]  How is this gonna fix an alien economy?
[00:58:21.226 --> 00:58:27.391]  And a couple who tried to sneak into the country by walking across a frozen river gets caught when they're forced to call for help.
[00:58:28.160 --> 00:58:29.140]  Here's Julie Walker.
[00:58:29.361 --> 00:58:34.202]  First, the couple tried to enter the country legally at a border crossing between Canada and the U.S.
[00:58:34.703 --> 00:58:41.965]  The 38-year-old man is an American citizen, but his 50-year-old fiancé is British and couldn't get in because of her immigration status.
[00:58:42.306 --> 00:58:46.507]  So she tried to sneak across the frozen Niagara River, but couldn't make it.
[00:58:46.887 --> 00:58:49.849]  Then he tried to save her, only to get stuck as well.
[00:58:50.169 --> 00:58:53.130]  The pair, called 911, were rescued and arrested.
[00:58:53.530 --> 00:58:54.831]  Julie Walker, New York.
[00:58:55.111 --> 00:58:58.172]  And I'm Jody Jordan for IRN USA Radio News.
[00:58:59.672 --> 00:59:03.474]  You don't have to be in the military to enjoy military surplus savings.
[00:59:03.814 --> 00:59:09.617]  Right now at mainmilitary.com, you'll find savings on the top must-have military supplies.
[00:59:09.977 --> 00:59:11.557]  M10 gas masks for $12 or 3 for $30.
[00:59:11.597 --> 00:59:12.698]  Gas mask hoods $4 or 3 for $10.
[00:59:15.899 --> 00:59:18.200]  Mask filters, $6 or 3 for $15.
[00:59:18.520 --> 00:59:20.581]  Save big on British chemical suits, only $12.
[00:59:21.582 --> 00:59:23.442]  Israeli gas masks, $20.
[00:59:23.682 --> 00:59:27.084]  Trigger finger gloves, $5 a pair or $36 a dozen.
[00:59:27.324 --> 00:59:30.465]  Snowshoe binding for $8 or $48 a dozen.
[00:59:30.666 --> 00:59:31.686]  And so much more.
[00:59:31.966 --> 00:59:35.408]  Even hard to find surplus items, all at surplus prices.
[00:59:35.688 --> 00:59:40.430]  Preparing the whole family has never been so affordable at MainMilitary.com.
[00:59:40.730 --> 00:59:42.151]  MainMilitary.com.
[00:59:42.351 --> 00:59:45.172]  One of the last surviving true surplus stores in the country.
[00:59:45.552 --> 00:59:50.135]  Shop now at MAINEMILITARY.COM or call 877-608-0179.
[00:59:50.155 --> 00:59:50.596]  That's 877-608-0179 today.
[00:59:50.636 --> 00:59:53.197]  Prepare yourself for a talk radio experience like no other.
[00:59:53.217 --> 00:59:53.918]  He stands for truth.
[00:59:53.938 --> 00:59:54.878]  He stands for justice.
[01:00:14.485 --> 01:00:16.145]  He stands for what's right.
[01:00:16.926 --> 01:00:19.266]  This is the Alex Jones Show.
[01:00:20.207 --> 01:00:23.248]  Call Alex now, toll free at 877-590-5525.
[01:00:23.568 --> 01:00:26.789]  Now live from Austin, Texas, here's Alex Jones.
[01:00:26.809 --> 01:00:30.910]  It didn't matter if 98% of Americans
[01:00:42.816 --> 01:00:46.118]  In every major poll, some were even 99% were against the banker bailout.
[01:00:46.738 --> 01:00:48.339]  They did it, but it wasn't a banker bailout.
[01:00:48.439 --> 01:00:49.740]  See, they'll call it one thing, it's another.
[01:00:51.301 --> 01:00:58.345]  It allowed unlimited amounts of money, now over $8.5 trillion and growing, to be given to offshore predominant banks, to whoever they want.
[01:00:59.365 --> 01:01:04.768]  Remember, they said, oh, we're passing it, October 3rd, threatened Congress with martial law, on record.
[01:01:05.249 --> 01:01:11.012]  The White House did it, they didn't pass it, and said, we've got to have it for, or we'll have a depression by next week to unlock credit.
[01:01:11.445 --> 01:01:12.425]  And the subprime mortgages.
[01:01:12.445 --> 01:01:16.826]  And then, on October 4th, Secretary of the Treasury Paulson said, you know what?
[01:01:17.846 --> 01:01:22.047]  We don't need it for that, but it's secret what we do need it for, and we're not going to tell you where it's going.
[01:01:22.587 --> 01:01:26.128]  But that gave them unlimited criminal power in that bill.
[01:01:27.408 --> 01:01:30.109]  Now they're saying, Obama's saying they've got to have another bill.
[01:01:30.189 --> 01:01:31.329]  He helped cheerlead the last one.
[01:01:31.709 --> 01:01:33.229]  He's saying we've got to have it.
[01:01:33.249 --> 01:01:37.670]  He's got Timothy Geithner, who engineered a bunch of the scams we're seeing, doesn't pay his taxes.
[01:01:38.257 --> 01:01:42.480]  He's now been approved out of the committee, at least, to be Treasury Secretary.
[01:01:43.161 --> 01:01:43.982]  And it's the same group.
[01:01:44.042 --> 01:01:45.303]  Very same group of people.
[01:01:46.684 --> 01:01:48.926]  And they're saying, well, we need an even bigger bailout.
[01:01:48.986 --> 01:01:50.267]  It's going to be international in scope.
[01:01:50.887 --> 01:01:52.729]  Well, you read the fine print of what they're saying.
[01:01:53.970 --> 01:01:54.410]  And it's weird.
[01:01:54.430 --> 01:01:55.651]  They tell Congress it's secret.
[01:01:55.691 --> 01:01:56.532]  We can't tell you.
[01:01:58.033 --> 01:01:59.354]  But then they're in Newsweek.
[01:01:59.374 --> 01:02:00.675]  They're in the Financial Times of London.
[01:02:00.695 --> 01:02:02.697]  They're in the Wall Street Journal saying what it is.
[01:02:03.378 --> 01:02:06.220]  But they mislabel it a nationalization.
[01:02:07.298 --> 01:02:09.139]  And they talk about the Federal Reserve being government.
[01:02:09.179 --> 01:02:11.319]  And they say it's going to set up a new bank of the U.S.
[01:02:11.939 --> 01:02:13.420]  that will take on, quote, all the debt.
[01:02:13.440 --> 01:02:16.181]  That means giving trillions more to themselves, the private shareholders.
[01:02:17.581 --> 01:02:20.962]  So again, they've engineered the crisis to implode the economy so they can consolidate it.
[01:02:21.662 --> 01:02:26.884]  Now, we're the guys that told you this years and years and years ago and said it would start with derivatives, start with subprime mortgages.
[01:02:27.364 --> 01:02:28.124]  And it's now happened.
[01:02:29.845 --> 01:02:36.487]  And I've got a New York Post article of all places, you know, that's Rupert Murdoch, endorsing Barack Obama and saying his plan
[01:02:37.111 --> 01:02:44.297]  Is the right one to fix the economy and then they mislabel it saying that it is a bailout of the banks to stop the implosion.
[01:02:45.097 --> 01:02:48.000]  The big central banks are just fronts for the private shareholders.
[01:02:48.020 --> 01:02:53.584]  They've already moved their assets into real infrastructure and gold and silver and weapon stocks and media.
[01:02:54.065 --> 01:02:56.406]  Things they know that will be there at the end of this.
[01:02:57.347 --> 01:03:00.189]  They have to destroy the economy to have this fire sale.
[01:03:00.430 --> 01:03:04.573]  But I wanted Bob Chapman, a researcher, economist, financial reporter,
[01:03:05.573 --> 01:03:08.555]  Retired when he had the biggest financial newsletter in the world.
[01:03:08.895 --> 01:03:11.797]  Came back a few years ago, the International Forecaster, out of retirement.
[01:03:12.437 --> 01:03:14.419]  And he was also in military intelligence before that.
[01:03:14.939 --> 01:03:18.801]  And his predictions have been stunningly accurate, like folks like Gerald Cilente and others.
[01:03:19.181 --> 01:03:20.542]  So that's why we have him on with us.
[01:03:20.582 --> 01:03:22.103]  I had him on Friday, but he's back with us today.
[01:03:22.904 --> 01:03:31.789]  Bob, can you succinctly explain what's happening to people with this Wall Street coup, as Dr. Paul Greg Roberts, the former head of the Treasury, has said, and many others?
[01:03:31.829 --> 01:03:32.950]  This is a Wall Street coup.
[01:03:34.139 --> 01:03:43.161]  Explain, in basic terms, what they're doing, where this is going, how bad this depression is going to get, and where you see all of this ending.
[01:03:43.181 --> 01:03:49.942]  I mean, boil down for people, basically, talk to us like we're fifth graders, and explain to people exactly what's happening.
[01:03:51.502 --> 01:04:03.224]  Well, first of all, two years ago, we said that we were entering recession, and several economists came along about a year ago and said, yes, we're going into a recession.
[01:04:04.036 --> 01:04:06.096]  And government discovered it about a month ago.
[01:04:07.257 --> 01:04:10.537]  And government didn't discover it because the government didn't want to.
[01:04:11.658 --> 01:04:15.038]  And so you say to yourself, well, why did that happen?
[01:04:15.718 --> 01:04:18.319]  Well, it's because it was engineered that way.
[01:04:18.839 --> 01:04:19.999]  It just didn't happen.
[01:04:21.500 --> 01:04:29.461]  The money that has gone to the banks, as Alex has said, has gone offshore.
[01:04:30.802 --> 01:04:32.382]  Some of it was used to pay dividends.
[01:04:33.291 --> 01:04:40.615]  A bonus is to these people who run these banks and brokerage firms and insurance companies.
[01:04:41.936 --> 01:04:47.400]  And what it is, is it's a private consolidation of power.
[01:04:48.500 --> 01:04:50.221]  They're just rolling everything together.
[01:04:51.042 --> 01:05:01.168]  And the scandals that we see, such as the questioning of Mr. Gittler by Congress,
[01:05:02.346 --> 01:05:20.215]  The Madoff Affair, where somewhere between $50 and $100 billion disappeared, and all of the losses that are being taken by companies with no explanation as to why.
[01:05:21.436 --> 01:05:31.421]  And so, this is a conglomeration of information that's come forward, and the intention of the powers behind government
[01:05:32.731 --> 01:05:46.277]  Is that they want to show the public that finances, that includes insurance, brokerage, as well as banks, have been mismanaged.
[01:05:47.097 --> 01:05:53.739]  And we have to have regulations worldwide in order to not make that happen again.
[01:05:54.100 --> 01:05:59.742]  And remember, folks, this is the group that engineered all this and changed the laws in the mid and late 90s to do this.
[01:05:59.822 --> 01:06:01.082]  Now they're saying we're the saviors.
[01:06:01.363 --> 01:06:02.363]  Give us unlimited power.
[01:06:03.081 --> 01:06:07.884]  Openly in Newsweek, let us have a world government that sets taxes and regulates all of you.
[01:06:08.164 --> 01:06:09.085]  Openly by the banks.
[01:06:10.826 --> 01:06:12.407]  And that is part of it as well.
[01:06:13.227 --> 01:06:27.496]  And so, I think you're going to see, starting this coming month, talk in Washington, Wall Street, about these new regulations, which have been banted around Europe for the last three or four months.
[01:06:29.257 --> 01:06:32.419]  Sarkozy, the President of France,
[01:06:33.377 --> 01:06:44.706]  And also Mrs. Merkel, who is the Chancellor in Germany, Kevin talking about it as well as Gordon Brown, the PM, in London.
[01:06:45.467 --> 01:06:50.150]  And so, they kind of get the ball rolling, get the door open.
[01:06:50.170 --> 01:06:59.718]  Now what they're after here is, once they get consolidation nationally, and of course in the case of the European Union,
[01:07:01.056 --> 01:07:02.617]  It'll be in two segments.
[01:07:02.937 --> 01:07:06.218]  One, the non-members.
[01:07:06.238 --> 01:07:12.601]  There's 27, I think, members in the European Union, of which 16 belong to the Eurozone.
[01:07:13.561 --> 01:07:16.822]  And that's the group that uses the currency, the Euro.
[01:07:17.723 --> 01:07:24.045]  And they will fit in and go along with the regulations.
[01:07:25.045 --> 01:07:26.486]  The next step will be
[01:07:27.529 --> 01:07:32.870]  A devaluation of all currencies, or almost all currencies.
[01:07:33.770 --> 01:07:38.891]  And don't ask me to give you a time frame, because it's too difficult.
[01:07:38.911 --> 01:07:41.092]  People are talking about next month.
[01:07:41.172 --> 01:07:45.152]  Yeah, they're just saying they're planning to do it on record, but they won't say when.
[01:07:45.172 --> 01:07:46.413]  And they're also very secretive.
[01:07:47.273 --> 01:07:48.173]  Please continue.
[01:07:48.193 --> 01:07:54.334]  So globally, a private group of banks operating as a government through a treaty with nations, setting
[01:07:55.307 --> 01:08:23.350]  Well, once they get these regulations in place, and it'll take them at least a year to do it, and it could take as long as two, but let's say it takes a year, then what they will do is say, well, the US dollar has come down substantially
[01:08:24.117 --> 01:08:25.678]  Which I expect it to as well.
[01:08:27.880 --> 01:08:30.362]  And so the dollar is going to have to be devalued.
[01:08:31.483 --> 01:08:35.946]  And rather than face default, we'll have everybody else devalued too.
[01:08:35.986 --> 01:08:43.752]  And the key to that will be the sovereign nations throughout the world have foreign exchange balances.
[01:08:44.873 --> 01:08:49.036]  And they are keeping 64.5% of those balances in US dollars.
[01:08:52.850 --> 01:08:56.472]  So, if the dollar gets devalued, they can hit pretty hard too.
[01:08:57.132 --> 01:08:59.614]  So, they're all in it together, so to speak.
[01:09:00.334 --> 01:09:07.258]  So, I think most all of the currencies in the world would be devalued at the same time the dollar would be.
[01:09:07.278 --> 01:09:08.558]  And that's what globalization is.
[01:09:08.598 --> 01:09:18.744]  They get everybody tied in to their fiat system and they implode it and say the only way out of this is giving us these private consortium of banks operating as a world government, a regulatory agency.
[01:09:19.064 --> 01:09:20.685]  Give us unlimited power, we can fix it.
[01:09:21.721 --> 01:09:33.568]  Well, the next step, of course, is the hue and cry that, oh, goodness gracious, we've had this terrible worldwide devaluation because of what's gone on and lack of regulations.
[01:09:33.648 --> 01:09:50.517]  So they get the regulations passed, and then all of a sudden they say, well, we've decided, us people in the financial business and these governments have decided that it would be much better if we had one currency.
[01:09:51.480 --> 01:09:52.840]  And that's what they're after.
[01:09:53.681 --> 01:09:58.962]  And there's no constituency in the world who'll go along with it.
[01:09:58.982 --> 01:10:02.642]  Have you ever felt like the United States government knows way too much about your financial affairs?
[01:10:03.043 --> 01:10:08.464]  I continue to hear stories about property seizures, frozen bank accounts, confiscation of stocks and bonds.
[01:10:08.924 --> 01:10:09.984]  It makes me wonder if the U.S.
[01:10:10.044 --> 01:10:14.085]  citizen will ever again have the right to life, liberty, and the pursuit of happiness.
[01:10:14.725 --> 01:10:28.053]  Unfortunately, with the Drug and Money Laundering Act, the IRS Revenue Ruling 6045 of 1984, and the Trading with the Enemy Act in Franklin D. Roosevelt's Executive Order of 1933, some precious metal holdings are subject to government intervention.
[01:10:28.073 --> 01:10:33.837]  For this reason, Midas Resources has prepared a report explaining the boundaries of trading precious metals privately.
[01:10:34.157 --> 01:10:40.041]  Whether if you have any intention of trading with Midas Resources or not, I have instructed my representatives to give this report out free.
[01:10:40.782 --> 01:10:42.043]  Call for your free copy at 1-800-686-2237.
[01:10:42.063 --> 01:10:43.425]  When investing, always proceed with caution.
[01:10:43.445 --> 01:10:43.766]  Again, call 1-800-686-2237.
[01:10:43.786 --> 01:10:45.408]  Exercise your legal right to trade metals privately.
[01:10:45.428 --> 01:10:45.488]  1-800-686-2237.
[01:10:58.160 --> 01:11:06.264]  This year, many of us will have to make the tough decision on what to cut back on and what's essential as we prepare for an uncertain future.
[01:11:06.424 --> 01:11:10.807]  In these troubled times, one of the most important things your family can have is good health.
[01:11:10.987 --> 01:11:15.489]  Some of the contributors to poor health are parasites, viruses, toxins, and heavy metals.
[01:11:15.649 --> 01:11:17.070]  It's a documented fact.
[01:11:17.250 --> 01:11:24.534]  Almost 80% of all Americans and 85% of people around the world suffer from internal parasites and parasitic infection.
[01:11:24.694 --> 01:11:36.541]  Now you can fight internal parasites, heavy metals, and high cholesterol naturally and safely by mixing fossilized phytoplankton powder, also known as FPP, with your favorite beverage once a day.
[01:11:36.782 --> 01:11:40.464]  FPP is now available to you from FreshwaterOrganics.com.
[01:11:41.064 --> 01:11:43.905]  A two-month supply starts at just $17.
[01:11:44.185 --> 01:11:47.886]  FPP is so affordable you can't afford to do without.
[01:11:47.926 --> 01:11:51.188]  Visit FreshwaterOrganics.com or call them toll-free at 888-949-3570.
[01:11:51.228 --> 01:11:51.428]  That's 888-949-3570.
[01:11:58.613 --> 01:11:59.314]  I'll come back.
[01:12:20.896 --> 01:12:21.316]  I'm good.
[01:12:38.522 --> 01:12:40.403]  Nature's Gem Golden Flax is pure.
[01:12:40.543 --> 01:12:43.926]  There is nothing added and nothing taken away and non-GMO.
[01:12:44.086 --> 01:12:46.388]  We offer a 100% money back guarantee.
[01:12:46.508 --> 01:12:50.190]  Order a Nature's Gem Premium Golden Flax today at GoldenFlax.com.
[01:12:50.350 --> 01:12:52.112]  GoldenFLAX.com.
[01:12:52.252 --> 01:12:52.732]  Or call 800-387-5516.
[01:12:52.792 --> 01:12:52.972]  That's 800-387-5516.
[01:12:52.992 --> 01:12:53.673]  Free shipping included.
[01:12:59.338 --> 01:13:04.801]  Millions of Americans are beginning to realize the enormity of the economic and political problems facing the U.S.
[01:13:04.841 --> 01:13:05.361]  and the world.
[01:13:05.621 --> 01:13:09.083]  And for the first time in their lives, they are feeling the need for preparedness.
[01:13:09.483 --> 01:13:15.726]  Ready Reserve Foods has been in continuous operation, manufacturing the finest and dehydrated foods for almost 40 years.
[01:13:15.986 --> 01:13:17.767]  Ready Reserve is the manufacturer.
[01:13:18.007 --> 01:13:23.250]  Unlike other companies that just broker canned foods, Ready Reserve controls the quality from start to finish.
[01:13:23.430 --> 01:13:25.991]  With double enameled cans and nitrogen packaging.
[01:13:26.232 --> 01:13:30.674]  When purchasing from Ready Reserve Foods, you are buying factory direct at wholesale prices.
[01:13:30.934 --> 01:13:36.477]  Other companies are quoting delivery times of one to two months, while Ready Reserve ships within five business days.
[01:13:36.757 --> 01:13:38.759]  Many companies do not even offer a catalog.
[01:13:38.919 --> 01:13:41.160]  We will be more than happy to send a catalog to you
[01:13:41.520 --> 01:13:42.301]  Free of charge.
[01:13:42.601 --> 01:13:42.921]  Dial 1-800-453-2202.
[01:13:42.941 --> 01:13:43.001]  1-800-453-2202.
[01:13:43.021 --> 01:13:45.323]  Or visit our website at readyreservefoods.com.
[01:13:45.343 --> 01:13:47.905]  Factory direct, wholesale pricing from Ready Reserve Foods.
[01:13:47.925 --> 01:13:48.425]  Call us at 1-800-453-2202.
[01:13:48.485 --> 01:13:49.646]  Thank you for listening to GCN.
[01:13:49.686 --> 01:13:51.447]  Be sure to visit GCNlive.com today.
[01:14:10.635 --> 01:14:16.600]  Folks, I know we have a lot of phone lines, and coming up in the next segment, I'll attend with your phone calls on a host of subjects, any issue you want to call in about.
[01:14:16.620 --> 01:14:27.409]  But I wanted to get Bob Chapman up here today, because, and again, I've had former Nobel Prize winning economists on, I've interviewed them all, and they're all saying the same thing.
[01:14:28.029 --> 01:14:36.256]  This is an engineered crisis, and the very group of offshore banks that engineered it are the ones now terrorizing the public, saying, well, I have a depression.
[01:14:36.676 --> 01:14:39.198]  If you don't do what we say, well, they've already
[01:14:39.580 --> 01:14:41.340]  had tax incentives to move offshore.
[01:14:41.801 --> 01:14:43.401]  This was all done by design.
[01:14:43.981 --> 01:14:47.482]  Bob, they're openly announcing they plan to start stealing pension funds.
[01:14:47.502 --> 01:14:48.702]  Well, a lot of companies are already doing it.
[01:14:49.142 --> 01:14:54.864]  They changed the law a few years ago where they could do that, but saying they can do it and being able to get away with it is another thing.
[01:14:54.884 --> 01:14:58.124]  They're openly announcing that they want to use regular army against the American people.
[01:14:58.885 --> 01:15:01.925]  They're announcing they're going to use the Patriot Act against non-terror-related cases.
[01:15:02.585 --> 01:15:04.846]  I mean, this is a worst-case scenario that is
[01:15:05.638 --> 01:15:06.158]  Unfolding.
[01:15:06.178 --> 01:15:19.626]  Can you speak to, just briefly, the real state of the economy right now with all of this news coming out about Citigroup raises $12 billion, loses $42.2 billion, just having to pay their dividends on investments.
[01:15:20.146 --> 01:15:23.588]  So now they're having to raid the Federal Depositor's Insurance Corporation fund for that.
[01:15:24.248 --> 01:15:26.510]  California's first centennial bank going under.
[01:15:27.590 --> 01:15:32.673]  Meanwhile, we have all these neocom publications endorsing Obama and quote, nationalization.
[01:15:33.305 --> 01:15:43.807]  When it's not nationalization, it's the private Federal Reserve using taxpayer money to buy Ford, buy Chevy, to go in and buy up infrastructure.
[01:15:44.387 --> 01:15:48.528]  People get mad if they knew our tax money was going for private banks to buy these upper pennies on the dollar.
[01:15:48.948 --> 01:15:51.788]  So they just call it nationalization when it's the opposite.
[01:15:51.828 --> 01:15:53.088]  This is privatization, isn't it?
[01:15:55.489 --> 01:15:57.289]  Yes, that's exactly what it is.
[01:15:58.029 --> 01:16:02.690]  And I've given you the train or the chain of events
[01:16:03.308 --> 01:16:07.989]  That I expect that will be attempted over the next two to three years.
[01:16:09.590 --> 01:16:23.273]  One of the things that I've learned, and this is my 49th year now, and one of the things I've learned in business, one of the things I've learned is that things never happen as quickly as you think they do or will.
[01:16:24.134 --> 01:16:29.615]  And so you tend to be a little bit calmer and more patient
[01:16:30.530 --> 01:16:33.591]  Then when you recognize the same things when you were 35 years old.
[01:16:34.611 --> 01:16:37.792]  And so, it's going to take a while, but they're not going to be successful.
[01:16:39.393 --> 01:16:45.074]  They think they are, and they're going forward like it's just another coup for them.
[01:16:45.775 --> 01:16:47.295]  And that just isn't going to happen.
[01:16:47.635 --> 01:16:48.395]  That's a key point.
[01:16:48.436 --> 01:16:52.837]  They've done this to hundreds of third world countries, this exact same takeover profile.
[01:16:54.657 --> 01:16:56.638]  Well, they don't want any part of it.
[01:16:57.458 --> 01:17:02.262]  I mean, if you go to different countries in the world and talk to the people on the street, they say, no, I don't want that.
[01:17:02.282 --> 01:17:06.845]  You know, we experienced that before with this or that, or look what's happening to the euro.
[01:17:07.505 --> 01:17:12.229]  I mean, we've got four countries in Europe that are on the edge of bankruptcy.
[01:17:12.449 --> 01:17:17.132]  Well, what are folks going to do when they start... I mean, it's one thing to lose your job.
[01:17:17.433 --> 01:17:21.035]  What are they going to do as the government seizes people's 401ks to, quote, protect them?
[01:17:21.596 --> 01:17:22.857]  Well, let's back into that.
[01:17:22.917 --> 01:17:24.658]  You spoke about it a couple of minutes ago.
[01:17:25.516 --> 01:17:38.760]  And you spoke about the legislation which allowed these corporations, about 19% of people are covered under conventional pensions, we'll call them.
[01:17:39.900 --> 01:17:41.721]  Not the 401k variety.
[01:17:42.481 --> 01:17:49.683]  And they were allowed to adjust or eliminate their pension plans.
[01:17:50.163 --> 01:17:50.883]  And they're doing it.
[01:17:52.224 --> 01:17:53.344]  The excuse is, well,
[01:17:54.437 --> 01:18:03.919]  The companies from offshore don't give any benefits to their employees, and they treat them like slave labor, so let's do that to Americans, too.
