[00:00:09.119 --> 00:00:10.260]  Kissed a renegade.
[00:54:42.699 --> 00:54:44.060]  What are some other solutions?
[00:54:44.220 --> 00:54:49.021]  And barring those solutions, how bad do you think the government's going to wreck the world economy?
[00:54:49.261 --> 00:54:50.562]  How bad do you think it's going to get?
[00:54:52.225 --> 00:54:56.086]  Well, I think it's going to be very, very prolonged.
[00:54:56.146 --> 00:54:57.787]  I don't see any rebound.
[00:54:57.967 --> 00:55:07.210]  Markets may come back up and that sort of thing, but to rebound, I would expect it to last every bit as long as it happened in the 30s, and the 30s actually ended up
[00:55:07.210 --> 00:55:11.292]  Up until after World War II, when finally the debt was liquidated.
[00:55:12.572 --> 00:55:20.196]  After World War II, they actually cut spending by two-thirds, and they cut taxes by one-third, and we went back to work again.
[00:55:20.616 --> 00:55:27.059]  So it's going to be a long, long time, but now I think we live in greater danger because people are more demanding.
[00:55:27.099 --> 00:55:33.702]  They believe they have a right to their neighbor's property, and that's why there's liable to be violence.
[00:55:34.202 --> 00:55:37.604]  But I think we all have to be prepared.
[00:55:37.624 --> 00:55:39.605]  I think we should prepare our families.
[00:55:39.765 --> 00:55:43.827]  And I think financially, ultimately, they're going to destroy the dollar.
[00:55:43.867 --> 00:55:54.272]  I don't see anything wrong with people believing in the Constitution and following what they thought should be legal tender and owning a few gold coins and a few silver coins and knowing how to defend themselves.
[00:55:55.052 --> 00:56:13.270]  That's what the founders talked about, but to me the most important thing is that we invest in promoting the right ideas, and promoting ideas of liberty, and promoting the rule of law, and promoting our Constitution, because I've said so many times in the campaign that if we did that, our problems would be solved rather quickly and non-violently.
[00:56:13.290 --> 00:56:14.511]  All right, you've got to go.
[00:56:14.571 --> 00:56:16.173]  I did have one question I forgot to ask.
[00:56:16.914 --> 00:56:17.314]  Iran.
[00:56:17.414 --> 00:56:20.418]  Israel is saying in their papers they may go ahead and hit Iran.
[00:56:20.798 --> 00:56:25.784]  Every strategist out there on the left and the right, mainstream, says this could cause World War III.
[00:56:26.265 --> 00:56:31.551]  It will definitely cause major economic problems and Iran might actually launch real attacks.
[00:56:32.973 --> 00:56:35.116]  I mean, how serious of a situation is that?
[00:56:36.224 --> 00:56:43.706]  It is, and if we believe Obama, you know, he did make an outreach, was including the Iranians in some talks, and hopefully that is helpful.
[00:56:44.146 --> 00:56:57.230]  It also might be his cover to say that, okay, they came in and they didn't do what we said, so therefore we did our very best, and now we'll have to use some other tactics and maybe, you know, acknowledge what Israel might do.
[00:56:57.651 --> 00:56:59.231]  I have no idea what's going to happen.
[00:56:59.251 --> 00:57:05.913]  I think the fact that we talked a whole lot about that in the last two years of the Bush administration helped have him back off.
[00:57:05.953 --> 00:57:06.293]  I don't
[00:57:26.872 --> 00:57:27.913]  We're good to go.
[00:57:51.869 --> 00:57:57.437]  I mean, you can go from there and support us on that issue because the members of Congress and our Senators need to know.
[00:58:24.255 --> 00:58:28.278]  Hi, this is Ted Anderson introducing a new way to listen to GCN on your cell phone.
[00:58:28.338 --> 00:58:33.961]  If you own a smartphone like Blackberry, iPhone, or Arnold G1, there's a free application called Flycast.
[00:58:34.342 --> 00:58:40.165]  Simply download, install, and within minutes you'll be listening to your favorite GCN shows from the convenience of your phone.
[00:58:40.405 --> 00:58:45.629]  Go to GCNlive.com, download the Flycast application, and begin listening in a whole new way.
[00:58:45.769 --> 00:58:48.271]  The place to go to is GCNlive.com.
[00:58:48.391 --> 00:58:51.893]  Again, that's GCNlive.com, application, Flycast.
[00:58:53.323 --> 00:58:54.404]  Hi, this is Ted Anderson.
[00:58:54.564 --> 00:58:58.947]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[00:58:59.147 --> 00:59:04.851]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[00:59:04.951 --> 00:59:08.353]  Gold has outperformed paper investments, yet no word about IRAs.
[00:59:08.593 --> 00:59:11.195]  If you would like to have gold for your retirement, call 800-686-2237.
[00:59:11.415 --> 00:59:16.218]  Don't get left behind by rising inflation and low returns.
[00:59:16.358 --> 00:59:16.659]  Call 800-686-2237.
[00:59:16.679 --> 00:59:18.000]  Secure your future and call 1-800-686-2237.
[00:59:24.727 --> 00:59:26.348]  Hello, this is Steve Schenck.
[00:59:26.588 --> 00:59:31.010]  You might not be able to spell Constitution, but you sure know how important it is.
[00:59:31.410 --> 00:59:37.013]  You might not be missing any shirts from your closet, but you have given the shirt off your back hundreds of times.
[00:59:37.554 --> 00:59:42.496]  You might not understand the thousands of laws that exist, but you do live by the Ten Commandments.
[00:59:42.836 --> 00:59:48.739]  You might not know who the bad guys are, or what you should be complaining about, but you do know what to be thankful for.
[00:59:49.140 --> 00:59:53.402]  You might not be looking for a government handout, but you do know how to lend a helping hand.
[00:59:56.237 --> 00:59:56.857]  We're good to go.
[01:00:23.334 --> 01:00:26.296]  ...and changes taking place out at Lake Travis this Easter.
[01:00:26.376 --> 01:00:31.160]  This is the GCN Radio Network, home to hard-hitting talk radio.
[01:00:31.480 --> 01:00:34.002]  Austin, check your watch, it's 5 o'clock.
[01:00:38.526 --> 01:00:41.088]  IRN USA Radio News, I'm Jody Jordan.
[01:00:42.094 --> 01:00:49.396]  Pope Benedict is celebrating Mass for Easter Sunday, the most joyous day on the church calendar, commemorating Christ's resurrection.
[01:00:49.936 --> 01:00:51.937]  Tens of thousands of people packed St.
[01:00:52.017 --> 01:00:58.139]  Peter's Square, where the piazza is decorated with yellow tulips, blossoms, and other spring flowers.
[01:00:59.036 --> 01:01:04.423]  And no one's saying where President Barack Obama and his family are going for Easter church services?
[01:01:04.984 --> 01:01:06.145]  Here's Jerry Bonelander.
[01:01:06.406 --> 01:01:11.813]  As the president attends Easter services today, his spokesman cautions against jumping to conclusions.
[01:01:12.483 --> 01:01:21.552]  Robert Gibbs says that while the president continues to look for a church he can join, the one he attends today won't necessarily be the one the president will continue to attend.
[01:01:21.833 --> 01:01:26.077]  Obama hasn't attended public church services in Washington since taking office.
[01:01:26.738 --> 01:01:30.381]  Obama has sent aides to scout more than a dozen churches.
[01:01:31.322 --> 01:01:33.585]  This is IRN USA Radio News.
[01:01:35.217 --> 01:01:38.299]  Men and women, if you've got 10 to 30 pounds or more to lose, please listen carefully.
[01:01:38.599 --> 01:01:40.120]  Guys, many of us tend to overeat.
[01:01:40.180 --> 01:01:42.401]  We eat too much red meat, fast foods, and processed foods.
[01:01:42.601 --> 01:01:45.002]  This keeps the belly flabby and keeps our bodies overweight.
[01:01:45.222 --> 01:01:47.123]  Ladies, have you ever said, I feel fat today?
[01:01:47.323 --> 01:01:48.484]  Or do you have this bloated feeling?
[01:01:48.644 --> 01:01:51.685]  And how many of you have been trying to lose the same 10 to 20 pounds for years?
[01:01:51.926 --> 01:01:54.607]  There's a healthy and faster way to lose weight than any diet pill.
[01:01:54.907 --> 01:02:04.376]  It's called EverCleanse, a clinically proven weight loss and detox formula that helps you lose weight and get rid of the 5 to 25 pounds of waste that some experts say is trapped to the colon walls like spackle or paste.
[01:02:04.597 --> 01:02:06.699]  Two weeks of EverCleanse may be equal to months of dieting.
[01:02:06.959 --> 01:02:07.539]  It's simple too.
[01:02:07.820 --> 01:02:10.102]  Natural, tasteless crystals that dissolve in any food or beverage.
[01:02:10.322 --> 01:02:14.966]  Evercleanse will flatten out your midsection, reduce love handles, and bellies and bloating have been disappearing in just days.
[01:02:15.186 --> 01:02:19.549]  You see, Evercleanse gets rid of the weight you can't take off by exercising or starving yourself on a diet.
[01:02:19.709 --> 01:02:21.550]  And it's not something you have to take for the rest of your life.
[01:02:21.811 --> 01:02:23.532]  Call now to receive a very special offer.
[01:02:23.692 --> 01:02:23.972]  Call 800-567-5598.
[01:02:23.992 --> 01:02:24.713]  Ask about a free supply.
[01:02:24.733 --> 01:02:24.793]  800-567-5598.
[01:02:24.813 --> 01:02:25.073]  That's 800-567-5598.
[01:02:35.385 --> 01:02:39.008]  Millions of pounds of Chinese-made drywall was used in the U.S.
[01:02:39.028 --> 01:02:42.091]  during the housing boom because it was abundant and cheap.
[01:02:42.652 --> 01:02:51.499]  Now people are concerned that the wallboard gives off fumes that can corrode copper pipes, blacken jewelry and silverware, and possibly sicken people.
[01:02:52.160 --> 01:02:54.602]  Mike Lennon is the owner of HomePro Systems.
[01:02:54.942 --> 01:02:59.526]  It has some sulfur products in it, and it off-gases
[01:03:00.720 --> 01:03:01.800]  Rotten egg, sulfur smell.
[01:03:01.860 --> 01:03:09.283]  And the mood is more somber this Easter Sunday in central Italy, where earthquake survivors gathered for mass in a covered mass tent.
[01:03:09.984 --> 01:03:14.906]  Rescue workers handed out traditional dove-shaped Easter cake to survivors of Monday's quake.
[01:03:15.586 --> 01:03:20.848]  The death toll is at 293, with more than 40,000 people displaced.
[01:03:21.628 --> 01:03:27.951]  And the government says Afghan soldiers and police killed 22 militants in another clash in southern Afghanistan.
[01:03:28.792 --> 01:03:33.545]  For the latest news and analysis, log on to IRNUSANews.com.
[01:03:35.149 --> 01:03:38.790]  You could be financially independent and never have to worry about money again.
[01:03:38.810 --> 01:03:40.911]  Hi, how in the world are you anyway?
[01:03:40.991 --> 01:03:43.892]  This is Andy Willoughby speaking for the 3-Step Plan.
[01:03:44.172 --> 01:03:48.754]  The 3-Step Plan is a business system designed to help families start their own home-based business.
[01:03:48.934 --> 01:03:53.576]  If you like working with people with similar family values, you'll love the 3-Step Plan.
[01:03:53.716 --> 01:03:57.417]  For information, go to 3stepplan.com or call toll-free 800-393-6184 800-393-6184
[01:04:05.399 --> 01:04:10.843]  He's not getting an honorary degree, but the president is getting a scholarship program named for him.
[01:04:11.383 --> 01:04:12.684]  Here's Carlotta Bradley.
[01:04:12.864 --> 01:04:21.870]  Stung by its decision not to award President Barack Obama an honorary degree when he speaks at commencement next month, Arizona State University says it will name a scholarship program after him.
[01:04:22.370 --> 01:04:29.798]  ASU President Michael O. has issued a statement apologizing for the confusion surrounding the decision and says the plan always was to honor Obama.
[01:04:30.119 --> 01:04:37.226]  Since the decision not to award Obama a degree was first reported early last week, the school has been criticized and mocked in various forums.
[01:04:37.807 --> 01:04:38.828]  I'm Carlotta Bradley.
[01:04:38.948 --> 01:04:44.372]  And negotiations continue as a hostage crisis on the Indian Ocean enters its fifth day.
[01:04:44.392 --> 01:04:44.432]  U.S.
[01:04:45.233 --> 01:04:53.999]  warships are closely monitoring a lifeboat where an American captain is being held by Somali pirates who had attempted to hijack his cargo ship.
[01:04:54.619 --> 01:04:59.723]  The ship has safely reached port in Kenya with its crew, but the crew hasn't been allowed off yet.
[01:05:00.921 --> 01:05:06.185]  Officials say that the ship from Alabama is being treated as a crime scene.
[01:05:14.415 --> 01:05:21.939]  And the CEO of Mersick Line Limited, John Reinhardt, says the crew of the Mersick Alabama remains focused on Captain Richard Phillips.
[01:05:22.220 --> 01:05:25.462]  When I spoke to the crew, they won't consider it done when they board a plane and come home.
[01:05:25.982 --> 01:05:28.343]  They won't consider it done until the captain's back.
[01:05:28.683 --> 01:05:29.164]  Nor will we.
[01:05:29.504 --> 01:05:32.626]  I'm Jody Jordan for IRN USA Radio News.
[01:05:33.786 --> 01:05:35.447]  We all need to prepare ourselves.
[01:05:35.687 --> 01:05:40.430]  You might have the food, water, gold, and silver, but ask yourself, are you truly prepared?
[01:05:40.870 --> 01:05:43.312]  That's why you need to visit MaineMilitary.com.
[01:05:43.692 --> 01:05:46.053]  MaineMilitary.com carries everything you need.
[01:05:46.233 --> 01:05:53.598]  Gas masks, wool blankets, fire starter kits, high-capacity magazines, chemical suits, military surplus items, and much more.
[01:05:53.998 --> 01:05:55.018]  Do you own a firearm?
[01:05:55.379 --> 01:05:59.421]  MaineMilitary.com has a large selection of pistols and rifles suited for your needs.
[01:05:59.881 --> 01:06:01.862]  Are your local stores sold out of ammunition?
[01:06:02.263 --> 01:06:06.365]  Call or visit them today for prices on hard-to-find ammo and bulk ammo orders.
[01:06:06.605 --> 01:06:15.370]  You don't need to worry about having a military surplus store in your area, because MaineMilitary.com is the only store you'll ever need, all from the comfort of your computer.
[01:06:15.750 --> 01:06:18.592]  Visit them online today at MaineMilitary.com.
[01:06:18.732 --> 01:06:21.214]  That's Maine, like the state, Military.com.
[01:06:22.034 --> 01:06:23.074]  Or call them at 1-877-608-0179.
[01:06:23.114 --> 01:06:23.334]  That's 1-877-608-0179.
[01:06:23.414 --> 01:06:24.795]  He stands for truth.
[01:06:24.855 --> 01:06:26.635]  He stands for justice.
[01:06:26.835 --> 01:06:27.955]  He stands for what's right.
[01:06:50.287 --> 01:06:52.308]  This is the Alex Jones Show.
[01:06:52.889 --> 01:06:55.911]  Call Alex now, toll free at 877-590-5525.
[01:06:55.991 --> 01:06:59.893]  Now live from Austin, Texas, here's Alex Jones.
[01:07:34.605 --> 01:07:37.808]  Ladies and gentlemen, and I appreciate our next guest holding the last few minutes.
[01:07:38.468 --> 01:07:42.252]  He's all over national television, VH1, you name it.
[01:07:42.372 --> 01:07:47.096]  One of the top comedians out there today, Patrice O'Neill.
[01:07:47.116 --> 01:07:55.283]  And the reason I wanted to get him on is I started getting reports and video clips sent to us, audio clips, from some of the biggest radio shows in the country.
[01:07:55.783 --> 01:07:56.444]  Thank you, sir.
[01:07:56.504 --> 01:07:56.744]  How are you?
[01:07:56.784 --> 01:07:57.264]  You know what?
[01:07:57.384 --> 01:07:59.666]  Right before you call me, I got a ring at my doorbell.
[01:08:20.658 --> 01:08:34.181]  Uh, and it was very unusual, and I got a little nervous because I was on the Alex Jones Show, and a strange ring at my doorbell happened right at the time when you called, so I have to get my fear
[01:08:34.930 --> 01:08:35.530]  Level down.
[01:08:36.150 --> 01:08:36.631]  A little bit.
[01:08:37.111 --> 01:08:37.611]  Oh, don't worry.
[01:08:37.651 --> 01:08:40.032]  The New World Order is not coming after you for that.
[01:08:40.432 --> 01:08:41.152]  We outnumbered him.
[01:08:41.492 --> 01:08:42.872]  We outnumbered him 1,000 to 1.
[01:08:43.473 --> 01:08:47.354]  First off, for folks who may not know who you are, I mean, they saw you, but this is radio.
[01:08:47.374 --> 01:08:49.995]  They would recognize you from all the different television programs you're on.
[01:08:50.275 --> 01:08:56.637]  Tell us a little bit about yourself, your awakening to this whole globalist system, the elite, and why you're out there promoting the Obama deception.
[01:08:57.837 --> 01:09:03.839]  Um, well, you know, it was, um, well, you gotta be careful, uh, in terms of
[01:09:05.376 --> 01:09:13.242]  Like, how I bumped into it, I was watching something else on, and it kind of, the ad came up for the Obama Deception.
[01:09:13.322 --> 01:09:17.985]  You know, I'm really into, thank God for documentaries, you know what I mean?
[01:09:18.245 --> 01:09:29.212]  And thank God for the internet, because if I had to go to these libraries and stuff and just grab a book and try to, like, cross-reference and learn about this, it would be kind of impossible, right?
[01:09:29.672 --> 01:09:32.414]  So, when I went to the Obama Deception,
[01:09:33.214 --> 01:09:38.029]  The reason why I said you gotta be careful, I guess, is like being black and...
[01:09:39.025 --> 01:09:44.707]  Having anything to say that might be wrong in terms of Obama is dangerous.
[01:09:45.447 --> 01:09:51.309]  You know, you walk around and you go, well, watch this, this, I saw this, this, this documentary, man, the Obama deception.
[01:09:51.770 --> 01:09:54.030]  And, and, you know, as soon as you say that, aw, what is it?
[01:09:54.090 --> 01:09:54.831]  Aw, say it, Obama.
[01:09:54.871 --> 01:09:57.792]  I go, nah, it's really not even about him.
[01:09:58.372 --> 01:10:02.213]  It's about the presidency altogether.
[01:10:02.273 --> 01:10:04.274]  It's about, it's about, like,
[01:10:05.242 --> 01:10:07.063]  We're good to go.
[01:10:29.079 --> 01:10:30.140]  We're about to go to break, sir.
[01:10:30.200 --> 01:10:30.681]  Stay there.
[01:10:30.701 --> 01:10:31.581]  Well, we're going to come back.
[01:10:31.762 --> 01:10:32.502]  Plenty of time to talk.
[01:10:32.542 --> 01:10:36.086]  We really appreciate Patrice O'Neill being our guest on with us.
[01:10:36.746 --> 01:10:37.307]  We'll be right back.
[01:10:37.327 --> 01:10:37.727]  Stay with us.
[01:10:38.127 --> 01:10:38.528]  Okay.
[01:10:38.668 --> 01:10:43.713]  A very popular comedian, Patrice O'Neill, is online with us.
[01:10:43.773 --> 01:10:45.214]  Very gracious to spend his time with us.
[01:10:45.234 --> 01:10:48.857]  I'm going to play a clip of him on opening and Anthony coming into the next segment.
[01:10:49.458 --> 01:10:51.700]  One of the most popular shock jock shows.
[01:10:51.780 --> 01:10:54.643]  And we just appreciate him getting the word out and having the courage because
[01:10:55.854 --> 01:11:01.239]  I saw all these Republicans worshipping Bush, just investing everything in their identities with him.
[01:11:01.559 --> 01:11:08.985]  Didn't matter that he tortured kids, didn't matter if they lied about WMDs, didn't matter if they destroyed the Bill of Rights, they were committed to him.
[01:11:09.485 --> 01:11:13.729]  Well then you get the first black president, he's sharp, he's nice, he says all the right things.
[01:11:14.530 --> 01:11:24.518]  I saw his globalist advisors, I knew what was going on, then he got in, he went back on everything he said he'd do, and let me tell you, especially with black folks, you know, the pride
[01:11:25.450 --> 01:11:40.858]  I know, as Preece was just saying, it takes a lot of courage, as KRS-One and Professor Griff and others have said, to try to explain to anybody who voted for Obama that, hey, this guy is suckering you.
[01:11:41.138 --> 01:11:42.939]  So you got interrupted by the break, sir.
[01:11:43.399 --> 01:11:47.581]  Please continue with your whole point about researching the new world order, because you're absolutely right.
[01:11:48.081 --> 01:11:50.822]  I used to try to go to the library and cross-reference everything and it would take hours.
[01:11:50.882 --> 01:11:53.464]  Now you can check everything so quickly, it's just amazing.
[01:11:53.484 --> 01:11:54.084]  Please continue.
[01:11:54.787 --> 01:12:16.557]  Yeah, I mean, like, okay, when I was watching, the other day, I had watched the Obama deception, and then I watched Obama pick the 64 team for the basketball, for college basketball, the Brackets, and I'm like, this dude is such a dude, like, you can't not
[01:12:17.288 --> 01:12:20.234]  Like the guy he's a he's a he's like you go.
[01:12:20.254 --> 01:12:21.877]  I like this dude.
[01:12:22.037 --> 01:12:23.280]  You know what I mean?
[01:12:23.300 --> 01:12:26.465]  And it's it's not and not saying okay.
[01:12:27.364 --> 01:12:33.689]  I watched your thing and now I completely believe that Obama's the, you know, he's down with the New World Order.
[01:12:34.029 --> 01:12:50.641]  But what your video did, is what I like to do, is able to put another thought process in my head, and another way to not only put another thought in my head, but to actually have a place to think, because I would have never thought
[01:13:09.887 --> 01:13:17.711]  Some of the things that I think now, in terms of, I didn't see that video, but what a different level to all of this in terms of the people.
[01:13:17.992 --> 01:13:34.881]  And one of it is, I think that you operate, and this is not a criticism, this is just, for me, in this short time trying to learn about this stuff, that you operate at the same thinking level as, say, the Bilderberg Group.
[01:13:34.941 --> 01:13:38.043]  And what I mean by that is at the same intellectual level.
[01:13:38.820 --> 01:13:40.562]  at the same understanding.
[01:13:40.722 --> 01:14:03.400]  It's just that you're on the opposite side of these guys, but you have the understanding of the revolution and why that started, and the understanding of why World War I went on, why World War II went on, the conspiracies behind the banking system, and a lot of the things that, dude, my brain had the capacity to know,
[01:14:04.120 --> 01:14:04.821]  I don't think so.
[01:14:19.216 --> 01:14:20.277]  Typical to people.
[01:14:20.357 --> 01:14:24.199]  I guarantee that people that listen to your show every day and you, that's just nothing.
[01:14:24.479 --> 01:14:28.101]  But to me, when I found that out, my brain started to hurt.
[01:14:28.421 --> 01:14:35.986]  And then I started to look, I started to look at a, like, a give to give act, you know, HR 1388.
[01:14:36.346 --> 01:14:39.208]  And I'm, and I went to InfoWars and I'm looking for that.
[01:14:39.348 --> 01:14:41.329]  And I'm reading through this manifesto
[01:14:41.969 --> 01:14:48.071]  And it might be that one little part that says they have to look into mandatory service.
[01:14:48.611 --> 01:15:00.215]  And I guess this whole little speech I'm making now is to say the difficulty, Alex, is how do you get people who don't
[01:15:01.292 --> 01:15:04.555]  No, don't even want to know, because you've only got two things to do.
[01:15:04.735 --> 01:15:07.778]  Read a bill or go get some ice cream.
[01:15:08.199 --> 01:15:18.468]  It's either you put your both feet in and learn about this entire system about, like, watching the Obama deception led me to eugenics.
[01:15:18.868 --> 01:15:19.369]  Like, what?
[01:15:19.529 --> 01:15:20.109]  Eugenics?
[01:15:20.170 --> 01:15:20.310]  What?
[01:15:21.090 --> 01:15:23.252]  And then lead me to, you know...
[01:15:23.933 --> 01:15:25.054]  Stay there, stay there, Patrice.
[01:15:25.074 --> 01:15:26.476]  We've got a long segment coming up.
[01:15:26.496 --> 01:15:27.958]  We won't be interrupted for about 15 minutes.
[01:15:28.259 --> 01:15:29.240]  This is riveting stuff.
[01:15:29.260 --> 01:15:30.902]  I've got to have you as a regular guest if you'll do it.
[01:15:31.122 --> 01:15:33.185]  We'll also fire out some of your websites and contact.
[01:15:33.565 --> 01:15:38.412]  Stay there because what you were just saying had my brain making all these connections.
[01:15:38.732 --> 01:15:39.713]  That's how this works.
[01:15:40.134 --> 01:15:40.735]  Stay there, sir.
[01:16:15.464 --> 01:16:23.551]  This year, many of us will have to make the tough decision on what to cut back on and what's essential as we prepare for an uncertain future.
[01:16:23.731 --> 01:16:28.115]  In these troubled times, one of the most important things your family can have is good health.
[01:16:28.275 --> 01:16:32.798]  Some of the contributors to poor health are parasites, viruses, toxins, and heavy metals.
[01:16:32.959 --> 01:16:35.240]  It's a documented fact.
[01:16:35.261 --> 01:16:41.846]  80% of all Americans and 85% of people around the world suffer from internal parasites and parasitic infections.
[01:16:42.006 --> 01:16:53.836]  Now, you can fight internal parasites, heavy metals, and high cholesterol naturally and safely by mixing fossilized phytoplankton powder, also known as FPP, with your favorite beverage, once a day.
[01:16:54.096 --> 01:16:58.179]  FPP is now available to you from FreshwaterOrganics.com.
[01:16:58.379 --> 01:17:00.761]  A two-month supply starts at just $17.
[01:17:01.502 --> 01:17:05.205]  FPP is so affordable you can't afford to do without.
[01:17:05.245 --> 01:17:08.728]  Visit FreshwaterOrganics.com or call them toll-free at 888-949-3111.
[01:17:12.110 --> 01:17:18.735]  Are you wondering about your retirement portfolio?
[01:17:19.135 --> 01:17:25.119]  Are you confident that the financial advisor is experienced enough to combat climbing interest rates, taxes, and inflation?
[01:17:25.379 --> 01:17:29.282]  Stop guessing and go to the expert, Robert Chapman of the International Forecaster.
[01:17:29.522 --> 01:17:36.347]  When you subscribe to the International Forecaster, you get Robert Chapman's 45 years of experience and concise investment recommendations.
[01:17:36.667 --> 01:17:42.212]  Who needs sugar-coated excuses when you can get the cold hard facts and proven investment leads you can't get anywhere else?
[01:17:42.572 --> 01:17:49.938]  For a free introductory copy to Robert Chapman's International Forecaster, subscribe now at TheInternationalForecaster.com or call 877-479-8178.
[01:17:53.476 --> 01:17:54.596]  Experience the difference.
[01:17:54.937 --> 01:17:59.878]  When you subscribe, you can email Robert Chapman directly to obtain investment advice tailored just for you.
[01:18:00.179 --> 01:18:01.139]  Don't wait another minute.
[01:18:01.399 --> 01:18:05.060]  Subscribe today at the internationalforecaster.com or call 877-479-8178.
[01:18:05.100 --> 01:18:05.321]  That's 877-479-8178.
[01:18:15.505 --> 01:18:20.228]  Don't be a victim of sudden cardiac arrest due to inflammation of the arterial walls.
[01:18:20.589 --> 01:18:26.933]  Our hemp foods are anti-inflammatory and gluten-free and can greatly benefit the health of the human body.
[01:18:27.673 --> 01:18:36.039]  By calling 908-691-2608 or visiting hempusa.org, you can benefit from this wonderful natural food source.
[01:18:36.699 --> 01:18:44.123]  Our customers are also purchasing this natural food for long-term storage, camping, survival and emergency food rations.
[01:18:44.623 --> 01:18:50.166]  Call 908-691-2608 or visit hempusa.org today.
[01:18:50.846 --> 01:18:58.110]  Hempusa.org believes that now is the time to plan for the future and food will be your greatest asset.
[01:18:58.730 --> 01:19:05.514]  People spend money on all kinds of things, but our warning is prepare now for food shortages in the future.
[01:19:06.351 --> 01:19:08.392]  So don't delay, call today!
[01:19:08.412 --> 01:19:15.034]  908-691-2608 and see what our powder, seeds and oil can do for you!
[01:19:20.056 --> 01:19:23.018]  Times are tough right now and people are unsure about our future.
[01:19:23.338 --> 01:19:27.279]  The economy is hurting, even though there are powers that would make us believe differently.
[01:19:27.599 --> 01:19:30.161]  Banks are failing and the gold buyers are buying.
[01:19:30.701 --> 01:19:33.542]  Question, with all the chemicals being put into our air,
[01:19:34.332 --> 01:19:38.514]  How do you use gold when you're very sick or dead?
[01:19:38.854 --> 01:19:40.575]  Investing in precious metals is smart.
[01:19:40.975 --> 01:19:43.116]  Investing in your health could be smarter.
[01:19:43.537 --> 01:19:47.578]  LifeChange Tea changes your life just by drinking our tea.
[01:19:47.959 --> 01:19:49.419]  Detox from deadly chemicals.
[01:19:49.780 --> 01:19:52.021]  Flush poisons that cause harm to your organs.
[01:19:52.561 --> 01:19:55.422]  And lose unwanted pounds that bog you down.
[01:19:55.922 --> 01:19:56.383]  Call us!
[01:19:56.403 --> 01:19:56.443]  928-308-9238.
[01:20:00.005 --> 01:20:03.527]  0408.
[01:20:01.025 --> 01:20:03.527]  Again, 928-308-0408.
[01:20:04.307 --> 01:20:07.790]  Or you can order online at GetTheTea.com.
[01:20:07.930 --> 01:20:10.351]  That's GetTheTea.com.
[01:20:10.611 --> 01:20:11.412]  Life change tea.
[01:20:11.792 --> 01:20:12.793]  We're changing lives.
[01:20:15.955 --> 01:20:19.057]  Are you tired of searching for great talk radio?
[01:20:19.637 --> 01:20:20.618]  Search no more.
[01:20:21.138 --> 01:20:24.120]  We are the GCN Radio Network.
[01:20:26.158 --> 01:20:34.177]  From the capital of Texas Broadcasting the truth coast to coast and worldwide This is the Alex Jones Show!
[01:20:35.504 --> 01:20:39.667]  Final segment with our guest, really appreciate Patrice O'Neill joining us.
[01:20:39.727 --> 01:20:43.230]  He's on with Jason Burmiss, uh, what, I think tomorrow night or is it the next night?
[01:20:43.270 --> 01:20:44.031]  Yeah, tomorrow night.
[01:20:44.991 --> 01:20:49.095]  Uh, The Info Warrior from 9 to Midnight will be on for an hour then, and to hear more from him.
[01:20:49.115 --> 01:20:50.135]  And this is his awakening.
[01:20:50.456 --> 01:20:52.697]  He's got the courage, guts is enough, smart guy.
[01:20:53.098 --> 01:20:55.379]  He's looking at this and he's asking the same question I'm asking.
[01:20:55.680 --> 01:20:59.703]  How do you reach out to these white yuppies or, uh, you know, black folks, whoever?
[01:21:00.364 --> 01:21:02.287]  Because they're gonna think you're saying, no, I want McCain.
[01:21:02.387 --> 01:21:02.708]  No!
[01:21:02.768 --> 01:21:06.254]  We're saying, it's like a used car salesman trying to sell you two lemons.
[01:21:07.396 --> 01:21:08.719]  And one of them's got a better paint job.
[01:21:10.206 --> 01:21:13.048]  And all we're saying is, you don't want to buy any car off this lot.
[01:21:13.528 --> 01:21:15.250]  You want to get to the real issues.
[01:21:15.350 --> 01:21:20.654]  And black folks, I've always found, have been the biggest hardcore fans of this radio show, because they've been screwed a lot.
[01:21:20.694 --> 01:21:21.515]  They know about the man.
[01:21:21.555 --> 01:21:22.435]  They know about corruption.
[01:21:22.916 --> 01:21:27.099]  And now, a lot of black fans I have are saying, yeah, Alex, we know you're right.
[01:21:27.119 --> 01:21:28.340]  And he is lying about stuff.
[01:21:28.360 --> 01:21:29.701]  But still, he's not bad, Alex.
[01:21:29.741 --> 01:21:30.242]  He's not bad.
[01:21:30.582 --> 01:21:30.882]  Fine.
[01:21:31.122 --> 01:21:32.744]  Obama, let's just say, is a wonderful guy.
[01:21:32.784 --> 01:21:33.284]  Which he's not.
[01:21:33.324 --> 01:21:34.085]  He's very evil.
[01:21:34.345 --> 01:21:35.506]  I'll tell you right now, I've studied him.
[01:21:35.566 --> 01:21:36.747]  Very slick, very wicked.
[01:21:36.987 --> 01:21:37.928]  And he's betraying people.
[01:21:38.468 --> 01:21:40.069]  But how do we then reach out?
[01:21:40.109 --> 01:21:49.356]  But finish up the point because I think what I got from you earlier is you're saying you're just going to plant seeds with people and get them to start thinking so as they get betrayed more and more they wake up.
