[00:00:00.429 --> 00:00:01.670]  ...author many times over.
[01:20:17.269 --> 01:20:21.051]  Try all of their truly honest products that will keep you alive and healthy.
[01:20:21.412 --> 01:20:28.557]  Go to enerfood.com or give them a call right now, 866-762-9238.
[01:20:28.877 --> 01:20:32.180]  Click on their banner at infowars.com to see all the available discounts.
[01:20:34.343 --> 01:20:38.305]  Hello friends, this is Alex Jones and I want each of you to ask yourself this question.
[01:20:38.585 --> 01:20:40.366]  Do you really know what's in your tap water?
[01:20:40.586 --> 01:20:48.850]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[01:20:49.110 --> 01:20:54.333]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[01:20:54.653 --> 01:20:56.274]  Now what are you going to do about it?
[01:20:56.514 --> 01:21:02.841]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[01:21:03.041 --> 01:21:13.772]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere and uses state-of-the-art carbon filtration, reverse osmosis, and ultra-violent light sterilization techniques.
[01:21:14.092 --> 01:21:14.553]  That's right.
[01:21:14.833 --> 01:21:17.133]  Clean water right from the air you breathe.
[01:21:17.393 --> 01:21:19.134]  Order today by calling 1-800-691-6043.
[01:21:19.214 --> 01:21:19.414]  That's 1-800-691-6043.
[01:21:19.474 --> 01:21:21.834]  Or visit A Cola Blue on the web at www.ecoloblue.com today.
[01:21:22.054 --> 01:21:22.794]  That's A Cola Blue dot com.
[01:21:44.687 --> 01:21:52.334]  We're going to go over Blackwater, what's really happening in the economy, and take your calls with Bob Chapman of TheInternationalForecaster.com in a moment.
[01:21:52.634 --> 01:21:57.718]  Before I go any further, I want to tell you about a couple of sponsors that made this hour possible.
[01:21:58.239 --> 01:22:04.464]  One of them is Diginet.net, and this is the premier place to get the best and lowest price.
[01:22:05.225 --> 01:22:07.046]  I mean, take the pen they sell for like $45, $50.
[01:22:07.146 --> 01:22:12.307]  I bought these last year for $150 before they were our sponsor, the exact same pen.
[01:22:12.627 --> 01:22:15.728]  They've got a very inexpensive in-car system you can put on yourself in minutes.
[01:22:16.068 --> 01:22:17.348]  Little tiny hidden cameras.
[01:22:17.728 --> 01:22:20.369]  They've got the outside and the inside of the car, however you want to set it up.
[01:22:20.989 --> 01:22:23.810]  And then it goes into a little memory chip.
[01:22:25.811 --> 01:22:34.622]  You know, just a regular little memory stick so that you can record hours of video when the police or anybody else are giving you a problem, you can document what really happened.
[01:22:35.042 --> 01:22:36.424]  It's diginet.net.
[01:22:36.544 --> 01:22:39.868]  Everybody needs to use Big Brother against Big Brother.
[01:22:40.188 --> 01:22:41.750]  Fight fire with fire!
[01:22:41.850 --> 01:22:43.492]  Fight fire with fire!
[01:22:44.639 --> 01:22:45.839]  Fight fire with fire.
[01:22:45.879 --> 01:22:48.120]  That's a line out of a Metallica song.
[01:22:49.060 --> 01:22:50.800]  So diginet.net.
[01:22:50.840 --> 01:22:52.481]  We fight fire with fire.
[01:22:52.601 --> 01:22:55.261]  Check them out today, ladies and gentlemen.
[01:22:55.281 --> 01:22:56.301]  A lot of great systems.
[01:22:56.741 --> 01:23:01.482]  Great Patriots over at diginet.net.
[01:23:02.763 --> 01:23:05.783]  Another one of our great sponsors is efoodsdirect.com.
[01:23:05.823 --> 01:23:07.063]  Triple enameled cans.
[01:23:07.184 --> 01:23:08.984]  This food is packed monthly.
[01:23:09.907 --> 01:23:13.669]  Not yearly or 4 or 5 or 6, 7, 8, 10 year old crud.
[01:23:13.689 --> 01:23:18.332]  A lot of these smaller companies that lie about how long they've been open or how long they've been around.
[01:23:18.672 --> 01:23:20.893]  This is the company, eFoodsDirect.com.
[01:23:21.674 --> 01:23:24.375]  I remember hearing these guys 15 years ago.
[01:23:24.435 --> 01:23:25.936]  I bought food from them 8 years ago.
[01:23:25.996 --> 01:23:28.077]  Bought food again a year and a half ago from them.
[01:23:28.137 --> 01:23:28.757]  Bought food 3 times.
[01:23:30.138 --> 01:23:33.439]  And it's just no GMO, no MSG, none of that stuff.
[01:23:33.819 --> 01:23:35.040]  eFoodsDirect.com.
[01:23:35.060 --> 01:23:37.801]  The letter E, foodsdirect.com.
[01:23:38.241 --> 01:23:39.481]  eFoodsDirect.com or 1-800-409-5633.
[01:23:39.501 --> 01:23:39.561]  1-800-409-5633.
[01:23:49.141 --> 01:23:51.522]  We don't have to remind you that you need to be independent.
[01:23:51.563 --> 01:23:53.264]  The globalists don't want you to be independent.
[01:23:53.564 --> 01:23:56.666]  Go to efoodsdirect.com and find out about all the great things they have to offer.
[01:23:56.686 --> 01:23:57.206]  1-800-409-5633.
[01:23:57.586 --> 01:24:00.248]  Okay, going back to Bob.
[01:24:00.288 --> 01:24:01.569]  Bob, Blackwater.
[01:24:01.589 --> 01:24:02.909]  I mean, you know, this is Time Magazine.
[01:24:02.950 --> 01:24:04.951]  Former Blackwater CEO, Eric Prince.
[01:24:05.651 --> 01:24:07.752]  Federal court, killing federal witnesses.
[01:24:08.193 --> 01:24:12.796]  Well, we know the Army does that, too, to people that were, you know, where'd the missiles go?
[01:24:12.836 --> 01:24:13.596]  Where'd the money go?
[01:24:13.636 --> 01:24:15.497]  Where'd the pallets of billions of dollars go?
[01:24:15.898 --> 01:24:16.398]  You die.
[01:24:17.654 --> 01:24:19.775]  This was encouraged, a mafia type system.
[01:24:20.775 --> 01:24:27.397]  Blackwater is seeking a gag order right now against the nation and against these people claiming national security.
[01:24:28.998 --> 01:24:30.939]  Blackwater found her implicated in murder.
[01:24:30.959 --> 01:24:34.360]  I don't know about Mr. Prince on this count.
[01:24:35.285 --> 01:24:42.712]  But I do know that Israel has bragged themselves, years after we covered it, that they have hit teams in the U.S.
[01:24:42.732 --> 01:24:46.415]  killing people, and that they use Delta Force to kill people in the U.S.
[01:24:46.455 --> 01:24:47.316]  and abroad.
[01:24:48.276 --> 01:24:50.298]  And people think that's tough or cool.
[01:24:50.358 --> 01:24:50.538]  No.
[01:24:50.959 --> 01:24:56.003]  Once secret groups in the government kill who they want, when they want, you are in total tyranny.
[01:24:56.764 --> 01:25:01.868]  And that's like the NSA surveils Congress, and the NSA for the British surveils their Parliament.
[01:25:02.645 --> 01:25:06.348]  The black op government that works for Wall Street is robbing everything.
[01:25:07.049 --> 01:25:12.813]  Goldman Sachs has a special computer jacked into the stock exchange, stealing money with an algorithm.
[01:25:13.514 --> 01:25:15.275]  And Barney Frank says, oh that's okay.
[01:25:15.775 --> 01:25:17.357]  It's all rigged.
[01:25:17.657 --> 01:25:19.238]  Bob Chapman, your take on all this.
[01:25:20.439 --> 01:25:22.841]  It's all rigged, and you're absolutely right.
[01:25:23.800 --> 01:25:33.828]  I think getting back to the Blackwater group, fostered under the Bush administration, especially.
[01:25:33.848 --> 01:25:36.971]  It's just a license to kill.
[01:25:37.011 --> 01:25:37.892]  They do what they want.
[01:25:38.652 --> 01:25:42.795]  And someone from the inside, for whatever reason, has come out and exposed them.
[01:25:42.815 --> 01:25:48.120]  And of course, they know that their lives are going to be in danger.
[01:25:48.720 --> 01:25:50.742]  And they've been willing to take that risk.
[01:25:51.656 --> 01:25:55.717]  But, um, sure, that's what they've been doing, and they're not the only ones.
[01:25:56.418 --> 01:26:01.859]  I'm sure that the other contractors were doing the same thing, and the CIA's done it for years.
[01:26:02.500 --> 01:26:03.620]  I mean, anything goes.
[01:26:04.320 --> 01:26:18.685]  And now... One of the reasons I did not continue to work in counterintelligence, because, you know, these people, I said to myself, you know, in 1958-59, I said, these people are far worse than the Mafia.
[01:26:20.302 --> 01:26:24.465]  Well, it turns out the Italian mob was just some minions they used for some dirty work.
[01:26:25.005 --> 01:26:28.007]  And when they got too big for their britches, they demonized them and shut them down.
[01:26:29.608 --> 01:26:35.713]  Back then, the Italian mob wasn't running child kidnapping rings for sex perverts, but now the whole global mob does.
[01:26:35.733 --> 01:26:36.253]  And you're right.
[01:26:36.693 --> 01:26:39.015]  DynCorp, much bigger, much more wicked.
[01:26:39.175 --> 01:26:40.836]  Now they changed their name three years ago.
[01:26:41.257 --> 01:26:43.598]  They, on record, kidnapped over 1,100,000 people.
[01:26:46.320 --> 01:26:54.467]  I know that's a huge number to believe, but that was back in the early 2000s, first three years of the millennium, and they don't even get in trouble.
[01:26:55.828 --> 01:26:57.870]  I mean, it's just, it's totally lawless.
[01:26:57.930 --> 01:27:04.676]  It's a big joke to them, and now they want to steal all our pension funds and take over America, and North Com standing by to do it.
[01:27:05.297 --> 01:27:08.359]  Our lives depend on discrediting this government, don't they, Bob?
[01:27:09.480 --> 01:27:13.344]  Right, and you know, one of the concepts here I'd like to talk about that
[01:27:14.598 --> 01:27:20.423]  I and many, many others get sucked into with the Second World War, the Korean War, you know, serving.
[01:27:21.004 --> 01:27:28.810]  And that is, all it was was to further the interest of the powers behind government.
[01:27:29.290 --> 01:27:31.092]  And I found that a long time ago.
[01:27:31.752 --> 01:27:35.015]  But they do anything that they want.
[01:27:36.196 --> 01:27:37.597]  And that's what's so frightening.
[01:27:38.158 --> 01:27:43.242]  And they use this secret force, plus the military.
[01:27:44.264 --> 01:27:51.628]  To cow people in other countries and force them to accept what they want to do.
[01:27:52.849 --> 01:27:57.372]  Example, you take a place like, let's take the Bahamas.
[01:27:57.612 --> 01:27:58.352]  I used to live there.
[01:27:59.533 --> 01:28:04.956]  And they came to the government there and they said, look, this is the way it's going to be.
[01:28:04.976 --> 01:28:08.338]  You're going to turn over all the information that we want you to.
[01:28:09.068 --> 01:28:12.211]  On all kinds of accounts and corporations and things like that.
[01:28:12.772 --> 01:28:18.857]  And if you don't do that, then what's going to happen is we'll, you know, disrupt your government.
[01:28:19.538 --> 01:28:25.383]  No more electronic communications, no internet, no post, no airplanes, no boats.
[01:28:26.144 --> 01:28:27.825]  We'll just shut you off from humanity.
[01:28:28.286 --> 01:28:30.007]  And if that doesn't work, we'll liquidate you.
[01:28:31.228 --> 01:28:35.272]  And I get that from a president, a former president of the Bahamas.
[01:28:36.198 --> 01:28:36.658]  At a dinner.
[01:28:37.199 --> 01:28:40.761]  Well, what did ABC News... This has been going on for years, Alex.
[01:28:41.402 --> 01:28:41.622]  Yeah.
[01:28:41.902 --> 01:28:43.923]  Well, what did ABC News report two months ago?
[01:28:43.944 --> 01:28:44.844]  We can put it on screen.
[01:28:45.465 --> 01:28:52.650]  Merck said we must go to the homes of any scientists saying our products are killing people and liquidate them.
[01:28:52.950 --> 01:28:54.471]  We must seek and destroy them.
[01:28:54.871 --> 01:28:58.394]  That came out in federal court documents and the media spun it.
[01:28:58.474 --> 01:29:02.617]  Oh, they just meant that, ha ha ha, but then you go, look, all these people got killed.
[01:29:03.197 --> 01:29:04.837]  I mean, that's just corporate business now.
[01:29:04.937 --> 01:29:06.178]  Just murder those people.
[01:29:06.818 --> 01:29:07.758]  Lock and load, you know?
[01:29:08.478 --> 01:29:11.379]  And then we're supposed to trust these people and take their vaccines?
[01:29:13.099 --> 01:29:13.699]  Not at all.
[01:29:14.419 --> 01:29:19.420]  And those are all those bio-scientists that one way or the other died.
[01:29:20.460 --> 01:29:23.161]  And that was the drug companies getting rid of them.
[01:29:23.181 --> 01:29:24.341]  And who helps them do that?
[01:29:25.481 --> 01:29:28.422]  The CIA and other organizations.
[01:29:29.482 --> 01:29:30.162]  They hire them.
[01:29:31.115 --> 01:29:31.536]  And why?
[01:29:31.596 --> 01:29:41.189]  Because the major stockholders in the drug companies are foundations and holdings of members of the Illuminati.
[01:29:41.209 --> 01:29:43.933]  I don't know what the percentages are, but they're very high.
[01:29:47.472 --> 01:29:48.812]  You know what's also interesting?
[01:29:49.312 --> 01:29:52.273]  Was that Blackwater was smuggling weapons into Iraq.
[01:29:52.313 --> 01:29:54.174]  That's in The Nation and Time Magazine.
[01:29:54.554 --> 01:29:58.055]  That's what our military sources told us years ago and then it came out.
[01:29:58.535 --> 01:30:00.515]  British Special Forces, Israeli, U.S.
[01:30:00.535 --> 01:30:02.116]  Special Forces and mercenaries.
[01:30:02.576 --> 01:30:04.356]  And that's what Wayne Madsen's been reporting on.
[01:30:04.696 --> 01:30:10.498]  The troops keep catching truckloads of weapons being brought to Wahhabis to kill U.S.
[01:30:10.558 --> 01:30:10.978]  forces.
[01:30:11.858 --> 01:30:21.481]  And that most of all those bombings and stuff and bombings of mosques, Ray McGovern, former chief CIA briefer for Ronald Reagan, came on the show and said they blew up that mosque to get Shiite and Sunni killing each other.
[01:30:21.941 --> 01:30:26.263]  It turns out there was very little real war going on there.
[01:30:26.903 --> 01:30:27.383]  You don't know.
[01:30:27.423 --> 01:30:35.846]  I mean, I mean, the contractors, a lot of evidence shows, grease their own people and hang them up on bridges to then have a pretext to get more funding.
[01:30:36.106 --> 01:30:39.728]  They run false flags against themselves, not just against the troops.
[01:30:39.808 --> 01:30:42.949]  I mean, these people are more Machiavelli than Machiavelli.
[01:30:44.389 --> 01:30:45.470]  Anything to make a buck.
[01:30:48.691 --> 01:30:49.691]  It's as simple as that.
[01:30:50.711 --> 01:30:52.632]  They will do anything to make money.
[01:30:53.292 --> 01:30:55.233]  And I don't care what the fallout is because they have
[01:30:55.765 --> 01:30:57.186]  They get out of jail free card.
[01:30:57.226 --> 01:31:00.727]  They work for a contractor, or they work for the government.
[01:31:01.227 --> 01:31:02.027]  They do what they want.
[01:31:02.047 --> 01:31:09.930]  Yeah, but how stupid would one of these, say, Special Forces, Green Beret, whatever, Navy SEAL be to go to work for a big contractor?
[01:31:10.290 --> 01:31:12.911]  Don't they know these companies kill them later?
[01:31:12.931 --> 01:31:15.692]  No, they don't, I don't think.
[01:31:15.712 --> 01:31:19.213]  I don't think that they believe that they would do that, and I think that they're one of them.
[01:31:19.954 --> 01:31:23.395]  And you gotta remember, and I know this first-hand because
[01:31:24.368 --> 01:31:33.334]  I spent a lot of time with Navy SEALs in San Diego, and I won't tell you the team numbers, but if you're there in San Diego, you can figure it out.
[01:31:34.075 --> 01:31:44.282]  And I would sit around a dinner or something with them, and they would bemoan the fact, and these guys, most of them were in their 30s, that the only thing they know how to do is murder people.
[01:31:45.552 --> 01:31:53.978]  And they'd start telling me about some of the ops that they did in other countries, and we'd go in, you know, wipe out, you know, 800 people at a WAC and things like this.
[01:31:54.418 --> 01:31:55.699]  These are incredible stories.
[01:31:56.780 --> 01:32:01.283]  And, of course, they would normally talk about it, and some of them would break down and start crying.
[01:32:01.303 --> 01:32:04.345]  I mean, this is the true stories.
[01:32:05.366 --> 01:32:09.249]  And so, it has a human toll, is what I'm saying here.
[01:32:09.769 --> 01:32:12.391]  But, yes, they did that, but they don't realize
[01:32:13.454 --> 01:32:18.476]  They think there's some sort of an honor or esprit de corps, and it does not exist with these people.
[01:32:18.876 --> 01:32:20.036]  I mean, look at Arlene Ott.
[01:32:22.417 --> 01:32:27.019]  I mean, the first time I went in to see him, he had my file on his desk.
[01:32:27.079 --> 01:32:28.579]  I said, oh, I see you got my file.
[01:32:29.119 --> 01:32:29.760]  He said, yeah.
[01:32:29.860 --> 01:32:31.760]  I said, you want to talk about Compromised?
[01:32:34.681 --> 01:32:37.302]  You know about the book Compromised, you remember it, I'm sure.
[01:32:37.842 --> 01:32:42.724]  Yes, he wanted to talk about the book on Mina.
[01:32:44.255 --> 01:32:44.495]  Yes.
[01:32:45.816 --> 01:32:47.978]  And, uh, quite a long book and a very good one.
[01:32:48.118 --> 01:32:49.078]  It's still available.
[01:32:49.999 --> 01:32:52.701]  And, uh, and he said, no, I don't want to talk about that.
[01:32:55.082 --> 01:32:59.485]  Oh, so he was menacing you with your file and you said, oh, you want to talk about how you're compromised?
[01:33:00.246 --> 01:33:00.486]  Yeah.
[01:33:00.806 --> 01:33:06.450]  I always found when you go in to meet people like that, you got to take command of the situation.
[01:33:07.210 --> 01:33:12.374]  And quite frankly, I knew he was a wimp because I know people who serve with them, especially in Granada.
[01:33:13.248 --> 01:33:17.131]  And so, uh, other army offices, uh, army, marine offices.
[01:33:17.732 --> 01:33:20.835]  And they had told me, so, they told me how to handle this guy.
[01:33:21.715 --> 01:33:23.297]  So I walked in and said, hey, I'm the boss.
[01:33:23.317 --> 01:33:26.940]  And he said... Why did he, why did he get in your face?
[01:33:27.520 --> 01:33:28.741]  I mean, why were you meeting with him?
[01:33:28.761 --> 01:33:30.503]  He just wanted to let me know what power he had.
[01:33:30.863 --> 01:33:32.204]  That he was really connected.
[01:33:34.086 --> 01:33:36.128]  But no, I mean, I'm interested about this Ollie North story.
[01:33:36.288 --> 01:33:37.189]  We've had him on before.
[01:33:37.689 --> 01:33:40.692]  Uh, tell me about, uh, why you were being called into his office.
[01:33:41.963 --> 01:33:45.465]  Uh, because he wanted me to do public relations for his company.
[01:33:46.545 --> 01:33:47.705]  Oh, so it was a friendly thing.
[01:33:48.966 --> 01:33:50.006]  Well, it was a business thing.
[01:33:51.307 --> 01:33:51.507]  Yeah.
[01:33:52.107 --> 01:33:54.068]  Don't you think they were just trying to recruit you back in?
[01:33:55.449 --> 01:33:55.769]  Maybe.
[01:33:55.789 --> 01:33:57.630]  It wasn't very successful.
[01:34:00.291 --> 01:34:00.911]  Yeah.
[01:34:00.931 --> 01:34:03.432]  It's because I know there's no way I would do that.
[01:34:04.735 --> 01:34:04.875]  Yeah.
[01:34:05.095 --> 01:34:06.415]  Why'd you even meet with him then?
[01:34:06.455 --> 01:34:08.116]  At this point, oh, it's an old man.
[01:34:08.956 --> 01:34:12.177]  Yeah, but why did you even meet with him then?
[01:34:12.197 --> 01:34:12.937]  Did you see what he wanted?
[01:34:14.557 --> 01:34:18.898]  Yeah, I wanted to look at the company and the company was not very good.
[01:34:18.938 --> 01:34:31.401]  They were making bulletproof vests and they didn't have any contracts and there was really nothing to bring to the public's attention that was positive for the company.
[01:34:32.002 --> 01:34:33.702]  Oh, he wanted you to do PR for him?
[01:34:34.901 --> 01:34:37.242]  Yeah.
[01:34:37.663 --> 01:34:38.223]  Interesting, Bob.
[01:34:38.243 --> 01:34:39.063]  I know you've done a lot of that.
[01:34:40.884 --> 01:34:41.164]  Okay.
[01:34:41.545 --> 01:34:42.305]  Shifting gears.
[01:34:43.206 --> 01:34:44.526]  Well, one more question on Blackwater.
[01:34:44.886 --> 01:34:46.727]  Do you think this is going to teach them a lesson?
[01:34:47.188 --> 01:34:48.328]  That all this is coming out?
[01:34:48.388 --> 01:34:50.189]  Or will this just further encourage it?
[01:34:50.209 --> 01:34:54.051]  And next it'll be, oh yes, every neighborhood has its mercenaries over you.
[01:34:54.091 --> 01:34:56.373]  And if you get out of line, they're going to double cap you.
[01:34:56.413 --> 01:34:57.553]  I mean, is it just going to turn into that?
[01:34:57.573 --> 01:35:01.475]  I think that it's a neutral thing.
[01:35:01.515 --> 01:35:02.616]  They'll continue to do it.
[01:35:03.277 --> 01:35:05.739]  I think that they're bulletproof, so to speak.
[01:35:06.379 --> 01:35:10.801]  And how far these charges go remains to be seen.
[01:35:10.821 --> 01:35:18.686]  You've got to remember that these people, not just in Blackwater, but in Washington, who are backing them up, are going to protect them.
[01:35:19.767 --> 01:35:20.887]  It's not going to get into court.
[01:35:20.907 --> 01:35:25.230]  They're going to kill these people who have made the complaints and made these statements.
[01:35:26.250 --> 01:35:28.051]  And will it stop there?
[01:35:28.472 --> 01:35:29.052]  Probably.
[01:35:30.188 --> 01:35:32.169]  I mean, they're very, very powerful.
[01:35:32.269 --> 01:35:33.870]  You can't use the court system.
[01:35:34.350 --> 01:35:36.552]  And goodness knows, Alex, you know that.
[01:35:37.212 --> 01:35:41.694]  I mean, it's a two-tiered system for those who are connected and those who aren't.
[01:35:41.714 --> 01:35:44.116]  Look at Greenberg, who ran AIG.
[01:35:44.136 --> 01:35:45.897]  They fined him $15 million.
[01:35:46.317 --> 01:35:47.358]  It's chump change.
[01:35:47.678 --> 01:35:48.798]  He stole billions.
[01:35:51.280 --> 01:35:51.980]  Yeah, it's a joke.
[01:35:52.020 --> 01:35:58.884]  You steal and make $2 billion and you pay a $15 million fine and it's literally a huge joke and then he goes and has a beer with a judge afterwards.
[01:35:59.795 --> 01:36:02.457]  Michael Milken stole three billion dollars.
[01:36:04.198 --> 01:36:07.201]  And so he gave back one billion and kept two.
[01:36:09.022 --> 01:36:10.083]  It's all about money.
[01:36:11.244 --> 01:36:12.405]  It's all about power.
[01:36:12.425 --> 01:36:17.208]  I mean, you know, I observed these things in my publication.
[01:36:17.249 --> 01:36:23.774]  If you notice at the end of a paragraph where somebody gets off the hook, a GE just got off the hook the other day for 50 million.
[01:36:24.054 --> 01:36:24.794]  Jump change!
[01:36:25.855 --> 01:36:27.977]  They neither admit nor deny
[01:36:28.815 --> 01:36:30.716]  Nor do they ever get charged criminally.
[01:36:31.056 --> 01:36:32.297]  And they've committed fraud.
[01:36:32.417 --> 01:36:34.058]  And they should be charged criminally.
[01:36:34.418 --> 01:36:35.018]  And they're not.
[01:36:35.138 --> 01:36:35.398]  Why?
[01:36:35.458 --> 01:36:38.440]  Because they're Illuminist or Illuminist connected.
[01:36:38.460 --> 01:36:40.881]  And that's what's going to happen with Blackwater.
[01:36:44.226 --> 01:36:45.947]  Well, it's seriously bad news.
[01:36:46.427 --> 01:36:49.068]  On the economy, what are the economic numbers?
[01:36:49.108 --> 01:36:52.930]  I mean, it looks like all the Main Street numbers are just imploding faster than ever.
[01:36:53.290 --> 01:36:55.211]  But meanwhile, they're saying, oh, look at the stock market.
[01:36:55.271 --> 01:36:55.551]  It's up.
[01:36:55.611 --> 01:36:57.092]  It's actually down the last few days.
[01:36:57.672 --> 01:36:59.053]  Is that another sucker's rally?
[01:37:00.173 --> 01:37:00.933]  It surely is.
[01:37:01.034 --> 01:37:05.275]  And the reason the market went up today was because of the employment report.
[01:37:05.315 --> 01:37:09.857]  And they would have us believe that unemployment went down from 9.5 to 9.4 percent and that
[01:37:14.074 --> 01:37:23.177]  They were only a smaller amount of jobs lost, which were 247,000.
[01:37:23.217 --> 01:37:26.898]  Now, I'll give you a secret to this.
[01:37:27.998 --> 01:37:34.580]  And they said that there were revisions for 43,000, which is not a lot.
[01:37:35.200 --> 01:37:41.802]  But what they use is this birth-death ratio, which we discussed before, where government goes and says,
[01:37:42.941 --> 01:37:48.263]  We can't figure out how many people are hired or fired by small and medium sized companies.
[01:37:48.784 --> 01:37:50.104]  We just couldn't cover everybody.
[01:37:50.624 --> 01:37:57.287]  So we're going to guess at it, and I guess they make new jobs over old jobs as a net, plus $185,000 a month.
[01:37:57.307 --> 01:37:57.848]  Now they do that
[01:38:01.650 --> 01:38:11.636]  On a basis where it's not 185,000 each and every month, one month they may create 50,000 jobs, in the next month 200,000.
[01:38:11.836 --> 01:38:13.236]  Out of thin air!
[01:38:14.537 --> 01:38:23.702]  Now last July, that's a year ago this past July, they had 1.4 million jobs that were lost.
[01:38:24.403 --> 01:38:28.745]  And then they seasonally adjusted them, showing a loss of only 128,000.
[01:38:30.962 --> 01:38:34.024]  No, I don't know yet what they did with these figures.
[01:38:34.584 --> 01:38:36.465]  Unfortunately, I'll know tomorrow.
[01:38:36.865 --> 01:38:42.108]  But the figures that came out that made the market go up today were totally bogus.
[01:38:42.809 --> 01:38:43.889]  Well, that's asinine.
[01:38:43.969 --> 01:38:54.335]  I mean, they're saying Obama says, oh, we may go above 10% unemployment when every major institution outside of government says it's been over 20 points for months.
[01:38:56.116 --> 01:38:57.977]  Well, it's starting to say so now because
[01:38:58.649 --> 01:38:58.909]  Yeah, I heard.
[01:39:18.991 --> 01:39:33.247]  Well, tell us about when we get back and we'll take some calls, Bob, but I was just going to say, last night driving home, I almost ran off the road, Fox News on Local 590 said that it was much higher than 10% because they don't count people that have quit looking for jobs.
[01:39:33.307 --> 01:39:34.689]  So, the truth is coming up.
[01:39:34.989 --> 01:39:38.591]  Heart-related health problems affect millions of people each year.
[01:39:38.771 --> 01:39:48.757]  Maybe you're one of the many who suffer from issues related to angina pain, high blood pressure, congestive heart failure, unbalanced cholesterol, irregular heartbeat, or clogged arteries.
[01:39:48.917 --> 01:39:50.858]  There is a solution that doesn't involve
[01:39:51.198 --> 01:39:51.678]  We're good to go!
[01:40:21.138 --> 01:40:21.738]  It is a big idea.
[01:40:21.778 --> 01:40:22.779]  A new world order.
[01:40:22.879 --> 01:40:26.980]  In the near future, Earth is dominated by a powerful world government.
[01:40:27.060 --> 01:40:28.821]  It's known as the Bilderberg Group.
[01:40:28.901 --> 01:40:31.262]  Could their objective be world domination?
[01:40:49.594 --> 01:40:52.018]  For thousands of years, their dark order grew.
[01:40:52.759 --> 01:41:00.111]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[01:41:03.120 --> 01:41:08.083]  For the first time in history, the elite's plan for world government is blown wide open.
[01:41:08.564 --> 01:41:12.026]  You will learn the secret that drives the entire New World Order agenda.
[01:41:12.426 --> 01:41:14.928]  Build America is making great progress toward a world government.
[01:41:14.988 --> 01:41:16.149]  Most people have no idea.
[01:41:16.169 --> 01:41:16.909]  They're not after money.
[01:41:16.929 --> 01:41:18.030]  They have all the money they need.
[01:41:18.230 --> 01:41:18.931]  They're after power.
[01:41:19.191 --> 01:41:20.071]  That's what they're after these days.
[01:41:20.352 --> 01:41:24.895]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[01:41:25.115 --> 01:41:28.597]  Or watch it online right now at PrisonPlanet.tv.
[01:41:29.037 --> 01:41:31.859]  Endgame, blueprint for global enslavement.
[01:41:31.899 --> 01:41:32.940]  You have been warned.
[01:41:33.800 --> 01:41:40.764]  If the current state of the economy is severely impacting your life, this might be some of the most important information you will ever hear.
[01:41:41.125 --> 01:41:48.829]  As the economy continues to spiral out of control, many people, just like you, wonder how they will support their family and pay their bills.
[01:41:49.109 --> 01:41:52.451]  The government is not going to help out the people who desperately need it.
[01:41:52.751 --> 01:41:56.073]  It's time for you to look outside the box and change your life.
[01:41:56.233 --> 01:42:00.776]  If you're tired of the get-rich-quick schemes, if you're tired of living paycheck to paycheck,
[01:42:01.096 --> 01:42:05.197]  If you're tired of being tired, you need to pick up Robert Beatle's new book.
[01:42:05.437 --> 01:42:07.278]  And it's called, Here's What You Do.
[01:42:07.578 --> 01:42:09.138]  Yes, Here's What You Do.
[01:42:09.459 --> 01:42:15.000]  This 72-page book will show you what you need to do to make the best of an economy that's in the middle of a recession.
[01:42:15.260 --> 01:42:16.040]  And the best part?
[01:42:16.200 --> 01:42:21.462]  This revolutionary book is priced under $10 and is only $6 for the e-book.
[01:42:21.702 --> 01:42:23.883]  Here's What You Do to get Here's What You Do.
[01:42:24.243 --> 01:42:26.183]  Visit here'swhatyoudo.net.
[01:42:26.403 --> 01:42:27.684]  That's here'swhatyoudo.net.
[01:42:28.564 --> 01:42:32.726]  Here's what you do dot net and start changing your life today.
[01:42:32.746 --> 01:42:46.451]  The preacher man says it's the end of time and the Mississippi River, she's a gold drive.
[01:42:48.812 --> 01:42:54.755]  The interest is up and the stock market's down and you're only getting mugged if you go downtown.
[01:42:56.923 --> 01:43:02.370]  Bob, let's hold you five more minutes over if you can, so we can take a few calls from Steve, Jim, Jeff, Larry, and Ben.
[01:43:02.811 --> 01:43:04.093]  But just briefly, is it?
[01:43:04.113 --> 01:43:06.355]  This is what Max Keiser and others are saying.
[01:43:06.376 --> 01:43:07.157]  I want to see if you concur.
[01:43:08.783 --> 01:43:14.166]  Is it all the tens of trillions they've stolen and the 23.7 trillion they're buying up the stock market?
[01:43:14.786 --> 01:43:17.048]  And so that's why it's a speculative thing.
[01:43:17.568 --> 01:43:20.469]  It's now basically a commodity like gold or oil.
[01:43:20.509 --> 01:43:21.730]  We see all that rising.
[01:43:22.090 --> 01:43:23.631]  Those dollars are going into that.
[01:43:23.651 --> 01:43:25.632]  And we're seeing inflation there.
