[00:00:06.147 --> 00:00:09.910]  Infowars.com is tomorrow's news.
[02:12:13.748 --> 02:12:13.888]  Ha!
[02:12:14.088 --> 02:12:14.969]  That's trolling the media.
[02:12:15.189 --> 02:12:15.989]  That'll get picked up.
[02:12:16.730 --> 02:12:18.511]  Jones makes fun of Jeff Flake's nose.
[02:12:19.372 --> 02:12:20.512]  Ha ha ha ha!
[02:12:22.150 --> 02:12:32.192]  No, Jeff Flake is a toadying, sycophantic, sophist, because he doesn't come up with his own stuff, back with the Russia narrative.
[02:12:32.273 --> 02:12:40.675]  Now, Trump isn't in the back pocket or isn't the you-know-what holster, as Stephen Colbert said, of Putin.
[02:12:41.075 --> 02:12:41.515]  No, no, no.
[02:12:41.775 --> 02:12:43.115]  He is Stalin!
[02:12:45.436 --> 02:12:46.316]  Okay, let's go to your calls.
[02:12:48.095 --> 02:12:50.537]  Frank, and I gotta go quick now, I'm sorry, we're on a break here in a minute.
[02:12:50.818 --> 02:12:52.779]  Frank in North Carolina, thanks for holding so long.
[02:12:53.100 --> 02:12:56.162]  I think it's emerging that Russiagate and the dossier's it.
[02:12:56.202 --> 02:12:56.463]  Go ahead.
[02:12:57.509 --> 02:12:59.711]  Yeah, Alex, I just have to say something, man.
[02:12:59.731 --> 02:13:02.733]  It seems like every time I turn on your broadcast, you're bragging.
[02:13:03.573 --> 02:13:04.714]  It just gets old, man.
[02:13:04.994 --> 02:13:06.715]  I'm gonna shut you down right now, okay?
[02:13:07.436 --> 02:13:09.457]  We're taking calls about your nomination.
[02:13:09.737 --> 02:13:13.780]  Do you understand they're having congressional hearings trying to shut us down?
[02:13:14.160 --> 02:13:16.462]  Behind the scenes, they've sued me now eight times.
[02:13:17.042 --> 02:13:18.143]  They're trying to shut us down.
[02:13:18.163 --> 02:13:20.444]  They're having congressional hearings saying, shut us down.
[02:13:20.965 --> 02:13:23.286]  If that was happening to anybody else, I'd be freaked out.
[02:13:23.867 --> 02:13:24.607]  Do you understand?
[02:13:24.687 --> 02:13:25.808]  I'm ringing the alarm.
[02:13:26.068 --> 02:13:26.769]  It's like saying,
[02:13:27.629 --> 02:13:31.651]  Colonel Travis at the Alamo sending a letter saying we need help is bragging.
[02:13:32.231 --> 02:13:33.331]  I mean, what's it gonna take?
[02:13:33.591 --> 02:13:34.492]  Us being shut down?
[02:13:34.712 --> 02:13:35.772]  Is that what you want, Frank?
[02:13:38.153 --> 02:13:39.414]  You know what, Alex?
[02:13:39.454 --> 02:13:40.354]  I'll put him on pause again.
[02:13:40.854 --> 02:13:41.474]  Hey, Frank!
[02:13:43.595 --> 02:13:45.196]  I just talked about drugs, too.
[02:13:45.576 --> 02:13:47.837]  They are one vote away.
[02:13:49.558 --> 02:13:52.659]  They called for criminal charges against me at the
[02:13:55.208 --> 02:13:59.808]  Federal Elections Commission and the Federal Trade Commission, and I'm under FBI...
[02:14:01.155 --> 02:14:03.676]  Espionage investigation for working with Russia.
[02:14:03.916 --> 02:14:05.156]  That's not, I didn't do that.
[02:14:05.416 --> 02:14:10.797]  Do you understand it's not bragging to say, we are the tip of the spear, we're under attack, we need your help.
[02:14:11.097 --> 02:14:15.378]  As much bagging as I do, we can barely pay the bills and grow in the face of this.
[02:14:15.578 --> 02:14:18.479]  I'm not going to just stop growth and let them start pushing us backwards.
[02:14:18.739 --> 02:14:20.479]  You understand, I need your help, Frank!
[02:14:20.840 --> 02:14:22.020]  I need your help, Frank!
[02:14:22.740 --> 02:14:26.521]  They're censoring us, they're blocking our advertising, they're blowing us up!
[02:14:27.361 --> 02:14:28.041]  Do you understand?
[02:14:28.061 --> 02:14:29.282]  I need your help, Frank.
[02:14:29.682 --> 02:14:31.183]  Free Press needs your help, Frank.
[02:14:31.603 --> 02:14:34.404]  So I'm sorry if I'm mad at you, man, but it ain't bragging, bro.
[02:14:34.604 --> 02:14:35.464]  It's asking for help.
[02:14:35.484 --> 02:14:36.225]  Do you understand that?
[02:14:38.025 --> 02:14:39.086]  You keep saying they.
[02:14:39.206 --> 02:14:39.926]  Who is they?
[02:14:41.467 --> 02:14:42.647]  Congressman Quigley.
[02:14:43.567 --> 02:14:46.729]  The Board of Governors of the FCC.
[02:14:46.789 --> 02:14:47.929]  You can pull up their names.
[02:14:48.709 --> 02:14:49.930]  You can pull them up.
[02:14:52.080 --> 02:14:53.301]  Hold on, hold on, hold on.
[02:14:53.321 --> 02:14:54.963]  You've been calling in for 10 years or so.
[02:14:55.483 --> 02:14:57.846]  I've probably played these clips 30 times the last few months.
[02:14:58.106 --> 02:14:59.987]  You want me to play them again or are you saying they aren't real?
[02:15:01.489 --> 02:15:05.593]  I'm saying you'll never talk about who they are.
[02:15:06.574 --> 02:15:09.336]  Powerful global corporations that have hijacked this country.
[02:15:10.237 --> 02:15:11.878]  How come almost all of them are Jewish?
[02:15:13.240 --> 02:15:15.582]  Oh, well then why is Matt Drudge they're trying to shut down who's Jewish?
[02:15:18.717 --> 02:15:24.282]  Well, I mean, you know, there are a few things... Why are they trying to arrest Benjamin Netanyahu?
[02:15:24.342 --> 02:15:27.225]  And why is Netanyahu trying to back an American recovery right now?
[02:15:29.267 --> 02:15:30.308]  I don't buy that at all.
[02:15:30.548 --> 02:15:32.330]  That's some kind of inside fight going on there.
[02:15:35.748 --> 02:15:42.574]  Frank, I wanted to know what you think the... Because if I let you do this and everybody will do it, I want to... We're actually getting some calls today, Frank.
[02:15:43.175 --> 02:15:44.676]  But I want to hear your fake news words.
[02:15:44.877 --> 02:15:46.098]  You want to give it to me, that's fine.
[02:15:46.278 --> 02:15:48.240]  But let's come back and I'll give you 60 seconds.
[02:15:49.020 --> 02:15:49.521]  Unbelievable.
[02:15:53.951 --> 02:15:55.571]  I want to apologize to listeners.
[02:15:56.512 --> 02:15:59.732]  I lied to you when I told you Trump would win the election, and he did.
[02:16:00.573 --> 02:16:04.854]  I lied to you when I told you that they're admitting that fluoride's causing brain damage, and it turned out I was right.
[02:16:05.434 --> 02:16:10.095]  I lied to you about a global government existing that was trying to take control of our country, which they now admit is true.
[02:16:10.535 --> 02:16:12.556]  Is this global governance at last?
[02:16:12.636 --> 02:16:15.056]  Is it one world, the central bankers in charge?
[02:16:15.396 --> 02:16:17.157]  I guess, actually, I didn't lie to you.
[02:16:17.737 --> 02:16:29.781]  And I'm on air every day fighting the globalists as they try to shut down free speech in America, as they try to derail our recovery, as they try to fold us into their world government, open up our borders, hand us over to the Islamic Caliphate.
[02:16:30.381 --> 02:16:39.344]  But I'll tell you this, when I'm on air, I wear a sports jacket and a nice shirt because I respect the fact that you're tuning in and watching and listening to what I have to say.
[02:16:39.484 --> 02:16:42.365]  But we're involved in very, very important activities.
[02:16:43.385 --> 02:16:45.926]  And that's why I want to reach out to you right now and explain something.
[02:16:46.837 --> 02:16:47.599]  That's so critical.
[02:16:48.040 --> 02:16:53.254]  And if you grasp it, we'll be able to literally turn the tide even faster against the globalists.
[02:16:53.775 --> 02:16:54.337]  And it's just this.
[02:16:55.498 --> 02:16:58.720]  I'm not always wearing this, ladies and gentlemen.
[02:16:58.740 --> 02:17:13.989]  I dress like this to politically get messages out to folks that aren't awake, to spur debates, but to also meet like-minded people who are out there feeling like they're alone and don't know how many of us there are.
[02:17:14.629 --> 02:17:24.175]  It's like Martin Luther King said, it's all of us of one human race who all have incredible skills and gifts that God gave us that we bring together in the human family.
[02:17:24.975 --> 02:17:25.916]  To do incredible things.
[02:17:26.497 --> 02:17:33.023]  A few months ago I saw media demonizing folks that put up signs at universities that said, all lives matter.
[02:17:33.804 --> 02:17:36.327]  Then they demonized people that said it's okay to be white.
[02:17:37.782 --> 02:17:44.667]  These are universities where they're saying it's inherently evil and an abomination and satanic to be white.
[02:17:45.148 --> 02:17:46.409]  Right outside Austin, Texas.
[02:17:46.809 --> 02:17:48.130]  Texas State University says that.
[02:17:48.611 --> 02:17:54.655]  Most major universities are directing this to create racial division in this country and it's sickening.
[02:17:55.316 --> 02:17:57.277]  That's why I have designed with our crew
[02:17:58.238 --> 02:18:09.503]  Several new limited edition t-shirts that expose this evil and fight true institutional leftist based racial division and classical race war designs.
[02:18:10.270 --> 02:18:14.073]  Yeah, if you're just talking about how you're white or how you're black, it's okay.
[02:18:14.493 --> 02:18:15.694]  That's fine to be proud of yourself.
[02:18:16.074 --> 02:18:19.277]  But isn't it really great to realize we all got red blood?
[02:18:19.297 --> 02:18:20.858]  That's why the shirt is in red.
[02:18:21.238 --> 02:18:29.325]  Out here in space together, the dark blue of the night sky, but all of our red blood together ties us together and that's what makes us great.
[02:18:29.585 --> 02:18:32.067]  The globalists are creating a fake debate to turn us against each other.
[02:18:32.387 --> 02:18:34.649]  Let's come together and say all lives matter.
[02:18:35.209 --> 02:18:39.573]  The fact is it's not just okay, it's great to be human.
[02:18:40.533 --> 02:18:42.255]  Let me show you a few of the other designs we've got.
[02:18:42.735 --> 02:18:44.677]  They're available at InfoWarsTore.com.
[02:18:44.937 --> 02:18:47.500]  They help spread the word, and they help support the broadcast.
[02:18:47.760 --> 02:18:48.501]  A total win-win.
[02:18:49.121 --> 02:18:50.542]  This shirt is white.
[02:18:51.263 --> 02:18:51.603]  Whoa!
[02:18:52.344 --> 02:18:58.490]  And you've got major universities, major publications like BuzzFeed saying it's milk racist because it's white.
[02:18:59.090 --> 02:19:05.897]  So yes, ladies and gentlemen, it's a white shirt that says it's okay to be white, okay to be black, okay to be brown, but it's great.
[02:19:06.437 --> 02:19:06.977]  To be human.
[02:19:22.324 --> 02:19:26.926]  To literally take minorities and turn them into the equivalent of Brown Ku Klux Klan.
[02:19:27.266 --> 02:19:30.667]  This shirt is amazing, it's iconic, and it's limited edition.
[02:19:30.967 --> 02:19:38.430]  They're all available at InfoWarsStore.com or by calling toll free, 888-253-3139.
[02:19:38.711 --> 02:19:51.976]  And despite the fact that all these shirts are super high quality and are destined to be best sellers, through Christmas, we're offering 25% off at InfoWarsStore.com on these limited edition shirts.
[02:19:57.462 --> 02:20:00.092]  You're listening to The Alex Jones Show.
[02:20:14.096 --> 02:20:14.877]  No, I'll stand.
[02:20:14.897 --> 02:20:17.819]  I'm Alex Jones, your host.
[02:20:17.899 --> 02:20:24.866]  We're right in the middle of the People's Choice Fake News Awards 2017.
[02:20:24.986 --> 02:20:25.486]  The President
[02:20:37.330 --> 02:20:42.955]  Seven days ago punted and moved the awards ceremony back to today at 4 p.m.
[02:20:42.975 --> 02:20:43.395]  Central.
[02:20:43.956 --> 02:20:47.739]  Now we don't know because New York Daily News is fake news most the time.
[02:20:48.139 --> 02:20:50.021]  They've written incredible lies about yours truly.
[02:20:51.556 --> 02:20:55.858]  But no, in the White House, they're trying to keep the President from speaking, they're trying to keep him intimidated.
[02:20:55.878 --> 02:20:58.360]  I'm not saying Sanders is, but a lot of them are.
[02:20:58.380 --> 02:21:04.303]  Because Jeff Flake came out and said, the President, if he has an awards ceremony, pointing out lies of the media.
[02:21:04.343 --> 02:21:05.324]  Why, that's Stalin!
[02:21:06.084 --> 02:21:14.669]  And so, New York Daily News says, after Jeff Flake's powerful speech that no one even attended in the Senate Hall, it looks like Trump may cancel it.
[02:21:15.836 --> 02:21:23.163]  Yes, fake news awards, this is probably fake news, absent from Trump's White House schedule, dismissed as potential event.
[02:21:23.984 --> 02:21:32.192]  President Trump's so-called fake news awards were up in the air on the eve of the bizarre celebration, of the bizarre celebration of journalists at odds with the White House rhetoric.
[02:21:32.232 --> 02:21:36.417]  No, it's showing how you're liars, showing where you did it, showing how you're wrong.
[02:21:37.594 --> 02:21:39.975]  Showing how your Russian narrative fell apart into total lies.
[02:21:40.296 --> 02:21:46.759]  When asked about the ceremony Tuesday afternoon, Press Secretary Sarah Huckabee Sanders dismissed Trump's awards as a potential event.
[02:21:47.880 --> 02:21:52.163]  By nightfall, the mysterious awards are absent from the President's public schedule today.
[02:21:52.603 --> 02:21:56.145]  Sanders told White House reporters she would divulge details of the awards.
[02:21:58.652 --> 02:21:59.653]  At unspecified time.
[02:22:00.554 --> 02:22:04.819]  So, we don't know, because the President always does what he says, unless they try to block it.
[02:22:05.159 --> 02:22:08.362]  He initially scheduled the awards January 8th, before pushing back the event January 17th.
[02:22:08.783 --> 02:22:11.706]  Senator Jeff Flake has planned a Senate floor speech, which he did.
[02:22:12.126 --> 02:22:17.292]  Okay, so, let's just go to the search engine, type in fake news awards, and let's see what the very latest is for me.
[02:22:17.312 --> 02:22:17.632]  Thank you.
[02:22:19.534 --> 02:22:20.135]  But does it matter?
[02:22:21.636 --> 02:22:27.924]  Because you're calling in with your fake news awards, and we've got the cash prizes coming up, and we're gonna go right through and do it ourselves!
[02:22:28.565 --> 02:22:29.866]  See how that happens?
[02:22:30.627 --> 02:22:31.728]  One way or another!
[02:22:31.748 --> 02:22:37.996]  I'm gonna getcha, getcha, getcha, getcha, getcha you one way or another!
[02:22:39.121 --> 02:22:40.922]  Not going away, not stopping.
[02:22:40.942 --> 02:22:43.643]  And they fight to keep him from his fireside chats.
[02:22:43.663 --> 02:22:45.624]  They fight to keep him from going out and giving speeches.
[02:22:45.924 --> 02:22:47.285]  They fight to keep him off his Twitter.
[02:22:47.645 --> 02:22:51.887]  Because all the media tells them, don't do that and we'll be nice to you.
[02:22:54.028 --> 02:22:57.970]  Just like in Saving Private Ryan, where the soldier convinces the guy to stop fighting and then he gets to stab him.
[02:22:59.330 --> 02:23:00.351]  No, we're not going to stop.
[02:23:00.371 --> 02:23:02.652]  We're going to go on to the end, whatever the cost may be.
[02:23:02.672 --> 02:23:05.093]  Alright, Frank, go ahead and finish your point.
[02:23:08.707 --> 02:23:10.128]  Thanks for the 60 seconds, Alex.
[02:23:10.488 --> 02:23:15.030]  The obvious, longest-running fake news story of 2017 for me is Russiagate.
[02:23:15.791 --> 02:23:21.093]  But I gotta say, though, if any foreign state has a criminal level of influence over U.S.
[02:23:21.153 --> 02:23:22.274]  elections, it's Israel.
[02:23:22.634 --> 02:23:23.635]  That's the deep state.
[02:23:23.755 --> 02:23:24.455]  It's Zog.
[02:23:24.775 --> 02:23:30.718]  It's Israel and its agents in the media of the United States, the mainstream media, and in the government.
[02:23:31.098 --> 02:23:36.561]  They're the ones that have the criminal level of influence over our elections.
[02:23:36.952 --> 02:23:37.593]  Not Russia.
[02:23:37.973 --> 02:23:38.894]  And you know, it's funny.
[02:23:39.014 --> 02:23:43.818]  All these Jews were fine with Russia and the communism and all that.
[02:23:43.838 --> 02:23:48.923]  Hell, Bernie Sanders went and took his wife there for their honeymoon, because that's where he felt most comfortable.
[02:23:49.723 --> 02:23:54.768]  I don't understand why all these Americans, these young Americans, think Bernie Sanders is some big hero.
[02:23:54.828 --> 02:23:55.989]  He's a freaking commie.
[02:23:57.608 --> 02:23:57.928]  All right.
[02:23:58.449 --> 02:23:59.309]  I appreciate your call.
[02:23:59.709 --> 02:24:00.230]  Here's the deal.
[02:24:00.450 --> 02:24:02.731]  Israel is a diverse political system.
[02:24:02.852 --> 02:24:07.955]  There is clearly an Israel lobby that is heavily involved in getting our defense secrets and selling it to China.
[02:24:07.975 --> 02:24:10.316]  I had a guest on even last week about that.
[02:24:10.377 --> 02:24:11.297]  It's a serious issue.
[02:24:12.638 --> 02:24:18.362]  My problem with the anti-Israel crowd is it's so tunnel visioned and never talks about anything else.
[02:24:19.182 --> 02:24:20.423]  This is breaking news.
[02:24:20.643 --> 02:24:21.884]  Infowars.com.
[02:24:22.325 --> 02:24:23.345]  Project Veritas.
[02:24:23.485 --> 02:24:24.106]  New video.
[02:24:24.866 --> 02:24:25.787]  We told you it was coming.
[02:24:27.082 --> 02:24:32.066]  James O'Keefe exposes Twitter ban users pressured from the Communist Chinese government.
[02:24:32.826 --> 02:24:33.647]  That video is coming up.
[02:24:33.687 --> 02:24:34.668]  I'd rather take more calls.
[02:24:36.849 --> 02:24:41.073]  And then we have the article from the Washington Post finally telling the truth a few days ago.
[02:24:42.483 --> 02:24:47.266]  Where they come out and admit that major universities have basically been taken over by the Chinese Communist government.
[02:24:47.766 --> 02:24:49.348]  Let me tell you who took over Hollywood.
[02:24:50.068 --> 02:24:50.949]  The Communist Chinese.
[02:24:50.969 --> 02:24:53.450]  Let me tell you who took over a lot of the Fortune 100.
[02:24:53.490 --> 02:24:54.231]  The Communist Chinese.
[02:24:54.251 --> 02:24:57.573]  Let me tell you who's got 97% of Roro's minerals.
[02:24:57.913 --> 02:24:58.914]  The Communist Chinese.
[02:25:01.255 --> 02:25:03.617]  Let me tell you who the biggest group of immigrants are here now.
[02:25:04.377 --> 02:25:06.139]  Chinese women to have their babies for free.
[02:25:07.519 --> 02:25:10.121]  China is screwing us so hard it makes my head spin.
[02:25:11.062 --> 02:25:11.182]  And
[02:25:13.680 --> 02:25:23.008]  The anti-Israel crowd would have a lot more credibility with me if they talked about the commie pope pushing world government, or they talked about the communist Chinese, or any of that.
[02:25:23.028 --> 02:25:25.571]  But it's always the same thing, man.
[02:25:26.091 --> 02:25:37.962]  And then they attribute magical powers to Jews, and then I'm run by Jews and all this other stuff, and then I volunteer things like my ex-wife's mother was half Jewish.
[02:25:39.386 --> 02:25:43.048]  And it turns into the Max wife doesn't practice Judaism.
[02:25:43.068 --> 02:25:43.609]  She's a Christian.
[02:25:45.030 --> 02:25:50.513]  And then I'm supposedly, you know, going to go to Israel because I work for them and I'm a Jewish person and all this.
[02:25:51.013 --> 02:25:51.654]  It's just crazy.
[02:25:51.874 --> 02:25:53.055]  If I was Jewish, I'd be proud of it.
[02:25:53.295 --> 02:25:55.096]  But it's just craziness, man.
[02:25:55.116 --> 02:25:57.838]  And then they were like, look at my sponsors and go, that's a Jew.
[02:25:57.878 --> 02:25:58.238]  That's a Jew.
[02:25:58.258 --> 02:25:59.879]  And almost none of them were even Jewish.
[02:26:00.900 --> 02:26:02.100]  But they had a German last name.
[02:26:02.140 --> 02:26:02.921]  They were all Jews.
[02:26:03.301 --> 02:26:04.242]  It's the craziest.
[02:26:04.942 --> 02:26:07.584]  The Nazis say Jones is a Jewish last name.
[02:26:08.775 --> 02:26:13.698]  I guess there have been Jews before that have taken that name, but I mean, it's just mental illness, and I'm not into it.
[02:26:15.019 --> 02:26:16.180]  I'm not against the Chinese people.
[02:26:16.260 --> 02:26:18.401]  People say, oh, you're against Chinese, you're against the Communist Chinese.
[02:26:18.642 --> 02:26:19.522]  No, I'm against Chinese.
[02:26:19.562 --> 02:26:20.203]  They're out of control.
[02:26:20.343 --> 02:26:20.923]  Chinese government.
[02:26:23.044 --> 02:26:24.165]  But I mean, it's China.
[02:26:24.726 --> 02:26:29.729]  China, China, China, China, China, China, China, China, China, China, China.
[02:26:30.369 --> 02:26:33.892]  And has Israel, to some extent, sold us out to China?
[02:26:33.932 --> 02:26:35.673]  You bet your boots, Israel has.
[02:26:35.753 --> 02:26:36.693]  And so has our own government.
[02:26:36.753 --> 02:26:37.094]  It's wrong.
[02:26:37.961 --> 02:26:46.503]  But it doesn't mean I'm foaming at the mouth, and I get the leftist press calling me anti-Semite all the time, and if I criticize George Soros for being a Nazi collaborator, they say I'm anti-Semitic.
[02:26:46.663 --> 02:26:47.243]  It's a joke!
[02:26:47.603 --> 02:26:49.484]  I get the left beats people over the head with that.
[02:26:49.924 --> 02:26:57.146]  I get there's a lot of arrogant folks in Hollywood, you know, that they're doing stuff, but it's just, it is not the whole shooting match there, brother.
[02:26:59.090 --> 02:26:59.871]  Yeah, there's an article.
[02:27:00.091 --> 02:27:02.413]  Chinese buying up large chunks of land across America.
[02:27:02.473 --> 02:27:03.714]  They own the majority of our debt.
[02:27:04.094 --> 02:27:05.355]  On and on and on.
[02:27:05.395 --> 02:27:08.458]  Are people like Lloyd Blankfein, though, cheerleading against America?
[02:27:09.899 --> 02:27:12.181]  In common is China saying, you'll never come back, America.
[02:27:12.221 --> 02:27:13.202]  We're investing in China.
[02:27:14.103 --> 02:27:14.283]  Yeah.
[02:27:15.584 --> 02:27:18.847]  So, is Lloyd Blankfein saying he's anti-American?
[02:27:19.087 --> 02:27:20.068]  Absolutely.
[02:27:20.809 --> 02:27:23.731]  So, you know, we just report the facts here, ladies and gentlemen.
[02:27:24.272 --> 02:27:25.393]  And I want a big tent for
[02:27:26.499 --> 02:27:32.683]  People that are non-radical Islamists, Jews, Christians, agnostics, atheists, animists, whatever.
[02:27:32.703 --> 02:27:35.485]  These people, if you want free market, I like you.
[02:27:35.585 --> 02:27:36.926]  If you want to have a free society, I like you.
[02:27:37.246 --> 02:27:40.368]  Speaking of free society, we're funded by listeners and viewers like you.
[02:27:40.849 --> 02:27:44.851]  The network, you know, has sponsors and some of that stuff, but that wouldn't finance what we've built here.
[02:27:45.312 --> 02:27:48.514]  So again, InfoWarsLife.com, InfoWarsStore.com, or 888-253-3139.
[02:27:48.534 --> 02:27:51.476]  We had 60 plus things, you know, a few weeks ago for 50% off, but most of them sold out.
[02:27:56.659 --> 02:28:01.123]  But, our best sellers are still in because we order so much of it, but they're getting close.
[02:28:01.143 --> 02:28:04.986]  50% off Secret 12, the highest quality vitamin B12 from our research.
[02:28:05.186 --> 02:28:07.007]  Third party groups tested, said it's the best out there.
[02:28:08.108 --> 02:28:11.571]  Survival Shield X2, super incredible and important.
[02:28:11.591 --> 02:28:11.751]  50% off.
[02:28:11.771 --> 02:28:13.132]  Surreal Vitality, 50% off.
[02:28:13.533 --> 02:28:23.440]  Pollen Block, our latest product, patented, secret, proprietary, documented system to battle all these seasonal irritants and problems and the dust and the sinus and all that.
[02:28:24.441 --> 02:28:37.470]  Japanese quail fed a special secret diet and it is the concentrated quail eggs and it just it's it's amazing for me personally nothing's ever worked this good and I've got serious allergy issues.
[02:28:37.530 --> 02:28:38.831]  Pollen Block now available.
[02:28:39.371 --> 02:28:43.634]  Seasonal discomfort support at InfoWarsLive.com 51% off.
[02:28:43.674 --> 02:28:43.994]  It's $17.76.
[02:28:44.294 --> 02:28:45.215]  We'll be right back.
[02:28:45.235 --> 02:28:45.735]  Stay with us.
[02:28:54.040 --> 02:28:58.545]  Support good oral health with our one-of-a-kind super blue fluoride free products.
[02:28:58.685 --> 02:29:06.093]  InfoWars Life brings you a revolutionary toothpaste blend with iodine and nano silver designed to deliver a powerful clean.
[02:29:06.353 --> 02:29:10.378]  Enjoy a minty fresh flavor made with peppermint oil or try our bubblegum flavor.
[02:29:10.578 --> 02:29:14.963]  Pair this groundbreaking toothpaste with the super blue fluoride free mouthwash and
[02:29:15.063 --> 02:29:16.524]  Supercharge your oral health.
[02:29:16.704 --> 02:29:23.087]  Our amazing mouthwash features natural oils and ancient ingredients used since aboriginal and biblical times.
[02:29:23.307 --> 02:29:33.432]  Instead of containing fluoride, our super blue line is floated with the good halogen iodine and an array of other beneficial compounds that have been hand-selected for their oral health benefits.
[02:29:33.592 --> 02:29:40.118]  Our Super Blue Fluoride-Free Mouthwash and Toothpaste are the first and only to contain all of these natural ingredients.
[02:29:40.478 --> 02:29:43.101]  Xylitol, Nano Silver, and Iodine.
[02:29:43.341 --> 02:29:46.664]  Notice the difference with our Super Blue Fluoride-Free products.
[02:29:46.964 --> 02:29:51.869]  Refresh your breath and invigorate your oral health routine at InfoWarsStore.com.
[02:29:51.969 --> 02:29:53.850]  That's InfoWarsStore.com.
[02:29:54.727 --> 02:29:55.468]  I'm so excited.
[02:29:55.528 --> 02:30:05.074]  The new product at Infowarslife.com, in a glass bottle, two-month servings, filled to the brim, filled to the absolute top, the real red pill.
[02:30:05.674 --> 02:30:10.858]  This is a heart and brain pill, a nootropic that doesn't have any stimulants in it.
[02:30:11.178 --> 02:30:13.980]  But boy, does it stimulate, because it's beyond that.
[02:30:14.180 --> 02:30:22.946]  Quite frankly, I just went off what I saw medical doctors prescribing to their patients, but it wasn't prescription, but they were charging people $100, $200.
[02:30:25.047 --> 02:30:29.851]  For the formulae, and I came up with our own formula, working with some scientists and developers.
[02:30:30.372 --> 02:30:33.134]  Non-GMO, made right here in America, 120 capsules.
[02:30:33.274 --> 02:30:44.164]  And ladies and gentlemen, you add the preglanone to it, which is the precursor to all the hormones that your body has to have to even make the hormones in your glands.
[02:30:44.664 --> 02:30:45.945]  It is amazing!
[02:30:47.347 --> 02:30:52.311]  Red Pill, now available at InfoWarsStore.com, and your purchase fugs the operation.
[02:30:54.554 --> 02:30:57.418]  Trace in New Jersey wants to talk about vaccines.
[02:30:57.438 --> 02:30:58.018]  Go ahead, Trace.
[02:30:58.519 --> 02:31:03.625]  First off, I wanted to start off with saying I've been waiting hours to talk to you, my man.
[02:31:03.666 --> 02:31:05.228]  You're one of my most favorite hosts.
[02:31:06.129 --> 02:31:13.238]  Second, I'd like to say Super Blue, Survival Shield, the Skel-Flu Defense Pack,
[02:31:14.241 --> 02:31:23.787]  They're all amazing, and I just ordered them all again, along with the Organic Urban Garden Seed Kit at AirborneWars.com.
[02:31:23.907 --> 02:31:30.351]  But back to my point, in the early 1990s, ADHD was on the rise.
[02:31:31.192 --> 02:31:34.974]  My parents, they didn't believe that vaccines could ever hurt anybody.
[02:31:35.535 --> 02:31:37.756]  Yes, I do have ADHD.
[02:31:38.937 --> 02:31:42.399]  I've been taking RainForce now for about almost two years.
[02:31:43.514 --> 02:31:46.697]  And with brain force, I'm able to focus perfectly.
[02:31:47.858 --> 02:31:54.965]  And my parents said that before the age of seven, I was not as hyperactive.
[02:31:55.345 --> 02:32:07.256]  And that's what got me, you know, PQ, wondering, hey, maybe, maybe it was something in a vaccine that could have triggered this change in me that made me so hyperactive.
[02:32:08.056 --> 02:32:08.497]  What is it?
[02:32:09.654 --> 02:32:13.957]  I do think that we're seeing a lot of these behavior disabilities.
[02:32:14.298 --> 02:32:19.682]  For one, we're cramming kids into a classroom for eight hours a day and expecting them to sit and shut up and not talk.
[02:32:20.562 --> 02:32:22.924]  And put their hands on their lap.
[02:32:23.624 --> 02:32:24.805]  So I think that's part of the problem.
[02:32:25.106 --> 02:32:29.028]  And then I think the other part of the problem is we're also injecting them with vaccines.
[02:32:29.088 --> 02:32:34.172]  It's probably having an increased incidence of developmental disabilities.
[02:32:34.232 --> 02:32:35.193]  What's your take on that, Roy?
[02:32:35.413 --> 02:32:49.325]  I wanna, you know, say to Trace, I think it's really great that he's asking questions and he's, you know, he's looking at things like brain force and he's thinking about, you know, things that he can do to take control of his own health.
[02:32:56.911 --> 02:32:59.634]  You're listening to The Alex Jones Show.
[02:33:14.690 --> 02:33:15.651]  A lot of fake news in 2017.
[02:33:15.691 --> 02:33:16.832]  The Missile Alert was 2018.
[02:33:16.872 --> 02:33:18.314]  It doesn't count.
[02:33:21.664 --> 02:33:22.044]  Crank it up!
[02:33:22.584 --> 02:33:22.924]  Yeah!
[02:33:23.364 --> 02:33:24.745]  You're receiving this transmission.
[02:33:25.205 --> 02:33:27.805]  You are the resistance.
[02:33:27.845 --> 02:33:31.806]  If you are receiving this transmission, you are the resistance.
[02:33:32.426 --> 02:33:34.187]  It's Alex Jones.
[02:33:34.887 --> 02:33:36.027]  Alright, we are back live.
[02:33:36.467 --> 02:33:40.968]  Look, remember a week and a half ago, Trump was lying.
[02:33:41.028 --> 02:33:49.890]  He was going to bring in DACA and legalize 40 million people and let people bring in their 14th cousins and he was a total fraudster and evil and none of that was true.
[02:33:51.055 --> 02:33:52.156]  The DACA was not reasonable.
[02:33:52.236 --> 02:33:53.676]  It wasn't what he said during the campaign trail.
[02:33:53.716 --> 02:33:57.138]  It vetted people that have been there for a long time, that are contributing members of society.
[02:33:57.558 --> 02:34:00.019]  You can't bring in, you know, even your first cousins.
[02:34:00.039 --> 02:34:01.120]  He's bringing direct family.
[02:34:01.680 --> 02:34:02.961]  He was trying to do something more reasonable.
[02:34:04.061 --> 02:34:07.643]  Give those folks a path, not direct, instant, like Obama was doing.
[02:34:07.863 --> 02:34:08.964]  Just totally opening the borders.
