[00:00:10.245 --> 00:00:14.268]  You are listening to an InfoWars.com Frontline Report.
[01:48:43.933 --> 01:48:49.996]  But Rakhman Akhilov, who was a terrorist that ran down and killed these people in the centre of Stockholm,
[01:48:50.857 --> 01:48:54.778]  Stole the beer lorry and swerved wildly through the Swedish capital city centre.
[01:48:55.098 --> 01:48:57.438]  We all remember that horrible story from April last year.
[01:48:57.718 --> 01:49:06.000]  Well now he's told a court that he wanted Sweden to end its participation in the fight against the caliphate, to stop sending its soldiers to war zones.
[01:49:06.020 --> 01:49:08.321]  So he's trying to justify the attack.
[01:49:08.801 --> 01:49:14.642]  But again, literally saying that he wanted to quote, build a caliphate according to Prophet Muhammad's prophecies.
[01:49:15.362 --> 01:49:19.143]  And he thought he could do that by literally tearing apart little girls in the street.
[01:49:19.887 --> 01:49:23.970]  Meanwhile, returning ISIS jihadists are coming back into Sweden.
[01:49:24.270 --> 01:49:30.914]  They're rolling out the red carpet, giving them benefits, giving them housing, even though there's a massive housing shortage in Sweden.
[01:49:31.615 --> 01:49:37.719]  And now this, the Council of Europe slams Crimewave Sweden for not taking more migrants.
[01:49:38.439 --> 01:49:39.640]  This is Breitbart.com.
[01:49:39.660 --> 01:49:40.580]  They're not doing enough.
[01:49:41.021 --> 01:49:44.483]  They're literally obliterating themselves, ruining their culture.
[01:49:44.823 --> 01:49:45.904]  They hired a head.
[01:49:46.710 --> 01:49:48.371]  This is my favourite story and a long one.
[01:49:48.692 --> 01:50:06.305]  They hired as the head of their cultural heritage board a guy who was a Muslim migrant who admitted he'd read nothing about Sweden's cultural heritage and in fact in other interviews showed that he wanted to destroy Sweden's cultural heritage because of course it was racist.
[01:50:06.325 --> 01:50:10.909]  So now the Council of Europe is calling on Sweden to import yet more migrants
[01:50:11.716 --> 01:50:17.697]  Even as we have these massive problems with mass sexual assault, terrorist attacks, but they're not doing enough.
[01:50:17.717 --> 01:50:28.719]  They're literally obliterating their own country, hiring people to head cultural heritage boards that hate the culture of Sweden, and even still, that is not enough.
[01:50:29.739 --> 01:50:36.060]  Absolutely incredible situation in Europe, but now we're joined by the one and only Milo Yiannopoulos there in studio.
[01:50:36.100 --> 01:50:37.601]  Milo, good to speak to you.
[01:50:37.721 --> 01:50:38.921]  Hello Pumpkin, how are you?
[01:50:42.316 --> 01:50:49.260]  Let's get into this whole, you know, the banner hang with the NRA, they're calling for killing Republicans.
[01:50:49.300 --> 01:51:00.186]  We had the Facebook group last week where literally they were like, yeah, we need to get revenge by having more James T. Hodgkinsons, more crazed shooters, shooting Republicans, shooting conservatives.
[01:51:00.507 --> 01:51:06.230]  Have you ever seen a time where things are this divisive, this hysterical, this unhinged?
[01:51:07.009 --> 01:51:09.470]  No, and I don't think anybody has for many decades.
[01:51:09.550 --> 01:51:12.111]  But it's a good job that liberals are such terrible shots.
[01:51:12.892 --> 01:51:14.392]  Steve Scalise, of course, lived.
[01:51:15.093 --> 01:51:17.534]  If it had been a Republican shooting, he might not have done.
[01:51:18.374 --> 01:51:25.897]  It's interesting, you know, liberals on the one hand claim, you know, they're saying that they want a violent revolution, they're going to start getting guns, they're going to resist Trump.
[01:51:27.967 --> 01:51:28.888]  This is their undoing, really.
[01:51:28.908 --> 01:51:31.009]  I mean, on the one hand, they say they want a sort of violent revolution.
[01:51:31.029 --> 01:51:33.111]  At the same time, they're asking for gun control.
[01:51:33.551 --> 01:51:40.916]  The undoing of these liberal protesters is going to come down to their reliance on words over action.
[01:51:41.457 --> 01:51:44.339]  The left has been policing language so long and so effectively.
[01:51:44.659 --> 01:51:50.683]  The left has been controlling what we can all say as a way of controlling what we can all do for so long and with such great results.
[01:51:51.123 --> 01:51:54.185]  I think that they imagine words are now enough to beat us.
[01:51:55.046 --> 01:51:56.466]  Words are now enough to do the job.
[01:51:56.546 --> 01:51:57.106]  Well, they're not.
[01:51:57.726 --> 01:52:17.250]  You know, left-wingers seem to think they're going to be able to disarm 100 million Americans and Second Amendment supporters merely by saying so, or by putting some innocent-looking children who have been coached with Democrat Party talking points on television, instead of actually, you know, taking to the... If the left really wants a civil war, I think it's fairly obvious which way it's going to go pretty quickly.
[01:52:17.390 --> 01:52:21.511]  As far as the level of the fever pitch hysteria, there's nothing more disgusting.
[01:52:21.911 --> 01:52:23.331]  Literally nothing.
[01:52:24.181 --> 01:52:47.975]  More disgusting than people taking to the airways on the bodies, the still warm bodies of dead children, to advocate for policies that would not work, policies that would not stop this happening in the future, policies that would not stop any previous attack from happening, and which are really aimed, as everybody I think knows by now, as has been well established, at entrenching and enlarging and ameliorating the power of the state.
[01:52:48.875 --> 01:52:55.939]  And reducing the ability of private individuals to protect themselves against tyranny and to protect themselves against anything else and anybody else.
[01:52:56.400 --> 01:53:00.962]  I mean, it's the most underprivileged and vulnerable people of all who need firearms.
[01:53:01.022 --> 01:53:04.584]  It's the women walking through Detroit or Chicago or St.
[01:53:04.624 --> 01:53:11.008]  Louis suburbs who would be well served by having a pistol in their handbag and possibly prevented from being attacked and whatnot.
[01:53:11.088 --> 01:53:16.752]  It's gay people in Orlando nightclubs subjected to the horrors of imported Islamism.
[01:53:17.412 --> 01:53:25.694]  Who would do well to be carrying, if a couple of people had been strapped up in Pulse in Orlando, the death toll wouldn't have been 49, perhaps it would have been two.
[01:53:26.914 --> 01:53:33.716]  It is new and it is incredible, the level of divisive, you know, vitriol and hatred.
[01:53:33.736 --> 01:53:43.678]  I can tell you, you and I are both visitors, in my case literally and in your case professionally, to America and to the culture wars, to the extraordinary
[01:53:44.398 --> 01:53:46.100]  Melting pot of horrors over here.
[01:53:46.161 --> 01:53:59.098]  And I can't speak for you, but from my point of view as an impartial observer, you know, without skin in the game, I'm not a Republican, I'm not whatever, it seems to me unarguable that the
[01:54:01.897 --> 01:54:12.487]  The entire range and responsibility of the horrors that are going through society are the result of the progressive left provoking and starting it.
[01:54:12.807 --> 01:54:16.370]  Republicans, in my experience in this country on the whole, just want to be left alone.
[01:54:16.530 --> 01:54:17.932]  This is the land of liberty.
[01:54:17.972 --> 01:54:23.457]  This is where people can pursue their individual good in their own way, on their own ranch in Montana.
[01:54:24.057 --> 01:54:36.821]  Free from imposition and free from the prying eyes of government and the interfering of teachers, of lawyers, of all the other assorted professional classes of busybodies, nannies, scolds and school moms.
[01:54:38.161 --> 01:54:51.865]  Most Republicans and certainly most Libertarians just want to be left alone but the left just won't leave us and they continue to inject themselves into our private lives sociopathically in this case by advocating for more power for the state
[01:54:52.105 --> 01:55:06.116]  And less power for the people in the wake of a, well we shouldn't call it a tragedy really, an attack by a nutter in a school that had nothing to do with gun legislation and would not have been prevented had guns been, had the law been different in any way.
[01:55:06.736 --> 01:55:14.882]  You see the Washington Post thing, amazing thing the Washington Post published from a former writer of FiveThirtyEight, Nate Silver's left-wing data-driven blog.
[01:55:15.703 --> 01:55:16.884]  And she said, I looked at the evidence.
[01:55:17.424 --> 01:55:20.867]  I looked at the evidence and I've changed my mind.
[01:55:21.007 --> 01:55:37.879]  None of the gun control positions proposed by Democrat politicians, none of the things that the celebrities and the, you know, the Catholic, whatever, the Democrat politicians who hurl themselves onto Twitter to capitalize from these tragedies, none of the stuff they propose would have made a difference.
[01:55:38.706 --> 01:55:39.467]  None of it would have worked.
[01:55:40.007 --> 01:55:40.608]  So why are they doing it?
[01:55:40.628 --> 01:55:41.809]  Well, it's quite obvious why they're doing it, isn't it?
[01:55:41.829 --> 01:55:56.802]  They're doing it because enlarging and empowering the state and debilitating private citizens is in the left's best interests because when they control all of the organs and all of the institutions of civil society, they're best able to exercise control over the public.
[01:55:58.314 --> 01:56:05.424]  Which is why, Milo, they're now, this is CNN today, literally saying we should lower the voting age to 16 years old.
[01:56:05.444 --> 01:56:08.028]  I mean, I believed a lot of things when I was 16.
[01:56:08.589 --> 01:56:10.912]  Don't really believe any of them now.
[01:56:11.012 --> 01:56:11.894]  I was straight when I was 16.
[01:56:14.056 --> 01:56:20.800]  What did 16-year-old Milo believe, for example?
[01:56:20.840 --> 01:56:23.661]  I was a heterosexual centrist at 16.
[01:56:24.002 --> 01:56:24.462]  And why?
[01:56:24.822 --> 01:56:27.363]  Because my frontal lobes weren't fully formed yet.
[01:56:28.104 --> 01:56:29.985]  I wasn't actually a person yet.
[01:56:30.465 --> 01:56:40.453]  I was 16 years old and I was being buffeted around by forces beyond my control and by authorities I hadn't yet considered whether or not I should question.
[01:56:40.694 --> 01:56:44.036]  Parents, teachers, social pressure from the playground.
[01:56:44.057 --> 01:56:46.118]  I mean, just look, I interviewed somebody on my show the other day.
[01:56:46.559 --> 01:56:55.986]  It was a young girl who was in her mid-teens who was being told by her teachers, she grew up in UC Berkeley, in Berkeley of all places, Berkeley, California, and she was being told by her teachers that questioning
[01:56:56.747 --> 01:57:02.853]  Their authority, questioning what she was told in class, represented a violation of the school's honor code.
[01:57:03.193 --> 01:57:05.455]  These are the kinds of pressures that you have on you when you're 16.
[01:57:05.635 --> 01:57:09.879]  You're not even, you know, you're not even fully sexually developed at 16.
[01:57:10.360 --> 01:57:16.385]  You're not capable of doing anything at 16, particularly not making decisions about the future.
[01:57:17.745 --> 01:57:18.486]  We all know why.
[01:57:19.067 --> 01:57:24.657]  Because people start left-wing, and when they get responsibilities, they get families, they get mortgages and all the rest of it, they move to the right.
[01:57:24.677 --> 01:57:25.458]  Because of course they do.
[01:57:25.819 --> 01:57:27.281]  We all know why they want to lower the voting age.
[01:57:27.402 --> 01:57:28.023]  I would raise it to 30.
[01:57:30.530 --> 01:57:33.152]  All right, we'll be back with Milo after the break.
[01:57:33.172 --> 01:57:43.420]  I want to talk to Milo about Black Panther and the new Clint Eastwood movie, which isn't getting as much praise, shall we say, as Black Panther and the all-conquering Wakanda.
[01:57:43.780 --> 01:57:47.382]  We'll be back after the break on the Alex Jones Show live in 4Wars.com.
[01:57:47.402 --> 01:57:47.783]  Don't go away.
[01:57:52.833 --> 01:57:58.917]  We sell products directly to you that they ridicule, they attack, they try to defeat, they try to test, and it blows up in their face.
[01:57:59.677 --> 01:58:02.899]  And when you purchase books, t-shirts, videos, you name it, it makes it all possible.
[01:58:03.119 --> 01:58:04.900]  But you're going to forget to buy the next time.
[01:58:06.081 --> 01:58:08.042]  You need the high-quality supplements we have.
[01:58:08.122 --> 01:58:17.147]  And if you'll simply go there and test out the supplements, find out the ones you like, and then sign up for AutoShip, you'll get an additional 10% off.
[01:58:17.167 --> 01:58:19.749]  And sign up every 15 days, every 30 days, every 60, every 90.
[01:58:21.863 --> 01:58:23.705]  You can order every year you get sent something.
[01:58:24.505 --> 01:58:32.112]  And if you'll just commit to get great products at low prices with us and shop with the good guys, it sets off a chain reaction.
[01:58:32.972 --> 01:58:40.939]  Now, we have introducing the new special, the InfoWars Life Mind and Body Combo Pack, 40% off for a limited time at InfoWarsStore.com.
[01:58:41.359 --> 01:58:46.984]  The best-selling brain force plus plus vitamin mineral fusion that's so great for yourself with the amino acids and all the vitamins and minerals.
[01:58:47.244 --> 01:58:48.906]  Great fruit crunch for you and your children.
[01:58:49.506 --> 01:58:50.307]  Way more absorbable.
[01:58:50.607 --> 01:58:51.328]  It's all there.
[01:58:51.408 --> 01:58:59.236]  Infowarsstore.com and 50% off, out of the gate, BODY is the ultimate turmeric formula that people are really responding to.
[01:58:59.276 --> 01:59:07.925]  You know, I found out they've got big publications going around trying to find people to lie and say that I don't believe what I say and that I don't like my audience.
[01:59:09.702 --> 01:59:11.143]  Again, don't believe what I say.
[01:59:11.223 --> 01:59:12.804]  We're building what we've talked about.
[01:59:12.844 --> 01:59:13.885]  We're turning it around.
[01:59:13.925 --> 01:59:14.805]  We're doing it.
[01:59:15.305 --> 01:59:16.846]  That's the proof of believing something.
[01:59:17.687 --> 01:59:19.728]  I'm 110% committed to this and you know it.
[01:59:20.148 --> 01:59:22.550]  And when you fund us, they can't stop us.
[01:59:23.090 --> 01:59:24.951]  We're starting to see the orders rolling in.
[01:59:24.991 --> 01:59:26.993]  People saying they're listening and watching on TV stations.
[01:59:27.113 --> 01:59:28.994]  So praise God, the cavalry's coming over.
[01:59:29.934 --> 01:59:39.119]  Uh, the Reds here, and so for all the censorship online, and the stuff they've done trying to destroy us, they're not suppressing the signal thanks to you out there.
[01:59:39.519 --> 01:59:43.201]  I want to thank God, I want to thank my family, I want to thank this crew, I want to thank the audience.
[01:59:43.861 --> 01:59:47.743]  Again, Infowarsstore.com, Infowarslife.com, or 888-253-3139.
[01:59:58.567 --> 02:00:17.482]  We're live and we are into the third hour of the Alex Jones Show.
[02:00:17.502 --> 02:00:21.585]  I'm joined by Milo Yiannopoulos who will be taking over the reins after this segment.
[02:00:21.605 --> 02:00:25.668]  But I wanted to get his take on Black Panther and the new Clint Eastwood movie.
[02:00:26.357 --> 02:00:29.839]  Which is not getting as much praise, let's just say.
[02:00:29.940 --> 02:00:40.127]  It is, of course, a movie about the attempted terrorist attack in Paris a couple of years ago, where the heroes who actually stopped the attack portray themselves in the film, including one guy who's African-American.
[02:00:40.367 --> 02:00:50.354]  So you've got an actual black hero who stopped a terrorist, stopped a massacre, getting absolutely no attention in comparison to the guy wearing a leotard in Black Panther.
[02:00:50.894 --> 02:00:54.861]  Milo, we've got Wakanda, which is basically an alt-right paradise, right?
[02:00:54.941 --> 02:00:56.523]  It is!
[02:00:56.543 --> 02:00:58.987]  It totally is!
[02:00:59.508 --> 02:01:03.114]  People aren't getting their expectations met when they go to see this film, I imagine, right?
[02:01:03.815 --> 02:01:09.499]  Well, of course I went to it with the precise expectation of seeing black men in spandex and I was not disappointed.
[02:01:10.059 --> 02:01:24.509]  I was, you know, look, obviously I'm never going to criticise a film with lots of sexy half-naked black men, but what was amazing about it was that the analysis that came from Breitbart, came from you, came from a writer at my own site, was precisely correct.
[02:01:24.769 --> 02:01:27.911]  The analysis of Black Panther was that Wakanda
[02:01:28.211 --> 02:01:35.553]  Which, you know, set aside the silliness of Africa having this, you know, glorious, glittering, superpower presence, were it only for the absence of colonialism.
[02:01:35.593 --> 02:01:36.213]  Yeah, yeah, it's funny.
[02:01:36.613 --> 02:01:40.615]  But set aside that, and look at the political dimensions of this country.
[02:01:40.715 --> 02:01:42.075]  Well, it's very clear, it's very obvious.
[02:01:42.115 --> 02:01:49.317]  This is a nationalist, protectionist, isolationist country, with a leader who speaks not entirely unlike Donald Trump.
[02:01:49.617 --> 02:01:54.519]  And much more obvious, and much more persuasive than that, is that Michael B. Jordan, villain, is a social justice warrior.
[02:01:56.299 --> 02:02:00.741]  Rain down hellfire on quote-unquote the oppressor, on the white people.
[02:02:01.061 --> 02:02:06.443]  It's very, very clear what the messaging is and I don't think you need to look too deeply or too hard to see it.
[02:02:06.483 --> 02:02:07.223]  It's all there for you.
[02:02:07.563 --> 02:02:20.868]  This was confounding and confusing to me watching it and I'd gone expecting to sort of enjoy it at a superficial, trivial level, you know, predictably, but have to sit through and grit my teeth, you know, through the social justice nonsense.
[02:02:21.368 --> 02:02:25.809]  But you know what, actually the message was completely confounding and the opposite of what we all expected.
[02:02:26.209 --> 02:02:35.011]  And the media, of course, is very, very upset that we have all noticed this, confused about our analysis, and is posting lots of pieces about InfoWars, Breitbart and Milo.
[02:02:35.292 --> 02:02:38.152]  You see all those stories about how, you know, Breitbart liked Black Panther.
[02:02:38.312 --> 02:02:39.293]  This is not okay!
[02:02:39.733 --> 02:02:44.934]  There were stories that MSN, you know, SF, The Wrap, all these, I think there were about
[02:02:44.974 --> 02:02:49.177]  About 50 stories, all told, with all of the aggregators and all the rest of it.
[02:02:49.377 --> 02:02:53.320]  About 50 stories about the fact that I published a positive review of Black Panther.
[02:02:53.340 --> 02:02:55.161]  They so wanted us to be racist.
[02:02:55.801 --> 02:03:04.027]  Well, I mean, Milo, they expected it to be a gimme, that we would all hate it, we would all be triggered by it, and it would be an easy win for them, but quite the opposite happened.
[02:03:04.207 --> 02:03:14.214]  But we did have this article I wanted to mention here out of the route, where they're literally calling, based off a scene in the movie from what they say, for black people to literally start barking at white people
[02:03:14.534 --> 02:03:15.995]  Oh, it's my favourite thing.
[02:03:16.215 --> 02:03:18.776]  Why do people who speak out of turn?
[02:03:18.856 --> 02:03:19.797]  I don't know if it was Bucky.
[02:03:19.857 --> 02:03:20.357]  It's a parody.
[02:03:20.377 --> 02:03:21.438]  It doesn't look like a parody.
[02:03:21.958 --> 02:03:40.248]  It's in the movie, so if you haven't seen the movie yet, I'm not spoiling any plot points by telling you that when the heroes in exile go to find a tribe who was previously cast aside or whatever, they go and they're searching for allies to build up their base before they launch an assault back on Wakanda.
[02:03:42.069 --> 02:03:53.918]  When they find these guys up north, they happen to have a sort of typical movie white guy who's a bumbling, awkward, terrified idiot, which is of course how we are portrayed in advertising and in the movies on TV these days.
[02:03:54.499 --> 02:03:58.342]  And he tries to pipe up and they do actually bark at him.
[02:03:58.382 --> 02:04:04.967]  It's something between... Well, I went to YouTube and I listened to... They described it as maybe like an ape-like grunt.
[02:04:05.407 --> 02:04:13.289]  Well, I went onto YouTube and listened to various animal sounds to try to pin down exactly what animal it is.
[02:04:13.789 --> 02:04:17.470]  And I'm still searching, so maybe in one of the breaks I'll keep trying and I'll see if I can work out what it is.
[02:04:17.950 --> 02:04:24.712]  But yes, I mean, it's sort of... I wonder whether this is one of those things where they're kind of like, we're going to put this in the movie to dare you to be racist about it.
[02:04:24.752 --> 02:04:28.633]  You know, so we're going to hand this to the lowest comment, because they think we actually are that racist.
[02:04:28.673 --> 02:04:34.514]  We think, you know, they're the ones who are making the comparisons between, you know, jungle beasts and people of particular skin colour.
[02:04:34.514 --> 02:04:36.555]  Okay, Milo is going to take over the reins in the next segment.
[02:04:36.575 --> 02:04:38.937]  I've been Paul Joseph Watson, breaking news at Infowars.com.
[02:04:38.997 --> 02:04:39.877]  Don't go away, Milo will be back.
[02:05:03.602 --> 02:05:05.043]  Vitamin Mineral Fusion.
[02:05:05.204 --> 02:05:07.606]  Visit InfoWarsLife.com to secure your chemistry.
[02:05:07.786 --> 02:05:15.092]  We have worked for years with our chemists and scientists to create the most powerful and affordable, great-tasting multivitamin formula available.
[02:05:15.293 --> 02:05:25.602]  Vitamin Mineral Fusion Drink Mix at InfoWarsLife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[02:05:25.922 --> 02:05:33.487]  In the history of InfoWars Life, we've brought out a lot of amazing products like Survival Shield X2, Supermail Vitality, and so many others.
[02:05:33.767 --> 02:05:43.733]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
[02:05:43.974 --> 02:05:45.915]  And this part is most important.
[02:05:46.015 --> 02:05:52.459]  The ingredients in vitamin mineral fusion are either plant-derived or of the highest quality lab standard.
[02:05:52.819 --> 02:05:53.940]  That means it's clean.
[02:05:54.260 --> 02:05:55.201]  That means it's pure.
[02:05:55.381 --> 02:05:58.063]  And rest secured, you're finding the tip of the spear in the InfoWar.
[02:05:58.283 --> 02:06:00.885]  That's InfoWarsLives.com and Vitamin Mineral Fusion.
[02:06:01.085 --> 02:06:02.746]  Take action now before we sell out.
[02:06:11.932 --> 02:06:16.035]  Waging war on corruption.
[02:06:16.295 --> 02:06:17.936]  It's Alex Jones.
[02:06:18.296 --> 02:06:21.959]  Coming to you live from the front lines of the InfoWar.
[02:06:26.753 --> 02:06:28.014]  Welcome, welcome, welcome.
[02:06:28.074 --> 02:06:30.456]  This is the Alex Jones Show.
[02:06:30.596 --> 02:06:34.399]  My name is Milo, and I am standing in for Alex for the next two hours.
[02:06:34.499 --> 02:06:43.485]  Coming up on the show, we have Laura Loomer, the intrepid reporter who is down there in Florida, figuring out what's happening and working out what the media is trying to do.
[02:06:44.571 --> 02:06:57.345]  With what we are obliged to call a senseless tragedy, but which is in fact, of course, the actions of a nutcase, as we know, would not have been prevented or ameliorated by more gun control laws.
[02:06:57.365 --> 02:07:01.770]  But Laura's going to talk to us about what the politicians, and in particular, what CNN is up to down there.
[02:07:02.831 --> 02:07:06.614]  Also coming up in the show we have Phil Labonte who is a rock metal icon.
[02:07:06.654 --> 02:07:08.836]  He's the lead singer of All That Remains.
[02:07:09.076 --> 02:07:22.706]  He has been called an apologist for the murder of children because he came out in support of the Second Amendment despite the emotional arguments from the media, everywhere in the media, following the horrible events.
[02:07:23.547 --> 02:07:24.168]  In Florida.
[02:07:24.248 --> 02:07:26.612]  Something of a somber tone in the streets of Florida.
[02:07:26.652 --> 02:07:27.573]  I live in Miami, in fact.
[02:07:27.613 --> 02:07:29.456]  Not very far from where this happened.
[02:07:29.556 --> 02:07:33.422]  And it has been a miserable time to be out in South Florida.
[02:07:33.462 --> 02:07:38.009]  Sort of unusually somber tone on the streets even of Miami.
[02:07:39.070 --> 02:07:39.171]  So...
[02:07:40.540 --> 02:07:41.440]  What's going on down there?
[02:07:41.500 --> 02:07:45.602]  Well, before we get into Florida, I have some news related to, well, myself.
[02:07:46.163 --> 02:07:50.645]  And that is a Simon & Schuster lawsuit, which today I've announced that I am letting go.
[02:07:51.085 --> 02:08:07.152]  Some of you will remember, Alex is kind enough to bring it up when I'm on the show from time to time, that my book, Dangerous, which was a New York Times bestseller and sold, was a New York Times bestseller for five weeks, sold hundreds of thousands of copies, made a lot of money, was dropped by Simon & Schuster.
[02:08:07.232 --> 02:08:08.513]  I believe that they picked up the book,
[02:08:09.233 --> 02:08:18.416]  Having no intention of publishing it ever, and probably planning to force me to quit because, you know, that mocked up manuscript that hit the internet.
[02:08:18.756 --> 02:08:21.037]  You saw all those edits that they tried to embarrass me with.
[02:08:21.077 --> 02:08:22.257]  Well, there was a reason they did all that.
[02:08:22.337 --> 02:08:24.378]  Anyway, today we've announced that we've dropped the lawsuit.
[02:08:24.418 --> 02:08:24.618]  Why?
[02:08:25.078 --> 02:08:26.858]  Because the book did so well.
[02:08:27.619 --> 02:08:29.579]  And this is the good news story about all of it.
[02:08:30.139 --> 02:08:37.702]  When you sue somebody for damages, you have to establish that they cost you some money, or maybe that they cost you some, they did you some reputational damage.
[02:08:38.562 --> 02:08:55.143]  But my book sold so well because people are so extraordinarily frustrated with the excesses of the progressive left on college campuses, in the media, in the entertainment industry, and so fascinated by my story that we realized it was going to be a hard slog establishing damages.
[02:08:55.203 --> 02:08:56.665]  As anyone who's been through a lawsuit knows,
[02:08:57.898 --> 02:09:00.620]  Getting a damages expert in can cost half a million dollars upwards.
[02:09:00.800 --> 02:09:17.630]  So instead we've decided to spend the money and spend the time focusing on releasing new books by freedom lovers, libertarians, conservatives, anyone who cannot get a fair hearing from the traditional liberal journalists and media establishment in New York.
[02:09:17.770 --> 02:09:21.613]  Simon Shoes is a statement that I've given to the press today so you can go find it.
[02:09:22.273 --> 02:09:23.374]  Pretty much everyone's reporting on it.
[02:09:23.394 --> 02:09:25.395]  Of course they're all crowing about me dropping the lawsuit.
[02:09:25.675 --> 02:09:26.576]  Failing to understand.
[02:09:27.256 --> 02:09:37.290]  But what I have established with this lawsuit, which Alex does on the air every day, on his show, and I'm attempting to do in live events and in publishing, is that we don't need them anymore.
[02:09:37.551 --> 02:09:39.253]  We don't need the progressive media anymore.
[02:09:39.293 --> 02:09:40.875]  We don't need the big
[02:09:41.886 --> 02:09:49.330]  Liberal bear moths to get our message out, and not just in small ways, not petty fringe acts of resistance.
[02:09:49.690 --> 02:09:52.951]  We don't need them anymore to become New York Times bestsellers.
[02:09:53.292 --> 02:09:57.874]  We don't need them anymore to have massive shows listened to by millions of people.
[02:09:57.914 --> 02:10:06.378]  And Simon & Schuster has demonstrated that when you behave badly and you treat not just authors but their readers like pieces of you-know-what,
[02:10:07.864 --> 02:10:11.628]  The conservatives and libertarians and freedom lovers everywhere can just go out and do it on their own.
[02:10:12.289 --> 02:10:12.929]  Alex has done it.
[02:10:13.290 --> 02:10:13.750]  I've done it.
[02:10:14.291 --> 02:10:17.254]  We both encourage you to do the same thing.
[02:10:17.274 --> 02:10:21.679]  So I'm going to be focusing on dangerous books, which is my new book imprint.
[02:10:22.912 --> 02:10:23.733]  And it's all very good news.
[02:10:24.453 --> 02:10:30.577]  Another bit of news related to me, and then we can get on to the actual news, because people do like me to give them a little update, a little Milo update.
[02:10:31.137 --> 02:10:35.880]  Phoenix, I have a show in Phoenix, and here's what Antifa has been up to in Phoenix.
[02:10:36.801 --> 02:10:45.166]  The promoter for the Phoenix tour, I'm reading from notes that I just got sent by my booking agent, the promoter from Phoenix made the mistake of putting his logo
[02:10:46.187 --> 02:10:49.390]  On a poster for my speech, which is due on Friday.
[02:10:50.431 --> 02:10:56.657]  Intimidating men then rang his home doorbell and started threatening his girlfriend.
[02:10:57.417 --> 02:10:58.919]  His girlfriend is now terrified.
[02:10:59.219 --> 02:11:03.122]  They phoned every venue that he has ever worked with.
[02:11:03.843 --> 02:11:19.653]  In the past or works with currently and Antifa has been tweeting him every 10 minutes all day every day with threats of physical violence and death threats against him and anybody that comes to his shows with the result that one venues already cancelled their relationship with him.
[02:11:20.613 --> 02:11:21.234]  Antifa has
[02:11:23.456 --> 02:11:28.300]  has threatened to take this guy's livelihood away for the crime of hosting me.
[02:11:28.340 --> 02:11:29.961]  Well, the show, I'm sure, will go on.
[02:11:29.981 --> 02:11:31.522]  We're working it out right now.
[02:11:31.822 --> 02:11:38.187]  Now, onto the news, and Florida... Well, what are the reasons for this shooting?
[02:11:39.485 --> 02:11:43.606]  What moved a young guy to open fire and kill 17 people?
[02:11:44.607 --> 02:11:51.429]  We may never know what's in this guy's head, but we can make some observations, I think, about the prevailing culture.
[02:11:52.170 --> 02:11:55.391]  I think we can make some observations about what's been happening to America.
[02:11:56.431 --> 02:12:00.595]  In the last couple of decades, which might be leading young boys to act out.
[02:12:00.635 --> 02:12:16.329]  Now the first thing to say about Florida, South Florida, and in particular Broward County, where this happened, is that they had a new initiative aimed at school safety, but rooted in social justice, that was instituted a little while ago, August of 2017.
[02:12:16.489 --> 02:12:18.410]  They brought in a new initiative
[02:12:23.942 --> 02:12:26.163]  It was called the Broward County Solution.
[02:12:26.483 --> 02:12:39.249]  And the Broward County Solution was designed, get this, to reduce the statistical disparity between black and Hispanic arrests versus white and Asian arrests.
[02:12:39.289 --> 02:12:52.855]  And of course this young guy, whose name contained Jesus and Cruz, this Nicholas with a K, would have fallen under the Hispanic definition of this new policy from Broward County Schools.
[02:12:53.962 --> 02:13:04.746]  A Denver organization called Padres e Jovenes Unidas successfully advocated for a program like Broward's to achieve racial and educational equity in Denver schools.
[02:13:05.366 --> 02:13:23.432]  This policy designed to, in other words, turn a blind eye to minor infractions from students of color, students from so-called marginalized communities, and to punish more harshly the wrongdoing of white students and Asian students because there's a disparity in the statistics.
[02:13:26.323 --> 02:13:33.007]  It's never occurred to anybody that it might be a good idea to fix the reason that there is a disparity in the crimes committed.
[02:13:33.108 --> 02:13:33.268]  No.
[02:13:33.828 --> 02:13:37.390]  This was a superficial fix, which is exactly what social justice does.
[02:13:37.430 --> 02:13:39.172]  It's exactly what social justice is.
[02:13:40.072 --> 02:13:43.955]  Entirely predictable that they would treat the symptoms and leave the disease rostered
[02:13:44.660 --> 02:13:45.120]  Rostering?
[02:13:45.280 --> 02:13:46.081]  Rostering's not a word.
[02:13:46.541 --> 02:13:49.242]  Leave the disease rotting and festering.
[02:13:49.482 --> 02:13:50.342]  That's what I was going for.
[02:13:50.482 --> 02:13:53.983]  Crews, of course, had been suspended from Stoneman Douglas High.
[02:13:54.363 --> 02:13:57.024]  Not just for fighting, but for being caught with bullets.
[02:13:58.065 --> 02:14:02.286]  Now to say nothing of the FBI's utter incompetence.
[02:14:02.306 --> 02:14:10.269]  And we're going to speak to Laura Loomer in the second hour that I'm on today about whether there's any incentive that the FBI might conceivably have
[02:14:11.949 --> 02:14:16.534]  For not pulling these people in and for allowing these crimes kind of tacitly to happen.
