[00:00:23.232 --> 00:00:27.943]  Yeah, I think.
[02:16:42.554 --> 02:16:47.696]  Truly the best knife you will ever own, and only available at TheUltimateKnife.com.
[02:16:47.696 --> 02:16:50.457]  Use promo code RADIO at checkout for free shipping.
[02:16:50.457 --> 02:16:55.258]  Get The Ultimate Knife at the ultimate price at TheUltimateKnife.com.
[02:16:55.258 --> 02:16:56.439]  Bacon lovers.
[02:16:56.439 --> 02:16:57.979]  We ship free.
[02:16:57.979 --> 02:16:59.800]  Try our amazing bacon.
[02:16:59.800 --> 02:17:01.821]  No refrigeration required.
[02:17:01.821 --> 02:17:05.542]  Proprietary value-added packaging provides 10 years shelf life.
[02:17:05.882 --> 02:17:11.409]  And protects the leanest, thickest, center cut fully cooked bacon in America today.
[02:17:11.409 --> 02:17:14.873]  Ready to eat right from the pouch or warm and serve.
[02:17:14.873 --> 02:17:16.735]  Savory and delicious.
[02:17:16.735 --> 02:17:19.679]  Wholesale price for your everyday use.
[02:17:19.679 --> 02:17:22.602]  Order today at ReadyToEatBacon.com.
[02:17:22.602 --> 02:17:23.904]  ReadyToEatBacon.com
[02:17:25.265 --> 02:17:26.486]  Hi, I'm Dan Pilla.
[02:17:26.486 --> 02:17:30.408]  I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[02:17:30.408 --> 02:17:31.948]  I sued the IRS and won.
[02:17:31.948 --> 02:17:34.910]  I beat the IRS then, and I've been beating them ever since.
[02:17:34.910 --> 02:17:40.472]  I wrote the book on tax debt settlement, and I've helped thousands of people deal with tax problems they thought might never be solved.
[02:17:40.472 --> 02:17:41.673]  I can help you, too.
[02:17:41.673 --> 02:17:44.614]  If you owe taxes you can't pay, don't wait another day.
[02:17:44.614 --> 02:17:46.835]  There's no such thing as a hopeless tax case.
[02:17:46.835 --> 02:17:51.277]  Call 800-34-NO-TAX or go to my website, danpilla.com.
[02:17:51.277 --> 02:17:53.599]  That's danpilla.com, danpilla.com.
[02:17:56.271 --> 02:18:03.956]  Do you realize that when you spread the links from Infowars.com, when you spread the videos, you are changing the world?
[02:18:03.956 --> 02:18:04.437]  It's you!
[02:18:05.546 --> 02:18:08.048]  That's why you've been on the team supporting us, praying for us, and spreading the word.
[02:18:08.048 --> 02:18:09.369]  You are the info war.
[02:18:09.369 --> 02:18:12.331]  And now because of their intensifying censorship, it's more important than ever
[02:18:26.701 --> 02:18:38.090]  That everyone go to InfoWars.com forward slash newsletter and sign up via email so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[02:18:38.090 --> 02:18:46.056]  And so now I ask you more than ever to share the InfoWars.com articles, to share the videos, to tell people about the local stations you're listening to.
[02:18:46.056 --> 02:18:52.641]  The bare minimum you can do is sign up for the free newsletter at InfoWars.com forward slash newsletter.
[02:18:53.081 --> 02:18:54.602]  We are the Renaissance.
[02:18:54.602 --> 02:18:56.102]  And we are winning.
[02:18:56.102 --> 02:19:06.705]  We've taken thousands of years of known research and put it together with our own four years of seeking and testing to find the very best systems that God gave us through Mother Nature to detoxify the body.
[02:19:06.705 --> 02:19:08.546]  That's why I'm introducing Z-Shield.
[02:19:08.766 --> 02:19:11.647]  Toxic metal and chemical defense support.
[02:19:11.647 --> 02:19:13.128]  It's made in the USA.
[02:19:13.128 --> 02:19:19.952]  It's filled with known compounds from nature that are absolutely associated with detoxifying the body and it supports the info war.
[02:19:19.952 --> 02:19:22.033]  It is a classical 360 win.
[02:19:22.033 --> 02:19:31.737]  This is the formula that I personally have been taking for over a year and now we believe we have come as close to perfection when it comes to a detoxifier as you can possibly get.
[02:19:31.737 --> 02:19:36.740]  You owe it to yourself, you owe it to your family, and you owe it to the future of this country and the world that
[02:19:36.840 --> 02:19:48.543]  Patriots, stay as healthy and as clean and as focused as you can be because we need you, the remnant of America, to reignite those brush fires to the next level and to be healthy and as focused as you can be.
[02:19:48.543 --> 02:19:51.844]  Thanks to your support and your prayers, together, we're changing the world.
[02:19:51.844 --> 02:19:59.445]  Now it's time to change our bodies with Z-Shield and InfoWarsLive.com.
[02:19:59.445 --> 02:20:02.046]  You're listening to the Alex Jones Show.
[02:20:33.576 --> 02:20:35.637]  Well, six months ago we broke the news, Alex, because as I said,
[02:20:55.822 --> 02:21:02.849]  The entire population in Turkey, they were cheering for President Trump for his presidency during his candidacy.
[02:21:02.849 --> 02:21:08.895]  And as I was saying, there are several traits that both presidents have in common.
[02:21:08.895 --> 02:21:11.278]  In Turkey, we had a similar situation.
[02:21:11.278 --> 02:21:16.984]  You know, we had that very small, minute, left-leaning neoliberal elite.
[02:21:17.464 --> 02:21:17.965]  I don't know.
[02:21:32.720 --> 02:21:36.442]  But the neoliberal Europe, they can't stand it.
[02:21:36.442 --> 02:21:52.531]  Well, knowing that, and some of the commentaries, because they are both blunt, both President Trump and President Erdogan, and they both have the more traditionalist approach, more conservative approach, both physically, but also philosophically.
[02:21:52.951 --> 02:22:08.370]  So there was this great relationship between Trump and Erdogan, especially after the attempted coup that was concocted by the Clinton-Obama duo Operation Glad You'll Be through this Mullah terrorist, Fethullah Gulen.
[02:22:08.370 --> 02:22:09.251]  Everything was good.
[02:22:10.311 --> 02:22:20.693]  What happened was, about a year and a half ago, Turkey arrested this undercover CIA operative who has been posing as a pastor.
[02:22:20.693 --> 02:22:20.974]  Okay?
[02:22:20.974 --> 02:22:22.754]  His name is Bronson.
[02:22:22.754 --> 02:22:25.395]  Pastor Andrew Bronson.
[02:22:25.395 --> 02:22:27.175]  And they have these evidence.
[02:22:27.175 --> 02:22:29.115]  Some of the evidence has been published.
[02:22:29.115 --> 02:22:31.236]  Some of those has not been published.
[02:22:31.916 --> 02:22:37.680]  But there are ties and connections between this pastor and Graham Fuller.
[02:22:37.680 --> 02:22:40.903]  Graham Fuller was Clinton's top pick.
[02:22:40.903 --> 02:22:42.944]  Clinton's top pick for the middle class.
[02:22:46.923 --> 02:22:47.563]  We're good to go.
[02:23:07.483 --> 02:23:20.754]  Behind the scenes, they have been talking through diplomatic channels but also having direct talks with the Turkish government officials trying to get this guy released and sent back to the United States, right?
[02:23:20.754 --> 02:23:25.818]  Well, while President Trump was making great progress and was
[02:23:26.358 --> 02:23:39.643]  During the time Turkey was actually so close to release and send this guy back to the United States, these elements in the State Department and the CIA, these are the Clinton leftover cabals.
[02:23:39.643 --> 02:23:54.568]  A lot of people, they know about Mueller and Comey and the fact that FBI, DOJ is infested by the Clintonite cabal, but most people don't know about the cabals left over in the State Department and the CIA.
[02:23:55.669 --> 02:24:06.820]  So, trying to sabotage Trump's progress with Turkey and getting so happy because Trump and Turkey started rebuilding the relationship.
[02:24:06.820 --> 02:24:16.691]  This group, they co-opted this pastor's wife, her name is Noreen Bronson, and they brought her before these EU human rights courts.
[02:24:17.271 --> 02:24:31.100]  And told her to lie and say her husband was being tortured, Erdogan was dictator, and she was doing this while Trump and Pence were making progress, having this pastor released.
[02:24:31.100 --> 02:24:38.205]  Well, of course, Turkey, based on its own sovereignty and nationalism, they were like, hold on a second.
[02:24:38.205 --> 02:24:39.146]  Hold on a second.
[02:24:39.838 --> 02:24:43.041]  On one hand, you, your White House is doing this.
[02:24:43.041 --> 02:24:49.707]  On the other hand, your CIA and the State Department and this pastor's wife, they are doing this.
[02:24:49.707 --> 02:24:54.872]  And we're not going to come out and look weak and release as a goodwill gesture.
[02:24:54.872 --> 02:24:56.954]  So all deals are off.
[02:24:56.954 --> 02:24:59.797]  Well, we broke the story six months ago.
[02:25:00.612 --> 02:25:02.613]  We warned President Trump.
[02:25:02.613 --> 02:25:11.957]  We said there are elements within the State Department and the CIA, and they are sabotaging the progress you're making with Turkey.
[02:25:11.957 --> 02:25:27.183]  Well, of course, it was a blanket blackout, and until recently, for this getting so escalated, and I am sure, I know for a fact that neither President Trump or VP Pence know what
[02:25:27.782 --> 02:25:31.905]  The State Department and the CIA have been doing behind their backs.
[02:25:31.905 --> 02:25:43.193]  Not only that, I have received information from my sources that the Bronson couple, the so-called imposter pastor, okay, they have been a long-time Clinton supporter.
[02:25:43.860 --> 02:25:57.830]  So these people are not even the conservative Republicans, although they have been going to Vice President Pence, trying to mobilize the evangelical community to back, you know, his release.
[02:25:57.830 --> 02:26:06.216]  On the other hand, they have been cooperating with these dirty elements, Clintonite elements within the State Department and the CIA.
[02:26:06.216 --> 02:26:08.978]  And if you put the link to our video, we have
[02:26:09.458 --> 02:26:10.339]  We're good to go.
[02:26:25.118 --> 02:26:36.771]  In this very important, sensitive, diplomatic situation, it's actually crime, because it also results in someone being jailed even for a longer period.
[02:26:36.771 --> 02:26:39.053]  You're looking at an American citizen.
[02:26:39.053 --> 02:26:42.457]  Well, you're not going to hear this on the mainstream media.
[02:26:42.457 --> 02:26:46.201]  They have been trying to flame the fire, right?
[02:26:46.880 --> 02:26:53.563]  Blame it further by saying how horrible is Turkey and how bully is Trump.
[02:26:53.563 --> 02:27:02.427]  Basically, they are making both countries look awful and they can't wait for a major international disaster between the two nations.
[02:27:02.427 --> 02:27:04.908]  Do you know why, Alex?
[02:27:04.908 --> 02:27:07.770]  Because the Clintonites, they haven't given up.
[02:27:07.770 --> 02:27:14.453]  What they are trying to do is, they are trying to set up President Trump and show international disasters.
[02:27:15.410 --> 02:27:18.414]  Well sure, that's what Michael Moore said when Trump was president-elect.
[02:27:18.414 --> 02:27:20.737]  He said, he said... Sorry, go ahead, sure.
[02:27:21.749 --> 02:27:26.531]  The whole thing is, Alex, they want to say, look, he has failed in diplomacy.
[02:27:26.531 --> 02:27:31.014]  He has extended and extended the list of the United States enemies.
[02:27:31.014 --> 02:27:36.917]  The same people... Well, that's what all these quoted foreign intelligence officials, a bunch of traitorous globalists are saying Trump's a big failure.
[02:27:36.917 --> 02:27:43.300]  But Michael Moore said, don't worry, Trump will get embarrassed in international affairs because they think that's where they can sabotage him.
[02:27:43.300 --> 02:27:44.720]  They don't want America to be great again.
[02:27:44.720 --> 02:27:45.401]  They say the country...
[02:27:46.550 --> 02:27:48.491]  That is the Clinton's plan.
[02:27:48.491 --> 02:27:55.933]  I know a lot of people are paying attention to what the FBI is trying to do, wasting hundreds of millions of dollars of taxpayers' money.
[02:27:55.933 --> 02:27:59.575]  Sure, but the real sabotage is in the State Department and the deep state, don't we get it?
[02:27:59.575 --> 02:28:01.255]  Yes, it is.
[02:28:01.255 --> 02:28:02.096]  Absolutely.
[02:28:03.696 --> 02:28:08.637]  And, you know, just channels like you, and Newsbutt, and we are a little outlet.
[02:28:08.637 --> 02:28:12.258]  Other than us, look at CNN, look at MSNBC.
[02:28:12.258 --> 02:28:21.881]  They keep claiming that, look, NATO ally Turkey is not only a NATO ally, it's the most important NATO ally.
[02:28:21.881 --> 02:28:25.922]  Look at the geostrategic position of the Turkish.
[02:28:25.922 --> 02:28:28.683]  Okay, Turkey, it's right there on the map.
[02:28:28.683 --> 02:28:31.364]  It's on the border with Syria, with Iraq.
[02:28:31.804 --> 02:28:35.445]  With Iran, with Russia, with Ukraine, okay?
[02:28:55.626 --> 02:28:58.728]  This is Jessica Armand, founder of MyMagicMud.
[02:28:58.728 --> 02:29:03.691]  Our team helped organize a successful effort to remove fluoride from our city's water supply.
[02:29:03.691 --> 02:29:05.412]  This is our passion.
[02:29:05.412 --> 02:29:09.595]  MyMagicMud Oral Care purifies and brightens your smile naturally.
[02:29:09.595 --> 02:29:15.579]  GCN listeners, please support my family business by purchasing our products from your local health food store.
[02:29:15.579 --> 02:29:18.221]  We're also available at CVS Pharmacy.
[02:29:18.221 --> 02:29:23.644]  Or visit us at MyMagicMud.com and take 10% off now with coupon code GCN10.
[02:29:25.339 --> 02:29:32.102]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[02:29:32.102 --> 02:29:36.363]  Since 2005, thousands have depended on Berkey Purified Water.
[02:29:36.363 --> 02:29:40.985]  The Berkey guy provides the lowest price filtration systems in every size.
[02:29:40.985 --> 02:29:46.547]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[02:29:46.547 --> 02:29:46.687]  877-886-3653.
[02:29:46.687 --> 02:29:47.027]  GoBerkey.com.
[02:29:56.374 --> 02:30:02.859]  We are kept afloat only by your loyal patronage, and that's why we need you to go to the site now.
[02:30:02.859 --> 02:30:09.705]  If you're not in the market for one of our greatest nutraceuticals, please consider a contribution.
[02:30:09.705 --> 02:30:25.238]  $25, $50, $100, $250, or even $500 would be a godsend to our important work here to beat back the globalists and to destroy their campaign of censorship in which they want to strangle our First Amendment rights.
[02:30:26.368 --> 02:30:30.211]  Hey, how would you like to take InfoWars with you wherever you go?
[02:30:30.211 --> 02:30:35.454]  Well, now you can do just that with the new official InfoWars app.
[02:30:35.454 --> 02:30:36.755]  And here's the best part.
[02:30:36.755 --> 02:30:38.576]  It is absolutely free.
[02:30:38.576 --> 02:30:43.800]  At the Apple Store and Google Play, you can join the InfoWars today.
[02:30:43.800 --> 02:30:47.762]  Check it out right now at InfoWars.com forward slash app.
[02:30:47.762 --> 02:30:51.885]  It's the InfoWars official app, taken on the globalist at point-blank range.
[02:30:51.885 --> 02:30:55.988]  And with your help spreading it, and with your help downloading it, we are unstoppable.
[02:30:56.778 --> 02:31:06.263]  InfoWarsLife and InfoWarsLife.com is extremely excited to announce our latest release, Winner's Sun, a revolutionary type of vitamin D3.
[02:31:06.263 --> 02:31:10.965]  Winner's Sun is a premium quality vitamin D3 nutritional supplement.
[02:31:10.965 --> 02:31:15.747]  It is produced by extracting oil from healthy nutrient-dense plants known as lichens.
[02:31:15.747 --> 02:31:18.789]  Every batch is analyzed for purity and D3 content.
[02:31:18.789 --> 02:31:21.230]  It's completely free of toxins and allergens.
[02:31:21.230 --> 02:31:24.771]  Simply put, if you want the best at an extremely low price, this is it.
[02:31:24.771 --> 02:31:26.032]  Winner's Sun is the result
[02:31:26.172 --> 02:31:26.592]  We're good to go.
[02:31:57.152 --> 02:32:01.734]  Patrick, in the great nation of Australia, you're on the air worldwide.
[02:32:01.734 --> 02:32:02.294]  Thanks for calling.
[02:32:02.294 --> 02:32:03.714]  Hey Alex, mate.
[02:32:03.714 --> 02:32:07.335]  I've been following you since I was 14 and I'm 32 now.
[02:32:07.335 --> 02:32:16.078]  I remember back when InfoWars and Prison Planet, it was just blue text on a white screen and I had to load down the page on my dial-up internet and I thought it was
[02:32:16.218 --> 02:32:32.374]  Pretty cool and read all the books and seen all the DVDs and followed all your guests and I've been using your products since the first iteration of Survival Shield and since then I'm on the X2, the Supermail Vitality, the Caveman, the Real Red Pill, Micro ZX, Body, it's all amazing.
[02:32:32.854 --> 02:32:41.463]  Yeah, and I wanted to say that by following you so much, it's like you're just detoxing the mind, you're detoxing the body, you're detoxing the spirit.
[02:32:41.463 --> 02:32:46.369]  And it's just the more you know God, the more you fear God, but the more you chase God.
[02:32:46.369 --> 02:32:51.974]  And I wanted to say that it's an honor to stand side by side with you, the crew, and the listeners out there, 1775th Worldwide.
[02:32:59.395 --> 02:33:03.416]  You're listening to The Alex Jones Show.
[02:33:03.416 --> 02:33:14.480]  I've got a good woman at home Who thinks I do no wrong
[02:33:29.156 --> 02:33:30.738]  Here's the deal.
[02:33:30.738 --> 02:33:35.563]  We've got a great guest in the fourth hour.
[02:33:35.563 --> 02:33:40.548]  Mike Adams, who was here yesterday.
[02:33:51.724 --> 02:33:55.808]  And I might just stay with him during that as well, because there's so much to break down.
[02:33:55.808 --> 02:33:59.471]  I kind of want to take your phone calls, too, to get your take on all this that's going on.
[02:33:59.471 --> 02:34:01.373]  Listen, I'm not worried about Infowars.
[02:34:01.373 --> 02:34:02.214]  I'm worried about you.
[02:34:02.214 --> 02:34:04.556]  I'm worried about the country.
[02:34:04.556 --> 02:34:05.437]  I'm worried about the future.
[02:34:05.437 --> 02:34:07.799]  I mean, I know the Democrats hate America.
[02:34:07.799 --> 02:34:09.040]  I know they hate Christians.
[02:34:09.040 --> 02:34:10.161]  I know they hate free market.
[02:34:10.161 --> 02:34:10.902]  I've been telling you that.
[02:34:11.482 --> 02:34:16.405]  And that's what goes on at these universities, these corporations, is this elitism by the controllers.
[02:34:16.405 --> 02:34:27.392]  But then the average leftist is this depressed, freaked out, weird beta male or female that actually thinks their captors are their friends.
[02:34:27.392 --> 02:34:33.876]  And it is just crazy how they love Venezuela, they love Cuba, they love North Korea, they love China.
[02:34:33.876 --> 02:34:36.337]  They have no idea what it is.
[02:34:36.337 --> 02:34:36.998]  They just love it.
[02:34:39.301 --> 02:34:47.109]  And so it's very exciting to see people all over the internet rallying for InfoWars and promoting us everywhere, and that's very important.
[02:34:47.109 --> 02:34:52.394]  But while you do that, we're posting a video to the front page of InfoWars.com right now.
[02:34:52.394 --> 02:34:54.456]  For some reason it doesn't refresh on the computers here.
[02:34:54.456 --> 02:34:56.678]  We're working through those.
[02:34:56.678 --> 02:35:00.942]  We still have a big story from yesterday, false flag coming.
[02:35:00.942 --> 02:35:03.384]  Which is the most critical story out there, but we have another one about
[02:35:04.528 --> 02:35:11.651]  China and the EU are already regulating the internet because our government has a lot of vacuum.
[02:35:11.651 --> 02:35:15.413]  It's great to say you're for free trade unless the other countries have giant tariffs on you.
[02:35:15.413 --> 02:35:17.294]  Oh, we have no tariffs, we're free trade.
[02:35:17.294 --> 02:35:18.894]  Okay, we've got a 200% one, a 300% one.
[02:35:18.894 --> 02:35:23.276]  Okay, we're going to stay at zero.
[02:35:23.276 --> 02:35:24.497]  I have a non-violence policy.
[02:35:24.497 --> 02:35:26.858]  They're like, we have a policy to hit you in the head with a baseball bat 55 times.
[02:35:32.130 --> 02:35:33.491]  It's like we have a no-smoking policy.
[02:35:33.491 --> 02:35:36.593]  Somebody lights a cigarette and goes, I don't have one.
[02:35:36.593 --> 02:35:37.454]  It blows right in your face.
[02:35:37.454 --> 02:35:41.896]  I mean, we better protect the internet now.
[02:35:41.896 --> 02:35:48.721]  Obama took it over, got a bunch of laws passed to let them regulate, let them shut down free speech, let them have immunity.
[02:35:48.721 --> 02:35:55.125]  The right-wingers, Pi, just reversed that, which was good, but now it's a free-for-all.
[02:35:55.125 --> 02:35:57.167]  And while this vacuum's open, it's like saying, well,
[02:35:58.379 --> 02:35:59.860]  I'm a libertarian.
[02:35:59.860 --> 02:36:04.261]  So I'm not going to have a submarine bulkhead door.
[02:36:04.261 --> 02:36:08.923]  Well, as soon as the submarine goes underwater, the submarine floods.
[02:36:08.923 --> 02:36:11.284]  It's like the couple with some other Europeans.
[02:36:11.284 --> 02:36:14.045]  They were American government workers.
[02:36:14.045 --> 02:36:15.305]  They said, oh, we're sick of this.
[02:36:15.305 --> 02:36:16.745]  The world is love.
[02:36:16.745 --> 02:36:22.948]  We're going to bicycle through Al Qaeda territory and hug them.
[02:36:22.948 --> 02:36:24.708]  Well, they didn't have to find Al Qaeda.
[02:36:24.708 --> 02:36:26.469]  Al Qaeda found them, ran them off the road.
[02:36:27.847 --> 02:36:33.990]  Ran him over, got out and stabbed him to death.
[02:36:33.990 --> 02:36:39.813]  They found out about the love.
[02:36:39.813 --> 02:36:44.495]  Let me tell you, there's some serious mental illness going on at Big Tech in San Francisco.
[02:36:44.495 --> 02:36:48.257]  It's in the news that they have poop all over the ground everywhere.
[02:36:48.257 --> 02:36:49.638]  Just mentally ill people everywhere.
[02:36:54.639 --> 02:36:59.242]  And the left will just crush anything American, anything strong, anything successful.
[02:36:59.242 --> 02:37:04.345]  They just revel because they're beta cucks who grew up and thought they weren't powerful.
[02:37:04.345 --> 02:37:07.086]  And the university went, it's okay, you're a leftist.
[02:37:07.086 --> 02:37:10.989]  You're in control, just hate America now.
[02:37:10.989 --> 02:37:12.249]  And you'll be in charge of it.
[02:37:12.249 --> 02:37:17.573]  So America is what gives them water, what gives them food, what gives them sunlight, like they're a plant.
[02:37:17.573 --> 02:37:19.774]  They're wanting to chop the tree down
[02:37:25.106 --> 02:37:27.148]  Because they think it's better than them.
[02:37:27.148 --> 02:37:33.814]  They have an inferiority complex when there's all these other countries and collapsed systems that just want to murder you.
[02:37:33.814 --> 02:37:35.296]  Where women are slaves, you name it.
[02:37:35.296 --> 02:37:38.259]  Where it's super hellish, super dangerous.
[02:37:38.259 --> 02:37:41.141]  No culture, no architecture, nothing.
[02:37:41.141 --> 02:37:42.543]  No classical liberalism.
[02:37:42.543 --> 02:37:46.867]  And you have all these weird, spoiled, rotten tyrants that say they're the liberals, but they're not.
[02:37:46.867 --> 02:37:47.888]  They're the destructors.
[02:37:50.765 --> 02:37:54.267]  So I heard that Apple banned Alex Jones and InfoWars from their iTunes store.
[02:38:19.295 --> 02:38:24.280]  We just wanted to leave them with a little gift.
[02:38:24.280 --> 02:38:26.383]  And again, she went to all the computers and put InfoWars.com on.
[02:38:26.383 --> 02:38:38.976]  Ladies and gentlemen, this is undoubtedly the most important broadcast I've ever done in my life.
[02:38:38.976 --> 02:38:40.117]  Emergency alert, false flag.
[02:38:40.117 --> 02:38:41.759]  That has hundreds of thousands of views right now.
[02:38:44.096 --> 02:38:48.665]  And if everybody does stuff like that, it will totally blow up in their face big time.
[02:38:48.665 --> 02:38:50.709]  Let's go to the next one.
[02:38:50.709 --> 02:38:56.299]  This is a sync edit of Lester Holt reveals descriptive
[02:38:57.455 --> 02:38:59.996]  And deceptive edit techniques used against Alex Jones.
[02:38:59.996 --> 02:39:03.697]  Now let's be clear, Lester Holt is not a pedophile, at least that I know.
[02:39:03.697 --> 02:39:08.279]  These are edits of him talking about children and child molestation cases.
[02:39:08.279 --> 02:39:16.782]  But according to Lester Holt's standard, where he didn't show a clip, he just read quotes that were each word out of context, put together where I said attack the media with assault rifles.
[02:39:18.157 --> 02:39:24.119]  The New York Times did it, thousands of publications, but he put it out with Jack Dorsey and said, Jack, I get chills up my spine.
[02:39:24.119 --> 02:39:27.000]  He says he wants people to criminally kill us with guns.
[02:39:27.000 --> 02:39:30.121]  Never said any of that.
[02:39:30.121 --> 02:39:34.342]  In fact, at least with this clip, we take real things he said and then put them together.
[02:39:34.342 --> 02:39:39.844]  In their stories, it'll be one word, two words, one word, then they fill in the blanks.
[02:39:39.844 --> 02:39:44.906]  They don't even have the words to put it together, so they even make those up.
[02:39:48.354 --> 02:39:54.138]  So, this isn't even as nasty as the way he did to Ush, but here's an example of deceptive editing.
[02:39:54.138 --> 02:39:57.080]  Here it is.
[02:39:57.080 --> 02:40:01.763]  On August 15, 2018, Lester Holt claimed Alex Jones called for people to use battle rifles against a tech journalist.
[02:40:01.763 --> 02:40:06.145]  He did this by playing word game salad with different words that Alex Jones had said at different times.
[02:40:06.145 --> 02:40:11.629]  Lester Holt dishonestly recombined those words into a whole new fake sentence they claimed that was Alex actually said.
[02:40:13.883 --> 02:40:17.705]  Let's use the same technique and see what Lester Holt might be planning to upset.
[02:40:17.705 --> 02:40:19.025]  Indulge me for just a moment.
[02:40:19.025 --> 02:40:25.068]  I think my reputation was sullied by the little boy in the little boy in... He's only four, but he's ready.
[02:40:25.068 --> 02:40:27.830]  In the end, uh, you know, we got a good amount of time since 2005.
[02:40:27.830 --> 02:40:30.751]  Now I'm gonna get to spend more time.
[02:40:30.751 --> 02:40:35.433]  And, uh, I'm expected to face criminal charges related to sexual abuse.
[02:40:35.433 --> 02:40:36.914]  Dude, you made a mistake!
[02:40:36.914 --> 02:40:37.294]  Wrong name!
[02:40:37.594 --> 02:40:43.801]  But I really like the little boy, and the little boy, and I don't know whether he thinks it went badly or, you know, it's not for me to judge.
[02:40:43.801 --> 02:40:51.189]  I remember that, you know, talking to his family, and I just love a little boy in a good way, which I'm gonna continue doing, but not in other places.
[02:40:51.189 --> 02:40:52.110]  That's what I wanted to say.
[02:40:52.110 --> 02:40:52.971]  Yeah, okay.
[02:40:52.971 --> 02:40:56.575]  So if you have any great ideas about sneaking in a little boy, I'm all ears.
[02:40:56.575 --> 02:40:56.995]  Of course.
[02:40:56.995 --> 02:40:58.096]  Yeah, I'm very happy, yeah.
[02:41:00.287 --> 02:41:07.053]  That's Brian Williams, the guy that said he was shot down by RPGs in a helicopter, it was all lies.
[02:41:07.053 --> 02:41:11.016]  So that's who they replaced him with, is another big fat liar, Buck Lester Holt.
[02:41:11.016 --> 02:41:19.303]  So Holt, you just looked at a piece of paper of edited words and said I said something, which is even worse, that I'm calling for violence.
[02:41:19.303 --> 02:41:23.927]  I said that was fake.
[02:41:23.927 --> 02:41:26.369]  But still, you'll probably get pissed off.
[02:41:26.369 --> 02:41:27.791]  I know this, you molest the truth.
[02:41:29.301 --> 02:41:31.423]  You, you, you, you sit there and defame people.
[02:41:31.423 --> 02:41:38.248]  You are a fraud like the king of fake news, Ryan Williams.
[02:41:38.248 --> 02:41:39.489]  And you'll go that same way.
[02:41:39.489 --> 02:41:41.691]  What a sick, evil freak, man.
[02:41:43.191 --> 02:41:47.735]  I played it already yesterday, Drudge Report linked to it, and I just want to say thank God for DrudgeReport.com.
[02:41:47.735 --> 02:41:51.398]  Seriously, Drudge has taken us over the top time and time again.
[02:41:51.398 --> 02:41:54.921]  Without DrudgeReport.com, we would be in deep trouble, so thank you.
[02:41:54.921 --> 02:41:57.763]  Speaking of disinformation, when we come back, I'm going to hit another big one.
[02:41:57.763 --> 02:42:04.469]  I'll get into the dozens of former intel officials, all globalist traitors, all people that helped spy on Trump illegally, all enemies of the country, in my view.
[02:42:05.229 --> 02:42:07.692]  Uh, how they're bitching about his speech being taken.
[02:42:07.692 --> 02:42:08.893]  Brennan's speech!
[02:42:08.893 --> 02:42:15.620]  He doesn't still get national security briefings, so he can spin it to the media and sell it to CNN and spawn, My God, his speech is gone!
[02:42:15.620 --> 02:42:18.443]  The very same CNN, calling for me to be silenced.
[02:42:20.114 --> 02:42:22.076]  Brian Stelter, how dare Trump criticize us?
[02:42:22.076 --> 02:42:23.217]  That silences the media.
[02:42:23.217 --> 02:42:26.060]  No, criticizing known liars is telling the truth.
[02:42:26.060 --> 02:42:30.104]  You're the ones calling for us to be silenced and you do it the same programs.
[02:42:30.104 --> 02:42:31.705]  You are anti-free speech police.
[02:42:31.705 --> 02:42:33.467]  You are the enemy of the country.
[02:42:33.467 --> 02:42:34.848]  Does that mean I want violence against you?
[02:42:34.848 --> 02:42:34.888]  No!
[02:42:36.400 --> 02:42:38.482]  You're the ones politically trying to shut me down.
[02:42:38.482 --> 02:42:40.324]  I'm politically exposing you.
[02:42:40.324 --> 02:42:42.926]  And we know when those terror attacks come against you that you're going to stage.
[02:42:42.926 --> 02:42:44.027]  We didn't do it.
[02:42:44.027 --> 02:42:45.669]  You have hyped it up and got it prepared.
[02:42:45.669 --> 02:42:48.531]  It's so obvious what you're about to do before the midterms.
[02:42:48.531 --> 02:42:50.754]  I have to expose it so they can't pull it off.
[02:42:50.754 --> 02:42:53.816]  But to do that, I need the audience to spread those videos and vote for us.
[02:43:00.270 --> 02:43:02.631]  The Real Red Pill Plus, ladies and gentlemen.
[02:43:02.631 --> 02:43:06.073]  Our team is constantly on the lookout for newer and better ways to improve our products.
[02:43:06.073 --> 02:43:12.436]  That's why we're bringing you a brand new version of one of the newest fan-favorite products, The Real Red Pill Plus.
[02:43:12.436 --> 02:43:17.938]  The Real Red Pill Plus is an all-new version of the Powerhouse Preglanum product.
[02:43:17.938 --> 02:43:25.622]  It features the same great formula that supports your heart, brain, healthy aging process, with an all-new natural caffeine boost included.
[02:43:26.082 --> 02:43:32.524]  A powerful, pregnant-owned base, the Real Red Pill, has quickly become one of our fellow InfoWarriors' favorite products.
[02:43:32.524 --> 02:43:42.987]  Now, with an extra proprietary energy blend inside, including green tea extract, yerba mate, leaf extract, and more, you can get that extra pick-me-up while supporting your mind and body in a healthy way.
[02:43:42.987 --> 02:43:47.608]  It's got all the great stuff that Real Red Pill has, but it's also got the boost in it.
[02:43:47.608 --> 02:43:51.129]  Get the Real Red Pill Plus at InfoWarriorStore.com.
