[00:00:01.414 --> 00:00:05.856]  The answer to 1984 is 1776.
[00:51:49.965 --> 00:51:57.813]  But there are six levels of irony to this story that everybody should be aware of because what happened here is horrifying.
[00:51:57.813 --> 00:52:02.197]  Twitter said that it was because he was bullying a CNN reporter.
[00:52:02.197 --> 00:52:03.639]  That's literally the reason.
[00:52:04.099 --> 00:52:14.345]  The Associated Press reports, Twitter said Jones posted a video on Wednesday that violates the company's policy against abusive behavior.
[00:52:14.345 --> 00:52:23.911]  That video showed Jones berating CNN journalist Oliver Darcy for some 10 minutes in between two congressional hearings on social media.
[00:52:23.911 --> 00:52:29.275]  So the first level of irony here is that Jones bullied a reporter who's a public figure.
[00:52:29.855 --> 00:52:35.778]  Second level is that reporter was working in the capacity of a reporter.
[00:52:35.778 --> 00:52:40.900]  It wasn't like he was out to dinner with his family or, you know, being harassed at a grocery store.
[00:52:40.900 --> 00:52:42.841]  He was working as a reporter.
[00:52:42.841 --> 00:52:48.824]  The third level is he was a public figure working in a capacity of being a reporter on public property.
[00:52:49.184 --> 00:52:58.246]  The fourth level of irony is that reporter was covering Twitter CEO Jack Dorsey testifying in front of Congress about social media censorship.
[00:52:58.246 --> 00:53:15.089]  The fifth level of irony here is that very reporter is the same one who had been tattling on Alex for months to Twitter and YouTube and Facebook, digging through their tweets and their videos and then contacting the social media giants and then saying, well, doesn't this violate your terms of service?
[00:53:15.089 --> 00:53:15.889]  Doesn't this?
[00:53:15.889 --> 00:53:17.169]  Why haven't you banned him yet?
[00:53:17.429 --> 00:53:38.039]  The sixth level of irony is that you're not allowed to post a video of Alex denouncing the reporter on Twitter, or you too will be banned for violating their terms of service, as Paul Joseph Watson discovered, who was suspended yesterday, thankfully only temporarily, for literally posting the video.
[00:53:38.039 --> 00:53:45.443]  That's right, you're not even allowed to show why someone was banned so that others could look at the material and decide whether or not this was an overreach or not.
[00:53:45.643 --> 00:53:47.784]  You're just supposed to take their word for it.
[00:53:47.784 --> 00:53:49.745]  He was bullying a reporter.
[00:53:49.745 --> 00:53:57.588]  I guess Twitter's gonna start banning everyone at Trump rallies who chants CNN sucks to Jim Acosta because that's bullying too.
[00:53:57.588 --> 00:54:06.691]  Of course, liberals posting video of themselves harassing Trump administration officials in their private lives while they're having dinner with their families in restaurants.
[00:54:06.691 --> 00:54:07.572]  That's okay.
[00:54:08.012 --> 00:54:18.115]  But Alex Jones telling off a CNN reporter in public while he's on the job at an event about social media censorship, that's not allowed.
[00:54:18.115 --> 00:54:19.575]  That's where we're at right now.
[00:54:19.575 --> 00:54:28.878]  Of course, CNN stalking and harassing that poor 70-year-old woman who happened to share something on Facebook that was originally posted by the Russians, that's okay.
[00:54:29.238 --> 00:54:37.880]  Oh, by the way, I received an email yesterday morning from Twitter saying that someone filed a complaint against something that I posted and they had investigated it.
[00:54:37.880 --> 00:54:42.541]  But thankfully, they found that it was not in violation of their terms of service.
[00:54:42.541 --> 00:54:44.201]  And guess what it was?
[00:54:44.201 --> 00:54:49.122]  Oh, it was my parody of little Brian Stelter that I had posted a week and a half ago.
[00:54:49.122 --> 00:54:51.263]  Gee, what a coincidence.
[00:54:51.263 --> 00:54:52.363]  Oh, wait, what's this?
[00:54:52.363 --> 00:54:56.764]  Oh, it's the video in question of Alex Jones bullying that poor reporter.
[00:54:56.764 --> 00:54:57.564]  Let's take a look.
[00:54:58.725 --> 00:55:07.094]  Look at this right here, the guy that goes around policing and calling for censorship and then claims that Trump's wrong, there's no censorship of conservatives or patriots.
[00:55:07.094 --> 00:55:09.076]  You are incredibly shameful.
[00:55:09.076 --> 00:55:09.857]  How are you doing Alex?
[00:55:09.857 --> 00:55:15.243]  You're just a, look at you, you are literally an anti-American, anti-free speech coward.
[00:55:15.243 --> 00:55:17.165]  You're going to go down in the history books.
[00:55:17.785 --> 00:55:19.027]  At the Criminal News Network.
[00:55:19.027 --> 00:55:21.649]  Wow, he called him shameful and a coward!
[00:55:21.649 --> 00:55:23.131]  How dare you, Alex!
[00:55:23.131 --> 00:55:24.412]  You're banned for life!
[00:55:24.412 --> 00:55:36.025]  Of course, just showing you that clip is putting my career at risk because YouTube may say that I showed the forbidden video that's been banned and issue me a community guideline strike for bullying this poor guy.
[00:55:36.445 --> 00:55:38.226]  Alex wasn't even yelling at him.
[00:55:38.226 --> 00:55:42.668]  He wasn't getting in his face and bumping chest with them like he was gonna get into a fight.
[00:55:42.668 --> 00:55:47.510]  He was just telling them off for tattling on some of their previous tweets.
[00:55:47.510 --> 00:55:47.890]  Look at this!
[00:55:47.890 --> 00:55:49.191]  He openly admits it!
[00:55:49.191 --> 00:55:56.054]  Facebook invited me to an event today where the company aimed to tout its commitment to fighting fake news and misinformation.
[00:55:56.054 --> 00:55:59.455]  I asked them, why is InfoWars still allowed on the platform?
[00:55:59.455 --> 00:56:00.676]  I didn't get a good answer.
[00:56:01.036 --> 00:56:05.781]  And then there's this, after Alex was wiped from all the other platforms just last month.
[00:56:05.781 --> 00:56:14.069]  It's important to note that tech platforms did not enforce their own rules and take action against Alex Jones at InfoWars on their own accord.
[00:56:14.069 --> 00:56:17.212]  It took media outlets to point out for weeks
[00:56:17.572 --> 00:56:23.400]  That InfoWars was skirting the rules on these tech platforms for them to enforce their standards.
[00:56:23.400 --> 00:56:24.282]  It was you!
[00:56:24.282 --> 00:56:26.024]  You were pointing out the tweets!
[00:56:26.024 --> 00:56:29.649]  You were crying to Twitter, and YouTube, and everybody else!
[00:56:29.649 --> 00:56:31.131]  And now, look at what he's doing!
[00:56:31.131 --> 00:56:32.593]  He's breaking the rules!
[00:56:32.593 --> 00:56:34.356]  Literally, there's six levels of irony here.
[00:56:34.656 --> 00:56:42.304]  He's a reporter, a public figure, working in the capacity as a reporter on public property at an event about social media censorship.
[00:56:42.304 --> 00:56:46.709]  The very guy who got Alex Jones and InfoWars banned from all the other platforms.
[00:56:46.709 --> 00:56:49.632]  And if you post this video, then you too may be banned!
[00:56:50.851 --> 00:56:52.673]  MarkDice.com doing a great job.
[00:56:52.673 --> 00:56:54.874]  See all his videos there at MarkDice.com.
[00:56:54.874 --> 00:56:56.956]  Now, we're going to end this transmission.
[00:56:56.956 --> 00:57:00.940]  There's going to be the whole second hour of the broadcast, 4 to 6 p.m.
[00:57:00.940 --> 00:57:05.604]  today, with Owen Schroer and these key reports, the latest on the war news in Syria.
[00:57:05.604 --> 00:57:08.606]  But the big news is, James Woods is right.
[00:57:08.606 --> 00:57:09.947]  We're going into fascism.
[00:57:09.947 --> 00:57:12.870]  Banning me was very, very dangerous, very, very evil.
[00:57:12.870 --> 00:57:15.212]  Now it's happening to heroes of Benghazi.
[00:57:15.212 --> 00:57:16.873]  What will we put up with?
[00:57:16.873 --> 00:57:18.394]  That's really the big question.
[00:57:18.394 --> 00:57:18.895]  In closing,
[00:57:20.154 --> 00:57:24.295]  It's your financial support that helps us continue to operate at InfoWars.com.
[00:57:24.295 --> 00:57:27.977]  InfoWarsStore.com, we have a bunch of big specials that are going to end in the next few days.
[00:57:27.977 --> 00:57:31.998]  We're going to have new specials, but the ultimate turmeric formula, bodies, 50% off.
[00:57:31.998 --> 00:57:34.419]  The amazing bone broth formula, 50% off.
[00:57:34.419 --> 00:57:36.300]  A bunch of other great specials, 50% off.
[00:57:36.300 --> 00:57:43.842]  The Patriot t-shirts, they're all there at InfoWarsStore.com, InfoWarsLife.com, by calling toll free, 888-253-3139.
[00:57:43.842 --> 00:57:46.823]  Now more than ever, we need your support, plus these are great products.
[00:57:46.823 --> 00:57:49.044]  So think about us today, InfoWarsStore.com.
[00:57:49.244 --> 00:57:55.606]  The scientists at Infowars Life have created a powerful formula for inflammatory support and joint support.
[00:57:55.606 --> 00:57:58.828]  Discover the power of ancient medicine with Bades.
[00:57:58.828 --> 00:58:02.529]  Bades contains one of the most potent forms of turmeric available.
[00:58:02.529 --> 00:58:07.231]  Turmeric has been used for thousands of years and is one of the most studied herbals today.
[00:58:07.231 --> 00:58:10.512]  It is well known in traditional medicine for its soothing properties.
[00:58:11.372 --> 00:58:22.384]  Our pure turmeric extract plus piperine from Black Pepper makes for optimal absorption to help boost and support your flexibility, mobility, joint function, immune system, and so much more.
[00:58:22.384 --> 00:58:30.913]  Regular turmeric root from the store only contains 1-5% of Actum ingredients, but our turmeric root extract contains over 95% of the Actum ingredients.
[00:58:32.555 --> 00:58:41.607]  Bodies combines turmeric with organic herbs such as spearmint, sage, lemon balm, and thyme to work synergistically for full body support.
[00:58:41.607 --> 00:58:45.892]  Try Bodies today at Infowarslife.com or call us at 1-888-253-3139.
[00:58:50.692 --> 00:59:00.199]  Infowarslife and Infowarslife.com is extremely excited to announce our latest release, Winter Sun, a revolutionary type of vitamin D3.
[00:59:00.199 --> 00:59:04.883]  Winter Sun is a premium quality vitamin D3 nutritional supplement.
[00:59:04.883 --> 00:59:06.404]  It is produced by extracting oil.
[00:59:06.604 --> 00:59:09.667]  From healthy, nutrient-dense plants known as lichens.
[00:59:09.667 --> 00:59:12.709]  Every batch is analyzed for purity and D3 content.
[00:59:12.709 --> 00:59:15.151]  It's completely free of toxins and allergens.
[00:59:15.151 --> 00:59:18.694]  Simply put, if you want the best at an extremely low price, this is it.
[00:59:18.694 --> 00:59:22.598]  Winter Sun is the result of our pursuit of the best source of vitamin D3.
[00:59:22.598 --> 00:59:31.245]  The research and development took over two years, but the result, as verified by independent laboratories, is the best vegan vitamin D3 product in the world.
[00:59:31.605 --> 00:59:36.648]  Read the facts at InfoWarsLife.com about Winter Sun, Vitamin D3.
[00:59:36.648 --> 00:59:42.592]  Not only does Vitamin D3 promote a healthy mood, but Vitamin D supports our memory and brain function.
[00:59:42.592 --> 00:59:44.734]  Something the globalists are targeting.
[00:59:44.734 --> 00:59:53.360]  Visit InfoWars.com today, or call 888-253-3139.
[00:59:53.360 --> 00:59:58.023]  You're listening to the Alex Jones Show.
[00:59:58.023 --> 00:59:59.524]  It did not start with Donald Trump.
[01:00:01.257 --> 01:00:08.883]  He is a symptom, not the cause.
[01:00:08.883 --> 01:00:15.969]  So when you hear how great the economy is doing right now, let's just remember when this recovery started.
[01:00:15.969 --> 01:00:28.639]  I mean, I'm glad it's continued.
[01:00:29.824 --> 01:00:45.036]  But when you hear about this economic miracle that's been going on, when the job numbers come out, monthly job numbers, suddenly Republicans are saying it's a miracle.
[01:00:45.036 --> 01:00:48.019]  I have to remind them- Just look at that forked tongue liar.
[01:00:48.019 --> 01:00:51.121]  Actually, those job numbers are the same as they were in 2015 and 2016.
[01:00:57.082 --> 01:01:02.085]  He said, uh, what'd you think of President Obama's speech?
[01:01:02.085 --> 01:01:08.849]  And I said, I'm sorry, I watched it, but I fell asleep.
[01:01:08.849 --> 01:01:11.330]  I found he's very good.
[01:01:11.330 --> 01:01:12.951]  Very good for sleeping.
[01:01:15.558 --> 01:01:18.740]  Barack Hussein Obama, the first president in U.S.
[01:01:18.740 --> 01:01:24.944]  history to not attain 3% GDP growth, even though he had eight years to do it.
[01:01:24.944 --> 01:01:29.647]  A president who spent so much, he slowed any growth he was generating.
[01:01:29.647 --> 01:01:38.653]  The national debt grew from $11.5 trillion to $20 trillion under Obama, as did the misery index by 53%.
[01:01:38.653 --> 01:01:41.535]  Food stamp recipients rose by a staggering 42%.
[01:01:42.936 --> 01:01:49.839]  Ironically, gun manufacturing boomed under the UN gun-grabbing rhetoric of Barack Obama by 192%.
[01:01:49.839 --> 01:02:00.204]  People have been beaten down so long, and they feel so betrayed by government.
[01:02:00.204 --> 01:02:10.169]  It's not surprising then that they claim to have guns or religion or antipathy towards people who aren't like them.
[01:02:10.169 --> 01:02:11.470]  And I would explain
[01:02:13.559 --> 01:02:27.970]  But we are all supposed to believe that the current roaring economy is due to Obama's economic recovery strategy, not President Trump's corporate tax cuts or the reopening of factories humming the tune Made in America again.
[01:02:27.970 --> 01:02:29.631]  Made in the USA.
[01:02:29.631 --> 01:02:31.012]  Made in America.
[01:02:31.012 --> 01:02:31.593]  It's back.
[01:02:32.492 --> 01:02:34.675]  Let's take a look at Obama's recovery.
[01:02:34.675 --> 01:02:35.916]  Forbes Magazine wrote in 2013,
[01:02:50.535 --> 01:02:53.639]  Some of those jobs of the past are just not going to come back.
[01:03:06.015 --> 01:03:06.775]  I'm gonna say one thing.
[01:03:06.775 --> 01:03:06.976]  Trump.
[01:03:40.114 --> 01:03:47.158]  Not to mention that during the last election cycle, Obama said that none of Trump's predictions were possible.
[01:03:47.158 --> 01:03:55.743]  If Obama is truly responsible for 2018's economic growth, wouldn't he have predicted that growth when he had had the chance?
[01:03:55.743 --> 01:04:06.049]  When somebody says, like the person you just mentioned, who I'm not going to advertise for, that he's going to bring all these jobs back.
[01:04:06.049 --> 01:04:07.449]  Well, how exactly are you going to do that?
[01:04:07.449 --> 01:04:08.050]  What are you going to do?
[01:04:10.814 --> 01:04:12.415]  There's no answer to it.
[01:04:12.415 --> 01:04:16.960]  He just says, well, I'm gonna negotiate a better deal.
[01:04:16.960 --> 01:04:20.003]  How exactly are you going to negotiate that?
[01:04:20.003 --> 01:04:21.344]  What magic wand do you have?
[01:04:22.609 --> 01:04:26.711]  And usually the answer is, he doesn't have an answer.
[01:04:26.711 --> 01:04:35.515]  The Democrats are thankfully chaining themselves to a flaming pile of bullshit that most Americans can smell a mile away.
[01:04:35.515 --> 01:04:38.196]  They'll warn that tyranny is always lurking just around the corner.
[01:04:38.196 --> 01:04:42.358]  Tyranny with a capital T. You should reject these voices.
[01:04:42.358 --> 01:04:45.640]  John Bowne reporting for InfoWars.com
[01:04:46.420 --> 01:04:54.486]  Yeah, if they think former President Hussein Obama is going to redeem the blue wave, they got another thing coming.
[01:04:54.486 --> 01:04:58.510]  We'll be right back with the Alex Jones Show.
[01:04:58.510 --> 01:05:04.754]  Nourish a probiotic-friendly environment in your gut with Prebiotic Fiber by InfoWars Life.
[01:05:05.638 --> 01:05:18.706]  Help the good bacteria thrive and support overall digestive health with our specially formulated prebiotic fiber, a mixture of clinically studied and organic acacia, fruit, and flax fiber.
[01:05:18.706 --> 01:05:29.213]  Prebiotic fiber is soluble fiber that ferments in the gut to help feed good bacteria, which helps you digest food, absorb nutrients, and even support your immune system.
[01:05:29.773 --> 01:05:37.157]  InfoWarsLife's cutting-edge formula only brings you the highest quality organic and clinically studied ingredients.
[01:05:37.157 --> 01:05:51.826]  Cheap prebiotic fibers are used up only at the beginning of the colon, but our premium organic acacia fiber is slowly digested by the good bacteria throughout the entire colon for maximum prebiotic effect.
[01:05:51.826 --> 01:05:54.487]  Head to InfoWarsLife.com or call 1-888-253-3139.
[01:06:09.657 --> 01:06:19.743]  Live from the InfoWars.com studios, you're listening to the Alex Jones Show.
[01:06:19.743 --> 01:06:26.827]  Second hour of the Alex Jones Show here on this Sunday, September 9th.
[01:06:26.827 --> 01:06:30.750]  I have not watched any of the NFL today, but it did kick off.
[01:06:30.750 --> 01:06:34.872]  Ratings were down 13% from the NFL kickoff this week.
[01:06:34.872 --> 01:06:36.733]  My guess is they'll be down again today.
[01:06:38.766 --> 01:06:50.597]  And that's just what you get when you want to use an anti-American bent to your marketing and to your product.
[01:06:50.597 --> 01:06:57.123]  So what are people actually talking about instead of the bread and circus modern day gladiators?
[01:06:57.123 --> 01:07:00.466]  They're talking about censorship on the internet.
[01:07:01.226 --> 01:07:06.570]  And I'm going to open up the phone lines now for your calls for the entirety of the second hour.
[01:07:06.570 --> 01:07:09.112]  Also covering some news.
[01:07:09.112 --> 01:07:14.616]  1-877-789-ALEX is the number to call.
[01:07:14.616 --> 01:07:16.578]  But people aren't talking about football.
[01:07:16.578 --> 01:07:20.280]  People aren't really talking about the sports and the pop cultures anymore.
[01:07:20.280 --> 01:07:22.262]  Entertainment television ratings are down.
[01:07:22.262 --> 01:07:23.363]  Sports ratings are down.
[01:07:25.908 --> 01:07:43.695]  And you have this new phenomenon happening where a guy like Mark Dice or Candace Owens can go on the internet and do a video and get hundreds of thousands and millions of views.
[01:07:43.695 --> 01:07:53.139]  In fact, I don't even believe if we even covered Candace Owens' last video where she goes down to Florida and covers the immigration center.
[01:07:53.139 --> 01:07:55.260]  Unbelievably powerful video.
[01:07:56.892 --> 01:08:06.695]  Just totally shatters the false narrative that the Democrats are leading on about the treatment of immigrants at these facilities or by President Trump.
[01:08:06.695 --> 01:08:15.397]  And you go watch this video and if people, if this video got 300 million views and every American saw this video, it'd be game over.
[01:08:15.397 --> 01:08:26.000]  Just like if every American could see Obama arguing with himself over the jobs market and then saying it can't happen and taking credit at the same times, maybe America could wake up.
[01:08:27.202 --> 01:08:29.123]  So what do we need to do about the censorship?
[01:08:29.123 --> 01:08:30.024]  How do we beat this?
[01:08:30.024 --> 01:08:34.927]  Because, look, I love President Trump.
[01:08:34.927 --> 01:08:36.668]  The guy has brought me to tears.
[01:08:36.668 --> 01:08:38.129]  He's made me laugh.
[01:08:38.129 --> 01:08:41.331]  I mean, it's just been an unbelievable ride under President Trump.
[01:08:41.331 --> 01:08:45.333]  But, you know, Hillary Clinton is still walking free.
[01:08:45.333 --> 01:08:50.536]  And he said in his campaign that the voices, the unheard voices, you're not unheard anymore.
[01:08:50.536 --> 01:08:51.617]  Well, wait a second.
[01:08:51.617 --> 01:08:53.158]  We're literally not being heard anymore.
[01:08:53.158 --> 01:08:55.079]  I mean, they're shutting us down.
[01:08:56.789 --> 01:09:02.039]  The Resolution Center message from Apple right now.
[01:09:02.039 --> 01:09:07.228]  And so we're going to cover all that, we're going to take all your calls, but folks, here's the thing.
[01:09:07.228 --> 01:09:08.130]  I thank God
[01:09:09.485 --> 01:09:13.529]  That Alex had the foresight to create InfoWarsStore.com because let me explain something.
[01:09:13.529 --> 01:09:21.496]  A lot of other people out there, and this is the censorship on the internet with YouTube and Twitter and Facebook censoring conservatives.
[01:09:21.496 --> 01:09:25.980]  A lot of those people that are being demonetized, they don't work for InfoWars.
[01:09:25.980 --> 01:09:28.862]  They don't have InfoWarsStore.com to back them.
[01:09:28.862 --> 01:09:32.846]  They don't have the Alex Jones audience of millions of people to back them.
[01:09:32.846 --> 01:09:36.449]  The greatest audience, in my recollection, in the world.
[01:09:38.300 --> 01:09:45.595]  So, there's a lot of people out there who used to make money doing YouTube and doing their thing on social media that are now banned.
[01:09:45.595 --> 01:09:48.722]  Now, luckily, we have Infowarsstore.com and your support.
[01:09:49.750 --> 01:09:56.474]  Maintains our ability to exist and continue broadcasting despite them erasing us off the internet.
[01:09:56.474 --> 01:10:11.763]  So we continue to sit here, even though they box us in and broadcast out at Infowars.com slash show and all of our radio stations and television syndicates, even though they're blocking us on the number one main vein for traffic and media consumption, the internet.
[01:10:12.443 --> 01:10:21.226]  But that's fine because your support at Infowarsstore.com maintains and it's how we're able to expand despite the censorship where most people would be contracting.
[01:10:21.226 --> 01:10:23.407]  So the Labor Day specials are actually extended.
[01:10:23.407 --> 01:10:24.467]  This is incredible.
[01:10:24.467 --> 01:10:31.809]  50% off many of the top-selling supplements including Ultimate Bone Broth, Bod Ease, Knockout Sleep Aid.
[01:10:31.809 --> 01:10:33.730]  It's all at Infowarsstore.com.
[01:10:33.730 --> 01:10:35.831]  We've got household items like toothpaste.
[01:10:36.631 --> 01:10:38.512]  And shampoo, all natural.
[01:10:38.512 --> 01:10:39.272]  Try those out.
[01:10:39.272 --> 01:10:41.833]  We've got the next level mouthwashes here.
[01:10:41.833 --> 01:10:45.654]  And it's 50% off Super Blue Immune Gargle today.
[01:10:45.654 --> 01:10:50.676]  Proud to bring you a powerful dental and palate cleanse with Super Blue Silver Immune Gargle.
[01:10:50.676 --> 01:10:53.037]  All sizes combo available at 50% off.
[01:10:53.037 --> 01:10:57.999]  You can stock up and take some to go for a portable and at home multi-purpose formula.
[01:10:58.619 --> 01:11:02.061]  It is the Super Blue Silver Immune Gargle All Sizes Combo.
[01:11:02.061 --> 01:11:06.703]  So you've got the large bottle there, and then you've got the one you can take on the road.
[01:11:06.703 --> 01:11:09.805]  And while you're getting that, don't forget about Super Blue Fluoride Free Toothpaste.
[01:11:09.805 --> 01:11:23.892]  So, the deals at InfoWarsTore.com right now are pretty much as good as it gets when it comes to 50% off top-selling supplements, 5-star rated supplements, like the Real Red Pill.
[01:11:23.892 --> 01:11:25.913]  So go to InfoWarsTore.com and just remember,
[01:11:26.897 --> 01:11:35.465]  It's because of this audience, it's because of your support that we can beat this censorship and at least exist.
[01:11:35.465 --> 01:11:44.453]  And, you know, you just think about, I mean, you want to talk about a defamation case, right now you've got
[01:11:45.689 --> 01:11:47.551]  Roy Moore suing Sacha Baron Cohen.
[01:11:47.551 --> 01:11:51.596]  I think the number is like 97 million dollars defamation case.
[01:11:51.596 --> 01:11:54.119]  Defamation suits are the hardest to win.
[01:11:54.119 --> 01:12:01.729]  And so if you're going to do a defamation suit, you throw out a massive figure and hope that the person you're suing just backs off.
[01:12:04.042 --> 01:12:25.300]  But Alex, to me, has the easiest case to win for a defamation suit because we can actually show you the financial hit we've taken to the tunes of tens of millions of dollars since they banned us off of all the marketplace sharing on Google, since they've banned us from monetizing videos on YouTube.
[01:12:25.300 --> 01:12:27.822]  So we can actually present a physical
[01:12:28.522 --> 01:12:51.182]  Number to the tunes of millions of dollars how their defamation against Alex Jones has actually hurt him as a character Character assassination and actually hurt us financially But it's your support at InfoWarsTore.com that just makes Alex chug forward and not look back and so that's What Alex Jones does
[01:12:52.287 --> 01:12:53.388]  And we've got huge specials.
[01:12:53.388 --> 01:12:55.870]  The Labor Day specials are extended.
[01:12:55.870 --> 01:12:57.231]  And I just thank the audience.
[01:12:57.231 --> 01:12:59.492]  Don't forget about InfowarsStore.com.
[01:12:59.492 --> 01:13:00.573]  That's what they want you to do.
[01:13:00.573 --> 01:13:04.416]  This is all about financially crippling us, folks.
[01:13:04.416 --> 01:13:06.518]  And there's other stuff going on behind the scenes.
[01:13:06.518 --> 01:13:17.386]  I don't know if Alex is going to ever talk about it, but just the lengths that they're going to to try to financially handicap us, you wouldn't even believe.
[01:13:18.308 --> 01:13:21.110]  It's like the tip of the iceberg thing.
[01:13:21.110 --> 01:13:22.951]  The censorship is really just the tip of the iceberg.
[01:13:22.951 --> 01:13:25.333]  And then you've got the lawsuits and all the other crap that goes on.
[01:13:25.333 --> 01:13:27.355]  It's just unbelievable.
[01:13:27.355 --> 01:13:29.916]  But your support is steadfast at Infowarsstore.com.
[01:13:29.916 --> 01:13:36.841]  So the Labor Day specials have been extended 50% off half of the supplements at Infowarsstore.com.
[01:13:36.841 --> 01:13:41.685]  Now, there is a lot of news that we need to get into, including
[01:13:43.373 --> 01:13:48.174]  The US strikes in Syria have begun and Russia has vowed retaliation.
[01:13:48.174 --> 01:14:07.799]  Now this is, this is when you talk about the geopolitics and whatever the oil wars, you know, whatever you want to call it, illegal wars, false wars, wars that will lead to bigger wars, this is it right now.
[01:14:07.799 --> 01:14:11.080]  Syria is the powder keg.
[01:14:11.080 --> 01:14:12.260]  And it's been the powder keg.
[01:14:14.002 --> 01:14:35.792]  You see, on September 11, 2001, when the government and the news told us that Osama bin Laden and radical Islamic terrorists took down the Twin Towers, there was a plan in place to invade the Middle East and to bring the Jewish central banks to the Middle East.
[01:14:35.792 --> 01:14:39.013]  Syria is one of the last dominoes to fall.
[01:14:39.013 --> 01:14:42.035]  They got Iraq, they got Afghanistan,
[01:14:43.595 --> 01:14:46.596]  They got the other pieces moving into place that they didn't have to invade.
[01:14:46.596 --> 01:14:47.396]  They got Libya.
[01:14:47.396 --> 01:14:52.337]  And some of the other dominoes fell into place so they didn't have to invade.
[01:14:52.337 --> 01:14:53.377]  Egypt is an example.
[01:14:53.377 --> 01:14:55.897]  I mean, it just goes on and on.
[01:14:55.897 --> 01:14:58.398]  There's General Wesley Clark.
[01:14:58.398 --> 01:15:01.858]  General Wesley Clark, before they banned that on YouTube.
[01:15:01.858 --> 01:15:03.719]  It's got millions of views.
[01:15:03.719 --> 01:15:05.099]  Seven countries in five years.
[01:15:05.099 --> 01:15:06.439]  That was the plan you saw.
[01:15:06.439 --> 01:15:09.440]  Syria is the last domino to fall.
[01:15:09.440 --> 01:15:10.660]  Russia's not going to allow it.
[01:15:11.724 --> 01:15:29.589]  Trump wasn't going to fall for it, but it looks like they're going to pigeonhole him into going into war in Syria, with war hawks like Nikki Haley behind it, and warmongers like John Bolton, who we think was the man behind the New York Times op-ed piece praising John McCain.
[01:15:32.700 --> 01:15:39.962]  And why would they want InfoWars to be banned off the internet when they go into Syria and lie about what's going on with Syria?
[01:15:39.962 --> 01:15:44.084]  See, the American people in general are sick of wars, they're sick of foreign interventions.
[01:15:44.084 --> 01:15:47.144]  They know InfoWars is the only big news network out there that's going to cover it.
[01:15:47.144 --> 01:15:50.626]  Fox News will be just fine with a war in Syria, at least 90% of the hosts.
[01:15:50.626 --> 01:15:55.047]  InfoWars won't be, so they have to erase this off the internet to let everyone go along with more war.
[01:15:57.096 --> 01:16:15.949]  I want to plow into all of this, but I'm going to spend a few minutes here first, just encouraging listeners to understand that when you buy t-shirts, or water filtration systems, or books, or videos, or other material from Infowarsstore.com, you are funding
[01:16:16.289 --> 01:16:17.069]  The revolution.
[01:16:17.069 --> 01:16:19.190]  I mean, I cannot say it any clearer.
[01:16:19.190 --> 01:16:23.171]  And so it is essential that you purchase the products at InfoWarsStore.com.
[01:16:23.171 --> 01:16:30.433]  And I want to thank everybody that has, but we've got the best float-on-free toothpaste with colloidal silver and with high-quality atomic iodine in it.
[01:16:30.433 --> 01:16:32.834]  You cannot beat that for children and adults.
[01:16:32.834 --> 01:16:35.474]  We've got the best mouthwash designed by Dr. Jones.
[01:16:35.474 --> 01:16:36.375]  That's my dad.
[01:16:36.375 --> 01:16:38.255]  With colloidal silver and iodine as well.
[01:16:38.255 --> 01:16:39.836]  InfoWarsLife.com or 888-253-3139.
[01:16:39.836 --> 01:16:41.336]  And you're purchasing the products
[01:16:44.517 --> 01:16:49.941]  Stands with us, stands with America, stands with Trump, stands against the globalists and their satanic pedophile armies.
[01:16:49.941 --> 01:16:57.125]  And that's who they are, and they know we know who they are, and they're coming back against us, so we need your support.
[01:16:57.125 --> 01:17:03.429]  We're bringing back one of the biggest fan-favorite formulas we've ever offered with even better ingredients.
[01:17:03.429 --> 01:17:04.450]  Ultimate Bone Broth.
[01:17:06.209 --> 01:17:12.773]  Info Wars Life is proud to bring you a powerhouse bone broth formula to help push you to your limits.
[01:17:12.773 --> 01:17:21.859]  This incredible formula will help you get the most out of your workout with the power of ultra-high quality bone broth, one of the most popular health trends on the planet.
[01:17:21.859 --> 01:17:33.687]  Built with more than 7 different superfoods and crucial compounds, Ultimate Bone Broth will help support your healthy muscles, digestion, tendons and ligaments, while also supporting your body's fight against free radicals.
[01:17:34.287 --> 01:17:46.236]  This incredible chicken bone broth formula contains time-tested ingredients such as turmeric root, chaga mushroom, goji berry powder, bee pollen, and alfalfa herb powder to support your body.
[01:17:46.236 --> 01:17:49.958]  It's time to experience what Ultimate Bone Broth can do for you.
[01:17:49.958 --> 01:17:55.262]  Get a bottle of the all-new version of a fan favorite product today at InfoWarsStore.com.
[01:18:00.487 --> 01:18:09.893]  One of the most incredible cups of coffee can be found in the high mountains of southern Mexico, where the Chiapas farmers have spent years perfecting their techniques.
[01:18:09.893 --> 01:18:21.321]  Based on hundreds of years of traditional techniques and perfect conditions, we've sourced only the best to provide you with our immune support and Wake Up America Patriot Blend Coffee.
[01:18:21.321 --> 01:18:26.985]  Ancient Mayan knowledge is paired with the natural fertility of the land to generate the world's finest coffee beans.
[01:18:27.265 --> 01:18:38.729]  Carefully harvested and free of toxic chemicals used in big agricultural productions, Patriot Blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[01:18:38.729 --> 01:18:46.912]  You can even choose to start your morning healthier with the Immune Support Blend, infused with a powerful blend to support your immune response and stamina.
