[00:00:00.886 --> 00:00:02.994]  We are drugged out!
[00:49:31.661 --> 00:49:33.222]  We're so close to winning.
[00:49:35.646 --> 00:49:46.935]  You know, of course he just talks to the White House every day.
[00:49:46.935 --> 00:49:52.519]  Of course he has three number one New York Times bestselling books.
[00:49:52.519 --> 00:49:54.600]  Oh, but he has no credibility.
[00:49:54.600 --> 00:49:58.643]  He was the guy that exposed NAFTA and GATT and everything else to Lou Dobbs, who then got fired.
[00:49:58.643 --> 00:50:00.525]  Oh, and why did Lou Dobbs get fired?
[00:50:00.525 --> 00:50:02.026]  Lou Dobbs had more viewers.
[00:50:03.712 --> 00:50:06.575]  Then the other top three rated shows combined on CNN.
[00:50:06.575 --> 00:50:13.901]  Remember back in the old days when Lou Dobbs had more viewers than Sean Hannity?
[00:50:13.901 --> 00:50:17.825]  And it's not a pissing contest.
[00:50:17.825 --> 00:50:29.035]  Fox News knows if they put Lou Dobbs on in a prime time slot against, say, uh, or lower in the day against, uh, you know, Shep Smith or something, it'd have five times the ratings.
[00:50:31.203 --> 00:50:33.303]  But again, they're trying to suppress it.
[00:50:33.303 --> 00:50:39.465]  But they lost half their ratings in the year they were anti-Trump, so they backed off and then boom, they're back to number one.
[00:50:39.465 --> 00:50:41.225]  Again, this is the globalist quandary.
[00:50:41.225 --> 00:50:44.326]  Freedom's popular, but they don't want it.
[00:50:44.326 --> 00:50:47.327]  So here is Sean Hannity throwing down the gauntlet.
[00:50:47.327 --> 00:50:48.527]  Like, oh, so what?
[00:50:48.527 --> 00:50:51.548]  Hey, you're not on air like he is.
[00:50:51.548 --> 00:50:53.148]  And I'm not bitching at the listeners, but let me tell you something.
[00:50:54.696 --> 00:50:55.777]  They come after your family.
[00:50:55.777 --> 00:50:57.859]  They come after you in every other way.
[00:50:57.859 --> 00:51:03.104]  And all I'm pointing out is, is that we need to hear more stuff like this.
[00:51:03.104 --> 00:51:05.045]  And again, why is he number one?
[00:51:05.045 --> 00:51:08.809]  Why has Infowars been number one online?
[00:51:08.809 --> 00:51:09.890]  Despite all the censorship.
[00:51:09.890 --> 00:51:11.891]  Because freedom is popular.
[00:51:11.891 --> 00:51:12.652]  You want freedom.
[00:51:12.652 --> 00:51:14.013]  I'm just a bellwether.
[00:51:14.013 --> 00:51:18.357]  I'm just an expression of what you want and what you desire.
[00:51:18.357 --> 00:51:18.978]  Here's Sean Hannity.
[00:51:20.629 --> 00:51:22.570]  And by the way, great news for me tonight.
[00:51:22.570 --> 00:51:23.391]  Pay close attention.
[00:51:23.391 --> 00:51:31.795]  Remember when Senator Chuck Schumer said that you better not mess with the intel community because they're going to get you six ways to Sunday?
[00:51:31.795 --> 00:51:33.636]  This is great news for me.
[00:51:33.636 --> 00:51:36.798]  Best-selling author Jerome Corsi, he's the author of this book.
[00:51:36.798 --> 00:51:40.480]  It's out now in bookstores on Amazon.com, Barnes and Noble.com.
[00:51:40.480 --> 00:51:42.261]  It's called Killing the Deep State.
[00:51:42.261 --> 00:51:43.582]  You might remember him.
[00:51:43.582 --> 00:51:44.142]  He was back.
[00:51:44.142 --> 00:51:48.465]  Remember the group against John Kerry, Vietnam Bets for Truth?
[00:51:48.465 --> 00:51:49.465]  He was one of them.
[00:51:49.465 --> 00:51:49.986]  He's saying,
[00:51:50.626 --> 00:51:57.150]  That yours truly, that I, Sean Hannity, am the next target of the Deep State.
[00:51:57.150 --> 00:52:10.038]  Wow, isn't it so great to know that these corrupt officials with their backs against the wall, that are desperate, desperate people, do desperate things, the people that have the most powerful tools of intelligence, they're now going after me.
[00:52:10.038 --> 00:52:10.678]  Okay?
[00:52:10.678 --> 00:52:11.358]  Really?
[00:52:11.358 --> 00:52:17.922]  So sadly, after all we have learned, you know, now we have Jerome Corsi's prediction, it doesn't surprise me.
[00:52:17.922 --> 00:52:18.823]  Isn't that sad?
[00:52:19.443 --> 00:52:21.164]  Are we the United States of America?
[00:52:21.164 --> 00:52:23.285]  Or are we going to be the former Soviet Union?
[00:52:23.285 --> 00:52:25.406]  Or are we going to be Venezuela?
[00:52:25.406 --> 00:52:27.566]  I promise you this one thing.
[00:52:27.566 --> 00:52:29.167]  I'm never stopping.
[00:52:29.167 --> 00:52:30.168]  Ever.
[00:52:30.168 --> 00:52:33.709]  Here to help break down this damning new report is The Hills' John Solomon.
[00:52:33.709 --> 00:52:37.431]  John, good to see you, sir.
[00:52:37.431 --> 00:52:38.891]  I could play that over and over again.
[00:52:38.891 --> 00:52:39.532]  I'm not stopping.
[00:52:39.532 --> 00:52:40.232]  I'm not backing down.
[00:52:41.796 --> 00:52:43.037]  And what is the report?
[00:52:43.037 --> 00:52:48.241]  It's not about tootin' our horn, but if you type into Bing or any other search engine, Google doesn't work anymore.
[00:52:48.241 --> 00:52:50.803]  I'm not a fan of Microsoft, but it's like the old Google.
[00:52:50.803 --> 00:52:53.945]  It's a pretty fair search engine, Bing is, for a big establishment one.
[00:52:53.945 --> 00:52:56.267]  It's better than DuckDuckGo, and I've tried like 50 of them.
[00:52:56.267 --> 00:52:59.529]  I'm sorry, Bing's the best, and the crew agrees.
[00:52:59.529 --> 00:53:01.631]  It's like Google is totally broken.
[00:53:01.631 --> 00:53:05.233]  They've killed Google search function in their information war.
[00:53:05.233 --> 00:53:09.276]  Hell, Google's saying Republicans are Nazis when you look at Republican Party.
[00:53:10.157 --> 00:53:14.158]  You know, that was Friday's news, like 50 years ago.
[00:53:14.158 --> 00:53:24.840]  The reason I go back to this Hannity thing is that if we get on a war footing about this and don't care what they say or do anymore, we're going to win.
[00:53:24.840 --> 00:53:30.361]  If we keep caring what leftists say or do, they're going to have this kind of brainwashing authority on us.
[00:53:30.361 --> 00:53:32.261]  And I'm tired of them defining everything.
[00:53:32.261 --> 00:53:33.341]  I'm sick of it.
[00:53:33.341 --> 00:53:35.962]  But here's an article from Zero Hedges up on InfoWars.com.
[00:53:35.962 --> 00:53:37.122]  It's on NewsWars.com.
[00:53:38.968 --> 00:53:44.270]  FBI spying on Trump started in London earlier than thought.
[00:53:44.270 --> 00:54:00.995]  Well, I mean, we broke last year, and then just a few weeks ago, but it was Stefan Halperin and then all the other folks, and I know who the others are, I don't want to get sued, so I'm not going to out on them, but they're the people that were in all the meetings that they had minutes of going, let's meet with the Russians, let's meet with the Russians, these little nobodies that got in the meetings.
[00:54:00.995 --> 00:54:01.955]  They were trying to plan it.
[00:54:02.901 --> 00:54:05.243]  And so Obama has been caught.
[00:54:05.243 --> 00:54:12.109]  Obama was in the news in November after Trump won in December going, we've talked to President Obama's staff.
[00:54:12.109 --> 00:54:13.470]  They say, don't worry.
[00:54:13.470 --> 00:54:16.853]  Trump was being surveilled and is a Russian and the evidence will come out.
[00:54:16.853 --> 00:54:19.435]  The delegates won't even see him on the 20th.
[00:54:19.435 --> 00:54:21.717]  He will not be president.
[00:54:21.717 --> 00:54:28.523]  Then I'm like, hey, look, they say in the news that they were spying on Trump and that's illegal.
[00:54:31.667 --> 00:54:34.089]  And then Trump says, oh, they were spying on me.
[00:54:34.089 --> 00:54:37.772]  They go, you're crazy, we weren't spying when we've got hundreds of news articles saying it.
[00:54:37.772 --> 00:54:39.734]  People ask, how I knew?
[00:54:39.734 --> 00:54:45.299]  You globalists admitted all of this.
[00:54:45.299 --> 00:54:46.279]  I've just got a memory.
[00:54:46.279 --> 00:54:48.862]  It used to be photographic, it's not now.
[00:54:48.862 --> 00:54:50.603]  But it's still damn good.
[00:54:50.603 --> 00:54:52.945]  And man, I remember every damn word you said.
[00:54:52.945 --> 00:54:54.246]  So people keep asking, how do you know?
[00:54:54.246 --> 00:54:55.087]  How do you know this?
[00:54:55.087 --> 00:54:55.667]  How do you know this?
[00:54:55.667 --> 00:54:56.668]  I mean, type into a search engine.
[00:54:56.668 --> 00:54:57.189]  Right now I'm Bing.
[00:54:58.871 --> 00:55:00.672]  He said Infowars.com at the end of it.
[00:55:00.672 --> 00:55:03.854]  Type in, Obama ordered spying on Trump.
[00:55:03.854 --> 00:55:11.839]  You'll get stuff two years ago before he was even elected.
[00:55:11.839 --> 00:55:14.400]  And how did we do that?
[00:55:14.400 --> 00:55:16.862]  How did we do that?
[00:55:16.862 --> 00:55:19.923]  Because the Democrats bragged about it.
[00:55:19.923 --> 00:55:22.085]  My God, the last time they did was on January 20th, 2017.
[00:55:27.205 --> 00:55:28.646]  And it was in the front page of the New York Times.
[00:55:28.646 --> 00:55:31.027]  They spied on Trump Tower and his lawyer and everything.
[00:55:31.027 --> 00:55:32.387]  And they said, oh, and we've got the proof.
[00:55:32.387 --> 00:55:34.648]  We've got the damn front of the newspaper.
[00:55:34.648 --> 00:55:44.493]  And then they had the author on, Piers Morgan, and all the other foreign shows saying, I'm lying about it.
[00:55:44.493 --> 00:55:45.913]  Who's the other CIA guy?
[00:55:45.913 --> 00:55:48.615]  Anderson Cooper?
[00:55:48.615 --> 00:55:52.416]  Here, let's have the seven ways of Sunday.
[00:55:52.416 --> 00:55:53.397]  No, that was the judge.
[00:55:53.397 --> 00:55:55.098]  That was in March of last year, yeah.
[00:55:55.098 --> 00:55:55.338]  That was...
[00:55:56.747 --> 00:56:00.311]  Another great patriot coming out.
[00:56:00.311 --> 00:56:03.374]  Judge Napolitano saying that, but we've got us on record.
[00:56:03.374 --> 00:56:07.739]  Hell, I'm attacked by CNN for being the progenitor of it.
[00:56:07.739 --> 00:56:10.562]  Remember I made a big hissy fit two weeks ago about that clip?
[00:56:10.562 --> 00:56:14.626]  It's the clip of CNN says Trump learned about spying from Alex Jones.
[00:56:14.626 --> 00:56:15.107]  Remember that clip?
[00:56:16.596 --> 00:56:19.297]  Just because I'm going into that, we might want to pull that up.
[00:56:19.297 --> 00:56:21.617]  I'm a little bit OCD about stuff because I know all the facts.
[00:56:21.617 --> 00:56:22.077]  I have it all.
[00:56:22.077 --> 00:56:23.837]  I want to show you each time.
[00:56:23.837 --> 00:56:28.358]  I want to continue to hammer you with it because I want you to fully wake up and get what's going on here.
[00:56:28.358 --> 00:56:33.959]  That they think you're so dumb that they said days before the inauguration, Trump better watch it.
[00:56:33.959 --> 00:56:36.760]  We got seven ways this Sunday to get in the intelligence community.
[00:56:36.760 --> 00:56:39.480]  And then Trump goes, the intelligence community is doing stuff to me.
[00:56:39.480 --> 00:56:40.241]  He's the president.
[00:56:40.241 --> 00:56:42.261]  He knows all that now, but it's classified.
[00:56:43.018 --> 00:56:48.760]  He can release it, but he was setting them up to lie about it, to get it all to come out.
[00:56:48.760 --> 00:56:49.781]  Let's go to it right now.
[00:56:49.781 --> 00:56:50.381]  Here is Chuck Schumer.
[00:56:50.381 --> 00:56:51.741]  He's shot.
[00:56:51.741 --> 00:56:54.443]  This antagonism is taunting to the intelligence community.
[00:56:54.443 --> 00:56:59.965]  Let me tell you, you take on the intelligence community, they have six ways from Sunday at getting back at you.
[00:56:59.965 --> 00:57:05.467]  So, even for a practical, supposedly hard-nosed businessman, he's being really dumb to do this.
[00:57:05.467 --> 00:57:07.748]  What are you... Show!
[00:57:08.834 --> 00:57:09.935]  There you go.
[00:57:09.935 --> 00:57:12.757]  What did Bill Maher when he attacked me on Friday night say?
[00:57:12.757 --> 00:57:14.478]  Jones is insane.
[00:57:14.478 --> 00:57:17.099]  No one spied on Trump.
[00:57:17.099 --> 00:57:18.600]  No one from the FBI.
[00:57:18.600 --> 00:57:21.943]  They just watched him because he's a Russian agent.
[00:57:21.943 --> 00:57:24.664]  He actually said that word for word.
[00:57:24.664 --> 00:57:27.666]  The Russian agent thing's been disproven, but he goes, there's no spying.
[00:57:27.666 --> 00:57:30.248]  They just surveilled him.
[00:57:30.248 --> 00:57:32.169]  But he goes, oh, but Russ Limbaugh's good.
[00:57:32.169 --> 00:57:33.050]  Alex Jones is bad.
[00:57:35.333 --> 00:57:35.593]  Really?
[00:57:35.593 --> 00:57:38.057]  You haven't listened to Rush Limbaugh yet, have you?
[00:57:38.057 --> 00:57:42.402]  We blew the doors open to make it safe for El Rushbo to tell the truth.
[00:57:42.402 --> 00:57:45.627]  You don't think Rush doesn't know as much as I do or more?
[00:57:45.627 --> 00:57:46.688]  Second hour coming up.
[00:57:46.688 --> 00:57:47.669]  Share those links.
[00:57:47.669 --> 00:57:48.510]  Jam it down, Soros.
[00:57:49.352 --> 00:57:56.977]  Western Europe has already banned free speech, and an iron curtain of censorship is descending down over the UK.
[00:57:56.977 --> 00:58:04.902]  They're set to pass rules, not a law, that if you criticize Islam or gays, you'll get six months in prison.
[00:58:04.902 --> 00:58:07.984]  We know we're only about a year or two behind what's happening in the UK.
[00:58:08.624 --> 00:58:13.268]  CNN and many others are calling for InfoWars to be shut down, taken off the web.
[00:58:13.268 --> 00:58:17.391]  Slate Magazine has a professor and others saying, go beyond censorship.
[00:58:17.391 --> 00:58:20.554]  Brainwash young people against InfoWars.
[00:58:20.554 --> 00:58:25.297]  Psychologically inoculate them with lies, so they don't actually hear what we have to say.
[00:58:25.297 --> 00:58:28.360]  We are the most hated news source in the world by globalists.
[00:58:28.760 --> 00:58:43.855]  It is so critical that you go to InfoWars.com forward slash newsletter and sign up for the free newsletter so we can be in contact with you and so the censors can't bully their way in and block us being able to engage in free open dialogue as a society.
[00:58:43.855 --> 00:58:45.397]  That is critical to this fight.
[00:58:45.397 --> 00:58:47.739]  We will prevail if you take action and I know you will.
[00:58:50.580 --> 00:58:56.165]  You know, if I tried to sit here and tell you about the 60-plus products, we have it in 4's life.
[00:58:56.165 --> 00:58:57.026]  It'd take hours.
[00:58:57.026 --> 00:58:59.469]  Michael's ZX Plus now has a lower price.
[00:58:59.469 --> 00:59:00.650]  It's stronger.
[00:59:00.650 --> 00:59:02.251]  It's the other equation in probiotics.
[00:59:02.251 --> 00:59:05.474]  It knocks out the yeast, the mold, the candida.
[00:59:05.474 --> 00:59:06.595]  It's back in stock.
[00:59:06.595 --> 00:59:09.778]  The Real Red Pill, it's been sold out for months.
[00:59:09.778 --> 00:59:13.102]  It's got the preglanone that's the precursor to all the natural hormones in your body.
[00:59:13.502 --> 00:59:13.662]  I think?
[00:59:32.339 --> 00:59:34.280]  You're listening to the Alex Jones Show!
[01:00:00.003 --> 01:00:05.988]  When I was summoned from Montgomery, I had my guitar on my back.
[01:00:05.988 --> 01:00:10.691]  When a stranger stopped beside me in an antique Cadillac.
[01:00:10.691 --> 01:00:16.276]  He was dressed like 1950, half drunk and hollow-eyed.
[01:00:16.276 --> 01:00:20.139]  He said, it's a long walk to Nashville, would you like to ride?
[01:00:21.036 --> 01:00:23.697]  Waging war on corruption.
[01:00:23.697 --> 01:00:33.579]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[01:00:33.579 --> 01:00:37.861]  Remember Gruber, the head of the Obama Healthcare Commission?
[01:00:37.861 --> 01:00:40.141]  He gave all these speeches on C-SPAN, the universities.
[01:00:40.141 --> 01:00:42.542]  He said, thank God the public has no memory.
[01:00:44.451 --> 01:00:46.373]  Thank God they have a memory less than a goldfish.
[01:00:46.373 --> 01:00:51.016]  Less than seven seconds, the smartphones are habituating them to that.
[01:00:51.016 --> 01:00:55.340]  But if you remember you have a memory, it comes back.
[01:00:55.340 --> 01:00:58.142]  So we just played Sean Hannity talking about how he's the target of the deep state.
[01:00:58.142 --> 01:01:02.125]  Of course, they admit they're targeting the free press in this country.
[01:01:02.125 --> 01:01:09.151]  They just listed all Republicans in the state of California as followers of Nazism.
[01:01:09.151 --> 01:01:13.815]  If that isn't a reason to bust up Google and Alphabet and that big ol' stinkin' monopoly,
[01:01:14.773 --> 01:01:16.717]  What is?
[01:01:16.717 --> 01:01:20.444]  Now just about an hour ago, Fox News, I was in there getting a glass of water...
[01:01:22.346 --> 01:01:31.088]  was playing a clip of Ben Rhodes, the National Security Advisor to Obama, the head strategist, CIA operative, of course, from the deep state.
[01:01:31.088 --> 01:01:37.269]  Not all CIA's bad, it's just a big organization, but most of it's globalist, against Trump.
[01:01:37.269 --> 01:01:50.172]  And that famous video that got released this week of him crying, well, Greg Gutfield, that's how you say his name, he had a great idea to add crying game music
[01:01:51.161 --> 01:01:54.823]  To the deer in the headlights of these arrogant people that didn't see what was coming.
[01:01:54.823 --> 01:01:56.403]  I saw what was coming.
[01:01:56.403 --> 01:01:58.885]  I told you what was coming.
[01:01:58.885 --> 01:02:02.426]  And I told you they could stop them from stealing the states.
[01:02:02.426 --> 01:02:06.328]  At the computer level, when Homeland Security under Obama would hack in, we'd win.
[01:02:06.328 --> 01:02:11.450]  And sure enough, they stole a bunch of states, but we blocked them at five.
[01:02:11.450 --> 01:02:14.411]  So, that's the really exciting news here, ladies and gentlemen.
[01:02:14.411 --> 01:02:15.472]  We're awake now.
[01:02:15.472 --> 01:02:17.393]  See, they thought we were unconscious
[01:02:19.175 --> 01:02:23.256]  They thought we would never wake up, but we have woken up.
[01:02:23.256 --> 01:02:27.058]  And now they don't know what to do.
[01:02:27.058 --> 01:02:28.598]  The sleeper has awoken.
[01:02:28.598 --> 01:02:35.480]  So here's Fox News a little while ago, looking at the left and their full implosion.
[01:02:35.480 --> 01:02:42.383]  I mean, I... I can't... I can't put it into words.
[01:02:42.383 --> 01:02:44.283]  I don't know what the words are.
[01:02:48.439 --> 01:02:49.800]  Now that's pretty powerful, isn't it?
[01:02:49.800 --> 01:02:52.601]  But the way I want it is the way he introduced it.
[01:02:52.601 --> 01:02:59.985]  Because he first introduces it, like I said about an hour ago, he first introduces it and he plays it normal.
[01:02:59.985 --> 01:03:04.147]  And then he had the added idea of adding music to it.
[01:03:04.147 --> 01:03:06.868]  So I didn't communicate that, it's my fault.
[01:03:06.868 --> 01:03:13.872]  But the good news about time-space continuum is as long as we're alive, we can continue to go back and do it right.
[01:03:14.815 --> 01:03:16.995]  So now, ladies and gentlemen, just play it from wherever.
[01:03:16.995 --> 01:03:18.816]  Hell, let's just watch a few minutes of it.
[01:03:18.816 --> 01:03:19.216]  Here it is.
[01:03:19.216 --> 01:03:21.436]  A guy named Ben Rhodes.
[01:03:21.436 --> 01:03:22.496]  This is great tape.
[01:03:22.496 --> 01:03:26.117]  HBO caught him on the night that Hillary lost.
[01:03:26.117 --> 01:03:33.219]  It's like I rule America.
[01:03:33.219 --> 01:03:36.559]  It's like a dog on the carpet.
[01:03:36.559 --> 01:03:38.820]  I rub my butt on them.
[01:03:38.820 --> 01:03:40.140]  I'm big man.
[01:03:40.140 --> 01:03:40.420]  I'm big.
[01:03:42.953 --> 01:03:44.754]  I can't put it into words.
[01:03:44.754 --> 01:03:47.475]  I don't know what the words are.
[01:03:47.475 --> 01:03:49.255]  I could watch that forever.
[01:03:49.255 --> 01:03:51.556]  Yeah, he tried to install a carcass.
[01:03:51.556 --> 01:03:55.017]  It needs music.
[01:03:55.017 --> 01:04:02.499]  I mean, I... I can't... I can't put it into words.
[01:04:02.499 --> 01:04:04.240]  I don't know what the words are.
[01:04:10.683 --> 01:04:11.264]  So there you go.
[01:04:11.264 --> 01:04:17.871]  I wanted to get that clip out there because it shows the delusion when they run a stumbling evil.
[01:04:17.871 --> 01:04:21.475]  Hi, I'm Hillary.
[01:04:21.475 --> 01:04:24.939]  I mean, this is what they are force feeding us.
[01:04:24.939 --> 01:04:26.161]  This is who they think we are.
[01:04:28.387 --> 01:04:41.331]  And then they wonder why we reject it and want Trump, and now things are turning around, and they're panicking, and CNN's got all these articles and news pieces saying, things are getting better, it's true, but despite Trump.
[01:04:41.331 --> 01:04:44.212]  Yeah, you dirtbags make me sick.
[01:04:44.212 --> 01:04:45.973]  We're going to stop your post-industrial world.
[01:04:45.973 --> 01:04:47.873]  We're going to stop your anti-human movement.
[01:04:47.873 --> 01:04:49.494]  We're going to win.
[01:04:49.494 --> 01:04:51.675]  Stay with us for Inside Intel.
[01:04:51.675 --> 01:04:52.595]  You don't want to miss.
[01:04:52.595 --> 01:04:55.236]  They hope you don't spread these live links right now.
[01:04:55.236 --> 01:04:55.716]  So I'm sure you...
[01:04:58.610 --> 01:05:05.736]  Nourish a probiotic-friendly environment in your gut with Prebiotic Fiber by InfoWars Life.
[01:05:05.736 --> 01:05:18.105]  Help the good bacteria thrive and support overall digestive health with our specially formulated Prebiotic Fiber, a mixture of clinically studied and organic acacia, fruit, and flax fiber.
[01:05:18.806 --> 01:05:29.889]  Prebiotic fiber is soluble fiber that ferments in the gut to help feed good bacteria, which helps you digest food, absorb nutrients, and even support your immune system.
[01:05:29.889 --> 01:05:36.651]  InfoWars Life's cutting-edge formula only brings you the highest quality, organic, and clinically studied ingredients.
[01:05:37.271 --> 01:05:51.914]  Cheap prebiotic fibers are used up only at the beginning of the colon, but our premium organic acacia fiber is slowly digested by the good bacteria throughout the entire colon for maximum prebiotic effect.
[01:05:51.914 --> 01:05:54.734]  Head to InfoWarsLife.com or call 1-888-253-3139.
[01:05:54.734 --> 01:05:55.695]  We are drugged out!
[01:05:55.695 --> 01:05:58.715]  We are following other people's opinions!
[01:06:04.438 --> 01:06:07.240]  We are controlled by the media.
[01:06:07.240 --> 01:06:09.101]  Today, it all changes.
[01:06:09.101 --> 01:06:11.863]  This reality has been forced upon us.
[01:06:11.863 --> 01:06:14.944]  It is a choice, just like when I said slavery is a choice.
[01:06:14.944 --> 01:06:19.667]  Einstein said the death of insanity is doing the same thing, expecting a different result.
[01:06:19.667 --> 01:06:22.809]  So we keep on saying, I hate you, I hate you, f*** you, f*** you, f*** you.
[01:06:22.809 --> 01:06:25.031]  How are we going to get a different result out of hate?
[01:06:25.031 --> 01:06:27.612]  Why don't we just try love?
[01:06:27.612 --> 01:06:29.273]  Why don't we just try love?
[01:06:29.273 --> 01:06:30.574]  We have the resources.
[01:06:33.246 --> 01:06:35.187]  I'm just doing what the universe told me to do.
[01:07:03.150 --> 01:07:05.631]  Alright, ladies and gentlemen.
[01:07:05.631 --> 01:07:08.251]  Waging war on corruption.
[01:07:08.251 --> 01:07:15.253]  It's Alex Jones.
[01:07:15.253 --> 01:07:24.795]  Alright, I have a lot of sources in Silicon Valley, in Hollywood, in big banking, in the military, obviously.
[01:07:24.795 --> 01:07:26.736]  But, you know, my biggest source is my own brain.
[01:07:27.887 --> 01:07:32.549]  And reading the news and seeing what propaganda is being pushed, seeing who's resisting.
[01:07:32.549 --> 01:07:37.050]  But Zach's been calling in for a year and a half that I remember.
[01:07:37.050 --> 01:07:44.153]  And then after Vegas, he put some stuff out that I'd been told by the hostage rescue team of the FBI, but they'd asked me not to put out.
[01:07:44.153 --> 01:07:47.914]  And so I really started paying attention, and he went ahead and told my producer, I said, let me get you on as a guest.
[01:07:47.914 --> 01:07:50.195]  You keep getting in on the calls, which is really hard to do.
[01:07:51.583 --> 01:07:52.363]  How are you doing that?
[01:07:52.363 --> 01:07:53.904]  You're like waiting every time we have calls.
[01:07:53.904 --> 01:07:55.344]  You're somehow getting through that.
[01:07:55.344 --> 01:07:57.384]  That's hard enough right there.
[01:07:57.384 --> 01:08:01.445]  We've gotten 24,000 calls in like an hour before we open the phones up.
[01:08:01.445 --> 01:08:02.505]  I'm not kidding.
[01:08:02.505 --> 01:08:04.686]  So it's like really hard to get in.
[01:08:04.686 --> 01:08:06.706]  And he said, well, here's who I am.
[01:08:06.706 --> 01:08:07.286]  We looked him up.
[01:08:07.286 --> 01:08:09.967]  He'd been on the news for, you know, almost a decade.
[01:08:09.967 --> 01:08:13.347]  But in the reports, his face match, we talked to him.
[01:08:13.347 --> 01:08:14.487]  He's who he says he is.
[01:08:14.487 --> 01:08:17.208]  Army intelligence and some other groups.
[01:08:17.208 --> 01:08:17.328]  And
[01:08:19.781 --> 01:08:24.907]  He connected a lot of dots that were hiding in plain view, like Louis Farrakhan.
[01:08:24.907 --> 01:08:28.792]  He said what you want about Louis Farrakhan, but he's got at least 10 million black people in America.
[01:08:28.792 --> 01:08:29.913]  They'll do whatever he says.
[01:08:29.913 --> 01:08:35.840]  I remember Farrakhan going, you know, Kanye and Kim Kardashian, they're not really bad, you know.
[01:08:35.840 --> 01:08:39.023]  They come here and they want a bigger plan.
[01:08:39.023 --> 01:08:39.864]  They want something big.
[01:08:39.864 --> 01:08:40.766]  They want to do something different.
[01:08:41.732 --> 01:08:43.813]  And I'm like, yeah, well those are reality TV hosts.
[01:08:43.813 --> 01:08:45.513]  I don't put on acts around people.
[01:08:45.513 --> 01:08:46.173]  I can't help it.
[01:08:46.173 --> 01:08:48.074]  I'm just like, I was tired, whatever.
[01:08:48.074 --> 01:08:49.594]  I've been in this place like 10 hours.
[01:08:49.594 --> 01:08:50.474]  I was like, yeah, whatever.
[01:08:50.474 --> 01:08:51.995]  I don't like Kanye West.
[01:08:51.995 --> 01:08:55.596]  And all these people around the table looking at me and they were like, I don't really like Kanye West.
[01:08:55.596 --> 01:08:58.196]  They were like, they thought I was already in on everything.
[01:08:58.196 --> 01:09:00.497]  I reverse engineered all this.
[01:09:00.497 --> 01:09:04.278]  You ask who runs the resistance, it's in the air.
[01:09:04.278 --> 01:09:05.798]  It's a wireless spiritual internet.
[01:09:05.798 --> 01:09:06.759]  We want freedom.
[01:09:06.759 --> 01:09:07.419]  We want a future.
[01:09:08.749 --> 01:09:10.291]  We don't want to die.
[01:09:10.291 --> 01:09:12.734]  I'm not out to get anybody, no matter what color your skin is.
[01:09:12.734 --> 01:09:16.658]  As long as you don't hurt me and my family, I want you to succeed.
[01:09:16.658 --> 01:09:18.380]  I want to work with you.
[01:09:18.380 --> 01:09:23.927]  And Elon Musk, you know, Zach has predicted that he'd come out against the media and things he would do.
[01:09:23.927 --> 01:09:24.848]  So I know who Zach is.
[01:09:24.848 --> 01:09:25.528]  He's a great source.
[01:09:26.513 --> 01:09:31.976]  And that's why these fake QAnon control groups and people attacked us, but then they failed as well because they know we exposed them.
[01:09:31.976 --> 01:09:35.398]  But the little segments we have, this segment, the next, and of course he's joining us.
[01:09:35.398 --> 01:09:41.862]  I wanted him, he wants to specifically go down one rabbit hole, one wormhole that he says leads you into bigger things.
[01:09:42.802 --> 01:09:49.709]  You know, he has non-disclosure agreements and a particular personality in the military for PSYOPs and things he's done.
[01:09:49.709 --> 01:09:52.893]  But I've explained to him the legalese, even though his lawyers tell him don't do it.
[01:09:52.893 --> 01:10:03.004]  He's his own citizen, especially once the FBI visited him a few weeks ago and grabbed him and tried to, you know, implicate him with us when he's just a guy who we know he is and he has free speech as an American.
[01:10:03.968 --> 01:10:04.448]  We're good to go.
[01:10:19.457 --> 01:10:23.820]  Well, somebody that tried to stop situations like that and talk about things like that.
[01:10:23.820 --> 01:10:32.087]  So, he wants to get into two-year manhunt led to killing of Alawaki in Yemen, officials to block Gaddafi gift to Farrakhan.
[01:10:32.087 --> 01:10:37.291]  How this ties together in the larger spectrum of Elon Musk, Trump,
[01:10:37.998 --> 01:10:38.358]  I don't know.
[01:10:53.083 --> 01:10:54.824]  Black people, which is true.
[01:10:54.824 --> 01:10:56.345]  Farrakhan can't lie about that.
[01:10:56.345 --> 01:11:01.769]  Well, Farrakhan knew Trump was good before he was even elected and was asking me the secrets of Trump.
[01:11:01.769 --> 01:11:02.669]  And I said, I don't know.
[01:11:02.669 --> 01:11:05.711]  I'm just dialed into the universe, what it says to me.
[01:11:05.711 --> 01:11:10.074]  He goes, oh, Kanye, you know, Kanye, you know about the bigger plan.
[01:11:10.074 --> 01:11:20.521]  I'm like, no, but the bigger plan is the term used by people that don't want to starve the third world to death, that don't want to release bioweapons, don't want to flood the third world in the West and bring it down.
[01:11:20.521 --> 01:11:21.942]  Don't want global race war.
[01:11:21.942 --> 01:11:22.863]  Don't want genocide.
[01:11:24.985 --> 01:11:28.970]  Now, you think, well Farrakhan's the guy that says the likes of the devil on all this.
[01:11:28.970 --> 01:11:30.712]  It's all sophisticated.
[01:11:30.712 --> 01:11:33.095]  And I'm not saying Farrakhan's some hero.
