[00:00:10.893 --> 00:00:12.954]  ["Ramblin' Man"]
[02:05:43.080 --> 02:05:46.863]  Now at 20% more in the bottle and an even more hardcore formula.
[02:05:47.283 --> 02:05:49.645]  You owe it to yourself to get these products.
[02:05:49.705 --> 02:05:52.167]  They really have worked for myself, my family.
[02:05:52.187 --> 02:05:54.328]  They have five-star reviews by the thousands.
[02:05:54.928 --> 02:05:58.471]  Secure your BrainForce Plus today at InfoWarsLife.com.
[02:05:58.491 --> 02:05:58.811]  Now 20% stronger.
[02:05:58.831 --> 02:05:59.772]  Again, InfoWarsLife.com.
[02:06:24.443 --> 02:06:38.294]  Crashing through the lies and disinformation, it's Alex Jones.
[02:06:38.414 --> 02:06:46.160]  You know, we will beat these globalists if people wake up and if they take action.
[02:06:46.200 --> 02:06:48.042]  But if they don't, we're going to lose everything.
[02:06:49.326 --> 02:06:49.987]  It's that simple.
[02:06:50.027 --> 02:06:52.129]  I mean, they're coming for everything we've got.
[02:06:52.149 --> 02:06:56.874]  They think we're soft, dumb Americans that spend half our time in front of screens every day.
[02:06:57.494 --> 02:06:59.517]  And they don't want us jacking into the Matrix.
[02:07:00.970 --> 02:07:06.474]  Take the Matrix analogy like an attack ship trying to send people in to get people out of it.
[02:07:07.114 --> 02:07:08.035]  And they used to be arrogant.
[02:07:08.135 --> 02:07:09.216]  Oh, they'll never listen to Jones.
[02:07:09.896 --> 02:07:11.998]  So what if he's got more viewers and listeners than us?
[02:07:12.378 --> 02:07:15.020]  We don't want to admit that because our sponsors might leave us.
[02:07:15.901 --> 02:07:17.982]  Your sponsors are big megacorps.
[02:07:18.543 --> 02:07:20.464]  They're not going to leave you because you're falling.
[02:07:20.704 --> 02:07:22.265]  They're going to increase your funding.
[02:07:22.546 --> 02:07:23.566]  And you figured that out.
[02:07:23.887 --> 02:07:24.867]  But they had a price.
[02:07:25.628 --> 02:07:27.649]  There is a price, barbarian.
[02:07:27.669 --> 02:07:29.491]  And you said, what's the price?
[02:07:30.709 --> 02:07:32.270]  Advocate all truth.
[02:07:32.930 --> 02:07:34.071]  Submit to evil.
[02:07:34.111 --> 02:07:35.792]  Become instruments of corruption.
[02:07:36.412 --> 02:07:37.853]  Instruments of racketeering.
[02:07:38.153 --> 02:07:39.434]  Call for censorship.
[02:07:39.874 --> 02:07:44.116]  Spew out endless lies and destroy your competition even as you defame them.
[02:07:44.876 --> 02:07:47.238]  Only then will you be powerful enough.
[02:07:48.738 --> 02:07:51.260]  And of course when you're done, they're gonna close up shop.
[02:07:52.827 --> 02:07:58.754]  And there'll only be a few major media outlets and one centralized system and talking points that are put out.
[02:07:59.435 --> 02:08:10.667]  And then anyone else that criticizes, they'll have the global social score, the mark of the beast, where if you don't play ball and actually cheerlead on the platforms,
[02:08:11.806 --> 02:08:30.472]  Then you will suddenly lose your job, you will suddenly lose your wife, your husband, you'll suddenly lose your kids, you'll lose all the little special deals you can get in the giant casino gulag in the sky that Max Keiser talks so much about and that Matt Drudge talks so much about.
[02:08:33.851 --> 02:08:40.653]  I remember when the Black Mirror, I've only seen a few episodes of it, everybody kept saying, oh, I read one of your articles from four years ago.
[02:08:42.973 --> 02:08:44.834]  Did you write the Black Mirror piece?
[02:08:45.214 --> 02:08:47.995]  It's about a global social score and everything you do is tracked.
[02:08:48.055 --> 02:08:53.116]  You've got to be a cheerleader for the system or you get, you know, everything cut down to you basically starve to death.
[02:08:58.015 --> 02:08:59.716]  And I said, no, that's the plan.
[02:08:59.896 --> 02:09:04.460]  See, so then Hollywood makes a joke out of it to actually condition you and get you ready for it.
[02:09:06.101 --> 02:09:07.442]  So that's where you're going.
[02:09:08.263 --> 02:09:15.989]  And a lot of people at the New York Times and at BuzzFeed and other places have said, hey, I love the Matrix.
[02:09:16.629 --> 02:09:18.271]  Just make me somebody famous in it.
[02:09:18.791 --> 02:09:19.632]  And I want steak.
[02:09:26.697 --> 02:09:27.638]  I want a lot of steak.
[02:09:29.659 --> 02:09:30.940]  I just want to have fun.
[02:09:34.321 --> 02:09:38.583]  So, they're all celebrating because they're the liberals.
[02:09:39.303 --> 02:09:40.404]  They control things.
[02:09:40.484 --> 02:09:41.685]  They were at the university.
[02:09:41.825 --> 02:09:46.107]  They make $30,000 a year, but they get to destroy things.
[02:09:47.027 --> 02:09:48.388]  They get to screw up minds.
[02:09:48.468 --> 02:09:51.009]  They get to feel like they're part of the power structure.
[02:09:58.789 --> 02:10:02.073]  The President needs to push for antitrust hearings.
[02:10:02.794 --> 02:10:04.656]  The President needs to break this up.
[02:10:05.297 --> 02:10:06.118]  This is illegal.
[02:10:06.318 --> 02:10:10.223]  All these companies working together, they're already strangling the Republicans.
[02:10:10.444 --> 02:10:12.366]  They're already strangling the Freedom Caucus.
[02:10:12.546 --> 02:10:14.088]  They're already strangling the state governors.
[02:10:14.108 --> 02:10:16.211]  They're already strangling everything.
[02:10:16.491 --> 02:10:28.814]  They're already blocking local police departments and PR outreach to kids because they see whatever's in America and the existing free market capitalist system that's got its problems, but it's perfect compared to them.
[02:10:30.074 --> 02:10:33.655]  They see it as the enemy in a existential overthrow.
[02:10:34.536 --> 02:10:43.618]  So they have taken over the internet, got us all to advertise that we're on Facebook, YouTube or Twitter, let us push all our energy to them to make them number one for years.
[02:10:44.946 --> 02:10:55.696]  And to make them 90% of the web and now they're using that monopoly power to crush everyone and strangle it and say socially conform to us and we won't censor you.
[02:10:56.036 --> 02:10:57.417]  So most conservatives went fine.
[02:10:57.518 --> 02:10:59.079]  What is the token of travel?
[02:10:59.499 --> 02:11:01.221]  They said we want you to attack Alex Jones.
[02:11:01.241 --> 02:11:01.922]  People were told this.
[02:11:02.522 --> 02:11:05.985]  Don't promote Alex Jones, in fact attack him and we'll let those videos go viral.
[02:11:06.966 --> 02:11:07.667]  So everyone
[02:11:09.005 --> 02:11:16.709]  From former members of my family to people I've known and done nothing to, lined up to attack and demonize me for a year and a half to set the precedent.
[02:11:16.930 --> 02:11:17.910]  Then they move to the next person.
[02:11:17.990 --> 02:11:19.031]  Okay, now it's Candace Owens.
[02:11:19.051 --> 02:11:19.591]  Get rid of her.
[02:11:20.111 --> 02:11:21.012]  Now it's this person.
[02:11:21.072 --> 02:11:25.254]  And then everybody gangs up on them until they think they'll be the last person standing.
[02:11:25.314 --> 02:11:31.458]  And Glenn Beck was told four years ago that he would be the last guy standing, but now he knows they set him up.
[02:11:34.099 --> 02:11:41.549]  They believe he'll be the token conservative that goes on air and basically goes along with the power structure like a George Will.
[02:11:42.310 --> 02:11:43.111]  Or a William F. Buckley.
[02:11:44.568 --> 02:11:46.789]  They're going to that model, and it's happening to everyone.
[02:11:47.070 --> 02:11:54.414]  Now, David Knight's gonna be in for a few segments, and then I'm gonna be back with emergency special reports we're working on and some big breaking news in the live feeds.
[02:11:55.194 --> 02:11:58.196]  And we're gonna continue into the fourth hour with Paul Watson.
[02:11:58.917 --> 02:12:01.118]  He's gonna be on with the latest information.
[02:12:01.258 --> 02:12:03.239]  I'll be back on and so much more.
[02:12:03.259 --> 02:12:11.624]  And then I'm gonna come back in to be on the War Room this afternoon with the streams that are at InfoWars.com and NewsWars.com.
[02:12:12.625 --> 02:12:16.947]  But this is everybody's fight and it's happening now in a big, big way.
[02:12:18.748 --> 02:12:20.429]  They didn't just take my podcast off.
[02:12:20.469 --> 02:12:21.510]  They took all our others.
[02:12:21.530 --> 02:12:22.670]  They took Owen Schroyer's off.
[02:12:23.011 --> 02:12:26.032]  They just said, you, you bullied a child.
[02:12:26.412 --> 02:12:27.433]  You were transphobic.
[02:12:27.453 --> 02:12:28.353]  You were Islamophobic.
[02:12:28.554 --> 02:12:29.994]  We don't even show you what we say.
[02:12:30.715 --> 02:12:40.300]  We just, you're now off everything because we organized the left to lobby for it and to call for it and to pillory and to have lawsuits concerted with it to demonize you.
[02:12:43.254 --> 02:12:43.995]  This is the plan.
[02:12:44.015 --> 02:12:46.798]  But the number one most important thing you can understand is this.
[02:12:46.878 --> 02:12:47.840]  This is about you.
[02:12:47.860 --> 02:12:49.201]  This is about shutting you up.
[02:12:49.842 --> 02:12:51.644]  This is about coming after your free speech.
[02:12:52.205 --> 02:12:54.548]  This is about the big enchilada.
[02:12:56.370 --> 02:12:56.730]  Period.
[02:13:00.583 --> 02:13:06.606]  Now is the time to tell your neighbors, your friends, your family, everybody you work with, not just today, but tomorrow, next week, and next month.
[02:13:06.846 --> 02:13:07.986]  Hey, remember InfoWars?
[02:13:08.007 --> 02:13:08.947]  Remember NewsWars?
[02:13:08.967 --> 02:13:09.807]  Remember President Obama?
[02:13:09.847 --> 02:13:13.929]  Man, the guy they're scared of, the guy they demonize, the guy they don't want you to know about.
[02:13:14.029 --> 02:13:15.230]  What is it he's talking about?
[02:13:16.170 --> 02:13:18.932]  Well, he was an evil American that learned about a global government plan.
[02:13:19.512 --> 02:13:22.293]  He was an evil American that learned about a plan to break up the family.
[02:13:22.773 --> 02:13:26.335]  He was an evil American that learned about a plan to make us all poor that Bill Maher even admits.
[02:13:27.276 --> 02:13:28.056]  He was an evil American.
[02:13:29.554 --> 02:13:29.694]  Yeah.
[02:13:44.110 --> 02:13:46.252]  And Infowars.com forward slash show.
[02:13:46.833 --> 02:13:50.877]  Because, you know, the next thing they're going to do is try to get rid of our apps and our Droid apps and our iPhone apps.
[02:13:51.197 --> 02:13:53.219]  You can still subscribe to for now and share with folks.
[02:13:53.239 --> 02:13:54.060]  That's a fine vehicle.
[02:13:54.300 --> 02:14:00.987]  But the most important thing I've been talking about for a long time in probably 50 meetings and today it's going to finally happen.
[02:14:01.648 --> 02:14:05.451]  I was a meeting last week and I said they'll ban us off YouTube, Facebook and Twitter probably the next two weeks.
[02:14:06.152 --> 02:14:06.672]  The midterms.
[02:14:06.732 --> 02:14:07.873]  And I'm like, oh no, they won't.
[02:14:07.893 --> 02:14:10.634]  I'm like, well, I just need links on the articles and the pages.
[02:14:10.674 --> 02:14:11.694]  Get the podcast here.
[02:14:11.714 --> 02:14:13.195]  Because the podcast is us.
[02:14:13.495 --> 02:14:15.115]  A lot of you can't watch or listen live.
[02:14:15.335 --> 02:14:16.556]  We're going to be off all these platforms.
[02:14:16.576 --> 02:14:17.556]  You're going to want to go get the podcast.
[02:14:17.576 --> 02:14:18.697]  But what do I know?
[02:14:18.717 --> 02:14:22.718]  You know, it's kind of like around here, freaking meteorite could hit the building.
[02:14:22.798 --> 02:14:23.679]  We've got a great crew.
[02:14:23.939 --> 02:14:25.799]  They're just not arrogant like, you know, the New York Times.
[02:14:25.819 --> 02:14:28.420]  They don't think much of themselves in a good way.
[02:14:28.680 --> 02:14:31.662]  So it's kind of like, yeah, never going to happen.
[02:14:31.682 --> 02:14:32.422]  Never going to happen.
[02:14:32.722 --> 02:14:35.423]  I told like five people in meetings last week, it's going to never going to happen.
[02:14:36.647 --> 02:14:37.769]  Because, you know, I don't know anything.
[02:14:37.869 --> 02:14:45.619]  So, what'll never happen is links all over InfoWars.com and at the top of every article and the bottom of every article to get the free newsletter and to get the free app.
[02:14:46.360 --> 02:14:49.164]  Because all of you need to get it and share it with everybody.
[02:14:49.505 --> 02:14:49.965]  Separately.
[02:14:50.953 --> 02:14:52.674]  Globals think you're dumb, they think you're weak.
[02:14:53.074 --> 02:14:56.696]  They think you're not going to go get the great supplements and products we've got at InfoWarsTore.com.
[02:14:56.956 --> 02:14:59.698]  They think you're not going to take advantage of the big sales we've got.
[02:14:59.718 --> 02:15:03.520]  40% off on the fish oil, the krill oil, and the honor roll for your kids.
[02:15:04.581 --> 02:15:06.342]  Smaller little gel caps for your kids.
[02:15:06.362 --> 02:15:10.244]  And they think you're never going to actually check out all the things we have at InfoWarsTore.com.
[02:15:10.444 --> 02:15:11.465]  But I know you are!
[02:15:11.905 --> 02:15:15.087]  So check out those big specials at InfoWarsTore.com or 888-253-3135.
[02:15:17.308 --> 02:15:19.249]  I want to thank you all that have stood with us.
[02:15:19.589 --> 02:15:21.511]  We're changing the world, thanks to you.
[02:15:22.371 --> 02:15:25.313]  But they're coming after us in a big, big way.
[02:15:27.274 --> 02:15:32.297]  You know, my feed says Breaks for Gun over here, but I didn't get any feed, so I guess they just cut the feed off.
[02:15:32.317 --> 02:15:32.937]  I don't know anymore.
[02:15:32.957 --> 02:15:33.677]  Who the hell cares?
[02:15:33.718 --> 02:15:34.018]  Whatever.
[02:15:34.578 --> 02:15:35.819]  Who cares if the clock's working around here?
[02:15:35.919 --> 02:15:36.499]  Hell, like I said.
[02:15:40.103 --> 02:15:41.584]  They're going to shut the economy down.
[02:15:41.604 --> 02:15:44.126]  They're going to break everything down for massive social engineering.
[02:15:44.206 --> 02:15:46.708]  And you're going to wish to God you'd done something later.
[02:15:46.728 --> 02:15:48.769]  Everybody better wake up!
[02:15:49.510 --> 02:15:51.011]  And they better realize what's going on.
[02:15:51.031 --> 02:15:52.332]  They better understand it.
[02:15:52.352 --> 02:15:54.233]  Everybody's too cool for school, though.
[02:15:54.794 --> 02:15:56.335]  Thanks to Drudge and others who actually care.
[02:15:56.935 --> 02:16:00.158]  Whatever happens, we're going to win in the end because communism always collapses.
[02:16:02.457 --> 02:16:07.659]  Court hearings will resume today in lawsuits against radio host and conspiracy theorist Alex Jones.
[02:16:07.819 --> 02:16:08.879]  I don't know exactly what happened.
[02:16:09.119 --> 02:16:10.260]  Sandy Hook's being conclusive.
[02:16:10.460 --> 02:16:18.523]  For years, Alex Jones was the most powerful voice behind a disturbing conspiracy theory that the Sandy Hook shooting was a massive hoax.
[02:16:18.563 --> 02:16:20.963]  He has claimed the school shooting was a hoax.
[02:16:21.083 --> 02:16:28.566]  Alex Jones is making news and the parents of the victims of the Sandy Hook shooting in Connecticut are quite disturbed by some of the messages he's sending out.
[02:16:28.806 --> 02:16:33.269]  People who believe Jones have for years harassed and taunted families of the victims.
[02:16:33.790 --> 02:16:37.753]  The lawsuits filed in April seek at least $1 million in damages.
[02:16:37.793 --> 02:16:47.019]  Jones' comments have caused them a severe degree of mental stress and anguish, which have disrupted their daily routine and caused a high degree of psychological pain.
[02:16:47.039 --> 02:16:52.223]  Parents have said Jones has engaged in a campaign of false, cruel and dangerous assertions.
[02:16:52.323 --> 02:16:57.007]  A theory that Leonard Posner and Veronique De La Rosa say turned their lives upside down.
[02:16:57.307 --> 02:17:06.972]  The parents of six-year-old Noah Posner, who was killed in the Sandy Hook massacre, say Jones' followers have tormented them with death threats, forcing them to move seven times.
[02:17:06.992 --> 02:17:09.794]  I can't imagine being a Sandy Hook parent and having to go through this.
[02:17:09.914 --> 02:17:13.076]  Alex Jones, his commentary about Sandy Hook is disgusting.
[02:17:13.356 --> 02:17:14.116]  It's appalling.
[02:17:14.296 --> 02:17:15.357]  We all stand against it.
[02:17:15.377 --> 02:17:15.797]  9-11 as well.
[02:17:15.817 --> 02:17:15.957]  9-11.
[02:17:16.017 --> 02:17:19.539]  On the left and the right, we stand against this kind of hate speech, which is what it is.
[02:17:19.699 --> 02:17:24.663]  It's really hard for me to understand how anyone can be so sick in the head.
[02:17:24.723 --> 02:17:26.704]  They're alleging in these lawsuits a conspiracy?
[02:17:26.885 --> 02:17:34.851]  Our reporter in the courtroom said that Jones' attorney told the judge today his client's comments are political speech and commentary and not defamatory.
[02:17:34.871 --> 02:17:37.753]  I take a lot of flack coming on your show and representing you.
[02:17:38.173 --> 02:17:39.694]  There are a lot of people angry at me.
[02:17:41.115 --> 02:17:42.076]  Good friends, family.
[02:17:43.817 --> 02:17:50.422]  And I say, well, you know, tell me if you're so, you hate this guy so much, show me what the problem is.
[02:17:50.482 --> 02:17:56.507]  And they'll send me a link to the New York Times and they'll send me a link to some other article saying, you know, paraphrasing what you said.
[02:17:56.527 --> 02:17:58.969]  I said, yeah, but now bring me to the original source.
[02:17:59.469 --> 02:18:02.871]  And when I go find it, I said, well, that's not really what was said here.
[02:18:03.652 --> 02:18:05.433]  Well then, you know, then there's this backpedal.
[02:18:05.473 --> 02:18:08.814]  It's like, well, he's enabling such speech, or he's encouraging it.
[02:18:08.854 --> 02:18:13.295]  There was another lawsuit this week targeting people that promote conspiracy theories.
[02:18:13.395 --> 02:18:17.037]  It involves InfoWars and the host of InfoWars, Alex Jones.
[02:18:17.397 --> 02:18:32.362]  Already InfoWars is at risk of losing its YouTube channel, and now this lawsuit is trying to take Jones and InfoWars and others to court, saying they're responsible for promoting hoaxes that actually are defamatory toward the people involved.
[02:18:33.362 --> 02:18:36.504]  Alex Jones promotes conspiracy theories and foments hatred of media.
[02:18:36.544 --> 02:18:39.146]  He's been called a freak show and downright dangerous.
[02:19:02.802 --> 02:19:09.844]  People have free speech in this country, but no matter how hateful, no matter how stupid, no matter how inane, give them their time, give them Thorazine also.
[02:19:10.224 --> 02:19:11.905]  What is the matter with this person?
[02:19:12.165 --> 02:19:14.666]  I don't like giving people like Alex Jones a platform.
[02:19:14.706 --> 02:19:17.627]  The hypocrisy is just astounding.
[02:19:17.867 --> 02:19:23.348]  And I guarantee you that if you flipped over to CNN right now, there would not be a single story about the Twitter shadow banning.
[02:19:23.528 --> 02:19:24.509]  There would not be a single story.
[02:19:24.689 --> 02:19:31.671]  And the only story you'd see about YouTube pulling Alex Jones videos would be probably something celebratory about, you know,
[02:19:32.471 --> 02:19:39.073]  A scalp of sorts for managing to eventually get their way on that story.
[02:19:39.193 --> 02:19:44.875]  Gerald's lawyers will be back in court for a separate defamation case related to the Parkland shooting tomorrow.
[02:19:44.895 --> 02:19:50.858]  This was probably the first time that anybody in that courtroom had actually watched InfoWars.
[02:19:50.898 --> 02:19:52.478]  Had actually seen what you said.
[02:19:53.138 --> 02:20:00.621]  And if you watch what you said, and you compare that to what the press has reported that you said, it's as if those two things are happening on two different planets.
[02:20:06.528 --> 02:20:11.114]  You're listening to the Alex Jones Show!
[02:20:15.699 --> 02:20:21.246]  We now take you live to the Central Texas Command Center in the heart of the Resistance.
[02:20:21.727 --> 02:20:24.270]  You're listening to the Alex Jones Show!
[02:20:29.395 --> 02:20:30.555]  Welcome back, I'm David Knight.
[02:20:30.755 --> 02:20:35.557]  I guess it's kind of interesting that, as it shows on the Drudge Report, we are 86th on 8-6.
[02:20:36.697 --> 02:20:41.359]  Actually, it's the anniversary of the nuclear bomb being dropped on Hiroshima.
[02:20:41.419 --> 02:20:58.804]  And I want to say to the quislings in the mainstream media, the people like CNN and others, I want to say to them that as you are begging for freedom of the press to be curtailed, you are, as you nuke us here, you are poisoning your own environment.
[02:20:59.844 --> 02:21:05.706]  Just like Robespierre, and I said this this morning, I said just like Robespierre when he started the purge or the reign of terror in the French Revolution.
[02:21:06.486 --> 02:21:07.927]  That eventually came back on him.
[02:21:07.967 --> 02:21:10.468]  He eventually had the mob drag him to the guillotine.
[02:21:11.808 --> 02:21:16.590]  And as we look at this, folks, the important thing to understand is yes, Google doesn't like us.
[02:21:16.670 --> 02:21:17.791]  Yes, Apple doesn't like us.
[02:21:17.811 --> 02:21:18.591]  We don't like them either.
[02:21:18.631 --> 02:21:20.772]  We don't like multinational oligarchs.
[02:21:21.532 --> 02:21:22.973]  We don't like what they're doing with censorship.
[02:21:22.993 --> 02:21:26.494]  We don't like how they're playing footsie with the Chinese dictators.
[02:21:27.483 --> 02:21:31.384]  But you have to understand that they're not just playing footsie with the Chinese dictators.
[02:21:31.404 --> 02:21:34.665]  They're also playing footsie with the deep state here.
[02:21:35.525 --> 02:21:42.527]  This is something that they may be the point that we're seeing of censorship here, coming from social media.
[02:21:43.707 --> 02:21:46.208]  But they're just the penultimate cause.
[02:21:46.248 --> 02:21:47.828]  The ultimate cause, folks.
[02:21:48.149 --> 02:21:49.769]  The ultimate cause is our own government.
[02:21:50.683 --> 02:21:51.284]  It's our own government.
[02:21:51.464 --> 02:22:02.681]  When we look at what is happening, the articles that have come out in the last few days talking about what they're doing, and isn't it interesting that you have four of these high-tech companies, these multinationals,
[02:22:04.144 --> 02:22:10.489]  You've got Goggle, G-O-D, G-L-E, and the rest of these people taking us down.
[02:22:11.269 --> 02:22:14.752]  At the same time they're about to take down Julian Assange, take him into custody.
[02:22:15.392 --> 02:22:18.674]  Because this is where this ultimately goes when you lose freedom of the press.
[02:22:19.335 --> 02:22:22.437]  You wind up with a very authoritarian society.
[02:22:23.418 --> 02:22:24.759]  And it's just like China.
[02:22:24.819 --> 02:22:26.760]  This morning I played a clip
[02:22:28.075 --> 02:22:31.436]  of a Chinese critic of the Chinese government.
[02:22:31.476 --> 02:22:37.858]  He was criticizing them for nothing other than the fact that they were spending a great deal of time and money in Africa.
[02:22:37.878 --> 02:22:39.278]  And he said, why are we doing this?
[02:22:39.318 --> 02:22:41.039]  This doesn't make any sense to us.
[02:22:41.139 --> 02:22:42.199]  He didn't agree with the policy.
[02:22:42.879 --> 02:22:50.901]  He said, we need to be helping the Chinese here at home instead of becoming a colonial power in Africa, which is basically what they're doing.
[02:22:51.661 --> 02:22:53.582]  As he was talking to Voice of America,
[02:22:54.585 --> 02:22:58.149]  Had six to eight people come in and drag him out of his house.
[02:22:58.169 --> 02:22:58.830]  He goes, what's going on?
[02:22:58.850 --> 02:22:59.771]  I have freedom of the press here.
[02:22:59.791 --> 02:23:00.412]  I have free speech.
[02:23:00.792 --> 02:23:01.493]  It's like, no you don't.
[02:23:02.354 --> 02:23:02.815]  No you don't.
[02:23:03.135 --> 02:23:04.297]  It's just a piece of paper.
[02:23:04.837 --> 02:23:11.145]  If the public doesn't stand up for freedom of the press and free speech, you don't have anything.
[02:23:12.142 --> 02:23:19.726]  I also talked this morning about another story that's on the Drudge Report, and thanks to Drudge, give him a shout out for putting our show up at the top live.
[02:23:19.766 --> 02:23:27.010]  This is one of the worst attacks that we have seen on freedom of the press since they came after John Peter Zinger.
[02:23:28.270 --> 02:23:38.295]  And as I said this morning, it wasn't the king, it wasn't a president, it wasn't a legislature that gave us freedom of the press, it was the people with jury nullification.
[02:23:39.176 --> 02:23:41.057]  The judge said, facts are no excuse.
[02:23:42.261 --> 02:23:44.102]  You know, the truth is no defense, right?
[02:23:44.823 --> 02:23:50.226]  And of course, when we look at what is happening with us, with the censorship, truth is no defense.
[02:23:50.586 --> 02:23:51.287]  It doesn't matter.
[02:23:52.067 --> 02:23:56.490]  Because they don't even bother to put up what they accuse us of being shut down for.
[02:23:56.530 --> 02:23:58.311]  I just got this notification from them.
[02:23:58.351 --> 02:23:59.271]  I posted it up there.
[02:24:00.172 --> 02:24:04.575]  And it was kind of interesting because this is the second time I've gotten a notification from them.
[02:24:04.595 --> 02:24:06.236]  The first time was back in April.
[02:24:07.332 --> 02:24:17.764]  We'd already noticed that they had cut down by about a factor of five the number of live views that we were having as we streamed the thing.
[02:24:17.784 --> 02:24:19.606]  But then in April, I got this interesting thing.
[02:24:20.147 --> 02:24:21.368]  Hi, Real News with David Knight.
[02:24:21.388 --> 02:24:26.854]  After manually reviewing your video, we've confirmed, this is from YouTube, that it isn't suitable for all advertisers.
[02:24:27.802 --> 02:24:30.304]  As a result, it will continue to run limited or no ads.
[02:24:30.324 --> 02:24:31.465]  I thought, well, that's kind of interesting.
[02:24:31.485 --> 02:24:34.628]  They don't tell me, of course, why they find it unsuitable.
[02:24:35.609 --> 02:24:39.012]  And the other thing that I found very interesting was they manually reviewed it.
[02:24:40.233 --> 02:24:42.114]  And then I got an automated message.
[02:24:43.556 --> 02:24:45.377]  I was not monetized at the time.
[02:24:45.497 --> 02:24:46.538]  The show was not monetized.
[02:24:46.578 --> 02:24:51.803]  The morning show, Real News of David Knight, that you can still find at InfoWars.com forward slash show.
[02:24:51.843 --> 02:24:53.324]  They haven't been able to shut that down yet.
[02:24:54.425 --> 02:24:55.406]  And they're not going to shut that down.
[02:24:56.508 --> 02:24:57.729]  Not a few people support us.
[02:24:57.769 --> 02:25:02.554]  If you want to support freedom of the press, if you want to find us there, we don't have to be dependent on these people.
[02:25:02.574 --> 02:25:10.621]  It's interesting, isn't it, that Matt Drudge came here a couple of years ago and told us that a Supreme Court judge told him that all this was going to happen, and he came here first?
[02:25:10.701 --> 02:25:10.942]  Why?
[02:25:11.582 --> 02:25:11.762]  Why?
[02:25:12.383 --> 02:25:13.043]  That's what's going on.
[02:25:13.463 --> 02:25:14.884]  It's just a coincidence, isn't it?
[02:25:14.944 --> 02:25:26.127]  It's just a coincidence that a Supreme Court judge who wound up with a pillow over his head said, hey, they're coming for freedom of the press, they're coming for the freedom of the internet, you know, and then Drudge comes here first.
[02:25:26.587 --> 02:25:27.387]  It's just a coincidence.
[02:25:27.407 --> 02:25:29.528]  It's just a coincidence that all this stuff happened on the same day.
[02:25:29.848 --> 02:25:37.430]  It's just a coincidence that all this stuff happened as they are about to arrest Julian Assange and perhaps start a war with Iran.
[02:25:38.671 --> 02:25:39.871]  Maybe that's what they don't want you to hear.
[02:25:41.101 --> 02:25:48.364]  You know, we've been pretty effective in the past at exposing the false flag attacks in Syria, one after the other.
[02:25:49.204 --> 02:25:54.966]  And also, the false flag gas attack in the UK that was involved there.
[02:25:55.006 --> 02:26:04.529]  So, as we look at this, going back to this April thing that I just got out of the clear blue, I said to people posting my show, I said, are we monetized?
[02:26:04.549 --> 02:26:05.610]  They said, no, we're not monetized.
[02:26:06.710 --> 02:26:12.091]  So that's real interesting because then why are they looking at this to see that, to tell us that we can't run any ads or anything?
[02:26:13.111 --> 02:26:19.313]  So we monetized it after that and then they would, the ads would run for a short period of time and then they would take them down on each of the videos.
[02:26:19.973 --> 02:26:28.075]  Never gave us any explanation, never told us why, but I think at that point they were trying, they were starting to throttle us again.
[02:26:28.575 --> 02:26:33.236]  Because like I said, they'd already cut the number of views that we had in terms of live stream and so forth by about a factor of five.
[02:26:34.468 --> 02:26:47.418]  And then as I looked at the first full month after I got that interesting message from YouTube, I noticed that the number of subscribers that I had, that I would get on a monthly basis, had dropped by 90%.
[02:26:47.618 --> 02:26:50.241]  Instead of getting 6,500 subscribers per month, I got 655.
[02:26:50.281 --> 02:26:50.761]  So from 6,500 to 650.
[02:26:59.261 --> 02:27:00.581]  The first month that they put that in.
[02:27:00.701 --> 02:27:04.543]  After I got that mysterious notification, you have been noticed, comrade.
[02:27:05.043 --> 02:27:06.523]  We have looked at you, comrade.
[02:27:07.703 --> 02:27:10.824]  Folks, this is Soviet-style censorship.
[02:27:12.025 --> 02:27:13.425]  Let me tell you what is going on with this.
[02:27:13.685 --> 02:27:16.306]  The ultimate source of all this is the government.
[02:27:16.366 --> 02:27:17.246]  It is NATO.
[02:27:17.406 --> 02:27:19.367]  It is the Deep State.
[02:27:20.762 --> 02:27:21.883]  That's why they have to shut us down.
[02:27:22.343 --> 02:27:26.066]  It has nothing to do with a little video of a kid pushing a guy around and so forth.
[02:27:26.086 --> 02:27:27.628]  That's such a bunch of nonsense.
[02:27:28.448 --> 02:27:33.392]  They're not going to shut us down because of a particular video that exposes their false flag attacks.
[02:27:33.412 --> 02:27:34.273]  They're not going to talk about that.
[02:27:34.313 --> 02:27:35.294]  They'll find something else.
[02:27:35.334 --> 02:27:36.715]  They'll find some diversion.
[02:27:37.796 --> 02:27:41.399]  On July 31st, last week, Senator Richard Black.
[02:27:41.439 --> 02:27:42.160]  Who is this?
[02:27:42.240 --> 02:27:46.123]  This is a guy from the 13th District of Virginia.
[02:27:47.631 --> 02:27:48.872]  He is a Virginia senator.
[02:27:48.892 --> 02:27:51.973]  He is a retired colonel from the U.S.
[02:27:52.033 --> 02:27:52.293]  Army.
[02:27:53.113 --> 02:27:56.015]  And he said this, he said, why the censors hate Julian Assange?
[02:27:56.035 --> 02:27:57.275]  And that's the same reason they hate us.
[02:27:57.315 --> 02:28:03.138]  He said, as a military officer, I was trained to strictly observe security protocols.
[02:28:03.178 --> 02:28:07.499]  So when I first heard of WikiLeaks and Julian Assange, I was instinctively critical.
