[00:00:01.668 --> 00:00:03.073]  We are drugged out!
[01:52:33.227 --> 01:52:33.568]  All this
[01:52:35.287 --> 01:52:38.529]  Letting an 8-year-old be a drag queen isn't progressive, it's child abuse.
[01:52:38.909 --> 01:52:41.190]  Well, that's what the examiner said.
[01:52:41.250 --> 01:52:42.610]  Now you can't use the word drag queen.
[01:52:44.011 --> 01:52:45.852]  Transgender lessons for 2-year-olds.
[01:52:45.892 --> 01:52:49.694]  Drag queens drafted into nursery schools to teach children about sexual diversity.
[01:52:51.074 --> 01:52:53.055]  Yeah, nothing wrong going on there, Daily Mail.
[01:52:53.916 --> 01:52:56.877]  Cross-dressers and transsexuals gather at Trump protests in London.
[01:52:57.677 --> 01:52:58.878]  These are all positive.
[01:53:02.807 --> 01:53:03.588]  They're all pro.
[01:53:04.048 --> 01:53:06.330]  Here's Barry Diller, owns Newsweek now.
[01:53:06.831 --> 01:53:10.334]  Donald Trump to be met with mass drag queen protests when he visits Britain.
[01:53:10.454 --> 01:53:12.436]  I won't even read the terms they use here.
[01:53:13.537 --> 01:53:15.840]  But they use the Q word in all this in their article.
[01:53:15.880 --> 01:53:17.441]  If I use it, I'm banned immediately.
[01:53:17.481 --> 01:53:20.784]  But see, Barry Diller and Newsweek is royalty.
[01:53:21.825 --> 01:53:26.330]  They are allowed to use the words.
[01:53:27.955 --> 01:53:28.776]  It's the new royalty.
[01:53:29.436 --> 01:53:32.078]  And once the precedent's set, all language can be destroyed.
[01:53:32.539 --> 01:53:38.564]  The city of Austin is officially trying to rename the name of the city, saying that Stephen S. Austin was a racist.
[01:53:40.385 --> 01:53:44.528]  Meanwhile, there are Islamic countries literally selling women and children to sex slavery.
[01:53:44.668 --> 01:53:45.529]  No one's reporting on it.
[01:53:49.612 --> 01:53:51.194]  So that's where I come from on this.
[01:53:52.595 --> 01:53:53.175]  Here's another one.
[01:53:53.255 --> 01:53:56.398]  Drag queen, trans, and queer people protest Trump in London.
[01:53:57.361 --> 01:53:58.962]  Gay star news.
[01:54:00.023 --> 01:54:03.066]  Now, why do I show you this?
[01:54:04.087 --> 01:54:07.730]  Drag queens and kings organized a rally to oppose Donald Trump in the UK.
[01:54:09.591 --> 01:54:11.453]  Meet the drag queens protesting Donald Trump.
[01:54:11.473 --> 01:54:11.933]  I'm going to visit.
[01:54:13.675 --> 01:54:14.175]  On and on and on.
[01:54:14.856 --> 01:54:16.157]  But what did they tell us?
[01:54:16.357 --> 01:54:17.778]  I'm going to show you right here.
[01:54:18.298 --> 01:54:25.664]  They said you don't use any of those terms and you don't report on it because the community doesn't like it.
[01:54:26.553 --> 01:54:28.073]  That's Southern Poverty Law Center flaggers.
[01:54:28.533 --> 01:54:29.874]  Please review the community standards.
[01:54:29.914 --> 01:54:39.835]  And they took down our video that simply shows the demonstrations crossdressers and transsexuals gather at Trump protests in London.
[01:54:42.336 --> 01:54:44.156]  And then those are the names of the groups they use.
[01:54:44.196 --> 01:54:48.437]  But we aren't even allowed to report what's going on.
[01:54:51.337 --> 01:54:52.178]  You see how that works?
[01:54:52.858 --> 01:54:53.938]  And then here's our article on it.
[01:54:55.711 --> 01:55:14.427]  This goes on in public city streets, and then we simply say, here it is, look at it, and politically people in the streets, in the West say, you don't have speech, we're gonna bar you because you dare even show what we're saying.
[01:55:15.552 --> 01:55:16.993]  And what we're doing.
[01:55:17.353 --> 01:55:21.697]  You talk about discrimination, you talk about all this, and that's where the N-word comes in.
[01:55:22.017 --> 01:55:28.742]  Because once they set the precedent that if you're not white, you can use the N-word, I find it offensive when anybody uses it, but you've got a right to use it.
[01:55:28.762 --> 01:55:36.368]  I remember growing up in Dallas, playing sports, about half my friends were black.
[01:55:37.549 --> 01:55:40.291]  And most of them were Christian, you know, upstanding folks.
[01:55:40.771 --> 01:55:42.973]  I found them to be more moral than most of the white people I knew.
[01:55:44.517 --> 01:55:49.279]  But then I'd be over at their house or something, their cousin would come over, and they'd be using n-word, this or that.
[01:55:49.299 --> 01:55:54.022]  I remember one of my friend's moms coming in and saying, you shut your mouth and don't use that word.
[01:55:54.882 --> 01:55:56.223]  And her throwing him out of the house.
[01:55:58.024 --> 01:55:59.544]  The cousin that visited because he was using it.
[01:56:00.785 --> 01:56:02.546]  But that was 35 years ago.
[01:56:05.928 --> 01:56:06.668]  Very offensive.
[01:56:07.228 --> 01:56:07.828]  But you know what?
[01:56:09.469 --> 01:56:10.750]  Somebody's got the right to use it.
[01:56:12.541 --> 01:56:21.923]  And people have a right to say it's wrong, but now it's... I'm not afraid of them banning me.
[01:56:21.963 --> 01:56:22.983]  I'm not going to play their game.
[01:56:23.423 --> 01:56:24.083]  The T-word.
[01:56:24.103 --> 01:56:25.663]  They go, we have the recordings.
[01:56:25.943 --> 01:56:29.924]  They go, we want you to use transsexual or drag queen.
[01:56:31.324 --> 01:56:33.745]  And we're like, okay, we'll play that game.
[01:56:33.865 --> 01:56:36.145]  And sure enough, a year later, we got three recordings.
[01:56:37.525 --> 01:56:40.846]  Facebook, Twitter, and YouTube calling us
[01:56:42.725 --> 01:56:46.087]  Saying, you will not use this or you will be banned.
[01:56:47.368 --> 01:56:48.289]  And we got recordings.
[01:56:48.429 --> 01:56:50.770]  And now, a year later, they're saying, now don't use that word.
[01:56:51.491 --> 01:56:53.292]  God, what words can we use here?
[01:56:53.612 --> 01:56:56.234]  But again, that's the power of the control!
[01:56:57.675 --> 01:57:06.861]  And don't show ABC News and Yahoo News of some punk kid punching an adult in the face, over and over again, getting pushed to the ground, because we're gonna say, you did it!
[01:57:07.481 --> 01:57:08.582]  We're gonna defame you!
[01:57:10.526 --> 01:57:13.891]  And then we're not even going to show the video and thousands of articles about you.
[01:57:15.072 --> 01:57:19.959]  That shows the organized criminal activity in corporate media.
[01:57:21.417 --> 01:57:27.338]  And the fact that they've got armies of people for a paycheck that'll lie and take the press release and rewrite it for their newspaper.
[01:57:27.358 --> 01:57:29.599]  It's all the same plagiarized article everywhere.
[01:57:30.239 --> 01:57:33.379]  Just like they said Trump hates Mexicans and says they're all rapists and criminals.
[01:57:33.579 --> 01:57:34.920]  There's no video, there's no audio.
[01:57:35.120 --> 01:57:35.900]  He never said it!
[01:57:36.600 --> 01:57:40.541]  But they don't care because they're an organized pack of criminal liars.
[01:57:41.981 --> 01:57:47.622]  And they use the trans community and others and black folks, you name it, as just the set piece to make them look good.
[01:57:47.662 --> 01:57:48.042]  That's all.
[01:57:50.199 --> 01:57:58.881]  That President Trump gives every indication by what he says and what he does and what he doesn't do, that he's mean as a wolverine.
[01:57:59.641 --> 01:58:00.882]  Wolverines!
[01:58:02.282 --> 01:58:10.804]  So earlier this week I said, hey, let's put out Trump as a wolverine, mean like a wolverine, InfoWars.com.
[01:58:11.124 --> 01:58:15.345]  Beautiful new red shirt, incredible job with the graphics crew.
[01:58:15.825 --> 01:58:16.665]  They are amazing.
[01:58:16.685 --> 01:58:19.387]  1995, high quality shirt.
[01:58:19.787 --> 01:58:21.668]  It's being printed right now.
[01:58:21.688 --> 01:58:23.289]  They'll be shipping out next week.
[01:58:23.769 --> 01:58:24.909]  Get your order in.
[01:58:24.969 --> 01:58:26.150]  This is a limited edition.
[01:58:26.210 --> 01:58:28.471]  This needs to be the new viral shirt.
[01:58:28.911 --> 01:58:33.353]  Now, because I saw Walmart boycott launched over in Peach 45 clothing.
[01:58:33.693 --> 01:58:35.274]  Don't boycott Walmart over that.
[01:58:35.454 --> 01:58:36.315]  Just say Walmart.
[01:58:37.555 --> 01:58:38.856]  I don't care if they copy our shirt.
[01:58:38.996 --> 01:58:40.637]  Put out a Re-elect 45.
[01:58:41.798 --> 01:58:43.378]  You know, let's engage in that.
[01:58:43.799 --> 01:58:44.899]  So, they've got their Impeach 45.
[01:58:44.939 --> 01:58:47.261]  You go to Infowarsstore.com.
[01:58:47.281 --> 01:58:53.024]  We have Re-elect 45 with an American flag ray triggering on the right arm and on the back.
[01:58:53.424 --> 01:58:54.565]  Infowars.com.
[01:58:55.285 --> 01:58:57.887]  I am the resistance.
[01:58:59.222 --> 01:59:01.225]  I am the resistance.
[01:59:01.586 --> 01:59:03.408]  This, I mean, these shirts have just been hitting me.
[01:59:03.468 --> 01:59:04.850]  And I knew Hillary for President.
[01:59:05.671 --> 01:59:08.696]  I saw a handmade sign in the yard.
[01:59:10.152 --> 01:59:13.035]  About, you know, like, three years before the election.
[01:59:13.055 --> 01:59:14.276]  It was, it was, they knew she'd run.
[01:59:14.296 --> 01:59:17.478]  It was like, and then I remember thinking, or two years before, I was like, we've got to do that.
[01:59:17.558 --> 01:59:21.121]  And it, we went to the RNC, and a third of the people were wearing it.
[01:59:21.142 --> 01:59:21.922]  It was the chance.
[01:59:22.963 --> 01:59:25.645]  It was, we had planes flying around saying it behind them.
[01:59:25.705 --> 01:59:26.406]  It was incredible.
[01:59:26.446 --> 01:59:27.207]  It was a magic moment.
[01:59:27.727 --> 01:59:29.449]  And I know when something's going to be a hit.
[01:59:30.169 --> 01:59:40.297]  So, they've got their Impeach45, Reelect45, Help Fund the Operation, Reelect45, Infowarsstore.com, Infowarslife.com, or 888-253-3139, and Mean Like a Wolverine!
[01:59:40.397 --> 01:59:48.223]  If he's mean as a wolverine... Wolverines!
[01:59:54.087 --> 01:59:57.990]  If you are receiving this transmission, you are the resistance.
[02:00:04.850 --> 02:00:07.471]  Waging war on corruption.
[02:00:07.511 --> 02:00:12.753]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[02:00:12.773 --> 02:00:23.497]  Alright, I got a former FBI agent, Marine and Patriot, who's really been at the forefront of exposing John Brennan's conversion to Islam, Communism, all of it.
[02:00:24.257 --> 02:00:26.338]  He's popping in, we'll continue with calls after that.
[02:00:27.999 --> 02:00:33.221]  But, I mean, when you realize that the globalists are a bunch of big megabanks and then a bunch of losers,
[02:00:34.636 --> 02:00:38.277]  That just hate success, and that just hate normal people.
[02:00:38.917 --> 02:00:41.678]  Because a normal person, you know, isn't into all this weird crap.
[02:00:42.998 --> 02:00:44.859]  So, he's coming up right now.
[02:00:44.879 --> 02:00:50.200]  Let's go to Chase in California, and then Alex, and Willie, and Doug, and Adrian, and Brian, and Rick, and Ben, and others.
[02:00:50.840 --> 02:00:52.501]  Chase, thanks for holding her on the air worldwide.
[02:00:52.541 --> 02:00:52.921]  Go ahead.
[02:00:54.281 --> 02:00:55.782]  Hey, thanks for taking my call, Alex.
[02:00:56.102 --> 02:00:58.163]  Chase Patriot from Frontlines, California.
[02:00:58.303 --> 02:01:03.364]  Now, this is the perfect nexus, I believe, for Congressman Nunes,
[02:01:03.985 --> 02:01:07.771]  Infowars and my situation, this internet censorship.
[02:01:08.371 --> 02:01:10.494]  I've been getting hit on YouTube, I've been finding out.
[02:01:10.675 --> 02:01:15.762]  Now, I've just been doing the reporter challenge for you, so I set up an account on YouTube.
[02:01:16.320 --> 02:01:17.601]  It started out on fire.
[02:01:17.621 --> 02:01:20.323]  I was putting on reports, like, every day.
[02:01:20.763 --> 02:01:22.425]  I was getting new subscribers every day.
[02:01:22.445 --> 02:01:24.066]  Yeah, well, let's be specific.
[02:01:24.426 --> 02:01:33.112]  YouTube, Facebook, and Twitter, for five years, anybody Christian or conservative, you even do milquetoast reports, Christian sites that just pray to Jesus are being banned.
[02:01:34.794 --> 02:01:39.037]  Google and Apple have banned Christian holidays off their calendars.
[02:01:39.477 --> 02:01:41.699]  They've banned them at their campuses.
[02:01:42.259 --> 02:01:43.960]  So yes sir, absolutely.
[02:01:43.980 --> 02:01:47.083]  That's what I'm saying is, I'm the big enchilada and I'm not bragging.
[02:01:47.523 --> 02:01:50.586]  When they're able to bring me down, next is the really big enchilada.
[02:01:50.966 --> 02:01:52.307]  Matt Drudge in Fox News.
[02:01:53.888 --> 02:02:04.697]  So normally what I'm doing is I'm talking about the Declaration of Independence, I'm talking about the Bill of Rights, and I'm trying to tell people to contact their congressman if they feel something going on.
[02:02:05.017 --> 02:02:05.858]  So that's what I did.
[02:02:06.334 --> 02:02:13.218]  And so, you know, you gave me the courage to make these videos, and every one of them I put, ChaseThePatriotsForInfoWars.com, right?
[02:02:13.699 --> 02:02:20.463]  And so, when they see that, I know I'm in their algorithm, and then all of a sudden I started to see my views significantly be dropped.
[02:02:20.883 --> 02:02:30.209]  And also, I have cousins from all over, and we had a family reunion, and then I find out they're not getting my notifications, just like anyone else that's been getting these shadow bans.
[02:02:30.570 --> 02:02:34.072]  So I contact, I call my representative, who is Congressman Nunes,
[02:02:34.522 --> 02:02:38.686]  And I let him know that I want my rights defended.
[02:02:38.806 --> 02:02:40.007]  I want to know what we can do.
[02:02:40.067 --> 02:02:44.190]  So I made contact with his office and it just shows the power of InfoWars.
[02:02:44.551 --> 02:02:50.656]  Here I am, an ordinary patriot from Tulare, California, but I can take action and I can make change.
[02:02:51.246 --> 02:02:55.129]  So, you know, again, thank you for letting me start Chase the Patriot.
[02:02:55.489 --> 02:02:56.970]  I really hope you look at my videos.
[02:02:56.990 --> 02:02:58.151]  Brother, I've been seeing them.
[02:02:58.171 --> 02:02:58.891]  We appreciate you.
[02:02:58.911 --> 02:02:59.552]  But that's the deal.
[02:02:59.932 --> 02:03:01.213]  Nunes and all them are busy.
[02:03:01.893 --> 02:03:03.234]  And that's why they're smart people.
[02:03:03.294 --> 02:03:04.075]  We get them reports.
[02:03:04.115 --> 02:03:04.655]  We call them.
[02:03:04.895 --> 02:03:06.496]  They hear from citizens what's happening.
[02:03:06.877 --> 02:03:08.298]  Everybody's got to call Congress.
[02:03:08.558 --> 02:03:10.499]  Why do you think they're trying to totally ban me now?
[02:03:10.779 --> 02:03:15.603]  Because I'm trying to rally people to get out there and explain how you've been
[02:03:16.203 --> 02:03:17.885]  It's censored by these monsters.
[02:03:17.905 --> 02:03:18.906]  That's what I'm saying.
[02:03:19.987 --> 02:03:23.630]  It's literal Chinese communist level censorship.
[02:03:23.690 --> 02:03:24.531]  Come to America.
[02:03:25.032 --> 02:03:27.494]  And as conservatives, we don't bitch and complain.
[02:03:27.514 --> 02:03:29.616]  We just are used to being discriminated against.
[02:03:29.936 --> 02:03:31.098]  But this is the big push.
[02:03:31.418 --> 02:03:32.579]  And now Trump is aware of it.
[02:03:32.599 --> 02:03:33.180]  Where's his tweet?
[02:03:33.951 --> 02:03:34.411]  Let me show you.
[02:03:34.892 --> 02:03:38.215]  He says, Twitter shadow banning prominent Republicans not good.
[02:03:38.575 --> 02:03:40.917]  We'll look into this discriminatory legal practice at once.
[02:03:41.337 --> 02:03:42.058]  Many complaints.
[02:03:42.778 --> 02:03:45.861]  So, and look, Ted Cruz, you know, he can't give me a backhanded support.
[02:03:45.881 --> 02:03:49.384]  He said, you know, Jones says my dad killed JFK.
[02:03:50.004 --> 02:03:53.047]  But still, I don't think Facebook should be able to cut him off and say what's free speech.
[02:03:53.107 --> 02:03:54.548]  Well, sir, I didn't say that.
[02:03:55.789 --> 02:03:56.890]  I like your voting record.
[02:03:56.950 --> 02:03:58.812]  I really respected you until you lied about Trump.
[02:03:59.312 --> 02:04:01.334]  And then you pulled a bunch of side deals.
[02:04:02.398 --> 02:04:04.681]  With the Never Trumpers and the Neocons.
[02:04:05.742 --> 02:04:11.889]  And Stone pointed out that eyewitnesses have photos of your dad in the CIA.
[02:04:11.909 --> 02:04:19.197]  A high IQ, very intelligent Cuban in the middle of that whole thing with his whole background.
[02:04:19.217 --> 02:04:20.138]  I mean, come on.
[02:04:20.158 --> 02:04:21.419]  The word is he didn't kill JFK.
[02:04:21.439 --> 02:04:22.180]  He was in the CIA.
[02:04:22.921 --> 02:04:25.724]  So don't be ashamed of it.
[02:04:26.005 --> 02:04:27.666]  You dropped out of the race right after it came out.
[02:04:27.707 --> 02:04:33.333]  But the point is, even Ted Cruz gets that and understands what's going on with all of that.
[02:04:33.994 --> 02:04:35.716]  And so that's all I'm getting at here with that.
[02:04:35.776 --> 02:04:36.516]  So God bless you.
[02:04:36.537 --> 02:04:37.237]  I appreciate your call.
[02:04:37.858 --> 02:04:44.784]  Absolutely folks, they fear you ahead of this ramp up of censorship of the midterms, getting in there and Trump making it a campaign issue.
[02:04:45.025 --> 02:04:50.009]  It's the truth, it's constitutional, it's a winning issue, and it's critical to do it to save free speech.
[02:04:50.310 --> 02:04:55.514]  So let's go crazy like chickens with their heads cut off about all the shadow banning and censorship you're under.
[02:04:55.815 --> 02:04:56.896]  Let's take it serious!
[02:05:00.754 --> 02:05:05.097]  We have the new t-shirt we're selling because they have Impeach Trump 45 at Walmart.
[02:05:05.117 --> 02:05:08.139]  We have Reelect Trump at Infowarsstore.com.
[02:05:08.179 --> 02:05:09.220]  Reelect 45.
[02:05:10.061 --> 02:05:12.863]  So it's Reelect, not the other one.
[02:05:12.883 --> 02:05:14.043]  That's now exclusively available.
[02:05:14.204 --> 02:05:15.745]  They're getting printed right here, right here in Texas.
[02:05:16.065 --> 02:05:16.885]  Shipped out next week.
[02:05:16.905 --> 02:05:17.626]  Get your order in now.
[02:05:17.846 --> 02:05:18.727]  Infowarsstore.com.
[02:05:18.747 --> 02:05:19.347]  No reviews yet.
[02:05:19.367 --> 02:05:20.028]  We just launched today.
[02:05:20.048 --> 02:05:22.569]  And then we have, we have Mean Like a Wolverine.
[02:05:22.589 --> 02:05:24.831]  It's not the Marvel comic wimpy Wolverine.
[02:05:24.871 --> 02:05:25.932]  It's the Trump Wolverine.
[02:05:26.212 --> 02:05:28.154]  That's available at InfoWarsStore.com.
[02:05:28.334 --> 02:05:30.356]  Be sure and get those and fund the operation.
[02:05:30.797 --> 02:05:35.001]  Everything we do here at InfoWars is possible with your support at InfoWarsStore.com.
[02:05:35.021 --> 02:05:36.123]  We have huge specials.
[02:05:36.163 --> 02:05:39.746]  If you've not seen the InfoWars Store yet, go check it out.
[02:05:40.207 --> 02:05:47.575]  New t-shirts at the InfoWars Store as well, including one that I just got, the new InfoWars hexagon logo.
[02:05:47.875 --> 02:05:55.905]  Very, very cool logo and kind of more discreet so a radical liberal might not come over and try to punch you in the face or spit on you.
[02:05:56.165 --> 02:05:59.029]  So it's all possible thanks to your support at InfoWarsTore.com.
[02:05:59.049 --> 02:06:00.511]  Huge discount store wide right now.
[02:06:30.353 --> 02:06:36.375]  We now take you live to the Central Texas Command Center, in the heart of the resistance.
[02:06:36.775 --> 02:06:40.236]  You're listening to Alex Jones.
[02:06:42.097 --> 02:06:47.039]  We're back live, ladies and gentlemen.
[02:06:47.059 --> 02:06:49.499]  At the bottom of the hour, we'll continue with your phone calls.
[02:06:49.559 --> 02:06:55.661]  Alex Jones here, covering what's happening with our republic, the battle to return our republic back to control of our own government and our own people.
[02:06:55.681 --> 02:06:57.162]  And that's what President Trump is leading.
[02:06:58.437 --> 02:07:10.063]  Joining us is John Gondolo, frequent guest on Fox News, you name it, very respected, former FBI agent, also veteran, and he is the author of the book, Raising a Jihadi Generation.
[02:07:10.083 --> 02:07:16.106]  The book can be purchased at his website, understandingthethreat.com, or at amazon.com.
[02:07:16.626 --> 02:07:21.588]  And he joins us, again, a counterterrorism expert, former leading FBI agent, and all of this.
[02:07:21.988 --> 02:07:24.510]  But what he really has is courage, because I can tell you right now,
[02:07:25.850 --> 02:07:27.611]  I know a lot of FBI agents.
[02:07:28.512 --> 02:07:29.953]  Growing up I knew a lot of FBI agents.
[02:07:31.233 --> 02:07:34.635]  And they're patriots on average.
[02:07:34.675 --> 02:07:35.756]  Very patriotic.
[02:07:35.876 --> 02:07:37.897]  I'd say Christian, conservative, whatever you want to say.
[02:07:38.217 --> 02:07:38.798]  Very dedicated.
[02:07:39.813 --> 02:07:43.335]  And when I criticize Mueller or any of these people, they go, oh, you hate the FBI.
[02:07:43.355 --> 02:07:44.195]  That's not what Trump's doing.
[02:07:44.235 --> 02:07:49.078]  We hate the Democrat operatives that are in there that have been caught doing all this crazy stuff.
[02:07:49.698 --> 02:07:54.341]  And I'm just putting that up front because they misrepresent it every time and they misrepresent what Trump says, what I say.
[02:07:54.881 --> 02:08:00.464]  But I remember like five years ago, reading about Brennan when he was heading up the CIA for Obama.
[02:08:01.668 --> 02:08:10.875]  And he headed it up until Trump got into office, and hearing he was a, voted for the communists, and he converted to Wahhabism, and I didn't believe it.
[02:08:11.055 --> 02:08:17.520]  I mean, I thought that, look, it's one thing to hire a bunch of SJWs, low-level, but I don't think they put a guy in who voted for communists.
[02:08:17.560 --> 02:08:20.683]  And it was in New Yorker magazine, and it was in other publications.
[02:08:21.583 --> 02:08:27.525]  And then that he had been the section chief in Riyadh, and it had been said that, you know, he was in ceremonies with the Muslims and all this.
[02:08:28.285 --> 02:08:36.348]  And then I talked to other folks that actually were involved in the army and the CIA, and they said, no, listen, we thought he might be a double agent.
[02:08:36.368 --> 02:08:36.748]  We checked.
[02:08:36.788 --> 02:08:42.330]  No, no, he wasn't doing this under authorization by Obama to convert to Islam decades before
[02:08:42.970 --> 02:08:43.670]  Thanks for having me again, Alex.
[02:08:43.690 --> 02:08:44.230]  Appreciate it.
[02:09:04.949 --> 02:09:05.469]  You're the expert.
[02:09:05.489 --> 02:09:06.870]  You've got the floor of the next two segments.
[02:09:06.970 --> 02:09:11.013]  I mean, what are we facing this window into the weirdness of John Brennan?
[02:09:11.033 --> 02:09:15.717]  Because if I don't even believe this five years ago and then it's true, it's so crazy.
[02:09:15.797 --> 02:09:16.697]  Who could even believe this?
[02:09:18.298 --> 02:09:18.498]  Right.
[02:09:18.538 --> 02:09:26.264]  Well, I was the first one to break the story on a television program run by a group called the United West, an online program.
[02:09:27.164 --> 02:09:30.287]  And the question was posed to me about John Brennan.
[02:09:30.987 --> 02:09:33.629]  And what I said then is what I'll say now is that
[02:09:34.301 --> 02:09:46.464]  I have sources, multiple sources, that witnessed John Brennan or have direct knowledge of John Brennan saying the Islamic Shahada, the statement of faith of Islam.
[02:09:47.253 --> 02:10:04.893]  Which converts you into Islam, but he did it while he was the acting station chief, meaning the number one guy for the CIA in Saudi Arabia in the 90s and present in the room where Saudi government officials including Mubahid, which is Saudi intelligence.
[02:10:05.454 --> 02:10:06.395]  So my concern
[02:10:07.048 --> 02:10:12.252]  Was not only that he converted, the bigger concern was the way it came about.
[02:10:12.452 --> 02:10:21.818]  And then it looked and smelled a lot like a recruiting operation by the Saudis of our number one CIA guy in in the country.
[02:10:22.499 --> 02:10:36.269]  And then for a few years, I took a significant amount of heat for making these comments until just approximately six or eight months ago, when a retired station chief from the CIA
[02:10:37.458 --> 02:10:45.480]  Went on TV and said it was very well known in the agency that John Brennan had converted to Islam.
[02:10:46.020 --> 02:10:50.461]  And so he confirmed what my sources who had been in Saudi Arabia had said.
[02:10:50.481 --> 02:10:53.622]  And this is the problem.
[02:10:53.682 --> 02:10:55.722]  It's not only that he converted Islam.
[02:10:56.303 --> 02:11:06.345]  It's that if you look at his behavior patterns, he has spoken at major Muslim Brotherhood conferences inside the United States and North America, including
[02:11:06.889 --> 02:11:08.870]  The Islamic Society of North America.
[02:11:09.291 --> 02:11:12.093]  He has defended what they're doing.
[02:11:12.113 --> 02:11:24.401]  He has defended jihad, saying it is an obligation in Islam, and we shouldn't be afraid of it, even though 100% of Islamic law defines jihad as warfare against non-Muslims.
[02:11:24.421 --> 02:11:30.645]  That's obligatory until jihad is, until Sharia, Islamic law, is the law of the land.
[02:11:31.538 --> 02:11:39.443]  And of course, what you just mentioned about the fact that he admitted publicly that he voted for a communist.
[02:11:39.463 --> 02:11:56.532]  I mean, you have got numerous members of the previous and still in the current administration and the bureaucracy, openly open communists, Marxists, socialists of different, you know, flavors, Maoists,
[02:11:57.714 --> 02:12:05.098]  And there seems to me, I think, the biggest problem is there is no sense of urgency in this war.
[02:12:05.158 --> 02:12:08.299]  There's no sense of urgency in the war with Islam.
[02:12:08.339 --> 02:12:12.061]  There's no sense of urgency in the war against the Marxists.
[02:12:12.681 --> 02:12:14.982]  And that, to me, is the greatest problem.
[02:12:15.022 --> 02:12:26.688]  And I believe the reason for that is that the American people are not getting a real detailed understanding of this problem, except for a few outlets, including yours.
[02:12:28.191 --> 02:12:45.704]  I remember reading it in like the Washington Times and even the New York Times, what was it, 10, 15 years ago, you were in the FBI then you can correct me, but when did Mueller start saying that there's no such thing as Islamic terror and they started removing that and then Obama got in and no investigation could be about Islamic and then they started saying the Fort Hood shooter, you know, wasn't a terror attack.
[02:12:46.364 --> 02:12:56.866]  And then we see all of this as the result, and then the former head of Homeland Security, Napolitano, Janet Napolitano, said, no, no, the main threat is veterans and gun owners and Christians.
[02:12:57.246 --> 02:13:01.947]  That's our main terror threat, even though on the terror-ricker scale, it's the most non-violent group.
[02:13:03.887 --> 02:13:09.288]  Right, so let me hopefully break this down very briefly for your audience, and that is this.
[02:13:10.048 --> 02:13:15.349]  The primary way that the Islamic movement intends to win the whole war is not
[02:13:16.013 --> 02:13:29.675]  In the violent sector, it's not through violence, violence like the wars in Afghanistan, Iraq, their operations in Africa and the Philippines and elsewhere in Europe and in the United States in the Middle East.
[02:13:30.796 --> 02:13:34.396]  Those are tactics that fit into a broader strategy.
[02:13:34.696 --> 02:13:43.178]  The main line of effort, if you will, and that's a military phrase for their overall strategy, is primarily in the nonviolent realm.
[02:13:43.658 --> 02:13:45.298]  And in Europe and the United States,
[02:13:46.181 --> 02:14:07.658]  Almost all of the prominent Islamic groups in Europe and the United States, we can demonstrate, are either Muslim Brotherhood organizations or are absolutely aligned with the Brotherhood's strategy, which is to impose an Islamic State under Sharia, which is what the Muslim Brotherhood bylaws say.
[02:14:08.198 --> 02:14:11.000]  And you can get those at our website, understandthethreat.com.
[02:14:11.320 --> 02:14:13.242]  As it relates to what you're asking,
[02:14:14.122 --> 02:14:27.195]  I would just quote a couple years ago, the guy who ran the counterterrorism and technical support office for the Pentagon and ran a lot of special operations and covert operations for the DOD during the wars.
[02:14:27.636 --> 02:14:36.985]  He left the government service and said on a national radio program that the Muslim Brotherhood controls the national security decision making process.
[02:14:37.921 --> 02:14:47.648]  Inside the United States government, and that is a statement that Understanding the Threat and me as a leader of Understanding the Threat, or UTT, I absolutely concur with that.
[02:14:48.448 --> 02:15:03.099]  When you look, when you talk about the training, when you look at the 9-11 report, hundreds of times the word Jihad, Muslim, Islam, Al-Qaeda, ISIS, Sharia, Jihad, those words are used
[02:15:03.807 --> 02:15:16.694]  In the 9-11 report, to describe the enemy, the threat that we face, this is really important because our war fighting doctrine says, when you analyze a threat, you begin with who they say they are and why they're fighting.
[02:15:17.174 --> 02:15:26.979]  And 100% of the jihadis, from the 9-11 hijackers to the Boston Marathon bombers, to the attackers in Russia... So they were doing it for Islam, obviously, and... That's right.
[02:15:27.439 --> 02:15:30.964]  And the thing I get censored for more than anything is simply pointing out what they say.
[02:15:31.324 --> 02:15:32.726]  When I talk about it, I get censored for it.
[02:15:32.746 --> 02:15:34.368]  When we come back, I want to look at the big picture then.
[02:15:34.708 --> 02:15:43.859]  Why it matters that Brennan converted to this, and how it hooked into Obama, and these stay-behind networks we know they have, and obviously the big one.
[02:15:44.680 --> 02:15:46.743]  Iran's an Islamic state, so is Saudi Arabia.
[02:15:46.763 --> 02:15:52.169]  So if he converts to Islam in the presence of their government, that is a conversion to a foreign government.
[02:15:52.790 --> 02:15:53.351]  That's treason.
[02:15:53.391 --> 02:15:54.572]  That's espionage.
[02:15:54.612 --> 02:15:56.634]  That's being a foreign agent.
[02:15:57.395 --> 02:15:58.016]  We'll be right back.
[02:15:58.036 --> 02:15:58.397]  Stay with us.
[02:16:02.972 --> 02:16:08.597]  Together we're going to restore safety to our streets and peace to our communities.
[02:16:09.097 --> 02:16:15.403]  And we're going to destroy the vile criminal cartel MS-13 and many other gangs.
[02:16:16.583 --> 02:16:19.606]  But MS-13 is particularly violent.
[02:16:20.367 --> 02:16:22.909]  They don't like shooting people because it's too quick.
