[00:00:06.328 --> 00:00:07.488]  You have the power.
[02:03:18.113 --> 02:03:19.534]  And notice, I'm baiting the media.
[02:03:19.674 --> 02:03:25.419]  I dare the whore globalist media that the Pope rides around on the back of.
[02:03:28.841 --> 02:03:30.002]  The great whore of Babylon.
[02:03:31.603 --> 02:03:33.665]  I dare you to even run my story.
[02:03:35.148 --> 02:03:35.548]  Pick it up!
[02:03:35.568 --> 02:03:58.601]  You think it'll hurt me if people read Alex Jones says the Pope looks like a big old degenerate pedophile out of Central Casting, and his attache, his right-hand man, his aide-de-camp, his best friend, is in jail right now being tried for trafficking over a hundred little boys over decades?
[02:04:00.962 --> 02:04:04.424]  Why the Cardinal Pell case has to be so secretive, New York Times.
[02:04:05.879 --> 02:04:09.942]  Imagine you're a six-year-old, seven-year-old boy, and the door opens, and here comes Cardinal Pell.
[02:04:10.823 --> 02:04:12.685]  That big ol' potbelly hangin' out.
[02:04:13.065 --> 02:04:14.086]  He's porky-piggin' it.
[02:04:16.408 --> 02:04:20.932]  And you're gonna beg for Mama, and Mama ain't gonna come, and then in comes the door.
[02:04:22.854 --> 02:04:32.262]  In comes Pope Francis, the Jesuit, New World Order kingpin to destroy the Catholic Church, and he's got his Georgetown suing me.
[02:04:34.825 --> 02:04:38.307]  And you morons couldn't even do a half-decent filing, you had to withdraw it.
[02:04:40.548 --> 02:04:50.173]  Come on, come on, come on, come on, come on, come on, come on, come on, come on!
[02:04:50.613 --> 02:04:52.214]  Vengeance is coming!
[02:04:52.954 --> 02:04:54.995]  Fire is coming, Pope!
[02:04:55.595 --> 02:04:59.157]  The real revolution against you is coming!
[02:04:59.537 --> 02:05:00.818]  And you will burn in hell!
[02:05:05.243 --> 02:05:23.532]  Over a year in the making, produced by one of the top organic firms in the country, that if you want proven studies and documentation, and I can speak for hours on the files I have here, of what this is proven to do, the ingredients in this, this is the ultimate immune system boost for this time of year, any time of the year.
[02:05:23.633 --> 02:05:29.035]  But immune wall is incredible, and folks, other formulas that aren't even as good are $70, $80.
[02:05:29.916 --> 02:05:30.596]  It's a great deal at $39.
[02:05:30.716 --> 02:05:33.858]  Immune wall, beta-glucans, olive leaf,
[02:05:34.518 --> 02:05:35.479]  And so much more.
[02:05:36.039 --> 02:05:37.180]  It is concentrated.
[02:05:37.401 --> 02:05:39.142]  You need to go read what is in here.
[02:05:39.222 --> 02:05:44.827]  The mushroom blend of the most expensive, highest quality mushrooms that just incredibly accelerate.
[02:05:44.947 --> 02:05:46.168]  A citrus peel blend.
[02:05:46.308 --> 02:05:48.089]  I mean, this is the next level.
[02:05:48.189 --> 02:05:50.571]  It's now available, ladies and gentlemen, Immune Wall.
[02:05:50.771 --> 02:05:52.033]  I think it's beyond seasonal.
[02:05:52.213 --> 02:05:54.014]  Beta, glucan, olive leaf, and more.
[02:05:54.575 --> 02:05:55.175]  Immune Wall.
[02:05:55.295 --> 02:05:56.596]  Infowarsstore.com.
[02:05:56.716 --> 02:05:57.897]  Infowarslive.com or 888-253-3139.
[02:06:10.848 --> 02:06:17.171]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[02:06:17.971 --> 02:06:31.258]  We'll be fighting in the streets, with our children at our feet, and tomorrow's the day worship will be gone.
[02:06:32.739 --> 02:06:37.681]  And the man who spurred the song, said the judgment of
[02:06:39.758 --> 02:06:44.160]  They decide and the shotgun sings the song.
[02:06:45.581 --> 02:06:50.804]  I tip my hat to the new constitution.
[02:06:50.904 --> 02:06:54.346]  Take a bow for the new revolution.
[02:06:54.406 --> 02:06:57.047]  Smiling free with the change all around.
[02:06:57.107 --> 02:07:00.029]  Pick up my guitar and play.
[02:07:01.550 --> 02:07:03.691]  Just like yesterday.
[02:07:03.771 --> 02:07:05.452]  Then I'll get on
[02:07:21.324 --> 02:07:22.884]  Matt Bracken always does a great job.
[02:07:23.244 --> 02:07:25.985]  Former Navy SEAL, counter-terrorism expert, getting into the whole school shooting.
[02:07:26.646 --> 02:07:28.586]  Some of the interesting areas to look at that.
[02:07:28.626 --> 02:07:30.567]  The tragedy, our prayers go out to everybody.
[02:07:30.627 --> 02:07:32.048]  He's going to be hosting the fourth hour.
[02:07:33.528 --> 02:07:35.729]  Fox Day joins us right now to cover the waterfront.
[02:07:36.189 --> 02:07:40.411]  He's the best-selling author of FJW's Always Lying, FJW's Always Double Down.
[02:07:43.015 --> 02:08:04.626]  And he wants to get into the whole Stefan Halperin situation, and how bombshell that is, and how that's shaking the world that indeed there was an illegal FBI mole from the CIA inside the Trump campaign, not to find Russian collusion, but to try to basically get it going, but didn't happen.
[02:08:05.366 --> 02:08:09.068]  And how the media lied, and how there's a criminal investigation now.
[02:08:10.987 --> 02:08:22.010]  Going on by the Inspector General, the only part of the Justice Department not controlled by the rogue operative Jeff Sessions, the most dangerous man in America.
[02:08:23.670 --> 02:08:35.933]  They can speculate all day if he's senile, why he's compromised, why he's not doing his job, how they let Rosenstein sign documents giving himself control of everything, how this rogue group is operating, but a lot of people early on
[02:08:37.233 --> 02:08:40.015]  When Trump was first elected, we're hedging their bets.
[02:08:40.135 --> 02:08:42.656]  They really thought there was all this Russian collusion evidence.
[02:08:43.376 --> 02:08:48.019]  They were told by Obama, and I believe Sessions was, but we know the New York Times was.
[02:08:48.959 --> 02:08:51.041]  We've got evidence Trump is a Russian agent.
[02:08:51.101 --> 02:08:57.464]  We've got evidence of him being urinated on and all this other stuff, and they believed it, so they hedged their bet.
[02:08:59.285 --> 02:09:02.667]  They took the appointments, they hedged their bets, but were told, you'll be okay.
[02:09:04.935 --> 02:09:14.854]  And now that the Democrats are being exposed, they're at their most dangerous point because they are in full panic mode as everything we broke down, everything we laid out has come true.
[02:09:15.885 --> 02:09:17.826]  So Vox Day joins us.
[02:09:18.587 --> 02:09:20.028]  And you know, we just had Vox on.
[02:09:20.628 --> 02:09:24.331]  I'm only attacking Ben Shapiro because he tells people not to come on my show.
[02:09:24.832 --> 02:09:29.655]  He's trying to take over the remnants of Glenn Beck's imploded operation in Dallas.
[02:09:30.396 --> 02:09:35.579]  He's constantly here in Texas, siphoning money from Texas billionaires to fund himself.
[02:09:35.619 --> 02:09:36.680]  He's not a self-made man.
[02:09:37.481 --> 02:09:38.622]  And he was an ever-Trumper.
[02:09:39.422 --> 02:09:40.263]  And he's a globalist.
[02:09:41.625 --> 02:09:45.090]  And now he's in the news defending the illegal spying on Trump.
[02:09:45.591 --> 02:09:49.656]  So he's a small footnote, but I mean, with friends like Ben Shapiro...
[02:09:51.854 --> 02:09:53.635]  You don't need globalists, you don't need Democrats.
[02:09:53.655 --> 02:10:03.200]  That's all I'm saying is, he's being set up, they think, as this anointed one, you know, to tell all the Christians and conservatives how we're supposed to, you know, wipe our noses.
[02:10:03.521 --> 02:10:09.064]  And he's very leftist, how he tries to police everybody and say who can go on what shows and what language to use.
[02:10:09.704 --> 02:10:11.565]  And there it is.
[02:10:12.445 --> 02:10:16.668]  Ben Shapiro depends, FBI, deep state, inside Trump campaign.
[02:10:19.005 --> 02:10:22.567]  Which of course he said was never happening and I was wrong and I was crazy.
[02:10:22.867 --> 02:10:23.767]  It's all confirmed.
[02:10:23.787 --> 02:10:25.568]  So Vox Day joins us.
[02:10:26.368 --> 02:10:30.010]  Vox, good to have you back on the broadcast with us.
[02:10:30.210 --> 02:10:36.693]  You're also launching your new, your whole new system here pretty soon.
[02:10:38.334 --> 02:10:39.074]  A new comic book.
[02:10:39.574 --> 02:10:44.076]  And so we're gonna be breaking all that down as well as soon as we get Vox on the line.
[02:10:45.197 --> 02:10:48.078]  But before I go any further, why not?
[02:10:49.330 --> 02:10:56.617]  Before we get into all that here today, tell you that we have the biggest special ever on bio-true selenium.
[02:10:57.338 --> 02:11:01.081]  That's bio-true selenium, ladies and gentlemen, from Infowarslive.com.
[02:11:01.181 --> 02:11:06.666]  And if you don't know about selenium, you have to have it electrochemically in all processes in the body.
[02:11:07.467 --> 02:11:08.568]  And your body's electrochemical.
[02:11:09.048 --> 02:11:12.331]  And there's a lot of synthetic stuff out there that doesn't do anything to your body, reportedly.
[02:11:12.592 --> 02:11:14.473]  We have it from mustard seed, the mighty
[02:11:15.430 --> 02:11:16.251]  Mustard seed.
[02:11:17.052 --> 02:11:20.655]  And we have it there concentrated, ladies and gentlemen.
[02:11:22.697 --> 02:11:24.238]  It's a very, very strong formula.
[02:11:24.778 --> 02:11:28.822]  And it's available at InfoWarsTore.com at 50% off.
[02:11:31.690 --> 02:11:35.792]  When you get it with X2, it's also 50% off.
[02:11:36.292 --> 02:11:44.816]  So X2 is 25% off by itself, but when you get it with Biotrin Selenium in the combo, it is 50% off.
[02:11:45.356 --> 02:11:49.337]  The special is going to have to end this week because we're running low on the X2.
[02:11:49.397 --> 02:11:59.902]  The specials that will end tomorrow, because we have new specials on Wednesday, will be the Super Blue Fluoride-Free Toothpaste for adults and children, the Immune Gargle, the Mouthwash, all six products.
[02:12:01.092 --> 02:12:10.235]  Individually or by themselves or all at 50% off free shipping when you get them all together.
[02:12:10.255 --> 02:12:14.557]  You can also sign up for auto ship on things you want to reorder an additional 10% off.
[02:12:14.777 --> 02:12:21.280]  There's also Patriot points you get 5% on every purchase good towards other future purchases.
[02:12:21.680 --> 02:12:25.221]  Infowarslife.com, infowarsstore.com or 888-253-3139.
[02:12:31.519 --> 02:12:34.140]  And again, ladies and gentlemen, we have a bunch of other specials that are ending.
[02:12:35.061 --> 02:12:37.642]  The Real Red Pill, 50% off, is ending tomorrow.
[02:12:37.662 --> 02:12:43.085]  50% off on Alpha Power is ending tomorrow.
[02:12:43.105 --> 02:12:45.867]  40% off on Bodies.
[02:12:46.287 --> 02:12:48.668]  No, it's 50% off, excuse me.
[02:12:48.688 --> 02:12:50.249]  50% off on Bodies, Ultimate Turmeric Formula.
[02:12:50.629 --> 02:12:51.810]  That is ending tomorrow.
[02:12:51.910 --> 02:12:58.113]  It's all ending tomorrow because we have a new product we're launching on Wednesday.
[02:12:59.497 --> 02:13:01.239]  But listen, your purchases are vital.
[02:13:01.919 --> 02:13:03.121]  I've said we're expanding here.
[02:13:05.283 --> 02:13:14.973]  And I got all these calls from corporate establishment assassin media, really intelligence agency operatives and folks posing as media, saying, oh, did you get investors?
[02:13:14.993 --> 02:13:16.094]  Oh, did you get money?
[02:13:16.514 --> 02:13:18.056]  Oh, how are you doing that?
[02:13:19.269 --> 02:13:25.215]  I've told people we've been saving and building and preparing to hire more people and go 20 hours a day by the end of this year.
[02:13:25.575 --> 02:13:28.998]  And to hire the talk show host and the engineers and the reporters and all the people.
[02:13:29.038 --> 02:13:30.239]  So this is our plan.
[02:13:30.600 --> 02:13:31.380]  This is our fuel.
[02:13:31.621 --> 02:13:33.062]  This is our launch operation.
[02:13:33.322 --> 02:13:34.203]  This is our target.
[02:13:34.283 --> 02:13:35.785]  That's how we're doing it to answer the media.
[02:13:36.465 --> 02:13:39.088]  And I haven't even gone to the private investors.
[02:13:39.369 --> 02:13:41.411]  I haven't gone to the private equity people.
[02:13:41.692 --> 02:13:43.694]  I haven't gone to the private placement people.
[02:13:43.995 --> 02:13:46.097]  I haven't gone to the going public situations.
[02:13:46.518 --> 02:13:50.943]  And I know that scared Soros when he learned that we were being offered a bunch of money by folks and all the rest of it.
[02:13:50.983 --> 02:13:55.028]  That's why they filed all their fake lawsuits, which are getting thrown out of court and are being defeated.
[02:13:56.055 --> 02:14:01.760]  The point is, is that we're not trying to get a, you know, jet airplane or a bigger house.
[02:14:02.300 --> 02:14:21.978]  I'm trying to hire people and launch a 24-hour radio slash TV network that's hardcore, that then makes it safe for the other talk show hosting people by getting our research to then go to the next level, which the Media Matters and CNN and all the rest of them have already figured that out.
[02:14:22.912 --> 02:14:34.963]  They've already figured out that we kind of break through the electronic Berlin Wall, we put out the research, we have the expert guest on, then that makes it safe for it to get picked up by Hannity, Limbaugh, and all the rest of them, which is great!
[02:14:35.724 --> 02:14:43.191]  Because they're not plagiarizing me, they're actually seeing the research, doing their own research, finding out it's true, so we're normalizing the liberty movement.
[02:14:43.531 --> 02:14:47.936]  We're normalizing not wanting to be ruled by secret offshore corporations that want us to be poor.
[02:14:48.396 --> 02:14:51.919]  We're normalizing that the Vatican's run by pedophiles, which is now confirmed.
[02:14:52.239 --> 02:14:54.181]  We're normalizing that CNN's fake news.
[02:14:54.541 --> 02:14:56.963]  We're normalizing it's okay to not be politically correct.
[02:14:58.064 --> 02:15:03.929]  And everything they do is to bully us into total submission to go along with that agenda.
[02:15:04.309 --> 02:15:12.196]  That's why they're telling you, oh, don't say 1776, it's a hate word, or oh, apologize when you change your baby's diaper, you're a pervert.
[02:15:12.777 --> 02:15:16.680]  No, you've got a weird twisted mind trying to make us like you, in my opinion.
[02:15:18.430 --> 02:15:19.532]  That's what this is all about.
[02:15:19.612 --> 02:15:22.257]  So it's all coming to a head, an incredibly historic moment.
[02:15:22.738 --> 02:15:23.659]  The tide is turning.
[02:15:23.699 --> 02:15:24.421]  Trump is winning.
[02:15:24.481 --> 02:15:25.723]  Nationalism is winning.
[02:15:26.023 --> 02:15:29.329]  Humanity is coming up from the water, trying to get air.
[02:15:29.389 --> 02:15:31.393]  We're fighting for our lives, but at least we're fighting.
[02:15:32.808 --> 02:15:37.569]  And that's why we need your prayers, your support, and to spread the articles, the videos, the links, you name it.
[02:15:38.069 --> 02:15:41.390]  It's because that's how we get past their electronic Berlin Wall.
[02:15:41.410 --> 02:15:43.091]  When you buy the products, we do it as well.
[02:15:43.591 --> 02:15:44.771]  We got Vox Dei now!
[02:15:45.131 --> 02:15:46.112]  I'm fired up!
[02:15:46.572 --> 02:15:47.212]  Yeah!
[02:15:48.032 --> 02:15:50.093]  When we come back, we're gonna have them on the show!
[02:15:50.913 --> 02:15:53.274]  We're gonna wake up other people and we're gonna win!
[02:15:53.334 --> 02:15:54.974]  And we're gonna crush the apathy!
[02:15:55.114 --> 02:15:56.334]  We're gonna crush the globalists!
[02:15:56.675 --> 02:15:57.695]  We're gonna smash them!
[02:15:58.055 --> 02:15:58.955]  Victory's ours!
[02:15:59.235 --> 02:16:01.876]  Stay with us and spread the live links or roll over!
[02:16:02.537 --> 02:16:07.800]  Climb to the top of the food chain with Alpha Power by Infowars Life.
[02:16:08.540 --> 02:16:11.842]  For those who want to increase testosterone and energy levels.
[02:16:12.682 --> 02:16:18.945]  Most men know that testosterone levels begin to decline starting around 30 at a rate of about 1-2% per year.
[02:16:20.726 --> 02:16:27.048]  This drop can show signs such as fatigue, low energy, low sex drive, and muscle loss.
[02:16:27.868 --> 02:16:33.109]  Alpha Power is packed with some of the most potent and clinically tested ingredients on the market.
[02:16:33.729 --> 02:16:45.852]  The secret is in the synergistic blend of ancient ingredients that have been concentrated into their most potent forms, including uricoma longifolia, originally from Malaysia.
[02:16:46.392 --> 02:16:48.835]  Frank in North Carolina, thanks for holding so long.
[02:16:48.855 --> 02:16:49.115]  Go ahead.
[02:17:04.927 --> 02:17:06.968]  Yeah, Alec, I just have to say something, man.
[02:17:06.988 --> 02:17:10.010]  It seems like every time I turn on your broadcast, you're bragging.
[02:17:10.850 --> 02:17:11.931]  It just gets old, man.
[02:17:12.271 --> 02:17:13.992]  I'm gonna shut you down right now, okay?
[02:17:14.713 --> 02:17:16.774]  We're taking calls about your nomination.
[02:17:17.014 --> 02:17:21.036]  Do you understand they're having congressional hearings trying to shut us down?
[02:17:21.056 --> 02:17:23.518]  Do you understand I'm ringing the alarm?
[02:17:24.338 --> 02:17:26.660]  If that was happening to anybody else, I'd be freaked out.
[02:17:26.680 --> 02:17:28.140]  I mean, what's it gonna take?
[02:17:28.381 --> 02:17:29.261]  Us being shut down?
[02:17:29.501 --> 02:17:30.542]  Is that what you want, Frank?
[02:17:30.962 --> 02:17:32.003]  You know what, Alex?
[02:17:32.063 --> 02:17:33.144]  Hey, put him on pause again!
[02:17:33.164 --> 02:17:33.964]  Hey, Frank!
[02:17:34.244 --> 02:17:39.608]  Do you understand it's not bragging to say, we are the tip of the spear, we're under attack, we need your help.
[02:17:39.928 --> 02:17:44.191]  As much begging as I do, we can barely pay the bills and grow in the face of this.
[02:17:44.431 --> 02:17:47.293]  I'm not gonna just stop growth and let them start pushing us backwards.
[02:17:47.573 --> 02:17:47.954]  You understand?
[02:17:48.034 --> 02:17:49.295]  I need your help, Frank!
[02:17:49.675 --> 02:17:50.796]  I need your help, Frank!
[02:17:51.776 --> 02:17:56.702]  Go to Infowarsstore.com right now and help fund the InfoWars.
[02:18:06.673 --> 02:18:07.694]  Dude, I'm not doing that.
[02:18:07.934 --> 02:18:11.377]  They're having congressional hearings saying they want me completely banned.
[02:18:11.578 --> 02:18:12.999]  The Democrats want me arrested.
[02:18:13.039 --> 02:18:13.840]  They're suing me.
[02:18:14.100 --> 02:18:15.301]  I'm under attack, Frank!
[02:18:15.761 --> 02:18:17.463]  Okay, they banned us off Google Ads.
[02:18:17.483 --> 02:18:18.944]  We were bringing five million in a year.
[02:18:18.964 --> 02:18:20.205]  It cost a lot to run this.
[02:18:20.365 --> 02:18:22.247]  They're just chopping off all my tentacles.
[02:18:22.487 --> 02:18:27.231]  I keep growing more as fast as I can, and as fast as I cut them off, I'm shooting out tentacles.
[02:18:27.532 --> 02:18:29.073]  Tell Frank why we need support.
[02:18:29.093 --> 02:18:29.674]  Tell him right there.
[02:18:29.714 --> 02:18:29.954]  Frank!
[02:18:30.214 --> 02:18:30.795]  Hey, Frank!
[02:18:31.055 --> 02:18:32.296]  Frank, this is not bragging.
[02:18:32.696 --> 02:18:36.380]  We don't say, oh, we're under attack for attention or because we like the attention.
[02:18:36.420 --> 02:18:37.921]  Although, of course, everybody likes a little bit of attention.
[02:18:37.961 --> 02:18:38.282]  It's nice.
[02:18:38.502 --> 02:18:48.791]  But I can't do TV, and I can't do radio, and I can't publish books, and I can't sell anything, and I can't do live events because they systematically strangle you out of existence using every... We're the heretics!
[02:18:48.931 --> 02:18:51.674]  Yeah, exactly, using every resource at their disposal.
[02:18:51.714 --> 02:18:52.935]  So it's not bragging.
[02:18:53.055 --> 02:18:55.578]  It's a daily reality, and that's why you've got to support things like Infowars and
[02:18:56.218 --> 02:18:58.401]  Sure, and we didn't do it for the last hour and thirty-something minutes.
[02:18:58.421 --> 02:18:58.921]  We're doing it now.
[02:18:59.021 --> 02:19:00.123]  Infowarsstore.com.
[02:19:00.163 --> 02:19:00.924]  Go get a t-shirt.
[02:19:00.964 --> 02:19:01.304]  Get a book.
[02:19:01.544 --> 02:19:02.486]  Sign up for auto-ship.
[02:19:02.506 --> 02:19:05.649]  Get an additional 10% off on any of these things.
[02:19:05.669 --> 02:19:09.073]  That makes a lot of them loss of liters, and then that way, each month, it reships to you.
[02:19:09.334 --> 02:19:10.635]  Cancel any time for free.
[02:19:10.996 --> 02:19:13.659]  Infowarsstore.com, Infowarslife.com, or 888-253-3139.
[02:19:13.679 --> 02:19:14.179]  Listen.
[02:19:16.542 --> 02:19:17.663]  Everybody wants somebody to fight?
[02:19:18.204 --> 02:19:18.844]  We're fighting!
[02:19:19.105 --> 02:19:20.426]  And we love you and we appreciate you.
[02:19:20.486 --> 02:19:24.750]  All we're saying is, we kicked their ass, but they're doubling down on us to make examples of us.
[02:19:25.070 --> 02:19:28.574]  If you make examples of us and fund us, we will be victorious and you win.
[02:19:28.594 --> 02:19:29.355]  Do you understand?
[02:19:29.375 --> 02:19:30.576]  I need your help, Frank!
[02:19:31.914 --> 02:19:38.799]  Every morning before I start writing or shooting a video, I take two capsules of Brain Force for a sustainable burst of energy.
[02:19:39.079 --> 02:19:43.302]  This is, without question, the most powerful nootropic I've ever taken.
[02:19:43.682 --> 02:19:48.785]  And it comes without any of the crashes or the jitters associated with energy drinks.
[02:19:48.845 --> 02:19:51.847]  It's additive-free, nothing artificial.
[02:19:52.088 --> 02:19:53.328]  It's Brain Force Plus.
[02:19:53.729 --> 02:20:01.454]  Read thousands of five-star independent reviews right now and get your Brain Force Plus at InfoWarsLife.com.
[02:20:06.355 --> 02:20:10.896]  You're listening to The Alex Jones Show.
[02:20:18.138 --> 02:20:28.880]  Relentlessly attacking the power structure, you're listening to Alex Jones.
[02:20:45.305 --> 02:20:48.446]  Ladies and gentlemen, we see a lot of hype in media.
[02:20:50.587 --> 02:20:53.328]  But you know I'll tell you when the straights are dire.
[02:20:53.568 --> 02:20:55.769]  I'll tell you when we're losing so we'll get up and fight back.
[02:20:56.449 --> 02:20:57.970]  We are winning globally.
[02:20:58.590 --> 02:21:03.392]  Nationalism, populism, Christianity's coming back from the dead.
[02:21:03.592 --> 02:21:05.493]  People understand globalism is death.
[02:21:05.953 --> 02:21:07.574]  Collectivism, communism is death.
[02:21:08.456 --> 02:21:09.816]  A lot of bad stuff's happening too.
[02:21:10.316 --> 02:21:13.697]  GMO, the smartphones, you know, suicide going up.
[02:21:14.197 --> 02:21:16.818]  But that's people that haven't been warned who are susceptible.
[02:21:17.138 --> 02:21:23.200]  There's a larger and larger minority cadre of every race, color, and creed who is awake.
[02:21:24.360 --> 02:21:32.482]  And this situation with the Obama administration and the Hillary campaign caught
[02:21:33.658 --> 02:21:36.800]  Spying on Trump during the campaign and after.
[02:21:36.820 --> 02:21:42.182]  He was president-elect and they're arrogant saying, watch your mouth two days before the inauguration, Brennan.
[02:21:42.963 --> 02:21:52.227]  And the clips of Schumer going on TV and going, the intelligence communities have seven ways from Sunday to destroy you.
[02:21:53.920 --> 02:21:55.101]  And I read the New York Times.
[02:21:55.261 --> 02:21:55.741]  Don't worry.
[02:21:55.961 --> 02:21:57.042]  We know he's a Russian agent.
[02:21:57.082 --> 02:21:57.883]  We spied on him.
[02:21:58.243 --> 02:22:00.705]  And I'm like, look, they admit in all these articles they spied on him.
[02:22:01.425 --> 02:22:02.526]  Then they went, we never said that.
[02:22:02.566 --> 02:22:03.347]  Jones is crazy.
[02:22:04.647 --> 02:22:06.168]  And Trump got it from Jones.
[02:22:06.228 --> 02:22:07.609]  And this is all insane.
[02:22:09.511 --> 02:22:12.813]  I mean, I've got every major news channel saying that.
[02:22:12.853 --> 02:22:14.114]  By the way, Trump didn't get it from me.
[02:22:14.214 --> 02:22:15.094]  I got it from Trump.
[02:22:16.135 --> 02:22:18.417]  I got it from the same people in CENTCOM.
[02:22:19.724 --> 02:22:20.225]  I don't know.
[02:22:31.761 --> 02:22:33.822]  And so, now it's all coming out.
[02:22:34.203 --> 02:22:35.403]  They are in full panic mode.
[02:22:35.423 --> 02:22:36.764]  A criminal investigation has begun.
[02:22:37.104 --> 02:22:41.007]  And Vox Dei, a best-selling author and researcher, he's over in Europe.
[02:22:41.627 --> 02:22:43.929]  And he... I already warned him all about other subjects.
[02:22:43.949 --> 02:22:49.712]  He said, no, I'm going to talk about this, because this is showing that America is worse in many cases than Banana Republic's.
[02:22:49.772 --> 02:22:51.153]  We just were naive about it.
[02:22:51.553 --> 02:22:53.655]  And this whole deep state is in a lot of trouble.
[02:22:54.454 --> 02:22:56.375]  VoxDay.blogspot.com.
[02:22:56.676 --> 02:22:57.556]  We'll get into his books.
[02:22:57.576 --> 02:23:00.018]  He's got a new line of books coming out today.
[02:23:00.118 --> 02:23:01.819]  Alt Hero, number one, gets published.
[02:23:01.839 --> 02:23:03.160]  We'll talk about that towards the end of the hour.
[02:23:03.440 --> 02:23:06.062]  But I wanted to get him on right now.
[02:23:06.242 --> 02:23:07.423]  He was really on at the bottom of the hour.
[02:23:07.483 --> 02:23:08.784]  I misread my sheet here.
[02:23:08.804 --> 02:23:09.804]  I apologize to the producers.
[02:23:10.084 --> 02:23:13.187]  Like I said, I'm kind of wound up today, in good ways and bad.
[02:23:13.207 --> 02:23:15.868]  It's just insane, the energy level, what's happening.
[02:23:16.529 --> 02:23:23.193]  I get excited by stuff like this, Vox, but also at a gut level, I feel like the enemy's about to strike back, so I'm just totally agitated.
[02:23:23.393 --> 02:23:24.174]  Do you get what I'm saying?
[02:23:26.036 --> 02:23:40.151]  Absolutely, there's no question that every time the deep state takes a blow, they attempt to come up with some sort of way to intimidate and discourage people from looking too hard at what they're doing.
[02:23:41.032 --> 02:23:46.518]  But the reality is that the awareness of the deep state has never been greater.
[02:23:47.139 --> 02:23:50.162]  People didn't even understand what the Deep State was.
[02:23:50.742 --> 02:23:54.526]  It was something that was usually talked about in a Turkish context.
[02:23:55.607 --> 02:24:10.101]  And it was only when people began to understand what was going on in Turkey with Erdogan and the Deep State there, that they suddenly began to realize that the same process was at work in the United States as well.
[02:24:11.989 --> 02:24:12.449]  Exactly.
[02:24:12.489 --> 02:24:17.672]  They've spent decades since the 1947 National Security Act building the shadow government, Deep State.
[02:24:17.992 --> 02:24:21.174]  Then they spent decades having it go rogue and go completely illegitimate.
[02:24:21.454 --> 02:24:27.137]  And now in just a few years, it's crumbling, it's disintegrating, and its very foundations are imploding.
[02:24:28.978 --> 02:24:39.283]  Well, the thing that really struck me was the way in which these revelations about Stefan Halper's activities for the last 40 years
[02:24:40.757 --> 02:24:49.184]  have completely demolished the United States pretensions to moral superiority in the political context.
[02:24:50.024 --> 02:25:01.273]  You know, a lot of people don't understand that this has very serious ramifications around the world because countries like Korea and countries like Indonesia
[02:25:02.162 --> 02:25:04.523]  People have been looking at the different models.
[02:25:04.563 --> 02:25:05.824]  They look at the Chinese model.
[02:25:05.844 --> 02:25:07.325]  They look at the United States model.
[02:25:07.825 --> 02:25:17.510]  And the main thing that the United States has had going for it, besides its economic wealth, has been its perception of moral superiority.
[02:25:17.890 --> 02:25:20.551]  You know, the United States is the true voice of the people.
[02:25:20.632 --> 02:25:22.953]  It's a true democracy and that sort of thing.
[02:25:23.673 --> 02:25:31.037]  But with these revelations that the deep state has been interfering with United States presidential elections,
[02:25:32.006 --> 02:25:36.151]  All the way back to Ronald Reagan versus Carter at the very least.
[02:25:37.133 --> 02:25:45.724]  You know, this completely changes the moral ramifications of the United States political system as it's viewed by the rest of the world.
[02:25:46.627 --> 02:25:48.648]  And did you get my little point, though?
[02:25:48.989 --> 02:25:56.414]  This is a real civil war and Trump's made the decision to destroy the old deep state and really try to get rid of it and be more direct and pragmatic.
[02:25:56.734 --> 02:26:04.880]  And so when I explain that it's the Pentagon, it's the DEA, I mean, these are real sources that gave us these documents at great risk to themselves.
[02:26:05.260 --> 02:26:09.923]  These are real people that told us what to look at, what was going on, what was happening.
[02:26:09.943 --> 02:26:11.264]  And it turns out it's all true.
[02:26:11.985 --> 02:26:12.805]  What do you think CNN
[02:26:13.966 --> 02:26:18.170]  And all these people think now that they've said we're liars and all this and now it's coming out.
[02:26:19.691 --> 02:26:28.339]  Well, I think they're terrified because for years they've relied on their ability to cover things up.
[02:26:29.119 --> 02:26:37.206]  Both the people in the media as well as the people in the various bureaucracies and so forth.
[02:26:37.487 --> 02:26:38.688]  And so when you look at
[02:26:39.440 --> 02:26:50.364]  People like a Ben Shapiro, or you look at some of the people at CNN and even at Fox, you know, and you see people who have been elevated.
[02:26:50.864 --> 02:26:56.746]  You have to wonder how many of them are getting payments like Stefan Halpern was getting.
[02:26:56.766 --> 02:27:01.087]  You know, they just revealed that the guy got paid something like, you know, $390,000 in 2016 and 2017.
[02:27:01.127 --> 02:27:02.168]  You know, how many other people
[02:27:08.965 --> 02:27:11.626]  In the media are on similar payrolls.
[02:27:12.406 --> 02:27:25.689]  And now we have to start asking those questions, especially when you see some of these individuals coming out and defending the deep state and saying, oh, the FBI was just trying to protect Trump.
[02:27:26.329 --> 02:27:35.772]  And, you know, coming up with these absurd cover stories and these absurd spins and these absurd explanations, trying to hide the fact
[02:27:36.776 --> 02:27:39.658]  That we have this shadow system.
[02:27:39.778 --> 02:27:43.701]  It's more than just a shadow government, because it extends into entertainment.
[02:27:43.841 --> 02:27:45.662]  It's a whole parallel track.
