[00:00:12.597 --> 00:00:13.960]  Yeah, we're good.
[00:44:20.418 --> 00:44:29.605]  With drinks, snacks, and meals in amounts ranging from 72 hours to a full year, there's no better place to look for healthy, easy, and incredible meals.
[00:44:30.345 --> 00:44:37.092]  Including meals such as Traveler Stew, Homestyle Potato Soup, and a variety of other meals for breakfast, lunch, and dinner.
[00:44:37.493 --> 00:44:42.057]  InfoWars Life Select storable food will help you eat comfortably in a time of need.
[00:44:42.578 --> 00:44:44.059]  They even work great for camping!
[00:44:44.540 --> 00:44:50.846]  Simply pack a 72-hour kit to go and you have easy-to-cook and transport food for you and your loved ones trip.
[00:44:51.287 --> 00:44:53.289]  Don't be caught surprised by an emergency.
[00:44:53.809 --> 00:45:00.254]  Make sure you're stocked up today with all the food you need for an affordable price with InfoWars Life Select storable foods.
[00:45:02.415 --> 00:45:05.497]  Patrick in the great nation of Australia.
[00:45:05.837 --> 00:45:06.998]  You're on the air worldwide.
[00:45:07.018 --> 00:45:07.539]  Thanks for holding.
[00:45:07.599 --> 00:45:08.519]  Hey Alex, mate.
[00:45:09.020 --> 00:45:12.582]  I've been following you since I was 14 and I'm 32 now.
[00:45:12.622 --> 00:45:21.328]  I remember back when InfoWars and Prison Planet, it was just blue text on a white screen and I had to load down the page on my dial-up internet and I thought it was
[00:45:21.488 --> 00:45:37.692]  Pretty cool, and read all the books, and seen all the DVDs, and followed all your guests, and I've been using your products since the first iteration of Survival Shield, and since then I'm on the X2, the Super Male Vitality, the Caveman, the Real Red Pill, Micro ZX Body, it's all amazing.
[00:45:38.152 --> 00:45:46.678]  Yeah, and I wanted to say that by following you so much, it's like you're just detoxing the mind, you're detoxing the body, you're detoxing the spirit.
[00:45:46.758 --> 00:45:51.521]  And it's just the more you know God, the more you fear God, but the more you chase God.
[00:45:51.641 --> 00:45:56.905]  And I wanted to say that it's an honor to stand side by side with you, the crew, and the listeners out there, 1776 worldwide.
[00:46:04.208 --> 00:46:13.093]  One of the most incredible cups of coffee can be found in the high mountains of southern Mexico, where the Chiapas farmers have spent years perfecting their techniques.
[00:46:13.614 --> 00:46:24.640]  Based on hundreds of years of traditional techniques and perfect conditions, we've sourced only the best to provide you with our immune support and Wake Up America Patriot Blend coffee.
[00:46:25.020 --> 00:46:30.942]  Ancient Mayan knowledge is paired with the natural fertility of the land to generate the world's finest coffee beans.
[00:46:30.962 --> 00:46:42.246]  Carefully harvested and free of toxic chemicals used in big agricultural productions, Patriot Blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[00:46:42.446 --> 00:46:46.407]  You can even choose to start your morning healthier with the Immune Support Blend.
[00:46:46.707 --> 00:46:52.829]  Infused with a powerful blend to support your immune response and stamina, it's time to take care of your morning routine.
[00:46:53.129 --> 00:46:58.831]  Get a bag of Patriot Blend coffee to support the show while enhancing your morning routine at InfoWarsStore.com.
[00:47:05.894 --> 00:47:08.555]  You're listening to the Alex Jones Show.
[00:47:15.461 --> 00:47:22.204]  A lot of his supporters believe that we are the enemy of the American people, and that is really, really an awful situation.
[00:47:22.525 --> 00:47:24.726]  We are not the enemy of the American people.
[00:47:24.766 --> 00:47:26.186]  We love the American people.
[00:47:37.352 --> 00:47:39.553]  We are not the enemy of the American people.
[00:47:39.593 --> 00:47:41.054]  We love the American people.
[00:47:41.094 --> 00:47:42.475]  We love the American people.
[00:47:44.400 --> 00:47:46.141]  We love the American people.
[00:47:46.822 --> 00:48:00.231]  They came in peace.
[00:48:00.711 --> 00:48:02.893]  We are not the enemy of the American people.
[00:48:02.933 --> 00:48:09.458]  We love the American people.
[00:48:12.120 --> 00:48:13.440]  This is CNN.
[00:48:17.609 --> 00:48:21.612]  If you are receiving this transmission, you are the resistance.
[00:48:21.772 --> 00:48:32.480]  A lot of his supporters believe that we are.
[00:48:33.180 --> 00:48:41.266]  I hear people talking bad about the way we have to live here in this country.
[00:48:43.123 --> 00:48:48.427]  Harping on the wars we fight, griping about the way things ought to be.
[00:48:50.389 --> 00:48:55.833]  And I don't mind them switching sides and standing up for things they believe in.
[00:48:57.154 --> 00:49:03.038]  But when they're running down our country, they're walking on the fighting side of me.
[00:49:16.445 --> 00:49:21.691]  Democracy is about to go the way of the dinosaurs because we've been taken over by a dodo bird.
[00:49:22.172 --> 00:49:26.496]  So, let me repeat, recessions are survivable events.
[00:49:26.937 --> 00:49:29.880]  We survive one every time a Republican is in the White House.
[00:49:30.120 --> 00:49:32.223]  It's true.
[00:49:35.962 --> 00:49:40.584]  Every Republican president since Teddy Roosevelt has presided over a recession.
[00:49:40.684 --> 00:49:44.125]  Four Republican presidents had two of them, and Eisenhower had three.
[00:49:44.866 --> 00:49:49.407]  The United States has survived 47 recessions in all.
[00:49:49.787 --> 00:49:53.189]  And since the Great Depression, we've never gone more than 10 years without one.
[00:49:53.509 --> 00:49:55.009]  Another recession is coming.
[00:49:55.350 --> 00:49:58.451]  Not because I'm rooting for it, because someone
[00:50:02.128 --> 00:50:15.931]  Someone passed a giant tax giveaway to the rich that added trillions to the debt and started a trade war for no reason and deliberately sabotaged the Affordable Care Act and rolled back the rules for banks so they can once again gamble with our money.
[00:50:16.231 --> 00:50:19.972]  Those are actual policies from men with real power.
[00:50:20.572 --> 00:50:22.413]  As opposed to me, who just made a wish!
[00:50:22.433 --> 00:50:25.954]  I just made a wish!
[00:50:26.034 --> 00:50:26.754]  Am I a genie?
[00:50:26.774 --> 00:50:27.214]  I just...
[00:50:39.281 --> 00:50:47.510]  But you would never know that from the right-wing Nuttosphere, where this made me a bigger threat to our national security than Canada.
[00:50:50.653 --> 00:50:53.797]  Anyways, I don't normally play this much of Bill Maher.
[00:50:54.598 --> 00:50:59.643]  It's just, it's so disgusting how he's rooting for the fall of America, and it really makes me sick.
[00:50:59.783 --> 00:51:00.925]  And in the clip I wanted to play,
[00:51:02.708 --> 00:51:10.610]  It comes up later, it's where he attacks Mike Cernovich, pointing out what the Wall Street Journal reports in, suicide rates spike during recessions.
[00:51:11.330 --> 00:51:12.771]  And then he goes, great, commit suicide.
[00:51:13.991 --> 00:51:19.652]  So it's the dirtiness, the nastiness of the Democrats, always saying we should kill ourselves.
[00:51:20.092 --> 00:51:21.253]  And I'm like, you go first.
[00:51:21.333 --> 00:51:22.673]  I don't want Bill Maher to kill himself.
[00:51:23.213 --> 00:51:24.453]  I'm saying he should go first.
[00:51:24.513 --> 00:51:26.714]  But see, he's a nasty person.
[00:51:27.094 --> 00:51:29.514]  And for some reason, we bow down to that, like it's cool.
[00:51:30.775 --> 00:51:31.535]  Like it's powerful.
[00:51:33.510 --> 00:51:35.531]  Like he should be in charge.
[00:51:37.972 --> 00:51:50.878]  And now the very same people are on the news telling us that Trump was mean to a girl at the border and took her away from her mommy.
[00:51:51.718 --> 00:51:53.779]  And then in that case, it's not even true.
[00:51:55.119 --> 00:51:56.240]  And then Tom Arnold.
[00:51:59.588 --> 00:52:01.268]  Comes out and says, I met with Trump's lawyer.
[00:52:01.968 --> 00:52:03.369]  He said he's gonna burn Trump.
[00:52:03.629 --> 00:52:04.809]  He's joining forces with me.
[00:52:05.069 --> 00:52:07.829]  He's got all this criminal evidence that he did these horrible things.
[00:52:08.250 --> 00:52:10.110]  And the minute I saw it, I knew it wasn't true.
[00:52:11.730 --> 00:52:19.391]  They've already admitted that they got everything Cohen had, gave it to the media three months ago, two and a half months ago, and then there was nothing there.
[00:52:20.172 --> 00:52:23.032]  Except Sean Hannity consulting him on something.
[00:52:23.152 --> 00:52:24.912]  I mean, it was crazy.
[00:52:25.613 --> 00:52:27.653]  And then Tom Arnold has to come out and says, okay,
[00:52:29.491 --> 00:52:30.031]  It's not true.
[00:52:30.872 --> 00:52:33.814]  But see, people only remember what was on Friday.
[00:52:34.835 --> 00:52:36.656]  They don't remember what was on June 24th.
[00:52:37.237 --> 00:52:38.878]  They remember what was on June 22nd.
[00:52:38.898 --> 00:52:48.745]  And then I saw CNN, MSNBC, the New York Times, Houston TV, I was just going through news articles, going, oh, Tom Arnold trolled Trump.
[00:52:49.165 --> 00:52:50.005]  Oh, it's funny.
[00:52:51.967 --> 00:52:54.669]  So they had to bring a comedian on, some failed
[00:52:56.164 --> 00:53:00.185]  Hollywood washed up mental patient douchebag.
[00:53:01.406 --> 00:53:13.949]  They gotta bring him on to then lie and say, oh, I got a selfie with Trump's lawyer and he says he's going public and the media runs that like Trump's falling, Trump's falling, Trump's falling.
[00:53:15.330 --> 00:53:22.632]  While we have the former, two former heads of the NSA,
[00:53:24.687 --> 00:53:27.688]  Coming out and saying they're going to overthrow the president.
[00:53:29.229 --> 00:53:36.952]  Coming out and saying that they want the 25th amendment and they're threatening the cabinet and threatening everybody in his family and everyone around them.
[00:53:36.992 --> 00:53:39.853]  Believe me, I've already experienced it and I'm like a tear down from the president.
[00:53:41.734 --> 00:53:43.175]  And they've introduced the 25th amendment.
[00:53:44.093 --> 00:53:58.799]  To overthrow the election the American people had, and the economy's coming back, and all these other good things are happening, and peace deals are being made, and secret technologies are being released, and medical treatments and cures, and all this suppressed stuff.
[00:54:01.147 --> 00:54:19.848]  And then Tom Arnold and Bill Maher and Hillary, these fossils, I don't mean they're fossils because they're old, they're just establishment fossils creeping around on the, like dinosaurs, you know, in modern era and it's like, just get out of my life!
[00:54:20.629 --> 00:54:23.572]  So I'm going to give the number out right now for longtime callers.
[00:54:24.232 --> 00:54:24.973]  I gave it out earlier.
[00:54:25.013 --> 00:54:25.693]  You may have missed it.
[00:54:25.713 --> 00:54:28.616]  I know the phones are loaded, but we have the phone system turned on.
[00:54:29.216 --> 00:54:30.837]  So I'm going to give you the number again.
[00:54:30.998 --> 00:54:31.878]  Phones are open now.
[00:54:33.359 --> 00:54:38.143]  And we're going to take your calls next hour about one issue.
[00:54:40.265 --> 00:54:43.528]  That means on this issue, I'm not going to take your call because I want to hear what you have to say about
[00:54:44.867 --> 00:55:11.933]  Brennan and Clapper and all the rest of them saying they're going to overthrow the president and the president's a Nazi and all this made-up crap and and all and the fake little girl that was given to her mother and it was never taken from her mother and just all these hoaxes and Tom Arnold that no one's heard about in 20 years and was a loser when he was heard about some groom of the stool for Arnold Schwarzenegger
[00:55:15.737 --> 00:55:19.798]  He's out putting out lies and then everyone, oh my God, Tom Arnold says this, it must be true.
[00:55:19.998 --> 00:55:21.718]  And then it's a lie, but it's a footnote.
[00:55:22.058 --> 00:55:27.280]  What is your take on the state of the attempt to cause a civil war in this country in their own admissions?
[00:55:27.800 --> 00:55:33.221]  And to go out and, we've got the Maxine Waters clips, they're on Infowars.com, they're on Newswars.com.
[00:55:33.481 --> 00:55:35.281]  Drudge has got them, let's put Drudge on screen if we can.
[00:55:35.661 --> 00:55:42.863]  You know, up there, her calling for insurrection, her calling for harassing Republicans, her saying, why we booed the Homeland Security head.
[00:55:45.253 --> 00:55:47.616]  And then Trump actually does what I think he should.
[00:55:47.676 --> 00:55:53.243]  I'm not mad at him, but he says, OK, we'll try to not separate kids, even though it doesn't even happen 10% of the time.
[00:55:53.263 --> 00:55:59.971]  He's going to throw kids in general population with a bunch of who knows what.
[00:56:00.011 --> 00:56:00.972]  I mean, it's crazy.
[00:56:01.413 --> 00:56:03.716]  And then they double down and go, we want totally open borders.
[00:56:04.824 --> 00:56:11.705]  Just like Trump said, and I was told this by high-level folks, they said, listen, we're going to tell them, tell us what you want, we support gun control.
[00:56:11.725 --> 00:56:15.266]  And they went, we want total bans of all guns, everything turned in, and it blew it up.
[00:56:16.186 --> 00:56:20.107]  And I was sitting there talking to high-level people, you know, as high as it gets, and I was like, you think this will work?
[00:56:20.127 --> 00:56:21.127]  They go, just trust us.
[00:56:21.668 --> 00:56:22.168]  And they did it.
[00:56:23.388 --> 00:56:25.868]  Notice that gun grab thing's gone now, because they said, we want everything.
[00:56:26.108 --> 00:56:28.329]  Same thing here, we want total open borders, we want everything.
[00:56:29.437 --> 00:56:32.980]  So that's what Trump's doing with them, and it's crazy town.
[00:56:33.400 --> 00:56:34.141]  So that's coming up.
[00:56:34.721 --> 00:56:37.083]  Toll-free number to join us, 877-789-ALEX.
[00:56:37.103 --> 00:56:37.243]  877-789-2539.
[00:56:37.263 --> 00:56:37.723]  877-789-ALEX.
[00:56:37.944 --> 00:56:45.650]  And I want to hear from you specifically on them trying to cause a civil war.
[00:56:45.950 --> 00:56:47.891]  Here's the article up on Infowars.com from The Hill.
[00:56:49.172 --> 00:56:52.995]  Ex-CIA chief calls on White House cabinet to revolt against Trump.
[00:56:53.035 --> 00:56:53.996]  That's the 25th Amendment.
[00:56:54.016 --> 00:56:56.298]  We'll document it all coming up.
[00:56:57.859 --> 00:57:00.620]  On the other side, but meanwhile, it ties into this little baby.
[00:57:01.480 --> 00:57:05.062]  Mass exodus from states run by top Democrat governors continues.
[00:57:05.482 --> 00:57:06.162]  That's a fact!
[00:57:07.062 --> 00:57:09.163]  Everybody's running away from this.
[00:57:09.623 --> 00:57:16.966]  Whether it's Venezuela, or Russia, or North Korea, or whether it's Cuba, or whether it's all the other countries that did it, they know this.
[00:57:17.546 --> 00:57:18.066]  They know.
[00:57:19.767 --> 00:57:23.308]  You look into the EU heads, these Democrats, they are all richer than anybody else.
[00:57:23.888 --> 00:57:26.249]  Democrats got 77% of the wealth in Congress.
[00:57:26.969 --> 00:57:29.430]  They don't pay this, but they want you to stay poor.
[00:57:29.990 --> 00:57:31.231]  And they're trying to stop this recovery.
[00:57:31.591 --> 00:57:41.035]  Speaking of funding our operation, we have got super sales going on right now that are brand new sales on our Colloil Silver Iodine Fortified Toothpaste.
[00:57:42.455 --> 00:57:46.417]  Super blue, 50% off with the mouthwash, the immune gargle, the spray.
[00:57:46.537 --> 00:57:47.917]  It's all 50% off right now.
[00:57:48.317 --> 00:57:49.058]  InfoWarsTore.com.
[00:57:49.078 --> 00:57:49.618]  We'll be back.
[00:57:52.867 --> 00:57:55.808]  Right now is Massive Rampage Force!
[00:57:55.908 --> 00:57:56.349]  Go ahead.
[00:57:56.609 --> 00:58:02.191]  Alex, last night I was on with Laura Ingram, and I had done the Alex Jones Show yesterday.
[00:58:02.391 --> 00:58:03.492]  I'd done the War Room.
[00:58:03.792 --> 00:58:06.233]  She's not on until 9.40 Central.
[00:58:06.273 --> 00:58:07.834]  That's 10.40 Eastern.
[00:58:07.874 --> 00:58:08.474]  I was exhausted.
[00:58:08.815 --> 00:58:12.076]  I popped two Brain Force Plus, and I was good as new.
[00:58:12.436 --> 00:58:17.058]  I mean, it really is mentally stabilized, mentally energizing.
[00:58:17.138 --> 00:58:19.500]  Tonight, I'm on with Tucker Carlson.
[00:58:19.540 --> 00:58:19.980]  Same thing.
[00:58:20.520 --> 00:58:21.981]  I'm having a full day here at InfoWars.
[00:58:22.081 --> 00:58:23.301]  I'm gonna go on the Tucker tonight.
[00:58:23.441 --> 00:58:25.562]  Thank goodness for this great product.
[00:58:25.582 --> 00:58:31.584]  This is my all-time favorite because it's so effective and it doesn't give you that jacked-up energy drink feeling, you know?
[00:58:31.865 --> 00:58:32.685]  You can sleep with it.
[00:58:33.025 --> 00:58:37.327]  And when you stack it with the Red Pill, the mind-body combination, that is the best.
[00:58:37.387 --> 00:58:40.188]  That supercharges your energy, your vitality.
[00:58:40.328 --> 00:58:42.029]  This is the best combination I have found.
[00:58:42.049 --> 00:58:42.849]  It really works.
[00:58:43.089 --> 00:58:47.671]  It's the best mineral-vitamin combination I have found and I've tried them all.
[00:58:48.051 --> 00:58:50.192]  I wasted a lot of money on old foods, believe me.
[00:58:52.534 --> 00:58:54.295]  Fueling your body is hard work.
[00:58:54.875 --> 00:59:00.038]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
[00:59:00.638 --> 00:59:08.702]  Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[00:59:09.082 --> 00:59:11.283]  There's no better way to power your body.
[00:59:11.823 --> 00:59:18.368]  Floralife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[00:59:18.709 --> 00:59:29.257]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[00:59:29.878 --> 00:59:36.784]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[00:59:37.324 --> 00:59:42.948]  There's no better time to try Floralife and Carnivore to see how well they can support your body.
[00:59:43.468 --> 00:59:47.051]  Don't miss out on the chance to fuel your body and support recovery.
[00:59:47.311 --> 00:59:50.534]  Try the InfoWars Life Daily Digestive Pack today!
[00:59:54.676 --> 01:00:00.581]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:00:08.598 --> 01:00:08.818]  Show!
[01:00:30.345 --> 01:00:34.608]  If you thought corporate establishment media could get any worse, you were right.
[01:00:35.049 --> 01:00:51.441]  They have gone to the next level of just tripling down on deception, tripling down on insanity, tripling down on bizarre activity, saying this little girl was separated from her parents when she wasn't, saying that we're all Nazis that voted for Trump, which is just totally ridiculous, and now go out and harass everybody.
[01:00:52.381 --> 01:00:54.403]  You've got Maxine Waters, you know, praising all this.
[01:00:54.443 --> 01:00:55.083]  That's coming up.
[01:00:55.184 --> 01:00:58.966]  I never spend this much time on Bill Maher, but two weeks ago,
[01:00:59.909 --> 01:01:01.250]  I guess he does this show every two weeks now.
[01:01:01.270 --> 01:01:04.071]  It's good for his 10 million a year selling out America.
[01:01:04.091 --> 01:01:07.853]  He came out and he said, I'm hoping for an economic collapse.
[01:01:07.893 --> 01:01:09.573]  And then they spun that, oh, I want a recession.
[01:01:10.974 --> 01:01:12.935]  And then now he doubled down and said, you're idiots.
[01:01:12.955 --> 01:01:13.615]  Go to college.
[01:01:13.635 --> 01:01:14.816]  Trump's worse than a recession.
[01:01:15.176 --> 01:01:15.756]  Blah, blah, blah.
[01:01:15.876 --> 01:01:16.416]  I'm God.
[01:01:16.817 --> 01:01:18.117]  Bow down and kiss my butt.
[01:01:18.677 --> 01:01:19.458]  My Hollywood ass.
[01:01:21.001 --> 01:01:23.003]  But then, I hadn't even watched the whole clip.
[01:01:23.083 --> 01:01:24.684]  I'd just seen the short clip where he said that.
[01:01:25.125 --> 01:01:26.006]  They checked the clip.
[01:01:26.046 --> 01:01:29.149]  He attacks Mike Cernovich, myself, everybody.
[01:01:29.869 --> 01:01:31.271]  Let's just hear the clip for yourself.
[01:01:31.331 --> 01:01:41.540]  It's unbelievable, the nastiness of this anti-human, anti-American guy that says he wants abortion, suicide, just a pro-death dirtbag.
[01:01:41.560 --> 01:01:41.921]  Here he is.
[01:01:44.548 --> 01:01:49.811]  Alex Jones tweeted, Bill Maher is worth $100 million, but he says we should crash the U.S.
[01:01:49.871 --> 01:01:51.052]  economy to stop Trump.
[01:01:51.452 --> 01:01:53.213]  And when has he ever strayed from the facts?
[01:01:53.233 --> 01:01:55.014]  Wait a minute, pause.
[01:01:55.894 --> 01:01:58.416]  He just earlier in the same monologue admitted it.
[01:01:59.797 --> 01:02:00.857]  This is next level.
[01:02:00.917 --> 01:02:01.397]  Continue.
[01:02:02.358 --> 01:02:05.500]  And then everyone on the right said, I had $100 million.
[01:02:05.820 --> 01:02:08.782]  And all I have to say about that is, I do?
[01:02:10.256 --> 01:02:12.817]  Hey, you got a 10 million dollar a year contract.
[01:02:14.237 --> 01:02:15.398]  And you've made over 200 million.
[01:02:17.538 --> 01:02:21.719]  Yeah, you're a Hollywood crap bag.
[01:02:21.739 --> 01:02:22.840]  So Alex Jones is a coot.
[01:02:23.300 --> 01:02:25.120]  No, you said it, you son of a piece of filth.
[01:02:27.021 --> 01:02:29.101]  Sarah Palin tweeted to her follower.
[01:02:33.283 --> 01:02:34.003]  You're the losers.
[01:02:36.281 --> 01:02:41.703]  That I was out of touch, and Wayne Allen Root said, he doesn't care if your kids starve.
[01:02:43.924 --> 01:02:46.225]  Yeah, that's what it means to have an oppression, a-hole.
[01:02:46.245 --> 01:02:48.826]  Mike Cernovich said, suicide's increased during recessions.
[01:02:48.926 --> 01:02:50.826]  Bill Maher wants people to die.
[01:02:53.087 --> 01:02:55.268]  Yes, well, for example... Specifically, Mike Cernovich.
[01:03:01.230 --> 01:03:05.112]  I want him to put his head in the oven so starving kids confuse it for food.
[01:03:07.591 --> 01:03:08.712]  No, I don't want that.
[01:03:09.592 --> 01:03:11.313]  I don't know who the fuck you are, Mike Cernovich.
[01:03:11.333 --> 01:03:11.893]  Oh, pause that.
[01:03:12.314 --> 01:03:12.874]  Let's hit pause.
[01:03:13.855 --> 01:03:14.515]  Let's delete that.
[01:03:14.555 --> 01:03:19.378]  You don't know, yeah, you don't know who Mike Cernovich is because he independently has hundreds of millions of views a month.
[01:03:20.838 --> 01:03:27.002]  Yeah, buddy, you're propped up and force-fed on YouTube and your average show has a couple million views.
[01:03:29.163 --> 01:03:29.764]  You're a joke.
[01:03:31.404 --> 01:03:33.486]  And that's why I get mad for my old friend.
[01:03:34.830 --> 01:03:37.712]  Maybe post-mortem friend Joe Rogan.
[01:03:37.732 --> 01:03:39.393]  I don't mean physically dead, but as a friend.
[01:03:40.014 --> 01:03:45.138]  That, you know, they don't shadow ban him, they don't block him, because now he backhands all the liberty movement and the patriots.
[01:03:45.158 --> 01:03:46.358]  And he says, oh, I'm just an entertainer.
[01:03:47.019 --> 01:03:53.864]  Well, he does it, and he just kind of joins the ranks of Bill Maher, who also says that George Soros was captured by the Nazis.
[01:03:55.529 --> 01:04:00.112]  So, Bill Maher is a non-intellectual, and he's actually rather dumb.
[01:04:00.152 --> 01:04:01.152]  Just look at his past.
[01:04:01.172 --> 01:04:01.713]  Yeah, that's true.
[01:04:02.033 --> 01:04:04.234]  That's Trump four, five years ago saying that.
[01:04:04.274 --> 01:04:06.175]  So, here's the deal.
[01:04:06.976 --> 01:04:09.838]  I'm not trying to win the candy-ass award here with everybody.
[01:04:10.418 --> 01:04:11.579]  I'm trying to change the world.
[01:04:12.439 --> 01:04:15.641]  And so, anybody that joins with the system and pushes his crap, I'm done with you.
[01:04:16.342 --> 01:04:16.982]  But let me tell you something.
[01:04:17.062 --> 01:04:21.665]  Mike Cernovich ought to be proud that Bill Maher says he wants him to kill himself.
[01:04:23.973 --> 01:04:26.436]  Again, I don't want Bill Maher to commit suicide.
[01:04:26.516 --> 01:04:30.540]  I said, if you want us to die, just put that right up front in the last four or five clips.
[01:04:31.020 --> 01:04:32.282]  We'll put the tape later.
[01:04:32.562 --> 01:04:36.346]  We're live right now, but I mean, I'm sure there'll be articles today or tomorrow.
[01:04:36.626 --> 01:04:39.329]  Jones wants Bill Maher to die.
[01:04:39.409 --> 01:04:42.032]  No, I said, if you want us all to die, you should do it first.
[01:04:42.432 --> 01:04:44.254]  Meanwhile, he's saying, I want to kill you.
[01:04:44.374 --> 01:04:45.315]  I want to kill your family.
[01:04:45.436 --> 01:04:46.537]  I want to kill Mike Cernovich.
[01:04:48.413 --> 01:04:51.475]  God, I mean, the dude has murder on his brain.
[01:04:51.875 --> 01:04:52.736]  That's what I'm saying.
[01:04:53.176 --> 01:04:55.477]  Bill Maher is possessed by death.
[01:04:56.118 --> 01:04:57.239]  Bill Maher is death.
[01:04:57.759 --> 01:04:58.279]  Well, guess what?
[01:04:58.319 --> 01:05:00.661]  There ain't much room for death in the universe, jackass.
[01:05:01.041 --> 01:05:02.222]  Death's the end, not the beginning.
[01:05:03.169 --> 01:05:06.751]  Audience, radio affiliates, TV affiliates, thank you for your support.
[01:05:07.031 --> 01:05:08.351]  But they've cut off the sponsors.
[01:05:08.371 --> 01:05:10.072]  They've blocked us advertising on Google.
[01:05:10.352 --> 01:05:12.753]  They have filed 13 lawsuits.
[01:05:12.793 --> 01:05:13.714]  We've beaten six.
[01:05:14.014 --> 01:05:15.975]  But understand this, I am your soldier.
[01:05:16.675 --> 01:05:17.395]  You're my soldier.
[01:05:17.415 --> 01:05:18.156]  We're all in this together.
[01:05:19.216 --> 01:05:23.898]  And we're fighting hard for American values, what we know works, and what brings liberty and freedom to our children.
[01:05:24.318 --> 01:05:25.319]  So I salute you and I thank you.
[01:05:25.339 --> 01:05:30.421]  But whatever you do, the live video links on Facebook, Twitter, YouTube, Infowars.com.
[01:05:30.761 --> 01:05:36.523]  Local stations you're listening to, every person you get to tune in to this local radio station is a victory in this war.
[01:05:36.563 --> 01:05:38.724]  And when you financially go to Infowarsstore.com,
[01:05:39.304 --> 01:05:45.046]  When you take advantage of the huge sales and the great products for everything in your life, it's about making your life better.
[01:05:45.687 --> 01:05:47.848]  The non-GMO heirloom seeds, springtime's here.
[01:05:48.408 --> 01:05:52.350]  The highest quality books, films, pastry apparel to spread the word.
[01:05:52.670 --> 01:05:58.192]  The very best supplements, water filtration, air filtration, shortwave radios, emergency radios, tactical gear, body armor.
[01:05:58.572 --> 01:06:00.773]  Infowarsstore.com, Infowarslife.com.
[01:06:01.133 --> 01:06:02.334]  Please shop with the good guys.
[01:06:13.214 --> 01:06:15.415]  Live from the InfoWars.com studios, it's Alex Jones.
[01:06:15.435 --> 01:06:16.135]  I know what they'll find.
[01:06:16.155 --> 01:06:17.035]  It's in their mind.
[01:06:17.056 --> 01:06:20.937]  It's what they want to see.
[01:06:22.738 --> 01:06:27.499]  Ready from the light.
[01:06:27.519 --> 01:06:34.002]  Here comes the night.
[01:06:35.342 --> 01:06:39.764]  And here I'll stay.
[01:06:40.404 --> 01:06:42.005]  Waiting for darkness.
[01:06:44.292 --> 01:06:46.193]  Well, the sun has set on the globalists.
[01:06:47.173 --> 01:06:55.216]  There'll be other tyrannies to face, like the Nazis before, like the communists, but this corporate form of tyranny is in decline.
[01:06:56.936 --> 01:06:59.697]  Doesn't matter that we'll be dealing with it for decades.
[01:06:59.737 --> 01:07:01.498]  The point is, the worm has turned.
[01:07:01.518 --> 01:07:12.302]  I want to take phone calls, and I got some special reports coming up, where I get into the public announcement by the Democrats and former CIA directors.
[01:07:15.233 --> 01:07:18.034]  The articles are on Infowars.com, The Hill, AP, you name it.
[01:07:18.474 --> 01:07:22.734]  To overthrow the president outside of impeachment, God, that's dangerous.
[01:07:28.015 --> 01:07:30.056]  And they say he's this incompetent loser.
[01:07:31.656 --> 01:07:33.656]  I shot an emergency report to the president today.
[01:07:35.457 --> 01:07:41.858]  The enemy, as Bill Maher has said, knows that I'm synced to the president, and that is a fact.
[01:07:44.056 --> 01:07:48.522]  But only because anybody that doesn't want to destroy the Republican, live in slavery, is synced.
[01:07:49.042 --> 01:07:50.324]  But yeah, we're spiritually hooked up.
[01:07:50.344 --> 01:07:51.966]  That's what spirit is.
[01:07:53.207 --> 01:07:53.928]  So that's coming up.
[01:07:59.175 --> 01:08:00.096]  We've entered a new phase.
[01:08:05.970 --> 01:08:07.551]  I'm not worried about what happens to me.
[01:08:07.631 --> 01:08:10.853]  I'm worried about what happens to the continuum of humanity.
[01:08:10.913 --> 01:08:13.794]  And I bet you grab on air, and I'm frustrated, but the crew's awesome.
[01:08:13.814 --> 01:08:15.095]  You're awesome, the listeners, the viewers.
[01:08:16.596 --> 01:08:20.017]  I'm just really ashamed that the Globalists are as bad as I thought they were.
[01:08:20.057 --> 01:08:23.239]  You know, I kind of hoped, I was kind of demonizing them 20 years ago.
[01:08:23.259 --> 01:08:24.600]  They weren't as bad as I thought.
[01:08:26.241 --> 01:08:34.345]  But these are people that have turned themselves over to unlimited power grabbing because they don't have any power.
[01:08:36.903 --> 01:08:45.065]  And I kept hearing from Roger Stone and people that Trump wants to just try to turn things around and leave in four years.
[01:08:45.105 --> 01:08:45.787]  No one's ever done that.
[01:08:48.863 --> 01:08:56.907]  I talked to some honorable people in Congress, and I talked to some honorable folks in the campaign, and I talked to some others, and I finally had a chance to talk to somebody very close to Trump.
[01:08:57.207 --> 01:08:57.748]  Very close.
