[00:00:00.000 --> 00:00:00.500]  [BEEP]
[01:52:27.242 --> 01:52:31.764]  We were wrong to say, just keep fornicating and getting wasted for your entire life.
[01:52:32.104 --> 01:52:33.985]  We were wrong to eschew traditionalism.
[01:52:34.225 --> 01:52:37.646]  Let's admit we're wrong and move forward to our next chapter in the book.
[01:52:38.046 --> 01:52:53.714]   So now, I'm pushing the family, I'm pushing freedom, and because I'm cool and charming, It ends up being popular with younger people and the right, sorry, the deep state hates that.
[01:52:54.295 --> 01:52:56.816]  Ben Shapiro is a very intelligent person.
[01:52:57.396 --> 01:52:59.077]  No one thinks he's cool at all.
[01:52:59.618 --> 01:53:01.979]  He sounds like Stuart Little in a bad mood.
[01:53:02.559 --> 01:53:05.361]  So the left doesn't see him as a threat.
[01:53:05.781 --> 01:53:10.944]  They see me as a threat because young people go, that's the hipster guy, that's the vice guy.
[01:53:11.084 --> 01:53:19.749]  They're scared of anybody popular with a youth, and I've been very popular, because they see that I'm curious and authentic and vulnerable, and young people really are looking, they're resonating with that.
[01:53:19.949 --> 01:53:23.951]  You're always popular with young people, but also across the board, that's what they fear.
[01:53:23.971 --> 01:53:27.073]  The new right is really cool and interesting.
[01:53:27.093 --> 01:53:32.776]  You look at the new left with like David Pakman and that Dash Dabrowski guy going, oh boy!
[01:53:33.837 --> 01:53:36.559]  And Sam Seder, and they're losers.
[01:53:36.879 --> 01:53:46.184]  And then you look at the new right with Sav from Infowars, and Elijah Schaefer, and John Doyle, and even Nick Fuentes.
[01:53:48.025 --> 01:53:50.987]  Those people are interesting and dangerous and brave.
[01:53:51.047 --> 01:53:52.748]  By the way, I want to say something about Nick Fuentes.
[01:53:53.908 --> 01:53:55.048]  I like Nick as a person.
[01:53:55.068 --> 01:53:57.049]  I disagree that Hitler's a great person.
[01:53:58.109 --> 01:54:01.290]  And I don't just say that because I would be attacked if I said Hitler was good.
[01:54:01.350 --> 01:54:03.510]  No, sometimes people are right, you know, Hitler's not good.
[01:54:04.130 --> 01:54:05.011]  I'm not attacking him.
[01:54:05.291 --> 01:54:11.672]  They constantly, online, create these stories of like, if somebody has a banned video account and they attack Nick Fuentes, that I'm behind it.
[01:54:11.992 --> 01:54:14.132]  I have no idea what's going on with Nick Fuentes.
[01:54:14.813 --> 01:54:16.073]  I mean, I have nothing against the guy.
[01:54:16.093 --> 01:54:17.893]  I disagree with some of his ideas.
[01:54:18.533 --> 01:54:18.913]  And that's it.
[01:54:18.934 --> 01:54:20.714]  But I think on most of his ideas, I agree with.
[01:54:21.354 --> 01:54:22.215]  Yeah, it's fun to do.
[01:54:22.495 --> 01:54:23.916]  I love arguing with him about Jews.
[01:54:23.997 --> 01:54:30.262]  I'm a Zionist, and I love debating him, and he mocks me and I mock him, and it's fun.
[01:54:30.302 --> 01:54:34.726]  That's the thing about the conservative movement now that the left is going nuts about.
[01:54:34.806 --> 01:54:37.109]  Hey, we should invite Nick back and have a three-way debate here.
[01:54:37.269 --> 01:54:37.849]  That would be great.
[01:54:38.049 --> 01:54:40.712]  Well, so when you say you're a Zionist, there's lots of definitions of that.
[01:54:40.732 --> 01:54:42.353]  You just believe Israel has a right to exist.
[01:54:44.255 --> 01:54:46.037]  Yeah, and I just, I love Judaism.
[01:54:46.458 --> 01:54:49.101]  And I love Orthodox Jews.
[01:54:49.141 --> 01:54:50.102]  I even like Hasidic Jews.
[01:54:50.122 --> 01:54:54.908]  I'm impressed that they can maintain their culture when surrounded with Disney and porn.
[01:54:55.128 --> 01:54:56.609]  So you're not jealous of success?
[01:54:57.230 --> 01:54:57.591]  Absolutely not.
[01:54:57.931 --> 01:54:59.213]  The thing about Jews is they're whites.
[01:54:59.773 --> 01:55:00.854]  And they're exceptional whites.
[01:55:01.054 --> 01:55:02.815]  So when they do bad, they do exceptional bad.
[01:55:03.095 --> 01:55:04.616]  When they do good, they do exceptional good.
[01:55:05.197 --> 01:55:10.060]  Now, there is a disproportionate number of secular, non-religious, really, Jews.
[01:55:10.140 --> 01:55:11.060]  I call them Jinos.
[01:55:11.501 --> 01:55:12.101]  Username only.
[01:55:12.441 --> 01:55:15.763]  Who have a disproportionate representation in media and banking and blah blah blah.
[01:55:15.984 --> 01:55:22.168]  They also have a disproportionate representation in mathematics and in medicine and all that stuff.
[01:55:22.828 --> 01:55:29.431]   The reason I hate anti-Semitism is White people have a problem with ethno-masochism.
[01:55:29.651 --> 01:55:30.472]  We hate ourselves.
[01:55:30.532 --> 01:55:31.632]  We blame everything for us.
[01:55:32.172 --> 01:55:39.795]  And to use Jews as a scapegoat and say, well, it's the Jews who made me feel that way, is to absolve yourself of your own problems.
[01:55:40.275 --> 01:55:43.036]  If it rains on your birthday, it's not the Jews' fault.
[01:55:43.457 --> 01:55:44.657]  Or you slip on a banana peel.
[01:55:45.017 --> 01:55:48.559]   If you are screwing up, It's not the Jews screwing up.
[01:55:48.599 --> 01:55:49.519]  Yeah, don't use the Jews.
[01:55:49.539 --> 01:55:58.123]  It's just like the left blaming white people for, quote, black people's lack of success in some cases, when the left's trying in their own documents to keep them suppressed, to control them.
[01:55:58.384 --> 01:55:59.064]  So it's a cop-out.
[01:55:59.284 --> 01:56:08.869]  Yeah, like if you've seen that video of these white people who wear chains and they have these signs around their neck that say, sorry, and these black people march.
[01:56:08.889 --> 01:56:09.909]  They bow down and worship.
[01:56:10.009 --> 01:56:12.671]  And they cry and they're treated like slaves and they're marched around.
[01:56:13.191 --> 01:56:14.532]  Don't blame the Jews for that.
[01:56:14.772 --> 01:56:16.152]  That's you, you moron.
[01:56:16.593 --> 01:56:17.473]  Why did you do that?
[01:56:17.613 --> 01:56:21.935]  No, I mean, I agree that putting the Jews all in one group and doing that is a total cop-out.
[01:56:22.175 --> 01:56:23.376]  Well, it's what we accuse.
[01:56:23.536 --> 01:56:28.538]  It's what people, the right often says, hey, black people, you have your own volition.
[01:56:28.858 --> 01:56:31.499]  Stop blaming all your problems on racism and white people.
[01:56:31.839 --> 01:56:32.980]  You fix yourself.
[01:56:33.240 --> 01:56:34.240]  It's 2023.
[01:56:34.621 --> 01:56:35.861]  It's not Jim Crow anymore.
[01:56:36.001 --> 01:56:39.283]   If you have problems today, And you're born after 1970?
[01:56:39.684 --> 01:56:40.364]  It's all on you.
[01:56:40.484 --> 01:56:41.965]  And I say that to white people, too.
[01:56:42.025 --> 01:56:44.567]  I go, stop blaming everyone else for your problems.
[01:56:45.088 --> 01:56:45.888]  Like, look at us!
[01:56:46.329 --> 01:56:47.209]  We're cancelled.
[01:56:47.710 --> 01:56:48.330]  I'm rich!
[01:56:48.350 --> 01:56:51.993]  I'm making more money this year than I've ever made before.
[01:56:52.373 --> 01:56:55.315]  And that's where I've been hidden in a corner.
[01:56:55.976 --> 01:57:00.780]  And you need to give me your credit card and make up a password just to hear what I have to say.
[01:57:00.800 --> 01:57:04.222]  And I'm still making money because America is awesome.
[01:57:04.542 --> 01:57:06.424]  And if you bust your ass, you'll thrive.
[01:57:06.724 --> 01:57:07.284]  Absolutely.
[01:57:07.504 --> 01:57:09.605]  We'll talk about this when we come back, but here's where I get irritated.
[01:57:10.045 --> 01:57:17.689]  The white supremacists, who are a very small, crazy minority, FBI funded, we know that, they have this thing where they go, Christianity has nothing to do with Judaism.
[01:57:18.649 --> 01:57:21.310]  All three of the faiths, Abrahamics, come out of the Jews.
[01:57:21.330 --> 01:57:24.071]  So just stop saying it's Judeo-Christian.
[01:57:24.371 --> 01:57:25.352]  It is Judeo.
[01:57:25.692 --> 01:57:28.573]  That's what it comes out of, and it's not some kiss the Jews ass.
[01:57:28.873 --> 01:57:32.475]  I'm just not going to lie to people and say, Christianity has nothing to do with Jews.
[01:57:33.920 --> 01:57:36.382]  Well, all we disagree on is a few years of miracles.
[01:57:36.903 --> 01:57:40.145]  Well, yeah, but the other thing is that you've got a bunch of Jews that don't like Christians.
[01:57:40.165 --> 01:57:41.046]  Like, there's some big fight.
[01:57:41.406 --> 01:57:43.028]  We just ought to all come together, man!
[01:57:43.688 --> 01:57:46.691]  Well, those, the Jews who don't like Christians, I don't think are religious.
[01:57:46.731 --> 01:57:47.431]  That's why I called you.
[01:57:47.451 --> 01:57:47.771]  No, I agree.
[01:57:47.791 --> 01:57:48.372]  They're secular.
[01:57:48.392 --> 01:57:49.052]  We'll be right back.
[01:57:51.929 --> 01:58:02.056]  We have three original, one-of-a-kind toothpaste designed by my father, a dentist, at Infolarestore.com that don't have fillers, that are filled with high-quality essential oils, and more.
[01:58:02.337 --> 01:58:03.578]  We have a turmeric toothpaste.
[01:58:04.520 --> 01:58:16.845]  We have the Ultimate Tooth Whitening with Pearl Calcium Toothpaste, and we have the amazing Activated Charcoal Toothpaste, again, with a whole bunch of key essential oils that are so good, not just for your teeth and your gums, but your whole mouth, your throat, and more.
[01:58:17.145 --> 01:58:18.946]  These are really game-changing toothpastes.
[01:58:19.206 --> 01:58:20.166]  They're very, very strong.
[01:58:20.546 --> 01:58:22.287]  Most over-the-counter toothpastes have fluoride.
[01:58:22.647 --> 01:58:25.008]  Ours don't, and it doesn't have fillers in it.
[01:58:25.148 --> 01:58:30.751]   It is just chock-full of Incredible things that God gave us through Mother Nature.
[01:58:31.091 --> 01:58:33.013]  So, it's now back in stock.
[01:58:33.073 --> 01:58:34.113]  It became a best seller.
[01:58:34.634 --> 01:58:37.656]  The turmeric toothpaste is available again at InfoWareStore.com.
[01:58:37.916 --> 01:58:39.477]  We're selling out of the tooth whitening toothpaste.
[01:58:39.497 --> 01:58:40.317]  We've got some of that left.
[01:58:40.578 --> 01:58:44.520]  And we also have some of the amazing activated charcoal toothpaste in stock, but it's running out as well.
[01:58:44.860 --> 01:58:48.483]  So, all three toothpastes in stock for a limited time at InfoWareStore.com.
[01:58:50.859 --> 01:58:55.041]  Thousands of former Nazis went to work for the United States government.
[01:58:55.061 --> 01:58:58.603]  A flying disc has been found and is now in the possession of the army.
[01:58:58.763 --> 01:59:00.844]  Here is a bulletin from CBS News.
[01:59:01.144 --> 01:59:03.045]  President Kennedy has been shot.
[01:59:03.545 --> 01:59:06.087]  This is a different kind of war.
[01:59:06.889 --> 01:59:11.115]  The USS Liberty had just been attacked by Israeli jets and torpedo boats.
[01:59:11.335 --> 01:59:14.559]  The CIA could manipulate the news in the United States.
[01:59:14.739 --> 01:59:18.684]  They took the babies out of incubators and left the children to die on a cold floor.
[01:59:18.764 --> 01:59:21.168]  It was almost as if it were a plan in motion.
[01:59:21.188 --> 01:59:22.089]  It just can't be.
[01:59:26.641 --> 01:59:28.702]  You will always have conspiracy theories.
[01:59:28.802 --> 01:59:30.363]  They are nothing but distractions.
[01:59:30.403 --> 01:59:32.604]  You guys censored Harvard-educated doctors.
[01:59:32.625 --> 01:59:35.066]  You silenced those voices.
[01:59:35.106 --> 01:59:38.608]  What we want to do in Davos is push the reset button.
[01:59:38.528 --> 01:59:45.528]   Soon as we start exposing the great reset, the sooner these globalists start going to prison!
[01:59:45.528 --> 01:59:49.528]  [crowd cheering]
[01:59:49.528 --> 01:59:58.528]   Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:59:58.528 --> 02:00:06.528]  [music]
[02:00:07.528 --> 02:00:10.528]  [music]
[02:00:11.528 --> 02:00:14.528]  [music]
[02:00:14.528 --> 02:00:23.528]  [music]
[02:00:23.528 --> 02:00:33.528]  [music]
[02:00:33.528 --> 02:00:36.528]  [music]
[02:00:36.528 --> 02:00:43.528]  [music]
[02:00:43.528 --> 02:00:45.528]  [Music]
[02:00:45.496 --> 02:00:47.678]  All right, Gab McGinnis is our guest.
[02:00:47.799 --> 02:00:49.260]  Ladies and gentlemen, riding shotgun.
[02:00:49.280 --> 02:00:51.703]  Hell, we'll make him ride the whole hour if he'll do it.
[02:00:51.743 --> 02:00:53.945]  He's going to be on Owen Schroer's program at 3 p.m.
[02:00:54.305 --> 02:00:57.709]  We're getting him some Texas barbecue as well right now.
[02:00:57.729 --> 02:00:58.890]  Gab, this is a short segment.
[02:00:58.910 --> 02:01:00.171]  Some stations join us next segment.
[02:01:00.652 --> 02:01:03.014]  But you were really eloquently getting into this fetish.
[02:01:03.962 --> 02:01:08.282]   of blaming Jews. And that doesn't mean there aren't horrible, evil people that have to
[02:01:08.282 --> 02:01:13.702]   be Jewish, like George Soros, and then they get to hide behind the Jews when we're simply
[02:01:13.702 --> 02:01:16.922]   saying we don't like your policies. Bill Gates is not Jewish. I think he's one of the most
[02:01:16.922 --> 02:01:20.841]   evil people on earth. Xi Jinping is evil. I don't say Chinese are bad, but imagine if
[02:01:20.841 --> 02:01:25.242]   Xi Jinping went, "You're against Chinese people," and they even try that too. No, I'm against
[02:01:25.242 --> 02:01:29.301]   communists. I'm against atheists. You'll find with a lot of these people, when you look
[02:01:29.301 --> 02:01:30.922]  into them, they're atheists.
[02:01:31.132 --> 02:01:34.233]  George Soros' father didn't believe in God.
[02:01:34.473 --> 02:01:38.275]  George Soros' father was into that stupid Esperanza crap.
[02:01:38.295 --> 02:01:41.256]  Yeah, UN language, where the whole world speaks the same language.
[02:01:41.676 --> 02:01:45.638]  George Soros and his father both are fluent in Esperanza, by the way.
[02:01:46.158 --> 02:01:48.619]  So, this guy worked with the Nazis.
[02:01:49.020 --> 02:01:52.721]  He helped them facilitate the kidnapping of Jews.
[02:01:53.221 --> 02:01:56.463]  And not only did they call him a Jew, they called him a Holocaust survivor.
[02:01:57.664 --> 02:01:58.104]  It's sick.
[02:01:58.665 --> 02:01:59.546]  What the hell?
[02:02:00.266 --> 02:02:01.667]  So, it's a rut.
[02:02:01.768 --> 02:02:05.651]  And every time you have someone you blame, you're in a mental rut.
[02:02:06.071 --> 02:02:07.733]  I don't blame individuals.
[02:02:07.953 --> 02:02:11.056]  I blame this, it's really just Satan.
[02:02:11.116 --> 02:02:16.881]  I mean, communism, atheism, it all links back to demonic behavior.
[02:02:17.402 --> 02:02:19.764]  And that's what we've been up against since time immemorial.
[02:02:20.024 --> 02:02:33.153]  And when I'm seeing, even like Dr. Zelenko, who's a beautiful soul and a smart guy, so many of these Orthodox Jews, because I watch their shows and, you know, I follow all the cultures out there, they're like, you know what, we just think the Messiah's coming and we like Jesus now, and we just want to be friends.
[02:02:33.694 --> 02:02:39.458]  And it seems like even the Orthodox Jews can pick up on what's happening, and like, we just need to come together under God.
[02:02:39.898 --> 02:02:42.121]  Yeah, look, I work with Orthodox Jews all day.
[02:02:42.661 --> 02:02:45.624]  And, you know, whenever we do a comedy show, by the way, it gets shut down.
[02:02:45.945 --> 02:02:47.286]  Antifa threatens the venue.
[02:02:47.546 --> 02:02:51.050]  They find the staff's family and threaten them.
[02:02:51.390 --> 02:02:54.914]  So the venue's like, they always talk a big game when they hire us.
[02:02:55.535 --> 02:02:57.837]  And then they go, I didn't know it was this intense.
[02:02:57.917 --> 02:03:00.400]  But let me guess, you like working with Orthodox Jews because they get to be pushed around?
[02:03:00.720 --> 02:03:09.285]  Well, yeah, my lawyer, so Rutherford, New Jersey, we had a show, and Antifa called the venue, they called the mayor, and everyone pooped their pants.
[02:03:09.805 --> 02:03:14.608]  And so the chief of police called the venue and said, I think we're shutting this down.
[02:03:14.668 --> 02:03:16.910]  It's like, he made an offer you can't refuse, right?
[02:03:16.950 --> 02:03:19.291]  Like Tony Soprano telling you, you should probably not do that anymore.
[02:03:19.591 --> 02:03:20.992]  So they shut it down, we're suing them.
[02:03:22.913 --> 02:03:34.061]  I don't think people understand that there's this level of censorship out there, and the only way you can fight it is to keep suing, and Orthodox Jews are really good at this.
[02:03:34.141 --> 02:03:35.723]  They're good at law.
[02:03:36.023 --> 02:03:44.049]  I got Ron Coleman suing the SPLC because he cares about the First Amendment, and really, ultimately... You got Jews against Soros?
[02:03:44.429 --> 02:03:48.832]  Yeah, these Orthodox Jews, lawyers of mine, they really are driven by religion.
[02:03:49.192 --> 02:03:52.934]  Because they see an infringement of the First Amendment as infringement of the Bible.
[02:03:52.994 --> 02:03:55.135]  They see it as a violation of human rights.
[02:03:55.635 --> 02:04:03.340]  So I think a lot of these sort of, you know, rural anti-Semites, I don't think they realize how many Jews are on our side.
[02:04:03.380 --> 02:04:04.761]  I don't think that, exactly.
[02:04:05.001 --> 02:04:08.463]  There's not a sophistication there to understand that the Jews are a diverse group.
[02:04:08.783 --> 02:04:11.665]  Yeah, who do you call when you get sued for bullshit?
[02:04:11.725 --> 02:04:13.726]  You call an Orthodox Jew.
[02:04:15.848 --> 02:04:17.008]  Well, I can tell you this.
[02:04:20.189 --> 02:04:22.829]  People hate the system so much, they then think Hitler must be good.
[02:04:22.869 --> 02:04:23.289]  It's like, no.
[02:04:23.590 --> 02:04:25.790]  Just because our system's bad doesn't mean Hitler's now good.
[02:04:26.150 --> 02:04:30.111]  I think Nick is doing a Sid Vicious with a swastika t-shirt.
[02:04:30.351 --> 02:04:35.712]  I think it's like, his groipers like it because it's edgy and weird and it's rebellious.
[02:04:36.092 --> 02:04:37.752]  I don't think there's true sincerity in it.
[02:04:39.032 --> 02:04:41.553]  Well, Hitler got 24 million Germans killed.
[02:04:42.057 --> 02:04:45.261]  So if you're really this big Aryan lover, I mean, Hitler's the biggest loser ever.
[02:04:45.862 --> 02:04:46.062]  Yeah.
[02:04:46.523 --> 02:04:47.164]  I mean, I mean.
[02:04:47.424 --> 02:04:48.065]  Yeah.
[02:04:48.105 --> 02:04:50.107]  The guy gives you total failure and you think he's great?
[02:04:50.488 --> 02:04:51.629]  He's a frickin' pedophile?
[02:04:51.769 --> 02:04:54.713]  It was, it was a massive human extinction.
[02:04:54.994 --> 02:04:56.836]  Yep, we'll be back in 60 seconds with Gavin McGinnis.
[02:04:56.856 --> 02:04:58.037]  Stay with us.
[02:04:58.057 --> 02:04:58.798]  Just, I just can't stand it.
[02:04:58.818 --> 02:04:59.399]  Don't give me a break.
[02:05:01.971 --> 02:05:05.632]  You're going to want to pay attention to what I'm about to say in the next 60 seconds.
[02:05:06.392 --> 02:05:11.033]  Two new incredible products are now available exclusively at mfullmorestore.com.
[02:05:11.613 --> 02:05:23.535]  They are both clones of national best-selling products from a major pharmaceutical slash supplement maker that are listeners and patriots that are allowing us to private label it at a lower price you'll find in stores.
[02:05:23.955 --> 02:05:27.116]  It's Joint Relief Max and Nerve Renew.
[02:05:27.956 --> 02:05:40.532]  Both of these have known, documented natural compounds to lower pain and to also make your nerves healthier, which is one of the major reasons nerves get irritated and are more inductive to pain.
[02:05:40.972 --> 02:05:42.995]  There's major research behind this all.
[02:05:43.295 --> 02:05:52.559]   You need to get Joint Relief Max from InfoWarsMD and Nerve Renew from InfoWarsMD exclusively at InfoWarsStore.com
[02:05:52.559 --> 02:05:53.239]  right now.
[02:05:53.239 --> 02:05:55.679]  Introducing them both 25% off.
[02:05:55.679 --> 02:05:59.679]   You'll find them exclusively at InfoWarsStore.com and they fund our operation.
[02:05:59.679 --> 02:06:06.760]  Another world.
[02:06:06.760 --> 02:06:08.319]  Cut to video.
[02:06:10.859 --> 02:06:12.401]  Another time.
[02:06:12.521 --> 02:06:13.683]  In the Age of Wonder.
[02:06:13.763 --> 02:06:14.764]  Dude, you saved my ass.
[02:06:14.945 --> 02:06:16.226]  In the Age of... Oh, hold on.
[02:06:16.266 --> 02:06:17.127]  I gotta take a shower.
[02:06:16.947 --> 02:06:17.447]  What?
[02:06:17.447 --> 02:06:20.947]  Another world.
[02:06:20.947 --> 02:06:23.447]  Another time.
[02:06:23.447 --> 02:06:26.447]  His life was green and good.
[02:06:26.447 --> 02:06:29.447]  We've been told that this is a fact.
[02:06:29.447 --> 02:06:33.947]   If you are receiving this transmission, you are the resistance.
[02:06:34.479 --> 02:06:40.462]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[02:06:41.202 --> 02:06:44.964]  You know, the coolest part of my job is I get to know all these amazing people.
[02:06:45.024 --> 02:06:47.385]  Our regular listeners, our fans, I see you out there.
[02:06:47.705 --> 02:06:54.308]  Every race, color, and creed, but you've got that electricity in your eyes versus that dead shark-eyed stare on the left of their minions and those that have fallen to it.
[02:06:54.828 --> 02:07:11.051]  I get to know the Gab McKinnis's, I get to know the Owen Schroer's, I get to know the Joe Rogan's, the Tucker Carlson's, I get to know the Donald Trump's, I get to know all these amazing people, and you've told me this at dinner once, but you haven't ever told it on air, I don't think, but it shows how I think you're awesome.
[02:07:11.091 --> 02:07:22.474]  I've been following you for 20 years, love your work, think you're a really smart guy, super entertaining, and then it just, to me, when you were down and bummed out and thinking about quitting, I was like, you can't, you're amazing.
[02:07:23.654 --> 02:07:28.438]  I mean, I didn't realize how down you were at that time, so why don't you tell that story, but also the whole unity issue.
[02:07:28.458 --> 02:07:31.981]  Yeah, I gotta thank Alex Jones for saving my life, really.
[02:07:32.301 --> 02:07:40.848]  I had just been fired from CRTV, which is The Blaze now, they merged with The Blaze, and I was trying my hand at mainstream.
[02:07:40.888 --> 02:07:52.656]   I didn't swear, I didn't talk about The Proud Boys too much, and I didn't say anything too controversial, and then I got fired from that, and I was like, Alright, you know what?
[02:07:53.457 --> 02:07:54.677]  20 years, 30 years of media.
[02:07:54.697 --> 02:07:56.058]  I had a good run.
[02:07:56.118 --> 02:07:57.318]  I'm in my 50s now.
[02:07:57.758 --> 02:07:58.919]  I guess I'll just pack it in.
[02:07:58.959 --> 02:08:01.439]  Maybe I'll go back to being a cartoonist.
[02:08:02.380 --> 02:08:04.941]  And I came here, I had a cowboy hat on and a jean jacket.
[02:08:04.961 --> 02:08:06.141]  I wasn't even wearing a suit anymore.
[02:08:06.801 --> 02:08:09.822]  And you go, no, now you have to go full drive.
[02:08:09.842 --> 02:08:10.863]  We gotta go to Hawaii.
[02:08:11.123 --> 02:08:12.503]  You gotta come work here.
[02:08:13.404 --> 02:08:14.724]  Meet my family, meet my son.
[02:08:14.964 --> 02:08:16.184]  We gotta go hard.
[02:08:16.224 --> 02:08:17.425]  This is when you go harder.
[02:08:17.925 --> 02:08:20.247]  When you're down, that's when you get to get up off the mat.
[02:08:20.307 --> 02:08:21.608]  And I was like, I don't know about that.
[02:08:22.068 --> 02:08:27.332]  And then you played this Bionic Man clip where you go, we can rebuild him.
[02:08:28.213 --> 02:08:31.835]  And it was just like, just having that faith in me as a friend, I really appreciate it.
[02:08:31.855 --> 02:08:32.596]  I might start crying now.
[02:08:32.996 --> 02:08:41.903]  But when you played that clip, I came out of that day, we went out for dinner that night, but I just came out of that trip to Austin, like, revitalized.
[02:08:42.323 --> 02:08:44.225]   And I was like, Fuck yeah.
[02:08:44.746 --> 02:08:47.028]  Let's go ten times harder.
[02:08:47.429 --> 02:08:48.770]  And I built a website.
[02:08:48.831 --> 02:08:49.812]  I mean, it was getting hacked.
[02:08:50.092 --> 02:08:54.137]  I can't bank anymore, so I can't be on any banking records.
[02:08:54.558 --> 02:08:56.320]  Like, I can't do MailChimp.
[02:08:56.340 --> 02:08:57.481]  Like, I can't market.
[02:08:58.042 --> 02:09:01.626]  And I took that as a sign to work ten times harder.
[02:09:02.287 --> 02:09:04.749]  And I think that's, that is really the American spirit.
[02:09:04.769 --> 02:09:06.470]  Like, in the Boer War, what did they do?
[02:09:07.431 --> 02:09:12.395]  Boers were winning against England, and then they started attacking the women and children, and the Boers folded.
[02:09:12.855 --> 02:09:15.377]  And it was, I don't blame the Boers, they had concentration camps.
[02:09:15.638 --> 02:09:16.258]  Children were starved.
[02:09:16.278 --> 02:09:17.399]  The British invented them for that.
[02:09:17.779 --> 02:09:19.401]  Yeah, that was horrific.
[02:09:19.581 --> 02:09:21.402]  That might be where Hitler got the idea.
[02:09:21.522 --> 02:09:21.983]  Actually, he did.
[02:09:22.483 --> 02:09:24.825]  They used that as an Nuremberg defense, that the British invented the camps.
[02:09:25.085 --> 02:09:25.345]  Really?
[02:09:26.406 --> 02:09:27.746]  They try it with Americans.
[02:09:28.306 --> 02:09:34.048]  300 years of fighting the Indians, and then the British start killing women and children.
[02:09:34.308 --> 02:09:34.988]  And what do they do?
[02:09:35.548 --> 02:09:37.488]  They get stronger, they get angrier.
[02:09:37.548 --> 02:09:40.029]  You kill my kids, I'm killing your kids and you!
[02:09:40.669 --> 02:09:42.390]  And they became an independent nation.
[02:09:42.770 --> 02:09:46.590]  So, this is actually the most wonderful thing about America.
[02:09:46.650 --> 02:09:51.612]  This whole thing of, you decimate me, you ruin me, and now I'm mad.
[02:09:52.152 --> 02:09:53.152]  Now I'm ready to...
[02:09:53.672 --> 02:09:55.653]  Well, that's the thing.
[02:09:56.013 --> 02:10:00.954]  When we get persecuted, if the survivors don't give up, we get stronger.
[02:10:01.494 --> 02:10:05.856]  And we're not wanting the persecution, but if you're going to give it to me, I'm going to make lemonade out of this.
[02:10:05.876 --> 02:10:07.536]  It's a very uniquely American thing.
[02:10:08.176 --> 02:10:11.617]  And it's not exclusive to America.
[02:10:11.637 --> 02:10:13.578]  I mean, you saw it in Vietnam when they get attacked.
[02:10:15.818 --> 02:10:17.439]  I'm sorry, yeah, don't mess with them.
[02:10:17.479 --> 02:10:20.179]  And they're super nice to Americans now, like, you're a friend now, come on in.
[02:10:20.439 --> 02:10:22.880]  Oh yeah, Vietnam vets go to Vietnam all the time.
[02:10:23.300 --> 02:10:26.120]  They don't wear their hats that say Vietnam vet, I think it's illegal.
[02:10:26.560 --> 02:10:27.760]  But they go there all the time.
[02:10:28.000 --> 02:10:30.141]  They won't go to China, but they'll go to Vietnam.
[02:10:30.761 --> 02:10:34.862]  And it's just an inspiring thing about living here.
[02:10:34.902 --> 02:10:38.942]  Well, you know, Ho Chi Minh wanted to stop being a communist and work with the U.S., but they said no.
[02:10:39.423 --> 02:10:39.623]  Yeah.
[02:10:39.863 --> 02:10:41.563]  And just, we want a war with you.
[02:10:41.983 --> 02:10:45.064]  Wasn't he really inspired by the Constitution?
[02:10:45.244 --> 02:10:45.484]  Yes.
[02:10:45.624 --> 02:10:48.945]  And wanted to make it the backbone of Vietnam's society?
[02:10:49.365 --> 02:10:50.925]  But they thought, we'll just kick you guys around.
[02:10:50.945 --> 02:10:52.085]  They're like, no, you're not going to kick us around.
[02:10:53.086 --> 02:10:57.807]  You know what's great about right now is Vietnam vets are so old, they're finally starting to talk.
[02:10:58.627 --> 02:11:01.668]  They seem to have recovered enough to talk.
[02:11:01.848 --> 02:11:03.908]  And I've been telling- You know, that's one- Go ahead.
[02:11:04.028 --> 02:11:11.130]  And their stories are just- The capabilities of those men, especially what do they call them, the leg guys, the infantry guys.
[02:11:11.670 --> 02:11:17.813]  To just be in the jungle for days upon days, being shot at, carrying three days of water on their back.
[02:11:18.273 --> 02:11:27.697]  It's, it's like, it's beyond... Well, my uncle died nine years ago, and he's such a great guy, and we knew he was highly decorated and a big patriot, and they hired him in the CIA.
[02:11:28.277 --> 02:11:30.198]  I ran contra and a secret army officer and all that stuff.
[02:11:30.218 --> 02:11:38.861]  But the point was, he never, after he died, I got to see some of his papers and stuff and all the silver stars and the rest of it in Cambodia and Laos, the secret operations special forces.
[02:11:39.141 --> 02:11:43.383]  He was a helicopter pilot, just like a robot, being shot at, never stopped, picked people up, you know, everything.
[02:11:43.603 --> 02:11:46.024]  They would sit on phone books and helmets because the bullets were all coming up at them.
[02:11:46.564 --> 02:11:53.786]  And just, you see how tough those guys were, put on a mission that was criminal, but they didn't know they still carried it out, versus the wimps we're producing today.
[02:11:54.247 --> 02:11:55.067]  And it's just night and day.
[02:11:55.507 --> 02:11:56.048]  Night and day.
[02:11:56.548 --> 02:11:59.651]  Did you see that dude who built a castle by himself?
[02:11:59.751 --> 02:12:00.973]  I think his name's Jim Bishop.
[02:12:01.473 --> 02:12:07.699]  It took him 50 years and it's got buttresses that go 15 feet into the ground and iron gates.
[02:12:07.920 --> 02:12:09.081]  It's like five stories tall.
[02:12:09.281 --> 02:12:10.522]  He didn't even have a crane.
