[00:00:00.000 --> 00:00:14.660]  [outro music]
[01:04:14.663 --> 01:04:17.845]  How would the research study be delayed for COVID stuff?
[01:04:18.025 --> 01:04:22.169]   Like, Well not for COVID specifically, so like now we're basically focusing on mRNA beyond COVID.
[01:04:22.389 --> 01:04:25.873]  So quite a lot of our forward looking research studies have got to make sure they're on track when things like that happen.
[01:04:25.953 --> 01:04:28.956]  So what is RNA going to be used for in the future?
[01:04:29.697 --> 01:04:33.821]  Uh, watch this up, I can't tell you because the camera looks... Wait, why not?
[01:04:34.662 --> 01:04:40.067]  Come on, I feel like, I feel like there's, you know, it's just going to be like, what?
[01:04:40.087 --> 01:04:40.448]  For flu?
[01:04:40.468 --> 01:04:40.688]  Right.
[01:04:42.349 --> 01:04:43.889]  It'll be for other things, too.
[01:04:43.949 --> 01:04:46.850]  There's a whole list of things we're developing it for.
[01:04:47.050 --> 01:04:48.151]  Yeah, not just for viruses.
[01:04:48.171 --> 01:04:50.131]  We're applying it for, like, oncology.
[01:04:50.191 --> 01:04:54.593]  Well, I'm less certain about the oncology prospects, but we're doing it for, like, gene editing, like, wait, yeah.
[01:04:54.633 --> 01:04:54.853]  Wow.
[01:04:55.013 --> 01:04:58.954]  So for photos to move beyond, at least internally, our focus there is to move beyond COVID.
[01:04:59.294 --> 01:04:59.514]  Yeah.
[01:04:59.534 --> 01:05:02.235]  Like, now they have, like, a dedicated COVID emergency, and it just speaks out on that.
[01:05:02.635 --> 01:05:05.915]   Instead the company has folks on like, "Okay, now what are we going to use this technology in the future?"
[01:05:05.915 --> 01:05:07.915]  Because that's what we, the rest is coming out now.
[01:05:07.915 --> 01:05:08.415]  Right.
[01:05:08.415 --> 01:05:09.915]  Like, no one gives a shit about COVID.
[01:05:09.915 --> 01:05:10.415]  Right.
[01:05:10.415 --> 01:05:16.115]   Like, is Pfizer going to be held liable for like any of these vaccine injuries that have happened?
[01:05:16.115 --> 01:05:18.115]  Uh, I don't think so.
[01:05:18.813 --> 01:05:22.795]  Because usually when you give drugs, people think it's like a known side effect.
[01:05:23.115 --> 01:05:25.457]  It's like this, it's like, oh yeah, I'm like definitely legal.
[01:05:25.477 --> 01:05:29.659]  But it could be, I mean, there are like a lot of people who are like, BIOX and heart attacks.
[01:05:30.560 --> 01:05:30.820]  Really?
[01:05:30.920 --> 01:05:31.680]  BIOX?
[01:05:31.740 --> 01:05:32.381]  But that wasn't it.
[01:05:32.421 --> 01:05:32.901]  That wasn't for us.
[01:05:32.921 --> 01:05:33.941]  That was another pharma company.
[01:05:34.402 --> 01:05:36.423]  But they told me, like, to monitor me for it over time.
[01:05:36.923 --> 01:05:40.045]  So, there hasn't been like any problems so far.
[01:05:40.065 --> 01:05:40.785]  But we'll see.
[01:05:41.826 --> 01:05:43.227]  Like, in the next several years, if anything comes up.
[01:05:43.287 --> 01:05:43.907]  If anything comes up.
[01:05:43.947 --> 01:05:44.968]  I'm hoping it won't, obviously.
[01:05:46.268 --> 01:05:49.632]  Hope nobody's growing three legs or something like that, right?
[01:05:50.232 --> 01:05:52.374]  Yeah, or like the entire next generation is like super fucked up.
[01:05:52.575 --> 01:05:53.776]  Can you imagine the scandal?
[01:05:54.516 --> 01:05:55.197]  Oh my god.
[01:05:55.237 --> 01:05:56.899]  I mean, I take five years off my resume.
[01:05:56.979 --> 01:06:01.183]  I was telling you earlier about the menstrual cycle, so we will have to investigate that down the line.
[01:06:01.463 --> 01:06:01.783]  Yeah.
[01:06:02.484 --> 01:06:13.253]   Because that is a little concerning, because like if you think about the science, like it shouldn't be interacting with like, you know, the Uh, it's called, like, the hypothalamus, atheroscleric and gonadal axis.
[01:06:13.413 --> 01:06:13.734]  Right.
[01:06:13.754 --> 01:06:16.075]  Like, you know, the hormones are linked, they're misaligned, things like that?
[01:06:16.635 --> 01:06:19.617]  And the axon shouldn't be interfering with that, so we don't really... It shouldn't?
[01:06:19.798 --> 01:06:20.498]  It shouldn't, no.
[01:06:20.658 --> 01:06:21.279]  What, is it?
[01:06:22.279 --> 01:06:24.141]  There's something happening, but we don't know if we're, um...
[01:06:25.129 --> 01:06:30.334]  Well, I mean, you're a urologist, so you must understand, like, what's going on with it, right?
[01:06:30.374 --> 01:06:32.716]  Like... Well, that's why I never said that it's weird.
[01:06:32.856 --> 01:06:38.041]  I mean, I've heard that, you know, like, just mental cycles and... I don't know what's going on there, actually.
[01:06:39.102 --> 01:06:39.262]  Yeah.
[01:06:39.282 --> 01:06:41.204]  And we don't discover something really bad from that one.
[01:06:41.384 --> 01:06:46.389]  And we don't find out that, like, somehow this mRNA, like, is losing a body, and then it, like, passes...
[01:06:46.969 --> 01:06:50.472]  Because it has to be impacting something hormonal to impact menstrual cycles.
[01:06:50.673 --> 01:06:50.933]  Right.
[01:06:50.973 --> 01:06:58.180]  So somehow, the vaccines must be interacting with like that axis signal, the HPG axis, to cause these hormones in menstrual cycles.
[01:06:58.680 --> 01:06:59.501]  The HPG axis?
[01:06:59.521 --> 01:07:07.488]  Yeah, it goes like the hypothalamus, pituitary, and then gonads.
[01:07:07.508 --> 01:07:11.692]  So the HPG axis is why the fertility problems are happening.
[01:07:11.732 --> 01:07:12.853]  Yeah, because they control the cycles.
[01:07:12.913 --> 01:07:15.814]  So like, if they decide you're impacting that, it must be impacting these hormones.
[01:07:16.354 --> 01:07:16.934]  I don't know.
[01:07:17.415 --> 01:07:19.636]  But then we're going to call, like, how are they impacting these hormones?
[01:07:19.656 --> 01:07:21.917]  Because, like, the signaling sucks in, like, the brain, right?
[01:07:22.177 --> 01:07:22.277]  Right.
[01:07:22.357 --> 01:07:24.238]  And it actually doesn't cause the blood-brain barrier.
[01:07:25.154 --> 01:07:32.358]  I won't do, I mean, I will say, like, if you just come down, down the line with a funny launch of that thing, obviously people will, like, criticize, like, the big puts.
[01:07:32.378 --> 01:07:36.640]  There's a lot of social pressure, there's a lot of pressure, you know, all the pressure to get the vaccine.
[01:07:36.660 --> 01:07:38.701]  Like, I have to be perfectly honest, I would have gotten five, right?
[01:07:38.721 --> 01:07:38.941]  Right.
[01:07:39.641 --> 01:07:43.480]   And if something were to happen downstream, and it was like completely bad, I think it would...
[01:07:43.480 --> 01:07:46.280]  I mean, the scale of that is kind of what it is.
[01:07:46.280 --> 01:07:57.961]  I'm a huge believer in information.
[01:07:58.133 --> 01:08:01.256]  I watch InfoWars every day and follow Alex Jones closely.
[01:08:01.276 --> 01:08:01.736]  You know why?
[01:08:01.876 --> 01:08:02.977]  He can put you ahead of the curve.
[01:08:03.338 --> 01:08:06.060]  And he's been demonized as a conspiracy theorist.
[01:08:06.961 --> 01:08:10.164]  Think about how frustrated we are if you've been awake for a year or two.
[01:08:10.184 --> 01:08:13.987]  Imagine being like an Alex Jones or those guys who've been awake for like decades.
[01:08:15.989 --> 01:08:18.892]  Alex has been right on for over a decade.
[01:08:18.972 --> 01:08:20.133]  This is reality.
[01:08:21.988 --> 01:08:24.369]  The truth is stranger than fiction.
[01:08:24.589 --> 01:08:29.350]  A revolution of peaceful information is coming, and when it comes time, you people are going to be brought to punish.
[01:08:29.450 --> 01:08:30.630]  You're lying to the public.
[01:08:30.650 --> 01:08:31.431]  It's disgusting.
[01:08:31.711 --> 01:08:35.052]  The media continues to misrepresent what I've said.
[01:08:35.132 --> 01:08:37.953]  He may be America's best-known conspiracy theorist.
[01:08:38.073 --> 01:08:45.975]  Alex Jones has the largest audience in the country, bigger than any of the networks, the biggest megaphone in the country.
[01:08:45.795 --> 01:08:47.795]  We're gonna get fired up about the real things!
[01:08:47.795 --> 01:08:49.194]  The things that matter!
[01:08:49.194 --> 01:08:52.134]  [music playing]
[01:08:52.134 --> 01:08:55.074]  Burning hell, New World Order.
[01:08:55.074 --> 01:08:58.474]  [music playing]
[01:08:58.474 --> 01:09:11.814]  You have the post-war balloons in the shot-down?
[01:09:11.814 --> 01:09:12.814]  Go ahead and roll them.
[01:09:12.914 --> 01:09:16.255]  [music playing]
[01:09:16.255 --> 01:09:19.614]  [music playing]
[01:09:19.614 --> 01:09:22.194]  (upbeat music)
[01:09:22.194 --> 01:09:23.454]  (upbeat music)
[01:09:23.317 --> 01:09:38.317]  (music)
[01:09:38.317 --> 01:09:39.317]  Here we go!
[01:09:39.317 --> 01:09:44.317]  (music)
[01:09:44.317 --> 01:09:45.317]  Boom!
[01:09:45.317 --> 01:09:52.317]  (cheering)
[01:09:52.317 --> 01:09:55.317]  That's my Air Force right there, buddy!
[01:09:55.317 --> 01:09:59.317]  (music)
[01:09:59.798 --> 01:10:06.322]  Alright, there's so many facets to this, and this is all happening live on the Saturday, February 4th, worldwide transmission.
[01:10:06.342 --> 01:10:08.584]  Robert Barnes with us for the next 50 minutes.
[01:10:10.370 --> 01:10:12.271]  But I'm not a warmonger.
[01:10:12.471 --> 01:10:13.191]  I don't want war.
[01:10:13.411 --> 01:10:15.192]  We shouldn't be fighting Russia and Ukraine.
[01:10:15.292 --> 01:10:16.793]  But China has infiltrated us.
[01:10:16.833 --> 01:10:17.733]  It works with the globalists.
[01:10:18.153 --> 01:10:19.774]  It's bought off much of the Democratic Party.
[01:10:20.714 --> 01:10:22.135]  It controls Mitch McConnell's wife.
[01:10:22.695 --> 01:10:24.096]  They control some Republicans as well.
[01:10:24.676 --> 01:10:27.377]  Very healthy to wake up to an outside threat.
[01:10:27.397 --> 01:10:32.599]  It's very healthy for Bill Maher to come out and say we're run by communist Chinese and the Democrats are malice.
[01:10:32.699 --> 01:10:33.500]  It shows we're winning.
[01:10:33.860 --> 01:10:35.821]  Trump comes out and says the same thing.
[01:10:36.681 --> 01:10:42.884]  We've been beating this drum forever for over 20 plus years, but now this is really coming down to brass tacks.
[01:10:42.984 --> 01:10:44.585]  It's a big time to be alive.
[01:10:45.065 --> 01:10:51.388]  Robert Barnes, I want to hit all the big vaccine news, the WEF news, the economy news, so much huge stuff that you're right at the tip of the spear on.
[01:10:51.408 --> 01:11:01.453]  But first off, your response to this shoot down of the balloon right over the coastline of South Carolina, where you see this going, the different angles and the big awakening to the Chi-Coms being the real enemy.
[01:11:02.958 --> 01:11:04.439]  Yes, I'm just seeing that.
[01:11:04.559 --> 01:11:08.223]  So did they definitely successfully knock down the balloon?
[01:11:08.703 --> 01:11:21.454]  Yes, it's being reported, it's on Fox News right now, that right on the coastline of South Carolina, Myrtle Beach, and we've got some even better footage that we were showing earlier on a telephoto lens showing the balloon being blown up.
[01:11:21.915 --> 01:11:23.997]  In fact, go ahead and roll that with audio, guys.
[01:11:24.017 --> 01:11:24.357]  Here it is.
[01:11:24.957 --> 01:11:27.379]  Checking Twitter on several different officia... Oh!
[01:11:31.670 --> 01:11:33.331]  I believe it just happened there.
[01:11:34.952 --> 01:11:37.354]  That was it, live, raw, and unfiltered.
[01:11:37.374 --> 01:11:52.064]  It appears that that China spy balloon... So that's Fox News about 15 minutes ago, was covering it live, when a jet flies by, clearly fires what looks like a Sidewinder missile or something along those lines, or a Sparrow missile into it.
[01:11:52.104 --> 01:11:52.564]  Robert Barnes.
[01:11:53.928 --> 01:12:02.591]  Yeah, because I mean, I had seen a range of analysis that had suggested it was very difficult, due to the altitude, to blow up the balloon.
[01:12:03.272 --> 01:12:15.316]  So that's why I was curious about, you know, whether we definitely knew they were successful doing so, the degree to which, whether the balloon just came down to a lower altitude that made it more manageable.
[01:12:15.376 --> 01:12:15.596]  It did.
[01:12:15.636 --> 01:12:18.177]  It came over us at 80,000 feet, went down to 60.
[01:12:18.717 --> 01:12:22.959]  The F-16s can go up to about 60, especially if they only fill up their tanks halfway.
[01:12:24.635 --> 01:12:26.637]  Okay, all right, so it came down far.
[01:12:26.957 --> 01:12:38.346]  You know, that would suggest the, I mean, it's a fascinating story because deciphering exactly what everybody's intentions were is something that I find difficult in this particular context.
[01:12:38.827 --> 01:12:45.232]  Because you have, you know, why would China blow up their meeting on the eve of the meeting by doing this?
[01:12:46.413 --> 01:12:51.939]  Was it a point of China trying to show leverage to the United States if they had technology the United States doesn't have?
[01:12:52.239 --> 01:12:58.245]  We've been trying to develop spy balloons of this type for a while that are actually steerable.
[01:12:58.426 --> 01:13:03.010]  We haven't had success doing so, but there's a big budget for it within the Defense Department.
[01:13:03.651 --> 01:13:07.395]  Was this China showing off and bragging on the eve of Blinken's supposed to go there?
[01:13:08.996 --> 01:13:12.538]  Is it somebody within China that wanted to destabilize that meeting?
[01:13:12.558 --> 01:13:13.598]  Is it somebody within the U.S.
[01:13:14.059 --> 01:13:16.820]  that wanted to destabilize that meeting by having this event?
[01:13:16.980 --> 01:13:17.360]  Exactly.
[01:13:17.380 --> 01:13:25.184]  This is like the Pentagon allowing Lee Harvey Oswald to give the technicals on the U-2 spy plane ahead of peace deals to get a U-2 shot down.
[01:13:26.371 --> 01:13:27.092]  Yeah, exactly.
[01:13:27.252 --> 01:13:27.592]  Exactly.
[01:13:27.692 --> 01:13:34.436]  I mean, that's why it's like there's some story within a story here that's different than the official media narrative, is my takeaway.
[01:13:34.777 --> 01:13:45.644]   That when you see a sort of orchestrated narrative like this, where people's incentives don't quite line up, The Pentagon's incentives don't quite line up with what they said.
[01:13:45.724 --> 01:13:49.406]  The China's incentives don't quite line up with what they're accused of doing here.
[01:13:49.806 --> 01:13:51.788]  So the something is anomalous.
[01:13:51.808 --> 01:14:02.454]  But I thought one of the key point you raised yesterday that most people don't know, like if the China's point was they have weapons beyond the technology that the United States claims.
[01:14:02.814 --> 01:14:10.459]  There's some within the Pentagon that believe China's totally backwards militarily and that consequently a war with China would be easily won.
[01:14:10.999 --> 01:14:23.046]  People like Colonel McGregor has been saying that's nonsense for a while, and that while China has limitations, particularly in submarines and naval airfare, it's actually very well defended, and it's designed its weapons to be defensive.
[01:14:23.286 --> 01:14:24.807]  And they prove they're willing to lose.
[01:14:24.907 --> 01:14:31.631]  I mean, in Korea, we were defeating the North Koreans and a million Chinese, so they sent in five million and began to kick our ass.
[01:14:32.071 --> 01:14:33.752]  MacArthur wanted to drop atomic bombs.
[01:14:34.393 --> 01:14:36.254]  He then got, you know, removed of command.
[01:14:37.074 --> 01:14:37.915]  By Harry Truman.
[01:14:38.475 --> 01:14:46.782]  And so the truth is, is that if you actually get in a fight with, and all groups are tough, all groups will fight, but people look at Asians and they think, oh, nice, polite Asians.
[01:14:47.362 --> 01:14:51.045]  Once Asians get in a war, they just, I mean, it's hell.
[01:14:51.646 --> 01:15:00.593]  And so that's what's happening right now is China is fully mobilized, ready to go, and they're willing to lose a lot of troops.
[01:15:01.997 --> 01:15:20.516]  Well, you know, one of the reasons why I love watching InfoWars is there's always something I discover that I consider myself well-read and well-informed on a wide range of topics, but I was completely unaware of the big Japan plan to use balloons as bombs over the United States.
[01:15:20.736 --> 01:15:23.219]  I didn't even know that existed until you mentioned it yesterday.
[01:15:23.877 --> 01:15:35.243]  I was like, now that would be, but my guess is that China has full awareness of it, and that if there's a nefarious intention of what China did here, I assume it's exactly what you were talking about.
[01:15:35.423 --> 01:15:45.488]  China wanted to say, you think that we have limits, you think we can't do things, you think we can't counter-attack, you think you can bully us like you bully Russia, and this is from the China mindset.
[01:15:46.068 --> 01:15:55.672]  And so China's like, well, remember when Japan was trying to design 9,000 balloon bombs to fly over the United States and create fires all across the country?
[01:15:56.292 --> 01:15:57.653]  Oh, well, guess what?
[01:15:57.933 --> 01:16:00.434]  We actually now have weapons that can do precisely that.
[01:16:00.794 --> 01:16:01.854]  We now have the steerage.
[01:16:01.874 --> 01:16:08.497]  Because always been the technological hurdle with these balloons has been the ability to steer them.
[01:16:08.517 --> 01:16:08.857]  That's right.
[01:16:09.517 --> 01:16:11.098]  This thing's been changing course everywhere.
[01:16:11.138 --> 01:16:13.560]  Not going up and down like a regular weather balloon.
[01:16:13.580 --> 01:16:15.742]  This is a gigantic thing, bigger than a football field.
[01:16:16.282 --> 01:16:21.166]  Just the stuff hanging off of it is three school buses long, multiple school buses wide.
[01:16:22.407 --> 01:16:27.991]  I believe from their past statements, I have a stack of articles here from them, that they're looking to deliver EMPs via these.
[01:16:28.051 --> 01:16:32.134]  Because again, a satellite detonates one, it bounces off the magnetic field.
[01:16:32.154 --> 01:16:33.935]  You've got to detonate it below the magnetic field.
[01:16:34.215 --> 01:16:36.077]  That's why a balloon is the perfect delivery device.
[01:16:37.222 --> 01:16:57.331]  Well, I thought your point made more sense than all of this, because I was like, the spy balloon stuff didn't make much sense to me, because I was like, you get a little bit of an edge with a balloon in the sense that it can linger a little bit longer than a satellite, but generally satellites, drones, spy planes are all going to be more effective at getting that information than something you can spot from the ground.
[01:16:57.751 --> 01:17:05.716]  The only real reason to send this over is if you're sending, not saying, hey, look at our new spy technology that's really not that sophisticated.
[01:17:06.077 --> 01:17:12.601]  It's if what you're talking about, by the way, we have a weapon where we can do what Japan was trying to do but failed to do.
[01:17:13.141 --> 01:17:17.766]  And that it's a game-changing potential operation as to what we can do.
[01:17:18.507 --> 01:17:34.185]  And that made a lot more explanation that China was making a leverage play, trying to say on the eve of the Blinken Summit, we have a... Just like the US did before the collapse of the Soviet Union, showing all the advanced satellite technology to shoot down ICBMs.
[01:17:35.219 --> 01:17:35.979]  That's exactly right.
[01:17:36.120 --> 01:17:38.261]  I mean, remember the whole U-2 incident?
[01:17:38.821 --> 01:17:39.702]  You've talked about this.
[01:17:40.022 --> 01:17:46.506]  The U-2 incident was designed to derail aspects of certain peace negotiations that were being considered at the time.
[01:17:46.906 --> 01:18:01.515]  So what happened there, whether that was done deliberately, whether that was done by the Russians, people within the Soviet Union who didn't want to talk about reducing nuclear conflict, whether it was people within the deep state in the United States that did it.
[01:18:01.935 --> 01:18:28.446]   I think you may have that attribute here, but the most logical explanation of this is that this was somebody within China, maybe Xi, maybe the more hardliners within China, that wanted to show off to the United States on the eve of these big discussions that, yeah, we actually have very dangerous weapons, and it's amazing, and that would make more sense of how the mainstream media has been talking about everything except The weapons aspect.
[01:18:28.786 --> 01:18:35.775]  They've been talking about this being a spy balloon, which did not make a tremendous... that wouldn't be all that impressive that they had a spy balloon.
[01:18:36.095 --> 01:18:43.725]  What would be impressive is if they had a balloon they could steer that could be an airship carrying and delivering, as you point out, weapons.
[01:18:44.225 --> 01:18:53.750]  And China would be the kind of country that would have memory of what the Japanese tried because of their long, brutal war with Japan.
[01:18:54.131 --> 01:19:07.139]   They would be intimately aware that, okay, this was a means by which you could show off unique weapons, particularly because there's people within the Pentagon who are encouraging Trump was always smart.
[01:19:07.239 --> 01:19:09.401]  Trump said, let's politically isolate them.
[01:19:09.641 --> 01:19:11.884]  Let's economically demand fair trade from them.
[01:19:12.164 --> 01:19:14.566]  Let's not expand their social credit system.
[01:19:15.868 --> 01:19:20.412]  But he said, but there's no reason to get into a ground war with them or a nuclear war with them.
[01:19:20.432 --> 01:19:21.253]  That doesn't make sense.
[01:19:22.573 --> 01:19:28.655]  So that would suggest what you're talking about makes a lot more sense about what this really is designed for.
[01:19:29.455 --> 01:19:38.778]  It's like Russia designing those Poseidons, those little nuclear submarines, those mini-submarines that are actually drone-operated that can induce a tsunami.
[01:19:39.358 --> 01:19:47.062]  That the goal of this is as a to say, hey, United States, by the way, we have weapons that can be very, very scary.
[01:19:47.442 --> 01:19:53.326]  And that's what I think the media is trying to suppress by calling it a spy balloon rather than calling it what it really is.
[01:19:53.386 --> 01:19:54.506]  Something changed today.
[01:19:54.586 --> 01:19:57.828]  I showed the headline about two hours ago.
[01:19:57.948 --> 01:20:00.269]  Biden put out a statement saying we're going to take care of it.
[01:20:00.729 --> 01:20:02.130]  So there was such public pressure.
[01:20:02.150 --> 01:20:04.451]  Because Biden's a Chinese.
[01:20:06.070 --> 01:20:07.330]  Not even an operative, he's paid by him.
[01:20:07.370 --> 01:20:07.731]  He's a whore.
[01:20:07.771 --> 01:20:08.491]  He gets money for everybody.
[01:20:08.511 --> 01:20:15.213]  But them, number one, if he's a whore, this is his most popular John that's been buying off him and his son.
[01:20:16.314 --> 01:20:16.694]  So why?
[01:20:16.814 --> 01:20:18.034]  He comes out and says, we'll take care of it.
[01:20:18.074 --> 01:20:19.935]  And Iran is about to leave US airspace.
[01:20:20.935 --> 01:20:21.695]  They shoot it down.
[01:20:22.056 --> 01:20:26.157]  Very suspicious they didn't do it over land when it was way out in the mountains and stuff.
[01:20:26.377 --> 01:20:28.738]  It's almost like they don't want us to know what was on board that thing.
[01:20:29.018 --> 01:20:29.798]  So what do you make of that?
[01:20:30.899 --> 01:20:31.419]  Yeah, I agree.
[01:20:31.439 --> 01:20:34.900]  Because their official excuse was they were worried about a debris field.
[01:20:36.170 --> 01:20:43.574]  And it's striking it knocking it down earlier, maybe, but the arguments that I had seen was that probability was pretty low.
[01:20:43.694 --> 01:20:52.178]  I think your explanation makes more sense that if this is lost in the water, then whatever it is will never be discovered again, not by any ordinary American.
[01:20:52.318 --> 01:21:01.522]   Whereas if they put it down over the land, then some ordinary person could find it and discover something different than what Isn't it?
[01:21:01.643 --> 01:21:04.244]  Because I'm not pro-war, but China's the main threat.
[01:21:04.264 --> 01:21:11.628]  I think this is very healthy that Bill Maher and Trump and everybody, it's all over the news, is coming out against China and their control of U.S.
[01:21:11.648 --> 01:21:12.088]  politicians.
[01:21:12.128 --> 01:21:13.970]  I think this is a very healthy moment.
[01:21:13.990 --> 01:21:23.315]  Just like the whole vaccine lie is collapsing, the whole COVID lie is collapsing, the whole cover-up of China's control of America through globalism is collapsing right now.
[01:21:25.000 --> 01:21:31.084]  Yeah, I think a lot of those global... the way I would put it is Joe Biden is a prostitute who thinks he's the pimp.
[01:21:31.745 --> 01:21:36.829]  And so he thinks he's the boss of China rather than the other way around.
[01:21:37.329 --> 01:21:46.936]  And globalists think they can control China rather... and use China for their own purposes in ways that... Exactly, and they're reaching that moment where they know fully China's broken with them.
[01:21:48.067 --> 01:21:48.447]  Absolutely.
[01:21:48.467 --> 01:21:49.708]  That's exactly right.
[01:21:50.309 --> 01:22:10.906]  The reality is, the idea that they could always keep China as their loyal little factory worker, their little experimenter, their ones that could implement social credit scores, implement Wuhan-style lockdowns that they could use to export the social credit score system to the world, use to export the lockdown strategy to the world.
[01:22:11.406 --> 01:22:11.587]  Exactly.
[01:22:11.667 --> 01:22:14.231]  Just five years ago, and for 30 years, Soros said China was the model.
[01:22:14.051 --> 01:22:28.131]   stick their head up reflected the arrogance of people like George Soros and Bill Gates.
[01:22:28.169 --> 01:22:31.110]  And the reason is because they've stuck their head up and they want to go their own route.
[01:22:31.610 --> 01:22:37.371]  Now, I agree with you that we have no interest in the Chinese model being that we've been warning about it.
[01:22:37.411 --> 01:22:39.091]  You've been warning about it for longer than me.
[01:22:39.491 --> 01:22:44.392]  We've been talking about forever that the China social credit system is the one they want to export to the world.
[01:22:44.672 --> 01:22:53.294]  And we saw just last couple of weeks in Davos, Tony Blair basically saying exactly that, talking about digital passports, digital vaccines, Bill Gates.
[01:22:54.614 --> 01:22:58.516]  Klaus Schwab, Tony Blair, they all say China's the model.
[01:22:58.536 --> 01:23:00.778]  They're all showing their fealty to China.
[01:23:01.978 --> 01:23:02.499]  Absolutely.
[01:23:02.719 --> 01:23:09.683]  And what they wanted is, basically they've just discovered they're not the pimp of China, they're the prostitute of China.
[01:23:10.203 --> 01:23:14.266]  And consequently, they don't know quite how to react and respond to it.
[01:23:14.926 --> 01:23:16.547]  Because they're losing control.
[01:23:16.867 --> 01:23:21.410]  They're losing the economic war against Russia didn't go the way they thought.
[01:23:21.810 --> 01:23:31.177]  They thought globalism could, you know, crush Russia and then in the process build the basis for a central bank digital global currency system, financial system.
[01:23:31.437 --> 01:23:33.338]  But that didn't go to the way they want.
[01:23:33.458 --> 01:23:37.121]  And then now China's sticking its head up, going in its own direction.
[01:23:37.421 --> 01:23:38.622]  They don't want that to occur.
[01:23:38.662 --> 01:23:45.607]  And then they've discovered belatedly that all this time they thought they were using China, China was using them.
[01:23:46.688 --> 01:23:48.731]  So what comes next, Smart Cookie?
[01:23:50.213 --> 01:23:51.435]  Guy that really knows what he's talking about.
[01:23:51.595 --> 01:23:53.157]  How do you see this unfolding now?
[01:23:53.598 --> 01:23:55.300]  Every globalist initiative is falling apart.
[01:23:55.641 --> 01:23:56.162]  What do they do now?
[01:23:57.412 --> 01:24:00.674]  Well, you know, there's what we should do, and then there's the risk of what happens.
[01:24:01.035 --> 01:24:22.590]  What we should do is the Trump strategy, which is to so politically isolate China, don't emulate or imitate the social credit score system, don't look to them as an example, expose their bad conduct in the context of the pandemic and the Wuhan lab, even though that has rightful complicity, it will rightfully implicate Fauci and others in the United States and the Defense Department and the Pentagon.
[01:24:22.610 --> 01:24:25.232]  Exactly, you expose China, they'll throw the deep staters under the bus.
[01:24:26.181 --> 01:24:26.902]  That's exactly right.
[01:24:27.242 --> 01:24:29.025]  And remember, China actually said that from the beginning.
[01:24:29.405 --> 01:24:32.849]  Remember, early on, China said, this virus came from the United States.
[01:24:32.909 --> 01:24:33.810]  They kind of outed it early on.
[01:24:33.830 --> 01:24:34.571]  It said it came from the U.S.
[01:24:34.611 --> 01:24:36.754]  military, not our troops, but the people running the military.
[01:24:37.662 --> 01:24:38.443]  That's exactly right.
[01:24:38.623 --> 01:24:40.144]  And in fact, that's probably the case.
[01:24:41.265 --> 01:24:53.554]  Bill Gates, Fauci, the Defense Department all combined working together in Wuhan to use again China's kind of their guinea pig experiment about how they want to regulate and control the world.
[01:24:53.835 --> 01:24:57.858]  Remember, China's population policy was Bill Gates' wet dream of a population policy.
[01:24:57.878 --> 01:24:58.438]  Well, he says that.
[01:24:58.458 --> 01:24:59.159]  Let me ask you this.
[01:24:59.879 --> 01:25:01.160]  They weren't going to shoot it down.
[01:25:01.320 --> 01:25:02.001]  They were forced to.
[01:25:02.041 --> 01:25:03.162]  That shows the power of the people.
[01:25:04.716 --> 01:25:05.396]  Oh yeah, yeah.
[01:25:05.476 --> 01:25:15.740]  I think that they underestimated the ordinary American's reaction to a foreign nation kind of showing off its power literally over their own sky.
[01:25:15.760 --> 01:25:22.222]  So this attempt to piss on us with more balloons coming, I imagine those are going to change course now from the South and North.
[01:25:22.562 --> 01:25:23.922]  This didn't go the way China thought it would.
[01:25:24.402 --> 01:25:29.604]  Because they ordered Biden to let this do this as an exercise of power, but he got enough pressure put on him, it didn't happen.
[01:25:30.979 --> 01:25:49.089]  Yeah, no, and I think basically the key moving forward is how do we mark the line between standing up to and resisting Chinese influence and bringing American jobs back to the United States versus what some people in the Pentagon want, which is they want to go to war in China.
[01:25:49.129 --> 01:25:59.321]   They want to say, okay, if China's going to stick its head up and not always be our puppet, If they think they're the pimp instead of the prostitute, we want to smack them around like we're the pimp.
[01:25:59.681 --> 01:26:03.007]  And they want to get into an actual ground war, an air war.
[01:26:03.027 --> 01:26:04.008]  That's not good either.
[01:26:04.449 --> 01:26:05.872]  It should be economic like Trump did.
[01:26:07.369 --> 01:26:08.150]  That's exactly right.
[01:26:08.170 --> 01:26:09.411]  Because we have the resources.
[01:26:09.431 --> 01:26:14.294]  Notice Trump turned our oil back on, but as the biggest exporter turned energy back on, we were winning that.
[01:26:14.314 --> 01:26:15.975]  We don't need a war physically.
[01:26:16.396 --> 01:26:19.738]  We need an economic war to empower the world, empower freedom.
[01:26:20.259 --> 01:26:25.783]  But Biden's been doing exactly what China wants, draining our strategic oil reserve, not for us, but for them.
[01:26:27.216 --> 01:26:32.642]  Not only that, but the grand strategy, kind of like a reverse of Nixon.
[01:26:32.762 --> 01:26:35.325]  Nixon's strategy was to isolate China from Russia.
[01:26:36.145 --> 01:26:45.075]  Trump's strategy was to isolate Russia from China and have Russia be an ally rather than an adversary of the West and an adversary rather than an ally of China.
[01:26:45.095 --> 01:26:45.655]  Which is a no-brainer.
[01:26:45.715 --> 01:26:48.258]  Russia is loaded with resources.
[01:26:48.298 --> 01:26:49.860]  We should be absolutely in business with them.
