[00:00:00.169 --> 00:00:00.910]  It's official.
[01:49:32.575 --> 01:49:34.716]  Every instinct in me says this is death.
[01:49:35.056 --> 01:49:41.558]  What if... Every time I survived the war zone, I thought I was sending a warning home.
[01:49:42.558 --> 01:49:43.398]  Don't do this.
[01:49:45.399 --> 01:49:46.259]  But here we are.
[01:49:47.239 --> 01:49:48.820]  There's some kind of misunderstanding here.
[01:49:49.520 --> 01:49:49.680]  What?
[01:49:50.400 --> 01:49:51.541]  We're American, okay?
[01:49:53.945 --> 01:49:54.225]  Okay.
[01:49:55.126 --> 01:50:00.348]  What kind of American are you?
[01:50:00.368 --> 01:50:07.031]  You don't know?
[01:50:07.071 --> 01:50:09.172]  The Western forces will reach the White House on July 4th.
[01:50:09.192 --> 01:50:09.772]  Oh, my God.
[01:50:09.792 --> 01:50:12.313]  Get in the car!
[01:50:12.393 --> 01:50:13.574]  Get in the car!
[01:50:16.775 --> 01:50:17.956]  Move, move, move!
[01:50:20.317 --> 01:50:21.117]  We're gonna head back.
[01:50:22.330 --> 01:50:23.810]  I'm not hanging back.
[01:50:25.171 --> 01:50:27.311]  One nation under God.
[01:50:27.331 --> 01:50:29.072]  Indivisible.
[01:50:28.952 --> 01:50:35.952]  Indivisible, with liberty and justice for all.
[01:50:35.952 --> 01:50:37.952]  Go, go, go, go, go!
[01:50:37.952 --> 01:50:42.952]  [Applause]
[01:50:42.996 --> 01:50:44.194]  God bless America.
[01:50:44.194 --> 01:51:01.475]   So all these high budget Hollywood movies produced by Obama and others.
[01:51:01.475 --> 01:51:07.296]   We just showed you civil war, 2024, leave the world behind race war,
[01:51:07.296 --> 01:51:09.615]  cyber attacks run by Trump supporters.
[01:51:11.175 --> 01:51:13.895]   FBI officially says Trump supporters with no evidence are in a launch and attack
[01:51:13.895 --> 01:51:16.815]  with Putin and take out the power grid.
[01:51:16.815 --> 01:51:18.815]  Thank you.
[01:51:18.626 --> 01:51:26.688]  Everything we've been urgently warning you about, myself for 29 years, Steve Quill for about 33 years, is now happening.
[01:51:29.244 --> 01:51:34.608]  Steve Quill joins us right now to talk about all this.
[01:51:34.668 --> 01:51:37.170]  I want you, before he gets into it, to see these headlines.
[01:51:37.190 --> 01:51:42.514]  60% of Americans live paycheck to paycheck before the holidays.
[01:51:44.135 --> 01:51:44.715]  CNBC.
[01:51:47.057 --> 01:51:49.719]  67% of Americans can't pay their credit card debt.
[01:51:52.281 --> 01:51:55.323]  Americans continue to pile up credit card debt edging closer to $1 trillion.
[01:51:57.560 --> 01:52:00.561]  Why even Americans making more than $100,000 live paycheck to paycheck?
[01:52:02.142 --> 01:52:05.503]  How many Americans are living paycheck to paycheck?
[01:52:05.543 --> 01:52:06.163]  60 plus percent.
[01:52:08.224 --> 01:52:12.906]  Average unsecured debt skyrockets from $20,000 to $30,000 in 18 months.
[01:52:14.127 --> 01:52:17.908]  Biden's created 60 plus percent of the money supply since the country was founded, since he got in.
[01:52:20.149 --> 01:52:21.289]  And now we've got U.S.
[01:52:21.329 --> 01:52:26.502]   bank locations And Steve Quayle has documents on this.
[01:52:26.883 --> 01:52:28.284]  There's already bank runs that have been happening.
[01:52:28.324 --> 01:52:29.184]  They've been covering it up.
[01:52:30.225 --> 01:52:30.986]  And now NATO.
[01:52:32.427 --> 01:52:37.591]  And Germany have announced they're officially going into an emergency and war footing with Russia.
[01:52:37.752 --> 01:52:39.933]  And Zelensky tells Fox News.
[01:52:39.953 --> 01:52:41.875]  I've already played the clip twice.
[01:52:41.895 --> 01:52:43.877]  It's on Infowars.com if you want to see it.
[01:52:44.597 --> 01:52:45.418]  Stop crying.
[01:52:45.438 --> 01:52:45.938]  There's a quote.
[01:52:45.958 --> 01:52:46.799]  I have the transcript right here.
[01:52:46.819 --> 01:52:51.403]  In fact, hell, let's just read to you this transcript.
[01:52:51.423 --> 01:52:52.524]  You have the whole transcript right here.
[01:52:54.292 --> 01:52:54.792]  Listen to this.
[01:52:56.233 --> 01:53:01.177]  I say, aside person from government and mayors, think about the war.
[01:53:01.537 --> 01:53:03.319]  Think about how to defend our people.
[01:53:03.659 --> 01:53:06.081]  Don't travel through the world they travel.
[01:53:06.861 --> 01:53:07.602]  The front line.
[01:53:07.682 --> 01:53:08.322]  Soldiers do.
[01:53:08.383 --> 01:53:11.625]  This is not the time to build roads for today.
[01:53:12.726 --> 01:53:13.306]  Don't do it.
[01:53:13.346 --> 01:53:17.770]  Spend all your money to the weapon, to the drones, to the society.
[01:53:18.769 --> 01:53:22.912]  To the pensions, the Ukrainian pensions, and to the criteria.
[01:53:23.012 --> 01:53:26.014]  And don't cry, because you're leaders, that's why.
[01:53:26.034 --> 01:53:29.137]  And he goes on to slap everybody around.
[01:53:29.617 --> 01:53:33.400]  We are living in the most dangerous period in world history.
[01:53:34.861 --> 01:53:36.082]  Steve Quayle is our guest.
[01:53:36.102 --> 01:53:40.365]  SteveQuayle.com, bestselling author, researcher, expert on the New World Order.
[01:53:42.321 --> 01:53:44.984]  And he joins us right now, again, from SteveQuell.com.
[01:53:45.344 --> 01:53:49.028]  Steve, what a time to be still on air despite all the attacks.
[01:53:50.169 --> 01:53:51.450]  I really appreciate you, brother.
[01:53:52.672 --> 01:53:53.553]  Start wherever you'd like.
[01:53:54.488 --> 01:53:56.309]  Well, first of all, Alex, we're at war.
[01:53:56.449 --> 01:54:04.553]  You know, it's an interesting statement that most people don't understand that the financial aspect of war is what's going on behind the scenes.
[01:54:04.573 --> 01:54:13.938]  You just read the Zelensky kind of disheveled quote, but we're talking about a nuclear financial bomb going off.
[01:54:13.958 --> 01:54:18.921]  What Warren Buffett said, derivatives are financial weapons of mass destruction.
[01:54:19.671 --> 01:54:26.777]  This coming Friday, in two days, Alex, $149 trillion comes due in derivatives.
[01:54:27.237 --> 01:54:37.745]  And derivatives are nothing more than bundles of debt, sometimes sold up to a hundred times, in which are a hundred different claims against, let's say, all the mortgages in Austin, Texas.
[01:54:38.326 --> 01:54:39.667]  That's not the case.
[01:54:39.707 --> 01:54:41.689]  I'm just using that as an example.
[01:54:42.169 --> 01:54:46.933]  The credit card companies are absolutely changing all the terms and conditions.
[01:54:47.593 --> 01:55:07.623]   On the 14th, the night of the 14th, which by the way is one day before the derivative default, and they may take it down the road, but on the 14th, the 12 largest banks, Alex, are saying your credit cards, they've notified their credit card providers and servicers That we're not going to use your services any longer.
[01:55:08.003 --> 01:55:16.548]  So in all the headlines you've been reading and what people are missing is people live on their credit cards between the last paycheck and the coming paycheck.
[01:55:16.868 --> 01:55:24.573]  And we get so, how should I say this, so much Bravo Sierra bull manure about the financial condition of this country.
[01:55:24.653 --> 01:55:27.234]  Listen, nobody is buying U.S.
[01:55:27.334 --> 01:55:29.976]  debt en masse unless it's being discounted.
[01:55:30.516 --> 01:55:31.156]  Horrifically.
[01:55:31.196 --> 01:55:33.438]  There's no Chinese ships in the harbors.
[01:55:33.778 --> 01:55:36.319]  First time in the last 30 years.
[01:55:36.719 --> 01:55:39.421]  There's no money being transferred.
[01:55:39.821 --> 01:55:46.164]  People, what you see... Let's be clear, that's why all the major pharmaceutical drugs, 90% are made in China, are running out.
[01:55:47.131 --> 01:55:47.791]  Absolutely.
[01:55:48.131 --> 01:55:51.092]  And this is all asymmetrical financial warfare.
[01:55:51.392 --> 01:55:57.534]  You know, Von Clausewitz, Prussian general, made the statement, when goods don't cross borders, armies do.
[01:55:57.814 --> 01:55:58.534]  I'm going to tell everybody.
[01:55:58.694 --> 01:56:00.534]  So how do you like the lockdown now?
[01:56:00.954 --> 01:56:05.235]  Alex, we resist, we resist, we resist, or we cease to exist.
[01:56:05.616 --> 01:56:09.417]  And I don't care how many people say, oh, we got to do this, we got to do that.
[01:56:09.897 --> 01:56:13.197]  If you listen to them, the ones that are still alive, they're going to be dead.
[01:56:13.257 --> 01:56:18.921]   And this illustration you're showing Can I quote von Klywitz, and we'll show the illustration again?
[01:56:20.322 --> 01:56:24.105]  When people don't get food, when food doesn't cross borders, armies cross borders.
[01:56:24.465 --> 01:56:28.689]  And the globalists, when they cut the food off the third world for three years, knew it would cause this flood.
[01:56:28.729 --> 01:56:29.470]  They admitted that.
[01:56:29.510 --> 01:56:30.731]  This has all been master planned.
[01:56:30.971 --> 01:56:32.112]  And then we'll get into the illustration.
[01:56:33.254 --> 01:56:38.401]  Well, first of all, again, when goods don't cross borders, put it in pharmaceuticals, food.
[01:56:38.762 --> 01:56:44.369]  We put on sanctimonies, the United States of America, not you and Alex and all the people that know what's going on.
[01:56:44.730 --> 01:56:49.777]  We put on, as a government, sanctimonious sanctions on Russia and China.
[01:56:50.197 --> 01:57:19.445]  We now have a four-front, possibly five-front war brewing, and there's no gunpowder to make bullets or bombs, there's no strategic metals to build the high-tech weapon systems, and there's a complete fraud, Alex, happening in the military-industrial complex, because here's the deal, even military contractors, look, my sources are superb, but they're saying even military contractors don't want more paper that's worthless.
[01:57:19.785 --> 01:57:21.687]  And this is what people have got to understand.
[01:57:22.088 --> 01:57:26.633]  The derivative problem is like a bomb that's festering.
[01:57:26.653 --> 01:57:29.076]  It's like the old 50s movie, The Blob.
[01:57:29.216 --> 01:57:32.340]  It's a giant bubble and we're coming to the end of it, right?
[01:57:33.132 --> 01:57:39.774]  Right, and this week triggers $149 trillion in derivatives.
[01:57:39.834 --> 01:57:40.655]  That's nothing.
[01:57:41.155 --> 01:57:46.337]  Quadrillions of dollars and quadrillions of dollars are what we're talking about.
[01:57:46.677 --> 01:57:57.418]   So $149 trillion, that's the entire gross domestic product of the entire world for a year, but that's just in one set of derivatives.
[01:57:57.418 --> 01:58:01.097]  That's not pile upon pile upon pile.
[01:58:01.097 --> 01:58:06.319]   So the American consumer has already, in my opinion, been financially assassinated.
[01:58:06.319 --> 01:58:10.137]   We're reading people on 100,000, and I saw the interview with a woman.
[01:58:10.137 --> 01:58:11.719]  They can't make it.
[01:58:11.719 --> 01:58:12.559]  Dink.
[01:58:12.559 --> 01:58:18.878]   So Steve, explain to people, 'cause you're a visionary, I mean, I learned more than you probably anybody else.
[01:58:19.105 --> 01:58:20.026]  What's going to come next?
[01:58:20.126 --> 01:58:23.246]  What are the globals going to do to try to act like they're not behind this?
[01:58:23.546 --> 01:58:24.526]  What's their next play?
[01:58:25.207 --> 01:58:31.328]  Well, their next play is war and civil war, playing like, for instance, listen, they'll do anything to cover their asses.
[01:58:31.748 --> 01:58:40.449]  You know, it's another statement that's made in the historic banking world was one of the Rothschilds made the statement, and this is a statement, okay?
[01:58:40.770 --> 01:58:47.763]   He said, we make, forgive me, Give me control of a nation's money, and I care not who writes its laws.
[01:58:48.304 --> 01:58:55.849]  I remember the, if you will, the application of the international banking community when we were fighting Germany.
[01:58:56.210 --> 01:58:59.012]  There were American banks funding Nazi Germany.
[01:58:59.332 --> 01:59:02.575]  So the point is that credit cards are going to change.
[01:59:02.615 --> 01:59:03.315]  And here's the thing.
[01:59:03.796 --> 01:59:07.038]  What happens when the electronic... Stop, stop, stop.
[01:59:07.078 --> 01:59:07.959]  This is the big announcement.
[01:59:07.979 --> 01:59:08.800]  You've got all the documents.
[01:59:08.880 --> 01:59:11.582]  They're even admitting it, but it's back in the newspaper.
[01:59:12.402 --> 01:59:15.244]  The credit card bubble's coming to an end and that'll be the chain reaction.
[01:59:15.264 --> 01:59:16.245]  Won't be the home loans.
[01:59:16.585 --> 01:59:17.385]  Won't be real estate.
[01:59:17.405 --> 01:59:18.086]  That's already there.
[01:59:18.426 --> 01:59:20.307]  Won't be car loans.
[01:59:20.367 --> 01:59:24.830]  It's going to be when the credit cards, when they don't extend and the people are maxed out.
[01:59:24.870 --> 01:59:26.611]  Explain the numbers that you sent me.
[01:59:26.631 --> 01:59:27.712]  This is incredible from U.S.
[01:59:27.752 --> 01:59:29.373]  bank locations around the country.
[01:59:30.458 --> 01:59:41.203]  Well, we're talking again the fact what you're showing on the screen right now is banks ranked by derivatives and the top six are $200 trillion.
[01:59:41.303 --> 01:59:43.864]  Those are who's who in the credit card world.
[01:59:44.244 --> 02:00:01.118]   So on December 14th, which is tomorrow night, They've notified, and I sent you the documentation on this, that they, those banks, the 12 biggest, are saying, we're not going to fulfill the credit card obligations.
[02:00:01.458 --> 02:00:03.821]  I'm trying to get the word, are they stopping them all?
[02:00:03.921 --> 02:00:06.283]  Are they basically cutting back the credit?
[02:00:06.303 --> 02:00:29.726]   But here's the thing, Alex, the Downdetector.com is showing every night Multiple the biggest banks are going down there blocking all online transfers the biggest brokerage firms Obviously something's happening and there is no liquidity money is being taken out of the system It's being held and now even consumer loans if you can get them are ten and a half percent
[02:00:30.266 --> 02:00:54.790]   Couple points over prime but the point is is that financial asymmetrical warfare is underway to absolutely generate an internal civil war because when people have nothing to buy point one and no money to spend then whatever is available is going to rise up in price or raise up in price and And the country's going to come apart at the seams.
[02:00:54.951 --> 02:00:55.732]  All by design.
[02:00:56.093 --> 02:01:00.722]  The globalists, remember, Klaus Schwab, the slob, made this statement.
[02:01:01.385 --> 02:01:04.727]  That you're going to own nothing, and you're going to be happy.
[02:01:05.207 --> 02:01:13.492]  Imagine every mortgage, every piece of commercial paper being called, being called, Alex, and you can be paying your bills.
[02:01:13.832 --> 02:01:14.732]  Same thing with credit cards.
[02:01:14.792 --> 02:01:24.497]  Credit cards are going out, announcements that their rules, their rates, and their terms of payment are changing, and if you don't like it, tough.
[02:01:24.658 --> 02:01:27.779]  And then I want to fast forward from this week to the 23rd.
[02:01:27.919 --> 02:01:30.881]  By law, the Treasury has to pay interest.
[02:01:31.381 --> 02:01:32.522]  On our foreign debt.
[02:01:32.942 --> 02:01:33.923]  We have to.
[02:01:34.463 --> 02:01:37.185]  Or, legally, we are in default.
[02:01:37.566 --> 02:01:39.007]  Now, can they smooth over that?
[02:01:39.107 --> 02:01:42.930]  Yes, but the problem keeps getting bigger and bigger and bigger.
[02:01:43.010 --> 02:01:48.934]  Explain how that works, because Ari, the private Federal Reserve has been monetizing the debt because there aren't foreign buyers.
[02:01:49.594 --> 02:01:49.995]  Continue.
[02:01:50.902 --> 02:01:56.588]  Well, and the basis of all derivatives is the 30-year Treasury bond.
[02:01:57.108 --> 02:02:04.135]  Janet Yellen, I was just told this morning, I asked somebody, I'm going on with Alex, what is the rate that's being offered?
[02:02:06.457 --> 02:02:16.287]  The comment came, I'm sorry, I don't mean to stammer, but the comment came back to me, it was shocking, whatever it takes to get enough money to pay our foreign investment.
[02:02:16.307 --> 02:02:22.093]  By the way, Republicans said, we're not going to pay the interest on our debt, and China said, if you do that, we'll go to war with you.
[02:02:22.373 --> 02:02:23.754]  So what are the globalists going to pull?
[02:02:23.794 --> 02:02:27.858]  They've got the central bank digital currencies ready, they've got their new system ready, it's all prepared.
[02:02:28.019 --> 02:02:29.280]  What do you expect to happen, Steve Quayle?
[02:02:30.285 --> 02:02:32.367]  Well, first of all, he wants civil war, okay?
[02:02:32.647 --> 02:02:35.390]  I'm on record with you, and you've been on record.
[02:02:35.430 --> 02:02:38.133]  We're watching the takedown and takeover.
[02:02:38.173 --> 02:02:41.256]  And I've got all the movies coming out right on time, produced by Obama.
[02:02:42.162 --> 02:02:44.964]  Yep, and again, now that's ironic.
[02:02:45.284 --> 02:02:50.488]  I think he should have been honest and put Antichrist Productions as a production company, and I'm not kidding.
[02:02:50.829 --> 02:03:03.838]  We're watching the setup for the destruction of our old financial system, the old world, in order so that the arising of the phoenix from the ashes of the petrodollar.
[02:03:04.139 --> 02:03:07.201]  Alex, Sandman, Operation Sandman, what is that?
[02:03:07.581 --> 02:03:15.150]  It's the repudiation of 146 nations saying we'll not take the American dollar any longer.
[02:03:15.590 --> 02:03:35.949]   President Putin is a financial genius because he put a floor under gold at 50 bucks a gram, $1,600 an ounce, but all of the other nations he set up a And he said in the future it's all food five years ago and made it a national directive to basically tax exempt if you produce organic food.
[02:03:36.450 --> 02:03:37.691]  And he pays people to have kids.
[02:03:38.664 --> 02:03:39.285]  Absolutely!
[02:03:39.565 --> 02:03:40.886]  He said, go out and have children.
[02:03:41.086 --> 02:04:02.600]  Look, I want to say something, and I say what I mean, I mean what I say, but look at the difference in attitude, because you're looking right there on the screen, ten billion dollars, you can get into the trillion dollars, and then even beyond the trillion dollars, you get into the quadrillions of dollars, and the problem can never be solved.
[02:04:02.640 --> 02:04:04.622]  Look at how much one trillion dollars is.
[02:04:04.682 --> 02:04:07.444]  By the way, this is Zimbabwe, so how long to look at Zimbabwe?
[02:04:08.459 --> 02:04:16.945]  Well, I think that we're going to see Zimbabwe-like inflation the minute the force majeure is declared.
[02:04:17.065 --> 02:04:21.368]  And force majeure just simply means, you know, we can no longer pay our debts.
[02:04:23.129 --> 02:04:29.435]  Yeah, they'll claim it's an act of God, but it's an act of our own globalist overlords.
[02:04:29.555 --> 02:04:33.459]  And I do not mean they are mine or yours, but they see themselves.
[02:04:33.779 --> 02:04:34.740]  And look, what is it?
[02:04:34.760 --> 02:04:39.765]  We were just told two days ago that, you know, we're going to get, they, Yuval Harari.
[02:04:40.465 --> 02:04:44.406]  And Schwab said they're going to get rid of the useless humans.
[02:04:44.746 --> 02:04:48.406]  That should piss off everybody that's watching this broadcast.
[02:04:48.787 --> 02:04:52.287]  And ladies and gentlemen, they're saying they're going to kill us.
[02:04:52.627 --> 02:04:54.368]  They're going to execute us.
[02:04:54.708 --> 02:05:27.785]   And this is the disconnect, Alex, because when you can't pay, when a man can't make enough money to pay for a reasonable standard of living, feeding his family, feeding his children, And I think all the movies that are coming out, even from the Hunger Games, and everything is psychologically prepping us and goes back to the old... And I want to talk about this because I was on Tucker last week and I saw a big prepper guy that's successful, a smart guy, I have the clip here, and he's like, Jones says the answer is the countryside and it's self-sufficient.
[02:05:27.805 --> 02:05:28.146]  No, no, no, no.
[02:05:28.706 --> 02:05:31.070]  The countryside is going to be 25% self-sufficient.
[02:05:31.370 --> 02:05:33.854]  Maybe 5% of the urban is self-sufficient.
[02:05:33.874 --> 02:05:35.536]  90% of people live in the urban.
[02:05:35.556 --> 02:05:37.920]  I'm not saying the countryside is a panacea.
[02:05:38.381 --> 02:05:41.465]  I'm saying that would be the safest place when this hell breaks loose.
[02:05:42.677 --> 02:05:44.719]  Well, and again, you're always misquoted.
[02:05:44.739 --> 02:05:49.142]  Anybody who tries to save lives, it's interesting, are misquoted.
[02:05:49.202 --> 02:05:56.408]  But those who want to take lives are quoted to every exclamation mark, every period, and every statement.
[02:05:56.528 --> 02:05:57.208]  Here's the thing.
[02:05:57.809 --> 02:05:58.309]  Attitude.
[02:05:58.429 --> 02:06:04.574]  This is what begins the attitude of, I'm not going to let these bastards murder me, my children.
[02:06:04.854 --> 02:06:06.195]  I'm not going to let them starve.
[02:06:06.475 --> 02:06:09.437]  I'm not going to let them finish us off without a fight.
[02:06:09.878 --> 02:06:11.219]  And this is critical.
[02:06:11.619 --> 02:06:15.299]  If you control money, you control everything else.
[02:06:15.299 --> 02:06:17.139]  We've watched the controlled narrative.
[02:06:17.139 --> 02:06:23.619]   We've watched the line devils from hell talking about, well, there's science behind mass, all that stuff.
[02:06:23.619 --> 02:06:25.019]  But here's the issue.
[02:06:25.019 --> 02:06:32.658]   It all goes from the central nervous cord, which your spinal cord runs from your brainstem
[02:06:32.658 --> 02:06:39.739]   into your wallet, because when you have no money, you have nothing to eat, and that's what they're going for.
[02:06:39.739 --> 02:06:45.459]   Alex, they literally talk of the time, they, whether it's the army manual on zombies,
[02:06:45.459 --> 02:06:49.099]  whether it's the reference to zombies, useless eaters.
[02:06:49.099 --> 02:06:51.539]  By the way, the picking up of--
[02:06:51.539 --> 02:06:53.539]  Hold on, slow down, 'cause you're so--
[02:06:53.851 --> 02:07:00.296]  There have been army and marine drills for 20 years, so when they're practicing to mow down crowds of thousands of people, they go, oh, they're zombies.
[02:07:01.397 --> 02:07:06.822]  The code word, which is now public, during a collapse of mowing down millions, is zombie apocalypse.
[02:07:07.182 --> 02:07:10.985]  And they've told us in the movies, they admit this, and they're now getting ready for it.
[02:07:11.426 --> 02:07:14.608]  Is there a way to stop the globalists before they trigger this?
[02:07:14.668 --> 02:07:16.190]  And I want to ask you, because I don't know.
[02:07:16.790 --> 02:07:17.990]  What do you think of Elon Musk?
[02:07:18.030 --> 02:07:21.291]  What do you think of his move saying, team human, they want to kill everybody?
[02:07:21.351 --> 02:07:22.992]  I interviewed him for two and a half hours Sunday.
[02:07:23.352 --> 02:07:24.492]  He agreed with everything I had to say.
[02:07:24.512 --> 02:07:26.713]  I mean, it was bizarre.
[02:07:27.513 --> 02:07:31.574]  Well, I think why you're saying it's bizarre is because it's a captured narrative.
[02:07:31.654 --> 02:07:33.255]  He's the same guy that wants Neuralink.
[02:07:33.695 --> 02:07:36.155]  And look, I think the guy's a genius, obviously.
[02:07:36.315 --> 02:07:40.837]  And for the record, Elon was the... and I think people need to understand this.
[02:07:41.697 --> 02:07:45.658]  Musk's fascination... What's the name of the Martian dictator in a novel by Werner Von Braun?
[02:07:46.403 --> 02:07:47.684]  Yes, but here's the deal.
[02:07:48.104 --> 02:07:56.151]  But it was the elite, remember this, that Elon was the elite, smartest people in the world that controlled the rest of the planet, Mars or Earth.
[02:07:56.591 --> 02:08:06.198]  So the point is, Alex, is that what I think is I think that narrative is being captured in order to contain us, okay?
[02:08:06.218 --> 02:08:06.779]  You follow me?
[02:08:07.379 --> 02:08:10.982]  That may not be true, but in my perspective, you're asking me it is.
[02:08:11.302 --> 02:08:18.407]  And look, what we're talking about with Neuralink and what we're talking about... You're saying all the opposition goes to Twitter so they can control it there?
[02:08:19.228 --> 02:08:19.748]  You got it!
[02:08:19.928 --> 02:08:24.451]  And here, there's other ways, and thank God you're back on.
[02:08:24.611 --> 02:08:26.313]  You know, I'm glad Owen's back on.
[02:08:27.253 --> 02:08:47.223]   But you've got to understand, we watched, and this is a good example, we watched the January 6th plotted, planned, and schemed And now we're watching, you know, that there's going to be a new push by Elon Musk to control and allow the platform of free speech.
[02:08:47.503 --> 02:08:55.805]  But, you know, that's just like saying you can step on this square space, whatever it is, one square mile, but you can't go off it.
[02:08:56.085 --> 02:09:04.428]  It's kind of like a Twilight Zone episode or an Outer Limits episode where a whole town is taken to another planet and you can just have the same thing going on the same town.
[02:09:04.748 --> 02:09:05.368]  Here's the deal.
[02:09:05.888 --> 02:09:09.170]  The trillionaires, the billionaires, and there are trillionaires.
[02:09:10.170 --> 02:09:12.952]  There's sovereign wealth funds that people don't know exist.
[02:09:13.252 --> 02:09:21.857]  But the point is, is that what we are experiencing right now in the world is the global repudiation of the US dollar.
[02:09:22.217 --> 02:09:25.459]  There is no longer any of the... The end of Redwoods is here.
[02:09:25.519 --> 02:09:27.260]  That's undisputed.
[02:09:28.223 --> 02:09:28.363]  Yep.
[02:09:28.743 --> 02:09:37.269]  So and then getting back to Elon Musk, okay, look, here is where I have the issues with the captured narratives.
[02:09:37.729 --> 02:09:46.535]  And captured narratives are what we've been subjected to for the last three years or more, but actually enforced in the last three years.
[02:09:46.915 --> 02:09:49.297]  And look at where we're at as a nation.
[02:09:50.118 --> 02:09:58.144]  We've watched the greatest nation in the world quoting the Obama nation of desolation, Obama, and we intend to change all that.
[02:09:58.164 --> 02:10:00.686]  So how do you like change now is my answer.
[02:10:00.987 --> 02:10:09.173]  We have racial cohesiveness and now we've got everybody pitting everybody against everybody and lawlessness.
[02:10:09.213 --> 02:10:13.397]  By the way, that's the biblical term for the mystery of iniquity is lawlessness.
[02:10:14.419 --> 02:10:16.165]  We were a nation of laws.
[02:10:16.225 --> 02:10:20.900]  We're a nation of equal justice on the laws, but there is no equal justice any longer.
[02:10:22.001 --> 02:10:35.450]  We're a captured country, and now we're importing everything in the way of the fifth column insurgents into our country, and oh, by the way, everyone... By the way, I've confirmed, we have the video, Border Patrol, everything.
[02:10:35.470 --> 02:10:36.170]  We're going to go to break.
[02:10:36.190 --> 02:10:37.171]  Stay there, Steve Quill dot com.
[02:10:37.611 --> 02:10:38.352]  Steve Quill's our guest.
[02:10:39.232 --> 02:10:43.415]  Islamist fighters, military men, brigades pouring in.
[02:10:43.515 --> 02:10:45.576]  Red Dawn, it's going down, folks.
[02:10:45.636 --> 02:10:46.277]  I want everybody to know.
[02:10:47.338 --> 02:10:50.140]  It could come next week, next month, next year, but it's been nice knowing everybody.
[02:10:50.480 --> 02:10:54.322]  And then we're all going to have to just trust that God was coming because this is it.
[02:10:54.602 --> 02:10:57.324]  I mean, NATO is like, we're going to war with Russia.
[02:10:57.844 --> 02:11:02.848]  I mean, this is just psychotics running the government, pedophiles, devil worshipping at the state capitals.
[02:11:04.288 --> 02:11:07.070]  Cases filed, Satanists killing babies, part of their rituals.
[02:11:07.410 --> 02:11:09.011]  Courts say, murder them, enjoy yourselves.
[02:11:09.372 --> 02:11:10.472]  I mean, hell has been released.
[02:11:11.453 --> 02:11:12.353]  I want to be very clear.
[02:11:13.954 --> 02:11:16.276]  They could have popped the bubble in 2008 fully, they didn't.
[02:11:17.875 --> 02:11:22.957]  But all the signs of the new digital currency, the AI, NATO Senator going to go to war with Russia.
[02:11:24.238 --> 02:11:26.739]  Now, I hope we can back this off.
[02:11:26.859 --> 02:11:30.681]  I hope the establishment will figure out, hey, we fell with the COVID rollouts.
[02:11:30.701 --> 02:11:31.561]  People woke up to that.
[02:11:32.101 --> 02:11:32.802]  Let's not do this.
[02:11:32.822 --> 02:11:41.745]  But I think, I want to see if Steve Quill disagrees with me, that the crisis they've helped engineer is so out of control, they can't even stop it.
[02:11:42.666 --> 02:11:44.647]  So what do you expect to happen?
[02:11:44.667 --> 02:11:45.527]  What's the best case?
[02:11:45.547 --> 02:11:46.407]  What's the worst case?
[02:11:46.448 --> 02:11:47.368]  What can we do, Steve Quill?
[02:11:48.615 --> 02:11:55.258]  Well, the best case is people realize that there is no going back to voting your way out of a situation.
[02:11:55.298 --> 02:12:02.342]  There's no going back to restoring the Republic, because in essence, Alex, the Republic has been overthrown.
[02:12:02.422 --> 02:12:03.262]  We've watched it.
[02:12:03.742 --> 02:12:04.843]  You've spoken against it.
[02:12:04.963 --> 02:12:05.783]  I've spoken against it.
[02:12:06.324 --> 02:12:15.368]  So many people have told everybody what's happening, but it only, listen, it only becomes real when everything you've taken for granted is taken from you.
[02:12:15.968 --> 02:12:17.009]  I want to make that clear.
[02:12:17.450 --> 02:12:44.173]   It only becomes real if, being we're not in Kansas anymore, there are no red slippers we can click and go back Wizard of Oz, we are in this time period when each man has got to decide the only thing he's going to be able to keep, whether it's his His family, his sanity, his food, his ability to protect his family, his firearms is what they're willing to fight and die for.
[02:12:44.213 --> 02:12:46.814]  So I want to deal with what's coming across the border.
[02:12:47.154 --> 02:12:50.176]  Look, you and I have been talking about it, and this is what's critical.
[02:12:50.636 --> 02:13:02.302]  Every one of those guys coming across the border who's a fighting age man is given a cell phone, a credit card, and depending on their rank in the military, access to specific prepaid credit.
[02:13:02.782 --> 02:13:07.349]  They're then told where to go to sync in link up with their units.
[02:13:07.930 --> 02:13:18.386]  There's a picture you showed a while ago on your screen, the one where you've got, excuse me, Chinese standing at attention, military guys at a parade rest or whatever the position is.
[02:13:19.228 --> 02:13:32.031]  They're going to areas where the weapons, the billions of dollars of weapons and ammunition bought during the Barack Obama regime were strategically placed throughout the country.
[02:13:32.451 --> 02:13:36.912]  And remember, Obama made the statement he wanted a military equal to the U.S.
[02:13:36.952 --> 02:13:40.673]  military, equal in armament and equal in capabilities.
[02:13:41.153 --> 02:14:06.911]  No one ever goes back and revisit that, except you and I, but the bottom line is at this point we are talking about, ladies and gentlemen, the strategic placement of the overthrow weapons already located geographically in relevant areas and the, if you will, what you see in the way of flash mobs, consider flash armies, consider the strategic placing.
[02:14:06.931 --> 02:14:11.334]   It doesn't matter if it's Iranian, Hamas, Hezbollah, Terrorist groups.
