[00:00:00.000 --> 00:00:18.000]  [Outro]
[00:45:33.482 --> 00:45:41.486]  And so even if you're going to argue that that was fine, that that's not technically harassment or doxing, they did show her address and that is doxing.
[00:45:41.506 --> 00:45:43.207]  And so I think it would be a symbolic victory.
[00:45:43.467 --> 00:45:49.470]  Maybe I'll tweet it out later again to tag CrossFit Safety to take that tweet down.
[00:45:49.490 --> 00:45:52.852]  Not to suspend them, not to ban them, but you know what?
[00:45:52.872 --> 00:45:56.854]  Just to acknowledge that CNN did violate the Terms of Service.
[00:45:57.700 --> 00:45:59.481]  And let's remove one of their tweets.
[00:45:59.802 --> 00:46:01.203]  Let's give them a taste of their own medicine.
[00:46:01.223 --> 00:46:06.626]  And I think that sometimes we have to do that because conservatives tend to just point out, oh, that's not fair.
[00:46:06.906 --> 00:46:10.329]  That's hypocrisy and trying to be a little bit too soft sometimes.
[00:46:10.349 --> 00:46:11.790]  So we don't want to compromise our principles.
[00:46:12.395 --> 00:46:21.017]  But sometimes I think we should apply the same standards they're forcing on us to them until there's some kind of a truce where we could say, see?
[00:46:21.237 --> 00:46:23.297]  Oh, now you don't like a taste of your own medicine.
[00:46:23.477 --> 00:46:24.958]  Okay, so now you want to back off?
[00:46:25.178 --> 00:46:27.098]  Are we ready to just kind of call it even now?
[00:46:27.418 --> 00:46:28.739]  And then we can move forward.
[00:46:28.779 --> 00:46:30.539]  So I think sometimes that's the way to do it.
[00:46:30.799 --> 00:46:32.119]  And it would send a tremendous message.
[00:46:32.599 --> 00:46:42.682]   CNN suspended or having a post deemed officially by Twitter violated the terms of service Just to give them a taste of their own medicine and a symbolic victory.
[00:46:42.762 --> 00:46:44.043]  Okay, it was six minutes ago.
[00:46:44.083 --> 00:46:46.104]  We're doing a two-minute break and I said, what do you want to hit next?
[00:46:46.144 --> 00:46:46.684]  Now I forgot.
[00:46:46.704 --> 00:46:47.484]  It was something important.
[00:46:47.824 --> 00:46:48.905]  What was I going to ask you next?
[00:46:50.326 --> 00:46:53.147]  The Operation Mockingbird division about publishing.
[00:46:54.347 --> 00:46:54.827]  That was it.
[00:46:54.847 --> 00:47:01.390]  So we're going to hit Mockingbird and we're going to hit a couple other subjects with Mark Dice.
[00:47:01.410 --> 00:47:02.351]  People need to get his book.
[00:47:02.391 --> 00:47:02.971]  It's amazing.
[00:47:03.351 --> 00:47:04.892]  The War on Conservatives by Mark Dice.
[00:47:04.932 --> 00:47:05.852]  It went to number four.
[00:47:06.272 --> 00:47:07.513]  And I want to explain something to listeners.
[00:47:09.406 --> 00:47:10.487]  It's an information war.
[00:47:10.527 --> 00:47:13.388]  When something goes to number one, it gets ten times bigger.
[00:47:13.468 --> 00:47:14.668]  It's an info war.
[00:47:15.189 --> 00:47:17.790]  I know you know about the War on Conservatives, but you'll learn something from this book.
[00:47:18.070 --> 00:47:19.171]  This guy's in the trenches.
[00:47:19.191 --> 00:47:20.871]  He didn't back down when everybody else did.
[00:47:21.212 --> 00:47:22.492]  Get the book now.
[00:47:22.892 --> 00:47:23.993]  The War on Conservatives.
[00:47:24.053 --> 00:47:24.593]  Mark Dice.
[00:47:24.713 --> 00:47:25.634]  Get it at Amazon.
[00:47:25.894 --> 00:47:28.095]  Push the damn thing to number one and through the top.
[00:47:29.156 --> 00:47:33.280]  All right, we'll be right back with Mark Dyer's final segment of a bunch of the news straight ahead.
[00:47:33.320 --> 00:47:36.123]  I'm with InfoWars.com in case you hadn't heard of it.
[00:47:36.463 --> 00:47:38.445]  And now back on Twitter at RealAlexJones.
[00:47:38.845 --> 00:47:39.686]  Be sure and follow us there.
[00:47:39.706 --> 00:47:41.347]  We'll be 2 million followers in the next few hours.
[00:47:42.361 --> 00:47:47.984]  All right, Mark Dice is our guest for one more segment, and I got a bunch of military, economic, political news.
[00:47:48.724 --> 00:47:51.806]  I did interview Elon Musk for two plus hours on X today.
[00:47:52.286 --> 00:47:53.407]  I'm told it's downloaded now.
[00:47:53.487 --> 00:47:55.928]  It'll be up in the next 10 minutes at InfoWars.com.
[00:47:56.409 --> 00:47:57.209]  Bandai video.
[00:47:57.229 --> 00:47:58.970]  We'll be playing clips of it tomorrow on the show.
[00:47:59.510 --> 00:48:00.911]  Just absolutely insane.
[00:48:00.931 --> 00:48:03.893]  The media, the control over media cannot even ignore this.
[00:48:03.913 --> 00:48:04.833]  They're going to go crazy.
[00:48:06.314 --> 00:48:07.435]  We asked some of the best questions.
[00:48:07.455 --> 00:48:08.275]  So did Mark Dice.
[00:48:08.855 --> 00:48:09.736]  So did Andrew Tate.
[00:48:09.756 --> 00:48:10.656]  So did Tristan Tate.
[00:48:10.716 --> 00:48:12.937]   So did Vivek Ramaswamy.
[00:48:13.017 --> 00:48:15.739]  I mean, it just went on and on.
[00:48:15.819 --> 00:48:16.879]  General Flynn was there.
[00:48:16.899 --> 00:48:19.480]  It just went on and on.
[00:48:19.540 --> 00:48:21.821]  But Mark, I gotta bring this up to you because I never asked you this.
[00:48:22.201 --> 00:48:27.484]  I've known you 18 years, like you said, doing great down the street stuff, writing books back then.
[00:48:27.504 --> 00:48:28.524]  I was like, I gotta get this guy on.
[00:48:28.564 --> 00:48:29.685]  So I didn't launch your career.
[00:48:29.705 --> 00:48:30.565]  You're already doing a great job.
[00:48:30.905 --> 00:48:31.685]  I may have boosted it.
[00:48:32.466 --> 00:48:37.948]  But I noticed when I got banned five years ago, including most of my own crew, most of them are gone now.
[00:48:38.348 --> 00:48:39.509]  Owen was here, but he never did it.
[00:48:40.538 --> 00:48:43.201]  They suddenly didn't want to talk about Infowars on air.
[00:48:43.562 --> 00:48:46.025]  They wanted to keep their own sites we'd promoted and built up.
[00:48:46.345 --> 00:48:47.226]  I kind of let them do it.
[00:48:47.266 --> 00:48:48.948]  They all kind of just moved on.
[00:48:49.749 --> 00:48:58.941]  What was it with you, the winner patriot, you know, not the sunshine patriot, but the winner patriot?
[00:49:00.305 --> 00:49:19.029]  What was it when you saw me get banned five years ago that made you go from, I want to say competition, but you're like, hey, I got my thing, you got yours, you're playing too much of my stuff on there, that's mine, I'm not mad, but you were kind of like, I'm on guard, Jones, don't, you know, to you like absolutely defending me.
[00:49:19.109 --> 00:49:24.470]  What was the thought process, which is a good instinct, I think, but I want to talk about what was your instinct there, why'd you do that?
[00:49:26.331 --> 00:49:47.876]   Well, as a media analyst and somebody who, you know, is really a first-generation person who saw the creation, the advent of social media and saw it become such a central focus in our lives and in our culture, when you were banned, it sent shockwaves through The community because it was the ultimate unpersoning and it was unfair and I followed your career very closely because I consider you a friend.
[00:49:47.936 --> 00:49:51.561]  I consider Alex, like I said, it did boost my career.
[00:49:51.581 --> 00:49:54.304]  I've been a regular on the show since 2005.
[00:49:54.865 --> 00:49:56.867]  Alex has been a tremendous inspiration for me.
[00:49:58.123 --> 00:50:02.785]  An annual guest for 18 years now, and so part of it is, I took it personally.
[00:50:03.065 --> 00:50:13.390]  It was I saw a friend of mine getting banned unfairly, who didn't violate the terms, and then I saw the media smearing you and putting out fake news for this supposed reason.
[00:50:13.510 --> 00:50:18.132]  And so we've already covered why it was on Twitter, his confrontation, conversation with Oliver Darcy.
[00:50:18.372 --> 00:50:26.276]  So I must add, Alex was actually fairly well-behaved and contained himself being face-to-face with such scum, but even before that, Twitter held out.
[00:50:26.816 --> 00:50:30.422]  When you were on person for just about everything at the same time.
[00:50:30.983 --> 00:50:34.489]  It wasn't because of the comments about the school tragedy from years earlier.
[00:50:34.810 --> 00:50:35.531]  It was literally...
[00:50:36.229 --> 00:50:37.270]  I'll follow this so closely.
[00:50:37.710 --> 00:50:39.452]  It was criticizing Drag Queen Story Hour.
[00:50:39.572 --> 00:50:45.958]  This was, you know, 2018 when very few people talk about Drag Queen Story Hour and Alex is ranting about how despicable it is and how weird it is.
[00:50:46.438 --> 00:50:48.760]  They consider that to be hate speech against the protected groups.
[00:50:48.800 --> 00:50:49.561]  That was strike one.
[00:50:50.002 --> 00:50:56.868]  Strike two was he was talking about the Islamization of Europe and the increasing crime rates over in Europe because of the mass influx of all the migrants.
[00:50:57.368 --> 00:50:58.529]  That was hate speech as well.
[00:50:58.969 --> 00:50:59.950]  That was strike number two.
[00:51:00.470 --> 00:51:04.033]  Strike number three was because he was suspended.
[00:51:04.053 --> 00:51:07.656]  You can't live stream on YouTube when you're suspended for two weeks.
[00:51:08.196 --> 00:51:11.519]  So he live streamed his show on somebody else's channel.
[00:51:11.539 --> 00:51:16.442]  I think it was a guest or a guest host or an affiliate on another channel.
[00:51:16.823 --> 00:51:20.605]  They said that was ban evasion strike number three.
[00:51:20.645 --> 00:51:23.828]  So it's the principle of free speech.
[00:51:23.948 --> 00:51:25.329]  You're banned unfairly.
[00:51:26.078 --> 00:51:26.858]  You were maligned.
[00:51:27.138 --> 00:51:36.281]  They tried to define you by a mistake and by a flaw and overlook the genius of Alex Jones.
[00:51:36.522 --> 00:51:55.688]  And the reason that they really did ban, of course, is because Alex Jones is a wrecking ball against the establishment and was waking so many people up and getting so many people to start questioning what it is that's going on in the deep state, in the liberal media, in the fake news industrial complex.
[00:51:56.485 --> 00:52:00.308]  And so I took it personally as a media analyst.
[00:52:00.388 --> 00:52:01.048]  I was very upset.
[00:52:01.128 --> 00:52:03.089]  I saw this setting a terrible precedent.
[00:52:03.910 --> 00:52:09.974]  And since I knew you and I had followed your career very closely, I knew that what they were saying was the reason was false.
[00:52:10.814 --> 00:52:14.520]   And, um, You know, I stand up for friends.
[00:52:14.540 --> 00:52:20.601]  Well, I never forget that, and I've seen you a thousand times defend me, so that's why here tonight, front and center, I want to promote you.
[00:52:20.942 --> 00:52:21.962]  Plus the book's amazing.
[00:52:22.002 --> 00:52:27.944]  So talk about Operation Mockingbird, which we're seeing 2.0 right now, that you really cover in the new book, The World Conservatives.
[00:52:27.964 --> 00:52:28.784]  This is important to know.
[00:52:30.270 --> 00:52:37.532]  Yeah, people talk about fake news and the deep state and them manipulating the media, but it's really, it's an admitted program.
[00:52:37.592 --> 00:52:48.575]  And for those who know, I sound like I'm belaboring the point, but the fact that Operation Mockingbird is not widely known, that very few people, the mainstream pundits... By the way, to interrupt you, that's key.
[00:52:48.855 --> 00:52:50.216]  The audience and you know that.
[00:52:50.236 --> 00:52:51.416]  That was very astute.
[00:52:51.456 --> 00:52:54.037]  The general public still doesn't know the CIA is manipulating us.
[00:52:55.149 --> 00:53:07.436]  They don't know that Operation Mockingbird was uncovered in the 1970s in a congressional hearing, there's clips of it, where they were literally paying the media to act as gatekeepers and propagandists to act and to function for the government.
[00:53:07.476 --> 00:53:15.741]  Now back then, they claimed, and it may actually, at the time, may have been for a good cause, at least some of it, but the road to hell is paved with good intentions.
[00:53:15.801 --> 00:53:19.163]  So they said back then, it started in the 1950s, was to fight communism.
[00:53:19.203 --> 00:53:28.429]   So what they would do is they would invite reporters, editors, The network heads to dinner that haven't signed an NDA before they were going to tell them what they're going to talk about.
[00:53:28.829 --> 00:53:31.130]  And then they would tell them, hey, here's what it is that's going on.
[00:53:31.170 --> 00:53:32.511]  We want you to promote these things.
[00:53:32.731 --> 00:53:38.675]  And then they had they had a back channel about what it is that they wanted them to promote, what it is that they wanted to not to talk about.
[00:53:38.695 --> 00:53:44.158]  By the way, seven, eight years ago, Chris Carter told me personally on the phone he had those meetings with the CIA of exiles.
[00:53:44.318 --> 00:53:44.579]  Sorry.
[00:53:45.899 --> 00:53:46.800]  Well, that's a whole other division.
[00:53:46.820 --> 00:53:55.289]  That's like an open secret as well, the Entertainment Liaison Office, where I'm the CIA's own website, and I cover this in my book, Hollywood Propaganda, how TV movies and music shape our culture.
[00:53:55.648 --> 00:54:00.848]   Like if you're a producer in Hollywood, they will literally work with the government
[00:54:00.848 --> 00:54:05.969]   to make films and provide equipment, provide script approval, access to military bases
[00:54:05.969 --> 00:54:09.007]   in order to use that as propaganda, but they have to control the narrative
[00:54:09.007 --> 00:54:12.248]  in order to paint the CIA as a fun, friendly organization.
[00:54:12.248 --> 00:54:13.929]  They never do anything wrong.
[00:54:13.929 --> 00:54:18.327]  And so it's this kind of weird bedfellow that Hollywood has.
[00:54:18.327 --> 00:54:21.449]   'Cause sometimes they're against the wars, but at the same time, they work behind the scenes
[00:54:21.449 --> 00:54:25.728]   with the Department of Defense and with the CIA to produce popular films.
[00:54:25.728 --> 00:54:31.228]   And they're such nitpicking about it because even in the film,
[00:54:31.228 --> 00:54:35.489]  what was it with Robert De Niro, "Meet the Parents."
[00:54:35.489 --> 00:54:36.327]  Okay, he was a CIA officer.
[00:54:36.327 --> 00:54:38.248]  He's also the Good Shepherd, Robert De Niro produced.
[00:54:38.248 --> 00:54:39.808]  But yeah, sorry, go ahead.
[00:54:39.808 --> 00:54:41.708]  So in "Meet the Parents,"
[00:54:41.708 --> 00:54:48.929]   Robert De Niro is a former CIA officer and there was a scene in there when Ben,
[00:54:48.929 --> 00:54:52.507]   the star goes into his secret office and is looking through his books
[00:54:52.507 --> 00:54:55.728]  and sees torture manual, CIA torture manual.
[00:54:55.728 --> 00:54:57.248]  And so they had that removed.
[00:54:57.248 --> 00:55:02.048]   And because there were consultants on the film about, oh, how do we portray a CIA officer?
[00:55:02.048 --> 00:55:04.969]   And so they had that removed because it makes the CIA look bad.
[00:55:04.969 --> 00:55:13.621]   So my point is, I want everybody outside of this audience, the mainstream pundits, we're going to encourage them politely to talk about Operation Mockingbird.
[00:55:13.641 --> 00:55:15.182]  And it's not just in the media.
[00:55:16.642 --> 00:55:22.826]  In my previous books, I talk about how Operation Mockingbird is not just in the newspapers and in the broadcast news.
[00:55:23.426 --> 00:55:37.853]   The congressional hearing, the church committee hearing, and in the congressional report, they admit that there was an entire book publishing division because books, they admit, are the most powerful an influential form of media. More than a television show,
[00:55:37.853 --> 00:55:42.483]   more than a movie, you can listen to a radio broadcast, you can read a newspaper
[00:55:42.483 --> 00:55:47.983]   article. Very rarely is it going to change your life, is it going to change your paradigm. But
[00:55:47.983 --> 00:55:53.494]   a book, if you sit down and read a book, you're talking about a 10-hour personal intimate
[00:55:53.494 --> 00:55:59.623]   conversation with an author. And that's why I don't like doing interviews because I stumble over my
[00:55:59.623 --> 00:56:00.333]  words.
[00:56:00.522 --> 00:56:01.503]  I think I'm a better writer.
[00:56:01.523 --> 00:56:03.345]  I just stumble over my words there.
[00:56:03.565 --> 00:56:10.172]  But in the books, my books, I can polish and repolish and add and they grow and cite everything.
[00:56:10.192 --> 00:56:16.498]  There's over 900 footnotes in these books because in a book you can really put together a quality presentation.
[00:56:16.538 --> 00:56:24.789]   So the Operation Mockingbird Publishing Division admits that they funded books And they would use trusts and all these ways to hide who it was.
[00:56:24.849 --> 00:56:28.292]  They didn't care if they were commercially viable because they just wanted them to be out there.
[00:56:28.632 --> 00:56:31.474]  They'd have book excerpts published in American magazines.
[00:56:31.815 --> 00:56:35.838]  And this is why books like Cassidy Hutchinson all of a sudden gets a book deal.
[00:56:36.198 --> 00:56:46.567]  She's that, I don't want to call her a babe, but she's the wannabe babe, the portrayed babe that claimed that Trump tried to grab the steering wheel of the car to force the driver to take him to the Capitol.
[00:56:47.227 --> 00:56:58.420]   And you have even people like Edward Bernstein, or the former Bernstein and, what's his name, the Watergate guys, right?
[00:56:59.580 --> 00:57:00.541]  Wolbert and Bernstein.
[00:57:01.121 --> 00:57:01.381]  Yes.
[00:57:01.721 --> 00:57:18.253]   Now, they, instead of beating Operation Mockingbird, they joined them because they wrote an article in Rolling Stone back in the 1970s exposing Operation Mockingbird and even saying that the hearing itself The Church Committee was a limited hangout.
[00:57:18.293 --> 00:57:22.776]  They actually prevented the extent of the manipulation from being known.
[00:57:23.036 --> 00:57:30.062]  Now, he went from that to now being Operation Mockingbird, to trying to tape down Donald Trump.
[00:57:30.322 --> 00:57:44.646]   Now, even if they were well-intended, like I said back in the 1950s, to try to stop communism, Just the fact that that mechanism exists, and they have them sign the NDAs, we know that there was a program to deny that it still exists today is ridiculous.
[00:57:44.926 --> 00:57:57.394]  But you have people like Woodward and Bernstein who couldn't beat them, and so they joined them, making millions of dollars with their book deals, with their CIA sources, leaking information to them.
[00:57:57.834 --> 00:58:07.139]  Really, they are willing servants of the system, but at the same time, they're also dupes, because they're fed supposed classified information.
[00:58:07.179 --> 00:58:19.985]  They're fed supposed leaks from their intelligence agency sources, which are feeding them sometimes real information, sometimes disinformation, in order to use that to weaponize against President Trump.
[00:58:21.826 --> 00:58:26.271]  Chuck Schumer, who knows, I mean, he's one of the most powerful senators in the country.
[00:58:26.551 --> 00:58:38.023]  He knows the extent of the intelligence agencies, and he couldn't help himself but brag that the intelligence agencies have six ways to Sunday to take somebody down.
[00:58:38.043 --> 00:58:43.148]  And that was, I forget what year, but that was early, early in the Trump administration.
[00:58:43.468 --> 00:58:57.355]   And we saw what happened with the You know, the impeachment inquiry, which ties in with censorship because you couldn't even mention the name of the whistleblower, the Deep State operative, who kicked that off.
[00:58:57.895 --> 00:59:06.478]  And then even Senator Rand Paul was censored mentioning the name on the floor of the Senate because that clip was posted on his YouTube channel.
[00:59:06.758 --> 00:59:14.601]  So you have the big tech platforms allowed anyone and everyone to smear Donald Trump, to incite violence against him.
[00:59:15.309 --> 00:59:22.829]   to defame him in every way possible, but just mentioning the name of a whistleblower.
[00:59:22.829 --> 00:59:27.068]   Not posting his address, not even posting photos of him. He works for the government.
[00:59:27.068 --> 00:59:34.028]   He is a public official. Eric Caramello, I believe is his name. And so they suppressed that name
[00:59:34.028 --> 00:59:39.709]   from even being said. And so the fact that Donald Trump has now been allowed back on Twitter,
[00:59:39.709 --> 00:59:43.469]   not only Twitter, on X, they restored his YouTube channel as well.
[00:59:44.323 --> 00:59:49.529]  And so I think they started to get a little concerned that they were pushing the envelope a little too far.
[00:59:50.230 --> 00:59:52.774]  Everybody just started to see that their plan was so obvious.
[00:59:53.448 --> 00:59:58.932]  That we were becoming a communist state where you can't even question the outcome of an election?
[00:59:59.613 --> 01:00:02.195]  You're not even allowed to have a First Amendment right?
[01:00:02.455 --> 01:00:10.201]  You can't mention the name of a government official that kicked off an impeachment inquiry because that is considered to be harassment?
[01:00:10.661 --> 01:00:11.442]  Give me a break.
[01:00:11.602 --> 01:00:11.962]  That's right.
[01:00:12.002 --> 01:00:13.424]  You can't face your accuser.
[01:00:13.444 --> 01:00:14.625]  That's in the Constitution.
[01:00:15.325 --> 01:00:17.727]  The bill of rights that if somebody accused you, you can face them.
[01:00:18.007 --> 01:00:20.630]  Oh, we can't say who the source was.
[01:00:21.190 --> 01:00:22.051]  That's harassment.
[01:00:22.191 --> 01:00:24.453]  So super, super dangerous.
[01:00:24.513 --> 01:00:24.854]  All right.
[01:00:25.374 --> 01:00:27.576]  People need to get the war on conservatives.
[01:00:28.096 --> 01:00:30.118]  Mark Dias, give us your gut level prediction.
[01:00:30.138 --> 01:00:31.279]  We're not going to hold you to it.
[01:00:32.120 --> 01:00:37.325]  But the next 11 months for this election, what are you just dead reckoning things going to happen?
[01:00:39.116 --> 01:00:40.017]  I have concerns.
[01:00:40.077 --> 01:00:40.857]  I have fears.
[01:00:40.917 --> 01:00:42.158]  I try not to give into them.
[01:00:42.258 --> 01:00:48.643]  It's the natural instinct to, you know, sort of think of worst possible scenarios in order to protect yourselves from them.
[01:00:48.663 --> 01:00:51.665]  We talked about some of them in the beginning of the show.
[01:00:51.685 --> 01:00:57.909]  I don't want to make any predictions, but there are, like Elon said during the Twitter space, there are probabilities.
[01:00:57.949 --> 01:00:59.010]  There are possibilities.
[01:01:00.827 --> 01:01:06.273]  All of the ones that I see lead to a tremendously difficult time coming ahead.
[01:01:06.333 --> 01:01:08.916]  They're trying to throw President Trump in prison.
[01:01:09.297 --> 01:01:10.818]  They may actually do it.
[01:01:11.439 --> 01:01:16.204]  He may be in prison or confined to a military base during the election and win.
[01:01:17.429 --> 01:01:24.896]  And then the issue is going to be, are they going to allow him to be sworn in remotely or have surrogates come in and swear him in?
[01:01:25.217 --> 01:01:28.840]  And we're in a collapsing empire, folks, so you better be prepared.
[01:01:28.860 --> 01:01:31.663]  And I don't want to say, like, about, you know, an armed rebellion.
[01:01:31.683 --> 01:01:42.053]  I say emotionally prepared, psychologically prepared, thinking locally, family, friends, community, church, get ready.
[01:01:42.848 --> 01:01:55.179]  And we can't be swept up and you can't be getting too caught up in the fear and mouthing off and saying stupid things that, you know, maybe amongst friends, your friends would know that you wouldn't mean because that's how people are going to get arrested.
[01:01:55.199 --> 01:01:56.240]  People are going to get in trouble.
[01:01:56.600 --> 01:02:08.230]  We're facing a very difficult time when we have people being arrested and sentenced to seven months in prison for posting memes like Douglas Mackey, Owen Schroer being sentenced to prison for exercising his First Amendment right.
[01:02:08.630 --> 01:02:10.412]  I want everybody to just be careful, be calm.
[01:02:11.601 --> 01:02:16.683]  Think about your words carefully, what you say, what you post, and, you know, just God bless you.
[01:02:16.743 --> 01:02:18.944]  No, no, no, exactly, because we're in a real war.
[01:02:18.964 --> 01:02:22.605]  This is not patty cake, this isn't make-believe, this isn't musical chairs.
[01:02:23.105 --> 01:02:24.986]  This is war against a dying evil empire.
[01:02:25.006 --> 01:02:26.826]  We shouldn't lie to people.
[01:02:26.866 --> 01:02:28.067]  This is extremely dangerous.
[01:02:29.431 --> 01:02:34.276]  Yeah, and watch your analogies, watch your figure of speech, because they'll take anything and everything out of context.
[01:02:34.316 --> 01:02:38.680]  They claim that you were being literal, so everyone, my main advice is to be careful.
[01:02:39.021 --> 01:02:40.602]  Focus on friends, family, locally.
[01:02:40.823 --> 01:02:54.983]   No matter what happens with the country nationally, locally, your community, even if it's just your neighborhood, your local school, that will be able, and what we should also do, By focusing locally, take over the school boards, take over the city councils.
[01:02:55.363 --> 01:02:56.183]  It's a lot easier than you think.
[01:02:56.203 --> 01:02:58.544]  Yeah, notice how they sent the FBI in two years ago.
[01:02:58.564 --> 01:03:02.846]  They were so scared of us, just peacefully speaking out and taking over.
[01:03:03.988 --> 01:03:10.132]  There's a lot of competition on a national level when you're talking about races, even, you know, for governor or for Senate, for Congress.
[01:03:10.412 --> 01:03:11.713]  But we're talking about a school board?
[01:03:11.733 --> 01:03:15.316]  I mean, we're seeing some very small margins.
[01:03:15.356 --> 01:03:22.421]  There was, I don't know where it was, but there was just an issue where somebody lost the local office to one vote because he didn't vote for himself.
[01:03:22.461 --> 01:03:24.142]  He just didn't feel comfortable voting for himself.
[01:03:24.462 --> 01:03:30.386]  And President Trump only won in 2016, I think by just tens, a few tens of thousands of votes.
[01:03:30.894 --> 01:03:35.240]  And so it just depends on the different areas you can get to vote for.
[01:03:35.460 --> 01:03:41.328]  And even if the country goes to hell in a handbasket, you can get your school board, you can get your sheriff.
[01:03:41.648 --> 01:03:52.552]   Because again, I mentioned this before, I'll reinforce it, during the COVID lockdowns, even in counties in Los Angeles, Sheriffs were not enforcing Governor Newsom's lockdown orders.
[01:03:52.572 --> 01:03:53.613]  That's right.
[01:03:53.953 --> 01:03:55.334]  It's time to stop following orders.
[01:03:55.434 --> 01:03:56.975]  Alright, the book is The World Conservatives.
[01:03:57.556 --> 01:03:58.516]  Amazon.com.
[01:03:58.536 --> 01:04:00.338]  I want to send it to number one.
[01:04:01.038 --> 01:04:02.639]  Mark Dice, thank you so much.
[01:04:02.819 --> 01:04:03.660]  Really amazing.
[01:04:03.740 --> 01:04:07.103]  And thanks for being a real American, but it's good to know who's actually on our side.
[01:04:07.123 --> 01:04:08.924]  Appreciate it.
[01:04:09.144 --> 01:04:09.945]  Glad to see you back.
[01:04:10.481 --> 01:04:11.962]  Look forward to everything that you're going to do.
[01:04:12.142 --> 01:04:14.604]  Have a good Christmas, Happy New Year, and buckle up, everybody.
[01:04:14.624 --> 01:04:15.645]  It's going to be intense.
[01:04:16.046 --> 01:04:16.506]  Buckle up.
[01:04:17.046 --> 01:04:19.348]  The war on conservatives, Mark Dice, only made 18 years.
[01:04:19.388 --> 01:04:22.671]  The real deal, when almost no one would support it.
[01:04:23.472 --> 01:04:24.192]  I don't forget that.
[01:04:24.853 --> 01:04:29.197]  I said today, because we got a lot of folks on the show, and I said, I want Mark Dice first.
[01:04:30.377 --> 01:04:31.999]  And of course, he's like, well, I'm a little busy.
[01:04:32.019 --> 01:04:33.280]  And I said, knock it off, man.
[01:04:34.121 --> 01:04:35.422]  Just get on the damn show.
[01:04:36.801 --> 01:04:38.142]  So, he's a busy guy.
[01:04:38.162 --> 01:04:42.023]  He has businesses and everything else, but we need people like Mark Dice and we appreciate it.
[01:04:42.043 --> 01:04:43.104]  All right, we're gonna go to break here.
[01:04:43.124 --> 01:04:46.385]  I already skipped the break, but I want to hear the special reporters supporting.
[01:04:48.106 --> 01:04:51.968]  I'm gonna come back and drill through all this news, but I'm telling you folks, I don't hype stuff up for no reason.
[01:04:51.988 --> 01:04:54.289]  You know, if I tell you something's big, it's big.
[01:04:54.329 --> 01:04:57.110]  In fact, most of them I say, coming up, and I go ahead and tell you right away.
[01:04:57.170 --> 01:04:58.551]  I'm the opposite of a hype guy.
[01:04:58.571 --> 01:04:59.451]  I just can't help it.
[01:04:59.471 --> 01:05:00.752]  I kind of shoot my wad right up front.
[01:05:01.974 --> 01:05:06.419]  This Elon Musk interview, supposedly me being interviewed by him, I said, forget Alex Jones.
[01:05:06.840 --> 01:05:09.063]  Let's not talk about... Come on, please.
[01:05:09.083 --> 01:05:09.583]  Let's move on.
[01:05:10.024 --> 01:05:12.207]  You run like all this economic engine.
[01:05:12.247 --> 01:05:13.028]  Let's talk about you.
[01:05:13.068 --> 01:05:15.851]  And 70% of it is me asking them questions.
[01:05:16.432 --> 01:05:17.873]  That has already went out to millions.
[01:05:17.994 --> 01:05:19.576]  It's about to be on Infowars.com.
[01:05:19.936 --> 01:05:20.737]  It's not already there.
[01:05:21.778 --> 01:05:22.760]  So look for that tomorrow.
[01:05:23.161 --> 01:05:26.366]  Chase Geyser's coming up in about 35 minutes, 36 minutes.
[01:05:26.386 --> 01:05:32.477]  But here is a New World Order builds planetary suicide machine by Jian Bound.
[01:05:32.517 --> 01:05:33.258]  Very important report.
[01:05:33.077 --> 01:05:45.478]  Here it is.
[01:05:45.753 --> 01:05:46.313]  It's the cult.
[01:05:46.373 --> 01:05:47.534]  I mean, it's the cult of cults.
[01:05:48.534 --> 01:05:49.494]  It's the cult of truth.
[01:05:49.735 --> 01:05:52.596]  It is no different with the climate change cult.
[01:05:53.096 --> 01:06:00.860]  Many people who are in the middle of Manhattan and have maybe ever never been on the other side of the Hudson River... You know what, hit pause.
[01:06:01.660 --> 01:06:02.901]  I rarely nail it wrong.
[01:06:02.981 --> 01:06:04.081]  I'm really good with these clocks.
[01:06:05.022 --> 01:06:07.804]  And I'm used to John Bowne reports being 4 minutes 50 seconds.
[01:06:08.304 --> 01:06:08.944]  I didn't look at this.
[01:06:08.984 --> 01:06:10.645]  I just thought, oh John Bowne is 5 minutes.
[01:06:11.185 --> 01:06:12.726]  It's 5 minutes 52 seconds.
[01:06:13.367 --> 01:06:14.027]  It's too important.
[01:06:14.067 --> 01:06:17.009]  I watched it before I went on today and I was like, this is incredibly important.
[01:06:17.569 --> 01:06:19.110]  So we're not cutting this short.
[01:06:19.150 --> 01:06:20.330]  We're not cutting a minute off of it.
[01:06:21.851 --> 01:06:23.812]  So you're stuck with me for 4 minutes before we got a break.
[01:06:25.313 --> 01:06:26.774]  But here's what I want to explain to people.
[01:06:28.823 --> 01:06:35.425]  I get attacked by the New York Times, the Washington Post, CNN, the CIA, the FBI, the British Intelligence and the Easter Bunny.
[01:06:36.225 --> 01:06:42.967]  But then I constantly see these attacks because I know people are waking up saying, oh, he's loyal opposition or he's controlled.
[01:06:43.247 --> 01:06:44.547]  They never show you proof, folks.
[01:06:45.147 --> 01:06:48.608]  Yeah, I'm controlled by the truth for 29 years on air.
