[00:00:00.000 --> 00:00:13.000]  [MUSIC]
[01:10:21.762 --> 01:10:27.762]   Because the Democrats and the fake news media, it's a partnership, remember that.
[01:10:27.849 --> 01:10:29.029]  And you see it all the time.
[01:10:29.530 --> 01:10:31.230]  And I've never seen it to this extent.
[01:10:31.250 --> 01:10:35.456]   You know, when I won in the primaries, And then I won the election.
[01:10:36.137 --> 01:10:38.939]  I was treated horribly by the media.
[01:10:39.439 --> 01:10:39.920]  Horribly.
[01:10:40.279 --> 01:10:45.618]   And then when I won the election, we had the greatest night, one of the highest rated nights in the history of
[01:10:45.618 --> 01:10:47.279]  television all over the world.
[01:10:47.279 --> 01:10:53.279]  [Applause]
[01:10:53.279 --> 01:10:56.279]  And I won and I said, "Oh, the great thing."
[01:10:56.139 --> 01:11:02.520]  I said to Ivanka, I said to the First Lady, I said to anybody that would listen, I said, listen, this is so great.
[01:11:02.900 --> 01:11:07.521]  Finally, finally, we, all of us, we're going to be respected by the media.
[01:11:08.661 --> 01:11:09.541]  And you know what happened?
[01:11:09.921 --> 01:11:10.641]  They got worse.
[01:11:11.282 --> 01:11:12.922]  They're worse now than they ever have been.
[01:11:13.262 --> 01:11:14.382]  They're crooked as hell.
[01:11:14.842 --> 01:11:16.983]  They're worse now than they've ever been.
[01:11:17.163 --> 01:11:24.163]  They're crooked.
[01:11:24.163 --> 01:11:30.563]   The only message these radicals, and they are radical lefties, will understand is a
[01:11:30.563 --> 01:11:32.883]  crushing defeat on November 3rd.
[01:11:32.695 --> 01:11:49.975]   2020. Save that day. With your help, we will win back the House. We will keep the Senate
[01:11:49.975 --> 01:12:05.975]   and we will keep the White House in numbers like they haven't seen in a long, long time.
[01:12:05.981 --> 01:12:11.024]  Joining us tonight are many terrific Republican leaders, and they are terrific.
[01:12:11.504 --> 01:12:13.705]  And frankly, if they're not, I'm not going to introduce them, okay?
[01:12:15.677 --> 01:12:19.060]  But we have some great leaders and you have great leaders in Texas.
[01:12:21.541 --> 01:12:21.962]  Great leaders.
[01:12:23.663 --> 01:12:24.604]  And they love Texas.
[01:12:27.926 --> 01:12:33.430]  So a friend of mine, a guy that a lot of people weren't so sure, we had this unbelievable relationship.
[01:12:34.251 --> 01:12:42.753]   In fact, when Ted Cruz held a rally in Washington, He said, could you come to my rally?
[01:12:43.573 --> 01:12:46.335]  And everybody thought, these people thought, that was strange.
[01:12:46.735 --> 01:12:49.737]  They said to me, well, when is the fighting between these two?
[01:12:49.757 --> 01:12:50.938]  Because we really like each other.
[01:12:51.258 --> 01:12:52.539]  When's the fighting going to start?
[01:12:52.599 --> 01:12:52.959]  Right, Ted?
[01:12:53.439 --> 01:12:55.360]  They said, when is the fighting going to start?
[01:12:55.840 --> 01:12:57.421]  And I said, don't worry, it'll start.
[01:12:57.521 --> 01:12:59.122]  And when it does, it's going to be vicious.
[01:12:59.182 --> 01:12:59.923]  And it was vicious.
[01:13:00.263 --> 01:13:01.544]  And now we love each other again.
[01:13:01.564 --> 01:13:02.084]  He's great.
[01:13:02.764 --> 01:13:03.764]  Ted Cruz.
[01:13:03.764 --> 01:13:15.503]  [Applause]
[01:13:15.503 --> 01:13:19.503]   And he had a great victory against a man that spent almost $100 million.
[01:13:19.514 --> 01:13:20.595]  That's a lot of money.
[01:13:21.356 --> 01:13:24.037]  Spent almost $100 million, but that was a great victory.
[01:13:24.057 --> 01:13:24.617]  Thank you, Ted.
[01:13:25.758 --> 01:13:28.560]  Another man who's currently running against somebody.
[01:13:29.601 --> 01:13:39.200]   I kept thinking maybe Beto will jump in because he's at zero right now.
[01:13:39.200 --> 01:13:40.641]  We hope he's going to jump in.
[01:13:40.847 --> 01:13:43.989]  Remember, no religion and no guns.
[01:13:44.069 --> 01:13:45.050]  I think that's not good.
[01:13:46.505 --> 01:13:49.667]  Oh, and I think he's, like, pretty light on oil production, too.
[01:13:51.708 --> 01:13:58.708]   But a man, and John I have no idea who you're running against, but nobody's going to be able to beat John Cornyn.
[01:13:58.708 --> 01:14:04.708]  He's a good man.
[01:14:04.837 --> 01:14:06.619]  He's a good man.
[01:14:06.699 --> 01:14:07.359]  Thank you, John.
[01:14:10.541 --> 01:14:12.823]  And we have a lot of Congress people here.
[01:14:14.145 --> 01:14:18.385]   We have a woman who's fantastic, who's been a fan of ours right from the beginning,
[01:14:18.385 --> 01:14:19.666]  Kay Granger.
[01:14:19.666 --> 01:14:27.664]  Thank you, Kay.
[01:14:27.881 --> 01:14:35.710]  We have a man who's smart as hell, and he is tough, and he is mean and nasty.
[01:14:36.869 --> 01:14:46.497]  But he loves this state and he's only mean and nasty because he wants to defend you and me and all of the horrible things that we all go through.
[01:14:47.478 --> 01:15:01.118]   Louie Gohmert [Applause]
[01:15:01.118 --> 01:15:04.757]   Louie (audience cheering)
[01:15:04.929 --> 01:15:06.829]  He's a great guy, been a great friend of mine.
[01:15:07.830 --> 01:15:12.710]  I'll tell you once, once we got him on board, he wouldn't leave us no matter what.
[01:15:13.651 --> 01:15:18.091]  And he had Mueller and everybody figured out long before anybody else had it figured out.
[01:15:18.131 --> 01:15:18.652]  Right, Louis?
[01:15:21.112 --> 01:15:28.973]  The person who's been an incredible ally, again, loves your state, Randy Weber.
[01:15:28.993 --> 01:15:29.754]  Thank you, Randy.
[01:15:29.814 --> 01:15:30.394]  Great job.
[01:15:31.214 --> 01:15:31.574]  Thank you.
[01:15:34.187 --> 01:15:36.328]  One of the best lawyers you'll ever find.
[01:15:37.708 --> 01:15:47.730]  He's slick, he's smooth, but boy, he's loyal, he's talented, and he's got them all buffaloed because they're not as good as him, John Ratcliffe.
[01:15:47.750 --> 01:15:50.231]  Thank you, Jeff.
[01:15:54.852 --> 01:16:01.952]   A man I saw on television last night defending me Brilliantly defending me.
[01:16:02.012 --> 01:16:04.993]  I actually don't like doing this usually, but I tweeted out.
[01:16:05.053 --> 01:16:07.994]  I said, thank you very much, Brian Babin.
[01:16:08.034 --> 01:16:09.235]  That was a great defense.
[01:16:09.315 --> 01:16:10.075]  I appreciate it.
[01:16:12.215 --> 01:16:13.036]  Thank you, Brian.
[01:16:13.056 --> 01:16:14.256]  That was great last night.
[01:16:17.837 --> 01:16:21.738]  See, I put a tweet out because it's easier than making a phone call and talking for a half hour.
[01:16:21.758 --> 01:16:22.358]  Thanks, Brian.
[01:16:23.499 --> 01:16:24.279]  I just said, thanks.
[01:16:24.919 --> 01:16:25.439]  And you know what?
[01:16:25.459 --> 01:16:27.220]  He'd rather have that too, actually, right?
[01:16:29.133 --> 01:16:32.234]  And Lance Gooden, special person, Lance Gooden.
[01:16:32.874 --> 01:16:33.634]  Thank you, Lance.
[01:16:35.214 --> 01:16:35.954]  Thank you, Lance.
[01:16:38.455 --> 01:16:41.676]  And Lance was one of 60 people that stuck in there.
[01:16:41.716 --> 01:16:42.936]  He was unbelievable.
[01:16:44.436 --> 01:16:45.856]  And Ron Wright.
[01:16:46.136 --> 01:16:46.917]  Thank you, Ron.
[01:16:48.077 --> 01:16:48.757]  Great job.
[01:16:49.857 --> 01:16:50.257]  Great job.
[01:16:50.277 --> 01:16:51.217]  These are great people.
[01:16:52.398 --> 01:17:01.221]   These are great people, along with Republican Party chairs and all of these total winners.
[01:17:01.241 --> 01:17:01.702]  Here's one.
[01:17:02.382 --> 01:17:03.604]  Ronna McDaniel.
[01:17:03.764 --> 01:17:04.565]  I'll tell you what.
[01:17:08.830 --> 01:17:09.530]  You know, Ronna.
[01:17:10.512 --> 01:17:11.513]  Was the head of Michigan.
[01:17:11.593 --> 01:17:14.655]  Michigan hadn't been won by a Republican for decades.
[01:17:15.536 --> 01:17:16.617]  And it was tough.
[01:17:16.777 --> 01:17:18.278]  They all said you couldn't win Michigan.
[01:17:18.319 --> 01:17:18.839]  I said, why?
[01:17:18.899 --> 01:17:20.180]  We're getting these massive crowds.
[01:17:20.240 --> 01:17:20.500]  Why?
[01:17:21.121 --> 01:17:23.803]  And she was in charge of Michigan.
[01:17:24.243 --> 01:17:26.225]  And I said, I want you to do me a favor.
[01:17:26.285 --> 01:17:27.526]  Find out who this woman is.
[01:17:27.566 --> 01:17:28.647]  She's driving me crazy.
[01:17:28.687 --> 01:17:30.188]  She calls me just one more trip, sir.
[01:17:30.909 --> 01:17:31.429]  One more trip.
[01:17:31.730 --> 01:17:32.310]  Who is she?
[01:17:32.931 --> 01:17:33.411]  Who is she?
[01:17:33.972 --> 01:17:34.672]  And it was Ronna.
[01:17:34.912 --> 01:17:36.912]  and we won the state of Michigan.
[01:17:36.912 --> 01:17:38.912]  We won.
[01:17:38.912 --> 01:17:40.912]  [Applause]
[01:17:40.912 --> 01:17:46.912]   And when it came time, when it came time to picking somebody
[01:17:46.912 --> 01:17:50.912]   to head the RNC, Republican National Committee,
[01:17:50.912 --> 01:17:54.912]   I said, "What about that woman that drove me crazy from Michigan?"
[01:17:54.912 --> 01:17:56.471]  Thank you.
[01:17:56.408 --> 01:17:58.589]  And it was Ronna, and she's done a fantastic job.
[01:17:58.629 --> 01:17:59.009]  Thank you.
[01:17:59.389 --> 01:18:00.049]  Thank you, Ronna.
[01:18:01.189 --> 01:18:01.589]  Thank you.
[01:18:02.270 --> 01:18:03.230]  She's fantastic.
[01:18:05.110 --> 01:18:06.971]  And a great governor from your state.
[01:18:08.912 --> 01:18:10.132]  He's a great, great man.
[01:18:13.226 --> 01:18:14.187]  And a friend of mine.
[01:18:16.769 --> 01:18:19.812]  And together with your Lieutenant Governor, Dan Patrick.
[01:18:24.316 --> 01:18:30.662]  When you had a hurricane, two years ago now, they still keep calling me for money.
[01:18:32.063 --> 01:18:33.945]  Sir, could you give us another one?
[01:18:33.985 --> 01:18:35.767]  The governor called up, Dan was there.
[01:18:37.349 --> 01:18:40.630]  You know, thank you for being so generous to Texas, sir.
[01:18:40.911 --> 01:18:42.251]  The hurricane, it was a big one.
[01:18:42.291 --> 01:18:43.031]  It was a bad one.
[01:18:43.051 --> 01:18:43.872]  A lot of water dump.
[01:18:43.912 --> 01:18:45.553]  I think the biggest dump of what, remember?
[01:18:45.773 --> 01:18:47.433]  Kept going in and out, in and out.
[01:18:47.473 --> 01:18:49.694]  Our Coast Guard saved 16,000 lives.
[01:18:49.754 --> 01:18:50.475]  Thank you.
[01:18:54.376 --> 01:18:55.657]  But it kept going in and out.
[01:18:57.998 --> 01:18:59.138]  Water, water.
[01:18:59.979 --> 01:19:02.071]   And finally, I get a call.
[01:19:02.352 --> 01:19:05.654]  I paid billions and billions of dollars to the state.
[01:19:06.294 --> 01:19:08.456]  Like numbers, my people are driving me crazy.
[01:19:09.076 --> 01:19:11.157]  I get a call from the governor and Dan is there.
[01:19:11.598 --> 01:19:12.138]  Where's Dan?
[01:19:12.198 --> 01:19:12.618]  Is he here?
[01:19:12.658 --> 01:19:13.079]  Where's Dan?
[01:19:13.159 --> 01:19:13.439]  Dan.
[01:19:14.660 --> 01:19:15.400]  Dan Patrick.
[01:19:17.001 --> 01:19:18.302]  And the two of them call me.
[01:19:20.003 --> 01:19:21.884]  And then I had Ted Cruz on my back.
[01:19:22.665 --> 01:19:24.426]  And I had John Cornyn on my back.
[01:19:24.486 --> 01:19:26.968]  And I had the congressman calling and it was brutal.
[01:19:27.890 --> 01:19:29.031]  It wasn't even fair.
[01:19:29.431 --> 01:19:33.215]  And they said, Sir, thank you for being so generous on the hurricane.
[01:19:33.235 --> 01:19:33.895]  They made a fortune.
[01:19:33.915 --> 01:19:35.196]  You made a fortune on the hurricane.
[01:19:36.257 --> 01:19:37.979]  Thank you for being so generous, sir.
[01:19:38.739 --> 01:19:40.701]  Sir, we want one more small request.
[01:19:41.562 --> 01:19:44.544]  Just a small, it's not much, and we appreciate you listening to us.
[01:19:45.685 --> 01:19:47.227]  We want to build a dam in the ocean.
[01:19:48.628 --> 01:19:55.554]  So that if we ever have another hurricane, sir, the water won't be able to come in to Houston and all of the areas that it came into, sir.
[01:19:56.374 --> 01:19:57.194]  Do you think we could do it?
[01:19:57.254 --> 01:19:57.854]  I said, how much?
[01:19:58.415 --> 01:19:59.615]  It's only $10 billion.
[01:19:59.835 --> 01:20:00.335]  $10 billion!
[01:20:02.075 --> 01:20:02.536]  Right, Ted?
[01:20:03.336 --> 01:20:04.796]  Right?
[01:20:04.816 --> 01:20:05.896]  $10 billion they want it.
[01:20:05.956 --> 01:20:07.277]  And you know the way they sell it.
[01:20:08.057 --> 01:20:08.757]  And it's so good.
[01:20:08.777 --> 01:20:09.337]  They're salesmen.
[01:20:09.357 --> 01:20:10.358]  They're incredible salesmen.
[01:20:10.598 --> 01:20:12.078]  They say, it's only $10 billion.
[01:20:12.118 --> 01:20:13.038]  I'm supposed to be happy.
[01:20:13.118 --> 01:20:13.658]  Oh, let's see.
[01:20:13.898 --> 01:20:19.640]  Could we give Texas an extra $10 billion for some crazy thing that may work and it may not, right?
[01:20:21.089 --> 01:20:21.991]  No, they're great people.
[01:20:22.051 --> 01:20:22.812]  They love your state.
[01:20:23.514 --> 01:20:26.460]  RNC Co-Chairman Tommy Hicks, a real friend of ours.
[01:20:30.207 --> 01:20:30.888]  Thank you, Tommy.
[01:20:32.811 --> 01:20:37.713]  And our great campaign manager, the most sophisticated man with a computer you've ever seen.
[01:20:37.773 --> 01:20:41.994]  Remember, they used to say with Hillary, her campaign is so sophisticated.
[01:20:42.274 --> 01:20:45.895]  Then after she lost, they said, Trump's campaign was so sophisticated.
[01:20:46.675 --> 01:20:50.217]  And remember, she spent like six times more on this stuff than we did.
[01:20:50.637 --> 01:20:55.978]  You know, in the old days, my father taught me, if you can spend less, that's a good thing, not a bad thing, right?
[01:20:56.298 --> 01:21:05.272]   My father said, if you can spend less, so we spent much less Then Hillary, crooked Hillary, crooked Hillary.
[01:21:09.013 --> 01:21:10.613]  Where are those emails, Hillary?
[01:21:11.253 --> 01:21:13.834]  They may find those 33,000 emails.
[01:21:14.254 --> 01:21:14.854]  They're looking.
[01:21:15.854 --> 01:21:17.855]  They may find those deleted emails.
[01:21:20.175 --> 01:21:21.196]  They may find them.
[01:21:21.736 --> 01:21:26.997]  Remember the emails that, 33,000 emails covering her gym?
[01:21:28.993 --> 01:21:29.873]  And her daughter's wedding.
[01:21:30.434 --> 01:21:29.873]  $33,000!
[01:21:30.454 --> 01:21:34.596]  That's a lot of emails for a wedding and working out.
[01:21:36.496 --> 01:21:38.537]  But Brad Parscale did a great job.
[01:21:38.577 --> 01:21:39.238]  Thank you, Brad.
[01:21:39.858 --> 01:21:40.178]  Thank you.
[01:21:41.139 --> 01:21:41.739]  Thank you, Brad.
[01:21:45.681 --> 01:21:49.162]  And Secretary of Commerce, one of the legends of Wall Street.
[01:21:49.182 --> 01:21:52.644]  He was really, like, amazing, and he is doing an incredible job.
[01:21:53.044 --> 01:21:53.844]  Wilbur Ross.
[01:21:53.904 --> 01:21:54.665]  Thank you, Wilbur.
[01:21:56.646 --> 01:21:57.166]  Smart guy.
[01:21:59.315 --> 01:22:01.437]  And a friend of mine, he's another one.
[01:22:02.017 --> 01:22:02.918]  He was so tough.
[01:22:02.958 --> 01:22:04.019]  He was nasty, man.
[01:22:05.020 --> 01:22:06.761]  Boy, he hit me during the campaign.
[01:22:06.821 --> 01:22:08.082]  I said, that guy's ruthless.
[01:22:10.104 --> 01:22:13.927]  And when it was sort of over, there was nobody more gracious.
[01:22:14.608 --> 01:22:15.428]  And I called him.
[01:22:16.149 --> 01:22:17.670]  I made him Secretary of Energy.
[01:22:17.710 --> 01:22:19.091]  He's done a phenomenal job.
[01:22:23.895 --> 01:22:28.079]  And Rick Perry couldn't have done a better job.
[01:22:29.382 --> 01:22:31.382]  Truly, truly.
[01:22:31.382 --> 01:22:39.382]   And he's going to be leaving at the end of the year, and probably coming back here
[01:22:39.585 --> 01:22:41.366]  Whatever he does, it's going to be successful.
[01:22:41.966 --> 01:22:44.807]  But he spent three years with us, and I want to thank you, Rick.
[01:22:45.007 --> 01:22:45.947]  What a job you've done.
[01:22:45.967 --> 01:22:46.687]  Thank you.
[01:22:50.529 --> 01:22:51.609]  What a job he's done.
[01:22:52.509 --> 01:22:55.090]  He was also a great governor of Texas, that you know.
[01:22:57.731 --> 01:23:01.556]  In everything we do, we're fighting for the faithful citizens of this country.
[01:23:02.197 --> 01:23:08.265]  This includes putting a stop to the catastrophic era of endless wars.
[01:23:08.545 --> 01:23:09.326]  Endless wars.
[01:23:09.386 --> 01:23:10.087]  They don't stop.
[01:23:10.428 --> 01:23:11.229]  They don't stop.
[01:23:11.549 --> 01:23:12.650]  They go on forever.
[01:23:13.171 --> 01:23:14.353]  We become policemen.
[01:23:15.595 --> 01:23:17.295]  We end up becoming police.
[01:23:17.395 --> 01:23:18.836]  We're policing these countries.
[01:23:19.296 --> 01:23:20.476]  That's not what it's about.
[01:23:21.056 --> 01:23:24.277]  We've spent $8 trillion in the Middle East.
[01:23:24.757 --> 01:23:27.878]  Thousands of American soldiers have lost their lives.
[01:23:28.318 --> 01:23:31.078]  Tens of thousands more have been severely wounded.
[01:23:31.478 --> 01:23:35.639]  And in all fairness, the other side has lost millions of people.
[01:23:35.939 --> 01:23:36.379]  Millions.
[01:23:36.519 --> 01:23:37.319]  Millions of people.
[01:23:37.359 --> 01:23:37.820]  Think of it.
[01:23:38.380 --> 01:23:45.525]   These wars Brought mass chaos, instability, destruction, and death.
[01:23:46.585 --> 01:23:49.207]  Today, we choose a different path.
[01:23:49.247 --> 01:23:50.787]  We had tremendous success today.
[01:23:50.606 --> 01:23:57.606]  I don't know if you've seen.
[01:23:57.606 --> 01:24:03.726]   Look, we built in the last three years, we built the strongest military by far.
[01:24:03.676 --> 01:24:06.798]  When I, and I told the story, I was embarrassed to tell it, but now I'll tell.
[01:24:07.158 --> 01:24:14.063]  When I first got in, a general told me, we could have had a conflict with someone, said, Sir, we don't have ammunition.
[01:24:14.703 --> 01:24:23.009]  And I said, I never want to hear a president, I just never want to hear somebody have that statement made to them again as president of the United States.
[01:24:23.229 --> 01:24:24.270]  We don't have ammunition.
[01:24:24.510 --> 01:24:25.491]  Think of how bad.
[01:24:25.971 --> 01:24:28.953]  Now we have so much ammunition, we don't know what to do with it.
[01:24:33.836 --> 01:24:40.019]  You know, I wonder who said that to him, because remember DHS purchased, what was it, like 2 billion bullets or something?
[01:24:40.039 --> 01:24:49.464]  That's right, I mean now every major agency of government, I mean the IRS now has guns and ammo, but apparently the U.S.
[01:24:49.524 --> 01:24:50.324]  military doesn't.
[01:24:50.485 --> 01:24:51.805]  Yeah, the Bureau of Land Management too.
[01:24:52.045 --> 01:24:57.788]  I'm just curious, where did the Department of Homeland Security 2 billion bullets go if the military says they don't have ammunition?
[01:24:57.829 --> 01:24:58.469]  It just came to me.
[01:25:00.680 --> 01:25:01.921]  I wonder what happened to those.
[01:25:01.740 --> 01:25:02.740]  those. All right, let's go back to Trump.
[01:25:02.740 --> 01:25:15.100]   We've all agreed on a pause or a ceasefire in the border region of Syria.
[01:25:15.100 --> 01:25:16.640]  (audience cheering)
[01:25:16.774 --> 01:25:18.676]  And it was unconventional what I did.
[01:25:19.136 --> 01:25:20.978]  I said, they're gonna have to fight a little while.
[01:25:20.998 --> 01:25:22.759]  Sometimes you have to let them fight a little while.
[01:25:23.140 --> 01:25:25.282]  Then people find out how tough the fighting is.
[01:25:25.302 --> 01:25:26.603]  These guys know right up here.
[01:25:27.043 --> 01:25:27.684]  These guys know.
[01:25:29.744 --> 01:25:29.964]  Right?
[01:25:30.725 --> 01:25:32.165]  Sometimes you have to let them fight.
[01:25:32.186 --> 01:25:34.927]  It's like two kids in a lot.
[01:25:34.967 --> 01:25:37.088]  You gotta let them fight, and then you pull them apart.
[01:25:38.509 --> 01:25:39.810]  But it was unconventional.
[01:25:39.870 --> 01:25:43.152]  But they fought for a few days, and it was pretty vicious.
[01:25:43.252 --> 01:25:46.634]  And the Kurds, who are our friends, and Turkey's our friend.
[01:25:47.475 --> 01:25:48.015]  But they fought.
[01:25:48.075 --> 01:25:48.715]  It was tougher.
[01:25:48.735 --> 01:25:50.657]  I mean, it was nasty.
[01:25:51.337 --> 01:25:54.719]  And you couldn't make a deal for 15 — think of it — for 15 years.
[01:25:54.739 --> 01:25:55.960]  20 years, they couldn't make a deal.
[01:25:56.789 --> 01:25:57.870]  The Kurds didn't want to move.
[01:25:58.430 --> 01:25:59.651]  Turkey didn't want to budge.
[01:26:00.752 --> 01:26:04.734]  And Turkey was having a lot of bad things happen from this region, in all fairness to Turkey.
[01:26:05.354 --> 01:26:18.663]  They were having a lot of bad... But they didn't want... Now all of a sudden they're fighting and it's not fun having... 3.6 million Syrian refugees that Erdogan has in Turkey and he's constantly threatening the EU with.
[01:26:18.683 --> 01:26:20.704]  We're going to keep ISIS all nice and locked up.
[01:26:21.585 --> 01:26:21.925]  Okay?
[01:26:22.164 --> 01:26:29.884]  We're going to find more of them.
[01:26:29.884 --> 01:26:34.244]   And Turkey's all set, and President Erdogan was great, and we're going to take the worst
[01:26:34.244 --> 01:26:37.364]   sanctions and tariffs and everything that I put on the country.
[01:26:37.677 --> 01:26:44.445]   We put the worst I mean, I don't think they could have economically survived, but that doesn't matter.
[01:26:44.986 --> 01:26:47.167]  President Erdogan was a gentleman.
[01:26:47.547 --> 01:26:48.267]  He understood it.
[01:26:48.507 --> 01:26:51.109]  But without a little tough love, you know what tough love is, right?
[01:26:51.409 --> 01:26:55.091]  Without a little tough love, they would have never made this deal.
[01:26:55.511 --> 01:26:58.692]  President Obama lost a million people in the area.
[01:26:58.812 --> 01:26:59.773]  A million people.
[01:27:00.913 --> 01:27:01.694]  A million people.
[01:27:04.594 --> 01:27:07.057]  So now we're doing a five-day period.
[01:27:07.097 --> 01:27:08.999]  We're going to see if we can get it all finalized.
[01:27:09.059 --> 01:27:09.940]  And I think it will be.
[01:27:10.081 --> 01:27:10.922]  I think it will be.
[01:27:11.022 --> 01:27:13.304]  So, Turkey's going to be happy.
[01:27:13.605 --> 01:27:15.026]  The Kurds are going to be happy.
[01:27:15.247 --> 01:27:26.367]  ISIS is going to be unhappy.
[01:27:26.367 --> 01:27:29.287]   We'll deal with whoever we have to deal with, but we'll get it done.
[01:27:29.287 --> 01:27:32.247]  And it's a great tribute to a lot of very talented people.
[01:27:32.285 --> 01:27:36.871]  And thank you to Vice President Pence, and thank you to Mike Pompeo.
[01:27:39.735 --> 01:27:40.136]  Good job.
[01:27:40.496 --> 01:27:41.017]  Good job.
[01:27:42.098 --> 01:27:43.901]  And they're traveling back to our country.
[01:27:45.202 --> 01:27:49.565]  By night, they're traveling back, and they'll be back soon, and we'll have a big conference on it.
[01:27:49.585 --> 01:27:54.429]  But it was a terrific thing, and we've taken care of a lot of religious persecution.
[01:27:54.469 --> 01:27:55.309]  We added that in.
[01:27:55.750 --> 01:27:58.872]  A lot of things are in that agreement that nobody ever thought possible.
[01:28:02.615 --> 01:28:05.297]  So we have to fundamentally change our approach.
[01:28:06.616 --> 01:28:09.177]  To Homeland Security, as an example.
[01:28:09.257 --> 01:28:11.918]  In that example, nobody would have ever done that.
[01:28:12.638 --> 01:28:14.498]  You have to be a little bit different to do it that way.
[01:28:14.999 --> 01:28:21.060]  I took a lot of heat, even from some of our congressmen, even from some of our senators, but now they're all happy.
[01:28:21.781 --> 01:28:22.881]  And I'm happy with them.
[01:28:24.361 --> 01:28:25.302]  I'm happy with them.
[01:28:25.322 --> 01:28:31.404]  Now, I don't know what about the Democrats.
[01:28:31.444 --> 01:28:35.605]  The Democrats will say, oh, what a terrible... Anything we do, the Democrats will criticize.
[01:28:37.287 --> 01:28:42.250]  If I said, like, on the China deal, we'd get Beijing for $1, they would say, what a terrible deal.
[01:28:45.812 --> 01:28:47.033]  It just doesn't work with them.
[01:28:47.453 --> 01:28:48.273]  You know, the wall.
[01:28:48.854 --> 01:28:51.015]  We spent so much time with them on the wall.
[01:28:51.315 --> 01:28:55.978]  And I realized about two weeks ago, all I had to do was say, we will never build the wall.
[01:28:56.018 --> 01:28:58.199]  And they would have come through and they said, we demand that you build it.
[01:28:58.219 --> 01:29:00.060]  It would have been so much easier, right?
[01:29:00.641 --> 01:29:02.422]  Would have been so much easier, Ted.
[01:29:03.422 --> 01:29:04.643]  Would have been so much easier.
[01:29:06.232 --> 01:29:14.441]  American combat troops should not be at the center of ancient sectarian conflicts all over the world.
[01:29:14.801 --> 01:29:17.724]  Bring our soldiers back home.
[01:29:18.085 --> 01:29:20.085]  Bring our soldiers back home!
[01:29:20.085 --> 01:29:37.085]  [crowd chanting "USA!"]
[01:29:37.085 --> 01:29:39.085]  Listen to that chant.
[01:29:39.043 --> 01:29:40.123]  Bring them home.
[01:29:40.484 --> 01:29:44.006]  You know, it used to be the Democrat Party was the anti-war party.
[01:29:44.426 --> 01:29:47.428]  Yeah, and by the way, he says, oh, ISIS will be unhappy.
[01:29:47.448 --> 01:29:48.408]  Well, guess what?
[01:29:48.508 --> 01:29:49.849]  The Democrats are unhappy.
[01:29:50.209 --> 01:29:52.571]  They're unhappy that Trump is trying to end these wars.
[01:29:52.671 --> 01:29:54.051]  I mean, what does that tell you, Leigh-Anne?
[01:29:54.392 --> 01:29:57.113]  Yeah, it's just that the orange man is bad.
[01:29:57.253 --> 01:29:58.334]  He can do no right.
[01:29:58.454 --> 01:30:01.756]  And they'd rather have full-on war until they can get their people into it.
[01:30:02.318 --> 01:30:07.080]  Donald Trump could rescue 99 kittens from a burning building and CNN will come on air the next day.
[01:30:07.720 --> 01:30:08.600]  Mouse dies.
[01:30:08.981 --> 01:30:12.082]  Trump abandons live mouse in structure fire.
[01:30:12.822 --> 01:30:13.202]  More at 9.
[01:30:13.682 --> 01:30:14.963]  Blood-curdling scream.
[01:30:14.983 --> 01:30:18.724]  Yeah, poor mouse burns to death because Trump killed him.
[01:30:19.245 --> 01:30:19.785]  Racist.
[01:30:20.505 --> 01:30:20.825]  Bigot.
[01:30:21.245 --> 01:30:22.126]  Xenophobe.
[01:30:22.206 --> 01:30:23.866]  It turns out the mouse was black.
[01:30:24.767 --> 01:30:25.087]  More at 9.
[01:30:25.127 --> 01:30:25.987]  Alright, go back to Trump.
[01:30:26.027 --> 01:30:33.222]   And we've stopped this horrible Migration of people.
[01:30:33.362 --> 01:30:34.842]  And many of them are bad people.
[01:30:35.422 --> 01:30:39.163]  You know, when countries send them up, they're not sending their finest.
[01:30:40.143 --> 01:30:40.524]  Okay?
[01:30:41.284 --> 01:30:41.864]  Use your heads.
[01:30:41.884 --> 01:30:43.184]  They're not sending their finest.
[01:30:43.764 --> 01:30:45.085]  You got to see some of the people.
[01:30:45.605 --> 01:30:46.705]  But now we send them back.
[01:30:46.785 --> 01:30:48.646]  And by the way, ICE is fantastic.
[01:30:48.866 --> 01:30:53.987]  They've taken out thousands and thousands of MS-13 killers.
[01:30:54.427 --> 01:30:57.488]  They've taken thousands of killers and brought them back.
[01:31:00.652 --> 01:31:09.655]  And now we've made deals with Guatemala, and Honduras, and El Salvador, and Mexico, but we've made deals now where we can bring back.
[01:31:09.715 --> 01:31:15.857]  There are 45,000 people waiting in Mexico, but it's going to be very tough for these people ever to get back.
[01:31:16.077 --> 01:31:17.017]  When did you ever hear that?
[01:31:17.518 --> 01:31:19.198]  Used to have no people waiting in Mexico.
[01:31:19.238 --> 01:31:19.838]  They just flood.
[01:31:20.599 --> 01:31:22.059]  Our borders are getting strong.
[01:31:22.079 --> 01:31:27.581]  When the wall is complete, they'll be as strong as any borders anywhere in the world.
[01:31:30.279 --> 01:31:33.380]  My administration believes in a simple principle.
[01:31:33.800 --> 01:31:38.061]  The best way to keep foreign terrorists out of America is deny them.
[01:31:38.421 --> 01:31:41.602]  Just deny them admission in the first place.
[01:31:41.662 --> 01:31:42.522]  It's really pretty simple.
