[00:00:00.029 --> 00:00:00.571]  Oh, no!
[01:35:20.510 --> 01:35:27.296]  And the wireless alerts allow the Federal Emergency Management Agency to accept and deliver warning messages to wireless networks
[01:35:27.956 --> 01:35:33.900]  Uh, from the President of the U.S., the National Weather Service, and other state and local emergency operation centers.
[01:35:34.501 --> 01:35:41.025]  Meanwhile, I find it very, uh, telling what a puppet position the presidency has become.
[01:35:41.045 --> 01:35:44.047]  Uh, this is kind of a small technicality here.
[01:35:44.067 --> 01:35:45.608]  Uh, or maybe not.
[01:35:45.648 --> 01:35:46.609]  Maybe it's a bigger thing.
[01:35:46.729 --> 01:35:49.611]  Obama uses Autopen to keep government open.
[01:35:50.766 --> 01:36:07.696]  And they get into how Obama's overseas on his diplomatic trip to the Pacific Rim, where they're trying to finagle what they are calling the American Pacific Century, highlighting the importance of negotiating with China and trying to maintain military presence in that area.
[01:36:08.097 --> 01:36:18.423]  Meanwhile, he's signing legislation to keep government open on a debt bill using a copy of his signature and a mechanical device that is certainly controversial.
[01:36:19.083 --> 01:36:19.504]  I don't
[01:36:38.918 --> 01:36:42.580]  Uh, unnamed things on children's testicles was okay to get information.
[01:36:42.600 --> 01:36:49.184]  Uh, some of those lawyers perhaps decided it was okay to use an auto pen to sign legislation.
[01:36:49.204 --> 01:36:52.686]  Now Bush apparently never used it, but Obama has.
[01:36:52.726 --> 01:36:57.208]  He did it earlier this year, okaying an extension of the Patriot Act.
[01:36:57.268 --> 01:36:58.249]  Well, isn't that nice?
[01:36:58.989 --> 01:37:09.596]  So it's just a little technical thing in the Constitution that the President shall sign any bills that he approves, as the language stipulates, but now somehow a copy is good enough.
[01:37:09.656 --> 01:37:16.301]  And Alex has broken down how vestigial our formal government as outlined under the Constitution has become.
[01:37:16.321 --> 01:37:23.386]  It's not enough to buy out all the members of Congress and lobby them heavily and corrupt them through and through.
[01:37:23.446 --> 01:37:24.987]  It's not enough that the President
[01:37:25.507 --> 01:37:25.787]  I think?
[01:37:43.468 --> 01:37:43.828]  I think?
[01:38:03.582 --> 01:38:06.143]  I mean, it's just totally a puppet position.
[01:38:06.184 --> 01:38:07.564]  You've known this for a long time.
[01:38:07.584 --> 01:38:20.211]  I mean, what is a president anyway, given how much we've been hijacked by the national security state, how much we've been taken over by elitist interests, and what a fraud our whole electoral process has become?
[01:38:20.231 --> 01:38:27.095]  But at the same time, is this not another violation of the Constitution, signing bills with a mechanical signature?
[01:38:27.735 --> 01:38:31.137]  Perhaps that's something to debate and discuss, but it is in the news.
[01:38:31.957 --> 01:38:51.500]  Meanwhile, Washington's blog is discussing how the Occupy Movement is protesting the same thing that the Founding Fathers protested in the Boston Tea Party, and what's more, the more recent incarnation of the Tea Party also started out essentially protesting the same time, the undue influence of big business in government at the time of the
[01:38:51.940 --> 01:38:52.420]  We're good.
[01:39:12.250 --> 01:39:24.295]  was involved in so much from the opium wars in China on down and all manner of looting and piracy but at the same time our founders did see the danger of this close
[01:39:25.265 --> 01:39:25.325]  And
[01:39:43.283 --> 01:39:50.887]  Really, everyone sees what's going on, but then when you get down to the individual level, the details fray out and a lot of the meaning is lost.
[01:39:51.287 --> 01:39:57.030]  It's definitely significant that Egyptians are back in the streets protesting the military rule of their country.
[01:39:57.430 --> 01:40:00.692]  They put off the new elections and the new constitution.
[01:40:01.632 --> 01:40:11.637]  Now, ten months after Mubarak has been ousted, people unhappy that the military has so far refused to give up power, but they say they're just trying to keep civil order
[01:40:12.037 --> 01:40:15.661]  And that they always wanted a civilian government to take hold.
[01:40:15.721 --> 01:40:18.764]  So we'll see how things develop there but massive protests going on.
[01:40:18.784 --> 01:40:29.636]  A lot of people upset in the wake of that Arab Spring which was instantly hailed as a great move for democracy and a new wave of change in the Middle East.
[01:40:29.696 --> 01:40:32.800]  Meanwhile the Muslim Brotherhood is being represented in Libya.
[01:40:33.320 --> 01:40:39.487]  And they are apparently going to be overseers in Syria, where there's quite a bit of tensions for war.
[01:40:39.588 --> 01:40:45.554]  Russia's blockading ships there now, kind of warning against taking military action there.
[01:40:45.655 --> 01:40:51.642]  And again, we know there is a hit list of countries, particularly in the Middle East and Central Asian region,
[01:40:52.122 --> 01:40:52.442]  I don't know.
[01:41:16.641 --> 01:41:24.064]  In political news, you've got this real suspicious attempted, what they're calling an attempted assassination plot.
[01:41:24.504 --> 01:41:30.047]  The man who fired gunshots at the White House, he's been questioned now.
[01:41:30.147 --> 01:41:32.988]  He's been arrested and faces life in jail.
[01:41:33.408 --> 01:41:37.930]  Meanwhile, was this some sort of staged event to buoy Obama's re-election chances?
[01:41:38.010 --> 01:41:39.031]  Was it a real attempt?
[01:41:39.511 --> 01:41:41.011]  And who was this guy anyway?
[01:41:41.051 --> 01:41:44.133]  There are articles on Infowars.com today about that.
[01:41:44.833 --> 01:41:45.234]  I don't know.
[01:42:02.745 --> 01:42:26.506]  Excuse me, through this new mechanism that Merkel and Sarkozy are honchoing, which would totally take over countries, admittedly put them into receivership and run those countries into the ground if necessary, meanwhile siphoning off from general European taxpayers what they consider to be an unlimited pool of money as a backstop for these defaulting countries.
[01:42:26.886 --> 01:42:45.704]  They first said they wanted one trillion then that that wouldn't be enough and that they wanted a quote unlimited financial bazooka of money under this new totally new monetary vehicle that would sort of float above any remaining European sovereignty and threatened to jeopardize that directly.
[01:42:46.465 --> 01:42:51.710]  In fact it's a total measure against sovereignty and that's one of the things that makes it so dangerous to
[01:42:52.774 --> 01:42:58.680]  And you see Britain kind of posturing, but you can see where they're not going to have a vote most likely.
[01:42:59.020 --> 01:43:07.529]  They don't want a referendum, they want to move this through very quickly, of course they want to jam through these plans, but why shouldn't the people of Europe be able to have a vote, whether it's
[01:43:08.249 --> 01:43:10.332]  in Britain or any other country there.
[01:43:11.113 --> 01:43:11.974]  Ireland had a vote.
[01:43:12.014 --> 01:43:19.684]  They voted no in terms of joining the European Constitution and they just held another vote until the people were finally duped into saying yes.
[01:43:19.704 --> 01:43:24.290]  That's the kind of thing going on in Europe where they're really strong-arming things.
[01:43:25.458 --> 01:43:38.567]  You've also got stories like this one out of The Guardian from two days ago, November 16th, and it regards the fake terror plots, paid informants, and the tactics of FBI entrapment questioned.
[01:43:39.188 --> 01:43:49.855]  And they have repeatedly been caught really admittedly entrapping so-called suspects of Al-Qaeda or other terrorist networks into taking action.
[01:43:49.955 --> 01:43:53.698]  Really, a lot of them are unrelated to any kind of fundamentalist
[01:43:54.258 --> 01:43:59.761]  Networks, they don't have a background even in Islamic mentality.
[01:43:59.942 --> 01:44:07.806]  It's just street people who've been set up and duped into agreeing to take action by the FBI.
[01:44:08.167 --> 01:44:13.350]  In this particular case, and there's dozens of cases, we've gone through them as they've come in over the years.
[01:44:13.750 --> 01:44:18.133]  The underwear bomber, probably just one of many, where there was a clear setup.
[01:44:18.513 --> 01:44:21.996]  The World Trade Center in 1993 was an extremely clear setup.
[01:44:22.016 --> 01:44:42.089]  We have audio of one of the FBI informants explaining how they gave the bomb and showed them how to use it and substituted a dummy bomb for a real one in time for the bombing that killed four people, injured many more, and really sent a symbolic shock into New York that would later take hold with the September 11th attacks.
[01:44:42.730 --> 01:44:43.871]  Anyway, in this case,
[01:44:44.591 --> 01:44:51.597]  Critics say the Bureau is running a sting operation across America targeting vulnerable people by luring them into fake terror plots.
[01:44:52.098 --> 01:44:53.999]  David Williams did not have an easy life.
[01:44:54.380 --> 01:45:03.588]  He moved to Newburgh, a gritty, impoverished town on the banks of the Hudson, an hour or so north of New York, just 10 years old, for a young black American boy with a father in jail.
[01:45:03.648 --> 01:45:04.669]  Trouble was everywhere.
[01:45:04.729 --> 01:45:05.830]  He made bad choices.
[01:45:06.230 --> 01:45:07.951]  He'd been in jail for dealing drugs.
[01:45:08.672 --> 01:45:14.486]  In 2007 he tried to go straight, but money was tight and his brother Lord needed cash for a liver transplant.
[01:45:16.776 --> 01:45:32.571]  Go down the line to how the FBI duped him into agreeing to take part in an Islamic terror plot to blow up Jewish synagogues and shoot down military planes, and his aunt just couldn't believe the way he was duped into it, said she felt like she was in the Twilight Zone.
[01:45:33.051 --> 01:45:36.875]  Well, there's all kinds of news like that, and that is your War on Terror for you.
[01:45:37.235 --> 01:45:38.596]  I know Alex is back on the line.
[01:45:38.636 --> 01:45:40.318]  Let's see what he wants to get into now.
[01:45:40.930 --> 01:45:46.635]  Well, I'm going to take phone calls until the bottom of the next hour, then I'll get into what I've been witnessing here on the road, Aaron.
[01:45:46.675 --> 01:45:59.507]  But that shake-and-bake operation where they always find a low-IQ, desperate person from prison, who they always force either into one of four or five different gangs, including the Muslim gangs.
[01:46:00.028 --> 01:46:02.630]  Then they recruit them out, and the FBI leads these groups.
[01:46:02.670 --> 01:46:05.333]  They don't infiltrate a group planning to blow something up.
[01:46:05.673 --> 01:46:06.454]  They create it.
[01:46:06.974 --> 01:46:09.876]  And it's all part of this backdrop for the general public.
[01:46:09.916 --> 01:46:11.097]  I want to go to the phone calls.
[01:46:11.798 --> 01:46:17.562]  My Skype text isn't working, so I'm having to handwrite down the callers.
[01:46:17.822 --> 01:46:25.488]  So after we go to these five callers, Aaron, you just have the call system up there in front of you, and you'll, when I say let's go to a call, you'll announce who the caller is, and we'll do it that way.
[01:46:26.168 --> 01:46:28.210]  Noah in Oklahoma, thanks for holding.
[01:46:28.230 --> 01:46:28.830]  You're on the air.
[01:46:28.891 --> 01:46:29.191]  Welcome.
[01:46:29.890 --> 01:46:30.891]  Oh, thank you so much.
[01:46:31.472 --> 01:46:39.599]  I've just been listening to you guys for just a little while, and I know this is a bit off-topic of what you guys have been talking about, but I thought it might really interest you.
[01:46:41.141 --> 01:46:45.565]  FU takes the Game Informer, which is a magazine that is all about video games.
[01:46:45.625 --> 01:46:47.747]  I'm not into the video games, but he showed it to me.
[01:46:48.715 --> 01:46:57.958]  And he said he wanted me to read it, and the whole article was about a new game, Tom Clancy-based, Rainbow Six Patriots.
[01:46:59.078 --> 01:47:11.082]  And I thought, well, that sounds kind of interesting, and so I read the article, and they actually have in there the Southern Poverty Law Center, and the whole article is about, can you fire on Americans?
[01:47:11.802 --> 01:47:13.385]  And I mean, it's just such propaganda.
[01:47:13.425 --> 01:47:14.486]  It just made me sick.
[01:47:14.566 --> 01:47:18.431]  And I thought while I was listening to your show, and I said, well, these guys might like to hear this.
[01:47:18.531 --> 01:47:20.113]  And I just... Well, let me stop you.
[01:47:20.133 --> 01:47:20.814]  Let me stop you.
[01:47:21.555 --> 01:47:24.940]  I know about the magazine Informer because I've seen it on newsstands.
[01:47:25.340 --> 01:47:28.384]  I'm going to send the crew to get that right now.
[01:47:28.985 --> 01:47:34.107]  And then they can cut in this evening the audio and video of you talking about it with myself.
[01:47:34.687 --> 01:47:37.289]  Then we can cut to the video of the actual game.
[01:47:37.869 --> 01:47:38.889]  You are the police.
[01:47:38.909 --> 01:47:40.410]  You're an anti-terrorism unit.
[01:47:40.810 --> 01:47:44.011]  You even shoot and kill cops if they get in your way here in the U.S.
[01:47:44.291 --> 01:47:45.232]  It's all about training you.
[01:47:45.272 --> 01:47:46.112]  Torture's cool.
[01:47:46.572 --> 01:47:48.753]  Shooting cops is cool if it's for the greater good.
[01:47:48.773 --> 01:47:53.815]  And yes, you train to take on the patriots who are the bad people.
[01:47:54.176 --> 01:47:55.496]  They don't like the Federal Reserve.
[01:47:55.896 --> 01:47:57.157]  They don't like Goldman Sachs.
[01:47:57.617 --> 01:47:59.978]  They don't like the people taking old ladies pension funds.
[01:48:00.799 --> 01:48:07.203]  They fight for the loving bankers who are taking on the evil Ron Paul type patriots.
[01:48:07.263 --> 01:48:20.951]  And yes, two weeks ago, I was shown the trailer for it and from the Rainbow Six website, we were on the Brooklyn Bridge and there's a guy who's got a bomb strapped to him by the patriots, the evil patriots, who have to be dealt with, of course.
[01:48:21.551 --> 01:48:24.274]  And so all these young people are watching this, simulating it.
[01:48:24.634 --> 01:48:27.837]  And then the cops are trying to kill the guy, but the bomb's gonna go off.
[01:48:28.158 --> 01:48:36.066]  So the special forces people are shooting the US cops to stop the greater damage of the bridge being blown up.
[01:48:36.546 --> 01:48:38.648]  And this is the situational ethics they teach.
[01:48:39.029 --> 01:48:41.711]  They teach this in law enforcement for at least 14 years I know of.
[01:48:42.432 --> 01:48:45.534]  You know, torture is cool, and a guy's gonna release anthrax bombs.
[01:48:45.554 --> 01:48:47.476]  Do you torture his kids to make him answer questions?
[01:48:47.736 --> 01:48:49.898]  Do you save $10,000 by torturing his kid?
[01:48:49.958 --> 01:48:50.578]  Yes, you do.
[01:48:51.059 --> 01:48:53.661]  And they all fantasize about being Jack Bauer.
[01:48:54.341 --> 01:48:55.742]  And it's all total mind control.
[01:48:55.762 --> 01:49:00.947]  And yes, most of the new point-and-shoot video games, you know, first-person shooter games now,
[01:49:02.335 --> 01:49:04.576]  I've always been about killing mutated humans.
[01:49:04.616 --> 01:49:06.297]  It's all about simulated murder.
[01:49:06.337 --> 01:49:07.638]  Seeing all humans as scum.
[01:49:07.898 --> 01:49:10.679]  The show Cops is always about showing white trash and scum.
[01:49:10.979 --> 01:49:12.240]  The cops are always the good guys.
[01:49:12.280 --> 01:49:13.460]  The citizens are the bad guys.
[01:49:13.800 --> 01:49:14.321]  The scum.
[01:49:14.841 --> 01:49:19.203]  And yes, it's all now in Rainbow Six about murdering the evil patriots.
[01:49:19.443 --> 01:49:25.807]  In real world, we have the training manuals, gun owners, conservatives, returning veterans, libertarians, those are the enemies.
[01:49:25.867 --> 01:49:30.310]  So, tell me again the name of the magazine and what issue it is.
[01:49:30.610 --> 01:49:40.977]  I'll send folks over to the local Barnes & Noble, because that's where the guys are going to find it, or HEB or wherever, and then we can do a report on it tonight, or we can do one next week.
[01:49:41.477 --> 01:49:46.100]  But this is the type of stuff that they teach in these, and it's literally hundreds of games now.
[01:49:46.460 --> 01:49:48.962]  So it's, uh, and I can confirm what you're saying.
[01:49:49.243 --> 01:49:50.384]  I meant to get to this two weeks ago.
[01:49:50.684 --> 01:49:58.311]  I didn't know that they were glorifying the Southern Property Law Center as our new Commissar Commander saying, you have what it takes to take on the American people.
[01:49:58.672 --> 01:50:00.253]  They've been saying this was coming.
[01:50:00.553 --> 01:50:01.574]  They were kooks for it.
[01:50:01.735 --> 01:50:02.635]  But now they're right.
[01:50:02.896 --> 01:50:04.217]  And yes, we're coming for them.
[01:50:04.597 --> 01:50:07.200]  Uh, so, so, uh, Aaron's gonna write down the name of this.
[01:50:07.220 --> 01:50:08.101]  What's the name of the magazine again?
[01:50:08.937 --> 01:50:09.917]  A game informer.
[01:50:10.457 --> 01:50:19.180]  And something else about that, when you read the article, when they quote the Southern Poverty Law Center, they're talking about how many more militias have been formed since 2000.
[01:50:19.360 --> 01:50:21.741]  Oh, I can't remember what it was.
[01:50:21.821 --> 01:50:24.962]  But the whole, I mean, it's just unbelievable, the propaganda in there.
[01:50:25.002 --> 01:50:27.962]  And these are for children, supposed to be for children is what gets me.
[01:50:28.603 --> 01:50:36.685]  And they are basically going to have these children, the next generation will be the ones that will be firing on Americans.
[01:50:37.185 --> 01:50:39.246]  Of course, sir, sir, sir, let me stop you.
[01:50:39.686 --> 01:50:40.466]  I'm gonna break this down.
[01:50:40.506 --> 01:50:44.628]  Come back, give us the issue, the name of the article, on the other side.
[01:50:44.908 --> 01:50:46.068]  We're gonna do a report on this.
[01:50:46.128 --> 01:50:51.070]  But they are training Explorer Scouts nationwide to kill conservatives and libertarians.
[01:50:51.290 --> 01:50:52.430]  New York Times admits it.
[01:50:52.470 --> 01:50:53.211]  They say it's wonderful.
[01:51:02.054 --> 01:51:05.975]  From the shattered Rust Belt come the Lost Vegas.
[01:51:07.179 --> 01:51:09.461]  How does it feel to be one of the beautiful people?
[01:51:38.812 --> 01:51:52.206]  Life Before the Collects by The Lost Vegas on 180 gram vinyl and mastered especially for vinyl by legendary audio engineer Steve Hall.
[01:51:52.406 --> 01:51:54.988]  Life Before the Collects by The Lost Vegas.
[01:51:55.008 --> 01:51:55.969]  The Lost Vegas.
[01:51:56.210 --> 01:51:59.393]  Now available at Amazon.com and iTunes.
[01:51:59.713 --> 01:52:02.334]  With new financial dominoes falling each day.
[01:52:02.614 --> 01:52:04.294]  Do you know who really runs this country?
[01:52:04.594 --> 01:52:08.215]  This is Alex Jones with a special message about the gangster economy.
[01:52:08.495 --> 01:52:14.916]  Folks, if you're lucky enough to have a little money set aside for a rainy day, this could be the most important message you'll ever hear.
[01:52:15.276 --> 01:52:21.338]  I want to tell you about an exciting new book that reveals how to keep the gangster economy from murdering your money.
[01:52:21.678 --> 01:52:22.218]  That's right.
[01:52:22.598 --> 01:52:23.720]  Murdering your money.
[01:52:24.040 --> 01:52:30.188]  Learn about the 14 vicious dominoes of destruction set to unleash hell on earth for savers and investors.
[01:52:30.609 --> 01:52:34.894]  Learn the 11 ways to play gangster economy judo and win.
[01:52:35.435 --> 01:52:37.758]  Learn how to beat the bad guys at their own game.
[01:52:38.258 --> 01:52:41.901]  Learn ingenious ways to profit in the new Gangster Economy.
[01:52:42.322 --> 01:52:45.064]  To read more about this amazing new book, don't wait!
[01:52:45.284 --> 01:52:47.066]  Go to GangsterEconomy.com.
[01:52:47.186 --> 01:52:49.028]  That's GangsterEconomy.com.
[01:52:49.408 --> 01:52:51.630]  Don't let the bad guys destroy your money.
[01:52:51.850 --> 01:52:53.852]  Go to GangsterEconomy.com.
[01:52:59.797 --> 01:53:02.039]  We all know the importance of having storable foods.
[01:53:02.420 --> 01:53:04.081]  But what about when the food runs out?
[01:53:04.481 --> 01:53:04.882]  What then?
[01:53:06.343 --> 01:53:09.365]  For real food independence, you need a supply of non-hybrid seeds.
[01:53:09.685 --> 01:53:13.327]  Introducing the Survival Seed Vault from mypatriotsupply.com.
[01:53:13.527 --> 01:53:19.151]  The Survival Seed Vault is sealed for freshness and includes 20 varieties of easy-to-grow non-hybrid seeds for only $37.95.
[01:53:20.111 --> 01:53:23.553]  For less than $40, you've got real food independence.
[01:53:23.834 --> 01:53:27.556]  And the Survival Seed Vault includes detailed planting and seed saving instructions.
[01:53:27.896 --> 01:53:31.217]  Imagine the barter power you'll have when the food supply does collapse.
[01:53:31.717 --> 01:53:37.998]  Right now, save $9 instantly when you buy three or more Survival Seed Vaults from MyPatriotSupply.com.
[01:53:38.178 --> 01:53:41.779]  Same-day shipping on all orders, plus free shipping on orders over $49.
[01:53:41.859 --> 01:53:42.119]  Call 866-229-0927.
[01:53:42.139 --> 01:53:42.379]  That's 866-229-0927.
[01:53:42.439 --> 01:53:46.400]  Or discover more emergency preparedness products at MyPatriotSupply.com.
[01:53:46.560 --> 01:53:47.560]  That's MyPatriotSupply.com.
[01:54:16.136 --> 01:54:29.741]  My friends, when you realize there is total social engineering and literally more than 20 video games that I have personally viewed, because on YouTube over the years, and even before that, they take screenshots of it, of the video and put it online.
[01:54:30.141 --> 01:54:32.362]  The main enemy is militias.
[01:54:33.522 --> 01:54:35.083]  The main enemy is gun owners.
[01:54:35.243 --> 01:54:37.584]  The main enemy is anti-New World Order forces.
[01:54:38.284 --> 01:54:43.766]  And you, and of course, the militias always engage in atrocities and are terrorists of evil.
[01:54:45.023 --> 01:54:46.547]  And yes, it's totally disgusting.
[01:54:46.868 --> 01:54:48.752]  These video games for adults that don't know.
[01:54:49.693 --> 01:54:51.314]  And of course a lot of adults don't even have lives.
[01:54:51.334 --> 01:54:52.175]  They just play video games.
[01:54:52.195 --> 01:54:52.855]  It's very sad.
[01:54:53.656 --> 01:54:56.738]  I'm not saying playing some isn't okay, but the point is it's a bunch of brainwashing.
[01:54:57.058 --> 01:54:57.599]  Be aware of it.
[01:54:57.979 --> 01:55:02.002]  The main enemy is conservative libertarian returning veterans.
[01:55:02.402 --> 01:55:15.912]  Then in the real world, and I want to do a piece about this, in the real world you have the New York Times and other publications where in the first paragraph of the article it says, the Explorer Scouts trained to take on the disgruntled Iraq vet.
[01:55:16.233 --> 01:55:17.654]  They take him out and kill him.
[01:55:18.578 --> 01:55:20.899]  And then you learn Explorer Scouts across the country.
[01:55:21.119 --> 01:55:22.879]  People laugh, oh those are 14 year old kids.
[01:55:23.339 --> 01:55:25.260]  Really this program has been going on for five years.
[01:55:25.620 --> 01:55:26.600]  They're now 19.
[01:55:27.700 --> 01:55:30.761]  Have been simulating the killing of patriots.
[01:55:31.401 --> 01:55:35.242]  I remember talking to the ROTC out of the major university in San Antonio.
[01:55:35.622 --> 01:55:37.182]  And I was at the documents a decade ago.
[01:55:37.742 --> 01:55:39.423]  And then when I covered it other
[01:55:40.458 --> 01:55:41.759]  People sent me info.
[01:55:41.979 --> 01:55:46.584]  You know who the ROTC trains to take on at every major university in the U.S.?
[01:55:47.404 --> 01:55:53.730]  They do warfare simulation drills against conservative, libertarian, constitutional militias.
[01:55:54.151 --> 01:56:04.020]  The Southern Poverty Law Center, the ADL comes in, like literal Russians that have taken over in Red Dawn, and walk around to the local sympathizers going, these are the enemies of our system.
[01:56:04.460 --> 01:56:09.362]  They are the, and sometimes they even say, you are part of the New World Order, and they just sit there.
[01:56:09.382 --> 01:56:11.903]  I mean, this is so creepy and traitorous.
[01:56:12.164 --> 01:56:14.825]  We're living like in a movie, but it's really happening.
[01:56:15.385 --> 01:56:16.906]  Everything we've talked about is unfolding.
[01:56:17.226 --> 01:56:23.089]  Of course, they're selling 10, 15, 20, sometimes 50 million of these video games.
[01:56:23.349 --> 01:56:26.190]  They're making billions off some video game franchises.
[01:56:26.430 --> 01:56:27.651]  They're bigger than movies now.
[01:56:28.211 --> 01:56:33.395]  You know, they're $50 upwards of $100 for these, and the people are buying them.
[01:56:33.435 --> 01:56:40.299]  And they simulate all day, torturing, murdering, killing militias, killing American gun owners.
[01:56:40.760 --> 01:56:42.281]  And these kids are fantasizing.
[01:56:42.901 --> 01:56:44.482]  And then they go and fly real drones.
[01:56:44.502 --> 01:56:45.963]  They go out and join the real military.
[01:56:46.224 --> 01:56:47.585]  And that's why cops freak out.
[01:56:47.625 --> 01:56:50.787]  Now, I want to go back to Noah from Oklahoma, and we've got to hurry through.
[01:56:51.027 --> 01:56:52.108]  Jason, Esther, Matt.
[01:56:53.431 --> 01:56:56.873]  Uh, Seltzer and others, uh, that are holding.
[01:56:57.354 --> 01:57:05.119]  But, but briefly, give us the, the issue, I would imagine it's the new one, or the last one, so that we can go out and buy it and actually show folks the magazine article.
[01:57:05.339 --> 01:57:06.580]  This is big breaking news.
[01:57:06.940 --> 01:57:12.904]  And folks, we know what breaking news is, just like our article is top-linked on Drudge right now, dealing with the, uh, EAS alerts over your phones.
[01:57:13.465 --> 01:57:14.885]  It's now being announced, we told you it was coming.
[01:57:15.546 --> 01:57:22.911]  Uh, just, just briefly, sir, tell me what's in the article, you've read it, tell me, uh, the date and, uh, name of the article if you have it in front of you.
[01:57:23.871 --> 01:57:24.952]  I don't have it in front of me.
[01:57:24.992 --> 01:57:33.417]  I'm sorry about that, but I read the thing and I didn't even look at the issue, but I know it's the latest issue because it comes out before it comes on the newsstand because he gets it in the mail.
[01:57:34.138 --> 01:57:36.979]  So I'm sure it's probably December, January.
[01:57:37.199 --> 01:57:38.080]  It's got to be at least
[01:57:44.063 --> 01:57:45.164]  We can do a search on it.
[01:57:45.184 --> 01:57:46.805]  I'll guarantee you somebody's already written about it.
[01:57:47.045 --> 01:57:48.946]  A lot of times they're top articles online.
[01:57:50.447 --> 01:57:52.388]  And again, that's Game Informer.
[01:57:52.428 --> 01:57:53.729]  I see that magazine everywhere.
[01:57:53.749 --> 01:57:55.090]  It's got like a gray top.
[01:57:55.510 --> 01:57:57.131]  Usually has like an image of a video game.
[01:57:57.872 --> 01:58:00.253]  Some simulated, you know, life going on.
[01:58:00.353 --> 01:58:02.415]  It's really matrix insertion gear.
[01:58:02.695 --> 01:58:04.336]  Matrix insertion training gear.
[01:58:04.616 --> 01:58:08.519]  Training wheels for total insertion into the false reality of the slave grid.
[01:58:08.999 --> 01:58:10.300]  But any other points you want to make about it?
[01:58:11.044 --> 01:58:34.376]  Yes, uh, on the cover, it shows, uh, three of the, you know, these so-called good guys in their, in their militarized gear, and they're looking down from a, from a, uh, the top of a building, and it shows off in the distance one of the buildings on fire, like, oh my goodness, you know, you, everybody should be scared out of their wits, because there might be a militia around the corner, you know, and, uh, what just got... Hey, what, stay there, we're gonna come back again and have you finished.
[01:58:34.836 --> 01:58:36.537]  Nobody's more evil than those evil Americans.
[01:58:40.458 --> 01:58:41.703]  You are listening to GCN.
[01:58:41.723 --> 01:58:44.112]  Visit GCNlive.com today.
[01:58:49.881 --> 01:58:51.061]  Hi, this is Alex Jones.
[01:58:51.441 --> 01:58:57.243]  This holiday season, more than half of our nation is in need of help due to the shattered economy.
[01:58:57.743 --> 01:59:01.364]  So now is the time to express the holiday spirit more than ever.
[01:59:01.764 --> 01:59:04.964]  Consider helping those you love with the most important gift.
[01:59:05.364 --> 01:59:11.046]  A supply of delicious, easy to fix, and very storable foods from efoodsdirect.com.
[01:59:11.366 --> 01:59:14.206]  Their holiday gift and family pack start at $99 or a 16-day supply.
[01:59:16.787 --> 01:59:23.730]  All their five-week supply of quick and easy-to-fix meals includes a personal backpack in case of a grab-and-go emergency.
[01:59:24.050 --> 01:59:29.652]  Order their combo gift pack and you'll save hundreds, plus get free shipping on your entire order.
[01:59:29.912 --> 01:59:32.153]  Call eFoods today at 800-409-5633 or visit them online.
[01:59:35.894 --> 01:59:39.517]  At efoodsdirect.com forward slash Alex to find the special.
[01:59:39.777 --> 01:59:45.861]  That's 800-409-5633 or efoodsdirect.com forward slash Alex.
[01:59:46.101 --> 01:59:48.543]  You can bet your life on efoods direct.
[01:59:52.826 --> 01:59:54.747]  Waging war on corruption.
[01:59:55.228 --> 01:59:57.990]  Alex Jones on the GCM radio network.
[02:00:04.588 --> 02:00:05.208]  Big Brother.
[02:00:05.889 --> 02:00:06.929]  Mainstream media.
[02:00:07.649 --> 02:00:08.750]  Government cover-ups.
[02:00:09.410 --> 02:00:10.230]  You want answers?
[02:00:11.011 --> 02:00:11.931]  Well, so does he.
[02:00:12.551 --> 02:00:16.173]  He's Alex Jones on the GCN Radio Network.
[02:00:16.733 --> 02:00:20.854]  And now, live from Austin, Texas, Alex Jones.
[02:00:24.576 --> 02:00:27.857]  Video games were invented by the Pentagon in the 1970s.
[02:00:27.877 --> 02:00:28.477]  That's on record.
[02:00:32.577 --> 02:00:48.504]  And they grew out of these automated shooting ranges where paper targets with different human images would pop up to create instinctive shooting or dehumanized targets because in warfare, even very masculine, tough people don't like to kill folks right up close.
[02:00:49.424 --> 02:00:55.609]  A lot of people, about half of them on average, would hesitate bayoneting somebody at point-blank range or shooting somebody in the head.
[02:00:55.890 --> 02:01:01.354]  But they learned by paper targets, it got it up to about 75% on average were willing to shoot.
[02:01:01.874 --> 02:01:06.238]  And now it's about 98% will kill somebody right up close because of video games.
[02:01:06.979 --> 02:01:11.963]  And Doom itself was a first-person shooter game developed for Pentagon desensitization.
[02:01:11.983 --> 02:01:12.984]  So it's a fact.
[02:01:13.584 --> 02:01:16.647]  Now, in almost all of these first-person shooter games,
[02:01:17.649 --> 02:01:19.029]  The main enemy is the militia.
[02:01:19.370 --> 02:01:20.910]  Sometimes there's other factions as well.
[02:01:21.390 --> 02:01:23.671]  You can pick factions you want to be part of in some of the games.
[02:01:24.631 --> 02:01:31.393]  But it's all part of the traitorous activity of Tom Clancy and Rainbow Six and all their globalist brainwashing.
[02:01:31.693 --> 02:01:33.834]  They are training to wage war against the American people.
[02:01:34.154 --> 02:01:35.674]  The entire Homeland Security grid is for that.
[02:01:35.934 --> 02:01:37.655]  Now, I want to hurry and get to all your calls now.
[02:01:37.775 --> 02:01:39.255]  The guy got me really upset bringing that up.
[02:01:39.595 --> 02:01:40.716]  Noah, you've got the floor now.
