[00:00:33.251 --> 00:00:35.172]  It is Friday, September 23rd, 2011.
[00:53:17.080 --> 00:53:22.323]  And I also know that the BBC reported Building 7 had fallen before it fell with the official story.
[00:53:22.364 --> 00:53:24.225]  And I have video of police saying, get back.
[00:53:24.245 --> 00:53:25.466]  The government's going to blow up Building 7.
[00:53:25.526 --> 00:53:29.789]  So the media likes to focus on the two towers, which are clearly controlled demolitions as well.
[00:53:30.149 --> 00:53:35.113]  But Building 7, which was hundreds and hundreds of yards away, wasn't hit by an aircraft.
[00:53:35.494 --> 00:53:37.175]  So here's a clip of Ahmadinejad.
[00:53:37.768 --> 00:53:45.652]  I'm an engineer by trade, and I understand that those megatowers could not have imploded the way they did by two jetliners flying into them.
[00:53:45.912 --> 00:53:48.734]  The first time I looked at those horrific pictures, I understood.
[00:53:49.174 --> 00:53:51.575]  This is a systematic collapse of those towers.
[00:53:51.896 --> 00:53:57.559]  This, I can say with certainty, because there must have been some explosive material that was set off in sequence.
[00:53:58.399 --> 00:54:26.294]  When the need to form a draft final team to undertake a thorough investigation concerning the hidden elements involved in September 11th incident was brought up, an idea which is also endorsed by all independent governments and nations, as announced by the majority in the United States, my country and myself came under pressures and threats
[00:54:32.136 --> 00:54:38.398]  But again, we're not supposed to look at this because supposedly our enemy, the media told us, Ahmadinejad says that looks suspicious.
[00:54:39.679 --> 00:54:42.980]  Of course, we've got even other clips of it where you can see the bomb blast going off.
[00:54:43.000 --> 00:54:46.021]  We're supposed to just completely buy into the official story.
[00:54:46.041 --> 00:54:48.763]  Of course, the owner says he blew it up in a controlled demolition.
[00:54:50.930 --> 00:54:52.292]  There's some video of it right before.
[00:54:52.512 --> 00:54:53.233]  Oh, look!
[00:54:53.273 --> 00:54:53.894]  Blast points!
[00:54:54.094 --> 00:54:57.458]  Oh, and the exact points where a controlled demolition charges will be placed.
[00:54:57.838 --> 00:55:02.424]  There's now 1,500 plus architects and engineers, some of them huge skyscraper builders.
[00:55:02.864 --> 00:55:05.207]  Famous architects going public here in the United States.
[00:55:05.227 --> 00:55:09.572]  But just ignore them, because Ahmed Dinegine said it was suspicious.
[00:55:10.353 --> 00:55:13.354]  Don't let your lying eyes get in the way.
[00:55:13.454 --> 00:55:15.235]  Believe the federal government.
[00:55:15.595 --> 00:55:22.538]  Hell, you just heard me earlier talk about federal studies through the Journal of Pediatrics that said that mercury was good for kids' brains.
[00:55:22.938 --> 00:55:27.860]  Ignore that electron microscope showing it being the most deadly heavy metal in brain neurons.
[00:55:28.000 --> 00:55:29.961]  Just ignore the video of Building 7.
[00:55:30.741 --> 00:55:31.482]  Ignore that.
[00:55:32.242 --> 00:55:37.104]  Because I bet if Ahmadinejad looked at that electron microscope, he'd say Mercury was bad for those neurons.
[00:55:37.144 --> 00:55:38.125]  Well, that's it!
[00:55:38.705 --> 00:55:43.327]  I bet Ahmadinejad thinks Mercury's bad for babies!
[00:55:43.668 --> 00:55:44.488]  He's an extremist.
[00:55:44.908 --> 00:55:46.409]  Okay, we're going to go to Peter Dale Scott.
[00:55:47.009 --> 00:55:58.795]  I want to conclude this special transmission with an interview with Peter Dale Scott, an amazing historian, professor, researcher, the author of scores of books.
[00:55:59.555 --> 00:56:06.639]  He really wrote the original definitive works exposing CIA drug trafficking, of course, in Vietnam and then in Latin America.
[00:56:06.659 --> 00:56:09.100]  He's an expert on Iran, Contra, and more.
[00:56:09.541 --> 00:56:11.222]  And he's got two new books out.
[00:56:11.562 --> 00:56:13.243]  American War Machine is his newest.
[00:56:13.263 --> 00:56:15.744]  And then, of course, The Road to 9-11.
[00:56:16.084 --> 00:56:22.448]  But I wanted to get him on today because recently we have seen a group of filmmakers
[00:56:23.268 --> 00:56:38.216]  who were able to interview Richard Clark and others being threatened by the CIA if they release the names of CIA agents they discovered were basically involved in covering up the identity of the hijackers pre 9-11.
[00:56:38.256 --> 00:56:43.058]  This is pretty powerful stuff and joining us is Peter Dale Scott to discuss it.
[00:56:43.318 --> 00:56:44.279]  Peter, thanks for joining us.
[00:56:44.764 --> 00:56:46.705]  Yeah, I'm glad to be on the show again.
[00:56:47.165 --> 00:56:54.027]  You know, it's a matter of two names who are not big names in the whole story.
[00:56:54.087 --> 00:57:10.892]  The big names in the story, Richard Blea and Tom Wilshire, we've known for some time now, and particularly the name of Richard Blea was discovered in a book by, this is a very important book here, Kevin Fenton.
[00:57:11.152 --> 00:57:13.133]  He's a Briton living in
[00:57:14.313 --> 00:57:23.160]  Prague, Czechoslovakia, and he's written a whole book about how the CIA withheld information from the FBI.
[00:57:23.500 --> 00:57:30.206]  The two names that were sensitive to the CIA are part of the story, but not a big part of the story.
[00:57:30.666 --> 00:57:41.635]  Richard Lee is absolutely central to it, because he was high up in the CIA's Bin Laden unit, and he was also obviously a hawk.
[00:57:41.715 --> 00:57:43.096]  He would be pushing for
[00:57:43.756 --> 00:57:53.583]  A program to get the CIA on the ground with the Northern Alliance in Afghanistan for months before 9-11 happened.
[00:57:53.723 --> 00:58:02.909]  So that it's very striking that on the one hand he's withholding information that could have stopped 9-11 from happening.
[00:58:02.949 --> 00:58:05.311]  That's a general consensus from everybody.
[00:58:05.971 --> 00:58:07.911]  That this was vital information.
[00:58:08.031 --> 00:58:15.253]  If the FBI had had it, they could have brought in some, maybe the majority of the hijackers.
[00:58:15.273 --> 00:58:29.455]  Then on the other hand, he's acting as if he wanted 9-11 to go forward, and at the same time, he's preparing a plan for what to do when there's a casus belli, and it's essentially what they did do.
[00:58:29.515 --> 00:58:33.016]  They went in on behalf of the Northern Alliance.
[00:58:33.436 --> 00:58:41.540]  Which was quite controversial because everyone knew that the Northern Alliance was an army supporting itself by drug trafficking.
[00:58:42.640 --> 00:59:02.290]  Speaking of drug trafficking, now we see Geraldo Rivera on Fox, we see ABC News, we see BBC, and I've played these clips here on air, where they just admit now, okay, the troops helped grow the opium and we help ship it out and give them fertilizer, and then we worry about it once it gets to America or once it gets to Europe.
[00:59:02.890 --> 00:59:16.532]  And we've seen what, in the last 10 years, it go from 9% of world production, according to our own Justice Department, to 92% of world opium, then produced into heroin, coming out of Afghanistan.
[00:59:16.812 --> 00:59:25.054]  And now, back when you were exposing it in the 60s, 70s, 80s, and Gary Webb was exposing it, they would still somewhat try to deny it.
[00:59:25.434 --> 00:59:30.355]  Now they just say, yeah, we grow the opium, it's no big deal, and I was telling you off-air,
[00:59:31.295 --> 00:59:53.511]  Now the El Paso Times Chicago Tribune have confirmed with the federal documents that indeed most of the big Mexican drug cartels are allowed to ship drugs in and it's only the cowboys that are shut down and that our own government is shipping guns into Mexico to knock out the drug dealers competition and it just looks exactly like Iran-Contra all over again.
[00:59:54.417 --> 01:00:03.825]  Well, for 50 years the CIA has wanted to exercise its clout in parts of the world where there are no U.S.
[01:00:03.965 --> 01:00:13.413]  Army troops and so they rely on drug proxy armies and they started this initially in Southeast Asia, the Golden Triangle, back around 1950.
[01:00:15.274 --> 01:00:37.314]  And what, you know, this was written about by Al McCoy in his book The Politics of Heroin, but what Al didn't really convey is the extent to which CIA support for these armies built up the trade so that the Golden Triangle went from less than 40 tons a year, it was very minor in the world markets before the war,
[01:00:37.995 --> 01:00:43.517]  And then by the height of the Vietnam War, it was somewhere between 600 and 1,200 tons.
[01:00:44.057 --> 01:00:48.918]  And then when that shut down, almost immediately, you get the Golden Crescent starting up.
[01:00:49.278 --> 01:00:52.419]  And lo and behold, the CIA is there too.
[01:00:53.100 --> 01:00:59.181]  And again, it's the CIA support for the drug trafficking Mujahideen.
[01:00:59.221 --> 01:01:03.963]  They weren't all drug traffickers by any means, but most of the CIA support.
[01:01:04.563 --> 01:01:19.729]  Went to the Mujahideen, who were the drug traffickers, and we see this explosive increase from maybe 100, 200 tons back in 1980 to a high of 8,200 tons in 2006.
[01:01:19.929 --> 01:01:28.232]  It's down a little bit, but most of what's being grown in Afghanistan right now, it gets blamed on the Taliban and the U.S.
[01:01:28.292 --> 01:01:28.772]  press, but
[01:01:29.312 --> 01:01:32.874]  Only about 12% of it is Taliban drugs.
[01:01:33.534 --> 01:01:40.478]  By far, the bulk of it is in the corrupt system that's headed by Hamid Karzai in Kabul.
[01:01:41.378 --> 01:01:41.898]  Exactly.
[01:01:41.938 --> 01:01:47.021]  Even the New York Times admits Karzai's late brother was the main opium kingpin.
[01:01:47.761 --> 01:01:58.527]  But there's this Orwellian absurdist, just beyond ridiculous, where they're sending people to jail for a small amount of narcotics here in this country.
[01:01:59.207 --> 01:02:05.352]  And then meanwhile, there's congressional hearings in the late 90s about CIA drug trafficking that your work and others helped expose.
[01:02:05.392 --> 01:02:06.373]  Gary Webb, of course.
[01:02:07.234 --> 01:02:09.896]  Now, they've just got a roll over.
[01:02:09.976 --> 01:02:13.479]  Yes, when the CIA is involved, it's in the tons.
[01:02:13.499 --> 01:02:17.502]  If I could just recall, it was late 90s.
[01:02:18.783 --> 01:02:25.909]  It was the DEA discovered that there was a Venezuelan general
[01:02:26.409 --> 01:02:28.070]  General Guillen Davila.
[01:02:28.590 --> 01:02:33.253]  They accused him of importing a ton of cocaine with CIA approval.
[01:02:33.693 --> 01:02:37.936]  The Wall Street Journal said it might have been as much as 22 tons.
[01:02:38.816 --> 01:02:42.958]  And the man was technically indicted, but it was a sealed indictment.
[01:02:43.039 --> 01:02:44.579]  Nothing ever came of it.
[01:02:45.100 --> 01:02:54.085]  And we next heard of the man as part of a CIA plot against Hugo Chavez about four or five years ago, untouched.
[01:02:54.685 --> 01:03:03.493]  And the CIA guy who was implicated in that, and the DEA wanted to see him indicted, he was allowed to retire without any penalty whatsoever.
[01:03:03.513 --> 01:03:05.515]  This was big time stuff.
[01:03:05.555 --> 01:03:06.436]  This is tons.
[01:03:06.576 --> 01:03:10.299]  And as you say, the courts are filled with people dealing with ounces.
[01:03:11.823 --> 01:03:22.452]  Well, I mean, expanding on that, with the Sinaloa cartel declaring they work for the CIA, and then, sure enough, the government came in and said, yes, this is true, national security.
[01:03:22.472 --> 01:03:24.834]  I mean, that just came out last week.
[01:03:25.335 --> 01:03:35.544]  And so how do the cops, how do the average people out there who are kicking down doors looking for marijuana, how do they rationalize this when basically it's now an open secret
[01:03:36.044 --> 01:03:47.630]  That the majority of narcotics shipped into this country are brought in by CIA-authorized contractors and cartels, and really the only people being busted that are of any large size are cowboys.
[01:03:47.670 --> 01:03:49.231]  I mean, there's no doubt that's happening.
[01:03:49.551 --> 01:03:52.693]  They've made drugs illegal because prohibition ended of alcohol.
[01:03:53.073 --> 01:03:54.354]  They needed a new business.
[01:03:54.774 --> 01:03:56.935]  By making it illegal, it increases the price.
[01:03:57.315 --> 01:04:02.398]  How long can this phony war on drugs go as we see it destroying our society?
[01:04:03.178 --> 01:04:10.024]  I know they spent over a trillion dollars in this war on drugs and we've only seen the consumption rates go up.
[01:04:10.524 --> 01:04:19.852]  I do think it's fairly obvious that a first step should be to legalize marijuana because that would take the profits out of the Mexican cartels.
[01:04:20.193 --> 01:04:26.878]  They don't grow cocaine there, they grow marijuana and if people could grow their own they would be smoking a healthier
[01:04:28.920 --> 01:04:51.446]  commodity than what they get for which is you know hyped up and laced with other drugs and so on but the this is argued for by a lot of medical experts just on medical grounds but the objection the reason it's not happening is political because the high prices of drugs
[01:04:52.246 --> 01:04:57.468]  Is sustaining a complete narco economy, which is important to the CIA.
[01:04:57.829 --> 01:05:01.550]  Now it's important to the DEA because that keeps them in business.
[01:05:02.170 --> 01:05:04.211]  And it's important, of course, to U.S.
[01:05:04.271 --> 01:05:10.614]  banks who are banking, laundering the bulk of the profits from this illegal drug trade.
[01:05:10.734 --> 01:05:11.695]  That was my next point.
[01:05:11.915 --> 01:05:35.527]  Twenty years ago, you would get criticized, and other researchers would, but now you've got to feel completely vindicated when it came out, as you know, last year, that Wachovia and Wells Fargo laundered in a two-and-a-half-year period $376 billion of narcotics money and even leased and ran the big aircraft to fly the stuff around.
[01:05:35.547 --> 01:05:37.708]  And then they paid a
[01:05:40.030 --> 01:05:46.695]  They paid a fine for having financed a shipment of 22 tons of cocaine.
[01:05:47.056 --> 01:05:53.582]  I think the $384 billion is what they were required by law to keep tabs on and didn't.
[01:05:54.142 --> 01:06:02.149]  But they pleaded guilty to 112 million of drug money laundering, and that doesn't make them a big player here.
[01:06:02.970 --> 01:06:10.196]  According to a Canadian authority, every single major bank on Wall Street has been getting rich by laundering these funds.
[01:06:10.296 --> 01:06:10.937]  Well, no kidding.
[01:06:11.317 --> 01:06:15.500]  And so the issue here is the big banks are full of this money.
[01:06:16.241 --> 01:06:17.343]  And they're not getting in trouble.
[01:06:17.363 --> 01:06:23.230]  And the big issue was they were leasing the aircraft and actually involved in the technicals of this.
[01:06:24.031 --> 01:06:33.823]  In closing, ten years after 9-11, we see the police state getting worse, the TSA, the checkpoints on the streets, the face scanning cameras.
[01:06:34.544 --> 01:06:39.809]  In closing, Peter Del Scott, looking at the war machine, clearly needing a new threat.
[01:06:40.109 --> 01:06:45.854]  That's why you've written the new book, American War Machine, and of course it is the road to 9-11.
[01:06:46.435 --> 01:06:49.778]  What has 9-11 done to America and the rest of the world?
[01:06:49.858 --> 01:06:51.019]  What has that myth done?
[01:06:52.338 --> 01:07:15.834]  Well, you know, we can talk, it's certainly, I'd like just to mention, it's not just 9-11, but it's these COG, Continuity of Government regulations, that were implemented on 9-11, which the media never talk about, but which actually prescribed a regime for suspending the Constitution in certain respects,
[01:07:16.394 --> 01:07:37.163]  And that's why we got the Patriot Act and why we got the suspension of FISA, why we got warrantless detention and the Homeland Security's 10-year program, Project Endgame, to build detention camps to deal with millions of people if necessary.
[01:07:37.784 --> 01:07:44.807]  And the budget for that program was $400 million in just one of the 10 fiscal years at stake.
[01:07:45.527 --> 01:07:56.971]  So one can be very bleak about this, but I'd rather close on a more upbeat note because I think that the whole 9-11 story is really beginning to come apart.
[01:07:57.051 --> 01:08:05.894]  We're getting some very good science now to show that there was nanothermite that helped blow up Building 7 and the Twin Towers.
[01:08:06.414 --> 01:08:15.736]  We're getting this book again by Kevin Fenton, which is about the illegal withholding of information from the FBI.
[01:08:16.057 --> 01:08:28.640]  This is a story that's going way beyond the 9-11 truth movement, bringing in major journalists, and I think we're going to get congressional action on this, and I will be really disgusted with Congress if we don't.
[01:08:29.620 --> 01:08:40.004]  Well, I'm glad you raised that point, because as we investigate, we find more and more, just like Sybil Edmonds, who's now broken her gag order in the last year, was able to document the FBI translator.
[01:08:40.604 --> 01:08:47.387]  It was narcotics, it was weapons, it was sex slavery, Al Qaeda involved with the CIA, up until the day of 9-11.
[01:08:47.487 --> 01:08:50.268]  I mean, this is just organized crime.
[01:08:50.308 --> 01:08:51.508]  And we do have a few minutes left.
[01:08:51.568 --> 01:08:52.969]  I'm glad you brought up COG.
[01:08:53.669 --> 01:09:00.494]  There's so many things that you've been a leading expert in, but that's probably what you've trailblazed to the greatest extent from my research.
[01:09:01.214 --> 01:09:06.318]  And I was about to raise the point when you brought up COG, that it's basically already been implemented.
[01:09:06.678 --> 01:09:09.240]  That's how you see the Constitution being set aside.
[01:09:09.620 --> 01:09:13.163]  That's how you see Obama saying, I can launch wars without congressional approval.
[01:09:13.563 --> 01:09:19.927]  That's how you see warrantless wiretapping and more and more FEMA in our local communities.
[01:09:20.067 --> 01:09:21.749]  I have reporters, we just had them on earlier,
[01:09:22.889 --> 01:09:48.943]  out in the field in Denver right now where they're practicing putting people in the local sports stadium and out of hundreds of drills going on at this event and over a hundred agencies that was the only thing they didn't advertise and that they don't want press at but we were able to get in and talk to participants and it is just so frightening and then you've got Glenn Beck coming out and saying we're liars it doesn't exist when meanwhile they have them
[01:09:50.097 --> 01:09:50.177]  Yes.
[01:10:08.999 --> 01:10:15.284]  You're talking about Houston Chronicle articles where they admit the 400 million, that was years ago, for camps and civil emergency.
[01:10:15.625 --> 01:10:18.687]  We raise facts and they stonewall and say, camps?
[01:10:19.048 --> 01:10:20.369]  There's no such thing as camps.
[01:10:20.849 --> 01:10:26.994]  Meanwhile, I've got reporters on the ground witnessing them drilling to put political dissidents in camps, Peter.
[01:10:27.014 --> 01:10:28.716]  So, in a few minutes here,
[01:10:29.116 --> 01:10:37.121]  Homeland Security used to have it on their website until I wrote about it and then they took it off their website.
[01:10:37.621 --> 01:10:43.865]  The thing that's public is it's hard to talk about COG because of course it's all super secret.
[01:10:44.265 --> 01:10:45.306]  We know that Bush
[01:10:45.606 --> 01:10:46.266]  We're good to go.
[01:11:05.419 --> 01:11:13.342]  You know, we have a National Emergencies Act, and it says if you proclaim an emergency, Congress has to review it within six months.
[01:11:13.882 --> 01:11:17.264]  We had an emergency proclaimed on September 14, 2001.
[01:11:17.524 --> 01:11:18.324]  It's still in force.
[01:11:20.845 --> 01:11:25.108]  It gets renewed every year, and Obama has just renewed it for a third time.
[01:11:25.548 --> 01:11:29.990]  Congress is required by law to review that, and hasn't done it.
[01:11:30.511 --> 01:11:44.519]  And when a congressman and I tried to get a campaign going here, ask your congressman why this is not happening, and one congressman said, oh, well, that law was overruled, overridden by continuity of government.
[01:11:44.719 --> 01:11:47.541]  Well, if that's true, then that's clear evidence
[01:11:47.961 --> 01:11:50.002]  That we don't have our Constitution anymore.
[01:11:50.242 --> 01:12:01.186]  And you're bringing up, of course, Congressman DeFazio and others, people on the Homeland Security Committee, including the Chairman, said, let us see the full presidential decision directive for COG.
[01:12:01.246 --> 01:12:07.408]  The cover sheet said, the President, for any reason, any crisis, including economic, can suspend Congress.
[01:12:08.448 --> 01:12:11.189]  And they were told, you're not high enough security clearance.
[01:12:11.229 --> 01:12:18.133]  And for those that don't know, the Congress is co-equal to the President in power, separation of powers, legislative, judicial, executive.
[01:12:18.353 --> 01:12:27.037]  If you really read what most of the founders said, and Thomas Jefferson, really, Congress, because it's more diverse, is really even more powerful than the President.
[01:12:27.177 --> 01:12:30.158]  And here's Bush saying, you can't see this.
[01:12:30.459 --> 01:12:33.500]  And now, as you said, Obama has continued this.
[01:12:33.880 --> 01:12:34.821]  This is just dreadful.
[01:12:35.581 --> 01:12:39.264]  And no political party is making an issue out of this.
[01:12:39.364 --> 01:12:53.636]  I'm very disappointed with the Tea Party because they want more limited government, but government is being stripped of its existing limitations in our lifetime before our eyes, and nobody is raising a complaint in Congress about this.
[01:12:54.557 --> 01:12:57.299]  The Republic is dying with a whimper, not a bang.
[01:12:59.500 --> 01:13:07.146]  But you mentioned that there is an awakening, and that's what I see traveling the country, doing radio shows, not just my own.
[01:13:08.347 --> 01:13:11.850]  The vast majority of people are really awake to 9-11 and other issues.
[01:13:11.870 --> 01:13:12.991]  They know they're being lied to.
[01:13:13.051 --> 01:13:17.555]  Confidence in this kleptocracy, this corporate fascist system, is at an all-time low.
[01:13:17.995 --> 01:13:19.216]  Every poll shows that.
[01:13:19.496 --> 01:13:22.398]  But I saw a hoax for the 10th anniversary.
[01:13:22.899 --> 01:13:28.023]  I had reporter after reporter call me, TV, BBC, print, and say, how do you feel?
[01:13:28.303 --> 01:13:29.024]  And I'd say, wait a minute.
[01:13:29.464 --> 01:13:30.545]  After the fourth or fifth call.
[01:13:30.945 --> 01:13:33.307]  How do I feel now that 9-11 Truth's dead, right?
[01:13:33.607 --> 01:13:35.008]  And they go, how did you know I was going to answer that?
[01:13:35.248 --> 01:13:36.369]  Well, that's the talking point.
[01:13:36.669 --> 01:13:38.230]  I've already gotten six calls this week.
[01:13:38.671 --> 01:13:39.832]  And then I got, you know, ten more.
[01:13:40.452 --> 01:13:43.654]  And I said, what your editor told you, that was what you were writing about?
[01:13:43.674 --> 01:13:44.315]  And they said, yeah.
[01:13:44.875 --> 01:13:45.876]  I said, don't you see?
[01:13:46.777 --> 01:13:50.602]  So they're desperate if they're putting out a talking point that 9-11 truth is dead.
[01:13:50.642 --> 01:13:54.407]  It's kind of like, you know, declaring Mark Twain was dead 20 years before he was dead.
[01:13:54.427 --> 01:13:57.090]  He said, rumors of my demise have been greatly exaggerated.
[01:13:57.350 --> 01:14:01.696]  They've got to be desperate to put this thing to bed so they can stage another terror attack.
[01:14:02.216 --> 01:14:26.617]  They have, you know, the greater incongruity is on the one hand they're saying that 9-11 truthers are a bunch of idiots who don't know their hands from their feet, and on the other hand they're saying they're so dangerous that they actually have a man in the State Department and another man in the White House whose job it is to combat the 9-11 truth movement, even though we're supposed to be a bunch of idiots.
[01:14:27.057 --> 01:14:39.260]  You know, I went through years of government obfuscation on the Kennedy assassination, but they never appointed people whose job it was to persuade people that Lee Harvey Oswald did it alone.
[01:14:39.340 --> 01:14:48.783]  This is a new development, thought control, that the Americans are being told that they have to think one way about 9-11 and we will fight anyone who thinks a different way.
[01:14:49.673 --> 01:15:05.199]  Peter Del Scott, that is very well said, that they've had to have Cass Sunstein and others, you know, White House regulations are saying our number one mission is infiltrate 9-11 Truth, get them infighting, put out ridiculous conspiracies to stop them.
[01:15:05.539 --> 01:15:10.180]  You know, they could bring us down, but then separately, ha, these people are morons!
[01:15:10.501 --> 01:15:14.142]  And we're like, but we have the police on tape saying, get back, they're going to blow up seven.
[01:15:14.782 --> 01:15:17.043]  We have the hijackers being brought into the U.S.
[01:15:17.083 --> 01:15:17.583]  and protected.
[01:15:17.603 --> 01:15:20.565]  We have the head of the visa section at the embassy saying this.
[01:15:21.005 --> 01:15:22.786]  We have thousands of pieces of evidence.
[01:15:23.006 --> 01:15:26.527]  We have the passports magically coming to the ground and being found.
[01:15:26.707 --> 01:15:32.630]  We have all this common sense stuff and their answer is, oh, you're just a bunch of kooks, but in their internal memos they're like,
[01:15:32.990 --> 01:15:45.521]  We've got to stop them and I've talked to Wayne Matson who's confirmed they have a whole ten-year unit in the NSA to spy on American government workers and officials and to stop leaks on 9-11.
[01:15:46.222 --> 01:15:48.804]  What does that tell you right there in the final close?
[01:15:49.565 --> 01:16:06.163]  Well, I just want you, because you have a big audience here, much bigger than I normally get, and they should be demanding that the political process of this country deal with the law-breaking that has gone on about
[01:16:06.824 --> 01:16:14.950]  9-11, the CIA withholding vital information from the FBI, vital information that could have prevented 9-11 from happening.
[01:16:15.431 --> 01:16:24.758]  Congress looked at this once and most of the relevant part of their report is still withheld.
[01:16:25.299 --> 01:16:34.847]  That report should be released in total and there should be a new investigation and people listening to this show, it's their job to get Congress to do its job.
[01:16:35.547 --> 01:16:36.408]  It certainly is.
[01:16:36.748 --> 01:16:41.210]  Mr. Scott, is there any particular site or book you'd like to point people towards?
[01:16:42.591 --> 01:16:49.494]  Well, I point towards my own book, American War Machine, which you can get on Amazon.
[01:16:49.795 --> 01:16:59.560]  And I definitely, for people who want to get into the smaller points, but the technical points, this new book by Kevin Fenton, Disconnecting the Dots.
[01:16:59.980 --> 01:17:06.084]  You see, the CIA had the dots connected, and then they disconnected them for the FBI.
[01:17:06.445 --> 01:17:12.909]  That's for people who want to do it, you might say, a graduate course on 9-11, but it's a very good book.
[01:17:13.089 --> 01:17:15.791]  Yeah, the deep minutia, but that's where you find it, the devils in the details.
[01:17:16.211 --> 01:17:18.173]  Peter Del Scott, Professor, great having you on with us.
[01:17:18.713 --> 01:17:19.574]  Thank you very much.
[01:17:20.441 --> 01:17:25.522]  Well, that's it for this extended transmission, another week of InfoWars Nightly News.
[01:17:26.082 --> 01:17:31.223]  I want to remind all of the viewers out there that all of this is listener-supported.
[01:17:31.763 --> 01:17:36.124]  And if you'd like to spread the word about the broadcast, please become a subscriber to presentplanet.tv.
[01:17:36.504 --> 01:17:37.764]  This has been a very powerful interview.
[01:17:37.804 --> 01:17:40.805]  I'll probably re-air it when I'm live this Sunday, 4 to 6 p.m.
[01:17:41.225 --> 01:17:46.286]  And if you don't have a local AM or FM affiliate for that show, you can always listen on the free streams at infowars.com.
[01:17:46.866 --> 01:17:49.210]  Well, have a safe and blessed weekend.
[01:17:49.530 --> 01:17:50.652]  We will defeat this tyranny.
[01:17:50.672 --> 01:17:51.413]  We don't have a choice.
[01:17:51.773 --> 01:17:54.718]  I'm Alex Jones signing off from the front lines of the InfoWar.
[01:17:54.978 --> 01:17:57.322]  See you back here, live, 7 o'clock next Monday.
