[00:00:00.009 --> 00:00:00.309]  Got it.
[00:52:05.282 --> 00:52:15.748]  But just to believe them out of the gates and to believe the biggest one-day loss of life in the whole, again, almost 10-year war would be SEAL Team 6.
[00:52:17.762 --> 00:52:19.143]  First they said it wasn't SEAL Team 6.
[00:52:19.183 --> 00:52:23.624]  Then they said it was SEAL Team 6 and it was people that were involved in the Bin Laden raid.
[00:52:23.644 --> 00:52:24.625]  Then they said it wasn't.
[00:52:24.745 --> 00:52:28.466]  A classic where they change the story a bunch to just confuse everybody.
[00:52:28.827 --> 00:52:31.408]  Then people say, well, the Taliban took credit.
[00:52:32.808 --> 00:52:37.470]  Ladies and gentlemen, I see AP articles all the time where they say there's a new Bin Laden tape or a new Bin Laden text.
[00:52:37.510 --> 00:52:39.171]  At the bottom they say it came from a message board.
[00:52:39.471 --> 00:52:40.811]  And a day later they admit it wasn't real.
[00:52:41.132 --> 00:52:44.293]  You know, they said that the Al-Qaeda did the shooting in Denmark.
[00:52:45.356 --> 00:52:49.230]  Excuse me, in Norway, with Breivik.
[00:52:49.752 --> 00:52:50.274]  Was it true?
[00:52:51.869 --> 00:52:57.354]  So, you see this over and over again, and the whole thing stinks to high heaven.
[00:52:57.835 --> 00:52:58.535]  That's my point.
[00:52:59.256 --> 00:53:00.757]  And it needs to be investigated.
[00:53:00.818 --> 00:53:05.822]  Now, here's a clip from the great folks that we've interviewed before, and they've just done great work.
[00:53:06.503 --> 00:53:10.767]  InfoWars Ireland, the article by Tony Cartolucci at InfoWars.com.
[00:53:11.207 --> 00:53:14.410]  You can go watch the full video where it's time stamped back in May.
[00:53:16.530 --> 00:53:20.814]  And it goes on, InfoWars Ireland predicts SEAL Team 6 demise.
[00:53:21.394 --> 00:53:32.603]  Video is Declan O'Shea of InfoWars Ireland predicting the SEAL Team 6 members that raided the compound in Pakistan were not long for this world and would be liquidated to tie up loose ends.
[00:53:32.643 --> 00:53:36.026]  Now, I put a video out yesterday because I can't keep track of all my predictions.
[00:53:36.767 --> 00:53:44.973]  And I told you, I mean over and over again, that they would either have a fake crash to cover up for those that died,
[00:53:45.859 --> 00:53:53.266]  When, reportedly, the Pakistanis said there were dead bodies everywhere, the Pakistani military came and gathered them up and basically is blackmailing the U.S.
[00:53:53.286 --> 00:53:53.867]  government with it.
[00:53:54.227 --> 00:53:57.130]  You saw that big diplomatic fight break out right after that happened.
[00:53:59.292 --> 00:54:03.036]  Or whether they were knocking out some of the other team that was speaking out about it being a fable.
[00:54:05.305 --> 00:54:06.506]  Dead men tell no tales.
[00:54:06.586 --> 00:54:13.170]  Now remember, Pat Tillman wrote letters home that he was going to come home and be anti-war, and that he was angry about opium and all the rest of it.
[00:54:13.450 --> 00:54:16.732]  And people are like, oh that's ridiculous, there's no opium being produced by our troops.
[00:54:17.113 --> 00:54:20.975]  Now because they can't hide it, because the troops are speaking up, they just go, hide it in plain view.
[00:54:21.235 --> 00:54:25.158]  So they have the Marine Corps colonel come out and say, we give them the fertilizer, grow it, ship it out.
[00:54:26.775 --> 00:54:28.418]  Fox, CNN, ABC News.
[00:54:28.758 --> 00:54:32.284]  Just go to YouTube and type in US troops growing opium in Afghanistan.
[00:54:32.304 --> 00:54:36.091]  You'll get BBC, just dozens and dozens of newscasts.
[00:54:37.998 --> 00:54:40.800]  Now again, they killed Pat Tillman just to cover this up.
[00:54:40.820 --> 00:54:42.901]  And later it turned out they did kill him and they covered it up.
[00:54:43.521 --> 00:54:45.523]  So they'll kill their poster boy over this stuff.
[00:54:45.543 --> 00:54:47.664]  Of course, of course they'll kill SEAL Team 6.
[00:54:48.124 --> 00:54:50.406]  Or maybe nobody even died on the helicopter.
[00:54:50.586 --> 00:54:52.087]  Or maybe it was some regular Army folks.
[00:54:52.127 --> 00:54:53.328]  I see some Afghans were on it.
[00:54:54.048 --> 00:54:55.869]  With this much lying, we don't know.
[00:54:56.390 --> 00:54:59.572]  But the fact that it's SEAL Team 6 is very suspicious.
[00:54:59.612 --> 00:55:06.296]  Let's go to this clip of Infowars, Ireland, Declan O'Shea breaking it down.
[00:55:09.892 --> 00:55:31.147]  I'm not quite sure that in the fairytale story of a SEAL operation, whether they were ordered to go in and shoot to kill whatever individuals were in a so-called complex in Afghanistan, in Pakistan, whether those individuals are in the know or not.
[00:55:32.528 --> 00:55:37.291]  SEAL Team 6, if you are quite aware that
[00:55:38.010 --> 00:55:45.595]  Osama Bin Laden, he couldn't have been, he's dead for nine or ten years, that he wasn't there and you were briefed to keep your mouth shut or whatever.
[00:55:46.095 --> 00:56:04.006]  Well, I highly advise you to enjoy your lives and go out and go out to the local pub in Coronado and be nice to your family and to your loved ones and party when you can because you're dead meat very soon if you're aware of that.
[00:56:04.526 --> 00:56:06.007]  Quite possibly you went in and
[00:56:08.558 --> 00:56:12.742]  There were three possible scenarios that you were briefed on.
[00:56:13.122 --> 00:56:21.289]  Indeed, Osama Bin Laden is there, and perhaps they had a double or whatever.
[00:56:21.650 --> 00:56:22.310]  Somebody was shot.
[00:56:22.931 --> 00:56:25.793]  You might think that you shot Osama Bin Laden.
[00:56:25.873 --> 00:56:26.574]  You did not.
[00:56:27.915 --> 00:56:28.596]  And it's highly...
[00:56:29.815 --> 00:56:30.876]  All right, well, there you go.
[00:56:31.016 --> 00:56:32.977]  And again, I know I made all those predictions as well.
[00:56:33.017 --> 00:56:36.218]  If folks would dig those up, that always is good for the sheeple to see that.
[00:56:36.438 --> 00:56:39.380]  And this stuff's not hard to predict once you know the pathology of the globalists.
[00:56:39.840 --> 00:56:49.204]  Remember, just in the last month, I said they're going to raise the debt limit, then they're going to get rid of the AAA rating, and that'll just be the beginning of dollar devaluation, and then they're going to blame the Tea Party.
[00:56:49.604 --> 00:56:51.005]  Well, the White House is doing that today.
[00:56:51.025 --> 00:56:54.807]  Now, I'm going to come back in the next hour, go directly to your calls, so I've gone to all
[00:56:55.767 --> 00:57:00.669]  13 or 14 that are on the board, from Ben to Vincent, from George to Ryan, we'll get to everybody.
[00:57:01.069 --> 00:57:02.870]  Linda, you name it, we're going to get to everybody.
[00:57:03.270 --> 00:57:08.533]  That's coming up, just immediately when we start the next hour, call after call, that I'm getting more into the economy and other areas.
[00:57:08.553 --> 00:57:10.734]  But remember private Jessica Lynch?
[00:57:11.354 --> 00:57:16.256]  Turned out she hid, she wasn't a hero, but they wanted to promote that to get women in the military.
[00:57:16.716 --> 00:57:20.258]  When members of her unit that survived began to speak out who were the heroes,
[00:57:21.118 --> 00:57:24.739]  They killed five of them in one week inside the U.S.
[00:57:25.319 --> 00:57:29.480]  In one case in Phoenix, the guy was cooking food in his backyard at a barbecue.
[00:57:29.840 --> 00:57:34.061]  A guy in a black uniform with a black mask popped up, double tapped him in the head.
[00:57:34.701 --> 00:57:37.441]  So, and then she later came out and said, look, it's all fake.
[00:57:37.481 --> 00:57:38.082]  It's all fake.
[00:57:38.502 --> 00:57:40.822]  Because, by the way, we put the announcement out.
[00:57:40.842 --> 00:57:42.883]  We told her, go public or they're going to kill you.
[00:57:43.343 --> 00:57:44.263]  All right, we'll be right back.
[00:57:44.283 --> 00:57:44.723]  Stay with us.
[00:57:50.034 --> 00:57:53.036]  Congratulations to our friends at eFoodsDirect.com.
[00:57:53.356 --> 00:57:57.739]  In August, they celebrate 30 years in the long-term storable food business.
[00:57:57.980 --> 00:58:06.465]  To celebrate, eFoodsDirect.com is offering the lowest price ever on their one-year Freedom Food Supply, even less than the price in 1981.
[00:58:06.666 --> 00:58:14.291]  For a limited time, you get 30% off a one-year Freedom Supply, which provides three hearty meals per day for one adult.
[00:58:14.471 --> 00:58:21.653]  The Freedom Supply includes a large variety of fruits and vegetables, dairy, legumes, grains, sprouting seeds and more.
[00:58:21.853 --> 00:58:24.794]  Plus you get a generous supply of their quick fix meals.
[00:58:25.094 --> 00:58:29.396]  This is the most complete, extensive and affordable unit they have ever offered.
[00:58:29.676 --> 00:58:37.858]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex and get 30% off a one-year food supply.
[00:58:38.018 --> 00:58:40.759]  If you have ever considered getting a supply, now is the
[00:58:41.299 --> 00:58:41.539]  Call 800-409-5633.
[00:58:41.559 --> 00:58:43.461]  That's 800-409-5633 or eatfoodsdirect.com forward slash Alex
[00:58:50.791 --> 00:58:54.432]  Hundreds of nations have fallen to tyranny in the last century alone.
[00:58:54.812 --> 00:58:57.813]  This is our last chance to not relive history.
[00:58:58.053 --> 00:59:02.834]  As we're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[00:59:02.854 --> 00:59:09.076]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[00:59:09.236 --> 00:59:11.477]  I think it's incumbent upon all of us
[00:59:12.017 --> 00:59:12.297]  Tim Geithner?
[00:59:12.317 --> 00:59:12.577]  Bernanke?
[00:59:12.597 --> 00:59:12.997]  They're arsonists!
[00:59:13.017 --> 00:59:13.757]  They're asking for more matches!
[00:59:13.777 --> 00:59:15.238]  And the Congress is saying, who do we make the check out to?
[00:59:30.922 --> 00:59:32.763]  Today seems like nobody does care.
[00:59:33.043 --> 00:59:37.865]  And right now in Washington, D.C., we have seen a fall of the republic.
[00:59:38.205 --> 00:59:48.130]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv.
[00:59:50.571 --> 00:59:53.552]  Coast to Coast, direct from Austin.
[00:59:54.152 --> 00:59:57.354]  You're listening to the Alex Jones Broadcasting Network.
[01:00:01.181 --> 01:00:07.213]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:07.815 --> 01:00:10.801]  It's Alex Jones and the GCN Radio Network.
[01:00:18.297 --> 01:00:23.078]  Alright, we're into hour number two, and I hate to say, see, we told you so.
[01:00:23.118 --> 01:00:24.538]  It's really horrible news.
[01:00:25.079 --> 01:00:26.459]  The downgrading has begun.
[01:00:26.479 --> 01:00:27.679]  They're blaming the Tea Party.
[01:00:28.339 --> 01:00:30.060]  Not the bankers, not the derivatives.
[01:00:30.880 --> 01:00:33.620]  The whole Seal Team Six situation, very, very suspicious.
[01:00:33.660 --> 01:00:34.701]  I got a lot of other news.
[01:00:35.781 --> 01:00:37.601]  Government drug dealing we're going to be getting into.
[01:00:37.841 --> 01:00:39.542]  It's not fun to have to expose these people.
[01:00:40.502 --> 01:00:46.886]  Hopefully my public position will protect me and your prayers will, but somebody's got to stand up against these people.
[01:00:47.487 --> 01:00:56.053]  Because they're stealing the pension funds, they're imploding the country, total criminals are running things, and people have got to stop being naive if we're going to reverse any of this.
[01:00:56.533 --> 01:00:58.034]  Ben in Tennessee, you're on the air.
[01:00:58.294 --> 01:00:59.255]  Welcome, thanks for holding.
[01:01:00.215 --> 01:01:04.898]  Hey Alex, thanks for taking my call and thanks for all the great work you're continually doing.
[01:01:04.918 --> 01:01:09.101]  I wanted to get to just the point you just made about
[01:01:10.683 --> 01:01:21.442]  This morning on the Sunday talk shows, political talk shows, I noticed a threat, a common threat running through them.
[01:01:22.453 --> 01:01:24.615]  Especially on ABC and NBC.
[01:01:24.635 --> 01:01:26.876]  Of course, we know NBC owned by General Electric.
[01:01:28.257 --> 01:01:34.641]  One, you had Alan Greenspan on NBC saying, no, we're not going to have a double dip recession.
[01:01:34.701 --> 01:01:37.723]  No, that's just not likely.
[01:01:37.803 --> 01:01:40.845]  And on the opposite side of the table, you had Rachel Maddow.
[01:01:42.085 --> 01:01:48.407]  Just completely demonizing the Tea Party and saying that S&P had no credibility whatsoever.
[01:01:48.427 --> 01:02:05.192]  And then on ABC, you had Steve Ratner, the architect of the auto industry bailout, who is on record calling any Tea Party member, anybody who doesn't agree with the bailouts, terrorists.
[01:02:07.216 --> 01:02:12.123]  And I know that's a common thread running through the Sunday morning talking points.
[01:02:12.463 --> 01:02:13.525]  No, no, no.
[01:02:13.545 --> 01:02:14.286]  I've got the stack.
[01:02:14.326 --> 01:02:14.686]  I'm glad.
[01:02:14.867 --> 01:02:15.187]  Absolutely.
[01:02:15.207 --> 01:02:15.888]  That's what I saw.
[01:02:16.489 --> 01:02:17.270]  And that's what they're doing.
[01:02:17.290 --> 01:02:19.232]  They're saying it's not the derivatives.
[01:02:19.313 --> 01:02:20.614]  It's not the six megabanks.
[01:02:21.476 --> 01:02:22.597]  It's not the big government.
[01:02:22.677 --> 01:02:24.580]  It's the people who don't like big government.
[01:02:24.941 --> 01:02:28.446]  Now that we're going into the depression publicly, it's all our fault.
[01:02:28.766 --> 01:02:30.469]  They were driving the train over the cliff.
[01:02:30.789 --> 01:02:32.071]  We tried to apply the brakes.
[01:02:32.131 --> 01:02:32.832]  They wouldn't let us.
[01:02:33.233 --> 01:02:36.297]  And now as we go off the cliff, they're looking at us saying, you did this.
[01:02:38.030 --> 01:02:51.381]  Exactly, and for Alan Greenspan to even be allowed to come on these shows, or for people to even think that he has an ounce of credibility left after allowing the derivatives to just go into hopper speed.
[01:02:51.630 --> 01:02:52.150]  Well, that's right.
[01:02:52.170 --> 01:03:06.375]  For those that don't know, just to fill in what you're saying, Ben, it was on his watch in 98-99 they got rid of all the rules and let an inner group of megabanks just create infinity of currency and instruments that we have to back up.
[01:03:06.675 --> 01:03:09.576]  And now that we've backed them up, now it's our fault.
[01:03:09.996 --> 01:03:13.237]  And I guess in a way it is our fault for letting these criminals do this to us.
[01:03:14.912 --> 01:03:21.096]  Well, I agree with you, and in closing, I just want to encourage people to keep supporting what you're doing.
[01:03:21.316 --> 01:03:26.060]  It's such essential work, so thank you again, and God bless.
[01:03:26.300 --> 01:03:27.661]  Well, Ben, I appreciate your call.
[01:03:28.021 --> 01:03:40.189]  We're going to go to break and come back to Jason, Linda, Ryan, Salvatore, Tariq, Roland, Scott, George, Dana, Vincent, and others, and the toll-free number to join us, of course,
[01:03:42.154 --> 01:03:43.035]  We get so many calls.
[01:03:43.095 --> 01:03:44.838]  I hear national shows begging for calls.
[01:03:44.898 --> 01:03:46.379]  Our audience is so big and so great.
[01:03:46.780 --> 01:03:49.003]  We have a computerized phone system on the weekend show.
[01:03:49.583 --> 01:03:53.388]  The Genesis only has like an old-fashioned six-line system, but we do it out of our own studio.
[01:03:53.428 --> 01:03:53.829]  We can, um...
[01:03:55.310 --> 01:03:59.031]  Open the phone line up for about a minute, sometimes just like 10 seconds.
[01:03:59.851 --> 01:04:04.032]  I'll give the number out and they'll open it and like 30 phone calls will just shoot in.
[01:04:04.112 --> 01:04:06.313]  And if they leave it open, hundreds go on the board.
[01:04:06.993 --> 01:04:09.754]  But then that'll bankrupt me because I got to pay for all those toll-free calls.
[01:04:10.254 --> 01:04:13.375]  And they can sure add up when I sit here with a big blowhard talking forever.
[01:04:14.235 --> 01:04:15.416]  You know, it was the best of times.
[01:04:15.476 --> 01:04:16.476]  It was the worst of times.
[01:04:17.506 --> 01:04:19.868]  There are so many good people in this country and worldwide.
[01:04:19.928 --> 01:04:26.133]  There are so many inventions and ingenuity and so many good people in government, out of government.
[01:04:26.534 --> 01:04:27.875]  So many good police officers.
[01:04:27.915 --> 01:04:29.256]  So many good military people.
[01:04:30.757 --> 01:04:32.079]  So many good talk show hosts.
[01:04:32.999 --> 01:04:33.179]  But...
[01:04:34.133 --> 01:04:35.134]  We don't run things.
[01:04:35.854 --> 01:04:37.034]  The evil corrupt do.
[01:04:38.155 --> 01:04:41.096]  And we better get the controls back away from them.
[01:04:41.977 --> 01:04:42.997]  Or we don't have any hope.
[01:04:43.718 --> 01:04:45.979]  And I gotta tell you, I'm really creeped out right now.
[01:04:46.199 --> 01:04:47.440]  I got a lot of anxiety.
[01:04:47.460 --> 01:04:49.080]  I've been telling you the last few months I've been having it.
[01:04:50.021 --> 01:04:51.442]  I'm having a lot of anxiety.
[01:04:51.462 --> 01:04:53.383]  I think some really bad stuff's about to happen.
[01:04:53.403 --> 01:04:53.983]  We'll be right back.
[01:04:59.693 --> 01:05:01.175]  Hi folks, this is Alex Jones.
[01:05:01.395 --> 01:05:06.421]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[01:05:06.701 --> 01:05:08.083]  Saving means to make money.
[01:05:08.243 --> 01:05:17.033]  The Calbin Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[01:05:17.754 --> 01:05:24.858]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[01:05:25.298 --> 01:05:32.902]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[01:05:33.302 --> 01:05:38.224]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[01:05:38.525 --> 01:05:40.686]  Getting a free catalog is easy by calling 800-340-7091.
[01:05:43.427 --> 01:05:46.369]  We now take you live to the Central Texas Command Center.
[01:06:12.123 --> 01:06:15.446]  This country has a lot of great people in it.
[01:06:15.546 --> 01:06:16.807]  And we can turn things around.
[01:06:41.229 --> 01:06:57.939]  But we're going to have to stop being so naive and admit that corrupt elements have taken over almost every major position of power and that it's become systemic and that the sky is the limit if we don't get involved.
[01:06:57.979 --> 01:07:07.144]  I mean, everywhere I go, I'd say half the people I walk by on the street or at a business or at the grocery store stop and talk to me and are listeners.
[01:07:07.344 --> 01:07:07.965]  Great people.
[01:07:09.147 --> 01:07:16.189]  I mean, I went to a restaurant today with my parents and probably had, just while I was walking around in the place, 10 people come up to me.
[01:07:16.549 --> 01:07:17.630]  The waiter was a listener.
[01:07:18.870 --> 01:07:22.691]  Well, but they all say, great job, we're glad you're there doing what you're doing.
[01:07:23.071 --> 01:07:25.012]  Like, I'm going to be able to fix things.
[01:07:26.772 --> 01:07:38.276]  All I can do is go, hey, you know, here's 20 news articles that aren't getting national attention where the government's caught shipping guns into Mexico and cocaine in.
[01:07:39.110 --> 01:07:40.171]  And they're not even getting in trouble.
[01:07:41.612 --> 01:07:43.814]  All I can do is say we're not in Kansas anymore.
[01:07:43.834 --> 01:07:46.657]  Alright, I'm gonna go to your phone calls.
[01:07:47.258 --> 01:07:49.640]  It's just that we really do have a case of tyranny.
[01:07:50.340 --> 01:07:51.642]  We have cancer, politically.
[01:07:52.435 --> 01:07:56.936]  And it's not going to go away when Obama leaves office just like it didn't go away when Bush left office.
[01:07:57.837 --> 01:08:03.418]  The political ruling class... I have these idiots email me and they say, I like Democrats.
[01:08:03.959 --> 01:08:05.899]  The economy was roaring under Bill Clinton.
[01:08:06.459 --> 01:08:07.440]  Of course it was.
[01:08:08.200 --> 01:08:14.822]  They were, you know, a fish when it bites onto a hook with a worm on it for about a split second thinks the worm tastes good.
[01:08:16.101 --> 01:08:21.648]  And the way economies and societies go, four or five years is a millisecond.
[01:08:22.229 --> 01:08:24.071]  They were hyper-inflating the currency.
[01:08:24.392 --> 01:08:30.420]  They were creating thousands of trillions of financial instruments and flooding the markets with it.
[01:08:31.000 --> 01:08:32.803]  Of course there was a bubble.
[01:08:34.674 --> 01:08:45.519]  And now Alan Greenspan and others are parading around on TV, and the White House is blaming people that want to be fiscally responsible for the fact that we've lost our AAA rating.
[01:08:45.839 --> 01:08:47.740]  We lost our AAA rating a long time ago.
[01:08:48.041 --> 01:08:51.982]  We've been positioned into economic collapse, and I'm going to be breaking that down after we go to your calls.
[01:08:52.283 --> 01:08:53.763]  But right now, Jason in Connecticut.
[01:08:53.863 --> 01:08:54.724]  You're on the air, Jason.
[01:08:54.764 --> 01:08:55.064]  Go ahead.
[01:08:56.394 --> 01:09:03.438]  Alex, man, I'll tell you, my family came here in 1895, and this is not the America that they dreamt of.
[01:09:03.899 --> 01:09:07.261]  And no disrespect to America, we're in a bad time right now.
[01:09:07.701 --> 01:09:09.842]  But a quick comment about Steel Team 6.
[01:09:12.884 --> 01:09:22.470]  The comment was, do you think that this is a typical Goodfellas, Godfather type hit where they gotta shut everybody up so the truth doesn't come out?
[01:09:24.181 --> 01:09:24.902]  We don't know.
[01:09:25.062 --> 01:09:36.811]  We know that witnesses all over that populated area, and I have the newscast posted on Infowars.com and PrisonPlanet.com, reported that the people got on the helicopter and it blew up.
[01:09:37.952 --> 01:09:44.197]  And then my military sources said, indeed, SEALs did die back in May, or even before that.
[01:09:44.978 --> 01:09:45.899]  When was the Bin Laden raid?
[01:09:47.651 --> 01:09:48.412]  Time gets scrambled.
[01:10:06.095 --> 01:10:11.978]  You know, throwing him in the ocean, give me a break, fake situation room photos of the president looking tough.
[01:10:12.418 --> 01:10:13.499]  All of that was a lie.
[01:10:13.939 --> 01:10:17.801]  Our government sources say it's a lie, and that Seals did die.
[01:10:17.861 --> 01:10:20.042]  And so how will they cover up that Seals died?
[01:10:20.402 --> 01:10:24.084]  They'll wait a few months, tell their family they're out of contact, you know, they're Seals.
[01:10:24.584 --> 01:10:28.806]  Then there's another helicopter crash, and then you just tag their names onto it.
[01:10:29.227 --> 01:10:31.528]  That's the most likely.
[01:10:32.208 --> 01:10:35.511]  Because we know that Seals died in the Bin Laden raid from our sources.
[01:10:35.811 --> 01:10:36.832]  They've proven very accurate.
[01:10:37.712 --> 01:10:39.454]  And plus we have the helicopter crashing there.
[01:10:39.474 --> 01:10:40.995]  It's not just like our sources are saying that.
[01:10:42.256 --> 01:10:43.037]  So I don't know.
[01:10:43.317 --> 01:10:53.725]  Or were they knocking out the rest of SEAL Team 6 because they were speaking out like Pat Tillman, like Jessica Lynch's team, who said she was hiding in fear.
[01:10:53.785 --> 01:10:54.386]  This isn't true.
[01:10:55.006 --> 01:10:56.228]  And they went and killed them.
[01:10:56.668 --> 01:10:59.452]  And then she came out and said, it's all fake, I was told to lie by the Pentagon.
[01:10:59.853 --> 01:11:02.256]  They really kill people in these PR things.
[01:11:02.777 --> 01:11:07.664]  If it's a PR event, for their agenda, they will kill anybody involved if they get in the way of it.
[01:11:07.944 --> 01:11:10.407]  Pat Tillman didn't want to be their PR guy anymore, they murdered him.
[01:11:11.168 --> 01:11:19.332]  You know, Jessica Lynch's team, and I went on air and I said, Jessica Lynch, you better come out and admit this was fake or they're gonna kill you and say the hero died in a car wreck.
[01:11:19.592 --> 01:11:23.474]  And she came out two days later, I guess somebody else must have warned her, I don't know, and said it's all fake.
[01:11:23.714 --> 01:11:26.256]  They told me to do it, the book, all of it's fake, it's all fake.
[01:11:27.536 --> 01:11:29.757]  I mean, they don't play games.
[01:11:30.057 --> 01:11:31.158]  Jason, I appreciate your call.
[01:11:31.778 --> 01:11:33.079]  Because it's not our government.
[01:11:34.306 --> 01:11:37.248]  Okay, it's foreign banking interests run our military.
[01:11:37.288 --> 01:11:38.830]  They run the greatest military on the earth.
[01:11:39.050 --> 01:11:40.151]  They run our checkbook.
[01:11:40.491 --> 01:11:41.892]  And they've run it into the ground.
[01:11:42.673 --> 01:11:42.993]  Okay?
[01:11:43.033 --> 01:11:44.174]  And they're not going to stop.
[01:11:44.634 --> 01:11:47.957]  We've got to get these foreign banks out of here or there's no future.
[01:11:49.318 --> 01:11:51.039]  Linda in Maryland, you're on the air.
[01:11:51.079 --> 01:11:51.420]  Welcome.
[01:11:52.060 --> 01:11:53.221]  Thanks for taking my call.
[01:11:53.281 --> 01:11:56.964]  I sincerely want to thank you and your staff for everything you have done.
[01:11:57.525 --> 01:11:59.186]  I've been a listener for about 10 years.
[01:11:59.907 --> 01:12:03.870]  And I have today called to offer you some constructive criticism.
[01:12:03.930 --> 01:12:05.231]  I hope you will be open to it.
[01:12:05.251 --> 01:12:05.851]  Oh, I need it.
[01:12:05.931 --> 01:12:06.672]  Are you kidding?
[01:12:06.712 --> 01:12:07.933]  I can't stand my own show.
[01:12:08.513 --> 01:12:09.034]  Tell me about it.
[01:12:09.494 --> 01:12:10.435]  It's not your show.
[01:12:11.215 --> 01:12:27.687]  It sounds like you've gotten into some very difficult speech patterns and habits, like guttural sounds when you stall to get your next thought, and stuttering, and an incredibly scratchy voice when you speak slowly and deeply.
[01:12:27.747 --> 01:12:28.708]  It's to the point where
[01:12:29.344 --> 01:12:34.268]  After 10 years, it's become hard for me to listen to you, and I don't want that to happen.
[01:12:34.309 --> 01:12:35.029]  No, I hear you.
[01:12:35.069 --> 01:12:38.252]  But listen, different strokes for different folks.
[01:12:38.492 --> 01:12:40.774]  I have to focus not to speak super deep.
[01:12:41.435 --> 01:12:42.936]  And it's from screaming at rallies.
[01:12:42.996 --> 01:12:50.663]  I mean, have you ever seen, like, an 18-year-old cheerleader graduate in high school and she sounds like a man from screaming, you know, during the drills?
[01:12:51.083 --> 01:12:52.345]  And that's what's happened to my voice.
[01:12:52.765 --> 01:12:55.868]  And I have to speak at the front of my mouth to not sound super deep.
[01:12:57.148 --> 01:13:01.190]  But again, that's actually the voice they look for in radio.
[01:13:01.270 --> 01:13:05.432]  More people like it than don't like it, and it's very distinctive, Linda.
[01:13:05.792 --> 01:13:07.053]  And there's really nothing I can do.
[01:13:07.153 --> 01:13:09.334]  You can call it a handicap.
[01:13:09.354 --> 01:13:12.395]  I also do have a lot of things going on in my mind.
[01:13:12.535 --> 01:13:16.957]  Sometimes I sound completely fluent, and every word sounds like a poet wrote it.
[01:13:17.037 --> 01:13:19.438]  Other times it's a bunch of starting and stopping.
[01:13:19.458 --> 01:13:21.359]  But the radio show is real.
[01:13:21.759 --> 01:13:23.420]  I'm not reading off a teleprompter here.
[01:13:23.820 --> 01:13:24.641]  I understand that.
[01:13:25.501 --> 01:13:33.047]  Maybe just to go back and listen to what you've already said might be of help and you might get a better idea of what I'm speaking about.
[01:13:33.787 --> 01:13:38.630]  But I want to continue listening to your show, but sometimes it has become very, very difficult for me.
[01:13:38.991 --> 01:13:41.492]  Oh dear, Linda, would you rather this voice?
[01:13:42.253 --> 01:13:43.334]  No.
[01:13:43.714 --> 01:13:46.496]  Linda, when we get done with you, we're going to Ryan.
[01:13:47.076 --> 01:13:48.117]  I can do this voice.
[01:13:48.137 --> 01:13:51.719]  Ladies and gentlemen, we're going to be live here for the next two hours.
[01:13:53.379 --> 01:13:57.603]  Or, how about this?
[01:13:58.003 --> 01:13:58.643]  Impressive.
[01:13:58.964 --> 01:13:59.984]  Most impressive.
[01:14:00.805 --> 01:14:03.707]  I see you constructed a new lightsaber, Linda.
[01:14:04.108 --> 01:14:07.450]  Indeed you are powerful, as the Emperor has foreseen.
[01:14:08.191 --> 01:14:17.778]  When you pick up your speech, your voice does come up a little bit, and then you stop the scratchiness, and I realize you have so much to say, it doesn't come to your lips fast enough.
[01:14:18.699 --> 01:14:19.699]  Well, that's what's happening.
[01:14:19.919 --> 01:14:20.340]  I know.
[01:14:21.180 --> 01:14:23.961]  It sounds like I'm a chimpanzee on PCP sometimes.
[01:14:24.561 --> 01:14:25.421]  I hear you, Linda.
[01:14:25.701 --> 01:14:27.082]  And listen, I'm the boss up here.
[01:14:27.402 --> 01:14:30.523]  So there's nobody, you know, I can talk radio here coaching me or anything.
[01:14:30.963 --> 01:14:32.423]  The show's getting more popular than ever.
[01:14:32.443 --> 01:14:33.483]  People like real stuff.
[01:14:34.224 --> 01:14:39.885]  But I will, from henceforth, do the show for the rest of the day in the Marvin the Martian accent.
[01:14:43.109 --> 01:14:49.222]  But try to pay more attention about the scratchiness and the stuttering and the guttural sounds.
[01:14:54.434 --> 01:14:55.514]  I don't know.
[01:15:14.480 --> 01:15:21.663]  Our AAA rating downgraded, and it's only going to get worse from here, because the bankers now will get higher percentage points on us.
[01:15:22.163 --> 01:15:27.065]  We give them our money in banker bailouts, they then loan it back to us at higher interest rates.
[01:15:27.525 --> 01:15:31.626]  We're being positioned just like the mafia positions somebody with loan sharking.
[01:15:31.666 --> 01:15:34.527]  Now listen, Linda, I'm not mad at you, but I'm going to ask callers.
[01:15:34.947 --> 01:15:37.708]  I don't want to talk about my voice when we come back, okay?
[01:15:38.209 --> 01:15:38.909]  I do not want to do it.
