[00:00:00.407 --> 00:00:01.507]  We've got it.
[00:48:53.922 --> 00:48:59.084]  Those are the Muslim extremists who don't want a secular government in charge, who Gaddafi doesn't like.
[00:48:59.944 --> 00:49:02.625]  Libya, the West and Al-Qaeda are on the same side.
[00:49:03.225 --> 00:49:13.869]  Statements of support for Libya's revolution by Al-Qaeda and leading Islamists have led to fears that military action by the West might be playing into the hands of its ideological enemies.
[00:49:15.922 --> 00:49:24.965]  And it goes on to report that it's confirmed that Al-Qaeda is operating inside the country and that's who's trying to overthrow Muammar Gaddafi.
[00:49:27.446 --> 00:49:34.729]  Let's finish up with George Galloway, member of the British Parliament on Sky Television slash Fox in England.
[00:49:36.038 --> 00:49:44.100]  Telling it like it is about the hypocrisy in Bahrain and Yemen and Afghanistan where they machine gun protesters.
[00:49:44.281 --> 00:49:45.921]  There's video of this all over the place.
[00:49:46.361 --> 00:49:47.922]  Is there a call to invade them?
[00:49:48.422 --> 00:49:48.722]  No!
[00:49:49.042 --> 00:49:50.162]  Because it's about oil.
[00:49:50.242 --> 00:49:50.883]  Let's play the clip.
[00:49:52.543 --> 00:49:54.425]  So we shouldn't be dealing with Arab nations is what you're saying?
[00:49:54.445 --> 00:50:01.233]  No, but don't pray them in aid of an operation that's supposed to be standing up for human rights and democracy.
[00:50:01.553 --> 00:50:09.703]  The Arab League, without exception, is a collection of puppet presidents, corrupt kings, every one of them a dictator.
[00:50:10.103 --> 00:50:14.566]  Every one of them, now, currently, shooting their own people, who are demonstrating for democracy.
[00:50:14.586 --> 00:50:16.127]  Well, that's right, but what's the alternative?
[00:50:16.147 --> 00:50:18.549]  Do we stand by and watch, kind of, him killing his people?
[00:50:18.569 --> 00:50:19.309]  Well, we are standing by.
[00:50:19.329 --> 00:50:21.391]  But we are standing by watching... But we're preparing to attack.
[00:50:21.431 --> 00:50:24.573]  We're standing by watching the Yemen president killing his people.
[00:50:24.893 --> 00:50:29.116]  We're standing by watching the Bahrain king killing his people.
[00:50:29.456 --> 00:50:32.318]  So what's the difference between them and Libya?
[00:50:32.758 --> 00:50:38.102]  Everyone watching this knows the difference is a dirty little three-letter word called oil.
[00:50:38.442 --> 00:50:42.344]  So let's not pretend it's about anything... But Libya only produces 2% of the world's oil.
[00:50:42.384 --> 00:50:43.345]  It's not a big deal.
[00:50:43.385 --> 00:50:50.349]  BP has 15 billion pounds worth of investments, billion pounds worth of investments in Libya.
[00:50:50.389 --> 00:50:52.710]  So don't pretend it's not a big deal.
[00:50:53.251 --> 00:50:55.272]  The truth is that we're not
[00:50:55.452 --> 00:51:00.535]  We're not intervening in these other revolutions, but we are intervening in this for our own selfish interests.
[00:51:00.595 --> 00:51:02.296]  Now, that has two consequences.
[00:51:02.376 --> 00:51:06.859]  First of all, it generates more hatred and enmity against us around the world.
[00:51:07.179 --> 00:51:08.440]  And we will see that, believe me.
[00:51:08.800 --> 00:51:10.161]  Gaddafi, Brut.
[00:51:11.321 --> 00:51:19.289]  Armed brute and buttressed brute by us and other Western countries is not going to be any kind of blamange.
[00:51:19.510 --> 00:51:25.456]  This is going to be a hotly contested military contest and it will be contested not just in Libya.
[00:51:25.836 --> 00:51:32.383]  We're generating hatred for ourselves, terrorism, terrorist attacks all over the world against our interests.
[00:51:32.783 --> 00:51:32.963]  Why?
[00:51:33.624 --> 00:51:34.425]  For the oil companies?
[00:51:34.545 --> 00:51:35.625]  So you think that will happen?
[00:51:35.645 --> 00:51:38.728]  Because you have had threats from another spokesman.
[00:51:38.968 --> 00:51:40.409]  Gaddafi has a long record.
[00:51:40.429 --> 00:51:44.151]  He has a long record of being involved in international terrorism.
[00:51:44.932 --> 00:51:45.813]  He certainly does.
[00:51:45.873 --> 00:51:47.474]  Some of the actual real terrorism.
[00:51:47.774 --> 00:51:48.715]  But isn't that perfect?
[00:51:48.735 --> 00:51:58.962]  Remember in the last six months, I've read the White House memos, the White House advisers, Glenn Beck picked up on it, saying a 9-11 style attack would help us take Americans liberties.
[00:51:59.402 --> 00:52:01.544]  It would help boost Obama's approval ratings.
[00:52:02.404 --> 00:52:05.606]  And so they go into a country with a guy with all these weapons.
[00:52:05.646 --> 00:52:11.109]  They bring in Al Qaeda to go after the socialist Muslim that is Muammar Gaddafi.
[00:52:11.929 --> 00:52:12.850]  They attack him.
[00:52:13.550 --> 00:52:16.632]  He's got all these missiles, all this nerve gas, all these weapons.
[00:52:17.012 --> 00:52:18.893]  And so they won't have to stage a terror attack.
[00:52:19.213 --> 00:52:20.214]  He will attack.
[00:52:20.574 --> 00:52:21.554]  There's a good chance of it.
[00:52:21.815 --> 00:52:23.756]  And then they'll take our freedoms.
[00:52:24.316 --> 00:52:26.757]  And it will boost Obama's approval rating.
[00:52:27.698 --> 00:52:31.500]  So that is the truth of what's going on and what's being said here.
[00:52:32.608 --> 00:52:46.598]  Domestic organizations, domestic groups all over Western Europe, the United States, Canada that Qaddafi has funded previously may now launch terror attacks and that is exactly what the White House memos say they want.
[00:52:47.919 --> 00:52:56.386]  Just like Governor Ridge, the former head of Homeland Security, wrote a book two years ago saying that the White House ordered him to issue fake terror alerts for political gain.
[00:52:57.961 --> 00:52:59.361]  We've got to get complex here.
[00:52:59.401 --> 00:53:02.342]  We've got to see the big picture and understand what's going on.
[00:53:03.122 --> 00:53:11.864]  And understand this is... We told you five months ago in October, with our oil company Exec Connections, through Lindsey Williams, that there would be a destabilization in the Middle East.
[00:53:11.884 --> 00:53:12.544]  You're now seeing it.
[00:53:12.884 --> 00:53:14.805]  That there would be calls for the end of the dollar.
[00:53:15.265 --> 00:53:16.305]  Now with the U.S.
[00:53:16.325 --> 00:53:17.925]  government going along with it.
[00:53:17.945 --> 00:53:21.066]  This is about global government and the U.N.
[00:53:21.566 --> 00:53:25.047]  being able to pass a resolution Friday and within 24 hours
[00:53:26.807 --> 00:53:37.680]  Our own government going along with a UN attack on Libya and putting Marine Corps ships off the coast that they told us a month ago might have been for Egypt.
[00:53:37.980 --> 00:53:39.362]  Now we learn what it was really for.
[00:53:40.002 --> 00:53:43.586]  Now, I want to go to a clip of Louis Farrakhan, a guy I don't agree with on a lot of issues.
[00:53:44.537 --> 00:53:46.759]  And the media then will play it up that he's against the attack.
[00:53:47.099 --> 00:53:50.202]  But he makes the points about hypocrisy.
[00:53:50.242 --> 00:53:55.907]  Then we'll play a clip of President Obama from Friday and listen to the hypocrisy.
[00:53:56.348 --> 00:54:00.932]  He says, anytime there's demonstrators, you don't have a right to even beat them up or we will invade you.
[00:54:01.312 --> 00:54:04.796]  What happens the next time the cops are ordered to beat protesters up here?
[00:54:05.096 --> 00:54:06.057]  Let's go ahead and play that clip.
[00:54:07.077 --> 00:54:14.461]  Don't tell me and wise black people or white people that you're interested in black suffering.
[00:54:14.801 --> 00:54:17.563]  Where were you in Rwanda?
[00:54:18.203 --> 00:54:20.384]  Where are you in the Congo?
[00:54:21.004 --> 00:54:23.586]  Why did you go to Darfur?
[00:54:24.626 --> 00:54:26.287]  Because oil is there.
[00:54:27.521 --> 00:54:27.801]  No.
[00:54:28.242 --> 00:54:30.604]  You don't want to save the Libyan people.
[00:54:30.924 --> 00:54:35.507]  That's your noble motive to hide your wicked agenda.
[00:54:35.808 --> 00:54:44.214]  Now, I want to warn you, in the name of Allah, that this is more complex than what you think.
[00:54:45.435 --> 00:54:47.377]  Go into Libya if you want to.
[00:54:48.382 --> 00:54:53.265]  The Libyans do not want foreign occupation on their land.
[00:54:53.545 --> 00:55:00.770]  And when you make that kind of move, if you're not careful, you'll unite the Libyan people against you.
[00:55:01.870 --> 00:55:02.371]  And again,
[00:55:03.687 --> 00:55:09.909]  Uh, Gaddafi wasn't sitting in any tent twiddling his thumbs over these last ten years.
[00:55:10.669 --> 00:55:14.330]  This man has been investing in African development.
[00:55:14.750 --> 00:55:17.631]  This man has been moving throughout Africa.
[00:55:17.991 --> 00:55:22.032]  This man has friends all over the world.
[00:55:22.252 --> 00:55:24.733]  He may not be your friend, but...
[00:55:25.999 --> 00:55:35.383]  If you take him out and kill him like he's some rotten fella that wants to kill his own people, what did you do in Waco?
[00:55:37.104 --> 00:55:40.565]  What did you do when your people rose up?
[00:55:41.246 --> 00:55:42.526]  Did you talk them out of it?
[00:55:43.206 --> 00:55:43.507]  No!
[00:55:43.887 --> 00:55:46.408]  They had weapons, you bombed them.
[00:55:46.888 --> 00:55:51.250]  What did you do in Philadelphia with the Move Movement?
[00:55:52.250 --> 00:55:53.891]  Did you talk them out of their home?
[00:55:54.231 --> 00:55:55.951]  Or did you bomb them?
[00:55:56.271 --> 00:56:03.353]  We didn't hear any outcry from you religious hypocrites that love the lives of human beings.
[00:56:03.954 --> 00:56:06.594]  You're a liar and a hypocrite.
[00:56:06.935 --> 00:56:11.116]  And I warn my brother, don't you let these wicked demons
[00:56:11.656 --> 00:56:19.478]  Move you in a direction that will absolutely ruin your future with your people in Africa and throughout the world.
[00:56:19.698 --> 00:56:22.139]  They don't like the way you handle Mubarak.
[00:56:22.439 --> 00:56:26.500]  They don't like the way you're handling the situation in the Arab world.
[00:56:26.740 --> 00:56:33.882]  So I would advise you to be careful and move with wisdom and skill.
[00:56:35.143 --> 00:56:38.704]  My advice would be, why don't you organize?
[00:56:39.733 --> 00:56:44.235]  All right, the full clips up on InfoWars.com and PrisonPlanet.com.
[00:56:44.595 --> 00:56:46.816]  He goes on to say that the white militia in the U.S.
[00:56:46.856 --> 00:56:48.016]  is on the verge of rising up.
[00:56:48.356 --> 00:56:49.637]  What will you do when that happens?
[00:56:49.797 --> 00:56:51.618]  Obama now pushing more gun grabbing.
[00:56:52.378 --> 00:56:54.439]  But here's Qaddafi, New York Times.
[00:56:54.479 --> 00:56:59.121]  Qaddafi pledges long war as allies pursue air assault on Libya.
[00:56:59.821 --> 00:57:08.665]  Libya has now given out one million weapons to one million people to resist, and the news is coming out that it is unifying Libya.
[00:57:09.005 --> 00:57:14.568]  The small British special forces, NATO-backed force has been defeated.
[00:57:14.588 --> 00:57:15.688]  The U.S.
[00:57:15.728 --> 00:57:27.694]  Marines are wading off the shore of a country of tens of millions of people who've been handed weapons, and they're preparing to go in to aid the al-Qaeda-backed Saudi Arabian terrorists.
[00:57:29.226 --> 00:57:31.629]  We told you about this in October, that it was coming.
[00:57:31.930 --> 00:57:33.532]  So all of this is unfolding.
[00:57:33.953 --> 00:57:38.719]  And they've set the precedent where the globalist bankers fund rebels to try to overthrow a government.
[00:57:38.779 --> 00:57:43.946]  When they fail, then we've got to invade, whether it's Iran, Saudi Arabia, you name it.
[00:57:44.147 --> 00:57:46.430]  And it's all under the UN, world government.
[00:57:51.494 --> 00:57:58.178]  Alex has told you that the Mideast uprisings over food prices and shortages caused by fuel costs are spreading worldwide.
[00:57:58.538 --> 00:58:00.779]  We're seeing the impact right here in the United States.
[00:58:01.200 --> 00:58:10.005]  Ethanol, that was supposed to reduce petroleum use and fuel prices, hit a 30-month high in February, and pump prices are expected to reach $5 a gallon.
[00:58:10.245 --> 00:58:18.149]  Because of shipping costs, food is being priced out of the reach of millions of Americans, with an expected 35% jump in the next 60 days.
[00:58:18.490 --> 00:58:19.070]  Move quickly!
[00:58:19.110 --> 00:58:19.450]  I think so.
[00:58:49.910 --> 00:58:51.051]  A very wealthy U.S.
[00:58:51.091 --> 00:58:57.756]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[00:58:58.036 --> 00:59:00.318]  He says it will change everything about our lives.
[00:59:00.578 --> 00:59:05.742]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[00:59:05.942 --> 00:59:08.724]  Now, this man has made some outrageous predictions over the years.
[00:59:08.984 --> 00:59:11.106]  The crazy part is, he's usually right.
[00:59:11.306 --> 00:59:17.251]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[00:59:17.571 --> 00:59:20.754]  In fact, Barron's called his work a dire prophecy.
[00:59:20.934 --> 00:59:26.458]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[00:59:26.739 --> 00:59:28.040]  And it's a real eye-opener.
[00:59:28.360 --> 00:59:29.541]  I can't stress this enough.
[00:59:29.661 --> 00:59:32.183]  You should at least watch this free video online today.
[00:59:32.363 --> 00:59:36.387]  He explains everything you need to know, including simple steps you can take to protect yourself.
[00:59:36.547 --> 00:59:41.031]  You can find the video at www.endofamerica3.com.
[00:59:41.171 --> 00:59:43.613]  That's End of America, the number 3.com.
[00:59:43.773 --> 00:59:47.477]  Watch the free video at www.endofamerica3.com.
[00:59:47.637 --> 00:59:49.379]  That's endofamerica3.com.
[00:59:51.200 --> 00:59:57.987]  Coast to coast, direct from Austin, you're listening to the Alex Jones Broadcasting Network.
[01:00:01.727 --> 01:00:07.750]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:08.350 --> 01:00:11.392]  It's Alex Jones and the GCN Radio Network.
[01:00:12.452 --> 01:00:14.373]  Alright, we're live into hour number two.
[01:00:14.393 --> 01:00:15.874]  I'm gonna open the phones up.
[01:00:15.894 --> 01:00:16.594]  877-789-ALEX.
[01:00:16.614 --> 01:00:18.735]  877-789-ALEX is the toll-free number to join us today.
[01:00:29.278 --> 01:00:31.219]  Now I've made many of my points about Gaddafi.
[01:00:31.239 --> 01:00:37.440]  I'm going to come back and play the Obama clip that is rife with hypocrisy in the next segment.
[01:00:37.460 --> 01:00:52.345]  We'll take calls specifically on Libya and this destabilization campaign in North Africa spanning into the Middle East, the incredible hypocrisy, Al Qaeda openly aiding these attacks on Gaddafi, one group of demons against another demon.
[01:00:53.746 --> 01:01:01.953]  But compared to the globalists, who are running the whole world and mopping up the final few countries they don't control, Gaddafi is nothing.
[01:01:03.774 --> 01:01:08.478]  He wouldn't allow abortion, he wouldn't allow the vaccines filled with poison, he wouldn't go along with the globalists.
[01:01:08.918 --> 01:01:10.960]  He talks about 9-11 being an inside job.
[01:01:11.280 --> 01:01:14.643]  He's not perfect, he's certainly bad news in many respects, I don't like tyrants.
[01:01:15.684 --> 01:01:17.826]  But he's a tyrant the globalists didn't control.
[01:01:19.497 --> 01:01:22.998]  So they're going after him.
[01:01:23.018 --> 01:01:30.680]  877-789-ALEX is the number for you to join us and to give us your take on what's happening.
[01:01:30.720 --> 01:01:34.561]  Then coming up, winds threaten to steer more radiation towards Tokyo.
[01:01:34.581 --> 01:01:35.301]  AccuWeather.
[01:01:36.502 --> 01:01:39.903]  Chernobyl solution may be last resort for Japan reactors.
[01:01:40.683 --> 01:01:43.804]  Reduced pressure at Fukushima reactor indicates possible leakage.
[01:01:45.492 --> 01:01:47.493]  That is just some of the news.
[01:01:48.133 --> 01:01:52.054]  Japan molds ban on Fukushima food and products.
[01:01:52.835 --> 01:01:55.395]  Tokyo water supply shows radioactive iodine.
[01:01:55.456 --> 01:01:55.856]  Government.
[01:01:56.376 --> 01:01:58.036]  That's what you take potassium iodine for.
[01:01:58.557 --> 01:02:01.218]  Japan crisis forces rethink of nuclear option.
[01:02:03.338 --> 01:02:06.279]  Worried Californians purchase gas mask chemical suits.
[01:02:08.040 --> 01:02:11.701]  Here are the downstream effects from the Fukushima catastrophe.
[01:02:11.721 --> 01:02:13.362]  More radiation coming our way.
[01:02:14.329 --> 01:02:15.750]  The miracle tale of survival.
[01:02:15.790 --> 01:02:20.334]  Grandmother and boy pulled from rubble nine days after tsunami smashed city.
[01:02:21.515 --> 01:02:25.659]  The amount of radioactive fuel at Fukushima dwarfs Chernobyl.
[01:02:27.801 --> 01:02:31.284]  Some progress seen in Japan's nuclear crisis.
[01:02:32.825 --> 01:02:36.288]  That is all coming up today.
[01:02:37.489 --> 01:02:39.691]  But first, we're going to take your phone calls at 877-789-ALEX.
[01:02:43.522 --> 01:02:52.756]  And they've hung a photo of David Rockefeller up there, so I can't see the numeric calculation of Alex, but you can figure that out on your touchtone key there.
[01:02:53.517 --> 01:02:58.744]  But we do want to hear from all of you here live on air.
[01:02:58.784 --> 01:02:58.885]  It's 877.
[01:03:00.046 --> 01:03:07.988]  789-2539-877-789-8539 will get you up and on the air.
[01:03:08.028 --> 01:03:17.550]  But this is about global empire invading a sovereign country and giving you a bunch of hype about how they care about humanitarian reasons.
[01:03:17.590 --> 01:03:20.490]  The globalists put dictators in when they control them.
[01:03:20.831 --> 01:03:22.031]  They hate liberty.
[01:03:22.351 --> 01:03:23.691]  They hate freedom.
[01:03:24.211 --> 01:03:25.492]  And that's what's going on.
[01:03:25.892 --> 01:03:27.052]  That's what's happening here.
[01:03:28.194 --> 01:03:28.314]  Yes.
[01:03:47.756 --> 01:03:49.399]  We're good to go.
[01:03:59.861 --> 01:04:02.322]  They don't care about the people.
[01:04:02.902 --> 01:04:08.165]  And we're going to be taking your phone calls again on the other side of this quick break.
[01:04:08.585 --> 01:04:12.407]  And then we're going to continue into the situation at Fukushima.
[01:04:12.647 --> 01:04:15.268]  They know it's invisible radiation now hitting the West Coast.
[01:04:15.608 --> 01:04:16.668]  They can whitewash it.
[01:04:16.948 --> 01:04:17.589]  They can cover it up.
[01:04:17.629 --> 01:04:19.490]  They're saying a doubling in radiation is safe.
[01:04:19.970 --> 01:04:22.071]  That's the general background, just what's in the air.
[01:04:22.731 --> 01:04:31.461]  But it's the little particles floating over from Japan themselves that are highly radioactive that get into your lungs and you get cancer 5, 10, 20 years down the road.
[01:04:31.841 --> 01:04:34.424]  That's the big issue that we're discussing.
[01:04:34.464 --> 01:04:39.970]  The websites are infowars.com, prisonplanet.com, prisonplanet.tv.
[01:04:39.990 --> 01:04:44.354]  We're going to take your calls and break it all down on the other side.
[01:04:45.155 --> 01:04:46.417]  of this quick break.
[01:04:46.997 --> 01:04:50.942]  This is the GCN Radio Network, GCNlive.com.
[01:04:51.042 --> 01:04:52.304]  We are now into the second hour.
[01:04:52.644 --> 01:04:54.586]  Thank you so much for joining us on this Sunday.
[01:04:54.887 --> 01:04:56.829]  We're not talking about the NCAA.
[01:04:59.301 --> 01:05:03.244]  Hi folks, this is Alex Jones asking you for a minute of your time to tell you about soap.
[01:05:03.484 --> 01:05:09.529]  Not detergents, but good old-fashioned pure soap made by the Cal Bend Soap Company, a family-owned and operated American company.
[01:05:09.889 --> 01:05:16.974]  My family, staff, friends, and radio listeners are constantly telling me how much they love these products for bath, hair, laundry, and dishes.
[01:05:17.275 --> 01:05:21.858]  There is nothing like these factory-direct, big-money-saving, triple-concentrated soaps anywhere.
[01:05:22.158 --> 01:05:24.280]  Get a free, detailed catalog by calling 800-340-7091.
[01:05:27.082 --> 01:05:28.543]  It's founder and owner for over 63 years.
[01:05:28.563 --> 01:05:30.584]  People keep asking me, how's business?
[01:05:30.844 --> 01:05:33.106]  I'm happy to say our business is going down the drain.
[01:05:33.126 --> 01:05:33.466]  Call us.
[01:05:46.714 --> 01:05:47.375]  We're good to go.
[01:06:08.331 --> 01:06:12.398]  Leading a frontal assault on the lies of the New World Order.
[01:06:12.819 --> 01:06:16.626]  It's Alex Jones on the GCN Radio Network.
[01:06:31.852 --> 01:06:34.312]  We are live, now into the second hour.
[01:06:34.513 --> 01:06:35.913]  I'm Alex Jones, your host.
[01:06:36.653 --> 01:06:39.734]  Websites are InfoWars.com and PrisonPlanet.com.
[01:06:40.414 --> 01:06:56.477]  Again, I'm crying no tears for Muammar Gaddafi, a 40-plus year dictator, but the globalists, even in the London Telegraph and CNN, admit that Al-Qaeda, Sunnis, out of Saudi Arabia, are there trying to overthrow this government.
[01:06:57.443 --> 01:07:01.324]  It is absolutely amazing to see this happening.
[01:07:01.384 --> 01:07:05.965]  And Qaddafi is ordering millions of firearms handed out to the public.
[01:07:06.485 --> 01:07:08.305]  Notice as a dictator he didn't want that before.
[01:07:08.946 --> 01:07:09.826]  But now he wants it.
[01:07:10.626 --> 01:07:13.406]  And they are lying to the public saying there won't be an invasion.
[01:07:13.447 --> 01:07:14.327]  That is in the wings.
[01:07:14.707 --> 01:07:17.947]  They don't have two giant amphibious attack ships.
[01:07:18.728 --> 01:07:20.808]  Two huge Marine Corps aircraft carriers.
[01:07:20.828 --> 01:07:24.229]  They have little stubby ones like the Coronado and others off the shore.
[01:07:24.969 --> 01:07:26.230]  to play tiddlywinks.
[01:07:26.871 --> 01:07:29.714]  And a lot of people cheer and yell and love new wars.
[01:07:29.794 --> 01:07:30.735]  You're paying for it.
[01:07:31.195 --> 01:07:32.337]  America's bankrupt.
[01:07:32.777 --> 01:07:33.538]  Don't forget that.
[01:07:33.578 --> 01:07:36.721]  Now, I'm going to go to Kevin, Levi, and others that are patiently holding.
[01:07:37.342 --> 01:07:43.068]  But first, I want to play, it's a nine-minute statement from Friday, the incredible hypocrisy of Obama.
[01:07:43.348 --> 01:07:47.873]  He went to Brazil and they fired rubber bullets and tear gas at people protesting.
[01:07:48.706 --> 01:07:49.586]  All over the U.S.
[01:07:50.006 --> 01:07:52.627]  they deny protests without permits.
[01:07:53.168 --> 01:07:59.590]  All over the world, Bahrain, Yemen, fire real lead bullets and kill peaceful protesters.
[01:07:59.990 --> 01:08:01.331]  But those are globalist allies.
[01:08:01.671 --> 01:08:03.451]  They lied about him strafing populations.
[01:08:03.471 --> 01:08:06.632]  They lied about him, Qaddafi, running to Venezuela.
[01:08:07.193 --> 01:08:07.953]  These are lies!
[01:08:09.741 --> 01:08:14.262]  Normal rebels, normal protesters don't have their own fighter aircraft and tanks.
[01:08:14.642 --> 01:08:21.943]  This is admittedly now Western-backed because their rebels failed, like the Bay of Pigs against Castro in 61.
[01:08:22.984 --> 01:08:34.826]  The West is now going in to get that oil and to further their destabilization program and to set the precedent that the United Nations creates a order
[01:08:35.825 --> 01:08:39.247]  A resolution the U.S., NATO, and Europe follow those orders.
[01:08:39.507 --> 01:08:47.850]  So next time there's a protest in another country, whether it's Saudi Arabia, whether it's Iran, then we've got to invade that as well.
[01:08:48.251 --> 01:08:50.692]  This is about empire by the global corporations.
[01:08:51.152 --> 01:08:53.053]  Let's play Obama the hypocrite.
[01:08:53.093 --> 01:08:53.533]  Here it is.
[01:08:54.253 --> 01:08:55.033]  Good afternoon, everybody.
[01:08:56.274 --> 01:09:00.496]  I want to take this opportunity to update the American people about the situation in Libya.
[01:09:02.182 --> 01:09:09.085]  Over the last several weeks, the world has watched events unfold in Libya with hope and alarm.
[01:09:10.346 --> 01:09:16.029]  Last month, protesters took to the streets across the country to demand their universal rights.
[01:09:16.089 --> 01:09:20.711]  And a government that is accountable to them and responsive to their aspirations.
[01:09:20.871 --> 01:09:23.412]  And they were met with an iron fist.
[01:09:24.913 --> 01:09:29.055]  Within days, whole parts of the country declared their independence from a brutal regime.
[01:09:29.898 --> 01:09:35.624]  And members of the government serving in Libya and abroad chose to align themselves with the forces of change.
[01:09:35.764 --> 01:09:36.425]  Let's stop there.
[01:09:36.946 --> 01:09:39.528]  Muammar Gaddafi... Back it up a few seconds.
[01:09:40.009 --> 01:09:45.775]  Oh, you mean six years ago when the West made a deal with Gaddafi, a peace treaty, and they started training his military?
[01:09:45.795 --> 01:09:49.339]  You mean all the military they trained as double agents to try to overthrow it?
[01:09:50.709 --> 01:09:53.291]  Again, you're being lied to about why this is happening.
[01:09:53.792 --> 01:09:54.753]  You're being lied to.
[01:09:55.313 --> 01:09:56.874]  Who cares what happens to Qaddafi?
[01:09:57.455 --> 01:09:58.716]  Good or bad, I don't care.
[01:09:59.316 --> 01:10:07.023]  The issue is, this is about world government and the UN calling the shots and ordering America around and telling us what to do.
[01:10:07.363 --> 01:10:10.346]  Continue with Barry Sitaro, aka Barack Obama.
[01:10:10.926 --> 01:10:11.407]  Of change.
[01:10:12.748 --> 01:10:18.593]  Muammar Qaddafi clearly lost the confidence of his own people and the legitimacy to lead.
[01:10:21.092 --> 01:10:24.042]  Instead of respecting the rights of his own people.
[01:10:24.965 --> 01:10:25.065]  Oh!
[01:10:25.085 --> 01:10:27.573]  Gaddafi chose the path of brutal suppression.
[01:10:27.594 --> 01:10:28.015]  Hit pause.
[01:10:29.465 --> 01:10:30.786]  You know, there have been U.N.
[01:10:30.846 --> 01:10:43.576]  reports put out that the 30 million illegal aliens in this country who believe that this country belongs to Mexico, the Southwest does, Ozlon, La Reconquista, Mecha, that if they ever rebel, that the U.N.
[01:10:43.596 --> 01:10:44.917]  will be used in the Southwest.
[01:10:45.378 --> 01:10:54.745]  By the way, a deal was signed just a few months ago, the Ottawa Citizen in Canada reported, about deals to use foreign troops in America during uprisings.
[01:10:55.126 --> 01:10:56.046]  And what will the U.N.
[01:10:56.086 --> 01:10:56.287]  do?
[01:10:56.387 --> 01:10:57.728]  Come in like they did in Serbia?
[01:10:58.168 --> 01:10:58.829]  Because a group of
[01:10:59.329 --> 01:11:04.391]  Muslims to the south in Albania were attacking and carve off a third of the country for them.
[01:11:05.751 --> 01:11:07.992]  But this time it'll be illegal aliens out of Mexico?
[01:11:08.612 --> 01:11:10.233]  This is the precedent being set.
[01:11:10.513 --> 01:11:16.395]  If a group rebels in a foreign sovereign country, that we're going to invade it.
[01:11:16.995 --> 01:11:17.475]  Continue.
[01:11:18.235 --> 01:11:19.556]  Innocent civilians were beaten.
[01:11:20.382 --> 01:11:22.603]  Imprisoned, and in some cases killed.
[01:11:22.883 --> 01:11:23.323]  Hit pause.
[01:11:24.103 --> 01:11:26.084]  How many cops have shot people at protests?
[01:11:26.104 --> 01:11:27.084]  How many have been beaten?
[01:11:27.544 --> 01:11:31.466]  Does that mean a foreign government can start bombing the United States and invade?
[01:11:31.826 --> 01:11:33.226]  Think about what's being set up.
[01:11:33.646 --> 01:11:39.508]  He went on in a speech yesterday and said that this is part of globalism, part of the march of the New World Order.
[01:11:39.548 --> 01:11:40.029]  Continue.
[01:11:40.509 --> 01:11:42.629]  Small protests were forcefully put down.
[01:11:42.789 --> 01:11:43.350]  Like China?
[01:11:43.970 --> 01:11:45.110]  Hospitals were attacked.
[01:11:45.990 --> 01:11:46.691]  Like we did today?
[01:11:46.851 --> 01:11:47.331]  Disappeared.
[01:11:48.618 --> 01:11:51.640]  A campaign of intimidation and repression began.
[01:11:52.241 --> 01:11:53.061]  Your rebels failed.
[01:11:53.642 --> 01:11:58.385]  In the face of this injustice, the United States and the international community moved swiftly.
[01:11:59.245 --> 01:12:02.428]  Sanctions were put in place by the United States and our allies and partners.
[01:12:03.188 --> 01:12:10.814]  China every week or so has mass riots by farmers having their land taken by the communist government and they machine gun them.
[01:12:11.527 --> 01:12:14.551]  And then they capture the others and execute them and sell their organs.
[01:12:15.011 --> 01:12:16.132]  Are we going to invade China?
[01:12:16.613 --> 01:12:22.860]  There's all this humanitarian grandstanding while our Bill of Rights and Constitution is being butchered.
[01:12:22.900 --> 01:12:23.281]  Continue.
[01:12:24.810 --> 01:12:25.130]  The U.N.
[01:12:25.150 --> 01:12:26.992]  Security Council imposed further sanctions.
[01:12:27.172 --> 01:12:28.293]  Yeah, the U.N., our boss.
[01:12:28.493 --> 01:12:29.334]  An arms embargo.
[01:12:29.994 --> 01:12:31.756]  And the specter of international accountability.
[01:12:32.336 --> 01:12:35.619]  It's on record, the E.U., England, France, the U.S.
[01:12:35.659 --> 01:12:36.960]  selling weapons to Qaddafi.
[01:12:37.561 --> 01:12:40.243]  I mean, just search the term, Herman Von Rumpy, E.U.
[01:12:40.283 --> 01:12:41.064]  head with Qaddafi.
[01:12:41.304 --> 01:12:42.565]  Go to Drudge Report right now.
[01:12:42.845 --> 01:12:44.267]  It's Obama with Qaddafi.
[01:12:44.667 --> 01:12:45.948]  They told him they were buddies.
[01:12:46.228 --> 01:12:49.271]  It was only to get their spies in place for this overthrow.
[01:12:50.992 --> 01:12:51.413]  Continue.
[01:12:52.489 --> 01:12:52.970]  I don't know.
[01:13:07.779 --> 01:13:08.239]  Hit pause.
[01:13:09.179 --> 01:13:09.600]  That's enough.
