[00:00:00.009 --> 00:00:00.780]  Radio Network.
[01:27:07.638 --> 01:27:11.941]  Right, so this is the situation we now have.
[01:27:11.981 --> 01:27:14.402]  I mean, the news from the last few days, you've probably gone through it.
[01:27:14.823 --> 01:27:22.708]  On Saturday, we have the London Daily Telegraph repeating an article from Il Sole 24 Ore, the main Italian business newspaper.
[01:27:22.728 --> 01:27:23.969]  This is actually quite remarkable.
[01:27:24.549 --> 01:27:39.034]  Insole of Milan, sort of like the Wall Street Journal, sends a reporter to Darna, and Darna is the city about halfway between Benghazi and Tobruk, the rebel heartland where these anti-Qaddafi people are very strong.
[01:27:39.094 --> 01:27:41.675]  The number one recruiting zone of Al-Qaeda worldwide.
[01:27:41.715 --> 01:27:45.556]  The world capital of terrorism, per capita, in other words 50 or 60,000 people and about
[01:27:48.337 --> 01:28:04.643]  A fighter, one jihadi, one mujahideen, sent to Iraq or Afghanistan per thousand population, beating in absolute numbers, sending more terrorists than Riyadh, which is Saudi Arabia, four to five million people.
[01:28:04.963 --> 01:28:09.385]  This little town of 50, 60,000 sends more people over there.
[01:28:09.485 --> 01:28:12.086]  Eighty-five percent of them are suicide bombers.
[01:28:12.626 --> 01:28:17.609]  And it turns out now that the commander of the town, Hassidi, is this former U.S.
[01:28:17.669 --> 01:28:18.450]  POW.
[01:28:18.470 --> 01:28:22.872]  He's a former possible Guantanamo Bay inmate, because nobody knows.
[01:28:22.932 --> 01:28:24.473]  He says he was not in Guantanamo.
[01:28:24.834 --> 01:28:33.159]  He says he was held in a secret prison in Pakistan, but the Libyan government says he was held in Guantanamo, and that could indeed be accurate.
[01:28:33.239 --> 01:28:41.163]  And the Italian reporter goes to meet this guy and takes his picture, and the guy says, I sent 25 fighters to go kill the U.S.
[01:28:41.243 --> 01:28:41.904]  and NATO in
[01:28:42.524 --> 01:28:47.569]  In Afghanistan and Iraq, and this is now the person, they want to give them modern weapons?
[01:28:48.009 --> 01:28:51.993]  They want to give them a cut of the 32 billion dollars in frozen assets?
[01:28:52.393 --> 01:28:54.255]  They want to give them future oil revenue?
[01:28:54.595 --> 01:28:58.819]  This is absolute insanity, and indeed governments around the world, I think that
[01:28:59.179 --> 01:29:01.882]  There are some cables going into the State Department.
[01:29:02.222 --> 01:29:05.265]  Governments around the world, I think, are going to ask the United States.
[01:29:05.285 --> 01:29:06.746]  We demand explanations.
[01:29:07.146 --> 01:29:21.399]  What in God's name do you think you're doing funding this group of wild, crazy, destructive, sociopathic terrorists and giving them a big chunk of the southern coast of the Mediterranean, this area of Cyrenaica?
[01:29:21.820 --> 01:29:24.382]  The other thing that supplements Al-Qaeda in this case
[01:29:25.399 --> 01:29:25.759]  Stay there.
[01:29:25.779 --> 01:29:27.301]  Break down the regional situation.
[01:29:27.341 --> 01:29:32.825]  Let's look into a wider view of why the globalists are doing this and how we stop it.
[01:29:32.865 --> 01:29:35.847]  We'll also briefly look at the economy with Webster Griffin-Tarpley.
[01:29:35.867 --> 01:29:36.888]  Stay with us.
[01:29:37.208 --> 01:29:37.748]  We'll be right back.
[01:29:37.768 --> 01:29:37.988]  GCNlive.com.
[01:29:52.833 --> 01:29:55.818]  We're on the march, the empire's on the run.
[01:29:56.759 --> 01:29:59.444]  Alex Jones and the GCN Radio Network.
[01:30:02.560 --> 01:30:06.002]  Diamond Gusset is proud to announce the anthem of the Patriot movement.
[01:30:06.383 --> 01:30:10.426]  They're offering a free CD, t-shirt, and bumper sticker with a qualifying purchase.
[01:30:10.666 --> 01:30:15.449]  Diamond Gusset offers great products at great prices while keeping Americans working.
[01:30:15.609 --> 01:30:20.533]  Not looking for a factory where a man can feed his family.
[01:30:21.313 --> 01:30:28.578]  Not worried about them moving south, closing the doors and shutting her down tomorrow.
[01:30:31.088 --> 01:30:35.473]  I'm looking for America.
[01:30:36.615 --> 01:30:38.457]  We're American and be proud.
[01:30:38.597 --> 01:30:40.980]  Go to gusset.com forward slash America.
[01:30:41.000 --> 01:30:45.044]  Land of the free and the home of the brave.
[01:30:45.485 --> 01:30:49.149]  Seems like I just woke up one day and it was gone.
[01:30:57.037 --> 01:31:01.680]  Again, go to gusset.com forward slash America Today.
[01:31:03.080 --> 01:31:07.363]  Alex has told you about the terrible perfect storm of rising food prices.
[01:31:07.603 --> 01:31:10.464]  The Japanese tragedy proves how important food is.
[01:31:10.784 --> 01:31:13.886]  Our own gas prices are driving food costs through the roof.
[01:31:14.106 --> 01:31:18.809]  The huge population countries are buying up American unprotected exports of food.
[01:31:19.149 --> 01:31:21.270]  The falling dollar is inflating food prices.
[01:31:21.710 --> 01:31:22.390]  We're good to go.
[01:31:41.786 --> 01:31:42.527]  I think so.
[01:32:06.269 --> 01:32:07.189]  Tyranny is here.
[01:32:07.530 --> 01:32:11.071]  The grim future foretold in 1984 has become reality.
[01:32:11.111 --> 01:32:13.712]  It really says that the state is God.
[01:32:13.732 --> 01:32:19.135]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[01:32:19.555 --> 01:32:25.798]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[01:32:26.218 --> 01:32:31.763]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[01:32:32.203 --> 01:32:35.886]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[01:32:36.367 --> 01:32:40.350]  Prepare to enter the secretive world of emergency dictatorship.
[01:32:40.671 --> 01:32:46.195]  Body scanners, sound cameras, citizen spies, stage terror and cameras on every street corner.
[01:32:46.616 --> 01:32:49.578]  It's only the beginning of the New World Order's hellish plan.
[01:32:50.179 --> 01:32:51.600]  The police state isn't coming.
[01:32:52.160 --> 01:32:52.601]  It's here.
[01:32:53.241 --> 01:32:59.585]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv
[01:33:23.301 --> 01:33:27.104]  Ugly, misformed little creature who has no purpose here, no meaning!
[01:33:27.744 --> 01:33:28.825]  I am a human being!
[01:33:29.225 --> 01:33:36.450]  Words, Mr. Wordsworth, that have no substance and no dimension, like air, like the wind!
[01:33:36.970 --> 01:33:37.690]  I don't care!
[01:33:38.111 --> 01:33:39.151]  I tell you, I don't care!
[01:33:39.692 --> 01:33:40.532]  I'm a human being!
[01:33:40.712 --> 01:33:41.213]  I exist!
[01:33:42.290 --> 01:33:47.954]  And if I speak one thought aloud, that thought lives, even after I'm shoveled into my grave!
[01:33:48.414 --> 01:33:51.136]  Delusions, Mr. Wordsworth!
[01:33:51.577 --> 01:33:59.022]  Delusions that you inject into your veins to make you think you have a strength, when you have no strength at all!
[01:33:59.282 --> 01:34:04.646]  You have nothing but spindly limbs and a dream, and the state has no use for your kind!
[01:34:06.303 --> 01:34:09.827]  Resistance to tyrants is obedience to God.
[01:34:10.408 --> 01:34:12.150]  It's Alex Jones.
[01:34:27.762 --> 01:34:30.085]  Webster Griffin-Tarpley is our guest for another segment.
[01:34:30.105 --> 01:34:44.202]  Then I'm going to shift gears into financial news as well as looking at health care news and the hundreds of thousands dying a year of bad drug interactions, the adulteration of the food, a whole set of subjects.
[01:34:44.222 --> 01:34:46.564]  We've got a guest joining us to cover
[01:34:47.897 --> 01:34:57.939]  But I wanted, while we have Doctor of History, Webster Griffin Tarpley, expert on Al-Qaeda on with us, and over the years it just gets completely proven that he's absolutely right, that we've been right.
[01:34:58.319 --> 01:35:14.383]  I wanted to read, and it's somewhat lengthy, and I wanted Webster to respond to this, a commenter who was on PrisonPlanet.com in the article titled, Al-Qaeda 100% Pentagon Run, or I should say birthed, you know, commanded, created.
[01:35:15.441 --> 01:35:17.581]  That's where it started, out of the Pentagon, when Gates was there back in 79, 80.
[01:35:18.101 --> 01:35:35.344]  Now this is Rabbit2000 says, sadly, with headlines like this, and the headline again was, Al Qaeda 100% Pentagon Run, sadly with headlines like this, AJ will never advance any further with his media efforts or following than he has right now.
[01:35:35.404 --> 01:35:38.525]  Really, we're just exponentially exploding, being hardcore and not mincing words, pal.
[01:35:39.305 --> 01:35:44.346]  The worst thing is, there's a lot of truth to this, but to make a blanket statement like this is a
[01:35:45.046 --> 01:35:48.088]  Official company policy at Laney is insane.
[01:35:48.128 --> 01:35:54.131]  Well, the real secret policy is not the public policy or not what low-level compartmentalized people are given, Bob.
[01:35:54.932 --> 01:35:58.274]  It isn't like the CIA has been bloodless in all of this.
[01:35:59.554 --> 01:36:03.677]  Folks, they publicly now ship the opium out and put it on Fox News and say it's good.
[01:36:03.817 --> 01:36:05.778]  They've got to ship the opium out or Al-Qaeda will get it.
[01:36:06.533 --> 01:36:17.760]  The Al Qaeda fighters, CIA is supposedly running as agents, have managed to do some real heavy damage in blood to CIA officers in at least a couple of very high-profile operations in Afghanistan against them.
[01:36:19.261 --> 01:36:23.184]  You mean when one of the brainwashed fighters sees through it and then attacks?
[01:36:23.964 --> 01:36:25.085]  There's been a few cases of that.
[01:36:25.685 --> 01:36:27.546]  Again, this is so incredible.
[01:36:28.407 --> 01:36:30.188]  If you go back to strategy 2000
[01:36:32.571 --> 01:36:43.961]  Plus, years ago with Alexander the Great, he would send in a small force to draw out the main force of the enemy into an area that geographically supported Alexander's main forces.
[01:36:44.481 --> 01:36:45.642]  I mean, it's called a gambit.
[01:36:45.762 --> 01:36:46.723]  You sacrifice a pawn.
[01:36:46.763 --> 01:36:51.427]  It's in chess that the Persians invented 3,000 years ago, or more.
[01:36:52.228 --> 01:36:52.828]  They can debate.
[01:36:52.948 --> 01:36:54.629]  Some say Northern Indians developed it.
[01:36:55.049 --> 01:36:55.509]  Same area.
[01:36:55.529 --> 01:37:04.293]  The point is, is that you sacrifice the pawn to make your enemy come out in a phalanx that you are going to basically pincer attack.
[01:37:04.313 --> 01:37:06.133]  You ever played chess, ladies and gentlemen?
[01:37:06.573 --> 01:37:08.294]  You gotta think 10, 15, 20 moves ahead.
[01:37:08.854 --> 01:37:09.995]  That's what's going on here.
[01:37:10.295 --> 01:37:15.077]  And see, those of you in the military going, well, I know we're not allowed to catch you and they're protected and they're always hanging out at U.S.
[01:37:15.097 --> 01:37:15.757]  military bases.
[01:37:16.397 --> 01:37:17.918]  And when we do catch him, we've got to release him.
[01:37:18.578 --> 01:37:26.523]  And sure, they're telling us Al-Qaeda's good now, you know, in these overthrows, or in these rebel actions, but the Pentagon's fighting them.
[01:37:26.563 --> 01:37:27.984]  I mean, the Pentagon wants to win.
[01:37:28.404 --> 01:37:29.264]  No, they don't want to win.
[01:37:29.584 --> 01:37:35.568]  They are winning by being able to be in these regions and control these oil and opium resources, and use it as a reason to take our liberties.
[01:37:36.568 --> 01:37:39.130]  This poor guy, you know, he's nice, but he's not getting it.
[01:37:39.952 --> 01:37:42.195]  It isn't like the CIA has been bloodless in all of this.
[01:37:42.235 --> 01:37:47.162]  The Al Qaeda fighters and CIA supposedly running as agents have managed to do some real heavy damage.
[01:37:47.182 --> 01:37:56.435]  Well yeah, Alexander the Great might send in 300 horsemen and then to draw out his enemy and knowing they're all going to get wiped out, that's warfare.
[01:37:57.296 --> 01:37:58.779]  Of course there's going to be real killing.
[01:37:59.139 --> 01:38:10.418]  Of course they have been caught, MI6, having their guys dressed up as Sunni shooting Shiites to get that stirred up as a pretext to stay in Iraq and to destabilize both sides and divide and conquer.
[01:38:11.556 --> 01:38:12.877]  Of course troops are going to get killed.
[01:38:13.157 --> 01:38:15.098]  They're staging and triggering the wars.
[01:38:15.378 --> 01:38:16.939]  They've got patsies working under them.
[01:38:17.519 --> 01:38:22.782]  So, the CIA's controlled fighters are fighting their own controllers and murdering agents in cheap ambushes?
[01:38:23.042 --> 01:38:23.443]  Is that it?
[01:38:23.883 --> 01:38:27.905]  Well, if that's the case, the CIA is far greater disarray than I've been led to believe.
[01:38:27.965 --> 01:38:28.725]  Disarray?
[01:38:29.486 --> 01:38:30.686]  Global domination, pal.
[01:38:31.487 --> 01:38:36.370]  Additionally, it makes no sense the Pentagon would, as an institution, no, it's the leadership,
[01:38:37.270 --> 01:38:38.411]  Follow anything like this?
[01:38:38.451 --> 01:38:40.452]  Well, the whole Pentagon didn't lie about WMDs.
[01:38:40.752 --> 01:38:43.453]  A special office of special plans was set up to lie.
[01:38:43.673 --> 01:38:47.275]  And then, quote, fix the intelligence as the White House and Downing Street memos show.
[01:38:47.615 --> 01:38:48.695]  Was it the whole Pentagon?
[01:38:48.935 --> 01:38:49.896]  Not the secretary?
[01:38:50.176 --> 01:38:52.177]  Not some army captain in logistics?
[01:38:53.300 --> 01:38:57.402]  Additionally, it makes no sense the Pentagon would, as an institution, follow anything like this policy.
[01:38:57.702 --> 01:39:03.005]  They are taking it right in the shorts, or far worse, than any of the other organizations on earth from these jihadi fighters.
[01:39:03.365 --> 01:39:05.826]  You mean how they let the troops use DU that's a slow death?
[01:39:06.326 --> 01:39:09.127]  You mean how they signed secret deals to steal their death benefits?
[01:39:09.187 --> 01:39:09.868]  Bloomberg reported.
[01:39:09.888 --> 01:39:11.388]  You mean, oh, they don't want to hurt the troops?
[01:39:11.428 --> 01:39:12.169]  They could care less.
[01:39:12.929 --> 01:39:14.210]  Kissinger called them dumb animals.
[01:39:15.612 --> 01:39:21.054]  Now we're supposed to accept that the Pentagon as a whole is actually running their own worst and most lethal enemy.
[01:39:21.474 --> 01:39:23.615]  Well that's... They are running them, it's public.
[01:39:24.315 --> 01:39:25.236]  Come on, it's laughable!
[01:39:25.576 --> 01:39:27.737]  But this doesn't mean it passes the laughing test.
[01:39:28.686 --> 01:39:29.887]  And then he goes on.
[01:39:30.388 --> 01:39:45.025]  Webster, responding to Rabbit 2000, can you explain full-spectrum dominance, how the criminal cartels have to create the enemy through their controllers, and their ground troops don't know, and our ground troops don't know, that this is part of the pretext to control both sides?
[01:39:45.839 --> 01:39:49.403]  Well, I would just direct his attention to what's happening in Libya.
[01:39:49.443 --> 01:39:54.348]  First of all, you cannot pitch what your analysis is to U.S.
[01:39:54.408 --> 01:39:55.810]  public opinion, because U.S.
[01:39:55.870 --> 01:40:00.154]  public opinion is manipulated, it's practically brainwashed, and it's often wrong.
[01:40:00.214 --> 01:40:02.196]  So this doesn't matter.
[01:40:02.216 --> 01:40:03.698]  You've got to look at the evidence.
[01:40:03.798 --> 01:40:05.180]  Now, we just had
[01:40:06.100 --> 01:40:09.382]  Admiral Stavridis, the NATO Commander, the U.S.
[01:40:09.502 --> 01:40:18.586]  Admiral who has been the NATO Commander of all the NATO Armed Forces, and he testified at the Senate Armed Services Committee and said, we see flickers of Al-Qaeda.
[01:40:18.887 --> 01:40:19.367]  Flickers!
[01:40:19.887 --> 01:40:27.191]  Admiral, go and look in the POW, Prisoner of War Records, of your own commands, and you will find it has CD.
[01:40:27.871 --> 01:40:36.679]  The commander of the rebels in the city of Darna, one of the top half-dozen cities of this rebellion, was at one time your prisoner of war.
[01:40:36.719 --> 01:40:40.623]  He was a terrorist captured near Peshawar in Pakistan.
[01:40:40.643 --> 01:40:46.569]  If you can't do that, why don't you pick up the London Daily Telegraph or get somebody to give you a version of this insole.
[01:40:47.109 --> 01:40:48.851]  ...article which is the original one.
[01:40:48.891 --> 01:40:52.214]  Hillary says... Milwaukee is at the Pentagon getting orders!
[01:40:52.554 --> 01:40:53.635]  Maybe they met for lunch.
[01:40:54.555 --> 01:40:57.838]  Hillary says we have no 100% insight into this.
[01:40:57.938 --> 01:41:00.741]  Well, in that case, you better back off, then, shouldn't you?
[01:41:01.401 --> 01:41:06.045]  It seems to me that this is going to become a huge issue now, and it's good that you're out in front on it.
[01:41:06.506 --> 01:41:08.868]  I see this issue of the U.S.
[01:41:08.988 --> 01:41:13.852]  supporting Al-Qaeda in Libya out of this awful opportunism, right?
[01:41:13.872 --> 01:41:14.773]  Because that's what it is.
[01:41:15.573 --> 01:41:18.134]  It's the idea that you can somehow control the outcome.
[01:41:18.614 --> 01:41:21.935]  What they've forgotten is the Frankenstein monster principle.
[01:41:21.995 --> 01:41:28.877]  You create these covert operations, you think you can control them, and sometimes you can't.
[01:41:28.957 --> 01:41:30.398]  I mean, if you look at the story of Lenin,
[01:41:31.358 --> 01:41:33.279]  Or to some degree, the story of Hitler.
[01:41:33.579 --> 01:41:42.744]  These are, each in its own way, covert operations that escaped from control and turned against the people that had fomented them at the beginning.
[01:41:43.044 --> 01:41:51.509]  But now I see, inside the United States, this has been on all the cable networks, Hannity is going with it, MSNBC is having to respond to it.
[01:41:52.489 --> 01:42:04.816]  And the Russian Foreign Minister Lavrov has made, I think, an important turn towards a sharper criticism of what's going on there after having been in a kind of a fence-sitting position for a while.
[01:42:05.296 --> 01:42:07.097]  It seems to me this is going to become a big issue.
[01:42:07.337 --> 01:42:16.162]  How do you go into northern Pakistan and kill people with predator drones and attack wedding parties with the idea that you're attacking Al-Qaeda?
[01:42:16.642 --> 01:42:30.346]  When you're also embracing, arming, financing, and indeed defending with propaganda, Al-Qaeda in Libya, how do you go to other places around the world and accuse people of being Al-Qaeda?
[01:42:30.586 --> 01:42:33.907]  As Obama said, we're going after Al-Qaeda everywhere.
[01:42:33.927 --> 01:42:35.688]  Not in Libya, not in Yemen.
[01:42:36.368 --> 01:42:38.929]  The mother of Al-Qaeda, the little bit of the history of it,
[01:42:39.369 --> 01:42:42.430]  Well, the mother organization is this Muslim Brotherhood.
[01:42:42.790 --> 01:42:56.354]  Back in the 1920s, the British saw in Egypt that there were strong anti-colonial, anti-imperialist, pro-national, nationalist tendencies in the Waft Party, which was the main political party in Egypt.
[01:42:56.394 --> 01:43:03.496]  So they created a brand, a very benighted Muslim fundamentalism, which essentially was the rejection of modernity.
[01:43:04.256 --> 01:43:10.421]  It was a radical rejection of modern technology, modern institutions, and the modern world.
[01:43:10.801 --> 01:43:13.903]  And that's the Muslim Brotherhood, and that comes from the 1920s.
[01:43:14.063 --> 01:43:23.930]  Which is what the globalists want so that these highly advanced societies that invented mathematics and writing, they can never get on their feet and be independent.
[01:43:23.970 --> 01:43:25.972]  This is a war against civilization.
[01:43:26.152 --> 01:43:26.552]  Exactly.
[01:43:26.572 --> 01:43:27.813]  These are obscurantists.
[01:43:28.053 --> 01:43:29.114]  They're anti-science.
[01:43:29.154 --> 01:43:30.575]  They're anti-intellectual and all this.
[01:43:30.995 --> 01:43:35.519]  Today, the Muslim Brotherhood exists as a British kind of Freemasonry.
[01:43:35.579 --> 01:43:39.962]  It's a British Masonry, which appeals to doctors, lawyers, professors.
[01:43:40.382 --> 01:43:46.667]  But in those poor societies, doctors, lawyers, professors often have a very oligarchical mentality, right?
[01:43:46.707 --> 01:43:49.329]  They think that they're some kind of elite or patricians.
[01:43:49.769 --> 01:43:53.512]  Rather different from what we have here, where these people are not so different.
[01:43:53.552 --> 01:43:54.913]  They're like a milk nobility.
[01:43:55.433 --> 01:43:57.696]  Okay, yeah, something like that.
[01:43:57.736 --> 01:43:59.798]  They have, you know, pretenses, right?
[01:43:59.838 --> 01:44:01.060]  They believe they should rule.
[01:44:01.580 --> 01:44:10.911]  Well, out of that, right, you spin off out of that, the second or third generation of that, then can become people who are interested in violence.
[01:44:10.971 --> 01:44:13.354]  Notice that the Al-Qaeda ideology is perfect.
[01:44:13.414 --> 01:44:14.055]  It's made to order.
[01:44:14.575 --> 01:44:21.162]  The Al Qaeda ideology says all existing Arab states, all existing Muslim states are illegitimate.
[01:44:21.202 --> 01:44:23.945]  They shouldn't be there because they're not the caliphate.
[01:44:24.285 --> 01:44:32.033]  So therefore, whatever it is, if it's Libya, Algeria, Egypt, Jordan, doesn't matter, they're not the caliphate, therefore they have to go down.
[01:44:32.133 --> 01:44:37.479]  So it's a perfect way to have an international movement, and these are indeed international
[01:44:38.079 --> 01:44:40.180]  Uh, deployments as we see from this Hasidi.
[01:44:40.220 --> 01:44:45.383]  He goes from Lebanon to Syria and then to Iraq or to Afghanistan.
[01:44:46.543 --> 01:44:51.766]  It's a perfect way to get an armed movement going against the existing government.
[01:44:51.806 --> 01:44:55.708]  Now, in Egypt, it was the golden youth in the square, right?
[01:44:55.728 --> 01:45:00.130]  The upper middle class kids who were interested in Facebook and Twitter that were the main forces.
[01:45:00.170 --> 01:45:02.151]  Same thing in Iran two and a half years ago.
[01:45:02.351 --> 01:45:03.912]  Exactly, and of course there it didn't work.
[01:45:04.252 --> 01:45:06.213]  But then when they needed more
[01:45:07.013 --> 01:45:10.434]  Numbers, they would bring in the Muslim Brotherhood for the big demonstrations.
[01:45:10.855 --> 01:45:21.439]  But then, as we see in Libya, if the regime fights back and uses military force against military force, because those guys in Egypt, those demonstrators, they were violent from the beginning.
[01:45:21.499 --> 01:45:27.361]  They were lynching policemen, they were burning down the party headquarters, killing people with arson, and God knows what.
[01:45:27.381 --> 01:45:33.083]  Well, it's the same thing in Libya, and we don't like Gaddafi, but the point is he's not, you know, the globalist pic show, he's better than them.
[01:45:33.583 --> 01:45:39.324]  They were attacking, they had armored vehicles, they were attacking government buildings, and our media called them protesters.
[01:45:39.445 --> 01:45:41.405]  Right, and a very important thing to see.
[01:45:41.625 --> 01:45:51.028]  These two tribes that I mentioned, the tribes that are the basis of this Libyan Islamic fighting group and of Al-Qaeda, the Harabi and the Obeidat, they're racists.
[01:45:51.588 --> 01:46:00.216]  There's a tribal group in the southwest corner of Libya called the Fezzan, and they are either black or very dark.
[01:46:00.776 --> 01:46:08.984]  And at the beginning of the rebellion, you heard this propaganda line that everybody who was black in Libya was a mercenary brought in by Gaddafi.
[01:46:09.364 --> 01:46:09.845]  We're good to go.
[01:46:29.307 --> 01:46:36.773]  These are people who are racist, and it extends to the black and dark tribes of southwest Libya, again, the so-called Fezzan.
[01:46:37.094 --> 01:46:47.122]  If that rebel army ever got into western Libya, the Harabi and the Obeidat would start killing the Qaddafi, that's Qaddafi's tribe, the Megrahi,
[01:46:48.823 --> 01:46:53.485]  Another important tribe, the Wafala and the Fezzan.
[01:46:53.505 --> 01:46:54.645]  So they would be genocide.
[01:46:54.685 --> 01:46:59.166]  So the UN resolution says we're protecting civilians and it actually turned out to be genocide.
[01:46:59.547 --> 01:47:00.307]  Interesting story.
[01:47:00.607 --> 01:47:03.828]  The woman on the weekend who claimed she was raped, Obeidi.
[01:47:04.288 --> 01:47:05.228]  Well, you look at her name.
[01:47:05.368 --> 01:47:06.069]  She's Obeidi.
[01:47:06.109 --> 01:47:06.689]  What does that mean?
[01:47:06.949 --> 01:47:08.789]  It means she's from the Obeidat tribe.
[01:47:09.070 --> 01:47:13.551]  And the Obeidat tribe is an elite group inside the Harabi, the Obeidat.
[01:47:14.111 --> 01:47:21.772]  So therefore we have to ask ourselves, what is the story of this woman who comes forward claiming she was raped and she is from the Obeidi.
[01:47:21.852 --> 01:47:23.873]  Is she not perhaps a Jessica Lynch?
[01:47:24.353 --> 01:47:26.713]  Is she not another Kuwait incubator babies?
[01:47:27.313 --> 01:47:28.934]  Is she not another Neda?
[01:47:28.974 --> 01:47:41.856]  Well by the way, our media is saying these rebels are like George Washington and are the most loving people, but it's admitted buried in all the news that they're just grabbing people they don't know or people they had scores with, lining them up and shooting them.
[01:47:42.056 --> 01:47:42.276]  Absolutely.
[01:47:42.316 --> 01:47:45.379]  These are not the singing tomorrows of democracy, human rights, and the rule of law.
[01:48:00.213 --> 01:48:04.916]  It's true, cynical, imperialist, colonialist power politics.
[01:48:05.456 --> 01:48:12.681]  And again, the rebels in Libya are simply the ground forces of imperialism, of NATO.
[01:48:13.261 --> 01:48:19.985]  And in the middle of them, a lot of them are, you know, young people from the Harabi tribe and the Obeidat tribe who hate Gaddafi.
[01:48:20.966 --> 01:48:22.487]  But in the middle of it is al-Qaeda.
[01:48:22.767 --> 01:48:25.769]  Now, the reason that the Harabi and the Obeidat hate the other group
[01:48:26.409 --> 01:48:30.832]  When there was the monarchy, this area of Cyrenaica, right?
[01:48:31.272 --> 01:48:35.094]  When the Italians were there, there was something called the Senussi Order.
[01:48:35.214 --> 01:48:37.455]  And the Senussi Order are obscurantists.
[01:48:37.495 --> 01:48:39.576]  They're kind of like the Muslim Brotherhood.
[01:48:39.917 --> 01:48:41.317]  And they were fighting the Italians.
[01:48:41.397 --> 01:48:44.239]  And they got into cahoots with the British, of course, obviously.
[01:48:44.619 --> 01:48:49.322]  So that after the fall of Mussolini, after World War II, when the British took over the area,
[01:48:49.782 --> 01:48:56.384]  The British installed King Idris, who was from this Harabi Obeidat and Senussi order.
[01:48:57.685 --> 01:48:59.245]  And they were the ruling class.
[01:48:59.505 --> 01:49:02.786]  And the British still think they own Iran, that they had the same story.
[01:49:02.826 --> 01:49:04.467]  They still think that Libya's theirs.
[01:49:04.587 --> 01:49:10.489]  And that's why we saw the British Foreign Ministry a month ago say that Gaddafi had fled to Venezuela and that he was strafing crowds.
[01:49:10.849 --> 01:49:12.289]  All of that turned out to not be true.
[01:49:12.669 --> 01:49:14.330]  But it's fun to be conned again.
[01:49:14.870 --> 01:49:15.852]  Right.
[01:49:15.892 --> 01:49:21.740]  So the idea is that the tribes of this Benghazi, Dharna, Tobruk area
[01:49:22.446 --> 01:49:25.067]  They're not interested in democracy.
[01:49:25.087 --> 01:49:27.767]  The flag they use is the monarchist flag.
[01:49:28.148 --> 01:49:29.688]  And they're all pretenders to the throne.
[01:49:29.728 --> 01:49:32.709]  They're all descendants of King Idris who want to go back and be king.
[01:49:32.769 --> 01:49:33.349]  And that's quite remarkable.
[01:49:33.369 --> 01:49:34.709]  Alright, Webster, we're almost out of time.
[01:49:34.789 --> 01:49:36.150]  Great job, Tarpley.net.
[01:49:36.430 --> 01:49:39.351]  In the minute we've got left, how do you see this unfolding?
[01:49:39.391 --> 01:49:40.311]  Not how you want to see it.
[01:49:40.711 --> 01:49:44.432]  Right now, the way the cards are being played, it looks like this thing is not going too well.
[01:49:44.472 --> 01:49:46.292]  Qaddafi's been repulsing the latest attacks.
[01:49:46.473 --> 01:49:46.573]  Right.
[01:49:46.593 --> 01:49:48.073]  And now they've got troops off the coast.
[01:49:48.093 --> 01:49:50.354]  They're saying, we may invade, but it's not a ground war.
[01:49:50.394 --> 01:49:51.774]  It'll be humanitarian backup.
[01:49:52.194 --> 01:49:52.395]  Right.
[01:49:52.715 --> 01:49:58.983]  Well, we know that there have been special forces from the U.S., the British, and the French have been there for more than a month, delivered by ship.
[01:49:59.343 --> 01:50:00.865]  Some of the Dutch ones were captured.
[01:50:01.226 --> 01:50:03.309]  Some of the British ones were captured.
[01:50:03.709 --> 01:50:09.577]  Obama, we now have this order from Obama saying that the CIA and the special forces can go in.
[01:50:11.337 --> 01:50:12.618]  It's rather late in the day.
[01:50:13.698 --> 01:50:19.600]  I think it's going to be likely that you're going to see some kind of an invasion by NATO with the U.S.
[01:50:19.640 --> 01:50:20.100]  in the lead.
[01:50:20.441 --> 01:50:21.981]  That will violate the U.N.
[01:50:22.021 --> 01:50:24.362]  resolution, which forbids boots on the ground.
[01:50:24.702 --> 01:50:25.722]  Of course, the U.N.
[01:50:25.742 --> 01:50:28.543]  resolution also forbids bringing in weapons.
[01:50:28.563 --> 01:50:28.963]  The U.S.
[01:50:29.003 --> 01:50:34.265]  has been smuggling in weapons with the help of the Egyptian junta for probably a month or more.
[01:50:35.025 --> 01:50:39.607]  And that's why they had to bring down Egypt first, because Mubarak wasn't going along with this, as you said, a month ago.
[01:50:39.807 --> 01:50:39.947]  Right.
[01:50:40.067 --> 01:50:48.652]  And remember, Gaddafi, last October, Gaddafi kicked out the Western oil companies and brought in the Chinese, the Russians, and let the Italians stay.
[01:50:48.892 --> 01:50:51.153]  Well, Webster, we're out of time.
[01:50:51.554 --> 01:50:52.134]  We're out of time.
[01:50:52.154 --> 01:50:53.255]  We'll have you up very soon.
[01:50:53.295 --> 01:50:53.935]  Thank you for the time.
[01:50:53.975 --> 01:50:54.695]  We appreciate you.
[01:50:54.836 --> 01:50:59.938]  Alright, GCNLive.com, GCNLive.com, Infowars.com, Tarpley.net.
