[00:00:21.684 --> 00:00:24.486]  Good evening and welcome to InfoWars Nightly News.
[00:49:34.686 --> 00:49:41.272]  A lot of questions were, do we show in this movie that the ATF story about what they were doing in that building is a lie we name.
[00:49:41.552 --> 00:49:44.654]  And they practiced months before in New Mexico blowing up a rider truck.
[00:49:44.754 --> 00:49:46.656]  I mean, there is no end to these people.
[00:49:47.536 --> 00:49:49.238]  There is really no end to how evil they are.
[00:49:49.818 --> 00:49:52.201]  My God, it is just unspeakably wicked.
[00:49:52.481 --> 00:50:02.593]  But you know, talking about the censorship buying up that TV station, and everything else that we saw, and changing the publishing date on this book, that just shows you how scared they are of info.
[00:50:02.633 --> 00:50:04.895]  This info didn't have power.
[00:50:06.017 --> 00:50:10.321]  If the global terrorists, the social engineers, were invincible, they wouldn't care.
[00:50:10.962 --> 00:50:22.644]  The fact that, I mean, seeing now military on the streets, checkpoints, going to arrest citizens, training that Oklahoma City investigators, including state reps, are terrorists, you get the manuals.
[00:50:22.924 --> 00:50:26.905]  I mean, it looks cartoonish because it's so over the top, but it's really happening.
[00:50:26.925 --> 00:50:30.145]  But you look at Hitler, Stalin, Mao, that looks cartoonish.
[00:50:30.225 --> 00:50:31.186]  Why'd they put up with it?
[00:50:31.486 --> 00:50:32.506]  Well, it's the authorities.
[00:50:32.826 --> 00:50:37.467]  So, I mean, seeing everything happen today as it all comes true, this just adds to the urgency.
[00:50:37.907 --> 00:50:38.607]  Your views on that?
[00:50:39.187 --> 00:50:50.939]  Well, it's very timely because as we talk about the NDAA bill passing with the indefinite detention of American citizens without trial, even if they're found innocent, you say, well, okay, who are they going to round up?
[00:50:51.539 --> 00:50:57.886]  Through Operation Defuse, documents, internal Fusion Center documents were leaked to us that show, okay, bombing
[00:50:58.106 --> 00:50:58.446]  I think so.
[00:51:18.283 --> 00:51:23.987]  By the way, we've talked to investigative journalist Wayne Madsen and others who've talked to high-level federal informants.
[00:51:24.548 --> 00:51:40.760]  Judge Roll, and I've seen other connections showing this, Judge Roll who got shot in the Gifford situation, and I heard this at the time, I was like, no, that it was about a gun-running thing and he was going to expose it, was meeting with her secretly, and it was kind of a trans-partisan deal, but now there's evidence that that was really a hit.
[00:51:41.820 --> 00:51:43.721]  To basically cover up what was happening.
[00:51:44.061 --> 00:51:45.061]  But I mean, there it is!
[00:51:45.461 --> 00:51:48.242]  Just six, eight months ago they were saying it's a conspiracy theory.
[00:51:48.582 --> 00:51:50.023]  We didn't ship guns into Mexico.
[00:51:50.063 --> 00:51:51.563]  We only watched them at gun shops.
[00:51:51.583 --> 00:51:53.464]  Then it turned out they ordered them to do it.
[00:51:53.804 --> 00:51:55.704]  That was just a cover to blame the Second Amendment.
[00:51:55.724 --> 00:51:57.825]  They were really shipping 18 wheelers of guns in.
[00:51:58.165 --> 00:51:59.085]  Cocaine back in.
[00:51:59.906 --> 00:52:01.086]  And now it's all there!
[00:52:01.986 --> 00:52:05.267]  New York Times, El Paso Times, Chicago Tribune.
[00:52:05.487 --> 00:52:07.408]  We've all covered it here in probably 15 reports.
[00:52:08.462 --> 00:52:11.022]  Well, I mean, you see how the media is controlled this way.
[00:52:11.042 --> 00:52:20.324]  The same week we released our movie, Newsweek Magazine, released on its internet organ, the Daily Beast, an article that was supposed to be an expose of Operation PACON in the early 90s.
[00:52:20.744 --> 00:52:23.245]  PACON may have been the genesis of the Oklahoma City bombing.
[00:52:23.325 --> 00:52:28.906]  PACON was an operation the FBI and the ATF undertook to infiltrate every so-called dissident group in the country.
[00:52:28.926 --> 00:52:36.287]  Yeah, no, McVeigh was part of that, going to every gun show, the Davidians, every event to scope out who they wanted to blame for the attack.
[00:52:36.909 --> 00:52:52.237]  But when you look at the Newsweek article when it was finally released, that all mention of Tim McVeigh, Andy Strasmire, who we have cited in the Murrah Building with bombs, and Operation PACON have been excised from the final version of the article, and that has been proven because the original article was leaked out.
[00:52:52.677 --> 00:52:55.939]  So they are still exercising the cover-up here.
[00:52:56.179 --> 00:53:05.944]  They do not want PACON getting out, because that was where Oklahoma City may have been born, because it can prove that they were watching McVeigh, that McVeigh was surrounded by government informants from day
[00:53:06.184 --> 00:53:06.865]  No, no, exactly.
[00:53:06.905 --> 00:53:12.668]  They always use another operation as the cover umbrella, just like with the 7-7 attack in England.
[00:53:12.688 --> 00:53:18.672]  It's admitted the government ran drills of the exact bus, exact trains, attacked at the exact same place, at the exact same time.
[00:53:18.712 --> 00:53:20.774]  It's something like 20-something trekagillion.
[00:53:21.314 --> 00:53:26.857]  That's billions of times all the grains of sand in the world, that that would happen.
[00:53:26.877 --> 00:53:37.263]  9-11, every one of these events, so that if other government agencies bust the inter-criminal group doing it, they say, oh, it's just a drill, like 9-11, with Tripod 2, with Giuliani, the attacks on the towers.
[00:53:38.243 --> 00:53:46.109]  Yes, and we actually have a Senate aide that told Charles Key that they had information that this was a sting operation that had gone bad.
[00:53:46.129 --> 00:53:58.319]  That's like World Trade Center, where they cook the bomb, train the driver, the informant says you're going to let it go forward, knows they're setting him up, he records the FBI, Amad Salam, saying go ahead and let it happen, same deal.
[00:53:58.359 --> 00:54:04.244]  He was smart enough, though, to record him, so we have New York Times, CBS News, yes the government allowed it to take place.
[00:54:04.744 --> 00:54:06.526]  No, they didn't allow it to take place, they did it!
[00:54:07.315 --> 00:54:21.381]  Yeah, and what happens with this is even the agents that were not necessarily involved in taking the operation live, they are complicit in the cover-up to preserve themselves and their pensions, you know, so it gets the whole institution involved in the cover-up.
[00:54:21.741 --> 00:54:30.085]  Well, we see the mechanism for a false flag operation is that they take an existing operation, they insert a few key personnel, and they turn it to their own ends.
[00:54:30.465 --> 00:54:33.426]  The Oakland City bombing was originally supposed to be a big publicity stunt,
[00:54:33.746 --> 00:54:39.153]  That bomb was supposed to explode the previous night and destroy an empty building.
[00:54:39.173 --> 00:54:40.794]  That's what they were waiting on, a big PR stunt.
[00:54:40.875 --> 00:54:44.158]  And that's why McVeigh got so mad, we're told, because he didn't want to kill kids.
[00:54:45.020 --> 00:54:45.540]  Exactly.
[00:54:45.861 --> 00:54:52.829]  And then once they messed up and it blew up and killed over 100 people, almost 200 people, now everyone goes into cover-up mode.
[00:54:53.129 --> 00:54:56.230]  For what they think is a tremendous foul-up, but it's not.
[00:54:56.290 --> 00:55:01.532]  It actually did go along according to the plan, and that's how they get the cover-up installed.
[00:55:01.572 --> 00:55:06.093]  It's not like every agent on the street is covering up the fact that the FBI blew up the Murrah Building.
[00:55:06.133 --> 00:55:14.736]  No, it's declassified that Lee Harvey Oswald had a top security clearance at a YouTube base in Japan, was CIA, the documents have now been declassified, and they set him up.
[00:55:14.776 --> 00:55:16.677]  He's like, I'm a patsy, and they're like, you're not going to talk?
[00:55:16.977 --> 00:55:17.437]  Boom!
[00:55:17.837 --> 00:55:19.238]  With a guy they know has already got cancer.
[00:55:19.998 --> 00:55:22.541]  And Jolly and West, McVeigh's doctors, are involved with that.
[00:55:23.142 --> 00:55:24.583]  Who's in the congressional hearings?
[00:55:24.844 --> 00:55:26.886]  Folks, I know this sounds crazy, but you've got to look it up yourself.
[00:55:27.186 --> 00:55:31.411]  As the number two guy under Ewing Cameron for mind control programs, MKUltra.
[00:55:32.472 --> 00:55:34.114]  You cannot make up how weird this is.
[00:55:34.855 --> 00:55:39.418]  People would question, well, if he was a government agent working, why would he not expose the people that were higher up?
[00:55:39.478 --> 00:55:52.926]  And whenever Dr. John West comes on the scene consulting with the defense team, you know, immediately after the bombing, this guy's worked with Saran Saran, Jack Ruby, Patty Hearst, you know, any of these big events to, you know, and then all of a sudden now they're silent on what happened.
[00:55:53.266 --> 00:55:57.809]  You know, I think that's a good possibility as to why McVeigh wasn't talking after the event.
[00:55:58.109 --> 00:56:06.891]  And then you see that Dr. Johnny West actually passes the torch to his protégé when he painted uncovered information where his protégé John Smith took over with McVeigh.
[00:56:06.911 --> 00:56:09.712]  That guy is now in charge of psychology at Guantanamo Bay.
[00:56:10.652 --> 00:56:14.553]  Which they admit has another base within it where they do mind control studies.
[00:56:14.913 --> 00:56:16.114]  That's even Washington Post.
[00:56:16.834 --> 00:56:20.655]  And then they release those guys to become Al Qaeda leaders leading the Libya attack.
[00:56:21.920 --> 00:56:22.400]  Exactly.
[00:56:22.440 --> 00:56:24.562]  It's kind of a self-perpetuating cycle.
[00:56:24.602 --> 00:56:28.745]  They create these zombie killers in these mind control camps.
[00:56:28.765 --> 00:56:38.532]  What we see at Guantanamo Bay is that you have Camp X-Ray, and then you have what the guards call Camp Nowhere, which is a camp that's not on the map, where the real heavy stuff goes down.
[00:56:39.052 --> 00:56:41.354]  So, I mean... Well, they admit that's CIA doctors.
[00:56:41.974 --> 00:56:42.415]  Exactly.
[00:56:42.435 --> 00:56:45.959]  Right, and they use the 3Ds, Dependency, Debilitation, and Dread.
[00:56:45.999 --> 00:56:48.822]  This was pioneered by, you know, you and Cameron and Johnny West.
[00:56:49.083 --> 00:56:55.410]  They're using that at Guantanamo Bay, and I think this is probably why they're not interested in older, so-called Al-Qaeda people being put in there.
[00:56:55.430 --> 00:56:56.291]  They want kids.
[00:56:56.351 --> 00:56:56.852]  That's why kids.
[00:56:56.912 --> 00:56:57.152]  I think?
[00:57:18.709 --> 00:57:31.733]  Hallucinogens for a year straight frying their brain with audio recording who they were and keywords to get food, to stop the dread, putting them on PCP, dancing around in devil outfits, terrorizing five-year-old girls.
[00:57:32.353 --> 00:57:37.615]  I mean, this country is run by absolute psychopathic killers.
[00:57:38.175 --> 00:57:40.055]  And the government, I mean, it came out in Guantanamo Bay.
[00:57:40.075 --> 00:57:41.656]  I'm not even going to say on air what they do to those people.
[00:57:42.316 --> 00:57:45.262]  I mean, it is, it is, it is just, it is unbelievable, man.
[00:57:45.582 --> 00:57:53.376]  And they're all going to hit us with jihadi attacks, and then they'll come and say, we've got to stick our hands down your children's pants, because we're fighting Al-Qaeda, who publicly works for them.
[00:57:54.617 --> 00:57:55.037]  Exactly.
[00:57:55.057 --> 00:57:57.958]  I mean, what we see there is that they create the actual problem.
[00:57:57.978 --> 00:57:59.058]  This is the false flag attack.
[00:57:59.318 --> 00:58:00.439]  They create the actual problem.
[00:58:00.699 --> 00:58:10.201]  And if people have a hard time believing that this government or a faction of this government could have pulled off Oklahoma City, look at what the CIA has been doing to countries overseas for decades.
[00:58:10.601 --> 00:58:13.802]  Fostering coups, putting in military strongmen that kill thousands of people.
[00:58:14.182 --> 00:58:21.789]  No, no, their former president, who was the head of their intelligence agency at the time, said he was involved in it.
[00:58:21.809 --> 00:58:22.930]  And he said 9-11's an inside job.
[00:58:23.010 --> 00:58:24.551]  That's the big Italian papers.
[00:58:34.440 --> 00:58:35.301]  You're absolutely right.
[00:58:35.521 --> 00:58:39.644]  When they bring that mechanism home to effect change here, why should we be surprised?
[00:58:39.684 --> 00:58:44.687]  Like we said, if you don't hold them accountable, they will continue to do their crimes and make them greater.
[00:58:44.987 --> 00:58:46.869]  What incentive do they have to stop?
[00:58:47.109 --> 00:58:47.349]  None.
[00:58:48.029 --> 00:58:54.534]  And the only reason we're still alive is because if they kill us, it highlights everything we've said, exclamation points.
[00:58:54.814 --> 00:59:03.120]  They still may do it, but once you understand these are cold-blooded killers who even set up their own agents who are going to bomb an empty building,
[00:59:03.840 --> 00:59:07.742]  And then McVeigh throws a fit, and we've talked to the witnesses, you know, family and others, lawyers.
[00:59:08.183 --> 00:59:10.164]  As you said, he just, I'm not going to blow kids up.
[00:59:10.464 --> 00:59:15.107]  Forget this, they're like, they'd already psychologically pegged that he was deadly do-right, was going to do that.
[00:59:15.467 --> 00:59:21.491]  They were all ready, they're like, because it's run by 170 IQ psycho-psychiatrists.
[00:59:21.911 --> 00:59:23.252]  This whole thing is run by them.
[00:59:24.002 --> 00:59:25.624]  Well, they've had decades to hone their technique.
[00:59:25.665 --> 00:59:27.187]  I mean, MKUltra started in the 1950s.
[00:59:27.307 --> 00:59:32.575]  It's under the 1960s, under that name, then it changed, and it went underground.
[00:59:32.615 --> 00:59:34.458]  I mean, they've had decades to hone their system.
[00:59:34.478 --> 00:59:34.999]  And they profiled McVeigh!
[00:59:35.199 --> 00:59:36.702]  They profiled Lee Harvey Oswald!
[00:59:37.512 --> 00:59:40.953]  McVeigh's military records from Special Forces were never released.
[00:59:40.993 --> 00:59:42.674]  His psychological records were never released.
[00:59:42.934 --> 00:59:45.094]  And what medical records we do have are very disturbing.
[00:59:45.174 --> 00:59:52.156]  He was going to the doctor, at last count, over a hundred times in just three years in the military.
[00:59:52.396 --> 00:59:54.697]  That is highly unusual for someone in the combat arms.
[00:59:55.037 --> 00:59:58.198]  Highly unusual for someone like McVeigh who claims to never have any health problems.
[00:59:58.498 --> 01:00:00.539]  He's going to the dentist once a week for over a year.
[01:00:00.839 --> 01:00:02.320]  He claims he has no dental problems.
[01:00:02.600 --> 01:00:03.320]  What is he doing?
[01:00:03.400 --> 01:00:04.180]  What is he going under?
[01:00:04.220 --> 01:00:06.741]  We don't know, and they have never released all those records in full.
[01:00:06.761 --> 01:00:10.903]  In fact, those records on McVeigh were sealed on orders of the Joint Chiefs of Staff.
[01:00:11.283 --> 01:00:11.883]  Exactly.
[01:00:12.183 --> 01:00:13.504]  It's national security everywhere.
[01:00:13.884 --> 01:00:14.704]  Gentlemen, great job.
[01:00:14.724 --> 01:00:19.086]  Look forward to talking to you again and interviewing some of the people that are in your film.
[01:00:19.186 --> 01:00:20.006]  Amazing job.
[01:00:20.466 --> 01:00:21.927]  Available at InfoWars.com.
[01:00:21.947 --> 01:00:23.407]  People gotta get this video out to everybody.
[01:00:23.687 --> 01:00:24.628]  Look forward to talking to you soon.
[01:00:25.268 --> 01:00:25.869]  Thank you very much.
[01:00:26.129 --> 01:00:26.669]  Thank you, gentlemen.
[01:00:27.230 --> 01:00:33.755]  All right, folks, that is it for this split edition of InfoWars Nightly News with Mike Adams in the first half and I came in the second half.
[01:00:34.096 --> 01:00:34.996]  Great job to the crew.
[01:00:35.057 --> 01:00:38.039]  God willing, we'll see you back Sunday live on the radio, 4 to 6 p.m.
[01:00:38.059 --> 01:00:40.381]  and back Monday on the radio show and then the nighttime show.
[01:00:40.641 --> 01:00:41.522]  Why do we work so hard?
[01:00:41.882 --> 01:00:44.925]  Because we know terrorists are running the government and nobody's safe.
[01:00:45.385 --> 01:00:52.772]  It's like that old analogy of the old 40s, you know, adventure movies where the explorer, the archaeologist, kind of the remake of Zinnianna Jones is
[01:00:53.252 --> 01:00:56.715]  In the temple and the ceilings coming down to kill you with spikes.
[01:00:57.075 --> 01:00:59.096]  You got to find the lever to stop it or get out of there.
[01:00:59.116 --> 01:01:00.797]  I mean, it's not like, God, you're brave.
[01:01:00.817 --> 01:01:01.778]  You're trying to get out of this.
[01:01:02.498 --> 01:01:03.079]  Brave?
[01:01:03.099 --> 01:01:04.720]  No, I'm not brave.
[01:01:05.621 --> 01:01:07.602]  I realize our society has no future.
[01:01:07.622 --> 01:01:10.684]  I guess I'm brave, but I'm not a coward who only thinks about myself.
[01:01:10.764 --> 01:01:13.266]  And if I grovel, maybe I'll get a few more years out of this.
[01:01:13.806 --> 01:01:16.209]  There's no point even going forward if we don't beat these people.
[01:01:16.590 --> 01:01:18.392]  You think they'd stop blowing up federal buildings?
[01:01:18.752 --> 01:01:24.900]  They're putting stuff in the water, the food they've been caught, it's all public, the vaccines, the Rockefeller Foundation, we've shown it to you!
[01:01:25.521 --> 01:01:27.784]  All you've got to do is flip the switch and stop being naive.
[01:01:28.444 --> 01:01:30.407]  The film's A Noble Lie, available at infowars.com.
[01:01:31.488 --> 01:01:33.728]  And they could kill all of us, but this information will live on.
[01:01:33.968 --> 01:01:34.849]  And that's what's important.
[01:01:35.109 --> 01:01:36.509]  Expose false flag terror.
[01:01:36.549 --> 01:01:37.429]  Expose the New World Order.
[01:01:37.809 --> 01:01:38.409]  Order the film.
[01:01:38.689 --> 01:01:39.469]  Give the gift of truth.
[01:01:39.789 --> 01:01:40.650]  Order it by Sunday night.
[01:01:41.210 --> 01:01:42.610]  Guaranteed before Christmas delivery.
[01:01:43.030 --> 01:01:44.930]  Under that tandem bomb to wake somebody up.
[01:01:44.990 --> 01:01:45.971]  Give the gift of truth.
[01:01:46.671 --> 01:01:47.871]  Expose the false flag.
[01:01:48.251 --> 01:01:50.731]  Because they're getting ready to stage more and blame it on domestic groups.
[01:01:50.971 --> 01:01:53.852]  They'll flip the whole Al Qaeda brainwashing onto domestics.
[01:01:54.152 --> 01:01:55.992]  You already see the beta testing, the preconditioning.
[01:01:56.332 --> 01:01:56.652]  It's here.
[01:01:57.212 --> 01:01:59.853]  Alright, I'm Alex Jones signing off from the front lines of the Info War.
