[00:00:27.759 --> 00:00:28.319]  Good evening.
[00:47:47.573 --> 00:47:49.154]  And folks, this is what's scary.
[00:47:49.554 --> 00:47:51.455]  This is in almost everything.
[00:47:52.415 --> 00:47:56.277]  This is a whole class of people, the advertising class, is more guilty than anybody.
[00:47:57.597 --> 00:48:00.438]  Hundreds of thousands of people in the U.S.
[00:48:00.498 --> 00:48:04.020]  alone who think this is funny, who think this is cute.
[00:48:05.421 --> 00:48:09.425]  There's subliminal, there's overt, there's color science going into this.
[00:48:10.086 --> 00:48:16.953]  Even people I've hired over the years, who are great folks, who went to normal school for this, go, well let's use subliminal to help people.
[00:48:17.273 --> 00:48:22.358]  And I've got to constantly say, well that's a second long, it's not completely subliminal, but get it out of there.
[00:48:22.999 --> 00:48:24.760]  You know, I don't want to go there.
[00:48:25.521 --> 00:48:32.944]  Because we're so inculcated with subliminal, subliminally, that people that do this for a living then want to bring out subliminals.
[00:48:33.604 --> 00:48:35.885]  So be aware of it, understand it's going on.
[00:48:36.185 --> 00:48:38.146]  Let's play that sharpie clip in regular time.
[00:48:40.027 --> 00:48:42.028]  What would the world be like without self-expression?
[00:48:48.570 --> 00:48:49.451]  There'd be no purpose.
[00:48:54.573 --> 00:48:55.073]  No passion.
[00:48:58.107 --> 00:49:01.008]  By the way, there's a bunch of subliminals in here.
[00:49:01.368 --> 00:49:03.268]  But you saw that in less than half a second.
[00:49:03.808 --> 00:49:07.869]  And they've got people in front of it, so they're talking about there'd be no expression.
[00:49:08.609 --> 00:49:14.651]  So for people that consciously see it, the propaganda's so good, they're like, oh, they're saying there'd be no protesting.
[00:49:14.931 --> 00:49:16.971]  But for the general public, it's subliminal.
[00:49:18.452 --> 00:49:20.492]  Now let's go ahead and show it slowed down for you.
[00:49:20.532 --> 00:49:20.972]  Here it is.
[00:49:24.693 --> 00:49:24.993]  Because...
[00:49:28.809 --> 00:49:42.334]  Show it again.
[00:49:42.434 --> 00:49:44.135]  Stop protesting.
[00:49:45.180 --> 00:49:46.421]  Stop protesting!
[00:49:47.002 --> 00:49:53.067]  Folks, that was a power-packed InfoWars Nightly News for this Thursday, October 20th, 2011 edition.
[00:49:54.769 --> 00:50:01.975]  It's your memberships that make this transmission possible, then leaks out to millions of people every week on YouTube and other channels.
[00:50:02.695 --> 00:50:04.557]  And this is a key research arm.
[00:50:04.577 --> 00:50:10.062]  We're only hiring more reporters, getting more research done, more graphics, more information.
[00:50:12.071 --> 00:50:17.736]  We definitely need your support to make this operation continue and expand.
[00:50:18.137 --> 00:50:23.061]  So we have the November 3rd money bomb coming up, and I normally promote this a month out.
[00:50:23.101 --> 00:50:26.424]  We're promoting this like 14 days out this time.
[00:50:26.724 --> 00:50:28.586]  You can go ahead and donate there if you want.
[00:50:28.986 --> 00:50:32.470]  Last time we had $100,000 donated by the time it officially kicked off.
[00:50:32.930 --> 00:50:33.430]  We raised about $440,000.
[00:50:33.490 --> 00:50:42.494]  We need to raise $500,000 this year to be able to get this done and be able to continue to grow.
[00:50:42.914 --> 00:50:45.455]  Please support us at m4warsmoneybomb.com.
[00:50:45.795 --> 00:50:47.276]  I'm Alex Jones signing off.
[00:50:47.776 --> 00:50:52.058]  Until, Lord willing, tomorrow night, 7 o'clock Central, right here at M4Wars Nightly News.
