[00:00:00.049 --> 00:00:01.230]  More on corruption.
[01:37:13.310 --> 01:37:16.131]  And we're beta testing and reaching millions while we do it.
[01:37:16.532 --> 01:37:21.295]  So, PrisonPlanet.tv or InfoWarsNews.com, sign up today.
[01:37:21.495 --> 01:37:25.538]  And a little secret, just don't use a passcode you use for your bank account or something.
[01:37:26.847 --> 01:37:29.149]  Make a easy-to-remember username and passcode.
[01:37:29.209 --> 01:37:34.113]  We allow people, six people, to log in with the same username and passcode simultaneously.
[01:37:34.434 --> 01:37:49.707]  So you can go give yourself a PrisonPlanet.tv membership, put it in an e-card, send it to friends and family, or write it in a card, tell them go to PrisonPlanet.tv to see all these great films and the nightly news, hardcore information that'll wake you up, or forbidden info is a good way to get them to watch it, because it is.
[01:37:50.942 --> 01:37:53.184]  And then give them the username and passcode.
[01:37:53.204 --> 01:38:00.669]  So go to PrisonPlanet.tv or InfoWarsNews.com, type this in, you can see all the films, the shows, all of it right there.
[01:38:01.009 --> 01:38:06.713]  So give yourself the gift of truth, support our transmission, and then share it with a few friends and family.
[01:38:07.433 --> 01:38:11.256]  So, I mean, it's a great Christmas gift, you can still give, PrisonPlanet.tv.
[01:38:13.077 --> 01:38:18.001]  Okay, let's get into some of this news so I can get back to your calls before our next guest comes on.
[01:38:19.503 --> 01:38:23.686]  Here it is, CNN poll, Ron Paul, most popular Republican amongst non-whites.
[01:38:24.426 --> 01:38:31.591]  And they dug through thousands of newsletters to find a few things that are kind of flippant.
[01:38:32.131 --> 01:38:34.413]  But for mainline Republican stuff, this is nothing.
[01:38:35.171 --> 01:38:38.572]  I mean, they say terrible racist stuff all the time, and that's just fine and dandy.
[01:38:38.972 --> 01:38:44.214]  This is stuff like, well, when the blacks will stop rioting, and South Central, when the welfare checks arrive.
[01:38:44.234 --> 01:38:47.636]  And then Paul, decades ago, said he didn't write that.
[01:38:48.316 --> 01:38:56.159]  Some bad things that were in the FBI files, who knows if they're true, about probably Martin Luther King, you know, sex with people or whatever.
[01:38:56.839 --> 01:39:03.482]  And that came out five years after Paul had voted to put Martin Luther King Day out there.
[01:39:04.471 --> 01:39:08.013]  And had given speeches about how he admired Martin Luther King standing up against tyranny.
[01:39:09.194 --> 01:39:10.855]  And Paul Porterly got really mad.
[01:39:11.115 --> 01:39:12.236]  And I know Ron Paul.
[01:39:12.276 --> 01:39:13.196]  I know all the lore.
[01:39:13.256 --> 01:39:15.358]  I've known his whole crew, the different crews.
[01:39:15.398 --> 01:39:16.739]  I know all the inside baseball.
[01:39:17.139 --> 01:39:17.799]  I'll never talk.
[01:39:18.179 --> 01:39:19.340]  But a lot of good people.
[01:39:19.380 --> 01:39:21.001]  The point is, Ron Paul is the real deal.
[01:39:21.582 --> 01:39:22.722]  He doesn't sell out.
[01:39:22.822 --> 01:39:25.364]  He doesn't care what people think about him.
[01:39:25.964 --> 01:39:28.486]  So if he didn't like Martin Luther King, he would tell you.
[01:39:29.906 --> 01:39:30.586]  You understand that?
[01:39:30.606 --> 01:39:35.389]  So the point is, it's all bull, but they're using it because they're desperate.
[01:39:35.409 --> 01:39:37.149]  They keep saying he can't win.
[01:39:37.509 --> 01:39:39.010]  You're not listening to the mind control.
[01:39:39.310 --> 01:39:42.712]  Now he looks like he's going to be in first in New Hampshire and Iowa.
[01:39:44.224 --> 01:39:47.627]  He's come up second or first, depending on which poll you see in Nevada.
[01:39:47.667 --> 01:39:49.508]  Those articles are in Infowars.com.
[01:39:50.009 --> 01:39:52.691]  It's meteoric, and it shows how big the awakening is.
[01:39:53.412 --> 01:39:56.835]  They keep saying in the news, troops don't like him because he doesn't want to keep the wars going.
[01:39:57.615 --> 01:40:03.600]  70 plus percent of all presidential donations in both parties for Obama and the other seven Republicans go to him.
[01:40:04.141 --> 01:40:05.422]  It's all hoaxes.
[01:40:06.342 --> 01:40:12.788]  I'm not going to give it attention because it's what they want, and I could definitely win a lawsuit against them, but there is a Dallas publication
[01:40:14.311 --> 01:40:18.374]  Uh, that I remember six months ago implied I was working for the Communist Chinese.
[01:40:18.435 --> 01:40:19.535]  I mean, it was bizarre.
[01:40:19.956 --> 01:40:21.297]  And it's a mainline publication.
[01:40:21.817 --> 01:40:27.662]  Today they said, well, Ron Paul hangs out with the known racist who hates black people, Alex Jones.
[01:40:28.082 --> 01:40:29.503]  You know, the hardcore racist.
[01:40:29.603 --> 01:40:33.406]  And I, I saw that and I thought, man, I don't have time to sue this guy.
[01:40:33.987 --> 01:40:35.948]  But I mean, if I don't, what next is he going to say?
[01:40:36.008 --> 01:40:36.429]  I'm, you know,
[01:40:38.180 --> 01:40:43.004]  I support the NDAA bill, getting rid of bestiality or something, and raping possums.
[01:40:43.684 --> 01:40:46.467]  I mean, it's that ridiculous, but I looked at every comment.
[01:40:46.827 --> 01:40:50.069]  You know, I'm a military in Afghanistan, you can eat bleep.
[01:40:50.430 --> 01:40:55.294]  You know, Alex Jones is great and fights racism and blah blah blah, and stands up for the little guy, you scum.
[01:40:55.854 --> 01:40:59.497]  I mean, and I didn't even have time to read the 50-something comments, I just scanned through them.
[01:40:59.917 --> 01:41:04.981]  Everyone was going, you're a yellow journalist trash, you ought to get sued, nobody buys you.
[01:41:05.942 --> 01:41:07.184]  But I mean, that's what they're resorting to.
[01:41:07.264 --> 01:41:09.528]  Alex Jones works for the Chinese government.
[01:41:10.690 --> 01:41:13.876]  Alex Jones hates black people.
[01:41:13.916 --> 01:41:14.557]  I mean, what?
[01:41:15.058 --> 01:41:15.378]  What?
[01:41:16.600 --> 01:41:16.841]  What?
[01:41:17.924 --> 01:41:20.205]  I mean, they are getting really desperate.
[01:41:20.365 --> 01:41:23.146]  Like that headline in CBS News, Alex Jones.
[01:41:23.766 --> 01:41:28.868]  You know, Ron Paul likes Alex Jones and Alex Jones says they put stuff in the water to make you gay.
[01:41:29.568 --> 01:41:40.913]  I read the BBC and Associated Press about gender bending and men having higher estrogen and it changing their different glands in their bodies, confusing sexual activity, but also in every other mammal that is in the food chain now.
[01:41:41.553 --> 01:41:44.896]  I mean, that's just, I was reading BBC, but that's how they spin it.
[01:41:45.376 --> 01:41:47.077]  I'm reading BBC on air.
[01:41:47.418 --> 01:41:50.240]  You can type in right now, gender-bending chemicals into Google.
[01:41:50.540 --> 01:41:52.101]  Changing men and women's physiology.
[01:41:52.121 --> 01:41:53.542]  Also covered breast cancer increasing.
[01:41:53.782 --> 01:41:58.986]  But by the time they're done, the big homophobe says you're gay because they put it in your water.
[01:41:59.006 --> 01:41:59.367]  I mean, you know.
[01:42:00.478 --> 01:42:01.599]  This is what they do.
[01:42:01.940 --> 01:42:04.923]  This is how they attack science, how they attack research.
[01:42:05.424 --> 01:42:14.513]  Oh, I saw Bloomberg, CBS, ABC, just literally hundreds that I can't even have time to read all of them, saying Ron Paul.
[01:42:15.914 --> 01:42:17.134]  It's just terrible.
[01:42:17.154 --> 01:42:20.895]  He went on Alex Jones' show and said there's a plan to use the military against the people and martial law.
[01:42:21.355 --> 01:42:22.316]  It's totally insane.
[01:42:22.536 --> 01:42:28.717]  Meanwhile, across the political spectrum, constitutional lawyers say this makes the government a dictatorship and allows them to kill citizens.
[01:42:29.078 --> 01:42:30.538]  Just absolute nightmare.
[01:42:30.758 --> 01:42:32.739]  And they're all over the news.
[01:42:32.799 --> 01:42:36.039]  I mean, you type Alex Jones, Ron Paul in, just to find these.
[01:42:36.059 --> 01:42:38.080]  There's hundreds every day.
[01:42:38.160 --> 01:42:40.141]  And I agree with the caller.
[01:42:40.561 --> 01:42:42.941]  I mean, it's going to backfire on them.
[01:42:43.281 --> 01:42:45.042]  But see, they just want you to think
[01:42:46.212 --> 01:42:49.813]  Ron Paul's been destroyed when they start stealing the elections with the black boxes.
[01:42:50.373 --> 01:42:51.533]  But you say, well then why vote?
[01:42:51.593 --> 01:42:51.773]  Why?
[01:42:52.033 --> 01:42:53.154]  Because we're going to expose that.
[01:42:53.414 --> 01:42:55.234]  And because Ron Paul running exposes them.
[01:42:55.494 --> 01:43:00.935]  And if he gets such a big landslide, like with Rand Paul, and it totally backfires, they won't be able to steal it.
[01:43:01.715 --> 01:43:04.936]  They can only steal by small margins from top experts in my own research.
[01:43:05.196 --> 01:43:08.277]  We'll get Bev Harris back on if you want from black box voting to go over that.
[01:43:08.817 --> 01:43:10.577]  But, this is it.
[01:43:11.418 --> 01:43:12.618]  And this is how they operate.
[01:43:14.145 --> 01:43:21.290]  And as you can see after, and I told you when he went into first place over the weekend, I said, get ready to hear that he's a Ku Klux Klan grand dragon.
[01:43:21.970 --> 01:43:23.371]  I mean, get ready to hear he is.
[01:43:23.391 --> 01:43:25.593]  And they're like this crazy racist.
[01:43:25.773 --> 01:43:30.416]  I actually saw an article saying this crazy racist Ron Paul thinks that AIDS was created to kill black people.
[01:43:30.896 --> 01:43:34.719]  I mean, they even like writing crazy oxymoron stuff.
[01:43:34.759 --> 01:43:37.401]  It's like, who are these people they hire?
[01:43:37.981 --> 01:43:42.147]  And mainstream articles have spelling errors and jumbled stuff all over it.
[01:43:42.207 --> 01:43:44.912]  I mean, who are, I guess, to hire traitors?
[01:43:45.512 --> 01:43:47.696]  Because a lot of good media people have left the mainstream media.
[01:43:47.936 --> 01:43:53.584]  That's another reason there's a brain drain out of the dinosaur media, and that's why the alternative media is now the media.
[01:43:54.520 --> 01:43:56.581]  Like that reporter we had on Mr. Hunter yesterday.
[01:43:57.142 --> 01:44:00.884]  He's worked for CNN, you know, ABC Nightly News, all of it.
[01:44:01.804 --> 01:44:11.730]  And he, look at him, he's over there making more money, reaching more people, being in front of the camera reporter and writer than he ever did working for them, and he's not compromising.
[01:44:11.931 --> 01:44:14.892]  And he said, Alex, they're not the mainstream media anymore.
[01:44:15.153 --> 01:44:15.533]  We are.
[01:44:15.713 --> 01:44:16.213]  And you know what?
[01:44:16.273 --> 01:44:17.014]  That's true!
[01:44:17.334 --> 01:44:18.695]  That's why they're panicking!
[01:44:19.636 --> 01:44:29.226]  They may sit up there in some $20 million studio and we're in our, you know, $200,000 studio and it's all flashy and they got some person in a $3,000 suit.
[01:44:29.567 --> 01:44:30.487]  It doesn't matter.
[01:44:31.108 --> 01:44:37.995]  You could dress up a rotten, you know, pig or something in a suit.
[01:44:38.216 --> 01:44:40.018]  It's still going to have maggots crawling out its eyes.
[01:44:41.496 --> 01:44:42.277]  I'm going to your calls here.
[01:44:42.297 --> 01:44:43.298]  I just wanted to go over some of this.
[01:44:43.338 --> 01:44:46.281]  Neocon says Ron Paul would appease Hitler and the Nazis.
[01:44:46.321 --> 01:44:48.162]  That's an InfoWars article.
[01:44:48.182 --> 01:44:52.006]  I mean, they're saying he loves Nazis now.
[01:44:52.046 --> 01:44:56.390]  Twilight Zone, USA Today's story about Ron Paul leading an Iowa headline.
[01:44:56.430 --> 01:44:58.532]  Ron Paul is still not in the lead.
[01:44:59.033 --> 01:45:00.955]  They admit he's in the lead, but they say that doesn't matter.
[01:45:00.975 --> 01:45:03.317]  Just like the governor said, a vote for him isn't real.
[01:45:03.617 --> 01:45:04.999]  Just saying your vote doesn't count.
[01:45:06.226 --> 01:45:10.968]  New rules make it possible for a Republican establishment to steal a nomination from a candidate they don't like.
[01:45:12.289 --> 01:45:15.830]  They've changed that now so they can come in and basically steal it.
[01:45:17.531 --> 01:45:19.572]  The following rule was adopted by the Republican Party.
[01:45:20.252 --> 01:45:29.617]  Any Presidential Primary Caucus Convention or other meeting held for the purpose of selecting delegates to the National Convention
[01:45:31.206 --> 01:45:41.630]  Which occurs prior to the first day of April in the year in which the National Convention is held shall provide for the allocation of delegates on a proportional basis.
[01:45:42.290 --> 01:45:44.171]  And it goes into how they can then manipulate that.
[01:45:45.387 --> 01:45:45.928]  Here's another one.
[01:45:46.348 --> 01:45:49.692]  CNN lobs veiled charges of racism at Ron Paul.
[01:45:49.712 --> 01:45:51.654]  Got the video up at Infowars.com.
[01:45:52.514 --> 01:45:55.818]  It goes on and on and on.
[01:45:56.218 --> 01:45:58.461]  Let's go back quickly to Mike and then to Dale.
[01:45:58.921 --> 01:45:59.702]  Mike in Canada.
[01:45:59.722 --> 01:46:00.863]  Okay, your points on Ron Paul.
[01:46:00.883 --> 01:46:01.204]  Go ahead.
[01:46:02.248 --> 01:46:24.841]  Oh yeah, even if the first time you ever heard of Ron Paul was looking at his newsletter things, after a couple of links you'd get Right to Prison Planet, you'd get to his answers in the debate, and you would realize, you know, especially if you're already skeptical of the mainstream news.
[01:46:25.481 --> 01:46:28.803]  And one of your, I got your shirt that says the answer to 1984.
[01:46:30.814 --> 01:46:31.635]  Is 1776 and I think Ron Paul is 1776.
[01:46:36.021 --> 01:46:36.841]  You bet he is.
[01:46:37.421 --> 01:46:39.202]  And that's why they're pulling out all the stops.
[01:46:39.242 --> 01:46:40.022]  I mean, look at Rand.
[01:46:40.382 --> 01:46:44.423]  He wasn't connected to a few newsletters they dug out of tens of thousands.
[01:46:44.983 --> 01:46:49.824]  And they had people dressed up in hayseed outfits saying racist things and saying they supported him.
[01:46:50.104 --> 01:46:53.725]  And it turned out they were on the other, the person he was running against campaign.
[01:46:54.225 --> 01:46:57.066]  I mean, they are going to do everything they can.
[01:46:57.686 --> 01:47:00.267]  Again, the whole liberal system is about divide and conquer.
[01:47:01.067 --> 01:47:03.529]  They're always claiming, oh, we're friends.
[01:47:04.110 --> 01:47:05.211]  What did Margaret Sanger say?
[01:47:05.251 --> 01:47:09.334]  She said, we've got to pose as liberals, we've got to hire black leaders so we can kill these weeds.
[01:47:10.055 --> 01:47:11.176]  We've got to get them aborted.
[01:47:11.756 --> 01:47:12.957]  We're going to have to pose as liberals.
[01:47:13.217 --> 01:47:14.999]  And she was a confidant of Adolf Hitler.
[01:47:16.030 --> 01:47:24.173]  Again, I mean of course Ron Paul's newsletters had disdain for the welfare class, both corporate and private, and talked about people on welfare and stuff.
[01:47:25.433 --> 01:47:35.497]  Again, there's a difference between Ron Paul, you watch him in those different talk show, TV shows he went on that are on YouTube, Morton Downey Jr.
[01:47:35.517 --> 01:47:36.317]  and all the rest of them.
[01:47:37.711 --> 01:47:44.013]  And people get up and say, how dare you not want to attack other countries and have a giant military and legalize drugs?
[01:47:44.414 --> 01:47:45.214]  You know, you're a traitor.
[01:47:45.654 --> 01:47:47.655]  And he would get up and say, well, you're fat.
[01:47:48.055 --> 01:47:50.136]  You know, maybe the government should come make you not be fat.
[01:47:50.196 --> 01:47:51.616]  I mean, Ron Paul used to be really aggressive.
[01:47:52.837 --> 01:47:54.798]  Let's go ahead and go to, I appreciate your call, Mike.
[01:47:55.078 --> 01:47:56.838]  Let's go to Dale in Kansas.
[01:47:56.898 --> 01:47:57.699]  Dale, you're on the air.
[01:47:58.039 --> 01:47:59.599]  Oh, listening on XM Channel 166.
[01:47:59.639 --> 01:47:59.960]  Welcome, sir.
[01:48:01.874 --> 01:48:02.935]  Well, good to be here.
[01:48:03.535 --> 01:48:08.518]  I have some information that was handed to me or told to me the other day that surprised me.
[01:48:08.558 --> 01:48:26.407]  I have some friends in Arkansas, and they told me that they were talking to somebody, the contractor that is building the Urban Assault Training Center at Fort Chaffee, Fort Smith, Arkansas, as we speak.
[01:48:26.948 --> 01:48:27.588]  Uh-huh.
[01:48:27.708 --> 01:48:28.669]  They're building this thing.
[01:48:29.594 --> 01:48:33.456]  And it's an assault center so that they're training people to go into your neighborhoods.
[01:48:35.876 --> 01:48:36.377]  Oh, yes, sir.
[01:48:36.397 --> 01:48:42.139]  We have that going back decades where it's American neighborhoods, the role players say, I'm an American, don't take my guns.
[01:48:42.679 --> 01:48:44.180]  That's in my police state films.
[01:48:44.860 --> 01:48:48.261]  And guys, search Fort Chaffee Urban Assault Center.
[01:48:48.581 --> 01:48:51.442]  But yes, they're building giant urban assault centers everywhere.
[01:48:52.063 --> 01:48:53.843]  And they have dual use for other countries.
[01:48:53.883 --> 01:48:55.644]  But the main focus and
[01:48:56.144 --> 01:49:07.768]  All armed services for at least five years have dropped everything and are training even the mechanics and logistics people in urban warfare, mount and crowd control for America.
[01:49:08.408 --> 01:49:09.849]  And yes sir, it's all public.
[01:49:10.029 --> 01:49:10.789]  What did they think of that?
[01:49:13.040 --> 01:49:23.650]  I don't know what I heard, it just kind of shocked me because I've listened to you guys for quite some time, but also Big Red One was moved out of Germany to Kansas for a reason.
[01:49:24.331 --> 01:49:28.175]  It is one of the biggest military groups that there is.
[01:49:29.031 --> 01:49:35.993]  So, back then, this is two years ago, this is when I started paying attention to... No, no, no, that's why I said yesterday, Big Red One's coming for you.
[01:49:36.033 --> 01:49:48.697]  They've been assigned to Brigade Homeland, and obviously it's much bigger than a brigade, but it's called Brigade Homeland, and 1st Cav and all of it has been assigned, if needed, for direct action against the American people.
[01:49:48.737 --> 01:49:52.638]  That's Stars and Stripes and Army Times three years ago, sir.
[01:49:52.918 --> 01:49:55.478]  Just Google, Brigade Homeland starts U.S.
[01:49:55.518 --> 01:49:55.778]  tour.
[01:49:55.839 --> 01:49:57.199]  Guys, type that in, we'll show it to them.
[01:49:58.341 --> 01:50:06.939]  They say they want a final domestic security force of 379,000 combat troops to occupy the United States.
[01:50:06.979 --> 01:50:07.500]  That's public.
[01:50:07.540 --> 01:50:07.941]  Did you know that?
[01:50:09.060 --> 01:50:13.102]  No, I didn't know that, but when I was there, this was when they brought them back.
[01:50:13.162 --> 01:50:15.362]  They had to expand the base and everything.
[01:50:15.523 --> 01:50:16.763]  This thing goes miles.
[01:50:16.843 --> 01:50:17.763]  It's not just acres.
[01:50:18.224 --> 01:50:21.425]  This thing is miles that they put our housing, Big Red One.
[01:50:22.025 --> 01:50:23.446]  And also, I wanted to make a point.
[01:50:23.546 --> 01:50:29.848]  I was driving a truck, and I used to haul heavy haul, and I went into Camp Shelby, Mississippi.
[01:50:30.848 --> 01:50:34.690]  And as I was leaving, I seen one of these FEMA camps.
[01:50:35.832 --> 01:50:37.014]  And it just blew me away.
[01:50:37.074 --> 01:50:39.176]  The roll bar wire fence and the whole bit around the top.
[01:50:39.217 --> 01:50:40.798]  And they have a gang walk on one end of it.
[01:50:40.839 --> 01:50:43.522]  And they have porta-potties on one end of it.
[01:50:43.702 --> 01:50:45.264]  And it just shook me.
[01:50:45.304 --> 01:50:46.085]  Let me stop you.
[01:50:46.125 --> 01:50:47.667]  People ask where there's a FEMA camp.
[01:50:47.727 --> 01:50:48.949]  It's in my film, The Takeover.
[01:50:49.551 --> 01:50:54.736]  They've got hangers out at the old airport with bolts and chains, fences inside, and porta-potties.
[01:50:55.096 --> 01:50:55.516]  Stay there.
[01:50:55.576 --> 01:50:59.800]  I want you to tell people what you saw, and we can go look on Google and actually pull it up.
[01:50:59.860 --> 01:51:02.383]  Tell us the name of the camp again and everything.
[01:51:02.403 --> 01:51:03.203]  We'll pull that up.
[01:51:03.644 --> 01:51:05.605]  Yeah, a lot of these camps are in Louisiana, Mississippi.
[01:51:06.286 --> 01:51:09.947]  Hey guys, are weaker testosterone levels taking you out of the game?
[01:51:10.187 --> 01:51:11.147]  Are you gaining fat?
[01:51:11.287 --> 01:51:12.088]  Feeling tired?
[01:51:12.268 --> 01:51:14.088]  Losing desire in the bedroom?
[01:51:14.348 --> 01:51:15.728]  Get back in the game!
[01:51:16.009 --> 01:51:25.611]  Call now for a risk-free trial of Ageless Male, a natural supplement shown to raise testosterone by 61% and maintain healthy, normal levels.
[01:51:25.931 --> 01:51:27.692]  No injections, no appointments.
[01:51:27.912 --> 01:51:32.253]  Just take Ageless Male every day and boost your testosterone by 61%.
[01:51:33.734 --> 01:51:40.136]  When your levels are healthy, you can feel energy again, a great outlook again, and yes, a healthy sex drive.
[01:51:40.337 --> 01:51:42.337]  The results are life-changing.
[01:51:42.557 --> 01:51:44.018]  Beware of cheap knockoffs.
[01:51:44.258 --> 01:51:51.765]  Ageless Male is an exclusive formula and the only one proven in research to boost testosterone 61%.
[01:51:52.045 --> 01:51:54.107]  Try Ageless Male, risk-free.
[01:51:54.427 --> 01:51:54.968]  Just call 1-800-497-8345.
[01:51:54.988 --> 01:51:55.068]  1-800-497-8345.
[01:51:55.088 --> 01:51:55.148]  1-800-497-8345.
[01:52:06.098 --> 01:52:07.359]  Hi, this is Alex Jones.
[01:52:07.399 --> 01:52:12.763]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:52:13.003 --> 01:52:17.626]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[01:52:18.006 --> 01:52:18.407]  It's true.
[01:52:18.487 --> 01:52:21.068]  Seeds have outperformed even gold and silver before in this country.
[01:52:21.309 --> 01:52:23.050]  And it's possible that could even happen again.
[01:52:23.590 --> 01:52:28.273]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:52:28.814 --> 01:52:30.735]  They call it a Survival Seed Bank.
[01:52:31.115 --> 01:52:35.738]  And it can produce an endless supply of nutrient-dense food for you and your family.
[01:52:35.918 --> 01:52:36.819]  And here's the best part.
[01:52:37.039 --> 01:52:39.801]  These seeds have not been genetically modified in any way.
[01:52:39.821 --> 01:52:43.423]  And you actually get enough seeds to plant a full acre crisis garden.
[01:52:43.744 --> 01:52:46.565]  So visit them today at survivalseedbank.com.
[01:52:46.926 --> 01:52:48.807]  That's survivalseedbank.com.
[01:52:49.147 --> 01:52:50.068]  Or give them a call at 877-327-0365.
[01:52:53.710 --> 01:52:55.472]  That's 877-327-0365.
[01:52:57.935 --> 01:53:02.441]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:53:02.781 --> 01:53:05.144]  This is Alex Jones for survivalseedbank.com.
[01:53:05.777 --> 01:53:08.059]  Big Berkey water filters are in high demand.
[01:53:08.299 --> 01:53:10.121]  Storable foods are also in high demand.
[01:53:10.341 --> 01:53:15.226]  BigBerkeyWaterFilters.com has always kept our focus on the Berkey water filter products.
[01:53:15.386 --> 01:53:18.809]  But increasingly, our customers have been asking for storable foods.
[01:53:19.089 --> 01:53:26.015]  After months of research, BigBerkeyWaterFilters.com now offers great tasting, long-lasting, storable foods.
[01:53:26.316 --> 01:53:29.618]  These ready-to-eat meals are packed in airtight nitrogen pouches.
[01:53:29.899 --> 01:53:31.220]  All you do is just add water.
[01:53:31.440 --> 01:53:35.104]  And because they're sealed so well, they come with a 25-year shelf life.
[01:53:35.365 --> 01:53:44.295]  Combine our Berkey water filters, which are powerful enough to purify treated, untreated, or even stagnant pond water with our storable foods, and you have a winning combination.
[01:53:44.535 --> 01:53:51.543]  Remember, we offer free shipping on every order over $50, and GCN listeners receive 5% off all ceramic filter systems.
[01:53:51.843 --> 01:53:56.026]  Alright my friends, coming up in the next hour, we're going to be joined by Don Browning
[01:54:20.885 --> 01:54:23.266]  He is a retired Oklahoma City police officer, U.S.
[01:54:23.306 --> 01:54:24.467]  Marine, and Vietnam veteran.
[01:54:24.507 --> 01:54:29.110]  He worked the K-9 unit, was part of the search and rescue team at the Murrah building after the bombing.
[01:54:29.750 --> 01:54:31.371]  And this is going to be an amazing interview.
[01:54:31.511 --> 01:54:35.334]  Again, it keeps breaking down the information that's in the film, a noble lie.
[01:54:36.583 --> 01:54:43.628]  I want to go back to your calls, and I haven't even gotten to the news yet on the subject of North Korea, the economy, and the Stinger missiles.
[01:54:44.528 --> 01:54:47.470]  But I'll get to them one way or the other, and we'll cover it all in the nightly news tonight.
[01:54:47.510 --> 01:54:48.831]  That's one good thing about doing the nightly news.
[01:54:48.851 --> 01:54:52.634]  A lot of the most important stuff I never get to on the radio.
[01:54:54.322 --> 01:54:57.665]  But right now, let's go back to Dale in Kansas.
[01:54:58.045 --> 01:55:02.288]  So tell me the name of the base, where you were, what area of it was.
[01:55:02.328 --> 01:55:03.589]  We'll go look on Google Maps.
[01:55:03.889 --> 01:55:15.657]  But yeah, that's what the Model Emergency Centers Establishment Act says, is that it's already there at bases, stockade facilities, and that it's set up and waiting for emergencies.
[01:55:16.057 --> 01:55:18.519]  And now we have the documents saying the military is going to man them.
[01:55:18.959 --> 01:55:19.959]  I've seen this about a year and a half ago.
[01:55:49.609 --> 01:55:59.352]  About a year ago, when I was on the base in Kansas delivering a truck, I moved a lot of these military trucks to the base.
[01:56:00.492 --> 01:56:02.252]  So what base in Kansas is this again?
[01:56:03.213 --> 01:56:06.554]  The base that I was pointing out has the FEMA camp.
[01:56:06.614 --> 01:56:07.894]  It's at Camp Shelby, Mississippi.
[01:56:08.490 --> 01:56:12.914]  Okay, Camp Shelby, I've seen that on some of the credible lists before.
[01:56:13.254 --> 01:56:14.836]  Camp Shelby, a lot of the stuff's there.
[01:56:15.096 --> 01:56:16.357]  Camp Shelby, Louisiana.
[01:56:16.917 --> 01:56:18.759]  Okay, please continue.
[01:56:18.799 --> 01:56:19.620]  Tell me what else you found.
[01:56:20.826 --> 01:56:24.027]  Uh, well, as I was leaving, I seen this camp.
[01:56:24.047 --> 01:56:25.288]  You could tell it was not normal.
[01:56:25.408 --> 01:56:27.889]  It's just like a Gestapo prison camp.
[01:56:28.009 --> 01:56:30.249]  I mean, it had a roll barbed wire fence and everything.
[01:56:30.790 --> 01:56:34.911]  And also, while I was up in South Dakota, I was delivering something up there.
[01:56:35.411 --> 01:56:36.592]  And I was out in the middle of nowhere.
[01:56:36.772 --> 01:56:39.413]  And I like helicopters and stuff like that.
[01:56:39.933 --> 01:56:41.473]  And I noticed this helicopter.
[01:56:41.773 --> 01:56:43.334]  And it was coming at me and coming at me.
[01:56:44.034 --> 01:56:45.215]  And as it got closer,
[01:56:46.363 --> 01:56:47.324]  Take a little more attention to it.
[01:56:47.884 --> 01:56:49.126]  It had no markings on it.
[01:56:49.366 --> 01:56:51.948]  All it had was the trilateral symbol on the belly of it.
[01:56:52.128 --> 01:56:53.169]  And black as coal.
[01:56:53.950 --> 01:56:56.733]  And people, you tell people this stuff, and they don't believe you.
[01:56:56.913 --> 01:56:57.914]  I mean, they just don't believe you.
[01:56:57.954 --> 01:57:01.277]  And I put my eyes on this stuff every time I hear about it.
[01:57:01.297 --> 01:57:04.460]  What about Camp Shelby, Mississippi?
[01:57:04.960 --> 01:57:06.722]  From my memory, that's a pretty big base.
[01:57:07.142 --> 01:57:11.887]  What area is this in with the classic stockade and the bar bar facing in?
[01:57:12.682 --> 01:57:18.463]  Okay, it's on the, as I was leaving I saw it, so it was on an exit route out of the base.
[01:57:18.503 --> 01:57:26.245]  So if you'll look it up, it's on the outside of, it's not on the outside of the base, but it's as you're leaving the base of the exits.
[01:57:26.785 --> 01:57:29.586]  You know, it's on the, it's not on the entrance of the base.
[01:57:29.606 --> 01:57:30.606]  Describe it more.
[01:57:30.646 --> 01:57:33.087]  Describe why you knew it was a FEMA camp.
[01:57:34.011 --> 01:57:34.631]  Oh, you can tell.
[01:57:34.711 --> 01:57:49.300]  I mean, with the real barbed wire fence and all it had was tents in there, little tents, and a whole bunch of porta-potties on one end of it, and then it had... What really shook me up was when I saw the gang walk up on top of, you know, up at the top of the fence.
[01:57:49.340 --> 01:57:51.901]  Sure, it's got an area for guards to walk around with shotguns.
[01:57:52.322 --> 01:57:54.763]  Right, just like, just like you'd see in a prison camp.
[01:57:56.148 --> 01:57:59.050]  And that's what really shook me up, and that has always stuck in my head.
[01:57:59.710 --> 01:58:06.514]  And then, of course, I watch this stuff every day, and I listen to you and stuff, and I listen to other things.
[01:58:07.034 --> 01:58:13.018]  And there has been, you all were talking about the buildup of police.
[01:58:13.178 --> 01:58:18.921]  Well, Interstate 70, I traveled it every day across Missouri, and there has been a buildup of police.
[01:58:19.581 --> 01:58:23.784]  State troopers, county sheriffs, everything.
[01:58:24.880 --> 01:58:27.921]  I would say it's probably tripled in build-up.
[01:58:28.021 --> 01:58:32.903]  Oh yeah, they're building up for the bankers to kill America and the cops.
