[00:00:00.009 --> 00:00:00.289]  Got it.
[00:52:26.852 --> 00:52:29.634]  This is the de-industrialization of this country.
[00:52:31.855 --> 00:52:32.596]  I'm digressing.
[00:52:32.636 --> 00:52:33.297]  Here's the headline.
[00:52:33.337 --> 00:52:35.999]  Ron Paul, they're setting the stage for violence in this country.
[00:52:37.313 --> 00:52:38.816]  There, meaning Homeland Security.
[00:52:39.257 --> 00:52:40.459]  We have the other reports on it.
[00:52:40.960 --> 00:52:43.204]  And we have our other report dealing with it all.
[00:52:46.328 --> 00:52:50.109]  Let me just go ahead and play you a clip now, the Clergy Response Teams.
[00:52:50.209 --> 00:53:05.535]  We got these documents three years before local newscasts around the nation, this is out of New Orleans, aired pieces telling the public, yes it's true, your preachers are being paid by the government and trained to tell you to go to camps and turn your guns in and take shots.
[00:53:06.015 --> 00:53:08.536]  We got these documents in 2005, man time's flown.
[00:53:12.895 --> 00:53:14.697]  Three years later, it comes out.
[00:53:14.777 --> 00:53:19.341]  People thought we had fake documents, even though they had the phone numbers to FEMA on them.
[00:53:20.622 --> 00:53:22.204]  Okay, I mean, how creepy is that?
[00:53:22.604 --> 00:53:30.431]  They've got preachers, now over 100,000 nationwide, trained to spy on their flock and to tell them to submit to government.
[00:53:33.168 --> 00:53:34.849]  Okay, we're going to play the Defazio first.
[00:53:34.869 --> 00:53:42.296]  This is a congressman wanting to see the Marshall Law plans and being told by Bush he can't see them under the Presidential Decision Directive.
[00:53:42.976 --> 00:53:44.557]  And it's the same under Obama.
[00:53:44.778 --> 00:53:46.939]  See, we effectively have a dictatorship.
[00:53:47.240 --> 00:53:48.561]  Not of the President himself.
[00:53:48.921 --> 00:53:52.644]  He's a blackmailed, capped, controlled teleprompter reader, no matter who it is.
[00:53:52.664 --> 00:53:54.446]  Unless it's Ron Paul.
[00:53:54.466 --> 00:53:56.447]  They're all globalists paid for over and over again.
[00:53:56.768 --> 00:53:59.530]  To get to this point, they've proven themselves political prostitutes.
[00:54:01.980 --> 00:54:06.924]  And you have to understand the office of the presidency, now through its executive power.
[00:54:07.104 --> 00:54:09.346]  I mean, look at Obama launching wars without congressional approval.
[00:54:09.646 --> 00:54:11.888]  Obama putting carbon taxes in without congressional approval.
[00:54:12.128 --> 00:54:14.450]  Obama just legalized 300,000 deportees.
[00:54:15.831 --> 00:54:18.093]  Saying, I don't need Congress to pass amnesty.
[00:54:18.454 --> 00:54:20.515]  I might deport felons.
[00:54:21.256 --> 00:54:24.699]  I feel, that violates federal law, immigration law.
[00:54:25.499 --> 00:54:26.780]  See, that's a dictator.
[00:54:27.281 --> 00:54:29.783]  And it's getting worse by the minute.
[00:54:31.343 --> 00:54:34.428]  Let's go ahead and play the clip of the congressman talking about the Marshall Law plans.
[00:54:37.012 --> 00:54:39.817]  Most Americans would agree that it would be prudent
[00:54:40.993 --> 00:54:48.940]  To have a plan to provide for the continuity of government and the rule of law in case of a devastating terrorist attack or natural disaster.
[00:54:48.960 --> 00:54:55.726]  A plan to provide for the cooperation, the coordination and continued functioning of all three branches of the government.
[00:54:55.766 --> 00:54:59.189]  The Bush administration tells us they have such a plan.
[00:54:59.629 --> 00:55:03.713]  They introduced a little sketchy public version that's clearly inadequate.
[00:55:04.314 --> 00:55:07.621]  Uh, and, and doesn't really tell us what they have in mind.
[00:55:07.942 --> 00:55:11.009]  But they said, don't worry, there's a detailed classified version.
[00:55:11.559 --> 00:55:12.760]  All right, that's enough.
[00:55:38.004 --> 00:55:39.065]  And it's only expanded.
[00:55:39.125 --> 00:55:41.786]  Now, we did pull up the Clergy Response Team clip.
[00:55:42.066 --> 00:55:43.527]  Just go to YouTube and type this in.
[00:55:44.347 --> 00:55:46.669]  It's also on my film, Police State 4, The Rise of FEMA.
[00:55:47.129 --> 00:55:49.970]  Now, the very first word gets partially cut off.
[00:55:49.990 --> 00:55:53.532]  She says, Will martial law ever be declared in America?
[00:55:56.134 --> 00:55:56.714]  Here's that clip.
[00:55:57.261 --> 00:55:59.663]  Will it ever become a reality in America?
[00:56:00.083 --> 00:56:04.406]  Some fear any nuclear, biological, or chemical attack on U.S.
[00:56:04.446 --> 00:56:06.528]  territory might trigger just that.
[00:56:06.988 --> 00:56:13.113]  And as KCLA News 12's Jeff Ferrell discovered, the clergy would help the government with potentially their biggest problem.
[00:56:14.295 --> 00:56:14.976]  Oh, thanks!
[00:56:14.996 --> 00:56:17.257]  From my cold, dead hands!
[00:56:17.518 --> 00:56:24.763]  Charlton Heston's famous declaration captures a truly American value, the overarching desire to protect our freedoms.
[00:56:25.443 --> 00:56:31.687]  But gun confiscation is exactly what happened during the state of emergency following Hurricane Katrina in New Orleans.
[00:56:32.408 --> 00:56:32.688]  U.S.
[00:56:32.728 --> 00:56:39.012]  troops also arrived, something far easier to do even now thanks to last year's elimination of the 1878 Posse Comitatus Act.
[00:56:41.454 --> 00:56:42.535]  That forbid U.S.
[00:56:42.595 --> 00:56:44.676]  troops from policing on American soil.
[00:56:46.858 --> 00:56:54.023]  If martial law were enacted here at home, like depicted in the movie The Siege, easing public fears and quelling dissent would be critical.
[00:56:54.503 --> 00:56:59.627]  And that's exactly what the Clergy Response Team, as it's called, helped accomplish in New Orleans.
[00:57:00.147 --> 00:57:06.672]  Jeff, the primary thing that we say to anybody is let's cooperate and get this thing over with, and then we'll settle the differences once the crisis is over.
[00:57:06.972 --> 00:57:12.876]  Such clergy response teams would walk a tightrope between the needs of the government versus the wishes of the public.
[00:57:13.376 --> 00:57:20.241]  In a lot of cases, these clergy would already be known in the neighborhoods in which they're helping to defuse that situation.
[00:57:20.501 --> 00:57:27.886]  For the clergy, one of the biggest tools that they will have in helping calm the public down or obey the law is the Bible itself.
[00:57:27.986 --> 00:57:29.107]  Alright, stop right there!
[00:57:29.967 --> 00:57:30.588]  Did you hear that?
[00:57:30.948 --> 00:57:33.450]  The government versus the people.
[00:57:33.490 --> 00:57:34.871]  The government's biggest problem, us.
[00:57:35.291 --> 00:57:36.432]  I thought we're the government.
[00:57:36.833 --> 00:57:38.434]  Romans 13, we're the government.
[00:57:38.734 --> 00:57:41.496]  It's the government that's been taken over that's not obeying the law.
[00:57:41.797 --> 00:57:43.338]  It's the government that's criminal.
[00:57:43.558 --> 00:57:45.540]  You're not supposed to obey Hitler or Stalin.
[00:57:45.680 --> 00:57:47.862]  We'll be right back with more congressional reports.
[00:57:49.813 --> 00:57:52.834]  Congratulations to our friends at eFoodsDirect.com.
[00:57:53.155 --> 00:57:57.517]  In August, they celebrate 30 years in the long-term storable food business.
[00:57:57.757 --> 00:58:04.940]  To celebrate, eFoodsDirect.com is offering the lowest price ever on their one-year Freedom Food Supply, even less than the price
[00:58:05.000 --> 00:58:05.320]  I think so.
[00:58:26.533 --> 00:58:27.033]  I think so.
[00:58:49.353 --> 00:58:50.494]  A very wealthy U.S.
[00:58:50.534 --> 00:58:57.201]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[00:58:57.461 --> 00:58:59.763]  He says it will change everything about our lives.
[00:59:00.024 --> 00:59:05.229]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[00:59:05.409 --> 00:59:08.192]  Now this man has made some outrageous predictions over the years.
[00:59:08.452 --> 00:59:10.514]  The crazy part is, he's usually right.
[00:59:10.754 --> 00:59:16.679]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[00:59:16.999 --> 00:59:20.202]  In fact, Barron's called his work a dire prophecy.
[00:59:20.382 --> 00:59:25.907]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[00:59:26.167 --> 00:59:27.468]  And it's a real eye-opener.
[00:59:27.808 --> 00:59:28.969]  I can't stress this enough.
[00:59:29.109 --> 00:59:31.651]  You should at least watch this free video online today.
[00:59:31.791 --> 00:59:35.835]  He explains everything you need to know, including simple steps you can take to protect yourself.
[00:59:36.015 --> 00:59:37.716]  You can find the video at www.
[00:59:38.797 --> 00:59:40.477]  End of America 3.com.
[00:59:40.618 --> 00:59:43.058]  That's End of America, the number 3.com.
[00:59:43.198 --> 00:59:46.899]  Watch the free video at www.EndOfAmerica3.com.
[00:59:47.059 --> 00:59:48.820]  That's EndOfAmerica3.com.
[00:59:50.340 --> 00:59:51.500]  Coast to Coast.
[00:59:51.860 --> 00:59:53.281]  Direct from Austin.
[00:59:53.921 --> 00:59:57.122]  You're listening to the Alex Jones Broadcasting Network.
[01:00:00.990 --> 01:00:07.015]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:07.616 --> 01:00:10.678]  It's Alex Jones and the GCN Radio Network.
[01:00:20.126 --> 01:00:23.449]  Okay, um... We're into the second hour.
[01:00:23.529 --> 01:00:24.790]  I want to open the phones up.
[01:00:25.290 --> 01:00:25.751]  I have...
[01:00:27.435 --> 01:00:35.960]  I've played some of the clubs I want to go over, but I want to break down exactly how they will roll out the implementation of the camps.
[01:00:36.941 --> 01:00:45.707]  Coming up in the next segment, I'm going to play a clip from congressional hearings back in the 80s dealing with martial law concentration camp plans.
[01:00:48.032 --> 01:00:56.138]  The toll-free number to join us on the Sunday broadcast is 877-789-ALEX.
[01:00:56.158 --> 01:00:56.839]  877-789-2539.
[01:00:57.940 --> 01:01:06.987]  Specifically, I'd like to get your take on the prospects of paying roughly double in the next few years for your electrical power.
[01:01:07.007 --> 01:01:10.970]  You're already paying more under the unofficial carbon taxes.
[01:01:11.851 --> 01:01:15.454]  The carbon taxes are, they shut down their competition and you pay the insiders more money.
[01:01:17.008 --> 01:01:20.289]  That's a direct tax, a direct insider.
[01:01:21.049 --> 01:01:28.992]  Why wouldn't big corporations come in if the people aren't aware and informed and they've got corrupt politicians that'll do whatever they're told?
[01:01:29.733 --> 01:01:32.014]  Wouldn't corporations come in and shut down their competition?
[01:01:32.054 --> 01:01:32.674]  Of course they would.
[01:01:32.694 --> 01:01:34.014]  Of course they would.
[01:01:34.034 --> 01:01:34.935]  I mean, that's a no-brainer.
[01:01:35.715 --> 01:01:37.015]  Do you have a view on that?
[01:01:37.095 --> 01:01:39.596]  Do you have a view on Ron Paul?
[01:01:40.056 --> 01:01:41.957]  Next time he's on, I'll bring more of this up with him.
[01:01:42.357 --> 01:01:43.218]  I've brought up the
[01:01:44.562 --> 01:01:47.825]  Emergency Centers Establishment Act, and he said it is a concern.
[01:01:49.026 --> 01:01:51.849]  But we already have the biggest prison population in the world.
[01:01:54.071 --> 01:01:55.492]  We're going into a depression.
[01:01:56.433 --> 01:01:59.296]  Gold is at $1,880 an ounce right now.
[01:01:59.956 --> 01:02:01.598]  What do you expect?
[01:02:02.759 --> 01:02:04.120]  What do you expect to happen?
[01:02:04.801 --> 01:02:07.123]  What do you think these tyrants would do?
[01:02:08.564 --> 01:02:13.005]  They've done exactly what tyrants throughout history have done over and over and over again.
[01:02:13.706 --> 01:02:18.007]  So again, I want to take your calls but have your comment and your question ready because we can move to the next person.
[01:02:18.867 --> 01:02:20.228]  The toll-free number to join us is 877-789-ALEX or 877-789-2539.
[01:02:20.248 --> 01:02:24.629]  It's a different number than the weekday show because we're still on the Genesis Network on Sundays.
[01:02:34.073 --> 01:02:42.816]  We're running the entire show out of our own office, our own studios here on the Sunday two-hour transmission.
[01:02:43.876 --> 01:02:57.401]  Now, some of the other news that we'll get to after I finish up with the FEMA camp information and the fact that it's starting to come out in the mainstream news, first responders not welcomed at 9-1-1 ceremony.
[01:02:58.001 --> 01:02:59.222]  That's right, none of them are welcomed.
[01:03:00.097 --> 01:03:04.800]  Because they've been complaining about the deadly dust and what the government did to them, CNN reports.
[01:03:05.340 --> 01:03:08.823]  First responders decry exclusion from 9-1-1 ceremony.
[01:03:09.503 --> 01:03:14.867]  Only in globalist-controlled America with a K would you see that type of evil.
[01:03:16.148 --> 01:03:19.350]  Also, we've got the latest on Libya.
[01:03:20.538 --> 01:03:21.499]  We're going to be breaking down.
[01:03:22.040 --> 01:03:24.662]  And of course I mentioned this earlier, but I've got to get more into it.
[01:03:24.942 --> 01:03:28.466]  Barack Obama cannot get Congress to pass amnesty for illegal immigrants.
[01:03:29.267 --> 01:03:33.791]  So now he's just going to ram it down our throats any way that he can.
[01:03:34.812 --> 01:03:38.016]  And he's saying, I'm just going to legalize the deportees now.
[01:03:39.652 --> 01:03:44.416]  We might hold felons and deport them, but everybody else should go free.
[01:03:44.836 --> 01:03:45.757]  I'm going to launch wars.
[01:03:46.257 --> 01:03:47.659]  I'm going to shut down power plants.
[01:03:48.319 --> 01:03:52.062]  I'm going to have the ATF go after gun shops for laws that don't exist.
[01:03:52.943 --> 01:03:55.605]  I'm going to have the Air Force raid gun shops in Las Vegas.
[01:03:56.105 --> 01:03:57.646]  That's CBS News Las Vegas.
[01:03:58.667 --> 01:03:59.788]  See, that's the thing.
[01:03:59.868 --> 01:04:01.930]  We've gone over the slippery slide.
[01:04:02.310 --> 01:04:03.771]  We were starting to go over it.
[01:04:05.192 --> 01:04:09.036]  Bush five years ago would say, hey, I promise I'm not spying on you without warrants.
[01:04:09.536 --> 01:04:10.097]  I promise.
[01:04:11.158 --> 01:04:12.139]  Then it came out he was.
[01:04:13.800 --> 01:04:15.542]  And so now they just go, yeah, we're spying on you.
[01:04:17.524 --> 01:04:19.265]  Yeah, DynCorp runs child kidnapping rings.
[01:04:19.305 --> 01:04:20.446]  Well, what's the big deal?
[01:04:21.808 --> 01:04:27.473]  Yeah, the Marines grow the opium in Afghanistan and we help ship it to you.
[01:04:28.854 --> 01:04:29.495]  What's wrong with that?
[01:04:30.902 --> 01:04:32.904]  Yeah, we're putting cancer viruses in your vaccines.
[01:04:33.324 --> 01:04:39.149]  Yeah, fluoride does give you a seven-fold increase in bone cancer and brain disorders increase.
[01:04:39.349 --> 01:04:39.869]  You know what?
[01:04:40.770 --> 01:04:44.533]  Yeah, your diabetes doubled the last decade and so did your cancer, but hmm.
[01:04:45.074 --> 01:04:47.536]  We got white papers talking about how we're doing it to you, so what?
[01:04:47.556 --> 01:04:49.738]  You know, there's a football game on.
[01:04:50.058 --> 01:04:50.718]  Here you go, doggy.
[01:04:50.838 --> 01:04:51.419]  Football game.
[01:04:51.659 --> 01:04:52.580]  Don't worry, we're killing you.
[01:04:52.600 --> 01:04:53.901]  Ha ha!
[01:04:54.341 --> 01:04:54.862]  Be right back.
[01:04:59.730 --> 01:05:04.034]  Alex Jones here with vital information concerning our nation's fragile food supply.
[01:05:04.434 --> 01:05:10.299]  Folks, there are some truly dangerous trends forming, and I think it's important for my listeners to do three things right away.
[01:05:10.859 --> 01:05:12.621]  Number one, study the past.
[01:05:13.141 --> 01:05:14.883]  History really does repeat itself.
[01:05:15.543 --> 01:05:19.267]  Number two, learn to spot the dangerous food shortage trends.
[01:05:20.379 --> 01:05:22.641]  Number three, take decisive action.
[01:05:23.462 --> 01:05:26.746]  A perfect storm is brewing, or a global food crisis.
[01:05:27.306 --> 01:05:32.051]  That's why I'm telling everyone to read the new book, Rising Prices, Empty Shelves.
[01:05:32.371 --> 01:05:35.775]  Warning signs that trigger the deadliest famines in history.
[01:05:36.355 --> 01:05:39.236]  Don't get caught unprepared when the crisis hits.
[01:05:39.756 --> 01:05:43.737]  This book is only available at risingpricesemptyshelves.com.
[01:05:44.257 --> 01:05:48.498]  You'll also get a free copy of Supermarket Survival, How to Cut Your Grocery Bills in Half.
[01:05:49.178 --> 01:05:53.299]  Again, that website is risingpricesemptyshelves.com.
[01:05:53.799 --> 01:05:55.960]  That's risingpricesemptyshelves.com.
[01:06:02.432 --> 01:06:09.481]  Defending the Republic from enemies foreign and domestic, it's Alex Jones.
[01:06:09.601 --> 01:06:18.031]  So, Congressman Ron Paul is asked, are you concerned about the
[01:06:19.528 --> 01:06:25.713]  Emergency Centers Establishment Act that openly says they'll build these giant camps all over the U.S.
[01:06:25.753 --> 01:06:27.554]  to hold the American people.
[01:06:28.355 --> 01:06:32.759]  And Ron Paul says, let me read the quote here, yeah, that's their goal.
[01:06:33.279 --> 01:06:36.782]  They're setting up the stage for violence in this country, no doubt about it.
[01:06:39.522 --> 01:06:44.784]  And he said on the show before he's concerned, but again, everything in that act is already in place.
[01:06:45.385 --> 01:06:55.069]  It's just like when it came out the NSA had been spying on the American people without warrants across the board, everything being filtered through spying systems at the major phone companies.
[01:06:55.849 --> 01:06:59.030]  They went from saying they hadn't been doing it to going, yes, we've been doing it.
[01:06:59.390 --> 01:07:00.711]  Congress passed a law.
[01:07:00.991 --> 01:07:05.033]  Congress passed a law and just said, Fourth Amendment, who needs it?
[01:07:06.360 --> 01:07:09.143]  Well, Congress also passed laws saying black people weren't human.
[01:07:10.204 --> 01:07:12.085]  Then they said black people were two-thirds human.
[01:07:12.886 --> 01:07:15.328]  Then they said they were human, separate but equal.
[01:07:15.688 --> 01:07:16.089]  You know what?
[01:07:16.890 --> 01:07:17.931]  Here's the deal, scum.
[01:07:18.451 --> 01:07:21.173]  Hitler could pass laws saying he was the supreme ruler.
[01:07:21.714 --> 01:07:22.595]  I'm not following him.
[01:07:24.353 --> 01:07:29.498]  And the federal government can run around and pay preachers off to tell folks, go to the camp, take your inoculations.
[01:07:29.518 --> 01:07:35.324]  I mean, I played you a newscast, and the preachers are saying, when it's time to go to the camp, I tell you to do it.
[01:07:35.804 --> 01:07:36.665]  It's of Jesus.
[01:07:36.865 --> 01:07:37.927]  No, it's not of Jesus.
[01:07:38.707 --> 01:07:42.131]  Jesus didn't follow what the government said to do, and they crucified him.
[01:07:43.211 --> 01:07:48.413]  All the prophets, did they throw Daniel in the lion's den because he was licking the king's boots?
[01:07:49.093 --> 01:07:50.954]  What about the folks going to the fiery furnace?
[01:07:50.974 --> 01:07:52.535]  What about John the Baptist?
[01:07:52.555 --> 01:07:54.775]  Did Herod cut his head off because he was following his orders?
[01:07:57.717 --> 01:08:01.718]  Hitler's favorite verse, broadcast daily on the radio, was Romans 13.
[01:08:02.258 --> 01:08:05.179]  And German Christians just said, Howl Hitler!
[01:08:05.640 --> 01:08:08.060]  I mean, totally taken out of context.
[01:08:09.741 --> 01:08:11.742]  How creepy is it
[01:08:12.793 --> 01:08:24.921]  That the federal government for at least six, seven years has been covertly training preachers to spy on their flocks and tell them to submit to government, including turn their guns in, go to camps and take shots.
[01:08:26.843 --> 01:08:36.209]  And these same Christians say that Rick Perry is the second coming of Christ, even though he's a porno shop investor and everything else, although that's confirmed.
[01:08:36.249 --> 01:08:38.851]  He's got an expense account stuff that came out.
[01:08:38.931 --> 01:08:39.992]  I didn't believe it when I saw it.
[01:08:40.012 --> 01:08:40.712]  I went and looked it up.
[01:08:44.770 --> 01:08:52.135]  Special type of burlesque shows with men dressed as women, but you know at the end of the day Whatever whatever's going on his personal life.
[01:08:52.175 --> 01:08:55.797]  That isn't really my issue My issue is he's told little girls.
[01:08:56.157 --> 01:09:04.283]  It's the law you got to take a shot when it wasn't the law It was a hoax and he was paid by the company his chief of staff and
[01:09:05.370 --> 01:09:08.411]  Others got out there and told the public, hey, it's the law, you gotta take this.
[01:09:09.331 --> 01:09:19.753]  And Rick Perry came out and said it's the law, you gotta take it, when they knew it was an experimental shot that had been killing people in the trials that they couldn't get approval for unless it became government mandated.
[01:09:20.593 --> 01:09:22.114]  I mean, that's a new level of evil.
[01:09:23.714 --> 01:09:26.194]  But hey, you want to be conned and manipulated?
[01:09:26.575 --> 01:09:28.155]  You think it's of the Lord to worship Hitler?
[01:09:29.190 --> 01:09:32.093]  Stalin, I mean, whatever government's put above you, it's of God.
[01:09:32.433 --> 01:09:33.755]  I thought it's we the people.
[01:09:33.815 --> 01:09:35.016]  I thought we were the sovereign.
[01:09:35.056 --> 01:09:36.617]  I thought we were the government.
[01:09:37.819 --> 01:09:39.000]  Oh, but you heard the newscast.
[01:09:39.020 --> 01:09:43.044]  The preacher says we've got to deal with the government's biggest problem, the people.
[01:09:44.104 --> 01:09:45.005]  Their biggest enemy.
[01:09:46.006 --> 01:09:47.147]  But that's actually true!
[01:09:47.627 --> 01:09:56.694]  The government is run by a collection of special interests who are totally ruthless and will put dictators in over third world countries to rob the public.
[01:09:56.714 --> 01:09:57.775]  Do you think they'll do that here?
[01:09:58.076 --> 01:09:58.756]  You better believe it.
[01:09:58.956 --> 01:10:02.039]  But not a dictator of a single president, but of a system.
[01:10:03.340 --> 01:10:05.522]  And of the private contractors that feed off of it.
[01:10:06.960 --> 01:10:09.783]  So this article is the top story at InfoWars.com.
[01:10:09.803 --> 01:10:10.724]  I hope you get it out to everybody.
[01:10:10.804 --> 01:10:14.807]  Ron Paul, they're setting the stage for violence in this country.
[01:10:16.269 --> 01:10:17.810]  They're going to shut the economy off.
[01:10:18.691 --> 01:10:19.952]  The people are going to get angry.
[01:10:20.713 --> 01:10:22.014]  Folks that have their pensions cut.
[01:10:23.476 --> 01:10:24.797]  People that have their farms taken.
[01:10:25.678 --> 01:10:26.859]  Oh, I got another report on that.
[01:10:28.530 --> 01:10:37.963]  USDA signs MOU, Memo of Understanding, with the Rockefeller Council of Foundations to exploit rural America and to deploy the U.S.
[01:10:38.063 --> 01:10:41.068]  Army and Homeland Security as the new Green Police.
[01:10:43.200 --> 01:10:45.821]  And they openly admit it's Agenda 21 of the UN.
[01:10:46.761 --> 01:10:53.423]  People that don't know about the Agenda 21, I've been talking about it for 15 years, and now Beck's talked about it some, and that's good.
[01:10:53.923 --> 01:10:55.023]  They think we're making it up.
[01:10:55.664 --> 01:11:09.948]  You know, when they tried to pass that Food Safety Act written by Big Pharma and Agra to shut down their competition last year, it actually said this law adopts the entire treaty of Codex Alimentarius, which is part of Agenda 21.
[01:11:12.270 --> 01:11:14.211]  You talk about total control.
[01:11:14.791 --> 01:11:16.772]  Stalin shut down the farms and ranches.
[01:11:17.052 --> 01:11:28.278]  They have ranches out there, raising cattle in Russia, Ukraine, Belarus, Poland, the dairies, the rest of it.
[01:11:29.198 --> 01:11:36.121]  I mean, if you study the Soviets, or you study any other authoritarian system, it's a carbon copy.
[01:11:36.141 --> 01:11:38.042]  They are following it like a road map.
[01:11:40.438 --> 01:11:42.299]  People are like, well, Obama, we're going to kick him out.
[01:11:42.319 --> 01:11:43.379]  He's got low approval ratings.
[01:11:44.080 --> 01:11:46.461]  Major studies out show he's probably going to lose the election.
[01:11:46.781 --> 01:11:47.602]  It doesn't matter.
[01:11:47.882 --> 01:11:52.404]  You think the next person who's gone through their whole career selling out to the system?
[01:11:53.264 --> 01:12:01.789]  Do you think the next person, if it's Mitt Romney or one of these people, Rick Perry, do you really think they're going to change anything?
[01:12:02.489 --> 01:12:02.669]  No.
[01:12:03.269 --> 01:12:06.971]  That's why they're all going after Ron Paul and demonizing him when they're not ignoring him.
[01:12:07.631 --> 01:12:08.312]  Because they're scared.
[01:12:09.329 --> 01:12:11.310]  Because they know Ron Paul's real, ladies and gentlemen.
[01:12:11.330 --> 01:12:12.791]  He predicted everything that's now happening.
[01:12:13.211 --> 01:12:22.357]  Wasn't hard to predict it when they told the banks in 99, you can now issue, if you're a part of the big six, unlimited fake counterfeit instruments.
[01:12:23.337 --> 01:12:24.518]  And they bought up everything with it.
[01:12:24.818 --> 01:12:27.039]  And then when it all went bankrupt, they kept the profits.
[01:12:27.880 --> 01:12:31.842]  They privatized the profits and said, here, here, you pay for it.
[01:12:31.922 --> 01:12:32.903]  Socialize the risk.
[01:12:34.619 --> 01:12:36.160]  And they bankroll all the candidates.
[01:12:36.880 --> 01:12:42.404]  Perry's bankrolled by the big banks while he talks about getting rid of the Federal Reserve, because he knows how popular it is.
[01:12:42.624 --> 01:12:43.865]  And that's the positive sign.
[01:12:44.105 --> 01:12:53.831]  We've gotten to the point now that Rick Perry, who is a political chameleon, a shapeshifter, is talking about, well, I'm rooting, tooting Yosemite Sam!
[01:12:54.191 --> 01:12:55.552]  I want to secede!
[01:12:55.952 --> 01:12:59.574]  And I want to... I'm shooting coyotes out in Wesley.
[01:12:59.634 --> 01:13:00.455]  Yeah, right.
[01:13:00.515 --> 01:13:02.256]  There's no dead body, but I did it.
[01:13:02.336 --> 01:13:04.117]  I'm rooting, tooting tough.
[01:13:05.316 --> 01:13:05.936]  Well, no, I'm not.
[01:13:07.357 --> 01:13:10.879]  Anyways, now he's like, I'm getting rid of that Federal Reserve.
[01:13:11.059 --> 01:13:13.860]  You don't print money to laugh at the election, you traitors.
[01:13:16.201 --> 01:13:19.243]  Now, let's finish up and come back with your calls.
[01:13:19.583 --> 01:13:33.210]  Let's finish up with a Bill Moyers report from PBS back in the 1980s on Iran-Contra and the fact that there was a plan to stir up riots in America and set up martial law.
[01:13:35.475 --> 01:13:38.356]  But that plan got nipped in the bud because Congress blew the whistle.
[01:13:38.536 --> 01:13:42.456]  And here's Congressman Jack Brooks being told to shut up when he asked Oliver North about it.
[01:13:42.656 --> 01:13:43.217]  Here's the clip.
[01:13:43.917 --> 01:13:45.757]  Reagan was elected to the presidency.
[01:13:46.077 --> 01:13:52.118]  He installed Louis Giafrida as head of FEMA, the Federal Emergency Management Agency.
[01:13:53.679 --> 01:14:01.000]  Giafrida was an old, cold warrior from Reagan's California days, whose specialty was suppression of unrest and dissent.
[01:14:01.906 --> 01:14:09.533]  Giafrida, North, and George Bush began to turn FEMA into an instrument of domestic anti-terrorism.
[01:14:10.613 --> 01:14:24.245]  You're dealing with a group of people in the Reagan administration who equated political dissent with treason, and who cannot differentiate between emergency procedures, which I think everyone agrees are necessary, and suppressing political dissent.
[01:14:24.984 --> 01:14:32.873]  And with North and Poindexter and Casey, you had a group of people who saw Americans who disagreed with them as the enemy.
[01:14:33.474 --> 01:14:43.905]  Colonel North, in your work at the NSC, were you not assigned at one time to work on plans for the continuity of government in the event of a major disaster?
[01:14:44.326 --> 01:14:45.087]  Mr. Chairman...
[01:14:48.627 --> 01:14:58.911]  I believe that question touches upon a highly sensitive and classified area, so may I request that you not touch upon that, sir?
[01:15:00.491 --> 01:15:14.896]  I was particularly concerned, Mr. Chairman, because I read in Miami Papers and several others that there had been a plan developed by that same agency
[01:15:16.440 --> 01:15:21.929]  A contingency plan in the event of an emergency that would suspend the American Constitution.
[01:15:21.969 --> 01:15:26.496]  And I was deeply concerned about it and wondered if that was the area in which he had worked.
[01:15:28.482 --> 01:15:34.385]  May I most respectfully request that that matter not be touched upon at this stage.
[01:15:34.465 --> 01:15:39.867]  If we wish to get into this on certain arrangements can be made for an executive session.
[01:15:40.568 --> 01:15:41.268]  All right.
[01:15:41.308 --> 01:15:46.411]  Tragically, the only member who got close... Oh, let's finish up with Henry Beaconson.
[01:15:46.531 --> 01:15:56.656]  Yeah, now, see, there's a lot of delusional people out there that say, hey, you crazy shouldn't be so concerned about tyranny.
[01:16:00.774 --> 01:16:04.398]  Hundreds of nations have fallen to tyranny in the last century alone.
[01:16:04.798 --> 01:16:07.802]  This is our last chance to not relive history.
[01:16:08.042 --> 01:16:12.827]  As they're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[01:16:12.847 --> 01:16:19.094]  I have tremendous influence on our President and Congress, and they really are calling the shots.
[01:16:19.234 --> 01:16:21.477]  I think it's incumbent upon all of us
[01:16:21.997 --> 01:16:22.277]  Tim Geithner?
[01:16:22.297 --> 01:16:22.557]  Bernanke?
[01:16:22.577 --> 01:16:22.998]  They're arsonists!
[01:16:23.018 --> 01:16:23.918]  They're asking for more matches!
[01:16:23.938 --> 01:16:25.620]  And the Congress is saying, who do we make the check out to?
[01:16:40.911 --> 01:16:42.754]  Today seems like nobody does care.
[01:16:43.034 --> 01:16:47.840]  And right now in Washington, D.C., we have seen a fall of the republic.
[01:16:48.181 --> 01:16:57.313]  Get your copy of Fall of the Republic on DVD at Infowars.com or watch it online right now in super high quality at PrisonPlanet.tv.
[01:17:01.223 --> 01:17:04.864]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
