[00:00:13.131 --> 00:00:13.331]  I think.
[00:46:13.038 --> 00:46:20.780]  Could you imagine Eisenhower calling up, hey Mamie, I'm thinking of, you know, should we go invade Normandy today?
[00:46:20.800 --> 00:46:33.584]  You know, ask the kids, as Obama, you know, I asked Malia and Sasha, you know, they have some friends in school that have gay parents, whether or not, you know, we should have this gay bill.
[00:46:34.004 --> 00:46:36.605]  Could you imagine Eisenhower doing this?
[00:46:36.985 --> 00:46:38.285]  Look at these guys!
[00:46:38.705 --> 00:46:39.926]  They're not guys!
[00:46:40.606 --> 00:46:47.789]  They're metrosexuals, half-man, half-woman, who knows what they are, but I can tell you what they don't have.
[00:46:48.530 --> 00:47:01.456]  By Rand Paul selling out Ron Paul supporters to me, this is the reason why we need a new third party and break the chains from this control that we have.
[00:47:01.516 --> 00:47:03.697]  Look, I grew up during the Cold War.
[00:47:04.477 --> 00:47:07.439]  They used to say hi to having an election in the Soviet Union.
[00:47:07.719 --> 00:47:10.001]  Heh, what a joke.
[00:47:10.021 --> 00:47:11.322]  98% of the people get re-elected.
[00:47:11.622 --> 00:47:13.604]  Yeah, just like in the United States.
[00:47:13.944 --> 00:47:19.308]  What, 96% of the incompetents get back in because they buy the elections?
[00:47:19.328 --> 00:47:20.849]  What do you mean, buy the elections?
[00:47:21.209 --> 00:47:23.110]  Those are campaign contributions.
[00:47:23.371 --> 00:47:25.112]  Yeah, how about bribes and payoffs?
[00:47:26.613 --> 00:47:27.854]  Let's expand on that.
[00:47:29.168 --> 00:47:45.272]  What do you predict is going to happen next politically now if you have Mitt Romney bought and paid for by Bain Capital, Obama bought and paid for by it, he helped write Obamacare, he's for open borders, gun control, all the things Obama supports.
[00:47:45.892 --> 00:47:49.293]  I see no Mitt Romney stickers, only Ron Paul stickers everywhere.
[00:47:49.713 --> 00:47:51.153]  The tail is wagging the dog.
[00:47:51.953 --> 00:47:55.034]  You predicted the Tea Party two years before it materialized.
[00:47:55.925 --> 00:47:57.727]  What do you predict comes now?
[00:47:58.087 --> 00:48:02.851]  What's going to become of constitutionalists that use Ron Paul as a focal point?
[00:48:03.191 --> 00:48:05.914]  What do you see with five million guns being sold a month?
[00:48:06.314 --> 00:48:08.276]  What do you see in the future of this country?
[00:48:08.296 --> 00:48:11.779]  Then let's look at Europe financially and other trends that are on your radar screen.
[00:48:12.315 --> 00:48:15.558]  Well, first of all, on the political end, there's a huge vacuum.
[00:48:15.999 --> 00:48:17.320]  And it's waiting to be filled.
[00:48:17.801 --> 00:48:19.762]  And now Ron Paul has vacated it.
[00:48:20.123 --> 00:48:21.965]  There is no Freedom Party anymore.
[00:48:22.225 --> 00:48:24.447]  There's no Constitutional Party anymore.
[00:48:24.788 --> 00:48:25.368]  It's gone.
[00:48:25.949 --> 00:48:30.914]  And all of this election is going to be, again, it's going to be a corporate media election.
[00:48:31.414 --> 00:48:46.964]  And you're the Bilderberg man, you and Webster Tarpley, you're the guys that, he put it on the map, you kept it on the map, and what you have done, the whole United States and much of the world should applaud you and your team for putting this out in public.
[00:48:47.224 --> 00:48:51.427]  Because you've got the two Bilderberg buddies fighting it out.
[00:48:51.687 --> 00:48:52.948]  That's all this is.
[00:48:53.248 --> 00:48:54.809]  May the worst man win.
[00:48:55.149 --> 00:48:58.812]  Because both of them are nothing more than mouthpieces for the group.
[00:48:59.432 --> 00:49:06.894]  So, now as we go, as you want me to look at what's going on in the world, this was a very important week and tomorrow is going to be an important day.
[00:49:07.854 --> 00:49:14.876]  The Spanish government really desperately needs about 40 billion euros to bail out their banks.
[00:49:15.297 --> 00:49:17.797]  They're going to be crying for more euro support.
[00:49:18.197 --> 00:49:19.678]  I want to make this really clear.
[00:49:19.698 --> 00:49:23.479]  The European Monetary Union charters have been destroyed.
[00:49:23.979 --> 00:49:26.582]  They're not worth the paper they're printed on.
[00:49:26.842 --> 00:49:28.124]  They're just a lot of crap.
[00:49:28.404 --> 00:49:29.585]  They don't abide by them.
[00:49:29.846 --> 00:49:32.008]  Countries aren't supposed to get bailed out.
[00:49:32.449 --> 00:49:38.035]  The next big thing is, and this is very important, are they going to come out with a Eurobond scheme?
[00:49:38.916 --> 00:49:50.406]  They're gonna take all these useless bonds from countries like Italy and Spain and Portugal and Greece and Ireland and put them in a basket and call one level on them so they can keep the Ponzi scheme going.
[00:49:50.766 --> 00:49:54.370]  They're talking about doing a bond deal that they won't have to pay them off for 25 years.
[00:49:54.770 --> 00:49:59.491]  Again, you said years ago, and Bob Chapman and many others, that exactly this would happen.
[00:49:59.791 --> 00:50:08.693]  They implode it by design, claim they're the saviors, and then get everybody even into deeper debt when over 90% of it is derivatives that these gangsters created.
[00:50:09.113 --> 00:50:11.494]  It's incredible, and we covered that in the news portion tonight.
[00:50:11.774 --> 00:50:13.054]  They're now announcing it.
[00:50:13.094 --> 00:50:15.095]  I mean, how much will Europe put up with?
[00:50:16.138 --> 00:50:19.239]  They'll continue to do it, just like they put up in this country.
[00:50:19.719 --> 00:50:28.822]  So as long as the systems stay up, and they keep the natives from rebelling, that's all they're interested in doing.
[00:50:29.122 --> 00:50:34.284]  So I believe they're going to come up with another scheme that's going to keep this thing in check.
[00:50:34.384 --> 00:50:39.046]  Now, China, just lowered interest rates and dumped more stimulus in.
[00:50:39.446 --> 00:50:41.867]  Or Australia, lowered interest rates.
[00:50:43.180 --> 00:50:45.744]  India, India, the rupee is crashing.
[00:50:46.045 --> 00:50:47.728]  They're gonna dump more stimulus.
[00:50:47.748 --> 00:50:48.208]  Inflation!
[00:50:49.306 --> 00:50:53.669]  Inflation and just Brazil, lowering interest rates.
[00:50:53.749 --> 00:50:56.311]  Their GDP numbers are way off.
[00:50:57.011 --> 00:51:00.634]  Russia, look at the price of commodities.
[00:51:01.214 --> 00:51:03.015]  Oil prices are plummeting.
[00:51:03.215 --> 00:51:03.676]  Why?
[00:51:04.076 --> 00:51:07.198]  A lot of it has to do with supply and demand.
[00:51:07.498 --> 00:51:09.299]  The demand is not there.
[00:51:09.480 --> 00:51:13.963]  So what we've got is depression in the real economy with certain areas of inflation.
[00:51:14.323 --> 00:51:15.784]  That's like a double whammy, isn't it?
[00:51:16.264 --> 00:51:16.945]  You got it.
[00:51:17.725 --> 00:51:19.106]  And so they know this.
[00:51:19.746 --> 00:51:21.547]  And so this is a big weekend.
[00:51:22.068 --> 00:51:24.869]  Because if they don't put, this is the one to watch.
[00:51:25.289 --> 00:51:30.472]  If the euro crisis isn't solved, the entire global economy crashes.
[00:51:30.773 --> 00:51:35.815]  Most of China's exports go into Europe, the next big market is the US.
[00:51:36.256 --> 00:51:41.779]  If the US and Europe don't buy, China, Vietnam, Indonesia, India, they don't sell.
[00:51:42.319 --> 00:51:51.763]  If they don't make stuff to sell Australia, Brazil, Chile, Bolivia, they're not exporting natural resources.
[00:51:52.063 --> 00:51:54.464]  The entire system is collapsing.
[00:51:54.785 --> 00:51:56.665]  The one to watch is Europe.
[00:51:57.066 --> 00:51:57.686]  And listen!
[00:51:58.326 --> 00:52:01.009]  Listen to what Obama is doing already.
[00:52:01.029 --> 00:52:06.434]  They're already blaming Europe for the problems over here in the US.
[00:52:07.094 --> 00:52:16.063]  And there's, I mean, the lousy job numbers, one thing after another, productivity numbers, new home sale numbers, you go down the list, they're blaming Europe.
[00:52:16.463 --> 00:52:18.705]  Now, having said that, we saw
[00:52:19.486 --> 00:52:28.629]  Osama Bin Bernanke, America's public enemy number one yesterday, come out and say, well, you know, we haven't closed the door on QE3.
[00:52:28.989 --> 00:52:30.170]  We're still looking at it.
[00:52:30.250 --> 00:52:31.290]  Something may happen.
[00:52:31.630 --> 00:52:32.951]  Here's my forecast.
[00:52:34.952 --> 00:52:40.514]  Watch for the unemployment numbers in June and July, particularly the June numbers when they come out.
[00:52:41.175 --> 00:52:45.256]  If they're dismal, count on more QE2.
[00:52:45.356 --> 00:52:54.740]  To me, Bernanke is nothing more than a flunky for Obama, just like Greenspan was for Bush 1 and Bush 2.
[00:52:55.000 --> 00:52:57.321]  But Bush 1, if you go back to the 1992 elections,
[00:52:58.962 --> 00:53:09.979]  They started lowering interest rates and juicing the economy before the 92 election and they just came up a little bit too short and allowed Bill Clinton to get in there.
[00:53:10.240 --> 00:53:12.283]  They won't make this mistake this time.
[00:53:12.603 --> 00:53:13.946]  They will do everything.
[00:53:14.426 --> 00:53:29.331]  Everything to juice this economy before the election, and short of that, if they don't, El Presidente of Los Estados Unidos, because we've turned into a banana republic, will start a dandy little war.
[00:53:29.671 --> 00:53:31.791]  Hey, you want to send some more drones?
[00:53:32.111 --> 00:53:33.932]  How about knocking out Iran?
[00:53:34.292 --> 00:53:37.434]  I gotta tell you, Alex, we gotta stop them Syrians!
[00:53:37.794 --> 00:53:39.916]  Hey, look what's going on over there in Yemen!
[00:53:40.196 --> 00:53:41.637]  Those al-Qaeda's are loose!
[00:53:42.057 --> 00:53:44.239]  Gotta get down here in Sudan and Somalia!
[00:53:44.579 --> 00:53:51.224]  No, they're gonna take us to war if they can't bail us out of the economy to make it look good so Obama wins.
[00:53:51.704 --> 00:53:55.166]  So, who are you predicting they're gonna put in, not that it matters between the two?
[00:53:55.967 --> 00:53:57.288]  I think it's gonna be Obama.
[00:53:58.683 --> 00:53:59.824]  That's our forecast.
[00:54:00.565 --> 00:54:02.167]  We don't see Romney beating him.
[00:54:02.528 --> 00:54:12.901]  It's a presidential reality show, and the people vote on the one, you know, that's saying that politics is show business for ugly people.
[00:54:13.402 --> 00:54:15.204]  Obama's a better performer.
[00:54:15.444 --> 00:54:16.826]  That's all it comes down to.
[00:54:16.846 --> 00:54:29.643]  Well, maybe that's what Ron Paul and Rand Paul think, is get him on the VP, they run, they lose, but now Rand is even better known, and then that gives him a shot in four years, but the Pauls have never, have never played politics, and it just seems so destructive.
[00:54:30.364 --> 00:54:30.824]  It is!
[00:54:31.525 --> 00:54:34.169]  It is because this isn't about politics.
[00:54:34.709 --> 00:54:36.031]  It's about principle.
[00:54:36.552 --> 00:54:38.414]  It's about morality.
[00:54:39.035 --> 00:54:39.936]  It's about war.
[00:54:39.976 --> 00:54:41.839]  Look at the report that came out today.
[00:54:42.680 --> 00:54:45.384]  Our soldiers are committing suicide?
[00:54:45.985 --> 00:54:46.966]  One guy a day?
[00:54:47.907 --> 00:54:49.849]  I mean, can't the country wake up to this?
[00:54:50.229 --> 00:55:01.538]  We're using these poor men and women as cannon fodder for psychopaths, to send them into these terrible places like Afghanistan and Iraq, for what?
[00:55:01.758 --> 00:55:04.500]  For 5, 6, 7, for 5, 6, 7 tours?
[00:55:05.120 --> 00:55:15.649]  Okay, I've been asking the questions here on the economy, on politics, in the New Trends Journal coming out, what else are you really looking on, or looking into right now?
[00:55:16.542 --> 00:55:20.289]  Oh, it's the global economic issue.
[00:55:20.750 --> 00:55:25.660]  We are very concerned of a global collapse and a move to World War III.
[00:55:25.920 --> 00:55:27.483]  Because here, add it up, Alex.
[00:55:28.832 --> 00:55:33.495]  Even, even, even the Republicans and Democrats could add this one up.
[00:55:34.035 --> 00:55:35.696]  You got a war in Yemen.
[00:55:36.057 --> 00:55:37.598]  You got one in Syria.
[00:55:38.098 --> 00:55:40.559]  The people are taking to the streets in Morocco.
[00:55:40.579 --> 00:55:41.900]  They had enough of their king.
[00:55:42.381 --> 00:55:44.222]  You have a war in Bahrain.
[00:55:44.422 --> 00:55:45.482]  Oh, don't call it a war.
[00:55:45.743 --> 00:55:49.585]  They're gonna have Shia Iranians that are instigating it over there.
[00:55:49.605 --> 00:55:51.506]  Couldn't be because the fifth leader's over there.
[00:55:51.866 --> 00:55:52.227]  You have
[00:55:53.167 --> 00:55:54.568]  Egypt is falling apart.
[00:55:54.608 --> 00:55:59.210]  Remember we said nothing would come of the fall with Mubarak?
[00:55:59.730 --> 00:56:00.890]  Here goes the old boss.
[00:56:00.930 --> 00:56:02.011]  Welcome the new boss.
[00:56:02.771 --> 00:56:04.232]  Tunisia's still a mess.
[00:56:04.852 --> 00:56:07.713]  Spain, the indignados are out in the street.
[00:56:08.013 --> 00:56:09.274]  What do you have?
[00:56:09.874 --> 00:56:10.694]  25% unemployment.
[00:56:11.054 --> 00:56:14.236]  And they have the gall to call it a recession.
[00:56:14.316 --> 00:56:15.076]  It's a depression.
[00:56:15.516 --> 00:56:22.920]  Spain, Greece, the new numbers came out, a depression, 24%, 22% unemployment official.
[00:56:23.320 --> 00:56:27.383]  You go over to Italy, they're in a recession slash depression.
[00:56:27.783 --> 00:56:31.305]  You're seeing uprising and riots worldwide.
[00:56:31.805 --> 00:56:33.426]  Hungary is in a recession.
[00:56:33.906 --> 00:56:36.908]  Lithuania is in a recession, Bulgaria, Romania.
[00:56:37.768 --> 00:56:40.489]  It's a world is at war.
[00:56:40.809 --> 00:56:44.010]  It's look at the parties that are coming to power.
[00:56:44.330 --> 00:56:51.732]  Yeah, there was the look in Italy, the Beppo Grilli party, the five star movement.
[00:56:52.292 --> 00:56:54.012]  It's now the third largest party.
[00:56:54.392 --> 00:56:56.553]  You look what happened in France with Le Pen.
[00:56:56.853 --> 00:56:59.994]  Look what's happening in Greece with that with that new party.
[00:57:01.494 --> 00:57:03.737]  Yeah, so it's one after another.
[00:57:04.037 --> 00:57:11.907]  The world is blowing up in front of our face and no one wants to put the pieces together.
[00:57:12.708 --> 00:57:14.250]  That's what we're writing about.
[00:57:14.270 --> 00:57:15.973]  What is it going to take?
[00:57:16.453 --> 00:57:19.016]  Let me raise this point to you, then it goes back to politics.
[00:57:20.299 --> 00:57:21.260]  Versus principle.
[00:57:21.940 --> 00:57:24.101]  What does the ruling class think they're doing?
[00:57:24.141 --> 00:57:31.286]  I mean, they've got to know that all they can do is a big war, but that's not going to probably work either, most analysts say.
[00:57:31.306 --> 00:57:37.390]  30,000 armed drones, TSA checkpoints, it's clear they're getting us ready for martial law.
[00:57:38.377 --> 00:57:42.281]  But the police and military I talked to are really starting to wake up.
[00:57:44.002 --> 00:57:46.745]  I think we could end up actually arresting these globalists.
[00:57:46.805 --> 00:57:48.907]  They're all a bunch of Bernie Madoff, Ken Lay types.
[00:57:49.848 --> 00:57:52.731]  I mean, now finally JP Morgan is having to pay back.
[00:57:53.571 --> 00:57:58.034]  Uh, the 600 million or whatever that they got from MFGlobal, I saw that in the Wall Street Journal last week.
[00:57:58.254 --> 00:57:59.375]  Did you get your money back?
[00:58:00.035 --> 00:58:03.017]  Oh, no, and that guy called John the Slime Cause Line.
[00:58:03.317 --> 00:58:08.320]  In any case, they may, they may, you know, throw some civil suit on him.
[00:58:08.740 --> 00:58:11.021]  No, no bringing him in for fraud charges.
[00:58:11.281 --> 00:58:14.943]  You haven't seen one head roll on Wall Street.
[00:58:15.303 --> 00:58:22.107]  The Goldman Sachs gang gets what, a couple of years ago, $555 million fine, couple of days worth of business.
[00:58:22.367 --> 00:58:24.928]  We neither admit nor deny any wrongdoing.
[00:58:25.188 --> 00:58:26.669]  What do you mean, it happened by itself?
[00:58:27.369 --> 00:58:34.153]  No, you said before, you were mentioning, can't these elitists and globalists see what they're doing?
[00:58:35.216 --> 00:58:48.130]  Do you need any better proof than Christine Lagarde, the head of the IMF, the International Mafia Federation, saying last week, let them Greek people pay the taxes!
[00:58:48.430 --> 00:58:50.172]  They gotta pay the taxes!
[00:58:50.492 --> 00:58:55.277]  I have more sympathy for what's going on in Africa than what's going on in Greece!
[00:58:55.597 --> 00:58:55.918]  Hey!
[00:58:56.498 --> 00:58:57.539]  Christina, baby!
[00:58:58.462 --> 00:59:00.043]  Paying taxes lately?
[00:59:00.403 --> 00:59:01.484]  Ain't no Cilenti!
[00:59:01.944 --> 00:59:02.604]  Screw you!
[00:59:02.624 --> 00:59:03.765]  Don't you know who I am?
[00:59:03.785 --> 00:59:07.247]  I'm Christine Lagarde, a diplomat!
[00:59:07.787 --> 00:59:12.270]  We don't pay taxes because we make our own rules!
[00:59:12.350 --> 00:59:13.030]  Let me stop you.
[00:59:13.070 --> 00:59:14.191]  For those that don't know, EU...
[00:59:15.231 --> 00:59:15.511]  I think?
[00:59:45.071 --> 00:59:46.012]  Give me the money!
[00:59:46.032 --> 00:59:52.277]  I mean, she is literally, like you said, this is, she makes John Gotti look like a saint!
[00:59:52.538 --> 00:59:54.720]  These crooks are so arrogant!
[00:59:54.980 --> 00:59:56.361]  She needs to go to hell!
[00:59:56.881 --> 01:00:01.866]  It's a, yeah, a let them eat baklava moment from Madame LeGrand.
[01:00:02.266 --> 01:00:04.788]  So this is what I'm saying, they're out of touch!
[01:00:05.529 --> 01:00:09.191]  This is 1797 all over again!
[01:00:09.491 --> 01:00:12.233]  You want to get in a good entrepreneurial opportunity?
[01:00:12.593 --> 01:00:14.214]  Guillotines may be hot!
[01:00:14.654 --> 01:00:19.536]  Because people have had it with this kind of... You see it, it could not be more blatant!
[01:00:19.857 --> 01:00:21.397]  There's a total disconnect.
[01:00:21.658 --> 01:00:22.758]  What's Pelosi worth?
[01:00:22.778 --> 01:00:24.339]  What do they say?
[01:00:24.359 --> 01:00:25.199]  120 million dollars?
[01:00:25.480 --> 01:00:28.221]  You think she made this money because she's so smart?
[01:00:28.281 --> 01:00:29.482]  I think it's 300 mil.
[01:00:29.522 --> 01:00:30.402]  I think it's 300 mil.
[01:00:30.422 --> 01:00:31.803]  I think she doubled it the last few years.
[01:00:32.023 --> 01:00:34.786]  Yeah, I mean, it's all because of inside deals.
[01:00:34.867 --> 01:00:35.808]  That's all it is.
[01:00:36.208 --> 01:00:41.715]  And by the way, the people that support these parties, they're the wannabes.
[01:00:42.095 --> 01:00:44.358]  The people out there say, oh, you still could make it.
[01:00:44.939 --> 01:00:45.860]  No, you can't.
[01:00:46.220 --> 01:00:48.163]  If you're not in the club, you're not going to make it.
[01:00:48.383 --> 01:00:49.845]  And they don't want you in the club.
[01:00:50.285 --> 01:00:51.465]  So where is it going?
[01:00:51.505 --> 01:00:52.666]  That's where it's going.
[01:00:52.906 --> 01:00:54.706]  The thing is collapsing in front of us.
[01:00:54.806 --> 01:01:06.070]  But, as I said, I believe they're going to come up with another stimulus scam bailout plan to get us out of the problems.
[01:01:06.110 --> 01:01:10.391]  Remember, we're going into July, August, September, October, November.
[01:01:10.871 --> 01:01:13.832]  You know what, three and a half months, we're basically through election day.
[01:01:14.172 --> 01:01:15.953]  Oh, and the big one is going to be the debates.
[01:01:16.373 --> 01:01:20.674]  Whatever happens in the debates, it's right near the end, that'll ice it for whomever.
[01:01:20.714 --> 01:01:27.936]  But I, again, we're putting out, we're betting that, we're not betting, you know, because we lose either way.
[01:01:28.296 --> 01:01:31.517]  We're saying that Obama is going to win.
[01:01:31.557 --> 01:01:36.539]  You're saying in the Don King-rigged boxing match that they're going to have Romney take the dive?
[01:01:37.851 --> 01:01:40.555]  Romney just doesn't have the chops as we've seen.
[01:01:40.615 --> 01:01:41.295]  Let me add this.
[01:01:41.395 --> 01:01:44.699]  I've seen no Romney bumper stickers.
[01:01:45.240 --> 01:01:46.822]  One of my crew saw one in Dallas.
[01:01:47.102 --> 01:01:48.364]  I mean, where is this guy?
[01:01:48.804 --> 01:01:52.028]  And here's Rand Paul, everybody, bowing down.
[01:01:52.108 --> 01:01:52.909]  Be respectful.
[01:01:53.249 --> 01:01:55.292]  Kiss the rump of Romney correctly.
[01:01:56.710 --> 01:01:57.311]  Exactly!
[01:01:57.851 --> 01:02:01.996]  And you haven't heard from him since he won, what, the Texas primary.
[01:02:02.696 --> 01:02:04.698]  So you haven't heard anything about him.
[01:02:05.059 --> 01:02:06.440]  He's going to go out there.
[01:02:06.460 --> 01:02:08.082]  The guy, he's stiff as a board.
[01:02:08.102 --> 01:02:11.946]  You know, he looks like a, you know, a shirt salesman or somebody.
[01:02:11.986 --> 01:02:13.428]  You know, he's the perfect look.
[01:02:13.908 --> 01:02:17.812]  He has, you know, so he's, he, and Obama knows how to play the game.
[01:02:17.872 --> 01:02:34.191]  Again, you see Michelle, she's, you know, she's on the late night shows, you see what's, they know how to play the game better, and all it is, again, is politics is show business for ugly people, and Obama's the better actor.
[01:02:36.141 --> 01:02:38.685]  Well I tell ya, either way we are in a lot of trouble.
[01:02:38.725 --> 01:02:46.756]  In a way I think it's better if Obama gets back in because we already know politically he's a piece of garbage and Romney will fool conservatives to go back to sleep.
[01:02:47.978 --> 01:02:48.739]  I disagree.
[01:02:48.819 --> 01:02:51.583]  I think it'll be even more dangerous with Obama.
[01:02:51.903 --> 01:02:52.784]  And I'll tell you why.
[01:02:53.324 --> 01:03:01.070]  Because Obama gets away with things that George W. Bush could never get away with, without the liberals screaming bloody murder.
[01:03:01.370 --> 01:03:12.638]  For example, the latest new expose on how Obama goes through the checklist to say, that's a militant, take him out, that's a militant, take him out, that's a militant, take him out.
[01:03:13.098 --> 01:03:15.260]  If Bush was doing this, they'd be going out.
[01:03:15.280 --> 01:03:15.780]  You know what?
[01:03:15.800 --> 01:03:16.421]  I revise.
[01:03:16.461 --> 01:03:17.662]  You're absolutely right.
[01:03:17.742 --> 01:03:20.464]  My point is, politically, a lot of people are going to go to sleep.
[01:03:21.144 --> 01:03:24.068]  Under Romney, but I guess you're right with the media.
[01:03:24.248 --> 01:03:27.652]  Obama is now like the Fuhrer with death lists.
[01:03:27.672 --> 01:03:29.013]  He says, I'll kill citizens.
[01:03:29.794 --> 01:03:31.156]  You know, I'll do whatever I want.
[01:03:31.977 --> 01:03:32.557]  You're right.
[01:03:32.577 --> 01:03:34.079]  Wow.
[01:03:34.259 --> 01:03:36.943]  But I mean, again, it doesn't matter because I'm not voting for either one of them.
[01:03:37.463 --> 01:03:41.925]  Yeah, but again, the big thing is if either one wins, we lose.
[01:03:42.345 --> 01:03:44.886]  But I'm really concerned about Obama.
[01:03:45.146 --> 01:03:54.389]  The National Defense Authorization Act, his executive orders, what we've gotten from the Justice Department with the... Fast and Furious?
[01:03:54.889 --> 01:03:55.770]  Yeah.
[01:03:55.810 --> 01:03:58.191]  But Romney says he loves NDAA.
[01:03:59.011 --> 01:03:59.932]  That's what I said.
[01:04:00.813 --> 01:04:04.516]  We know, but look what happened, how it got slipped through.
[01:04:05.136 --> 01:04:10.000]  If Romney or Bush tried to do it, the liberals would have been screaming.
[01:04:10.440 --> 01:04:13.903]  But Obama did it, it's lockjaw, you don't hear a word.
[01:04:14.344 --> 01:04:26.273]  And Obama, as we're seeing with this checklist of who to take off, oh look, by the way, El Presidente, the militant's family, his wife and kids,
[01:04:27.074 --> 01:04:28.975]  And in-laws, they're all in the same house.
[01:04:29.976 --> 01:04:30.516]  Ah, listen.
[01:04:30.636 --> 01:04:31.316]  Take them out anyway.
[01:04:31.336 --> 01:04:32.117]  Tell him, he says.
[01:04:32.197 --> 01:04:32.857]  Thumbs down.
[01:04:32.937 --> 01:04:34.018]  No, it's insane.
[01:04:34.498 --> 01:04:34.858]  It is.
[01:04:34.878 --> 01:04:40.941]  And by the way, I make this really clear when people ask me what to do and what could change.
[01:04:41.381 --> 01:04:43.342]  And I make this 100% clear.
[01:04:43.963 --> 01:04:46.024]  The fish rots from the head down.
[01:04:46.784 --> 01:04:51.166]  And until morality comes back into this country, we're doomed.
[01:04:51.226 --> 01:04:52.286]  This is a moral issue.
[01:04:52.326 --> 01:04:53.767]  I'm not talking about religion here.
[01:04:54.067 --> 01:04:57.068]  I'm talking about morality, the golden rule, do unto others.
[01:04:57.528 --> 01:05:05.431]  You know, and I was thinking that, could you imagine if the Taliban were occupying Washington, D.C.?
[01:05:05.892 --> 01:05:08.933]  Could you imagine these little weenies over there fighting back?
[01:05:09.793 --> 01:05:11.474]  They would fold and cave in.
[01:05:11.514 --> 01:05:11.794]  No, no, no.
[01:05:11.814 --> 01:05:16.596]  The media would line up behind the Taliban and say, we'll do whatever you say, sir.
[01:05:17.176 --> 01:05:18.036]  Exactly.
[01:05:18.116 --> 01:05:22.358]  They would be the quislings of the 21st century.
[01:05:22.698 --> 01:05:28.421]  Every one of these guys, and I say that because there's not a man among them
[01:05:29.762 --> 01:05:36.890]  They all talk tough, but they never go out there into the front lines and lead the charge.
[01:05:37.290 --> 01:05:45.620]  They all play Commander-in-Chief and Chicken Hawk El Supremo, but none of them get their little fingernails dirty.
[01:05:45.820 --> 01:05:47.181]  Chicken Hawk El Supremo.
[01:05:48.022 --> 01:05:53.248]  Speaking of points that you've made, you have predicted that there would be bank runs and that bank holidays.
[01:05:53.608 --> 01:05:58.633]  We're now seeing that in Italy, we're seeing that in Greece, we're seeing it to a certain extent in Spain.
[01:06:00.255 --> 01:06:07.222]  And as talk of bank holidays and devaluations accelerate, where do you see that popping up next?
[01:06:08.197 --> 01:06:09.478]  Uh, probably Italy.
[01:06:09.779 --> 01:06:10.840]  Bigger in Spain.
[01:06:11.100 --> 01:06:11.981]  Spain is cooked.
[01:06:12.361 --> 01:06:13.242]  There's no way out.
[01:06:13.602 --> 01:06:16.024]  And everybody, by the way, everybody's talking about Greece.
[01:06:16.064 --> 01:06:16.305]  Greece.
[01:06:16.365 --> 01:06:17.706]  Where's Greece?
[01:06:17.726 --> 01:06:20.789]  2% of the, uh, the Eurozone GDP.
[01:06:21.149 --> 01:06:21.710]  They're nothing.
[01:06:22.426 --> 01:06:24.328]  And so that's the big one right now.
[01:06:24.909 --> 01:06:27.852]  Spain is bigger, and then Italy is even bigger than that.
[01:06:27.892 --> 01:06:30.656]  What is Italy's debt-to-GDP ratio of 120%?
[01:06:30.696 --> 01:06:34.740]  And then you look at America, we're even worse in many respects.
[01:06:35.421 --> 01:06:38.565]  Imagine when this happens here, my goodness!
[01:06:39.105 --> 01:06:43.272]  Exactly, and everyone seems to have attention deficit disorder.
[01:06:43.292 --> 01:06:54.388]  A year ago, do you remember the Beltway blowhards and the Washington wankers, the Republicans and Democrats, fighting about how to cut back on the deficit?
[01:06:55.029 --> 01:07:00.771]  And do you remember that he downgraded the United States creditworthiness?
[01:07:01.272 --> 01:07:03.132]  Does everybody forget that?
[01:07:03.172 --> 01:07:10.635]  That our creditworthiness has been downgraded and nothing has been done to improve the situation?
[01:07:11.076 --> 01:07:14.657]  No, this whole thing is a house of cards that's ready to collapse.
[01:07:14.677 --> 01:07:20.840]  And it's clear they want to use the paramilitary police state function as the race in the hole.
[01:07:20.900 --> 01:07:21.260]  But I mean,
[01:07:22.932 --> 01:07:24.913]  Can't they just get arrested like Bernie Madoff?
[01:07:24.993 --> 01:07:31.176]  I mean, there's got to be an end to this somehow, or they're just going to feed us whole hog into authoritarianism?
[01:07:31.656 --> 01:07:32.916]  Yes, that's what they're going to do.
[01:07:32.956 --> 01:07:38.199]  Look, the only reason that Bernie Madoff took the hit was he screwed the wrong people.
[01:07:39.301 --> 01:07:48.746]  He got their very, very rich, the very, very connected, the big names, he got all, a big chunk of them.
[01:07:49.266 --> 01:07:57.330]  You got a guy like John the Slime Causine, he gets guys like me, and I was one of the bigger names that kept this thing in the media.
[01:07:57.630 --> 01:07:58.651]  But who did he hit?
[01:07:59.131 --> 01:08:01.432]  He hit a bunch of smaller commodities trades.
[01:08:01.452 --> 01:08:03.093]  A bunch of farmers that were hedging their bet.
[01:08:03.553 --> 01:08:04.534]  Exactly.
[01:08:05.074 --> 01:08:06.875]  That's why they go free.
[01:08:06.975 --> 01:08:10.877]  Bernie's screwed with the wrong people, so he paid the dues.
[01:08:11.337 --> 01:08:14.318]  So no, and what are they going to do to us?
[01:08:15.218 --> 01:08:24.723]  Just like they're doing over up in Montreal with that Bill 78, where you have no more freedom to demonstrate anymore.
[01:08:25.123 --> 01:08:27.504]  And I have to hand it to the students.
[01:08:27.864 --> 01:08:29.625]  They're not giving up.
[01:08:30.365 --> 01:08:32.266]  They keep going out.
[01:08:32.666 --> 01:08:35.428]  What happened to the Occupy movements in this country?
[01:08:36.128 --> 01:08:37.409]  I thought they'd keep going.
