[00:00:01.169 --> 00:00:01.309]  I think.
[01:01:18.837 --> 01:01:21.219]  He said, well, you had 30 days to do that.
[01:01:21.560 --> 01:01:22.600]  We are moving forward.
[01:01:22.681 --> 01:01:27.845]  We are armed, you know, by our First Amendment, it's on our side, and we're going to do it.
[01:01:28.386 --> 01:01:29.587]  Because we have to push it.
[01:01:29.727 --> 01:01:32.309]  Every time we have an opportunity, we have to push it.
[01:01:32.409 --> 01:01:35.272]  If we sit, if we just sit and take it,
[01:01:36.391 --> 01:01:37.852]  Every day is going to get worse.
[01:01:38.273 --> 01:01:42.016]  They started by having us remove our shoes, Alex.
[01:01:42.417 --> 01:01:50.584]  But you know, one of the things that for me is ironic is if you step back and look at people removing their shoes, what do you see?
[01:01:50.745 --> 01:01:52.546]  They actually bend over, right?
[01:01:53.107 --> 01:01:56.410]  This is like bending over before the kings.
[01:01:57.110 --> 01:01:59.952]  There they are, the government batch people.
[01:02:00.212 --> 01:02:04.475]  We are untying our shoes, bending over, removing our shoes.
[01:02:04.876 --> 01:02:13.162]  Psychologically, they are training us to see them as the superior gods, you know, like the Greek gods.
[01:02:13.202 --> 01:02:20.987]  Well, what about the famous photos and film of people in Nazi Germany stripping down and going into the facilities?
[01:02:21.488 --> 01:02:22.809]  It is psychological warfare.
[01:02:22.869 --> 01:02:25.431]  You take the shoes off, then it's the belt off, the coat.
[01:02:25.931 --> 01:02:27.712]  Now we're going to put you in a scanner.
[01:02:27.732 --> 01:02:30.213]  Now we're going to touch you on top of the scanner.
[01:02:30.573 --> 01:02:32.133]  Now we're going to go in your pants.
[01:02:32.473 --> 01:02:34.234]  Now we're going to make Miss USA cry.
[01:02:34.594 --> 01:02:39.996]  Now we're going to take your child, your two-year-old, as they scream away, and we're going to strip search them behind closed doors.
[01:02:40.376 --> 01:02:42.437]  Now we're going to take old ladies behind closed doors.
[01:02:42.937 --> 01:02:45.418]  We're going to exercise power over you.
[01:02:45.518 --> 01:02:49.160]  It's totally clear the terrorists attacked us because they hate our freedom.
[01:02:49.440 --> 01:02:51.681]  The terrorists are the people that hijacked our government.
[01:02:51.721 --> 01:02:55.422]  But for people that don't know who you are, who have just seen the headlines in the news,
[01:02:56.042 --> 01:03:07.048]  Let's recap the fact that there you were as a language specialist for the FBI at the highest levels of national security looking at all these NSA intercepts.
[01:03:07.288 --> 01:03:08.409]  You have these degrees.
[01:03:11.171 --> 01:03:13.152]  You believe in the system you said yesterday on the radio.
[01:03:13.712 --> 01:03:18.553]  You go to work and then walk people through the process of telling Congress what happened.
[01:03:19.174 --> 01:03:27.456]  And for those that don't know, when you've worked in the national security system, which is actually the national tyranny system, you know, secure the criminal takeover, but you don't know it.
[01:03:27.516 --> 01:03:31.037]  When you work in there, now you've signed all these agreements.
[01:03:31.637 --> 01:03:35.078]  So you're one of the few whistleblowers to go public at this level.
[01:03:35.518 --> 01:03:36.799]  And they are threatening you right now.
[01:03:36.819 --> 01:03:37.559]  That's very important.
[01:03:38.919 --> 01:03:41.761]  Because they want to set some sort of a precedent.
[01:03:41.841 --> 01:03:45.644]  They did it with my case, Alex, with state secrets privilege.
[01:03:46.405 --> 01:04:04.199]  As you said, I took the job, and you know how 20 years, 15 years later, they were so open, our government, saying, oh yeah, we worked with the Taliban and Al-Qaeda, including bin Laden, in 1980s, because that was when we had this big, grand, cold war.
[01:04:04.639 --> 01:04:06.541]  We were trying to defeat the Soviet,
[01:04:07.001 --> 01:04:09.404]  So we forged these partnerships.
[01:04:09.724 --> 01:04:10.565]  They ended there.
[01:04:11.185 --> 01:04:23.096]  I went to work for the FBI and I dealt with these operations, investigations of operations that dealt with the time frame 1996 to 2001.
[01:04:23.196 --> 01:04:31.524]  These operations, these files under FBI's counterintelligence and counterespionage investigations under those two units.
[01:04:33.038 --> 01:04:36.781]  Not only me, but the agents who also knew this.
[01:04:37.201 --> 01:04:39.203]  They were also aggravated by this.
[01:04:39.243 --> 01:04:41.264]  They were also outraged by this.
[01:04:41.905 --> 01:04:44.707]  You could see that, well, the Cold War never ended.
[01:04:45.368 --> 01:04:47.269]  Those partnerships never ended.
[01:04:48.070 --> 01:04:58.237]  In 1996, you know, until 2001, until right after September 11, we were still partners at the same organizations.
[01:04:58.818 --> 01:05:02.841]  You know, these factions from Saudi Arabia, Pakistan, Afghanistan,
[01:05:03.451 --> 01:05:09.536]  Egypt, and what we were doing, we were creating, and I believe we are still doing that.
[01:05:09.916 --> 01:05:18.782]  I have been out of the FBI, but I don't believe that they stopped these operations and creating terror cells, put them in Central Asia and Caucasus.
[01:05:19.223 --> 01:05:27.809]  These resource rich, oil rich, natural gas rich region that used to be part of the Soviet Union.
[01:05:29.390 --> 01:05:31.712]  Azerbaijan, Kyrgyzstan, Tajikistan.
[01:05:32.657 --> 01:05:34.358]  So it never ended.
[01:05:35.019 --> 01:05:36.600]  That partnership never ended.
[01:05:37.120 --> 01:05:40.082]  And they were working with Zawahiri, Ayman Zawahiri.
[01:05:40.122 --> 01:05:41.463]  They were working with Bin Laden.
[01:05:41.823 --> 01:05:58.814]  They were working with several other groups that were from Middle East, including governmental groups, including, you know, certain faction of Pakistani government to very openly create terror cells in Azerbaijan, Kyrgyzstan, Tajikistan.
[01:05:59.134 --> 01:06:00.435]  And this went on
[01:06:01.471 --> 01:06:04.653]  Until 9-11, and then continued until February 2002.
[01:06:06.754 --> 01:06:14.618]  February 2002 was when, for the first time, I went outside the FBI, went to the Inspector General's office, I went to Congress.
[01:06:15.538 --> 01:06:27.604]  And these operations, if they continued before 9-11, and after 9-11, that story does not match the story of Bill Naughton is most wanted.
[01:06:28.376 --> 01:06:31.059]  We have this war against Al-Qaeda.
[01:06:31.119 --> 01:06:33.501]  By the way, they never referred to them as Al-Qaeda.
[01:06:33.581 --> 01:06:34.722]  It was never Al-Qaeda.
[01:06:35.123 --> 01:06:39.707]  Within these operation files that we had in the FBI, it was never.
[01:06:40.008 --> 01:06:43.892]  We actually said Bin Laden groups and Bin Laden was plural.
[01:06:44.292 --> 01:06:46.074]  It was not only Osama Bin Laden.
[01:06:46.094 --> 01:06:48.156]  There were four other Bin Laden families.
[01:06:49.016 --> 01:06:51.358]  Some of them from U.S.
[01:06:51.378 --> 01:07:03.626]  $150 million together with certain friends, together with two people from State Department, 1998, going to Azerbaijan for the opening of five mosques, mosques and madrasas combined.
[01:07:03.646 --> 01:07:05.627]  These are the religious schools.
[01:07:06.448 --> 01:07:08.689]  They were together in this partnership.
[01:07:09.130 --> 01:07:13.473]  They established over 300 madrasas and mosques combined.
[01:07:15.953 --> 01:07:18.715]  Because some of these madrasas are part of these mosques.
[01:07:19.275 --> 01:07:24.298]  They built 300 mosques in Central Asia and Caucasus in six years.
[01:07:24.839 --> 01:07:26.259]  You want to see the documents?
[01:07:26.520 --> 01:07:27.420]  They are not hiding.
[01:07:27.440 --> 01:07:29.441]  They can classify mosques.
[01:07:29.882 --> 01:07:32.823]  Go find out who paid for those mosques, Alex.
[01:07:34.304 --> 01:07:37.566]  Not the people in Kyrgyzstan and Tajikistan and Uzbekistan.
[01:07:37.626 --> 01:07:37.987]  No, U.S.
[01:07:38.007 --> 01:07:38.567]  taxpayers.
[01:07:38.587 --> 01:07:40.708]  This even came out in the Washington Post shortly after 9-11.
[01:07:40.788 --> 01:07:41.789]  And heroin money.
[01:07:42.029 --> 01:07:43.110]  And heroin money.
[01:07:43.891 --> 01:07:59.094]  Because they keep giving this story to people about, on one hand, they come and they say, currently, the opium production, the value, street value, is somewhere between $100 and $150 billion, okay?
[01:07:59.494 --> 01:08:02.855]  This is Time Magazine, these disgusting people, Time Magazine.
[01:08:03.335 --> 01:08:10.617]  Then they have this picture of these really bearded guys in Afghanistan, you know, with their white shalwar.
[01:08:10.917 --> 01:08:11.737]  They are the farmers.
[01:08:12.600 --> 01:08:18.904]  So they want to give this illusion that $150 billion industry is operated by these guys.
[01:08:19.365 --> 01:08:22.467]  By these guys, most of them can't write, read.
[01:08:22.687 --> 01:08:24.688]  They don't have bank accounts, Alex.
[01:08:25.389 --> 01:08:27.150]  And that's the picture they show you.
[01:08:27.510 --> 01:08:38.278]  This $150 billion industry involves banks, involves military planes, involves private planes to transport, involves labs.
[01:08:38.398 --> 01:08:40.139]  Those labs, they need chemicals.
[01:08:40.791 --> 01:08:42.391]  Okay, they need equipment.
[01:08:43.312 --> 01:08:49.033]  How can a guy in a shalwar produce, let's put 5,000 of them.
[01:08:49.734 --> 01:08:54.255]  And if that's the case, the street value is $150 billion, Alex.
[01:08:54.635 --> 01:09:01.177]  Well, the GDP of Afghanistan currently is $4 billion, $3 billion of it comes from us directly.
[01:09:01.337 --> 01:09:04.778]  A, obviously it is not in Afghan economy.
[01:09:05.976 --> 01:09:11.121]  C-Bell, let me just stop you right there because... Don't ask that question though in the media.
[01:09:11.181 --> 01:09:11.942]  Sure, that's important.
[01:09:11.962 --> 01:09:22.472]  Let me just stop you right there because you're somebody who is seeing all these communiques and that confirms what we know now, but why are they trying to block your book when it was first being published?
[01:09:23.012 --> 01:09:27.313]  When now everything you're saying for 10 years is mainstream news.
[01:09:27.333 --> 01:09:43.658]  I mean, it's hidden in the news, but it's like, yes, NATO is funding Al-Qaeda to take over Libya and Syria, and yes, opium production is now 93% of world production in Afghanistan from less than 10%, and they have the troops on TV saying, we're forced to grow the opium.
[01:09:44.038 --> 01:09:45.258]  They don't even hide it.
[01:09:45.698 --> 01:09:47.119]  And you're using the old argument
[01:09:48.087 --> 01:09:50.729]  People used decades ago of hundreds of billions of drug money.
[01:09:50.769 --> 01:09:51.849]  It's been laundered by the big banks.
[01:09:52.369 --> 01:09:56.352]  Now it's come out that Wachovia and Wells Fargo and all these guys are laundering the money.
[01:09:56.432 --> 01:09:57.793]  It's not even hidden.
[01:09:59.073 --> 01:10:03.055]  So people always say, well, there'd be whistleblowers if something like this was happening.
[01:10:03.336 --> 01:10:03.996]  There are.
[01:10:04.436 --> 01:10:06.077]  They have had several whistleblowers.
[01:10:06.197 --> 01:10:06.657]  Exactly.
[01:10:06.697 --> 01:10:08.058]  We've had whistleblowers.
[01:10:08.619 --> 01:10:10.039]  This is going on.
[01:10:10.520 --> 01:10:12.541]  It's clear what's happening, but specifically
[01:10:13.735 --> 01:10:27.805]  Getting into the communiques, you know, right up, because you were on my show a few years ago and you said, when you first started breaking your gag order, you said the West was commanding Al-Qaeda, including senior people, right up until 9-11.
[01:10:28.085 --> 01:10:35.590]  So, I mean, I want you to go into that and you talked about money, guns, drugs, things like that, the types of things you saw going on.
[01:10:36.991 --> 01:10:43.256]  You said that, and before I get into that, Alex, you say, well, everybody knows, so what's the big deal?
[01:10:45.359 --> 01:10:47.080]  98% of people don't.
[01:10:47.300 --> 01:10:51.003]  Alex, you may be fortunate to be surrounded by people who are informed.
[01:10:51.063 --> 01:10:53.645]  They are the ones who go to real alternatives.
[01:10:54.126 --> 01:10:59.870]  Okay, so let's say you have one or two or three million listeners, people who go and read.
[01:10:59.890 --> 01:11:00.591]  That's it!
[01:11:01.519 --> 01:11:03.060]  And take a look at that percentage.
[01:11:03.340 --> 01:11:12.303]  I mean, those people who are tuning into Larry King, the ones at the airport, they're rushing through and buying Newsweek and Time magazines.
[01:11:12.743 --> 01:11:18.706]  My neighbors, my neighbor's friends, my daughter's friend's mother, they don't know.
[01:11:18.726 --> 01:11:19.706]  In fact,
[01:11:20.618 --> 01:11:21.739]  You won't believe this.
[01:11:22.279 --> 01:11:24.960]  Nobody knows in my neighborhood that who's Sabel Edmonds.
[01:11:24.980 --> 01:11:26.201]  They've never heard of it.
[01:11:26.521 --> 01:11:28.101]  Yeah, I was on CBS 60 Minutes.
[01:11:28.482 --> 01:11:34.364]  Somebody may recall there was some FBI whistleblower, but you're talking about these issues.
[01:11:34.785 --> 01:11:44.189]  And thanks to the quasi-alternative media and the mainstream media, you're looking at a very small percentage who read, let's say, Peter Dale Scott.
[01:11:44.853 --> 01:11:46.754]  And they listen to your shows.
[01:11:47.274 --> 01:11:50.456]  And they are, you know, they're exposed to what we're exposing.
[01:11:50.676 --> 01:11:52.917]  Thankfully, the number is going up.
[01:11:53.337 --> 01:11:56.438]  You know, this is why I started my site as well.
[01:11:56.519 --> 01:12:01.861]  But with this book, with this book, the government knows this is not a mainstream book.
[01:12:02.141 --> 01:12:04.442]  This book, nobody can see it in bookstores.
[01:12:04.462 --> 01:12:05.002]  You know why?
[01:12:05.583 --> 01:12:05.963]  Because
[01:12:06.587 --> 01:12:12.451]  The top-tier publishers, they said, oh, we believe it will sell very good, but we're not going to touch this.
[01:12:13.091 --> 01:12:16.233]  At this point, this case is still in some ways hot.
[01:12:16.634 --> 01:12:19.075]  We don't want to be on the wrong side of the FBI.
[01:12:19.536 --> 01:12:24.159]  Another publisher said, you know, American people, they like to read
[01:12:25.059 --> 01:12:28.420]  In political books like this, one side or another.
[01:12:28.480 --> 01:12:30.561]  It's either Republican or if it's Democrat.
[01:12:30.801 --> 01:12:34.462]  You're coming and trashing all of them, saying they're all corrupt, they're all awful.
[01:12:34.862 --> 01:12:42.844]  Well, that doesn't... Well, yeah, you're exposing like Ron Paul the whole phony game, but more and more the people do know the Emperor is wearing no clothes.
[01:12:42.864 --> 01:12:44.364]  But let's be specific.
[01:12:44.884 --> 01:12:47.165]  You tried to go through the establishment route.
[01:12:47.765 --> 01:12:51.767]  The FBI is supposed to have a month to either cut stuff out or argue that.
[01:12:51.867 --> 01:12:52.907]  They sat on a year.
[01:12:53.407 --> 01:12:57.209]  Go over the threats you've gone through, that whole process.
[01:12:58.570 --> 01:12:58.910]  Sure.
[01:12:59.550 --> 01:13:03.432]  See, I started working with the FBI three days after 9-11.
[01:13:04.232 --> 01:13:06.613]  This is September 14, September 15, 2001.
[01:13:06.753 --> 01:13:08.914]  I am naive.
[01:13:09.134 --> 01:13:11.575]  I have a master's degree in public policy.
[01:13:12.017 --> 01:13:13.701]  I'm a first generation immigrant.
[01:13:13.761 --> 01:13:18.851]  I'm a great believer of this great nation of separation of powers.
[01:13:19.457 --> 01:13:22.299]  And system of checks and balances, freedom.
[01:13:22.319 --> 01:13:24.601]  I mean, here, I was active.
[01:13:24.661 --> 01:13:28.264]  My family, and if you read this book, you understand where I come from.
[01:13:28.304 --> 01:13:32.728]  My father was tortured by Iran's Shah, okay?
[01:13:33.108 --> 01:13:34.509]  His toenails were pulled.
[01:13:34.569 --> 01:13:35.370]  He was a surgeon.
[01:13:35.430 --> 01:13:36.191]  He was a doctor.
[01:13:36.231 --> 01:13:37.432]  Do you know why, Alex?
[01:13:37.912 --> 01:13:40.034]  Because in his possession, he had two books.
[01:13:40.114 --> 01:13:41.655]  One of them was Steinbeck, okay?
[01:13:42.376 --> 01:13:45.999]  So that's what, that landed my father in jail.
[01:13:46.979 --> 01:13:48.740]  So, I come from that background.
[01:13:49.181 --> 01:13:54.083]  I thought, I'm in a country, all I have to do, like most Americans do, I go and vote every four years.
[01:13:54.564 --> 01:13:57.526]  Everything seems to be taken care of, like many Americans believe.
[01:13:57.566 --> 01:14:00.968]  Just eat the hot dogs, it's 4th of July, yeehaw, just celebrate.
[01:14:01.668 --> 01:14:06.371]  Well, that was the mentality I had when I went working for the FBI.
[01:14:07.211 --> 01:14:13.415]  And I signed these documents, classification documents, saying, you are getting top secret clearance.
[01:14:14.292 --> 01:14:27.982]  Anytime during your life, not only when you're working for the FBI, if you ever write anything that is non-fiction related to the FBI, and what you saw here, what you worked on here, has to be verified by us.
[01:14:28.022 --> 01:14:32.065]  You have to submit it to us, the government, the Justice Department, FBI.
[01:14:32.365 --> 01:14:38.710]  We'll go through it with our marker, and my God, we are God, because we are not answerable to anyone, and we redact.
[01:14:39.150 --> 01:14:40.051]  You can't say this.
[01:14:40.091 --> 01:14:40.871]  You can't say this.
[01:14:40.951 --> 01:14:42.192]  Oh, this is highly embarrassing.
[01:14:42.232 --> 01:14:43.213]  You can't say this either.
[01:14:43.971 --> 01:14:45.632]  Then you can go fight it in court.
[01:14:45.732 --> 01:14:53.078]  Go spend $300,000, get attorneys charging $500 per hour, fight for years.
[01:14:53.718 --> 01:14:56.800]  I signed it, and I didn't even think about it twice.
[01:14:57.281 --> 01:15:05.707]  Today, this is just a side note, Alex, we have over 6-7 million people in America who have, you know, top secret clearance.
[01:15:07.143 --> 01:15:08.904]  They don't realize what they have done.
[01:15:09.164 --> 01:15:12.665]  These people who are signing because they're a contractor with the government.
[01:15:13.085 --> 01:15:21.969]  I mean, I know guys who are the computer technicians, but because they do something in Langley, they have to sign this, these documents.
[01:15:22.649 --> 01:15:26.831]  Meaning they don't realize that they are signing away their First Amendment right.
[01:15:27.551 --> 01:15:33.173]  So those documents are illegal, not illegal maybe, but unconstitutional in the first place.
[01:15:33.905 --> 01:15:36.367]  Who says that you have to give up?
[01:15:36.647 --> 01:15:43.391]  It's one thing to say you cannot disclose methods of intelligence gathering, be specific, but they are not specific in these documents.
[01:15:43.892 --> 01:15:46.794]  Anyhow, I went in there, green, idealistic.
[01:15:46.954 --> 01:15:51.457]  I started working and I started seeing these issues.
[01:15:51.717 --> 01:15:56.420]  Some of them were major bureaucratic bunglings and competence related.
[01:15:57.201 --> 01:16:00.563]  Others were pure criminal espionage related.
[01:16:00.923 --> 01:16:03.105]  And of course, the most important ones
[01:16:03.601 --> 01:16:05.902]  The FBI wanted to pursue these cases.
[01:16:05.942 --> 01:16:06.923]  Believe me or not.
[01:16:07.223 --> 01:16:09.224]  Not guys like Mueller on the top.
[01:16:09.284 --> 01:16:12.125]  They are part of the same corrupt, rotten system.
[01:16:23.757 --> 01:16:25.298]  You're looking at agents level.
[01:16:25.678 --> 01:16:28.300]  You know, these guys, they felt patriotic.
[01:16:28.560 --> 01:16:29.461]  They were outraged.
[01:16:29.501 --> 01:16:38.687]  They were, excuse my language, they were pissed that the CIA and the State Department was, was ruling the FBI saying... Well, that's what I found.
[01:16:38.707 --> 01:16:42.830]  That's what I found in 17 years of investigating government and corporate crime at every level.
[01:16:43.690 --> 01:17:01.335]  Generally, the men and women at the grassroots are really good, dedicated people, and they're either really naive and buy into the false narrative they're given to carry out tyranny, or it's their job and their career, and they got kids, they just kind of keep quiet but never go up the chain because they won't do bad stuff.
[01:17:01.375 --> 01:17:09.258]  I know some Austin police who are really good guys, and they wouldn't do things that they see as illegal, and so they got busted down.
[01:17:09.918 --> 01:17:12.080]  From like detectives back down to beat cops.
[01:17:12.120 --> 01:17:14.081]  I mean it's just like the movies.
[01:17:14.101 --> 01:17:16.283]  It's just like Serpico.
[01:17:16.943 --> 01:17:19.225]  And we just need to realize it's getting worse.
[01:17:19.285 --> 01:17:22.608]  The corrupt and the national security state since 47.
[01:17:22.948 --> 01:17:23.729]  Unlimited money.
[01:17:23.809 --> 01:17:24.870]  Unlimited secrecy.
[01:17:25.450 --> 01:17:26.411]  They're running the drugs.
[01:17:26.431 --> 01:17:27.732]  They're running the child kidnapping.
[01:17:27.752 --> 01:17:28.973]  They're running it all.
[01:17:29.673 --> 01:17:32.776]  And we have all the other whistleblowers from government.
[01:17:33.533 --> 01:17:39.699]  And FBI agents with the hijackers training at military bases and training and, hey, they want to fly into buildings.
[01:17:39.999 --> 01:17:42.141]  Those were people testing security, we've learned.
[01:17:42.522 --> 01:17:45.204]  They were agents trained at bases who were set up themselves.
[01:17:45.705 --> 01:17:48.027]  You know, hey, let's see if you can get to the airport and get on the plane.
[01:17:48.287 --> 01:17:50.569]  We know ADA and others have been doing that for months before.
[01:17:50.889 --> 01:17:51.991]  I've talked to the head of the U.S.
[01:17:52.051 --> 01:17:57.276]  Embassy, Springman, who later learned that they were flagged as al-Qaeda but told, let them into the U.S.
[01:17:57.796 --> 01:18:01.238]  This is about 10 months before 9-11 when they were coming back in from an Al-Qaeda summit.
[01:18:01.599 --> 01:18:02.899]  They thought they were double agents.
[01:18:03.300 --> 01:18:05.181]  They were told, oh, their CIA let them in.
[01:18:05.481 --> 01:18:07.743]  The underwear bomber, gotten on the plane by the U.S.
[01:18:07.783 --> 01:18:08.143]  government.
[01:18:08.183 --> 01:18:08.783]  That's admitted.
[01:18:09.364 --> 01:18:10.805]  C-SPAN, State Department hearings.
[01:18:11.965 --> 01:18:14.367]  The latest guy, CIA double agent.
[01:18:14.647 --> 01:18:16.148]  Well, first it was, oh, Al-Qaeda.
[01:18:16.448 --> 01:18:17.429]  They found out he's CIA.
[01:18:17.449 --> 01:18:18.570]  They go, yes, double agent.
[01:18:18.890 --> 01:18:20.651]  I mean, it's purely manufactured.
[01:18:20.711 --> 01:18:21.412]  That's what's sick.
[01:18:21.932 --> 01:18:25.036]  They're not only killing millions of people in Iraq and overseas and all this.
[01:18:25.316 --> 01:18:25.816]  That's bad.
[01:18:26.277 --> 01:18:29.381]  But they really do want to overthrow the U.S.
[01:18:29.421 --> 01:18:30.642]  and make us slaves as well.
[01:18:30.742 --> 01:18:35.588]  So for yuppies and people that go, so what if we kill the Arabs or whatever, you know, because they're racist or whatever.
[01:18:36.869 --> 01:18:39.270]  Afghanistan, folks, good ol' boys, you're next.
[01:18:39.630 --> 01:18:41.651]  Now we're told the threat's domestic.
[01:18:41.711 --> 01:18:42.812]  It's the Libertarians.
[01:18:43.112 --> 01:18:44.213]  It's the Ron Pauls.
[01:18:44.273 --> 01:18:45.413]  It's the Alex Joneses.
[01:18:45.733 --> 01:18:46.774]  It's the whistleblowers.
[01:18:47.414 --> 01:18:48.675]  They don't care about Iraqis.
[01:18:48.715 --> 01:18:50.816]  They don't care about Afghans or folks in Pakistan.
[01:18:51.056 --> 01:18:52.236]  They don't care about anybody.
[01:18:52.276 --> 01:18:54.518]  And they really hate America.
[01:18:54.778 --> 01:18:57.099]  These foreign banks that have hijacked America, Seybell,
[01:18:57.759 --> 01:19:02.001]  They, I mean you've been in the middle of it, but they're admitting Goldman Sachs has conquered Europe.
[01:19:02.281 --> 01:19:04.242]  Now they're conquering us through fraud.
[01:19:04.522 --> 01:19:12.986]  This is global corporate ruthless espionage where they're attacking everybody and playing us off against each other and making money off all sides.
[01:19:13.046 --> 01:19:15.287]  It's full spectrum dominance.
[01:19:15.628 --> 01:19:23.911]  And when the Pentagon talks about that, they don't just mean air, sea, land, you know, cyber, all that, propaganda, PSYOP, info war.
[01:19:24.332 --> 01:19:26.713]  They really mean, they even create the enemy.
[01:19:27.273 --> 01:19:28.454]  I mean, it's unbelievable.
[01:19:28.474 --> 01:19:30.355]  It's full-spectrum dominance.
[01:19:30.735 --> 01:19:32.756]  And they even soft-killed the troops with vaccines.
[01:19:33.016 --> 01:19:33.416]  And D.E.U.
[01:19:33.436 --> 01:19:34.337]  they know is going to kill them.
[01:19:34.737 --> 01:19:36.658]  I mean, this is masterfully done.
[01:19:38.499 --> 01:19:39.139]  Absolutely.
[01:19:39.279 --> 01:19:41.480]  So these agents, they were on our side.
[01:19:41.580 --> 01:19:48.944]  But as you said, the agent that, one particular agent that I worked with, and he was outraged, he was disgusted.
[01:19:49.004 --> 01:19:54.547]  In fact, he was the one who actually first tried to expose some of these issues
[01:19:55.117 --> 01:19:57.559]  He said, my wife is not working, okay?
[01:19:57.639 --> 01:19:58.679]  She's a homemaker.
[01:19:59.020 --> 01:20:01.681]  I have two daughters, three years old and five years old.
[01:20:02.182 --> 01:20:04.443]  I can't lose this job.
[01:20:05.444 --> 01:20:06.204]  Don't you understand?
[01:20:06.564 --> 01:20:13.169]  Plus, even if we were to go out and blow the whistle, do you think anybody's going to do anything about it?
[01:20:13.489 --> 01:20:24.476]  And this was when he told me, he said, you and I know from our own investigations, our unit's investigations of 12, 13 elected representatives,
[01:20:25.046 --> 01:20:28.649]  Who are criminals, called criminals, okay?
[01:20:29.029 --> 01:20:31.211]  They accept foreign bribery.
[01:20:31.331 --> 01:20:41.458]  The ones involved in Chicago, two of them, they actually dealt directly with the heroin mob in Chicago, in Illinois.
[01:20:41.799 --> 01:20:42.459]  So we know of 13.
[01:20:43.780 --> 01:20:47.603]  How many do you think other units have under them that they have exposed?
[01:20:47.623 --> 01:20:50.025]  So if you're going to go to Congress and report Sebel,
[01:20:51.181 --> 01:20:52.763]  How are you going to determine who's clean?
[01:20:53.184 --> 01:20:55.106]  How are you going to determine that?
[01:20:55.426 --> 01:20:57.209]  At the time, I thought he was jaded.
[01:20:57.729 --> 01:21:00.753]  At the time, I thought he was being too cynical.
[01:21:01.233 --> 01:21:02.435]  Because I was naïve.
[01:21:02.715 --> 01:21:05.218]  I mean, I was naïve in every step.
[01:21:05.278 --> 01:21:09.724]  Because even after my eyes were opened, as far as Congress was concerned,
[01:21:10.104 --> 01:21:14.167]  I was following these issues in courts because I believed in federal courts.
[01:21:14.527 --> 01:21:17.249]  Then my eyes were opened after that process.
[01:21:17.289 --> 01:21:26.555]  And after that, it was the non-governmental industrial complex, the NGOs, the whistleblower organizations, the civil liberties related organizations.
[01:21:26.995 --> 01:21:40.261]  And the whole dynamics there, and of course the mainstream media, so I just, I got crash education and it contradicted everything I studied for my master's degree in the university this year.
[01:21:40.861 --> 01:21:50.545]  Everything I was... No, it's all a false web, literally a false habitat of false opposition, false groups, so everything falls in.
[01:21:50.585 --> 01:21:52.666]  They've got it all worked out in a multifaceted
[01:21:53.266 --> 01:21:55.347]  Level, but there's a giant grassroots.
[01:21:55.367 --> 01:22:00.069]  From my research, I gotta tell you, I'm one of the few only real things that's large and not controlled.
[01:22:00.449 --> 01:22:02.650]  Ron Paul, he really won the first primaries.
[01:22:02.690 --> 01:22:03.471]  He would be the nominee.
[01:22:03.491 --> 01:22:04.191]  He'd be the president.
[01:22:04.531 --> 01:22:05.371]  They stopped him.
[01:22:05.411 --> 01:22:06.632]  They will let that happen.
[01:22:06.652 --> 01:22:07.312]  They will fight it.
[01:22:07.332 --> 01:22:08.533]  They've been fighting it.
[01:22:09.553 --> 01:22:16.440]  Of all the people for the past 11 years, I said I will not even look at any of these politicians except for Ron Paul.
[01:22:16.860 --> 01:22:17.761]  He's the only one.
[01:22:17.801 --> 01:22:18.902]  He's been the only one.
[01:22:19.042 --> 01:22:24.687]  And look, it's the government and it's their mouthpiece, the mainstream media and the quasi-alternative media.
[01:22:25.228 --> 01:22:28.571]  The false reporting is just amazing.
[01:22:30.054 --> 01:22:35.478]  You'd think that people would see that these people are making a gigantic fool out of themselves.
[01:22:36.179 --> 01:22:37.420]  I mean, here, like, he's a second.
[01:22:37.540 --> 01:22:38.601]  They skip number two.
[01:22:38.681 --> 01:22:39.902]  They go to three, four, five.
[01:22:41.063 --> 01:22:48.109]  This tells you how threatened the establishment is from this man, because he is just like the whistleblowers.
[01:22:48.129 --> 01:22:49.690]  He's an exception to the rule, okay?
[01:22:49.710 --> 01:22:53.253]  He's the only one in Congress that I know of.
[01:22:53.313 --> 01:22:56.896]  Maybe there are others, but I haven't come across any of them.
[01:22:57.782 --> 01:23:02.749]  And he's been like this sore and they don't know how to get rid of him.
[01:23:03.209 --> 01:23:04.010]  So they are trying.
[01:23:04.030 --> 01:23:05.192]  They are trying very hard.
[01:23:05.472 --> 01:23:11.680]  But also the harder they try, the more obvious becomes that how threatened they are.
[01:23:13.077 --> 01:23:16.199]  by this one man, which tells you the power of it.
[01:23:16.519 --> 01:23:25.386]  This is why I get upset, because I'm talking with these people, Alex, and they say, well, you know, what are you going to do, you know, if you're going to be either Romney or Obama?
[01:23:25.446 --> 01:23:29.149]  And I say, why don't you vote for a third candidate, an alternative?
[01:23:30.433 --> 01:23:32.555]  They automatically say, oh, they're not electables.
[01:23:32.675 --> 01:23:33.696]  I say, who says so?
[01:23:34.076 --> 01:23:35.097]  And they can't explain.
[01:23:35.117 --> 01:23:35.737]  Do you know why?
[01:23:36.138 --> 01:23:37.639]  They don't know why they are saying it.
[01:23:37.799 --> 01:23:42.182]  They see it on the media, they see it in the newspaper, they hear it every day.
