[00:00:03.800 --> 00:00:03.840]  Oh,
[01:12:16.327 --> 01:12:19.089]  You know, Jack the Ripper was the prince out hacking people up, because he was insane.
[01:12:19.549 --> 01:12:22.811]  Makes you, you know... So, I'm saying inbreeding and then chronic syphilis.
[01:12:23.932 --> 01:12:52.841]  uh... across the board uh... that is from my own sociology anthropology research that is what constructed because every agent society had syphilitic inbred leaders so that's why they all ended up like nero dressing up as a werewolf at public parties having a child chained up the grip the throat out of the blood spraying all over i mean that really went on that was you know despite the public parties we did that but was so so my point is that's what inbred syphilic brains do so this manifestation is my
[01:12:53.961 --> 01:12:58.882]  Inbred syphilitic brain, not even so much theory but equation.
[01:12:59.742 --> 01:13:13.805]  And then what takes it to a new level is when you're turning that person into a multiple personality, all of the junk, all of the satanic stuff, it can be hidden back in the back.
[01:13:14.626 --> 01:13:17.686]  And what they do is they create a good front.
[01:13:18.346 --> 01:13:20.707]  And so you look at the man
[01:13:23.376 --> 01:13:28.099]  Huntington Russell, who created the Skull and Bone Society, highly respected.
[01:13:28.480 --> 01:13:30.581]  They have excellent fronts.
[01:13:31.102 --> 01:13:43.812]  They have the power to give these people the best education, to give them awards, blah blah blah, and they build them up, and the front that the public sees is impeccable.
[01:13:44.292 --> 01:13:45.553]  It looks really good.
[01:13:46.193 --> 01:13:50.637]  But if you were to live with that person, you would start to find out that there's another side to them.
[01:13:51.260 --> 01:13:57.042]  But as far as the public's image, a lot of these people have impeccable public images.
[01:13:59.283 --> 01:14:04.465]  I'm just telling the audience that there's more to these people than meets the eye.
[01:14:05.745 --> 01:14:11.267]  And we're looking at one of the Rothschilds right there, who always is out wearing goat's heads around her neck.
[01:14:11.307 --> 01:14:11.827]  Nice person.
[01:14:13.388 --> 01:14:13.968]  There we go.
[01:14:13.988 --> 01:14:17.069]  I forget which Rothschild.
[01:14:17.109 --> 01:14:18.429]  This one lives out in California.
[01:14:18.449 --> 01:14:18.990]  What's her name?
[01:14:19.010 --> 01:14:20.170]  A little devil around her neck.
[01:14:21.618 --> 01:14:22.178]  John Bound.
[01:14:22.198 --> 01:14:24.979]  Yeah, that's Philippine Rothschild.
[01:14:25.159 --> 01:14:26.039]  Yeah, Baroness.
[01:14:26.459 --> 01:14:26.899]  Baroness.
[01:14:27.019 --> 01:14:27.300]  Yeah.
[01:14:27.840 --> 01:14:28.640]  Oh, she looks nice.
[01:14:29.280 --> 01:14:43.744]  Yeah, I was, as a tourist, I was at their winery, their mansion, and the people that worked there definitely appeared to me like they were under this total mind control.
[01:14:44.604 --> 01:14:45.525]  They were robotic.
[01:14:45.665 --> 01:14:46.905]  Kind of Renfield types.
[01:14:47.944 --> 01:14:49.886]  All right, French, other points you'd like to make?
[01:14:49.946 --> 01:14:52.509]  Other points, you know, directions you'd like to go in that I haven't raised?
[01:14:55.233 --> 01:14:59.558]  Wow.
[01:14:59.618 --> 01:15:03.202]  Just, I guess, as normal, I try to give people hope.
[01:15:06.160 --> 01:15:07.541]  I mean, I don't have all the answers.
[01:15:07.561 --> 01:15:08.802]  You don't have all the answers.
[01:15:09.323 --> 01:15:16.490]  But what concerns me is, is people hear this kind of information from you and I, and they shut down.
[01:15:16.590 --> 01:15:17.611]  It's too much for them.
[01:15:18.151 --> 01:15:26.740]  And yet, I would just say, look, when you go and play a basketball game, you don't shut your eyes and put your hands over your ears.
[01:15:27.526 --> 01:15:32.870]  When you're playing a game against your opponent, you're going in with all your senses alert.
[01:15:33.430 --> 01:15:34.411]  We're in a war.
[01:15:34.811 --> 01:15:38.434]  People may not like to acknowledge that, but we're in a war.
[01:15:38.934 --> 01:15:42.977]  And they need, like you're saying, info wars, but it's a war that's even
[01:15:43.897 --> 01:15:45.338]  More of a struggle.
[01:15:45.558 --> 01:15:48.339]  We're fighting for the survival of the human race.
[01:15:48.599 --> 01:15:49.979]  We're fighting for the children.
[01:15:50.280 --> 01:15:52.040]  We're fighting for all of these things.
[01:15:52.740 --> 01:15:56.242]  And people need to come out of their denial.
[01:15:56.922 --> 01:16:00.904]  And what will cause them to want to listen to this?
[01:16:01.224 --> 01:16:04.045]  They have to realize that there is hope.
[01:16:04.505 --> 01:16:05.325]  I mean, look at me.
[01:16:05.465 --> 01:16:07.586]  Look at what happened to me and I'm still here.
[01:16:08.346 --> 01:16:08.647]  You know?
[01:16:10.525 --> 01:16:16.487]  I just want to encourage people to move forward in a positive direction and not cower down.
[01:16:17.668 --> 01:16:21.249]  They're only able to do what they do because, as you were saying, we're not conscious.
[01:16:21.289 --> 01:16:24.531]  People think it's an attribute to not be involved and be uninformed.
[01:16:25.011 --> 01:16:26.911]  No, the people perish for lack of knowledge.
[01:16:27.092 --> 01:16:27.792]  Exactly.
[01:16:28.372 --> 01:16:28.892]  Exactly.
[01:16:32.006 --> 01:16:39.628]  Start becoming informed, see all this stuff around you, and people are standing up at all levels.
[01:16:39.708 --> 01:16:43.429]  It may mean just going to the PTA meeting.
[01:16:45.549 --> 01:16:52.391]  But do your part, and all of us, if we take care of our own backyard, are going to have the solution.
[01:16:54.465 --> 01:16:57.728]  As a group, we will have the solution.
[01:16:58.268 --> 01:17:00.850]  I think a big part... We don't have the solution.
[01:17:00.990 --> 01:17:07.556]  I think a big part of the solution is recognizing, you can debate how deep it goes, how evil they are, but the admissions of, they know D.U.
[01:17:07.596 --> 01:17:11.559]  will kill troops, but they authorized it 20 years ago for use, or 22 years ago.
[01:17:12.540 --> 01:17:12.980]  The U.N.
[01:17:13.000 --> 01:17:17.704]  has been caught kidnapping kids by the hundreds of thousands a decade, you know, all over the world.
[01:17:17.744 --> 01:17:18.705]  This is not debatable.
[01:17:19.365 --> 01:17:21.207]  All these elites admit they're into the occult.
[01:17:22.087 --> 01:17:23.728]  They're doing all sorts of horrible things.
[01:17:23.748 --> 01:17:25.828]  They are putting cancer viruses in the vaccines.
[01:17:26.148 --> 01:17:27.849]  They know fluoride's brain damaging us.
[01:17:28.169 --> 01:17:31.750]  Harvard just came out and reviewed over 12 studies and said, yeah, it is brain damaging people.
[01:17:32.290 --> 01:17:33.231]  But let's continue.
[01:17:33.731 --> 01:17:37.872]  I mean, it's just it's like so much of it now is just in our face.
[01:17:38.232 --> 01:17:44.214]  The bankers have now been announcing all over the news that they've conquered the U.S., that it's a world government by the bankers.
[01:17:44.734 --> 01:17:46.294]  I mean, they're really flaunting it.
[01:17:46.375 --> 01:17:47.635]  And I see them doing that.
[01:17:48.095 --> 01:17:49.376]  Because they tried to keep this hidden.
[01:17:49.396 --> 01:17:51.638]  They wanted to have revelation of the method slowly.
[01:17:52.138 --> 01:17:56.061]  But all the evidence I see is that they're not all powerful.
[01:17:56.101 --> 01:17:56.842]  They're in trouble.
[01:17:57.462 --> 01:18:02.807]  And even a lot of their own minions and people that aren't completely programmed are coming out of it.
[01:18:02.847 --> 01:18:06.309]  And we're even seeing rebellions within the power structure itself.
[01:18:06.830 --> 01:18:07.030]  Right.
[01:18:08.058 --> 01:18:10.581]  Evil contains the seed of its own destruction.
[01:18:11.102 --> 01:18:25.219]  And also, you can see that God has kind of a subtle humor, because for hundreds of years they had targeted the date 2000 as when Lucifer was to be enthroned.
[01:18:26.778 --> 01:18:29.801]  2000 came and he didn't get enthroned at that.
[01:18:30.281 --> 01:18:31.682]  And they didn't cap the pyramid.
[01:18:31.702 --> 01:18:32.743]  They were going to put a cap on it.
[01:18:32.763 --> 01:18:37.326]  They had these weird Illuminati rituals on PBS on, you know, the year 2000.
[01:18:37.366 --> 01:18:39.028]  It wasn't the new millennium, but it was their day.
[01:18:39.048 --> 01:18:40.429]  I mean, that was so incredible.
[01:18:40.649 --> 01:18:41.970]  And they said, we're not done.
[01:18:42.270 --> 01:18:46.794]  And I saw some French rock band in English going, come Lucifer, come Lucifer on television.
[01:18:47.739 --> 01:18:48.320]  Exactly.
[01:18:48.760 --> 01:19:08.816]  So their plans didn't come to fruition like they... and for me, that was like God suddenly giving them a hint, hey, you are not God Almighty, and your plans can go astray, and giving them a second chance to think about what's really going on, the bigger picture.
[01:19:09.457 --> 01:19:14.320]  And so, just be encouraged that things are under control.
[01:19:14.400 --> 01:19:15.841]  God's still on His throne.
[01:19:16.661 --> 01:19:21.464]  And, you know, as the song says, we serve a mighty God.
[01:19:22.064 --> 01:19:25.066]  And there is power to do good.
[01:19:25.546 --> 01:19:27.227]  There is power to do what's right.
[01:19:27.907 --> 01:19:32.650]  And that's where real freedom comes from, is when we step out and do what's right.
[01:19:33.834 --> 01:19:37.238]  That's right, you don't know how much power goods got until you step forward.
[01:19:37.599 --> 01:19:43.086]  Since you mentioned these... Yes, let's show the... You go to the toy store now, it's hard to find something where it's the U.S.
[01:19:43.126 --> 01:19:43.566]  military.
[01:19:44.007 --> 01:19:48.693]  World Peacekeeper, since you mentioned that, we'll show people maybe a close shot of that.
[01:19:50.382 --> 01:19:53.704]  And my children actually got this out of the exhibit area and took one of the men out.
[01:19:53.724 --> 01:19:58.306]  But look, they all have these ugly... Here, we'll lay them all right here and then get a document cam shot.
[01:19:58.326 --> 01:19:58.906]  Let me sit.
[01:19:59.327 --> 01:19:59.887]  Thank you, good job.
[01:20:00.307 --> 01:20:02.368]  Look at the ugly looks on their faces.
[01:20:02.468 --> 01:20:03.449]  Police and military.
[01:20:03.949 --> 01:20:04.709]  Heroes set.
[01:20:04.729 --> 01:20:05.630]  And they all look angry.
[01:20:07.290 --> 01:20:07.871]  But you know what?
[01:20:07.891 --> 01:20:09.311]  They're world heroes, though.
[01:20:09.812 --> 01:20:10.732]  Look at the face right there.
[01:20:10.752 --> 01:20:13.834]  He's like... It's like the TSA.
[01:20:13.954 --> 01:20:15.615]  I'll stick my hands down your pants.
[01:20:15.715 --> 01:20:15.935]  Yeah.
[01:20:19.417 --> 01:20:21.198]  Yeah, look at this guy.
[01:20:21.919 --> 01:20:23.080]  They're all like, yeah.
[01:20:23.100 --> 01:20:25.982]  I mean, look, they all make him like evil and crazy.
[01:20:27.242 --> 01:20:27.483]  Yeah.
[01:20:27.503 --> 01:20:29.344]  I mean, look at this guy.
[01:20:29.364 --> 01:20:32.766]  He's got like a, you know, one of the guys has got a face like this.
[01:20:32.846 --> 01:20:33.627]  I'm the good guy.
[01:20:33.647 --> 01:20:39.051]  He's like, oh, we're the good guys, world peacekeepers.
[01:20:40.652 --> 01:20:41.772]  Here, show him that one right there.
[01:20:41.792 --> 01:20:43.293]  The world peacekeeper.
[01:20:43.934 --> 01:20:46.095]  Oh, oh, look at him.
[01:20:47.779 --> 01:20:48.419]  Only the U.N.
[01:20:48.439 --> 01:20:49.400]  will have the guns.
[01:20:50.220 --> 01:20:51.921]  In closing, what about churches?
[01:20:52.621 --> 01:20:53.361]  What about what's going on?
[01:20:53.381 --> 01:20:58.184]  I mean, because I try to go to churches, Baptist, you name it, and they'll even have a good sermon.
[01:20:58.204 --> 01:21:01.485]  The people are, you know, have a good, you know, Christian vibe.
[01:21:01.505 --> 01:21:02.305]  They're nice families.
[01:21:02.825 --> 01:21:09.068]  But then the whole thing breaks in to do what government says, worship the government, which is coming down from their seminary, coming down from the national level.
[01:21:09.448 --> 01:21:10.769]  People should know this is not
[01:21:11.812 --> 01:21:13.253]  You know, a Christian doctrine.
[01:21:13.313 --> 01:21:19.396]  And so people get turned away from Christ because they see these counterfeits.
[01:21:19.916 --> 01:21:22.798]  But then the counterfeits are so good, all the preachers even believe what they're saying.
[01:21:23.858 --> 01:21:35.664]  Yeah, in an earlier book, my Be Wise of Serpents book, I showed, I documented who started a lot of these denominations and who's controlling them, and who's controlling Christian education.
[01:21:35.924 --> 01:21:36.885]  And it's shocking.
[01:21:37.909 --> 01:21:50.039]  A large share of these denominations were created by Freemasons, are controlled by Freemasons, are skull and boners, and Freemasons are running Christian higher education.
[01:21:51.340 --> 01:21:59.406]  I was sending my son to a Christian school, and in 1990 I went to pick him up at school, and something was wrong.
[01:21:59.466 --> 01:22:06.812]  I started asking questions and discovered that the Christian teacher was having the students spy on their
[01:22:07.259 --> 01:22:12.064]  Their parents, and write diaries secretly every day.
[01:22:12.124 --> 01:22:13.466]  The parents were not informed of this.
[01:22:13.486 --> 01:22:15.628]  Oh, that's done nationwide under law enforcement grants.
[01:22:15.648 --> 01:22:19.312]  Yeah, and I asked her, who told you to do this?
[01:22:19.592 --> 01:22:27.420]  And she said, well, I was trained in the university at Mammoth, the teacher's college there.
[01:22:28.349 --> 01:22:28.909]  to do this.
[01:22:29.270 --> 01:22:36.853]  So our Christian teachers are having to go to the secular world to get certified and they're being trained to do this kind of thing.
[01:22:36.873 --> 01:22:42.376]  Oh no no, they have grants where you do it on a computer now and the feds are in it and you write about mommy and daddy.
[01:22:42.456 --> 01:22:49.319]  I mean it's just now they're inoculating children without authorization in California and other areas.
[01:22:49.439 --> 01:22:51.820]  I mean they really are monsters.
[01:22:53.401 --> 01:22:53.881]  Exactly.
[01:22:54.882 --> 01:22:55.122]  So
[01:22:56.518 --> 01:23:00.960]  They always create boogeyman for us to think that the enemy's out there.
[01:23:02.141 --> 01:23:03.981]  Look out here, they're going to distract us.
[01:23:04.021 --> 01:23:05.602]  That's part of magic.
[01:23:05.642 --> 01:23:13.406]  You know, when you're doing a magic trick, what you're really doing is over here, but you wave your hand over here to distract the people.
[01:23:13.466 --> 01:23:14.746]  So watch out.
[01:23:14.966 --> 01:23:18.488]  They're always going to give us a boogeyman, but that's not the real boogeyman.
[01:23:19.246 --> 01:23:23.571]  And I think we're so dumb, they're now in the Leningradian going, Al-Qaeda is really helping.
[01:23:25.333 --> 01:23:33.321]  There was an article, I have it right here, I'll dig it out, saying, you know what, Al-Qaeda is pretty darn good, these are some nice people.
[01:23:33.922 --> 01:23:35.524]  And people just go lock stock.
[01:23:36.945 --> 01:23:40.186]  They just walk along with it, you know?
[01:23:40.687 --> 01:23:47.650]  One day somebody's our enemy, the next day they're our friend, and people have shut off their critical thinking.
[01:23:47.710 --> 01:23:53.974]  They need to start taking responsibility for their own lives and start thinking for themselves.
[01:23:55.623 --> 01:23:59.126]  Alright, if it's the last article in the stack, I'm going to be amazed here.
[01:24:00.547 --> 01:24:02.409]  Guys, for some reason it's not in here.
[01:24:02.449 --> 01:24:04.251]  It's linked on InfoWars and Drudge.
[01:24:04.811 --> 01:24:08.134]  Just type in Al-Qaeda winning the fight in Syria.
[01:24:08.214 --> 01:24:08.795]  Click News.
[01:24:10.506 --> 01:24:12.908]  It's something like Al-Qaeda winning the fight in Syria.
[01:24:13.188 --> 01:24:13.728]  Oh, here it is!
[01:24:14.309 --> 01:24:15.670]  Look, it's the one that I had right there.
[01:24:15.710 --> 01:24:16.070]  Look at that.
[01:24:16.530 --> 01:24:17.831]  Here, show folks the document camera of that.
[01:24:18.251 --> 01:24:20.593]  Al-Qaeda turns the tide for rebels in battle.
[01:24:21.113 --> 01:24:29.978]  Oh, and it's like their incredible discipline and stylishness is helping... Oh, hey, you know the... I mean, give your rights up.
[01:24:29.998 --> 01:24:31.379]  We've got to stick our hands down your pants.
[01:24:31.739 --> 01:24:32.560]  Look at TSA.
[01:24:32.600 --> 01:24:34.401]  I mean, is that not pedophile training?
[01:24:34.861 --> 01:24:36.943]  Training the kids that they can be touched by people?
[01:24:37.785 --> 01:24:53.258]  Right, and I've noticed how they've made things that were socially unacceptable before, like tattoos, now universally not only acceptable, but you have old ladies wanting to get tattoos.
[01:24:53.939 --> 01:24:59.163]  The next thing I'm wondering that they're going to somehow get us to accept is pedophilia.
[01:25:00.962 --> 01:25:08.286]  If they could get us to accept some of the things that we've accepted in my lifetime, I have no doubt that people will go along.
[01:25:08.406 --> 01:25:13.168]  Oh no, in the NDAA it says the troops can have their own animals on base.
[01:25:13.689 --> 01:25:14.469]  I'm not joking.
[01:25:14.529 --> 01:25:17.651]  Guys, type in NDAA legalizes bestiality on base.
[01:25:18.311 --> 01:25:23.253]  And pigs, you name it, it's a new thing.
[01:25:23.273 --> 01:25:28.196]  And again, we're weird because we don't find a pig attractive.
[01:25:34.821 --> 01:25:36.041]  No, no, we're the bad people now.
[01:25:36.141 --> 01:25:40.483]  Yeah, yeah, we're not moving along in the direction that they want us to.
[01:25:40.783 --> 01:25:42.124]  I ask this question all the time.
[01:25:42.304 --> 01:25:43.785]  Where does it lead?
[01:25:44.225 --> 01:25:54.270]  I mean, I know where in their own documents, scientifically, they say once the control grid's in place, they'll release more and more hardcore bioweapons that they always claim they're fighting, and then they'll just finally, they want to kill 99%.
[01:25:55.330 --> 01:26:00.213]  They tell their minions 80%, you know, 90%, but, you know, in their deeper textbooks,
[01:26:00.973 --> 01:26:04.236]  But I've had them write me and go, how dare you talk bad about Professor Pianca at UT.
[01:26:04.517 --> 01:26:05.217]  He only wants to kill 90%.
[01:26:06.178 --> 01:26:07.380]  All humans should be killed.
[01:26:07.620 --> 01:26:12.785]  And you look up the doctor, just one of his graduate students years ago, and they're like in a bioweapon laboratory.
[01:26:13.466 --> 01:26:14.006]  Smiling.
[01:26:14.507 --> 01:26:15.228]  They'll show you.
[01:26:15.248 --> 01:26:18.571]  Because it's like that raw power in these demon minions.
[01:26:19.031 --> 01:26:20.373]  They're just like, we will kill everyone!
[01:26:21.694 --> 01:26:24.277]  When Dr. Pianca, just one case got national attention,
[01:26:25.356 --> 01:26:28.098]  Like one of the heads over at UT down the street, University of Texas.
[01:26:28.499 --> 01:26:30.921]  He was at the Texas Academy of Sciences, got an award, he gets them all over the world.
[01:26:31.281 --> 01:26:33.543]  And he projected red skulls on the wall, this was in the news.
[01:26:33.903 --> 01:26:36.185]  And he said, you know, soon 90% will die, you know.
[01:26:36.525 --> 01:26:38.326]  I'm not happy my family has to die, but it's for the Earth.
[01:26:38.727 --> 01:26:40.468]  Soon the airborne will come, oh come, you know.
[01:26:40.808 --> 01:26:43.671]  And it was a standing ovation with tears for the scientist.
[01:26:44.171 --> 01:26:48.654]  And it's just like this, we're gonna murder, oh!
[01:26:49.074 --> 01:26:50.655]  I mean, it's just like, oh, death!
[01:26:51.016 --> 01:26:54.018]  It's like this power thing that's going, oh, death, oh!
[01:26:54.298 --> 01:26:56.339]  I mean, they just, and like a normal person just wants life.
[01:26:56.479 --> 01:26:58.581]  It's like, oh, I don't like that too much.
[01:26:59.361 --> 01:27:00.242]  I mean, what is that?
[01:27:00.582 --> 01:27:10.549]  Yeah, and I've witnessed some of these people referring to the rest of us as useless eaters, not even realizing that, really, what are they contributing?
[01:27:11.349 --> 01:27:12.350]  And they don't even care.
[01:27:12.370 --> 01:27:14.351]  Bianca says, I will be killed by them.
[01:27:14.891 --> 01:27:16.212]  But, you know, it needs to happen.
[01:27:16.432 --> 01:27:17.833]  So he at least understands that.
[01:27:17.853 --> 01:27:22.817]  But I mean, what is the standing ovation about killing Earth and killing the humans?
[01:27:23.057 --> 01:27:24.918]  And it was reported in the news.
[01:27:25.038 --> 01:27:27.380]  Three minute standing ovation, either with tears.
[01:27:32.462 --> 01:27:33.282]  I mean, what is that?
[01:27:34.843 --> 01:27:35.643]  It's insanity.
[01:27:36.544 --> 01:27:42.486]  It's a demonic, satanic agenda where the human race is hated.
[01:27:43.366 --> 01:27:48.308]  And you see that in the... So they're basically being influenced by... Yeah, exactly.
[01:27:48.368 --> 01:27:50.469]  That's why I... What do you think about what David Icke says?
[01:27:51.589 --> 01:27:53.610]  Well, I don't go there.
[01:27:54.030 --> 01:27:55.791]  I'll let him do his thing and
[01:27:57.874 --> 01:28:03.138]  I prefer to stay with things that are 3D, that are provable and factual.
[01:28:03.158 --> 01:28:04.659]  But we are on a planet hurtling through space.
[01:28:04.679 --> 01:28:05.400]  The sky's the limit.
[01:28:05.440 --> 01:28:06.801]  I mean, who knows?
[01:28:07.702 --> 01:28:08.703]  Who knows?
[01:28:10.744 --> 01:28:12.505]  He believes in what he's putting out.
[01:28:13.006 --> 01:28:14.027]  I think he's sincere.
[01:28:14.047 --> 01:28:18.310]  I haven't seen the proof of what he's saying.
[01:28:18.737 --> 01:28:21.658]  So, I have backed off from... Well, I mean, exactly.
[01:28:21.698 --> 01:28:28.880]  They admit there's a brainwashing camp within Camp X, where they used to admit it, where they torture people, and then those guys go out in the news, suicide bombers.
[01:28:29.360 --> 01:28:35.762]  It's like, oh, the graduates from there, and they admitted in stuff that they... I can't even say this stuff on air.
[01:28:36.042 --> 01:28:43.945]  They dress up like devils, they put the guys on hallucinogens, they have prostitutes come in and rape the men while putting blood all over them.
[01:28:44.165 --> 01:28:44.925]  This was in the news!
[01:28:45.905 --> 01:28:52.489]  Abu Ghraib, they admitted that they ordered the troops and they hired jail guards that have been, you know, kicked out in the U.S.
[01:28:52.749 --> 01:28:55.090]  to rape the children but with battery acid?
[01:28:56.215 --> 01:28:58.216]  And whenever I say this, people go look it up.
[01:28:58.516 --> 01:29:01.337]  Just type in Abu Ghraib Army Report and you get it.
[01:29:01.737 --> 01:29:02.397]  And it's in there.
[01:29:02.477 --> 01:29:05.338]  Raping kids, battery acid, you know, I can't even mention.
[01:29:05.618 --> 01:29:06.838]  I mean, it's like, what?
[01:29:06.898 --> 01:29:07.178]  Really?
[01:29:07.198 --> 01:29:12.460]  But then Jack Bauer sometimes tortures a kid to get the dad to talk, but it saves the LA from the nuke.
[01:29:12.960 --> 01:29:14.840]  So see, on 24, it's saving people.
[01:29:15.501 --> 01:29:23.343]  I mean, like, they're literally, and for the average person that watches these shows, they're like rooting for the good guys, who are now the bad guys.
[01:29:24.457 --> 01:29:24.938]  Exactly.
[01:29:24.998 --> 01:29:28.661]  They're like, but it's only Al-Qaeda's kids we torture, but Al-Qaeda was never even there.
[01:29:28.721 --> 01:29:29.682]  Al-Qaeda works for you.
[01:29:29.702 --> 01:29:30.343]  Right.
[01:29:30.843 --> 01:29:33.946]  I mean, it's all just like a puppet they bring out and they go, here's the Al-Qaeda man.
[01:29:33.966 --> 01:29:35.507]  And we go, ooh, Al-Qaeda!
[01:29:36.588 --> 01:29:37.069]  Exactly.
[01:29:37.229 --> 01:29:37.849]  What do you make of that?
[01:29:38.630 --> 01:29:39.951]  Well, you're right on track.
[01:29:40.692 --> 01:29:48.539]  Sometimes I've said buzzwords and watched people robotically start spouting off a bunch of words, you know?
[01:29:48.639 --> 01:29:50.181]  They've been preconditioned.
[01:29:50.896 --> 01:29:53.917]  To, you know, neuro-linguistic programming.
[01:29:53.957 --> 01:29:57.158]  They're being conditioned that this word means this.
[01:29:57.778 --> 01:29:59.318]  You know, they're not even thinking.
[01:30:00.039 --> 01:30:03.440]  You know, Osama Bin Laden, then they think this.
[01:30:04.120 --> 01:30:05.200]  Al Qaeda, they think this.
[01:30:05.280 --> 01:30:08.361]  You know, it's just... You can see it.
[01:30:09.201 --> 01:30:26.868]  You can see that they're not even... they're just regurgitating... And even if you don't call it mind control, but you know, calling human social animals as the globalists do, I hear these talk show hosts that I know personally, locally, who know full well what's going on, but they'll sit there and just play kind of whatever the establishment's saying, they'll just repeat it, and that's what a winner does.
[01:30:27.368 --> 01:30:31.769]  A winner just repeats, and so you just become... but no, they're not winners.
[01:30:32.330 --> 01:30:33.270]  Right, exactly.
[01:30:33.840 --> 01:30:44.851]  Well, and I've had some people tell me that they are aware of the Illuminati and this world agenda and so forth, but they want to be on the winning side.
[01:30:45.452 --> 01:30:49.596]  And they think that the other side is going to be the winning side.
[01:30:49.616 --> 01:30:51.518]  But again, that's not winning.
[01:30:52.859 --> 01:30:55.081]  No, it isn't.
[01:30:57.110 --> 01:31:00.712]  First, Springmeier, this has been a truly intriguing visit.
[01:31:01.072 --> 01:31:02.052]  Did you enjoy seeing your father?
[01:31:02.533 --> 01:31:03.553]  Yes, very much so.
[01:31:03.993 --> 01:31:04.513]  How is he doing?
[01:31:05.854 --> 01:31:09.236]  Well, you know, I like to tell people don't get old.
[01:31:09.336 --> 01:31:14.838]  He's going through some of the normal stages of getting old.
[01:31:15.398 --> 01:31:17.419]  He's not as mobile as he used to be.
[01:31:19.551 --> 01:31:21.932]  Overall, he's still in fairly good shape.
[01:31:21.952 --> 01:31:24.854]  And weren't you telling me your dad was instrumental in part of your awakening, right?
[01:31:24.894 --> 01:31:25.794]  I forget the whole story.
[01:31:25.994 --> 01:31:28.075]  No, but other relatives of mine were.
[01:31:28.315 --> 01:31:31.157]  His parents were, but my father wasn't.
[01:31:31.657 --> 01:31:32.417]  What did your dad do?
[01:31:32.457 --> 01:31:33.558]  Some story you told me, I forget.
[01:31:33.958 --> 01:31:44.183]  My father wanted to help the world by going to third world countries and developing their agriculture, help the world become self-sufficient.
[01:31:44.223 --> 01:31:48.465]  So, he had his own way of saving the world.
[01:31:49.085 --> 01:31:50.005]  His own goals.
[01:31:50.606 --> 01:31:55.108]  He's always believed that you should leave the world a better place than what you found it.
[01:31:56.208 --> 01:31:57.108]  That's civilization.
[01:31:57.148 --> 01:31:57.809]  That's humanity.
[01:31:58.049 --> 01:31:59.229]  Yeah.
[01:31:59.269 --> 01:32:01.650]  Who was the other family that helped wake you up?
[01:32:01.830 --> 01:32:07.933]  Well, my grandparents were local leaders in the ag movement.
[01:32:08.633 --> 01:32:13.615]  And in fact, my grandmother was on television in Topeka advocating for the farmers.
[01:32:13.915 --> 01:32:17.537]  And the farmers during the Carter administration were trying to understand
[01:32:18.983 --> 01:32:19.923]  What is going on?
[01:32:19.983 --> 01:32:21.424]  Who's setting the prices for us?
[01:32:21.464 --> 01:32:22.764]  And why can't we make a living?
[01:32:22.824 --> 01:32:25.005]  And why is everything going against us?
[01:32:25.505 --> 01:32:30.027]  And then they started tracking down who are the decision makers, the string pullers.
[01:32:30.447 --> 01:32:34.968]  And that's when they discovered the Council of Foreign Relations, Trilateral Commission, and so forth.
[01:32:35.489 --> 01:32:38.630]  And so they were the banksters.
[01:32:38.810 --> 01:32:41.611]  So they helped me understand that level.
[01:32:41.651 --> 01:32:45.472]  But those are fronts for something even more sinister.
[01:32:45.950 --> 01:32:52.333]  So then I've just taken what they helped me learn and taken it to a higher level.
[01:32:53.453 --> 01:32:55.314]  We can debate 20 families, 16, 13.
[01:32:55.414 --> 01:32:57.815]  How many super ruler families are there?
[01:32:58.916 --> 01:33:13.242]  Well, they chose the number 13, but within those 13 bloodlines or tribes, there are five powerful families that are an inner circle again.
[01:33:13.888 --> 01:33:18.992]  You know, and so... And then the other families, they've got branches into other families.
[01:33:19.032 --> 01:33:21.814]  Yes, yes, so... Right, so... Where would the Bushes be?
[01:33:21.834 --> 01:33:23.435]  They're like a minion family, right?
[01:33:24.236 --> 01:33:26.738]  Unless they have generational minion-ships.
[01:33:27.999 --> 01:33:37.907]  Yeah, they would not be in the... Well, they do have some blood from royalty, so...
[01:33:39.969 --> 01:33:46.694]  I'm not sure exactly which bloodline they would classify themselves under.
[01:33:46.994 --> 01:33:50.777]  They might be classified with that holy bloodline.
[01:33:54.870 --> 01:34:05.877]  uh... bloodline that all the aristocrats in Europe have and if that's the case if they're identified in the Illuminati with that they would be actually within that inner circle.
[01:34:05.997 --> 01:34:06.838]  Let's close on this.
[01:34:06.918 --> 01:34:10.320]  I haven't re-read one lines of Illuminati in a few years but...
[01:34:10.680 --> 01:34:17.629]  I mean, I know I can flip it open here, actually, the bibliography, where you talk about they're really a Transylvanian bloodline, they're not even a German bloodline.
[01:34:17.649 --> 01:34:19.752]  The Saxe-Coburg-Gotha is known as the House of Windsor.
[01:34:20.093 --> 01:34:21.014]  That's their brand name.
[01:34:21.435 --> 01:34:26.622]  How did you discover they were really Transylvanians, and that they, you know, were hanging out there?
[01:34:26.642 --> 01:34:27.943]  Because now that's mainstream news.
[01:34:29.410 --> 01:34:52.167]  I just was doing genealogy work because the people that I worked with in the Illuminati were talking about how the British Royal Family was Illuminati and how important it had been to the Illuminati members when Princess Di had had her wedding with Charles and
[01:34:53.198 --> 01:35:00.001]  And so I was trying to understand these people better, you know, trying to track down just who are these people?
