[00:00:06.147 --> 00:00:07.548]  Worldwide transmission.
[00:52:44.519 --> 00:52:49.904]  Super weaponized viruses and bacteria that kill over 90%.
[00:52:51.525 --> 00:52:54.728]  9 out of 10 people on your street dead.
[00:52:55.068 --> 00:53:00.093]  The National Research Council, which is an arm of the National Academy of Sciences.
[00:53:00.413 --> 00:53:11.315]  ...released a report concerning potential hazardous risk associated with the new multi-million dollar infectious disease research lab currently under construction in Kansas.
[00:53:11.595 --> 00:53:15.336]  It's located only 120 miles west of Kansas City.
[00:53:15.496 --> 00:53:18.616]  It's called the National Bio and Agro-Defense Facility.
[00:53:18.816 --> 00:53:27.958]  And even though it's a level 4 bio lab, which is the highest secured rating issued by the CDC, the expert panel found that there is nearly a 70% chance
[00:53:29.338 --> 00:53:35.123]  That a disease will escape the laboratory during its planned 50-year operational lifespan.
[00:53:35.524 --> 00:53:37.125]  And it went on to say that the U.S.
[00:53:37.145 --> 00:53:45.433]  Department of Homeland Security has not adequately gauged the potential risk of a dangerous airborne pathogen escaping the compound.
[00:53:46.093 --> 00:53:52.637]  There are what they call bioweapons that are in unsecured, well moderately secured environments.
[00:53:53.037 --> 00:53:54.678]  Like in Galveston, Texas.
[00:53:55.358 --> 00:53:59.220]  And the CDC even went to one of these facilities in Kansas.
[00:53:59.981 --> 00:54:02.482]  And they're not nearly as safe as they would hope.
[00:54:03.062 --> 00:54:09.826]  And they even said, the CDC even said the one in Kansas has a 70% chance of some dangerous virus getting released.
[00:54:10.706 --> 00:54:12.968]  What are the bylaws in keeping them safe?
[00:54:13.068 --> 00:54:17.650]  I don't think there's anything even designated to making sure that they're safe.
[00:54:18.191 --> 00:54:22.633]  It's that gray area of the world that nobody really thinks about, but is.
[00:54:22.653 --> 00:54:27.496]  So you think it's a clear and present danger that we should try to prepare for or something like that?
[00:54:27.716 --> 00:54:30.738]  I think everybody should always be prepared for anything.
[00:54:31.118 --> 00:54:33.260]  You know, it's like hope for the best, prepare for the worst.
[00:54:34.275 --> 00:54:37.657]  Can you imagine the awakening that's going to happen if they release those bioweapons?
[00:54:38.397 --> 00:54:39.698]  After we've warned people so much?
[00:54:39.778 --> 00:54:44.120]  God Almighty, I hope the next phases of what we've broken down don't happen.
[00:54:44.660 --> 00:54:46.421]  God Almighty, I hope they don't.
[00:54:47.462 --> 00:54:50.643]  But I know one thing, I'm sure selfish, I've sure gotten my family ready.
[00:54:50.663 --> 00:54:59.888]  Do you think it's wise for people that collect food and they have stockpiles of food and stuff like that just in case of emergency and have a place to go just in case something like this were to happen?
[00:55:00.208 --> 00:55:01.429]  I don't have anything stockpiled.
[00:55:02.062 --> 00:55:03.743]  I'm all about having weapons.
[00:55:04.043 --> 00:55:07.084]  I'm all about getting as much ammunition as you can get.
[00:55:07.244 --> 00:55:08.704]  Everybody's going to get crazy.
[00:55:08.744 --> 00:55:12.365]  They're going to want to get their hands on whatever sources are available.
[00:55:12.485 --> 00:55:14.706]  Food, water, natural resources.
[00:55:15.126 --> 00:55:18.427]  Anything to keep the normalcy of life continuing.
[00:55:18.667 --> 00:55:20.127]  That's why I'm out here on the streets.
[00:55:20.548 --> 00:55:22.608]  I want to learn some street smarts.
[00:55:22.688 --> 00:55:26.709]  If it goes down, I want to be able to find a way around it.
[00:55:26.990 --> 00:55:28.010]  Let me tell you something.
[00:55:28.763 --> 00:55:34.228]  Once something like that goes down, the people in the high-rise apartments and stuff, they're not going to know what to do.
[00:55:34.308 --> 00:55:37.310]  It's the people with street smarts that are going to be the ones that are going to survive.
[00:55:37.630 --> 00:55:44.296]  Just making sure that you have the resources that you need because when the world gets chaotic, everybody loses their minds.
[00:55:44.821 --> 00:55:46.162]  Let me put this in layman terms.
[00:55:47.103 --> 00:56:05.440]  A level four bioweapons lab should be three floors under the ground, barbed wire fences, minefields, and machine guns, and a system that if the superb germs get out, they pull a lever, alarms go off, and the whole place goes up in flames.
[00:56:06.462 --> 00:56:18.872]  But instead, the global elite are storing it in level 2 facilities, like the University of Texas at Galveston, behind a glass door with a swipe card, right there in Petri dishes.
[00:56:19.693 --> 00:56:26.659]  And they're doing this so that when they release it to massively reduce population, they can claim it was an accident.
[00:56:27.139 --> 00:56:31.181]  Now you notice in this report that we also get into biological weapons.
[00:56:31.681 --> 00:56:41.527]  There are hundreds of facilities now in the United States, 36 that are level 4 bioweapons labs, including the University of Texas at Galveston, that are in level 2 facilities.
[00:56:41.787 --> 00:56:43.688]  And Darren McBrain just went over that information.
[00:56:43.908 --> 00:56:52.777]  Now I hope and pray that our source is incorrect about a covert nuclear waste dump hidden in the hill country outside Austin, Texas.
[00:56:52.858 --> 00:57:03.369]  But this fits into what we've seen all over the United States from reactor programs in the 50s, 60s, and 70s where they would just bury it in caves or under warehouses.
[00:57:03.729 --> 00:57:07.451]  This is a huge story, so it's up to the media to investigate this.
[00:57:07.511 --> 00:57:16.556]  The fact that so many Austinites, where I live, and we're broadcasting worldwide right now, don't even know that the University of Texas has all these secret nuclear reactors.
[00:57:16.716 --> 00:57:24.861]  And I call them secret because they admit that they exist, but imply and act like you're some type of kook if you talk about them or ask questions.
[00:57:25.662 --> 00:57:27.343]  So, we all live here.
[00:57:28.427 --> 00:57:29.368]  We have children here.
[00:57:29.408 --> 00:57:31.310]  We have children across this country and the world.
[00:57:31.831 --> 00:57:36.396]  And it's time we recognize that nuclear energy is not as clean as they claimed it was.
[00:57:36.856 --> 00:57:37.978]  Just look at Fukushima.
[00:57:38.018 --> 00:57:38.899]  Just look at Chernobyl.
[00:57:39.579 --> 00:57:40.801]  We'll be right back.
[00:57:40.901 --> 00:57:41.462]  Stay with us.
[00:57:42.242 --> 00:57:44.265]  The second hour is straight ahead.
[00:57:51.957 --> 00:57:57.221]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:57:57.461 --> 00:57:59.663]  Start purifying your water with ProPure.
[00:57:59.883 --> 00:58:08.830]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at Infowars.com.
[00:58:08.990 --> 00:58:12.172]  Its filters are silver impregnated to prevent bacterial growth.
[00:58:12.433 --> 00:58:13.854]  There's no priming required.
[00:58:14.114 --> 00:58:16.155]  It's NSF 42 certified.
[00:58:16.375 --> 00:58:18.877]  Optional fluoride filters can reduce fluoride up to 95%.
[00:58:19.938 --> 00:58:21.278]  Easy to set up and use.
[00:58:21.478 --> 00:58:22.759]  Doesn't require electricity.
[00:58:22.899 --> 00:58:25.739]  Purify water from lakes, streams, ponds, and wells.
[00:58:26.060 --> 00:58:29.220]  This filter system leaves in beneficial minerals, which is key.
[00:58:29.440 --> 00:58:31.221]  Save money by not buying bottled water.
[00:58:31.341 --> 00:58:33.421]  And avoid BPA that leaches from the plastic.
[00:58:33.581 --> 00:58:36.182]  ProPure is the best gravity-fed filter out there.
[00:58:36.302 --> 00:58:37.622]  It's what my family uses.
[00:58:37.882 --> 00:58:41.083]  Infowars.com already has the lowest price on ProPure.
[00:58:41.203 --> 00:58:46.805]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:58:47.045 --> 00:58:48.185]  You can also call to order.
[00:58:48.285 --> 00:58:48.325]  888-253-3139
[00:59:09.216 --> 00:59:13.918]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:59:14.458 --> 00:59:21.361]  They call it a survival seed bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[00:59:21.561 --> 00:59:22.461]  And here's the best part.
[00:59:22.681 --> 00:59:29.044]  These seeds have not been genetically modified in any way, and you actually get enough seeds to plant a full acre crisis garden.
[00:59:29.364 --> 00:59:32.206]  So visit them today at survivalseedbank.com.
[00:59:32.546 --> 00:59:34.427]  That's survivalseedbank.com.
[00:59:34.767 --> 00:59:35.627]  Or give them a call at 877-327-0365.
[00:59:35.647 --> 00:59:35.867]  That's 877-327-0365.
[00:59:35.887 --> 00:59:38.849]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[00:59:39.349 --> 00:59:41.090]  This is Alex Jones for survivalseedbank.com.
[00:59:52.918 --> 00:59:54.079]  Coast to coast.
[00:59:54.459 --> 00:59:55.800]  Direct from Austin.
[00:59:56.520 --> 00:59:59.822]  You're listening to the Alex Jones Broadcasting Network.
[00:59:59.842 --> 01:00:11.630]  I like me some Daft Punk.
[01:00:12.110 --> 01:00:12.990]  Here's the good part right here.
[01:00:22.797 --> 01:00:29.340]  Hello, it's the extremist, the evil conspiracy theorist that doesn't believe known liars that have been caught lying thousands of times.
[01:00:31.021 --> 01:00:44.208]  I'm very thankful that you've joined us on this June 17th, 2012 worldwide transmission for human liberty in defense of freedom and resistance to tyranny and oppressive pot-bellied scumbags of every formation.
[01:00:45.814 --> 01:00:47.075]  They're good pot bellies, by the way.
[01:00:47.135 --> 01:00:50.016]  Just the globalists happen to be pot bellies generally, so we throw that in.
[01:00:50.056 --> 01:00:51.897]  I mean, I've got a small pot belly myself.
[01:00:51.917 --> 01:00:53.598]  I mean, no attack on pot bellies.
[01:00:53.618 --> 01:00:59.501]  I mean, I attack folks with mustaches, just noticing all the police have mustaches, but I'm not saying it's bad to have a mustache.
[01:01:00.262 --> 01:01:02.543]  I happen to have one as well, just you can't see it.
[01:01:03.143 --> 01:01:05.405]  All right, another lame attempt at humor.
[01:01:05.725 --> 01:01:14.910]  We are taping this Friday here on the Time-Space Continuum, and you are listening on Sunday, and so am I, on my trusty free iPhone app.
[01:01:16.650 --> 01:01:17.050]  Oh yeah.
[01:01:18.431 --> 01:01:20.371]  And we've got quite a bit coming up for you.
[01:01:20.491 --> 01:01:24.113]  Big interview I did this week with Jesse Ventura, former Minnesota governor.
[01:01:24.633 --> 01:01:25.393]  That's coming up.
[01:01:25.713 --> 01:01:33.416]  And then we're going to talk about the transhumanist and the Russian government and the UN telling us that humanity as we know it is over.
[01:01:33.976 --> 01:01:39.978]  That is coming up as well at the end of this worldwide transmission.
[01:01:40.698 --> 01:01:44.740]  And we have also done a lot of other exciting things in the fight against tyranny because I'm only alive once.
[01:01:45.200 --> 01:01:49.582]  Every day I get up at about 6 a.m., sometimes earlier, and I think, they could kill me any time.
[01:01:49.922 --> 01:01:58.007]  I better really do a good job today, and of course I don't most of the time, but... I mean, we're only alive once, and we're fighting a bunch of scum, and I want to defeat them.
[01:01:58.027 --> 01:01:58.907]  I believe in humanity.
[01:01:59.247 --> 01:02:00.888]  We've got a good chance to defeat these people.
[01:02:01.268 --> 01:02:04.390]  We've launched planetinfowars.com, the social network.
[01:02:06.734 --> 01:02:08.816]  Hundreds of thousands of people visited every day.
[01:02:08.836 --> 01:02:18.882]  21,000 people have actually joined it and created profiles, written articles, posted incredible art, poetry, meet-up groups, dating, liberty lovers on there.
[01:02:19.242 --> 01:02:27.227]  So please be sure and check out planetinfowars.com today or this evening because that's what it's all about.
[01:02:27.247 --> 01:02:30.689]  You know, we had a little social network and it failed because it was just a plug-in.
[01:02:30.709 --> 01:02:32.670]  It had like 30-something thousand members, I don't know, 40,000 members.
[01:02:33.991 --> 01:02:38.253]  And I've run into so many people that met each other, got married, had children, love liberty together.
[01:02:38.713 --> 01:02:45.936]  So that's a small part of what it's about, but that's one of the main drivers, because I do believe in matchmaking, people that love freedom and getting them together.
[01:02:46.996 --> 01:02:49.037]  So be sure and check out planetinfowars.com.
[01:02:49.057 --> 01:02:52.159]  Again, we're going to go to break and give you
[01:02:53.789 --> 01:02:58.310]  Three different segments of the hour interview with former Minnesota Governor Jesse Ventura.
[01:02:58.370 --> 01:03:02.132]  The system is demonizing the fact that his TV show probably won't air.
[01:03:02.912 --> 01:03:05.032]  The fact that a lot of stuff's been censored.
[01:03:05.092 --> 01:03:11.675]  The fact that he is suing that Navy SEAL guy for claiming he punched him out as part of a swift boating operation.
[01:03:12.475 --> 01:03:14.195]  That is all coming up with Jesse Ventura.
[01:03:14.215 --> 01:03:16.076]  Then the larger transhumanist agenda.
[01:03:17.912 --> 01:03:19.053]  But we're all in this together.
[01:03:19.093 --> 01:03:22.657]  You know, the globalists believe they're God because they understand the human life cycle.
[01:03:22.697 --> 01:03:26.521]  They studied humans and thought they're aliens and decided to manipulate us.
[01:03:26.561 --> 01:03:30.445]  But in doing that, they manipulate themselves because it's all blowback.
[01:03:30.785 --> 01:03:37.212]  As much as they try to stay separate from us, they're still part of us, even if they are the cancerous part that acts in a psychopathic fashion.
[01:03:37.773 --> 01:03:40.315]  So that is the bottom line on that front.
[01:03:41.056 --> 01:03:43.198]  I also want to add I couldn't do this without the listeners.
[01:03:43.278 --> 01:03:46.740]  I couldn't do this radio show without the great team and the folks.
[01:03:46.800 --> 01:04:00.310]  It's Friday night and we're just now recording this for Sunday and Chris Alanese is going to be late in the evening not seeing his wife and children to get this edited and packaged for you on Sunday.
[01:04:00.370 --> 01:04:06.734]  So I want to give a wink and a nod and a curtsy like I gave Lord Monckton when he was here.
[01:04:06.774 --> 01:04:08.456]  Chris, did I not give him a full curtsy?
[01:04:09.096 --> 01:04:12.839]  Even though men aren't supposed to do that, it was very obnoxious and funny, and he laughed a lot about it.
[01:04:13.519 --> 01:04:15.041]  Very fun to desecrate royalty.
[01:04:15.921 --> 01:04:17.442]  He's a good guy, but he understood the joke.
[01:04:18.283 --> 01:04:20.304]  Of course, I'm not celebrating the Diamond Jubilee.
[01:04:20.344 --> 01:04:22.326]  I'm just gonna be honest with everybody here right now.
[01:04:23.207 --> 01:04:23.787]  But that's it.
[01:04:23.807 --> 01:04:27.790]  We're gonna come back with Jesse Ventura and the Transhumanist 2045.
[01:04:27.850 --> 01:04:28.811]  It's all coming up.
[01:04:29.391 --> 01:04:34.034]  Onward and beyond, or in through and beyond, as they say in the film, Black Hole.
[01:04:34.855 --> 01:04:37.997]  Again, I'm Alex Jones reporting from the front lines of the Infowar.
[01:04:38.057 --> 01:04:42.959]  A free human that wished for liberty and prosperity and decency and transparency.
[01:04:43.439 --> 01:04:45.921]  One who believed in honor and all that is good.
[01:04:46.121 --> 01:04:47.722]  One who sought to defend innocence.
[01:04:48.342 --> 01:04:49.863]  In essence, an enemy of the state.
[01:04:49.943 --> 01:04:52.404]  An enemy of the New World Order.
[01:04:52.984 --> 01:04:54.465]  All truth lovers, stay tuned.
[01:04:54.565 --> 01:04:56.446]  Globalist goes straight to hell.
[01:04:56.786 --> 01:04:57.407]  We'll be back.
[01:04:57.427 --> 01:04:57.967]  Stay with us.
[01:05:02.028 --> 01:05:06.149]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[01:05:06.449 --> 01:05:10.170]  As a listener, you know why you need to have a supply of the best storable food on the planet.
[01:05:10.590 --> 01:05:14.251]  Every day, we document the attempts to take control of our lives.
[01:05:14.591 --> 01:05:16.611]  But there's one thing we can all control.
[01:05:16.811 --> 01:05:18.071]  Your greatest dependency.
[01:05:18.411 --> 01:05:18.771]  Food.
[01:05:19.152 --> 01:05:26.513]  eFoods Direct products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs, or MSG.
[01:05:26.753 --> 01:05:29.034]  This food is nutrient-dense and tastes great.
[01:05:29.274 --> 01:05:30.594]  It's simple to make, portable,
[01:05:30.834 --> 01:05:32.955]  And has a shelf life of up to 25 years.
[01:05:33.316 --> 01:05:36.958]  Now with eFoodsDirect, you'll get the most affordable, best tasting food you can buy.
[01:05:37.178 --> 01:05:41.761]  To celebrate the beginning of summer, you can save 20% off their already affordable prices.
[01:05:42.021 --> 01:05:45.584]  This offer ends on June 20th, so take advantage of the summer savings now.
[01:05:45.924 --> 01:05:51.467]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex for specials.
[01:05:51.768 --> 01:05:53.088]  Don't let this offer pass you by.
[01:05:53.349 --> 01:05:55.330]  Call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[01:05:58.712 --> 01:06:00.955]  More the best, for less guaranteed.
[01:06:03.239 --> 01:06:09.267]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:06:09.888 --> 01:06:12.872]  It's Alex Jones and the GCN Radio Network.
[01:06:16.977 --> 01:06:18.278]  Well, time flies.
[01:06:18.498 --> 01:06:25.063]  It's hard to believe that I've known Jesse Ventura like six, seven, almost, it's over seven years now.
[01:06:25.083 --> 01:06:27.064]  We were just talking during the break.
[01:06:27.104 --> 01:06:28.685]  His dog's eight years old now.
[01:06:28.705 --> 01:06:31.387]  I'm the same age, his age and dog years.
[01:06:32.188 --> 01:06:34.590]  My children are shooting up like weeds.
[01:06:35.290 --> 01:06:37.191]  Life is certainly short.
[01:06:38.072 --> 01:06:42.478]  And Jesse Ventura is back from Mexico in another great book.
[01:06:42.499 --> 01:06:44.782]  He told me the name of the book about a year ago when I started writing it.
[01:06:45.323 --> 01:06:46.865]  And boy, it's perfect timing right now.
[01:06:46.925 --> 01:06:48.527]  People are really sick of both parties.
[01:06:49.048 --> 01:06:51.051]  Democrips and Reblublicans.
[01:06:52.152 --> 01:06:53.714]  No more gangs in government.
[01:06:54.662 --> 01:06:57.705]  It's already racing up the New York Times bestseller list.
[01:06:57.805 --> 01:06:59.867]  All his books have been New York Times bestsellers.
[01:06:59.887 --> 01:07:01.368]  I think one of them was even a number one.
[01:07:01.768 --> 01:07:02.849]  He can correct me if I'm wrong.
[01:07:03.169 --> 01:07:05.431]  We've got the book at Infowars.com.
[01:07:05.812 --> 01:07:11.777]  Discounted with his other great books, American Conspiracies and 63 Documents the Government Doesn't Want.
[01:07:12.137 --> 01:07:16.319]  You to read all at Infowars.com and bookstores everywhere.
[01:07:17.119 --> 01:07:20.281]  Again, Governor, we've got the waterfront to cover here.
[01:07:20.321 --> 01:07:27.544]  TSA, Nanny State, weaponized drones, your lawsuit against the Navy SEAL that lied about you and why you went ahead with that.
[01:07:28.364 --> 01:07:29.305]  All of it is coming up.
[01:07:29.405 --> 01:07:30.185]  Rand Paul.
[01:07:30.425 --> 01:07:31.466]  There's so many issues.
[01:07:31.786 --> 01:07:34.207]  But let's get into your new book.
[01:07:34.247 --> 01:07:35.427]  I think it's one of your best.
[01:07:35.928 --> 01:07:37.288]  Where did you come up with the name?
[01:07:37.688 --> 01:07:41.350]  And for folks that, you know, are listening right now, what is the book breakdown?
[01:07:41.690 --> 01:07:44.812]  Well, the name, I don't recall who it was.
[01:07:44.892 --> 01:07:50.877]  It might have been Senator Dean Barclay, who I appointed to fill the Wellstone seat after Senator Wellstone died.
[01:07:51.117 --> 01:07:52.718]  It may have come from him or whatever.
[01:07:53.418 --> 01:08:01.644]  But somebody at some point in my life, within the last decade, referred to the two parties as the Democrats and the Republicans.
[01:08:02.445 --> 01:08:05.187]  And I thought it was so perfect because when you
[01:08:05.307 --> 01:08:10.793]  Look, okay, let's go to the Crips and the Bloods, the two street gangs that we use their names.
[01:08:11.013 --> 01:08:13.295]  Well, the Crips' colors are blue.
[01:08:14.295 --> 01:08:16.197]  Well, what's a Democratic state?
[01:08:16.337 --> 01:08:17.558]  It's a blue state, right?
[01:08:18.118 --> 01:08:20.661]  The Bloods, naturally, their color is red.
[01:08:20.701 --> 01:08:24.244]  Republicans, what's a Republican state?
[01:08:24.504 --> 01:08:25.144]  Red state.
[01:08:25.685 --> 01:08:29.388]  So they even use the same color code as the street gangs.
[01:08:29.969 --> 01:08:36.074]  And I'd like to tell people, these two parties are even more dangerous than the street gangs are.
[01:08:36.514 --> 01:08:38.056]  Because the Crips and the Bloods
[01:08:38.716 --> 01:08:41.638]  Only occupy small little areas of the U.S.
[01:08:41.739 --> 01:08:44.060]  where they can be dangerous, the gangs.
[01:08:44.861 --> 01:08:49.204]  The Republicans and the Democrats affect each and every one of us every day.
[01:08:49.224 --> 01:08:54.668]  Every American is affected by these two gangs, the Democrats and the Republicans.
[01:08:55.569 --> 01:09:00.873]  And so I wrote the book because I wanted to expose how horrible it is
[01:09:02.214 --> 01:09:13.141]  In light of the Supreme Court's decision that money is free speech and that corporations have the same rights as an individual, it's now completely out of hand, Alex.
[01:09:13.721 --> 01:09:24.988]  These corporations are funneling so many millions of dollars into these campaigns, and these two parties have created a system that is based completely on bribery.
[01:09:25.428 --> 01:09:28.149]  If you bribe them, you will get what you want.
[01:09:28.250 --> 01:09:29.030]  If you don't, well,
[01:09:29.130 --> 01:09:30.451]  Well, you're just out of luck then.
[01:09:30.911 --> 01:09:38.858]  Now, what troubles me a great deal is that if we commit a bribe offense in the private sector, you go to jail.
[01:09:39.718 --> 01:09:42.961]  And yet our whole political system is based upon bribery.
[01:09:44.042 --> 01:09:46.624]  And, you know, and money is free speech?
[01:09:47.084 --> 01:09:55.231]  Well, I'd love to see the next bank robber, when he goes to trial, say, well, your honor, I was simply exercising my right of free speech.
[01:09:57.545 --> 01:10:01.508]  Because after all, our Supreme Court said that money is free speech.
[01:10:02.388 --> 01:10:05.670]  And so, clearly our courts are failing us.
[01:10:06.311 --> 01:10:10.533]  The Democrats and Republicans, the legislative branch is failing us.
[01:10:11.073 --> 01:10:14.816]  The President and the executive branch is failing us.
[01:10:15.416 --> 01:10:21.999]  And the fourth branch, the unwritten branch of government, the media, is failing us.
[01:10:22.019 --> 01:10:22.079]  Why?
[01:10:22.439 --> 01:10:32.924]  Because the media, it was interesting, I saw Dan Rather on the other day, and if you'll recall, he got fired because he reported on George Bush's
[01:10:34.225 --> 01:10:37.188]  George Bush the Kid, his service record.
[01:10:37.648 --> 01:10:43.193]  Well, every bit of it was true, and Dan Rather got fired for telling the truth.
[01:10:43.654 --> 01:10:52.442]  And the other thing the point Rather made was, back then there were probably 40 media outlets giving us information.
[01:10:52.842 --> 01:10:58.708]  Today you're down to about four corporations that control all the media in the United States.
[01:11:00.195 --> 01:11:06.394]  And that's dangerous because they're controlling the corporate and that's the definition of fascism!
[01:11:07.518 --> 01:11:09.879]  The corporations are controlling our government.
[01:11:10.319 --> 01:11:11.820]  They're controlling our media.
[01:11:12.160 --> 01:11:21.203]  If you read the works of General Smedley Butler, the two-time Congressional Medal of Honor winner, the most decorated Marine in history, he died in the 40s.
[01:11:21.803 --> 01:11:27.505]  Smedley Butler said, I didn't fight for the American people, I fought for the United Fruit Corporation.
[01:11:28.065 --> 01:11:33.367]  When they didn't get cooperation in South and Central America, they sent in the Marines to get it.
[01:11:34.511 --> 01:11:38.053]  And that's what your book breaks down, and you're right.
[01:11:38.093 --> 01:11:42.135]  I mean, the Crimson Bloods might kill 500 people or less a year.
[01:11:42.195 --> 01:11:44.016]  I was looking up some of the crime statistics.
[01:11:44.056 --> 01:11:48.679]  It was more than 1,000 a year or so during the peak in the mid and late 1980s.
[01:11:49.139 --> 01:11:50.620]  The gangs that run our country...
[01:11:51.540 --> 01:12:03.348]  Are militarizing the police, federalizing and torturing people, passing the NDAA saying they'll kill citizens when they want, saying they'll kill US citizens with weaponized drones inside the US.
[01:12:03.388 --> 01:12:05.209]  They're taxing the daylights out of us.
[01:12:05.550 --> 01:12:09.172]  They're spying on us without warrants and just admitting it.
[01:12:09.292 --> 01:12:18.281]  Bill Gates is coming out with bracelets for students that will determine emotional cognitive response, tracking their waves, their brainwaves.
[01:12:18.902 --> 01:12:21.345]  I mean, this is like a science fiction nightmare.
[01:12:22.025 --> 01:12:27.471]  And the Democrats and Republicans got caught insider trading, as you know, Governor.
[01:12:27.931 --> 01:12:29.691]  And they said, oh, it's legal for us.
[01:12:30.331 --> 01:12:36.153]  And then you've got Legrand over in the IMF saying she's exempt from taxes, but Greece needs to pay more.
[01:12:36.173 --> 01:12:39.233]  I mean, we've got a criminal class running wild.
[01:12:39.513 --> 01:12:40.593]  How do we reverse it?
[01:12:40.613 --> 01:12:41.754]  I know the book addresses that.
[01:12:42.014 --> 01:12:43.854]  What's your ideas to stop these people?
[01:12:43.994 --> 01:12:54.956]  Well, the first thing we could do, the most important thing for anyone that wants to strike out as a patriot against where our government's going today, stop voting for them.
[01:12:56.331 --> 01:12:57.972]  That's the simple thing you can do.
[01:12:58.052 --> 01:13:00.313]  Quit voting for Democrats and Republicans.
[01:13:00.853 --> 01:13:06.836]  I am going to fully endorse my former colleague, Governor Gary Johnson of New Mexico.
[01:13:07.016 --> 01:13:08.117]  He's a terrific man.
[01:13:08.137 --> 01:13:11.279]  He has the endorsement of the Libertarian Party.
[01:13:11.679 --> 01:13:13.040]  And he will get my vote.
[01:13:13.420 --> 01:13:15.681]  I will campaign relentlessly for him.
[01:13:16.221 --> 01:13:20.642]  Because Ron Paul apparently is going to end it at the end of the Republican Convention.
[01:13:20.702 --> 01:13:24.363]  I don't hear any word at all that he's going to go independent at all.
[01:13:24.403 --> 01:13:26.644]  The Libertarians made their move already.
[01:13:27.284 --> 01:13:30.485]  And so, I will support Governor Johnson completely.
[01:13:31.205 --> 01:13:37.807]  He's quit the Republican Party because they wouldn't even allow him to debate or even participate because he wasn't the chosen one.
[01:13:38.307 --> 01:13:41.588]  And let me add, for people, so they realize something.
[01:13:42.408 --> 01:13:48.669]  Recall and go back to when the Obama-McCain election took place, and of course, President Obama won.
[01:13:49.289 --> 01:13:55.091]  Immediately upon that, we started seeing ads on television about the Mormon religion.
[01:13:55.111 --> 01:13:56.051]  Remember those?
[01:13:56.791 --> 01:13:57.071]  Yes.
[01:13:57.511 --> 01:14:00.752]  All over TV, we started getting influx of them.
[01:14:00.852 --> 01:14:02.172]  Giant billboards!
[01:14:02.272 --> 01:14:04.332]  Giant, giant... Well, I'm also a Mormon.
[01:14:04.653 --> 01:14:04.893]  Yeah, yeah.
[01:14:04.953 --> 01:14:06.113]  Giant billboards, too.
[01:14:06.393 --> 01:14:06.793]  Oh, yeah.
[01:14:07.053 --> 01:14:08.613]  Well, that was to prepare us.
[01:14:08.633 --> 01:14:11.454]  They already had Romney picked out at that point.
[01:14:13.119 --> 01:14:16.581]  The Republican, all this debate was baloney.
[01:14:16.601 --> 01:14:21.484]  Always remember this, you don't pick your president, the two gangs do.
[01:14:22.544 --> 01:14:31.028]  You'll get a gang member from one side and a gang member from the other side, and then you're expected to choose which one of those gang members you want to be the president.
[01:14:31.108 --> 01:14:32.249]  And they are a gang!
[01:14:32.269 --> 01:14:36.171]  Now change that and vote for Governor Johnson to be our next president.
[01:14:37.284 --> 01:14:47.328]  Governor Ventura, I think this is an excellent idea that you have to really try to brand things as the Republicans being the Bloods and the Democrats being the Crips.
[01:14:47.809 --> 01:14:58.773]  It's really starting to get political traction out there, and I think that's why you told me off-air you're running into a lot of censorship, you're having your interviews cut short or canceled.
[01:14:58.793 --> 01:15:01.714]  We're going to talk about that, but since we got into the 2012 race,
[01:15:03.155 --> 01:15:06.159]  Ron Paul is not as hardcore on a lot of issues now.
[01:15:07.361 --> 01:15:09.944]  Rand came out and endorsed Mitt Romney.
[01:15:10.024 --> 01:15:14.930]  His father did not endorse in the presidential election, of course, McCain.
[01:15:15.971 --> 01:15:17.553]  This is a big departure.
[01:15:17.614 --> 01:15:19.055]  People are upset about that.
[01:15:19.916 --> 01:15:20.778]  What's your take on it?
[01:15:22.005 --> 01:15:23.865]  Why would you not endorse your own father?
[01:15:24.505 --> 01:15:27.646]  I mean, Ron Paul hasn't officially left the race.
[01:15:27.666 --> 01:15:29.566]  They haven't even had their convention yet.
[01:15:30.146 --> 01:15:34.187]  So my view is that, you know, the Tea Party's phony.
[01:15:34.587 --> 01:15:35.928]  I cover that in this book.
[01:15:36.448 --> 01:15:39.308]  You know, they've been taken over by the Koch brothers.
[01:15:39.748 --> 01:15:45.069]  What maybe started off as a good idea, then you ended up with Glenn Beck, Sarah Palin, and all that.
[01:15:45.549 --> 01:15:49.630]  The same as the Wall Street movement is trying to be co-op by the Democrats.
[01:15:50.130 --> 01:15:52.952]  Well, these movements, you can't allow that to happen.
[01:15:53.332 --> 01:15:55.494]  And that is typical gang warfare.
[01:16:02.519 --> 01:16:07.943]  When you're out on the road, the last place you want to be is on the road.
