[00:00:00.049 --> 00:00:02.090]  Broadcasting Network.
[01:40:40.111 --> 01:40:45.576]  They should have hauled her into jail if they thought they had proof, gone before the judge, and then if they weren't right, they'd have been liable.
[01:40:45.796 --> 01:40:46.156]  That's right.
[01:40:46.516 --> 01:40:52.840]  But what happened is that our Supreme Court thinks that they can amend the Constitution, they act as if they can, and they've given us two standards.
[01:40:52.860 --> 01:40:58.263]  They say a reasonable search is one where did the person actually expect some degree of privacy?
[01:40:58.563 --> 01:41:01.005]  Well, I think the woman would expect some degree of privacy.
[01:41:01.625 --> 01:41:03.626]  She said basically, they said, well, we're going to search you.
[01:41:03.787 --> 01:41:05.928]  She had no idea it was going to be a search like that.
[01:41:06.428 --> 01:41:11.130]  But then they also say, is a person's expectation objectively reasonable?
[01:41:11.170 --> 01:41:13.951]  In other words, one that society is willing to recognize.
[01:41:13.991 --> 01:41:27.077]  Now when you do that, what you've created is a sliding scale that is based on society's moral compass, which we see is being changed all the time by the media, by the movies that we watch, and by, you know, just what's happening in society.
[01:41:27.357 --> 01:41:35.340]  So now you've divorced everything from, you know, this standard where I think a crime is being committed, they make the case before a judge, and the judge says that's okay,
[01:41:35.660 --> 01:41:38.423]  Now it's just about, well, what will society accept?
[01:41:39.784 --> 01:41:40.665]  And we can accept this.
[01:41:41.246 --> 01:41:45.129]  And this is really unlimited what they're pushing.
[01:41:46.651 --> 01:41:48.893]  I got pulled over by state police about five years ago.
[01:41:49.073 --> 01:41:51.135]  I'm 37, going down to the beach with my children.
[01:41:51.455 --> 01:41:53.397]  This is when my wife was pregnant with our third child.
[01:41:53.417 --> 01:41:54.358]  We only had two children then.
[01:41:54.819 --> 01:41:55.619]  The children were asleep.
[01:41:55.639 --> 01:41:56.941]  It was about 8 o'clock at night.
[01:41:58.411 --> 01:42:02.716]  And, uh, the state police came over and were looking at us like we were murderers.
[01:42:03.397 --> 01:42:07.482]  And they were wanting to get in to our children's, uh, car seats.
[01:42:08.443 --> 01:42:09.605]  And I said, listen here.
[01:42:09.805 --> 01:42:11.367]  I said, you're acting like wolves.
[01:42:11.927 --> 01:42:13.249]  I said, I don't like how you're looking at me.
[01:42:13.329 --> 01:42:14.771]  You know I don't have any warrants out.
[01:42:15.732 --> 01:42:18.014]  You know, they pulled me over six miles over the speed limit.
[01:42:18.034 --> 01:42:20.456]  I said, I said, listen, you got green stinking teeth.
[01:42:21.056 --> 01:42:22.377]  And I said, I promise you this.
[01:42:22.557 --> 01:42:25.700]  I am going to sue you and I will make your life a living hell.
[01:42:25.740 --> 01:42:28.902]  You give me the ticket, you get off my back right now and you get that witch away from me.
[01:42:29.083 --> 01:42:30.424]  Because I know criminals when I see them.
[01:42:31.264 --> 01:42:32.926]  And these people were like scum.
[01:42:33.386 --> 01:42:34.888]  It was a man and woman, two of them.
[01:42:35.388 --> 01:42:41.394]  And I mean, my, my ins- because usually state police pull you over, they're nice, you know, deadly do-rights, just out-revenge and everything.
[01:42:41.635 --> 01:42:43.476]  Most state police have actually been nice in my experience.
[01:42:43.697 --> 01:42:47.561]  But when these people came up, I looked in their eyes, and I mean, they were, they were evil.
[01:42:48.261 --> 01:42:52.385]  And, you know, the problem is you've got predators that want these jobs, that crave power.
[01:42:53.446 --> 01:42:54.847]  Uh, and who aren't normal people.
[01:42:55.267 --> 01:42:58.828]  And who, look at TSA, how many of them are pedophiles and abusers and all of this.
[01:42:59.488 --> 01:43:10.832]  I mean, it's every day they're getting arrested for pedophilia or raping women in parking lots or, you know, robbing people and, you know, and one TSA whistleblower said, oh, the average person steals like hundreds of thousands a year.
[01:43:11.733 --> 01:43:13.353]  Everybody I know has been robbed by the TSA.
[01:43:13.453 --> 01:43:14.053]  I've been robbed.
[01:43:16.074 --> 01:43:17.975]  Of a Tiffany baby rattle.
[01:43:19.278 --> 01:43:21.640]  And Dr. Pchenik's had his sleeping pills robbed.
[01:43:21.660 --> 01:43:22.421]  I mean, they rob.
[01:43:22.821 --> 01:43:24.503]  Everyone I know has been robbed by the TSA.
[01:43:24.623 --> 01:43:27.225]  My brother-in-law had his video camera stolen out of his bag.
[01:43:27.325 --> 01:43:34.651]  Yeah, so I mean, this is just a criminal force that is coming up against us, and they're protecting the criminals and promoting them.
[01:43:35.872 --> 01:43:38.815]  And as you said, first they said this was reasonable.
[01:43:39.095 --> 01:43:40.076]  That's why they're having to sue.
[01:43:40.116 --> 01:43:42.058]  Now they're walking it back because of the outrage.
[01:43:42.098 --> 01:43:43.659]  But I gotta be honest, man.
[01:43:46.738 --> 01:43:52.723]  I am actually now scared, and not scared in the way of I'm scared of the police.
[01:43:52.923 --> 01:43:54.204]  I'm scared of myself.
[01:43:55.125 --> 01:43:58.567]  Because this enters a whole other dimension with daughters and people.
[01:43:58.587 --> 01:44:05.973]  I mean, I don't know about living in this country with my children, but there's nowhere to run is the problem, when they're going to grow up and be raped by police.
[01:44:06.153 --> 01:44:06.334]  Right.
[01:44:06.794 --> 01:44:08.435]  My son, we went to see Red Dawn.
[01:44:08.575 --> 01:44:14.180]  And of course, the hallmark of tyranny imposed on a people is the roadside block where they inspect everybody.
[01:44:14.580 --> 01:44:15.942]  But they weren't going in people's pants.
[01:44:16.063 --> 01:44:17.525]  They weren't doing the TSA type of stuff.
[01:44:17.565 --> 01:44:21.291]  And my son said, you know, the North Koreans treat them better than our TSA treats people.
[01:44:21.432 --> 01:44:27.221]  You know, it's hard to get scared in a movie when, you know, they can't recreate the same kind of tyranny that we see in real life.
[01:44:28.035 --> 01:44:32.436]  And see, exactly, but in North Korea, they don't have to go in your pants because they won't just disappear you.
[01:44:32.496 --> 01:44:33.016]  It happens.
[01:44:33.036 --> 01:44:35.657]  The problem here is, as I've said, it's a paradox.
[01:44:36.037 --> 01:44:40.538]  The old republic's still there to an extent, shot up, rotting, falling apart, but it's quite a wreckage.
[01:44:41.218 --> 01:44:43.119]  It's like a mountain range, okay?
[01:44:43.179 --> 01:44:44.579]  And we breathe life into it.
[01:44:45.219 --> 01:44:46.499]  And the phoenix is kind of getting up.
[01:44:46.559 --> 01:44:48.580]  It's starting to flame on if we just get it going.
[01:44:49.640 --> 01:44:50.461]  See, people die.
[01:44:50.521 --> 01:44:51.661]  Republics can be reborn.
[01:44:51.901 --> 01:44:56.544]  But we have to admit it's pretty much dead and resuscitate it with the shock paddles.
[01:44:56.564 --> 01:45:00.466]  But if we won't admit it's dead and get the shock paddles out, I mean, we're flatlining right now.
[01:45:00.906 --> 01:45:02.667]  On every level we've gone into the flatline.
[01:45:03.188 --> 01:45:08.611]  And if we don't admit that and ask for God to strike us with that lightning of liberty to wake us up, we're dead.
[01:45:09.251 --> 01:45:11.652]  And then it is evacuation time or revolution time.
[01:45:11.892 --> 01:45:13.313]  And more and more people are talking like that.
[01:45:13.393 --> 01:45:15.134]  Prominent people who know history.
[01:45:15.174 --> 01:45:15.915]  This isn't a game.
[01:45:17.179 --> 01:45:24.766]  But just to look at how they've hired police that will follow any order, who have low IQs, who will do things like this, it is so frightening.
[01:45:24.806 --> 01:45:26.067]  But there's a total tyranny.
[01:45:26.327 --> 01:45:28.589]  If you look at the parallel tyranny, it's the worst the world's ever seen.
[01:45:28.990 --> 01:45:31.952]  The worst spying, the worst control, the worst weaponization.
[01:45:31.972 --> 01:45:36.196]  I mean, the most... Hitler tortured people, but they didn't admit it.
[01:45:37.537 --> 01:45:40.000]  They come out and go, yeah, we sexually torture people.
[01:45:40.360 --> 01:45:41.181]  We torture their kids.
[01:45:42.366 --> 01:45:43.846]  And the media's like, well that's how you get tough.
[01:45:44.147 --> 01:45:52.289]  I mean, it's, if they're able to fully capsize liberty and then flip in this pure evil, it's going to be something like the world's never seen.
[01:45:52.349 --> 01:45:57.031]  So, what's your take on my statement of these two rails, this paradox?
[01:45:57.816 --> 01:46:04.041]  Yeah, well you know, I talked to David Simpson here, he's a state representative who's introduced a bill to rein in the TSA.
[01:46:04.081 --> 01:46:05.082]  He introduced the one last time.
[01:46:05.242 --> 01:46:05.742]  Right, right.
[01:46:05.762 --> 01:46:17.191]  And he's focusing on these sexual assault issues, especially now this one has also added another clause that protects children from being separated from their parents because of what happened to an autistic boy.
[01:46:17.981 --> 01:46:27.727]  But you know, while the TSA is doing this, and actually, you know, whether it's by training or by imitation or by design, now the State Highway Patrol is doing this to people.
[01:46:27.907 --> 01:46:34.672]  I mean, we need to have some, some, it's not just enough to protect us from the TSA, this is getting pervasive throughout all law enforcement.
[01:46:34.692 --> 01:46:40.416]  And if we don't stop it with the TSA, if we don't stop it with local law enforcement, it is going to be pervasive with everybody.
[01:46:40.616 --> 01:46:44.658]  I mean, it's just, you know, it's just amazing to me that people would stand for this.
[01:46:46.019 --> 01:46:56.743]  They're going to have to, people are going to have to stand up, they're going to have to take their rights back, first as jurors, and we're also going to have to put a lot of pressure on some state representatives because they're not as corrupt as the federal representatives.
[01:46:56.983 --> 01:46:58.344]  And we've got some good people in the state.
[01:46:58.384 --> 01:47:06.727]  Well, they unanimously, after Simpson brought it forward, passed it in the House, the Senate had all the votes, but David Dewhurst came out and killed it.
[01:47:06.747 --> 01:47:07.407]  Yep.
[01:47:09.108 --> 01:47:12.629]  The Feds said we will have an armed blockade with F-16s.
[01:47:12.889 --> 01:47:17.990]  And it was reported by the Dallas Morning News like, well, the Feds threatened blockade with the Air Force.
[01:47:19.430 --> 01:47:21.551]  A embargo?
[01:47:21.751 --> 01:47:22.931]  I say call that bluff.
[01:47:23.431 --> 01:47:23.832]  Okay.
[01:47:24.352 --> 01:47:25.632]  And of course, why did the House do this?
[01:47:25.672 --> 01:47:26.512]  They're all flying.
[01:47:27.032 --> 01:47:30.633]  And I had a whole bunch of state reps and senators on where they would describe their wives, their daughters.
[01:47:30.853 --> 01:47:32.714]  Well, one state rep had his daughter disrobed.
[01:47:33.494 --> 01:47:38.015]  I mean, they've had cases in Texas where the TSA then asked the women for dates.
[01:47:38.675 --> 01:47:47.022]  These are such pervs that they've settled where on video they pull the woman's bra off and are going, you are hot, and three men get around her and ask her for dates.
[01:47:47.402 --> 01:47:49.524]  I mean, this is how stupid they are, too.
[01:47:49.544 --> 01:47:54.188]  I mean, you've got to be really dumb to be around body scanners all day that are admittedly giving them cancers.
[01:47:54.588 --> 01:47:58.812]  These are guys that are willing to die, willing to die to be able to grope people.
[01:47:59.472 --> 01:48:00.193]  So they are...
[01:48:01.494 --> 01:48:02.895]  Well, this is what every tyranny's done.
[01:48:02.935 --> 01:48:10.240]  It creates a subgroup of goons that are outside law, that are just federally licensed, and then the other police convert to them as the standard.
[01:48:10.480 --> 01:48:18.406]  I mean, how many times have I talked about, listen, the TSA is now certifying, they're the, quote, inspectors over the police at these highway checkpoints.
[01:48:18.626 --> 01:48:19.326]  Absolutely.
[01:48:19.366 --> 01:48:21.868]  So their standards are now what's going to happen.
[01:48:22.048 --> 01:48:22.548]  Yeah, yeah.
[01:48:22.808 --> 01:48:25.609]  Whether it's by fiat or whether they're just training the people.
[01:48:26.190 --> 01:48:32.472]  Well, hopefully something's going to change with it because David Simpson is really committed to this and there are a few people with backbone that are going to fight this.
[01:48:32.652 --> 01:48:39.935]  I talked to a representative in Michigan who just came up with an anti-NDA bill that passed unanimously in the Michigan House there.
[01:48:39.975 --> 01:48:41.796]  So at the state level,
[01:48:42.276 --> 01:48:48.699]  There are some good, honest men with backbone, and women, and hopefully we'll have enough of them.
[01:48:48.739 --> 01:48:58.184]  But you know, what he said, the guy in Michigan said, he couldn't propose an NDAA bill that was actually going to prohibit and interpose against the feds.
[01:48:58.224 --> 01:49:02.126]  What he was going to do was keep the state from assisting them, as we're talking about, you know.
[01:49:02.146 --> 01:49:05.107]  Yeah, and they've done that in 800 cities for illegal aliens, illegally.
[01:49:06.288 --> 01:49:08.769]  But the states could ignore the tyranny.
[01:49:09.229 --> 01:49:09.850]  I don't know.
[01:49:20.979 --> 01:49:29.986]  What do you think you'd do if you're there with your wife and your children and they get you out on the side of the highway and it's not up to search your vehicle and they go, okay, I'm going to stick my hands down your pants now or they don't even tell you.
[01:49:30.447 --> 01:49:32.268]  I mean, they'll kill you is the thing.
[01:49:32.668 --> 01:49:35.311]  I mean, I mean, I guess you let them rape you or they'll kill you.
[01:49:35.611 --> 01:49:35.951]  That's right.
[01:49:35.991 --> 01:49:42.456]  Well, part of it is, you know, one of the other things that's disturbing is how they're using these tasers as electronic whips to get everybody into submission.
[01:49:42.496 --> 01:49:44.638]  And that's what would wind up, they would wind up tasering you.
[01:49:44.718 --> 01:49:45.838]  Well, no, they admit that.
[01:49:45.878 --> 01:49:48.259]  And if you resist that, they kill you.
[01:49:48.619 --> 01:49:50.100]  They say, no, it's paying compliance.
[01:49:50.500 --> 01:49:51.660]  Torture is here in America.
[01:49:51.920 --> 01:49:52.360]  Absolutely.
[01:49:52.561 --> 01:49:56.022]  Man, I tell you, people think being subservient will make things go easier on them.
[01:49:56.442 --> 01:49:57.642]  That's not the American spirit.
[01:49:57.682 --> 01:49:59.443]  We have lost the American spirit.
[01:49:59.643 --> 01:50:05.825]  Can you imagine if the founders were told, because not even the Redcoats did, well, they had Redcoats that did abuse some women and they would always end up dead.
[01:50:06.505 --> 01:50:16.969]  I mean, can you imagine the founders, if they had a crystal ball, or looking down from heaven, if they could see women with people shoving... I mean, you see that woman at one point just right into her body.
[01:50:17.929 --> 01:50:19.670]  I mean, this is off the charts.
[01:50:19.750 --> 01:50:22.771]  I mean, there's no way I would involuntarily strike back.
[01:50:23.351 --> 01:50:24.391]  And that's terrorism now.
[01:50:24.652 --> 01:50:24.832]  Right.
[01:50:25.232 --> 01:50:34.055]  And that's what's surprising about it, is that that behavior is like... the response we get from the highway patrol is, well, we're going to have to look at this to see if it was reasonable under the circumstances.
[01:50:34.275 --> 01:50:38.498]  We're going to have to look at this to see, and the Supreme Court says, does society think that that's reasonable?
[01:50:38.618 --> 01:50:41.780]  Well, they're conditioning us to think that anything is reasonable.
[01:50:42.061 --> 01:50:47.624]  You know, once we get on this subjective standard and saying, you know, whatever society thinks is reasonable is reasonable.
[01:50:47.685 --> 01:50:52.388]  No, what's reasonable is that you follow the Constitution, which has a very... Great job, David Knight.
[01:50:52.428 --> 01:50:57.612]  Look at the pediatric, the big bioethics board that came out and said, kill children up to age three.
[01:50:58.212 --> 01:50:59.753]  If society says it's reasonable.
[01:50:59.993 --> 01:51:02.035]  It's this new thing of, well, it's a democracy.
[01:51:02.615 --> 01:51:06.738]  Hello, this is Ty Bollinger, author of the best-selling book, Cancer Step Outside the Box.
[01:51:07.398 --> 01:51:09.539]  I want you to know some very important information.
[01:51:10.420 --> 01:51:18.765]  In 1985, President Ronald Reagan requested that carnivora be sent directly to the White House at a time when only the President could obtain this world-class healer.
[01:51:19.405 --> 01:51:24.308]  Now, 27 years later, carnivora capsules are used around the world to keep people healthy.
[01:51:24.950 --> 01:51:35.918]  Now you can protect yourself and your loved ones in this age of superbugs with 17 naturally occurring compounds that instinctively respond to abnormal cells only without harming a single normal cell.
[01:51:36.318 --> 01:51:43.323]  If you want to stay healthy, now's your chance to literally wake up your critical immune cells to attack harmful invaders that don't belong in your body.
[01:51:44.003 --> 01:51:48.267]  Call 1-866-VENUSFLY or order from carnivora.com.
[01:51:48.287 --> 01:51:51.470]  That's C-A-R-N-I-V-O-R-A dot com.
[01:51:51.891 --> 01:51:58.857]  That's 1-866-836-8735, 1-866-VENUSFLY or visit carnivora.com.
[01:51:59.157 --> 01:52:00.158]  Protect your immune system.
[01:52:00.439 --> 01:52:01.480]  It's the only one you've got.
[01:52:02.220 --> 01:52:04.362]  So it's off to Grandma's house for the holidays, eh?
[01:52:04.782 --> 01:52:05.423]  That's great!
[01:52:06.344 --> 01:52:13.049]  But, while you're going over the river and through the woods, professional burglars are choosing easy targets to break into.
[01:52:13.450 --> 01:52:15.031]  Don't be an easy target.
[01:52:15.331 --> 01:52:16.673]  Plug in fake TV.
[01:52:17.393 --> 01:52:21.017]  Fool criminals into believing someone's home at your house watching TV.
[01:52:21.437 --> 01:52:26.542]  Fake TV works a bit like a light on a timer, but fake TV is far more convincing.
[01:52:26.822 --> 01:52:31.587]  Fake TV plugs into any outlet and simulates the light and colors of a real TV.
[01:52:32.027 --> 01:52:35.951]  Burglars will likely move on to easier targets and leave your house alone.
[01:52:36.411 --> 01:52:41.296]  Fake TV costs less than a month of most alarm monitoring plans and makes a great Christmas gift.
[01:52:41.736 --> 01:52:44.639]  Or it's perfect if you're traveling over the holidays or anytime.
[01:52:45.019 --> 01:52:48.463]  Order your fake TV by calling 877-5-FAKE-TV or go to FAKETV.com.
[01:52:48.483 --> 01:52:49.764]  That's 877-532-5388 or FAKETV.com.
[01:52:49.844 --> 01:52:51.886]  FAKETV, the burglar deterrent.
[01:53:01.616 --> 01:53:02.036]  Hi there.
[01:53:02.617 --> 01:53:03.677]  My name is Frank Bates.
[01:53:04.138 --> 01:53:07.360]  What I'm about to tell you in the next 60 seconds could get me in a lot of trouble.
[01:53:08.000 --> 01:53:16.786]  I just created a free video presentation at 123coverup.com that exposes the electricity monopolies and government agencies for what they really are.
[01:53:17.146 --> 01:53:23.170]  Incompetent, lying crooks that are counting on your ignorance and fear to keep your power bills criminally high.
[01:53:23.851 --> 01:53:25.432]  Some have called this a conspiracy.
[01:53:26.052 --> 01:53:31.136]  Others have called it a cover-up and you will be shocked to find out how deep the conspiracy goes.
[01:53:31.896 --> 01:53:38.982]  My video at 123coverup.com exposes the truth and shows you the secret of how I beat them and how you can beat them too.
[01:53:39.843 --> 01:53:44.747]  Watch the controversial video that thousands of other smart patriots have already seen in the last three months.
[01:53:45.427 --> 01:53:51.312]  Go to 123coverup.com and discover one weird trick to slash your power bill and protect your home.
[01:53:51.932 --> 01:53:57.317]  Go watch my video now at 123coverup.com before they force me to shut it down.
[01:53:57.697 --> 01:53:58.858]  Again, that's 123coverup.com.
[01:54:20.529 --> 01:54:24.812]  My friends, we have criminals that have taken over the United States, globalists, they bragged about it.
[01:54:25.393 --> 01:54:35.840]  They brag in the global credit rating agencies saying, hey don't worry, the American people, the European people, they will do anything we say, we're going to authoritarianism.
[01:54:36.120 --> 01:54:38.162]  That's part of the financial prospectuses.
[01:54:38.222 --> 01:54:44.907]  I've heard on Bloomberg Radio, I've read in the Financial Times of London, here's an example, and now for world government.
[01:54:45.327 --> 01:54:47.769]  Their foreign editor wrote an article about that a few years ago.
[01:54:47.809 --> 01:54:48.449]  That's the headline.
[01:54:48.850 --> 01:54:50.271]  And he says, yeah, we're authoritarian.
[01:54:50.791 --> 01:54:52.212]  We operate in secret.
[01:54:52.532 --> 01:54:53.413]  And now we're taking over.
[01:54:53.713 --> 01:54:54.634]  We're going to take your freedom.
[01:54:56.455 --> 01:54:57.516]  We're authoritarians.
[01:54:57.996 --> 01:54:58.877]  And we're going to take over.
[01:55:00.418 --> 01:55:03.860]  And the average cop is just like the average person in the public.
[01:55:04.961 --> 01:55:06.142]  They're a cross-section.
[01:55:06.582 --> 01:55:10.305]  They're either really smart and patriotic and know what's going on, or they're idiots.
[01:55:11.499 --> 01:55:19.927]  The problem is the people above them get more and more progressively criminal and power hungry because the global controllers will bring up the bad guys.
[01:55:20.828 --> 01:55:21.368]  This happens.
[01:55:21.388 --> 01:55:22.509]  This is how a tyranny happens.
[01:55:23.170 --> 01:55:24.411]  And let me tell you something.
[01:55:26.670 --> 01:55:34.253]  That's why now, especially, you know, here in Texas, when one of these guys pulls me over, I mean, this is the most dangerous encounter of your life.
[01:55:34.914 --> 01:55:38.635]  The most dangerous thing you face in many areas of this country is the police.
[01:55:38.875 --> 01:55:39.856]  And God help us.
[01:55:40.876 --> 01:55:43.738]  Because they are telling them, hey, you can do whatever you want to people.
[01:55:45.078 --> 01:55:46.579]  And some of the police aren't evil.
[01:55:46.699 --> 01:55:47.359]  But it doesn't matter.
[01:55:47.399 --> 01:55:48.420]  It's like Russian roulette.
[01:55:48.440 --> 01:55:53.262]  I don't even know what to say at this point.
[01:55:53.382 --> 01:55:55.343]  And now the system wants our guns.
[01:55:56.997 --> 01:56:01.258]  I ought to open the phones up after Bob Barr leaves for police out there that have seen this video.
[01:56:03.079 --> 01:56:12.862]  I mean, reasonable would be if you saw somebody cram something down their pants and then you could see a bulge and you just arrest them.
[01:56:12.923 --> 01:56:14.843]  And then when you take them in, you find out what it is or whatever.
[01:56:16.044 --> 01:56:17.324]  It's not reasonable.
[01:56:18.044 --> 01:56:19.665]  But see, it's all about how we're criminals.
[01:56:19.705 --> 01:56:21.085]  It's all about how we're bad.
[01:56:21.145 --> 01:56:25.747]  And then it's all about drugs that are brought in by the globalists on record.
[01:56:26.906 --> 01:56:30.508]  I mean, it's just, that's why when cops ask me, you got any drugs?
[01:56:30.588 --> 01:56:32.670]  I'm just like, man, I don't use government products.
[01:56:32.750 --> 01:56:34.011]  I don't use prescription drugs.
[01:56:34.351 --> 01:56:36.432]  I might take a Tylenol if I got a headache.
[01:56:37.433 --> 01:56:39.654]  Do I look like I use drugs, buddy boy?
[01:56:42.016 --> 01:56:43.056]  Well, mind if I search?
[01:56:43.356 --> 01:56:44.477]  Mind if I search your vehicle?
[01:56:45.798 --> 01:56:48.120]  Time before last, I got pulled by the state police, he was asking that.
[01:56:48.380 --> 01:56:49.460]  What is that you got there?
[01:56:49.861 --> 01:56:51.662]  Well, if you don't know, a bottle of water.
[01:56:53.069 --> 01:56:54.130]  He goes, well, what is it?
[01:56:54.170 --> 01:56:54.570]  Can I see it?
[01:56:54.590 --> 01:56:56.752]  And I go, you can see what it is right there.
[01:56:56.792 --> 01:56:57.632]  It's a Topo Chico.
[01:56:57.733 --> 01:56:58.153]  What's that?
[01:56:58.974 --> 01:57:00.975]  And I go, buddy, they're sold in every store around here.
[01:57:01.035 --> 01:57:02.536]  It's mineral water.
[01:57:02.576 --> 01:57:03.637]  It's Mexican mineral water.
[01:57:04.898 --> 01:57:06.419]  You ever seen a beer bottle looks like this?
[01:57:08.781 --> 01:57:10.042]  You ever seen beer that's clear?
[01:57:13.184 --> 01:57:13.925]  It was almost full.
[01:57:13.965 --> 01:57:15.206]  I just bought it at a gas station.
[01:57:17.216 --> 01:57:19.760]  But see, it's this game where you're the bad guy, they're the good guy.
[01:57:19.840 --> 01:57:21.242]  No, you're the bad guy!
[01:57:22.003 --> 01:57:25.547]  You work for a criminal government that puts cancer viruses in vaccines.
[01:57:26.509 --> 01:57:28.331]  And my forebearers said, don't trust the government.
[01:57:28.371 --> 01:57:28.852]  And you know what?
[01:57:28.872 --> 01:57:30.695]  We trusted it, and we got a bad one now.
[01:57:32.085 --> 01:57:34.487]  And all you people that work for the system, you think you're on the winning team?
[01:57:34.688 --> 01:57:37.931]  Folks, you're being murdered by the GMO, by the fluoride, by all of it.
[01:57:38.271 --> 01:57:39.613]  I'm informed, you're not.
[01:57:39.993 --> 01:57:49.142]  If you don't know we're telling the truth, if you don't already know this information, see, if you already know this information, you work for the government, then you know I'm telling the truth, you know we're in trouble.
[01:57:49.823 --> 01:57:52.706]  Our problem is people out there that don't know what's going on.
[01:57:53.891 --> 01:57:55.633]  I got Congressman Bob Barr coming up.
[01:57:55.953 --> 01:57:57.595]  Let's jam in one call before we go to break.
[01:57:57.975 --> 01:58:00.498]  Let's talk to Robert in Texas.
[01:58:00.518 --> 01:58:01.299]  You're on the air, Robert.
[01:58:01.339 --> 01:58:01.820]  Real fast.
[01:58:01.840 --> 01:58:02.180]  Go ahead.
[01:58:04.302 --> 01:58:04.623]  Morgan?
[01:58:05.744 --> 01:58:06.505]  Yeah, go ahead, sir.
[01:58:06.525 --> 01:58:07.506]  I'm gonna try to get to you.
[01:58:07.526 --> 01:58:08.246]  Yeah, can you hear me?
[01:58:08.286 --> 01:58:09.207]  Yeah, man, I sure do.
[01:58:10.269 --> 01:58:10.529]  Yeah.
[01:58:11.150 --> 01:58:12.291]  Have you ever heard of Jan Morgan?
[01:58:14.765 --> 01:58:16.306]  Okay, she's down in College Station.
[01:58:16.346 --> 01:58:17.527]  She's got a couple of articles out.
[01:58:17.547 --> 01:58:21.791]  She's a big Gunna fan, and I was hoping you'd heard of her.
[01:58:22.372 --> 01:58:23.953]  She'd be good to have on your show.
[01:58:24.533 --> 01:58:25.114]  I agree with you.
[01:58:25.134 --> 01:58:26.275]  Do you have anything else you'd like to add?
[01:58:26.335 --> 01:58:28.076]  Because I'll hold you until after Bob Barr's on.
[01:58:28.096 --> 01:58:29.618]  I always seem to go to calls at the wrong time.
[01:58:29.978 --> 01:58:30.658]  You want to hold over?
[01:58:30.678 --> 01:58:32.160]  No, that'd be great.
[01:58:32.460 --> 01:58:35.823]  Okay, because I mean, I'm sure you have some other point you want to make, and I'm just irritated.
[01:58:35.843 --> 01:58:38.565]  I make callers wait for 30 minutes when I go to them, and they're not instantly there.
[01:58:38.605 --> 01:58:39.085]  I get angry.
[01:58:39.446 --> 01:58:39.986]  We'll be right back.
[01:58:40.006 --> 01:58:40.367]  Stay with us.
[01:58:42.833 --> 01:58:44.697]  You are listening to GCN.
[01:58:46.361 --> 01:58:48.546]  Visit GCNlive.com today.
[01:58:52.424 --> 01:58:56.446]  Millions of people are going to get sick this winter from colds, flu, and other illnesses.
[01:58:56.526 --> 01:58:57.646]  Don't be one of them!
[01:58:57.746 --> 01:59:03.288]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial solution.
[01:59:03.448 --> 01:59:13.052]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, and help improve wound healing.
[01:59:13.252 --> 01:59:19.914]  Supernatural Silver is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases.
[01:59:20.034 --> 01:59:24.155]  Such as strep, staph, pneumonia, colds, flus, and other harmful pathogens.
[01:59:24.375 --> 01:59:33.337]  This new technology has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of colloidal or ionic silver solutions.
[01:59:33.477 --> 01:59:36.918]  The Science Digest Journal says, silver is our mightiest germ fighter.
[01:59:37.138 --> 01:59:40.779]  It is virtually non-toxic and is emerging as a wonder of modern medicine.
[01:59:40.979 --> 01:59:47.241]  Go to SupernaturalSilver.com today and use the promo code SILVER2012 for 20% off.
[01:59:47.361 --> 01:59:49.501]  That's SupernaturalSilver.com.
[01:59:49.661 --> 01:59:50.901]  And like us on Facebook.
[01:59:55.303 --> 01:59:57.263]  Waging war on corruption.
[01:59:57.703 --> 02:00:00.404]  Alex Jones on the GCN Radio Network.
[02:00:07.011 --> 02:00:11.195]  Big Brother, Mainstream Media, Government Cover-Ups.
[02:00:11.855 --> 02:00:12.656]  You want answers?
[02:00:13.437 --> 02:00:14.898]  Well, so does he.
[02:00:14.978 --> 02:00:18.581]  He's Alex Jones on the GCN Radio Network.
[02:00:19.182 --> 02:00:23.245]  And now, live from Austin, Texas, Alex Jones.
[02:00:29.662 --> 02:00:31.062]  Alright, we're tracking down Bob Barr.
[02:00:31.082 --> 02:00:32.183]  He should be on by the next segment.
[02:00:32.203 --> 02:00:33.363]  Let's go to some of your phone calls.
[02:00:33.403 --> 02:00:34.843]  Robert in Texas, you got cut short.
[02:00:35.303 --> 02:00:37.824]  What's your take on this whole attack on the Second Amendment?
[02:00:39.244 --> 02:00:41.284]  Uh, ex-vet, infantry guy.
[02:00:42.004 --> 02:00:44.885]  I lost my gun rights, but I still stand up for him all I can.
[02:00:45.965 --> 02:00:51.026]  After my conviction, I lost him like Jesse Ventura lost his, but that's just the way it is.
[02:00:51.286 --> 02:00:51.666]  What do you mean?
[02:00:51.706 --> 02:00:53.547]  Jesse Ventura hasn't lost his Second Amendment.
[02:00:53.567 --> 02:00:54.527]  He doesn't have any convictions.
[02:00:55.647 --> 02:00:57.448]  I was making a joke down that time.
