[00:00:21.960 --> 00:00:25.224]  Welcome to tonight's InfoWars Nightly News broadcast.
[00:52:43.841 --> 00:52:44.061]  Terrorists.
[00:52:44.101 --> 00:52:44.341]  Terrorists.
[00:52:44.361 --> 00:52:44.582]  Terrorists.
[00:52:44.602 --> 00:52:44.822]  Terrorists.
[00:52:44.862 --> 00:52:45.082]  Terrorists.
[00:52:45.102 --> 00:52:45.342]  Terrorists.
[00:52:45.362 --> 00:52:45.582]  Terrorists.
[00:52:45.662 --> 00:52:45.882]  Terrorists.
[00:52:45.943 --> 00:52:46.383]  Terrorists.
[00:52:46.403 --> 00:52:48.364]  Al Qaeda is still a threat.
[00:52:48.484 --> 00:52:52.867]  Many Al Qaeda groups or Al Qaeda inspired groups.
[00:52:53.007 --> 00:52:54.108]  Homegrown threat.
[00:52:54.268 --> 00:52:55.269]  Terrorist threat.
[00:52:55.309 --> 00:52:56.750]  Attacking our homeland.
[00:52:56.930 --> 00:53:04.896]  When you really pull back from a non-emotional perspective and look at this through a historical lens, you see what a hoax it is.
[00:53:05.553 --> 00:53:10.835]  The only thing we have to fear is fear itself!
[00:53:11.115 --> 00:53:14.337]  Nameless, unreasoning, unjustified terror!
[00:53:14.877 --> 00:53:29.763]  It is absurd, it is ridiculous that the land of the free, home of the brave is gripped in abject fear, groveling and begging for the government to take our rights, launch wars, engage in secret arrest.
[00:53:29.923 --> 00:53:33.785]  Trillions of dollars have been spent in the last decade on anti-terrorism.
[00:53:34.185 --> 00:53:38.030]  Our entire society is converting to a domestic police state.
[00:53:38.330 --> 00:53:39.511]  Drones in the skies.
[00:53:39.912 --> 00:53:42.154]  TSA sticking their hands down your pants.
[00:53:42.475 --> 00:53:45.538]  Putting you in ionizing radiation chambers.
[00:53:45.899 --> 00:53:47.040]  The naked body scanners.
[00:53:47.761 --> 00:53:50.784]  But the system knows that it's a fraud.
[00:53:51.385 --> 00:53:55.669]  The system itself is actually engaging in terrorism.
[00:53:55.849 --> 00:54:07.339]  The truth is, government and its corporate whore media is using this hyped-up threat to actually terrorize the population into giving up our basic liberties.
[00:54:07.699 --> 00:54:17.792]  And let's not forget that the former head of Homeland Security, Tom Ridge, a few years ago, even wrote a book admitting that they would issue terror alerts for political gain.
[00:54:18.173 --> 00:54:23.881]  Let's read the UN's own definition of terror that is very similar to the FBI's.
[00:54:25.216 --> 00:54:31.683]  Criminal acts intended or calculated to provoke a state of terror in the general public.
[00:54:32.184 --> 00:54:33.966]  There it is, hidden in plain view.
[00:54:34.547 --> 00:54:44.558]  Governments are saying, give up your rights, give us unlimited power and taxation, get behind all these wars for empire, or terrorists are going to get you.
[00:54:45.479 --> 00:54:50.182]  That itself is the very definition of terrorism.
[00:54:50.202 --> 00:54:52.363]  Now I'm going to go through some of these statistics.
[00:54:52.543 --> 00:55:00.187]  You've got a better chance of dying from a honeybee sting or falling down in your shower than you do of being killed by a terrorist.
[00:55:00.627 --> 00:55:03.989]  You have a much better chance of dying water skiing
[00:55:04.449 --> 00:55:13.074]  Or swimming in your pool, or slipping in your bathtub, or a deer jumping out in front of you, and having a car wreck and dying, than you do from terrorists.
[00:55:13.334 --> 00:55:14.314]  The numbers are all there.
[00:55:14.654 --> 00:55:19.757]  Even Scientific American, a few years ago, did a big breakdown on this.
[00:55:20.057 --> 00:55:21.058]  Let's just look at the numbers.
[00:55:21.698 --> 00:55:28.182]  You've got a 1 in 540 chance each and every year of developing fatal cancer.
[00:55:28.742 --> 00:55:36.126]  If you look at the wars launched in the name of fighting terrorists, in the case of Iraq, the Iraqis had a 1 in 1,150 chance of dying.
[00:55:38.928 --> 00:55:40.288]  Let's look at traffic accidents.
[00:55:40.728 --> 00:55:45.610]  In the year 2008, you had a 1 in 8,000 chance of dying in a car wreck.
[00:55:45.910 --> 00:55:47.470]  Homicide in the United States.
[00:55:47.890 --> 00:55:51.311]  You had a 1 in 22,000 times chance of dying.
[00:55:51.611 --> 00:55:53.772]  Let's take terrorism in Northern Ireland.
[00:55:54.112 --> 00:55:56.933]  During that entire conflict from 1970 to 2007, you had a 1 in 43,000 chance of being killed.
[00:56:02.794 --> 00:56:15.743]  If you take all terrorism in the United States from 1970 to 2007, you had a 1 in 3.5 million chance of being killed by a terrorist.
[00:56:16.283 --> 00:56:22.548]  And remember, many of those terrorist attacks were actually staged or provocateured to take your freedom.
[00:56:23.268 --> 00:56:26.449]  We're not just going to show you the fake threat of terror.
[00:56:27.070 --> 00:56:30.671]  We're going to show you the real threats to human society.
[00:56:31.192 --> 00:56:39.375]  And we're going to expose the number one killer of human beings in the last 100 years.
[00:56:40.115 --> 00:56:45.778]  This information that you're about to see could save billions of lives.
[00:56:46.478 --> 00:56:47.759]  And in every case,
[00:56:48.888 --> 00:56:57.075]  These threats flow from the global technocratic elite and their scientific dictatorship.
[00:56:59.777 --> 00:57:02.620]  And it's not just that the elite are a threat to the general public.
[00:57:03.600 --> 00:57:05.562]  I've analyzed this thing from one end to the other.
[00:57:06.203 --> 00:57:08.264]  They're the greatest threat to themselves.
[00:57:09.141 --> 00:57:12.502]  But wasn't that the case with Hitler turning East into Russia?
[00:57:13.262 --> 00:57:14.023]  Or Napoleon?
[00:57:14.423 --> 00:57:15.643]  Or even Julius Caesar?
[00:57:16.464 --> 00:57:23.546]  It's the fact that they're so arrogant, so filled with bravada and chutzpah, that they think they're God.
[00:57:24.626 --> 00:57:32.589]  These control freaks are going to bring themselves down, and all the rest of us with them, if we don't wake up and stop them.
[00:57:33.609 --> 00:57:37.951]  Of all the real proven threats to humanity, none of them
[00:57:39.335 --> 00:57:42.877]  ...have killed as many people as government itself.
[00:57:43.577 --> 00:57:46.679]  In academia, it's known as democide.
[00:57:47.459 --> 00:57:51.442]  But notice, you've probably never heard that, even if you went to college.
[00:57:52.122 --> 00:57:55.444]  And you've certainly never seen it on the news, or on the Discovery Channel.
[00:57:56.320 --> 00:58:04.343]  Oh no, they're too busy telling you about sharks they're gonna get you any minute with Shark Week and Bin Laden and we gotta stick our hands down your pants.
[00:58:05.043 --> 00:58:15.887]  No, you never hear about Demosite and it's proven, it's on record, that governments have killed over 260 million people.
[00:58:16.187 --> 00:58:17.467]  It's a giant number.
[00:58:18.328 --> 00:58:21.129]  So big that it's even hard to grasp.
[00:58:22.028 --> 00:58:29.475]  That is the number one cause of unnatural death in the 20th and now 21st century.
[00:58:29.735 --> 00:58:34.479]  And if you look back at the eons before that, it was always number one.
[00:58:34.820 --> 00:58:36.802]  Look what George Washington and many others said.
[00:58:37.863 --> 00:58:39.764]  Government is like fire.
[00:58:40.125 --> 00:58:43.287]  It is a dangerous servant and a fearful master.
[00:58:44.028 --> 00:58:47.610]  You bet it is.
[00:58:47.630 --> 00:58:49.952]  260 plus million dead.
[00:58:50.672 --> 00:58:51.572]  Demoscite.
[00:58:52.313 --> 00:58:54.114]  When your government kills you.
[00:58:54.714 --> 00:59:04.480]  To put Demoscite into perspective, it would take 10 sports stadiums, jam-packed with 100,000 people apiece, to represent 1 million souls.
[00:59:05.201 --> 00:59:06.181]  China, from 1949 to 1987,
[00:59:09.443 --> 00:59:13.709]  The Communist Party killed 76 plus million people.
[00:59:14.269 --> 00:59:15.291]  And they even admit it.
[00:59:15.631 --> 00:59:16.352]  They're proud of it.
[00:59:16.913 --> 00:59:18.535]  The USSR, from 1917 to 1987, killed over 61 million people.
[00:59:25.223 --> 00:59:30.887]  Combined Western colonialism killed over 50 million people.
[00:59:31.688 --> 00:59:41.835]  Germany under Hitler from 1933 to 1945 killed more than 20 million people total, including their own population.
[00:59:42.535 --> 00:59:49.979]  Japan, during its imperial orgy from 1936 to 1945, killed five plus million people.
[00:59:50.319 --> 00:59:57.043]  Before Mao even got into power from 1923 to 1948, they killed right around three and a half million.
[00:59:57.383 --> 01:00:01.185]  And good old Pol Pot in Cambodia, funded by the U.S.
[01:00:01.225 --> 01:00:04.427]  government and Zbigniew Brzezinski, from 1975 to 1979, killed around 30% of his population.
[01:00:04.447 --> 01:00:04.947]  Two million.
[01:00:10.390 --> 01:00:13.673]  Turkey during their genocide of the Armenians, 1.8 million.
[01:00:13.713 --> 01:00:14.254]  Vietnam, 1.67 million.
[01:00:14.434 --> 01:00:15.475]  Poland, 1.585 million.
[01:00:15.515 --> 01:00:16.816]  Pakistan, 1.5 plus million.
[01:00:16.836 --> 01:00:19.058]  Yugoslavia under Tito, 1,072,000.
[01:00:19.318 --> 01:00:20.419]  And the mega murder just continues.
[01:00:20.800 --> 01:00:21.640]  North Korea, 1.663 million.
[01:00:21.660 --> 01:00:22.181]  Mexico,
[01:00:35.693 --> 01:00:41.295]  1,417,000.
[01:00:36.273 --> 01:00:41.295]  Russia, before the Communists even got in, killed over 1,000,000.
[01:00:42.475 --> 01:00:45.456]  And it just goes on and on and on.
[01:00:45.936 --> 01:00:48.597]  For a whopping conservative total of 262,000,000.
[01:00:52.358 --> 01:00:54.618]  Governments winning the war against humanity.
[01:00:55.279 --> 01:00:56.399]  And let me just be clear.
[01:00:57.386 --> 01:01:00.027]  That's governments killing unarmed civilians.
[01:01:00.567 --> 01:01:02.969]  That doesn't even count military.
[01:01:03.189 --> 01:01:07.791]  If you add those in, it's well over 350 million.
[01:01:08.491 --> 01:01:20.757]  So, democide, or death by government, is the number one threat, because it's already been carried out many, many times, and governments all over the world are engaging in mass murder right now.
[01:01:21.337 --> 01:01:27.464]  And our own government, under the National Defense Authorization Act, is openly stating that they will kill U.S.
[01:01:27.504 --> 01:01:29.946]  citizens, secretly arrest U.S.
[01:01:29.986 --> 01:01:34.231]  citizens, and have us disappear into secret prisons and black holes.
[01:01:34.691 --> 01:01:37.754]  So the gauntlet has been thrown down in front of us.
[01:01:38.555 --> 01:01:42.599]  You've seen how governments have overtly killed their populations.
[01:01:43.697 --> 01:01:46.921]  By the sword, by the gun, by starvation.
[01:01:47.662 --> 01:01:50.986]  But what about covert forms of genocide?
[01:01:51.666 --> 01:01:53.789]  We're now going to look at that area.
[01:01:54.530 --> 01:02:02.519]  And then I'll get into the mad scientist activity of the global rulers who are trying to basically become God.
[01:02:03.527 --> 01:02:05.728]  Throughout history, there have been two major movements.
[01:02:06.388 --> 01:02:15.692]  Those that are promoting and pushing for human liberty, and for empowering humanity, and those that seek to dominate and control it.
[01:02:16.712 --> 01:02:23.114]  Now, a pseudoscience developed around 1850, in the United Kingdom, called eugenics.
[01:02:23.875 --> 01:02:28.497]  And the spin-off of that, of course, was the Nazis and their race purification program.
[01:02:29.397 --> 01:02:31.918]  But eugenics was funded by the British royal family,
[01:02:32.518 --> 01:02:37.782]  And was basically just a regurgitation of what royalty had already believed for thousands of years.
[01:02:38.183 --> 01:02:40.144]  That they were divine.
[01:02:40.604 --> 01:02:43.146]  That they had a divine right of kings.
[01:02:43.707 --> 01:02:48.451]  And that they had a right to enslave, dominate, and kill populations.
[01:02:50.319 --> 01:02:58.941]  As liberty grew worldwide, governments began to develop covert means to control populations and to exterminate them.
[01:02:59.381 --> 01:03:06.523]  And that's what many famous eugenicists, including Nobel Prize winners, have written about and talked about, like Bertrand Russell.
[01:03:07.483 --> 01:03:18.806]  Diet injections and injunctions will combine, from a very early age, to produce the sort of character and the sort of beliefs that the authorities consider desirable.
[01:03:19.784 --> 01:03:24.869]  And any serious criticism of the powers that be will become psychologically impossible.
[01:03:25.449 --> 01:03:26.270]  Bertrand Russell.
[01:03:27.551 --> 01:03:38.742]  You can go back to the 1920s and 30s and they obsess on putting chemicals in our food, in our water to make us less aggressive, more docile, to dumb us down so we will submit.
[01:03:39.122 --> 01:03:44.467]  What's so frustrating about these covert programs at population reduction is that they're not really covert.
[01:03:45.268 --> 01:03:49.413]  Sure, it's not on the nightly news, but it's all hidden in plain view.
[01:03:49.954 --> 01:04:02.069]  You know about the experimentation on black men, injecting them with syphilis, and Tuskegee experiment, and plague bomb test off the coast of Scotland, and all of England being sprayed with biologicals.
[01:04:02.629 --> 01:04:06.253]  Or Henry Kissinger in the 1970s putting out U.S.
[01:04:06.313 --> 01:04:14.782]  policy State Department Memorandum 200 that called for using food and war as a weapon to reduce populations in the third world.
[01:04:15.323 --> 01:04:17.084]  It is so diabolical.
[01:04:17.725 --> 01:04:24.689]  This corporatist world government is built and based on reducing population.
[01:04:25.309 --> 01:04:28.391]  And it's in the British Population Commission documents of 1949.
[01:04:28.431 --> 01:04:41.218]  White House science czar John P. Holdren wrote in the 1970s that they should develop covert chemicals in the water to reduce fertility and the population.
[01:04:41.418 --> 01:04:42.139]  It's amazing.
[01:04:42.479 --> 01:04:46.021]  They admit that they're establishing a global corporate government
[01:04:46.741 --> 01:04:56.642]  To carry out genocide covertly, through vaccines, through sodium fluoride, through sterilants like bisphenol A, aspartame.
[01:04:57.930 --> 01:04:59.090]  The list goes on and on.
[01:04:59.551 --> 01:05:05.133]  It is all meant to poison and debilitate and reduce our fertility.
[01:05:05.613 --> 01:05:07.934]  That's why cancer rates have skyrocketed.
[01:05:08.294 --> 01:05:13.375]  That's why the United States has the highest rate of cancer, diabetes, neurological disorders.
[01:05:13.495 --> 01:05:16.537]  It's all being beta tested here.
[01:05:17.477 --> 01:05:25.760]  World government is being established as a straitjacket on the planet so the globalists can carry out genocide.
[01:05:26.638 --> 01:05:28.519]  And it's not fair to call them Nazis.
[01:05:29.379 --> 01:05:33.301]  The Nazis just moved too quickly and were exposed.
[01:05:34.101 --> 01:05:37.383]  It's not fair to call them Nazis, because they're worse than Nazis.
[01:05:37.983 --> 01:05:49.968]  They are the progenitors of the Nazi idea, but they're patient, they're calm, they pose as philanthropists, but they can't control themselves sometimes.
[01:05:50.368 --> 01:05:54.730]  That's why Bill Gates, whose father was the head of Planned Parenthood and a known eugenicist,
[01:05:55.330 --> 01:05:57.472]  Has admitted he wants to reduce population.
[01:05:57.873 --> 01:06:00.475]  And that's what his foundation is really all about.
[01:06:00.936 --> 01:06:04.660]  He's bragged about get rid of a grandma and hire 10 teachers.
[01:06:04.880 --> 01:06:08.684]  He's spending a million dollars on that last three months of life for that patient.
[01:06:09.345 --> 01:06:11.187]  Would it be better not to lay off?
[01:06:11.914 --> 01:06:25.550]  He's come out and said, give people vaccines to reduce population.
[01:06:25.890 --> 01:06:28.853]  You've got a thing on the left, CO2, that you want to get to zero.
[01:06:29.194 --> 01:06:32.137]  Probably one of these numbers is going to have to get pretty near to zero.
[01:06:33.118 --> 01:06:36.924]  Now that's back from high school algebra, but let's take a look.
[01:06:38.005 --> 01:06:39.467]  First we've got population.
[01:06:40.088 --> 01:06:48.461]  Now if we do a really great job on new vaccines, health care, reproductive health services, we could lower that by perhaps 10 or 15 percent.
[01:06:49.582 --> 01:06:57.124]  It is so incredibly disgusting, and he's now the number one funder of GMO crops being developed across the world.
[01:06:57.684 --> 01:07:15.689]  And in every study that's been done of GMO crops across the board, they massively reduce fertility in the first generation of rats and guinea pigs, and other rodents like rabbits, and within three generations, near total sterility and bizarre deformities
[01:07:16.269 --> 01:07:21.872]  Shriveled sexual organs, hair growing in the mouth, it is beyond bizarre.
[01:07:22.193 --> 01:07:28.416]  Those that ate the genetically engineered toy, they didn't actually show the problems in the first generation.
[01:07:29.117 --> 01:07:36.161]  The second generation was slower growth, slower onset for maturity, but by the third generation, that's when the boom was, the boom hit.
[01:07:36.201 --> 01:07:41.324]  And that was when nearly all of the adults had lost the ability to have babies.
[01:07:42.381 --> 01:07:57.566]  When we look at Monsanto, that Bill Gates is the major owner of, the same folks that gave us Agent Orange and you name it, and we learn that in their own cafeteria, in their own restaurants and cantinas, there is no GMO.
[01:07:58.426 --> 01:08:09.950]  And then we learn Bill Gates and the Rockefeller Foundation are building underground seed vaults of uninfected non-GMO seeds all over the world, at the Arctic Circle and other areas.
[01:08:10.350 --> 01:08:15.192]  They are obsessed with giant farms that produce all the food they eat.
[01:08:15.632 --> 01:08:17.713]  The cattle are only fed organics.
[01:08:18.914 --> 01:08:25.837]  That is then shipped around the world, no matter where they go, their own private chefs prepare their food.
[01:08:26.752 --> 01:08:27.493]  But it gets worse.
[01:08:28.154 --> 01:08:37.366]  Monsanto, who's gotten their people in all the regulatory positions, is coming out with new federal regs that you can't even be told when you're being fed GMO.
[01:08:37.747 --> 01:08:41.472]  It's designed to sterilize you and basically give you organ failure and cancer.
[01:08:41.752 --> 01:08:43.855]  So, they won't eat it in their own...
[01:08:44.736 --> 01:08:47.259]  Monsanto restaurants at their facilities.
[01:08:47.899 --> 01:08:48.940]  And Bill Gates won't eat it.
[01:08:49.281 --> 01:08:51.983]  And the Queen of England, who's a known eugenicist, won't eat it.
[01:08:52.244 --> 01:08:55.707]  And Prince Philip, who says he wants 80% of you dead, he won't eat it.
[01:08:56.488 --> 01:09:05.597]  If I were reincarnated, I would wish to be returned to this Earth as a killer virus to lower human population levels.
[01:09:06.218 --> 01:09:07.018]  Prince Philip.
[01:09:07.759 --> 01:09:18.482]  The Queen of England is obsessed with organic raw milk, but in the United States and Canada and England, they're persecuting Amish and others that are producing it and selling it to their neighbors.
[01:09:18.802 --> 01:09:28.905]  And the Communist Chinese leadership, who publicly signed on to a eugenics program with the globalists to reduce their population in exchange for development.
[01:09:29.628 --> 01:09:40.597]  Their inner party chiefs are obsessed on record with nothing but pure organic food while they force GMO on their population.
[01:09:41.198 --> 01:09:44.681]  It is all about sterilizing the population and giving
[01:09:44.701 --> 01:09:50.145]  There are so many other examples of the elite poisoning us while doing everything they can to avoid their own garbage.
[01:09:50.725 --> 01:09:54.268]  But I'll give you just one more example here, and that's Germany.
[01:10:11.440 --> 01:10:13.062]  And of course this is going on all over the world.
[01:10:13.422 --> 01:10:21.752]  It came out a few years ago that the German government and the top military brass were refusing to take the H1N1 shot.
[01:10:22.213 --> 01:10:27.359]  So Big Pharma produced a quote clean or safe vaccine for them.
[01:10:28.274 --> 01:10:39.797]  And of course it did come out that the H1N1 vaccines did have other RNA added to it and other viruses and basically was just a Trojan horse for population reduction.
[01:10:40.297 --> 01:10:46.859]  And there have now been many other vaccine trials that have come out that are actually killing homeless people in the test and even newborn children.
[01:10:47.319 --> 01:10:53.927]  I saw reports a decade ago where the CDC had a secret meeting and Congress demanded the documents.
[01:10:53.947 --> 01:10:54.928]  That's why we now have them.
[01:10:55.388 --> 01:11:00.113]  And the leadership of the CDC was saying, tell your families don't take the vaccines.
[01:11:00.454 --> 01:11:03.657]  It's causing brain damage, but don't tell the public.
[01:11:04.258 --> 01:11:10.224]  They learned when Hitler had guys in black uniforms out there shooting people in pits, that was a little too obvious.
[01:11:10.824 --> 01:11:17.971]  Now they just soft kill you, and then you go to one of these big Rockefeller-controlled hospitals, and they suck all your savings out of you.
[01:11:18.091 --> 01:11:23.116]  And the globalists have even told us, diet, injections, and injunctions will bring us
[01:11:24.016 --> 01:11:25.397]  Under the heel of the globalist.
[01:11:26.138 --> 01:11:27.739]  Our species is incredible.
[01:11:27.779 --> 01:11:36.866]  We're dynamic creatures that created space travel, and classical music, and literature, and poetry, and film.
[01:11:37.486 --> 01:11:49.455]  And these globalist psycho dirtbags now control the media and teach us how bad children are, how pathetic we are, how we're scum, how we have no heroes, how there's no good guys.
[01:11:49.736 --> 01:11:52.518]  So we'll just roll over and give the world to them.
[01:11:52.978 --> 01:11:54.239]  It's truly disgusting.
[01:11:54.859 --> 01:12:11.110]  The ultimate power trip by Ted Turner, Bill Gates, David Rockefeller, people like George Soros, Oprah Winfrey, meeting in secret in New York to talk about ways to forcibly reduce population.
[01:12:12.111 --> 01:12:14.953]  And then when the article did leak out, they tried to have it suppressed.
[01:12:16.286 --> 01:12:19.689]  That much money, that much power around one table.
[01:12:20.069 --> 01:12:22.391]  It begs the question, what were they doing?
[01:12:22.591 --> 01:12:23.932]  What were they scheming?
[01:12:24.252 --> 01:12:25.633]  Total world domination?
[01:12:26.054 --> 01:12:29.737]  This group, together for six hours, was talking about charity.
[01:12:30.237 --> 01:12:33.059]  Education, emergency relief, global health.
[01:12:33.239 --> 01:12:41.506]  The very people that talk about how they want to kill us all day, run the global programs to make sure our kids get extra vaccines and eat GMO.
[01:12:42.975 --> 01:12:44.456]  It doesn't get any more obvious.
[01:12:44.776 --> 01:12:46.218]  This isn't 2 plus 2 equals 4.
[01:12:47.278 --> 01:12:48.780]  This is 1 plus 1 equals 2.
[01:12:48.860 --> 01:12:52.643]  This is so ridiculously obvious.
[01:12:53.283 --> 01:13:01.309]  It was the eugenicist, population reductionist Adolf Hitler who said, the bigger the lie, the more people will believe it.
[01:13:02.350 --> 01:13:05.012]  And when I first read that as a teenager, I didn't understand it.
[01:13:05.032 --> 01:13:08.235]  But as I've learned more, I realize how true that is.
[01:13:09.019 --> 01:13:24.238]  Once you tell a giant lie from a position of authority, like David Rockefeller, or Ted Turner, or Bill Gates, and once the politicians and the general public go along with your lie, they've now all signed on to it, and they give power to the lie.
[01:13:24.439 --> 01:13:26.862]  Is there a connection with autism, for example?
[01:13:27.435 --> 01:13:31.736]  Well, Dr. Wakefield has been shown to use absolutely fraudulent data.
[01:13:32.136 --> 01:13:34.597]  He had a financial interest in some lawsuits.
[01:13:34.637 --> 01:13:36.237]  He created a fake paper.
[01:13:36.337 --> 01:13:37.598]  The journal allowed it to run.
[01:13:38.598 --> 01:13:43.659]  All the other studies were done, showed no connection whatsoever, again and again and again.
[01:13:45.000 --> 01:13:49.161]  And so it's an absolute lie that has killed thousands of
[01:13:49.561 --> 01:14:02.877]  And it's then very hard to reverse that lie because it's got so much momentum and such a great weight because the public is taught that if they ever stand up to the lie, it'll bring down the whole house of cards.
[01:14:03.978 --> 01:14:06.481]  My friends, we need to bring down this house of cards.
[01:14:07.122 --> 01:14:09.145]  If it doesn't come down, we're ruined.
[01:14:09.969 --> 01:14:11.731]  Most of us are already walking dead.
[01:14:12.231 --> 01:14:14.833]  We were born being fed deadly fluoride.
[01:14:14.874 --> 01:14:16.115]  We had our IQs reduced.
[01:14:16.135 --> 01:14:18.357]  We were shot up with dangerous vaccines.
[01:14:18.677 --> 01:14:19.898]  We've been fed GMO.
[01:14:20.298 --> 01:14:30.528]  It's almost impossible to stay away from it, unless you're some billionaire who has their own private farms and ranches and private chefs that fly around behind you, preparing your meals.
[01:14:32.312 --> 01:14:35.755]  The only way to defeat these people is to realize it is a big lie.
[01:14:36.316 --> 01:14:37.397]  It is a giant hoax.
[01:14:37.777 --> 01:14:40.340]  And to read their own arrogant statements.
[01:14:41.240 --> 01:14:51.550]  If a black death could be spread throughout the world, once in every generation, survivors could procreate freely without making the world too full.
[01:14:52.271 --> 01:14:53.172]  Bertrand Russell.
[01:14:54.073 --> 01:14:56.315]  Talk about sick control freaks.
[01:14:57.435 --> 01:15:07.245]  Who hate humanity so much that they spend their every waking minute trying to think of ways to set up a global government so they can exterminate us and our families.
[01:15:08.006 --> 01:15:08.947]  My God!
[01:15:09.388 --> 01:15:17.977]  And their plan is so horrific, they think we're too weak-minded to face what they've admittedly been caught doing and to resist them.
[01:15:19.292 --> 01:15:21.313]  Are you pathetic scum that deserves to die?
[01:15:21.333 --> 01:15:23.234]  Are you going to prove them right?
[01:15:24.074 --> 01:15:24.755]  It's up to you.
[01:15:25.295 --> 01:15:29.937]  The globalists have been so arrogant that they've not even hidden any of their designs.
[01:15:30.838 --> 01:15:35.520]  They think that it's so horrific that we'll just let them get away with what they're doing.
[01:15:36.520 --> 01:15:38.541]  Are we smart enough to learn from history?
[01:15:38.821 --> 01:15:42.963]  Government is the number one cause of unnatural death throughout all of human history.
[01:15:43.564 --> 01:15:48.086]  Government tends to be taken over by psychopaths who are completely ruthless.
[01:15:48.993 --> 01:15:57.723]  Good people tend to stand down and let the psychopaths do whatever they want to them simply because they are the authorities.
[01:16:00.011 --> 01:16:06.713]  But the technocratic eugenics social engineers are not content to just soft-kill the population.
[01:16:07.573 --> 01:16:26.359]  All across the Western world, from Australia to the United States, government-funded universities have been developing Level 4 super-weaponized viruses and bacteria that kill over 90% of the mammals that come in contact with it.
[01:16:27.139 --> 01:16:31.560]  That's more than 9 out of 10 people on your street dead.
[01:16:32.140 --> 01:16:33.841]  Weaponized airborne Ebola.
[01:16:34.321 --> 01:16:38.362]  Weaponized airborne mousepox that can be designed for humans.
[01:16:38.862 --> 01:16:41.603]  Weaponized airborne smallpox.
[01:16:42.043 --> 01:16:44.264]  Weaponized airborne bird flu.
[01:16:45.044 --> 01:16:47.105]  Weaponized airborne H1N1.
[01:16:47.525 --> 01:16:55.447]  Our own government dug up dead whalers who died of the Spanish flu that killed more than 40 million people.
[01:16:56.260 --> 01:17:00.823]  And they've dug up the original bubonic plague and replicated it.
[01:17:01.283 --> 01:17:06.627]  They've taken every disease ever seen in history and souped it up.
[01:17:07.347 --> 01:17:19.856]  And they're now developing massive storehouses of these weapons in the name of bio-defense under the BioShield program and storing them in level 1, 2, and 3 facilities.
[01:17:22.264 --> 01:17:23.585]  Let me put this in layman terms.
[01:17:24.526 --> 01:17:42.866]  A level four bioweapons lab should be three floors under the ground, barbed wire fences, minefields, and machine guns, and a system that if the super germs get out, they pull a lever, alarms go off, and the whole place goes up in flames.
[01:17:43.885 --> 01:17:56.296]  But instead, the global elite are storing it in Level 2 facilities, like the University of Texas at Galveston, behind a glass door with a swipe guard, right there in Petri dishes.
[01:17:57.137 --> 01:18:04.063]  And they're doing this so that when they release it to massively reduce population, they can claim it was an accident.
[01:18:04.924 --> 01:18:19.497]  This is one of the biggest threats we face is the fact that these eugenicists that run our governments have produced literally hundreds of super weapons and are just waiting until they've got their police state grid in place to release them.
[01:18:20.455 --> 01:18:25.937]  There are countless other examples of government weapons programs that endanger our planet.
[01:18:26.477 --> 01:18:28.038]  You know about nuclear weapons.
[01:18:28.098 --> 01:18:34.741]  You know about systems that kill all the life but leave the buildings in place, like the neutron bomb.
[01:18:35.321 --> 01:18:42.544]  But then, of course, there's also race-specific bioweapons that people like Dick Cheney talked about in the PNAG documents.
[01:18:43.564 --> 01:18:49.007]  Weapons that kill certain racial types and leave everyone else alive.
[01:18:50.027 --> 01:18:54.950]  In fact, it's possible that a weapon could be released and only Asians would live.
[01:18:55.270 --> 01:19:01.634]  Or a weapon could be released and only people of Northern European derivation would survive.
[01:19:02.134 --> 01:19:10.159]  Or weapons could be released where only people of Semitic background are killed, or people of Semitic background survive.
[01:19:10.720 --> 01:19:13.862]  These systems have been developed and are on record.
[01:19:14.482 --> 01:19:17.184]  But getting back into nuclear weapons,
[01:19:18.257 --> 01:19:26.503]  The Air Force has admitted they've been testing and trying to develop things like antimatter bombs that could actually destroy the entire planet.
[01:19:27.103 --> 01:19:40.692]  And yes, scientists at CERN have come out and said, well, there's a low probability that we'll create a black hole that destroys the Earth, or a strangelet, or a particle that sinks to the center of the Earth and then causes the planet to implode.
[01:19:41.833 --> 01:19:42.794]  My problem is this.
[01:19:44.073 --> 01:19:46.636]  The globalists have shown that they think they're God, but they're not.
[01:19:46.716 --> 01:20:03.256]  They're very reckless, they're full of bravado and chutzpah, and we now have hundreds of nuclear reactors in the world that are close to 40 years old or older, which are now literally rotting, and 9 out of 10 reactors are now reportedly leaking radiation.
[01:20:03.937 --> 01:20:04.457]  Now I am become death.
[01:20:34.046 --> 01:20:35.182]  The Destroyer of Worlds.
[01:20:42.844 --> 01:20:46.725]  And in their own words said, we have become Shiva, the destroyer.
[01:20:47.126 --> 01:20:49.346]  We have become Kali, the god of death.
[01:20:49.887 --> 01:20:54.068]  We are going to take on these powers even if it destroys us.
[01:20:54.448 --> 01:21:05.713]  A few decades later, the United States had tested more than a hundred high-power hydrogen bombs in the upper atmosphere and in the Van Allen radiation belt.
[01:21:06.953 --> 01:21:10.674]  The Air Force wanted to see if they could blow up the atmosphere.
[01:21:11.535 --> 01:21:11.815]  Again,
[01:21:13.154 --> 01:21:17.900]  They tell us all they give up our liberties because somebody might detonate a car bomb.
