[00:00:03.592 --> 00:00:03.632]  Oh,
[00:54:42.738 --> 00:54:44.899]  It's all there, but they don't know how to distribute it.
[00:54:45.299 --> 00:54:45.559]  Correct.
[00:54:47.219 --> 00:54:48.379]  So what's the takeaway here?
[00:54:48.419 --> 00:54:50.200]  Because it is a complex issue.
[00:54:50.240 --> 00:54:53.480]  There's all these foreign countries and geopolitics involved.
[00:54:53.860 --> 00:54:56.181]  What should we be keeping our eye on?
[00:54:56.201 --> 00:54:57.381]  What's the ball?
[00:54:57.941 --> 00:55:02.122]  I think what we should be keeping our eye on is long-term.
[00:55:02.562 --> 00:55:08.703]  If markets are doing anything after the recession, it's that they panic.
[00:55:10.263 --> 00:55:13.124]  One day the Dow is up 200, the next day it's down 300.
[00:55:15.509 --> 00:55:17.250]  We need to look at the long term.
[00:55:17.911 --> 00:55:27.798]  Obama's or whoever's president during the first quarter is likely to react to whatever economic situation they're handed at that time, and that factor is going to change.
[00:55:28.719 --> 00:55:29.920]  These things fluctuate.
[00:55:30.000 --> 00:55:34.123]  They do more so after the recession than they did before, it seems.
[00:55:34.763 --> 00:55:37.806]  So the take-home message, I think, is don't panic.
[00:55:38.686 --> 00:55:42.287]  Daniel J. Graber, tell us about your website, OilPrice.com.
[00:55:42.327 --> 00:55:43.808]  What kind of coverage can we find there?
[00:55:43.828 --> 00:55:47.009]  At OilPrice.com, we have a variety of analysts.
[00:55:47.929 --> 00:55:56.832]  I like to cover geopolitical aspects, some of the pricing trends, and how those relate to pipeline politics.
[00:55:57.312 --> 00:55:59.252]  That also extends to overseas.
[00:55:59.592 --> 00:56:03.374]  We also have people engaged in the fracking debate, the clean energy debate.
[00:56:03.434 --> 00:56:04.534]  You name it, we cover it.
[00:56:05.316 --> 00:56:06.096]  Oh, that's a good point.
[00:56:06.137 --> 00:56:08.198]  Talk about fracking real quick.
[00:56:08.518 --> 00:56:10.859]  Fracking, I think, it depends on who you ask.
[00:56:12.260 --> 00:56:17.503]  You know, ten years ago we wouldn't be having this conversation, so there's a way to go yet.
[00:56:18.723 --> 00:56:24.826]  It seems like, yes, I think T. Boone Pickens described the United States as the Saudi Arabia of natural gas.
[00:56:26.848 --> 00:56:31.030]  I think with anything that's relatively new, there is going to be
[00:56:33.220 --> 00:56:39.427]  Opposite polls making equally valid claims about that sector.
[00:56:41.109 --> 00:56:41.870]  Time will tell.
[00:56:43.061 --> 00:56:46.742]  I think we're still studying that in terms of a scientific point of view.
[00:56:46.762 --> 00:56:48.583]  Is it fracking?
[00:56:48.983 --> 00:56:50.603]  Is it the depth of the wells?
[00:56:51.223 --> 00:56:58.925]  There are a variety of factors before we throw a dart at the natural gas sector and say, it's fracking, that's the problem.
[00:56:59.305 --> 00:57:01.766]  The opportunity is certainly there.
[00:57:02.186 --> 00:57:08.648]  Well, how serious do you think the actual practice is in terms of physically disrupting wells and other systems that are underground?
[00:57:09.226 --> 00:57:17.330]  Well, it doesn't seem to me to make good business sense to not take it seriously, especially after the 2010 disaster in the Gulf of Mexico.
[00:57:18.691 --> 00:57:25.634]  It doesn't make good sense to be frivolous about something that has the potential that shale does in the United States.
[00:57:26.415 --> 00:57:26.915]  Absolutely.
[00:57:27.195 --> 00:57:30.817]  Well, we'll speak to you in the future, and we'll all be keeping our eye on these geopolitical events.
[00:57:31.237 --> 00:57:34.939]  Daniel Graber, oilprice.com, thanks for joining us and letting us pick your brain.
[00:57:35.728 --> 00:57:36.088]  Thank you.
[00:57:36.108 --> 00:57:36.709]  Enjoy your day.
[00:57:37.229 --> 00:57:37.549]  Take care.
[00:58:37.717 --> 00:58:38.258]  Yeah.
