[00:00:00.981 --> 00:00:01.021]  So,
[00:43:55.287 --> 00:43:56.147]  Oh, beautiful.
[00:43:56.247 --> 00:44:02.509]  Summers in Tahoe are about as good as it gets unless the fires start blowing through, and then it gets really nasty.
[00:44:02.549 --> 00:44:04.770]  And so far, we're avoiding them this year.
[00:44:05.490 --> 00:44:06.070]  Right.
[00:44:06.411 --> 00:44:11.133]  Well, let's go right into fires because we've had most of Colorado is on fire at this point.
[00:44:11.173 --> 00:44:13.855]  They put out about half of these that are going on.
[00:44:13.935 --> 00:44:22.639]  And earlier we were talking about things that people can do just to, you know, help fireproof, not fireproof their home, but prevent some of the damage.
[00:44:22.739 --> 00:44:27.962]  As you mentioned, sometimes there'll be a house that's totally burned to the ground and right next to them that house wasn't burned.
[00:44:28.022 --> 00:44:31.404]  So what were those people doing that you can share with the rest of us?
[00:44:31.764 --> 00:44:36.327]  Okay, well the very first thing that most people are aware of is what's called defensible space.
[00:44:37.208 --> 00:44:43.812]  And that's making sure that you get anything with fuel that might bring a fire into your house as far away from your house as possible.
[00:44:43.932 --> 00:44:52.237]  So get rid of the tall grass, brush, trim, you know, limb the trees up like 20-30 feet up the trees if you're in a fire zone.
[00:44:53.358 --> 00:44:56.160]  Then the things you can do is kind of notch it up.
[00:44:56.300 --> 00:44:59.542]  Like there was a big fire in Laguna Beach in 1993 in Southern California.
[00:45:01.724 --> 00:45:05.547]  And the firestorm was really severe there, much like what you're seeing in Colorado.
[00:45:06.247 --> 00:45:13.893]  And in that situation, the average home, whether you've got defensible space or not, is going to incinerate.
[00:45:14.613 --> 00:45:23.099]  But there were a few homes that were so fire resistant that the firestorm went right over the top of them and around them and didn't burn them up.
[00:45:23.459 --> 00:45:25.621]  And so you can kind of do
[00:45:26.590 --> 00:45:37.054]  Sort of start at the bottom and work up in your own home and to make them super fire resistant to survive a major firestorm that's tough but you can you can take it up in grades and improve your chances of surviving.
[00:45:37.634 --> 00:45:44.776]  So one of the first things you can do like say there's a fire that's actually you know coming or you're you're really worried that it's severe fire danger.
[00:45:45.397 --> 00:45:52.299]  So one of the things you can do is is take like double thick sheets of sheetrock you know cut them up and make blocks
[00:45:53.055 --> 00:45:57.238]  for the air vents underneath your basement and in your attic.
[00:45:57.698 --> 00:46:11.287]  And what that does is that when you get a firestorm blowing through, you have hot air will get sucked in with a chimney effect and it will suck embers and super hot air into your home through these vents and start your home on fire.
[00:46:11.387 --> 00:46:18.432]  So if you block the vents, it prevents, it keeps the air inside your home cool and prevents the super hot air from coming in from the firestorm.
[00:46:19.190 --> 00:46:20.632]  Now, that's one level.
[00:46:21.032 --> 00:46:25.517]  Next level is, say you've got a firestorm coming and you've got drapes in your home.
[00:46:26.269 --> 00:46:34.154]  Well, it turns out that heat will radiate through from the firestorm, right through the glass, especially if it's single-pane and not double-pane glass.
[00:46:34.674 --> 00:46:41.098]  So, more resistant houses have double-plane glass and are well-insulated, and that slows the heat from coming in.
[00:46:41.498 --> 00:46:50.263]  So, if you've got a bunch of drapes hanging by your windows, and you know that you've got to evacuate, and you want maybe to come back to a home instead of a burned-out cinder shell,
[00:46:50.843 --> 00:46:58.869]  Then rip those grapes down, or you know, pull them down, get them away from the windows, anything that might get ignited from heat radiating through the windows.
[00:46:59.350 --> 00:47:02.832]  Then obviously they can hose things down and get them wet, that's good.
[00:47:03.233 --> 00:47:13.921]  And especially up on your roof, if you've got an old shake roof, if you think ahead of time, there's stuff called FireStop, various different versions that you can spray on the wood roof, spray on your wood decks.
[00:47:14.899 --> 00:47:24.225]  And it won't stop a super-hot firestorm, that'll burn any kind of wood, but it will prevent a fire from igniting from falling embers and burning.
[00:47:25.305 --> 00:47:32.307]  Blowing onto your deck, or getting onto your wood shake roof, if they're coated with the right stuff, it will prevent those things from starting it.
[00:47:32.427 --> 00:47:37.788]  So, there's various levels, and in my book, in the fire chapter, I've got a full list of all of the things.
[00:47:37.848 --> 00:47:50.411]  Now, all the way at the top end of the scale, the few buildings that survived the super hot firestorm in Laguna Beach, were all stucco, or earth-based, adobe kind of based buildings.
[00:47:51.191 --> 00:48:13.079]  And they put stucco or cement board like hardy board that looks like wood but it's it's it's concrete wood but looks like wood underneath the eaves and they put a layer of stucco or cement board underneath the decks and you can put a fiberglass called you know polymer coat that I give the specific name for in the book don't remember off the top of my head that's very fire resistant on top of the decks
[00:48:13.659 --> 00:48:21.881]  Or, nowadays, if you're building a new deck, you build it out of Class A fire-resistant materials that will stop, that won't burn, that are really, really good.
[00:48:21.901 --> 00:48:27.442]  They're a polymer with fly ash in them by a deck company.
[00:48:27.482 --> 00:48:30.182]  I've forgotten the name of that, too, off the top of my head.
[00:48:30.602 --> 00:48:32.343]  So those are some different things you can do.
[00:48:32.423 --> 00:48:38.264]  But what you really need to be worried about, like if a fire storm is coming, you've got to use judgment.
[00:48:39.122 --> 00:48:44.144]  Because it's much better to be cautious and leave than not.
[00:48:44.984 --> 00:48:46.585]  And if you got a minute, I'll give you a story.
[00:48:46.645 --> 00:48:49.666]  My friends in Australia in the Black Saturday fire.
[00:48:49.686 --> 00:48:55.508]  I mean, that was they looked out their house on a Saturday morning in 2008, I believe 2009.
[00:48:59.487 --> 00:49:02.772]  And it was 117 degrees outside.
[00:49:02.812 --> 00:49:04.255]  Now that's blistering hot.
[00:49:04.816 --> 00:49:07.721]  And there was an extreme fire danger, but there was no warnings.
[00:49:08.242 --> 00:49:10.787]  And they just looked outside and they saw a big column of smoke.
[00:49:11.348 --> 00:49:17.751]  So they threw their computers, some critical files, a couple of bicycles, and a few clothes into their car and they left.
[00:49:18.132 --> 00:49:27.156]  Now this home was an adobe home with a metal roof that many people would consider to be very fire resistant.
[00:49:27.456 --> 00:49:32.459]  And they might say, well I'm going to stay and fight it out because I've got this really fire resistant home.
[00:49:33.109 --> 00:49:44.578]  Well, these people got in their car because they knew they had a forest around them and that if there was a severe firestorm coming through that, you know, their home may not survive, even though it was adobe with a metal roof.
[00:49:45.191 --> 00:49:52.478]  So they went to some friend's home that had a more defendable space that was no forest around them, just tall grass.
[00:49:52.879 --> 00:49:57.703]  And they had a pond, and they had fire pumps, and they had a bulldozer, and they had all those kinds of things.
[00:49:58.384 --> 00:50:01.607]  And they fought the fire at their friend's home, and it was pretty severe.
[00:50:01.647 --> 00:50:09.535]  They had a 10-foot, 15-foot tall wall of fire coming up, but with their equipment and just being grass, they were able to hold it at bay.
[00:50:10.168 --> 00:50:24.711]  But when they came back to their home, they found that all of the bicycle repair shop tools were molten, and the home was totally gone, and there was only three adobe walls left standing, and outside of that there wasn't a shred left of their home.
[00:50:24.791 --> 00:50:34.173]  So, this is where you've got to use smarts, because 173 people died, and entire towns were incinerated around theirs in that tragic day.
[00:50:34.873 --> 00:50:39.716]  And it was entire families found incinerated in their cars when they were trapped trying to escape.
[00:50:40.177 --> 00:50:43.919]  So, you really got to use good sense and good judgment in a situation like this.
[00:50:44.140 --> 00:50:51.885]  Well, and especially when you have valleys and ridges, and if you're on a ridgeline and the fire's below you, that's the worst place to be because that fire's coming up at you.
[00:50:52.045 --> 00:50:53.146]  And it'll come up at you quick.
[00:50:53.886 --> 00:51:12.063]  It really fast and you know fires we had 60 mile an hour winds in the fires in in Colorado recently and we had a firestorm near our house with high winds back about 12-15 years ago started about a mile and a half downwind and luckily the wind stayed the dominant direction blew it away from us.
[00:51:12.543 --> 00:51:13.884]  But there was no stopping it.
[00:51:13.924 --> 00:51:15.965]  It closed the freeway two or three times.
[00:51:16.546 --> 00:51:19.728]  There was absolutely no way of stopping that firestorm.
[00:51:19.928 --> 00:51:29.894]  Anything in front of it, you know, they'd saved a few buildings and some others went and luckily mostly it went up a mountainside and they were able to stop at the top of the mountain before it went down and burned out Reno.
[00:51:29.995 --> 00:51:39.201]  But it was severe and it lasted for, I don't know, two weeks before it burned itself out on the ridge and they kept it from blowing over the ridgetop down to Reno.
[00:51:40.197 --> 00:51:48.586]  Yeah, it can go faster than you can drive in these firestorms and a very serious, very scary situation if you've ever been near one.
[00:51:49.164 --> 00:52:02.208]  Well, you know, you talked about getting out and, you know, they threw some bikes, they threw their computers in, and you mentioned that in a press release you sent out today, of the things you should grab when you're going to get going, when you have to make that time.
[00:52:03.048 --> 00:52:08.389]  You called it, let me see, let me grab this here, evacuate my life in a box.
[00:52:08.429 --> 00:52:09.810]  I like how you title it that way.
[00:52:09.970 --> 00:52:13.591]  Your life in a box, these are the things you need to have, you know,
[00:52:14.500 --> 00:52:16.822]  If nothing else, you're going to grab that and your grab-and-go bag.
[00:52:17.142 --> 00:52:19.905]  What should people put inside their life in a box?
[00:52:20.345 --> 00:52:26.751]  Okay, my life in a box has your critical documents to put your life back together in case you really lose everything.
[00:52:27.271 --> 00:52:33.377]  So you've got copies, maybe alien cards, birth certificates, you have the
[00:52:34.326 --> 00:52:37.390]  You know, stock certificates, you have all of your insurance documents.
[00:52:37.670 --> 00:52:44.117]  Think of all of those important things where you'd say, man, I am really in trouble if I lost all of those.
[00:52:44.598 --> 00:52:50.505]  And in fact, it's a good idea to make copies of those and send them to someone in like a far off place in the country.
[00:52:51.005 --> 00:52:57.707]  And some people put them in safety deposit box copies, and that's a good idea too, but think about where you live.
[00:52:57.747 --> 00:53:11.091]  If you're in an area where maybe you and your bank would get burned in the same thing, or fall down in the same earthquake, or the same hurricane might take you down, it's a really good idea to get them off-site, and also to have them ready so you can just pick up that box and go.
[00:53:11.111 --> 00:53:12.712]  Now these aren't things like
[00:53:13.553 --> 00:53:14.714]  Food, water, shelter.
[00:53:14.794 --> 00:53:19.076]  These are items that help you put your life back together or get things going again.
[00:53:19.136 --> 00:53:28.241]  Because, you know, realize if you go to a local bank, maybe the bank's burned out too or gone in that earthquake or, you know, there's been an EMP or something even larger than that.
[00:53:28.861 --> 00:53:34.644]  Having hard copies on hand could make the difference between your information totally gone and being able to retrieve it.
[00:53:36.030 --> 00:53:42.676]  Right, and then, earlier I saw you had your backpack, it was like your grab and go bag, and you also had the blue tote.
[00:53:42.836 --> 00:53:48.221]  Why don't you pick that up and show it to everybody, and also describe the things that need to go in that.
[00:53:48.621 --> 00:53:53.805]  So here's the blue tote, and then here's my go bag.
[00:53:54.786 --> 00:53:56.568]  So, with the go bag,
[00:53:58.194 --> 00:54:00.558]  See, I live in earthquake and wildfire country.
[00:54:00.879 --> 00:54:01.119]  Yeah.
[00:54:01.660 --> 00:54:07.169]  And so, if this time of year an earthquake happened out here where I am, what happens?
[00:54:08.820 --> 00:54:09.881]  It busts water lines.
[00:54:10.681 --> 00:54:12.422]  It busts the gas lines.
[00:54:13.742 --> 00:54:16.344]  Water heaters and things fall over and fires break out.
[00:54:16.504 --> 00:54:21.566]  And now all of a sudden I've got bridges are down and there's a firestorm blowing my way.
[00:54:21.686 --> 00:54:23.948]  If it starts up wind from me, it's going to come my way.
[00:54:24.748 --> 00:54:29.490]  And nobody's going to be able to fight it because they can't get over the bridges and it'll be so widespread.
[00:54:29.951 --> 00:54:36.594]  So I have to plan on the possibility of evacuating on foot.
[00:54:37.449 --> 00:55:02.249]  with my bag or you know preferably I go in my four-wheel drive truck and I pick up my trailer and everything's great and I've got my little home on wheels with a solar panel and all that I just can't necessarily count on that happening so some of the items I have like one of my more most important items is water you know because you can live
[00:55:03.231 --> 00:55:06.033]  Most of us can get by for three weeks to a month without food.
[00:55:06.093 --> 00:55:10.735]  You may not like it, you certainly wouldn't feel good, and you wouldn't be happy about it, but you could do it.
[00:55:11.456 --> 00:55:20.520]  But in hot weather like we're in right now, if you have to be physically active, like physically evacuate, you could be in trouble and could start dying in a single day.
[00:55:20.961 --> 00:55:26.003]  And certainly in three days people start to die without water if they have to be physically active in warm weather.
[00:55:26.544 --> 00:55:30.266]  So I have, you know, let's face it, if you're on your own,
[00:55:31.735 --> 00:55:39.862]  You can only carry so much water in your back, and so you're going to be drinking out of the duck ponds, and the local ditches, and the local creeks, if that's all you got.
[00:55:40.002 --> 00:55:47.489]  So this is a backcountry water filter, kind of like a backcountry standard by Mountain Safety Research, MSR.
[00:55:48.369 --> 00:55:54.174]  And it's field serviceable, and people take them to Nepal, and Tibet, and India, and the third world all over.
[00:55:54.915 --> 00:55:59.999]  And basically you can take this tip and stick it into your local ditch
[00:56:00.663 --> 00:56:08.311]  It's got a pre-filter on the tip and then inside this is a carbon cartridge with a ceramic outside that's field serviceable.
[00:56:08.371 --> 00:56:14.177]  So if it plugs up, you can scrub it with a little pot scrubber and it'll take the outer layer off and you're back in business again.
[00:56:14.875 --> 00:56:20.480]  So I like things that are field serviceable that you can maintain, you know, outside and get them going again.
[00:56:20.540 --> 00:56:24.183]  If they break, they're really simple to take apart with no tools, all that.
[00:56:24.264 --> 00:56:26.265]  So Katadyn makes a great one.
[00:56:27.206 --> 00:56:28.267]  MSR makes a great one.
[00:56:28.327 --> 00:56:29.768]  People like the Berkey filters.
[00:56:30.049 --> 00:56:31.890]  There's a lot of high quality filters on there.
[00:56:32.010 --> 00:56:33.612]  I like to go with the backcountry standards.
[00:56:34.938 --> 00:56:41.584]  Right, and we actually carry a Pro-Pure that I have at my house.
[00:56:42.124 --> 00:56:47.549]  It's lightweight, you can collapse it together, it doesn't take electricity, which is the great thing.
[00:56:47.829 --> 00:56:48.730]  That's what I love about it.
[00:56:49.090 --> 00:56:56.457]  You just pour water in and you wait for it to come out and it's good room temperature and we keep it at my house and my kids drink out of it all the time.
[00:56:57.037 --> 00:57:00.140]  But it's ready to go in case we have to get out.
[00:57:00.820 --> 00:57:01.741]  We grab it and we go.
[00:57:03.202 --> 00:57:05.384]  That's one of the things people need to do.
[00:57:05.404 --> 00:57:07.245]  I also wanted to add another thing.
[00:57:07.746 --> 00:57:11.609]  If you have a fire coming, you want to cut off the gas to your house.
[00:57:11.649 --> 00:57:17.834]  That's probably one of the most important things you could do because if you have fires or earthquakes, you're going to have those things break.
[00:57:18.494 --> 00:57:20.616]  And then that's the quickest way for your house to go up.
[00:57:20.656 --> 00:57:22.237]  I remember seeing that in San Francisco.
[00:57:22.978 --> 00:57:24.279]  You know, why is that house burning?
[00:57:24.299 --> 00:57:29.864]  Well, they must have not shut off their gas, and you see a giant flame shooting up where their gas main was, and I just... You got it.
[00:57:29.904 --> 00:57:32.125]  You're asking for it to come out there.
[00:57:32.145 --> 00:57:37.349]  Well, let's move on to keeping cool in this heat.
[00:57:37.389 --> 00:57:38.390]  We've got a lot of heat now.
[00:57:38.450 --> 00:57:41.312]  Your electricity goes out, say you're in a storm in D.C.
[00:57:41.933 --> 00:57:42.654]  You're an old person.
[00:57:42.694 --> 00:57:45.396]  How are you going to keep cool when it's hot outside?
[00:57:46.840 --> 00:57:48.842]  Well, we'll go on to that in just a second.
[00:57:48.962 --> 00:57:58.790]  I just want to mention, one of the reasons I have the blue tub and the backpack is that there's certain items where I've got like big fat items that I want to bring, and skinny.
[00:57:58.830 --> 00:58:04.656]  Like this is my first aid kit when it's on my back, and this is my first aid kit when it's in my blue tub.
[00:58:05.396 --> 00:58:06.537]  So just think about that.
[00:58:07.478 --> 00:58:09.480]  That's why you have them both, not just one.
[00:58:09.740 --> 00:58:11.922]  Okay, now keep them cool when it's hot.
[00:58:12.611 --> 00:58:15.011]  I mean, the obvious thing is evaporative cooling.
[00:58:15.412 --> 00:58:30.094]  If you can do fans, if you get yourself wet, those hats that have the gel packs in them are really good, and the things around the neck, but in the old-fashioned washcloth and a water bottle or a tub of water, you just get it wet, keep your neck and your head wet to keep your brains cool.
[00:58:30.514 --> 00:58:31.634]  Extremely important.
[00:58:32.535 --> 00:58:39.016]  The ways to recognize when somebody's in trouble with heat, there's two things that are very serious.
[00:58:39.156 --> 00:58:40.036]  Heat exhaustion,
[00:58:41.207 --> 00:58:41.968]  And heat stroke.
[00:58:42.048 --> 00:58:43.889]  Now, heat exhaustion is not as serious.
[00:58:44.069 --> 00:58:53.397]  When you're kind of hot and sweaty and pale and a little clammy in the skin, and you feel terrible, maybe nauseous, a headache, that's not life-threatening, but it's serious.
[00:58:53.417 --> 00:58:54.998]  You've got to keep that body cool.
[00:58:55.218 --> 00:58:57.800]  Lots of towels, fans, keep that cool.
[00:58:58.421 --> 00:59:00.202]  Now, if you pass that point.
[00:59:00.262 --> 00:59:03.404]  Now, typically in heat exhaustion, you might have dilated pupils.
[00:59:04.025 --> 00:59:06.547]  Now, when you pass into heat stroke, it's life-threatening.
[00:59:07.395 --> 00:59:11.358]  And you've got to change the, you've got to take the body temperature down right away.
[00:59:11.438 --> 00:59:12.319]  So this is important.
[00:59:12.779 --> 00:59:17.362]  If you see somebody who's gotten like beet red in the face, their skin is dry.
[00:59:17.642 --> 00:59:19.724]  You know, they should be sweating, but their skin is dry.
[00:59:19.764 --> 00:59:23.527]  That means their body is shutting down and it's not sweating and cooling itself properly anymore.
[00:59:23.887 --> 00:59:25.068]  The pupils are tiny.
[00:59:25.648 --> 00:59:27.089]  In this, it's life-threatening.
[00:59:27.189 --> 00:59:28.710]  You've got to get that temperature down.
[00:59:28.730 --> 00:59:32.293]  Ice baths, cold baths, wet, and the fans.
[00:59:32.373 --> 00:59:35.375]  Now, if someone's super hot and it's very hot outside,
[00:59:35.755 --> 00:59:44.580]  And you can't get them wet and you put a fan on them, it'll actually make it worse because it'll be driving like 100 plus heat on them and make their body even hotter and their body's not cooling.
[00:59:44.920 --> 00:59:47.322]  You need moisture for a fan to work.
[00:59:47.502 --> 00:59:54.366]  So if you're not, you've got to either have bodies wet or make it artificially wet with towels and ice cubes to keep yourself cool.
[00:59:55.387 --> 00:59:56.927]  Any more questions on those lines?
[00:59:57.548 --> 00:59:58.748]  No, that sounds good.
[00:59:58.849 --> 01:00:03.531]  I mean, those are common sense things, but it might not be stuff you're thinking about in the thick of it.
[01:00:03.751 --> 01:00:04.312]  You know, you got
[01:00:05.322 --> 01:00:19.068]  You know, the power goes out, you've got a tree falling through your house, you know, the next day you wake up, well now it's 110 degrees, you've got to keep cool somehow, and if you don't have a generator with an air conditioner, you're going to be out of luck essentially.
[01:00:19.676 --> 01:00:27.938]  Now a small generator will keep your food from rotting, and it will allow you to run some small things in your house, like those portable Honda ones.
[01:00:27.978 --> 01:00:32.779]  They're great, they're quiet, they'll run all day, but they won't be big enough to power your AC.
[01:00:32.819 --> 01:00:39.960]  You've got to have two of the small generators that they can synchronize together to do your AC, or like a jobsite generator.
[01:00:39.980 --> 01:00:43.821]  And they're more expensive and they're loud and obnoxious when you go up to the larger generators.
[01:00:44.401 --> 01:00:52.635]  They will keep your AC running, but they'll drive your neighbors crazy with the noise, and they'll drive you crazy with the noise, but better than passing out in the heat.
[01:00:55.484 --> 01:01:01.746]  Yeah, I remember when Hurricane Rita hit my parents' house really bad, and there was no power.
[01:01:02.626 --> 01:01:05.087]  It had to be for at least six or seven days.
[01:01:05.627 --> 01:01:08.909]  I drove down from Austin to go help them out.
[01:01:08.929 --> 01:01:12.790]  The Army had gone through and cleared the brush, but they just piled it in everybody's yards.
[01:01:13.470 --> 01:01:16.551]  But they did do a good job of clearing out the brush, I will admit that.
[01:01:16.571 --> 01:01:18.432]  But we had a giant generator.
[01:01:19.312 --> 01:01:19.732]  Keep it cool.
[01:01:36.224 --> 01:01:38.085]  You know, it had a tree in it, but it wasn't that bad.
[01:01:38.105 --> 01:01:43.087]  You know, you could use it for washing clothes or just hosing stuff down, cleaning stuff off.
[01:01:43.828 --> 01:01:45.889]  We didn't drink it because we had plenty of bottled water.
[01:01:46.229 --> 01:01:49.630]  It wasn't as bad, but I really feel bad for these people in D.C.
[01:01:49.670 --> 01:01:55.733]  who are probably not used to living in the lap of luxury without electricity, so it's not good.
[01:01:55.753 --> 01:01:56.514]  Without A.C.
[01:01:56.754 --> 01:02:03.617]  Now, one other thing you can do to keep some of your food from spoiling, if you have no generator and you have
[01:02:04.668 --> 01:02:08.269]  You know, you have no power, you have no generator to keep your refrigerator going.
[01:02:08.749 --> 01:02:19.852]  You can, what they, the old style refrigerators in the summer would take burlap bags and they'd, you know, punch like a little, little tiny hole in a bottle upside down.
[01:02:19.972 --> 01:02:21.332]  It's chicken feeder principles.
[01:02:21.412 --> 01:02:26.153]  So it would kind of dribble onto the bag and let water into it slowly to keep it moist.
[01:02:26.213 --> 01:02:28.034]  And that will keep your stuff, you know,
[01:02:30.147 --> 01:02:37.710]  10, 20, 30 degrees cooler, depending on how dry the air is and how hot it is outside, than the ambience.
[01:02:37.750 --> 01:02:45.493]  So, it won't keep it cold like a refrigerator, but it'll help it to spoil less quickly, if that makes sense.
[01:02:46.053 --> 01:02:57.578]  And, you know, it's better than nothing, but it certainly, your food will still rot without a refrigerator after a little while, and that's where having stored food that doesn't require refrigeration is so important, to have that on hand.
[01:02:57.978 --> 01:03:12.190]  Yeah, and at InfoWars we actually have a 72-hour grab-and-go bag, which does have the things you need to cook it, obviously you're going to need to add water, but in a bag that you can grab, you never know when that emergency is going to strike.
[01:03:12.250 --> 01:03:17.755]  And that's the thing, it's better to be prepared and not need it, than need it and not have it.
[01:03:18.375 --> 01:03:19.656]  Sure, it's like car insurance.
[01:03:19.716 --> 01:03:24.480]  Nobody goes down the road saying, I want to get in a head-on collision today because I got insurance.
[01:03:24.520 --> 01:03:27.202]  It's like, no, you know, you hope you never need to use the insurance.
[01:03:27.242 --> 01:03:30.045]  And nobody's upset when they don't get to use that insurance.
[01:03:30.105 --> 01:03:33.587]  And it's the same way with your prep stuff is, you know, don't be upset.
[01:03:33.668 --> 01:03:35.709]  Be happy if you don't ever have to use it.
[01:03:35.769 --> 01:03:39.012]  But I think in our modern world, chances are
[01:03:40.160 --> 01:03:46.385]  Pretty much everybody who preps is going to have to use it one of these days, and everybody who doesn't prep is going to be really sorry one of these days.
[01:03:46.545 --> 01:03:47.106]  That's true.
[01:03:47.726 --> 01:03:51.249]  One thing I'd like to add to your car insurance analogy, you can't eat your car insurance.
[01:03:52.730 --> 01:03:53.651]  No, that's true.
[01:03:54.191 --> 01:03:59.195]  If you lose your job, you can't eat your car insurance, but you can eat your emergency prep food.
[01:03:59.255 --> 01:04:00.416]  That is totally correct.
[01:04:00.456 --> 01:04:01.057]  There you go.
[01:04:02.258 --> 01:04:07.462]  So, going back to, have you been keeping up to date with what's going on in Fukushima?
[01:04:08.934 --> 01:04:10.395]  I have been watching it.
[01:04:10.595 --> 01:04:22.584]  I haven't watched it much recently, but I do know that there's roughly 50 Chernobyl's worth of fuel in the spent fuel ponds.
[01:04:22.624 --> 01:04:34.953]  It's about a three-year engineering project to develop the robots to begin to dismantle the spent fuel ponds, because they don't have robots that can handle that level of radiation to go in there right now.
[01:04:35.812 --> 01:04:42.601]  And they're talking 10 years between the development project followed by dismantling the ponds to dismantle those ponds.
[01:04:42.662 --> 01:04:53.236]  So you're looking at 5 to 10 Chernobyl's worth of stuff hanging out on these blown out buildings that chances that they're going to be around
[01:04:54.654 --> 01:05:14.336]  Before they've by the time they've managed to dismantle them are slim so my guess is that you're going to see a really extreme crisis one of these days when at least one of the spent fuel ponds fails whether it's fails due to corrosion and blowing out from the radiation or whether it fails due to due to the next you know decent sized
[01:05:15.111 --> 01:05:17.273]  Earthquake that happens in the vicinity.
[01:05:17.393 --> 01:05:27.222]  I don't know but I would doubt that they're going to last the full 10 years before they Develop the the project has gone to completion to dismantle them and safely take that debris somewhere else.
[01:05:27.322 --> 01:05:29.484]  So it's pretty serious in the
[01:05:30.259 --> 01:05:35.863]  And, you know, slowly we're putting in radiation, significant amounts, into the environment now.
[01:05:36.323 --> 01:05:40.005]  But when those fuel ponds fail, you're going to see an escalated crisis.
[01:05:40.085 --> 01:05:43.608]  And some people say, well, that's the time to move to the Southern Hemisphere.
[01:05:43.668 --> 01:05:56.316]  But I honestly think that they'll have no choice but to do like what they did with the Chernobyl 200, where they sacrificed a bunch of lives and people give their lives for Japan and they encase them in concrete and dirt and steel.
[01:05:57.006 --> 01:06:02.022]  But, you know, you'll never know until it happens how that plays out.
[01:06:02.540 --> 01:06:05.341]  Well, and they obviously weren't prepared for that situation.
[01:06:05.361 --> 01:06:11.264]  They were storing the spent fuel rods on top of the reactor, which was... I can't even imagine why they were doing that.
[01:06:11.824 --> 01:06:12.504]  We do that, too.
[01:06:12.764 --> 01:06:14.445]  You know, we do that, too, exactly.
[01:06:14.985 --> 01:06:18.286]  And we do that, too, because we never came up with a plan to dispose of it properly.
[01:06:18.967 --> 01:06:25.790]  And we let these fake, funded leftists, you know, say, we don't want the fuel rods over here, we don't want them in this mount, they gotta go somewhere.
[01:06:26.230 --> 01:06:26.590]  Period.
[01:06:26.970 --> 01:06:29.111]  Or, you stop doing nuclear power.
[01:06:29.491 --> 01:06:31.852]  You know, and I don't ever seem clamoring about that.
[01:06:31.872 --> 01:06:34.813]  I always seem talking about coal power, never about nuclear power.
[01:06:36.013 --> 01:06:38.134]  People clamor about getting rid of nuclear power.
[01:06:38.174 --> 01:06:44.096]  It's just that it's been, you know, everything was really great until Chernobyl and Three Mile Island.
[01:06:44.136 --> 01:06:46.897]  And then it was like, OK, now we fixed it and then nothing else happened.
[01:06:46.917 --> 01:06:48.177]  Then Fukushima happened.
[01:06:48.217 --> 01:06:54.920]  So I think people's faith that that those engineers are going to figure out a permanent long term solution are pretty slim.
[01:06:55.480 --> 01:06:56.240]  And in Finland,
[01:06:59.379 --> 01:07:07.824]  They have an amazing clip of a three generation long building project.
[01:07:08.224 --> 01:07:15.968]  In other words, the guy working on it today, his parents generation started the project and his kids generation will finish the project.
[01:07:16.508 --> 01:07:21.189]  And it's to provide a permanent repository that will last 100,000 years.
[01:07:21.589 --> 01:07:23.950]  Because that's how long this stuff is deadly for.
[01:07:23.970 --> 01:07:24.050]  Yeah.
[01:07:24.830 --> 01:07:28.731]  And so I mean, imagine building a structure to last 100,000 years.
[01:07:28.791 --> 01:07:40.855]  I mean, the, the pyramids, the Great Pyramid is 3000 is is like, what, 4000 years old, 4500 years old, and this is 100,000 year project to store this stuff.
[01:07:41.395 --> 01:07:42.135]  So I think that
[01:07:43.030 --> 01:07:48.514]  Anyone who says it's a long-term solution is like, got their head up you know where.
[01:07:48.714 --> 01:07:50.775]  And there are other solutions.
[01:07:50.855 --> 01:07:59.341]  I'm talking, there's real coal fusion coming online, there's real demonstrations, there's a variety of alternatives as well as renewables.
[01:07:59.441 --> 01:08:12.670]  So if we would just put the kind of money into developing those that we put into developing the current fossil fuels and nuclear, then we could get off of this crazy path and stop killing the planet and stop poisoning the world for generations to come.
[01:08:13.230 --> 01:08:20.692]  Well, another word on that, I think when they came out with nuclear power, they were looking at two different types.
[01:08:20.812 --> 01:08:27.553]  There was a Thorazine based, I believe that's the type, and there's the type we use, which creates lots of DU that they get to put into the weapons.
[01:08:27.593 --> 01:08:38.336]  So I think military brass prevailed on that, and we got our endless supply of DU to pollute the rest of the world, in addition to create a nuclear power solution
[01:08:39.156 --> 01:08:43.801]  That isn't viable and is disgusting and leaves us with a lot of crap that we don't know what to do with.
[01:08:43.921 --> 01:08:45.122]  Essentially, we don't know what to do with it.
[01:08:45.542 --> 01:08:48.425]  Yeah, there is thorium and apparently... Thorium, that's what it was.
[01:08:48.465 --> 01:08:54.792]  Yeah, the first reactor at Indian Point, north of New York City, was started out as thorium.
[01:08:55.472 --> 01:08:57.294]  And it had its own sets of problems.
[01:08:57.354 --> 01:09:01.899]  Now, it didn't have the problem of, you know, it is a more plentiful
[01:09:02.637 --> 01:09:02.897]  Thank you.
[01:09:21.005 --> 01:09:26.831]  The coal fusion stuff, or maybe it's transmutation, maybe it's coal fusion, something is going on there.
[01:09:27.331 --> 01:09:37.361]  There's a number of demo units out now that are showing on a small scale, and there's some large people who are trying to build up Andrea Rossi in Italy, and Jeff Kathleon in Greece.
[01:09:37.882 --> 01:09:40.985]  So there's a lot of projects, and I think it's just a matter of
