[00:00:22.682 --> 00:00:24.888]  Good evening and welcome to the InfoWars Nightly News.
[00:48:36.446 --> 00:48:41.008]  They're not as tuned into the fear aspect in normal disasters as adults are.
[00:48:41.388 --> 00:48:54.579]  So, having some inexpensive toys in your go-bag or your bug-out bag, you know, plastic dinosaurs or coloring books, it's good to have those kinds of activities available so that you can get the kids over and get them coloring.
[00:48:54.839 --> 00:48:57.922]  The worst thing the kids want to see is the adults freaking out.
[00:48:57.962 --> 00:49:07.450]  When the adults get scared, the adults start freaking out, start yelling, screaming at each other, then the kids realize that their base of security is starting to erode, and then the kids start getting worried.
[00:49:07.930 --> 00:49:12.012]  But don't think that the kids initially are going to be in that much of a shock factor.
[00:49:12.072 --> 00:49:13.413]  Get them off doing something.
[00:49:13.913 --> 00:49:19.295]  Now, the other, the grim realities of a major disaster is going to be the death toll.
[00:49:19.756 --> 00:49:26.759]  And that's something else that you want to think about, is as people start learning about their loved ones that have died,
[00:49:27.119 --> 00:49:35.568]  You're going to have groups in shelters, and you're going to have to be very careful and sensitive to get people away from the main group when you tell them that their loved one died.
[00:49:35.909 --> 00:49:42.356]  And there's this one chaplain, police chaplain, once said his technique is, I've got some really bad news for you, brace yourself.
[00:49:42.836 --> 00:49:44.457]  Your husband's dead, okay?
[00:49:44.857 --> 00:49:50.419]  So, when you tell somebody something like that, you don't want them around the kids and the rest of the families and all that.
[00:49:50.459 --> 00:49:51.540]  You want to kind of segment them.
[00:49:51.860 --> 00:49:57.743]  Because the last thing you want around the kids is you want hysterical people losing control.
[00:49:58.043 --> 00:50:05.266]  Now, the other thing you can do in a disaster, if you see a teenager and they're just kind of looking like, you know, they're okay, give people jobs to do.
[00:50:05.586 --> 00:50:10.069]  You know, tell the teenagers, hey listen, you take care of the kids over here, here's some coloring books or whatever.
[00:50:10.429 --> 00:50:18.134]  The sooner you can give people something to do, and give them something to engage them, that brings them back to a feeling of empowerment.
[00:50:18.154 --> 00:50:21.376]  That brings them back to feeling like, hey, you know, it's going to be okay.
[00:50:21.736 --> 00:50:33.403]  The worst thing you want is no plan, no idea what you're going to do, and people just standing around getting worried and panicked, and then everything's going to lose control, and you're going to have a real chaos on your hands.
[00:50:34.341 --> 00:50:50.411]  Okay, and one of the things that you talked about that is along these lines and very difficult is that if there was a major disaster and mass casualties, there's going to be a lot of people hurt, dying, in need, and
[00:50:51.738 --> 00:50:55.681]  You said that you can't help them, that you're going to need to steal yourself.
[00:50:55.721 --> 00:50:57.002]  Can you talk a little bit about that?
[00:50:57.042 --> 00:50:59.184]  I watched a video on it, but maybe you can tell our audience.
[00:50:59.744 --> 00:51:07.250]  Well, there is a national protocol for mass casualty incidents, and a mass casualty incident, or an MCI, is anything that overwhelms resources.
[00:51:07.290 --> 00:51:10.272]  So it could be a plane crash, could be a bus crash, whatever.
[00:51:10.552 --> 00:51:12.874]  So anything that's going to overwhelm local resources.
[00:51:12.914 --> 00:51:14.615]  So in an earthquake situation,
[00:51:15.015 --> 00:51:17.918]  Already, I can guarantee you that the hospitals are going to be evacuated.
[00:51:17.958 --> 00:51:20.701]  That's what's going on right now as we speak in Costa Rica.
[00:51:21.081 --> 00:51:22.343]  Hospitals are being evacuated.
[00:51:22.383 --> 00:51:22.623]  Why?
[00:51:22.903 --> 00:51:24.305]  Hospitals are a structure.
[00:51:24.325 --> 00:51:30.791]  The hospitals are, you know, now going through structural collapse and having their problems, so they start evacuating patients.
[00:51:31.852 --> 00:51:35.334]  The typical tendency is like, hey, let's all rush over to the hospital.
[00:51:35.554 --> 00:51:38.175]  That's not going to work, because the hospital is already being evacuated.
[00:51:38.536 --> 00:51:41.497]  It's going to take time, unfortunately, to set up field hospitals.
[00:51:41.857 --> 00:51:48.701]  And another grim reality is the field hospitals are going to be primarily designed to take care of the first responders.
[00:51:49.081 --> 00:51:52.823]  So the field hospitals are going to be designed for firefighter rehabilitation.
[00:51:52.843 --> 00:51:58.346]  They're going to be designed for police rehabilitation, for them to come off the street and take care of them first.
[00:51:58.787 --> 00:52:00.868]  But there is a light at the end of the tunnel.
[00:52:01.468 --> 00:52:15.277]  Get to know the people in your neighborhood that are nurses, that are EMTs, paramedics, flight nurses, you know, not necessarily trauma surgeons and what have you, but people that are used to the day in and day out.
[00:52:15.717 --> 00:52:16.858]  And the reason for that is this.
[00:52:17.518 --> 00:52:22.220]  If your neighborhood is decimated, you want to find your medical people, even if you have to call out.
[00:52:22.280 --> 00:52:29.323]  Hey, medical people, everybody over here by the tree, you do not want the medical people getting engaged in high-risk behavior.
[00:52:29.363 --> 00:52:34.906]  You do not want them going into buildings, looking for people, organizing search parties.
[00:52:35.146 --> 00:52:46.788]  You want those people, their goal, you want to put them aside and put them in like a reserve status because as this community becomes organized, okay, you're going to need those medical people on standby to start taking care of people.
[00:52:46.848 --> 00:52:54.290]  And there's usually, there's a triage system, and the triage system basically is a way that you can start giving help to the people who need it most.
[00:52:54.730 --> 00:52:58.151]  Where people have a real psychological block is
[00:52:59.651 --> 00:53:12.418]  In the MCI triage system, there's a color black, and black means dead of course, and when you see someone and you try to revive them in 30 seconds, you know, you have to walk away from them if it's a large event.
[00:53:12.779 --> 00:53:22.304]  So you can't be like doing CPR and doing a lot of life-saving skills on one particular person when there's maybe 30 other people that need to be quickly seen.
[00:53:22.744 --> 00:53:23.965]  So one of the things you can ask
[00:53:24.545 --> 00:53:24.745]  Yeah, it's
[00:53:47.162 --> 00:53:48.763]  Who are the people we can help right now?
[00:53:49.003 --> 00:53:50.183]  Who are the people that can wait?
[00:53:50.544 --> 00:53:53.705]  And who are what we would call the walking wounded or the walking well?
[00:53:53.945 --> 00:53:57.907]  People that are just crying and screaming, but they really just have boo-boos.
[00:53:58.207 --> 00:53:59.787]  You know, they're hysterical or whatever.
[00:54:00.208 --> 00:54:02.789]  Not necessarily the ones that need the immediate treatment.
[00:54:03.949 --> 00:54:06.550]  Okay, so let's talk a sensitive subject.
[00:54:06.971 --> 00:54:07.351]  Guns.
[00:54:08.051 --> 00:54:14.514]  A lot of preppers have added buying guns to their prepping items and ammunition.
[00:54:15.920 --> 00:54:20.207]  Um, but as we saw during Katrina, they went around and confiscated guns.
[00:54:20.648 --> 00:54:29.701]  So what is your opinion on being armed during a crisis, and do you see them confiscating guns if there is a large-scale disaster?
[00:54:31.007 --> 00:54:40.134]  Well, yeah, that's the problem, is they're always going to want to have control of the situation, and they're going to say it's officer safety, they can say whatever they want.
[00:54:40.494 --> 00:54:52.303]  And if you notice in that Katrina, a lot of those films, a lot of the police that did that were out-of-state police, so the relief organizations are sending in these out-of-state people, so the out-of-state people, they don't care, there's no political ramifications for them.
[00:54:52.844 --> 00:54:54.285]  Okay, so let's deal with it really quick.
[00:54:54.585 --> 00:55:00.090]  So it's kind of like the UN coming into the United States and it's like, they don't care, they're not Americans.
[00:55:00.431 --> 00:55:01.852]  Similar kind of situation.
[00:55:01.872 --> 00:55:10.300]  Yeah, when you mobilize a National Guard unit from the next state over, or you bring in cops from the next state over, or mutual aid, they don't know anybody.
[00:55:10.820 --> 00:55:12.202]  But the idea here is...
[00:55:12.762 --> 00:55:13.822]  A couple things about guns.
[00:55:14.102 --> 00:55:16.383]  Be careful with guns, because guns can be used against you.
[00:55:16.403 --> 00:55:18.464]  And I'm just giving you some basic safety tactics.
[00:55:18.504 --> 00:55:23.245]  So, never store your ammo and firearms together, because that's the worst thing you can do.
[00:55:23.345 --> 00:55:31.748]  If you keep loaded weapons in the house, you better be really, really good at knowing what you're all about, like a retired FBI agent or something like that.
[00:55:32.048 --> 00:55:40.436]  So rule number one would be do not store the guns and ammo together because if your house is looted, they're going to find your cash and they're going to say, great, we got loaded weapons now.
[00:55:40.497 --> 00:55:44.360]  Then you're going to come home and they're going to be sitting there in your living room with a weapon on you, right?
[00:55:44.641 --> 00:55:45.782]  So that's probably number one.
[00:55:46.763 --> 00:55:51.768]  Number two would be the minute you use your weapon and fire it off, you're going to tell the whole world you have a gun.
[00:55:51.808 --> 00:55:52.689]  So keep that in mind.
[00:55:52.729 --> 00:55:54.911]  You may want to tell the whole world you have a firearm.
[00:55:55.251 --> 00:55:57.653]  That's fine, but a couple things are going to happen.
[00:55:57.893 --> 00:56:07.180]  You've now given away your location or your position unless you're like in the mountains and you're, you know, you're a rifleman and you've got yourself camouflaged.
[00:56:07.400 --> 00:56:18.609]  Now believe it or not, I was in Haiti before the earthquake and gunfire was very routine and in some of the areas you'd hear bang, bang, and people were firing their guns off mainly as warnings.
[00:56:18.849 --> 00:56:26.898]  So mainly if the looters were coming near their house, they would fire off a shot in the air to let the looters know that there was someone in the house with a gun.
[00:56:27.118 --> 00:56:35.267]  But the neighborhood that I was in, it was a medical mission about four years prior to the Haiti earthquake, you would hear a firearm, a single shot go off about every half hour.
[00:56:35.327 --> 00:56:36.348]  Bam, bam, bam.
[00:56:36.509 --> 00:56:37.350]  It's pretty common.
[00:56:37.930 --> 00:56:38.671]  So that's
[00:56:57.131 --> 00:57:05.753]  If there's a big group outside that watched you do that, you're going to have to start deciding whether or not you want to kill another 30 people because they're going to be a little upset with you.
[00:57:06.093 --> 00:57:09.354]  The other thing about firearms in a house is you can always be burned out.
[00:57:09.814 --> 00:57:22.917]  So you have to be careful of firearms that they don't give you a false sense of security, because if you start shooting people up, all you have to do is take a highway flare and some kerosene and sweep around the side of your house and set it on fire, and you're not going to be able to shoot the flames out.
[00:57:23.197 --> 00:57:24.597]  So firearms are tricky.
[00:57:25.477 --> 00:57:31.342]  Uh, and I, you know, it's an individual choice and it's very controversial, so I'm just giving you a few of the pros and cons there.
[00:57:32.383 --> 00:57:39.269]  Right, and if you do decide to arm yourself, you should, of course, go practice if you're a novice, I would assume.
[00:57:40.030 --> 00:57:43.813]  Don't wait to try your gun out the first time you really might need it.
[00:57:44.453 --> 00:57:46.995]  I recommend, there's three levels of firearms.
[00:57:47.035 --> 00:57:50.779]  There's the long rifle, then there's the shotgun, and then there's the pistol.
[00:57:52.620 --> 00:57:55.802]  You have a long rifle like a .223 or something like that.
[00:57:55.882 --> 00:57:58.943]  The idea behind that is to keep people 200, 300 yards away.
[00:57:58.983 --> 00:58:03.585]  You can pink off, you know, little trucks and cars and everyone knows, hey, this guy's a sniper.
[00:58:04.006 --> 00:58:05.847]  You could pin a lot of people down.
[00:58:05.887 --> 00:58:07.988]  So keeping people 200 yards away is a great idea.
[00:58:08.408 --> 00:58:12.950]  A shotgun, like a riot shotgun, like a Mossberg, that's great at keeping people about 50 yards away.
[00:58:13.170 --> 00:58:14.611]  But they're a little too close now.
[00:58:15.151 --> 00:58:20.874]  Okay, and by the time they're 25 to 20 yards away, now you can use your revolver or your semi-automatic.
[00:58:21.234 --> 00:58:23.015]  But that's the last resort.
[00:58:23.415 --> 00:58:31.580]  So I would recommend anyone considering a defense strategy is to consider the rifle first, then the shotgun, then the pistol.
[00:58:31.820 --> 00:58:40.884]  But by the time they're within pistol range and you may have, you know, two or three clips, let's say you have 30 rounds, I don't know how long that's going to last if it's a mob.
[00:58:42.285 --> 00:58:43.866]  Number one, I think, is maneuvering.
[00:58:43.907 --> 00:58:44.747]  Maneuvering, maneuvering.
[00:58:44.767 --> 00:58:50.091]  Keep it in your mind about where you're going to maneuver, where you're going to conceal, where you're going to hide, and where you're going to escape.
[00:58:50.512 --> 00:58:57.417]  So evading and escaping a problem is a lot better than confronting it head-on in a frontal attack.
[00:58:57.798 --> 00:58:58.638]  So that's why
[00:58:59.739 --> 00:59:12.208]  Several caches of food, if you've spread your food out on your property and a gang finds one cache, there's no reason to start a big engagement with them because they may not find the other five or six.
[00:59:12.228 --> 00:59:16.791]  So, maneuvering and escape and evasion is just as important as having the firearm.
[00:59:21.635 --> 00:59:23.496]  I think someone just escaped there.
[00:59:24.797 --> 00:59:27.339]  No, this is actually a good question.
[00:59:28.457 --> 00:59:39.736]  What do you think about the Department of Homeland Security buying 1.4 billion hollow point bullets that were outlawed in the Geneva conference?
[00:59:42.110 --> 00:59:46.634]  You know, the Department of Homeland Security is a very interesting beast.
[00:59:47.014 --> 00:59:51.078]  And, you know, big government, I hate to be the one to say this, but I think it's pretty common.
[00:59:51.959 --> 00:59:53.100]  Most people would agree with this.
[00:59:53.180 --> 01:00:01.828]  Anytime you start consolidating a lot of agencies and consolidating power in one person at the top, there is an opportunity for abuses.
[01:00:03.169 --> 01:00:10.838]  You know, prior to the major consolidation of Homeland Security, you had different individual organizations and they had their different individual things that they had to deal with.
[01:00:10.858 --> 01:00:14.623]  So you had the Secret Service doing their thing, you had the Coast Guard doing their thing.
[01:00:14.963 --> 01:00:17.446]  Now that they're all operating together, I think it's very dangerous.
[01:00:18.467 --> 01:00:21.010]  And the opportunities for abuse exist.
[01:00:22.752 --> 01:00:27.334]  Um, you know, I know that's probably a lot of training rounds, but that's a hell of a lot of training.
[01:00:27.854 --> 01:00:38.937]  So, you know, maybe I think it's appealing to just training officers, where you can tell people, hey, we're going to go to the gun range, let's go to the gun range, and you keep people in the excitement of blasting away.
[01:00:38.957 --> 01:00:41.718]  I think we got a train coming by, by the way.
[01:00:42.358 --> 01:00:47.120]  So, um... But, like, the Social Security Department, why would they need bullets?
[01:00:48.769 --> 01:00:57.619]  Well, I didn't know about Social Security buying ammunition, but I can tell you that most peace officers... 74,000 rounds, I think it was.
[01:01:00.404 --> 01:01:06.626]  Well, I'm not sure how many peace officers or federal agents the Social Security has.
[01:01:06.786 --> 01:01:07.227]  Oh, 174.
[01:01:07.267 --> 01:01:07.607]  Yeah, 174.
[01:01:07.687 --> 01:01:08.127]  Sorry.
[01:01:08.167 --> 01:01:10.448]  Thousand rounds.
[01:01:10.988 --> 01:01:20.952]  I think in general, it's the gee whiz toys to get people to the range to be blasting up paper targets, but unfortunately, it's like a hammer.
[01:01:21.012 --> 01:01:23.533]  You carry a hammer around and all your problems look like nails.
[01:01:24.533 --> 01:01:26.494]  Having a lot of ammo stockpiled,
[01:01:27.734 --> 01:01:29.135]  Ammo is only used for one thing.
[01:01:29.215 --> 01:01:30.476]  It's to kill people.
[01:01:30.496 --> 01:01:31.437]  It's as simple as that.
[01:01:31.898 --> 01:01:34.720]  So that's just a great potential to kill people.
[01:01:35.360 --> 01:01:44.088]  And if the administration or the agencies run amok and doesn't have a lot of heavy duty civilian oversight, there's opportunities for abuses.
[01:01:44.388 --> 01:01:48.451]  So I think that's another threat as far as doing your community threat analysis.
[01:01:48.772 --> 01:01:52.455]  That's just another threat is a possible abusive agency that's armed to the teeth.
[01:01:54.554 --> 01:01:57.357]  Wow, I really didn't expect that one to be on the list.
[01:01:57.577 --> 01:02:00.460]  I don't have enough water or food for that one, for sure.
[01:02:01.481 --> 01:02:08.207]  So, are we, in your opinion, looking at a possible FEMA camp situation?
[01:02:09.469 --> 01:02:12.532]  Because of these drugs being bought, could that be part of what's going on?
[01:02:13.545 --> 01:02:27.768]  I think what you're always going to be looking for is if somebody is, some agency has that much control, the more autonomy and the more power and the more personal responsibility you take in your life to avoid situations like that, the better.
[01:02:28.149 --> 01:02:29.809]  Because the people are a mob.
[01:02:29.849 --> 01:02:31.009]  The people are a mass.
[01:02:31.749 --> 01:02:39.531]  And I think what the planning scenarios might be is if we have like a breakdown, which we have a very fragile transportation system.
[01:02:40.051 --> 01:02:41.172]  It wouldn't take much.
[01:02:41.292 --> 01:02:42.192]  And communication.
[01:02:42.512 --> 01:02:47.896]  Which I know you're an expert and often talk about ham radios and how important it is for people to learn that.
[01:02:47.916 --> 01:02:49.418]  Do you want to talk a little bit about that?
[01:02:49.438 --> 01:02:55.983]  Because if the internet goes down and the wireless phones aren't working and all of a sudden we're in chaos.
[01:02:57.042 --> 01:02:59.343]  Well yeah, you get, I mean, look at downtown LA.
[01:02:59.383 --> 01:03:00.863]  You get a basketball game.
[01:03:00.903 --> 01:03:07.946]  The LA Lakers, you know, win a game and they're torching the downtown and burning cabs and all this kind of stuff.
[01:03:08.206 --> 01:03:09.506]  That's during normal times.
[01:03:10.006 --> 01:03:16.989]  So, you know, as people get riled up and as people get, you know, pretty excited, especially after you miss three meals, right?
[01:03:17.069 --> 01:03:18.149]  Isn't that the old adage?
[01:03:18.449 --> 01:03:20.310]  Anarchy is only three meals away, right?
[01:03:21.050 --> 01:03:25.912]  So, you know, there's a psychological dependency on things like communications.
[01:03:25.932 --> 01:03:31.514]  There's a psychological dependency on the telephone and cellular phones and calling your loved ones and calling your family.
[01:03:31.854 --> 01:03:43.278]  That's another thing you should be aware of in your strategy to survive is your communication strategy because you're going to want to let people know that you're okay and other people are going to be looking for you wanting to know if you're okay.
[01:03:43.798 --> 01:03:48.401]  So, that's the only thing about ham radio that it provides as you get into it.
[01:03:48.781 --> 01:03:49.421]  But, you know what?
[01:03:49.481 --> 01:03:52.843]  Some of those frequencies and circuits, they'll start going down as well.
[01:03:52.883 --> 01:04:01.668]  They'll be good for a few days, but if we are really in bad straits with electrical power, very few of the ham relay stations use solar power.
[01:04:01.708 --> 01:04:07.110]  So, they may be good on battery power for three or four days in some of the urban areas, but even they will start failing.
[01:04:08.531 --> 01:04:18.901]  As the psychological things in life start failing, like texting, TV shows, talking to people on the phone, people are going to get more desperate and more desperate.
[01:04:18.941 --> 01:04:25.867]  And once they're in a desperate situation, they don't see a way out, then they become animalistic and they're very, very, very dangerous at that point.
[01:04:26.227 --> 01:04:34.171]  So I think that is definitely something to remember and keep in the back of your mind for your emergency scenarios, is the loss of that emotional connection.
[01:04:34.852 --> 01:04:36.713]  That will really play a lot of havoc.
[01:04:37.133 --> 01:04:38.954]  And there's another great YouTube channel.
[01:04:38.994 --> 01:04:46.618]  I know I got, you know, my channel's called ActinTheAct, or you can find it ActinSurvival if you go to YouTube, ActinSurvival.
[01:04:46.918 --> 01:04:47.879]  But PatriotNurse
[01:04:48.459 --> 01:04:49.800]  There's another great YouTube channel.
[01:04:50.101 --> 01:04:57.489]  Patriot Nurse has one of a great video about the breakdown of society and she focuses in on the psychotropic drugs.
[01:04:57.929 --> 01:05:03.636]  After three or four days when people don't have their Valium and all these other kinds of drugs, what will happen to them?
[01:05:04.036 --> 01:05:16.388]  So, as people that are dependent on alcohol, as people are dependent on drugs, as they lose those sources of coping mechanisms, then within two or three days, you can really have a big problem on your hands.
[01:05:16.608 --> 01:05:18.249]  But that mob is now the threat.
[01:05:18.490 --> 01:05:19.831]  That mob is like a hurricane.
[01:05:20.071 --> 01:05:23.334]  That mob is like a chlorine gas tank that fell off your railroad car.
[01:05:23.614 --> 01:05:26.397]  That mob is just another threat that you have to deal with with a strategy.
[01:05:26.858 --> 01:05:29.140]  And the best way to deal with it is to get away from it.
[01:05:29.981 --> 01:05:35.607]  Not shoot it out with them, just try to escape and evade and be out of their way, because that's going to be a big problem.
[01:05:36.168 --> 01:05:45.740]  Well, what if the government is, as you say, the crisis that we have to deal with, with all these bullets being ordered?
[01:05:46.561 --> 01:05:47.522]  How do we deal with that?
[01:05:49.012 --> 01:05:50.614]  How do you run from the government?
[01:05:50.634 --> 01:05:57.980]  They're going to install martial law, they're going to hurt everybody off to super domes for their own good, take away their guns.
[01:05:58.680 --> 01:05:59.681]  What would you recommend?
[01:06:00.422 --> 01:06:05.907]  Well, unfortunately, I think we can all agree that the government doesn't have a very good track record in this area.
[01:06:06.327 --> 01:06:11.992]  And I think Katrina is a prime example of a horrible track record.
[01:06:13.193 --> 01:06:14.174]  So, number one,
[01:06:14.814 --> 01:06:29.511]  Is for you and your family and your friends is to number one make the decision that we're not relying on the government we were not were distrustful the government and why do I say be distrustful of the government in an emergency they have a different agenda no matter
[01:06:29.591 --> 01:06:33.512]  No matter who it is, no matter what good intentions they have, their agenda is their agenda.
[01:06:33.572 --> 01:06:35.193]  It's not there to help you.
[01:06:35.593 --> 01:06:38.034]  The government is not there to help you in an emergency.
[01:06:38.054 --> 01:06:45.576]  In fact, there were a lot of pilots during Katrina complaining about all the gas that was being wasted on picking people up off the roofs of these houses.
[01:06:46.016 --> 01:06:47.276]  You know, these helicopter pilots.
[01:06:47.596 --> 01:06:49.757]  So they were up there to get the flying hours.
[01:06:49.797 --> 01:06:52.958]  They weren't there to rescue people off roofs of houses.
[01:06:52.978 --> 01:06:54.658]  They were there to get a lot of flying time.
[01:06:54.919 --> 01:06:56.099]  So that's a different agenda.
[01:06:56.599 --> 01:07:05.189]  So I think, number one, it's certainly with everyone's right to start telling their family and their community, the government can't do anything for this.
[01:07:05.490 --> 01:07:13.579]  So the more you can draw away from reliance on the government, the more you can break that dependency relationship, just to be able to stay away from them.
[01:07:14.160 --> 01:07:15.662]  No one can really fault you for that.
[01:07:15.962 --> 01:07:19.785]  No one can really come after you and say, hey, you know, you're a real crackpot for thinking that way.
[01:07:19.805 --> 01:07:20.325]  And say, really?
[01:07:20.645 --> 01:07:26.570]  Because I don't want to be in the Superdome and watching people die left and right like caged animals.
[01:07:27.010 --> 01:07:28.731]  So, that's number one.
[01:07:28.751 --> 01:07:32.174]  Don't avoid any big Superdome-like areas for sure.
[01:07:33.257 --> 01:07:42.619]  Well, that's the problem because what happens in a mass situation with a large population of people is the government's going to have to do something, right?
[01:07:42.960 --> 01:07:45.280]  And so whatever they do is not going to be good.
[01:07:45.440 --> 01:07:50.882]  It's going to be something that's going to be done just for that time period to quell the situation.
[01:07:51.262 --> 01:07:55.143]  So if it's to herd people over here or get people over there, whatever.
[01:07:55.163 --> 01:07:55.903]  Because remember,
[01:07:56.423 --> 01:08:03.413]  You're not having resources showing up for a good 96 hours, maybe a week in some desperate cases.
[01:08:03.473 --> 01:08:09.883]  So, you know, relying on organized government to assist in that situation is foolhardy.
[01:08:10.103 --> 01:08:11.225]  Personally, that's what I think.
[01:08:11.505 --> 01:08:13.446]  Because the fire stations are just going to lock down.
[01:08:13.486 --> 01:08:17.069]  The fire trucks aren't going to be running around putting fires out.
[01:08:17.309 --> 01:08:19.791]  They're going to want to put all their apparatus in reserve.
[01:08:20.071 --> 01:08:21.152]  Same thing with the hospitals.
[01:08:21.172 --> 01:08:22.392]  Same thing with the ambulances.
[01:08:22.713 --> 01:08:36.302]  So what initially will happen, my take is, you're going to see a lot of people that are really scared, and if the government's not there, they don't see the police officers, they don't see the fire trucks, they don't see the ambulance services, they're going to freak out even more.
[01:08:36.762 --> 01:08:37.623]  And that would be my
[01:08:38.423 --> 01:08:53.317]  uh... warning of a dangerous if you're in an earthquake situation whatever when they're not hearing the sirens you know that will bother people even more knowing that helps not not on the way that is what bothers people's when they realize that they're on their own help is not on the way
[01:08:54.346 --> 01:09:08.333]  That's a really good point, because I think a lot of people think of the government as a parent, and if something happens, oh it's okay, it's the American government, they'll come save me, as we saw in Katrina, that didn't happen.
[01:09:09.234 --> 01:09:17.078]  Dave, thank you so much, this has been really illuminating, you have so many wonderful vids on your YouTube channel, I don't want to get into the
[01:09:17.458 --> 01:09:18.819]  Well, I think, you know, I've learned a lot.
[01:09:18.839 --> 01:09:21.500]  You know, I'm new to this, and I would say that YouTube is a great place.
[01:09:21.520 --> 01:09:25.283]  The Alex Jones Infowars channel, as far as having all the products that you can get you started, like the Waterfilled
[01:09:41.072 --> 01:09:41.252]  Thank you.
[01:10:08.263 --> 01:10:11.006]  And Linda, by the way, thank you very much for inviting me.
[01:10:11.406 --> 01:10:15.470]  It's my honor to be your first interview on InfoWars, so thank you.
[01:10:15.890 --> 01:10:17.292]  Thank you so much, Dave.
[01:10:17.492 --> 01:10:24.078]  It's my honor to be part of the team, and thank you so much for sharing your expertise with us and helping everyone.
[01:10:24.098 --> 01:10:25.079]  Okay, thank you.
[01:10:25.399 --> 01:10:26.060]  Have a great night.
[01:10:28.359 --> 01:10:31.520]  Well, thanks today for giving us that wonderful information.
[01:10:31.700 --> 01:10:38.101]  And as he said, you can find all of these survival products right here at InfoWars.com store.
[01:10:38.641 --> 01:10:49.004]  We have all these great products like the Pocket Socket, the Survive and Thrive Organic Food Supply, the Pro-Pure Big Water Filtration System, which is awesome.
[01:10:50.182 --> 01:11:02.751]  We also have Alex Jones four-day on-the-go food pack, which is great, and Alex Jones five-day emergency grab-and-go, and also Alex Jones 16-day Patriot food supply.
[01:11:03.611 --> 01:11:07.314]  We have tons of things available here, everything you could possibly need.
[01:11:08.034 --> 01:11:09.996]  Folks, if you want to be prepared,
[01:11:10.636 --> 01:11:14.358]  You can find everything you need for your family right here at InfoWars.com.
[01:11:14.678 --> 01:11:21.921]  It helps support our team and we certainly want to make sure that your family is safe and you're not counting on the government because we certainly aren't.
[01:11:22.542 --> 01:11:30.265]  Don't forget to become a member of Prison Planet TV and you can support all of us here at InfoWars to bring you the news that keeps you free.
[01:11:30.905 --> 01:11:34.187]  Thanks for tuning in to the nightly news at InfoWars.com.
[01:11:34.427 --> 01:11:36.168]  I'm Linda West and have a wonderful night.
