[00:00:01.711 --> 00:00:02.272]  We've got it!
[00:48:29.551 --> 00:48:31.333]  Please give others a chance to get involved.
[00:48:31.633 --> 00:48:35.478]  We have millions of listeners and I want everybody to be able to chime in who haven't been able to get through.
[00:48:36.680 --> 00:48:37.121]  Now listen.
[00:48:38.669 --> 00:48:51.800]  You've got Obama last year saying, let's not spike the football so he can have his cake and eat it too, but then spiking the football and producing a Hollywood movie with real Navy SEALs about the killing of Bin Laden and releasing that.
[00:48:52.420 --> 00:48:54.001]  Just unbelievable propaganda.
[00:48:54.282 --> 00:49:01.127]  You've got fake Situation Room photos saying they watched live footage, a totally fake story they go back on and later admit isn't true.
[00:49:01.547 --> 00:49:04.350]  You've got the Navy SEAL helicopter that witnesses said was
[00:49:04.970 --> 00:49:08.833]  Had somebody piled on board with them, it blows up killing those.
[00:49:09.313 --> 00:49:11.114]  Then the Navy SEALs start speaking out.
[00:49:12.275 --> 00:49:17.398]  A large portion of SEAL Team 6 is packed suspiciously on a National Guard helicopter.
[00:49:17.818 --> 00:49:20.240]  We're told they're flying out to save Army Rangers.
[00:49:20.260 --> 00:49:21.321]  Turned out that wasn't true.
[00:49:21.861 --> 00:49:23.642]  It blows up killing all on board.
[00:49:24.222 --> 00:49:29.426]  I've talked to a Navy SEAL who has a friend in SEAL Team 6, and they say, yes, a bomb was on board.
[00:49:30.151 --> 00:49:31.672]  And they think it could have been, guess who?
[00:49:32.612 --> 00:49:35.533]  Some of them think, oh, it must have been Al-Qaeda, yeah, that got on the base and did it.
[00:49:36.094 --> 00:49:39.475]  Or they're smart enough to understand, no, traitors run the government.
[00:49:40.976 --> 00:49:43.397]  So dead men tell no tales, but think about it.
[00:49:44.215 --> 00:49:47.716]  We have a government caught lying to us over and over again.
[00:49:47.756 --> 00:49:50.097]  We have a so-called government caught stealing trillions of dollars.
[00:49:50.477 --> 00:49:54.758]  We have a government caught doing thousands of different lethal tests on our own troops.
[00:49:55.158 --> 00:50:01.680]  Project Shad, chemical, biological, radiological, atomic soldiers, Tuskegee experiments, all the new experiments coming out.
[00:50:03.567 --> 00:50:14.111]  A national security state based on eugenics, where they believe we're dumb animals, and openly brag about how they created bisphenol A to sterilize us, and now they're putting sterilants in the water.
[00:50:15.111 --> 00:50:16.432]  I've got articles on that today.
[00:50:16.532 --> 00:50:20.954]  Reuters, scientists call for rethink on consumption, population reduction.
[00:50:23.215 --> 00:50:25.295]  This is the religion of the people running things.
[00:50:25.595 --> 00:50:26.796]  They think of you as animals.
[00:50:28.004 --> 00:50:33.546]  And so we're just supposed to sit there when known liars tell us an official story.
[00:50:34.087 --> 00:50:46.692]  We're supposed to just sit there and go, well, you've lied to me hundreds of times that I've caught you before, and you've been caught doing all these terrible things, but I'm just going to believe you now because you say so.
[00:50:47.352 --> 00:50:56.256]  And then if you question known liars, you're called a supposed conspiracy theorist, which means someone who questions known liars.
[00:50:57.881 --> 00:51:05.429]  It'd be like if you went to the carnival and some carnival barker was saying, come on, get over here, you're gonna win.
[00:51:05.449 --> 00:51:08.271]  And when you don't win, they make fun of you and say, come on, you can do it.
[00:51:08.772 --> 00:51:10.113]  You can get something for the little lady.
[00:51:11.475 --> 00:51:15.378]  If you say, wait, you're being a carnival barker manipulating me, you're a conspiracy theorist.
[00:51:15.438 --> 00:51:18.782]  No, you're making a judgment about known liars.
[00:51:19.242 --> 00:51:21.805]  But they're saying, don't have judgment, don't have discernment.
[00:51:23.746 --> 00:51:25.968]  You're walking down a dark alley at night to get to your car.
[00:51:26.448 --> 00:51:28.290]  You see somebody creep into the shadows.
[00:51:28.310 --> 00:51:29.831]  Looks like they've got a club in their hand.
[00:51:30.391 --> 00:51:30.952]  Or a wrench.
[00:51:31.672 --> 00:51:33.173]  Maybe you go back the other direction.
[00:51:33.854 --> 00:51:35.375]  Oh, you're a conspiracy theorist.
[00:51:36.036 --> 00:51:38.258]  For making a judgment on known liars.
[00:51:38.838 --> 00:51:40.840]  Now again, they won't show us the body.
[00:51:41.080 --> 00:51:42.381]  They say they threw him in the ocean.
[00:51:42.861 --> 00:51:47.385]  They disciplined a bunch of people on the ship at record numbers, who were starting to say it was a bunch of baloney.
[00:51:48.005 --> 00:51:51.128]  A bunch of the Navy SEALs involved die in two separate incidents.
[00:51:54.167 --> 00:51:55.348]  It's all scripted.
[00:51:55.608 --> 00:51:57.428]  They change the story over and over again.
[00:51:57.689 --> 00:52:12.095]  And I've got high-level government sources, including... This was bizarre when I got contacted by a currently serving, super high-level CIA person, to just say, we want to tell you you're absolutely right about Bin Laden.
[00:52:13.015 --> 00:52:13.756]  And everything else.
[00:52:14.596 --> 00:52:15.296]  That was the message.
[00:52:16.997 --> 00:52:23.080]  And that was relayed to me... That person was relayed through to me by a national talk show host.
[00:52:28.277 --> 00:52:29.258]  National talk show host.
[00:52:29.958 --> 00:52:31.680]  This person would like to talk to you.
[00:52:31.720 --> 00:52:33.561]  They are who they say they are.
[00:52:33.781 --> 00:52:37.644]  And then I get on the telephone and I'm told this message.
[00:52:38.264 --> 00:52:39.605]  I've already had Pachinik on.
[00:52:39.966 --> 00:52:43.448]  He's the guy that co-wrote, he's got all these big Hollywood movies he wrote.
[00:52:43.849 --> 00:52:48.172]  He's the guy that wrote, was the expert on a bunch of Clancy's books.
[00:52:49.433 --> 00:52:52.095]  A famous black op assassination commander.
[00:52:52.635 --> 00:52:53.536]  A psychiatrist.
[00:52:54.505 --> 00:53:01.046]  He tells us it's all fake, then Walter Cronkite comes up and backs it up, and then Madeleine Albright does.
[00:53:01.466 --> 00:53:03.427]  And that doesn't even get news coverage.
[00:53:05.407 --> 00:53:06.968]  But what about Fast and Furious?
[00:53:07.128 --> 00:53:09.468]  This is a criminal White House, so criminal.
[00:53:10.028 --> 00:53:14.989]  They're caught shipping guns into Mexico, drugs back into the U.S., and now we learn hand grenades.
[00:53:15.269 --> 00:53:17.730]  Yeah, it wasn't just some gun shops they told sell guns.
[00:53:17.970 --> 00:53:23.091]  That was the cover, once it started to come out in federal cases, where one arm didn't know what the other arm was doing.
[00:53:24.408 --> 00:53:25.617]  And they were.
[00:53:28.766 --> 00:53:34.250]  Bringing people into court who are declaring national security and how all these documents and the feds are coming in and saying, yeah, drop this.
[00:53:34.290 --> 00:53:35.631]  They're a national security asset.
[00:53:35.971 --> 00:53:40.254]  Los Zetas, Sinaloa cartel, Mexican mafia.
[00:53:40.614 --> 00:53:42.635]  And then it turned out this has all come out in the court cases.
[00:53:42.855 --> 00:53:44.817]  It's been in the Chicago Tribune, El Paso Times.
[00:53:45.077 --> 00:53:46.098]  It's never on the nightly news.
[00:53:46.378 --> 00:53:49.900]  It's always ATF let guns be sold from gun shops to track them.
[00:53:49.940 --> 00:53:51.501]  No, it was rocket launchers.
[00:53:51.741 --> 00:53:52.662]  It was RPGs.
[00:53:52.862 --> 00:53:54.703]  It was grenades from military bases.
[00:53:54.943 --> 00:53:58.386]  It was Navy SEALs and Army troops now been busted doing it.
[00:53:58.746 --> 00:53:59.226]  We're good to go.
[00:54:16.601 --> 00:54:21.844]  They're part of it in a two-year span that came out two years ago, so four years ago it started.
[00:54:21.864 --> 00:54:25.506]  $376 billion, Bloomberg AP, narcotics trafficked.
[00:54:26.146 --> 00:54:31.029]  They even leased and ran the aircraft through Wachovia and Wells Fargo.
[00:54:31.489 --> 00:54:33.110]  Oh yeah, the aircraft, everything!
[00:54:34.371 --> 00:54:35.792]  Every, everything!
[00:54:37.052 --> 00:54:39.774]  Oh, he's a nice old man with an ice cream cone, though.
[00:54:40.214 --> 00:54:43.316]  Every time you see Warren Buffett, he's like, I got a vanilla ice cream, I'm non-threatening!
[00:54:44.204 --> 00:54:44.965]  I'm non-threatening!
[00:54:45.805 --> 00:54:46.226]  Haha!
[00:54:46.306 --> 00:54:46.626]  Gimmick!
[00:54:47.046 --> 00:54:47.847]  I'm a nice old man!
[00:54:48.107 --> 00:54:49.008]  Raise my taxes!
[00:54:49.228 --> 00:54:50.649]  Cause I get it in bailout money!
[00:54:50.709 --> 00:54:51.430]  Hahaha!
[00:54:51.770 --> 00:54:53.291]  You idiots are nothing you won't buy!
[00:54:56.374 --> 00:55:00.537]  Oh, but the... Chickens are coming home to roast.
[00:55:00.657 --> 00:55:04.941]  Republicans prepare contempt citation against Eric Holder over Fast and Furious.
[00:55:06.002 --> 00:55:06.202]  Yeah.
[00:55:06.682 --> 00:55:07.403]  Hand grenades.
[00:55:08.163 --> 00:55:09.164]  Rocket launchers.
[00:55:13.468 --> 00:55:13.808]  All of it.
[00:55:16.496 --> 00:55:17.297]  Hand grenades.
[00:55:18.218 --> 00:55:19.159]  Rocket launchers.
[00:55:24.143 --> 00:55:24.664]  Drugs.
[00:55:24.984 --> 00:55:26.005]  It came out in the federal court.
[00:55:26.045 --> 00:55:26.606]  You can look it up.
[00:55:28.046 --> 00:55:31.669]  The FBI, eight federal agencies were involved, not just ATF.
[00:55:32.009 --> 00:55:42.175]  We're shipping guns to Mexican mafia and others in Chicago, in Indianapolis, in Dallas, just all over the middle of the country bringing the goods in to you and your family.
[00:55:42.456 --> 00:55:43.977]  Just like the troops openly grow the opium.
[00:55:44.197 --> 00:55:45.878]  And when the troops started speaking out, they go, what do we do?
[00:55:46.138 --> 00:55:46.979]  We hide it in plain view.
[00:55:47.918 --> 00:55:50.479]  Just put it on the news and suddenly all over the news three years ago.
[00:55:50.759 --> 00:55:55.001]  Yes, the troops grow the opium, load it on aircraft, but you're going to jail when you run it up your veins.
[00:55:55.881 --> 00:56:01.984]  They keep it illegal to keep the price up so they rob your house or your jewelry, maybe kill your wife while they're at it to get the smack.
[00:56:04.480 --> 00:56:15.086]  Which would be a couple dollars and they'd be seen as social outcasts and not cool, but instead it's a lot more because your banks have got to get a little higher price, got to keep it illegal, got to give the cops a reason to kick down your door.
[00:56:15.827 --> 00:56:20.230]  Republicans prepare contempt citation against Eric Holder over Fast and Furious.
[00:56:20.710 --> 00:56:27.214]  House Republicans investigating the Fast and Furious scandal plan to pursue a contempt citation.
[00:56:28.074 --> 00:56:32.237]  As Attorney General Eric Holder, Senior Congressional Aides told CBS News.
[00:56:34.485 --> 00:56:43.567]  And then again, if you go to InfoWars.com, we have the 10 facts from almost a year ago, even worse come out now, proving it's a hoax, but we've reposted that.
[00:56:46.069 --> 00:56:55.611]  Number one, before last Sunday's raid, this is a year ago, intelligence analysts, every intelligence analyst, geopolitical commentator, and head of state weren't there.
[00:56:55.931 --> 00:56:57.771]  Salt was on record saying he was dead.
[00:56:57.791 --> 00:57:00.391]  I mean, it goes through all those heads of state saying he was dead.
[00:57:00.832 --> 00:57:05.932]  Number two, the official narrative of how the raid unfolded completely collapsed within days of the announcement.
[00:57:05.972 --> 00:57:11.733]  It goes through how they changed the 40-minute shootout, the fake photo, they weren't watching live video feeds.
[00:57:12.033 --> 00:57:14.574]  Number three, the alleged body of Bin Laden was hastily dumped in the sea.
[00:57:15.632 --> 00:57:17.176]  Number four, and it goes through all the evidence.
[00:57:18.620 --> 00:57:19.803]  We're gonna stop right there.
[00:57:19.843 --> 00:57:21.487]  You know what, it's all on InfoWars.com.
[00:57:22.580 --> 00:57:27.402]  And later I'm going to air the ad that Obama, Osama Obama is running.
[00:57:27.462 --> 00:57:29.163]  Excuse me, Obama is running.
[00:57:29.623 --> 00:57:32.465]  The heroic killer of Osama is running.
[00:57:32.945 --> 00:57:35.266]  Where Bill Clinton goes, he's a hero.
[00:57:36.007 --> 00:57:38.028]  You know, that's who Obama is.
[00:57:38.488 --> 00:57:40.249]  Your phone calls, it's all coming up.
[00:57:40.389 --> 00:57:41.309]  Second hour.
[00:57:41.910 --> 00:57:44.051]  Only a few minutes away.
[00:57:44.391 --> 00:57:46.412]  The news is coming up and we'll be right back.
[00:57:46.452 --> 00:57:48.693]  I'm Alex Jones of InfoWars.com.
[00:57:53.559 --> 00:58:01.246]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:58:01.666 --> 00:58:05.309]  Alex and his staff have used these pure soap products for years.
[00:58:05.749 --> 00:58:12.575]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:58:13.056 --> 00:58:15.538]  See them on the web at 5starsoap.com.
[00:58:16.078 --> 00:58:20.579]  Or call 800-340-7091 for a free catalog.
[00:58:20.899 --> 00:58:26.561]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:58:26.841 --> 00:58:31.942]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:58:32.262 --> 00:58:33.883]  This is an amazing deal.
[00:58:34.243 --> 00:58:38.844]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:58:39.464 --> 00:58:41.945]  See them on the web at 5starsoap.com.
[00:58:42.205 --> 00:58:44.326]  Or call 800-340-7091 for a free catalog.
[00:58:51.118 --> 00:58:54.720]  Right now, the average family spends one-fourth of their income on food.
[00:58:54.920 --> 00:59:00.683]  It's time to cut your food budget in half by using the best, most affordable food on the planet from eFoods Direct.
[00:59:00.843 --> 00:59:04.044]  The savings from eating this food will actually help you pay your other bills.
[00:59:04.365 --> 00:59:12.149]  Serve these delicious meals to your family tonight for a quick and easy dinner for about $1.25 a serving, compared to over $3 a serving for any other food.
[00:59:12.329 --> 00:59:19.072]  This food is compact, making it easy to store some away, and will be just as delicious in 25 years as the ones you cook tonight.
[00:59:19.412 --> 00:59:20.133]  Is it affordable?
[00:59:20.473 --> 00:59:21.154]  Absolutely!
[00:59:21.414 --> 00:59:26.358]  The new Alex Jones Family Pack saves you up to 50% compared to other food storage companies.
[00:59:26.638 --> 00:59:31.102]  See the comparison at eFoodsDirect.com forward slash Alex or call 800-409-5633.
[00:59:33.124 --> 00:59:37.768]  My friends, as crazy as this world is today, you'd be nuts to not get a storable food supply.
[00:59:38.068 --> 00:59:42.652]  Give eFoodsDirect a call and order one of the Alex Jones Family Packs and test it out today.
[00:59:42.932 --> 00:59:44.934]  Start your journey of food independence today.
[00:59:45.454 --> 00:59:49.417]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:59:49.577 --> 00:59:52.920]  It's Alex Jones and the GCN Radio Network.
[01:00:16.573 --> 01:00:20.575]  Up at Infowars.com, was Breitbart's coroner poisoned to death?
[01:00:20.615 --> 01:00:25.917]  The video, where I break it down, WorldNetDaily, has got the headline, Breitbart's coroner poisoned to death?
[01:00:26.417 --> 01:00:26.937]  Question mark.
[01:00:26.957 --> 01:00:27.938]  That's what the police are saying.
[01:00:27.958 --> 01:00:28.978]  They're saying he was poisoned.
[01:00:30.959 --> 01:00:33.500]  Man, I tell you, people are like, Alex, why are you still alive?
[01:00:33.520 --> 01:00:34.921]  Because of your prayers?
[01:00:35.101 --> 01:00:36.181]  Also, I'm a talk show host.
[01:00:36.201 --> 01:00:39.103]  It's not like I'm a coroner who could say, hey, they're covering this up.
[01:00:39.143 --> 01:00:39.863]  They really killed him.
[01:00:41.444 --> 01:00:43.685]  But I mean, I saw him kill Gary Webb.
[01:00:44.602 --> 01:00:50.924]  Pulitzer Prize winner had his new book coming out, totally going to prove that government was shipping in even more drugs.
[01:00:50.944 --> 01:00:51.844]  It had already been admitted.
[01:00:53.625 --> 01:00:56.806]  And I talked to him a couple months before they killed him, and I was like, can I get you on?
[01:00:56.826 --> 01:00:58.946]  And he goes, hey, are you good at websites?
[01:00:59.467 --> 01:01:02.868]  I'd like to send you a disk of all my material and post it on a website.
[01:01:02.888 --> 01:01:05.589]  And I never got around to it, but he ended up having somebody else do it before he got killed.
[01:01:06.749 --> 01:01:09.750]  And it was just a bunch of news articles and research and things.
[01:01:10.387 --> 01:01:14.470]  And then hours after he's killed, the media's like, it's quite normal to shoot yourself twice in the head.
[01:01:15.171 --> 01:01:16.932]  And, uh, it was a suicide note.
[01:01:18.614 --> 01:01:19.895]  Meanwhile, I talked to his neighbors.
[01:01:19.915 --> 01:01:21.156]  People have been breaking in his house.
[01:01:21.596 --> 01:01:22.517]  He said he'd been threatened.
[01:01:22.537 --> 01:01:23.318]  He told me that.
[01:01:24.499 --> 01:01:26.360]  He told friends that I've had on the show.
[01:01:26.380 --> 01:01:32.705]  So if anybody shoots me twice in the head, I was killed.
[01:01:34.087 --> 01:01:35.127]  Let's go to a phone call.
[01:01:36.184 --> 01:01:37.004]  Hey Alex, how you doing man?
[01:01:37.024 --> 01:01:38.264]  I'm glad I caught you on this Sunday.
[01:01:38.284 --> 01:01:40.005]  I've got a question I want you to answer for me.
[01:01:40.025 --> 01:01:43.525]  Have you noticed all these so-called security guards on these campus, college campuses?
[01:02:06.622 --> 01:02:17.032]  I don't believe they should be doing that, but if they have signs posted... See, they have a citizen's arrest power just like police do.
[01:02:18.200 --> 01:02:22.801]  And so technically I think they can pull you over and then hold you.
[01:02:22.821 --> 01:02:27.083]  And of course a lot of them are now packing heat and tasers and things.
[01:02:27.603 --> 01:02:34.225]  And it's just the new economy is police and security guards and TSA type stuff.
[01:02:34.545 --> 01:02:35.505]  What have you been witnessing?
[01:02:36.845 --> 01:02:41.467]  I've been witnessing pulling people over on the side of the road they're not even on campus.
[01:02:43.243 --> 01:02:45.524]  You know, going through the cars, searching and everything.
[01:02:45.924 --> 01:02:55.268]  Sir, I mean, I was out in Montana and they had foreigners in fake police cars pulling people over and everybody just bowed down to them.
[01:02:55.288 --> 01:02:56.388]  It was on national news.
[01:02:57.108 --> 01:02:58.929]  So yeah, it's called just lawlessness.
[01:02:58.989 --> 01:03:05.672]  I mean, look, when the feds come to your town with the TSA out of their jurisdiction, it's just as illegal as some security guard.
[01:03:06.292 --> 01:03:09.293]  Police all over the place now are forcing their way in houses without warrants.
[01:03:09.874 --> 01:03:23.760]  I mean, the government is engaging in premeditated precedent-setting events to basically, for lack of a better term, defecate all over the Bill of Rights and Constitution to set a precedent.
[01:03:24.120 --> 01:03:26.961]  They're like Beatles or something, just digging into everything.
[01:03:27.841 --> 01:03:40.473]  Well let me ask you this now, to get 100% real, so what would you recommend somebody to go to the local PD station and ask them, do these security guards got the right to pull you over?
[01:03:40.553 --> 01:03:45.038]  Ah, this is a local University of Texas down here in Skeene.
[01:03:45.058 --> 01:03:45.358]  T-L-U.
[01:03:45.378 --> 01:03:46.159]  Texas Lutheran.
[01:03:51.207 --> 01:03:53.629]  I don't believe they do, but don't go off my advice.
[01:03:53.649 --> 01:03:55.110]  You have to look at the specific area.
[01:03:55.491 --> 01:03:57.332]  But I would just go in and file a complaint.
[01:03:58.273 --> 01:04:03.077]  And I would go into the Dean's office and I would look at the law.
[01:04:03.797 --> 01:04:05.819]  And I would do your own research.
[01:04:10.422 --> 01:04:14.746]  You should shoot video of this and put it on YouTube and make a big issue out of it.
[01:04:15.836 --> 01:04:19.879]  You know, I'm like you, but I'm a little bit more extreme than you are.
[01:04:19.939 --> 01:04:22.821]  I don't believe in computers, man, because I don't want them to sign Mexican language.
[01:04:23.361 --> 01:04:32.948]  And people are tracking me any way they can, so I don't... Well, no, I mean, it is all designed to track us, but we're already in such desperate straits, we've got to use it against them inside the Matrix-like grid.
[01:04:33.549 --> 01:04:34.950]  But listen, I appreciate your call.
[01:04:35.030 --> 01:04:36.331]  I'll have to look into that.
[01:04:37.311 --> 01:04:40.874]  But when a security guard stops you in a store, it's a citizen's arrest.
[01:04:41.647 --> 01:04:46.411]  I mean, if I catch somebody walking out of my neighbor's house with a safe in their arms, I've got a right to stop them.
[01:04:47.312 --> 01:04:51.915]  The police only arrest under citizens' arrest power.
[01:04:52.516 --> 01:04:56.559]  They're just specially trained and then delegated by the city under the state charter.
[01:04:56.960 --> 01:05:00.743]  They're just trying to train you, you don't have a right to defend yourself, so they have a monopoly of force.
[01:05:00.763 --> 01:05:04.886]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:05:05.206 --> 01:05:05.767]  Number one.
[01:05:06.107 --> 01:05:10.070]  New climate legislation could easily double or triple your electric bill.
[01:05:10.390 --> 01:05:14.934]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:05:15.274 --> 01:05:15.714]  It's true.
[01:05:16.014 --> 01:05:21.438]  Total government control of electricity in the name of smart grid technology is coming.
[01:05:21.719 --> 01:05:25.001]  In some areas of the country, the power grid is dangerously overloaded.
[01:05:25.301 --> 01:05:29.004]  And now, new socialist legislation is only compounding the problem.
[01:05:29.204 --> 01:05:29.745]  Number 4.
[01:05:30.005 --> 01:05:32.368]  Dangerous weather is always a threat to local grids.
[01:05:32.768 --> 01:05:36.132]  Every year, thousands of families lose their power from weather-related outages.
[01:05:36.452 --> 01:05:36.652]  Number 5.
[01:05:37.233 --> 01:05:41.157]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:05:41.378 --> 01:05:46.143]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:05:46.423 --> 01:05:50.446]  You can get more information at www.mysolarbackup.com.
[01:05:50.586 --> 01:05:52.148]  That's mysolarbackup.com.
[01:05:52.388 --> 01:05:54.469]  Remember, the government doesn't own the sun.
[01:05:54.630 --> 01:05:56.911]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:05:57.092 --> 01:05:57.552]  Big Brother.
[01:05:57.652 --> 01:05:58.433]  Mainstream Media.
[01:05:58.453 --> 01:05:59.333]  Government Cover-Ups.
[01:06:14.986 --> 01:06:15.928]  You want answers?
[01:06:16.930 --> 01:06:18.072]  Well, so does he.
[01:06:18.853 --> 01:06:25.144]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:06:27.071 --> 01:06:29.293]  Okay, it is hour number two.
[01:06:29.313 --> 01:06:35.377]  Todd, Bob, Richard, Gene, Will, Jamie, Sal, Henry, Barry, JT.
[01:06:36.498 --> 01:06:48.327]  You can pretty much guarantee, unless I have a heart attack and fall down dead like Breitbart and then my coroner falls down and dies of being poisoned, as the LA Times and World Night Daily are reporting, that I will get to your phone call.
[01:06:48.427 --> 01:06:50.909]  So, barring that I'm Breitbarted or Arkansited,
[01:06:53.311 --> 01:06:55.734]  You know, Bill Clinton, I didn't have sex with that woman.
[01:06:55.774 --> 01:07:03.642]  You know, he had a medical examiner that you could be shot 26 times and have your arms and legs cut off and be found in a trash dump with your burning car.
[01:07:04.042 --> 01:07:07.266]  And Fannie Malick in Arkansas, he'd say it was suicide.
[01:07:09.031 --> 01:07:19.378]  So, and yes, we just joined this Breitbart, they are reporting the police are saying he was poisoned to death and they're investigating who killed him or if it was accidental poisoning to death.
[01:07:19.878 --> 01:07:22.079]  So, boy, we won't get that final report now.
[01:07:23.740 --> 01:07:25.681]  Breitbart says, I got something that will destroy the president.
[01:07:25.701 --> 01:07:26.822]  Drops dead hours before.
[01:07:27.343 --> 01:07:30.605]  Three weeks later, they put out some milquetoast video that wasn't what he said he would do.
[01:07:31.846 --> 01:07:33.287]  And we're not supposed to question that, though.
[01:07:33.788 --> 01:07:35.170]  Oh, well, government's involved?
[01:07:35.350 --> 01:07:36.671]  There's no way anything's happening.
[01:07:37.252 --> 01:07:39.354]  Anybody knows governments never do anything wrong.
[01:07:39.615 --> 01:07:42.238]  I mean, our founding fathers said they're deadly dangerous and don't trust them.
[01:07:42.979 --> 01:07:45.361]  And history shows government's the biggest unnatural killer.
[01:07:46.928 --> 01:07:51.251]  222 million people government killed in the 20th century, non-military related.
[01:07:51.671 --> 01:07:56.915]  That's lining up men, women, and children and shooting them and stuff.
[01:07:56.935 --> 01:07:57.335]  262 million.
[01:07:58.315 --> 01:08:03.339]  But don't you question them, don't you be a conspiracy theorist, because government loves you!
[01:08:05.046 --> 01:08:06.387]  So your phone calls are coming up.
[01:08:07.067 --> 01:08:21.973]  We're supposed to just believe that on the one-year anniversary, a known liar, Obama, who said he wouldn't sign the NDAA to secretly arrest Americans and then did sign it, and it turned out lobbied for it and demanded the secret arrest provisions be in there.
[01:08:22.694 --> 01:08:24.074]  He says he won't sign CISPA.
[01:08:24.475 --> 01:08:27.236]  That's to kill opposition so people let it pass the Senate.
[01:08:27.696 --> 01:08:28.496]  It's passed the House.
[01:08:28.676 --> 01:08:29.657]  I mean, all the top
[01:08:30.703 --> 01:08:38.090]  Lawyers, internet experts say, oh, it ends the Fourth Amendment and ends freedom on the web and internet IDs, total control, everything else.
[01:08:38.110 --> 01:08:39.511]  But you know what?
[01:08:39.991 --> 01:08:41.213]  Obama says he'll veto it.
[01:08:41.233 --> 01:08:41.953]  That means he'll sign it.
[01:08:43.595 --> 01:08:45.036]  All he does is lie.
[01:08:45.056 --> 01:08:46.818]  He makes Bill Clinton look truthful.
[01:08:47.198 --> 01:08:47.558]  Literally.
[01:08:49.881 --> 01:08:50.701]  As bad as Bush was.
[01:08:50.741 --> 01:08:52.082]  I mean, I thought nothing could be that bad.
[01:08:52.142 --> 01:08:52.983]  Oh, it's far worse.
[01:08:53.703 --> 01:08:54.703]  And he's just a puppet.
[01:08:54.804 --> 01:08:58.225]  It means the elite have nothing but disdain for you.
[01:08:58.285 --> 01:09:08.130]  Again, the Attorney General is on the verge of contempt charges by Congress on Fast and Furious for lying.
[01:09:08.150 --> 01:09:10.732]  Yeah, it's drugs and hand grenades, not just guns.
[01:09:12.132 --> 01:09:13.413]  And that's in real papers.
[01:09:13.433 --> 01:09:15.574]  It's in Chicago Tribune.
[01:09:15.634 --> 01:09:16.554]  It's in El Paso Times.
[01:09:16.895 --> 01:09:18.595]  It was broken in Infowars.com.
[01:09:19.933 --> 01:09:28.841]  In February of 2011, one of our listeners said, have you noticed this in the Chicago federal court filings and in the Texas court filings that the federal government is admitting?
[01:09:28.861 --> 01:09:36.867]  Because we had listeners searching around in the Chicago filings on the white supremacist leader, Hal Turner, who was always attacking me.
[01:09:36.907 --> 01:09:44.353]  It turned out he was a Fed and had come out in federal court that he was a high-level national security asset of the FBI trying to cause a race war.
[01:09:44.974 --> 01:09:49.777]  You know, they got that on the white side too, not just the new Black Panther party that came out, being run by the Justice Department.
[01:09:49.957 --> 01:09:50.978]  That came out two weeks ago.
[01:09:51.558 --> 01:09:53.299]  They had them out saying, kill Whiting and all that.
[01:09:53.339 --> 01:09:54.620]  They want to get a race war going.
[01:09:55.020 --> 01:09:56.801]  They want to create a crisis, like Shippen.
[01:09:57.442 --> 01:10:03.806]  Now we learned 20 plus thousand guns into Mexico, and hand grenades, trying to get a total war down there, to then blame the Second Amendment.
[01:10:04.026 --> 01:10:07.548]  And they don't care that they got caught, they went ahead and just blamed it anyways!
[01:10:10.570 --> 01:10:13.312]  But I do get a little ray of sunshine, a little ray of hope,
[01:10:14.676 --> 01:10:23.173]  When they are talking about contempt citation against Eric Holder, who by the way is a very dangerous person.
[01:10:26.977 --> 01:10:29.698]  I mean, I don't enjoy getting up here and having to confront this guy.
[01:10:29.738 --> 01:10:36.741]  He was the Deputy Attorney General, and the federal lawsuits have brought out documents where he was, quote, running the cover-up of Oklahoma City.
[01:10:36.761 --> 01:10:41.103]  You know, it's his emails going, this is a D-Day situation, get down there and cover this up.
[01:10:41.583 --> 01:10:42.703]  Cover what up, bud?
[01:10:43.264 --> 01:10:43.744]  Cover what up?
[01:10:43.804 --> 01:10:45.284]  I mean, I know who you are.
[01:10:45.865 --> 01:10:56.029]  Believe me, I don't think, sometimes, you know, the feds will threaten us, or, and they'll say, you know, we do this and that, or we, and I'm like, what, you don't think I don't know?
[01:10:57.205 --> 01:10:58.566]  Well, yeah, but we're killers.
[01:10:58.606 --> 01:10:59.206]  Aren't you scared?
[01:10:59.987 --> 01:11:01.568]  I mean, somebody's got to stand up to you.
[01:11:04.570 --> 01:11:06.912]  Okay, so there is that piece of news.
[01:11:06.932 --> 01:11:16.138]  So I thought I'd get to this, because these known liars are now coming out and telling us that they killed bin Laden, and they've changed the whole story over and over again.
[01:11:16.178 --> 01:11:16.958]  I've already gone over that.
