[00:00:39.519 --> 00:00:40.040]  Good evening.
[00:52:27.086 --> 00:52:27.266]  Right.
[00:52:27.947 --> 00:52:33.972]  But under civil unions, isn't that a violation of the separation of church and state?
[00:52:34.592 --> 00:52:39.417]  You're forcefully taking a word marriage which was created by the religious community and
[00:52:40.254 --> 00:52:44.217]  I view it as a constitutionalist libertarian, as a violation of the separation of church and state.
[00:52:44.397 --> 00:52:54.184]  Well, I would take the opposite view, that fundamental to President of the United States, fundamental to governing as President of the United States, would be governing under strict adherence to the U.S.
[00:52:54.244 --> 00:52:54.985]  Constitution.
[00:52:55.505 --> 00:53:03.210]  I think this is a federal issue because of the constitutional questions that it raises, which, like I say, I think are on par with civil rights of the 60s.
[00:53:04.111 --> 00:53:06.653]  But don't they get all the rights necessary?
[00:53:07.154 --> 00:53:10.877]  Don't gay couples get all the rights that a straight couple gets under civil unions?
[00:53:12.038 --> 00:53:27.451]  Well, if you take the stance that the government should get out of the marriage business and be in the civil union business, effectively what you're saying is you're not going to affect this issue at all, because 41 states recognize marriage as between a man and a woman.
[00:53:27.878 --> 00:53:31.741]  There are thousands of lines of federal law that contain the word marriage.
[00:53:32.642 --> 00:53:43.332]  If you enact legislation to get the government out of the marriage business and into the civil union business, effectively, you're going to have to change thousands of lines of federal law to make this stick.
[00:53:43.892 --> 00:53:49.374]  By acknowledging marriage equality, no line of federal law has to be changed.
[00:53:50.334 --> 00:54:05.158]  And getting back to the Fair Tax, arguably enacting the Fair Tax does away with about half the issues surrounding marriage equality, which have to do with rights of inheritance upon death.
[00:54:05.976 --> 00:54:06.236]  Okay.
[00:54:06.477 --> 00:54:15.327]  So you're being more pragmatic when you support gay marriage in that saying that you'd have to... Well, it is pragmatic, but I'm going to also maintain that it is constitutional.
[00:54:15.948 --> 00:54:18.992]  To take that word, to forcefully take that word from the religious community.
[00:54:20.014 --> 00:54:25.977]  Well, the notion that we are all guaranteed equal and inalienable rights.
[00:54:26.517 --> 00:54:26.737]  Okay.
[00:54:27.017 --> 00:54:30.739]  Well, that's the difference of agreements that many constitutionalists and libertarians have.
[00:54:31.619 --> 00:54:35.641]  I do think it violates the separation of church and state, although I do support civil unions.
[00:54:35.681 --> 00:54:40.183]  However, somebody might feel about that lifestyle, but I'm not running for president, so it doesn't really matter.
[00:54:41.363 --> 00:54:42.424]  On to another question here.
[00:54:43.264 --> 00:54:46.085]  I've read reports that your campaign is in financial trouble.
[00:54:47.066 --> 00:54:48.326]  Is that in fact true?
[00:54:48.506 --> 00:54:49.647]  No, it's not true at all.
[00:54:50.697 --> 00:54:51.398]  Oh, it's not true at all?
[00:54:51.498 --> 00:54:51.898]  Not at all.
[00:54:51.978 --> 00:54:55.381]  It was a report that I said it was about $300,000 in debt or something?
[00:54:56.001 --> 00:55:03.027]  Well, one of the things about racking up debt, if you will, is that we do have debt coming into the campaign.
[00:55:04.529 --> 00:55:09.633]  Debt can actually be garnered through matching funds after the campaign's over with.
[00:55:09.813 --> 00:55:14.397]  So we're counting on matching funds, actually, to make up the difference there.
[00:55:15.021 --> 00:55:17.822]  What has been your experience like on the campaign trail?
[00:55:18.182 --> 00:55:20.323]  I mean, just as a candidate running for office.
[00:55:20.383 --> 00:55:24.445]  Well, I wouldn't be doing this if there weren't a lot of excitement that's being generated.
[00:55:24.465 --> 00:55:29.847]  I wouldn't be doing this if either party were actually talking about significant change.
[00:55:30.007 --> 00:55:30.647]  Neither are.
[00:55:31.508 --> 00:55:31.948]  And so...
[00:55:33.701 --> 00:55:42.045]  I really thought running as a Republican in the Republican primary, it was going to be hard to marginalize two people talking about the same message on stage.
[00:55:42.085 --> 00:55:43.906]  That would have been myself and Ron Paul.
[00:55:44.866 --> 00:55:46.667]  I didn't find myself marginalized.
[00:55:46.727 --> 00:55:54.791]  I just found myself kicked out of the process, and I thought what I've witnessed is Ron Paul continuing to be marginalized.
[00:55:55.731 --> 00:55:59.473]  I did not think he was going to win the Republican nomination, so back in December,
[00:56:00.444 --> 00:56:04.929]  Where does the voice go for this movement after Ron Paul leaves this movement?
[00:56:05.049 --> 00:56:11.596]  Well, I thought it was going to fall on the Libertarian nominee for President.
[00:56:12.217 --> 00:56:14.839]  I saw an opportunity to be that nominee, and here I am.
[00:56:15.420 --> 00:56:19.945]  And what do you say to Ron Paul supporters who, for whatever reason, are hesitant to vote for you?
[00:56:20.902 --> 00:56:36.915]  Well, that Ron Paul and I are saying the same things, and if you're hesitant to vote for me, I would ask you, what is Mitt Romney saying that is anything like liberty and freedom?
[00:56:36.995 --> 00:56:42.679]  And what is Barack Obama saying that in any way resembles liberty and freedom?
[00:56:43.540 --> 00:56:48.944]  Now Governor, what do you say to listeners who say, and viewers who say voting for you would be throwing their vote away?
[00:56:49.795 --> 00:56:55.080]  Well, that if everybody were to throw their vote away, I would be the next President of the United States.
[00:56:55.661 --> 00:57:06.271]  I would argue that throwing your vote away is voting for somebody that you don't believe in, and that if you want to change the system, you vote for the person that you most agree with.
[00:57:06.817 --> 00:57:11.258]  You know, it's one thing also to just agree with what it is a person is saying.
[00:57:11.278 --> 00:57:12.238]  You know what?
[00:57:12.359 --> 00:57:21.761]  They've got to have a resume to go along with what's coming out of their mouth to suggest that they would actually doggedly pursue what it is they're talking about.
[00:57:22.401 --> 00:57:28.643]  David, there is nothing in my resume to suggest that I'm not going to doggedly pursue everything it is that I'm talking about.
[00:57:30.225 --> 00:57:35.748]  Quite often in the liberty movement people get frustrated, they get saddened because it just seems like we're not making too much headway.
[00:57:36.829 --> 00:57:39.910]  What advancement has the liberty movement made in your estimation?
[00:57:40.691 --> 00:57:43.272]  Well, I think it is front and center.
[00:57:43.692 --> 00:57:46.974]  I think that this is a pivotal election for the liberty and freedom movement.
[00:57:47.674 --> 00:57:49.555]  Voting for the lesser of two evils,
[00:57:50.556 --> 00:57:52.617]  I'm going to argue is going to change nothing.
[00:57:52.977 --> 00:57:53.937]  Vote your conscience.
[00:57:54.618 --> 00:58:00.300]  This cycle, potentially it has the chance to change this forever going forward.
[00:58:00.960 --> 00:58:03.221]  But on the campaign trail, do you notice anything?
[00:58:03.261 --> 00:58:05.022]  I mean, what advancements have you seen?
[00:58:05.062 --> 00:58:06.923]  I mean, what headway has the movement made?
[00:58:07.423 --> 00:58:08.343]  Anything tangible?
[00:58:09.084 --> 00:58:12.405]  Something that the public, that viewers could be proud of?
[00:58:13.069 --> 00:58:20.094]  Well, the best a Libertarian candidate has ever done running for President of the United States is right at 1% of the general election vote.
[00:58:20.634 --> 00:58:22.676]  Right now, I'm polling at 6%.
[00:58:24.737 --> 00:58:27.859]  Does that change between now and Election Day?
[00:58:28.300 --> 00:58:33.903]  I think it changes significantly if I can actually get more attention.
[00:58:34.564 --> 00:58:36.405]  And I think I'm going to get more attention.
[00:58:36.445 --> 00:58:38.967]  That's the way I feel, the way this is all playing out.
[00:58:39.873 --> 00:58:49.141]  And more attention for me equates to, oh, entrepreneur, two-term governor of New Mexico, all these crazy things that libertarians talk about.
[00:58:49.722 --> 00:58:53.325]  Arguably, this guy was the libertarian governor of New Mexico for eight years.
[00:58:53.385 --> 00:58:57.028]  How did it work out in a state that was two-to-one Democrats?
[00:58:57.489 --> 00:59:00.391]  I got elected by a bigger margin the second time than the first time.
[00:59:01.735 --> 00:59:05.118]  Well, I'll give you one last opportunity to speak to members of the public.
[00:59:05.218 --> 00:59:14.385]  Is there any one message you would like to send to viewers here who are watching on PrisonPlanet.tv or to listeners on the radio show?
[00:59:14.665 --> 00:59:18.849]  If you want to stop the heightened police state that exists in this country, vote for me.
[00:59:19.449 --> 00:59:28.156]  If you want to stop the continued military interventions that perpetuate themselves in this country, vote for me.
[00:59:28.925 --> 00:59:35.691]  If you actually want jobs addressed, if you actually want spending addressed, if you actually want this country to survive, vote for me.
[00:59:35.831 --> 00:59:40.615]  I'm promising to submit a balanced budget to Congress in the year 2013.
[00:59:41.235 --> 00:59:46.760]  I'm promising to advocate on the part of eliminating income tax, corporate tax, and abolishing the IRS.
[00:59:48.766 --> 00:59:51.829]  Well, Governor, thank you so much for coming.
[00:59:51.909 --> 00:59:57.814]  Best of luck on the campaign trail, and on behalf of all patriots, thank you for fighting for political freedom.
[00:59:57.834 --> 00:59:58.655]  We really appreciate it.
[00:59:58.675 --> 00:59:59.536]  That's a two-way street.
[00:59:59.576 --> 00:59:59.916]  Thank you.
[01:00:01.624 --> 01:00:03.725]  And that's all for InfoWars Nightly News.
[01:00:03.765 --> 01:00:08.968]  We again want to thank Governor Johnson for making himself available and allowing us to interview him.
[01:00:09.408 --> 01:00:18.332]  And if you want to continue supporting this operation, this patriot-loving, freedom-loving operation, become a member of PrisonPlanet.tv.
[01:00:18.813 --> 01:00:21.254]  It costs less than six dollars a month and actually
[01:00:22.331 --> 01:00:26.332]  One membership is good for, I believe, six people in total.
[01:00:26.412 --> 01:00:28.453]  So you can split that cost with other people.
[01:00:28.973 --> 01:00:29.533]  So there you go.
[01:00:29.613 --> 01:00:31.974]  Great programming on PrisonPlanet.tv.
[01:00:32.014 --> 01:00:39.637]  You can watch Alex's show live, get access to his documentaries, and it once again helps fund our operation.
[01:00:40.097 --> 01:00:42.978]  Thank you once again for watching InfoWars Nightly News.
[01:00:43.158 --> 01:00:44.558]  Please join us again tomorrow.
[01:00:45.038 --> 01:00:46.859]  Until then, have a wonderful evening.
