[00:00:00.029 --> 00:00:00.872]  Broadcasting Network.
[00:49:32.916 --> 00:49:36.602]  It looks like we're headed into very serious times, whether it's this year or early next year.
[00:49:36.622 --> 00:49:39.026]  It'll all basically implode.
[00:49:40.106 --> 00:49:44.408]  By April, but you could have cities burning and then, you know, whatever.
[00:49:44.428 --> 00:49:49.611]  And then the news would say, you know, unemployment's at zero percent and government loves you and everything's fine.
[00:49:49.631 --> 00:49:51.051]  This is the greatest time of your life.
[00:49:51.071 --> 00:49:56.094]  I mean, they could be lowering your dead kid into a coffin in the ground and they'd say, look, your child's dancing beautifully.
[00:49:56.114 --> 00:49:59.095]  You know, it's just just all pure lies shoveled at us.
[00:49:59.556 --> 00:50:06.619]  An empire of lies by a bunch of control freaks and Jerry Sandusky types running around having their way with us.
[00:50:06.679 --> 00:50:08.180]  I mean, I personally have had enough.
[00:50:08.980 --> 00:50:15.023]  I personally have had enough on so many fronts that I don't even know, you know, what to say anymore.
[00:50:15.243 --> 00:50:16.203]  It's just over the top.
[00:50:16.264 --> 00:50:20.345]  And we're going to be talking with Gerald Cilenta, who's been gracious enough to join us, coming up in a moment.
[00:50:20.365 --> 00:50:33.972]  I am a jolly banker.
[00:50:35.706 --> 00:50:36.807]  Or the Banker's Lament.
[00:50:36.827 --> 00:50:38.669]  You can call it either one you want to.
[00:50:40.170 --> 00:50:45.755]  And, uh... Let's see here how that goes.
[00:50:45.895 --> 00:50:50.279]  I'm gonna try and sing it then.
[00:50:51.019 --> 00:50:55.844]  My name is Tom Cranker, and I'm a jolly banker.
[00:50:56.164 --> 00:50:59.066]  I'm a jolly banker, jolly banker, and I...
[00:51:03.047 --> 00:51:21.186]  I safeguard the farmers and widows and orphans Singing I'm a jolly banker, jolly banker am I When dust storms are sailing and crops they are failing I'm a jolly banker, jolly banker am I
[00:51:24.751 --> 00:51:28.352]  Uh, Gerald, is that the, uh, song you're talking about, Jolly Banker?
[00:51:28.372 --> 00:51:29.412]  Price, what is it?
[00:51:53.226 --> 00:51:55.090]  Christ for President is a song.
[00:51:56.413 --> 00:51:57.316]  That's the name of the song.
[00:51:57.356 --> 00:51:58.398]  Christ for President.
[00:51:58.819 --> 00:52:00.022]  Christ for President.
[00:52:00.042 --> 00:52:01.024]  Well, we'll find that one.
[00:52:02.267 --> 00:52:08.028]  Yeah, this is Woody Guthrie, Jolly Banker, but we'll find Christ for President and play that later.
[00:52:08.829 --> 00:52:12.149]  Gerald, continuing here, I mean, there's so much to talk about.
[00:52:12.889 --> 00:52:14.730]  What's your take on the Iran thing?
[00:52:14.750 --> 00:52:16.110]  I mean, how fast that could happen?
[00:52:16.130 --> 00:52:19.731]  I guess they want to get Syria out of the way and get al-Qaeda in charge there.
[00:52:20.231 --> 00:52:24.052]  And then I guess in a year after that, they'll be bombing Syria again to get rid of the al-Qaeda they put in.
[00:52:24.072 --> 00:52:25.652]  That's already started in Libya.
[00:52:25.672 --> 00:52:28.173]  I mean, where do you see this military madness going?
[00:52:29.332 --> 00:52:31.474]  Well, again, it's World War III.
[00:52:31.554 --> 00:52:32.916]  Will they attack Iran?
[00:52:33.036 --> 00:52:33.576]  I don't know.
[00:52:34.157 --> 00:52:34.857]  Who knows?
[00:52:35.198 --> 00:52:39.362]  But as I say, if they do, our lives won't be worth anything anymore.
[00:52:39.422 --> 00:52:44.447]  Because, you know how they say, Alex, that generals always fight the last war?
[00:52:44.467 --> 00:52:44.527]  Yes.
[00:52:45.908 --> 00:52:46.789]  They're doing it again.
[00:52:46.989 --> 00:52:48.330]  They're fighting the last war.
[00:52:48.350 --> 00:52:51.732]  If there's a war against Iran, these are the Persians.
[00:52:52.052 --> 00:52:53.233]  There's 70 million of them.
[00:52:53.513 --> 00:52:54.574]  Very intelligent people.
[00:52:54.614 --> 00:52:59.197]  This isn't Iraq with 26 million people and a very different country.
[00:52:59.437 --> 00:53:01.278]  This is a very sophisticated society.
[00:53:02.740 --> 00:53:16.533]  When I wrote Trends 2000 back in 1996, I wrote about all the weapons of mass destruction, all the suitcase-sized nukes that were being sold on the black market when the Soviet Union fell apart.
[00:53:16.914 --> 00:53:17.895]  They're still out there.
[00:53:18.455 --> 00:53:19.817]  And they're more sophisticated.
[00:53:20.217 --> 00:53:25.478]  So the next war is going to go, you know, boom goes London, boom Paris.
[00:53:25.878 --> 00:53:29.599]  You're going to see suitcase-sized nukes blowing off.
[00:53:29.619 --> 00:53:31.640]  You're going to see dirty bombs.
[00:53:32.100 --> 00:53:36.181]  You're going to see weapons of mass destruction, biological warfare.
[00:53:36.641 --> 00:53:38.461]  It's going to be uncontrollable.
[00:53:39.001 --> 00:53:41.902]  Gerald, if you were on, you know, national TV, which
[00:53:42.902 --> 00:53:44.923]  Isn't what it used to be, the ratings have dropped.
[00:53:44.943 --> 00:53:51.026]  But let's say you were talking to, you know, millions of people, which you are, but folks that weren't informed.
[00:53:51.126 --> 00:53:53.347]  What would you say in the five minutes we have left?
[00:53:53.387 --> 00:53:58.909]  What would you say to them about, you know, changing the direction we're going or where it's going if we don't change it?
[00:54:00.783 --> 00:54:06.367]  I will say that, but I just want to finish that thought I had to say about the big deal when the ambassador gets killed.
[00:54:06.407 --> 00:54:06.667]  Sure.
[00:54:07.108 --> 00:54:29.763]  You know, when Sergeant Rodriguez gets blown up and gets killed by a roadside bomb in Afghanistan, when Tammy White gets her brains blown out by a sniper in Afghanistan, when somebody else, you know, Michael Smith, the lieutenant, he gets killed by a rocket-propelled grenade,
[00:54:31.204 --> 00:54:35.205]  The President, the Secretary of State, nobody shows up.
[00:54:35.225 --> 00:54:37.586]  They don't even show the coffins on TV.
[00:54:38.447 --> 00:54:48.912]  But when the ambassador gets killed, boy oh boy, the whole crew comes out, the world stops, the embassies are all... But when anything happens to us,
[00:54:50.032 --> 00:54:50.873]  It doesn't matter.
[00:54:51.353 --> 00:54:55.436]  And I'm saying that because it leads into your next question, what could change it?
[00:54:56.076 --> 00:55:01.060]  The whole system is built upon making them look better than you or me.
[00:55:01.720 --> 00:55:10.367]  And what I say to everyone right now, that the only way that the change is going to come is when you make the change.
[00:55:11.087 --> 00:55:13.149]  It has to start with the individual.
[00:55:13.529 --> 00:55:15.791]  We all have unique gifts.
[00:55:15.831 --> 00:55:16.512]  You have yours.
[00:55:16.532 --> 00:55:17.352]  They're a parent.
[00:55:17.853 --> 00:55:23.237]  And everybody has to rise up to keep making your unique gift greater and greater.
[00:55:23.257 --> 00:55:27.000]  I have a friend of mine, Sonny Rollins, the great jazz saxophonist.
[00:55:27.040 --> 00:55:27.901]  He's in his 80s.
[00:55:28.441 --> 00:55:31.304]  He gave me a quote from one of my books, What Zizzy Gave Honey Boy.
[00:55:31.844 --> 00:55:33.164]  He practices every day.
[00:55:33.185 --> 00:55:35.365]  He practices every day.
[00:55:35.945 --> 00:55:37.246]  Getting better at his trade.
[00:55:37.566 --> 00:55:39.207]  You don't hope for things to happen.
[00:55:39.667 --> 00:55:43.028]  I say this because we're in this campaign cycle it's ending.
[00:55:43.408 --> 00:55:46.089]  We're going to be left with a choice of a lesser of two evils.
[00:55:46.869 --> 00:55:48.790]  And I'm saying I don't go out with evils.
[00:55:48.850 --> 00:55:50.310]  I don't deal with evils.
[00:55:50.670 --> 00:55:51.870]  I don't do business with evils.
[00:55:51.930 --> 00:55:53.031]  I don't hang out with evils.
[00:55:53.331 --> 00:55:56.952]  Why would I vote for an evil to run my life or run my country?
[00:55:57.432 --> 00:56:06.854]  So I'm saying that because people don't have the belief that they are as good as their leaders.
[00:56:07.214 --> 00:56:08.435]  So I suggest this.
[00:56:10.095 --> 00:56:13.056]  If Clinton can, if Bush can,
[00:56:14.409 --> 00:56:21.134]  If Obama can, and Romney can, then you can, and I can.
[00:56:21.715 --> 00:56:25.538]  Unless, of course, you think that their mother's better than yours.
[00:56:27.389 --> 00:56:31.573]  So speaking for myself, they're not superior to me.
[00:56:32.093 --> 00:56:37.157]  Their red carpets all saluting, I salute, I got one for you!
[00:56:37.798 --> 00:56:38.338]  Save it!
[00:56:38.639 --> 00:56:42.702]  You're not better than me, and your mother's not better than mine!
[00:56:43.403 --> 00:56:46.825]  Let's just call it equal so this doesn't get out of hand.
[00:56:47.606 --> 00:57:01.475]  So people have to find within themselves to stop buying into the baloney, raise themselves to the highest levels, because when the collective consciousness changes, Alex, to me, that's the only way it changes.
[00:57:01.555 --> 00:57:02.255]  No, no, I agree.
[00:57:02.315 --> 00:57:05.317]  It's these so-called elites that are dragging us down, and they know it.
[00:57:05.377 --> 00:57:09.860]  They're just willing to do horrible things that normal, good, virtuous people aren't.
[00:57:10.180 --> 00:57:11.941]  They have desires that we don't have.
[00:57:12.001 --> 00:57:12.782]  They're like cancer.
[00:57:13.522 --> 00:57:18.384]  Like you said, they're anti-team humanity, and it's time to stop bowing down to them.
[00:57:18.424 --> 00:57:21.385]  It's time to get in their face and tell them they're scum and filth.
[00:57:21.485 --> 00:57:21.945]  I do that.
[00:57:22.385 --> 00:57:24.526]  In fact, my mother's a lot better than them.
[00:57:24.786 --> 00:57:27.927]  I don't come from inbred parasites that suck off people.
[00:57:28.507 --> 00:57:29.688]  My mother's better than theirs.
[00:57:30.088 --> 00:57:32.128]  Well, I was just trying to keep it equal.
[00:57:32.148 --> 00:57:33.029]  You know, that's what I mean.
[00:57:33.349 --> 00:57:33.869]  Yeah, of course.
[00:57:34.229 --> 00:57:35.810]  What, do you think their mother could cook?
[00:57:35.830 --> 00:57:40.092]  I mean, these globalists come from a bunch of murdering inbred scum, most of them.
[00:57:40.112 --> 00:57:41.052]  Their mothers were pigs.
[00:57:41.072 --> 00:57:41.612]  Yeah.
[00:57:41.872 --> 00:57:42.272]  All right.
[00:57:42.672 --> 00:57:44.613]  Hey, Gerald Salente, you're awesome.
[00:57:44.653 --> 00:57:45.974]  Trends Journal.
[00:57:46.334 --> 00:57:49.555]  Everybody can find out more right there at TrendsResearch.com.
[00:57:49.575 --> 00:57:50.796]  Thank you, my friend, for all the time.
[00:57:50.816 --> 00:57:51.236]  Thank you.
[00:57:51.296 --> 00:57:52.056]  Keep it up, Alex.
[00:57:52.236 --> 00:57:52.776]  Thanks a lot.
[00:57:52.876 --> 00:57:53.677]  Thank you so much.
[00:57:53.697 --> 00:57:54.097]  We'll be back.
[00:57:55.302 --> 00:58:05.488]  The Silver Lungs Generator is the only all-encompassing professional class product for producing endless colloidal and ionic silver solutions right from the convenience of your home.
[00:58:05.928 --> 00:58:16.134]  With recent regulations threatening the sale of silver-based supplements, now you can secure yourself and your family by producing your own silver solutions anywhere, anytime.
[00:58:17.074 --> 00:58:24.422]  You can have the peace of mind knowing that you can create endless supply of silver anytime, anywhere, for any application.
[00:58:24.443 --> 00:58:31.490]  The Silver Lungs Generator is a one-time purchase that requires no maintenance nor replacement parts for the life of the unit.
[00:58:31.851 --> 00:58:36.236]  This product was designed to be an invaluable part of your vital preparations.
[00:58:36.596 --> 00:58:53.961]  For a detailed report on the differences between ionic silver, colloidal silver, and what most silver solution manufacturers are producing, please visit our website at www.silverlungs.com for more information on why you should be producing your own silver solutions right from your home, forever.
[00:58:54.501 --> 00:58:59.764]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:59:00.024 --> 00:59:02.226]  Start purifying your water with ProPure.
[00:59:02.426 --> 00:59:11.391]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[00:59:11.531 --> 00:59:14.733]  Its filters are silver impregnated to prevent bacterial growth.
[00:59:14.993 --> 00:59:16.394]  There's no priming required.
[00:59:16.654 --> 00:59:18.695]  It's NSF 42 certified.
[00:59:18.916 --> 00:59:21.317]  Optional fluoride filters can reduce fluoride up to
[00:59:21.437 --> 00:59:23.857]  95%.
[00:59:21.597 --> 00:59:23.857]  Easy to set up and use.
[00:59:24.017 --> 00:59:25.298]  Doesn't require electricity.
[00:59:25.438 --> 00:59:28.298]  Purify water from lakes, streams, ponds, and wells.
[00:59:28.598 --> 00:59:31.779]  This filter system leaves in beneficial minerals, which is key.
[00:59:31.979 --> 00:59:35.979]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[00:59:36.120 --> 00:59:38.720]  ProPure is the best gravity-fed filter out there.
[00:59:38.860 --> 00:59:40.220]  It's what my family uses.
[00:59:40.440 --> 00:59:43.661]  Infowars.com already has the lowest price on ProPure.
[00:59:43.761 --> 00:59:49.082]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:59:49.102 --> 00:59:50.742]  You can also call to order.
[00:59:53.064 --> 00:59:53.745]  888-253-3139.
[00:59:55.467 --> 00:59:56.628]  Coast to Coast.
[00:59:57.009 --> 00:59:58.370]  Direct from Austin.
[00:59:59.071 --> 01:00:02.234]  You're listening to the Alex Jones Broadcasting Network.
[01:00:09.145 --> 01:00:14.868]  From the front lines of the information war, it's Alex Jones.
[01:00:15.349 --> 01:00:21.432]  We are joined by the one, the only, George Norrie, who is nipping at Rush Limbaugh's heels.
[01:00:21.472 --> 01:00:25.795]  Not that we're against Rush Limbaugh overall, it's just that it's interesting that he's been the
[01:00:26.015 --> 01:00:26.576]  I don't know.
[01:00:43.954 --> 01:00:47.136]  I was fighting an uphill battle at night when there's about 10% of the listeners.
[01:00:47.936 --> 01:00:52.899]  He is still absolutely kicking butt because, well, he's got the courage to bring crazy people.
[01:00:53.359 --> 01:00:55.600]  Some would say like me on nine years ago.
[01:00:55.660 --> 01:01:01.664]  Hard to believe it's now been nine years since George Norrie first brought Alex Jones on the show.
[01:01:01.724 --> 01:01:03.245]  And you know, of all the people,
[01:01:03.973 --> 01:01:13.768]  That have helped InfoWars.com, which was already reaching millions of people with the films and my little syndicated radio show, probably on 30-something stations when George first had me on, or a little more than that.
[01:01:14.649 --> 01:01:19.757]  To where we are today, if people ask who really gave you a break, it's George Norrie.
[01:01:20.137 --> 01:01:20.938]  It is George Norey.
[01:01:20.978 --> 01:01:30.584]  Now in the last five years or so, Matt Drudge, the number one, you know, sensation when it comes to internet news worldwide, he has really helped get us out as well.
[01:01:30.624 --> 01:01:37.709]  But George Norey and Matt Drudge, and of course right in between that overall, you the listener, spread the word.
[01:01:38.169 --> 01:01:41.412]  You're the reason we're able to do this and have now 10 reporters,
[01:01:41.972 --> 01:01:48.477]  And 50 plus crew members and reaching 15 million people a week on internet and talk radio and through films.
[01:01:48.837 --> 01:01:55.462]  George reaches 16 to 20 million a week just on terrestrial radio and tens of millions overall every month on the internet.
[01:01:56.063 --> 01:02:01.307]  And it is just such an honor that he would spend an hour and a half or so with us tonight.
[01:02:01.327 --> 01:02:02.908]  And he said, hey, I want to take calls, Alex.
[01:02:03.589 --> 01:02:05.250]  So come out in about 30, 40 minutes.
[01:02:05.270 --> 01:02:08.392]  We'll give the number out and take your calls on any subject.
[01:02:08.412 --> 01:02:09.173]  I said, what do you want to cover?
[01:02:09.193 --> 01:02:10.514]  And he said, hey, everything.
[01:02:10.954 --> 01:02:12.635]  He goes, I'm concerned about this prepper.
[01:02:13.475 --> 01:02:17.237]  Confirmed to be banned to fly because he criticized the NDAA.
[01:02:17.497 --> 01:02:20.879]  This is the new, that's how they do that with Jews in Germany.
[01:02:20.919 --> 01:02:23.300]  They said, well, you criticize the government, you can't have a business or travel.
[01:02:23.320 --> 01:02:38.467]  And we're going to get into Iran situation, the election, so much more with George Norrie of coasttocoastam.com, where I'll be on with him in the first hour tonight, midnight to 1am central, I guess 10 to 11.
[01:02:39.808 --> 01:02:40.469]  Oh, my pleasure, Alex.
[01:02:40.569 --> 01:02:43.391]  I wanted to tell you a real funny Matt Drudge story.
[01:02:43.411 --> 01:02:44.351]  Matt and I are very close.
[01:03:01.783 --> 01:03:07.987]  And some time ago, he contacted me, sent me a little email and said, George, I've got to get a hold of Alex.
[01:03:08.167 --> 01:03:09.708]  Can you get me his number?
[01:03:09.789 --> 01:03:10.909]  And I said, yeah, sure.
[01:03:10.969 --> 01:03:17.033]  So I went to Tommy, my producer, and I said, look, I need you to get Alex's number over to Matt Drudge.
[01:03:17.093 --> 01:03:19.995]  I don't know what he wants, but he wants to talk to him.
[01:03:20.135 --> 01:03:25.579]  So I have noticed that a lot of your stories appear on the Drudge Report.
[01:03:26.463 --> 01:03:27.964]  And he's interested.
[01:03:28.004 --> 01:03:38.027]  You know, what's kind of funny, Alex, is what was conspiratorial years ago with things that you did and things that I did, they're beginning to become mainstream now.
[01:03:38.428 --> 01:03:39.208]  Isn't that amazing?
[01:03:40.171 --> 01:03:41.152]  Yeah, thanks to you.
[01:03:41.172 --> 01:03:42.192]  I mean, I'm not groveling.
[01:03:42.212 --> 01:03:43.373]  I only give credit where it's due.
[01:03:43.914 --> 01:03:49.398]  You, we were already growing, would have broken out, had some success, but I'm telling you, you were the nitrous oxide.
[01:03:49.598 --> 01:03:55.422]  You know in the Road Warrior where they got the cars going 200, but then Humongous turns it on nitrous oxide and goes, boom!
[01:03:55.722 --> 01:03:57.543]  It's like George Norrie was boom!
[01:03:57.603 --> 01:03:59.705]  And then Matt Drudge, boom!
[01:03:59.745 --> 01:04:01.866]  Just like really sending us into the stratosphere.
[01:04:01.886 --> 01:04:05.009]  So thank you, my friend, because most people in media are egomaniacs.
[01:04:05.249 --> 01:04:07.831]  They're not like you and Drudge who really care about the information.
[01:04:08.391 --> 01:04:09.172]  No, not at all.
[01:04:09.192 --> 01:04:10.573]  You're absolutely right about that.
[01:04:10.593 --> 01:04:17.218]  And I'm also in jubilation tonight because my Detroit Tigers, that's where I was born, they're going to the World Series.
[01:04:17.278 --> 01:04:20.041]  They beat the Yankees four games to none.
[01:04:20.461 --> 01:04:23.503]  And of course, as you know, Alex, I spend a lot of time between St.
[01:04:23.563 --> 01:04:27.246]  Louis and L.A., my other place, and St.
[01:04:27.307 --> 01:04:30.629]  Louis is almost World Series bond.
[01:04:31.270 --> 01:04:34.993]  So I may have a chance to see both teams in the World Series.
[01:04:35.595 --> 01:04:40.903]  Talk about a dream come true, rooting for teams for your whole life, and now both of them could be up against each other.
[01:04:40.923 --> 01:04:42.365]  Yep, absolutely.
[01:04:42.405 --> 01:04:43.166]  Now, who would I pick?
[01:04:43.206 --> 01:04:46.091]  Well, you gotta pick Detroit, because it's a boy thing.
[01:04:46.932 --> 01:04:48.214]  My son was born in St.
[01:04:48.294 --> 01:04:48.594]  Louis.
[01:04:48.855 --> 01:04:50.858]  He's gonna pick the Cardinals, so we'll see what happens.
[01:04:52.245 --> 01:04:53.646]  Very, very exciting.
[01:04:54.067 --> 01:05:00.332]  George, wow, where should we start tonight with the hundreds of incredible topics out there?
[01:05:00.712 --> 01:05:03.495]  Why don't we talk a little bit about the Iranian situation?
[01:05:03.715 --> 01:05:05.116]  Yeah, that's getting wild.
[01:05:05.136 --> 01:05:06.617]  Aaron Fullin here.
[01:05:06.897 --> 01:05:18.207]  As the food police shut down food co-ops, the Amish, and small farmers, Americans are losing access, not just to raw milk and homemade cheeses, but to healthy, home-crafted sources for fermented foods like sauerkraut, yogurt, and kefir.
[01:05:18.467 --> 01:05:22.328]  It seems there's a war on life-giving foods with living enzymes and healthy bacteria.
[01:05:22.508 --> 01:05:25.029]  But frankly, I'm not sure what the food police are so afraid of.
[01:05:25.269 --> 01:05:32.932]  These remarkable foods have been around since the beginning of history, with archaeological evidence for fermented foods and beverages being found across the globe in almost every culture.
[01:05:33.172 --> 01:05:40.675]  Even today, Japanese eat miso, Africans eat fermented porridges, Koreans eat kimchi, and in India, fermented milk is a staple for healthy living.
[01:05:40.975 --> 01:05:41.875]  But here's some good news.
[01:05:42.095 --> 01:05:44.036]  Self-reliant Americans can now discover the secret
[01:05:46.937 --> 01:05:47.337]  I don't know.
[01:06:08.324 --> 01:06:12.612]  Defending the Republic from enemies foreign and domestic.
[01:06:13.554 --> 01:06:15.037]  It's Alex Jones!
[01:06:25.669 --> 01:06:40.622]  You know, I've had Jerry Corsi on the show for at least a year and a half, where we have talked about the Iranian situation, and both of us felt that there'd be some kind of military conflict against Iran about a year and a half ago.
[01:06:40.682 --> 01:06:41.663]  It hasn't happened yet.
[01:06:42.143 --> 01:06:43.304]  I think it's getting close.
[01:06:43.965 --> 01:06:47.688]  My prediction is something's going to happen after the election.
[01:06:47.708 --> 01:06:50.130]  I do not believe that
[01:06:51.272 --> 01:06:57.317]  The powers that be want anything to get involved with the election one way or another.
[01:06:57.337 --> 01:07:03.843]  I think they're a little confused over what candidate would benefit from some kind of military intervention in Iran.
[01:07:04.324 --> 01:07:05.745]  But I think something's going to happen.
[01:07:06.325 --> 01:07:14.252]  We have seen Iranian hackers attacking the bank system successfully, shutting down websites and things like that.
[01:07:14.553 --> 01:07:15.814]  And that's just what we know.
[01:07:16.314 --> 01:07:17.936]  We don't know what we don't know.
[01:07:18.636 --> 01:07:22.507]  But I just have this gut feeling, Alex, that something is going to happen.
[01:07:22.587 --> 01:07:24.673]  It's going to be very, very soon.
[01:07:25.726 --> 01:07:27.407]  And all hell could break loose.
[01:07:27.588 --> 01:07:30.630]  Let's hope to God it's not as bad as I think it could be.
[01:07:31.270 --> 01:07:32.732]  But I think something's going to happen.
[01:07:32.872 --> 01:07:34.613]  And it's a double-edged sword.
[01:07:34.653 --> 01:07:35.854]  There's a problem here.
[01:07:36.214 --> 01:07:43.480]  There's no question that Iran is working on nuclear weaponry, along with their nuclear program.
[01:07:43.540 --> 01:07:44.881]  I mean, they're doing that.
[01:07:45.401 --> 01:07:53.848]  So you have to be concerned over a nation like that, that spouts the kind of rhetoric and hatred that they have toward America.
[01:07:54.148 --> 01:07:58.670]  Well, just to interrupt, which you know I'm the king of, that's it, you know I'm anti-war.
[01:07:58.690 --> 01:08:09.814]  And I don't try to take sides in all this, but I mean, the Iranian president every week says, and I went and looked at the translation, he's saying it, we're going to blow Israel off the map.
[01:08:10.054 --> 01:08:19.577]  You got a country like Israel with all these nukes, Iran's getting nukes, they want to be able to deploy them, and then they're saying, I'm going to nuke you, it's like some guy that weighs, you know,
[01:08:20.357 --> 01:08:23.658]  50 pounds threatening the UFC champion.
[01:08:24.058 --> 01:08:26.379]  Why is Iran asking for it?
[01:08:26.599 --> 01:08:27.819]  Because I don't want this war.
[01:08:27.899 --> 01:08:29.979]  I don't want $10 a gallon gas.
[01:08:29.999 --> 01:08:32.440]  But why is Iran just asking for it?
[01:08:32.620 --> 01:08:34.140]  These people are insane.
[01:08:34.440 --> 01:08:40.782]  I've got a lot of friends who were Iranians who came here after the Shah of Iran situation.
[01:08:40.902 --> 01:08:42.722]  Who, by the way, was no Boy Scout.
[01:08:42.742 --> 01:08:44.603]  We can talk about that a little bit later on.
[01:08:47.122 --> 01:09:05.778]  I've got one source who has told me weeks before anything happens in Iran, and I've had it on coast-to-coast, he'll say, look, people are upset that the valuation of our Riyal is going to go down, that's their currency, and sure enough, a week or two later, it goes down.
[01:09:05.958 --> 01:09:07.519]  He's been spot on.
[01:09:07.939 --> 01:09:09.761]  He said the people in Iran love
[01:09:10.061 --> 01:09:10.341]  I mean,
[01:09:32.637 --> 01:09:37.199]  You know, we've got nukes, and yes, we used them during World War II, and we stopped the war.
[01:09:37.719 --> 01:09:46.043]  We can argue whether it was right or wrong to use it, but I haven't heard the United States threaten to use nukes against any other country ever since.
[01:09:46.993 --> 01:09:50.434]  Even in the Cold War during the Soviet Union back in the 60s.
[01:09:50.894 --> 01:09:53.535]  I mean, we didn't say we're gonna launch against you.
[01:09:53.555 --> 01:09:59.497]  I mean, the Iranians, the government, talks in terms of using this stuff.
[01:10:00.057 --> 01:10:07.799]  You know, when you have a neighbor that says, we're gonna blow you off the map, we want a regime change, we want you gone.
[01:10:07.899 --> 01:10:14.001]  Oh, listen, if I had a neighbor that got in my face and said, I'm gonna kick your butt, and then he was menacing me with an axe, I'd kick his ass.
[01:10:14.241 --> 01:10:15.263]  You have to do something.
[01:10:15.583 --> 01:10:17.487]  You could be living right next to him.
[01:10:17.847 --> 01:10:21.133]  You know, he could peer over his fence all the time, like full-time.
[01:10:22.495 --> 01:10:24.259]  You just can't let that happen.
[01:10:24.659 --> 01:10:26.462]  When you weigh all that...
[01:10:27.173 --> 01:10:33.175]  You weigh all that, I have got to assume that there's going to be some kind of conflict to take out Israel.
[01:10:33.255 --> 01:10:38.236]  But Iran, like I said, Israel is an absolutely armed camp.
[01:10:38.536 --> 01:10:40.337]  It's got the United States backing it up.
[01:10:40.777 --> 01:10:43.077]  Why is Iran playing into that?
[01:10:43.097 --> 01:10:45.138]  I mean, I don't want this war.
[01:10:45.498 --> 01:10:46.458]  I'm not against Iran.
[01:10:46.478 --> 01:10:51.360]  Like you said, polls show 70 plus percent of Iranians love America and hate the mullahs.
[01:10:51.741 --> 01:10:55.062]  So, you know, a lot of people in our government don't want to attack Iran either.
[01:10:55.962 --> 01:10:57.843]  I mean, it's just horrible that this could happen.
[01:10:58.123 --> 01:11:08.227]  I think what they've been hoping is an Arab Spring by bringing the Iranian economy down so far that the people would just go ballistic and would do what they have to do.
[01:11:08.307 --> 01:11:09.308]  But they can't do that.
[01:11:09.788 --> 01:11:11.609]  The mullahs are too strong.
[01:11:11.669 --> 01:11:14.390]  They're too entrenched with their revolutionary guard.
[01:11:15.091 --> 01:11:22.994]  Those people are not going to give up oil money power that easily, and they're going to hang in there for as long as they can.
[01:11:23.014 --> 01:11:31.076]  I mean, look at Assad in Syria, holding on as long as he can, butchering his own people, and they don't have those kind of resources.
[01:11:31.216 --> 01:11:34.097]  Syria's not an oil-rich nation.
[01:11:34.917 --> 01:11:43.560]  The Iranians are rich, they're powerful, and the 70-some people who are controlling the destiny of that country don't want to give it up.
[01:11:44.184 --> 01:11:52.167]  And on the other side, George, we've got the West sending in a bunch of Saudi Arabian jihadis against Syria.
[01:11:52.607 --> 01:11:55.268]  It runs from bad to worse, and it's all coming to a head.
[01:11:55.728 --> 01:12:02.390]  What do you make of Joseph Stiklitz in the Washington Post today, former head of the World Bank as the economist there?
[01:12:03.210 --> 01:12:06.593]  Uh, head World Bank economist, Nobel Prize winner saying Europe's in a depression.
[01:12:06.973 --> 01:12:07.954]  It's spreading worldwide.
[01:12:07.994 --> 01:12:08.955]  Where do you see that going?
[01:12:08.975 --> 01:12:13.918]  Because here you are five, six, seven, eight years ago talking about it, being criticized.
[01:12:14.018 --> 01:12:16.380]  I'm being criticized, Gerald Salente, so many others.
[01:12:16.921 --> 01:12:20.884]  And now everything on the news sounds like something we would have been covering.
[01:12:21.758 --> 01:12:25.540]  But I'm not waiting for some award or a pat on the back for being right.
[01:12:26.120 --> 01:12:28.582]  Instead, we still get criticized, but it's all coming true.
[01:12:28.602 --> 01:12:30.142]  It's all coming true.
[01:12:30.162 --> 01:12:39.507]  I mean, if you and I had a crystal ball years ago and we were able to look into the future, Alex, we are looking exactly at what we had seen.
[01:12:39.767 --> 01:12:40.588]  We knew this.
[01:12:40.668 --> 01:12:41.749]  We predicted this.
[01:12:41.809 --> 01:12:42.689]  We talked about it.
[01:12:42.769 --> 01:12:48.332]  We both had specialized guests on the air talking about the things that would happen.
[01:12:48.692 --> 01:12:49.993]  And it's all coming true.
[01:12:50.613 --> 01:12:53.995]  I mean, I don't like the fact that it's happening, but it's happening.
[01:12:54.615 --> 01:12:56.957]  And the name of the game is control.
[01:12:57.437 --> 01:13:06.662]  You know, when Zygmunt Brzezinski said about a year and a half ago that they, being us, are becoming more aware of what the plan is,
[01:13:07.518 --> 01:13:09.299]  We have to act and act fast.
[01:13:09.359 --> 01:13:10.979]  We have to do this quickly.
[01:13:11.400 --> 01:13:12.280]  And that's what they're doing.
[01:13:12.900 --> 01:13:17.482]  They are operating and working as if they are running out of time.
[01:13:17.862 --> 01:13:18.463]  And you know what?
[01:13:18.743 --> 01:13:19.503]  I think they are!
