[00:00:01.465 --> 00:00:08.509]  This transmission is coming to you.
[00:48:52.247 --> 00:48:54.248]  Well, they can redefine that any way they want to.
[00:48:54.268 --> 00:48:58.430]  They can say, well, you're speaking out against the government, therefore you must be dangerous.
[00:48:58.930 --> 00:49:05.213]  So we put you in this pile over here, and we want to investigate, do a little background check, and so on and so forth.
[00:49:05.973 --> 00:49:10.297]  You know, I mean, I'm talking about it as if it's low-tech, but that's basically what they're doing.
[00:49:10.677 --> 00:49:24.390]  They're filtering out these conversations, whether it's phone or email, and they're looking for key words and phrases, and they're looking for what they consider to be danger signs, because NSA is in charge of
[00:49:25.091 --> 00:49:28.094]  One of the main technical pillars of the New World Order.
[00:49:28.154 --> 00:49:29.275]  I mean, that's their job.
[00:49:29.715 --> 00:49:31.337]  Is to keep everybody obedient.
[00:49:31.417 --> 00:49:34.280]  Everybody talking about what they're supposed to be talking about.
[00:49:34.700 --> 00:49:36.522]  And not talking about anything else.
[00:49:37.062 --> 00:49:38.243]  It's very simple.
[00:49:38.464 --> 00:49:39.925]  That's their gig.
[00:49:39.965 --> 00:49:40.806]  That's what they do.
[00:49:41.126 --> 00:49:42.688]  And they may as well come right out and say it.
[00:49:43.228 --> 00:49:45.830]  You may as well say, yes, this is what we represent.
[00:49:46.451 --> 00:49:59.101]  We're trying to keep you under wraps and repress anything that you might be thinking or saying that could be against the government, against the established order, against any government agency.
[00:49:59.201 --> 00:50:05.166]  In fact, when are we going to see surveillance, not only surveillance, but action taken?
[00:50:05.206 --> 00:50:08.068]  Well, you know, you spoke out against this mega corporation.
[00:50:09.560 --> 00:50:15.801]  And therefore, you know, we're going to institute some kind of a search warrant or we're going to put you on a list.
[00:50:15.981 --> 00:50:16.522]  Well, wait a minute.
[00:50:16.542 --> 00:50:17.462]  We've already got this.
[00:50:17.502 --> 00:50:21.943]  We've got a corporation basically declaring war on the state of Vermont.
[00:50:22.003 --> 00:50:24.183]  Monsanto has threatened Vermont.
[00:50:24.643 --> 00:50:27.084]  This is now a corporation threatening a state.
[00:50:27.244 --> 00:50:28.244]  I've got it in my pile here.
[00:50:28.544 --> 00:50:36.226]  Monsanto's threatened Vermont with expensive lawsuits if Vermont goes ahead and requires the labeling of GMOs in that state.
[00:50:37.006 --> 00:50:43.851]  And in fact, Ronnie Cummins from the Organic Consumers Association penned an article that we published called, Is Vermont's Governor Surrendering to Monsanto?
[00:50:43.891 --> 00:50:48.894]  So now we've got corporations strong-arming states of the union.
[00:50:49.454 --> 00:50:53.457]  And don't you think that's going to be backed up by the NSA?
[00:50:53.837 --> 00:50:57.840]  I mean, they can now say, okay, so let's focus on Vermont emails for a while.
[00:50:58.340 --> 00:51:14.604]  Let's screw in the lens a little tighter, and let's see what the conversations are about vis-à-vis Monsanto, GMO Foods, etc., etc., because, naturally, we the NSA are behind Monsanto's effort to keep labeling away.
[00:51:14.624 --> 00:51:16.925]  So, that's how it works.
[00:51:17.145 --> 00:51:18.886]  Let's take this, John, beyond the news.
[00:51:18.926 --> 00:51:21.968]  Let's go into the deep psychological reality that we're dealing with here.
[00:51:22.529 --> 00:51:27.512]  The human brain is not wired to recognize a slow, creeping threat.
[00:51:27.972 --> 00:51:36.518]  The human brain is wired with the fight-or-flight response dealing with an immediate life-dangering threat.
[00:51:36.918 --> 00:51:38.860]  You know, a tiger about to eat you or something like that.
[00:51:38.920 --> 00:51:40.080]  Another person attacking you.
[00:51:40.120 --> 00:51:41.421]  The adrenaline starts pumping.
[00:51:41.882 --> 00:51:43.242]  You recognize the danger.
[00:51:43.303 --> 00:51:44.563]  You fight or you run.
[00:51:44.984 --> 00:51:46.845]  But the slow, creeping tyranny
[00:51:47.546 --> 00:51:51.310]  Seems to be happening without any psychological recognition.
[00:51:51.350 --> 00:51:53.393]  It's outside of the awareness of most people.
[00:51:53.833 --> 00:52:01.863]  Even it's gotten to the point where people like you and me and the entire InfoWars crew, we've become somewhat desensitized to the creeping tyranny every single day.
[00:52:02.343 --> 00:52:06.108]  The police state seems more and more normal, even to us, accidentally.
[00:52:07.253 --> 00:52:07.673]  Of course.
[00:52:08.414 --> 00:52:17.503]  And you know, the people who want to remain brain dead about all of this are quite willing to do it, as you say, because they don't want to get into the fight-or-flight mechanism.
[00:52:17.903 --> 00:52:23.789]  They want to pretend, I'm talking now about the sheep, they want to pretend that everything is pretty much okay.
[00:52:23.809 --> 00:52:24.970]  So what do they require?
[00:52:25.431 --> 00:52:26.091]  Assurances.
[00:52:26.852 --> 00:52:29.673]  NSA comes out and says, this is preposterous.
[00:52:30.093 --> 00:52:35.054]  We would never do this, or if we would, it wouldn't have any bad intention.
[00:52:35.094 --> 00:52:41.716]  It's just like when Obama says, yes, I can kill anybody I want to, but I would never do it.
[00:52:42.216 --> 00:52:42.957]  Are you kidding?
[00:52:43.017 --> 00:52:43.777]  That would be absurd.
[00:52:43.817 --> 00:52:45.837]  And so everybody says, oh, thank goodness.
[00:52:46.178 --> 00:52:47.198]  It's on the law books.
[00:52:47.238 --> 00:52:47.898]  He could do it.
[00:52:48.218 --> 00:52:49.659]  But it's just one of those quirks.
[00:52:50.139 --> 00:52:52.419]  You know, they pass a law, but they don't really mean it.
[00:52:52.899 --> 00:52:54.860]  You know, which of course is completely insane.
[00:52:55.000 --> 00:52:58.963]  But this is, you know, this, again, this is what's happening.
[00:52:58.983 --> 00:53:03.485]  Psychology of this is very important to understand, where they say, we want the power, but we promise we won't use it.
[00:53:03.526 --> 00:53:06.567]  Remember when Obama said, I won't sign the NDAA?
[00:53:06.587 --> 00:53:07.128]  And he did.
[00:53:07.148 --> 00:53:09.890]  And he said, I don't want the Arrest Americans section in it.
[00:53:09.930 --> 00:53:13.032]  But then it turns out he's the one who demanded it to be put in there.
[00:53:13.972 --> 00:53:16.253]  How many campaign promises has he broken?
[00:53:16.673 --> 00:53:28.279]  I want to shut down the secret prisons, and it turns out he expands them, and he gives more power to the government and the military to actually run secret prisons and secretly arrest Americans and interrogate Americans and deny them their due process.
[00:53:28.319 --> 00:53:30.760]  It's just on and on.
[00:53:31.240 --> 00:53:37.483]  There's no end to this, and what concerns me, again, back to my main point, John, is that the average American citizen
[00:53:38.383 --> 00:53:40.645]  Just, it's like the frog in the boiling water.
[00:53:40.965 --> 00:53:43.387]  By the time they wake up, it's going to be too late for them.
[00:53:43.668 --> 00:53:44.969]  They're already behind the curve.
[00:53:45.990 --> 00:53:46.410]  You bet.
[00:53:46.730 --> 00:53:47.351]  Absolutely.
[00:53:47.651 --> 00:53:49.993]  Well, what do you think the job of the President is, really?
[00:53:50.433 --> 00:53:52.796]  The job of the President is to be a PR front man.
[00:53:53.096 --> 00:53:55.398]  I don't care whether it's Obama, Bush, Clinton, whoever.
[00:53:55.838 --> 00:54:00.562]  They're there to present a face to the public saying, hey, I'm just like you.
[00:54:00.662 --> 00:54:01.443]  I'm a good guy.
[00:54:01.463 --> 00:54:03.244]  I wouldn't do anything to hurt you.
[00:54:04.065 --> 00:54:05.926]  And everybody goes, well, I guess that's right.
[00:54:05.986 --> 00:54:06.706]  I mean, look at him.
[00:54:06.746 --> 00:54:07.866]  He's chatty.
[00:54:07.947 --> 00:54:08.587]  He can talk.
[00:54:08.627 --> 00:54:09.427]  He plays golf.
[00:54:09.467 --> 00:54:10.127]  He jogs.
[00:54:10.187 --> 00:54:12.148]  Whatever he does, he plays the saxophone.
[00:54:12.988 --> 00:54:14.289]  So he must be OK.
[00:54:14.429 --> 00:54:16.770]  I mean, this guy is not going to turn against me.
[00:54:17.250 --> 00:54:19.311]  Well, that's what a PR front man does.
[00:54:19.751 --> 00:54:21.452]  Assures everybody everything's OK.
[00:54:21.472 --> 00:54:25.073]  Meanwhile, in the background, all of this very sinister stuff is going on.
[00:54:25.560 --> 00:54:33.290]  This is why I think Disney movies are very deceptive because they train, if you watch a Disney movie for kids, the bad guys always look bad.
[00:54:33.751 --> 00:54:39.979]  They wear black, they have a sinister mustache, they talk in a sinister way, you can immediately identify they're the bad guy.
[00:54:40.620 --> 00:54:44.983]  But in the real world, a lot of the bad guys are prepped for television.
[00:54:45.023 --> 00:54:49.706]  They've got the teleprompters, the makeup, the hair, the right shoes, the right shoe shine color.
[00:54:50.166 --> 00:54:55.750]  There's been all kinds of polls and surveys of thousands of people to determine the exact color and shape of the tie.
[00:54:56.150 --> 00:54:57.351]  Should it be striped or solid?
[00:54:57.871 --> 00:55:07.377]  So they're put out there as this wonderful-looking good guy, when in fact, they're the demonic evildoer that the Disney movies
[00:55:07.617 --> 00:55:10.586]  Would tend to portray as a sinister, evil-looking person.
[00:55:11.929 --> 00:55:12.329]  You bet.
[00:55:12.389 --> 00:55:16.512]  I mean, who is the most sympathetic president we've had in memory?
[00:55:16.572 --> 00:55:17.212]  Jimmy Carter.
[00:55:17.953 --> 00:55:21.715]  I just like you, I like you, and I like you even more than I like you.
[00:55:22.475 --> 00:55:24.376]  And in the meantime, what's he doing?
[00:55:24.396 --> 00:55:28.739]  He's turning over the foreign policy of the United States to six guys from the Trilateral Commission.
[00:55:29.379 --> 00:55:29.640]  Right?
[00:55:30.000 --> 00:55:32.541]  And he's saying, it doesn't really matter because I like you.
[00:55:32.901 --> 00:55:33.822]  And I really like you.
[00:55:33.842 --> 00:55:35.443]  Wait, isn't that the slogan from 7-Up?
[00:55:35.483 --> 00:55:36.604]  You like it, it likes you?
[00:55:37.204 --> 00:55:38.285]  Jimmy Carter drinks 7-Up!
[00:55:40.586 --> 00:55:41.587]  That's exactly it.
[00:55:41.907 --> 00:55:43.668]  You see, that's the same technique.
[00:55:43.708 --> 00:55:45.809]  It's absolutely the same technique, and you're right.
[00:55:46.249 --> 00:55:55.074]  What we need from Disney, if you're listening, is we need a movie where the bad guy looks great.
[00:55:56.115 --> 00:55:59.977]  He looks terrific, and he acts really great, and then the good guy looks bad.
[00:56:00.477 --> 00:56:05.800]  Let's just turn it around for a while, make about 50 of those, and people might start to wake up.
[00:56:06.601 --> 00:56:07.242]  Yeah, exactly.
[00:56:07.262 --> 00:56:10.044]  And I think, look at what is really authentic.
[00:56:10.084 --> 00:56:11.266]  I think that's the key question.
[00:56:11.306 --> 00:56:17.552]  If you watch InfoWars, if you listen to Alex Jones, if you just look at what we wear, for example.
[00:56:17.772 --> 00:56:20.094]  You can tell, I didn't spend a fortune on this wardrobe.
[00:56:20.114 --> 00:56:27.322]  This is my ranch shirt because I actually, I have goats and I have free range chickens and I take care of ranch animals.
[00:56:27.942 --> 00:56:32.324]  And I was actually on a tractor this morning before I came in here, literally working on the tractor before the show.
[00:56:33.364 --> 00:56:33.944]  It's authentic.
[00:56:33.984 --> 00:56:40.887]  There are no teleprompters here, whether it's Rob Dew or John Baum or anyone who's hosting, Aaron Dykes.
[00:56:41.187 --> 00:56:42.607]  There are no teleprompters.
[00:56:42.647 --> 00:56:43.588]  This is reality.
[00:56:43.628 --> 00:56:46.329]  This is real, live-thinking people who aren't puppets.
[00:56:46.929 --> 00:56:55.012]  That's the difference, where everything from the conventional media, from the White House especially, is shaped and sculpted to
[00:56:55.832 --> 00:56:59.073]  To push the buttons of your psychology that will make you love what they're doing.
[00:57:00.513 --> 00:57:03.393]  I think this is now turning against them because of the internet.
[00:57:03.473 --> 00:57:05.654]  Because people are realizing just what you said, Mike.
[00:57:06.394 --> 00:57:11.855]  The people that are supposed to be authentic, who are the real phonies, they're relying on one script after another.
[00:57:11.895 --> 00:57:12.855]  Script, script, script.
[00:57:13.315 --> 00:57:14.495]  Teleprompter, teleprompter.
[00:57:14.555 --> 00:57:17.076]  And when the teleprompter breaks down, they don't know what to do.
[00:57:17.176 --> 00:57:18.456]  Yeah, literally.
[00:57:18.476 --> 00:57:20.836]  Somebody puts the switch and they're just standing there.
[00:57:21.196 --> 00:57:22.157]  You know, what do I do now?
[00:57:22.197 --> 00:57:22.877]  What do I say?
[00:57:22.937 --> 00:57:24.897]  Because I've got nothing, really.
[00:57:25.277 --> 00:57:30.283]  We should demand teleprompter-free representatives in Washington.
[00:57:30.323 --> 00:57:32.045]  Yeah, this is a great idea.
[00:57:32.325 --> 00:57:34.888]  A lot more with John Rappaport straight ahead.
[00:57:34.928 --> 00:57:36.790]  This is Mike Adams hosting for Alex Jones.
[00:57:37.131 --> 00:57:39.193]  We'll be right back after this break with much more.
[00:57:39.253 --> 00:57:39.754]  Stay with us!
[00:57:51.115 --> 00:57:58.078]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, that I was still starving.
[00:57:58.318 --> 00:58:15.944]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[00:58:16.204 --> 00:58:20.326]  I then searched out the best vitamin and mineral company out there.
[00:58:20.606 --> 00:58:21.687]  I've lost 37 pounds in two months.
[00:58:21.727 --> 00:58:24.289]  Simply getting the vitamins and minerals I need.
[00:58:50.826 --> 00:58:55.070]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:58:55.390 --> 00:58:55.990]  Number one.
[00:58:56.291 --> 00:58:59.453]  New climate legislation could easily double or triple your electric bill.
[00:58:59.713 --> 00:59:00.294]  Number two.
[00:59:00.574 --> 00:59:05.138]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:59:05.478 --> 00:59:05.918]  It's true.
[00:59:06.219 --> 00:59:10.782]  Total government control of electricity in the name of smart grid technology is coming.
[00:59:11.082 --> 00:59:11.543]  Number three.
[00:59:11.903 --> 00:59:15.187]  In some areas of the country, the power grid is dangerously overloaded.
[00:59:15.487 --> 00:59:19.212]  And now, new socialist legislation is only compounding the problem.
[00:59:20.193 --> 00:59:22.556]  Dangerous weather is always a threat to local grids.
[00:59:22.976 --> 00:59:26.300]  Every year, thousands of families lose their power from weather-related outages.
[00:59:27.421 --> 00:59:31.343]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:59:31.563 --> 00:59:36.326]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:59:36.626 --> 00:59:40.648]  You can get more information at www.mysolarbackup.com.
[00:59:40.788 --> 00:59:42.369]  That's mysolarbackup.com.
[00:59:42.589 --> 00:59:47.191]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[00:59:52.045 --> 00:59:54.908]  Coast to coast, direct from Austin.
[00:59:55.648 --> 00:59:59.732]  You're listening to the Alex Jones Broadcasting Network.
[01:00:02.675 --> 01:00:08.700]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:09.321 --> 01:00:12.304]  It's Alex Jones and the GCN Radio Network.
[01:00:15.936 --> 01:00:19.998]  We're continuing our interview today and welcome back to the Alex Jones Show.
[01:00:20.038 --> 01:00:24.500]  This is Mike Adams, the health ranger, filling in for Alex on this live Sunday edition.
[01:00:25.101 --> 01:00:32.284]  Alex is working on other projects today, but he does have an interview with Senator Rand Paul coming up in about half an hour.
[01:00:32.825 --> 01:00:42.930]  And that looks to be a really interesting interview where Rand Paul is going to be talking about what he calls a calamity, that's his word for it, the financial calamity that
[01:00:43.610 --> 01:00:50.039]  Is ahead for us if we don't make some very important and urgent changes in our financial dealings here in this country.
[01:00:50.459 --> 01:00:56.508]  John Rappaport from nomorefakenews.com is joining us right now and we've been talking about a number of issues.
[01:00:56.568 --> 01:00:59.391]  I want to open the discussion with this, John.
[01:01:00.532 --> 01:01:19.845]  Isn't it interesting how the more we learn about the way the government really works, about the way the media really works, about alternative news like InfoWars, isn't it interesting how we can take that knowledge and then look back into the past and reanalyze, reinterpret events in the past with greater wisdom?
[01:01:19.905 --> 01:01:21.627]  For example, Oklahoma City.
[01:01:22.347 --> 01:01:29.473]  So, Alex has been talking about this movie quite a bit, A Noble Lie, right here, which is a really, very informative film.
[01:01:30.153 --> 01:01:35.757]  And I realized from this that back in, I believe Oklahoma City was in 1994, 1995, here it is.
[01:01:36.658 --> 01:01:51.710]  Back then, I remember believing the government's story, when they said they found the axle of a truck, the truck that blew up, and they said they could read the vehicle number off the axle, and then they could locate the vehicle, and they found Timothy McVeigh based off of that.
[01:01:52.690 --> 01:02:11.938]  I remember buying that you know I was I was younger I was like okay yeah maybe the vehicle numbers are on the axles well turns out that's complete fiction there are no VIN numbers on axles of vehicles and now we know that now we can look back into the past and we can reinterpret that what are your thoughts on this John and are there some other topics that we need to reanalyze now based on what we know today
[01:02:13.666 --> 01:02:21.632]  Well, it's interesting you bring that up, Mike, because in 1995 I wrote a book called Oklahoma City Bombing, The Suppressed Truth.
[01:02:22.892 --> 01:02:27.135]  And what I did was I started interviewing people who were down there at the time.
[01:02:27.155 --> 01:02:29.797]  The full story was not clear.
[01:02:30.318 --> 01:02:32.699]  The new video, Noble Truth,
[01:02:34.449 --> 01:02:34.729]  A noble lie.
[01:02:34.749 --> 01:02:36.131]  Is it a noble truth or a noble lie?
[01:02:36.231 --> 01:02:37.452]  A noble lie, yeah.
[01:02:37.752 --> 01:02:40.115]  Is a more complete story.
[01:02:40.436 --> 01:02:51.509]  But I remember calling a reporter on the main newspaper in Oklahoma City and I said, you know, somebody must have seen this building come down.
[01:02:52.725 --> 01:02:53.125]  Come on!
[01:02:53.506 --> 01:03:12.098]  I've been reading all these news reports and so on and I don't see one witness who actually was on the street and saw the building collapse and was interviewed by the FBI or the police or whatever and she said, yeah so and I said well don't you think that's important because for example suppose the building came straight down
[01:03:13.792 --> 01:03:22.442]  That indicates that it was not a truck bomb that caused that horizontal damage, but there were interior charges placed on the structure, and it came straight down.
[01:03:22.862 --> 01:03:26.546]  She said, well, there was one guy I interviewed, and she gave me his name, it's in the book.
[01:03:27.187 --> 01:03:28.728]  She said, you could talk to him, and I said,
[01:03:29.389 --> 01:03:33.011]  So give me his phone number, and we wrangled, and I got his phone number, and I called him up.
[01:03:33.971 --> 01:03:34.912]  He denied everything.
[01:03:35.292 --> 01:03:36.813]  He said, no, I never saw it come down.
[01:03:36.853 --> 01:03:37.954]  I saw it after it came down.
[01:03:37.994 --> 01:03:41.836]  I called back the reporter on the Oklahoma paper, and I said, he just called you a liar.
[01:03:41.856 --> 01:03:43.516]  And she said, absolutely not.
[01:03:43.556 --> 01:03:44.937]  She said, I've got my notes here.
[01:03:45.297 --> 01:03:46.398]  I talked to this guy.
[01:03:46.718 --> 01:03:49.379]  He said that the building came straight down.
[01:03:49.720 --> 01:03:50.400]  He saw it.
[01:03:50.480 --> 01:03:51.541]  He was on the street.
[01:03:52.501 --> 01:03:55.945]  And he's never been interviewed extensively by the FBI.
[01:03:56.705 --> 01:04:00.990]  And that was the tip-off to me, that the whole thing was a sham right from the beginning.
[01:04:02.051 --> 01:04:04.193]  And that's how the book started.
[01:04:04.373 --> 01:04:13.042]  And you know, when the Twin Towers came down, I wrote on No More Fake News, the first thing I wrote that morning was, look at the explosion.
[01:04:14.139 --> 01:04:16.141]  Look at the explosion, please.
[01:04:16.521 --> 01:04:23.266]  I don't know what's happening yet, but if you look at the nature of the explosion, you're going to find out something here, I'm sure of it.
[01:04:23.907 --> 01:04:30.952]  And, you know, a few weeks later, people began writing and talking about, hey, sections of this building just came falling straight down.
[01:04:30.992 --> 01:04:31.773]  How do you do that?
[01:04:32.202 --> 01:04:33.363]  Yeah, yeah exactly.
[01:04:33.383 --> 01:04:50.453]  I remember I had a friend who was in the Army at that time and he was actually trained in the use of explosives in the Army and he did the numbers for me and wrote down the numbers of the how many feet per second of the blast wave and so on and he said the Oklahoma City couldn't be from that truck bomb and I didn't know what to make of it at the time.
[01:04:50.473 --> 01:04:52.074]  I didn't know so what am I supposed to do?
[01:04:52.835 --> 01:04:57.718]  Well now I know and we'll be right back on the Alex Jones Show straight ahead more on Oklahoma City.
[01:05:03.047 --> 01:05:10.715]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:05:11.155 --> 01:05:14.779]  Alex and his staff have used these pure soap products for years.
[01:05:15.239 --> 01:05:22.026]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:05:22.546 --> 01:05:25.349]  See them on the web at 5starsoap.com.
[01:05:25.549 --> 01:05:30.052]  Or call 800-340-7091 for a free catalog.
[01:05:30.392 --> 01:05:36.055]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:05:36.335 --> 01:05:41.438]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:05:41.738 --> 01:05:43.359]  This is an amazing deal.
[01:05:43.719 --> 01:05:48.322]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:05:48.962 --> 01:05:52.104]  See them on the web at 5starsoap.com or call
[01:05:52.784 --> 01:05:56.607]  800-340-7091 for a free catalog.
[01:06:02.692 --> 01:06:08.256]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[01:06:08.716 --> 01:06:11.258]  You're listening to the Alex Jones Show!
[01:06:21.772 --> 01:06:24.714]  We're talking with investigative researcher John Rappaport.
[01:06:25.095 --> 01:06:26.896]  This is the Alex Jones Show.
[01:06:26.936 --> 01:06:28.437]  Thank you once again for joining us.
[01:06:28.537 --> 01:06:32.100]  Mike Adams filling in for Alex today on the Sunday Live edition.
[01:06:33.161 --> 01:06:39.165]  And in just about 20 minutes or so, Alex actually has an interview with Senator Rand Paul.
[01:06:39.646 --> 01:06:42.088]  That's an interview you absolutely do not want to miss.
[01:06:42.328 --> 01:06:43.068]  It's hard-hitting.
[01:06:43.889 --> 01:06:57.321]  Now, what we're talking about right now is how I think America has a heightened sense of skepticism today that did not exist in 1994, 1995 with Oklahoma City, even with the ATF raid on Waco, even 2001, the 9-11 Twin Towers and WTC7.
[01:07:06.810 --> 01:07:08.531]  I think we have a lot more skepticism today.
[01:07:08.571 --> 01:07:10.191]  I think people ask more questions today.
[01:07:10.231 --> 01:07:25.557]  In a sense, I would actually say that InfoWars helps prevent false flag attacks because the corrupt elements of government that try to plan these attacks, and it's probably just some subculture of evil, evildoers, to use George Bush's word,
[01:07:26.577 --> 01:07:37.583]  Inside government, who plan and plot these things, they gotta be listening to this show and saying, how do we pull off an attack that Alex Jones and his network of tipsters won't detect?
[01:07:38.224 --> 01:07:40.485]  Because they can't get away with it anymore!
[01:07:40.925 --> 01:07:42.106]  And that's saving lives!
[01:07:42.146 --> 01:07:43.607]  That's actually defending life!
[01:07:43.667 --> 01:07:46.328]  So that's one more way in which InfoWars saves lives.
[01:07:46.388 --> 01:07:48.189]  John, your thoughts on the subject?
[01:07:48.510 --> 01:07:49.290]  You bet, Mike.
[01:07:49.590 --> 01:07:50.191]  Absolutely.
[01:07:51.171 --> 01:07:55.273]  When I started watching InfoWars on a daily basis,
[01:07:56.414 --> 01:07:57.795]  It suddenly came over me.
[01:07:57.815 --> 01:08:01.398]  This really is replacing major media.
[01:08:01.518 --> 01:08:02.019]  Sure it is.
[01:08:02.259 --> 01:08:03.400]  I mean, it really is.
[01:08:03.420 --> 01:08:05.722]  It just doesn't seem that way.
[01:08:06.202 --> 01:08:07.123]  You know, it is.
[01:08:07.143 --> 01:08:08.644]  It actually is.
[01:08:08.664 --> 01:08:17.251]  And when you look at all the stories that are posted every day, and the constantly changing stories, I mean, aside from being a highly professional operation,
[01:08:17.972 --> 01:08:25.581]  This site is breaking stories in profusion, one after another, that the major media absolutely will not cover.
[01:08:26.122 --> 01:08:30.828]  I'll tell you one thing, if they did cover it, they could actually survive, financially.
[01:08:31.288 --> 01:08:36.054]  They could, but they won't, because they're part of the machine dedicated to the lie, so they won't.
[01:08:36.795 --> 01:08:37.816]  Well let's be upfront about it.
[01:08:38.156 --> 01:08:39.617]  InfoWars is the watchdog.
[01:08:40.097 --> 01:08:40.497]  Period.
[01:08:40.597 --> 01:08:41.838]  InfoWars is the watchdog.
[01:08:41.898 --> 01:08:42.878]  It is the whistleblower.
[01:08:42.919 --> 01:08:47.681]  They're the network of Alex Jones listeners and InfoWars viewers and readers.
[01:08:48.121 --> 01:08:57.507]  That is the network of people who are actually following the if you see something say something slogan that Janet Napolitano says except they're using it to watch government.
[01:08:58.027 --> 01:09:03.590]  Instead of spying on their neighbors and spying on their citizens, they're watching government and saying, what are you doing?
[01:09:03.610 --> 01:09:05.931]  And that's a healthy thing in a republic.
[01:09:06.211 --> 01:09:07.972]  That's a healthy thing in a democracy.
[01:09:08.352 --> 01:09:14.876]  That is the health of the state, for the good of the people, has to rely on citizens actually keeping an eye on their government.
[01:09:15.376 --> 01:09:16.577]  Would you agree with that, John?
[01:09:17.813 --> 01:09:23.435]  When I grew up, Mike, we're talking now the late 1940s and early 1950s.
[01:09:24.295 --> 01:09:31.258]  If you had plonked down the Alex Jones Show in front of anybody then, they would have had a heart attack and died.
[01:09:31.438 --> 01:09:31.658]  Why?
[01:09:31.998 --> 01:09:32.178]  Why?
[01:09:32.678 --> 01:09:40.601]  Because all of a sudden, the truth would have come in, in such tremendous velocity and acceleration.
[01:09:40.881 --> 01:09:42.142]  Because in those days,
[01:09:43.590 --> 01:09:44.811]  Everything was a cover-up.
[01:09:45.351 --> 01:09:49.214]  I mean, you just accepted what the New York Times said as the scripture.
[01:09:49.615 --> 01:09:50.435]  That was your news.
[01:09:50.475 --> 01:09:53.457]  You watched the little TV news as TV came online.
[01:09:53.978 --> 01:09:55.239]  And that was your life.
[01:09:55.319 --> 01:09:56.400]  I mean, that's all you knew.
[01:09:57.040 --> 01:10:02.344]  And to even think, to even imagine that there were any cover-ups going on at the time.
[01:10:02.384 --> 01:10:05.867]  People wouldn't even know what you meant if you said the term cover-up.
[01:10:06.187 --> 01:10:08.488]  So I'm just saying to you, in my lifetime,
[01:10:09.269 --> 01:10:10.650]  How far things have come.
[01:10:11.031 --> 01:10:19.218]  Now to this point, where you've got InfoWars, who is blowing the whistle on every major story in the world, day after day after day.
[01:10:19.759 --> 01:10:27.806]  The mindset of people a mere 50-60 years ago would have been stroking out, having heart attacks, falling down in the street.
[01:10:28.247 --> 01:10:29.748]  They wouldn't have been able to even
[01:10:31.560 --> 01:10:36.564]  Well, because they were living in that fabricated reality.
[01:10:36.604 --> 01:10:50.656]  I mean, you see the same thing today with people who are addicted to cable news, who are addicted to White House announcements, who all of a sudden, for the first time, you peel away the veil of secrecy, you open their eyes, you awaken them, to use that metaphor.
[01:10:51.136 --> 01:11:00.019]  And they see a piece of real news from the real media, which is InfoWars, alternative media websites like yours and mine, and InfoWars.com as well.
[01:11:00.439 --> 01:11:01.660]  When they see that, they do freak out.
[01:11:02.080 --> 01:11:03.820]  They go into denial.
[01:11:03.840 --> 01:11:06.541]  You can see it with 9-11 when you talk about World Trade Center 7.
[01:11:07.562 --> 01:11:08.642]  You can see it right there.
[01:11:08.662 --> 01:11:15.184]  I remember Jim Mars, in an interview with Jim Mars that I did, he said, how can two airplanes knock down three buildings?
[01:11:17.065 --> 01:11:17.445]  Come on!
[01:11:18.706 --> 01:11:19.506]  It's basic math.
[01:11:20.006 --> 01:11:21.008]  Yes, basic math.
[01:11:21.368 --> 01:11:32.665]  You're right, because I talk to people like you're alluding to here, and basically what they're saying is if the government is lying to us, or CNN is lying to us,
[01:11:33.871 --> 01:11:34.891]  Then where would we be?
[01:11:34.951 --> 01:11:35.932]  We wouldn't know what to do.
[01:11:36.412 --> 01:11:38.153]  So therefore they couldn't be lying to us.
[01:11:38.253 --> 01:11:40.214]  I mean, this is what passes for logic now.
[01:11:40.734 --> 01:11:50.478]  We have to accept whatever, what they're saying because otherwise we would think that they're actually conspirators and that would be psychologically so devastating that we couldn't handle it.
[01:11:50.899 --> 01:11:54.300]  Well, those people are now falling into the minority.
[01:11:54.340 --> 01:11:56.521]  They're actually becoming the minority.
[01:11:56.541 --> 01:11:56.881]  That's right.
[01:11:56.921 --> 01:11:59.602]  And the majority are people who are saying, are you kidding?
