[00:00:01.857 --> 00:00:02.420]  We've got it!
[00:49:27.458 --> 00:49:30.879]  And they didn't just do that, they didn't just know for 10 years and not care.
[00:49:32.420 --> 00:49:34.401]  They're eugenicists.
[00:49:34.421 --> 00:49:38.042]  They believe this was good for the hemophiliacs to die.
[00:49:39.005 --> 00:49:40.225]  You can pull up the newscast on it.
[00:49:40.245 --> 00:49:43.606]  You can pull up the minutes of their executives laughing about it.
[00:49:44.287 --> 00:49:46.127]  And you're like, but that doesn't sound human.
[00:49:46.427 --> 00:49:47.908]  You're not a globalist.
[00:49:48.588 --> 00:49:50.529]  They think of you as dumb animals.
[00:49:51.209 --> 00:49:52.609]  They get off on it.
[00:49:54.610 --> 00:49:55.650]  I mean, are they right?
[00:49:56.851 --> 00:49:57.511]  Are they right?
[00:49:57.571 --> 00:49:58.871]  I mean, is this what people deserve?
[00:49:58.911 --> 00:49:59.891]  Is this what people want?
[00:50:00.252 --> 00:50:02.472]  Is this who you really are?
[00:50:02.492 --> 00:50:07.494]  I mean, I'm here telling you that most products that are processed have melamine.
[00:50:08.379 --> 00:50:21.086]  And have bisphenol A, and have aspartame, and have fluoride, and thousands of studies together, their own documents, and then I find the documents where they admit they're doing it on purpose.
[00:50:21.586 --> 00:50:33.852]  And I have to then sit there and watch the perpetrators on the news as philanthropists, giving money to GMO, our food, and force vaccinations.
[00:50:35.293 --> 00:50:37.134]  There it is, hemophiliac suits, says Bayer,
[00:50:38.430 --> 00:50:41.332]  Products caused HIV, Hepatitis C. That's from 2003.
[00:50:41.452 --> 00:50:46.235]  It's since been, they've since won those cases and people have been to prison for it.
[00:50:47.016 --> 00:50:48.156]  That's out of the Sun-Times.
[00:50:48.216 --> 00:50:51.498]  I doubt that link will still work for 2003, but good job finding that old article.
[00:50:53.140 --> 00:51:02.786]  Yeah, we were just digging around there and found a tape from 1999 on my radio show where I had the doctor on who worked in the Arkansas prisons.
[00:51:04.637 --> 00:51:15.792]  And they were, the jail guards were told by the state, sell drugs to all your inmates because we'll take blood from them every two, three days.
[00:51:15.812 --> 00:51:19.417]  It doesn't matter if they're like scarecrow zombies, they want their cocaine and methamphetamine.
[00:51:20.236 --> 00:51:22.077]  And this all came out in the news.
[00:51:22.457 --> 00:51:25.358]  It doesn't matter if they've all got HIV and hepatitis.
[00:51:26.879 --> 00:51:30.200]  The company in Canada was buying the blood out of Arkansas and all their prisons.
[00:51:30.540 --> 00:51:31.661]  Clinton was getting part of the money.
[00:51:31.681 --> 00:51:33.681]  It was called the Arkansas Blood Scan.
[00:51:33.701 --> 00:51:34.342]  We can pull it up.
[00:51:34.982 --> 00:51:38.823]  And a week after I interviewed that doctor, they firebombed his clinic.
[00:51:39.504 --> 00:51:44.906]  The same night they robbed the Hemophiliac Society in Canada to try to get the computers.
[00:51:45.942 --> 00:51:48.223]  But it didn't help them, but it didn't matter, they didn't get in trouble.
[00:51:48.503 --> 00:51:55.365]  I mean, I guess in France they put some people in jail, some executives, but that was just a small part of it.
[00:51:55.846 --> 00:52:01.047]  And just imagine, yeah, we'll buy as much blood as you got.
[00:52:01.628 --> 00:52:02.168]  Where you got?
[00:52:02.188 --> 00:52:09.210]  Well, we got a bunch of people with HIV and AIDS and hepatitis and tuberculosis and everything else you want.
[00:52:09.750 --> 00:52:10.871]  Give us all the blood we can get.
[00:52:12.391 --> 00:52:14.092]  And then I interviewed the guy and he gets firebombed.
[00:52:15.538 --> 00:52:17.079]  In fact, just type in for folks and we'll show them.
[00:52:17.679 --> 00:52:20.781]  And listeners on radio can do this if you're not watching at PrisonPlanet.tv.
[00:52:21.121 --> 00:52:25.383]  Just type in Arkansas Blood Scandal and that'll give folks a place to start.
[00:52:25.724 --> 00:52:27.665]  And people are like, well then why don't they just kill you?
[00:52:29.466 --> 00:52:37.510]  Most common question, I say it almost every show because if they kill me it underlines everything I say, it highlights it, it puts 20 exclamation points behind it.
[00:52:39.951 --> 00:52:43.874]  Also, I'm under such incredible surveillance by multi-agencies
[00:52:44.724 --> 00:52:49.954]  And I've been sent letters from the Army, leaked, that Ron Paul and myself have Army intelligence watching us.
[00:52:52.719 --> 00:52:55.505]  And going over all of that...
[00:52:58.780 --> 00:53:00.581]  You know, there it was that we have rallies and stuff.
[00:53:00.601 --> 00:53:06.183]  They have plainclothes army there watching us, saying, don't let them know you're an army.
[00:53:06.243 --> 00:53:07.183]  They may kill you.
[00:53:07.223 --> 00:53:09.064]  Yes, I might kill you, they say.
[00:53:09.484 --> 00:53:10.224]  How ridiculous.
[00:53:10.244 --> 00:53:13.445]  Of course, I shouldn't even be sarcastic and go, oh yes, we might kill you.
[00:53:13.465 --> 00:53:15.246]  Now, look at this Daily Mail article.
[00:53:15.266 --> 00:53:16.847]  It was also in L.A.
[00:53:16.887 --> 00:53:17.227]  Times.
[00:53:17.727 --> 00:53:23.109]  Muslim businesswoman becomes terror suspect after he texts staff he's going to blow away the competition.
[00:53:24.105 --> 00:53:26.347]  And we'll show folks a document cam here of this.
[00:53:27.128 --> 00:53:36.135]  This guy runs a major telecommunications company in Quebec, and they were going to a trade show, and he said, I want to blow away the competition with our products.
[00:53:36.876 --> 00:53:43.381]  And they raided his house, said he was a terrorist, arrested him, indefinitely detained him, and told his wife he is a terrorist.
[00:53:43.722 --> 00:53:44.723]  But wait, it gets better.
[00:53:46.864 --> 00:53:51.949]  Two young Brits, as you know, last week, a guy and his girlfriend,
[00:53:53.243 --> 00:53:56.186]  That's probably his crime right there, he likes blondes.
[00:53:58.067 --> 00:54:04.172]  Two British friends were detained at Los Angeles Airport after the Department of Homeland Security misinterpreted several statements on their Twitter.
[00:54:04.713 --> 00:54:09.477]  And one message was, we're gonna party, paint the town red, yeah, burn it down.
[00:54:10.657 --> 00:54:12.659]  You know, that kind of statement was, yeah, we're gonna party!
[00:54:12.679 --> 00:54:15.142]  Yeah, we're gonna destroy L.A.!
[00:54:15.362 --> 00:54:15.883]  Awesome!
[00:54:16.223 --> 00:54:17.304]  Man, I'm gonna visit this and that!
[00:54:17.584 --> 00:54:24.091]  I mean, the system knows that it was a figure of speech, but it's about the mindlessness of it.
[00:54:24.432 --> 00:54:26.714]  Oh, a five-year-old was arrested today for
[00:54:27.915 --> 00:54:29.236]  For running at recess.
[00:54:29.416 --> 00:54:30.236]  People won't believe that.
[00:54:30.316 --> 00:54:31.917]  Show them this.
[00:54:31.937 --> 00:54:37.920]  Because I thought it was just the kid arrested for touching the other kid's leg in tag and being sexually charged with sexual assault.
[00:54:38.180 --> 00:54:44.322]  Then I found AP, Town Hall, I found just scores of lists all over the nation.
[00:54:44.683 --> 00:54:49.185]  Five-year-olds, seven-year-olds are arrested and charged under juvenile court.
[00:54:49.225 --> 00:54:53.106]  The parents don't know their rights, waive their kids' rights, and that's their life's over.
[00:54:53.366 --> 00:54:56.388]  They're in the system for jogging at recess.
[00:54:57.228 --> 00:54:59.289]  Type in running now illegal at recess.
[00:54:59.690 --> 00:55:01.971]  I thought, I thought you just got in trouble.
[00:55:02.011 --> 00:55:03.172]  No, no, no, you go to jail.
[00:55:06.874 --> 00:55:08.375]  So this is the new system now.
[00:55:09.480 --> 00:55:16.125]  I know the holy sacrament of a bunch of steroid heads running around fighting with each other on the field.
[00:55:16.246 --> 00:55:17.266]  True manliness.
[00:55:17.467 --> 00:55:19.108]  True manliness.
[00:55:19.188 --> 00:55:23.331]  Not protecting your kids from all this, but the true manliness is about to happen in 30 minutes.
[00:55:24.572 --> 00:55:35.061]  And all the propaganda and the terrible music and just all of the cheap cultural death that's destroying our cultures coming up in the good wholesome football game.
[00:55:36.738 --> 00:55:39.321]  And all the people, you know, that are 200 pounds overweight.
[00:55:40.302 --> 00:55:44.446]  There's the Town Hall article by George Will, where it says, arresting five-year-olds.
[00:55:46.007 --> 00:55:47.068]  Running at recess.
[00:55:47.289 --> 00:55:47.869]  Washington.
[00:55:49.591 --> 00:55:51.933]  Called to a Florida school that could not cope.
[00:55:51.993 --> 00:55:54.115]  Police led the disorderly student away in handcuffs.
[00:55:54.816 --> 00:55:56.338]  All 40 pounds of the five-year-old.
[00:55:57.539 --> 00:55:58.059]  The crime?
[00:55:59.321 --> 00:56:00.342]  Running at recess.
[00:56:04.164 --> 00:56:32.751]  Anyways, imagine all of the people drinking the poison, 200 pounds overweight, starving for nutrients, eating all the calories but devoid of nutrients, the self-propelled stomachs, rolling in to the TSA facility, everyone gets a genital grub, small children taught to be molested, psychologists to put it on record, TSA feds out of jurisdiction, big Jumbotron screens with Janet Napolitano,
[00:56:36.121 --> 00:56:37.903]  You did find Arkansas Times contaminated?
[00:56:37.923 --> 00:56:38.664]  Just put that up then.
[00:56:38.865 --> 00:56:39.585]  Better late than never.
[00:56:40.927 --> 00:56:45.252]  Bloody awful how money and politics contaminate Arkansas' prison plasma program.
[00:56:45.272 --> 00:56:46.895]  It was always corrupt.
[00:56:46.995 --> 00:56:48.196]  An open vampire system.
[00:56:48.997 --> 00:56:50.379]  I'm sorry, let me continue here.
[00:56:52.540 --> 00:56:54.941]  TSA is now popping up at checkpoints all over the country.
[00:56:55.081 --> 00:56:58.042]  You will not escape pedophiles grabbing your genitals and your children's genitals.
[00:56:58.543 --> 00:56:59.043]  But here it is.
[00:56:59.083 --> 00:57:02.885]  TSA trains Super Bowl hot dog sellers to spot terrorists.
[00:57:03.305 --> 00:57:06.666]  Viper search team to be out in force before Sunday's big game.
[00:57:07.226 --> 00:57:08.467]  Drudge picked that up Friday.
[00:57:08.767 --> 00:57:10.788]  And Fox News does this all the time now.
[00:57:11.128 --> 00:57:19.692]  They took our article, left our name on it, published it, and put on the headline, TSA deploys wiener watchers at Super Bowl.
[00:57:20.772 --> 00:57:21.713]  And again,
[00:57:23.419 --> 00:57:25.821]  Little control freaks spying on everyone.
[00:57:26.081 --> 00:57:34.127]  They're teaching us not to trust each other, but trust the big jumbo screen of Homeland Security head, who openly ordered the underwear bomber be put on the plane.
[00:57:35.248 --> 00:57:35.868]  That's on record.
[00:57:36.389 --> 00:57:38.290]  I mean, the government runs the terrorists.
[00:57:38.390 --> 00:57:44.955]  It's the foreign banks that have hijacked America, and the TV shows all of it selling you a terror threat that doesn't exist.
[00:57:45.015 --> 00:57:47.417]  Honeybees are far more deadly than terrorists.
[00:57:47.617 --> 00:57:48.238]  We'll be right back.
[00:57:51.997 --> 00:57:54.599]  I've been telling you about eFoodsDirect for a while now.
[00:57:54.920 --> 00:57:58.402]  Here are my top 10 reasons to stock up on food from eFoodsDirect.
[00:57:58.603 --> 00:58:01.365]  Number 10, the food I get from eFoodsDirect tastes great.
[00:58:03.012 --> 00:58:03.192]  I think?
[00:58:25.259 --> 00:58:29.362]  Number two, I have my own food supply and don't depend on the grocery store.
[00:58:29.563 --> 00:58:35.427]  And the number one reason I promote eFoodsDirect is they build special offers just for my listeners.
[00:58:35.788 --> 00:58:36.568]  Folks, don't wait.
[00:58:36.728 --> 00:58:37.929]  Get prepared now.
[00:58:37.989 --> 00:58:39.671]  We all need to be self-sufficient.
[00:58:39.951 --> 00:58:42.493]  Call eFoodsDirect at 800-409-5633 and ask for the Alex Jones Special.
[00:58:42.533 --> 00:58:45.055]  Call eFoodsDirect at 800-409-5633 or eFoodsDirect.com forward slash Alex.
[00:58:52.526 --> 00:58:54.008]  Hi folks, this is Alex Jones.
[00:58:54.228 --> 00:58:59.254]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[00:58:59.534 --> 00:59:00.896]  Saving means to make money.
[00:59:01.076 --> 00:59:09.866]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[00:59:10.587 --> 00:59:17.691]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[00:59:18.111 --> 00:59:25.735]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[00:59:26.115 --> 00:59:31.037]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[00:59:31.358 --> 00:59:33.519]  Getting a free catalog is easy by calling 800-340-7091.
[00:59:36.300 --> 00:59:39.201]  Or see Calvin on the web at 5starsoap.com.
[00:59:39.502 --> 00:59:41.803]  Take charge of your health now by calling 800-340-7091.
[00:59:42.503 --> 00:59:47.485]  Or see Calvin on the web at 5starsoap.com.
[00:59:52.568 --> 00:59:53.708]  Coast to Coast.
[00:59:54.088 --> 00:59:55.469]  Direct from Austin.
[00:59:56.149 --> 00:59:59.351]  You're listening to the Alex Jones Broadcasting Network.
[01:00:03.174 --> 01:00:09.199]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:09.799 --> 01:00:12.782]  It's Alex Jones and the GCN Radio Network.
[01:00:19.511 --> 01:00:25.155]  Okay, the incredible moment, the great alignment of the planets is going to happen in 30 minutes.
[01:00:26.016 --> 01:00:33.841]  We're going to see real men out there running into each other and trying to put a pigskin across the yard line.
[01:00:34.702 --> 01:00:35.602]  That's what's important.
[01:00:36.718 --> 01:00:37.979]  And we're going to be discussing that.
[01:00:38.620 --> 01:00:39.801]  Look, look, here's the deal.
[01:00:40.161 --> 01:00:44.465]  I might even go to a football game occasionally if our country wasn't in such dire straits.
[01:00:45.186 --> 01:00:46.127]  I want to be clear about that.
[01:00:46.507 --> 01:00:49.250]  Now, I will cover the rest of the news in the next segment.
[01:00:51.432 --> 01:00:57.057]  And then I will go to your phone calls for the last 45 minutes of the show today.
[01:00:57.798 --> 01:01:01.802]  I want to give first-time callers a chance here on the Sunday Show.
[01:01:03.348 --> 01:01:18.055]  Because we can, you know, take thousands of calls here, and I love hearing callers that are able to get to on a routine basis, but I don't screen your calls, so sometimes I do notice a few of the same people there, which is great, but I want to give others a chance.
[01:01:18.475 --> 01:01:20.976]  Am I wrong in the direction I'm taking the broadcast?
[01:01:21.656 --> 01:01:25.119]  Is it wrong that I'm upset about melamine in the food?
[01:01:25.940 --> 01:01:28.242]  Or mercury and lead in the soft drinks?
[01:01:28.902 --> 01:01:29.483]  At high levels.
[01:01:30.443 --> 01:01:34.947]  Am I wrong when CNBC says mercury is good for kids, we shouldn't be upset about it?
[01:01:35.488 --> 01:01:36.268]  I have that clip.
[01:01:37.049 --> 01:01:38.750]  You can just type it into YouTube and find it.
[01:01:39.791 --> 01:01:42.954]  Or when I have news across the country saying mercury is good for your brain.
[01:01:43.414 --> 01:01:45.276]  Maybe I am the crazy person.
[01:01:45.336 --> 01:01:46.617]  Maybe I am the bad man.
[01:01:48.715 --> 01:01:57.765]  You know, I read all these government documents where they put additives in the plastic to feminize men and hyper-feminize women, where the women end up getting breast cancer early and the men are basically women.
[01:01:58.145 --> 01:02:03.992]  The women are Amazons who grow taller, live less, lifespans.
[01:02:07.790 --> 01:02:08.650]  I mean, that's the new system.
[01:02:08.670 --> 01:02:12.773]  You have little bitty men, these big giant women, I guess house slaves from the New World Order.
[01:02:12.793 --> 01:02:17.976]  I guess that's just a re-uptake on what the Romans did and what plantations did here in the United States.
[01:02:18.796 --> 01:02:19.577]  It's very, very sad.
[01:02:19.597 --> 01:02:28.942]  The more I learn about anthropology, sociology, psychology, through the lens of the globalist master architects, I can just see they've taken all their old slave systems and added on top of them.
[01:02:31.263 --> 01:02:34.265]  I haven't even gotten to the fact that terrorism
[01:02:39.201 --> 01:02:51.865]  is a giant hoax and that it's basically a psychological compulsion or a hypnotic suggestion
[01:02:53.550 --> 01:03:01.474]  Compulsion to where just the entire culture is just every show, cop show, terrorists are everywhere, and people are now blurring that with reality.
[01:03:02.054 --> 01:03:12.158]  And that's why I see newscasts of police running checkpoints randomly with the TSA jerking families out, and they're acting like every car has like 85-foot cobras breathing fire in them.
[01:03:12.719 --> 01:03:15.380]  Because the cops believe the world is a TV show.
[01:03:16.428 --> 01:03:18.769]  They just believe the total mass delusion.
[01:03:19.129 --> 01:03:20.269]  So I'm going to open the phones up.
[01:03:20.289 --> 01:03:21.850]  We got a break here in a moment and come back.
[01:03:21.870 --> 01:03:26.172]  I'm going to give the number out for everybody, but that's when the phones are going to open up.
[01:03:27.132 --> 01:03:30.033]  And I want to hear from the full audience, but the phones are not open yet.
[01:03:32.705 --> 01:03:35.929]  I want to hear from you on all the subjects I've raised.
[01:03:36.650 --> 01:03:42.957]  There's another psychological warfare tactic here where they hype Iraq war for so many years.
[01:03:43.438 --> 01:03:49.225]  When it finally happens, even though you're against it and know they're lying about WMDs, you're like, hurry up and get it over with.
[01:03:50.643 --> 01:03:58.408]  It's kind of like a few times in school, I'd have the bully in my last period class with me saying, you know, I'm going to beat you up after school.
[01:03:59.589 --> 01:04:02.931]  And after a while, you're like, well, I can't wait for the bell to ring for this to happen.
[01:04:02.951 --> 01:04:14.939]  I mean, I remember being a few times being, I guess, in the lunchroom a few periods before school ended, or one time the guy was in my math class, last class I had of the day.
[01:04:16.288 --> 01:04:19.050]  I guess both times were in 7th grade or maybe 8th grade.
[01:04:19.910 --> 01:04:26.033]  And I was just, I remember even though the kid had flunked in one case like three grades and was a lot bigger than me, he'd been threatening me at lunch.
[01:04:26.073 --> 01:04:27.034]  I was kind of scared.
[01:04:28.235 --> 01:04:30.356]  But I was tired of the day taking so long.
[01:04:30.376 --> 01:04:31.196]  I was like, hurry up.
[01:04:31.617 --> 01:04:33.458]  Then I was kind of happy to go out behind the school.
[01:04:33.878 --> 01:04:35.239]  By the end of it, I was finding him.
[01:04:36.658 --> 01:04:44.901]  And it's the same psychological thing that they always hype it and hype it and hype it and hype it so it becomes a self-fulfilling prophecy.
[01:04:45.301 --> 01:04:47.302]  Again, that's a psychological warfare tactic.
[01:04:47.882 --> 01:04:51.343]  A self-fulfilling prophecy where you just expect it to happen.
[01:04:52.163 --> 01:04:53.724]  And so you almost acquiesce to it.
[01:04:54.084 --> 01:04:57.125]  And I knew that was one of their psychological warfare tactics about a decade ago.
[01:04:57.485 --> 01:05:00.186]  Looked it up in psychology and actually found it was one of their tactics.
[01:05:00.626 --> 01:05:01.886]  Hi, this is Alex Jones.
[01:05:01.926 --> 01:05:07.268]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:05:07.508 --> 01:05:12.150]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[01:05:12.530 --> 01:05:12.930]  It's true.
[01:05:13.010 --> 01:05:17.572]  Seeds have outperformed even gold and silver before in this country, and it's possible that could even happen again.
[01:05:18.092 --> 01:05:22.795]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:05:23.316 --> 01:05:25.257]  They call it a Survival Seed Bank.
[01:05:25.637 --> 01:05:30.240]  And it can produce an endless supply of nutrient-dense food for you and your family.
[01:05:30.440 --> 01:05:31.341]  And here's the best part.
[01:05:31.561 --> 01:05:34.343]  These seeds have not been genetically modified in any way.
[01:05:34.623 --> 01:05:37.945]  And you actually get enough seeds to plant a full acre crisis garden.
[01:05:38.245 --> 01:05:41.087]  So visit them today at SurvivalSeedBank.com.
[01:05:41.448 --> 01:05:43.329]  That's SurvivalSeedBank.com.
[01:05:43.669 --> 01:05:44.590]  Or give them a call at 877-327-0365.
[01:05:48.212 --> 01:05:49.253]  That's 877-327-0365.
[01:05:49.653 --> 01:05:56.977]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:05:57.277 --> 01:05:59.738]  This is Alex Jones for survivalseedbank.com.
[01:06:05.121 --> 01:06:05.841]  Big Brother.
[01:06:06.101 --> 01:06:07.382]  Mainstream media.
[01:06:07.782 --> 01:06:08.963]  Government cover-ups.
[01:06:09.163 --> 01:06:10.123]  You want answers?
[01:06:10.424 --> 01:06:12.204]  Well, so does he.
[01:06:12.445 --> 01:06:16.186]  It's Alex Jones on the GCN Radio Network.
[01:06:28.595 --> 01:06:30.517]  I drink all the fluoride, don't I?
[01:06:31.498 --> 01:06:33.400]  Bury my kids for you, don't I?
[01:06:36.323 --> 01:06:40.728]  Oh, the troops are dying at the DU and they just bury them real quiet because they're patriotic.
[01:06:41.249 --> 01:06:43.751]  And trying to save the troops is unpatriotic.
[01:06:44.452 --> 01:06:45.814]  Because I'm the bad man.
[01:06:47.267 --> 01:06:51.590]  I'm on my YouTube channel with 180 million views on just one of our channels.
[01:06:51.650 --> 01:06:58.994]  And YouTube, of course, has hijacked it with all their messages about the Super Bowl that's now the Groper Bowl.
[01:07:01.235 --> 01:07:01.956]  But here's the deal.
[01:07:01.996 --> 01:07:07.219]  I want to open the phones up after this segment for the entirety of the rest of the second hour today.
[01:07:08.274 --> 01:07:11.396]  If you're just joining us, I'm Alex Jones, your host here every Sunday 4 to 6 p.m.
[01:07:11.416 --> 01:07:11.796]  Central.
[01:07:12.176 --> 01:07:13.297]  Back weekdays 11 a.m.
[01:07:13.317 --> 01:07:13.957]  to 2 p.m.
[01:07:14.798 --> 01:07:16.979]  and we're on over 100 AM and FM's now.
[01:07:17.579 --> 01:07:23.742]  Weekday show over 60 on the Sunday show and simulcast on XM 166 weekdays live.
[01:07:27.492 --> 01:07:36.597]  And of course, you can always listen to the free streams at InfoWars.com, the free podcast that's uploaded every day, and the listen section of InfoWars.com and PrisonPlanet.com.
[01:07:37.598 --> 01:07:40.359]  And of course, you can watch at PrisonPlanet.tv.
[01:07:41.180 --> 01:07:42.381]  Okay, let me just do this.
[01:07:42.401 --> 01:07:44.742]  Let me just tell you some of what's coming up after I get to calls.
[01:07:45.242 --> 01:07:47.324]  Hitler would have loved the singularity.
[01:07:47.764 --> 01:07:51.826]  Mind-blowing benefits of merging human brains and computers.
[01:07:55.228 --> 01:07:56.409]  And that's a Daily Mail story.
[01:07:57.708 --> 01:08:00.311]  Politico, it's Romney vs. Paul in Maine.
[01:08:00.331 --> 01:08:03.755]  Ron Paul's focus on delegates, not must-win states.
[01:08:03.795 --> 01:08:05.797]  Wall Street Journal, getting into that.
[01:08:06.598 --> 01:08:08.380]  Occupy Austin evicted.
[01:08:08.400 --> 01:08:11.244]  I happened to be downtown last night at a business meeting.
[01:08:12.085 --> 01:08:15.128]  I walk out of the restaurant and here's Occupy marching, protesting.
[01:08:15.148 --> 01:08:17.190]  There were more police than occupiers.
[01:08:18.878 --> 01:08:22.840]  Continuing here, Iranian warships dock at Saudi port.
[01:08:23.520 --> 01:08:25.621]  UN wants world tax to help the poor.
[01:08:26.561 --> 01:08:36.686]  And again, our story went all over the web Friday, but it was... And then I saw comments on some neocon blogs that reposted our article saying Jones is making this up.
[01:08:37.346 --> 01:08:42.028]  The third paragraph is a link to the UN and to the desert news.
[01:08:43.090 --> 01:08:50.077]  Mainstream news with the headline, UN leaders consider world tax to fund social protection services.
[01:08:50.817 --> 01:08:54.401]  Oh, you gotta help women with the UN raping forces.
[01:08:54.421 --> 01:08:58.625]  I mean, every UN peacekeeping force out there is known for kidnapping kids, you name it.
[01:08:58.645 --> 01:08:59.966]  I mean, they have the worst record out there.
[01:09:00.487 --> 01:09:02.248]  But it's always, it's for the women and children.
[01:09:02.489 --> 01:09:09.015]  We need a global tax and global regulations and a global court run by the big mega banks that have bankrupted all your countries through derivatives.
[01:09:11.334 --> 01:09:21.981]  And then even on my own website, but even on other big neocon sites where they post my articles, they post our articles, and then they call us liars.
[01:09:22.021 --> 01:09:23.722]  I mean, there is a world government.
[01:09:24.102 --> 01:09:26.023]  It's unelected, it's out of control.
[01:09:26.884 --> 01:09:32.447]  And its goal is hegemonic control, so that once it's got that control, to reduce our population.
[01:09:33.047 --> 01:09:35.249]  I mean, that's Sunday Times of London headline.
[01:09:37.751 --> 01:09:41.072]  Elite meat in secret to discuss overpopulation.
[01:09:42.353 --> 01:09:55.437]  And then it's Ted Turner, George Soros, the Rockefellers, Bill Gates, Warren Buffett, all saying world government and forced sterilization.
[01:09:55.917 --> 01:10:00.598]  And they're doing it through the food and water and think it's funny, and then run around other philanthropists all day.
[01:10:00.938 --> 01:10:01.699]  It's frustrating.
[01:10:02.699 --> 01:10:04.140]  Now here's the toll-free number to join us.
[01:10:04.200 --> 01:10:05.260]  It's different than the weekday number.
[01:10:06.715 --> 01:10:07.736]  We're open to phones now.
[01:10:07.756 --> 01:10:12.941]  877-789-ALEX, 877-789-A-L-E-X, first time callers, 877-789-2539.
[01:10:12.981 --> 01:10:14.782]  First time callers today.
[01:10:14.902 --> 01:10:25.111]  I want to give everybody a chance to get involved on air with us here.
[01:10:25.932 --> 01:10:29.635]  So again, I want to hear from you on all the issues I've covered.
[01:10:31.209 --> 01:10:32.410]  Here's my problem.
[01:10:32.750 --> 01:10:53.369]  I don't just say I'm going to come on the radio show and give you proof that government is preparing and selling and think tanks are preparing and selling staged terror attacks in America and Europe and Israel to blame domestic groups and tie the domestic groups and claim that right-wingers work with Al Qaeda, which is
[01:10:55.305 --> 01:10:57.887]  Like saying the Ku Klux Klan works with the NAACP.
[01:10:57.927 --> 01:10:58.908]  I mean it is, it is.
[01:10:58.928 --> 01:11:01.490]  It's like saying oil and water mix.
[01:11:03.531 --> 01:11:04.872]  No, no they don't.
[01:11:05.813 --> 01:11:09.276]  This is the type of ridiculousness that we deal with.
[01:11:10.056 --> 01:11:14.860]  So I did a little bit of pulling up old articles today before I got into this.
[01:11:16.081 --> 01:11:18.443]  And we have videos, we have links to all this in the articles.
[01:11:18.743 --> 01:11:20.865]  If you're a new lister, don't just think, oh this is wild.
[01:11:21.533 --> 01:11:22.834]  Yeah, truth is stranger than fiction.
[01:11:23.194 --> 01:11:24.435]  Write this down and go look it up.
[01:11:24.895 --> 01:11:25.496]  Clintonite!
[01:11:25.596 --> 01:11:29.339]  Obama needs Oklahoma City bombing to reconnect with American people.
[01:11:32.401 --> 01:11:35.163]  And that was on Chris Matthews, he said that.
[01:11:37.144 --> 01:11:40.626]  Former Clintonite and Deputy Democratic Operative Mark Penn.
[01:11:41.567 --> 01:11:44.129]  And we've got all the quotes about how much a terror attack would help him.
[01:11:44.369 --> 01:11:51.254]  Then they put out fundraising letters saying the attack's coming soon and we're going to blame it on the Ron Paul people.
[01:11:54.428 --> 01:11:54.688]  Okay?
[01:11:57.569 --> 01:11:59.670]  Now, continuing, here's another one.
[01:12:01.090 --> 01:12:01.391]  U.S.
[01:12:01.511 --> 01:12:04.312]  Intel Director Prepares Public for False Flag Event.
[01:12:04.712 --> 01:12:09.173]  Now, this is just from February 1st, a few days ago, InfoWars.com, Tony Cartolucci.
[01:12:09.774 --> 01:12:21.278]  See, we have writers who live in the real world, so they actually read what the CFR, Brookings Institution, and Rand Corporation say, because they actually write the papers that are then adopted by the Pentagon and by the White House.
[01:12:22.577 --> 01:12:23.457]  And then they have the quotes here.
[01:12:24.398 --> 01:12:25.398]  You might want to go read them.
[01:12:26.378 --> 01:12:35.121]  Where they say, we need to have a provocation, whatever it takes, to say that Iran attacked us, that's what we need to get this new war launched and sell us to the public.
[01:12:35.782 --> 01:12:39.743]  That's on pages 84 and 85 of Which Path to Persia?
[01:12:39.763 --> 01:12:40.923]  That's Brookings Institute.
[01:12:42.944 --> 01:12:48.326]  We've got the same documents, same statements by CFR, RAND Corporation, they're all in this article.
[01:12:48.386 --> 01:12:51.187]  I mean, just dozens of links to them saying it, video, all of it.
[01:12:51.792 --> 01:13:03.862]  Now, Clapper goes on, the head of the National Security for Obama, Clapper is in here saying the same thing.
[01:13:04.303 --> 01:13:10.728]  It would be far more preferable the United States could cite as an Iranian provocation a justification for the airstrikes before launching them.
[01:13:11.128 --> 01:13:16.373]  Clearly, the more outrageous, the more deadly, and the more unprovoked the Iranian action, the better off the United States would be.
[01:13:19.329 --> 01:13:24.011]  I mean, this is all thinly, thinly veiled, but I thought I would go further before I got back into that.
[01:13:24.291 --> 01:13:25.772]  Here's Kurt's latest article today.
[01:13:26.232 --> 01:13:26.492]  U.S.
