[00:00:06.755 --> 00:00:07.076]  Oh, yeah.
[00:46:31.626 --> 00:46:35.008]  And redevelopment means going from a home to open space.
[00:46:35.068 --> 00:46:37.050]  So don't be confused on this stuff.
[00:46:37.070 --> 00:46:38.611]  Get involved at the local level.
[00:46:38.931 --> 00:46:43.514]  I mean, it's heading towards socialist land use control.
[00:46:43.534 --> 00:46:44.455]  All right?
[00:46:44.475 --> 00:46:52.760]  This is underpinned by a philosophy of socialism and collective rights, supposedly, of the land.
[00:46:53.021 --> 00:46:53.341]  All right?
[00:46:53.521 --> 00:46:54.421]  So we've got it.
[00:46:55.362 --> 00:46:56.743]  Well, I want to thank you for your time, Dave.
[00:46:57.063 --> 00:46:59.144]  Dave Kopasz, Red Pill Politics.
[00:46:59.205 --> 00:47:00.065]  And God bless you, brother.
[00:47:00.085 --> 00:47:01.086]  Keep up the great work, sir.
[00:47:01.706 --> 00:47:02.126]  Thank you, Brad.
[00:47:02.146 --> 00:47:02.747]  And I'll be in touch.
[00:47:03.647 --> 00:47:06.049]  And that was Dave Kopasz, a great patriot.
[00:47:06.189 --> 00:47:07.750]  I mean, I've seen him speak myself.
[00:47:07.890 --> 00:47:13.593]  And before we end the segment, once again, behind the green mask, UN Agenda 21 by Rosa Corey.
[00:47:17.173 --> 00:47:19.616]  Available on InfoWarsStore.com.
[00:47:20.056 --> 00:47:25.523]  And that will conclude our September 7th, 2012 edition of the InfoWars Mately News.
[00:47:25.843 --> 00:47:27.325]  And this is Dan Badani signing off.
[00:47:27.345 --> 00:47:33.212]  We'll see you next Monday at 7pm Central on PrisonPlanet.tv and InfoWars.com.
[00:47:33.452 --> 00:47:34.814]  See you next week and God bless.
