[00:00:00.029 --> 00:00:00.549]  Alex Jones!
[01:31:46.352 --> 01:31:48.734]  Renowned author and expert, Joel Skousen.
[01:31:48.834 --> 01:31:49.134]  The U.S.
[01:31:49.194 --> 01:31:53.298]  isn't building huge underground bases and bunkers because of some terrorist threat.
[01:31:53.418 --> 01:31:56.000]  They know that a massive nuclear attack is coming.
[01:31:56.400 --> 01:31:57.641]  They want that attack to come.
[01:31:57.881 --> 01:32:04.066]  Joel Skousen is renowned as one of the world's foremost experts in strategic relocation and the securing of your home.
[01:32:04.448 --> 01:32:06.911]  What I tell people is that you do have time.
[01:32:07.111 --> 01:32:11.897]  We talk about natural disasters, the health environment, we talk about pollution, the water quality.
[01:32:12.078 --> 01:32:19.527]  My personal experience about being in every one of these states, most people won't even be ready, won't be able to get out of town, because there'll be absolute panic.
[01:32:19.827 --> 01:32:22.388]  There is no preparedness without strategy.
[01:32:22.588 --> 01:32:25.208]  This Christmas, give the gift of preparedness.
[01:32:25.668 --> 01:32:29.929]  Strategic Relocation Film with Joel Skousen and Alex Jones.
[01:32:30.249 --> 01:32:34.830]  Available only at InfoWarsShop.com or by calling 888-253-3139.
[01:32:34.870 --> 01:32:35.790]  The Alex Jones Show.
[01:32:46.329 --> 01:32:48.951]  People say a man is made out of mud.
[01:32:48.971 --> 01:32:52.313]  A poor man's made out of muscle and blood.
[01:32:52.913 --> 01:32:55.755]  Muscle and blood and skin and bones.
[01:32:56.115 --> 01:32:58.997]  A mind that's weak and a back that's strong.
[01:32:59.017 --> 01:33:02.139]  You load 16 tons, what do you get?
[01:33:02.859 --> 01:33:05.481]  Another day older and deeper in depth.
[01:33:05.781 --> 01:33:06.101]  St.
[01:33:06.221 --> 01:33:09.023]  Peter, don't you call me cause I can't go.
[01:33:09.043 --> 01:33:12.525]  I owe my soul to the company store.
[01:33:20.583 --> 01:33:22.264]  You know what the company store is?
[01:33:23.485 --> 01:33:26.047]  It's beyond slavery.
[01:33:26.268 --> 01:33:30.071]  It's what sharecroppers went through.
[01:33:31.271 --> 01:33:39.358]  You can only buy your goods when you're paid for the crop that you bring in on their property at that store.
[01:33:39.938 --> 01:33:42.760]  And everything's actuaried out where you can never get free.
[01:33:43.959 --> 01:33:50.201]  And that's the best way to describe globalism, collectivism, and why they want to bankrupt the economy, ship the jobs overseas, and get you on welfare.
[01:33:51.261 --> 01:33:55.882]  They want to destroy your dignity, destroy your mind, and never have you feel the animating contest for liberty.
[01:33:57.603 --> 01:34:01.604]  And the United States is, for all intents and purposes, conquered and gone.
[01:34:02.384 --> 01:34:05.885]  But if we recognize we've been taken over and it's illegitimate, we can get it back.
[01:34:07.342 --> 01:34:12.249]  By the way, coming up in the next segment, I'm going to premiere here on the radio for TV viewers.
[01:34:12.309 --> 01:34:15.153]  It's 100 times more powerful if you're watching at PrisonPlanet.tv.
[01:34:15.173 --> 01:34:18.638]  By the way, you can get 10 memberships for $5.95 a month.
[01:34:18.678 --> 01:34:21.181]  Just create a username and passcode that you can share.
[01:34:21.201 --> 01:34:24.085]  10 people can log in simultaneously with the code.
[01:34:25.046 --> 01:34:27.948]  Ten memberships, that's 59 cents a day per membership.
[01:34:28.308 --> 01:34:29.549]  Your Christmas shopping's done.
[01:34:29.609 --> 01:34:33.051]  Create a username, passcode, give it to your friends and family.
[01:34:33.231 --> 01:34:33.491]  Boom.
[01:34:34.092 --> 01:34:38.014]  See InfoWars Nightly News, all my films, the e-books, all the other films.
[01:34:38.715 --> 01:34:40.016]  Most of it's up there in high def.
[01:34:40.036 --> 01:34:42.337]  There's nine and a half years of material.
[01:34:42.517 --> 01:34:46.120]  We've been doing high def the last three or four years, and we've tried to upload the old stuff back into high def.
[01:34:47.200 --> 01:34:50.843]  But it's just an amazing thing and it supports us there, but that really pays for the bandwidth.
[01:34:51.303 --> 01:34:55.907]  PrisonPlanet.tv or InfoWarsNews.com will get you there.
[01:34:56.748 --> 01:34:58.209]  You can go sign up and see it.
[01:34:58.409 --> 01:35:02.092]  If not, see the trailer for Satan Speaks the film.
[01:35:03.013 --> 01:35:07.596]  You can go to InfoWars.com and PrisonPlanet.com and it's there in the tiles.
[01:35:08.097 --> 01:35:09.317]  We posted it last night.
[01:35:10.659 --> 01:35:14.862]  And, you know, I noticed that when I played this, well, I'll talk about it at the time next segment,
[01:35:16.570 --> 01:35:18.571]  I just see people going, what is this devil worship?
[01:35:18.931 --> 01:35:24.854]  I guess, uh, Goeths Faust, you know, written 200 years ago, I guess that is devil worship.
[01:35:25.435 --> 01:35:27.396]  And I guess the screw tape letters are devil worship.
[01:35:27.736 --> 01:35:30.577]  No, ladies and gentlemen, the devil's trick is that the devil doesn't exist.
[01:35:31.138 --> 01:35:34.579]  This is a manifestation, not of the hot cheerleader devil lady.
[01:35:35.040 --> 01:35:36.200]  That's how they sell the devil.
[01:35:36.260 --> 01:35:41.203]  Like, it's fun, you know, how to drive in, race cars, yeah, yeah, fun!
[01:35:41.863 --> 01:35:48.496]  I don't know, it's death, it's burning cities, piles of ashes, children with their ribs sticking out, with pus coming out of their eyes.
[01:35:48.956 --> 01:35:49.678]  That's evil!
[01:35:50.638 --> 01:35:57.820]  And it's just a piece I'm going to release next week where Satan has a conversation with the Antichrist.
[01:35:58.420 --> 01:35:59.500]  And I did it in one take.
[01:36:00.080 --> 01:36:02.881]  It's going to be so popular I may even go do some more and add some more into it.
[01:36:02.921 --> 01:36:06.602]  I played both Satan and the Antichrist in it.
[01:36:06.842 --> 01:36:08.403]  And it's freaking people out.
[01:36:08.923 --> 01:36:13.204]  I mean, I know what evil is, so I can step into those shoes.
[01:36:14.504 --> 01:36:15.524]  I mean, I know what their agenda is.
[01:36:18.277 --> 01:36:24.639]  I think it's important for Satanists out there that are getting freaked out by this, who think they're going to be given all this power out of Satanism, they're really freaking out by this video.
[01:36:25.619 --> 01:36:27.399]  Because they think they're going to get all this worldly power.
[01:36:27.419 --> 01:36:28.960]  No, you're going to get dead is what you're going to get.
[01:36:29.440 --> 01:36:30.020]  You're losers.
[01:36:30.800 --> 01:36:34.521]  So we're going to be going through all of that.
[01:36:35.762 --> 01:36:40.723]  It's time for the good to realize how much power we've got, and these little devil worshippers are like inch-tall punks.
[01:36:42.123 --> 01:36:44.324]  You think the devil gives you rage and power?
[01:36:46.144 --> 01:36:49.547]  Critter, this universe can give you the righteous indignation to crush the enemy.
[01:36:49.907 --> 01:36:54.651]  And I suggest it's time for you to find out how powerful the God of this universe really is.
[01:36:55.491 --> 01:36:57.232]  All right, that's coming up.
[01:36:57.273 --> 01:36:59.094]  I want to go back to your calls on this issue.
[01:36:59.114 --> 01:37:02.116]  I mean, look at these articles.
[01:37:03.137 --> 01:37:08.021]  Failure of cyber security bill in Senate paves way for Obama executive order.
[01:37:10.102 --> 01:37:14.345]  Obama's secret directive paves way for continued military cyber offensive.
[01:37:15.310 --> 01:37:18.771]  Obama signed secret cybersecurity directive, National Journal.
[01:37:19.211 --> 01:37:21.691]  Obama signed secret directive to fight cyber attacks.
[01:37:21.731 --> 01:37:22.812]  It is the cybersecurity takeover.
[01:37:23.012 --> 01:37:24.132]  He said it's not an executive order.
[01:37:24.332 --> 01:37:25.152]  He just made it secret.
[01:37:25.192 --> 01:37:26.072]  It's Kafka-esque.
[01:37:26.332 --> 01:37:27.153]  We're executing you.
[01:37:27.173 --> 01:37:28.133]  We're not letting you know why.
[01:37:29.193 --> 01:37:29.913]  We've signed an order.
[01:37:29.933 --> 01:37:30.773]  We're not telling you what it is.
[01:37:30.793 --> 01:37:33.174]  We're not telling you why you're on the no-fly list or no-gun-by list.
[01:37:34.314 --> 01:37:35.094]  No due process.
[01:37:35.374 --> 01:37:35.934]  Get used to it.
[01:37:36.735 --> 01:37:42.556]  Obama's secret order authorizes cybersecurity strikebacks, which will be against our website.
[01:37:43.755 --> 01:37:45.916]  They've said they're going to target alternative media.
[01:37:45.956 --> 01:37:47.517]  Cass Sunstein called for that at the White House.
[01:37:49.038 --> 01:37:50.559]  And when I talk, you can go look it up.
[01:37:50.619 --> 01:37:51.540]  I'm not making this up.
[01:37:53.661 --> 01:37:54.682]  It just goes on and on.
[01:37:54.742 --> 01:37:58.545]  It says, you know, here the Army is now going to have access to everything.
[01:37:58.565 --> 01:37:59.605]  They already have access.
[01:38:00.926 --> 01:38:08.691]  The FBI was already watching Petraeus over a girlfriend without a warrant, and then went and got one once they wanted to use the material retroactively.
[01:38:08.891 --> 01:38:09.452]  I mean, folks,
[01:38:11.038 --> 01:38:12.059]  This is not freedom.
[01:38:12.980 --> 01:38:14.201]  The government runs Al-Qaeda.
[01:38:14.221 --> 01:38:16.242]  People are like, how dare Alex say they run Al-Qaeda?
[01:38:16.402 --> 01:38:18.344]  They publicly run them in Libya and Syria!
[01:38:18.684 --> 01:38:24.449]  But because that's such a no-no, Hillary gets up there and says, we've got to invade Syria because Al-Qaeda's there.
[01:38:26.390 --> 01:38:32.555]  And I actually hear talk show hosts attack me going, yeah, Alex says the government runs Al-Qaeda, how dare him?
[01:38:32.575 --> 01:38:34.517]  We've got to go into Syria because of Al-Qaeda.
[01:38:35.299 --> 01:38:39.681]  I mean, they won't call Hillary on the fact that it's mainstream news they put Al-Qaeda in there?
[01:38:40.301 --> 01:38:41.842]  I mean, it's absurdist.
[01:38:42.122 --> 01:38:45.684]  It's like talking to people that have had lobotomies or something.
[01:38:46.124 --> 01:38:53.847]  You're not that stupid, because these guys can sit there and rattle off sports statistics all day, and they know how to write a contract, they know how to sell stuff.
[01:38:53.887 --> 01:38:59.970]  I mean, I know a lot of people that I know are smart who are willfully, mentally lobotomized when it comes to just
[01:39:02.461 --> 01:39:05.503]  Hypocrisy, paradoxes, you know, open fraud.
[01:39:05.523 --> 01:39:09.707]  It'd be like if it was a pit, a thousand foot pit, that you'd kill yourself if you fell in it.
[01:39:10.327 --> 01:39:12.068]  And I'm like, hey, don't go in that pit.
[01:39:12.088 --> 01:39:12.749]  Look, it's a thousand feet deep.
[01:39:12.769 --> 01:39:17.853]  They're like, the television told me that's not a pit because there'd be a TV above the pit going, that is not a pit.
[01:39:17.873 --> 01:39:18.433]  That is not a pit.
[01:39:18.754 --> 01:39:20.695]  And you drop a rock and don't ever hear it at the bottom.
[01:39:20.715 --> 01:39:22.537]  You go, well, I don't care.
[01:39:23.117 --> 01:39:24.738]  Because that television is telling me it's not a pit.
[01:39:25.038 --> 01:39:26.939]  I'm like, listen, it is a pit, I promise you.
[01:39:27.339 --> 01:39:29.901]  Do not... I'm not going to listen to you, conspiracy theorist.
[01:39:30.381 --> 01:39:34.424]  And you just step into it and they fall.
[01:39:34.884 --> 01:39:35.724]  Oh yeah, there's the headline.
[01:39:35.764 --> 01:39:36.825]  What news source is that?
[01:39:39.446 --> 01:39:41.708]  The Western Center for Journalism.
[01:39:43.092 --> 01:39:44.212]  Yeah, that's Joseph Farah.
[01:39:44.513 --> 01:39:45.033]  Surreal.
[01:39:45.073 --> 01:39:47.874]  Clinton pledges $45 million in aid to Al-Qaeda in Syria.
[01:39:47.894 --> 01:39:52.215]  You can actually go find, like, Times of London saying it, and LA Times too.
[01:39:52.235 --> 01:39:56.957]  You can find, like, Washington Post going, well, well the CFR two months ago said, why we need Al-Qaeda?
[01:39:56.977 --> 01:39:57.538]  That's a quote.
[01:39:58.098 --> 01:39:58.958]  And how great they are.
[01:39:58.978 --> 01:39:59.478]  Okay, I'm done.
[01:39:59.498 --> 01:40:00.179]  I'll go to your calls.
[01:40:00.279 --> 01:40:00.599]  It's just...
[01:40:01.599 --> 01:40:04.081]  I get attacked for saying the globalists run Al-Qaeda.
[01:40:04.361 --> 01:40:10.686]  I mean, it was in the BBC and AP that the hijackers were trained at U.S.
[01:40:10.706 --> 01:40:13.408]  military bases and had top security clearances.
[01:40:13.688 --> 01:40:20.133]  And the head of one of the bases, Colonel Butler, went public and said, all I know is Mohammed Adda and others trained in my class.
[01:40:20.353 --> 01:40:20.893]  That's him!
[01:40:20.913 --> 01:40:24.456]  And they said, we're court-martialing you for national security issues.
[01:40:24.856 --> 01:40:25.517]  And he shut up.
[01:40:27.038 --> 01:40:28.339]  It was in the Sacramento Bee!
[01:40:31.175 --> 01:40:33.160]  It was in the San Jose Mercury.
[01:40:33.481 --> 01:40:36.309]  I mean, I just can't live like this anymore.
[01:40:37.211 --> 01:40:39.076]  I'm not a traitor when it's in the...
[01:40:40.200 --> 01:40:47.883]  Sunday Times of London that they flew tens of thousands of Al Qaeda commanders out and paid them in gold after they staged the Afghan war in 2000.
[01:40:47.963 --> 01:40:49.203]  It was all staged.
[01:40:49.263 --> 01:40:50.524]  Our troops weren't fighting anybody.
[01:40:50.884 --> 01:40:54.465]  They put 12-year-old conscripts in foxholes in front of the cities.
[01:40:54.785 --> 01:40:59.587]  The planes flew over and blew up the kids, arrested some of them, put them in prison camps.
[01:41:00.187 --> 01:41:02.608]  Ten years later, they're used as Al Qaeda double agents now.
[01:41:03.128 --> 01:41:04.909]  I mean, I just can't live like this anymore.
[01:41:04.949 --> 01:41:07.590]  I can't live in this fantasy land anymore.
[01:41:10.808 --> 01:41:11.909]  Man, it drives me crazy!
[01:41:13.089 --> 01:41:15.691]  Let's go ahead and talk to Ken in South Carolina, sir.
[01:41:15.731 --> 01:41:27.476]  What's your take on the battle plan, the fact that it's going viral, thanks to you and many others out there, and our friends in the real media, the true media, not the state-run media, like Drudge, DrudgeReport.com.
[01:41:27.516 --> 01:41:29.958]  I mean, what is your take on what I've been saying, sir?
[01:41:31.959 --> 01:41:34.120]  Well, Alex, all I want to talk about is secession.
[01:41:34.560 --> 01:41:36.801]  I've been talking about it for years and people didn't want to listen.
[01:41:37.221 --> 01:41:40.263]  But I'm from South Carolina and we got blamed for the last Civil War.
[01:41:40.891 --> 01:41:49.841]  Which we didn't start, but I'd like to give a little background and issue a challenge because I want to do what you did and sign the Declaration of Independence on your show.
[01:41:51.483 --> 01:41:51.983]  Thank you, sir.
[01:41:52.023 --> 01:41:52.323]  Go ahead.
[01:41:54.296 --> 01:41:55.577]  The enemy knows who we are.
[01:41:55.597 --> 01:42:01.339]  We've got a lot of Christians and a lot of patriots in South Carolina from the Tea Party movement that we work with hunkering down.
[01:42:01.699 --> 01:42:05.741]  But the Antichrist, the New World Order, the enemies of America, they already know who you are.
[01:42:06.161 --> 01:42:08.102]  So my name is Ken Moran.
[01:42:08.442 --> 01:42:10.603]  I'm in Georgetown County, South Carolina.
[01:42:11.003 --> 01:42:12.704]  Come and get me, New World Order!
[01:42:13.044 --> 01:42:15.044]  Come and get me, enemies of America!
[01:42:15.425 --> 01:42:16.065]  I don't care!
[01:42:17.762 --> 01:42:25.067]  Well, you know, you know, you know, they try to spin the Texas Revolution when about 37 percent, according to the Daughters of the Republic of Texas and History, were Hispanics.
[01:42:25.747 --> 01:42:28.569]  Guatemala, which was Mexico, revolted against Santa Ana.
[01:42:28.589 --> 01:42:29.509]  He was such a dictator.
[01:42:29.890 --> 01:42:30.930]  Texas revolted.
[01:42:30.970 --> 01:42:32.211]  My ancestors revolted.
[01:42:32.251 --> 01:42:35.433]  He had Mexican land grants on my mother and father's side.
[01:42:36.174 --> 01:42:42.298]  Some in Central Texas, others in East Texas, with the Ayers family and others, and the Greshams, the Hammonds, all of them.
[01:42:43.138 --> 01:42:50.042]  Well, we're right here in Texas in the Joneses, the Johnsons, the Browns, and others in East Texas.
[01:42:50.623 --> 01:42:53.805]  But the point is, is that the media says it's racist.
[01:42:53.865 --> 01:42:55.226]  That's why Texas seceded.
[01:42:56.006 --> 01:42:56.887]  And they say the same thing.
[01:42:56.907 --> 01:42:58.287]  Well, no.
[01:42:58.588 --> 01:43:03.571]  1776, the British government came to take lawful guns from the citizens and they didn't turn them in.
[01:43:03.811 --> 01:43:06.232]  So the Brits started shooting their fellow citizens.
[01:43:06.513 --> 01:43:07.633]  So the war started.
[01:43:08.274 --> 01:43:11.556]  Gonzales, Texas, they said, we're coming to confiscate your guns.
[01:43:12.176 --> 01:43:13.897]  And Gonzales, that's the come and take it flag.
[01:43:13.917 --> 01:43:15.378]  People don't know you see it all over the country.
[01:43:15.858 --> 01:43:18.060]  That's just outside Austin's, Gonzales.
[01:43:19.380 --> 01:43:20.601]  Where my mother's family's from.
[01:43:21.201 --> 01:43:24.924]  And right out there with the Hispanic, they were called Tejanos.
[01:43:25.344 --> 01:43:28.426]  And they said, hey, I like the idea of being able to have guns if Santa Ana wants to take them.
[01:43:29.247 --> 01:43:33.974]  And, uh, they stood right there with the white settlers, a lot of them all intermarried, so you get Tejano music and the rest of it.
[01:43:34.335 --> 01:43:38.440]  Everybody was getting along until later when the government started up, but the point is, you're absolutely right.
[01:43:39.181 --> 01:43:42.206]  And then they, and they came, and they had a big shootout with the Mexican troops.
[01:43:42.887 --> 01:43:45.110]  Uh, there was a gun confiscation in North Texas.
[01:43:46.411 --> 01:43:48.893]  With Colonel Travis, before he was even made colonel.
[01:43:49.793 --> 01:43:59.159]  He got in a big gun battle with folks trying to confiscate guns, Mexican troops, and a Texian trader colonel who was working for Santa Ana.
[01:43:59.579 --> 01:44:01.721]  So at first Santa Ana had a bunch of other Texans.
[01:44:01.781 --> 01:44:03.242]  It wasn't just all the Texans got up.
[01:44:03.562 --> 01:44:08.205]  All the Hispanic and all the Anglo Texans got up and said, oh we're gonna fight Santa Ana.
[01:44:08.225 --> 01:44:10.066]  There was mainly whites fighting whites.
[01:44:10.806 --> 01:44:13.568]  That was, in fact, there were no Hispanics with that particular colonel.
[01:44:13.608 --> 01:44:14.329]  You look up the history.
[01:44:14.629 --> 01:44:18.232]  They came in against a group of whites and Hispanics and said, we're taking your guns.
[01:44:18.272 --> 01:44:19.753]  And there was a big shootout and they beat them.
[01:44:21.454 --> 01:44:23.236]  And they said, OK, Travis, you're a colonel.
[01:44:23.256 --> 01:44:25.418]  Travis said, OK, where do I go?
[01:44:25.478 --> 01:44:26.478]  You go to the Alamo.
[01:44:26.919 --> 01:44:29.901]  And he went and left his son with my family and the rest is history.
[01:44:30.722 --> 01:44:31.843]  But the point is,
[01:44:33.078 --> 01:44:35.659]  Looking at all of this is that that's what it's about.
[01:44:35.779 --> 01:44:37.399]  It's like, hey, come and take it.
[01:44:37.759 --> 01:44:38.360]  I am here.
[01:44:38.640 --> 01:44:39.820]  My name is Alex Jones.
[01:44:39.880 --> 01:44:42.181]  And I'm going to let you finish up and put him on hold.
[01:44:42.201 --> 01:44:45.762]  I want to show people a document cam shot right here or just wherever the document cam is at.
[01:44:45.782 --> 01:44:48.763]  If you just turn it on, I'll just place the plug.
[01:44:48.943 --> 01:44:49.243]  That's fine.
[01:44:49.263 --> 01:44:50.123]  I'll just place it right here.
[01:44:50.343 --> 01:44:51.343]  Zoom in on this right here.
[01:44:51.584 --> 01:44:53.684]  This is on the YouTube video from my show yesterday.
[01:44:54.064 --> 01:44:59.806]  Americans must withdraw from corrupt, hijacked federal government.
[01:45:01.243 --> 01:45:04.564]  And it says, signing a dime store replica of the Declaration of Independence?
[01:45:04.904 --> 01:45:05.324]  Wow!
[01:45:05.604 --> 01:45:06.044]  Treason!
[01:45:07.005 --> 01:45:17.248]  The man on the document didn't tell the colonies to let them shoot first, let them abuse and stomp all over you, nor did they buy powdered food, dig a hole and hide in it.
[01:45:17.668 --> 01:45:19.789]  Is this the Alex Jones recipe against tyranny?
[01:45:20.249 --> 01:45:20.869]  Document it!
[01:45:22.000 --> 01:45:26.761]  Okay, that's somebody on YouTube, Suey Syro.
[01:45:27.221 --> 01:45:31.622]  Hey bro, I'm on television and the radio to 15 million people a week.
[01:45:32.362 --> 01:45:33.843]  I've been physically attacked for this.
[01:45:33.923 --> 01:45:34.823]  I've been death-threatened.
[01:45:35.063 --> 01:45:42.384]  The NSA, or people in control of it, call my wife up and myself up over the years and tell us what we were just talking to our family about.
[01:45:43.545 --> 01:45:47.065]  And tell us how they're going to chop our head off and what our dog's doing in the backyard.
[01:45:47.085 --> 01:45:48.886]  And you go to the window and the dog's doing it.
[01:45:48.906 --> 01:45:49.006]  Okay?
[01:45:51.274 --> 01:45:54.398]  They're sitting there watching with a satellite, telling you they're going to kill you and your family.
[01:45:54.718 --> 01:45:56.961]  I go in face-to-face with the Bilderberg Group.
[01:45:57.201 --> 01:45:59.304]  I go in face-to-face to military checkpoints.
[01:45:59.744 --> 01:46:01.306]  We go face-to-face with the NSA.
[01:46:01.526 --> 01:46:06.472]  My reporters are out there face-to-face with the Army with checkpoints on the highways outside Austin right now!
[01:46:07.333 --> 01:46:07.773]  I'm here.
[01:46:08.174 --> 01:46:14.257]  I'm Alexander Emmerich Jones of Texas, of the Republic of the United States, occupied.
[01:46:15.057 --> 01:46:29.666]  And I'm here saying I sign symbolically as I'm calling for a second revolution to, through the Declaration of Independence, as our God-given authority, as it states there, to say our government's become destructive.
[01:46:29.706 --> 01:46:30.486]  It's been hijacked.
[01:46:30.706 --> 01:46:31.927]  They brag it's been hijacked.
[01:46:33.237 --> 01:46:42.288]  I want our republic back, and I'm demanding our republic back, and the best venue is the states to pull out and say, we're America, you're not Washington.
[01:46:42.548 --> 01:46:43.649]  You understand what I'm putting out there?
[01:46:43.669 --> 01:46:44.891]  This is a revolutionary idea.
[01:46:44.911 --> 01:46:48.235]  And I have top scholars on, and they go, yes, you're right, this is a great plan.
[01:46:49.636 --> 01:46:51.097]  You understand because it's how it's presented.
[01:46:51.117 --> 01:46:52.577]  They're going to present it as it's a civil war.
[01:46:52.857 --> 01:46:54.438]  No it's not, we're kicking the globalists out.
[01:46:55.098 --> 01:46:58.220]  And then these cowards, see because they can't see someone do something real.
[01:46:58.580 --> 01:47:00.981]  They can't see someone because then they might have to do something real.
[01:47:01.461 --> 01:47:03.342]  It's better to just sit back as an armchair.
[01:47:03.522 --> 01:47:05.663]  I love people that call me up and go, we ought to get violent, you need to lead it.
[01:47:06.043 --> 01:47:06.403]  Really?
[01:47:06.463 --> 01:47:07.784]  They're not provocateurs, they're idiots.
[01:47:08.104 --> 01:47:09.785]  Oh, you're not going to lead the violent attack?
[01:47:11.707 --> 01:47:19.393]  You just want me, somebody with my bootstraps that built an operation reaching 15 million people a week, and I'm not bragging about that.
[01:47:20.193 --> 01:47:23.496]  I'm somebody who puts my money where my mouth is.
[01:47:23.736 --> 01:47:25.637]  I walk the walk, ladies and gentlemen.
[01:47:25.978 --> 01:47:27.579]  I don't just talk the talk.
[01:47:28.359 --> 01:47:28.620]  Okay?
[01:47:28.700 --> 01:47:29.660]  I'm committed.
[01:47:30.701 --> 01:47:38.207]  And this wimp internet culture of just sitting back and attacking real men and women makes me want to throw up and try to discourage them.
[01:47:39.465 --> 01:47:39.985]  It's unbelievable.
[01:47:40.326 --> 01:47:40.926]  I signed it.
[01:47:40.986 --> 01:47:42.007]  It was symbolic.
[01:47:42.287 --> 01:47:44.789]  And I told listeners, you should sign it symbolically.
[01:47:45.069 --> 01:47:46.210]  It means something.
[01:47:46.650 --> 01:47:49.071]  It's a pledge to resist this.
[01:47:49.372 --> 01:47:54.255]  The globalist-collectivist takeover is a eugenics kill grid, even if you're for socialism.
[01:47:55.015 --> 01:48:00.739]  This collectivist-globalist model is a eugenics-based extermination grid.
[01:48:01.099 --> 01:48:02.680]  That's in their own words, man.
[01:48:03.461 --> 01:48:04.442]  Don't you understand?
[01:48:04.482 --> 01:48:07.784]  We're not getting out of this letting them run things.
[01:48:08.184 --> 01:48:08.725]  You think it's...
[01:48:10.706 --> 01:48:13.209]  It's so incredible for people that just don't get it.
[01:48:14.571 --> 01:48:15.392]  So go ahead, sir.
[01:48:15.672 --> 01:48:16.573]  I understand what you're saying.
[01:48:16.733 --> 01:48:17.174]  Anything else?
[01:48:18.191 --> 01:48:19.592]  Yes sir, a little bit Alex.
[01:48:19.932 --> 01:48:24.894]  I'm a Christian minister in South Carolina, an oath keeper, and I joined Brother Chuck Baldwin's Black Regiment.
[01:48:25.414 --> 01:48:30.837]  And what I'm seeing is a lot of people in this state and other states hunkering down.
[01:48:30.897 --> 01:48:36.019]  But what they don't understand with this secessionist movement, this is the breach in the wall we've been waiting for.
[01:48:36.079 --> 01:48:39.281]  I've been teaching nullification and secession threats.
[01:48:39.921 --> 01:48:41.022]  In my spirit,
[01:48:41.542 --> 01:48:43.566]  Not just in my intellect, I know this is it.
[01:48:44.147 --> 01:48:46.651]  If the people answer the call, this is it.
[01:48:46.951 --> 01:48:48.374]  I'm telling you, we can beat these people.
[01:48:48.614 --> 01:48:49.656]  I see the clear path.
[01:48:50.237 --> 01:48:51.098]  Absolutely clear.
[01:48:52.602 --> 01:48:57.243]  Alex, the colors mark the place, the battle lines in an engagement.
[01:48:57.543 --> 01:49:02.965]  And right now, your colors, my colors, other colors are in the breach of that wall.
[01:49:03.405 --> 01:49:09.346]  And all we need is the army to come in and overrun opposition and flood over us and take the fight to the enemy.
[01:49:09.706 --> 01:49:11.327]  They need to get out there on the internet now.
[01:49:11.627 --> 01:49:12.687]  And I want to issue a challenge.
[01:49:13.087 --> 01:49:14.368]  Forget the divisive lines.
[01:49:14.448 --> 01:49:20.650]  I was in the Tea Party when they tried to divide and conquer Occupy Wall Street and they told us there were different sides and I kept telling them it's bull.
[01:49:20.990 --> 01:49:22.171]  We all want the same thing.
[01:49:22.211 --> 01:49:24.432]  We want an end of corruption and we want freedom in America.
[01:49:24.972 --> 01:49:39.578]  Tea Party, quit buying the lies, get out of the GOP shill group business of getting people elected and get there with Occupy Wall Street and every other American that is sick and tired of the corruption, sick and tired of the lies, the thieving taxes,
[01:49:39.918 --> 01:49:46.083]  The destruction of freedom and evil in this country unite together and sign these petitions.
[01:49:46.403 --> 01:49:53.669]  They're trying to shoot the first few people that sign them and make them out to be monsters so the rest of you will not admit that this, like Alex just did... Exactly!
[01:49:53.769 --> 01:49:56.312]  And listen, I gotta say this, this is the most important thing I've said all day.
[01:49:57.052 --> 01:50:04.179]  Their entire battle plan behind the scenes, we reverse engineered it, is to stop state secession and restoring the republic.
[01:50:04.420 --> 01:50:08.043]  Because they know that's the rightful, most powerful course.
[01:50:08.083 --> 01:50:11.867]  Their entire defense is set around it because that's the weak point.
[01:50:12.748 --> 01:50:15.250]  And that's why they're telling people.
[01:50:15.290 --> 01:50:16.570]  They've told Lou Rockwell.
[01:50:17.011 --> 01:50:18.071]  You better watch it.
[01:50:18.091 --> 01:50:19.572]  You know, it's on their site.
[01:50:19.872 --> 01:50:20.973]  We're going to come arrest you.
[01:50:21.633 --> 01:50:23.455]  Glenn Beck's saying you better not sign this.
[01:50:24.055 --> 01:50:25.776]  Again, it's an intimidation.
[01:50:26.316 --> 01:50:27.637]  It's an intimidation.
[01:50:27.937 --> 01:50:28.858]  So we stand down.
[01:50:28.898 --> 01:50:29.558]  Well said, sir.
[01:50:29.578 --> 01:50:30.179]  God bless you.
[01:50:30.699 --> 01:50:31.940]  We'll be right back with more calls.
[01:50:32.000 --> 01:50:35.802]  John, Steve, James, Steve, and many others straight ahead.
[01:50:35.842 --> 01:50:36.883]  Two more segments of calls.
[01:50:36.903 --> 01:50:38.844]  Then we have our guests coming up and more calls continuing.
[01:50:40.120 --> 01:50:45.124]  We all know that Berkey water purification systems are the most trusted name in water filtration.
[01:50:45.324 --> 01:50:54.471]  As an authorized Berkey dealer for over six years and serving thousands of satisfied customers, the Berkey guy offers amazing specials for Berkey water filtration systems.
[01:50:54.691 --> 01:51:08.742]  The Berkey light systems include a set of self-sterilizing and re-cleanable black purification elements that purify water by removing chlorine, pathogenic bacteria, cysts and parasites to non-detectable levels and remove harmful chemicals such as herbicides and pesticides.
[01:51:09.002 --> 01:51:14.284]  Order the Berkey Light System today, complete with two black Berkey elements for only two hundred and thirty one dollars.
[01:51:14.424 --> 01:51:16.945]  And the Berkey Guy will ship your order free of charge.
