[00:00:05.356 --> 00:00:05.596]  I think.
[01:08:29.929 --> 01:08:33.773]  There's also a free iPhone app to listen to the syndicated radio show when and where you want.
[01:08:58.146 --> 01:09:02.671]  Alex Jones here with a message that could revolutionize health in this country.
[01:09:02.971 --> 01:09:08.797]  Going back about a year and a half ago, I began to learn about the incredible health effects of longevity products.
[01:09:09.197 --> 01:09:11.539]  Erin Dykes lost 92 pounds.
[01:09:11.920 --> 01:09:14.823]  We're going to show you some before and afters.
[01:09:15.243 --> 01:09:17.005]  Aaron, break down what happened.
[01:09:17.045 --> 01:09:17.606]  Your story.
[01:09:17.866 --> 01:09:22.952]  I've worked really hard with diet and exercise to try to lose weight, but I just didn't get the results.
[01:09:22.992 --> 01:09:23.853]  It just didn't happen.
[01:09:24.153 --> 01:09:26.736]  Then I saw what you were doing with Infowarsteam.com.
[01:09:27.236 --> 01:09:31.040]  I wasn't even trying to lose weight, but I got it because I wanted to feel better energy.
[01:09:31.060 --> 01:09:32.001]  I wanted that nutrition.
[01:09:32.041 --> 01:09:32.562]  Didn't even understand
[01:09:32.622 --> 01:09:37.544]  I don't understand how that could kickstart my own weight loss goals, but the products did that for me.
[01:09:37.884 --> 01:09:45.668]  I found myself suddenly losing weight, more energetic, wanting to exercise, wanting to eat the right foods, and they don't even advertise it as weight loss!
[01:09:45.968 --> 01:09:55.253]  I want to challenge our radio listeners to go to infowarsteam.com, sign up as a distributor, and get wholesale pricing discounts at infowarsteam.com.
[01:10:01.644 --> 01:10:04.365]  Alex Jones here with a message to fellow freedom lovers.
[01:10:04.665 --> 01:10:09.508]  The prognosis for the entire planetary economic system runs from bad to worse.
[01:10:09.688 --> 01:10:16.891]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[01:10:17.011 --> 01:10:22.436]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[01:10:22.656 --> 01:10:26.419]  These are items that I did research on, that I personally use.
[01:10:26.699 --> 01:10:31.243]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[01:10:31.464 --> 01:10:36.728]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[01:10:36.968 --> 01:10:39.991]  Strategic Relocation 3rd Edition by Joel Scalzo.
[01:10:40.171 --> 01:10:42.492]  When Disaster Strikes by Matthew Stein.
[01:10:42.712 --> 01:10:47.334]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[01:10:47.494 --> 01:10:49.956]  Hand crank shortwave AM FM radios.
[01:10:50.376 --> 01:10:57.439]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[01:10:57.619 --> 01:10:58.680]  We're getting prepared.
[01:10:58.900 --> 01:10:59.320]  Are you?
[01:10:59.580 --> 01:11:00.661]  Infowarshop.com
