[00:00:00.009 --> 00:00:00.429]  Network.
[01:32:25.726 --> 01:32:30.347]  Run sump pumps, shortwave radios, computers, and even keep your food from spoiling.
[01:32:30.467 --> 01:32:36.209]  Whether it's hurricanes, ice storms, brownouts or blackouts, you'll never suffer through painful power outages again.
[01:32:36.449 --> 01:32:37.509]  And here's the best news.
[01:32:37.729 --> 01:32:40.670]  A remarkable fall truckload sale is going on right now.
[01:32:40.970 --> 01:32:44.691]  It gets you $1,700 in bonuses when you buy a solar generator.
[01:32:44.811 --> 01:32:47.432]  To find out why these solar generators are the best generators,
[01:32:47.632 --> 01:32:50.456]  And get $1,700 in bonuses for doing so.
[01:32:50.637 --> 01:32:52.519]  Go to falltruckloadsale.com.
[01:32:52.660 --> 01:32:54.542]  That's falltruckloadsale.com.
[01:32:54.743 --> 01:32:56.806]  Generate your own supply of electricity.
[01:32:56.926 --> 01:32:58.869]  Go to falltruckloadsale.com.
[01:32:58.969 --> 01:33:00.792]  That's falltruckloadsale.com.
[01:33:03.677 --> 01:33:05.579]  You are obsolete, Mr. Wordsworth.
[01:33:05.599 --> 01:33:06.540]  A lie!
[01:33:06.981 --> 01:33:08.663]  No man is obsolete!
[01:33:08.983 --> 01:33:10.805]  You have no function, Mr. Wordsworth.
[01:33:10.845 --> 01:33:13.728]  You're an anachronism, like a ghost from another time!
[01:33:14.089 --> 01:33:19.134]  I am nothing more than a reminder to you that you cannot destroy truth by burning pages!
[01:33:19.174 --> 01:33:20.115]  This is Lorna Alton.
[01:33:20.816 --> 01:33:21.236]  I don't care.
[01:33:21.256 --> 01:33:22.337]  I tell you, I don't care.
[01:33:22.717 --> 01:33:23.357]  I'm a human being.
[01:33:23.377 --> 01:33:23.737]  I exist.
[01:33:23.957 --> 01:33:25.438]  And if I speak one thought aloud,
[01:33:44.349 --> 01:33:47.610]  That thought lives, even after I'm shoveled into my grave!
[01:33:48.070 --> 01:33:50.810]  Delusions, Mr. Wordsworth!
[01:33:51.230 --> 01:33:58.672]  Delusions that you inject into your veins to make you think you have a strength, when you have no strength at all!
[01:33:58.932 --> 01:34:04.313]  You have nothing but spindly limbs and a dream, and the state has no use for your kind!
[01:34:05.974 --> 01:34:09.494]  Resistance to tyrants is obedience to God.
[01:34:10.075 --> 01:34:11.795]  It's Alex Jones.
[01:34:14.795 --> 01:34:17.878]  Monday through Friday, 12 noon to 3 p.m.
[01:34:17.898 --> 01:34:18.238]  Eastern.
[01:34:18.859 --> 01:34:34.273]  We are blasting out on XM-166, over 140 AM and FM affiliates, global shortwave world service, WWCR 100,000 watts, and audio streams, video streams at PrisonPlanet.tv and InfoWars.com.
[01:34:34.734 --> 01:34:37.596]  Why is the website called PrisonPlanet.tv or PrisonPlanet.com?
[01:34:38.297 --> 01:34:44.724]  Because the globalists, in their own words, say they're constructing a prison planet of, for, and by authoritarians.
[01:34:45.325 --> 01:34:52.473]  Our Constitution and Bill of Rights is of, for, and by the people, based on the Magna Carta that Lord Monckton was foreshadowing earlier.
[01:34:53.254 --> 01:34:58.422]  People don't know that in England, the Parliament first voted to not have war with the colonies.
[01:34:58.762 --> 01:35:01.105]  Then the King had to go in there and convince them they had to do it.
[01:35:01.146 --> 01:35:07.855]  But the ideas that we saw spring here in 1776 actually came out of a 500-year fight in England.
[01:35:10.185 --> 01:35:11.927]  That had been happening for the rights of man.
[01:35:12.748 --> 01:35:18.376]  And here we are today, if you have any education, any understanding of authoritarianism, this is what we're facing.
[01:35:18.676 --> 01:35:22.601]  Before we go back to Lord Monckton and your phone calls, I want to show you some articles here.
[01:35:23.601 --> 01:35:25.202]  Now, I talked about this six years ago.
[01:35:25.282 --> 01:35:26.463]  Paul Watson wrote an article about it.
[01:35:26.483 --> 01:35:27.143]  It's linked in.
[01:35:27.183 --> 01:35:30.586]  Verizon follows Google in turning phones and TVs into wiretaps.
[01:35:31.186 --> 01:35:35.669]  InfoWars first broke story of invasive spying six years ago.
[01:35:35.749 --> 01:35:36.549]  It's already going on.
[01:35:36.950 --> 01:35:38.010]  Here is the Daily Mail.
[01:35:38.350 --> 01:35:43.474]  The TV box that can detect when you're cuddling on the sofa and show you an advert for condoms.
[01:35:44.074 --> 01:35:47.455]  System uses motion sensors, microphones, and thermal imaging.
[01:35:47.635 --> 01:35:52.976]  This is going on all the new cars, all the new video game consoles, Kinect, Microsoft, all of it.
[01:35:53.376 --> 01:35:55.577]  Cameras to view viewers.
[01:35:55.717 --> 01:35:58.417]  Described by campaign as a privacy nightmare.
[01:35:59.117 --> 01:36:01.138]  And, you know, Google won't even let you turn it off.
[01:36:01.158 --> 01:36:07.819]  You know, when I first reported on this, almost seven years ago, people didn't believe it.
[01:36:09.180 --> 01:36:10.920]  People didn't believe it.
[01:36:12.887 --> 01:36:15.628]  Even though we had a link to Google and a press release to shareholders.
[01:36:16.829 --> 01:36:22.091]  Now, they admit, but the NSA admits, and the Brits are doing this too.
[01:36:22.471 --> 01:36:23.111]  Europe's doing it.
[01:36:23.591 --> 01:36:28.253]  They say, well, it's okay that your computer and your cell phone listens to you even when it's off.
[01:36:28.693 --> 01:36:30.574]  That's by global regulations.
[01:36:30.654 --> 01:36:32.075]  It's installed on all of them.
[01:36:32.315 --> 01:36:34.916]  Told you about that in 96 when it first started, the Telecommunications Act.
[01:36:36.396 --> 01:36:40.078]  Ladies and gentlemen, the magnitude of this is just off the charts.
[01:36:41.821 --> 01:36:48.449]  They say, well, it's an AI computer recording keywords, checking it for advertising and other things.
[01:36:48.469 --> 01:36:53.655]  But government says, oh, we don't come look at it unless the computer says you did something wrong, and then that's probable cause.
[01:36:53.895 --> 01:36:57.920]  So you pre-listen, and then the computer, because it's a computer, it's OK, they say.
[01:36:57.940 --> 01:36:59.001]  It's not personal.
[01:36:59.222 --> 01:37:01.544]  And then a person goes and looks at what's all recorded.
[01:37:02.325 --> 01:37:08.493]  And the former top NSA officials have been coming out, as you know, in the last two weeks saying everything's recorded, everything's listened to.
[01:37:08.674 --> 01:37:10.196]  Well, I knew that in the Telecommunications Act.
[01:37:10.536 --> 01:37:11.237]  Same thing in Europe.
[01:37:11.838 --> 01:37:15.563]  In the mid-90s, they put this in with all the manufacturers and the regulations.
[01:37:15.863 --> 01:37:16.564]  It'd have all this.
[01:37:16.604 --> 01:37:17.545]  Which is how we knew!
[01:37:18.854 --> 01:37:20.375]  Lord Monkton, I want to get back into the U.N.
[01:37:20.395 --> 01:37:21.575]  and where it's going and take calls.
[01:37:21.595 --> 01:37:34.281]  You were getting into brainwashing kids, but they are building this panopticon spy system that makes Orwell's nightmare look like Valhalla, you know, a heavenly, heavenly plane.
[01:37:36.138 --> 01:37:37.538]  And here we are.
[01:37:37.638 --> 01:37:39.059]  It's all racing ahead.
[01:37:39.079 --> 01:37:44.500]  And it's all engineered by the military-industrial complex that Eisenhower warned us about.
[01:37:45.000 --> 01:37:45.860]  Where does it end?
[01:37:45.960 --> 01:37:46.721]  How does it end?
[01:37:46.741 --> 01:37:50.802]  I mean, you read the British Ministry of Defense report in 2007.
[01:37:50.902 --> 01:37:54.543]  It was saying what the world would be like in the next 10 years.
[01:37:54.863 --> 01:38:00.704]  And it describes a world with the resources cut off, a post-industrial system, re-education centers.
[01:38:01.044 --> 01:38:03.025]  Same thing with our army prospectuses.
[01:38:03.045 --> 01:38:04.085]  I mean, the elite
[01:38:04.605 --> 01:38:06.066]  They don't tell the army the whole story.
[01:38:06.927 --> 01:38:13.451]  When you know what the policy planners are doing, you understand why they're telling the army, get ready for this, as if it's just going to happen on its own.
[01:38:13.911 --> 01:38:15.732]  Why are these, because you know these people better than anybody.
[01:38:15.752 --> 01:38:17.093]  You've worked in the highest levels of government.
[01:38:17.353 --> 01:38:18.914]  You've been around these globalists constantly.
[01:38:19.495 --> 01:38:23.617]  What is the sycophantic desire for hellish tyranny?
[01:38:24.298 --> 01:38:25.619]  What is it in these people?
[01:38:26.579 --> 01:38:28.561]  It's very, very strange because
[01:38:29.758 --> 01:38:38.704]  In the past, in Britain, when we were the first country in the world to install machinery to listen to every telephone call, we actually did it before the Second World War.
[01:38:42.967 --> 01:38:43.768]  His Skype went down.
[01:38:43.788 --> 01:38:45.549]  We're going to reconnect to get him to talk about this.
[01:38:45.569 --> 01:38:46.490]  This is so important.
[01:38:46.750 --> 01:38:47.951]  I mean, I have three children.
[01:38:47.971 --> 01:38:48.851]  A lot of you have children.
[01:38:48.891 --> 01:38:51.713]  Folks, this is all admitted now, okay?
[01:38:52.834 --> 01:38:55.276]  We'll see if we can reconnect to him over in the Middle East.
[01:38:56.579 --> 01:39:01.463]  Knowing the globalists he's over in Qatar, they'll probably, they probably... I mean, they're trying to throw him out of the country right now.
[01:39:01.483 --> 01:39:04.605]  We'll get him back on.
[01:39:04.685 --> 01:39:08.228]  I just... The person whom you're trying to reach... Alright.
[01:39:09.429 --> 01:39:11.010]  He probably doesn't know he's disconnected.
[01:39:11.030 --> 01:39:11.991]  He's probably still talking.
[01:39:12.031 --> 01:39:14.693]  Just... Avery connecting or sending him a Skype message.
[01:39:14.713 --> 01:39:21.599]  I mean, there's got to be... There's got to be a way out of this.
[01:39:21.699 --> 01:39:22.860]  I mean, and I know what it is.
[01:39:24.406 --> 01:39:37.498]  I see these full-grown men who don't talk to each other, act real... Most men, especially if they're mid-level executives or whatever, think they're rich or whatever, they make $200,000 a year, act real quiet, they're real serious.
[01:39:37.899 --> 01:39:40.541]  It's all about their aura of how powerful they are.
[01:39:43.939 --> 01:39:46.481]  You know, acting cool and acting strong.
[01:39:47.061 --> 01:39:47.822]  They don't have lives.
[01:39:47.842 --> 01:39:48.562]  They do their business.
[01:39:48.582 --> 01:39:49.403]  They go play golf.
[01:39:50.043 --> 01:39:52.325]  They go watch a football game.
[01:39:52.405 --> 01:39:53.866]  And you're not real people.
[01:39:53.886 --> 01:39:56.027]  You're just programmed by the culture.
[01:39:56.768 --> 01:39:59.049]  And you think you're going to get ahead by not being involved.
[01:40:01.051 --> 01:40:05.554]  You should be charging around the world, if you have the money, fighting the globalists like Lord Monckton.
[01:40:06.374 --> 01:40:08.135]  And, I mean, this is serious, people.
[01:40:08.335 --> 01:40:10.377]  They are shutting down our society.
[01:40:11.528 --> 01:40:12.930]  And they're our enemies.
[01:40:12.970 --> 01:40:13.812]  We have to take this serious.
[01:40:13.832 --> 01:40:18.719]  Lord Monty, you got cut off when you were talking about Britain was the first place to put in the...
[01:40:20.714 --> 01:40:23.797]  Total surveillance grid that the NSA system's based off of.
[01:40:24.117 --> 01:40:24.918]  Please continue, sir.
[01:40:25.018 --> 01:40:27.000]  They did this before the Second World War.
[01:40:27.320 --> 01:40:30.323]  Every telephone call was then listened to individually.
[01:40:30.823 --> 01:40:36.568]  That's how we were able to round up every single German agent in the UK, bar one.
[01:40:36.588 --> 01:40:39.992]  And the story of that one is a very interesting one that I'll tell you one day.
[01:40:40.012 --> 01:40:42.234]  It hasn't come out in the official histories yet.
[01:40:42.794 --> 01:40:56.493]  But, thereafter, we were the first to develop these computers that could listen to every telephone call, look for keywords, alert operators, listen to this one, listen to that one, so that there could be complete surveillance.
[01:40:56.733 --> 01:40:58.756]  And interestingly, in those days, in the 1960s and 70s,
[01:41:00.698 --> 01:41:13.722]  It was the left who were saying this was outrageous, it shouldn't happen, this was the world being taken over by the military-industrial complex, exactly as you say Eisenhower warned about in his farewell speech as president.
[01:41:14.162 --> 01:41:20.565]  And yet now it's the left that are arguing for these things, and the right that are saying this has all gone too far.
[01:41:20.585 --> 01:41:23.646]  There's been an astonishing turnaround in political outlook.
[01:41:24.186 --> 01:41:27.567]  But of course the left are always more numerous in government.
[01:41:27.987 --> 01:41:34.069]  Because the left are believers in regulating and controlling and spying on everybody else.
[01:41:34.109 --> 01:41:34.930]  They always have been.
[01:41:35.010 --> 01:41:38.331]  That's what 1984 by George Orwell was all about.
[01:41:38.651 --> 01:41:40.912]  Your television screen watching you.
[01:41:41.032 --> 01:41:42.573]  Big Brother is watching you.
[01:41:43.013 --> 01:41:47.014]  He was the first to see that this is exactly what would come.
[01:41:47.455 --> 01:41:54.237]  And here we are already with every computer such as mine with a little camera eye looking out at you.
[01:41:54.537 --> 01:41:55.678]  What I do, Alex, and this
[01:41:57.116 --> 01:41:58.017]  Yeah, I think so.
[01:42:21.013 --> 01:42:26.739]  Had government programs hiding microphones in TVs being sent out to the public.
[01:42:26.759 --> 01:42:38.551]  This has been going on for so long and now they're building giant spy bases everywhere and they're admitting that they're spying on patriots, people that don't want a Soviet model.
[01:42:39.602 --> 01:42:46.045]  What is really happening is that you've got the governing class worldwide ganging up on the ordinary people.
[01:42:46.305 --> 01:42:46.926]  Worldwide.
[01:42:47.006 --> 01:42:48.827]  This is a completely new phenomenon.
[01:42:49.427 --> 01:42:53.869]  The idea of governments trying to keep an eye on what their people are doing is not new.
[01:42:54.129 --> 01:42:57.411]  What is new is that this is totalitarian in every sense.
[01:42:57.531 --> 01:43:04.214]  It's the entire governing class trying to make sure that people like you and me are shut down and excluded.
[01:43:04.615 --> 01:43:07.796]  I mean, the sheer anger when I spoke for 45 seconds
[01:43:09.787 --> 01:43:15.149]  And told those UN delegates three things they wouldn't have heard from anybody else.
[01:43:15.549 --> 01:43:18.310]  They didn't believe them because they'd never heard them before.
[01:43:18.990 --> 01:43:28.614]  They were furious because just for once, one had got through the cordon of cotton wool that surrounds them.
[01:43:29.054 --> 01:43:32.676]  And they were made to listen, whether they liked it or not.
[01:43:32.756 --> 01:43:38.458]  I didn't shout, I wasn't rude, I quietly said what I wanted to say, and then stopped.
[01:43:38.798 --> 01:43:41.940]  It only took 45 seconds out of their session.
[01:43:42.300 --> 01:43:43.200]  And what do they do?
[01:43:43.500 --> 01:43:45.361]  They ban me from the conference.
[01:43:45.681 --> 01:43:48.703]  If I had said the opposite, they wouldn't even listen.
[01:43:48.903 --> 01:43:51.224]  And what about these reports they may try to throw you out of the country?
[01:43:52.185 --> 01:43:56.931]  Well, they can try, but they're not going to get very far with that, frankly.
[01:43:57.251 --> 01:44:12.729]  So, all of that sort of thing, you know, the UN has a nice little deal with each country it goes to, that if the UN withdraws the credentials, and it's the kind of country where your visa is dependent upon having the credentials, then they think
[01:44:13.169 --> 01:44:24.379]  They can get away with saying, well, you know, if you're here beyond midnight then you'll be arrested by the country that's the host country and you'll go to jail because you're an illegal immigrant.
[01:44:24.619 --> 01:44:27.602]  This is the kind of thing they do try on.
[01:44:27.862 --> 01:44:37.331]  But here I am, still in the Gulf, it didn't work and I don't, you know, I don't get worried by that sort of thing because I can play the bureaucratic game frankly better than they can.
[01:44:37.891 --> 01:44:40.492]  So that sort of thing just doesn't work.
[01:44:41.133 --> 01:44:45.655]  But certainly they are incandescent with fury.
[01:44:45.955 --> 01:44:51.017]  Not because I spoke for 45 seconds and pretended to be the Republic of Burma.
[01:44:51.418 --> 01:44:55.460]  No, because that was perfectly harmless and it was only 45 seconds.
[01:44:55.800 --> 01:44:59.522]  What annoyed them was what I said and who I said it to.
[01:44:59.762 --> 01:45:02.043]  And just to add something here before we go to calls.
[01:45:03.186 --> 01:45:05.087]  These were national negotiating delegates.
[01:45:05.447 --> 01:45:09.409]  These were the people right at the top of the tree on this whole climate scam.
[01:45:09.690 --> 01:45:13.312]  And for the first time, they were told what nobody had told them before.
[01:45:13.592 --> 01:45:15.433]  No global warming for 16 years.
[01:45:15.513 --> 01:45:17.274]  It can't be said often enough.
[01:45:18.021 --> 01:45:21.802]  Alright, I want to go to some phone calls here, but getting back to the total spying.
[01:45:23.003 --> 01:45:32.986]  Government tries to make everything it does secret, and then exempt itself from what it does to us, but the answer to bring these people down is expose them.
[01:45:33.387 --> 01:45:34.387]  Everyone get active.
[01:45:34.547 --> 01:45:35.868]  Everyone go confront people.
[01:45:35.988 --> 01:45:37.608]  Everybody go speak at city council.
[01:45:38.028 --> 01:45:39.209]  Everybody go testify.
[01:45:40.211 --> 01:45:40.291]  It's
[01:45:57.168 --> 01:45:57.408]  I think?
[01:46:18.246 --> 01:46:21.330]  In little ways, all of us together can move mountains.
[01:46:21.350 --> 01:46:27.136]  Lord Monckton, comment on that and ways to crush these authoritarian sycophant tyrants that are beyond 1984.
[01:46:27.276 --> 01:46:29.659]  And then I want to go to some phone calls.
[01:46:33.183 --> 01:46:35.024]  They always use an old mobile phone.
[01:46:35.084 --> 01:46:39.605]  They don't have all this fancy new technology built in, because they were before the laws were passed.
[01:46:39.945 --> 01:46:46.267]  So there are various ways you can kind of get, partly or even completely, off the net, where they can see what you're doing.
[01:46:46.507 --> 01:46:59.811]  Funny enough, I first came across this years ago, when I wrote, quite by accident, a piece for a column I used to write for the Evening Standard, saying that I'd come across some people in the remotest Yorkshire Dales in the middle of the countryside.
[01:47:00.371 --> 01:47:04.454]  Who had been to see their parish priest to get some financial advice.
[01:47:04.814 --> 01:47:08.857]  And he'd said, do it this way and that way, and then you won't end up paying too much tax on it.
[01:47:09.458 --> 01:47:11.759]  And they said, oh no, that doesn't make any difference to us.
[01:47:11.779 --> 01:47:13.921]  He said, oh yes it does, you know, you have to do it this way rather than that way.
[01:47:13.941 --> 01:47:15.382]  He said, no, it doesn't make any difference to us.
[01:47:15.662 --> 01:47:17.143]  You see, we haven't joined.
[01:47:18.624 --> 01:47:19.585]  ...particular household.
[01:47:20.046 --> 01:47:26.053]  None of its members had a birth certificate, they didn't have a telephone, they weren't on the electricity, they generated their own.
[01:47:26.454 --> 01:47:28.136]  Nobody knew they existed.
[01:47:28.196 --> 01:47:29.998]  They were running a very successful farm.
[01:47:30.198 --> 01:47:34.484]  They paid no tax at all, because they were completely off the net.
[01:47:34.984 --> 01:47:49.378]  And when I wrote about this, because I was quite intrigued that such a thing was even possible this end of the 21st century, the Treasury, the UK Treasury, was absolutely furious with me for writing this because they said it would give other people ideas.
[01:47:50.038 --> 01:47:57.326]  So you do have, particularly in a country as wide as the United States with lots of open spaces, the ability simply to drop off the net and disappear.
[01:47:58.207 --> 01:48:04.855]  And some people are beginning, I mean I spoke to an eminent dentist from Texas the other day who had made elaborate
[01:48:04.975 --> 01:48:05.556]  Preparations
[01:48:27.512 --> 01:48:43.986]  Yes, they can impose dictatorship on us for a bit, but then, as it always does with dictatorships, the money will run out, they will collapse, freedom will come back, and because we've been through yet another round of dictatorship, we will learn still further.
[01:48:44.346 --> 01:48:53.328]  And that's the historical cycle, and the globalists, as you know, admit that, and they say they're studying, show their authoritarianism will not go through that cycle.
[01:48:53.368 --> 01:48:56.449]  They call it the final revolution, and people want to look up that term.
[01:48:56.489 --> 01:49:02.111]  Now, expanding on this issue, I have found with government and other systems, it's all bluster.
[01:49:02.131 --> 01:49:09.953]  It's all the image that every spy is James Bond, and every bureaucrat is invincible, and the public's all just scared and cowardly.
[01:49:10.433 --> 01:49:11.053]  I have found
[01:49:11.713 --> 01:49:18.739]  That when I want to sneak in Bohemian Grove, or I want to, I mean, I just walked into a federal building, just said open the gate and walked in the other day.
[01:49:19.280 --> 01:49:21.221]  And they freaked out once I got in there.
[01:49:21.481 --> 01:49:22.903]  But I'm going to show that next week.
[01:49:22.923 --> 01:49:24.304]  We haven't got the video edited yet.
[01:49:24.364 --> 01:49:25.185]  It was like 30 minutes of it.
[01:49:25.425 --> 01:49:31.970]  My point is, people just don't know the power that an individual has when you know you're in the right.
[01:49:32.251 --> 01:49:35.774]  We are incredibly powerful individuals, Lord Monckton.
[01:49:36.991 --> 01:49:38.152]  Well, I think that's true.
[01:49:38.192 --> 01:49:44.435]  I mean, if you look at the sort of noises I have been trying to make on the climate over the last few years, I won't say I'm a lone voice.
[01:49:44.455 --> 01:49:50.198]  There are perhaps a dozen other gallant people who are spending a lot of time on this and getting themselves hurt.
[01:49:50.238 --> 01:49:59.844]  But there aren't many of us who are really outspoken on this, and certainly very few who are willing to take the risk of doing what I did at the UN yesterday.
[01:50:00.584 --> 01:50:05.727]  And calling them out in public and saying, look, come on, you've got the science wrong, you need to rethink this.
[01:50:07.148 --> 01:50:11.311]  The fact is that it does carry an enormous amount of weight, of course.
[01:50:11.411 --> 01:50:18.756]  You know, I can imagine that all my friends are going to be in touch, the more serious-minded ones, and say, don't you realise what a fool you've made yourself look?
[01:50:19.236 --> 01:50:24.158]  But all the other people are saying, well, look, nobody else is saying anything to stop this nonsense.
[01:50:24.458 --> 01:50:29.740]  And if this is the only way to get it through, it's not exactly as though I'd thrown a bomb or something.
[01:50:30.020 --> 01:50:33.602]  All I'd done was to take 45 seconds of their time.
[01:50:33.942 --> 01:50:37.483]  And they've been there for two weeks already, so I don't think they minded very much.
[01:50:37.783 --> 01:50:38.684]  What they minded...
[01:50:39.384 --> 01:50:40.125]  That's right.
[01:50:40.205 --> 01:50:41.866]  Stay there, Lord Monckton.
[01:50:41.906 --> 01:50:44.328]  Call straight ahead for two short segments and a jam-packed third hour.
[01:50:44.348 --> 01:50:44.928]  Stay with us.
[01:51:02.307 --> 01:51:11.251]  If you've ever wanted to be able to produce boiling hot water anytime, anywhere, with absolutely no power whatsoever, then this is going to be the most important message you'll ever hear.
[01:51:11.311 --> 01:51:11.972]  Here's why.
[01:51:11.992 --> 01:51:18.155]  There's a brand new self-reliance product available that makes producing piping hot water in any emergency fast and easy.
[01:51:18.295 --> 01:51:21.136]  Introducing the Hot Water Rocket from Solutions from Science.
[01:51:21.176 --> 01:51:26.339]  The Hot Water Rocket is lightweight, extremely durable, and generates boiling hot water using only the sun.
[01:51:26.379 --> 01:51:28.180]  Simply add water and place outside.
[01:51:28.220 --> 01:51:30.981]  Whether you're in the aftermath of a hurricane and have lost your
[01:51:30.981 --> 01:51:31.441]  I think so.
[01:51:49.312 --> 01:51:50.794]  $50 value free with your order.
[01:51:50.834 --> 01:51:56.644]  The Hot Water Rocket makes an ideal Christmas present and is now cyber priced at one half off while supplies last.
[01:51:56.684 --> 01:52:00.410]  For piping hot water whenever you need it, go to HotWaterRocket.com.
[01:52:00.430 --> 01:52:01.913]  That's HotWaterRocket.com.
[01:52:03.527 --> 01:52:05.007]  Hey there, Frank Bates here.
[01:52:05.768 --> 01:52:10.369]  Have you heard about the weird device that could wipe out 280 million Americans?
[01:52:10.849 --> 01:52:12.230]  This is really scary stuff.
[01:52:12.650 --> 01:52:17.351]  Defense experts warn that this odd device poses the greatest threat we've ever known.
[01:52:17.912 --> 01:52:25.094]  In fact, just a few weeks ago, former Speaker of the House Newt Gingrich wrote an op-ed piece for the Washington Post warning about this deadly threat.
[01:52:25.954 --> 01:52:28.176]  I can't believe that more people aren't talking about this.
[01:52:28.736 --> 01:52:31.918]  It may be because the liberals in the government are trying to cover it up.
[01:52:32.519 --> 01:52:40.644]  That's why my friend just created a free video at WeirdDevice.com that exposes this threat and blows the doors off the conspiracy.
[01:52:41.065 --> 01:52:51.232]  Go watch the shocking video at WeirdDevice.com right now to discover exactly what it is, plus discover the number one way you and your family can survive this deadly attack.
[01:52:51.952 --> 01:52:56.795]  I'm not sure how long this video will be online, so go to WeirdDevice.com before it's gone forever.
[01:52:57.275 --> 01:52:59.377]  Again, that's WeirdDevice.com.
[01:53:01.258 --> 01:53:05.340]  Hello, this is Ty Bollinger, author of the best-selling book, Cancer Step Outside the Box.
[01:53:06.021 --> 01:53:08.162]  I want you to know some very important information.
[01:53:09.043 --> 01:53:17.368]  In 1985, President Ronald Reagan requested that Carnivora be sent directly to the White House at a time when only the President could obtain this world-class healer.
[01:53:18.001 --> 01:53:22.944]  Now, 27 years later, carnivore capsules are used around the world to keep people healthy.
[01:53:23.564 --> 01:53:34.531]  Now you can protect yourself and your loved ones in this age of superbugs with 17 naturally occurring compounds that instinctively respond to abnormal cells only without harming a single normal cell.
[01:53:34.931 --> 01:53:41.935]  If you want to stay healthy, now's your chance to literally wake up your critical immune cells to attack harmful invaders that don't belong in your body.
[01:53:42.595 --> 01:53:46.880]  Call 1-866-VENUSFLY or order from carnivora.com.
[01:53:46.900 --> 01:53:50.084]  That's C-A-R-N-I-V-O-R-A dot com.
[01:53:50.505 --> 01:53:57.473]  That's 1-866-836-8735, 1-866-VENUSFLY or visit carnivora.com.
[01:53:57.773 --> 01:53:58.774]  Protect your immune system.
[01:53:59.055 --> 01:54:00.076]  It's the only one you've got.
[01:54:04.799 --> 01:54:11.163]  The preacher man says it's the end of time and the Mississippi River, she's a gold drive.
[01:54:16.086 --> 01:54:22.070]  The interest is up and the stock market's down and you're only getting mugged if you go downtown.
[01:54:27.733 --> 01:54:33.063]  I live back in the woods you see, my woman and the kids and the dogs and me.
[01:54:37.091 --> 01:54:38.572]  All right, Lord Monckton is our guest.
[01:54:38.652 --> 01:54:41.595]  I'm Alex Jones, your host.
[01:54:41.855 --> 01:54:44.597]  And we've got a gang of parasites that have taken over our society.
[01:54:44.617 --> 01:54:45.998]  That's the bottom line of what's happening.
[01:54:46.599 --> 01:54:50.302]  We're going to go ahead and go to some of your phone calls here right now.
[01:54:50.742 --> 01:54:55.806]  Let's talk to Julio in Illinois, listening on 1530 AM WCKG.
[01:54:55.866 --> 01:54:57.227]  That's in Chicago.
[01:54:58.028 --> 01:54:59.509]  Welcome to the Airwaves, Julio.
[01:54:59.529 --> 01:54:59.850]  Go ahead.
[01:55:01.061 --> 01:55:08.691]  Aloha and Lord Mocton, thank you for all of your work over the years exposing this fraud and these mad scientists.
[01:55:08.731 --> 01:55:09.392]  That's what they are.
[01:55:09.412 --> 01:55:11.435]  And Lord Mocton, I have a question for you.
[01:55:11.996 --> 01:55:15.260]  It's quite clear that people know what they're doing.
[01:55:17.663 --> 01:55:23.124]  And as of late, with Hurricane Sandy, or as they call it, Superstorm Sandy, they're trying to take advantage of this.
[01:55:23.504 --> 01:55:30.766]  One of the heads of NASA wrote in the London Telegraph that now we need carbon taxes because we're going to see more extreme weather.
[01:55:31.686 --> 01:55:34.587]  They have what they call climate engineering.
[01:55:34.627 --> 01:55:39.928]  These mad scientists want to manipulate the weather, in their own words, to help curb climate change.
[01:55:40.208 --> 01:55:47.010]  Did they discuss any of this in Doha, or were they discussing ways to expose extreme weather to carbon taxes?
[01:55:49.276 --> 01:55:50.878]  All of these things are on the agenda.
[01:55:50.918 --> 01:56:11.938]  They're still very keen on what they call carbon capture and storage, which has not been proven to work and would probably be quite dangerous as well as wickedly expensive and wasteful of fossil fuels because you use 40% more fossil fuel if you want to shove the carbon dioxide back into the ground after it's emitted when you burn it.
[01:56:12.658 --> 01:56:24.441]  So, they've been discussing all of these things and geoengineering hasn't really been featured that much at this particular conference because it's begun to seem just pretty kooky.
[01:56:24.921 --> 01:56:32.623]  And one of the things that they're quite worried about here is the kookiness of a number of the people that get attracted to these conferences.
[01:56:32.663 --> 01:56:38.285]  I mean, there was a person who was busily marketing a perpetual motion power station.
[01:56:39.165 --> 01:56:45.347]  Which I had had looked at last year by a nuclear physicist I knew in South Africa when I was at the Durban Conference.
[01:56:45.688 --> 01:56:47.988]  And he asked them one question, is it a closed system?
[01:56:48.029 --> 01:56:48.989]  They said yes.
[01:56:49.049 --> 01:56:51.550]  He said in that case it's a perpetual motion machine, it wouldn't work.
[01:56:52.070 --> 01:56:59.393]  And all these kooks are now turning up here saying we can geoengineer, we can do this, we can do that, just give us a few trillion and we'll do it for you.
[01:57:00.153 --> 01:57:13.966]  And even the delegates here who are pretty scientifically illiterate, it has to be said, are beginning to realise that some of these scientists are just looking to make themselves rich without delivering anything in return.
[01:57:14.006 --> 01:57:17.229]  They are the old-fashioned, as the economists call them, rent seekers.
[01:57:17.289 --> 01:57:18.070]  So no, I think
[01:57:18.590 --> 01:57:22.333]  Geoengineering is gradually disappearing off the radar.
[01:57:22.694 --> 01:57:25.136]  We've got to keep an eye because they'll keep trying.
[01:57:25.476 --> 01:57:27.438]  But I don't think it's the major danger.
