[00:00:00.129 --> 00:00:07.975]  So... Big Brother.
[01:28:05.242 --> 01:28:09.526]  And they can't even say, and now I'm seeing MSNBC and people say, aha,
[01:28:10.527 --> 01:28:14.089]  The age of the white man's over, you're gonna have to turn your guns in.
[01:28:14.109 --> 01:28:24.314]  And I'm getting emails and seeing comments on YouTube, this is some new meme, like, like, like, oh, it's like a weird reverse racism or something.
[01:28:24.774 --> 01:28:27.296]  And the cover of Newsweek says, you're white, you're history.
[01:28:27.596 --> 01:28:31.338]  The Obama conquest, and he's in a Napoleon outfit with a sword.
[01:28:31.958 --> 01:28:33.519]  It's like some on the left now,
[01:28:34.179 --> 01:28:45.683]  Just are screaming for authoritarianism, but it's almost like Hitlerian, though, because it's mixed with a weird racial vitriol that I guess MSNBC's been able to sell.
[01:28:45.763 --> 01:28:46.824]  It's very bizarre.
[01:28:47.304 --> 01:28:56.607]  Yeah, they've learned that many conservatives, or at least many, quote, Republicans, are cowed by the playing of the race card.
[01:28:56.627 --> 01:29:00.209]  And I think what we need to do is to, if we're,
[01:29:01.269 --> 01:29:15.912]  I speak Spanish, I address Spanish audiences, I did a debate for an hour on CNN en Español, and the point has to be made that the fact that guns are readily available here is why America is different.
[01:29:16.292 --> 01:29:27.075]  It's the tangible expression of the American spirit that we the people are in charge, not the governments from which you fled to get here to America.
[01:29:27.375 --> 01:29:34.000]  I want to hear you break that down further when we come back, because it's fundamental that if they can get our guns, they believe they've won.
[01:29:34.040 --> 01:29:36.382]  I mean, because then it's about living under the Socialists.
[01:29:36.402 --> 01:29:37.482]  They're going to take everything we got.
[01:29:37.502 --> 01:29:38.923]  I mean, this is slavery.
[01:29:39.744 --> 01:29:40.805]  Hitler took the guns.
[01:29:40.885 --> 01:29:41.966]  Stalin took the guns.
[01:29:42.046 --> 01:29:43.407]  Lenin, Mao.
[01:29:43.447 --> 01:29:46.149]  Mao Zedong said political power grows out of the barrel of a gun.
[01:29:46.669 --> 01:29:49.551]  The big government people don't like the fact we've got the guns.
[01:29:49.571 --> 01:29:50.172]  We'll be right back.
[01:29:51.482 --> 01:29:54.467]  We're on the march, the empire's on the run.
[01:29:55.408 --> 01:29:58.092]  Alex Jones and the GCN Radio Network.
[01:30:02.153 --> 01:30:06.016]  Millions of people are going to get sick this winter from colds, flus, and other illnesses.
[01:30:06.356 --> 01:30:07.777]  Make sure you're not one of them.
[01:30:08.138 --> 01:30:16.324]  Supernatural Silver is a new technology that is highly effective against the germs, bacteria, and fungus that can breed in your chest, throat, and sinuses.
[01:30:16.664 --> 01:30:28.153]  Kill off these germs and allow your immune system to become stronger with Supernatural Silver, a powerful new silver solution that is several hundred times more effective than colloidal or ionic silvers.
[01:30:28.533 --> 01:30:33.615]  Supernatural silver can be taken daily for prevention and will not create resistant bacteria.
[01:30:33.875 --> 01:30:43.599]  It is non-toxic and is proven to be effective against many of the most serious diseases out there today, such as resistant staph, strep, pneumonia, viruses and flus.
[01:30:44.079 --> 01:30:50.084]  Supernatural Silver is a safe and effective way to fight pathogens where antibiotics and other drugs fail.
[01:30:50.244 --> 01:30:52.146]  Have it on hand for any emergency.
[01:30:52.266 --> 01:31:01.474]  Go to www.supernaturalsilver.com today and use the promo code AlexSays for 20% off and like us on Facebook.
[01:31:02.463 --> 01:31:08.705]  Strategic relocation is a systematic way to think strategically in the future about how do I safeguard.
[01:31:09.105 --> 01:31:11.466]  Renowned author and expert, Joel Skousen.
[01:31:11.486 --> 01:31:11.866]  The U.S.
[01:31:11.946 --> 01:31:16.047]  isn't building huge underground bases and bunkers because of some terrorist threat.
[01:31:16.167 --> 01:31:18.748]  They know that a massive nuclear attack is coming.
[01:31:19.128 --> 01:31:20.388]  They want that attack to come.
[01:31:20.628 --> 01:31:26.830]  Joel Skousen is renowned as one of the world's foremost experts in strategic relocation and the securing of your home.
[01:31:27.190 --> 01:31:29.651]  What I tell people is that you do have time.
[01:31:29.871 --> 01:31:34.634]  We talk about natural disasters, the health environment, we talk about pollution, the water quality.
[01:31:34.834 --> 01:31:42.258]  My personal experience about being in every one of these states, most people won't even be ready, won't be able to get out of town, because there'll be absolute panic.
[01:31:42.578 --> 01:31:45.139]  There is no preparedness without strategy.
[01:31:45.339 --> 01:31:47.980]  This Christmas, give the gift of preparedness.
[01:31:48.420 --> 01:31:52.682]  Strategic Relocation Film with Joel Skousen and Alex Jones.
[01:31:52.982 --> 01:31:57.584]  Available only at InfoWarsShop.com or by calling 888-253-3139.
[01:32:01.667 --> 01:32:04.391]  Alex Jones here with a message to fellow freedom lovers.
[01:32:04.692 --> 01:32:09.499]  The prognosis for the entire planetary economic system runs from bad to worse.
[01:32:09.700 --> 01:32:16.891]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[01:32:17.011 --> 01:32:22.414]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[01:32:22.634 --> 01:32:26.376]  These are items that I did research on, that I personally use.
[01:32:26.656 --> 01:32:31.198]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[01:32:31.398 --> 01:32:36.601]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[01:32:36.861 --> 01:32:39.944]  Strategic Relocation 3rd Edition by Joel Skousen.
[01:32:40.084 --> 01:32:42.346]  When Disaster Strikes by Matthew Stein.
[01:32:42.606 --> 01:32:47.170]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[01:32:47.350 --> 01:32:49.812]  Hand Crank Shortwave AM FM Radios.
[01:32:50.232 --> 01:32:57.278]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[01:32:57.459 --> 01:32:58.479]  We're getting prepared.
[01:32:58.740 --> 01:32:59.140]  Are you?
[01:32:59.400 --> 01:33:00.221]  Infowarshop.com
[01:33:10.442 --> 01:33:14.595]  Defending the Republic from enemies foreign and domestic.
[01:33:15.377 --> 01:33:16.801]  It's Alex Jones!
[01:33:19.741 --> 01:33:23.384]  Okay, Mark Faubourg, I tell you, he's been incredibly accurate predicting things.
[01:33:23.424 --> 01:33:25.425]  He's just prepared for massive market meltdown.
[01:33:25.445 --> 01:33:28.768]  We're going to get to that and then some of your phone calls when Larry Pratt leaves us.
[01:33:28.808 --> 01:33:30.669]  Larry, I've been asking a lot of the questions here.
[01:33:30.689 --> 01:33:36.593]  I want you to be able to add any other points that you think are important for listeners and other assaults we're going to see.
[01:33:37.354 --> 01:33:39.095]  But they tell us they're coming after our guns.
[01:33:39.135 --> 01:33:41.777]  They go, you've got a Second Amendment, we just have a right to take them.
[01:33:42.318 --> 01:33:44.779]  But finishing up the point that you were trying to get to,
[01:33:45.920 --> 01:33:50.901]  Um, because they say, oh, I mean, it's racist that our guns are killing people in Mexico.
[01:33:51.402 --> 01:33:56.283]  Well, Mexico's banned guns, and most of the guys that have them, it's hand grenades and grenade launchers and machine guns.
[01:33:56.723 --> 01:33:58.123]  They're not getting those at gun stores.
[01:33:58.463 --> 01:34:01.444]  It's turned out the ATF was shipping them directly into Mexico.
[01:34:02.084 --> 01:34:07.666]  Fast and Furious goes a lot deeper, but finishing up with this weird racial vitriol
[01:34:09.242 --> 01:34:14.223]  Where Time Magazine says, you're white, you're history, and shows Obama as a general with a sword.
[01:34:14.243 --> 01:34:17.364]  I mean, that's pretty, they show him as a dictator.
[01:34:17.964 --> 01:34:21.025]  They also show him as Lincoln and say he may have to deal with the states.
[01:34:21.465 --> 01:34:30.008]  We have Texas now in less than 24 hours, what is it, 50-something thousand signatures now, it was 25,000 in hours, saying we want to secede.
[01:34:30.028 --> 01:34:34.169]  We need to just kick the globalists out of this country and just take our country back.
[01:34:35.249 --> 01:34:36.990]  I mean, where do you see Obama going?
[01:34:37.050 --> 01:34:40.872]  And, again, you were trying to finish your point about this whole racism angle.
[01:34:40.912 --> 01:34:42.953]  It's like, hey, I don't like lemon pie.
[01:34:43.033 --> 01:34:43.873]  Why are you racist?
[01:34:43.913 --> 01:34:45.974]  You know, it's like, hey, I don't like your food at this restaurant.
[01:34:45.994 --> 01:34:46.715]  What are you, racist?
[01:34:46.735 --> 01:34:50.657]  It's just this... And people call in like it's powerful.
[01:34:50.717 --> 01:34:56.339]  Like, they're going to say, why are you a racist when I'm talking about not wanting to shut down our coal power plants?
[01:34:56.840 --> 01:34:58.360]  And I go, what do you mean I'm racist?
[01:34:58.400 --> 01:34:59.261]  Well, you know you are.
[01:35:00.359 --> 01:35:01.320]  You don't like Obama.
[01:35:01.340 --> 01:35:02.681]  And I go, yeah, I don't like him.
[01:35:02.701 --> 01:35:03.982]  He's a front man for the globalists.
[01:35:04.402 --> 01:35:06.283]  I mean, it's like a religion now.
[01:35:06.964 --> 01:35:07.945]  I mean, what can you say to this?
[01:35:07.965 --> 01:35:10.627]  You were getting cut off by the break talking about your CNN debate.
[01:35:11.533 --> 01:35:38.325]  Well, I think it's somewhat disappointing for the other side to realize that there are a number of us on the right who, I'm married to a Latin American woman, have been for almost 50 years, and I can debate them in Spanish, and so that kind of takes a little bit of the starch out of their shirt, I think, because it doesn't fit the stereotype that somebody that they just assume
[01:35:39.565 --> 01:35:43.313]  If you don't agree with me, as you were saying, Alex, it's one size fits all.
[01:35:43.333 --> 01:35:44.014]  Well, you're a racist.
[01:35:44.074 --> 01:35:47.802]  I mean, if you don't agree with me, down the line, everything I say, you're a racist.
[01:35:48.884 --> 01:35:49.385]  They don't.
[01:35:50.276 --> 01:35:54.440]  Increasingly, have the ability to debate their point.
[01:35:55.021 --> 01:36:04.149]  And when I did the CNN debate in Spanish, they felt... I guess they were comfortable with the strength in numbers, so it was three against one.
[01:36:05.631 --> 01:36:12.017]  But, you know, it's all the same argument, so I was really only debating one other, that argument that they all three were making.
[01:36:13.218 --> 01:36:13.939]  And they don't...
[01:36:15.495 --> 01:36:17.736]  I'm not sure they figured out how to get out of that pit.
[01:36:17.936 --> 01:36:32.843]  Now, so far, they were able to do a very effective job with Mitt Romney, because Mitt Romney, who doesn't share, say, a Reagan view of America's greatness, and he doesn't know how to articulate it, that's for sure, and he didn't!
[01:36:33.263 --> 01:36:36.165]  And so he let Obama get away with anything he wanted.
[01:36:36.745 --> 01:36:40.387]  And, in fact, as you say, they came up with the race card
[01:36:41.514 --> 01:36:45.055]  In the Fast and Furious scandal, wait, wait, wait, excuse me?
[01:36:45.756 --> 01:36:53.478]  Those are Mexicans that are dying, almost none of whom trace back to Spain through my wife's lineage.
[01:36:53.818 --> 01:37:08.824]  These are people who are brown, who are typical Latin Americans, and I thought it was kind of racist to kill some 400-plus and counting with guns that our government sent down there for that purpose!
[01:37:09.304 --> 01:37:10.785]  I mean, why isn't that racist?
[01:37:11.046 --> 01:37:19.593]  Sure, I mean, you're right, but I mean, it's literally, like you said, you go, hey, I don't want socialism, I don't want to lose our freedoms, and they just call in and go, you're a racist.
[01:37:20.274 --> 01:37:28.881]  And then they wait like you're about to fall over, and I guess, and they repeat talking points of MSNBC and Chris Matthews and
[01:37:29.862 --> 01:37:34.927]  And Rachel Maddow and all of them, I mean, they get up there and they say, if you don't like health care, it's because you're racist.
[01:37:35.748 --> 01:37:36.829]  No, I don't.
[01:37:37.130 --> 01:37:39.032]  I know government's going to ruin health care.
[01:37:39.132 --> 01:37:40.593]  And look, the prices are already going up.
[01:37:40.954 --> 01:37:42.315]  The economy is shutting down.
[01:37:42.435 --> 01:37:42.635]  I mean.
[01:37:43.619 --> 01:37:44.380]  Socialism?
[01:37:44.920 --> 01:37:59.654]  I had a guy call in, you know, who said he was a socialist, and when I said, well I don't like socialism, he's endorsed communism before, he's named John from Ohio, he's called many times, he's a white guy, and when I said, look, socialism doesn't work, he goes, well that's a typical racist statement.
[01:38:00.373 --> 01:38:03.415]  And I'm like, I mean, the Russians are white.
[01:38:03.535 --> 01:38:04.536]  It didn't work over there.
[01:38:04.556 --> 01:38:07.218]  I mean, you know, there's hardly any black people over there.
[01:38:07.238 --> 01:38:08.959]  Maybe, you know, one out of a thousand.
[01:38:09.279 --> 01:38:10.660]  What is that now racist too?
[01:38:10.720 --> 01:38:16.525]  I mean, it's like, I mean, if I say I like lemon pie over cheesecake, they go, that's racist.
[01:38:16.605 --> 01:38:16.785]  I mean,
[01:38:17.065 --> 01:38:24.909]  It's like if I say I like blue skies instead of, you know, uh, red skies, it's, I mean, it's like if I haven't, all they say is that.
[01:38:24.929 --> 01:38:27.791]  It's like a weird cult of people just like parrots.
[01:38:27.951 --> 01:38:29.552]  Racism, racism, right?
[01:38:29.592 --> 01:38:30.813]  It's really bizarre.
[01:38:31.193 --> 01:38:32.694]  Racism, racism, racism.
[01:38:33.374 --> 01:38:42.142]  Some of the folks that have been produced by the public schools, the government schools, are probably okay with that comeback.
[01:38:42.182 --> 01:38:42.862]  That's racist.
[01:38:43.363 --> 01:38:47.467]  But frankly, a lot of people in this country still can think.
[01:38:48.167 --> 01:38:53.392]  And if that's the way they want to conduct a debate in front of the American people,
[01:38:54.813 --> 01:38:55.253]  Bring it on.
[01:38:55.814 --> 01:39:02.517]  I think it's time we have that debate and let the whole country see just how inadequate their arguments are.
[01:39:02.537 --> 01:39:12.982]  But why would Newsweek come out and have David Fromm, who's attacked me seven ways this Sunday, come out and say, if you're white, you're history?
[01:39:13.062 --> 01:39:15.983]  I mean, that isn't... and then I see that as a meme online.
[01:39:16.383 --> 01:39:21.406]  It's like trying to... I guess they want... the left really wants to try to have a race war in the hopper.
[01:39:22.728 --> 01:39:27.072]  Well, golly, you're going to have to be attacked by somebody of more substance than Newsweek.
[01:39:27.312 --> 01:39:29.594]  They're no longer publishing in paper.
[01:39:29.854 --> 01:39:31.175]  They're only online.
[01:39:32.096 --> 01:39:35.679]  The American people are not buying that stuff.
[01:39:36.159 --> 01:39:43.085]  And if that little kept house conservative, Mr. Fromm, is happy associating with Newsweek, bless his heart.
[01:39:43.365 --> 01:39:44.726]  More power to him.
[01:39:46.021 --> 01:39:48.364]  You're right, he is just a piece of work.
[01:39:50.207 --> 01:39:52.210]  What do you think this election really signified?
[01:39:52.230 --> 01:39:54.573]  I mean, I saw a lot of fraud against Romney.
[01:39:54.613 --> 01:39:55.714]  I just call it like I see it.
[01:39:57.096 --> 01:40:01.042]  Some states didn't even count that day's votes and just said that Obama was the winner.
[01:40:02.423 --> 01:40:08.066]  I see them saying conservatives and libertarians had better become socialist if you ever want to win the Democrats.
[01:40:08.106 --> 01:40:11.728]  Well, I mean, if you became Stalin, they would become Lenin.
[01:40:11.768 --> 01:40:13.889]  If you became Lenin, they would become Marx.
[01:40:14.209 --> 01:40:19.412]  There's no way to ever become them to win because you've already become them.
[01:40:19.712 --> 01:40:22.453]  You've got to go out and promote real constitutionalism.
[01:40:23.194 --> 01:40:28.396]  We saw 12 million to 15 million Ron Paul people go out and not vote this time because of the way they were treated.
[01:40:28.416 --> 01:40:30.998]  And in a way, some say let it get worse.
[01:40:31.858 --> 01:40:33.522]  That's what will cause real change.
[01:40:33.562 --> 01:40:35.726]  I mean, is there a way to make lemons out of this lemonade?
[01:40:37.113 --> 01:40:41.994]  Well, I prefer to make lemons that I purchased rather than they were shoved down my throat.
[01:40:42.214 --> 01:40:42.914]  Sure.
[01:40:43.255 --> 01:40:44.635]  I'll do what I have to do.
[01:40:45.275 --> 01:41:01.539]  And so in addition to going on the offense in Congress, which I think now we might be able to do, we also need to keep in mind, and you and I have talked about this before, there is in most of our states the very powerful institution of the County Sheriff.
[01:41:01.899 --> 01:41:04.400]  In fact, one of the things I'd urge people to buy at our
[01:41:05.260 --> 01:41:11.823]  site at GunOwners.org in the media section where we have the bookstore, or what others say, you'll find the bookstore.
[01:41:12.924 --> 01:41:15.305]  It's called The County Sheriff by Richard Mack.
[01:41:15.405 --> 01:41:16.665]  You've probably interviewed him.
[01:41:16.786 --> 01:41:17.466]  Excellent book.
[01:41:17.506 --> 01:41:18.366]  We carry it as well.
[01:41:18.426 --> 01:41:23.549]  People should go to GunOwners.org and buy that book and give it to your sheriff and give it to all the sheriff candidates.
[01:41:24.389 --> 01:41:25.890]  Yes.
[01:41:25.990 --> 01:41:27.851]  Read it first so you're sure you know what's in it.
[01:41:28.171 --> 01:41:39.836]  But it's the history and the constitutional doctrine of the sheriff is the top cop because he's the only cop that has an immediate delegation of authority via election from we the people.
[01:41:40.236 --> 01:41:41.316]  By we the people.
[01:41:41.656 --> 01:41:52.541]  And so it is very important that we increase the number of these constitutional sheriffs throughout the land who are willing and able to tell the feds
[01:41:53.161 --> 01:41:54.282]  Not in my county.
[01:41:54.463 --> 01:42:04.392]  If what you're trying to do is not in Article 1, Section 8 of our federal constitution, and there's a couple other things the constitution tells them to do as well, then you're not going to do it here in this county.
[01:42:04.412 --> 01:42:07.075]  And the sheriff gets their authority from the state constitutions.
[01:42:07.696 --> 01:42:11.420]  Expanding on that, what do you make of nullification?
[01:42:11.460 --> 01:42:13.562]  I think that's something we're going to really see explode now.
[01:42:15.235 --> 01:42:27.246]  The sheriff is the guy who can nullify a state legislature, can nullify an acting legislation, and some states have done it, saying there's not going to be any exchange for Obamacare in our state.
[01:42:28.307 --> 01:42:31.690]  They are just flat out telling the feds, take a hike.
[01:42:32.290 --> 01:42:35.273]  That's what the federal system was designed to do.
[01:42:35.873 --> 01:42:42.819]  And now with 25 states, I think is the latest count, petitioning the White House for secession.
[01:42:43.380 --> 01:42:52.547]  And it's a rather more serious matter than any of the other states when Texas does that because Texas came into the union with the proviso explicitly.
[01:42:53.268 --> 01:42:58.391]  Proviso, that it can also say adios, and it can be on its way.
[01:42:58.411 --> 01:43:02.634]  And that's why it's called the Lone Star State, because it has that proviso built in.
[01:43:02.654 --> 01:43:04.795]  Go ahead.
[01:43:05.536 --> 01:43:08.058]  So I think that's a very serious threat.
[01:43:08.598 --> 01:43:14.562]  Texas is one of the few healthy economies among the states of this country.
[01:43:15.382 --> 01:43:16.343]  It's robust.
[01:43:16.663 --> 01:43:18.985]  It has a conservative political culture.
[01:43:19.785 --> 01:43:25.107]  And frankly, I think there could be a majority of Texans that say, you know, why not?
[01:43:25.147 --> 01:43:27.008]  We've got our own seacoast.
[01:43:27.048 --> 01:43:32.991]  They can't really boycott our airports because we have too many hubs that are central for the airlines.
[01:43:33.471 --> 01:43:35.792]  We're just too important for them to ignore.
[01:43:37.893 --> 01:43:40.535]  Do they really think they're going to invade Texas and take it over?
[01:43:41.676 --> 01:43:45.698]  You know, they tried that once and they got away with it that one time.
[01:43:45.798 --> 01:43:47.259]  I don't think they'd get away with it this time.
[01:43:47.339 --> 01:43:52.122]  I don't think the military would, most of them, would say, that's not a constitutional order.
[01:43:52.463 --> 01:43:53.043]  I'm not going to do it.
[01:43:53.283 --> 01:44:00.828]  Well, the Texas Legislature last year said you're not going to grope us anymore because all of the House reps been flying into Austin had been getting groped.
[01:44:01.188 --> 01:44:02.409]  Unanimous House vote.
[01:44:02.729 --> 01:44:06.471]  Dewhurst killed it in the Senate, so he lost his national Senate run.
[01:44:06.891 --> 01:44:10.734]  Cruz says he's going to support the Second Amendment, a Ron Paul type guy.
[01:44:10.774 --> 01:44:12.375]  We'll see if that's really the case.
[01:44:13.776 --> 01:44:18.579]  But expanding on all of this, they threaten a federal blockade with aircraft.
[01:44:19.019 --> 01:44:21.240]  I say, throw me in that briar patch.
[01:44:21.321 --> 01:44:23.302]  Let's get this confrontation going.
[01:44:23.322 --> 01:44:24.743]  Let's show what crooks you are.
[01:44:25.939 --> 01:44:26.159]  Right.
[01:44:26.560 --> 01:44:38.034]  I think that blockade would hurt the remaining states more than it would hurt Texas, and it could well precipitate a sympathetic joining of Texas' actions.
[01:44:38.054 --> 01:44:38.995]  You know what's going to happen.
[01:44:39.015 --> 01:44:45.283]  We need Texas to lead out of this new order takeover, and then we can reconstitute the republic, because there's no doubt, Larry.
[01:44:45.603 --> 01:44:47.604]  We've got a globalist takeover in Washington.
[01:44:47.624 --> 01:44:49.065]  They think they've conquered this country.
[01:44:49.365 --> 01:44:52.247]  They brag on the news that these foreign banks have taken us over.
[01:44:52.587 --> 01:44:58.470]  They're the ones that want us disarmed so that they can create socialism to suck our money offshore to themselves.
[01:44:58.990 --> 01:45:03.773]  And they want to use a giant gaggle of illegals and welfare queens as their army.
[01:45:04.173 --> 01:45:06.054]  And I just, you know, it's time to call them on it.
[01:45:06.474 --> 01:45:07.595]  It's time to get in their face.
[01:45:09.066 --> 01:45:11.687]  Texas could effectively seal its own border.
[01:45:12.007 --> 01:45:21.611]  That would be an extremely positive first step, whether or not they ultimately secede, to simply say, we're being invaded.
[01:45:22.331 --> 01:45:25.833]  United States, you're supposed to protect us from invasion.
[01:45:26.113 --> 01:45:26.613]  You're not.
[01:45:27.293 --> 01:45:30.555]  We're going to take that over because we didn't give that power away.
[01:45:30.895 --> 01:45:33.676]  We just said that was something the federal government should do.
[01:45:33.956 --> 01:45:36.077]  But if you're not going to do it, we're going to do it.
[01:45:36.477 --> 01:45:40.961]  And what are the Feds going to do, invade Texas in order to not close the border?
[01:45:41.421 --> 01:45:45.664]  I think at some point the American people are going to say, what?
[01:45:45.684 --> 01:45:57.013]  The biggest problem I saw with Romney is he, as a liberal, would not join issues and he would not call Obama the socialist that he is, he would not specifically
[01:45:57.954 --> 01:46:13.145]  ...draw attention to the many socialist programs that Obama has been implementing and advocating, and he would not address the country in terms of the greatness of America, what it has been and what it can be again.
[01:46:13.486 --> 01:46:15.167]  He didn't spell any of that out.
[01:46:15.347 --> 01:46:16.508]  Sure, because he couldn't.
[01:46:16.528 --> 01:46:21.912]  He agreed with Obama on so much, and instead of, again, people going and joining the Globalist,
[01:46:22.532 --> 01:46:27.178]  This is a real shot across the bow of the Republicans that no more games.
[01:46:27.218 --> 01:46:29.201]  They're not co-opting the Liberty Movement.
[01:46:29.541 --> 01:46:30.162]  It's over.
[01:46:30.583 --> 01:46:37.112]  They're either going to disappear and let the Democrats take over, and a bunch of states are going to secede, or the power structure is going to get it.
[01:46:37.904 --> 01:46:38.064]  Right.
[01:46:38.344 --> 01:47:00.272]  They're either going to have to act like Republicans talk, in other words, they're going to have to walk the talk, or I agree with you, there will be, at first, I think we might see next election an increase in what we saw this time, the establishment continue to lose in contests that are brought by conservatives.
[01:47:01.092 --> 01:47:04.573]  The one in your Texas Senate race was a great example.
[01:47:04.873 --> 01:47:08.839]  of an outsider challenging the establishment Dewhurst.
[01:47:09.320 --> 01:47:12.685]  And Dewhurst showed what the establishment was like.
[01:47:12.926 --> 01:47:16.611]  He's a facilitator of all that is wrong in Texas.
[01:47:17.312 --> 01:47:19.055]  He makes it happen or keeps
[01:47:20.006 --> 01:47:37.057]  reform from happening as lieutenant governor there in texas exactly it the terrible record and cruz calling on it showed how you should run a campaign and when people hear that there is a distinction being drawn by somebody who really believes in freedom
[01:47:37.597 --> 01:47:40.319]  The freedom fighter is often going to win.
[01:47:40.800 --> 01:47:41.480]  Well said.
[01:47:41.500 --> 01:47:45.563]  There's no doubt Ron Paul would have beaten Obama, but the Republicans had to throw him out of there.
[01:47:46.464 --> 01:47:47.665]  And so now look what they've gotten.
[01:47:47.685 --> 01:47:50.187]  Larry Pratt, by the way, we were at GunOwners.org.
[01:47:50.207 --> 01:47:51.328]  I've never seen this happen before.
[01:47:51.368 --> 01:47:52.509]  We crashed your site, buddy.
[01:47:54.270 --> 01:47:57.993]  Gee, thanks a lot, Alex.
[01:47:58.033 --> 01:47:59.294]  We'll have it back up shortly.
[01:47:59.775 --> 01:48:02.777]  Everybody should go there and sign up for the free email alerts.
[01:48:02.817 --> 01:48:03.938]  Thank you so much, Larry Pratt.
[01:48:04.639 --> 01:48:05.319]  God bless you, my friend.
[01:48:05.359 --> 01:48:05.619]  Thanks.
[01:48:05.739 --> 01:48:06.239]  There he goes.
[01:48:06.279 --> 01:48:08.060]  He's going off to another interview in 15 minutes.
[01:48:08.440 --> 01:48:09.900]  All right, I said I'd take some phone calls.
[01:48:09.920 --> 01:48:11.580]  I've got the economic news I need to hit.
[01:48:12.561 --> 01:48:14.921]  Let's just, is Trent ready in Illinois?
[01:48:15.421 --> 01:48:16.961]  Because we'll go to a call right now.
[01:48:17.422 --> 01:48:23.263]  All I can say is there's a lot of breaking news at Infowars.com right now.
[01:48:23.703 --> 01:48:28.944]  FEMA is now telling people in New York and New Jersey not to bring food to people, though only they're allowed to do it.
[01:48:30.305 --> 01:48:33.827]  Stocks tumble as congressman predicts economic riots in America.
[01:48:35.168 --> 01:48:38.011]  U.S.-Canada integrated cybersecurity agenda.
[01:48:38.031 --> 01:48:40.373]  Why Obama wants your guns and the rest of your freedoms.
[01:48:40.733 --> 01:48:42.735]  What an incredibly important raft of articles.
[01:48:43.175 --> 01:48:48.279]  Adon Salazar, citizens from 34 states petition White House to secede from the U.S.
[01:48:48.319 --> 01:48:49.280]  Another big article there.
[01:48:49.820 --> 01:48:53.564]  San Diego residents face six years in prison for washing their own cars.
[01:48:54.224 --> 01:48:58.473]  It actually says at the local news, and they're saying, yes, you wash your car, we're gonna arrest you.
[01:48:58.493 --> 01:48:59.394]  If your dog poops, $100,000 fine.
[01:49:01.721 --> 01:49:02.421]  How are you doing, Alex?
[01:49:31.812 --> 01:49:37.916]  I want to start off by saying I do not support Obama, and I do not support the actions that he is undergoing with the country at the moment.
[01:49:38.617 --> 01:49:44.420]  But my real question I want to get your take on, when are we going to see Denver Airport come into play?
[01:49:44.480 --> 01:49:53.186]  From the research that I've done, is that it's going to be the base for the globalist elite to survive while
[01:49:53.906 --> 01:49:55.487]  They're just destroying everything.
[01:49:55.507 --> 01:49:59.689]  Yeah, I mean, it's official that Colorado is the designated secondary capital.
[01:49:59.769 --> 01:50:02.210]  It's got a bunch of underground bases in Colorado Springs.
[01:50:02.230 --> 01:50:03.671]  They're at NORAD and all over Denver.
[01:50:03.711 --> 01:50:06.052]  There's a bunch of underground stuff there at Denver.
[01:50:06.493 --> 01:50:09.834]  That's just the globalists digging in in case they have a nuclear war with China or Russia.
[01:50:10.395 --> 01:50:12.456]  And they have the COG government operating there.
[01:50:12.676 --> 01:50:13.996]  The Congress is all vestigial.
[01:50:14.737 --> 01:50:17.378]  Unless Congress stands up and retakes its power.
[01:50:18.699 --> 01:50:22.421]  And so, yeah, that's my take on that on the Denver airport, sir.
[01:50:24.386 --> 01:50:28.368]  So you think that we're going to be seeing a lot more action with it coming here shortly?
[01:50:29.069 --> 01:50:29.369]  No.
[01:50:30.550 --> 01:50:33.331]  We already have a NORTHCOM military over the U.S.
[01:50:34.272 --> 01:50:35.873]  We already have Space Command based there.
[01:50:36.173 --> 01:50:38.014]  The real government is based there.
[01:50:38.495 --> 01:50:43.678]  That's why there's more underground bunkers and underground railways and missile bases you can shake a stick at.
[01:50:44.258 --> 01:50:45.599]  That's the head of NORTHCOM.
[01:50:45.639 --> 01:50:48.141]  That's the head of the military industrial complex.
[01:50:48.201 --> 01:50:49.382]  It's run by foreign banks.
[01:50:49.842 --> 01:50:50.963]  That's the real capital.
[01:50:51.563 --> 01:50:53.845]  The whorehouse on the Potomac, D.C.
[01:50:54.426 --> 01:50:59.990]  is just the crime syndicate minions that are there as a facade of a scheduled ceremonial crust.
[01:51:02.580 --> 01:51:05.362]  Have you ever wanted to generate your own supply of electrical power?
[01:51:05.622 --> 01:51:07.304]  Even save money on your electric bill?
[01:51:07.584 --> 01:51:10.886]  If so, this could be one of the most important messages you will ever hear.
[01:51:11.207 --> 01:51:13.248]  Solar power generators are now available.
[01:51:13.388 --> 01:51:16.791]  These emergency backup systems provide life-saving electrical power.
[01:51:16.991 --> 01:51:22.775]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity from the sun.
[01:51:23.035 --> 01:51:26.398]  It's like having an electrical power plant running quietly in your own home.
[01:51:26.718 --> 01:51:31.301]  Run sump pumps, shortwave radios, computers, and even keep your food from spoiling.
