[00:00:06.038 --> 00:00:07.880]  Ladies and gentlemen,
[01:23:49.131 --> 01:23:51.677]  Find it now on 123survivalplan.com.
[01:23:51.998 --> 01:23:53.903]  Don't take your family's safety for granted.
[01:23:54.223 --> 01:23:54.945]  Visit 123survivalplan.com.
[01:23:54.965 --> 01:23:55.827]  That's 123survivalplan.com.
[01:24:22.577 --> 01:24:28.645]  We've got the photo up at Infowars.com, and if you've got a drudge, it's headline, Joker turns zombie.
[01:24:30.003 --> 01:24:33.784]  And if you click on it, his head is rolling side to side.
[01:24:34.385 --> 01:24:35.745]  His eyes are wide open.
[01:24:35.785 --> 01:24:37.726]  He basically can't even talk now.
[01:24:38.566 --> 01:24:41.367]  And that's exactly what we would expect in a staged event.
[01:24:41.447 --> 01:24:44.048]  Again, totally whacked out of his mind.
[01:24:44.088 --> 01:24:46.249]  Everybody's just saying, oh, he'll burn for this one.
[01:24:46.909 --> 01:24:48.890]  Yeah, the government says he did it.
[01:24:49.230 --> 01:24:53.511]  Yeah, they'd ship guns into Mexico to blame the Second Amendment and set people up.
[01:24:53.551 --> 01:24:57.453]  But they'd never have criminals go into a movie theater and shoot a bunch of people.
[01:24:59.022 --> 01:25:01.984]  And the Mexican president says we should be made to turn our guns in now.
[01:25:02.004 --> 01:25:05.105]  Now we should believe whatever he says.
[01:25:05.145 --> 01:25:09.028]  This is a country where tens of thousands get killed every year and the police are totally corrupt.
[01:25:11.609 --> 01:25:15.071]  Eyes rolling, head swaying, and that bright red hair.
[01:25:15.711 --> 01:25:17.372]  Colorado killer faces victims.
[01:25:17.412 --> 01:25:18.593]  He's the Colorado killer now!
[01:25:19.794 --> 01:25:22.075]  Smiles in bizarre first appearance.
[01:25:25.031 --> 01:25:29.939]  There you go, ladies and gentlemen, total and complete proof.
[01:25:31.702 --> 01:25:34.126]  Oh, and look, he's got the nice lawyer there helping him.
[01:25:36.242 --> 01:25:44.611]  I wonder if he'll get appointed a famous mind control doctor and then no one will even think of it.
[01:25:45.211 --> 01:25:46.633]  I think it's a big deal like McVeigh had.
[01:25:46.653 --> 01:25:48.214]  Let's talk to Anthony in Pennsylvania.
[01:25:48.254 --> 01:25:49.495]  Anthony, what do you think about all this?
[01:25:56.635 --> 01:26:00.556]  Alex, Anthony, Antonello, thanks for taking my call.
[01:26:01.056 --> 01:26:03.437]  This is absolutely incredible.
[01:26:03.517 --> 01:26:06.158]  We've been talking about this for years.
[01:26:06.838 --> 01:26:19.262]  We said all it's going to take, you know, is one major event, you know, whether it be a mall, a library, movie theater, anywhere, you know, we already see the TSA rolling into
[01:26:19.881 --> 01:26:21.923]  Union Station in Chicago.
[01:26:22.304 --> 01:26:23.244]  We see these people.
[01:26:23.385 --> 01:26:25.427]  It's a complete takeover.
[01:26:25.447 --> 01:26:28.009]  It is so obvious.
[01:26:28.329 --> 01:26:31.032]  I've been doing as much work as I can.
[01:26:31.052 --> 01:26:32.073]  Here's the thing.
[01:26:32.093 --> 01:26:33.695]  You know this.
[01:26:33.735 --> 01:26:34.876]  You control the message.
[01:26:35.256 --> 01:26:36.998]  You control the people.
[01:26:37.578 --> 01:26:43.525]  And one of the things that I really focus on is calling local radio stations.
[01:26:43.966 --> 01:26:50.374]  Well, I've been hammering on the NDAA and things of that nature.
[01:26:50.394 --> 01:26:53.898]  I just confronted Congressman Lou Barletta a couple days ago.
[01:26:54.258 --> 01:27:01.981]  By the way, it's totally blowing people away right now that the NSA has been forced to admit they are spying on everyone in real time, totally illegally.
[01:27:02.941 --> 01:27:06.843]  What do you make of them running a drill of the exact same thing happening?
[01:27:07.603 --> 01:27:11.364]  Now, in the case of 7-7, it was even the same buses in the same location, same time.
[01:27:11.765 --> 01:27:20.088]  This was just running a drill that day of the movie theater being attacked in the area, and the guy using a bomb as a diversion.
[01:27:21.226 --> 01:27:22.349]  Well, he shot people.
[01:27:22.369 --> 01:27:26.558]  I mean, again, every time they're running drills.
[01:27:26.938 --> 01:27:29.183]  On 9-11 they were running drills of the same thing.
[01:27:29.564 --> 01:27:31.067]  How obvious does this have to get?
[01:27:32.226 --> 01:27:34.446]  I called Nancy Latham.
[01:27:34.526 --> 01:27:37.467]  She's the one who wrote that article in the Denver Post.
[01:27:37.527 --> 01:27:39.027]  I called her a couple hours ago.
[01:27:39.047 --> 01:27:56.950]  I asked her if it was okay for me to record the conversation and she told me that her inbox is flooded with emails of people talking about conspiracies and that it happened afterwards and this was planned months ahead.
[01:27:57.210 --> 01:27:59.871]  She said something about they got their idea from Israel.
[01:28:01.313 --> 01:28:01.474]  Oh.
[01:28:01.534 --> 01:28:03.262]  Hey, listen to this.
[01:28:03.302 --> 01:28:03.905]  Listen to this.
[01:28:06.468 --> 01:28:13.093]  I watched some of the press conferences and that police chief who never talked about the victims but talked about what a great job the police had done all day.
[01:28:13.253 --> 01:28:15.355]  He would just go on and on and just keep repeating it.
[01:28:16.195 --> 01:28:18.337]  He said, don't believe everything you read on the internet.
[01:28:18.357 --> 01:28:21.599]  Yeah, no kidding, but he was talking about quote conspiracy theories.
[01:28:22.179 --> 01:28:25.782]  Did you see that where he's like day one on Friday night?
[01:28:26.202 --> 01:28:32.127]  He's up there saying, you know, don't believe what you read on the internet.
[01:28:32.387 --> 01:28:34.468]  What, like all the witnesses saying two shooters?
[01:28:34.508 --> 01:28:35.149]  You mean like that?
[01:28:36.348 --> 01:28:37.829]  Right, it doesn't surprise me at all.
[01:28:37.889 --> 01:28:54.160]  And here's the thing, like, where I'm at in northeastern Pennsylvania, our local radio stations, we have a host who believes every single, well, I don't know if he really believes it or not, but he supports every single official story from JFK to now.
[01:28:54.380 --> 01:29:01.305]  And, you know, I've organized Colin bombs and, you know, had organized a couple hundred people to call in and talk about this.
[01:29:01.605 --> 01:29:06.208]  And he just spins it and spins it to the point where, like I said, now I can't even
[01:29:06.353 --> 01:29:06.462]  How?
[01:29:07.264 --> 01:29:07.984]  Well, that's all right.
[01:29:08.024 --> 01:29:08.765]  Just keep it up.
[01:29:08.825 --> 01:29:12.146]  Call into All The Talk Radio and plug in fullwars.com while you're at it.
[01:29:12.166 --> 01:29:12.786]  We're going to break.
[01:29:12.826 --> 01:29:13.647]  Long segment coming up.
[01:29:13.687 --> 01:29:16.108]  I'm going right back to your calls when we return.
[01:29:16.448 --> 01:29:20.090]  Then I've got Darren McBreen's news piece, ATF Boss Threatens Whistleblowers.
[01:29:20.430 --> 01:29:24.151]  This came out last week, but Darren, Darren breaks it down really well.
[01:29:24.652 --> 01:29:29.734]  Imagine putting out an internal video threatening people not to report on crimes inside ATF.
[01:29:30.234 --> 01:29:32.595]  But hey, Joe Paterno's statue was taken down.
[01:29:33.496 --> 01:29:36.137]  Last year, I told you Paterno knew what was going on.
[01:29:37.375 --> 01:29:41.458]  And people sent me emails saying, how dare you say Popo or whatever his name was.
[01:29:41.478 --> 01:29:42.880]  What was his stupid nickname?
[01:29:43.340 --> 01:29:49.205]  You know, they said, how dare you say Poopoo or Pope, Poppy Poop or whatever it was would do this.
[01:29:49.565 --> 01:29:49.745]  Hey.
[01:29:50.446 --> 01:29:51.327]  We're on the march.
[01:29:51.827 --> 01:29:53.428]  The Empire's on the run.
[01:29:54.349 --> 01:29:57.051]  Alex Jones and the GCN Radio Network.
[01:30:01.078 --> 01:30:06.403]  American gardeners and fellow Patriots make the right choice with your money, time, and your family food supply.
[01:30:06.543 --> 01:30:11.568]  Choose 100% pure heirloom seeds in the Survival Seed Vault from MyPatriotsupply.com.
[01:30:11.728 --> 01:30:12.569]  Why spend more?
[01:30:12.709 --> 01:30:20.477]  The Survival Seed Vault from MyPatriotsupply.com is only $37.95 and includes 20 varieties of pure, hearty, easy-to-grow heirloom seeds.
[01:30:20.737 --> 01:30:21.197]  Yes, only $37.95.
[01:30:21.257 --> 01:30:24.640]  That's 70% less than our competitors.
[01:30:24.900 --> 01:30:28.083]  You could buy three Survival Seed Vaults for less than one of theirs.
[01:30:28.303 --> 01:30:34.789]  The Survival Seed Vault from MyPatriotsupply.com includes detailed planting and seed saving instructions and ships same day.
[01:30:34.949 --> 01:30:36.350]  Plus, all orders over $49 ship free.
[01:30:37.751 --> 01:30:43.414]  MyPatriotSupply.com is American-owned by Patriots like you, passionate about freedom and preparedness.
[01:30:43.655 --> 01:30:46.016]  Call now, 866-229-0927.
[01:30:46.817 --> 01:30:48.838]  That's 866-229-0927.
[01:30:48.998 --> 01:30:55.522]  Or discover more emergency preparedness items when you order at MyPatriotSupply.com.
[01:30:55.662 --> 01:30:56.643]  Choose the original.
[01:30:56.763 --> 01:31:00.325]  Choose the survival seed vault at MyPatriotSupply.com.
[01:31:00.965 --> 01:31:04.047]  Alex Jones here with a very important announcement for truth seekers.
[01:31:04.447 --> 01:31:10.171]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[01:31:10.391 --> 01:31:16.796]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[01:31:16.976 --> 01:31:22.399]  And that's Dreams from My Real Father by Joel Gilbert, available at Infowars.com.
[01:31:22.659 --> 01:31:26.302]  This film exposes the fraud that Obama is like nothing I've seen.
[01:31:26.482 --> 01:31:30.064]  If you want to know who Obama's real daddy is, this is the film for you.
[01:31:30.304 --> 01:31:34.687]  Don't forget, your purchase supports our broadcast and our growing media network.
[01:31:34.887 --> 01:31:37.229]  You'll also find it at infowarshop.com.
[01:31:37.409 --> 01:31:40.951]  None Dare Call a Conspiracy by Gary Allen, the book that woke me up.
[01:31:41.251 --> 01:31:45.534]  We're also carrying Behind the Green Mask, UN Agenda 21, by Rosa Corey.
[01:31:45.674 --> 01:31:48.316]  This book is coffin nails to the globalist takeover.
[01:31:48.636 --> 01:31:55.165]  The Greater Good, the most professional and up-to-date film I've ever seen, exposing the scourge that is vaccines.
[01:31:55.465 --> 01:31:59.731]  These titles and a lot more are all available at infowarshop.com.
[01:32:02.927 --> 01:32:10.614]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:32:11.054 --> 01:32:14.678]  Alex and his staff have used these pure soap products for years.
[01:32:15.118 --> 01:32:21.924]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:32:22.424 --> 01:32:24.907]  See them on the web at 5starsoap.com.
[01:32:25.447 --> 01:32:29.951]  Or call 800-340-7091 for a free catalog.
[01:32:30.271 --> 01:32:35.935]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:32:36.215 --> 01:32:41.339]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:32:41.639 --> 01:32:43.261]  This is an amazing deal.
[01:32:43.621 --> 01:32:48.224]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:32:48.845 --> 01:32:51.027]  See them on the web at 5starsoap.com.
[01:32:51.847 --> 01:32:56.511]  Or call 800-340-7091 for a free catalog.
[01:33:04.218 --> 01:33:09.703]  I remember when, I remember, I remember when I lost my mind.
[01:33:09.763 --> 01:33:13.086]  There was something so pleasant about that place.
[01:33:13.266 --> 01:33:16.730]  Even your emotions had an echo in so much space.
[01:33:25.646 --> 01:33:30.630]  They program him with total compulsion.
[01:33:32.272 --> 01:33:36.515]  Does that make him crazy?
[01:33:36.795 --> 01:33:41.059]  Does that make me crazy?
[01:33:43.121 --> 01:33:51.487]  If I know that governments have staged terror attacks over and over again, and they've got the motive, and then I say, hey, we better look into
[01:33:53.905 --> 01:33:55.646]  The system being involved in this.
[01:33:58.048 --> 01:34:07.033]  Ladies and gentlemen, for the last five months I have been selling a noble lie, Oklahoma City 1995, and begging people, I'm in it, to buy it.
[01:34:07.133 --> 01:34:12.817]  In the film I warn that Obama is probably going to stage domestic terror attacks to blame the Second Amendment.
[01:34:14.258 --> 01:34:17.100]  It's got Jane Graham that saw the Feds planting the bombs in the building.
[01:34:17.120 --> 01:34:19.001]  It's got the inventor of the neutron bomb.
[01:34:19.041 --> 01:34:21.302]  It's got General Partin, the head of Air Force Weapons Development.
[01:34:21.602 --> 01:34:24.184]  The late Hoppy Heidelberg, the grand juror that was threatened.
[01:34:24.604 --> 01:34:27.906]  His life was threatened if he didn't stop wanting to know about the Feds and the bombs.
[01:34:28.687 --> 01:34:31.629]  They interviewed the family members of the cop that was tortured and murdered.
[01:34:32.802 --> 01:34:35.124]  I mean, it's just, it's the only professional film.
[01:34:35.164 --> 01:34:42.108]  Look, I made Road to Tyranny ten years ago, and it's got the newscast with the bombs being removed, and it's got some of the eyewitnesses.
[01:34:42.588 --> 01:34:44.630]  But it's 40 minutes of a three-hour film.
[01:34:44.650 --> 01:34:47.071]  In the past, I've put out like three-hour films.
[01:34:49.673 --> 01:34:52.195]  And it's a professional film.
[01:34:53.596 --> 01:34:57.198]  But I made it with myself and my wife and Buckley Hammond.
[01:34:58.578 --> 01:35:00.139]  And Mike Hanson doing some of the camera work.
[01:35:00.459 --> 01:35:01.520]  Four people worked on it.
[01:35:02.040 --> 01:35:03.602]  And that was while I was doing a radio show.
[01:35:03.622 --> 01:35:04.622]  That was, you know, ten years ago.
[01:35:04.682 --> 01:35:05.983]  We were still a tiny operation.
[01:35:06.604 --> 01:35:08.305]  A noble lie, Oklahoma City, 1995.
[01:35:10.774 --> 01:35:12.355]  Looks like Discovery History Channel.
[01:35:12.375 --> 01:35:15.857]  That's because some of the guys that worked on it worked for Discovery and History.
[01:35:16.877 --> 01:35:21.060]  And they would hear all this over the years, interviewing the eyewitnesses and survivors.
[01:35:21.080 --> 01:35:24.221]  They all say, basically all of them say it's an inside job.
[01:35:24.522 --> 01:35:31.225]  And then they would be ordered to edit all that out for ABC, CBS, NBC, CNN, Fox.
[01:35:32.146 --> 01:35:33.967]  And so that was how this film got made.
[01:35:34.767 --> 01:35:37.611]  Plus, all these years, they're like, wow, we want to make a film about the truth.
[01:35:37.991 --> 01:35:43.157]  So that's why it looks so good, is that it had a lot of big, you know, TV professionals involved in it.
[01:35:43.638 --> 01:35:44.859]  A noble lie.
[01:35:45.440 --> 01:35:50.666]  The only film exposing this false flag event in a professional and modern way.
[01:35:50.926 --> 01:35:52.669]  You know, where all the facts are in.
[01:35:54.292 --> 01:35:58.336]  You know, I first made my film about it just five, six years after it happened.
[01:35:59.016 --> 01:36:04.021]  The point is, is this is, you know, 16 years after it happened, 17 years after it happened.
[01:36:04.041 --> 01:36:13.890]  We have a noble lie available at InfoWarshop.com and they support True Media and the whole crew we've got here and the filmmakers of this documentary.
[01:36:13.910 --> 01:36:15.471]  They're going to be joining us because
[01:36:16.272 --> 01:36:17.012]  What did we say?
[01:36:17.172 --> 01:36:20.554]  Get this out before they stage new terror attacks.
[01:36:20.654 --> 01:36:22.175]  And we say, what kind could they be?
[01:36:22.735 --> 01:36:28.517]  New federal buildings, mass shootings, shopping malls, grocery stores, movie theaters.
[01:36:29.838 --> 01:36:32.139]  I know, I said it and our guests said it over and over again.
[01:36:32.359 --> 01:36:35.661]  And then a month ago, the FBI flyer came out to law enforcement.
[01:36:35.681 --> 01:36:36.401]  We got a copy.
[01:36:36.941 --> 01:36:38.162]  We covered it on air.
[01:36:38.562 --> 01:36:41.463]  And they said, movie theaters will be attacked.
[01:36:41.503 --> 01:36:43.244]  And I said, that means they'll attack movie theaters.
[01:36:44.701 --> 01:36:46.362]  The FBI pulled that flyer.
[01:36:46.823 --> 01:36:48.143]  We have the flyer saved.
[01:36:48.183 --> 01:36:51.866]  We have it up at Infowars.com.
[01:36:52.487 --> 01:36:56.630]  The point is, ladies and gentlemen, that's why this film needs to be shown to everybody.
[01:36:56.890 --> 01:36:59.171]  A Noble Lie, Oklahoma City, 1995.
[01:37:01.133 --> 01:37:06.917]  The very Attorney General was the Deputy Attorney General, and we have his emails that came out in lawsuits.
[01:37:06.937 --> 01:37:09.178]  They had email back then, folks, at the federal government in 95.
[01:37:09.218 --> 01:37:11.120]  The point is, they were using it.
[01:37:12.415 --> 01:37:14.277]  And he said, this is a D-Day situation.
[01:37:14.557 --> 01:37:18.381]  We gotta get down there and get on top of this and cover this up right now.
[01:37:19.241 --> 01:37:20.062]  And boy, did they.
[01:37:20.683 --> 01:37:21.824]  Yeah, cover what up?
[01:37:22.064 --> 01:37:23.686]  The fact that all the bombs didn't go off?
[01:37:24.867 --> 01:37:29.932]  Didn't matter, they had Control Demolition Incorporated come in, the same folks that got rid of the wreckage on 9-11.
[01:37:30.212 --> 01:37:37.259]  They came in, blew it up, took out the wreckage and poured concrete in with it, and had Wackenhut guards guarding it last time I checked.
[01:37:38.371 --> 01:37:45.094]  A landfill with guards guarding it with the pieces mixed in with concrete in a 30-foot hole.
[01:37:45.554 --> 01:37:48.355]  Man, you didn't want that getting looked at, did you?
[01:37:53.757 --> 01:37:56.738]  Even if archaeologists wanted to get into there, they're going to have trouble.
[01:37:58.238 --> 01:38:00.399]  Don't want folks looking into that, do you?
[01:38:00.999 --> 01:38:03.400]  Okay, we have the total proof that it was an inside job.
[01:38:03.460 --> 01:38:04.921]  Infowarshop.com, get it.
[01:38:06.107 --> 01:38:09.370]  Guys, do we have the four-minute McBrain piece on ATF Boss Threatens Whistleblowers?
[01:38:09.390 --> 01:38:14.296]  Because he told me this morning at like 10 a.m.
[01:38:14.316 --> 01:38:15.236]  Yeah, yeah, we've got it.
[01:38:15.457 --> 01:38:16.558]  It's in the system.
[01:38:17.359 --> 01:38:20.502]  The thing is, he put it on the system for you, so it'll have to be looked at.
[01:38:21.183 --> 01:38:22.484]  Like I said earlier, we're going to play that.
[01:38:23.085 --> 01:38:25.327]  Let's go ahead and go to Matt in Florida.
[01:38:25.687 --> 01:38:26.588]  Matt, you're on the air.
[01:38:26.648 --> 01:38:26.989]  Welcome.
[01:38:30.756 --> 01:38:41.940]  Well, you know why Karl Rove can say that?
[01:38:42.000 --> 01:38:49.902]  Because we have all these memos and three different top advisors writing articles saying they want one and it would sure help them.
[01:38:50.582 --> 01:38:56.544]  Again, they sent them out two years ago to fundraisers, to their million-dollar-type donors.
[01:38:57.384 --> 01:39:04.491]  Glenn Beck even covered it, saying, there's gonna be a new Oklahoma City, don't worry, Obama's going to win, and we're gonna blame it on people.
[01:39:04.751 --> 01:39:06.292]  I mean, they don't even hide it!
[01:39:06.312 --> 01:39:11.737]  I mean, they don't say, we're going to do it, they leave that one last piece out.
[01:39:11.757 --> 01:39:18.263]  But if I'm like, yeah, don't worry, I'm gonna have a million dollars next week, and the bank gets robbed down the street, and you're like, where'd you get the million dollars?
[01:39:18.343 --> 01:39:18.723]  I don't know!
[01:39:18.743 --> 01:39:23.568]  I flew out of Denver International Airport on Friday afternoon,
[01:39:24.987 --> 01:39:29.931]  And I didn't see those Nazi's pictures that you're talking about, but I opted out of the body scanner.
[01:39:31.312 --> 01:39:40.220]  And there's a 13-year-old girl next to me and a mom and the TSA guard goes, Oh, these ain't the same body scanners that give out x-rays.
[01:39:40.300 --> 01:39:50.208]  And she had the nerve to say that the cell phones give out more radiation than the... The mom wanted to opt out her child, but the TSA guard still made her go through.
[01:39:50.228 --> 01:39:51.109]  I opted out.
[01:39:51.229 --> 01:39:52.390]  I got the bat down.
[01:39:53.101 --> 01:39:56.464]  And then, uh, this creepy old guy, you're right, they are creepy.
[01:39:57.085 --> 01:40:02.070]  He, uh, asked if there was any sensitive areas of me where I'd be patted down.
[01:40:02.330 --> 01:40:03.311]  I go, yeah, my groin.
[01:40:03.351 --> 01:40:04.632]  I don't want you to touch my groin.
[01:40:04.652 --> 01:40:09.097]  He goes, any more talk like that, I'm going to have to get my supervisor and take you into the back room.
[01:40:09.457 --> 01:40:11.339]  And I said, I ain't going in no back room.
[01:40:11.419 --> 01:40:13.441]  I said that real loud, but he patted me down.
[01:40:13.641 --> 01:40:14.001]  No, no, no.
[01:40:14.061 --> 01:40:14.722]  I've warned you.
[01:40:14.782 --> 01:40:18.745]  The new intimidation, especially with old women, is the rape room.
[01:40:19.285 --> 01:40:21.126]  And now they're getting mobile rape rooms.
[01:40:21.506 --> 01:40:23.708]  I mean, they're getting armored pillboxes.
[01:40:24.729 --> 01:40:29.512]  Because again, for a dungeon keeper, a bunch of them are pedophiles that's come out.
[01:40:29.572 --> 01:40:33.695]  Dragging your child off and freaking them out is enjoyment alone.
[01:40:34.635 --> 01:40:36.896]  Uh, but yeah, oh yeah, any more talk like that.
[01:40:37.196 --> 01:40:40.617]  Again, they touched your groin, but they don't want you talking about what they're about to do.
[01:40:41.137 --> 01:40:42.817]  So, uh, how did it end?
[01:40:42.837 --> 01:40:43.838]  Did he get his pleasures?
[01:40:45.098 --> 01:40:47.119]  Well, he didn't really do nothing.
[01:40:47.139 --> 01:40:48.419]  I mean, in fact, I was alright.
[01:40:48.499 --> 01:40:53.480]  I mean, then he went over to this desk, he said, I'll be right back, and then he goes, alright, you can go through.
[01:40:53.520 --> 01:40:54.561]  So I got on my flight.
[01:40:54.801 --> 01:41:02.683]  And then another thing with this Colorado bombing, I mean, this ain't related, but last year, they had, uh, in Nebraska or Iowa, they had a
[01:41:05.163 --> 01:41:10.667]  I don't know why these guys are doing something stupid, but you can look it up too.
[01:41:10.827 --> 01:41:16.811]  In Iowa, he ran over five motorcyclists and he killed two people in cars.
[01:41:16.871 --> 01:41:19.213]  He was drunk or on drugs.
[01:41:19.273 --> 01:41:20.774]  He was a PhD.
[01:41:23.633 --> 01:41:24.614]  Well, you know the answer.
[01:41:24.694 --> 01:41:25.434]  Ban cars.
[01:41:25.454 --> 01:41:26.655]  Of course, I shouldn't joke.
[01:41:27.196 --> 01:41:30.298]  They are talking about making us all be robot-controlled in the future.
[01:41:30.318 --> 01:41:32.579]  They're going to roll out the Google cars they now have.
[01:41:32.859 --> 01:41:34.641]  They're going to have a better safety record.
[01:41:34.821 --> 01:41:36.602]  And they're just going to ban us driving our own cars.
[01:41:36.902 --> 01:41:38.243]  Folks, you heard it here first.
[01:41:38.303 --> 01:41:38.843]  Just watch.
[01:41:39.164 --> 01:41:40.725]  That's about five, six years away.
[01:41:41.345 --> 01:41:45.448]  They'll first give you insurance discounts if you let the robot take over part of the time.
[01:41:45.908 --> 01:41:50.851]  And then finally, they're just going to phase out humans driving altogether because there's going to be so much distracted driving.
[01:41:50.871 --> 01:41:51.432]  Thank you for the call.
[01:41:53.249 --> 01:42:01.117]  I'm going to go to Jeff and David and Elray and Ted here in just a moment.
[01:42:01.137 --> 01:42:03.199]  But first, I wanted to play this clip.
[01:42:04.400 --> 01:42:09.344]  And this is from the Nightly News Friday with Darren McBreen.
[01:42:09.445 --> 01:42:12.808]  It's titled, ATF Bots Threatens Whistleblowers.
[01:42:14.096 --> 01:42:19.477]  In fact, I'm going to Twitter this out at Real Alex Jones right now, even though it went up this weekend because it's so powerful.
[01:42:20.017 --> 01:42:24.558]  And McBrain makes a little joke at the end about the ATF boss because it's like Big Brother.
[01:42:24.858 --> 01:42:27.139]  It's a video with him from the head down to his chest.
[01:42:27.859 --> 01:42:29.519]  And he's standing there with a blue background.
[01:42:30.300 --> 01:42:36.641]  And he's saying, you know, basically, well, the full video is out there because the ATF didn't follow orders and leaked it.
[01:42:37.381 --> 01:42:39.325]  That you'll be punished if you whistleblow.
[01:42:39.405 --> 01:42:48.581]  You've got to go to the chain of command up to Eric Holder, who's in contempt of Congress and ordered the entire operation for Obama to blame the Second Amendment.
[01:42:49.471 --> 01:42:57.716]  And the Chicago Tribune and El Paso Times report they also ship drugs back in in MASH by the tons, but the media outside of that never picks it up.
[01:42:58.077 --> 01:43:08.363]  So you're supposed to just report to, I mean, if a gang member in your neighborhood, let's say, rapes your daughter, you should find the leader of the gang and go to them and tell them about it.
[01:43:08.403 --> 01:43:11.125]  I'm sure they'll really care about that a whole lot.
[01:43:12.375 --> 01:43:14.396]  Or of a wild dog bites you if you live out in the country.
[01:43:14.616 --> 01:43:21.400]  Go find the leader of the pack and dress up, you know, like a sheep or something in the middle of the night and see if they don't attack you.
[01:43:22.281 --> 01:43:28.164]  So here he is in everybody's face and the Senate, you know, sent letters and said this sounds like a threat.
[01:43:29.229 --> 01:43:34.511]  Number one, folks, you're supposed to report on criminal activity to another agency or media.
[01:43:34.751 --> 01:43:36.112]  You have a duty to do it.
[01:43:36.792 --> 01:43:44.936]  And the fact is they have the NSA overtime spying on government employees to try to make sure you don't report on them.
[01:43:45.856 --> 01:43:49.698]  So, the answer is everybody start leaking info.
[01:43:50.378 --> 01:43:52.819]  The answer is everybody start speaking out.
[01:43:53.199 --> 01:43:56.661]  The answer is take action so they can't stop everybody.
[01:43:57.383 --> 01:43:58.124]  You understand that?
[01:43:58.824 --> 01:44:04.328]  Okay, let's go ahead and go to this report by Darren McBrain and then back to your phone calls.
[01:44:07.790 --> 01:44:09.331]  Choices and consequences.
[01:44:09.351 --> 01:44:16.236]  And when I'm talking about choices and consequences, I'm talking about the disciplinary process.
[01:44:17.377 --> 01:44:22.741]  What my expectation is, as the acting director, when it comes to the disciplinary process,
[01:44:22.881 --> 01:44:23.502]  We're good to go.
[01:44:43.177 --> 01:45:01.899]  Choices and consequences mean simply that if you make poor choices, that if you don't abide by the rules, that if you don't respect the chain of command, if you don't find the appropriate way to raise your concerns to your leadership, there will be consequences.
[01:45:03.383 --> 01:45:03.944]  There you go.
[01:45:04.164 --> 01:45:06.485]  That's the one without McBreen's commentary.
[01:45:06.745 --> 01:45:11.689]  The one that is, you know, hilarious that Darren did, and about 50 times more powerful.
[01:45:12.409 --> 01:45:17.092]  It's up at the Alex Jones Channel at YouTube, and I will have that Twittered out to everybody.
[01:45:17.973 --> 01:45:20.154]  ATF boss threatens whistleblowers.
[01:45:20.174 --> 01:45:20.995]  Again, I would have played it.
[01:45:21.015 --> 01:45:23.437]  I'm not baiting you to, oh, go to my Twitter to see it.
[01:45:23.577 --> 01:45:24.657]  I just asked for that all day.
[01:45:24.917 --> 01:45:26.959]  That's not what we got, so too bad.
[01:45:27.459 --> 01:45:30.921]  Okay, let's go ahead and talk to Jeff in Oklahoma.
[01:45:31.622 --> 01:45:32.623]  Jeff, you're on the air.
[01:45:32.683 --> 01:45:33.003]  Welcome.
[01:45:33.944 --> 01:45:34.645]  How you doing, sir?
[01:45:34.685 --> 01:45:35.606]  Thanks for taking my call.
[01:45:35.966 --> 01:45:36.607]  I'm doing okay.
[01:45:36.627 --> 01:45:36.967]  Go ahead.
[01:45:38.189 --> 01:45:39.870]  I just want to run a couple things by.
[01:45:39.890 --> 01:45:41.893]  You already talked about one of them.
[01:45:42.433 --> 01:45:51.143]  I turned on the Lainstream Media to see what kind of lives they were selling us today, and they showed the Colorado shooter for his first court appearance.
[01:45:51.952 --> 01:45:56.576]  And you can definitely tell that they've got him drugged up on something.
[01:45:56.816 --> 01:45:58.217]  I mean, he can barely move.
[01:45:58.758 --> 01:45:59.999]  He looks like he's about to go to sleep.
[01:46:00.039 --> 01:46:02.621]  All of a sudden, his eyes jolt.
[01:46:02.941 --> 01:46:06.304]  He looks all over the place, goes into a trance.
[01:46:07.084 --> 01:46:11.848]  They ask him if he has anything to say, and he doesn't even respond.
[01:46:11.928 --> 01:46:16.532]  No, I've interviewed people that were on death row with McVeigh.
[01:46:17.813 --> 01:46:23.516]  And from Death Row, who, without their knowledge, got in on the show, the lawyers, Jesse Trinidad, who set it up.
[01:46:24.057 --> 01:46:24.897]  And I've talked to others.
[01:46:25.237 --> 01:46:29.299]  McVeigh would do this all the time, and Jolian West was in there every day.
[01:46:30.740 --> 01:46:31.581]  Or every other day.
[01:46:31.641 --> 01:46:33.502]  The famous mind control doctor.
[01:46:34.122 --> 01:46:43.728]  And then McVeigh could suddenly talk and stuff when they'd roll him out, and then when he wasn't on drugs, he would explain to the other cellmates, or people across the cells, that yeah, he was, um,
[01:46:44.969 --> 01:46:51.236]  A government mind control subject and was in special ops and that they set him up and they were going to kill his family if he told the truth.
