[00:00:00.348 --> 00:00:00.875]  You've got it!
[00:49:17.096 --> 00:49:21.800]  I mean, I saw a London Telegraph article where they admitted it's a global scam.
[00:49:21.800 --> 00:49:29.006]  So we're waking up to the scam of insider corporations through the UN and through Republicans.
[00:49:29.006 --> 00:49:31.028]  It was George Herbert Walker Bush gave us this.
[00:49:32.617 --> 00:49:41.263]  It was all of these guys who got us signed on to the Earth Summit and all these rules and none of it has to do with the environment.
[00:49:41.263 --> 00:49:45.146]  They're releasing genetically engineered mosquitoes to force inoculate us.
[00:49:45.146 --> 00:49:45.867]  That's in the news.
[00:49:45.867 --> 00:49:49.930]  Genetically modified mosquitoes are being released in Florida.
[00:49:49.930 --> 00:49:59.797]  They've got thousands of new GMO crops and in all the big studies, just type in crops, GMO crops linked to organ failure, sterility and lab rats.
[00:50:01.323 --> 00:50:03.744]  Look at this article out of The Independent.
[00:50:03.744 --> 00:50:07.406]  GM food ban in Monsanto canteen.
[00:50:07.406 --> 00:50:13.969]  The GMO scientists working at Monsanto laboratories refuse to eat their own GMO.
[00:50:13.969 --> 00:50:16.390]  And just type in GMO corn linked to organ failure.
[00:50:16.390 --> 00:50:20.292]  I mean, it kills the honeybees that eat it.
[00:50:20.292 --> 00:50:20.893]  Here's another one.
[00:50:20.893 --> 00:50:23.654]  China's elite enjoys untainted fruits.
[00:50:23.654 --> 00:50:25.695]  Asia Times says they're obsessed
[00:50:26.115 --> 00:50:27.857]  With not eating GMO.
[00:50:27.857 --> 00:50:31.100]  They signed a deal in the 70s to sterilize and reduce their population.
[00:50:31.100 --> 00:50:32.142]  One-child policy.
[00:50:32.142 --> 00:50:32.642]  Here's another one.
[00:50:32.642 --> 00:50:33.463]  London Telegraph.
[00:50:33.463 --> 00:50:35.325]  Queen Elizabeth Hall.
[00:50:35.325 --> 00:50:36.746]  60 years of growing vegetables.
[00:50:36.746 --> 00:50:38.809]  They're obsessed with not eating GMO.
[00:50:38.809 --> 00:50:41.331]  Always talking about how they want to reduce our population.
[00:50:41.331 --> 00:50:42.092]  Here's another one.
[00:50:42.092 --> 00:50:44.455]  Royal Vegetable Garden takes root.
[00:50:47.179 --> 00:50:48.020]  Here's another one.
[00:50:48.020 --> 00:50:50.283]  Raw milk fans are getting a raw deal.
[00:50:50.283 --> 00:51:00.615]  Queen Elizabeth has only each raw milk, but it's illegal in England and in Canada and other British royal commonwealths to have raw milk.
[00:51:00.615 --> 00:51:01.956]  But the royalty have it.
[00:51:02.674 --> 00:51:05.336]  Here's another one, breaking it down.
[00:51:05.336 --> 00:51:05.996]  LA Times.
[00:51:05.996 --> 00:51:08.998]  In China, what you eat tells who you are.
[00:51:08.998 --> 00:51:11.360]  Obsessed with not taking vaccines.
[00:51:11.360 --> 00:51:14.242]  Obsessed with not drinking sodium fluoride.
[00:51:14.242 --> 00:51:21.527]  Chinese party officials maintain secret organic gardens while trying to force the population to eat the GMO Trojan horse.
[00:51:21.527 --> 00:51:22.268]  Time Magazine.
[00:51:22.268 --> 00:51:25.450]  In Germany, a better vaccine for politicians comes out.
[00:51:25.450 --> 00:51:31.034]  There's a secret program that the German military, upper brass, and German government all take, quote,
[00:51:31.454 --> 00:51:35.637]  Secret vaccines that are clean.
[00:51:35.637 --> 00:51:38.360]  What's the problem with labeling genetically modified GMOs?
[00:51:38.360 --> 00:51:48.227]  They're now announcing the head of the FDA, who's former Monsanto, is coming out and saying they're not going to let you know if something is GMO.
[00:51:48.227 --> 00:51:51.670]  And saying the public doesn't trust it, so they're not going to let you know now.
[00:51:51.670 --> 00:51:56.494]  You're not going to be allowed to even label your own product.
[00:51:56.494 --> 00:51:59.436]  It's not just that you have to label it, it's that you're not allowed to label it.
[00:51:59.858 --> 00:52:01.919]  That's what they're trying to do right now.
[00:52:01.919 --> 00:52:03.800]  Ladies and gentlemen, it is so diabolical.
[00:52:03.800 --> 00:52:06.281]  The very groups that call for reducing our populations.
[00:52:06.281 --> 00:52:10.763]  Ted Turner, Prince Philip.
[00:52:10.763 --> 00:52:14.165]  Just type in, you'll get Sunday Times of London, ABC News.
[00:52:14.165 --> 00:52:18.527]  World's elite meet in secret to discuss overpopulation.
[00:52:18.527 --> 00:52:19.887]  Three years ago.
[00:52:19.887 --> 00:52:22.509]  They got caught meeting in secret at Rockefeller University.
[00:52:22.509 --> 00:52:23.169]  And who was there?
[00:52:23.169 --> 00:52:26.470]  Oprah Winfrey, big population control person.
[00:52:26.470 --> 00:52:27.051]  Ted Turner.
[00:52:28.186 --> 00:52:44.333]  The Rockefellers, Bill and Melinda Gates, Big Eugenicist, Warren Buffett, and of course George Soros, to discuss how global government, that was in the article, how global government could help reduce population.
[00:52:46.462 --> 00:52:49.284]  But Bill Gates says he wants to give you shots because he cares about you.
[00:52:49.284 --> 00:52:54.727]  And he wants you to eat GMO, but he's obsessed with not eating GMO, and so is the Royal Family.
[00:52:54.727 --> 00:52:55.247]  Look it up.
[00:52:55.247 --> 00:52:56.848]  They won't take the vaccines.
[00:52:56.848 --> 00:52:59.490]  They won't drink the fluoride.
[00:52:59.490 --> 00:53:08.195]  I've seen newscasts where it's just buried that, oh, the Queen has all her own farms and ranches, and they have chefs that follow them around the world and bring their food with them.
[00:53:08.195 --> 00:53:09.835]  And then you find out Ted Turner's doing it.
[00:53:11.420 --> 00:53:16.922]  They know there's an exodus of educated people to the countryside to try to grow their own food and get away from this.
[00:53:16.922 --> 00:53:25.965]  Outside Austin in some of the towns like Wimberley, I discovered this years ago because my children are homeschooled and going to different homeschooling events.
[00:53:25.965 --> 00:53:34.348]  It's doctors, scientists, biological weapons experts, you name it, all living out there knowing what's going on.
[00:53:37.771 --> 00:53:40.232]  At some event and they're going, yeah, what are you going to do about it?
[00:53:40.232 --> 00:53:41.133]  You're not going to stop it.
[00:53:41.133 --> 00:53:43.734]  We've all come out here and you find out they all know.
[00:53:43.734 --> 00:53:45.715]  The educated people all know about this.
[00:53:45.715 --> 00:53:46.816]  We're going to talk to a lady.
[00:53:46.816 --> 00:53:51.298]  We're about to go to her, but I wanted to just get her on a little bit early for the full next hour.
[00:53:51.298 --> 00:53:53.659]  Who discovered all of this as well and has written a book on it.
[00:53:54.199 --> 00:54:10.569]  And again, I've had a lot of experts, a lot of diplomats, advisors to Congress on, Dr. Michael Kauffman and others, but she's able to really tie it all together and give you the big picture of how it's going to affect you with Jena 21.
[00:54:10.569 --> 00:54:14.892]  A global corporate takeover to shut down the rural areas.
[00:54:14.892 --> 00:54:16.433]  Remember what happened last year?
[00:54:16.433 --> 00:54:17.994]  EPA was saying $5,000 fines for dust from hay.
[00:54:20.595 --> 00:54:21.916]  No dust on your farm.
[00:54:21.916 --> 00:54:23.598]  But Big Agra, they're exempt.
[00:54:23.598 --> 00:54:28.462]  And Big Agra wrote those rules, Animal ID, Premises ID, to shut you down.
[00:54:28.462 --> 00:54:30.144]  What did the Soviets do?
[00:54:30.144 --> 00:54:31.545]  Shut down rural areas.
[00:54:31.545 --> 00:54:33.046]  What does Agenda 21 do?
[00:54:33.046 --> 00:54:34.828]  Same thing that is in Memorandum 200.
[00:54:34.828 --> 00:54:38.151]  State Department Memorandum 200 under Kissinger.
[00:54:38.151 --> 00:54:39.592]  Use food as a weapon.
[00:54:39.592 --> 00:54:44.597]  Austin just passed a law trying to harass and shut down people with their own chickens, with their own eggs.
[00:54:45.796 --> 00:54:48.998]  They're harassing Amish everywhere, people selling pecans.
[00:54:48.998 --> 00:54:51.259]  They're trying to pass laws outlawing all that.
[00:54:51.259 --> 00:54:53.080]  They're trying to shut down supplements.
[00:54:53.080 --> 00:54:58.082]  But Agenda 21 is about the takeover where you can't build your own barn.
[00:54:58.082 --> 00:55:00.063]  You can't have your own pond.
[00:55:00.063 --> 00:55:06.927]  Or if there is a, quote, wetland, now you can't build on your own property even if you've owned it for a hundred years.
[00:55:06.927 --> 00:55:10.669]  And what they announced in the US and Europe just last week, the drones
[00:55:11.806 --> 00:55:12.367]  Type this in.
[00:55:12.367 --> 00:55:15.050]  Drones being used to watch farmers.
[00:55:15.050 --> 00:55:20.056]  Spy satellites watching rural communities in America and in Europe.
[00:55:20.056 --> 00:55:22.458]  This whole grid is on us.
[00:55:22.458 --> 00:55:24.641]  Stalin didn't want you to raise your own food.
[00:55:24.641 --> 00:55:25.582]  Now we're about to go to break.
[00:55:25.582 --> 00:55:28.625]  I wanted to get her on just to kick off here at the start.
[00:55:30.549 --> 00:55:38.436]  Right before the start of the second hour and she's Rosa Corey and she is an executive director of the Post Sustainability Institute.
[00:55:38.436 --> 00:55:47.584]  She is a forensic commercial real estate appraiser specializing in eminent domain evaluation and she again has written a book on Agenda 21.
[00:55:50.606 --> 00:55:52.927]  A book is excellent, we'll tell you about that as well.
[00:55:52.927 --> 00:55:55.389]  Exposing Agenda 21 and Sustainable Development.
[00:55:55.389 --> 00:56:03.673]  In a minute or two before we go to break, just give people a synopsis of what Agenda 21 is and we'll come back and break down this global corporate takeover system.
[00:56:04.946 --> 00:56:06.147]  Well, you know what?
[00:56:06.147 --> 00:56:08.970]  It's not that it's going to impact you.
[00:56:08.970 --> 00:56:11.173]  It's impacting you right now.
[00:56:11.173 --> 00:56:21.284]  Agenda 21 is a plan to inventory and control all resources, human and natural, and all means of production
[00:56:21.704 --> 00:56:22.825]  In the world.
[00:56:22.825 --> 00:56:31.832]  And this is the process that is happening right now in every single city, town, community in the entire world.
[00:56:31.832 --> 00:56:34.214]  And you're seeing it right now in the United States.
[00:56:34.214 --> 00:56:38.998]  It's a global plan and it's implemented vocally.
[00:56:38.998 --> 00:56:40.659]  We got about a minute and a half before we go to break.
[00:56:40.659 --> 00:56:42.561]  How did you get tuned into this?
[00:56:42.561 --> 00:56:43.662]  How did you discover this?
[00:56:45.011 --> 00:56:46.332]  Well, I've been doing research.
[00:56:46.332 --> 00:56:48.414]  Of course, I'm a forensic appraiser.
[00:56:48.414 --> 00:56:52.597]  I appraise property in the nine counties of the San Francisco Bay Area.
[00:56:52.597 --> 00:57:02.285]  And in doing my research, I found in researching redevelopment, I found that it's a funding and implementation arm for United Nations Agenda 21.
[00:57:03.526 --> 00:57:14.754]  And in doing this research I had to be able to support everything that I was coming up with because I might have to at some point testify regarding this information.
[00:57:14.754 --> 00:57:18.978]  So everything that I've come up with and of course this is available to all people.
[00:57:18.978 --> 00:57:23.581]  It's very available on the United Nations websites as well as many others.
[00:57:23.581 --> 00:57:25.863]  This is all true and supportable.
[00:57:25.863 --> 00:57:27.704]  It's not a conspiracy theory.
[00:57:27.704 --> 00:57:30.446]  It's a conspiracy fact and it's happening right now.
[00:57:30.626 --> 00:57:34.011]  It's happening right now through the zoning boards, all of it.
[00:57:34.011 --> 00:57:35.433]  It is so diabolical.
[00:57:35.433 --> 00:57:37.036]  I've been to the Smart Growth Conferences.
[00:57:37.036 --> 00:57:40.120]  They admit this is total feudalism.
[00:57:40.120 --> 00:57:45.328]  Right here in Austin, giant power bill increases and they say it's for the earth.
[00:57:45.328 --> 00:57:46.370]  Just charging you more.
[00:57:50.908 --> 00:57:53.831]  I've been telling you about eFoods Direct for a while now.
[00:57:53.831 --> 00:57:57.515]  Here are my top 10 reasons to stock up on food from eFoods Direct.
[00:57:57.515 --> 00:57:58.035]  Number 10.
[00:57:58.035 --> 00:58:00.578]  The food I get from eFoods Direct tastes great.
[00:58:00.578 --> 00:58:01.318]  Number 9.
[00:58:01.318 --> 00:58:03.140]  The eFoods meals are easy to prepare.
[00:58:03.140 --> 00:58:07.084]  8. eFoods Direct delivers the food right to my front door.
[00:58:07.084 --> 00:58:07.384]  7.
[00:58:07.384 --> 00:58:09.346]  Most of these meals cost less than $2.
[00:58:09.346 --> 00:58:10.407]  6.
[00:58:10.407 --> 00:58:12.589]  With their large variety, I can eat it every day. 5.
[00:58:13.630 --> 00:58:16.791]  I always have access to high-quality and delicious food.
[00:58:16.791 --> 00:58:20.773]  Number four, eFoods products don't spoil, so I never waste any food.
[00:58:20.773 --> 00:58:24.175]  Three, eFoods uses only safe, healthy ingredients.
[00:58:24.175 --> 00:58:28.496]  Number two, I have my own food supply and don't depend on the grocery store.
[00:58:28.496 --> 00:58:34.339]  And the number one reason I promote eFoods Direct is they build special offers just for my listeners.
[00:58:34.699 --> 00:58:35.660]  Folks, don't wait.
[00:58:35.660 --> 00:58:36.882]  Get prepared now.
[00:58:36.882 --> 00:58:38.864]  We all need to be self-sufficient.
[00:58:38.864 --> 00:58:41.448]  Call eFoodsDirect at 800-409-5633 and ask for the Alex Jones Special.
[00:58:41.448 --> 00:58:43.971]  Call eFoodsDirect at 800-409-5633 or eFoodsDirect.com forward slash Alex.
[00:58:50.911 --> 00:58:57.555]  When you're out on the road, the last place you want to be is on the road.
[00:58:57.555 --> 00:59:02.718]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:59:02.718 --> 00:59:11.442]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[00:59:11.442 --> 00:59:15.505]  They sew pride in every stitch.
[00:59:15.505 --> 00:59:17.806]  Guarantee you'll love the way they fit.
[00:59:19.933 --> 00:59:24.514]  They put a diamond gusset in the crotch where you need it most.
[00:59:24.514 --> 00:59:28.355]  Blue diamond gussets got it.
[00:59:28.355 --> 00:59:29.575]  Others don't.
[00:59:29.575 --> 00:59:31.716]  We turn jeans inside out.
[00:59:31.716 --> 00:59:33.516]  Diamond gusset jeans.
[00:59:33.516 --> 00:59:36.397]  Made in the USA with unparalleled quality.
[00:59:36.397 --> 00:59:40.638]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection.
[00:59:40.638 --> 00:59:43.018]  So you can ride all day with confidence.
[00:59:43.018 --> 00:59:45.719]  Order yours at gusset.com.
[00:59:45.719 --> 00:59:48.080]  Diamond gusset jeans got it.
[00:59:48.080 --> 00:59:48.960]  Others don't.
[00:59:51.468 --> 00:59:55.072]  Coast to coast, direct from Austin.
[00:59:55.072 --> 01:00:02.080]  You're listening to the Alex Jones Broadcasting Network.
[01:00:02.080 --> 01:00:08.728]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:08.728 --> 01:00:11.711]  It's Alex Jones and the GCN Radio Network.
[01:00:17.717 --> 01:00:24.221]  Nothing is going to affect your life, physically, economically, like Agenda 21.
[01:00:24.221 --> 01:00:27.043]  It is the total takeover of society.
[01:00:27.043 --> 01:00:30.826]  Home inspectors, no more single-family homes.
[01:00:30.826 --> 01:00:36.550]  We've played that Plandopolis clip that they show in England to school kids, where everything you do is going to be monitored.
[01:00:36.550 --> 01:00:40.192]  You'll have to get authorization to travel, calorie credits.
[01:00:40.192 --> 01:00:41.293]  This is all official.
[01:00:42.642 --> 01:00:53.626]  In fact, 20 years ago, they called it, at the Agenda 21 conference, that's where the term comes from, that they had, Maurice Strong called it a post-industrial world.
[01:00:53.626 --> 01:00:57.608]  And 20 years later, they're about to meet again in Rio de Janeiro.
[01:00:58.759 --> 01:01:04.083]  Now, we've got Rosa Corey, who's author of Behind the Green Mask.
[01:01:04.083 --> 01:01:06.144]  It's available at Amazon.com.
[01:01:06.144 --> 01:01:10.467]  I'm going to order it in bulk and also carry it soon at Infowars.com.
[01:01:10.467 --> 01:01:14.430]  But we have a link to where you can find it at Infowars.com right now.
[01:01:14.430 --> 01:01:15.751]  She has really studied it.
[01:01:15.751 --> 01:01:21.795]  And again, I've got so many points I want to add to back her up, but I'm going to try to shut up and let her roll here now.
[01:01:23.177 --> 01:01:29.372]  Coming up especially in the next segment so she can really go into how it ties into everything, but please continue.
[01:01:30.646 --> 01:01:32.207]  Wow, well great.
[01:01:32.207 --> 01:01:38.713]  You know, the thing is, this is not, as I said, it's not a conspiracy theory, it's a conspiracy fact.
[01:01:38.713 --> 01:01:56.908]  And back in 1987, the United Nations, the World Conference on, the World Commission on Environment and Development, stated that the environment was under attack, that the planet was being destroyed by human beings.
[01:01:57.723 --> 01:02:00.526]  And they came up with sustainable development.
[01:02:00.526 --> 01:02:01.686]  This is a concept.
[01:02:01.686 --> 01:02:03.268]  Now you've heard it everywhere, right?
[01:02:03.268 --> 01:02:05.890]  Sustainable, you've got sustainable yogurt now.
[01:02:05.890 --> 01:02:19.041]  But sustainable development is, the concept is that the needs of the present are developed without compromising future generations' ability to meet their own needs.
[01:02:19.041 --> 01:02:26.407]  So of course then they determined that yes, everything we were doing now was threatening the ability of future generations to meet their needs.
[01:02:27.143 --> 01:02:34.189]  And that commission was sent out to come back with an action plan for the 21st century.
[01:02:34.189 --> 01:02:36.871]  And that's what Agenda 21 is.
[01:02:36.871 --> 01:02:38.753]  That's why it's called Agenda 21.
[01:02:38.753 --> 01:02:41.815]  It's the agenda for the 21st century.
[01:02:41.815 --> 01:02:49.561]  And this is, as I said, it's a plan to inventory and control you and everything that has to do with your life.
[01:02:49.561 --> 01:02:51.503]  Everything having to do with the planet.
[01:02:51.503 --> 01:02:55.326]  So it's inventorying and controlling all water, all land use.
[01:02:56.827 --> 01:03:04.773]  We're talking about the potential of losing control of everything that we have, including our own bodies.
[01:03:04.773 --> 01:03:14.139]  And what you find with Agenda 21 is it's divided into two elements, which is smart growth and the wild lands.
[01:03:14.139 --> 01:03:21.845]  And what happened after, of course, we know that it was signed on to, Agenda 21 was signed on to by George H.W.
[01:03:21.845 --> 01:03:22.285]  Bush in 1992.
[01:03:24.108 --> 01:03:28.151]  And then it was brought back to the United States to be implemented here.
[01:03:28.151 --> 01:03:34.634]  Clinton, in 1993, established the President's Council on Sustainable Development.
[01:03:34.634 --> 01:03:48.583]  And that was made up of 12 cabinet-level secretaries, including defense, education, agriculture, energy, all of these, you know, all of these administrative
[01:03:49.486 --> 01:03:51.607]  level cabinet position.
[01:03:51.607 --> 01:04:06.194]  We're all in on this and along with, of course, our captains of industry like Ken Lay from Enron, Dow Chemical, and then you have the environmental groups as well, Natural Resources Defense Council and others.
[01:04:06.194 --> 01:04:16.219]  And they all got together and they said, how are we going to get Agenda 21 into every single town, city, state, county in the entire United States?
[01:04:16.801 --> 01:04:21.425]  So they decided that they wanted to focus on controlling land use.
[01:04:21.425 --> 01:04:27.991]  And what they did was they gave a multi-million dollar grant to the American Planning Association
[01:04:29.087 --> 01:04:33.709]  And they said, can you guys come up with a plan for us that we can get into every planning department?
[01:04:33.709 --> 01:04:34.450]  Stay right there.
[01:04:34.450 --> 01:04:37.831]  Let's explain how, that's why there's global standardization.
[01:04:37.831 --> 01:04:40.752]  That's why the exact same system worldwide is being set up.
[01:04:40.752 --> 01:04:42.253]  They admit they're doing it.
[01:04:42.253 --> 01:04:48.536]  Now, Homeland Security, just two weeks ago, was at Davos and said they're going to run sustainability.
[01:04:48.536 --> 01:04:51.518]  It's a war for sustainability.
[01:04:51.518 --> 01:04:52.078]  Incredible.
[01:04:52.078 --> 01:04:56.420]  We're going to break down how it's already affecting you and how it's going to affect you straight ahead.
[01:04:59.255 --> 01:05:06.479]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, that I was still starving.
[01:05:06.479 --> 01:05:24.370]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[01:05:24.370 --> 01:05:28.472]  I then searched out the best vitamin and mineral company out there.
[01:05:28.952 --> 01:05:38.679]  The longevity products are designed to give you the real nutrition you need, and once you've got that, you don't have to eat as much to be satisfied.
[01:05:38.679 --> 01:05:45.003]  I've lost 37 pounds in two months, simply getting the vitamins and minerals I need.
[01:05:45.003 --> 01:05:46.284]  Check it out for yourself.
[01:05:46.284 --> 01:05:47.144]  It's incredible.
[01:05:47.144 --> 01:05:56.371]  Go to Infowarsteam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[01:05:56.371 --> 01:05:58.212]  That's Infowarsteam.com.
[01:06:03.517 --> 01:06:11.606]  Defending the Republic from enemies foreign and domestic, it's Alex Jones.
[01:06:11.606 --> 01:06:17.433]  Now the Desert News and the Associated Press.
[01:06:19.415 --> 01:06:30.511]  Last week, I ran articles, head of UN Ban Ki-moon wants world tax for social service programs, but that means eugenics, sterilization, abortion.
[01:06:31.209 --> 01:06:34.613]  But there he is, announcing that they want this world tax.
[01:06:34.613 --> 01:06:38.116]  In fact, we'll put that on screen for PrisonPlanet.tv.
[01:06:38.116 --> 01:06:51.771]  Viewers, if you're a radio listener, which is the majority of our audience that listens on XM and over 100M and FM stations, you can simply type in, UN leaders consider world tax to fund social protection services.
[01:06:51.771 --> 01:06:52.992]  Oh, well, it's for the children.
[01:06:53.713 --> 01:07:11.726]  Here's another one, at InfoWars.com, with a direct link to the World Development Report, funded by the World Bank, suggests that once they've imploded the economy, go read it, and made people dependent, that to get your welfare check, the sterilization van will arrive at your home and sterilize you.
[01:07:11.726 --> 01:07:18.511]  1984 World Bank Report contemplates sterilization vans and camps for those, to make it sustainable.
[01:07:20.895 --> 01:07:36.379]  The 1996 Sustainability UN Biological Diversity Assessment, I have it in my film Road to Tyranny, screenshots, actually says, use war to reduce population and calls for putting sterilants in the water, just like White House science czar John P. Holdren does.
[01:07:36.379 --> 01:07:37.679]  By the way, they're already adding it.
[01:07:37.679 --> 01:07:38.759]  It's called sodium fluoride.
[01:07:38.759 --> 01:07:42.200]  It reduces fertility, gives you a seven-fold increase in bone cancer alone.
[01:07:43.686 --> 01:07:46.850]  And we just earlier showed you the UN's own site.
[01:07:46.850 --> 01:07:48.973]  In fact, I have another article right here.
[01:07:48.973 --> 01:07:52.778]  UN panel says, retool world economy for sustainability.
[01:07:52.778 --> 01:07:57.564]  And the UN will decide under treaty what you can do.
[01:07:57.564 --> 01:08:00.928]  And now when I go in restaurants, they say, are you sure you want water?
[01:08:00.928 --> 01:08:01.810]  It's not good for the earth.
[01:08:03.527 --> 01:08:05.429]  Meanwhile, the major corporations can do whatever they want.
[01:08:05.429 --> 01:08:07.550]  They can release GMO, toxic waste.
[01:08:07.550 --> 01:08:08.171]  None of that's a problem.
[01:08:08.171 --> 01:08:09.772]  It's about teaching you you're bad.
[01:08:09.772 --> 01:08:17.639]  So, as the World Bank says, by taxing carbon, what you exhale, they can control all human activity.
[01:08:17.639 --> 01:08:24.385]  And they always point a camera at a smokestack releasing water vapor on a cold day, just like when you breathe and say, oh look, it's toxic waste.
[01:08:24.385 --> 01:08:27.888]  Nothing's coming out of the coal plants but water vapor and carbon dioxide.
[01:08:28.737 --> 01:08:39.349]  So you control everything that way, but then you also say all human activity is bad, and the bureaucrats, under global standardized rules, they will decide everything you can do.
[01:08:39.349 --> 01:08:40.951]  Now, as my guest pointed out,
[01:08:41.877 --> 01:08:45.118]  It's going to get a lot worse under this, and California's the model.
[01:08:45.118 --> 01:08:46.918]  Austin's kind of a satellite of that.
[01:08:46.918 --> 01:08:49.098]  But you're already living under this.
[01:08:49.098 --> 01:08:52.039]  So she's got the floor for the rest of the hour.
[01:08:52.039 --> 01:08:56.060]  She is just an amazing researcher and author of Behind the Green Mask.
[01:08:56.060 --> 01:08:59.141]  We have a link at Infowars.com to where you can find it.
[01:08:59.141 --> 01:09:01.321]  I'm going to carry this book on our online video bookstore.
[01:09:01.321 --> 01:09:02.861]  It's so amazing.
[01:09:02.861 --> 01:09:10.903]  And again, the reason she blows me away is when I heard her on the radio for an hour the other day, everything she was saying I knew was true, but the way she was tying it together.
[01:09:11.731 --> 01:09:17.283]  And again, it's so frustrating when you know criminals are taking over, while selling you that they're saving you.
[01:09:17.283 --> 01:09:19.147]  It's so sick, you just want to beat them.
[01:09:20.044 --> 01:09:22.526]  And it's Nazism.
[01:09:22.526 --> 01:09:26.708]  The Nazis said the earth was overpopulated and they were going to have environmentalism.
[01:09:26.708 --> 01:09:28.549]  It's about a power grab.
[01:09:28.549 --> 01:09:45.099]  So Rosa Corey, Executive Director of Post Sustainability Institute, a forensic commercial real estate appraiser, break down again briefly for those who just joined us what it is, the global standardization, and how they're controlling our local towns and cities to openly just
[01:09:45.939 --> 01:09:47.520]  Triple charges for water.
[01:09:47.520 --> 01:09:49.221]  Quadruple charges for power.
[01:09:49.221 --> 01:09:53.183]  To pay mega-corporations like Ken Lay, who came up with the plan.
[01:09:53.183 --> 01:09:54.964]  You've got the floor.
[01:09:54.964 --> 01:09:55.464]  Right.
[01:09:55.464 --> 01:09:56.885]  Well, you know, this is it.
[01:09:56.885 --> 01:10:04.909]  It's a corporatocracy, and it is being instated to develop a totalitarian government over you.
[01:10:04.909 --> 01:10:06.270]  It is one-world government.
[01:10:06.270 --> 01:10:07.610]  This is globalization.
[01:10:07.610 --> 01:10:10.252]  And it's being instated slowly.
[01:10:10.932 --> 01:10:24.816]  Somewhat slowly, although it's speeding up now, because we're finding that we're experiencing regionalization now, which is the erasure of borders between cities, counties, states, and ultimately nations.
[01:10:24.816 --> 01:10:34.960]  And when you lose your sovereignty, you don't want to just look at it in terms of losing your national sovereignty, you also lose your sovereignty over your person, over yourself.
[01:10:34.960 --> 01:10:38.841]  So you have the, for instance, the National Defense Authorization Act,
[01:10:39.301 --> 01:10:46.847]  Which defines enemy combatants as being people who are very much like ourselves, who are here in the United States.
[01:10:46.847 --> 01:10:51.351]  So this plan, it's a global plan, but it's implemented locally.
[01:10:51.351 --> 01:10:55.434]  And if you think it's not affecting you right now, I tell you that you are wrong.
[01:10:55.434 --> 01:11:01.319]  It's impacting you immediately in your own city, in your town, out in the rural area.
[01:11:01.319 --> 01:11:03.701]  It's designed, in their words, to shut down the economy.
[01:11:03.701 --> 01:11:05.142]  Look at the economy shutting down.
[01:11:05.142 --> 01:11:06.043]  They know what they're doing.
[01:11:07.335 --> 01:11:08.996]  That's right.
[01:11:08.996 --> 01:11:13.299]  Your economy is designed to be destroyed.
[01:11:13.299 --> 01:11:18.602]  If an enemy were trying to destroy the country, they couldn't do a better job than this plan.
[01:11:18.602 --> 01:11:20.323]  And that is the plan.
[01:11:20.323 --> 01:11:23.185]  That is what the desired result is.
[01:11:23.185 --> 01:11:30.589]  Because the more dependent people you have, and the less people who own private property, the less people there are to care if there
[01:11:30.609 --> 01:11:31.049]  I think so.
[01:11:46.537 --> 01:11:46.898]  I'm good.
[01:12:02.561 --> 01:12:03.061]  Yes, we are.
[01:12:24.273 --> 01:12:25.673]  Oh well, you just said it.
[01:12:25.673 --> 01:12:29.474]  Hay dust is now considered to be an environmental pollutant.
[01:12:29.474 --> 01:12:34.795]  You find that your roads are being pulverized and turned to dust out in the rural areas.
[01:12:34.795 --> 01:12:39.316]  Your well is being monitored so you may not have the use of your water.
[01:12:39.316 --> 01:12:44.737]  You think you own your land right from the center of the earth right to the sky, but you don't.
[01:12:44.737 --> 01:12:45.437]  Not anymore.
[01:12:45.437 --> 01:12:48.238]  Because this is a communitarian plan.
[01:12:49.091 --> 01:12:56.422]  It's the plan that actually balances individuals' rights against the rights of the community.
[01:12:56.422 --> 01:13:02.570]  In this case, we're talking about the global community, and the individual always loses.
[01:13:02.570 --> 01:13:04.433]  And the bureaucrats always decide.
[01:13:05.674 --> 01:13:27.170]  The part you were breaking down is how these regional governments end up getting the tax money so the local government becomes a total vassal and now they have actual corporations in Rhode Island, in Michigan and other areas saying no city council period anymore and we're going to triple your water to pay it to ourselves even though it's a foreign corporation and it's not even a free market.
[01:13:27.170 --> 01:13:28.891]  This isn't privatization.
[01:13:28.891 --> 01:13:33.215]  It's just pure hijacking and then the actual Austin City Council said
[01:13:33.796 --> 01:13:36.913]  We're gonna give you 20 to 80 percent increases on power.
[01:13:36.913 --> 01:13:37.597]  It's for the earth.
[01:13:38.444 --> 01:13:39.264]  Yeah, that's right.
[01:13:39.264 --> 01:13:52.248]  You see community aggregate, energy aggregation, where, you know, now your town is supposed to be going into the energy business and they're going to put up a big solar array and you're going to be paying for it.
