[00:00:06.513 --> 00:00:06.696]  All right.
[00:49:43.963 --> 00:49:46.625]  Why hide him if it's gonna get you off the hook?
[00:49:47.326 --> 00:50:08.942]  So that to me is really mind-blowing and and you know I guess it's been proven that it was it was staged to restrict the Second Amendment and and it's not just that the the crimes that it appears that is taking place you know when you look at the Constitution there's something in the Constitution where you have to get congressional permission to go to war.
[00:50:09.262 --> 00:50:17.191]  And if you don't get congressional permission, there's a clause in there where you have a certain amount of time after that where you have to get permission to go to war.
[00:50:17.852 --> 00:50:22.757]  And to my knowledge, when we went into Libya, that didn't happen.
[00:50:23.358 --> 00:50:24.279]  And it still hasn't happened.
[00:50:24.319 --> 00:50:24.879]  No, you're right.
[00:50:24.919 --> 00:50:27.582]  In fact, if there's some emergency, he's got a couple months.
[00:50:28.363 --> 00:50:30.544]  But then after that, you've got to go get the congressional approval.
[00:50:30.564 --> 00:50:31.304]  They control the purse.
[00:50:31.784 --> 00:50:41.226]  And they sent in the chairman of the Joint Chiefs of Staff, the other generals, the Secretary of Defense Panetta, and Obama put a letter out when Congress said, hey, you've got to get approval from us.
[00:50:41.686 --> 00:50:43.187]  He said, no, I get it from the U.N.
[00:50:43.227 --> 00:50:43.707]  and NATO.
[00:50:43.747 --> 00:50:44.387]  Put a letter out.
[00:50:44.867 --> 00:50:46.148]  And they had him go before Congress.
[00:50:46.168 --> 00:50:47.228]  We played the clips on the show.
[00:50:47.248 --> 00:50:48.028]  They're so incredible.
[00:50:48.248 --> 00:50:50.869]  And I think that woke up the military and police.
[00:50:52.109 --> 00:50:57.233]  More than anything I've seen now, if I go downtown Austin, the cops just stop and go, you were right, we apologize, it's all true.
[00:50:57.253 --> 00:51:03.258]  I mean, I think, when I was in Virginia, bullhorning Bilderberg, the cops were on our side, but they come over and go, no, we saw that.
[00:51:03.318 --> 00:51:05.079]  Yeah, they told us that.
[00:51:05.279 --> 00:51:05.940]  I mean, think about that.
[00:51:05.960 --> 00:51:07.141]  I'm getting chills right now, Dave.
[00:51:07.161 --> 00:51:15.487]  What bothers me the most about it is the fact that they have these shills that are going on all of the programs defending this Fast and Furious thing, and Brian Terry
[00:51:17.108 --> 00:51:19.150]  Lost his life and his family.
[00:51:19.170 --> 00:51:26.676]  You know, you can try not to watch TV, you can try not to look at the newspapers, but you see this stuff.
[00:51:27.296 --> 00:51:35.443]  And it must be devastating to see your own president just kind of sliding this whole thing under the rug.
[00:51:35.783 --> 00:51:41.048]  And the thing behind all of this is that, you know, it's not going to stop.
[00:51:41.468 --> 00:52:02.272]  You know, when we go through, traveling through all the different checkpoints over through Europe, before when they, before all the globalization was taking place and each country had its own border and they had their own language and stuff like that, you'd come up to customs, you'd go to the border, you'd have to stop and hand in their passport and stuff like that and now you just kind of roll through there.
[00:52:02.792 --> 00:52:06.533]  But when you come to your own country, it's harder to come home.
[00:52:07.273 --> 00:52:13.758]  It's harder to go through an airport here in the United States of America than it was for us even in Moscow.
[00:52:13.818 --> 00:52:29.050]  We just got back from Moscow and we rolled through there so fast I was laughing about it because we got out of the plane, through customs, got our luggage and were in the vans rolling to the hotel for the show faster than we get through customs when I come home to the U.S.
[00:52:29.710 --> 00:52:33.053]  We're not as free as we thought and what's amazing is it's on the news.
[00:52:33.133 --> 00:52:34.955]  Obama legalized a bunch of illegals.
[00:52:35.959 --> 00:52:39.522]  And when they do fake stings of businesses and stuff, they just release them.
[00:52:40.063 --> 00:52:46.568]  And they're now telling sheriffs all over the country that they are not going to pick up illegals that they arrest.
[00:52:47.009 --> 00:52:48.070]  Even if they're committing crimes.
[00:52:48.090 --> 00:52:49.411]  I don't know anything about that.
[00:52:49.691 --> 00:52:58.158]  I do know that from the people that we've spoken to that are Latino, that we have a huge contingency of Latino fans.
[00:52:59.219 --> 00:53:00.180]  Here in Texas.
[00:53:00.520 --> 00:53:00.981]  All over, yeah.
[00:53:01.021 --> 00:53:11.408]  In New Mexico, in Arizona, in California, Central and South America, in Spain, and a lot of the neighboring countries around Spain that are still Spanish-speaking fans.
[00:53:12.049 --> 00:53:19.695]  And they have relatives that are here, whether they're legal or illegal, and they know that this was a move to get votes.
[00:53:19.855 --> 00:53:20.415]  They know that.
[00:53:20.535 --> 00:53:25.499]  The one thing that you can't make, just because they don't speak English, doesn't mean they're stupid.
[00:53:25.719 --> 00:53:26.200]  Exactly.
[00:53:26.920 --> 00:53:28.801]  Well, they've had a lot of tyranny in Latin American countries.
[00:53:28.821 --> 00:53:30.662]  They're certainly more savvy in many ways.
[00:53:30.842 --> 00:53:31.302]  Yeah, they are.
[00:53:31.842 --> 00:53:43.908]  Finishing up with Fast and Furious, if Obama can get away with shipping close to 20,000 guns and hand grenades into Mexico, and guns into Honduras, and then states like Florida and Illinois to drug gangs,
[00:53:44.648 --> 00:53:45.448]  For whatever reason.
[00:53:45.528 --> 00:53:47.909]  I mean, my gosh, what are they going to do with it next?
[00:53:47.949 --> 00:53:49.290]  I mean, it really is creepy.
[00:53:49.570 --> 00:53:50.870]  I do know this.
[00:53:51.050 --> 00:53:54.812]  It's really, it's amazing how our liberties are being taken away from us.
[00:53:55.352 --> 00:53:57.873]  It's like the frog in the pot of boiling water.
[00:53:57.973 --> 00:54:01.034]  You know, if it was boiling water when he jumped in, he'd jump back out.
[00:54:01.114 --> 00:54:05.476]  But they slowly turn the temperature up, the frog will stay in there until he boils to death.
[00:54:06.016 --> 00:54:07.717]  And that's what's happening to us right here.
[00:54:07.757 --> 00:54:09.098]  We don't know what's going on.
[00:54:09.518 --> 00:54:14.621]  A lot of the American people are so busy working their asses off to make ends meet right now.
[00:54:14.661 --> 00:54:16.662]  They don't have time to sit in front of the news.
[00:54:16.722 --> 00:54:18.663]  And the news is such pablum.
[00:54:19.023 --> 00:54:20.343]  It's opium for the masses.
[00:54:20.443 --> 00:54:22.785]  And it's stuff that you want to feel good.
[00:54:22.825 --> 00:54:26.967]  See, the thing that I laugh about when I hear Obama say, give the folks a chance.
[00:54:27.587 --> 00:54:29.768]  Give everybody a chance.
[00:54:29.828 --> 00:54:31.069]  Take away from the rich people.
[00:54:31.609 --> 00:54:34.431]  Well, what happens when the folks that he's given a chance
[00:54:35.191 --> 00:54:35.872]  Gets a chance.
[00:54:36.212 --> 00:54:37.213]  Becomes successful.
[00:54:37.553 --> 00:54:38.033]  Is rich.
[00:54:38.614 --> 00:54:40.955]  Well, then all of a sudden, you're Obama's enemy now.
[00:54:41.796 --> 00:54:46.840]  And the thing for me is that, you know, I'm in that 1% that he's talking about.
[00:54:47.280 --> 00:54:52.704]  Megadeth won't be able to tour anymore once all these things that he's planning on doing to me happens.
[00:54:53.205 --> 00:54:55.506]  On top of the fact that... Yeah, we've talked privately.
[00:54:55.526 --> 00:54:56.167]  You should listen.
[00:54:56.547 --> 00:54:58.889]  After all the taxes and everything, I'm getting like 20% of it.
[00:54:59.109 --> 00:55:00.210]  If they do this, it's over.
[00:55:00.410 --> 00:55:00.710]  Yeah.
[00:55:00.870 --> 00:55:02.732]  And that's what happens in Venezuela or Russia.
[00:55:02.992 --> 00:55:03.612]  They don't get it.
[00:55:03.752 --> 00:55:06.134]  Once you cut out that small profit margin, it's over.
[00:55:06.194 --> 00:55:06.634]  It's done.
[00:55:06.954 --> 00:55:07.315]  It's done.
[00:55:07.715 --> 00:55:12.658]  And the fact that he would say that I did not build my own business offends me tremendously.
[00:55:12.678 --> 00:55:14.980]  I'm disgusted with this guy.
[00:55:15.320 --> 00:55:16.801]  And, you know, he's my president.
[00:55:17.621 --> 00:55:29.646]  Um, you know, I respect the office of the presidency, but I think as a person and the things that he says, I've never heard anything this offensive ever come out of the mouth of a president.
[00:55:29.666 --> 00:55:32.627]  And I'm 50, I've heard a lot of presidents talk in my life.
[00:55:33.127 --> 00:55:37.748]  And you know, listeners out there can say what they want about me or be mad at what I'm saying right now.
[00:55:37.808 --> 00:55:39.989]  And I'm saying this out of love for you guys.
[00:55:40.009 --> 00:55:43.350]  You know, you may not have love in your heart for me, but I have love in my heart for you.
[00:55:43.390 --> 00:55:45.831]  And that's why I'm a public figure and I play music.
[00:55:45.891 --> 00:55:47.491]  I try and educate people through lyrics.
[00:55:47.531 --> 00:55:48.592]  Some of the songs could be...
[00:55:49.612 --> 00:55:53.296]  Construed as being a little bit, you know, unrealistic.
[00:55:53.436 --> 00:55:55.297]  You know, some of the songs are a little bit fun.
[00:55:55.357 --> 00:55:58.340]  You know, they're make-believe topics and stuff like that.
[00:55:58.360 --> 00:56:02.163]  But songs like Peace Sells But Who's Buying is still relevant today.
[00:56:02.243 --> 00:56:04.485]  Songs like Holy Wars is still relevant today.
[00:56:04.565 --> 00:56:05.466]  More relevant than ever.
[00:56:05.566 --> 00:56:06.467]  Yeah, absolutely.
[00:56:06.627 --> 00:56:09.610]  And that wasn't because I was clever and I came up with a lyric.
[00:56:09.670 --> 00:56:10.591]  I paid attention.
[00:56:11.011 --> 00:56:14.674]  I watched what happened through the Carter years, through the Ford years.
[00:56:15.615 --> 00:56:18.316]  And watched how, you know, what Jimmy Carter did to our country.
[00:56:18.376 --> 00:56:25.639]  Taxes at 70%, you know, when I was growing up and thinking, how on earth did anybody survive back then?
[00:56:26.019 --> 00:56:33.642]  For me, when you take out 5% for the business manager, 15% for the personal manager, 10% for the agent, and 45% for taxes, what's left for Dave?
[00:56:37.472 --> 00:56:39.213]  You know, and people think, oh, Dave's a millionaire.
[00:56:39.253 --> 00:56:39.953]  No, Dave isn't.
[00:56:40.073 --> 00:56:42.715]  Dave's an American that's getting plowed by the government.
[00:56:43.315 --> 00:56:50.658]  Listen, over 90% of the money, it's like 95 that comes in here, goes to the crew and taxes, and they all pay taxes.
[00:56:50.718 --> 00:56:51.359]  People don't get it.
[00:56:51.399 --> 00:56:53.900]  I mean, feudal serfs paid about 10%.
[00:56:53.980 --> 00:56:55.541]  We pay almost everything.
[00:56:56.261 --> 00:56:57.943]  I mean, people have no idea.
[00:56:57.963 --> 00:57:04.989]  They think, well, they've done actuaries where if you took all the rich people's money, what they call rich, in the United States, it'd run the country for like three months.
[00:57:05.169 --> 00:57:06.270]  I mean, it's gone.
[00:57:06.770 --> 00:57:08.552]  But that's who goes and gets their hair done.
[00:57:08.832 --> 00:57:12.135]  That's who goes and buys cars and buys houses and buys clothes.
[00:57:12.215 --> 00:57:13.696]  That's who's buying stuff.
[00:57:13.897 --> 00:57:16.919]  You get rid of the middle class and the rich people, it's over.
[00:57:16.959 --> 00:57:18.981]  But the ultra-rich, they're offshore.
[00:57:19.261 --> 00:57:21.143]  They're actually the ones selling this monopoly.
[00:57:21.443 --> 00:57:21.603]  Right.
[00:57:21.823 --> 00:57:26.484]  You know, the funny thing was many years ago when Obama first got in office, I had said something.
[00:57:26.524 --> 00:57:30.125]  I was on Australia and I was on the radio and a lot of people took exception to what I said.
[00:57:30.145 --> 00:57:36.026]  I said that he was the most divisive president that I've ever seen and look what's happening right now.
[00:57:36.046 --> 00:57:42.568]  There's race wars, there's class wars, you know, there's sexual wars now, there's religious wars and, you know,
[00:57:43.268 --> 00:57:52.612]  Don't we remember how smooth this guy was when he was saying that, you know, we're going to bring everybody together and he's for change and hope?
[00:57:52.972 --> 00:57:56.494]  His minions would say, thank you, I'm getting a free house, and he wouldn't disagree with them.
[00:57:56.894 --> 00:57:58.075]  But they're not getting a free house now.
[00:57:58.115 --> 00:58:04.077]  That's what's so amazing about this, Dave, is that when he says, if you have a small business, you didn't build that.
[00:58:04.277 --> 00:58:04.878]  That's a quote.
[00:58:05.638 --> 00:58:17.366]  I mean, that is a direct attack on the American dream and everybody I know who's a musician, an artist, a person that gets up at 4am to make bricklayer donuts, they know, no, I did this, man.
[00:58:17.666 --> 00:58:19.407]  Don't sit there and say I didn't do this.
[00:58:19.447 --> 00:58:22.029]  The little bit you get to keep.
[00:58:22.409 --> 00:58:22.669]  Yeah.
[00:58:22.729 --> 00:58:24.030]  And then they're telling you, you didn't do that.
[00:58:24.250 --> 00:58:33.513]  So see, for me, the way that I get any kind of solace out of what's going on right now because, you know, I've been playing for a long time and I don't plan on playing another 30 years.
[00:58:33.613 --> 00:58:37.354]  Although, you know, I would like to be able to play music for the rest of my life.
[00:58:37.414 --> 00:58:39.314]  I don't know that I'll be doing it on the road.
[00:58:40.235 --> 00:58:45.656]  The pleasure I get out of that is being on stage, looking at people's faces, smiling and stuff like that.
[00:58:47.797 --> 00:58:53.898]  You know, the screeching reality is when you travel and you go back through the airports.
[00:58:53.938 --> 00:58:58.740]  When we left here last time, my 14-year-old was groped by the TSA.
[00:58:58.940 --> 00:59:03.361]  And I was so mad, I was swearing.
[00:59:03.581 --> 00:59:08.542]  And the one very large woman said, what's that?
[00:59:08.962 --> 00:59:22.029]  And I said, you heard what I said, and Pam, my wife, grabbed me and she said, don't say anything, because she knows that these guys are power drunk and that they probably would have arrested me for just saying something about them groping my 14-year-old.
[00:59:22.349 --> 00:59:32.795]  The thing that really is blowing me away is this molecular scanner, this PicoScan or whatever they're talking about, and it's not only here, the Russians have one too, so it's something that's very real.
[00:59:32.815 --> 00:59:34.496]  And I read up on that and it
[00:59:35.416 --> 00:59:39.538]  It says it's about gunpowder and explosives, and that's what the primary purpose of it is.
[00:59:39.578 --> 00:59:44.840]  But it also says that it can read inside of your system and say what kind of medication you're on.
[00:59:45.160 --> 00:59:48.442]  So I imagine with this... It's a total invasion of your Fourth Amendment.
[00:59:48.502 --> 00:59:57.026]  I imagine that what they're going to do is they're going to have a database to cross-reference whether the person that shows up that's got narcotics in his system is under doctor's care or not.
[00:59:57.666 --> 01:00:04.529]  Or if, you know, they... For example, for me, when we're on tour, we're around people who do pyro.
[01:00:05.149 --> 01:00:08.130]  And pyro is gunpowder and explosives for the fireworks.
[01:00:08.170 --> 01:00:09.630]  Now you have a fire and explosions.
[01:00:09.690 --> 01:00:22.513]  So if I shake hands with my pyrotechnician I'm gonna get arrested for for being a terrorist because I've got trace elements of gunpowder and explosives on me because there's fireworks going on.
[01:00:22.833 --> 01:00:27.494]  On top of the fact that because of the cocaine use and people using dollar bills.
[01:00:27.934 --> 01:00:28.754]  It's on everything.
[01:00:29.074 --> 01:00:33.675]  There's traces of cocaine on all money so anybody touching currency is gonna have trace
[01:00:34.435 --> 01:00:37.818]  It's about making all of us the criminals, but the state is exempt.
[01:00:37.898 --> 01:00:41.861]  Look at all the TSA agents that have been caught being convicted pedophiles.
[01:00:41.901 --> 01:00:44.343]  They're hiring felons, robbing people.
[01:00:58.915 --> 01:01:13.951]  I saw something the other day, this guy was an artist and he had a half ounce of weed in his suitcase and the guy wrote on one of those cards that I get in my suitcases every time I open them, come on son, but they left his herb in there and the guy
[01:01:14.531 --> 01:01:17.553]  Tweeted and said, can you believe this guy let me off?
[01:01:17.793 --> 01:01:18.274]  I saw that.
[01:01:18.314 --> 01:01:18.994]  I saw the note.
[01:01:19.334 --> 01:01:20.495]  So it's all selectively enforced.
[01:01:20.515 --> 01:01:21.716]  And then a woman had a catheter.
[01:01:21.736 --> 01:01:22.697]  They ripped that out of her.
[01:01:22.837 --> 01:01:24.198]  Colostomy bags.
[01:01:24.338 --> 01:01:24.718]  Oh my God.
[01:01:24.838 --> 01:01:26.159]  Old World War II vets.
[01:01:26.960 --> 01:01:27.500]  Children.
[01:01:27.620 --> 01:01:28.461]  Handicapped.
[01:01:28.501 --> 01:01:29.642]  People like that.
[01:01:29.822 --> 01:01:31.163]  It's all a giant power grab.
[01:01:31.203 --> 01:01:33.284]  And now they're saying because of the shooting.
[01:01:34.645 --> 01:01:37.347]  Out in Denver, they want TSA in the malls.
[01:01:37.448 --> 01:01:39.229]  Yeah, people will stop going to movies.
[01:01:39.850 --> 01:01:45.254]  You know, if the people that own the theaters are that stupid, they're going to put themselves out of business.
[01:01:45.755 --> 01:01:47.856]  You know, and rightly so.
[01:01:47.916 --> 01:01:50.238]  If they do that, they deserve to be put out of business.
[01:01:51.243 --> 01:01:59.248]  Yeah, because even though it's a tragedy, 13 dead and 70 plus wounded, that many die every day on the state's highways in Texas.
[01:01:59.308 --> 01:02:04.751]  I mean, literally, they're hyping this culture of total fear up.
[01:02:05.132 --> 01:02:12.736]  When we talked this morning after the shooting out in Denver, I mean, we discussed your bottom line gut feeling, and most of my listeners agree.
[01:02:12.756 --> 01:02:14.117]  I mean, you've got a U.N.
[01:02:14.177 --> 01:02:15.038]  treaty next week.
[01:02:16.058 --> 01:02:16.539]  You've got
[01:02:17.179 --> 01:02:19.902]  Every time they want to pass legislation, they don't have the votes in the Senate.
[01:02:19.922 --> 01:02:21.944]  They're a couple shy, and then magically this happens.
[01:02:22.284 --> 01:02:28.850]  It's a guy in a mask, and then they catch some other guy who's involved in some government program with brain technology.
[01:02:29.230 --> 01:02:34.976]  All they do is drug some guy up, and then, like, sir hand, sir hand, they say he's a... I mean, what's your gut, Dave, about what happened here?
[01:02:34.996 --> 01:02:42.242]  Well, I'm very, very sorry for the loss of human life, for the people that were at the movie theater, for the victims, and the loss.
[01:02:43.203 --> 01:02:49.828]  For the families, so I don't want to seem insensitive at all, because if it happened to me or any of my family, I would be outraged.
[01:02:49.888 --> 01:02:51.249]  But they want to know who did it, really.
[01:02:51.269 --> 01:02:52.510]  They want to know who did it.
[01:02:52.750 --> 01:02:56.153]  And the thing is, you've got to ask yourself, where do you get flash grenades from?
[01:02:57.352 --> 01:02:59.213]  How do you... because they admit it's a modern theater.
[01:02:59.454 --> 01:03:00.534]  Those things are sunk in.
[01:03:00.554 --> 01:03:01.575]  They only open one way.
[01:03:01.615 --> 01:03:02.936]  It's not like it's just an iron hinge.
[01:03:03.377 --> 01:03:05.618]  It's in the wall and opens.
[01:03:05.979 --> 01:03:07.660]  A rhinoceros can't knock those down.
[01:03:07.700 --> 01:03:08.701]  Everybody's pointing that out.
[01:03:09.021 --> 01:03:09.741]  How did he knock?
[01:03:09.781 --> 01:03:11.002]  They said he knocked the door down.
[01:03:11.262 --> 01:03:11.623]  I don't know.
[01:03:11.643 --> 01:03:24.532]  I don't know enough about the actual thing because, you know, we've been out here house hunting and I saw your tweet this morning or your text to me this morning and I thought, oh my god, Alex has lost his mind because you said something about Batman and what happened and I was like,
[01:03:25.373 --> 01:03:25.653]  Huh?
[01:03:26.153 --> 01:03:28.695]  And then I saw it on the news this morning and I was mortified.
[01:03:28.815 --> 01:03:31.856]  Yeah, my text was like, I think this is staged to pass the U.N.
[01:03:31.876 --> 01:03:32.236]  treaty.
[01:03:32.737 --> 01:03:47.043]  But see, the thing is that I had said something about this whole gun thing and that I thought it was very cowardly that the Obama administration had used Hillary Clinton to go behind the backs of the American people to get this done in the U.N.
[01:03:47.083 --> 01:03:48.504]  instead of get it done in the U.S.
[01:03:48.544 --> 01:03:50.565]  because the people of America won't go for it.
[01:03:50.885 --> 01:04:01.651]  One of the reasons that the Japanese didn't push past Pearl Harbor was there was a famous emperor or something that he said that he wasn't going to go to the mainland because behind every blade of grass was an American with a gun.
[01:04:01.671 --> 01:04:04.512]  And, you know... That was Admiral Yamamoto, yeah.
[01:04:04.552 --> 01:04:04.772]  Yeah.
[01:04:05.212 --> 01:04:08.174]  And I was just reading something a couple days ago.
[01:04:08.194 --> 01:04:14.817]  I think it was Washington that said something about, you know, having arms is what gives America its teeth.
[01:04:15.558 --> 01:04:17.979]  And I can't... Call them liberty teeth.
[01:04:18.755 --> 01:04:20.296]  He gives the teeth of the First Amendment.
[01:04:20.516 --> 01:04:20.716]  Right.
[01:04:20.816 --> 01:04:21.376]  The Second Amendment.
[01:04:21.396 --> 01:04:22.397]  You're absolutely right, Dave.
[01:04:22.417 --> 01:04:23.858]  You're quoting Veritas here.
[01:04:24.418 --> 01:04:25.759]  The whole thing reeks to high heaven.
[01:04:25.939 --> 01:04:26.699]  Yeah.
[01:04:26.919 --> 01:04:31.222]  And again, like I said, you know, I'd heard that there were flash grenades that were used.
[01:04:31.282 --> 01:04:31.582]  Yeah.
[01:04:32.062 --> 01:04:35.644]  And the only people that can get those are military and police.
[01:04:36.044 --> 01:04:36.724]  That's what they said.
[01:04:36.764 --> 01:04:43.826]  They said there was like multiple guys in black uniforms and they thought there were multiple shooters and no one did anything because he was, quote, a cop.
[01:04:44.306 --> 01:04:46.187]  And somebody went and opened the door and let him in.
[01:04:46.267 --> 01:04:47.607]  First, they knocked the door down.
[01:04:48.147 --> 01:04:48.627]  Let me tell you.
[01:04:48.667 --> 01:04:53.108]  And then it's a white guy living in an almost completely black apartment complex.
[01:04:53.428 --> 01:04:54.929]  And now his house is booby-trapped.
[01:04:54.989 --> 01:04:58.110]  I mean, this thing looks... Look, why does it always happen?
[01:04:58.130 --> 01:05:03.631]  That's sad for the neighbors there because, you know, having your house booby-trapped, people that are near you are going to be hurt.
[01:05:04.131 --> 01:05:08.775]  You know, it's just so sad the way the world is becoming, you know.
[01:05:09.135 --> 01:05:10.456]  For me, I'm a Christian.
[01:05:10.496 --> 01:05:12.117]  I believe in Jesus Christ.
[01:05:12.137 --> 01:05:13.138]  He's my Lord and Savior.
[01:05:13.198 --> 01:05:16.301]  And I know that, you know, there's a big plan.
[01:05:16.341 --> 01:05:17.822]  I talked about that in Holy Wars.
[01:05:18.562 --> 01:05:22.886]  And, you know, I'm just shaking my head thinking, God, how bad is it going to get?
[01:05:23.086 --> 01:05:24.327]  How bad is it really going to get?
[01:05:24.967 --> 01:05:26.388]  Dave, I think this is just the beginning.
[01:05:26.428 --> 01:05:28.010]  I think you foresaw it decades ago.
[01:05:28.030 --> 01:05:33.654]  I mean, I think this is just the beginning of what Orwell foresaw decades ago.
[01:05:33.674 --> 01:05:38.698]  I gotta tell you, when I read 1984, I thought, this is the craziest stuff in the world.
[01:05:38.738 --> 01:05:40.340]  You know, this will never happen.
[01:05:40.880 --> 01:05:46.803]  And right now they've got people going back into books and taking stuff out of the history books to change things.
[01:05:46.923 --> 01:05:55.647]  And just like Orwell said in 1984 when the guys were there going back and erasing people ever lived that had gone against the government.
[01:05:55.727 --> 01:05:56.427]  Do you remember?
[01:05:56.807 --> 01:06:01.589]  Oh yeah, that's because he'd actually been on a poster here that says Ingsoc and I knew exactly what that was.
[01:06:01.669 --> 01:06:02.069]  Exactly.
[01:06:02.169 --> 01:06:04.971]  He had been a communist and discovered it was all a fraud.
[01:06:05.391 --> 01:06:07.432]  So he'd worked for Stalin in Spain.
[01:06:08.112 --> 01:06:15.578]  And so that's why he said, well I couldn't get this published as a non-fiction, because so many Brits in the intelligentsia were socialist.
[01:06:15.978 --> 01:06:20.261]  So he said, I got it published as a fiction book.
[01:06:21.362 --> 01:06:24.944]  But no, he'd experienced that type of double-think and double-speak.
[01:06:25.005 --> 01:06:29.688]  And he extrapolated that this is what communism would build if it took over.
[01:06:29.808 --> 01:06:32.370]  And is North Korea not the 1984 system?
[01:06:33.951 --> 01:06:35.171]  I mean, it's the ultimate expression.
[01:06:35.232 --> 01:06:35.412]  Wow.
[01:06:37.152 --> 01:06:39.033]  That's a whole other show.
[01:06:39.913 --> 01:06:46.276]  Dave, we have talked about so much here tonight, and there's a few other points that I wanted to raise here for you.
[01:06:47.076 --> 01:06:55.199]  What do you... I mean, you have the courage to speak out for what you believe, and the media distorts it and stuff, but in the final equation, people know you're for real, and that's why your fans appreciate you.
[01:06:56.039 --> 01:07:00.083]  But, what do you make of, say, last year, Hank Williams Jr.
[01:07:00.123 --> 01:07:07.530]  comes out and criticizes Obama and says, he actually still, you know, the full quote was, both parties are destroying America, we're becoming Nazi Germany.
[01:07:07.891 --> 01:07:11.875]  And I'm mad at Obama, but they came out and said, he says Obama is Nazi Germany.
[01:07:12.415 --> 01:07:15.277]  What do you make of them getting him kicked off Monday Night Football?
[01:07:15.297 --> 01:07:18.219]  By the way, he's selling more records I saw the other day now since that happened.
[01:07:18.239 --> 01:07:20.440]  That's the sweetest revenge of all, success.
[01:07:21.181 --> 01:07:27.284]  And, uh, you know, I'm not a huge fan of Hank Williams Jr., not because I don't like him, but it's because I don't really know him.
[01:07:27.785 --> 01:07:31.787]  But I did see him on a show the other day playing some music and, um,
[01:07:33.308 --> 01:07:42.656]  You know, I was thinking, what it must be like to be somebody in that genre, to be at the top of your game, and then to have someone try and publicly spank you by doing something like that.
[01:07:43.196 --> 01:07:55.446]  You know, I didn't think he was the kind of guy that would take that kindly, and that he probably would, in some way, get his revenge, and success is the best revenge.
[01:07:55.726 --> 01:07:56.207]  Well, that's it.
[01:07:56.227 --> 01:07:58.689]  He's putting out records now, just saying, you know what?
[01:07:59.540 --> 01:08:03.223]  I'll keep my guns, I'll keep my family, I'll keep my freedom, you can keep your change.
[01:08:03.243 --> 01:08:24.643]  I think too, when you say keep our guns, with this thing about people having to give their guns back, all that's going to do is it's going to prompt more illegal gun purchases and it's going to cause a lot of deaths of law officers and military men and women who are going to be forced to go against the Second Amendment to come and get our guns.
[01:08:25.143 --> 01:08:42.720]  And the thing that I appreciate a lot is the oath keepers who have taken the oath to be a military person, a service man or woman, which says that they're going to uphold the Constitution and you can't skip parts of the Constitution.
[01:08:42.780 --> 01:08:46.724]  It's not like a smorgasbord where you can just take what you want and leave the rest.
[01:08:47.424 --> 01:08:50.629]  The whole thing is the Constitution.
[01:08:50.689 --> 01:08:53.013]  Not part, not half, not quarters, nothing.
[01:08:53.233 --> 01:09:00.084]  So for anybody to expect these men and women to have to actually go against their oath that they took...
[01:09:01.041 --> 01:09:15.613]  Their oath, everything, their moral fiber, put their word on the line and go out there and risk their life for us, and then come back and maybe potentially kill Americans just because they have firearms, which is our right?
[01:09:16.274 --> 01:09:17.415]  That just reeks of...
[01:09:19.276 --> 01:09:29.420]  I mean, I don't even want to say the word, because to me it just seems like communism, and I don't want to be like some McCarthyism kind of guy.
[01:09:29.800 --> 01:09:31.821]  No, but when tyranny comes, you've got to recognize it.
[01:09:31.961 --> 01:09:33.161]  You have incredible courage here.
[01:09:34.022 --> 01:09:39.264]  It is the military and police, because I was critical 10 years ago or so before I understood a more sophisticated view.
[01:09:39.724 --> 01:09:41.044]  On average, I've met them, as you have.
[01:09:41.064 --> 01:09:41.865]  They're really good people.
[01:09:41.885 --> 01:09:42.485]  They're good people.
[01:09:42.785 --> 01:09:43.466]  A lot of them are.
[01:09:43.546 --> 01:09:50.452]  And they've been given false paradigms to follow, but now the fact that they are being trained for gun confiscation, that's finally woke them up.
[01:09:50.612 --> 01:09:53.394]  Most of them are actually saying, we're not going to do it.
[01:09:53.494 --> 01:09:59.919]  So the tyrants on top, Obama and his controllers, they're trying to get this in place, but
[01:10:00.620 --> 01:10:01.260]  Here's the deal.
[01:10:01.360 --> 01:10:02.601]  No one's going to follow that order.
[01:10:02.641 --> 01:10:03.421]  The vast majority.
[01:10:03.441 --> 01:10:04.141]  I don't think so either.
[01:10:04.221 --> 01:10:04.921]  I don't think so either.
[01:10:05.001 --> 01:10:09.503]  And you know, one of the things about police officers, you know, a lot of people call them pigs.
[01:10:09.563 --> 01:10:11.163]  I had two brother-in-laws that were cops.
[01:10:11.403 --> 01:10:14.084]  And, you know, they weren't bad cops.
[01:10:14.164 --> 01:10:17.505]  If you want to know why cops go bad, watch the movie Serpico.
[01:10:18.085 --> 01:10:19.426]  It's pressure.
[01:10:19.666 --> 01:10:20.186]  Peer pressure.
[01:10:20.246 --> 01:10:21.026]  Yeah, peer pressure.
[01:10:21.306 --> 01:10:24.047]  And the fact that, you know, you're going to go out and fight crime.
[01:10:24.287 --> 01:10:28.268]  And there was one scene in the movie where he was just left to be shot.
[01:10:28.769 --> 01:10:29.989]  Oh, I've interviewed Frank Serpico.
[01:10:30.229 --> 01:10:30.770]  He's a listener.
[01:10:31.430 --> 01:10:31.670]  Really?
[01:10:31.690 --> 01:10:32.331]  He's an amazing guy.
[01:10:32.351 --> 01:10:33.651]  We just had him on, what, two weeks ago?
