[00:00:00.646 --> 00:00:01.707]  You got it.
[00:52:26.911 --> 00:52:32.554]  When you come to grips with the full magnitude of what we're facing, people ask, why am I still alive?
[00:52:32.554 --> 00:52:33.755]  Why am I still in the air?
[00:52:33.755 --> 00:52:35.756]  They think you're so lost.
[00:52:35.756 --> 00:52:37.518]  They think you're so pathetic.
[00:52:37.518 --> 00:52:39.199]  They think you're in such a trance.
[00:52:40.805 --> 00:52:43.808]  It's so odd if Alex Jones goes on the air and tells you about it.
[00:52:43.808 --> 00:52:46.750]  Ron Paul gave his 49-minute speech a week and a half ago.
[00:52:46.750 --> 00:52:48.752]  We aired some of it last Sunday.
[00:52:48.752 --> 00:52:53.255]  And he said, we're going under world government, run by private banks, who pay no taxes.
[00:52:53.255 --> 00:52:58.960]  You can go read the transcripts online or just type in Ron Paul's farewell address.
[00:52:58.960 --> 00:53:02.703]  It's got millions of views online.
[00:53:02.703 --> 00:53:03.264]  On C-SPAN.
[00:53:05.134 --> 00:53:06.235]  John Bowns doing a project.
[00:53:06.235 --> 00:53:08.976]  We're putting documents, articles, news clips to everything he says.
[00:53:08.976 --> 00:53:09.937]  We're going to be hearing it.
[00:53:09.937 --> 00:53:13.539]  You should be ready, what John, by the end of this week?
[00:53:13.539 --> 00:53:17.301]  I know you've been pulling double duty, but I want to, yeah, that's great.
[00:53:17.301 --> 00:53:20.202]  So Wednesday or Thursday, but take your time on this though.
[00:53:20.202 --> 00:53:33.670]  The point is, is that all of this is going on and he says it is a group of organized, premeditated, these are quotes, authoritarian psychopaths.
[00:53:34.704 --> 00:53:35.664]  That's right.
[00:53:35.664 --> 00:53:36.945]  And he is a real scholar.
[00:53:36.945 --> 00:53:55.514]  He's done the research, so have I. And man, that's what's so chilling about this is, when you realize what this planet really is, and what we're really in the middle of, and the facades, and the stores, and all of it is just window dressing, folks, for groups that are spiking the food, the water, the air, everything.
[00:53:56.701 --> 00:53:58.423]  Our DNA is changing.
[00:53:58.423 --> 00:54:07.973]  I was listening yesterday to 590 AM, driving in the car, and they had some doctors on, different group of doctors, going, yeah, about hormone replacement for women.
[00:54:07.973 --> 00:54:10.556]  It's interesting shows on the weekend, almost better than the weekdays.
[00:54:10.556 --> 00:54:17.083]  The point is I tune in to different shows, Kenny Romeyer, you name it, but I was tuning in for local people listening on our local affiliate.
[00:54:18.258 --> 00:54:20.399]  And I listened about 30 minutes.
[00:54:20.399 --> 00:54:26.722]  I got home and I was still listening in the car after, you know, sitting there for 10 minutes with my kids wanting to finish it.
[00:54:26.722 --> 00:54:33.164]  And the doctors were going, yeah, we used to do hormone replacement with progesterone and stuff, you know, for older women.
[00:54:33.164 --> 00:54:37.806]  But now it's young women's hair, hairs falling out and thyroid problems.
[00:54:37.806 --> 00:54:40.827]  And we're seeing increases in cancer and stuff.
[00:54:40.827 --> 00:54:43.568]  So on and on and on.
[00:54:43.568 --> 00:54:45.909]  Well, yeah, of course you are.
[00:54:45.909 --> 00:54:47.450]  Again, go look at the real numbers.
[00:54:51.383 --> 00:55:00.349]  I mean, if you don't take this stuff serious, if you don't understand what's going on, folks, you better find out real fast.
[00:55:00.349 --> 00:55:09.436]  If you don't know what eugenics is, in the name of whatever gods you pray to, or if you don't, if you pray to yourself, you know, you're a materialist, well, then I can't help you.
[00:55:09.436 --> 00:55:16.161]  All I can say is, man, this is so heavy, it's above my pay grade.
[00:55:16.161 --> 00:55:20.504]  And I'll tell you right now, I feel like a pile of garbage, because
[00:55:22.688 --> 00:55:28.270]  I know how hardcore this information is and I don't, I can't come up with words.
[00:55:28.270 --> 00:55:30.191]  I can't come up with the energy.
[00:55:30.191 --> 00:55:41.675]  I can't come up with the oratory flirtishes strong enough to properly convey to you the magnitude of what we face.
[00:55:41.675 --> 00:55:43.736]  And a lot of people say, well, Alex, that's fear mongering.
[00:55:43.736 --> 00:55:44.876]  You're trying to scare people.
[00:55:44.876 --> 00:55:46.617]  No, I think you're like I am.
[00:55:48.211 --> 00:55:58.056]  If a guy's coming to rob my house at night and I see somebody walking around out by my cars, I don't want to hide under the bed and wish somebody wasn't trying to break into my cars or break into my house.
[00:55:58.056 --> 00:56:06.519]  I'm not happy about it, but I'm going to go to the instant access safe and I'm going to pull out my shotgun.
[00:56:06.519 --> 00:56:12.542]  And I'm going to reach in and grab my holster and clip it on with two handguns.
[00:56:12.542 --> 00:56:16.064]  And I'm going to open the door and I'm going to tell you, put your hands up.
[00:56:16.983 --> 00:56:23.210]  And if you don't, I'm gonna kill you!
[00:56:23.210 --> 00:56:24.891]  Not because I live in fear, I live in power!
[00:56:24.891 --> 00:56:28.035]  I mean, I'm a throwback.
[00:56:28.035 --> 00:56:29.697]  I'm an old-fashioned guy.
[00:56:29.697 --> 00:56:31.599]  I'm looking for trouble.
[00:56:31.599 --> 00:56:32.219]  But you know what?
[00:56:32.219 --> 00:56:33.240]  Will you start something with me?
[00:56:33.240 --> 00:56:33.941]  I'm not afraid.
[00:56:33.941 --> 00:56:36.404]  I'm... I'm instinctive.
[00:56:37.998 --> 00:56:38.698]  And you know what?
[00:56:38.698 --> 00:56:43.200]  I've learned all this information and I would think you'd want to know this.
[00:56:43.200 --> 00:56:48.302]  I think you'd want to know foreign banks conquered us and are bragging about it in literally hundreds of publications a month.
[00:56:48.302 --> 00:56:57.125]  I think you'd want to know there's probably a hundred books back there on our bookshelf for the globalists brag they're poisoning our food and water and call us dumb animals.
[00:56:57.125 --> 00:56:59.206]  I think you'd want to know there's hundreds of textbooks published.
[00:56:59.206 --> 00:57:04.048]  They teach it right here at the University of Texas for the social workers that the family's a disease that has to be gotten rid of.
[00:57:05.003 --> 00:57:06.705]  I thought you'd want to know.
[00:57:06.705 --> 00:57:08.527]  I thought you'd want to stand up for yourself.
[00:57:08.527 --> 00:57:10.049]  I thought you'd want to live.
[00:57:10.049 --> 00:57:12.512]  But a lot of you don't.
[00:57:12.512 --> 00:57:13.353]  A lot of you don't.
[00:57:13.353 --> 00:57:16.717]  You're going to sign your wife, your children, everything over to evil.
[00:57:16.717 --> 00:57:21.983]  And you're just going to go watch another football game and act manly and strut around and try to sound mainstream.
[00:57:21.983 --> 00:57:22.323]  Okay!
[00:57:23.322 --> 00:57:26.344]  But let me tell you, the facade is about to disappear.
[00:57:26.344 --> 00:57:29.366]  And things are going to get worse and worse very, very quickly.
[00:57:29.366 --> 00:57:32.087]  Know that and understand that.
[00:57:32.087 --> 00:57:37.891]  Coming up, we got a key Ron Paul clip backing my call for secession against the globalists.
[00:57:37.891 --> 00:57:41.293]  Not the secession the globalists told you about, but the real secession.
[00:57:41.293 --> 00:57:42.794]  Your phone calls and a lot more.
[00:57:42.794 --> 00:57:43.694]  I'll give the number out.
[00:57:43.694 --> 00:57:46.836]  A ton of news on the economy and the military and so much more.
[00:57:46.836 --> 00:57:47.777]  Second hour coming up.
[00:57:51.354 --> 00:57:56.757]  We just had a terrible storm in the east, but we are all still in the eye of the perfect storm.
[00:57:56.757 --> 00:58:04.901]  We have the most devastating economic conditions since the Great Depression, America's worst drought in agricultural history, and what about the presidential election?
[00:58:04.901 --> 00:58:08.884]  This perfect storm is a huge threat to everyone's food supply.
[00:58:08.884 --> 00:58:13.186]  eFoods Direct is preparing for the shortages, and you had better do the same.
[00:58:13.186 --> 00:58:15.147]  I can warn you, but I can't feed you.
[00:58:15.507 --> 00:58:19.029]  You know that E-Foods is the best tasting and safest food on the planet.
[00:58:19.029 --> 00:58:22.572]  We all need a bunch of storable and usable food from E-Foods Direct.
[00:58:22.572 --> 00:58:26.635]  None of us wants to be standing in a bread line trading our freedom for food.
[00:58:26.635 --> 00:58:30.737]  Anyone who doesn't take control of their uncertain future has to be just a little bit nuts.
[00:58:49.329 --> 00:58:53.431]  Have you ever wanted to generate your own supply of electrical power?
[00:58:53.431 --> 00:58:55.411]  Even save money on your electric bill?
[00:58:55.411 --> 00:58:59.033]  If so, this could be one of the most important messages you will ever hear.
[00:58:59.033 --> 00:59:01.234]  Solar power generators are now available.
[00:59:01.234 --> 00:59:04.876]  These emergency backup systems provide life-saving electrical power.
[00:59:04.876 --> 00:59:10.958]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity from the sun.
[00:59:10.958 --> 00:59:14.340]  It's like having an electrical power plant running quietly in your own home.
[00:59:14.660 --> 00:59:19.404]  Run sump pumps, shortwave radios, computers, and even keep your food from spoiling.
[00:59:19.404 --> 00:59:25.390]  Whether it's hurricanes, ice storms, brownouts or blackouts, you'll never suffer through painful power outages again.
[00:59:25.390 --> 00:59:26.671]  And here's the best news.
[00:59:26.671 --> 00:59:29.834]  A remarkable fall truckload sale is going on right now.
[00:59:29.834 --> 00:59:33.757]  It gets you $1,700 in bonuses when you buy a solar generator.
[00:59:33.757 --> 00:59:37.821]  To find out why these solar generators are the best generators, and get $1,700 in bonuses for doing so,
[00:59:39.582 --> 00:59:41.584]  Go to falltruckloadsale.com.
[00:59:41.584 --> 00:59:43.645]  That's falltruckloadsale.com.
[00:59:43.645 --> 00:59:45.847]  Generate your own supply of electricity.
[00:59:45.847 --> 00:59:47.888]  Go to falltruckloadsale.com.
[00:59:47.888 --> 00:59:49.709]  That's falltruckloadsale.com.
[01:00:02.119 --> 01:00:08.742]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:00:08.742 --> 01:00:18.606]  It's Alex Jones and the GCN Radio Network.
[01:00:18.606 --> 01:00:22.887]  We are in the midst of the great animating contest of life.
[01:00:22.887 --> 01:00:25.068]  The struggle.
[01:00:25.068 --> 01:00:26.489]  And in this age of wickedness,
[01:00:27.981 --> 01:00:30.182]  We struggle for our immortal souls.
[01:00:30.182 --> 01:00:33.023]  Make no mistake about that fact.
[01:00:33.023 --> 01:00:35.104]  Make no mistake about good and evil.
[01:00:35.104 --> 01:00:38.446]  Make no mistake that evil is real.
[01:00:38.446 --> 01:00:46.390]  Make no mistake that a dark force in the universe is real that animates those that serve death and destruction.
[01:00:46.390 --> 01:00:51.292]  As for me and my house, I choose life.
[01:00:51.292 --> 01:00:55.154]  And I choose to be what God created me to be, not what the New World Order
[01:00:56.420 --> 01:01:07.166]  who wants to counterfeit and play the part of God has laid out and planned for me and my family.
[01:01:07.166 --> 01:01:17.732]  None of us are perfect, but the New World Order tries to keep us from legitimate suffering and seeks to steal our ultimate future.
[01:01:17.732 --> 01:01:20.894]  Because to do the right thing sometimes is painful.
[01:01:20.894 --> 01:01:24.236]  In the end, there's always a much greater reward.
[01:01:24.236 --> 01:01:25.397]  Evil is quicker, it's easier.
[01:01:27.930 --> 01:01:29.530]  What's the quote about Darth Vader?
[01:01:29.530 --> 01:01:30.731]  The dark side?
[01:01:30.731 --> 01:01:33.011]  Is the dark side stronger?
[01:01:33.011 --> 01:01:36.292]  No, quicker, easier, more seductive.
[01:01:36.292 --> 01:01:49.674]  And it's in children's parables that we do find the truth.
[01:01:49.674 --> 01:01:55.856]  Life is such an amazing adventure and one of the greatest lies is that it isn't an adventure.
[01:01:55.856 --> 01:01:56.656]  I look at people
[01:01:58.291 --> 01:02:19.863]  Who are so unhappy because they say the world is an interesting when there is explosive life and creativity and opportunities to challenge yourself and others and opportunities to inform others, opportunities to build up others.
[01:02:19.863 --> 01:02:25.846]  But instead, in the modern world, you're supposed to get ahead by pulling others down.
[01:02:25.846 --> 01:02:27.507]  And I guess we're all guilty of that.
[01:02:29.841 --> 01:02:40.126]  To some extent or another.
[01:02:40.126 --> 01:02:43.187]  But life is a journey.
[01:02:43.187 --> 01:02:45.548]  And we are meant to develop throughout our life.
[01:02:45.548 --> 01:02:54.973]  We are meant to develop and build ourselves to a point
[01:02:56.741 --> 01:03:00.823]  And go through those trials and tribulations when we're young.
[01:03:00.823 --> 01:03:12.569]  But through that process become a true, developed, sentient being.
[01:03:12.569 --> 01:03:23.375]  That through space and time existed and stood for something good and helped pass on experiences and ideas and inventions to the next group.
[01:03:25.842 --> 01:03:37.567]  Instead, humans have failed to evolve and have instead devolved.
[01:03:37.567 --> 01:03:49.031]  And I don't use the word devolve or evolve in the politically charged and limited terms of someone like Charles Darwin.
[01:03:49.031 --> 01:03:53.533]  I mean evolve in that humans have a predatory side.
[01:03:54.841 --> 01:04:00.422]  To go out and catch fish or kill a deer.
[01:04:00.422 --> 01:04:08.204]  But that's limited to simply acquiring protein and fat.
[01:04:08.204 --> 01:04:21.968]  But taking our own species and developing high-tech systems of predatory activity and then building the whole society around a giant dumbed-down
[01:04:23.826 --> 01:04:31.010]  Reservoir of people to be fed on culturally, militarily, physically, spiritually.
[01:04:31.010 --> 01:04:47.038]  The social engineers must know that to even make that decision to consciously do that, that's always going on at one level or another, is the ultimate act of dehumanizing themselves and the fact that they can consciously make that decision.
[01:04:48.763 --> 01:04:59.140]  It was not about their survival or their ultimate enlightenment, but was based solely on their stunted, malfunctioning, destructive failure.
[01:05:00.515 --> 01:05:11.144]  The Silver Lungs Generator is the only all-encompassing professional class product for producing endless colloidal and ionic silver solutions right from the convenience of your home.
[01:05:11.144 --> 01:05:21.352]  With recent regulations threatening the sale of silver-based supplements, now you can secure yourself and your family by producing your own silver solutions anywhere, anytime.
[01:05:22.293 --> 01:05:29.838]  You can have the peace of mind knowing that you can create endless supply of silver anytime, anywhere, for any application.
[01:05:29.838 --> 01:05:37.063]  The Silver Lungs Generator is a one-time purchase that requires no maintenance nor replacement parts for the life of the unit.
[01:05:37.063 --> 01:05:41.827]  This product was designed to be an invaluable part of your vital preparations.
[01:05:41.827 --> 01:05:49.172]  For a detailed report on the differences between ionic silver, colloidal silver, and what most silver solution manufacturers are producing,
[01:05:49.352 --> 01:06:06.278]  Please visit our website at www.SilverLungs.com for more information on why you should be producing your own silver solutions right from your home forever.
[01:06:06.278 --> 01:06:11.580]  He aligns himself with the truth and it's time for you to choose a side.
[01:06:11.580 --> 01:06:13.661]  You're listening to Alex Jones.
[01:06:36.684 --> 01:06:38.965]  How do you know the enemy?
[01:06:38.965 --> 01:06:42.008]  How do you know who seeks to enslave you?
[01:06:42.008 --> 01:06:46.832]  And ultimately suck out your life force and kill you?
[01:06:46.832 --> 01:06:47.933]  Anyone who tells you
[01:06:49.926 --> 01:06:53.948]  That humanity is inherently bad.
[01:06:53.948 --> 01:06:57.450]  That humanity is inherently ugly.
[01:06:57.450 --> 01:06:59.231]  That you should stand down.
[01:06:59.231 --> 01:07:02.893]  That you should give in to a collective.
[01:07:02.893 --> 01:07:10.077]  That we should live in 200 square foot boxes for the planet.
[01:07:10.077 --> 01:07:12.919]  That we should pay Al Gore carbon taxes.
[01:07:14.209 --> 01:07:17.530]  That we should go under UN Agenda 21.
[01:07:17.530 --> 01:07:19.231]  I know who these people are.
[01:07:19.231 --> 01:07:24.493]  They are eugenicists who believe they are gods and that you are animals.
[01:07:24.493 --> 01:07:27.795]  And they have engineered you to act like dumb animals.
[01:07:27.795 --> 01:07:33.437]  And even though I get upset at the trance-like dumbed-down zombie population sometimes.
[01:07:35.123 --> 01:07:36.344]  They are not the enemy.
[01:07:36.344 --> 01:07:44.229]  They are the socially targeted, engineered, with high-tech systems of social control, victims.
[01:07:44.229 --> 01:07:55.515]  And those of us that are aware of this, and that understand what's happening, must get aggressive with our deeds and our actions.
[01:07:55.515 --> 01:08:02.720]  And that means when the system tries to henpeck us, and the system tries to social engineer us, we need to get back in its face.
[01:08:04.437 --> 01:08:26.225]  And we need to be at the County Commissioners meetings, and the City Council meetings, and the State House meetings, and we need to be at the Congressional meetings, and we need to be going to the corporate meetings, and we need to be getting involved, because all that evil needs to triumph is when good men and women do nothing.
[01:08:26.225 --> 01:08:30.567]  We have gotten to this point as a society by not being involved,
[01:08:31.434 --> 01:08:37.896]  And by thinking that we can just worry about our job and worry about entertainment and somebody else will handle it.
[01:08:37.896 --> 01:08:38.596]  Well, you know what?
[01:08:38.596 --> 01:08:41.737]  Somebody else did handle it.
[01:08:41.737 --> 01:08:45.298]  And the people that handled it are not stupid in the classical sense.
[01:08:45.298 --> 01:08:48.779]  They're very smart, but they're smart like a wolf.
[01:08:48.779 --> 01:08:50.499]  They're not smart long term.
[01:08:50.499 --> 01:08:52.480]  They can think a few steps down the road, not 10, 20, 30.
[01:08:54.380 --> 01:08:56.581]  They don't care what happens to their kids.
[01:08:56.581 --> 01:08:58.582]  They don't care what happens to the species.
[01:08:58.582 --> 01:09:04.925]  They don't care if humanity makes it to the nearest star systems and goes beyond a type 1 civilization.
[01:09:04.925 --> 01:09:06.026]  They don't care.
[01:09:06.026 --> 01:09:11.349]  They want to feel good and exercise dominant power over people now.
[01:09:11.349 --> 01:09:21.114]  And if that means they've got to bankrupt the economy to make you dependent on them, there is only one God and it's the government and Obama is his prophet.
[01:09:22.717 --> 01:09:25.439]  If they have to do that, they will.
[01:09:25.439 --> 01:09:27.701]  And that's only the best of the globalists.
[01:09:27.701 --> 01:09:32.365]  The worst of them, I've read their literature, I've seen their art, I know their culture.
[01:09:32.365 --> 01:09:35.627]  And let me tell you, it's indescribable.
[01:09:35.627 --> 01:09:45.655]  You ever had to clean a dead possum out of your heating and cooling vents, your central air, and you know what, that's evil.
[01:09:45.655 --> 01:09:46.696]  That smell is evil.
[01:09:46.696 --> 01:09:47.857]  It's as close as I can get to it.
[01:09:49.417 --> 01:09:51.638]  They just, it's like a button they gotta push.
[01:09:51.638 --> 01:10:00.162]  The raw power to kill, the raw power to take things away from people because they're inherently weak and they hate the weakness.
[01:10:00.162 --> 01:10:03.503]  Those that have inherent power are embarrassed by power.
[01:10:03.503 --> 01:10:13.528]  Those that have inherent grace and strength and honor know that we are imperfect and twisted and so we are ashamed of our power.
[01:10:13.528 --> 01:10:18.030]  Well, let me tell you, you better get over that shame, ladies and gentlemen, and you better get on the field
[01:10:20.407 --> 01:10:30.395]  And you better stop second-guessing yourself, because let me tell you, we don't have long.
[01:10:30.395 --> 01:10:41.863]  Speaking of solutions, you know, I called a week and a half ago for real secession via the Declaration of Independence, that it is our right, our duty, the state's made the federal government, it's our right and duty.
[01:10:41.863 --> 01:10:47.928]  When the federal government's run by foreign banks, brags it's been hijacked, says it'll secretly arrest us, says it's gonna
[01:10:48.348 --> 01:10:54.935]  Pass VAT and carbon taxes to give it to foreign banks while holding us hostage with the fiscal cliff and increasing spending.
[01:10:54.935 --> 01:10:55.896]  That's their answer.
[01:10:55.896 --> 01:11:01.382]  Borrow, borrow, borrow more fiat from foreign banks who then get our real infrastructure for nothing.
[01:11:02.628 --> 01:11:05.851]  Their answer is just go into the night with them.
[01:11:05.851 --> 01:11:20.644]  My answer is have the states reorganize and from that position of constitutional authority and lawfulness, rebuke the out-of-control federal government, not to fully dissolve it, but to remove the globalists and restore the republic.
[01:11:21.124 --> 01:11:24.305]  A re-upload of the Bill of Rights, Constitution, Declaration of Independence.
[01:11:24.305 --> 01:11:26.185]  No constitutional convention needed.
[01:11:26.185 --> 01:11:27.785]  Ron Paul's written an editorial.
[01:11:27.785 --> 01:11:29.646]  It's at InfoWars.com.
[01:11:29.646 --> 01:11:30.346]  Secession.
[01:11:30.346 --> 01:11:31.846]  Are we free to go?
[01:11:31.846 --> 01:11:34.487]  And here is his talk earlier this week.
[01:11:34.487 --> 01:11:38.828]  A little four-minute report where... And I've talked to his office and talked to his crew.
[01:11:38.828 --> 01:11:40.168]  We've had his top advisors on.
[01:11:40.168 --> 01:11:42.729]  They concur with my basic analysis.
[01:11:42.729 --> 01:11:44.449]  Constitutional lawyer Bruce Fine.
[01:11:44.449 --> 01:11:45.369]  Constitutional lawyer.
[01:11:45.369 --> 01:11:46.709]  Both advisors to him.
[01:11:46.709 --> 01:11:48.770]  Edwin Vieira were on again last week, as you know.
[01:11:51.949 --> 01:11:54.471]  And by the way, YouTube erased those videos today.
[01:11:54.471 --> 01:11:58.074]  20 plus videos just disappeared and said removed by user.
[01:11:58.074 --> 01:12:00.115]  We're going to have to re-upload those.
[01:12:00.115 --> 01:12:02.437]  Those were going viral with millions of views.
[01:12:02.437 --> 01:12:05.099]  They did not want people seeing that info.
[01:12:05.099 --> 01:12:07.881]  So we're going to re-upload those interviews and make sure people get them.
[01:12:07.881 --> 01:12:09.422]  But here is Ron Paul.
[01:12:09.422 --> 01:12:12.844]  Again, don't think you'll always just turn on the radio and get this.
[01:12:12.844 --> 01:12:17.108]  There are powerful forces that don't want you to hear this, okay?
[01:12:17.108 --> 01:12:19.710]  Here's Ron Paul on Right to Revolt.
[01:12:19.710 --> 01:12:20.030]  Here it is.
[01:12:20.646 --> 01:12:25.808]  Hello, this is Ron Paul with your weekly update for November 19th.
[01:12:25.808 --> 01:12:31.951]  Is all the recent talk of secession, mere sour grapes over the election or perhaps something deeper?
[01:12:31.951 --> 01:12:40.654]  Currently there are active petitions in support of secession for all 50 states, with Texas taking the lead in number of signatures.
[01:12:40.654 --> 01:12:46.176]  Texas has well over the number of signatures needed to generate a response from the administration.
[01:12:46.176 --> 01:12:50.318]  And while I wouldn't hold my breath on Texas actually seceding, I believe these
[01:12:50.871 --> 01:12:56.333]  Petitions raise a lot of worthwhile questions about the nature of our union.
[01:12:56.333 --> 01:12:59.794]  Is it treasonous to want to secede from the United States?
[01:12:59.794 --> 01:13:03.736]  Many think the question of secession was settled by our Civil War.
[01:13:03.736 --> 01:13:10.898]  On the contrary, the principles of self-governance and voluntary association are at the core of our founding.
[01:13:10.898 --> 01:13:15.500]  Clearly, Thomas Jefferson believed secession was proper, albeit as a last resort.
[01:13:16.297 --> 01:13:35.784]  Writing to William Giles in 1825, he concluded that states, quote, should separate from our companions only when the sole alternatives left are the dissolution of our union with them, or submission to a government without limitation of powers, close quote.
[01:13:35.784 --> 01:13:45.227]  Keep in mind that the first and third paragraphs of the Declaration of Independence expressly contemplate the dissolution of a political union when the underlying government
[01:13:45.655 --> 01:13:48.576]  becomes tyrannical.
[01:13:48.576 --> 01:13:52.477]  Do we have a government without limitation of powers yet?
[01:13:52.477 --> 01:14:00.679]  The federal government kept the union together through violence and force in the Civil War, but did, might, really, make, right?
[01:14:00.679 --> 01:14:05.180]  Secession is deeply an American principle.
[01:14:05.180 --> 01:14:07.960]  This country was born through secession.
[01:14:07.960 --> 01:14:14.382]  Some felt it was treasonous to secede from England, but those traitors became our country's greatest patriots.
[01:14:15.475 --> 01:14:23.278]  There is nothing treasonous or unpatriotic about wanting a federal government that is more responsive to the people it represents.
[01:14:23.278 --> 01:14:35.283]  That is what our Revolutionary War was all about, and today, our own federal government is vastly overstepping its constitutional bounds with no signs of reform.
[01:14:35.283 --> 01:14:39.664]  In fact, the recent election only further entrenched the status quo.
[01:14:39.664 --> 01:14:43.626]  If the possibility of secession is completely off the table, there is nothing
[01:14:43.953 --> 01:14:44.093]  I think?
[01:15:03.214 --> 01:15:09.960]  Hit pause, we'll come back and play the last few minutes of the next segment.
[01:15:09.960 --> 01:15:12.902]  And again, it's a much more powerful article that he wrote.
[01:15:12.902 --> 01:15:14.223]  It's at Infowars.com.
[01:15:14.223 --> 01:15:16.445]  Secession, are we free to go?
[01:15:16.445 --> 01:15:20.849]  And he just breaks down the fact you're not in a free country if you can't leave.
[01:15:20.849 --> 01:15:23.951]  It's the states that created the federal government.
[01:15:23.951 --> 01:15:26.273]  The federal government was taken over by foreign banks.
[01:15:26.273 --> 01:15:28.675]  Read my article.
[01:15:28.675 --> 01:15:30.977]  Banks brag they've conquered the US and Europe.
[01:15:32.660 --> 01:15:38.285]  Or the dozens and dozens of quotes by the private megabanks bragging about it.
[01:15:38.285 --> 01:15:45.292]  And so we've got to have the states stand up and point this out or there's no hope.
[01:15:45.292 --> 01:15:49.336]  We can't keep rearranging deck chairs on the Titanic forever.
[01:15:49.336 --> 01:15:54.140]  And then I'll give out the number for your take on this and a lot more coming up in the next segment.
[01:15:54.140 --> 01:15:56.583]  And I will also get into the big economic news straight ahead.
[01:16:00.814 --> 01:16:06.318]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:16:06.318 --> 01:16:08.739]  Start purifying your water with ProPure.
[01:16:08.739 --> 01:16:17.845]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[01:16:17.845 --> 01:16:21.287]  Its filters are silver impregnated to prevent bacterial growth.
[01:16:21.287 --> 01:16:22.948]  There's no priming required.
[01:16:22.948 --> 01:16:25.250]  It's NSF 42 certified.
[01:16:25.250 --> 01:16:26.931]  Optional fluoride filters can reduce
[01:16:27.031 --> 01:16:28.512]  Fluoride up to 95%.
[01:16:28.512 --> 01:16:30.334]  Easy to set up and use.
[01:16:30.334 --> 01:16:31.755]  Doesn't require electricity.
[01:16:31.755 --> 01:16:34.917]  Purify water from lakes, streams, ponds, and wells.
[01:16:34.917 --> 01:16:38.300]  This filter system leaves in beneficial minerals, which is key.
[01:16:38.300 --> 01:16:42.443]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[01:16:42.443 --> 01:16:45.186]  ProPure is the best gravity-fed filter out there.
[01:16:45.186 --> 01:16:46.747]  It's what my family uses.
[01:16:46.747 --> 01:16:50.069]  Infowars.com already has the lowest price on ProPure.
[01:16:50.069 --> 01:16:55.334]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:16:55.894 --> 01:17:00.498]  You can also call to order 888-253-3139.
[01:17:00.498 --> 01:17:03.560]  Have you ever wanted to generate your own supply of electrical power?
[01:17:03.560 --> 01:17:05.542]  Even save money on your electric bill?
[01:17:05.542 --> 01:17:09.165]  If so, this could be one of the most important messages you will ever hear.
[01:17:09.165 --> 01:17:11.366]  Solar power generators are now available.
[01:17:11.366 --> 01:17:14.769]  These emergency backup systems provide life-saving electrical power.
[01:17:14.989 --> 01:17:21.074]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity from the sun.
[01:17:21.074 --> 01:17:24.796]  It's like having an electrical power plant running quietly in your own home.
[01:17:24.796 --> 01:17:32.622]  Run sump pumps, shortwave radios, computers, and even keep your food from spoiling, whether it's hurricanes, ice storms, brownouts, or blackouts.
[01:17:32.782 --> 01:17:35.504]  You'll never suffer through painful power outages again.
[01:17:35.504 --> 01:17:36.785]  And here's the best news.
[01:17:36.785 --> 01:17:39.947]  A remarkable fall truckload sale is going on right now.
[01:17:39.947 --> 01:17:43.870]  It gets you $1,700 in bonuses when you buy a solar generator.
[01:17:43.870 --> 01:17:51.716]  To find out why these solar generators are the best generators, and get $1,700 in bonuses for doing so, go to falltruckloadsale.com.
[01:17:51.716 --> 01:17:53.797]  That's falltruckloadsale.com.
[01:17:53.797 --> 01:17:55.979]  Generate your own supply of electricity.
[01:17:55.979 --> 01:17:58.040]  Go to falltruckloadsale.com.
[01:17:58.040 --> 01:17:59.822]  That's falltruckloadsale.com.
[01:18:00.482 --> 01:18:04.584]  Millions of people are going to get sick this winter from colds, flu, and other illnesses.
[01:18:04.584 --> 01:18:05.804]  Don't be one of them!
[01:18:05.804 --> 01:18:11.506]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial solution.
[01:18:11.506 --> 01:18:21.310]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, and help improve wound healing.
[01:18:21.310 --> 01:18:27.932]  Supernatural Silver is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases.
[01:18:28.092 --> 01:18:32.436]  Such as strep, staph, pneumonia, colds, flus, and other harmful pathogens.
[01:18:32.436 --> 01:18:41.546]  This new technology has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of colloidal or ionic silver solutions.
[01:18:41.546 --> 01:18:45.209]  The Science Digest Journal says, silver is our mightiest germ fighter.
[01:18:45.209 --> 01:18:48.833]  It is virtually non-toxic and is emerging as a wonder of modern medicine.
[01:18:49.033 --> 01:18:55.418]  Go to SupernaturalSilver.com today and use the promo code SILVER2012 for 20% off.
