[00:00:09.882 --> 00:00:10.362]  Media.
[01:28:02.567 --> 01:28:07.431]  In damages of the families of victims on September 11th for supporting the attacks.
[01:28:07.611 --> 01:28:08.591]  Yes, that's right.
[01:28:08.631 --> 01:28:17.097]  The move is considered a symbolic gesture without expectation of collection of the penalties for the relatives.
[01:28:17.237 --> 01:28:24.522]  Judge Magistrate Judge Frank Bass made the ruling yesterday after Federal Judge George Daniels
[01:28:25.602 --> 01:28:28.986]  decided last year that the militant groups in Iran were liable.
[01:28:29.386 --> 01:28:29.706]  Yes!
[01:28:30.207 --> 01:28:33.550]  Yes, the Shiites are now Wahhabis, they're arch enemies.
[01:28:33.870 --> 01:28:35.071]  Yes, they did it!
[01:28:35.592 --> 01:28:39.055]  Everyone did it but Saudi Arabia, where 15 of the hijackers came from.
[01:28:39.496 --> 01:28:42.038]  Everyone is guilty, including you and your family.
[01:28:42.258 --> 01:28:49.225]  The TSA convicted pedophiles must now take you to a private rape room to make sure Al-Qaeda is not in your grandma's colostomy bag.
[01:28:50.891 --> 01:28:51.631]  Sorry, sir, go ahead.
[01:28:52.311 --> 01:28:53.711]  That's all right, you're cracking me up.
[01:28:53.952 --> 01:28:55.672]  Well, that's all the news I had to tell you.
[01:28:55.932 --> 01:28:57.612]  I didn't know if you heard that or not.
[01:28:58.052 --> 01:28:58.872]  Uh, yes, I did.
[01:28:59.532 --> 01:29:06.214]  Well, I saw when he ruled weeks ago about that, but I guess now they've ruled, because they go, oh, yes, weeks ago, they had like a month ago, headline, Iran did it!
[01:29:06.714 --> 01:29:09.394]  Those dirty Iranians parking lot them.
[01:29:09.594 --> 01:29:10.854]  You're like, where are they on the map?
[01:29:11.254 --> 01:29:12.955]  Just over there, kill them all.
[01:29:12.975 --> 01:29:19.816]  OK, but you understand that our government's actually overthrowing countries that are actually trying to be our friends.
[01:29:20.797 --> 01:29:21.498]  I don't care!
[01:29:21.518 --> 01:29:22.540]  Kill him!
[01:29:23.201 --> 01:29:24.924]  Well, you know, Al Qaeda works for the government.
[01:29:25.325 --> 01:29:26.326]  Well, maybe I like him!
[01:29:27.352 --> 01:29:33.996]  But wait a minute, I thought I needed to have my pants, you know, TSA Potbelly had to go in there because Al-Qaeda might be in there.
[01:29:34.157 --> 01:29:35.237]  Well, Al-Qaeda is a threat.
[01:29:35.517 --> 01:29:37.679]  But the globalists run Al-Qaeda.
[01:29:37.899 --> 01:29:39.220]  Let me show you some evidence over history.
[01:29:39.380 --> 01:29:40.101]  In fact, it's admitted.
[01:29:40.121 --> 01:29:41.381]  Zbigniew Brzezinski wrote multiple books.
[01:29:41.622 --> 01:29:44.844]  I don't want to hear about your fancy book reading, Pinko!
[01:29:45.484 --> 01:29:47.465]  Fox News says turn your guns in!
[01:29:47.686 --> 01:29:48.486]  It's conservative!
[01:29:48.786 --> 01:29:50.547]  Now get your guns turned in, boy!
[01:29:52.309 --> 01:29:53.209]  We're on the march.
[01:29:53.710 --> 01:29:55.211]  The empire's on the run.
[01:29:56.225 --> 01:29:58.917]  Alex Jones and the GCN Radio Network.
[01:30:02.913 --> 01:30:08.175]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:30:08.415 --> 01:30:10.636]  Start purifying your water with ProPure.
[01:30:10.836 --> 01:30:19.760]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[01:30:19.940 --> 01:30:23.122]  Its filters are silver impregnated to prevent bacterial growth.
[01:30:23.382 --> 01:30:24.822]  There's no priming required.
[01:30:25.063 --> 01:30:27.103]  It's NSF-42 certified.
[01:30:27.344 --> 01:30:29.825]  Optional fluoride filters can reduce fluoride up to 95%.
[01:30:30.905 --> 01:30:32.226]  Easy to set up and use.
[01:30:32.426 --> 01:30:33.726]  Doesn't require electricity.
[01:30:33.846 --> 01:30:36.707]  Purify water from lakes, streams, ponds, and wells.
[01:30:37.007 --> 01:30:40.188]  This filter system leaves in beneficial minerals, which is key.
[01:30:40.389 --> 01:30:44.390]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[01:30:44.530 --> 01:30:47.131]  ProPure is the best gravity-fed filter out there.
[01:30:47.271 --> 01:30:48.572]  It's what my family uses.
[01:30:48.852 --> 01:30:52.053]  Infowars.com already has the lowest price on ProPure.
[01:30:52.153 --> 01:30:57.415]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:30:57.975 --> 01:31:00.596]  You can also call to order 888-253-3139.
[01:31:00.696 --> 01:31:04.036]  Hi, this is Alex Jones.
[01:31:04.096 --> 01:31:09.438]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:31:09.678 --> 01:31:14.299]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[01:31:14.699 --> 01:31:19.760]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[01:31:20.260 --> 01:31:24.941]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:31:25.481 --> 01:31:32.404]  They call it a Survival Seed Bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[01:31:32.604 --> 01:31:33.504]  And here's the best part.
[01:31:33.724 --> 01:31:40.086]  These seeds have not been genetically modified in any way, and you actually get enough seeds to plant a full acre crisis garden.
[01:31:40.406 --> 01:31:43.247]  So visit them today at survivalseedbank.com.
[01:31:43.588 --> 01:31:46.749]  That's survivalseedbank.com, or give them a call at 877-327-0365.
[01:31:51.751 --> 01:31:54.093]  That's 877-327-0365.
[01:31:54.613 --> 01:31:59.137]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:31:59.457 --> 01:32:01.839]  This is Alex Jones for survivalseabank.com.
[01:32:03.047 --> 01:32:06.109]  Alex Jones here with a very important announcement for truth seekers.
[01:32:06.509 --> 01:32:12.233]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[01:32:12.453 --> 01:32:18.858]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[01:32:19.038 --> 01:32:24.441]  And that's Dreams from My Real Father by Joel Gilbert, available at Infowars.com.
[01:32:24.741 --> 01:32:28.364]  This film exposes the fraud that Obama is like nothing I've seen.
[01:32:28.544 --> 01:32:32.128]  If you want to know who Obama's real daddy is, this is the film for you.
[01:32:32.368 --> 01:32:36.752]  Don't forget, your purchase supports our broadcast and our growing media network.
[01:32:36.972 --> 01:32:43.019]  You'll also find at Infowarshop.com, None Dare Call a Conspiracy by Gary Allen, the book that woke me up.
[01:32:43.319 --> 01:32:47.603]  We're also carrying Behind the Green Mask, UN Agenda 21, by Rosa Corey.
[01:32:47.763 --> 01:32:50.386]  This book is coffin nails to the globalist takeover.
[01:32:50.706 --> 01:32:57.229]  The Greater Good, the most professional and up-to-date film I've ever seen, exposing the scourge that is vaccines.
[01:32:57.529 --> 01:33:02.231]  These titles and a lot more are all available at InfoWarshot.com.
[01:33:05.252 --> 01:33:10.794]  We now take you live to the Central Texas Command Center, in the heart of the resistance.
[01:33:11.275 --> 01:33:13.796]  You're listening to the Alex Jones Show.
[01:33:31.109 --> 01:33:33.070]  We are transmitting worldwide.
[01:33:33.130 --> 01:33:35.712]  We are about halfway into this worldwide transmission.
[01:33:36.352 --> 01:33:40.214]  On Wednesday, the first day of August 2012, I am your host, Alex Jones.
[01:33:40.755 --> 01:33:44.997]  I'm gonna stop right now for a mid-air refueling session.
[01:33:45.577 --> 01:33:46.078]  Literally.
[01:33:46.438 --> 01:33:51.641]  We're mid-air right now, middle of the show, on air, blasting out to millions right now.
[01:33:52.141 --> 01:33:56.944]  And I am coming right up behind the big ol' refueling tanker.
[01:33:57.464 --> 01:34:00.026]  And I am saying, fuel me, fuel me!
[01:34:00.806 --> 01:34:21.810]  And when you fuel the tip of the spear of the Infowar, all the reporters, Planet Infowars, the social network, the free newspaper I'm coming out with, it'll be online and physical starting September 1st, haven't even told you about that yet, all the special reports we put out reaching tens of millions a week, the syndicated radio transmission, our kamikaze Infowar attack.
[01:34:22.210 --> 01:34:25.670]  I mean, we are just kamikazing right into the New World Order's conning tower.
[01:34:25.990 --> 01:34:28.071]  We are bringing them down with your help.
[01:34:28.151 --> 01:34:29.571]  You are literally energy
[01:34:30.851 --> 01:34:35.813]  And make up shells in the fist that's going to smash directly into the New World Order.
[01:34:35.853 --> 01:34:38.854]  We are only beginning our assault on them.
[01:34:39.134 --> 01:34:43.115]  We are only beginning to fire up the dynamos that is free humanity.
[01:34:43.155 --> 01:34:44.715]  We will smash the collectivist.
[01:34:44.995 --> 01:34:46.556]  We will smash the eugenicist.
[01:34:46.836 --> 01:34:48.556]  We will smash the New World Order.
[01:34:49.056 --> 01:34:49.777]  If you want it.
[01:34:49.957 --> 01:34:50.677]  If you see it.
[01:34:50.997 --> 01:34:52.037]  If you envision it.
[01:34:52.337 --> 01:34:53.938]  And then start walking forward.
[01:34:55.726 --> 01:34:56.406]  Engage them.
[01:34:56.506 --> 01:34:58.387]  Engage the scientific technocracy.
[01:34:58.648 --> 01:35:06.732]  Help break people out of the deep mind control trance that they have been induced into.
[01:35:07.472 --> 01:35:09.633]  Now is the time to take action.
[01:35:09.653 --> 01:35:11.054]  We got Richard Reeves here in studio.
[01:35:11.294 --> 01:35:21.780]  We're going to go to him in a moment and then on to Noel and George and Scott and Braun and others that are patiently holding.
[01:35:21.820 --> 01:35:23.721]  But briefly, speaking of mid-air refueling,
[01:35:24.341 --> 01:35:38.369]  PrisonPlanet.tv, 15 cents a day, we've got a 15-day free trial, your username and passcode, you create a new easy-to-remember one, you can share it with up to six people who can simultaneously be signed on with that.
[01:35:38.729 --> 01:35:48.394]  So it's really six memberships for the price of one, $5.95 a month, the cost of two cups of coffee, you fuel the news weapon system.
[01:35:48.554 --> 01:35:51.115]  We're carrying truth missiles, folks, they're powerful.
[01:35:52.536 --> 01:35:54.657]  And we don't apologize for that.
[01:35:54.977 --> 01:35:57.117]  You fuel us in this fight.
[01:35:58.118 --> 01:35:59.478]  Big things have small beginnings.
[01:35:59.538 --> 01:36:00.558]  We started small.
[01:36:00.818 --> 01:36:04.919]  If you think we're big now, you ain't seen nothing yet because you are waking people up.
[01:36:05.219 --> 01:36:07.960]  People are waking up everywhere and ready to face the true horror.
[01:36:08.200 --> 01:36:11.001]  And people have gotten past the fear and are just, I'm sick of it.
[01:36:11.201 --> 01:36:14.962]  You know, it's that point of, I'm sick of it, I'm done, I've had enough.
[01:36:16.004 --> 01:36:17.325]  So spread the word about the broadcast.
[01:36:17.345 --> 01:36:18.806]  That helps refuel our operation.
[01:36:19.707 --> 01:36:24.770]  Buy the books, the videos, the highest quality water filters that I personally research and in the field.
[01:36:25.371 --> 01:36:27.492]  Emergency filter for the most fetid water.
[01:36:27.792 --> 01:36:28.333]  Lifetraw.
[01:36:28.413 --> 01:36:29.774]  Discounted free citizen rule book.
[01:36:30.114 --> 01:36:30.514]  Everything.
[01:36:30.554 --> 01:36:31.215]  Lowest prices.
[01:36:31.515 --> 01:36:32.616]  Infowarshop.com.
[01:36:32.976 --> 01:36:33.476]  ProPure.
[01:36:33.616 --> 01:36:35.317]  The name in gravity fed filters.
[01:36:36.378 --> 01:36:39.059]  Light years ahead of the competition in side-by-side comparisons.
[01:36:39.379 --> 01:36:43.260]  I'm like, hey, I'm gonna quit selling this stuff, start selling this, because I want you to have the best.
[01:36:43.560 --> 01:36:46.941]  We've got it discounted right now at InfoWarshop.com.
[01:36:47.641 --> 01:36:48.861]  Behold a pale horse.
[01:36:49.681 --> 01:36:56.583]  We've got Mike Hanson's book on Bohemian Grove, the most compelling history of it, everything available.
[01:36:56.603 --> 01:37:02.304]  Bohemian Grove, Cult of Conspiracy, Mike Hanson, forward by Tex Mars, available at InfoWarshop.com.
[01:37:02.964 --> 01:37:04.445]  We've got the prudent
[01:37:05.225 --> 01:37:09.467]  We're on the march, the empire's on the run, they're pulling fluoride out all over the world.
[01:37:09.507 --> 01:37:12.408]  Because the scientists who even work for the government
[01:37:29.375 --> 01:37:31.358]  Their kids are getting cancer and brain damage!
[01:37:31.498 --> 01:37:32.279]  And they're angry!
[01:37:32.459 --> 01:37:33.260]  And they should be!
[01:37:33.461 --> 01:37:35.644]  It's time to assault back!
[01:37:36.144 --> 01:37:39.969]  It's time to say, listen filth, we're gonna raise the tempo of the rhetoric!
[01:37:40.290 --> 01:37:43.734]  Because there's no amount of rhetoric that describes just how bad you are!
[01:37:43.955 --> 01:37:45.297]  Be lucky it's just rhetoric!
[01:37:46.024 --> 01:37:48.207]  You want to build a mechanized army against us?
[01:37:48.488 --> 01:37:51.351]  You want to put all the new appliances with bugs in them?
[01:37:51.652 --> 01:37:53.214]  You want to jack our food and water?
[01:37:53.494 --> 01:37:55.978]  Listen here, you little chicken neck maggots!
[01:37:56.439 --> 01:37:58.241]  You want to wake some people up?
[01:37:58.321 --> 01:38:00.384]  You just woke us up, punks!
[01:38:02.487 --> 01:38:02.867]  Scum!
[01:38:04.755 --> 01:38:10.659]  Let me tell you, as soon as all the minions of the system figure out why their kid's dying and why their wife's sick, we win.
[01:38:11.199 --> 01:38:12.700]  All we gotta do is tell the truth, folks.
[01:38:12.740 --> 01:38:13.141]  We win.
[01:38:13.701 --> 01:38:14.482]  All we gotta do.
[01:38:14.862 --> 01:38:16.123]  And I'm at the tip of the spear.
[01:38:16.903 --> 01:38:19.225]  Because I'm just dumb enough to do it.
[01:38:19.845 --> 01:38:20.466]  But you know what?
[01:38:21.286 --> 01:38:23.528]  It's like that Beatles song, The Fool on the Hill.
[01:38:24.008 --> 01:38:24.909]  He's not a fool at all.
[01:38:24.949 --> 01:38:26.610]  He sees the world spinning around.
[01:38:27.991 --> 01:38:29.031]  He sees it all happening.
[01:38:29.091 --> 01:38:30.012]  I'm no fool at all.
[01:38:30.532 --> 01:38:33.715]  I know there's no future if we don't beat these people, ladies and gentlemen.
[01:38:34.878 --> 01:38:39.840]  The world says I'm a fool, but my heart and my gut says I'm not a fool.
[01:38:40.040 --> 01:38:41.681]  I'm taking the only course out of this.
[01:38:42.241 --> 01:38:43.341]  There's no way to run.
[01:38:43.682 --> 01:38:44.542]  I'd run if I could.
[01:38:44.582 --> 01:38:45.562]  There's nowhere to hide.
[01:38:45.902 --> 01:38:48.844]  So all I'm going to do is fight, and in that lies the victory.
[01:38:48.884 --> 01:38:49.544]  So support us.
[01:38:50.204 --> 01:38:52.205]  Spread the word by the books, the videos, the products.
[01:38:52.325 --> 01:38:53.225]  Support the sponsors.
[01:38:53.466 --> 01:38:55.226]  Spread the word about our local AM and FM affiliates.
[01:38:55.486 --> 01:38:56.707]  Support their local sponsors.
[01:38:56.907 --> 01:38:59.048]  If you're a local business, sponsor this show.
[01:39:00.333 --> 01:39:02.454]  I mean, that is something big you can do in the fight against tyranny.
[01:39:02.474 --> 01:39:07.037]  I can't tell you, so many stations pick up the Sunday Show, get huge ratings, sponsorship support.
[01:39:07.257 --> 01:39:09.279]  They put it on at night, then they put it on live.
[01:39:09.479 --> 01:39:10.440]  It's happening everywhere.
[01:39:10.960 --> 01:39:12.601]  Because people used to think this guy's crazy.
[01:39:12.781 --> 01:39:14.662]  Now they're like, well, everything he talked about is coming true.
[01:39:14.842 --> 01:39:16.323]  Folks, it isn't because I'm that smart.
[01:39:16.564 --> 01:39:18.645]  It's because I was willing to face the facts.
[01:39:18.865 --> 01:39:20.926]  The globalists write books about this.
[01:39:21.467 --> 01:39:24.148]  A hundred years ago, this is a plan they've had.
[01:39:25.029 --> 01:39:27.831]  And there is no choice but to beat them.
[01:39:29.502 --> 01:39:30.563]  All right, we're going to get to your calls.
[01:39:30.603 --> 01:39:31.904]  There is so much news here.
[01:39:31.944 --> 01:39:35.007]  Senate Cybersecurity Bill mirrors Russian intelligence agenda.
[01:39:35.347 --> 01:39:36.888]  Yeah, Russia's getting rid of all their freedom.
[01:39:38.069 --> 01:39:39.050]  It's the same thing everywhere.
[01:39:39.350 --> 01:39:40.651]  Governments all act the same.
[01:39:40.691 --> 01:39:43.033]  It's like the Iranian leadership's not good.
[01:39:43.714 --> 01:39:44.815]  Neither is our leadership.
[01:39:44.835 --> 01:39:48.457]  See, it's not Iran good, we're bad, or America good, they're bad.
[01:39:48.498 --> 01:39:48.798]  No, no, no.
[01:39:49.238 --> 01:39:53.401]  It's the founding fathers said 99% of the time you get a really bad government.
[01:39:53.582 --> 01:39:55.503]  And sometimes you get a mass killing one.
[01:39:55.523 --> 01:39:57.345]  In fact, about half the time.
[01:39:58.527 --> 01:39:59.168]  You're like, why?
[01:39:59.268 --> 01:40:00.870]  Because that's what they like to do, folks.
[01:40:01.391 --> 01:40:01.651]  Listen.
[01:40:02.653 --> 01:40:04.756]  You know people that just like to screw everything up?
[01:40:04.976 --> 01:40:06.238]  People that want to dominate everything?
[01:40:08.488 --> 01:40:12.932]  And those types of learned, they end up messing with the wrong person and getting their butt handed to them.
[01:40:13.393 --> 01:40:18.618]  So what they do is they get into government and they get a story of, wow, they're the hero and now you're the bad guy.
[01:40:18.818 --> 01:40:31.229]  And they get all these minions around them and they strut around in fancy suits and build big giant buildings to make you feel small and land in Air Force Ones and have all the Secret Service taking themselves seriously and all the SWAT teams in the movies.
[01:40:31.509 --> 01:40:33.131]  You know, it's a class system.
[01:40:33.611 --> 01:40:38.736]  Oh, you're in the government, or oh, you're in the elite, or oh, it's so special, oh, it's so great.
[01:40:39.056 --> 01:40:40.917]  You're not going to find fulfillment there, folks.
[01:40:41.778 --> 01:40:50.886]  I was on Man Cow Show this morning, and he was telling me, I'm not dropping names or bragging here, but he said, yeah, I had Willie Nelson on a few weeks ago, and he was saying, you're the biggest star in Austin.
[01:40:51.960 --> 01:40:54.843]  And I said, well, he was asking, hey, you know Alex Jones?
[01:40:54.863 --> 01:40:56.184]  Yeah, yeah, he's the biggest star in Austin.
[01:40:56.524 --> 01:40:59.086]  And I said, well, number one, man, Cal, I'm not a star.
[01:41:00.087 --> 01:41:03.190]  Okay, this isn't about Alex Jones is a star.
[01:41:03.490 --> 01:41:10.876]  If Alex Jones was a star, Alex Jones would have 50 bodyguards out there at Bohemian Grove, or I'd have bodyguards out there at Bilderberg.
[01:41:11.096 --> 01:41:12.278]  Instead, I'm just right there.
[01:41:12.918 --> 01:41:16.220]  And that is a symbol of the fact that I am a common person.
[01:41:16.420 --> 01:41:17.701]  And in that lies my power.
[01:41:18.041 --> 01:41:19.362]  In that lies your power.
[01:41:19.702 --> 01:41:23.445]  In that is the sign that I am not going to give in to fear.
[01:41:23.805 --> 01:41:24.405]  I'm here.
[01:41:24.726 --> 01:41:25.646]  I'm stepping up.
[01:41:25.786 --> 01:41:26.787]  I'm stepping out.
[01:41:27.427 --> 01:41:31.110]  And any way I win, as long as I don't give in to evil.
[01:41:32.193 --> 01:41:32.854]  You understand that?
[01:41:33.134 --> 01:41:35.876]  This is about your destiny as a human on this planet.
[01:41:36.156 --> 01:41:36.857]  What you do now.
[01:41:37.097 --> 01:41:42.862]  And I was just plugging something there, you know, support the broadcast, what we're doing, but you know, getting off in an overall preaching rant.
[01:41:44.204 --> 01:41:47.206]  The other day off air, one of our guests was like, Alex, you're preaching before I came on.
[01:41:47.226 --> 01:41:47.927]  You don't have to do that.
[01:41:48.187 --> 01:41:49.248]  The facts are on your side.
[01:41:49.488 --> 01:41:51.730]  And I said, listen, buddy, this isn't some calculated thing.
[01:41:51.990 --> 01:41:53.051]  This is what comes out of me.
[01:41:53.472 --> 01:41:55.553]  And I said, you can't argue with success, can you?
[01:41:55.814 --> 01:41:57.035]  And he said, I guess you're right.
[01:41:59.833 --> 01:42:00.713]  I'll just say who said it.
[01:42:00.733 --> 01:42:01.913]  It was Dr. Paul Craig Roberts.
[01:42:01.933 --> 01:42:02.754]  He was standing in there.
[01:42:03.034 --> 01:42:04.194]  You know, I was like, how you doing?
[01:42:04.294 --> 01:42:06.534]  Because they said he was shaking his head going, man, he's preaching.
[01:42:06.815 --> 01:42:08.115]  They had him on Skype before I went to him.
[01:42:08.135 --> 01:42:10.095]  Went out in the break and go, yeah, I know I'm preaching.
[01:42:10.855 --> 01:42:12.156]  He goes, well, Alex, I understand.
[01:42:12.196 --> 01:42:13.496]  You know, you got all the proof.
[01:42:13.856 --> 01:42:14.696]  That's all you need.
[01:42:14.956 --> 01:42:18.757]  And I said, listen, you do it in your authoritative manner.
[01:42:18.977 --> 01:42:19.717]  Very professional.
[01:42:19.737 --> 01:42:20.558]  That's why we have you on.
[01:42:20.978 --> 01:42:22.298]  I can't help what I do.
[01:42:23.240 --> 01:42:23.900]  You understand?
[01:42:24.140 --> 01:42:26.001]  So I told him, I said, this is real, buddy.
[01:42:26.542 --> 01:42:28.182]  I'm bouncing off the walls during the breaks.
[01:42:28.222 --> 01:42:29.123]  This is who I am.
[01:42:29.143 --> 01:42:36.807]  I mean, I know we've got a government putting poison in our water and bragging they do it to brain damage us and give little kids cancer.
[01:42:38.127 --> 01:42:39.188]  Millions of them have died from it.
[01:42:40.270 --> 01:42:41.511]  Harvard has come out and admitted it.
[01:42:41.531 --> 01:42:43.292]  Everybody's like, ooh, Harvard said it, it must be true.
[01:42:43.492 --> 01:42:46.293]  Folks, listen, that makes me real angry, okay?
[01:42:46.994 --> 01:42:48.535]  If I saw, I mean, I'm nobody special.
[01:42:48.715 --> 01:42:56.239]  If I was at the shopping mall and saw some guy run up, and like they do, start stabbing people, it wouldn't even be a courage thing.
[01:42:56.479 --> 01:43:04.763]  I would immediately go over there and take the knife away from him, and I'll tell you what I'd do, I'd probably stomp him to death.
[01:43:05.044 --> 01:43:07.365]  Because in that rage, I wouldn't be able to control myself.
[01:43:10.462 --> 01:43:14.106]  And people are like, oh, either you're a big mouth guy or you're a crazy man.
[01:43:14.166 --> 01:43:14.686]  No, I'm not.
[01:43:15.627 --> 01:43:16.608]  I'm not a crazy man.
[01:43:16.628 --> 01:43:20.732]  I know what I'll do because I've seen things like that happen.
[01:43:20.772 --> 01:43:21.793]  I've had people mug me.
[01:43:22.013 --> 01:43:23.315]  I've seen people attack other people.
[01:43:24.209 --> 01:43:27.954]  I've seen somebody attack someone on a street corner and I've pulled over and stomped the living daylights out of them.
[01:43:28.314 --> 01:43:34.081]  Because, ladies and gentlemen, that's a normal response when we're under attack, is to get angry.
[01:43:34.421 --> 01:43:40.969]  Every mammal out there, when it's under attack, either tries to run, and if you can't run, it gets up and fights.
[01:43:41.490 --> 01:43:43.733]  And we just need to find our humanity again.
[01:43:44.943 --> 01:43:49.625]  That's all we've got to find, and no amount of drones or surveillance or any of it's going to stop us.
[01:43:49.925 --> 01:43:56.347]  Once we know we've been drugged, once we know we're under attack, our body can then gear up and deal with it and our brain can work with it.
[01:43:56.567 --> 01:43:58.668]  But we've got to first admit we're under attack.
[01:43:59.208 --> 01:44:01.208]  We've got to first admit that we're under assault.
[01:44:01.529 --> 01:44:08.091]  And people out there that serve this system have first got to admit, even if some of you are evil, you're not going to win serving what you're serving.
[01:44:08.111 --> 01:44:11.732]  Because you may think you're evil, you don't know what evil is.
[01:44:12.232 --> 01:44:14.133]  Evil is every human on this planet dead.
[01:44:15.387 --> 01:44:17.992]  Evil is the end of humanity.
[01:44:18.352 --> 01:44:19.795]  Evil is the end of our future.
[01:44:20.216 --> 01:44:21.658]  Evil is the end of history.
[01:44:23.642 --> 01:44:25.004]  That's what the globalists want.
[01:44:25.846 --> 01:44:26.367]  I'm ranting.
[01:44:28.359 --> 01:44:37.368]  Joining us is Richard Reeves here, radio talk show host, all-around technology expert here that helps us from around the road and things.
[01:44:38.228 --> 01:44:45.195]  And he sort of texted me last night going, we did it, we did it, we beat Dewhurst, the CIA, worked with Klaus Barbie, proud of that.
[01:44:45.455 --> 01:44:48.438]  Klaus Barbie, folks, the top Nazi down in South America.
[01:44:49.279 --> 01:44:52.382]  All of this stuff, I've been around a lot of people and I'm physically
[01:44:54.306 --> 01:44:55.688]  Not recoil out of fear.
[01:44:56.489 --> 01:44:57.370]  He is scary.
[01:44:57.910 --> 01:45:02.396]  David Dewhurst, up close, looks like one of the scariest people I've ever been around.
[01:45:02.416 --> 01:45:03.177]  He looks like a vampire.
[01:45:03.197 --> 01:45:06.180]  I mean, he's ready for central casting for a re- I mean, a vampire.
[01:45:07.181 --> 01:45:08.423]  And I've bullhorned him.
[01:45:08.483 --> 01:45:09.224]  I've been in his face.
[01:45:09.284 --> 01:45:10.786]  I mean, he is creep-ville.
[01:45:11.653 --> 01:45:12.233]  Creepville.
[01:45:13.174 --> 01:45:13.834]  Super evil.
[01:45:14.334 --> 01:45:18.837]  And he's the guy that killed the TSA deal and then tried to act like he didn't.
[01:45:18.937 --> 01:45:24.500]  Big globalist, not his own businessman, given contracts by the CIA and government for his energy company.
[01:45:24.560 --> 01:45:25.320]  Total front.
[01:45:26.501 --> 01:45:28.262]  And Mr. Cruz beat him yesterday.
[01:45:29.233 --> 01:45:36.076]  And he even got up there and gave a winning speech, a victory speech, thinking I guess the black boxes would kick in.
[01:45:36.396 --> 01:45:40.038]  And the message is, and I heard this even on local radio, they were covering polls yesterday on 590.
[01:45:40.978 --> 01:45:43.099]  All the callers and the polls show it was TSA.
[01:45:43.559 --> 01:45:47.501]  Unanimous legislature in the House says no more groping, we're going to enforce existing laws.
[01:45:48.741 --> 01:45:49.282]  He killed it.
[01:45:49.682 --> 01:45:51.983]  And I said we get rid of the Speaker of the House as well, all of them.
[01:45:52.970 --> 01:45:55.713]  And so that's a message, and it's happening all over the country.
[01:45:56.333 --> 01:46:00.758]  All these Republicans go on Fox News and say, ban all Simeonos, it's because they're all scared.
[01:46:01.118 --> 01:46:05.863]  They love this Republican-Democrat game of acting like they're fighting with each other.
[01:46:06.124 --> 01:46:07.004]  It's over, okay?
[01:46:07.901 --> 01:46:10.523]  I gotta say, the Tea Party is actually delivering in many levels.
[01:46:10.803 --> 01:46:12.064]  Richard Reeves, you're here with us.
[01:46:12.425 --> 01:46:14.807]  Tell us, because you followed this very, very closely.
[01:46:15.147 --> 01:46:24.074]  They've rejected the carbon tax, garbage transportation tax in Georgia and Atlanta that was to raise tens of billions to take over everybody's life and smart growth them.
[01:46:24.375 --> 01:46:26.456]  I mean, there's just 19 billion just got cut.
[01:46:26.736 --> 01:46:29.459]  A lot of exciting things are happening all over the country.
[01:46:29.999 --> 01:46:35.163]  The Senator, Republican trash and Democratic trash are being thrown out, whether it's Specter or Lugar.
[01:46:35.524 --> 01:46:36.925]  I mean, that's why they're scared right now.
[01:46:37.205 --> 01:46:39.666]  And showing everybody what they are, pieces of trash.
[01:46:40.286 --> 01:46:46.547]  There's nothing I like to see better than incumbents being fired, establishment candidates not being elected.
[01:46:47.007 --> 01:46:53.969]  Alex, this is an incremental victory, albeit an incremental victory, but let's think about the methodology of the New World Order.
[01:46:54.369 --> 01:47:01.431]  One of their number one tools to get this country where they've gotten us over the last hundred plus years is incrementalism.
[01:47:01.811 --> 01:47:05.832]  And here we do have to celebrate this incremental victory against the New World Order.
[01:47:06.192 --> 01:47:08.413]  Yeah, because Cruz at least sounds like Alex Jones.
[01:47:08.433 --> 01:47:09.294]  You've been to his speeches.
[01:47:09.394 --> 01:47:10.674]  I've been to two.
[01:47:10.715 --> 01:47:12.776]  We will defeat the CFR Vipers!
[01:47:12.836 --> 01:47:14.517]  I've been to two Ted Cruz speeches.
[01:47:14.557 --> 01:47:16.938]  We had one at the Capitol two or three months ago.
[01:47:16.958 --> 01:47:20.780]  We went down there and reported on it when Rand Paul and Ron Paul spoke there.
[01:47:20.880 --> 01:47:22.981]  And then I was at the Texas State Convention, folks.
[01:47:23.441 --> 01:47:31.346]  I was a Republican delegate out of my precinct, out of my senatorial district, and I went to the Texas State Convention back in early June.
